Veteran,Disability,marital_status,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
Yes,Mental,Widowed,21.82279852139911,57.53311802218528,C,C,-51.99115773097617,21.868689118368508,216.18946079014464,197.13539089092885,A,E,-56.437429282122245,E,233.5783309906455,-32.03802735359682,C,10.291250585667095,0
Non-Veteran,Both,Married,5.963755227306792,-185.06190011396347,B,A,-4.395539604813168,11.502438439102077,9.369566408063216,-107.51984001792121,A,E,-155.2912806785678,B,200.36901731688656,252.09407186669935,D,-50.232153072044284,0
Veteran,Yes,Single,187.18670269076264,0.7387266025234844,A,D,73.10753952864688,5.572760470326297,-202.7550748226396,-123.10309240082606,D,B,15.870829374087645,C,23.6174798212202,-41.722301000797486,C,-4.451143365905245,1
No,No,Divorced,41.081129977642036,-191.6087438679566,D,A,-168.94788577036053,92.30456969482347,48.31386520807448,94.74929146884854,B,C,-60.81788066701984,D,-5.961953480466066,101.12368019003031,C,65.46021067810092,1
Yes,None,Widowed,162.68870783515484,60.14919130828281,B,A,-4.113740134230576,143.13927129444596,-134.44915386805408,-22.167975675629865,B,A,85.89690265304137,B,200.6749414585891,-19.277854675255853,E,-98.11261649081686,1
No,Both,Widowed,-174.14469032624044,58.71954712921872,E,D,62.13127476011242,-46.82877166416796,-43.09038842374447,85.62274806466577,A,D,118.78685070159163,E,90.6751887231599,26.518114848830383,D,11.114556973382987,1
No,Physical,Divorced,73.5210337399785,-34.64284922980403,D,D,-48.02878259807823,-109.54651654612626,-64.39527912358429,14.983738480736417,B,A,-37.47011443130595,B,92.95533156096181,85.49322940903845,C,238.58572924610192,1
Veteran,Physical,Divorced,295.6765803219068,-15.151930565026186,D,D,-4.991557446716265,-76.48764879346905,50.45347404401982,-296.5628407469755,A,A,-150.3868038252121,B,12.872336496067375,-14.440813647383857,B,-32.85916392377409,0
Yes,Mental,Widowed,-4.453815839745266,47.99381874449925,B,E,-13.583628834200859,50.848800214366285,0.5344440062471337,45.664073603685026,E,B,189.23482365000902,D,52.59760889014748,231.4596017055805,A,252.71763055019701,0
No,Both,Single,-85.91666986907491,231.13139716190392,D,D,65.76975366830553,0.09233336444399429,218.97109369169067,-10.922935185656081,C,C,112.00959963779428,E,60.02585154355885,-146.6404087212406,E,98.13858535156132,1
No,No,Divorced,-52.976682976262445,100.21566630549579,D,A,100.33762039205965,40.780069831381866,-96.21323647988338,19.222320271474384,D,A,21.12896373639113,C,-20.807111347546055,172.67944555226575,D,-44.24190478388571,1
Yes,None,Married,-77.5610357661115,97.52560480515176,D,E,-25.724113933360098,-15.410364138435186,96.89779440209311,-55.05298620237986,C,C,12.16466178599254,C,68.36207053472504,-155.2708665930969,E,81.6327334683147,1
Veteran,Mental,Divorced,-125.35308234102524,-65.08514758183868,C,D,112.9952565062911,-180.188793419386,57.82869265881839,24.85940146556168,E,C,9.076245318830097,E,100.94093974575156,-38.95149809102624,C,-162.20285862533086,0
Non-Veteran,Both,Divorced,-192.61224530293583,114.49581780178208,E,D,-200.61558734612154,120.93755319231502,136.99657914668563,109.54411653059097,E,D,55.6843332720412,C,-60.52172791511169,29.527402562200045,D,53.22105014719526,1
Non-Veteran,Mental,Widowed,5.038320760395719,-40.18145140625925,A,A,20.647883225867318,152.3408728095327,-5.388319113757569,54.05897723954668,B,A,36.57012489930871,C,-95.73447881336996,98.47639966304736,B,153.27464655029718,0
No,Both,Widowed,4.509268190779351,100.5829078703714,B,B,151.64278409447863,186.56745742005938,136.71360343146256,5.981152331285523,D,D,11.084061615907343,C,-96.93746674659603,25.62124276037856,E,-10.842622112977471,0
Yes,Mental,Married,58.908406872776254,42.83628781525843,C,D,-55.35732837058954,-16.894654307500552,158.29091870749593,-65.98625575672986,C,E,-113.75519642314558,A,157.48194095267104,-2.511316144527194,C,189.13602036212737,0
Veteran,Yes,Widowed,-57.0106469625159,-78.22856232543828,C,B,164.69705679003806,46.44938851276136,78.48182389292371,0.42618748284062746,C,B,-8.347571486012434,A,17.6577523424957,-4.981175081147045,E,-85.66035198920238,0
Veteran,No,Single,-38.20491676991759,117.41763377459122,A,C,90.7485370740289,-44.97264603856861,47.406067770539515,-47.089613767820545,D,C,-118.29320154615756,B,-38.949605351010995,69.99860925975626,A,1.9460052403762034,0
Non-Veteran,None,Divorced,-220.95383045479588,228.97397885228358,A,E,32.589280823069025,-30.246514195208523,-66.74675933438942,48.7777115886886,C,A,-44.70864081148872,B,-46.445170426554604,144.3041864840803,D,-2.8783309019247736,1
No,Mental,Divorced,2.4418243742865045,-1.5840682428502937,C,D,50.356400233628605,-134.4142014790775,-39.22812397836533,-33.694018388993946,A,A,7.855551640674811,B,61.94912387410032,146.0656880686958,A,-103.14984293636998,0
Non-Veteran,Yes,Divorced,-4.960284100188002,269.1222354427835,D,B,-1.6887281707536652,219.9459037985335,202.90562208754838,-7.7978828408392005,D,D,-170.43762506808434,E,257.09823375297935,-36.48040157943212,B,-119.80508182185206,0
Non-Veteran,No,Married,-1.7334616659897748,-114.00242667792988,D,D,-44.58416148999819,-2.7475581688271205,22.092388367484737,132.87072192296216,D,D,-60.91158436859415,B,-41.211427058479124,13.974505697504707,A,73.42704203125786,1
No,None,Married,-119.3215725087329,-1.925675438324282,D,A,63.67210206001829,-85.29589366409812,-152.5679945144004,41.80255603270181,E,D,258.14739751893006,D,129.46540325353345,-3.543341593139119,A,13.08543932020304,0
Non-Veteran,None,Single,74.08549928741144,-146.82908289540322,A,D,44.90347771660782,3.2875334107995244,126.0923861775924,160.93343048206486,E,B,88.98016451851208,C,-60.92218072665965,-4.0253888912052505,B,-3.7904065048972084,1
Veteran,Mental,Divorced,9.241740851058644,-72.88368133089381,A,C,-99.22040794872957,81.9932934273371,0.6827613246130603,83.9956022731144,D,C,72.38330712996762,C,-0.6064660877448705,-66.41651529412405,C,65.92235577377257,0
Yes,None,Single,79.33387003791313,-111.58101932647983,A,C,-7.657059177361862,-117.33914367550295,50.647843586829644,-31.531940199206222,A,A,-46.313101123928924,B,281.87996068927623,124.71785541296754,B,47.98113874259163,0
Yes,Physical,Widowed,155.68568497390063,-160.59470966671034,E,C,153.24952508100537,-2.720380151791307,-26.660620077072178,-43.981350657192905,B,C,61.751236076360506,C,-48.970841127252186,-8.371827341441616,D,0.7227529558491541,0
Veteran,Yes,Widowed,81.17004568028742,-97.99276829418501,C,D,-12.161424579848614,-83.4880139116303,10.624906385782788,-107.01725629815262,A,B,-78.95016380791421,A,-91.50294584637956,-158.13977014651562,B,-38.77933195848216,0
Yes,None,Widowed,-34.68877746952967,-43.59830057557697,C,E,-10.116991404424041,-146.09168459532341,-201.01667709905547,47.3393712237764,C,E,-113.00352960674253,A,129.47471371813168,-95.6540387991545,A,-106.28342387124647,0
No,Yes,Divorced,-22.83948229965119,8.645866581337607,C,B,-179.4260451798405,-37.58810659827843,72.29750976042838,-13.280901245133078,B,E,112.36199643413482,D,50.201903795868795,65.19853715095077,C,5.683666179168541,1
No,Yes,Divorced,-86.7335125161023,-0.013829673723723184,C,A,-57.965316778580714,41.462387371123626,16.0148454695382,-134.53657328985636,B,D,84.5044683827989,D,97.7625754334558,-50.633192188362955,A,-151.65511262061827,0
Yes,Both,Married,-129.75374221960243,-114.30236089473541,C,E,65.95533277930191,-84.14404766235641,-64.34308106043886,-194.43074682875493,D,D,-71.15786707057381,A,-38.20508387566606,61.1112158690535,E,-84.2958315415735,0
Non-Veteran,Yes,Widowed,39.15044183678976,17.01680873197872,B,A,-194.24655460868783,58.81252767760265,13.636961963941033,153.90520248757605,A,B,158.4801910340922,D,94.9444802250797,23.525032568400313,E,-23.916162322836783,1
No,Mental,Widowed,-20.14860211274948,119.3687246670651,D,A,-123.64402094185212,45.473870115685095,182.82497085940284,98.43840204413618,D,E,-15.425929152656822,D,79.27294754829897,55.65238198460713,E,172.8774919338225,1
Veteran,None,Widowed,-85.43766337355136,-125.80986042411422,E,B,9.456856829642652,226.32097469879352,-136.54324521421572,-0.08353755202311088,B,C,184.23907629083106,E,53.1764838097075,-26.808403655653695,B,17.270495977461756,1
Non-Veteran,Mental,Divorced,49.90274444186693,-60.61537972864426,D,D,4.654990787703827,32.49170880832913,17.922718966590494,-182.72279909560163,A,D,-28.365467706465886,B,57.59438068979331,9.37108050988177,B,88.60159194482658,1
Non-Veteran,No,Widowed,-0.8607249672196954,99.56565064796347,E,E,-11.505828462907884,30.48318400278153,-85.51722254470309,163.0580229301695,A,D,15.936980038671908,E,38.269393999302885,-78.92899857828338,C,-22.64433258634522,0
Veteran,Mental,Single,-186.7625319495714,3.5589346382882776,C,E,42.00458752000324,191.53673727182723,-59.26077213777828,83.33620895351204,C,E,31.141138859313383,C,117.11567518280206,-68.33987009200459,D,-67.15267279609587,0
No,Physical,Divorced,93.30190244487768,38.11859637822308,C,B,18.553277311910175,38.25207075170509,21.00571953654425,81.07950635935075,B,B,16.67235897312331,B,-18.314234355089372,64.54381374246475,E,-46.27912232974743,1
Veteran,No,Single,188.51519099831168,21.85742725490766,E,D,-131.4708171648688,44.616254756181945,-1.3677558639141485,-7.388926476208908,A,B,78.94177384484347,E,4.2885636478010865,116.62618419011017,E,94.60289007787223,0
No,Both,Single,-47.31894076043101,102.08957328946518,C,A,-46.793693567180625,72.88318806346757,-50.14656027341119,23.047193741714107,A,D,-20.044652007167276,B,105.07016943981588,-51.7760791576508,A,82.6968919932555,1
Veteran,Yes,Married,0.3634524346882241,129.2570845524205,E,E,55.615686269636996,37.03777012407518,83.42602705864999,-30.323824602355,B,D,-256.8120772646393,B,-161.51452763639404,9.22989831225879,C,82.15345407210033,1
No,None,Widowed,20.890532247231047,70.08456508636584,D,E,-172.91402607192222,-94.2484048190098,-179.61257208383708,118.99454467792046,A,B,-59.27828635407517,C,-183.5593835387723,-109.9458877609026,A,108.95069227805656,1
Veteran,Both,Married,144.3629481079381,30.501002023131008,A,A,-134.5888486247805,-27.566863023998984,30.50763777173427,-119.49138217433327,E,E,-109.73850236650426,E,-89.26188374986832,41.61177231199491,B,-185.75759584660932,0
Yes,Physical,Married,-108.02666764627857,35.54819919082082,D,C,-235.49814697592683,-35.42245945609767,156.83242295863633,-59.09090383858536,B,C,98.32134373061422,B,-94.88264768023168,0.666320013159949,D,-212.89529662667155,0
No,Yes,Single,-40.045734237598,-16.953918189778115,A,D,135.41848561077262,-88.52093901548653,-44.06299480226694,80.61482248133403,B,B,-103.21586489805523,C,-84.60724320209673,-55.22880134283371,B,218.43236394073483,1
Non-Veteran,No,Divorced,83.21945574404573,-7.205242199699508,E,D,118.60392856214395,-18.665163454095616,-87.07285855958632,-3.9178044821162628,B,B,32.48816636679939,B,36.94717919077574,-24.78217383378979,D,132.68513346353035,0
Yes,No,Widowed,-163.4820100450285,-172.80281632161407,B,E,63.815277892058155,52.13113168709565,-7.072419897229905,-136.67263573718193,B,A,41.21429919600564,D,53.36861551455766,-47.05346704408085,E,-104.98291656227734,0
Veteran,No,Single,73.78981116919931,-100.79977900127591,B,D,-24.210470678065487,83.47805297171186,-22.191042405722015,93.42071350924347,C,A,192.23177799552423,E,97.39299418426867,-191.47572298771826,D,121.23114806662434,0
Veteran,No,Divorced,-51.500005143401836,98.59169967375938,A,E,-11.22429144012323,-17.555370586279686,211.3272614939677,42.63547447498628,E,C,-159.72520322760934,E,4.417162336545915,-29.962233649302046,B,-146.67596623104956,1
No,Yes,Single,90.88939381316521,128.05764203044413,B,E,-95.45924623080508,-132.3431546349437,-17.358919731457906,-0.06766666207184266,A,D,70.39129924734058,E,64.22549513074588,68.40660332159752,B,249.1460235501192,1
Non-Veteran,Mental,Divorced,-63.931192201445,156.03350299278506,A,A,-32.01211081989171,86.06018993294899,-36.46412895292549,81.99569495887441,C,E,-59.22547443558066,D,35.84056442580546,-23.611443506702585,A,-94.94540394033706,0
Veteran,None,Single,-5.903191137022948,-40.06654589118131,C,C,71.42967448025094,89.05025580981484,86.69021808916092,-31.938132635592325,C,A,48.059811624851875,E,-57.492938902756265,-51.66985135459847,D,-54.03686030226981,1
Yes,Both,Single,-63.95205514625017,-27.388838675923928,A,B,108.3059514045084,103.0158025776473,89.98165325043419,-25.132782888336752,D,C,-106.97458532336748,E,-65.66086660396165,138.33283414152044,A,-37.998535716151025,0
No,None,Widowed,-125.798511734023,-105.11670696120157,C,C,-1.6205959411347688,-57.745795544636444,-14.905912750831583,163.4403593072701,C,D,-31.348066479240334,E,-49.596966139339024,55.967752811189186,B,117.64346788346964,1
Non-Veteran,No,Divorced,33.18264447073982,132.80370312858915,D,A,-60.778673159680885,-75.45386552306941,-144.5088060502277,-28.83110556582691,A,B,-8.155771811347927,A,19.301925646854507,207.51453896956173,E,17.72305724287928,1
Non-Veteran,None,Single,-94.57147898694346,9.818999062596815,B,B,-25.435815606350143,-34.44826699240402,-29.50737383481116,-193.45138331465714,C,D,-16.72244173560111,C,-266.88706452334105,198.42333740754478,E,108.06415235555946,1
Non-Veteran,None,Divorced,33.025814723905654,48.984269358050504,D,E,-41.387615223005355,30.165325945139003,-179.85246507384554,-16.914789660944283,C,D,44.58284372089263,A,-94.37403714989387,-44.97170920047889,B,6.144205703218639,1
Veteran,No,Widowed,5.045234148557658,-153.4383235028158,E,D,215.16492123355846,-88.90361337715204,-49.60424962092466,87.44913340807426,C,B,-146.50179083267255,B,-80.18536343436257,7.5314331722877395,E,83.87848042885977,0
Yes,Yes,Widowed,169.07922948443414,24.011852083018297,D,D,-38.55867137706384,136.36516340031125,67.57362498508624,-90.0201750150967,C,C,42.23522677541078,B,127.64687648349513,138.52562212161524,A,43.03066348824653,0
Veteran,Physical,Single,181.05794041474422,-152.82155158139295,B,D,92.85104515483404,-118.48380471630635,83.93963438329088,-116.19111993695077,A,E,-23.362829476420348,C,48.99640929366401,182.3748319804272,E,-16.489727237849554,1
No,None,Married,40.378750649534254,-143.74909438102296,E,C,115.37913776289115,-13.065340649337035,54.96077856564264,96.48359727907342,A,C,2.4334455365531182,B,26.888687832406504,34.10213399821778,E,21.109155379367188,0
Veteran,No,Widowed,-99.4042940609824,-58.4884403710933,D,A,-52.62535568484571,-70.96014918029847,-76.10359144022405,-96.45592980430409,A,A,25.012118143084166,B,-128.17470844729257,-9.488438677513326,B,-218.4443730310798,0
Yes,Yes,Married,-2.5586284729824564,5.514091169520074,E,A,42.95026916010551,26.141743880524743,-42.83789821382556,15.993401580010227,D,A,-1.3233202504080224,D,-63.38940129430858,-16.828412447304466,A,97.01336429445995,0
Non-Veteran,No,Divorced,-8.06482812967208,173.5338816619951,A,A,-5.870300911715584,-120.95187084460197,95.37582631055355,-68.97319577342044,C,C,-50.02787253185391,D,13.449831848454172,83.47107557838036,E,81.59209251296544,1
Veteran,Both,Single,-90.79918625619392,47.11300512926499,E,C,-89.60783062403036,44.643451014886956,-176.68314751847848,-116.6008293817375,E,E,-129.8645575428803,A,-75.61693830121385,-64.0552081448077,A,-51.86865686397736,1
Non-Veteran,No,Widowed,-38.57279609287212,-140.52288077157834,B,E,258.5742276968526,-25.5481447396382,-70.61808163444124,101.6781187212485,A,E,12.731888368380673,D,27.985419551663178,86.79686571306927,E,55.98305613147525,0
No,Mental,Married,-48.47110022015107,-226.5245463981774,A,C,0.06286013098770316,16.079611301730445,-155.18518140127784,132.73298732283746,A,A,-57.478630775532956,D,69.28708825326314,167.965024087978,A,-72.33207146569552,1
No,None,Widowed,42.90116959345955,-73.82460917262459,E,E,74.41969212989747,-102.09669992745233,-19.06441432961329,87.5421322056106,A,E,30.293904828787067,A,-41.98539034614333,-13.480528740561724,D,-61.960452510031416,1
Non-Veteran,None,Single,-44.14049638202867,204.42434963793795,A,A,-20.80234222404068,-134.80656673152563,-55.73868516586532,-17.797261139677666,D,B,26.12704490047263,E,-52.045134423076554,-13.259506347022478,D,14.913829407552589,0
Yes,Mental,Married,-105.21879671978671,326.2488145467577,E,E,9.987854476939464,-89.6941022045888,-3.8390545618230485,-71.32143656164502,E,C,-126.79684997518433,C,97.65604320171948,-76.58341881991086,D,63.441285464368654,0
Yes,Mental,Single,-37.05858931597754,77.18099363801916,B,E,-6.490551583631508,-61.85818309982341,-92.44347405105657,106.26175613918407,B,C,15.440056597027557,C,-36.34808915789144,148.84982562008005,C,177.11417719491695,0
No,Yes,Divorced,38.08838346885472,97.03208657854424,A,D,-12.642302059749763,-132.120251393813,-208.28814586020763,-16.222303957311752,C,C,-50.83275234045288,A,104.66879824941171,283.626333921827,A,-34.05306247128129,0
Veteran,No,Married,-107.36714111982101,90.13721429473148,E,B,-104.17031908932093,97.77078978120034,26.888146994389295,-73.02905228274619,E,C,88.50478573440978,E,17.707559574214105,-90.72292823708945,E,17.073341847327647,1
Yes,No,Married,-182.89590087826983,72.66642148711404,D,D,-21.72015280723113,-139.45011961408957,-51.776556081649936,10.83659067802362,A,A,17.393981967948616,B,59.004913545077606,0.4174318069707919,E,-97.89700230178296,0
Non-Veteran,None,Widowed,-45.64333827937386,11.444996067288422,D,E,-106.02358766432837,-6.275396047975441,-45.42279305782132,84.80880089998077,B,C,-89.3056191506843,C,62.75185751226419,52.72214551611027,B,76.04027261919342,1
Veteran,No,Single,117.51609882013858,-171.0187961856729,E,C,-36.92798546757519,-83.79530539244993,-125.44649178658702,66.99582002774854,A,C,-19.214661527719826,C,59.254668423247125,-39.208675125093215,D,-146.52002474733848,0
Non-Veteran,No,Single,103.1202605886383,-239.8301340758063,D,B,-188.84132915694886,95.0481533717268,260.5704396938819,-113.61862194557976,A,E,386.64524712081476,B,-139.42425018221073,-143.65053913379157,C,-48.15290442494388,0
Veteran,None,Widowed,43.74341571882361,130.05038108254752,D,B,-14.668514819146727,-14.930267981342244,-98.58316228331607,19.09649585330265,D,C,75.432273094802,B,249.12340749424376,82.38362398071094,D,51.82608546964911,0
Veteran,No,Married,-37.2057894198013,55.13635308777071,E,B,-29.870960784950412,-104.3461550673437,-13.236665521640864,-75.22435817761406,A,C,-44.57247598114346,B,-19.976139034751984,-208.53910843953258,B,77.17057866235339,0
Veteran,Mental,Divorced,20.65749477914522,-31.489400747394626,D,D,-92.4236536015546,-153.98926689971253,-71.32423833563178,34.99589295315939,C,C,50.62190708043918,A,-0.4374742428278431,-242.48978952041364,A,-121.39898282232326,1
Non-Veteran,Mental,Married,-25.99907375621816,-48.89353021571763,D,B,40.226214617384706,-105.35621945452137,85.82347245816732,87.38519792399114,A,B,120.71862657764518,D,-12.075010352032873,14.190481147132846,C,17.66312253308354,0
Yes,Yes,Divorced,-25.94441369870178,-11.501024287269027,D,E,-23.304048142233604,-15.191400902534353,31.48462976267699,100.14724664618824,A,D,120.10540959613603,E,93.61050053153343,16.06703617166284,C,88.40759385073949,1
Veteran,Mental,Single,169.34306377736954,-4.118267198297351,B,C,17.840572320688295,198.46973242458648,-184.83805077445018,-84.92922293635344,E,D,40.54997589173712,D,22.902495756731096,-86.44419756259842,C,-11.020340547733266,1
Yes,Mental,Single,-231.6606380710406,-115.58263338528283,A,C,-219.75743182961244,-65.80317276381403,25.427244319725013,-126.95253194405447,E,A,-0.2642390446645493,E,227.49880566691618,117.99734815406929,E,19.427376892835806,0
Yes,Yes,Divorced,5.784391797003018,84.8034370155137,A,D,10.348883936573827,-77.03895625179872,-49.03071543689539,20.016080055274283,B,D,37.16291099310487,C,-88.25682503478819,-74.77936071236975,E,80.71750887363109,0
Yes,None,Widowed,27.013914814584673,80.27468206915411,E,A,168.50413957237427,-27.9095063319948,48.787527159684494,-139.05071874902248,A,E,-71.30943109082841,D,-18.050917021009997,62.96572748593018,D,-8.65475432333812,0
Veteran,No,Married,53.21792570067762,4.370116770648947,D,C,-46.51179641785656,86.5576756344515,94.22812610592999,3.799076662311797,A,A,167.60368246483696,A,97.40375206529689,27.87479954513171,D,-25.016586558829594,1
Veteran,Mental,Widowed,-310.04064618300504,2.5107432418366713,B,E,57.2522960473421,-219.7987306336084,-89.06311843401197,-65.14879039161123,B,A,-49.580028571411475,B,-99.60186557437233,96.49538634867851,A,-112.97286219679492,0
Non-Veteran,Both,Single,-284.0210985243237,-135.17441164354517,A,D,2.776558114354788,-19.126498490120788,-24.491460570786916,-96.85551754259232,A,B,-79.58824690656022,C,47.307638758937465,116.91352153589305,D,-7.257957059152632,1
Yes,None,Widowed,-86.99763063499117,-161.12460253057031,C,B,-102.58667013677265,-68.70668949687946,84.54376226507726,12.888132366693124,C,B,-88.13501310157204,E,128.61795407369502,117.32761362354944,D,-18.342502822756746,1
Yes,No,Divorced,198.2593710894437,6.491871199681746,D,C,26.51881638309595,-40.23837007392827,-21.086130446221652,-7.625136330244671,A,D,-54.322527027034184,C,-37.688688210391994,40.86488858816001,E,5.011532089052522,0
Non-Veteran,Yes,Widowed,14.00538460429733,-74.55845736755612,C,C,-2.217819932697978,-19.384642661285557,-36.855080239431885,6.626736631850198,E,A,124.0612128127629,C,47.06341265738143,20.81009814742892,D,-78.73188638546053,1
Veteran,Both,Married,-103.03217719307744,-36.685553310345156,B,E,-17.58894375324021,-1.2978430830225722,170.40816108577775,87.45920897165217,A,B,-118.08302945972737,E,115.09949583224721,58.12835909176721,C,28.330069862286788,0
No,None,Divorced,41.75160389206615,84.77006539184944,C,E,30.298261549307746,-108.47708140841115,181.7978608411944,-38.41469555536266,B,B,-39.53321162727445,B,-13.593348880361827,-25.092048244367838,B,-176.91432567748313,1
Non-Veteran,Yes,Widowed,47.78110962236199,17.282395107058157,B,A,-14.544002806852491,-33.50545920593939,86.9605399451068,-31.7826030743175,E,C,-45.000890327675286,B,10.188540224610747,-168.87653951218428,E,-29.641510963980856,1
Yes,Yes,Single,-29.663634673422035,24.90363608239929,C,D,-91.14975325174196,-15.784226956068759,46.92522781447022,88.34512806352876,C,A,51.83611211664167,B,23.927523183394708,-135.6115062058493,A,-34.087701325407075,0
No,Yes,Single,-108.21306452490353,61.204690776091475,B,D,-4.090238932772746,30.7079161726801,-40.934516539561436,13.8837774087828,B,A,-124.03974192529527,D,-104.3127764239868,-5.0320931132849775,B,6.91190252115309,0
Veteran,Both,Widowed,-54.45874286339076,-61.31250486350247,E,C,-6.142918471786371,-50.74084798588389,-193.75580177215664,18.008990933423178,A,A,-69.88609094202218,A,-194.39771834242453,-105.43967428550813,B,51.20053569461357,0
Non-Veteran,Both,Married,-95.98938337249889,-104.06436567252489,B,E,-122.99031011847607,-24.981597944670238,7.59335860349185,69.06172847221748,B,D,-123.51868263732324,A,45.10912167654615,39.39765906507622,C,72.57280211558962,1
No,Physical,Widowed,138.1908816610134,-6.118137741903293,C,A,-105.07987766452169,13.868358821825522,-8.781923861216669,2.6228849381607127,B,C,-70.69997183019855,E,-28.758158442029668,257.11901194800237,B,37.75930381090062,1
Non-Veteran,Mental,Single,-47.841849836238474,35.99801552030208,C,E,100.3702096784285,26.99164795690664,12.793833918113616,-71.54268052201014,A,A,-147.75739010243024,A,22.378308247880852,-43.32022577159639,E,164.8096566555264,1
No,None,Married,131.00744981246586,4.768828286918341,D,A,-37.942596020463625,-11.877990372640435,-30.736733294168438,78.03605126024567,D,C,13.250653458660153,A,128.34247310029815,116.07768848579354,B,20.894146261133418,1
Veteran,Physical,Divorced,-88.86571811781656,-98.56679352734082,E,B,76.37015461529909,59.91397695780164,-102.43952327236738,-106.23994192815536,D,A,233.79580264671665,C,-59.97908410022153,-29.826761443601434,E,-141.2843295861841,0
Non-Veteran,Mental,Widowed,-24.875842926928023,-62.1487962500423,B,A,74.7073298979571,-75.26230980256204,45.86099380667753,40.1375361452975,E,B,119.83064362254292,E,78.18547646208643,45.01853072957985,D,-110.02140513095169,0
No,Yes,Single,-144.59044221289156,8.513810298983113,B,B,-136.6662620789045,-286.4043111861917,-80.45959560642153,91.93084607106776,A,E,-24.376086327393594,E,-193.38751602516027,-67.33406309123619,B,112.1656019242852,1
Yes,Mental,Divorced,110.95383592898924,-42.957771105414956,B,C,85.57280821963911,-44.09641856991768,123.63470225612221,-100.62443039790465,D,E,-197.14379630375248,A,4.451229405680541,-23.54051579398839,E,57.89345935299828,0
No,No,Widowed,-146.77679743270295,76.53688566732653,E,D,-44.57787543638723,-9.536954693320057,-117.66846772094213,137.41643300133512,B,B,119.18203358688923,D,14.792204378205193,-236.9089733448236,C,-21.438899214404845,0
Yes,None,Single,100.13079637369682,-57.10685812269111,C,D,91.27928493624265,-37.603759405229184,94.06401726418892,22.821634122818697,A,E,133.1707885877327,D,58.06113123270348,7.030492233659922,C,93.3017697511843,0
Yes,No,Widowed,-4.134720233909049,109.08260869636884,A,C,35.84616147549243,164.73536971481383,86.6538984944358,85.7156837472229,E,C,-76.17177067947537,C,65.25946126571756,-40.96109088332266,D,-62.6572642085913,0
Yes,Yes,Single,21.634860990573124,93.01551682872754,C,B,-111.0667255059498,163.33156479781104,0.7103413820615307,-102.68601845997188,C,A,16.420917408914065,D,-25.87079853680302,-111.96297453019643,E,-141.7519282970239,1
Veteran,Both,Single,-79.9360751067921,-134.26909922386216,D,B,-213.2857228325507,12.719227208036433,88.83106709414773,-37.74204116834005,D,D,32.03584345012829,E,128.6011854760234,88.04853148674917,B,-47.46300411479937,1
Veteran,None,Single,6.4124945327230245,-186.54484001327907,D,B,72.30955878259293,68.59564478389811,103.24891934654734,-169.2159361245876,C,D,99.88987253907766,B,-140.8583044020827,179.10791312550631,A,-65.5650271689936,0
Yes,No,Single,-176.92082484594462,0.27034351476753826,C,A,68.28245125361775,-194.84228489444422,85.85294977689213,-82.73172699666806,C,E,107.5707494128742,E,10.606721110789262,-4.873775063372786,A,-187.17287711040012,1
Veteran,Physical,Married,1.714579323793812,-206.37428344245515,C,C,45.004649503675424,44.90326451087825,45.245179046665015,-47.88753080025294,A,D,-80.1452408590063,D,34.57776890577327,93.00656980984651,A,-26.26553216306935,0
No,None,Divorced,66.47046510108652,37.09692282208684,A,E,48.309249903290414,-144.58722967066458,112.63832261398505,100.44858766697216,C,E,38.69001629085929,C,50.80343357232984,127.39570690285547,D,160.8344517912109,1
No,Physical,Single,10.484927184129413,101.7655311033226,C,B,-14.486266932729059,-127.61179824062417,-17.925140763805754,-270.2561004260256,D,E,116.99407465694918,B,121.04092236142306,-233.4039868846045,D,119.73430549035122,0
Non-Veteran,Physical,Divorced,36.393234389916515,57.22765938394324,E,C,-43.85648902610203,27.476352692054352,3.990164716309308,-138.93532943699864,C,A,133.85046905701154,D,-90.73188363442331,71.36224994253847,D,-48.857137138605076,1
Yes,No,Divorced,113.26853537246527,42.20280910958436,B,E,226.03806815925455,-12.998852292264182,-42.551856847825725,37.12905893307359,D,E,-51.59145786765736,C,16.821616750604065,100.91494772027676,A,89.60320716684924,0
No,Physical,Widowed,-106.32536122135751,14.55218662452136,C,D,151.10082608424602,-56.215852134959185,180.7265250626797,-72.18820856090893,D,A,92.7518844851303,D,118.12329747203059,378.2555065671039,C,123.99664163119274,1
Yes,Physical,Widowed,191.58019446099536,16.8749733612129,A,C,-2.688327165488154,126.38518348618611,-19.140630196959307,26.017036413243318,D,D,-50.501542505982265,E,-58.5828986155779,-64.4803420219479,D,-184.7352683612943,1
Veteran,Yes,Single,-89.8396214139454,-56.046757743326324,E,B,133.46861893199704,-136.30184404533568,-177.22773243728537,-50.2702224439982,A,C,-25.69324044748036,A,-38.9550296037937,106.2186986863673,A,-56.52900008840267,1
No,Physical,Divorced,-38.03735528934039,32.709303324529046,A,B,125.88240390564597,8.384477896277968,30.483037675123175,-87.84644575545049,D,A,21.490322085349725,E,84.19911446548312,-63.26231450467268,D,-166.69500906623097,1
No,None,Married,-42.997340973317364,41.96481616654236,B,A,43.928561101026986,75.0733237148495,-209.5290314924397,174.96956589458622,D,B,-31.945430635695583,A,57.552368748503945,-96.00738367433749,E,158.08801862923713,0
