nation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
UK,B,62.37743719267546,A,205.86450032412995,A,D,-53.038383154571235,E,1
US,E,263.02575982515935,E,45.455778681406166,B,E,91.39863540689682,D,1
Other,E,82.34172536320197,D,52.643995230161686,D,B,-110.8175259440635,A,0
China,D,-10.753211953056066,D,-145.22607140578015,D,A,73.09147086743002,D,0
US,E,-54.49347751896342,E,-7.11106988631665,D,D,-27.6296438975892,C,1
US,A,69.61553523943901,B,-23.072290845902252,E,D,-148.66727166705428,E,1
Other,D,-25.38373118768525,A,-51.17424801939309,C,E,-56.963816486778626,E,0
Brazil,A,169.65023323376624,C,187.05277739121445,E,E,31.036790222247113,A,1
Brazil,C,60.85108280333166,A,-63.04608738239911,A,B,-72.10641139620849,C,1
Mexico,D,147.08245396408165,B,89.53628003476808,C,A,-30.285724364479982,B,1
Other,A,91.88414360963426,C,57.18895502824349,D,C,-81.48172822185147,E,1
China,E,53.65839123368826,C,-62.776998835927735,E,A,-15.268267463259416,D,0
Brazil,C,6.7014086569994715,B,-14.286533734468343,B,E,48.793761243007324,D,0
US,B,89.1923833594903,D,7.424450337809414,B,A,-49.7817736225859,D,1
Other,C,-111.24097698715214,C,-45.75157949818471,B,B,5.107411167374412,D,1
Brazil,E,-80.79782701629138,A,-217.4189886528286,A,E,156.22052688978286,D,1
India,D,-65.01700991617959,B,105.69826321284582,C,D,104.91010123259956,C,1
India,B,56.02037098316088,B,-48.00818848090749,C,B,67.4708036381254,B,1
Mexico,A,-103.92778142682158,B,73.43394529801677,D,A,11.355953057869481,C,0
China,A,54.88248428979843,C,152.0236695247096,A,E,178.7780843852673,B,0
Germany,E,15.553060303836785,D,-2.787989976781794,A,C,31.681115097947586,E,0
US,A,70.60063796306655,D,123.48428643841338,C,E,31.175915970490408,B,1
China,A,39.085572876676,E,-0.7223015100226337,C,E,-110.8122287741973,C,0
UK,C,-3.3913317925033417,A,33.49653080697003,C,E,-101.06698435866774,D,1
Other,B,72.83263205964437,E,247.12331922096618,C,D,-34.01296108069629,B,1
US,E,-129.44370920291274,E,31.771712530224512,B,B,-87.52789055724395,B,0
Germany,B,110.78167261651647,E,254.24083356706134,D,B,148.05592358107057,E,1
Mexico,D,-31.389228104330023,B,1.1416440985743759,E,E,88.996007067059,E,0
UK,A,-129.15712471990147,D,-124.75751237070834,C,E,136.99686938686978,B,1
US,A,136.59293338380735,B,14.020306005695776,D,E,-170.33645919705847,E,1
Other,D,-132.06867727550886,B,-26.188916817279285,C,E,41.95687737477389,E,1
India,A,-95.56170098033458,E,-134.854318453067,B,E,-111.90826771948903,A,1
China,B,-4.059663836743311,A,-194.91861063481562,C,E,72.98882544577778,D,0
China,A,-135.07756900050688,A,-78.21146450359203,B,B,-197.7859223923093,E,0
UK,B,-128.73761776118678,A,95.60252013596042,B,C,97.76016390001871,E,0
Brazil,A,-96.15520570467704,D,89.49999901446823,E,B,-164.73481633549122,B,1
UK,A,18.214022349744077,C,0.06880878241330206,A,E,88.31169525724555,C,1
India,C,-58.94391114267308,E,168.77948192739865,C,B,-62.68909319267314,B,1
China,A,5.971326644985181,B,-5.349528158680009,D,D,30.413399536914127,E,0
Germany,D,21.554668383831128,A,124.25717482037733,C,A,55.41358189651747,C,0
Brazil,B,85.7169051277665,D,74.19373317335612,A,A,-119.1802725137533,B,1
UK,C,88.17088819551802,C,197.41152267729316,C,D,53.664157788015146,D,0
Germany,E,30.954957473546084,E,34.01276505310936,B,E,-29.06093064272776,B,0
Other,C,17.739020165410068,B,94.61566919240208,E,A,15.059475489603056,E,1
UK,D,38.701445128810114,E,-68.90928121751536,A,A,-13.267804264898201,B,1
Mexico,A,-98.45875010069291,B,-74.51957046873015,D,A,38.777894796402286,E,1
UK,D,-138.88433634327265,E,-9.155843284681762,B,C,-267.820886996543,D,0
Other,B,-55.1312475812342,C,154.8068491971683,C,A,-28.103488509695612,C,0
Mexico,A,7.399249734297558,B,-53.518073489937265,D,C,-77.74502599101095,E,1
India,C,200.20453484485265,C,-139.00984878276958,D,A,58.09880085688558,B,1
US,B,107.38060223062915,B,-58.00945228547547,C,D,-33.24235529685376,D,0
Germany,E,153.48750440612093,C,-122.51007463702273,E,E,-158.47231347261535,E,0
UK,A,-114.13774992474632,A,32.98280415851998,B,C,-179.70854092124972,C,1
China,C,70.20855716978778,A,-18.440062404180438,A,E,-122.08974024227572,A,0
US,A,-166.95290850591908,A,54.87776335074719,D,D,287.24836190104094,B,0
Germany,E,-70.47992658124524,E,-39.1385498151802,B,A,-9.97445385212337,D,0
UK,D,-14.617927554777085,A,-34.334383083375485,B,D,-19.954820024676224,D,1
US,D,66.47624495184515,A,5.129165857896198,A,D,92.7981874106552,E,0
India,C,34.26562323377373,C,60.22257636199393,D,D,-111.47021101006604,D,1
Mexico,A,102.12921480486075,D,22.286749799556482,A,E,49.96548427350314,A,1
Other,D,70.59233425438127,B,0.7537763481190596,C,E,52.66293259015915,E,0
Brazil,E,41.95960463122827,A,28.578160779281298,D,C,-25.353639217508306,C,0
India,B,127.60452910069328,C,-27.457895299820485,C,D,-111.71191479164013,A,0
UK,E,-53.701397617670544,D,103.57829457519536,E,A,64.86679315667028,B,0
US,B,26.037961382688334,C,-49.841375486575096,A,C,101.38479469936259,B,1
India,C,16.074269662999676,B,83.18872205905522,B,B,8.966721635572437,C,1
UK,A,-42.359144865431105,D,55.13841234028938,C,E,16.090547584314088,D,0
US,D,-1.3359672234653044,C,66.97656575815508,E,E,-112.84431616669013,C,0
Brazil,E,35.19860036476802,B,-157.4286689723029,D,D,-107.04915385102028,B,0
UK,D,8.838210698005824,C,-1.449795485363589,C,D,140.61188122425398,B,1
Germany,D,-96.28369992129755,A,153.9395853999527,A,B,-133.7695232535048,E,1
Brazil,D,-94.08002729352596,D,-4.257768890652204,B,A,-6.5809200201205575,E,0
Brazil,A,-41.75587852339145,B,109.97333000702238,E,C,-66.33867458307384,A,1
Other,A,-9.352930112114926,B,-113.78227077934807,D,E,-234.32996969485433,B,1
Mexico,B,96.0911270003254,D,-103.01353640486566,C,C,88.07617265079693,E,0
UK,E,80.14230287336609,E,-133.3759427599596,B,D,-79.62627701459702,C,0
Other,D,-132.67334392341388,D,-99.76093707059007,E,E,-33.49470645013234,A,0
US,D,-17.316682604786095,B,-8.305384259844004,E,C,52.38531440822879,E,1
India,B,-117.87621009644667,E,10.221912628630971,D,A,38.50452816426358,A,1
Other,A,105.895226290159,B,-120.6151654071764,B,A,-35.2216512446536,C,0
China,B,209.53130146521275,D,181.46988718435878,C,D,-29.502756604393138,D,0
Other,B,85.28830278274276,C,117.76461729044424,D,D,46.65872523538351,A,1
Other,C,-27.758997773137523,A,-9.77181219269574,D,E,-73.27759661630672,D,1
Mexico,D,-170.4738416596014,D,-51.063491287210475,E,D,-88.35663281504756,D,1
Other,A,75.74005647885316,C,128.2128937979972,A,E,-57.39611273603005,A,0
Germany,A,-132.87297735674127,A,11.91169078564977,A,E,105.03726024819497,E,0
China,B,62.191010289064685,B,80.60352611498708,C,B,-146.22308768449074,D,0
India,E,14.474037624501124,A,-115.80695859849217,C,B,8.60772225100591,D,0
US,B,-125.60622847383789,C,-16.244022594538368,E,C,25.593233589893742,C,1
US,D,15.21382121313862,A,89.03818936427965,D,E,23.91942974126745,E,1
China,A,177.582932166603,C,-207.01660265217532,D,B,105.44966136414978,E,0
India,E,121.99070134396142,B,100.09402203070019,A,B,6.285843326641995,D,1
India,A,87.28386983321094,E,-17.594984110144853,A,A,83.46610122967047,C,0
Mexico,C,-9.372506408697097,C,-27.289343349223284,E,D,-52.91666356966633,A,1
China,D,-117.44845420140315,C,92.82635187664303,D,B,72.21877430748918,D,0
Mexico,E,-53.14260761256985,A,26.767947112009573,E,E,-22.33549930577778,B,1
Mexico,D,83.23350793382767,B,-117.11771394802865,C,A,10.119717383609222,C,1
China,D,43.26016570719518,A,152.74801489240838,A,D,-30.173611695779606,A,1
Mexico,C,-79.81769073591117,D,-35.48771358514861,E,D,-13.782881541686635,C,0
Germany,D,42.43318713701116,B,147.62486098614818,E,B,41.915699095693775,A,1
Mexico,E,166.19017318697888,C,-96.33408202212517,D,A,122.99744774101251,C,0
Mexico,B,-85.80913576559999,B,-57.992661146407485,D,D,-39.464557997076334,D,0
Mexico,A,-117.88710187593327,C,-136.48927529966463,D,D,-27.306914778168995,B,1
Germany,D,149.85255133363907,E,-104.62934501432501,D,D,-51.68778773436136,C,0
Mexico,A,-29.64734940001264,E,-207.7286944537331,A,A,25.867742107950875,A,0
India,A,87.26290410827443,C,-4.169353983865568,C,D,-40.97037207343644,B,0
Brazil,E,77.12129225428231,D,55.150460732785945,D,D,-89.24139070453833,A,1
US,E,-22.28515332719879,C,-7.641065428874967,B,D,-107.88330185217345,D,1
Germany,E,-157.6199873555463,C,-49.530997556285435,B,B,83.54661850445555,D,0
Brazil,E,-93.13012960480926,A,61.393510999737636,B,E,0.6686396764985626,B,1
Brazil,D,-129.25359945170982,B,-148.23349291882877,A,C,55.17984233728256,B,0
Other,B,11.073936064091516,A,157.31859591974015,A,C,-348.0235339685714,A,1
Other,A,105.79788917513393,A,-12.073361156157194,E,A,-41.41243905426175,A,0
Brazil,E,67.8275481646389,A,-97.61136121467368,E,B,-58.22336026749559,B,0
Germany,E,99.78322065913935,D,177.46974326283575,E,A,33.30880260219804,C,1
India,B,-172.7664516514769,D,-71.27200718500895,D,A,89.9640447554269,D,0
Brazil,A,-87.27849677661717,D,-28.029123422687412,B,E,91.65955494381922,A,0
Mexico,C,254.32921691838604,C,49.47408513069058,A,D,36.6256454178022,B,0
Brazil,B,58.02575177127728,A,-41.44029627877258,C,D,13.81919578483962,A,1
Mexico,E,-97.67638303984286,D,52.53777495343037,B,E,110.29522364016336,C,0
China,C,36.64414940091016,D,6.292061909295597,A,C,-91.50180197750156,B,0
India,A,108.46855143426394,A,-82.74919217793185,D,A,17.360466869575113,A,1
UK,D,78.97701187492721,C,-60.43863820816796,E,D,-152.00500098236537,D,0
China,C,20.097639022908396,C,81.05338758652842,A,B,-91.92164385669929,A,0
China,E,80.61621631308668,B,91.04834059850845,C,A,-181.26309102095382,B,1
India,C,0.2182574153044652,E,-73.92366559994188,E,E,22.572561433488207,B,0
UK,D,-121.05354505041097,D,-34.19859282925668,D,B,114.41014851373268,C,0
Other,C,-88.15072815546004,B,162.57855692722782,A,A,38.230706047398456,B,1
UK,C,-10.458629406476973,B,-38.846899638156245,B,C,187.4103955613728,E,1
China,E,-43.451871823699435,A,35.23288621108861,E,C,69.11069241884707,E,1
US,A,-22.60459287573725,D,129.60640615919027,A,C,231.1952117184505,D,1
Brazil,A,-20.638556428244442,C,219.45819664843333,E,B,-89.36225634869143,D,0
UK,D,-3.9513708738464346,A,-100.48462401109512,C,B,64.87642230415625,D,1
Mexico,B,-95.66444498781148,E,133.9394659937129,B,B,21.648349867635883,D,0
Germany,A,-39.81043818504786,A,-102.3966804465191,B,C,1.6522689101784476,B,0
Mexico,E,29.475014628062585,E,116.23154777975773,E,B,-128.695232875323,C,0
US,B,6.137071401048975,B,-49.32453483593027,E,D,97.09920879254965,B,1
Brazil,E,88.85470946009858,B,40.73911767208991,A,D,-38.393460346440875,C,1
UK,B,-205.07418246583217,A,21.332126210806003,D,A,-81.32665011526619,C,1
India,C,91.47361631841756,E,-19.863460306895576,E,D,25.158709936699598,A,1
Other,A,-171.01597924072428,E,-124.37105291368975,A,E,-111.16693027172535,C,0
India,E,-94.54321455974802,A,68.83103960090023,C,E,-73.48571315229945,D,1
US,A,76.18030207283371,B,-174.8980385848176,C,C,-108.82546083056792,B,1
Other,D,-52.98765471278893,B,-145.04999021111044,D,D,-47.32349276120525,B,0
Germany,D,33.42291638930843,C,97.04320839599893,A,C,58.352440634939484,E,1
China,A,-68.52417884769379,B,-152.94117699964585,D,C,104.46444868376632,D,0
India,C,25.305098562057225,B,14.447420891526392,E,D,-74.18706032754456,C,1
Germany,D,-189.8888249646917,D,-33.67000005636866,E,C,-76.36379810458511,A,0
Germany,C,-256.28889940632166,B,-11.541955764890956,D,B,44.446768759279365,E,1
Germany,A,128.37139377482728,E,54.14196833058338,C,C,-6.099799631882663,D,1
China,E,-21.731806685753643,A,53.803400838756176,C,E,103.36818499856865,D,1
UK,C,-47.443919455121836,D,-29.14854696282169,D,D,17.28146973422815,D,0
US,D,69.99966488773714,D,133.55226630143605,C,D,56.30462757513062,C,0
India,B,189.93016103130432,D,-100.2392199186277,A,B,148.5410850448433,B,1
Brazil,B,58.055060336525955,C,-146.88990861884182,E,A,3.4774621987786705,C,1
India,C,109.95325394753539,A,-37.538625804855684,D,D,30.863040480548786,C,0
China,B,24.604147080830398,E,3.394264454164251,B,D,-91.94076363055407,E,1
China,C,107.76455727364451,E,-97.7567295603018,A,D,72.20043635582078,E,1
US,B,-105.50747386634325,D,35.43036918533533,A,D,-7.5358164557463665,B,0
Mexico,C,12.670833096381179,E,-130.7824287750437,B,A,-156.12924783731927,C,0
Other,C,26.233007395014024,D,79.9205499736424,B,A,-21.686630588420748,B,0
Mexico,A,152.53683926499843,B,166.14175291564555,B,C,-62.86981461827054,D,1
Other,D,74.85002909778486,E,-18.012955733125498,E,C,84.88938073102833,E,1
Brazil,C,44.952000463668945,B,83.18766940864552,E,A,-16.130633994285937,C,1
India,C,-51.65193402729066,B,-40.047065015723675,D,C,55.48157829787144,D,1
Mexico,A,-77.01734448733603,D,72.30459052141921,C,C,114.42475157839876,C,0
UK,A,-97.38091926235084,B,-231.4027107652832,A,D,-30.964610352050325,A,0
China,A,110.12275119992303,C,-46.46672279128667,C,B,11.137925584189425,E,1
Other,C,-75.72395312877443,A,59.57528084508776,C,B,-138.47799061320742,E,1
Germany,A,-123.56900061886932,D,-14.606502215272041,D,A,35.1028062745462,B,0
India,C,78.21150728793384,C,31.38047242364245,C,C,-27.347525894952483,A,0
Germany,B,-171.8507025226524,E,117.55779989090891,B,C,-210.11775399767512,A,0
Brazil,B,105.72494996717946,E,31.39902239545615,A,A,-97.76447124153277,C,1
Brazil,C,-135.74555835476025,C,84.83795852210928,D,E,-35.25418729199403,A,1
India,B,-104.91651279189283,A,-24.27228015245167,D,B,151.6188747823196,B,0
China,A,-98.94005255655856,E,37.32926458637012,B,A,-164.05849887228578,A,0
China,E,143.2807894383132,B,-146.44071545914497,D,A,6.822226280993523,B,0
UK,C,-41.65399989098244,D,19.616681827194423,D,B,12.34021989758983,E,0
Other,C,-17.228431761668535,D,-64.87723269498409,E,C,-284.42262640988594,C,0
China,D,-43.06409520090065,A,76.28825680439803,D,D,66.34690317258678,C,1
Mexico,E,22.0931870132867,B,-3.4991805270274026,A,B,-27.96976251197865,C,0
UK,D,57.97025634912324,A,-5.857281231965543,A,C,-173.9997935563062,D,1
China,D,-15.41362877372531,B,176.0173001586487,D,A,31.637469043319204,C,1
India,D,101.72747519892629,E,53.651609216328524,C,D,-104.02599669138557,C,0
US,A,-14.522797975132617,E,-27.336932540332644,A,D,52.45195555987057,B,0
China,A,97.35916495779261,D,-34.752609107059854,E,B,-149.3601552663476,A,0
Other,E,-48.87580975926984,D,59.24356360648919,D,B,30.670708469840495,C,1
US,D,76.57542731757795,C,-107.9697260373603,A,D,-9.16294007331737,B,0
China,C,5.93867071796041,C,-153.1420033858548,B,C,54.05393952381854,E,1
UK,E,85.97683211878756,D,-24.48135584222606,C,E,26.04174876121264,D,0
UK,A,-94.06506812712553,C,-94.39551317300382,B,E,-123.31055840376315,C,1
US,A,-19.004751257926518,E,99.24260014770951,D,B,-162.7609302152318,A,1
Brazil,C,-118.8765609473142,C,-226.83624955928897,B,C,-85.8431014038619,E,1
India,B,98.72401602365159,C,-73.65736347944272,E,C,19.35190507731947,A,0
China,A,-68.4283981791077,E,38.5454789662628,D,A,60.43472333628477,C,0
Germany,B,170.41908484823315,D,56.13940591430801,B,E,141.23025203179992,E,1
China,C,-214.6295996185355,E,93.53402909450355,E,E,-77.28656329919389,A,0
Germany,D,-34.294113508737446,E,9.435290386929628,B,C,-27.90022805462684,B,0
US,D,74.99232048536106,A,68.03146295275991,D,E,-85.27853630766722,B,0
Other,D,5.051602428094061,E,163.29911387778117,B,A,-46.02502350581009,B,0
UK,A,-76.26504173023683,E,-131.86259208212022,B,D,-171.47989886012763,A,0
Mexico,E,85.63148989728695,A,-5.353127351300856,A,E,-22.434843586929794,D,0
Mexico,E,-14.208207936485543,C,-60.24930575751435,C,D,-170.55759960601608,C,1
Germany,C,12.11132391638101,A,-41.16934285925923,E,C,-113.4617692584831,C,1
UK,D,-96.62458730938513,C,85.98485099667474,B,E,-127.79068624798684,B,0
Mexico,E,-1.782258847993126,D,-95.43327613579612,D,C,-18.541457895864188,D,1
Mexico,E,139.047994984641,A,-130.9627662984122,A,C,60.14947411500451,D,1
UK,D,74.20053090576161,C,-20.060132001515637,A,B,-195.41761864122972,C,0
China,A,-16.161207725336357,B,12.48188098162296,E,C,182.3030267533018,A,1
UK,C,-97.72022424473272,E,18.400301904690313,B,E,33.109082731905914,C,1
Germany,A,-155.55035225148114,D,-60.23470182135288,C,B,-71.87280401449824,C,1
Germany,A,80.97906125824608,E,331.8406822430876,E,B,-80.47477320214665,E,1
UK,B,8.045659344524916,E,-121.14347887809443,D,E,-106.34266740041163,C,1
Brazil,A,-138.18017293571444,E,-75.41619740720736,B,E,-123.98057077858043,D,1
Other,C,101.53875700290467,A,32.86177059911934,C,B,37.917787013601654,B,0
Germany,E,-169.51743138287904,E,-10.497179522220843,D,A,1.1566987266390016,D,1
Brazil,C,-56.23757008522041,E,94.99147353327965,B,A,178.12496150576115,D,1
Other,E,74.39350983477998,D,-95.29717465719358,B,C,-54.887177008104096,B,1
China,A,-40.51186264202841,E,-6.02765427298753,D,C,-200.29520779924482,D,1
Germany,E,31.562194300568695,C,-127.40811291346654,D,B,58.62447944339284,E,0
Mexico,C,-30.889793738288418,A,-94.76873689732028,A,C,-32.350011691229405,E,1
India,A,-116.8363968271183,E,-59.790073221466955,E,B,-54.73033039616304,A,1
UK,A,78.22560541270907,A,87.91799532100191,D,E,121.12125304853951,D,0
US,A,-96.70463288036962,B,-100.64685735257157,A,B,-90.9139580528224,E,1
Germany,B,170.30921799845726,A,210.20119080068264,B,D,95.19235694015126,E,0
Mexico,A,-6.152230770769323,B,51.1143269002453,C,C,6.17173400713329,A,1
UK,E,60.592131545386316,D,-15.401783157505125,C,D,53.37109378277515,D,0
US,A,13.430756465948459,E,146.9134032814159,A,E,-267.92166033349963,D,1
Other,A,59.51588980105447,A,-88.38401618578558,A,A,126.43042458625493,B,1
India,A,189.93802258469856,D,126.75302365992019,E,A,-181.85167738334286,C,0
US,E,21.99960528143031,D,-36.387943635522994,A,C,64.79026265143861,B,1
Brazil,A,-103.86549112656486,B,26.82402589100217,B,E,50.55569289273547,D,1
US,E,-185.13529085325388,C,-57.76602918982717,C,C,42.95250443253912,A,0
Mexico,D,-104.14277870210753,A,140.32995807080636,B,E,-56.81631349069344,C,0
Mexico,B,72.3997644709583,D,112.14242455775096,D,B,-18.816440569207955,A,0
Germany,D,23.45357157587537,C,152.34612117615504,C,B,-41.543714433996556,B,1
China,A,-177.2652943818411,B,14.619884972046226,C,A,-24.87463334631798,E,0
Brazil,E,-43.50740261256387,B,-58.84293219981791,A,A,-72.70858047308423,E,1
Brazil,A,60.048230439201845,E,-81.9351396233668,E,A,57.91938498509804,C,0
Brazil,E,26.40355528679092,E,-170.75387868494784,A,A,197.08642248965506,B,0
China,E,-139.42718980943735,E,63.05832561674241,E,A,-166.74632865428944,E,0
India,E,54.01769497204246,A,-229.35911724592862,B,E,144.29774898332383,D,1
China,A,2.418953865991291,B,-74.25038647536621,E,B,35.36888996352678,E,1
China,B,78.870150795162,B,106.5382125145925,A,B,119.14669684751343,D,0
Other,A,260.68575903477307,C,24.053757545518835,E,A,87.66226402211942,C,0
UK,A,161.07246290226706,E,6.709511361820968,A,B,-6.943105895229193,A,1
China,E,-8.613699595970289,C,-29.523533036508166,D,B,149.58863060291537,C,0
China,D,167.12417618399456,C,39.80815032179026,C,B,-42.685093284028525,C,0
Mexico,B,82.70560116108776,C,-95.63662825557749,E,B,51.20424861433646,A,0
US,B,-186.3715442369839,A,-113.86077042225844,C,D,-86.31426058962988,D,0
Germany,E,-93.27817223128855,A,-36.52695490739503,C,D,45.82251700727082,A,0
UK,E,104.19129222729681,A,-37.183140042111766,B,B,-67.10224547400682,A,1
India,D,-241.8924124044852,A,-205.88547327531944,C,C,-15.252806208722477,A,1
China,D,-77.50753993197269,D,-68.75155693040438,D,E,72.93023034806872,D,1
China,E,64.59791399951688,D,104.7773715657705,B,B,151.586520630282,C,0
India,B,105.1818304211204,A,-61.68527914002576,E,A,70.13614362916557,E,0
UK,E,140.28323017343888,E,69.29382642248615,A,E,196.11210041323918,D,0
US,E,-74.9580100879751,A,79.8352058425346,A,C,-19.203618890360662,C,1
US,A,67.36251974405496,E,91.50153201196352,D,E,-173.16592775006148,B,1
Brazil,A,-123.69947936972845,B,36.84114922316269,D,D,-102.14259961533112,B,1
Mexico,E,-55.569408043962056,E,28.853682117633806,C,D,-44.71176719153643,C,0
Mexico,D,28.9715416424576,A,111.03962326783329,E,C,-162.32806171956122,E,1
India,E,-64.8863099901388,B,-28.796090581232576,C,B,82.36146091623695,D,1
Mexico,D,-9.439851171531382,C,-49.886835267632925,C,D,-45.12870750752204,D,1
Mexico,E,341.8148041029791,B,164.22033764305652,E,D,-38.47434190941078,D,1
Brazil,E,-49.43831834897273,A,191.65577706422695,D,E,64.13304813667779,A,0
Brazil,D,9.45613280908128,E,58.512405264358506,A,E,-49.94810600285884,D,0
Other,E,-67.18704213274836,D,-123.11885371778932,A,A,51.42282920743322,B,1
China,C,73.48751586527855,A,90.14667181858705,A,D,-119.87506838375164,D,1
Germany,A,-20.179445923144016,E,-67.22026196523203,E,D,-22.202225791972804,D,1
India,A,-24.48609742619938,A,-71.8628503683313,A,E,-184.47811817666658,D,1
US,C,-109.29840824425668,D,42.21223723578555,C,D,171.4976747052304,E,0
Mexico,D,-76.59818277771481,B,3.3827561323837676,D,B,-96.19585380564182,D,1
Other,E,5.345973225324629,D,-44.48476477910649,D,A,113.33117513875806,C,1
US,A,95.19417353495675,D,14.494289255453038,C,C,79.18859791916097,A,1
Germany,B,-280.63124033737455,A,-136.19146472843272,B,A,42.948951675136094,D,0
Mexico,A,25.255435115027552,B,26.314825818662076,E,E,142.08032095635315,D,0
US,E,-170.9007859281897,D,-72.04995127002705,D,E,13.032479492448202,A,0
US,C,35.172956172178736,A,-123.7458508170565,E,E,-155.94903872918192,B,0
US,E,29.00590636352095,E,43.68707379153419,D,B,18.68634449758036,B,0
UK,E,-67.94030434175087,B,-10.146798913021398,D,D,-359.3128313288763,A,1
US,D,0.22622861819019524,B,113.9709880678343,C,E,-19.613101455323374,A,0
Other,D,-11.337645436599198,C,-116.25311619941169,E,B,-119.89635938417096,C,0
Germany,B,95.7390017957613,D,41.39339923675444,C,E,130.8870673896198,A,1
India,B,10.911809285880016,B,-92.69832356803323,C,B,50.77945486497204,E,1
Other,C,-23.347661026375103,B,-26.392669460959166,D,D,142.50261316454515,D,0
Other,E,10.997685088458239,C,-120.53293622810929,B,C,21.35227891447822,A,0
Germany,A,-101.85504778681181,B,-105.17656395787915,C,B,57.83794611457951,D,1
Germany,D,-76.6746458186182,A,-89.3997736211744,D,E,103.96379265395261,D,0
India,B,-89.64530502339456,B,10.697722696644295,D,E,67.69109770269715,D,0
China,C,199.7784225387411,C,78.61550208058956,A,E,6.9851712583257255,E,1
Mexico,B,103.77898808374407,C,-61.08213490766775,C,C,-9.059148849229548,C,0
India,A,73.52283029076845,C,127.465690098445,E,C,-64.44343618937468,B,1
Germany,B,-60.586009569635756,B,-18.77841199515413,E,D,-25.114604422344804,A,1
China,B,18.925210986271004,C,-16.770140921550393,E,A,-12.384800198644335,E,0
Brazil,B,2.9006109200079853,D,133.12843887649365,D,A,-50.543625035323515,A,0
Other,D,72.70751526061298,C,269.0572782739252,C,C,-104.52477749899509,C,1
UK,C,26.422091366086242,A,50.071608016245115,B,B,-145.50759866365553,E,0
US,D,135.17701296041972,C,35.75958857332923,C,A,11.826092947993775,B,0
US,B,1.9407692170009287,D,1.8192474860757413,E,D,51.143225601770695,A,1
UK,B,64.4458438911034,C,141.1482774560287,D,A,-129.3478082457788,D,1
Other,A,209.4182956839229,C,-28.587245714575392,D,D,192.5553720433098,C,0
Mexico,A,12.286185010124852,E,-68.76908430455565,E,E,54.64579990514367,A,1
UK,A,-216.6566103562901,A,66.11077110874005,B,A,199.32646633874757,C,0
China,E,-183.60254339509953,E,7.65200722845911,A,B,-109.40204242784904,C,0
China,A,-158.02029679948276,D,58.609644019264394,D,D,-16.481513891875483,E,0
Germany,B,246.92278671029874,B,128.718500298758,A,C,49.65082874694847,E,1
Germany,C,22.486063200206775,E,16.46828175711121,C,B,-194.07962179773978,B,0
Mexico,C,9.422328554510184,A,-47.66965886512696,E,A,-43.165548292155215,C,1
Other,D,-166.16348957807955,D,129.61093031260305,E,E,167.09773231566513,D,1
China,C,-16.589397735289328,E,-2.1407077904134852,B,D,-0.798665515653455,B,1
Germany,A,-106.21073630790292,C,-37.132657662528295,A,C,-174.67966349186216,A,1
UK,C,-24.919899073586045,C,166.78527027525848,E,C,19.698352341227434,A,0
China,B,-97.06228316491418,B,25.99481121543728,A,C,36.41483678488854,B,0
US,D,-139.7155459741421,E,94.39826807512614,C,C,171.1627199615235,B,0
Brazil,D,14.973181703287405,A,-46.985950330814205,B,B,-115.5284130276917,D,1
Brazil,C,93.61290452006013,B,20.84723573472049,A,C,-66.34595091045368,A,1
US,C,176.77103225041088,C,-16.46782878692408,E,A,39.58914810655216,E,1
Germany,D,75.60219287137805,B,-65.02490832755335,B,D,-31.850882338917717,A,1
UK,A,-152.65794358814236,B,75.67977107917184,C,D,-179.13098639636513,C,0
US,D,51.60272377926223,E,-306.3451602021185,E,C,-88.81292897653584,C,0
Germany,D,70.2883467106116,A,-159.6646614026752,E,A,-100.64649567596491,A,1
India,E,141.87864340264724,A,39.84835346507424,B,A,-157.8358225324982,D,0
Other,A,22.494978891124763,E,-20.747641513975623,B,B,99.66358617461066,C,0
US,C,-83.58524763972073,B,0.8156884677775946,C,E,66.69757862414397,A,1
Brazil,D,-16.961591404844796,D,111.94206633276184,C,C,-95.51180895549378,A,1
Mexico,E,-86.20822459845299,D,153.0696466187149,E,B,140.45955683126948,D,0
Brazil,A,-104.52145925220628,D,-130.76613494974006,D,C,-33.56239856816996,A,0
Germany,D,-84.53967945683945,B,-60.354660721451914,C,C,-104.45989818932597,E,0
US,C,-79.05733134514328,C,75.04760466001767,D,C,119.6231746506618,B,0
Other,C,-2.0280503302641475,E,-36.2965646783693,E,B,-81.63407629853097,C,1
US,C,-84.96964114632499,E,-65.71248628078536,A,B,56.507579226694645,B,0
US,E,179.0980265148989,A,53.73198374426429,D,B,59.531801593763646,D,0
US,A,16.009642882979445,E,-40.37869964202556,D,D,54.69272571491012,D,1
Germany,E,-119.48349103433607,A,-47.34749223280352,D,C,-64.15536213772805,A,1
China,C,114.15469555131112,E,-136.86048079219296,E,E,8.234765894130737,B,1
China,D,18.908397793499557,B,53.965939418160545,C,B,107.7700523971949,D,1
US,B,-34.94985535187053,A,-20.92780321147011,A,D,26.742349779122794,B,0
Other,B,-19.66304056129014,A,-88.67409837446235,B,A,-76.15842618115559,D,0
UK,B,-49.2784196810281,D,40.1890787413609,E,E,-8.231631754234236,A,1
Other,E,-84.75504457707332,E,72.14099510859381,D,A,-36.81686963871685,B,1
China,C,5.676513080664468,A,93.65278802565481,B,B,-191.35919947221117,D,0
