disability,veteran,Religion,sexuality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,target
Both,Non-Veteran,Hindu,Heterosexual,E,-55.67317441409166,-129.89558583333653,-6.819655701525313,103.45835041472647,C,27.905715562899136,E,D,29.34317647818717,E,A,-29.766055636122484,116.24181420452877,-26.985643985342634,116.74051303194415,27.248722067017034,170.43117608873402,0
No,Yes,Muslim,Homosexual,B,11.529007454530301,176.94473839887,217.67218045930318,-1.7421992186292576,A,191.62326194837058,A,E,-65.74355840960925,A,A,-4.243087925160719,-44.5255785062041,100.71518129932018,19.506383405298774,-18.034391365721174,-140.59129876414545,0
None,Non-Veteran,Hindu,Other,D,35.47732363911447,-23.23814500347501,-82.95403853704282,169.5252250763722,D,64.2383033016548,B,E,-3.2704881018306238,B,D,-47.115789997189786,-66.3151403094006,127.8907316987534,21.74402334557989,26.02474469974131,-33.35456732098368,1
Both,Non-Veteran,Muslim,Homosexual,B,-119.38507824474982,-29.039060589273696,76.57620273552288,17.36575444431209,A,18.309308987210645,A,D,140.11198351627755,C,D,15.18537542183973,86.57565791910108,50.5364684968641,2.015734146803367,56.232521982484265,63.82225304312739,1
Mental,No,Jewish,Heterosexual,E,-69.52883701714066,-94.81223341452299,-52.72912118657999,-37.88812259450317,A,75.44082991791096,D,E,114.76875779183244,D,C,0.6707584038888061,-234.39449149333092,51.530133865245354,-24.518793321849973,69.49986464215051,-153.8019247149641,1
Both,Veteran,Muslim,Other,D,-14.43496750499967,34.042768338608006,32.585858371988415,47.79022223554791,A,15.294304394769856,A,A,-31.172619458319765,B,E,24.337932110686577,69.44893788159862,-26.429282817771654,56.099894115505286,-46.68626471138949,66.6403684985067,0
None,Non-Veteran,Christian,Homosexual,E,115.55764301831906,129.7828032056113,-75.0672553942044,245.93184724388578,E,-55.56302059221599,A,D,-39.207957664603214,E,A,147.9890993193013,128.49169625289173,-133.08787602606967,34.08329482279955,-267.0786739899526,186.06348456371592,1
Both,Yes,Christian,Other,E,-9.629379743897923,-77.66369544467385,10.764248612336829,109.24035487129935,A,-190.86062976586777,A,B,73.53413910396182,B,A,44.11511046927137,-137.77532864456788,-7.6719350082496485,-1.9335899520114128,-89.97667394261659,-28.725239796076856,1
Mental,No,Muslim,Other,D,76.98211376763892,6.617311545867135,45.257916551293974,-103.84418967387474,E,-87.91883299652943,B,B,33.617520009900645,A,C,98.17915090116404,-41.60354352687051,57.72398647587086,-45.64484211186959,-19.512460541056743,65.81025521217538,1
Mental,Veteran,Jewish,Other,D,240.18921764288353,69.3450947767636,-18.32694536404948,-30.173916714190476,A,23.646020510868617,D,B,-173.85480255586023,C,B,53.865049960004605,65.7165068687304,-141.95742079425472,-22.56858743199679,45.225918844638215,-66.05116516833583,1
No,Yes,Muslim,Other,C,87.81332053130862,-78.49773816096568,-79.82220776556507,-244.64548171466353,E,-22.11272839162051,D,E,-19.177400673191,D,C,-102.13325286545019,-48.3745008384489,-3.741430439239378,6.570936927664794,-37.09837056674788,10.970769972458893,0
Both,No,None,Heterosexual,A,-33.14633620768237,82.76456491096683,-82.31760319296139,33.48764861540236,E,174.55738832355598,B,B,68.62892985093926,E,C,141.83076489680812,29.23739321287694,-152.8483252325295,51.740246449427175,-48.37269757502012,-144.14508784499444,0
No,No,Other,Homosexual,C,6.60743427023738,-66.95201326935099,-46.49906762612654,0.6188968466103723,A,83.0369107869685,D,E,126.54499493808477,B,E,40.33953871384522,-106.07606800351112,88.99738318413515,-6.969119620020832,-83.8907184080166,169.9328185369651,1
Physical,Yes,Other,Other,D,-12.246992524173734,-169.15822293649137,-205.41469910528824,-10.68952846794484,C,-104.92507726407413,A,D,-89.99479587568572,D,D,-60.795683357582774,41.4522570780905,-45.99396897543036,-49.2249679275472,-98.6943538464182,111.00690243914231,1
None,Yes,Muslim,Heterosexual,D,-18.82365955781774,115.89758191975525,113.50902149412954,73.64225493973139,A,66.06706645636542,E,C,-55.147783605388156,E,E,-3.0109958760672977,65.78471467155107,27.499825881481026,60.392598900143454,-39.81509649398476,-159.3653711821681,0
None,Non-Veteran,Muslim,Other,D,49.680618478804725,-231.47039491626776,-43.291929380475736,123.05914808893488,A,-35.006105779463866,A,C,21.65350976794221,E,D,7.45297484427345,-33.43905499077982,-175.294887444131,-69.30505362356362,4.716084164540579,81.23995558682256,1
None,No,Buddhist,Other,D,46.75761782583749,-18.63009360403477,-35.850790215510635,-17.33725121448883,A,81.28428960062824,B,D,-11.376783937716015,C,C,99.40137782858042,24.88926463309217,38.20599046884942,-84.14142122446356,56.52382180297718,3.7400502530073423,0
Mental,Yes,Hindu,Other,C,278.28383074396686,-34.80483154829646,72.34120813418208,-49.99399365982871,A,-23.20612728924177,E,D,-70.98927449651202,E,A,16.175523220081516,-101.41961442588232,208.89486757726056,-31.508058600955508,-86.68601397301782,-39.48869684006882,0
Both,Non-Veteran,Jewish,Bisexual,D,47.53893145415483,-0.11738443239643014,215.6184907443728,55.19933716321581,C,95.29102583964485,A,D,-37.204085603937614,C,B,-41.199929259785215,64.09232399300447,-18.723075796207112,-92.38375550938777,-51.68493432466592,215.17819972282624,1
Physical,Yes,Muslim,Heterosexual,D,-115.07773023818788,-21.846262043056637,-278.74711889020745,87.6560451421015,C,-129.27259516902035,D,B,0.6078816237354819,C,B,-9.006541461226876,210.00725897803974,-39.49701705381884,-91.73284854692108,-90.10305919845337,29.914895603163906,0
Physical,Veteran,Hindu,Heterosexual,C,156.54775102620482,-52.16070219694148,-9.471712451806379,15.77400842726378,D,205.3097709898866,A,B,-76.2303610755087,B,B,136.8281693319256,46.01371793676622,84.12730704381765,-78.7210285466205,-51.846184729136056,65.72878719478642,0
Physical,Yes,Jewish,Homosexual,E,30.9982969650223,92.26447540280469,-139.8672581630606,-241.63004373889572,C,-139.45729845617066,C,A,-92.30752994796761,C,C,65.91313344027915,-28.258600305896476,83.61286970470013,106.89407599513174,134.95181697609974,76.01611657645539,1
Both,Yes,Jewish,Bisexual,D,-32.84820978871045,89.21464750838243,-62.79234791142804,-0.3254694195256984,D,-114.33363651808064,C,D,-7.632317309852284,E,C,95.42126466930151,-188.61716281072484,-33.984346347051556,139.53806522996274,-58.012240409493685,126.00863392430846,1
Both,Yes,Christian,Homosexual,B,60.428492582273805,223.21804435627772,185.9110518392419,-44.731614099572425,A,-57.09479185572033,D,D,-53.65557755141144,E,D,-62.75211693905849,132.14380648841893,-20.370182988996106,-74.37269753577931,70.53607406932605,-34.46218991971472,1
No,Non-Veteran,Other,Heterosexual,D,11.299774992266933,-101.90331409966748,73.23248796194032,-19.12178998616897,D,68.55884362920112,B,D,62.257593349016595,E,A,178.70141189141287,50.192643501688714,76.65396935077295,61.35250529240501,106.32469281938117,86.89615944162611,0
Physical,Yes,Christian,Bisexual,B,28.77543432544486,-66.64681485994063,27.522064399885483,109.40095000083465,D,64.50136140948707,E,D,21.46999310523006,D,B,-80.54986782555632,34.82619228847757,149.61775961603982,-17.147440605806956,-54.64936386116517,-30.561009430946136,0
None,Yes,Muslim,Homosexual,E,-17.9422464199105,49.850423420351035,187.47827745793137,-129.34274601644077,C,-64.36105620483875,B,E,100.80332397993097,B,A,110.05638495550507,-4.475403032687373,50.794586649098925,-97.03383928920702,-17.864019432822996,-64.3561637726769,1
No,Veteran,Hindu,Bisexual,C,-57.335660637783214,-33.256546022651264,-18.740142975539552,-41.09329726946569,B,124.38776277414053,B,B,28.264878769224683,E,D,-57.2477304353299,-55.745718118270915,26.05509478530243,34.13966025709938,68.96731858439578,14.384551777684376,1
Mental,Yes,Muslim,Bisexual,A,112.05462377997715,-60.12665588921309,18.50522726630909,3.528600565165882,A,-24.751123677402358,A,D,135.05946013101467,C,B,-0.9512028286354507,116.85090465088737,108.89420356920066,-45.174358634707545,171.87353898089626,-111.37384763435527,0
None,Yes,Buddhist,Other,C,38.504749161698584,43.52167139537034,55.120833616964035,-85.41263973984272,A,55.10639148589876,A,A,-96.63854318355767,B,C,71.72451136661802,-59.75922977936713,52.28790392868665,20.722312781614445,0.19438892041083877,7.4923905669258275,0
Physical,Yes,Muslim,Heterosexual,A,-41.84941693151248,14.891767655756178,154.2582014484862,48.350379128701675,E,134.52282485245948,D,A,-88.13985440078626,B,E,-4.02799122087021,70.64601923163319,-20.13426210732714,75.40570938698197,86.61270432784532,-8.081802928756057,0
No,Veteran,Hindu,Heterosexual,A,119.98390918902425,6.34593770195071,8.775131439519724,30.899104654428516,E,-55.94021088730472,A,D,76.09823128043739,C,A,-69.30256328909657,-73.72599124112604,-66.31816840553567,148.70244072509237,-34.2665662035403,63.88774497049188,1
Mental,Yes,Buddhist,Homosexual,E,-39.98933477906373,73.62826920030913,23.654098107487766,142.44761112562452,E,-71.01832946821439,A,C,-8.298557548633811,C,D,158.87015364939364,-10.646059911917542,-6.207374195196364,165.86954050386976,130.2043498678084,-0.3241489435857278,0
None,Veteran,Jewish,Bisexual,A,39.74803555579812,72.92792609927355,181.39739055267847,-33.13199496160582,E,-78.09202275067614,D,C,153.51802515552077,B,C,-37.74276397403542,-72.49412790858743,80.88744554151613,-124.1177603143237,-61.31638603729714,-58.38661902660909,1
None,Yes,None,Other,A,-44.55911047061093,-116.26091264452229,-145.19740203429993,-43.13231529924164,A,33.51612056025177,C,B,-68.78485547220498,B,C,-19.60626350225612,-70.45684767634924,47.40354764922868,208.07464515194582,54.88790311200455,74.28649963342626,0
Both,No,Muslim,Other,E,-79.70649138875547,326.50579545947505,170.88708118265475,8.229547747076595,B,-81.95636086068387,E,D,91.27308122730211,E,E,63.995554210848624,6.170975558223899,40.14967510941352,107.4168153099728,-167.52135045793688,-4.63357715419259,1
Both,Non-Veteran,Buddhist,Heterosexual,A,31.866356229121035,159.59622574674592,-114.54101513333408,-11.14750298995672,E,25.467418771865326,D,A,31.69851437794463,D,A,-114.58292847632153,142.06001789383103,91.91558206047374,-5.098730391696555,-51.38619446316509,134.4624465795728,0
Yes,Veteran,None,Bisexual,C,-63.192122765274604,-86.63890780850866,88.5112676887309,-25.670335260539407,D,47.865393325451016,A,D,-40.40002906277878,B,B,98.66668664844515,12.87060439202137,30.227299927956263,117.7129009815994,140.63589564044244,-30.664830514238687,0
Both,No,Other,Heterosexual,B,-67.08436196305392,50.823440908444674,-6.791881613049362,165.6199036431735,B,224.37987346731637,B,A,-62.754023133552494,C,A,67.23369519571212,12.382025478030698,134.67687139614162,19.359846421169756,12.355065446793576,92.91646747091787,0
Both,Veteran,Buddhist,Other,C,51.79448880492639,47.85261152838145,110.79196940651318,28.141656850385882,D,-165.4931525968337,E,B,126.875164625151,C,D,22.476417280978605,24.67816335161154,88.33613092680483,119.65692731202562,42.92800137525679,-94.3213138518609,0
Both,Yes,Jewish,Other,A,-99.1685300890064,82.63763655144855,-46.19912504927536,97.60682378695715,E,-37.2825595937129,E,D,43.05865442724198,D,B,-155.5538331665834,-60.32027408517374,11.026295237769316,12.743465551834374,-160.05061793332123,11.3023772948016,1
Physical,Non-Veteran,Christian,Other,D,4.940372985210794,-40.62621631334619,82.63081254576491,-8.950808077241065,D,120.56357858892181,C,C,-35.89916384395686,E,E,-84.33608149366513,78.87102110035079,-102.6092521126682,136.92144170165093,42.02865936055771,40.37744836243892,1
Both,Non-Veteran,Christian,Bisexual,B,28.26449532702851,144.41978511992892,138.6294094999777,92.92276895127046,A,-123.53582982279272,A,E,61.24810105044492,B,B,121.88101444056628,31.779874195576856,-132.98933864527032,31.41722627251269,85.40831453877782,35.663561559040716,0
Mental,No,Jewish,Bisexual,E,-19.348303409524302,117.89895175961875,-14.815933907825857,86.68920520720098,B,-83.56521982560626,E,B,25.6902906901311,A,D,-34.89528571441245,-13.362116110022024,-74.97751191362279,34.777981066981596,50.95750782734528,-119.867841628511,0
Both,Yes,Other,Heterosexual,B,-5.163370154369506,110.86493520640694,61.31177045748182,-105.70693801670991,A,-111.59451038883286,B,A,-20.497846180190834,C,C,-70.44228998232856,-142.3673300491453,103.12910451938133,81.331453055403,21.031261836710435,-178.04079170410319,0
Mental,No,Christian,Heterosexual,B,27.725828033972128,64.88170943076928,-57.090799985081894,-23.622413351525527,E,63.68310826015118,C,D,-6.980563881264848,E,B,44.87647321722329,-63.78133693642476,-116.1192249078255,-44.281404485814306,144.6274149495257,-29.21631903449339,1
Both,Non-Veteran,Hindu,Homosexual,B,100.26114215283302,145.6331139263207,25.216974753043115,-61.35108316965279,D,137.88265158630028,C,E,-159.43254479282953,E,A,114.3320932972091,-8.70538143093028,-110.18142940566709,-165.85981949871066,-4.546988961762125,-150.2665183228775,0
No,No,Christian,Heterosexual,C,-0.726694823725029,-24.868397678030785,43.16664388935328,9.483992266358115,A,-52.50447020719995,B,D,-35.75701455803888,D,E,-36.58124952988352,168.0256228499862,-24.759855015936466,5.870355865155272,68.12547233267522,178.54130935019873,0
Yes,Yes,None,Homosexual,D,-64.16126463583949,-224.4338792769546,-82.52862770605915,-106.64195874887179,D,-48.86076365983223,C,A,-182.33428032159605,D,D,100.75723973100894,-56.0225913087934,-67.82840645237043,21.359499028984203,140.64725100088825,149.00466471515278,0
Physical,Non-Veteran,Buddhist,Other,C,-28.951430732723367,-309.83834965962444,-119.2232231338215,-56.410759528124856,A,-128.03539800213025,E,A,-93.06360512970268,A,A,-136.3749414639654,-11.242420855140958,97.82391239963223,42.40693609999162,-72.58977216779657,17.028173667822898,1
Physical,Yes,Other,Heterosexual,E,-17.717150621852635,-86.0435782131443,130.88041375930223,107.51870540152049,C,114.32354134856499,E,A,216.42534184624526,E,B,-9.747582311211405,24.49302882081516,199.03820939934243,164.62586719573434,100.6946990036794,38.75454634745093,0
Yes,Veteran,None,Other,B,-121.43863422848673,29.84938937790405,2.3573053369854438,-24.904839085888177,E,140.08516816797638,E,B,-34.154879995104125,C,C,118.40510806454472,-15.804375913321278,-72.28352773814693,-71.63877353467119,163.4218602590946,76.8788653620476,0
No,Non-Veteran,Hindu,Other,D,73.10204958102743,42.647886211799246,47.408001900393685,59.5926786373132,B,-26.54961864144909,E,D,-35.4451396125099,A,B,-56.724351582072295,34.095959309648194,122.33902259209512,107.42840576578652,-34.97490181868497,-29.123702559832953,1
No,Yes,Other,Homosexual,C,14.160961508928866,69.92021248370945,70.53820186637402,-59.91431253107884,C,-75.88922044743394,B,C,-148.68363097500705,E,B,76.00440660607605,44.28013447485781,-92.54226362260476,-21.516520176545512,-99.17196990379011,-22.450637852145412,0
Mental,Yes,Other,Heterosexual,A,-106.64954418644761,6.838825163123137,4.948389586162522,11.359653206419967,B,-154.9522522368938,D,B,-10.362849880714023,B,C,-105.7837309002222,20.157111469619505,38.482584096020034,215.84091117343007,-21.845756050642876,49.02509204827115,1
Physical,Non-Veteran,Christian,Other,D,96.41751734098195,-86.50611857706296,-2.0372899172011585,74.08742847017709,C,46.092685417878876,B,B,-44.77237346592655,D,C,-36.20632303952271,-159.11656191548474,96.99439544193464,-189.03466083656687,14.520751853355618,-120.6986267440052,0
None,Non-Veteran,None,Homosexual,C,-133.88088088281012,107.44780818481385,-70.99036895418249,60.97981250598327,D,109.9490588638177,A,D,20.7518834960861,B,A,63.79379236568072,51.995973628524354,-22.699079299916722,-41.320071783018285,-20.77139414929031,-148.54511030338705,0
Yes,No,Buddhist,Homosexual,E,37.5120449481117,2.622142787392966,-115.47096098948512,-32.22238342670325,E,-105.65189409891241,C,B,121.86239418593972,D,E,4.1251536657484955,-15.322681366008196,-59.668675133781655,-1.4653662769859872,91.09967771723662,-59.97773867378229,0
Both,Veteran,Muslim,Other,B,66.87319665062962,-86.00248111464286,-144.7148825950717,111.81341945420557,C,174.83940024080357,B,B,-40.46832911817252,E,B,-24.164746272028363,-119.3916517263474,-17.151180201421557,-3.023267802259614,-25.76438186048758,14.933881753287498,1
None,No,Christian,Homosexual,A,-46.278100355121424,-96.45932524273995,-30.742752056164157,118.31290546954875,E,-154.333732195972,D,A,-131.71824105785234,D,D,11.197886386543834,174.02336238689983,-74.7716152160192,70.92438655180152,132.05792543985015,274.35800159257633,1
Both,Yes,Christian,Heterosexual,D,135.47836719313878,195.0037601502044,79.1024401101732,-13.93262347482906,E,86.24434040893038,D,B,-34.39537753845612,B,E,17.139103575284416,24.470999172100814,-62.616901306358564,-85.56886973316819,-39.567533923905366,-77.7262285951752,1
No,Yes,None,Bisexual,E,-160.04858655961374,-38.50162001698448,-166.57274437782172,-148.000439119372,E,21.012144242295484,B,B,6.348219411386956,E,E,17.47624426602145,-85.72090378442117,202.38030554707115,-42.13184548415285,16.767652808790316,91.605098745666,0
None,No,Jewish,Other,A,58.01284199178054,-218.83537963859646,-18.164230987553985,-15.681921709806284,D,-34.02809592901075,C,A,65.1348696557827,E,E,-86.1603538379466,44.62501566751083,37.96661841394582,7.18178290150245,19.563575132849444,-135.48983730565473,1
Mental,No,Muslim,Other,D,-3.4352893330927494,167.68824410987864,163.30148950557145,-65.16648861875825,C,44.71008448196968,E,A,22.125053669250242,E,D,13.988667492838019,14.80195768304618,-42.77602484478874,-66.99516046573909,-27.323053908042045,-3.1814807974745944,0
Mental,No,Other,Other,B,100.15018949840993,-152.68855919125494,-54.66050767343863,8.536506993724725,E,-100.17287587802134,A,E,-58.426281877298145,D,B,50.51735601765229,-50.323506355262396,33.6178811855479,31.439770042349224,-131.73334707040425,-45.92425144621567,1
No,Non-Veteran,Christian,Heterosexual,A,-76.25853543253376,78.18510293504247,54.168624119684175,55.56640525405224,E,58.298191546056344,C,C,313.0773338432214,B,A,93.23172042961487,-7.07327958860952,-133.39597116594945,99.02160392389023,-38.34500599239701,-49.18708538638922,1
Both,Yes,Other,Homosexual,C,-80.46506291713914,166.30636923642672,-6.238374931188679,190.3493914518262,C,37.210865821038965,C,C,100.35805331556024,A,C,-57.82584497574648,-7.930668485612238,126.3622823126425,-104.85452438166836,76.72799231676916,118.32877644621816,1
Both,Yes,Christian,Bisexual,E,-21.56403121035215,60.59722755925263,-108.71249853222757,45.66567685763108,E,-32.35157612576755,D,D,83.83488226050582,E,D,208.79797733097683,-72.8618539583176,51.17847513622613,24.21747169741672,189.0869190914006,-59.15155384783702,1
Physical,No,Jewish,Other,E,-14.536319320439942,-127.7936933868826,-151.6179338478704,-81.03225265605433,B,-14.878489263361239,E,C,-31.298042861325094,D,E,29.608259140813313,121.37884600376134,221.51235620237375,9.432723477192049,-121.73475411599577,61.93685253608403,0
No,Veteran,Other,Other,B,-144.70330699195247,-69.92324677536365,11.99410163037451,5.723871759468111,D,187.85204708903174,C,A,5.2368692677220805,D,B,122.25098703265758,-6.046365477237243,89.3701721783537,36.780918815457106,-7.93294602218997,8.896487816645413,1
Both,Veteran,Jewish,Heterosexual,E,-35.972683357065485,-130.49668758994275,112.9330373231014,-95.1868327702559,A,99.86520184581484,E,C,89.76205898592352,A,C,-107.14783524572017,61.73205968090618,66.52482299095333,-15.751482000744147,-25.16309775160948,-52.44155067941699,0
Both,Veteran,Hindu,Other,B,-71.79001077505056,-70.46038350891905,100.65271658060506,60.03208517165002,C,7.91455499552124,C,C,134.0034375358677,B,E,144.69205626894396,-53.64730807148392,-178.89830392378013,16.722635619978927,-142.08631277835752,79.46245544846653,1
Both,Yes,Muslim,Bisexual,D,-116.40806099311303,182.7913834784185,25.75932175624961,-13.19881098468911,C,54.321389826205255,E,E,-76.10333959854529,E,A,252.39359136775707,217.43302729014232,109.48661796515758,308.4750259633042,90.37021120557954,216.41869214675197,1
None,Non-Veteran,Muslim,Homosexual,E,-82.09517211019175,149.93158753331795,25.103488217975727,-4.026538346414134,E,-51.02684311349991,E,A,49.535022212549116,D,E,-3.835166105045429,-51.10006032585142,65.96130791643353,-85.55524194258595,107.00256202971849,-210.2278200547663,0
None,Yes,Buddhist,Other,A,-94.19421865087438,-116.91900967974544,112.33772145701157,-45.53063710383135,E,-159.34506194704355,D,A,15.441746108844265,C,A,-217.73263669277028,2.036773423759369,108.87463287240165,85.56723713616282,36.49720126018365,-81.17716997698757,0
Mental,Yes,Christian,Homosexual,D,156.38098565283622,-53.921033358447914,72.84185872514952,-27.27793915679357,A,41.21610720980076,D,D,-96.18452710491842,B,A,56.135354179654875,116.36650865749263,108.06281527573269,-2.4498719904254442,-90.69289863494613,50.832698111744094,0
Mental,Veteran,Buddhist,Other,D,-108.31511677532501,-11.775162691200066,-71.26375297802025,-89.74939492911477,C,111.92465914057004,E,E,126.38342338076608,E,B,6.7729900363471405,168.66674970711898,-22.36161444623935,-89.7834049633638,5.569754743478575,81.31371336359786,1
Mental,Yes,Jewish,Heterosexual,E,-74.10097420324196,-115.4914726299152,-102.58437098751953,133.43042907162663,C,-20.271588034612716,C,E,-22.991855605119422,A,D,-95.26769993610198,19.190451770762397,73.50264385968379,-43.01942328688189,42.5842681294474,-53.46770926344641,0
Both,Yes,None,Bisexual,C,5.049748776365011,128.9630528575175,181.14914468553266,-77.217181818222,C,-23.98392924460589,E,D,28.872876103395267,E,C,-208.30175838994282,-79.04668184624204,-30.91829896658716,-8.50391234981788,110.37164418291354,46.34677457558377,0
Yes,No,Jewish,Other,E,-168.43386361778943,158.63289114055902,125.47003488872951,77.38708153458009,D,13.360875112560858,B,A,70.18761902881505,B,D,66.13148309304304,118.71116170831124,83.52796417740637,-1.337850291347904,-91.4637779092181,-166.63127935995675,1
Mental,No,Christian,Bisexual,D,15.51432328860657,-65.28476106505622,128.02392936309636,59.488918979425605,A,-162.16778612447612,B,C,21.598232624581996,D,B,195.1863198393571,-11.926216297207157,72.17020781542661,-37.43067965302146,-4.023247035627357,30.527864249640785,1
None,Veteran,Hindu,Heterosexual,E,-143.50660401577548,-30.29615355434287,209.4800680595545,35.138921255166295,A,-17.179996438567592,B,D,71.41887148957156,A,E,44.50266748186771,14.320192888724145,-8.084027560762513,16.109411285994703,113.81071757336285,-82.55053405898765,0
Both,Yes,Muslim,Bisexual,B,108.42231331196217,65.13161210520903,94.85153052712566,-151.27695611038507,B,58.86390414157051,E,A,-62.75589088065037,D,D,-75.11114406634057,76.25470742553377,131.2171162213689,-36.63144625511842,-35.58174350312118,125.6319872828195,1
No,No,Christian,Homosexual,D,-77.04864223563442,89.42193657103907,105.77303908664703,7.085851525206972,D,31.15657641306811,C,C,-30.607881129575805,D,B,-301.82553440825643,98.02140006600224,123.22596396219765,-139.70402538999417,19.786581265919708,-5.802623825944463,1
Yes,Yes,Hindu,Bisexual,E,33.267810748564116,-108.46363229146296,57.26605041331395,-110.18462568689993,E,-204.95805805643846,B,D,-78.27683331826621,D,C,133.81196161079046,200.93728685517428,-25.662967740006486,75.04011247504647,-8.8971226813826,78.3358695822735,0
None,Non-Veteran,Jewish,Bisexual,B,24.543301058410506,46.04673575359309,-14.897768699945493,-59.24909465791731,A,-7.335098577468366,A,B,-176.58788582126854,E,B,81.07315509746448,-49.87538292004397,-159.31920860409434,-12.643445003800869,155.16654412545233,-132.64206532189345,0
Mental,Yes,None,Homosexual,B,-11.366974290850782,66.57448620524778,-82.88249695329223,13.145236061960262,A,16.351381319355227,B,C,85.15409602842995,C,D,-151.11406829330915,24.499206754459127,-37.43703459224067,41.640005399274074,-77.22768686056702,25.94604759357468,0
Both,Yes,Jewish,Other,B,27.424256137216823,-12.868884525052446,-31.272278531778785,14.077260648043977,A,81.58507274859676,E,C,140.94038831798534,D,A,-7.854431436042336,28.719956305195215,-28.43166278240411,-19.187430719571207,158.46467513709376,-67.3057228899025,0
Both,Non-Veteran,Hindu,Other,B,-60.84271751024826,-6.429050243592098,64.24995626309943,3.695349829581488,D,-39.84456657752083,D,C,-36.56237899111196,B,C,-14.13942643218063,-105.95364234770801,9.751742578950005,-24.52110806013109,-82.86398312084896,-23.178585878264535,0
Both,No,Hindu,Other,D,5.008896245079509,-5.5154198825667855,-69.90478000180606,43.2025364396539,A,13.210514265583864,E,E,-114.39311451470206,B,A,12.932580214906192,118.44879526771616,162.72897101304108,24.9931709903552,34.57077380042016,30.30330098658999,0
Yes,Veteran,Jewish,Bisexual,A,154.28181242511798,-87.27556264024068,-253.75285412423554,-85.4416506596312,E,-89.53180782527137,D,A,148.47674980228217,A,A,-101.44284205648641,-82.47452001560626,31.69904736207489,108.16790388295559,176.48548681490448,220.33858283728765,1
Yes,Yes,Buddhist,Homosexual,B,-123.19575811337111,-111.81263987106911,57.68982507261471,-31.438066428659884,C,25.222184813344285,D,E,-141.7282845429096,E,C,-85.85230457250462,-9.392256647766786,-160.29718918815837,43.90300202214996,-56.247674130720426,11.466445982834257,1
None,Non-Veteran,Christian,Bisexual,A,-39.763517090301725,113.54853905554545,46.36544133496418,24.41513177157535,C,-21.352803278906183,B,E,-12.00711676110848,C,D,-106.7562946138171,146.8948490168044,-267.39671478134323,-0.8996885310209332,32.18515160982381,66.0982015810637,0
Mental,Non-Veteran,Buddhist,Heterosexual,D,-81.99613123817304,202.16463067782504,32.09815358407157,-14.913933067586452,B,-14.559291558977291,B,E,127.9564869598437,E,E,115.72893920147452,75.32164122299235,-142.35565914587227,5.3835497901310525,45.35739456995723,217.68846030730288,0
Mental,Non-Veteran,Hindu,Bisexual,C,116.85833270597182,131.16204775347344,-116.15043784131116,-214.23895557045364,C,-255.24906049033135,C,D,-223.1710135575037,A,C,100.21791793740454,31.902181279782702,-54.188089868348555,63.83394528529177,-78.10810044542416,-241.02163047550042,1
Both,Non-Veteran,Buddhist,Other,D,29.25663708225461,-80.58873686373859,11.36843697820839,67.52669379259133,D,91.31692098065915,E,B,-65.00192970120686,E,B,-100.62594305379966,-56.79645666786318,273.44343348907466,-51.803568139210945,-11.817540173547501,49.547619828605036,0
Mental,No,Muslim,Heterosexual,E,-10.210828271128058,77.22202512903023,28.341617704946824,52.39938188221722,E,84.58740761721708,E,D,-32.20172638173074,B,C,17.049559421993404,30.091382959282452,67.37374086947028,-97.23297544923277,60.99147071068952,49.464312660908504,1
Yes,No,Hindu,Other,B,-87.74843229594195,-130.77146989780934,-46.12182172291162,39.12257364024325,E,20.336174437610346,E,A,35.112859530486126,E,D,-134.8636137115917,116.61022590111325,-68.21018568320572,159.06611534070598,-105.8386561290136,-107.97754910402332,1
Physical,No,Jewish,Bisexual,B,92.47107036404867,85.4192069650226,-21.50466663062585,-50.852713528611645,D,-48.65930383881081,A,B,158.80511070717725,A,B,-101.57027408900422,101.91640686347729,71.74224877285604,54.360301550045065,-87.0194125294565,-88.25407113612265,1
Both,No,Other,Homosexual,B,-177.8669014958432,-21.843707546074427,-6.981431302548136,41.54713320421853,D,71.13831604259147,A,A,1.768091658493696,A,A,85.48858422046447,168.3339039432728,-87.37352307631484,-94.49993581787844,-68.71860452530524,59.73271652258176,1
No,Non-Veteran,Muslim,Other,E,15.062468657056838,22.04772769100573,-72.48577558876418,9.635638843116679,E,85.4254190476069,A,B,-112.61031054894679,E,D,-38.970687497804356,84.04393286842932,76.50993650185079,104.61603820113268,9.176662362178241,-113.5032192411995,1
Yes,Non-Veteran,Hindu,Homosexual,A,49.59433215370496,165.42710456602106,-100.35822871781942,-20.585800569402647,C,-24.54948008326752,D,A,-116.05933683003464,D,D,50.95575706582925,-43.14379473747558,-173.6828886574196,6.190834058952683,88.06280721887487,55.337530080087504,1
Both,Veteran,Other,Heterosexual,D,-42.347851948482194,194.49446113386946,-17.62384269724943,-21.61037479797219,D,-8.81751051813475,B,A,-21.214724118737255,A,D,-86.4740334212269,-168.7746992041575,149.2078251990214,-27.69877791288799,12.13261039503121,47.94186684679836,0
Physical,Non-Veteran,Christian,Heterosexual,A,2.6391147311836933,-58.348718810681014,24.658956870758367,-22.537712092300346,C,-81.13753096974683,A,C,71.43218113371216,B,A,51.63709169572292,-43.565083642990196,106.86044388839461,-73.00967611312907,-103.91609632479613,1.631545577969234,1
