race,birth_year,sex,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
Black,92,Female,-102.31818477771037,37.99824528488107,-117.52469263886687,E,17.814375787709466,D,35.98313177803525,151.08674769663415,A,E,49.61923903928434,155.77736864065716,-99.50452473337651,-140.0737865694918,A,86.95387455382509,0
Hispanic,77,Male,-44.74773944346415,171.80554245092125,62.81492742550526,B,-149.68055803196268,E,-76.6956940972811,-9.057807405785177,E,C,50.78369521352422,12.341904668541503,82.36699879225652,-179.67347147517282,B,87.93502078534813,0
Black,50,Female,112.37046271233184,116.17045955219835,-38.20606071168173,D,-114.76559921971217,A,140.21372773824763,77.99597060553137,A,D,-13.843104778725483,-159.95416178270017,-66.40193501250819,-153.9868630584939,A,-42.80192227496601,0
White,79,F,72.0263238606378,-0.28772607102821735,213.19590559612945,E,-120.46790732417286,B,108.16259623305639,98.48424014807036,C,B,-67.41802862866012,55.92508516408968,-194.72753903908603,-66.2738760182397,B,117.6266268564363,0
Other,48,Non-binary,-196.30999579940743,62.1236348090835,106.95546514021699,A,-122.1474988555963,C,-31.9490082766748,-232.81905478159612,E,D,-9.000991432572098,151.5300475855257,-16.68833824671063,183.26668928445798,C,171.71288859312412,1
Black,27,F,-163.48158189407116,-78.16936292179251,-1.6745128479713232,A,86.38140099716455,E,34.232335418963686,-1.938358030807699,C,D,-61.4004986209094,84.67740883227134,8.564898463216238,-193.62907921210856,D,44.2461326402283,0
Asian,56,Non-binary,280.98740961024225,48.14159551943382,-169.8195474180513,C,-59.392501251602894,E,-126.05340628056526,-102.09912815833637,B,E,227.83691935910184,-114.17708872435963,57.27000745522456,-27.816962306934773,B,-114.97063628530746,1
White,55,Other,-46.23458009280009,-69.62156753628133,131.7236609128942,C,-4.936447299168372,E,18.34565273471029,-97.26199838875223,D,B,-88.2349230093887,-262.90319355923015,-25.720673482702672,121.33053089652009,B,9.308375658002868,1
Black,38,Male,-21.093324623439397,-7.795202891615059,-118.01258897114491,C,129.32775618700353,B,-201.06950701573854,42.92803609246658,D,A,-140.87245379585823,-36.72357668423005,7.135685141374835,242.90955827223613,C,103.92250889830623,1
Hispanic,58,Female,45.59531751108463,82.40077930623964,7.433179177704316,A,-7.260213306816962,B,165.07635768815643,16.38352965329899,D,A,-54.938815884958835,-70.48626841117513,-48.142586470148444,1.0643892208198844,D,113.38999623546636,1
Other,53,Other,-120.54241043620664,-16.55780905892101,73.00864913641321,B,-28.37440108023475,E,-82.367436758213,-93.17272612153371,B,D,106.79689460523669,111.95083021592328,-67.9643616987989,-103.18245991156334,B,40.135841351642775,1
African American,19,F,99.5097972921578,29.648042340639552,-29.27260267496091,C,-62.388494451546684,A,-9.815207955110914,-106.78159317422609,D,B,107.87036350847839,65.78549140105456,74.90385936047616,18.127272615189625,D,7.792415773532168,0
White,41,Non-binary,-0.5573220933991846,65.28699980840679,49.593043204566115,E,-32.788395585639414,E,-21.66990690506388,54.42356047806911,E,E,32.55365137460766,118.5075238833867,18.549160654085163,35.82497837879837,A,-71.94152672161539,1
Hispanic,86,F,39.08404190266299,-54.91024484649074,-85.11168158169859,C,23.701908251761214,E,80.0109328828474,25.70617349217028,E,B,105.79364648344772,21.45419852624827,143.65106782672544,185.76698263862713,B,278.31883465330327,0
African American,56,F,135.56473430365358,-173.0788956913424,160.77313194129852,A,-41.320656482433876,C,99.09614528833202,-127.04375041703176,D,C,-108.00163632532262,-59.165448470920055,217.7403171092307,99.79403070675056,C,51.17610505260907,1
White,52,Male,214.3427698577401,-43.27553755906873,177.88421853525043,D,71.65777957864918,B,56.42019393859338,-154.62981054237443,D,C,40.22240111201113,57.771427919515695,66.65458720055054,10.070693439624655,C,258.82369433523957,1
Black,82,Non-binary,45.22394391220353,128.66057890189327,29.95382148551487,E,55.47537510262411,B,-72.54201963508234,86.47357416233223,A,E,38.52170434274956,-5.944700246786776,121.05337516053784,-5.596262147142735,E,65.0643376080301,0
Asian,62,F,-113.34153756272545,57.87236674225438,13.066941181254224,A,84.63332121410531,D,-11.68946183032802,-88.57896166946706,A,D,-19.27968274482624,-99.82774630510484,-73.99835883097336,-4.829144122344289,B,-69.8826510839913,1
Hispanic,72,F,-117.72656392651962,-96.33888904468056,-72.26951391116978,A,140.9084767868,E,-113.60269038125053,24.096497401570225,A,B,70.61814450164344,-30.20362859158961,183.5094902932702,-17.668482297579125,B,-44.57349751708242,0
Asian,96,M,-203.35960407412125,62.383315645898286,56.68656030741951,A,53.56938246348763,B,-86.36735214042469,77.84944538080005,A,D,79.77925758055027,-17.11882532834628,33.77036509636825,67.39065188511691,B,-59.20995800591968,0
White,44,M,-28.751402480852512,-57.47054914146849,-113.33871266000463,B,-121.62430154198178,D,-300.722137605141,190.63380532564364,C,C,1.578496314410382,-127.6673329091555,-121.46382230551423,50.02899307300518,D,51.31655963558702,0
Other,71,Non-binary,49.39664058868471,-13.151399901288924,-46.72093181062472,E,-153.0688430844179,E,21.6650416694377,74.96494251870006,D,C,-22.13837719921812,46.87858352443573,-27.059180581229214,161.6289609116624,B,-55.5125305252819,0
White,45,F,-11.606900490570379,-175.51571851804988,-126.27262870070793,D,54.50101335824855,E,156.97370581152805,-32.530935683304065,C,A,-157.90711937860888,224.79119607030452,115.6004258487299,-19.17913259459992,D,55.8046462275636,0
White,33,F,69.60958192102275,-26.61757425316732,61.86767274258459,D,-2.9155070630685596,D,115.26435369722796,-70.76935871139939,C,E,24.956960350924213,-90.98015776533981,213.19306461547333,-97.69774461355307,C,48.31780841533637,0
White,65,M,45.26698866362765,-27.831328967480783,24.60156406355314,A,101.9239559117522,A,-82.41469279410141,-1.8445825732942758,C,C,20.288909666201658,134.31977559009405,181.80404553950626,35.18198758692418,B,-243.0780177035323,0
Black,53,Other,-19.757193709717065,-4.417538564444938,125.06445314667099,C,-3.732419262022314,E,201.4650661823555,-134.5753314696719,D,A,-130.0770234693528,10.714221743129443,-3.4803922072128213,-3.1356472226760546,E,-75.5831065592498,1
White,76,Male,84.96029650843757,124.79231913008404,61.19020135703206,E,90.74164489266178,C,274.97397633495825,-2.6342574464730144,A,E,27.020970991801452,63.27825111936818,-70.86685908569467,-50.34531766257735,B,-18.887958243491333,1
Asian,72,Non-binary,111.98087273600291,42.16659669311492,-29.478729235191555,A,-113.55310202414624,A,-24.474882169978866,-61.17943708634612,D,B,-61.34002550039207,185.5441609823649,-68.87821728156467,36.48459213947645,A,82.72017407791856,1
Black,76,M,-78.54778300524895,39.41995695128396,-46.99115267991914,D,-29.520479562754755,C,82.61094685924223,211.09627767984463,D,C,22.75144355528569,-166.96175182353278,43.525529834260915,11.891586910344234,E,73.7542027526887,1
African American,79,Male,-48.543217875115026,-121.48577106377265,-160.9106871343916,D,13.273833166963605,D,-15.92490414179674,58.7885979599739,E,D,17.381947254894968,103.27900310500051,-101.56197594193219,-81.57503504758692,A,204.4881582468268,0
Asian,25,M,212.48279781412637,38.37701479877429,-68.55855973210515,C,-9.505814552855552,E,82.04586362378123,83.52724685979693,B,C,56.46107963135164,-5.007919483047669,23.17707293414626,143.9022184199855,B,-73.6717098397528,1
White,32,F,93.99950708665537,-4.490768808354733,51.153725914093165,C,167.60528780646666,A,211.29715468442322,-133.54697710515367,D,D,245.0002523096222,38.143368337370106,-68.43222156838237,131.48065952140416,E,9.931886385190868,1
Other,54,Male,60.86711488767719,75.56686366250474,-42.799413596847536,E,7.070264284364909,E,62.76626734100543,66.51999928497563,A,D,30.36628337095707,88.28794525209607,31.871675953420514,43.4079815742439,A,149.15209107521306,1
Hispanic,62,Non-binary,70.8041985890871,-266.6454101885693,25.143577407111685,E,-56.035233988507315,E,14.927138528500361,103.20544796360099,E,A,150.83823195497976,-39.029257743999615,110.52891417535182,-33.15697007074013,D,185.79809686731787,1
Hispanic,73,Non-binary,57.9908827998889,-41.7836917063641,39.121574756296326,A,-17.196454468786385,D,138.90499098462524,6.602044885505283,E,A,0.5025836993504508,4.077528900171402,41.37755080350017,164.78826025985848,B,30.179318088590907,1
Black,64,M,26.588485449153325,-64.71635867512498,-88.59029122655322,B,-7.585128408329825,E,-136.3915520617505,-103.22562886048826,D,C,-139.29442591029547,-77.03378166667774,14.43008045965875,3.786118380754316,E,-33.80173439978992,0
White,71,Other,37.98415234065579,-49.66514722709206,69.15036732192334,C,-150.82824018498664,C,48.66492223452612,101.09573712901006,E,C,-39.991172080878975,12.734406370674648,15.135753729681662,66.30726705351432,A,-98.88970802689681,1
Black,22,Male,-97.7035560297191,-66.74101437759062,67.81429881932276,A,-101.95880239406878,C,-0.728625126352049,17.917383989995965,E,B,90.9152161393774,-57.660021658371306,-139.24059146734734,21.631542821846747,E,3.3049021788704662,1
Hispanic,34,Male,-56.66625713029118,-118.15083639810169,211.94890862616504,D,5.825126551672879,D,21.84298411545654,69.60293720286926,A,B,-26.805925013332427,78.27095225556508,254.21879234858707,91.02668339113961,C,41.71113705449586,0
Black,83,Non-binary,92.37835690761081,10.160531277767223,38.0751970411864,A,25.77145319180325,E,-96.92449739647729,1.491471216655411,B,E,-82.65577022256134,43.20073685649262,-59.74548225045551,117.40146040216865,B,149.1802255426377,0
Hispanic,38,Male,51.377557856526444,-68.80878714520762,38.22132226241312,D,-306.2558210478621,E,-119.08779783344316,-199.13104326507184,D,E,-70.26517532695308,-10.343180611813821,30.458289567091647,52.35379660962588,E,50.18277958858918,0
Black,18,Female,65.53041477256059,-28.854728634900333,-60.33404681394725,E,12.671426360240112,E,121.54583775065069,-18.065254072625006,E,E,-56.19474595980793,63.16628048236063,74.19220054311172,56.62010026979972,B,-35.90827236299428,0
Asian,63,Other,55.65722110969412,-179.2502284161646,81.43383730933674,A,-16.033484519783432,B,94.87419961057016,39.67869387628703,D,D,-39.46902778834646,61.36923260090854,69.89410465896545,98.35399255852026,E,12.892773409378275,0
Other,43,M,139.2225999561477,100.85158589898356,-47.30490457526206,D,59.69620714120687,B,-134.013299887543,-60.04523077247771,D,C,-7.119662596039459,-129.5416228956818,32.72643610305656,50.35754189473606,B,194.37013688949344,1
Other,77,F,114.47222717228472,-9.393842595559615,269.4499350428786,A,-209.59053529497194,D,144.33036450257143,33.187547560041,C,B,64.3679913187029,-6.213756685285381,232.54332255710378,145.60736122663107,E,0.5004679759161319,1
Other,63,Female,49.97525553479711,66.6987746334786,-21.597540655147913,B,39.317906004380795,C,40.51735571299496,147.0457841450753,E,D,2.4220785089382244,-225.9511721825878,26.544980771933812,52.58547104747573,B,-36.09214067560101,0
Asian,85,Non-binary,-96.20085072999939,-123.02324015657837,-0.3793767389774531,C,-170.28546161707212,A,64.14914951892955,50.46400684563051,C,E,-55.66401146931752,-100.52489323205546,-138.42616806504086,-109.9271671245271,C,-111.65143803084503,0
Hispanic,67,F,-166.75297630479636,45.3547763142176,131.6362754036602,C,-185.76093840656432,E,-70.06800427485402,-24.257107935556295,D,C,67.16092155601751,82.2061180276603,-78.05294148388388,148.33712812586884,C,-47.45671670269964,0
Other,24,M,-38.34249191264087,-23.16696228739157,143.08408583778552,C,26.470708460340088,E,-225.32821499851772,324.8252179353288,D,D,15.96256231900276,-7.715975287266056,-34.64425135885187,-119.73809525910464,E,-43.96049254457206,1
Other,73,Male,-4.633466872076389,-40.708709543595276,41.78752640070264,E,-9.753034921386838,C,-123.2974326537067,-99.72345006723778,C,C,163.44921294477524,19.59280309946991,32.476050731372155,3.8718680121271554,D,27.235278258106728,1
Black,93,Non-binary,107.98876110462633,-36.35832683046959,59.878655517030886,C,152.23318864241588,D,-29.876385457756648,-62.28267080041372,E,E,-111.68524589359426,97.48012631918081,-27.594432644641152,-114.50282780212049,C,-15.70927221096131,0
Hispanic,43,M,-97.58248532438262,-54.84651324928274,48.983647666743444,C,-110.66895934518752,C,-129.92745248548766,-110.21589571591466,D,C,130.84836688664637,44.690847567361644,44.56498909098241,71.99018297574368,C,-67.19544291637034,0
White,20,Female,28.21921661292143,99.10746881188113,89.58113637900625,B,-10.523827991137692,B,176.7168794706005,-151.71127448366806,D,E,-2.0492723884233164,150.2851759630929,122.86755425822192,-218.2251098641185,B,15.480613582190243,1
White,23,M,9.035393490848863,-41.264917905059114,36.44773094563807,C,-9.518674394503282,D,1.61682998632213,-40.89557518375408,B,D,74.1986718446131,113.31478451298803,-16.604409015944263,22.915503651780398,E,30.99172441947637,1
Black,22,Other,34.284737654660965,-50.42279700450766,-74.31691867092186,D,-20.862055215863464,D,128.93133722536817,-2.1705023260926692,D,A,-62.50200792426707,-168.8623793656235,41.39170500056546,66.46197869598083,A,30.358288716327714,1
African American,55,Other,-51.666883809071464,-36.07519590822167,-144.41738911787087,B,61.2175705412608,B,48.26990337127441,228.47746214083716,A,C,-46.92136872468218,-83.29512318861225,-59.81595926365074,-59.48800596911998,D,-54.889242630516655,1
Asian,62,Non-binary,52.808706345197784,-180.33923871179834,-48.16426552833863,A,53.687785447820666,D,26.99257409827687,105.65807846881137,D,C,-65.77629659775258,-198.8632162959166,-45.383210218622175,-125.23375623834143,A,-44.48261814931304,1
White,26,Female,-41.541739741512714,92.43589093573807,-57.417501829980736,D,18.30595170790444,E,-303.38819636486124,-43.527662357914956,A,C,-76.30694067315505,165.58582599938637,27.84411960051292,-112.24428702769222,D,156.54918592810702,1
Hispanic,18,F,67.3646529752227,-130.25537800796513,147.9778506854664,A,-157.95487306172126,D,-126.7317198262385,-29.85629362855919,D,B,59.136416022501706,-57.9799379204578,7.429234085437152,20.697067177109354,E,11.759605597372017,1
Hispanic,62,F,-30.827056177045243,-133.82201924675283,12.53566742455203,C,-6.296010487289719,C,1.6813561611414305,-73.91935041885502,B,C,-138.8233438727536,140.57557574740568,10.039270787853589,21.09628992188154,C,100.50083653288652,0
Asian,45,Female,-35.9408859947703,-25.108855203016407,-149.9780772747829,C,-30.585433647032172,C,138.0478021099103,170.1308046681462,C,B,-104.52039386542017,98.7149814236688,-60.00078150415617,-14.544445582019922,E,23.925321843381578,1
Black,50,Female,-121.54533348188328,11.213638957948369,42.22709248636555,E,-161.02830271955813,A,-60.071154676076176,124.76611794709686,A,C,83.89516496184973,36.874492755995455,60.71941370227522,49.14321703832598,D,88.70375697306375,1
Hispanic,42,Non-binary,225.69322730964677,119.49720992816164,-60.83771070715353,C,18.69124963575064,B,118.73717577633624,-23.05491938854619,E,C,77.46841470682595,13.94840196924139,36.68184613992961,-64.2944539486052,E,-12.238721044966393,1
Asian,47,Female,131.81577440420412,208.33968367223116,108.71225356887328,B,83.30750518556115,E,-135.06857203236302,23.504182738336258,E,C,-156.48270856377627,13.268639643322347,25.266806672122797,122.47400167623952,D,155.71621733871964,0
Hispanic,99,F,-197.91824563570287,-250.43322127992394,-143.4023407884406,A,-128.12687192807496,B,-40.62023721913962,-40.07909609690445,D,A,55.02720932685614,-29.41165694696534,26.1407655164065,-71.36284558119738,E,20.772042425440848,0
Hispanic,34,F,53.89248470520194,0.8129096110766327,-75.90876801551249,A,3.2370018528711233,C,-83.18858243399244,71.97236900947361,B,B,-42.60010823240337,69.84402263293264,-116.96890481057258,-9.86723197732011,A,43.41094622627288,1
Asian,23,Non-binary,-197.9727177919434,183.28619527599196,-114.21368177041518,A,-56.844971927359964,C,47.95755608426179,224.99868394880633,B,E,60.15857447476388,-61.19060428112994,-25.87817771112679,-64.9087805378048,A,-163.2240537011731,0
White,50,Other,26.870427622856504,24.26617635072793,-7.7368230395104804,A,95.86643962843023,D,43.99861227508764,-141.39873446866756,D,C,-70.04491886665629,-89.084575136005,-194.83128983628455,-57.294871671141465,D,52.57714592220128,0
White,74,Female,110.2782994552606,118.91561659411913,-44.65850125861194,D,-50.22824859703623,E,-162.05358620876697,26.11896778652764,D,B,-161.27784170820166,-11.959228208526405,-138.53416209576835,126.93698935374935,A,-26.52828403976323,0
White,52,Female,1.9284334056591097,91.48249845869677,-103.30308827649328,B,9.408505095931332,E,101.95844581912388,-210.85029771550862,C,D,-11.174737636066027,-200.7193269682495,17.505902694327766,125.7643497478558,E,30.874668949133554,1
Other,50,Female,-165.2689701821492,24.01171697845965,-160.4718621310103,D,-193.77028586818352,C,7.593789763371683,76.25739396608537,D,A,18.729632226909054,-158.2673153706361,-176.661154968714,75.50174166394761,C,-13.728854780180072,1
Black,91,Female,18.502977043715163,152.5903499387909,-66.24844696278865,E,16.488490010887734,C,-95.03639363068149,67.3785195648551,C,D,-26.258703769587736,102.37887074900875,-52.599204155212,-87.96413743958138,B,-11.334316988603668,0
Asian,58,F,40.15975189796953,-224.62883595863337,-69.36166188175724,A,-179.7971568327418,C,136.58429864177734,67.70471281041198,A,D,39.08859975640507,-6.862712469506935,13.4159081551169,-56.332292252486816,B,71.2371024631226,0
Hispanic,47,Male,-22.516016544255642,-59.749392318908725,-150.83326479854568,A,92.08587626744068,B,-43.40113538894483,-110.48535280020207,A,E,9.735878054198158,95.8014289539115,-114.76978888679434,44.51733823769642,A,-65.15910097662892,0
Black,62,Female,45.16789203680674,-142.46098778184026,40.3546219822781,D,58.17857328639106,A,6.589179058728539,-70.40926788077107,D,E,4.070500777383714,-95.472961793759,165.00772733020113,-122.84430811187647,A,30.042865178515836,1
Hispanic,67,Female,100.64464278796838,-42.57870249693852,18.861341701919134,E,114.93381399861637,D,-56.99464947734402,-13.891445240195916,B,D,-5.723536436867931,85.30566299798404,-165.1917374998201,45.53624218969796,B,-29.834738907164304,0
White,18,F,-282.9561137927182,29.866927476025584,138.17396636035028,A,-12.456229024295327,D,56.00065263602563,25.502052952864933,D,D,177.01581125230823,136.91599442671273,36.6663271907937,110.50853257620443,B,-27.800718660805856,1
Other,89,F,-55.007215194136194,-48.51759257681783,-31.229561734638068,E,-129.29292838557765,B,-171.67364338866756,11.880566262711532,B,B,-105.5181526865131,131.677937948459,-64.57482097568737,144.99400417442516,A,-120.21931744778611,1
White,46,F,132.73863217302377,-51.494476518871025,30.63820739848063,C,-61.07131960104816,C,236.62465465901542,-60.2934033271447,C,E,74.26097815654066,188.92011433921064,-41.07010783255392,237.76535187185095,B,158.30213807545078,1
Hispanic,70,M,-126.21523019980725,208.5408748322271,-110.42595343892876,C,15.26401838690719,A,-24.66878024988803,-61.053949692613784,E,A,-6.2365879499135435,170.43103398380939,3.9475390969334905,-17.844853078715982,A,75.4037485933193,1
Other,95,Non-binary,61.714234531581255,98.60788675176735,15.672736462324671,B,184.3726988685306,B,-124.82067344916558,25.593227052735774,A,A,51.42188761510592,-102.22628679525536,-51.424446075187824,-61.65361496623842,C,-131.10318034856158,0
Hispanic,70,M,63.61542419367214,-186.4703944125219,-39.133813396950444,D,0.019995342736814362,C,52.1531892098845,118.50891259623685,C,A,-153.9784355965455,74.5415852523512,-72.34007831252526,85.0596451931246,C,79.16019542935288,0
Black,90,Female,-76.08684249606601,24.68342720453292,105.66460989356001,D,41.51159788878412,A,79.28937854305842,-43.21649406041296,B,D,37.40626407975085,-173.7924562480117,147.30160032503346,39.5580288780729,D,-11.440453051869207,1
Hispanic,83,Male,167.99456005409473,101.13736351381341,-58.898716744088155,A,147.14958843114368,E,-146.9663270803817,-37.772967124032895,E,A,32.13927046354993,92.86585005398148,-5.137624869773959,76.82580498835355,A,-45.22562019754941,0
Asian,70,Other,-154.57307292870098,-12.62201948413892,10.11843080992874,D,-110.11126227921046,A,36.99809620012244,-61.21019597479725,C,E,161.7436200688159,-85.05312538434676,-79.09591761255486,-11.30425746428704,B,78.90724620179206,0
Asian,74,Male,-3.530398554177864,-210.46821918064705,18.502797317653606,D,13.055494094992536,D,92.00314809869873,117.97260206852893,A,C,16.116777987130856,41.08229796770533,54.939978898706485,-143.09580440188648,C,152.7822981945673,0
White,27,Non-binary,13.508979270665641,-0.3632179487344037,113.95110030268386,D,161.33205444469044,C,170.07743892021847,-33.685678110544934,C,A,-170.62977835656073,52.31104564848983,-29.187527228541903,169.7648756528912,E,-42.04320391144911,0
Black,28,Non-binary,-34.288685978118835,82.58105078882866,-98.31880626113745,E,7.2287204746144615,A,-229.78511957310727,15.944713875081733,C,A,-105.36629235501493,-90.04508469908448,-64.79814071638341,-50.083352924532086,D,-94.09125687561456,0
Hispanic,23,Male,-181.21783008328018,76.78824612832507,139.73799624964525,A,-63.68796323079482,B,-28.927689968047233,-33.78699772084304,E,B,-78.82520674639544,124.2652130066319,24.709411059347296,32.194264631906755,C,13.966085006324894,0
African American,86,Female,-20.026938029688388,22.956545304551433,37.786806070462816,C,136.3108713264056,B,-82.68192276379892,-202.6093875025454,E,A,107.01419370329117,127.63852755975778,66.18193403301119,47.10521507516916,A,-188.0483740621621,1
Hispanic,39,Female,26.144121669546976,166.06193342342797,104.7219439386594,D,63.84602120230093,A,52.22375550905461,27.98589722928073,D,D,43.57918074893889,-47.61218796753733,-129.91990244707094,-92.03703474418408,B,170.90454412881402,0
Other,94,F,-4.089033073856408,106.02717477685069,-54.02972233075063,A,-85.62580468939957,C,159.4597035310255,-16.38288841519411,A,B,-68.5978422848392,135.89257355961848,-2.4872133703022636,-177.19979179741534,B,186.29270853988714,0
Black,60,Female,-58.1988099795793,239.75233832972637,-61.90229711182044,C,-100.01020591898484,D,-11.91119940351277,-24.343257741987255,C,D,-121.05095783382849,-30.54130852085318,-64.72933794904363,-117.97147885176496,A,50.08139754251722,0
White,81,Other,200.48187227996414,232.53089918735444,35.439920038939874,C,-48.49750858461419,C,-140.0808249727138,-85.97775771677325,E,C,22.598432857204404,162.7150539141508,60.51788900293865,-17.50956411489836,A,139.9264849235506,0
Other,38,Non-binary,40.739040437583334,105.89289637080964,40.3439044428281,C,-0.15657383074656994,B,165.60370869309259,106.02775208450339,A,B,-119.47802163146723,35.33794819385203,-61.75855620139594,7.020870875855666,A,-133.4748657438803,1
Hispanic,50,Other,-41.62489614559697,54.60471254797725,-76.17219193345979,B,-197.75140211171362,C,-33.553770682856104,-71.63795214242027,B,D,48.209547279090216,55.41883741162869,-86.08258722418415,-5.808969104650917,B,-84.30944393435279,0
Asian,63,F,-230.71299525810417,50.050901658925454,-8.524037255949017,C,-117.24769573075373,A,92.28268292424957,61.97015109697216,C,B,3.413672326900831,-83.59854519308826,28.832501283522916,-32.588683215916404,A,36.59197816186776,0
Other,87,Non-binary,-36.465870460965526,-52.241620887821036,115.23925765293058,B,95.15196484753402,D,57.86860571337841,123.92110041791764,D,B,-61.08633710171111,-53.41246075778736,-187.8234259948084,-43.76454726472635,D,-41.650059864578616,0
White,85,F,-18.789719469122286,-14.585984111514394,-9.452135375531904,E,-157.4899228656167,D,5.3947226066356375,52.447867095225995,E,C,-103.80730560781382,-60.60058872170097,-135.53858311641804,94.55279451455503,B,80.03252993528638,0
African American,77,Male,-48.40857337880496,-75.839773360831,-171.35276411862068,E,-87.87058405410927,B,83.8577084790255,154.64232101565273,B,E,-117.82138453410502,-85.35673842751123,67.29641994622571,22.890680983001754,A,73.71527196273402,1
Other,74,Non-binary,-26.640202342504267,-213.26481259801736,44.921309205214946,B,-77.45514466054611,D,-0.4427705126761321,219.57748597081826,D,E,69.36111029795505,-16.45203130962269,6.063932460969141,127.53809181437339,A,-49.92551538312654,0
African American,64,F,227.67651827606278,-2.1007630047763333,-19.0461644801028,B,84.3426600609223,A,-97.62410576945409,-33.15912772034644,E,B,12.375387233033514,127.7084140148791,-20.71723901045397,202.8985101650567,E,-38.581597596367075,1
Other,66,F,80.41438852194622,-3.5847387969352438,118.11124668097168,C,151.7666529139704,E,-149.25056589997104,-18.220743952515292,B,B,-23.80785618766941,160.8683960611682,31.359740144550123,79.88149521746249,B,-75.43401269726135,0
Hispanic,37,Female,-9.688731612668494,-66.91333692981222,-117.90966471150854,A,87.92109964400964,A,221.4368202883775,-114.24363027192055,C,D,76.38789756042928,-167.65744968235603,-108.34257894650162,145.13851148158668,B,131.9020610822485,0
African American,31,F,-15.710671467895828,5.364368512208021,83.02645300575841,B,-148.27430170033827,B,34.09359049422782,-233.75620704114084,A,E,-120.80055305665331,79.69024881491741,-130.22274336645538,-127.56285447245095,A,144.7804943926178,1
Other,22,Non-binary,-9.642300525712262,61.21713650386803,-46.941974568607655,D,-13.04523082605122,D,201.03715304839392,50.42178022537497,E,B,-33.132838750333484,-63.289083446293084,66.50296285895382,-35.151084680729824,E,-219.86729331807538,0
Black,68,M,111.66308861626986,-49.195566088254424,-247.26818124635236,D,19.743182766026994,E,-116.3394983485413,68.62141963624543,A,D,84.04825083331495,-161.11149423701997,-37.98634682936594,148.84610484706883,C,61.44234328032545,0
Hispanic,54,F,54.46880951236241,-75.08686570853101,179.6313902878004,B,196.80012378240022,C,-14.812926894990197,36.77019352446642,B,C,-14.824252404766437,-128.75837118135064,-39.15582284475428,14.309631363038253,B,-200.4545890135794,1
Black,20,Male,30.6283181386732,-17.63860951252853,-63.193144898956746,D,297.5297121073996,E,-71.00325040295081,86.50201730936263,A,E,-41.69671380435664,87.37709689401277,143.27817450566326,129.07840579110058,E,-112.12695865494977,1
Other,82,Male,-68.31970327143286,65.91263332937231,186.04015441261208,B,76.62584099600942,D,-15.077187432536135,164.14171345250645,B,E,64.33145455638193,-18.198091029899384,-110.38643234144455,57.469800967050645,D,61.650142417349905,0
African American,83,M,66.42478377575311,139.63231929193572,-96.6465666568187,C,-51.13302936548825,C,72.32465706733086,27.34282752221393,C,A,67.61035067640717,128.26867295091932,-113.69334768803606,-98.1230293818222,A,-63.57528084962978,0
White,49,Male,103.0767219448332,-29.148798006256012,2.737615754786164,C,119.78761278588514,B,24.515892601937257,31.16291593448482,A,D,-30.593559914434554,-114.21968227886532,239.3828121868861,-100.72297942406958,C,44.92510563559519,0
Asian,42,Other,43.645518380413236,-110.96302210130331,41.180738420323095,E,-41.00893091213776,E,45.53483348516894,103.57309819960223,C,B,98.24870662371528,-56.7799698721944,189.5343508478841,-100.77562076940771,D,-67.10982296300028,0
White,61,F,67.7357744364947,38.381511575478214,19.414271019829194,A,-3.6610060113749174,B,86.5590680753548,49.384935885538496,E,B,118.79056785217995,96.83849861804732,114.94257673314779,-94.88213102562699,A,-68.88336965136698,1
Other,49,Female,-60.89068377955861,-127.22878568947327,32.245173298604605,B,2.0287974545013228,C,-84.10933749013847,-46.05765810913372,A,B,-19.719164874951446,-95.35424406684538,10.965195033341645,21.700771095526157,B,-101.92839121762505,1
Black,35,Other,-7.568930602454451,84.15485093334004,-76.72618969543768,E,-79.17714289757136,E,219.23754046912984,-57.262319723531554,A,C,55.906761527969415,63.44105388225779,172.0491733353539,107.81836210852092,C,95.35516504158876,1
White,49,Female,-65.78187363295027,87.26064770957473,13.902582316243764,E,42.02467256421512,B,-59.82111333415385,107.84084035821293,A,E,-177.32068909279135,-197.2711580057824,13.133245541412625,-24.30981412715235,D,-20.65993443252688,0
African American,56,F,-120.81496783092463,-154.13952864438656,-51.34545694102329,E,-80.6908131671847,B,-113.18690495562427,-140.38630033122178,B,B,99.87845677350094,-90.05812988311327,-129.85643580166132,-28.245353749027302,B,71.97156784738992,1
Hispanic,47,M,-158.60633340865712,-8.017823732911214,-40.78257220205655,D,-35.55966889588709,E,-65.32661604411561,-33.47549851910902,C,C,19.57767886866487,60.915877558141126,-49.49224955010672,145.74755434713657,C,38.83148974808529,1
Other,55,Male,52.364599684989,-270.05912196855195,-56.190405919621,A,-26.03420542997203,A,-17.5978377352273,38.09144391874287,E,C,96.43400288383289,33.3053811273183,10.331546785021544,-12.560595498754257,A,48.21482184088036,1
Other,65,Male,-227.72996515634028,-4.7326309099437704,78.53734266923928,E,45.522569978791196,C,93.21875218034954,316.24255068281536,A,D,110.21007420733622,-47.32085112289754,0.8703697121331924,158.9418230307903,C,262.94163259036503,1
