ethnic_group,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
White,30.010617650797784,37.513115331418554,44.578303337599145,A,B,A,72.68555231943658,C,D,E,A,-91.82173580570705,108.97397522730317,-125.90438737743102,1
Other,-20.271761828462076,-51.862514028564924,8.708218860548559,B,E,A,37.20004402615182,A,E,B,E,47.85754687272864,-198.47982137231483,-29.705581627243166,1
African American,-28.12399306983511,186.34564439545406,31.09112819665278,A,D,C,128.1574698596651,D,B,B,B,-56.32557156962016,51.64662027925673,-27.363517041126368,0
Other,247.0897774294828,-21.248030850988734,34.695114759975986,E,D,C,71.23345899387807,B,A,B,A,25.732638080220145,-140.83120699558694,-68.32792124615335,1
African American,76.99190253510501,-119.89811758696966,7.923548097471286,C,A,C,-26.072615354010566,C,D,E,C,68.11539784158505,82.41344012021104,112.28148719460478,0
Hispanic,43.89237925192745,341.9942557555289,-88.77065905468842,D,B,E,19.534293790044465,B,E,A,E,-133.91383309771112,-20.35623396694108,-98.06735740390029,0
African American,-103.6579600823832,-7.313197844998602,-58.34459771872743,D,D,B,22.94948548026441,C,C,E,B,189.09261755167006,-240.76196722693868,85.39382975077035,0
Black,120.72922298088346,-113.71270523056165,-46.99885002253321,C,B,C,42.87534770026271,C,C,D,C,216.93879566467174,49.75271913472077,-98.04271036550979,0
Black,95.253054009409,101.57853365124545,-10.63653192677304,D,A,B,-27.37209228176498,C,C,A,E,23.801544015912164,21.850663957597305,148.94582744374807,1
African American,-159.46826732842146,-97.73002509686764,-22.34267277225236,B,C,E,-32.16872932894335,B,B,D,D,-48.779832929040026,-35.15200578567778,74.20701724725419,0
Hispanic,100.96435561105979,119.95989641212475,-169.93797146062877,E,B,B,-103.32952826394126,B,E,E,D,-61.31708892482796,-160.629062643401,25.97570275080163,1
White,-74.77789722331042,20.86506184685367,76.91330991589267,A,C,E,-165.13134655999747,A,B,E,E,40.00812687793057,-235.2742497994926,0.8196224382429236,0
Other,110.46730328363643,94.59905758588278,-139.87219370704437,D,D,E,-94.67383117248175,B,A,D,B,-39.145223972832746,77.74612752204504,-129.90449767155005,1
Other,45.0556329247053,141.72928726405135,-64.85819643404771,C,D,E,-82.0148457234678,B,B,A,A,-15.100113411810048,4.99588018988528,-44.51032340265176,0
African American,-12.536667804109092,-8.425922600857678,79.62795981728397,E,D,C,261.6779049929771,C,A,D,A,34.05154111474297,128.9530523747274,173.84278143050636,0
African American,4.609232663527704,-57.80323513075095,-117.90446337721971,C,B,A,72.93787348096131,D,A,B,B,-31.417135258498924,-8.162430374147768,64.4681881925548,0
White,134.29357740472565,100.88712823952028,-6.4872124097743695,E,A,B,2.6321884075324578,B,D,C,E,83.37943360758965,-99.1773426984146,-84.32995687600008,0
African American,34.51182624814357,-33.891651910372204,112.92642383553763,E,D,D,-31.74709429923906,E,A,C,B,-199.09164852065004,-21.042803661789147,65.61567600310617,1
Black,93.50382280167409,-97.14026876265237,14.418693209702427,D,D,A,18.528966579677746,D,E,B,D,-137.62038466198473,-153.53660384981316,-142.38119546661272,1
Asian,-23.328845037562022,-14.828470714844306,-95.30720205934536,C,E,B,122.43306010789081,E,A,B,D,67.54348375336043,-98.39232972652891,-82.79306521242745,0
Asian,36.45296110296742,89.70284821513516,21.378213562700328,D,A,A,24.329989267189735,E,C,E,D,0.6737669813211975,-143.69847398186366,140.16167508861676,1
Black,88.81276587825019,-172.52190884878792,24.533991867850787,D,D,E,41.478113533489086,B,A,E,C,-10.354400491912456,133.68637905352722,15.374434007215507,0
African American,114.38998828076473,188.9818645878054,-90.14253652139004,C,E,E,14.21047636895523,B,A,C,D,54.818391736941194,30.484841458133054,103.20489991627807,0
Hispanic,-110.06882106359566,-67.66288306491654,-133.2851698772376,B,D,B,193.29998914127256,B,B,A,E,-40.47913203779447,47.903735782779634,62.58650981647605,0
Black,-26.96612458274887,-111.28634985767457,77.71143403613704,A,E,B,-9.383493015609705,D,C,C,E,57.58048325766949,-7.617735655171592,-189.57194079461073,1
Asian,-70.80125286626931,188.11912748251586,-252.94955906155664,A,D,E,-165.32353360081274,D,D,C,D,162.80181784881998,9.227974983904769,-237.20309990015278,0
Black,-16.417264293656377,41.130865361864075,27.80735519445985,A,D,A,175.25964620175074,D,B,E,B,-42.68196218824315,25.248312010477893,-10.009147957212534,1
African American,-49.6705877758125,115.10703905609425,-163.5627194397582,A,E,D,-79.65132793671597,C,E,C,C,22.081939740744104,-52.34395925614116,-46.61398474271362,1
Black,41.248633466285405,50.86079584221369,134.24742790382786,E,C,C,102.3311964255418,C,D,C,A,120.70755238968903,1.5062312009406154,20.990067693011376,0
Hispanic,114.3762827729512,249.205474361055,73.605007792279,E,B,A,12.595229859666441,E,A,A,A,-25.073812881260586,-29.24068330038383,-26.909494214306218,0
Other,103.53083342383655,11.84364651650319,-130.7814956171349,D,D,D,139.26707432609567,E,A,E,C,219.846591351745,6.7105403222135385,93.0011302093536,0
Asian,212.62410460405636,-161.52574843881686,-30.274172359990438,C,C,D,20.06088017681494,C,E,C,B,-26.681008665757577,-131.52580962601678,-139.80677672985826,0
Hispanic,-23.934401212215185,-173.55503759273932,64.67017770352138,A,D,B,15.2149664118541,E,A,D,A,-56.668567414298366,52.96692049708667,-88.61515046116736,1
Black,-88.1308490412596,-7.237909667189718,-101.52168272571286,B,E,D,14.559141831809837,B,B,C,A,-94.33608975218105,-93.90059426891885,-101.66597680091816,0
Hispanic,25.08895855232621,-39.39096741544927,167.1894943947685,C,E,B,-83.56749419443736,E,E,C,C,-133.66978371658516,44.99168784471782,-95.02474075515796,1
Hispanic,69.02803103522143,47.39351590210173,-32.78052398924151,E,C,C,73.53139304256163,D,E,E,B,-72.3293781645188,78.11427367201117,-33.271801329019496,0
Asian,-114.26494930893894,151.80324017374966,-22.586455119337348,A,B,A,-62.528732423159916,D,A,B,E,-75.75461196381723,-69.71849675415409,-106.80849412288944,1
Black,-123.80049162804208,21.026337689175495,-47.98521526300842,E,E,A,35.95494406698037,B,A,A,C,-30.652457717625474,-22.05782161986801,47.45999410562878,1
Other,-45.57244682017493,-164.35661311153183,259.5737310199596,E,C,E,-97.18639487841274,E,C,C,C,53.94230616788151,1.08938748538265,50.4743997764997,0
White,28.332868333938745,84.75228822029011,77.8726785088863,E,B,C,-30.56125881684982,E,D,C,A,90.42824209689103,-80.45823537870976,38.064375815849154,1
Hispanic,79.56804481190645,36.62827920267407,111.48061736812747,E,E,B,-33.871905416265655,A,C,B,A,-123.98120294856525,119.34851636667088,108.31164969965418,1
Hispanic,143.23302582221388,55.895277236530426,22.488102195137014,E,A,E,75.64375221323039,A,B,A,C,-66.78987091461535,-115.74156142671377,83.91677253333467,0
White,-28.384464534739283,47.61162235321266,-27.69444101394431,E,D,E,36.80972115713731,B,E,C,C,81.97883073280772,86.49123962714216,-72.83403751848103,0
African American,33.21290906749563,-98.77012613241476,137.67272255652392,D,B,C,-7.367400639313669,E,D,D,E,-191.99792284175209,-208.0058225739842,0.8088898386318882,0
White,-90.98288647507668,-131.67558465863866,52.359211058906055,E,C,D,72.77702250205098,B,E,E,E,130.2896980259482,-36.16139392345219,17.72467492982225,1
Asian,-69.25534524646841,-36.86648562838884,-13.75377042584114,A,C,B,-105.5719270022375,D,E,D,C,5.8990445403580285,58.81938802163437,168.44696995066886,0
Asian,-178.20522491322305,110.6745048106315,108.09406620225737,D,C,C,9.457577031766514,B,E,C,D,-134.2174679473637,106.9837156681654,-126.62794407297464,1
Hispanic,46.981195297559466,-89.32433998338894,-21.566654286551934,A,D,C,-28.888856560873226,B,A,E,B,51.47217726788126,-82.14083917407139,-69.26928402400425,0
White,-74.47843139534854,-81.87312114858804,-50.88824583802648,C,A,B,-23.661518011882347,C,B,D,C,1.7577339204889904,-22.377068948916516,3.0274127947540164,0
Other,81.5829306540003,82.5930379614066,105.6109726986301,B,C,E,69.58651486185418,D,C,B,B,9.098682629475704,238.98823740360746,10.943573694189041,0
Asian,126.22301690952882,155.57777384497965,57.67932821050149,C,A,A,-82.75231567328015,A,A,C,A,112.36684817956825,41.423902167002204,67.18718591870513,0
Other,-21.784002434121554,91.12479014017629,-86.19483671502168,D,A,D,-9.604273627875987,B,E,D,E,-12.51548006851425,20.693794198476994,-104.8784622287622,1
African American,-2.8209254963763533,98.94943640463086,12.972304299710249,C,C,E,-43.19249212363403,E,E,E,D,172.47238850723784,2.8629802216318345,126.74311071600879,0
White,16.313845541491414,-152.1522496012986,25.200482580077203,C,E,A,14.625296006172196,A,A,A,A,94.74031120467814,-52.26424340156808,140.86145343974997,1
African American,-21.335990863416544,145.22112894667026,-1.5873283482396763,C,A,E,-117.9030571342699,E,D,B,D,-85.82010203682643,43.36995057259358,-42.607410226039,0
Other,-92.11738191212785,-130.32702898808412,3.9906206507536464,C,B,A,-8.494417454531058,A,E,D,E,-143.40433037131726,61.637663885229756,55.76900355208686,1
Other,-148.40675564872637,75.59560373206108,-73.76001745311798,D,C,D,24.040518051131833,A,A,D,D,-57.688754492282804,-58.9898550770818,26.122271789014707,1
White,116.74870316640005,169.2549323753285,22.305873863566788,A,E,D,-277.7320538557928,D,C,D,B,99.02919946893198,87.7287682699063,4.80134332851717,0
Hispanic,-34.95988775742286,79.92903377412473,-43.19206726022911,D,C,D,-183.96199934899315,C,C,B,A,-239.42530612015096,-53.575567049986304,107.47981467886898,1
Black,-9.416385656745003,-105.14878157859577,97.4759320576125,C,E,A,-6.550419160299313,E,E,E,D,-121.71897024283078,-4.240995594733672,166.43690993301152,1
Other,-87.12998194833726,0.0934272746341042,61.495496022973605,A,D,B,51.12566235666732,E,C,E,C,132.06847098481626,31.502948917371608,-121.82204066793464,0
African American,68.80040003127739,93.50451573595062,-129.44801195632272,D,D,B,-77.78185956098007,E,D,D,D,172.1862946745927,81.74673804097415,-79.94322989968614,1
African American,-52.21191277530423,-61.05779355714167,-97.93480059623927,B,D,A,-24.522836403607332,B,D,C,C,1.8851786672407733,23.1026999468316,35.67347804639235,1
Hispanic,-66.4035717942155,136.20544509484998,53.953962773222855,B,E,A,-25.46750711772367,C,D,B,A,-37.72049059305859,-213.40632659381455,-2.664415184066068,0
African American,63.232173326415555,57.200945655351646,-13.37954713759532,D,E,A,41.371685975742835,C,B,D,E,-65.65230272895609,32.00670943693914,129.95386170974933,1
Black,-16.28189530546445,-7.3056085948194305,19.513884507196895,C,B,D,139.80142158152069,A,C,D,D,119.57798518348876,3.289635287235282,210.5738357001047,1
African American,-34.26539454958444,-36.483367526231305,-58.32586443885257,C,D,B,155.83857910607165,D,C,E,A,0.0524725108112656,-27.97060299293861,106.9728092039105,0
Black,40.31516699054053,-30.696638213124714,-89.77925733082593,C,A,B,-83.61403843301521,D,D,A,A,-145.84794761389054,-182.3080574593857,-98.37478213456727,0
Black,163.80454987084553,-56.03495903540272,-149.8555094647999,A,C,A,-49.05730021995595,B,C,D,B,-159.71474731338463,-26.39292354152907,-76.11639094069417,0
Hispanic,-144.0899479692548,223.87101542207378,39.36139257794864,B,A,C,95.87286766431656,A,B,E,B,-87.54504393613401,-46.060039649860876,56.29016063193107,1
African American,68.743430084712,26.528527978261334,-135.16015748787828,D,E,A,-62.36420671135252,C,B,B,E,-105.89946556025119,210.00047181111677,-31.344424081215944,0
Asian,-56.371123739565945,-66.02487950262251,77.09093898328373,A,A,A,-61.95358148512858,C,C,B,B,163.27778302492436,-24.53254779587685,-22.56472719194236,0
Hispanic,100.26102293586914,-9.65739090528404,79.0797140408414,A,A,A,-139.30083982961168,C,B,C,D,108.00656721708182,-74.04748743995538,-121.07831325345157,0
Black,99.02665730073143,-34.47700940435256,31.09903603212554,A,B,B,-174.17876148915173,D,B,B,C,12.431129931138255,143.98507318014487,29.111324409879074,1
White,90.71942269572689,81.81938063753499,-167.3526444786331,D,D,B,225.71148160080853,C,C,E,B,107.51567028951963,108.05037514919202,-77.53969222637639,0
Black,-11.42507396621754,82.06744207530461,-182.06729399508885,C,B,B,114.08144770167586,A,A,A,C,-107.23518355924601,7.108994366358187,-193.39237932581398,1
African American,96.16727969731002,156.54669892761254,-132.80333881158595,A,A,A,113.02546177314726,C,C,A,A,66.42541849144573,-26.222147775482146,-73.2463262559981,1
Black,48.80649330304757,-19.179654523331486,47.695269799485146,B,C,E,64.8040797871181,B,E,E,A,-81.48034668729031,89.45882008601703,-28.445249721139433,1
Black,-37.48468357239686,28.108022703711725,-7.251653830231719,B,D,E,-126.92032518035965,B,E,A,C,-152.922902460858,223.93021983964326,126.59033993021738,0
Black,-65.2816881074677,-152.50602278538932,19.50623358192929,C,A,A,62.507526140892466,D,C,B,C,-68.88009378343664,43.85708143940774,-83.92729793738974,0
White,-62.23417667960671,29.044144094528708,-95.4957886800453,E,B,D,-54.78053663107445,E,A,D,E,-25.393310110881995,-80.83629863224867,-9.414976416034234,1
Asian,108.41681554930153,116.52305414082545,-17.41685465062933,B,B,A,95.12960952790026,A,B,E,D,-4.190342615611332,134.100447873947,19.966738641664303,0
White,1.7482526621340682,125.59975494741458,132.83146542918172,E,C,D,17.472839757008867,D,E,E,A,-54.431811759473426,160.5939603070859,18.54777207897285,1
Asian,-189.4705442446058,-6.057521329818984,-101.0858414845291,C,C,B,-165.17721784410693,A,B,D,E,149.55572420164634,109.8828833915871,184.40080304184104,1
Asian,99.39255953789784,106.21617097156128,104.82707095245331,B,C,B,127.6318029084382,D,D,B,C,-20.337002074253128,-125.16757183678926,3.0657642657708823,0
Black,51.506093797686184,77.60633479306271,-14.258926706641608,E,E,C,50.9927960367732,E,C,C,A,-39.286088345151235,141.89271572424212,1.88002227241633,1
Hispanic,37.86334637579803,22.27581586911377,56.38321639145879,B,D,A,-142.5043893264722,E,B,C,D,-31.80495663983116,-127.84775525895876,-148.7746150063565,1
African American,-138.6142976109,-135.00529751172158,-92.10590910523753,C,D,D,-278.5765846134233,B,A,E,E,-157.1957931187929,-60.93535426915165,35.49557901726422,0
African American,139.47765048079637,85.59182546970364,53.564859664388074,C,E,C,-79.044715692958,D,C,A,E,102.48923010753967,-6.007827601865466,-74.52197270932434,1
African American,149.4636500028895,-135.9186524778614,55.453063624474716,E,A,B,-24.46280316751427,A,E,D,B,131.59991292821272,-1.6646540495792976,-52.80797272279967,1
African American,-73.0768253613417,134.94872136010494,-60.91269154578293,B,A,C,-2.691685542001162,D,C,E,C,65.58182748685692,-12.581285087551406,121.83518602715513,0
African American,-3.9045345381852092,7.911145434419778,65.83468818287648,D,B,D,7.995555831437126,C,D,C,A,-9.308922029185544,89.19236794263759,11.875823469288102,1
Black,186.5230670900846,147.85946761787417,-42.700461813826905,D,E,B,150.0175667348709,C,A,D,C,-27.904390595745255,-247.4958012406717,-27.299217316160053,1
Other,-154.00616482454112,-155.8452903276474,111.677164724359,B,B,D,-240.36208138579528,A,E,D,D,75.11088216733904,-41.770670743940094,14.647587576679722,0
Asian,-280.33819087906994,42.284377871597464,90.3844731871029,C,A,B,-22.57176438901541,D,E,A,E,-98.89341816094324,-8.56320832996174,-87.31120552839869,1
Black,72.60609987832007,94.36260634968282,6.0379715116527715,D,E,B,45.929532311019514,D,C,D,E,137.84611831420952,75.12863272369995,-25.480335384505494,1
White,-42.04229516371771,-113.63463923318184,86.94997260996075,C,B,A,58.441764698416186,B,A,D,B,-43.150085573635884,-3.8431788271114167,114.74639336462396,1
Other,175.92173265955523,-31.3929181958089,118.78133927505836,B,B,A,-214.01236434150695,E,A,A,D,123.06394071999918,115.00961961561285,-84.94799966887525,1
Hispanic,25.748187181960684,160.27463034602377,-17.375411407573097,E,D,E,-16.289224656121892,D,B,D,C,-110.96772224383919,-185.9701523323603,-117.79373375584123,0
Black,265.2634743726248,147.16172293555493,17.520289347346516,D,E,E,176.41480666686192,D,C,A,D,39.09796920222926,21.41309485849943,-68.84535630158457,1
Other,76.52954796328723,-157.8403803844404,26.70344167958289,C,D,D,183.99948876206759,E,D,C,D,-13.889524739994515,-10.16859192358787,-197.97555616136808,1
Hispanic,122.96375444406334,-85.11742410210692,19.06618803532619,A,D,E,-84.18790742174468,E,D,E,E,-165.37966326173006,-17.24611850907456,94.88470758007132,1
Asian,-219.22553195780918,-65.58961166246355,-123.7988809493971,E,C,C,-19.032468612255744,C,C,C,C,26.024278097398266,-189.20922377801224,18.4520470891903,1
Black,-45.009364474633315,-67.97186600614567,96.07821986696509,C,E,C,-111.73723382991372,D,E,D,C,137.4392538129001,-129.29137341676002,61.076941174749976,1
African American,78.4263264809415,51.4414841484231,-85.8597816908786,C,C,C,-111.86506028403467,D,B,C,C,-17.79097097177441,-10.622283325161286,-164.80913369934035,1
White,-113.17046437889861,38.94911083749253,-5.924711825621029,A,A,B,-106.08010975990916,A,B,C,B,36.99969113152332,38.28994565484389,83.69430092267784,0
White,-81.11675523032065,115.91758760770267,-295.8573818185001,C,A,B,-4.413506667372244,C,A,D,A,99.49407436731597,-128.11060930821114,99.67620479136806,1
Asian,15.079708397819621,91.06767388450582,-154.97075793816316,D,A,B,-88.39592885365202,E,E,D,C,-83.54980258619909,-78.66656338593098,173.09890945585485,1
White,42.11476859393225,27.03598469387342,18.89217072211625,E,E,D,-57.77977641543599,A,E,E,D,-38.656900178555674,62.058132978333425,-220.37264096123187,0
Asian,-5.226730914845338,-4.629267739757687,-88.43258944591382,A,B,E,-53.33713663880254,B,E,C,D,-60.52670151755438,69.02205370461985,41.61014675996541,0
Other,-94.90771310274387,241.38492133729565,-128.98134987437084,E,B,B,17.042830101243958,A,D,D,E,1.011530550949032,55.55966547754467,39.79421529904647,0
White,131.4539009832815,75.01521336750146,-73.7426409560724,D,B,A,113.32629950085253,E,C,D,A,144.00447926784338,-39.45586760770108,-44.335653472974776,1
White,-222.50077765902273,159.9166565169906,-186.92705048490976,B,D,B,-17.853878915075324,D,C,B,E,-30.094723881329106,189.62561630111637,115.39320162232487,0
Asian,161.16269025702204,181.40450615332492,-10.566907159803224,E,E,B,-162.48452025295103,D,D,C,E,-225.6456977388156,48.48795439756437,-96.96722241182886,1
Other,86.74331894178182,-39.87516457473044,24.6382945385051,B,D,A,6.887715380374994,E,C,D,D,-24.837811042349486,56.159326699109045,86.38857268871689,1
White,24.401386417405206,19.468587139597645,-11.306272287884656,B,D,D,-42.0742750366132,B,A,E,C,-90.88899685331008,-131.0355341903917,-75.2434406924711,0
African American,132.91754297813404,65.93649004818867,76.30508233039525,A,A,D,39.18280378773254,D,A,B,C,214.7701465183327,-81.78554365891449,-3.4856215891667603,1
Asian,36.58061601187255,93.57986008307113,-14.680634049823599,C,D,B,-4.024225812593302,E,D,C,A,38.681910981271116,-129.0180382701996,246.9314058230453,0
Asian,-15.168902602794901,127.86331725136324,-54.5559190738376,E,E,E,67.26638116366388,A,A,B,A,-15.005507407185034,-8.948209724737994,21.190412089517576,0
Other,33.94658972565433,106.67409999478225,-51.835940498412604,D,D,C,-68.72119914372725,B,D,E,C,-68.38975522157801,-44.66847672177201,-41.76650802552905,0
White,-55.890007041511645,11.418252728575785,12.740242544659894,B,E,D,95.4298402096808,C,C,D,A,35.435848984161886,59.67696367635724,-159.46605825147466,1
Hispanic,-111.01998808955568,66.6688725142599,-31.792055183823237,E,C,A,-132.59847298537218,D,C,D,B,-145.74655450319028,-116.62872434676241,-26.631004940465235,1
Black,3.330851815807698,74.10777278770291,-100.6656338436705,A,D,B,71.05686647287524,A,C,C,B,46.56373218090417,43.74649115771609,35.396283984940666,0
Other,27.76951303936515,-29.307174871746845,-64.77910202887894,E,C,A,158.95915072255303,C,C,C,B,2.142441626072388,-239.35474679540403,-88.7918197150876,1
Hispanic,-62.17312248122647,26.698072461135634,-113.06514081141313,D,D,E,-190.6877936425172,C,E,A,A,50.76142882102012,-65.73768138851229,265.801474082229,0
Black,149.17778618477053,-2.932334310801387,-167.45852180334626,B,A,A,139.78829008652505,A,E,D,E,-126.24728377607582,-112.81022617097491,-140.75727553387307,0
Other,23.758572095726613,-104.91906604705665,-55.31580400330864,C,A,B,173.49093991082256,C,A,D,B,161.03892027485108,-106.99673951961476,55.12261768568993,0
Asian,-134.27129289512695,84.6706768173719,15.545536233711555,E,B,D,28.86298883306858,E,D,D,E,-47.104679830647086,-84.22673879877654,9.3937262518758,1
White,-137.14920941238736,26.022544571841287,-97.48172071698013,E,A,D,34.79465824365875,C,D,D,B,-94.29448962989626,71.27494755157186,-53.72194103989203,0
Other,44.65837398279702,77.80586454194567,-11.008987907853967,B,B,B,-179.21356667186004,C,B,E,A,44.32570389150585,142.86549642852216,7.3972841891948695,1
Asian,37.178829547715345,111.10357088760874,27.67180731708373,E,A,D,-32.45971363438748,C,A,D,C,-97.82225521680442,31.617984652210545,57.69310387390353,0
Asian,-112.79197152272324,-106.13060391049554,13.93157853179715,B,A,C,65.49753978140754,D,A,C,A,-57.414401233328704,78.57059514417604,46.531978066338084,1
Other,-125.31138091426834,69.19263838931798,46.28223235301281,D,C,C,-14.050043373615805,E,D,B,E,43.85851478246156,30.15288246486163,-159.56880553394913,1
Black,-65.9442722963446,-116.1089519770649,221.5834606249023,B,D,D,107.15372436197337,B,A,E,E,-26.04082396674522,3.1637235775195385,70.93838875723968,1
African American,194.5465268350246,-36.93099149441196,85.77731421784362,A,A,B,-221.5099858398206,E,D,D,C,-45.646344655336,-34.477579296684915,55.010997220203286,0
African American,-224.68652293639462,-44.91283660269621,65.70290907104985,A,C,B,-4.153390424725003,D,C,B,A,229.84069840991143,166.7860988761482,-55.536813056184585,0
Other,-5.10838103722571,26.337319666425046,-27.510644623015168,E,C,D,-42.852727242795986,B,D,C,C,118.87336064717384,-64.15560648343425,-143.10035833592792,1
African American,170.77475719650604,-134.64412884448603,93.25164625071405,E,D,A,190.51766217477194,B,B,E,C,117.1620935192227,3.120809922628838,-113.89812364481548,0
Asian,-3.8739671926230903,16.62428343843681,130.19417010002272,D,B,E,63.880584503194015,C,E,B,D,104.26955313970502,153.13644799656774,34.31054321575509,0
Other,99.44139589799113,2.007533497280974,93.0184311686064,A,C,E,119.66989494600004,B,B,E,A,37.378641140507725,40.18662665469688,-31.082068872961777,1
Black,124.19565449876863,159.01724496000395,35.75476814178338,B,E,A,-10.87356422453712,A,A,B,D,-68.68119823232318,226.71777360948383,-7.475832251661356,1
Hispanic,170.25601255972984,6.223239252289075,-45.939841770098724,A,E,E,1.2798800253990823,D,C,D,E,-181.33041498063145,45.78627749781824,18.70373211455153,1
Asian,-22.022653159177434,179.49616999232285,120.80523040003202,C,B,E,81.39025428515849,C,C,D,D,-112.63741224039572,-16.992386763842926,153.30761981913443,1
White,-95.72408006786651,-75.5829811514013,-102.16935976224076,C,E,C,135.78755642429238,E,E,A,D,32.65739278923718,84.99674078922739,106.94211045299153,0
Other,-256.63496822137483,-62.87821117103655,96.39955875801066,E,D,C,-6.769629382696641,D,D,C,C,87.12099547291228,-14.993388970212798,177.44077982670805,0
White,83.65451119636195,-17.28685736323748,30.702047540173123,A,B,D,57.50889682384629,A,B,A,D,-87.89792487616232,96.67272014786639,105.67240464748863,0
Other,3.929566900658269,-153.62125305462973,78.62705279808566,A,E,D,-30.4309505294568,A,C,E,C,130.5857054442859,-65.39361216281834,-91.84598398904708,1
Other,23.32565395564823,17.587983755309274,-32.21802922458931,C,B,A,202.42518953616343,C,A,A,A,81.45956634018253,120.45073709154327,-27.107954251472215,1
Asian,83.12896841809525,-83.9926476770733,69.98295160762501,C,B,D,-86.840600782264,B,D,C,B,69.94491800716173,-69.7857702291766,36.90162796126703,1
Black,-95.45121322562514,-1.5411647025640998,104.72087945248374,C,B,A,183.07271849616043,C,C,B,D,-199.18293438808118,-39.422734184860694,217.0626664683528,1
Other,-45.15170809992135,-136.02138964278294,67.82319055417517,A,D,B,145.75755627615303,B,B,B,A,92.8975512191651,-81.12272638556517,6.177292388447689,0
White,155.29612232446277,4.215510431953697,94.73065223759568,D,A,B,180.8101013650773,B,C,A,A,-215.27753438515953,146.75616156460458,-69.05732154210932,0
African American,-52.676815580885375,-127.19969842981756,95.84791220592628,E,D,B,52.86745083564938,C,D,A,C,-215.02652049845835,2.574984542053169,-134.3866055098609,0
African American,-15.00735288249569,-207.6826654208596,-9.989159782199991,C,C,A,15.829539898942219,E,D,C,B,47.97619701129726,62.388286543193814,-110.3199224818183,0
Hispanic,66.64130155747566,-16.601001280094824,89.88010468440712,C,A,C,-4.630962222484435,E,B,E,C,99.60813935109314,-59.759419684432515,10.127717265914974,0
Hispanic,-189.5050569612809,-117.05944272511685,19.01800109361707,C,D,C,149.6043267526901,B,B,C,D,-92.35935071998748,48.24989307405379,5.5948017963479915,1
African American,85.34758548642975,-19.298534409027834,116.58981608044469,E,D,A,86.18317557620041,C,B,D,C,24.115797954196648,-140.99042973735502,49.40591695614629,1
White,56.651749785588876,-36.291910239192525,-51.32900381474763,E,B,E,103.27999380292448,E,A,D,D,49.796804431903006,-42.45350632999898,-90.31555936838991,1
African American,-7.5687028196092045,44.649827945018345,108.98857208846866,A,E,E,-132.72805363075835,D,C,D,A,12.81371201016867,-111.95456338414434,40.35425897959863,1
Black,-71.73122674095286,85.64854522011125,54.79918996970622,E,E,E,5.2761725368321,C,D,C,A,-4.850559635920281,-52.617064266372736,-141.1030296384347,1
Asian,-120.91041748887916,-26.229072974119777,234.80666545427118,E,C,B,-45.335117813701125,D,C,C,D,42.69687847979336,-194.2821355598838,13.30976369268591,0
White,213.8454177183982,-143.64610182556953,-0.7704924375392765,B,E,D,82.6524131718341,C,E,A,A,-32.86008564780545,167.78257688232551,74.98526454076911,1
Other,28.69960545121782,-53.35989118870684,106.1525392641615,C,A,A,82.11500928987424,A,A,A,E,-127.82345663697868,85.53928549904703,57.05287070849575,1
African American,79.19066434940741,10.050277368736324,-21.164951979963217,D,D,B,-39.889785692978855,E,D,E,C,182.42897843165107,-123.68159251112046,203.9368176276425,1
African American,67.31491976980504,-204.38634339744334,-196.6616439153252,C,A,D,104.8763291853514,C,B,A,B,-42.25057502305698,78.01251809051817,-17.118420602495622,0
Other,-69.15886150671969,34.57112930640022,-40.61360154645675,C,A,C,-109.06631709539487,B,E,D,C,46.91533109252234,-74.10343243486555,-1.1476019997820148,0
Black,-68.3217278273999,-148.78566362658094,-8.255525651455258,B,A,C,-11.190921025432573,E,E,B,A,31.356804705083746,50.891784973607734,75.65273126250376,1
Asian,88.60891620160335,88.75257553174762,-76.08275078111902,A,D,A,-12.50225869299808,B,A,C,C,57.70033027351531,-11.492067624201553,43.20295482935513,0
Asian,70.31397448854543,-101.71553524396879,90.0878643513384,D,D,B,-6.250318609116949,C,C,C,A,-122.45565184977283,-114.3996481053603,67.43752956438412,1
African American,-268.98683939129137,-122.5090944081903,-176.4150130337709,D,B,B,122.18085979986262,E,C,C,D,273.1265879809438,135.2023058788134,-36.8177955352588,0
Black,5.893508703445991,213.96143167590554,82.33312795588861,D,D,A,-12.935445688380184,C,B,B,C,89.08077432855936,80.375562330706,-55.00416782403098,0
African American,-19.079095755482157,48.376756147570404,3.1733469160087164,E,B,B,-18.740709899708104,E,B,A,A,70.04711250257759,59.3085443150427,23.109997191499044,0
Asian,90.40945757480323,-180.18522975334577,-0.44538254063047333,E,D,D,-149.55819943569153,E,C,D,E,-80.24404750067202,-27.62936169109187,25.596484474508024,1
White,76.48458606863221,44.641703761279814,39.25556411318437,A,D,A,-124.81522480735583,A,C,D,D,75.9771832269896,57.12371722000926,103.12105389836145,1
White,-16.016271398778994,-147.916127220547,134.57145104455418,E,A,C,128.53363913197052,C,B,A,A,-30.489342153690792,-2.597397441695015,-67.7326174983092,0
Other,-122.3767956783281,97.52656081443678,168.41151941820553,B,E,C,-78.8838671882803,C,A,B,E,-63.61560660212998,106.93608456276269,43.622061193124665,0
