age_range,handicap,Nationality,marital_status,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
36-50,Yes,Brazil,Widowed,76.61896223080869,7.612344605265661,16.69115355331241,-11.580649379496641,C,B,-37.90670208071823,C,D,-23.635619448597787,-241.9548379669609,31.23388041039135,E,B,E,0.7529262305800785,0
18-25,None,UK,Married,111.3545229058692,90.2018882208962,131.24833439039548,61.19508819302344,C,D,45.07045571693485,E,C,27.71827105401399,50.216332406835186,83.01374082148618,D,A,B,-20.29839336644886,0
36-50,Yes,Mexico,Single,-17.79066547232363,37.00448459642552,166.57277848478708,110.9012199071094,D,B,147.29677858088618,A,E,70.72287071365083,89.90878081005395,76.21836072890471,C,D,C,12.094170105426226,1
36-50,Yes,Germany,Married,48.89629532102246,-59.75590788744478,34.93568183996072,20.725607655499388,B,B,205.0185989432308,D,D,65.13291565000068,-50.05413551273313,-22.113837251019394,B,C,C,35.97223912796109,0
36-50,Both,Other,Divorced,75.02463823097186,16.698796497748052,-51.19958381748625,-37.78789482053944,C,C,50.42975200905047,D,C,62.95263211627772,116.20808461505219,-43.1156586206004,C,C,A,-144.96062503136577,0
36-50,Yes,India,Married,-29.618657206017428,167.23908899442958,74.60376147364921,-40.7921526468208,C,D,68.81951080212208,B,B,-35.95553324645348,-130.33880477738157,110.07139923476626,B,A,D,31.891868267022083,0
51-65,Physical,Brazil,Divorced,-191.6728190317846,-208.6910478938211,-38.56762695897199,6.388093340550912,B,B,-98.10618972233928,D,A,18.831015974546798,-87.42291951592055,40.70529857233574,D,D,C,-13.770940151678545,0
18-25,Mental,UK,Single,188.12609925894986,-86.9507217902186,43.121725728456404,13.664984726577762,E,A,-5.545071568304116,A,B,-43.270061129214874,-125.84367128137653,140.49905425320435,E,E,C,-11.832063053204706,0
51-65,None,Brazil,Married,-20.43995487731814,13.69609629528295,-71.63073065584197,-33.54513900607369,D,E,170.16306034498297,B,D,-51.15463242025739,-135.18681248173405,-17.43174115081243,A,A,A,-10.291364872832034,0
26-35,Physical,China,Married,96.56592777281625,-35.47896226060395,147.61262440874148,-174.23089846834424,A,A,-216.24072329708235,A,D,-82.05259591458913,-2.1212744489727693,8.762062884611062,C,A,E,35.024955553120016,1
18-25,Physical,India,Divorced,140.38980806973746,34.75469951293532,-61.26229001054282,83.87950829528796,E,A,70.46374214056276,B,A,51.81760194435333,-177.38918996363947,-158.56513185828865,B,A,D,-109.18025908030717,1
18-25,Physical,India,Divorced,-45.40823287369283,-76.00371197090847,269.0667539389752,-39.23155624391264,A,B,30.662275263071674,D,D,11.211146168881859,111.06970810723257,185.3334959594264,D,C,B,135.0670194496495,0
65+,Physical,China,Widowed,-28.855146372000263,125.38283316300148,41.69626068724603,55.42886273958221,B,A,25.671501344561083,C,B,113.057947523222,-9.034407339300053,-39.43453225417125,A,D,C,-63.1705916833183,1
51-65,No,Brazil,Divorced,-13.690736009948811,-43.95653211183531,169.06773271511466,145.4213522261655,A,D,-63.65434357615596,D,B,-82.63382802634072,-15.46162436208706,-57.397868408411824,A,E,A,-64.14164262368584,1
65+,Yes,Other,Married,1.794744665204177,-29.50360844424954,118.06044773053411,32.82748797184995,B,D,-10.62287916822538,B,B,116.40546408472565,49.834379093083285,-126.43427761826156,D,D,E,-25.977873169323022,0
36-50,Mental,India,Married,11.551468578433024,-103.02869756001753,109.43611167573482,137.9589785581435,A,A,-35.87032808935249,B,E,15.703336392938136,3.7612189208391307,-21.22112767561248,D,C,B,49.22772832587359,1
26-35,Yes,India,Married,81.94336884688056,-44.14316497121375,101.65109846369135,-208.5989600673717,E,D,55.3398470791114,A,D,41.49649170948966,48.247318057203074,87.12688429352413,E,B,D,68.51988754061428,1
26-35,Both,China,Widowed,43.36176985257522,-52.34688504645798,19.637401549734605,10.258555037832814,B,A,-0.21997301850749199,A,C,76.24452291267352,55.7612665123139,6.191441545139534,D,B,E,91.09879281628194,1
36-50,Mental,China,Divorced,-165.36563558548985,-64.30314425877025,-76.33169584970769,-79.60385594386553,D,B,-243.4614342137472,E,E,14.088236548143618,77.203353747928,36.56942072812186,A,D,B,51.211938522453046,1
51-65,None,Other,Single,-79.53760086049475,-84.20442015695353,11.07655138454396,73.92088801066839,C,B,-32.976062477062115,A,B,-107.45067345558279,35.31871328122638,132.10912533249822,A,E,E,-156.62298733001313,1
65+,No,Other,Widowed,-4.872290292195096,160.42792179368487,-122.20543460464741,36.92011819228691,E,E,168.16003134280157,A,E,-47.669509003443835,-91.2652344211468,72.47503053978292,D,A,E,-69.55564749672651,1
18-25,No,Brazil,Divorced,195.89147285770906,-51.59207078884044,-51.01402895395712,-111.92499708725833,B,B,-56.22686989383852,A,B,-29.452517429658716,88.83697204668867,187.1499209502245,C,B,A,91.04583932137432,1
18-25,Both,Brazil,Single,29.386625238866017,-50.552178237048885,-33.26027287568912,157.69585566785616,E,B,-171.54720072754884,E,C,45.83052103040557,-3.146111138140515,193.03349677521908,D,C,A,66.02080311863486,1
18-25,None,Mexico,Single,-44.47161004213082,66.64453329462737,-94.990476167872,-0.05318633367611466,E,A,-160.54512930039195,A,A,-70.55024392205553,63.679504893970176,-147.0694551642134,A,B,E,-37.9222946676129,0
26-35,None,Mexico,Widowed,-51.577871444282074,108.51668540496635,-23.208424468431197,-167.08707705593292,E,A,71.86663444291484,D,E,56.11813124577192,-55.7423168262671,-146.62484144270417,B,D,B,27.52033750206433,0
18-25,Yes,China,Married,-5.214232429223234,-115.40379567980688,-179.27823657545045,-1.7048591185426756,A,B,-31.431379874325533,C,E,-49.668069236773995,-1.205429885829061,-147.80907010003858,D,B,E,-295.31379065722405,0
18-25,Yes,Mexico,Widowed,13.919051275176066,-44.132631841030886,5.2006864345470545,-151.1164315125805,C,E,58.900569812655554,E,C,5.8985942463712,48.9607138508811,27.999790062554915,E,A,C,198.83772764617257,1
36-50,None,US,Widowed,48.03949370885564,25.66323069024334,55.23030708096777,128.1828294165625,C,D,176.4742165320533,C,A,30.84095016836906,56.33301230031439,-47.29660533207746,B,D,B,-78.21905749213886,0
51-65,Yes,Brazil,Widowed,-139.85523158746182,65.24966887893216,95.19044437555537,-7.517996136998317,A,A,-49.84590743254423,D,D,-101.32334801775762,-80.37269340810349,-26.841579834155414,A,D,E,2.500442523706483,0
26-35,Both,US,Married,-78.85737462042658,-22.9858426053496,-69.26797690392699,76.68923077252113,B,D,156.86577175500696,D,E,-191.48969137594742,26.504559171822528,-12.245783946186677,C,D,C,88.60252134282777,1
26-35,None,India,Divorced,-67.49718211129766,-106.71747675798345,100.62378323161094,56.02793744453616,D,B,-274.94360389622744,A,D,-14.934456919326413,-108.67775002052342,-108.3310040891917,E,B,D,-133.45020841968665,0
26-35,Mental,Germany,Divorced,-15.90279641110939,66.88850333670469,-188.86434132134679,165.30188632750506,C,B,18.313920554788943,E,D,-41.01274198191586,-17.568826619601303,42.16369888140875,B,B,A,-20.717977739032435,1
36-50,No,UK,Married,-95.4765950993287,64.06637146884626,40.620787163821,95.31623502125063,A,B,33.58253421009035,A,C,-38.0731142647396,-139.41449005682463,-11.224234571596359,D,E,B,-12.16777773257533,1
26-35,None,US,Divorced,101.3498952666294,-38.306491954331584,94.30240718855742,68.44957187248694,A,A,22.64776534392602,B,E,82.9727194402055,-130.83889344693793,79.59852777244262,D,A,E,109.9168351439362,0
26-35,None,Mexico,Widowed,115.30536960252911,98.09211977494718,27.248579662794498,-117.11383249742305,D,D,102.92919766151134,B,D,98.55942163378451,-42.30011274725294,-93.62321388408826,D,E,D,-78.29114589094401,0
26-35,No,UK,Single,-47.76027215217055,124.5708175614616,172.08560067770915,66.1504674316662,A,D,-73.43330237689366,C,D,4.613765930495084,-68.06769121835933,-58.92896107047842,A,C,E,94.45833157875029,1
36-50,Yes,India,Single,-127.76338345793603,34.54527058936625,127.87814184715288,-80.29350506428122,A,C,49.07017576976596,A,E,73.97158769264063,-92.52742007665408,138.65675760814378,B,B,C,85.72430100150258,0
26-35,Physical,Mexico,Married,-81.0044492843992,-46.94582793826967,-71.64327818074872,64.73885191107081,E,B,97.24182386610492,A,E,4.331730092209131,-38.746715239037535,33.282588414549096,E,D,A,-74.49225172730215,0
65+,No,India,Widowed,50.64084042197212,-89.74565404143256,155.6103723611765,49.367215687580845,B,E,24.648901864924536,E,A,-241.67630237821834,80.02022340436956,52.04748037724849,E,D,B,-96.18724546430525,1
65+,Both,US,Married,-39.15104717088844,63.44393584148704,-10.896607917954244,-16.478489764532558,B,E,-139.4646173175245,D,E,-65.65504717932915,3.437791699252208,1.66635521759642,E,A,C,3.1276580194450245,0
36-50,No,Other,Divorced,19.46239442420745,-63.80509204307796,-77.38778040733273,101.9582933836102,B,B,118.61016765383081,B,D,17.80610397326734,28.397531788949383,-27.731800393342603,A,C,E,2.0564115021615326,0
26-35,Physical,Mexico,Widowed,10.515709562278417,-62.54396041696004,94.9003004719491,15.02691522295734,A,D,-3.7138921322048666,D,D,-37.75551452584671,-59.52941533118285,-93.17646539914142,A,C,C,1.8111228961676111,1
51-65,Both,US,Divorced,-16.286557816709188,-148.2439333342259,92.75340924332738,-22.34528258145902,C,B,23.75333322424419,A,E,46.62040387411207,99.47976492749694,87.25163673527987,D,A,A,-112.37247852613785,0
36-50,None,Mexico,Single,-176.36996981206977,7.253046758600116,5.452779429247389,-132.2206834144977,D,E,71.91255846989542,E,E,116.28918594388557,-27.57593706922857,-178.15808093877462,C,B,A,135.27551764830807,1
36-50,None,US,Divorced,82.50647608028416,75.05444123304402,90.81163404978594,-16.790190823118444,C,D,-131.64413009507666,D,B,34.291837471734574,-55.45273679622377,-69.8445965906019,B,D,B,-12.68355323617391,0
36-50,Yes,UK,Divorced,140.3141308092364,3.9491015592226826,-42.90553471939019,65.7134761399964,C,A,-193.87820986045355,E,D,-88.75116715247223,-323.6392319227695,81.95640350583078,C,D,C,-8.07110917910791,1
18-25,Mental,Mexico,Single,25.60913305420679,123.45846846098394,90.81854533869598,11.370378869020355,C,C,-38.513635130191886,C,C,164.50241665028517,119.84829071452138,-55.37865513290738,B,E,E,-64.4066234439401,0
51-65,Both,India,Widowed,32.65834163946232,-91.26916171938653,-77.65452166443755,1.1805086387711445,D,A,99.5680238628426,B,D,-6.383405390881712,-103.80431072923493,110.75835745495365,C,B,E,36.1669023672984,1
65+,Yes,China,Single,-185.64607569155493,108.35140974303343,-30.91893120617879,-94.04600104842484,E,D,-150.3483362405681,D,B,55.563809770059194,-9.934984240653725,25.077270205108032,E,D,C,72.8240140093957,0
36-50,Yes,US,Single,-71.5579019426992,57.34781571608513,209.83799899213233,66.66946851827498,E,E,-138.4082236678009,D,B,-3.534255258177274,45.81517743411934,28.076719286071604,E,B,C,157.55979858395375,0
65+,Mental,Mexico,Single,8.223470051480886,-82.0011854980528,21.49647613473292,39.21627701419485,A,A,13.025718539152594,E,E,62.37695396636605,24.176697739966787,90.59291820209502,D,A,D,107.69033969257961,1
18-25,No,China,Single,-117.00668388318363,44.30353426377444,-112.78918968501775,-109.56638448120006,D,A,56.31536042423034,E,B,81.99100217710019,-104.83679175137051,136.4861155855264,C,C,D,14.929686165983194,1
51-65,Both,Brazil,Divorced,44.48740435220563,219.14782792513478,116.20708956678286,32.322918766879305,E,E,111.95758102918198,D,B,212.60454122324182,85.82822948774565,154.71478819107097,D,A,A,72.70774360216062,0
51-65,Yes,UK,Married,20.937129533845347,-41.934319991221166,-179.7733404647675,-57.04628611726873,C,A,1.3628954092916763,E,D,-36.44676173033993,-50.2491780316196,-126.27228962631554,C,C,D,-157.2776884618442,1
36-50,Mental,US,Widowed,137.15701033257034,-189.22350228577477,-110.10200414192354,65.10126290737824,A,D,31.51298688598361,B,C,-39.091467345439064,106.3723422680725,-19.718635625010023,A,E,B,-30.669410586113553,0
65+,Physical,Mexico,Single,-72.06154997214988,-81.74679791276483,-20.226549373420195,-63.18924184847702,E,A,-23.948603324932797,C,E,27.81490579435046,-69.09912539128175,55.640318886938644,A,E,D,-78.62580334577731,0
26-35,None,US,Married,68.39419784940345,120.43814203554362,27.24866016923515,-63.07709429218327,E,A,10.727548624482973,E,C,128.6148789210135,38.18513163443305,277.7006160888955,D,C,D,121.29239386898725,1
51-65,No,Brazil,Married,-13.434758954608025,115.25837556003748,-237.2367810532404,-56.28939315199843,D,D,36.57942016192596,B,C,-29.60140303493362,-94.93362953905456,76.97092557671661,D,D,B,-7.091363376840457,1
51-65,Both,Germany,Married,84.33686183163674,-150.20464232392024,46.32689202624406,147.16429413115426,E,A,14.885346255722954,B,D,252.39166059453657,83.03834623896594,60.561130115963536,D,B,A,-147.36545984380655,1
51-65,None,India,Single,8.159457737972534,-48.64998833517738,35.74166706828351,9.53908017961895,A,C,53.49535272861304,C,E,-26.717136081390073,78.85540470211669,-90.2402147981021,D,E,C,8.943389828133952,1
26-35,No,India,Widowed,28.833130110825856,-28.465614690921083,-56.57215031394568,89.7581252986428,B,E,38.61890892843017,C,E,-30.692471758767276,39.969533333081706,-43.0983384013004,A,D,E,-18.357724773177512,1
51-65,Yes,US,Married,-139.84300793442955,-58.44855884673096,-20.045220296298712,-72.23670949108885,A,A,138.53826115768345,A,D,-24.09818525175268,36.80001897670188,-0.5149706284925143,E,B,C,-15.544310811940862,1
18-25,Yes,UK,Married,-32.93991297863431,9.521879610247948,-104.77816838601353,-167.03776500529585,A,D,112.54063719932562,C,A,3.5111885618472574,135.5807026386288,-29.208991541334754,E,C,C,218.56915168264158,0
26-35,Yes,Other,Divorced,86.49218217441901,-211.18213397538062,-9.012693632451802,-78.06916976400909,D,C,81.7533533618223,C,A,122.37951918620213,33.400778712061175,66.33852908350289,E,A,E,-51.168607541828194,1
51-65,Yes,UK,Single,23.50557195631588,-41.77561311093332,134.85658577543776,120.27624997943246,C,C,-207.18585077271499,D,B,13.268025545082654,195.29007610325007,17.120980299480664,E,A,D,-188.03597740265047,0
26-35,None,Other,Widowed,127.84294536001084,-59.811469663640196,-77.02424104386566,139.3450608936783,A,E,78.2027293057108,A,A,-218.36483706841423,-35.39658813784697,3.9254845395913964,E,E,D,78.3757435415348,0
26-35,Both,Other,Married,43.915431932508206,-10.288551643614644,21.111309334812,-23.06684308889989,D,C,34.65851927650064,A,C,-56.10033751636633,-218.53251661845556,66.18709843599514,D,B,C,93.50193621905703,1
18-25,Yes,Mexico,Married,37.11417173636348,-123.5640461294435,-28.909292176031816,-62.12670672801046,B,D,44.609650733022455,A,B,-122.78184730357921,-38.34445192809652,-286.3491952041475,C,D,B,156.10858950057755,0
36-50,Both,UK,Married,91.52542408573979,19.246147431755638,-243.77860749893722,55.79835930910521,C,C,47.787593015882535,C,D,149.4303657281114,-59.457411284576445,189.16478403550965,C,D,C,45.67440569176156,0
26-35,Both,Germany,Divorced,19.363062974970795,85.94637671941778,325.88500702575413,-187.28670207909568,A,E,-86.33042222930872,C,D,-54.82240364013995,-11.199521611688258,59.76897162967677,A,E,C,124.71921224423537,1
18-25,No,US,Widowed,35.72038858669021,3.048623951758821,-29.51185890672402,-10.791158245553811,C,A,-107.68437610500112,D,D,-87.65740643852013,-71.8775660410161,67.41598871912103,D,C,E,-156.62538867232664,1
26-35,Both,Other,Divorced,130.5003476750211,-34.596615687866574,-134.8109165433305,132.7767015973432,A,A,-26.8089944443162,C,E,-59.690806811634175,-144.88916328456776,202.85263516979327,E,D,A,-83.16539179460669,1
26-35,Both,China,Single,-59.764800512438775,229.39049633738713,-35.41992593549586,-23.68110932594541,E,C,-9.284503320040677,C,D,219.88735330965628,-52.39491082257436,-53.45281543331035,E,D,D,9.74619980127846,1
65+,Mental,Brazil,Married,-7.876959080229427,-92.17258066633946,160.2398235841485,82.57763258036829,E,D,-55.32192949721918,A,B,-115.66954964221196,86.4933326422633,153.28964830957307,D,B,B,203.97624807021765,1
26-35,No,Germany,Widowed,79.91184107054016,70.86706728737563,7.571524712686795,21.9005648328146,B,E,-24.301553270248135,B,D,-109.0319490435877,-61.52798703762712,-109.01392074061722,C,A,C,-56.800576493933164,1
36-50,No,India,Divorced,-1.8752589419776966,78.26580986622493,-18.326814119965327,68.53312843207182,E,C,-77.00345687118538,B,E,-94.26672846513694,-25.114878648546195,-202.6590358979481,E,C,E,-153.35094223098434,1
51-65,Both,China,Single,186.8784494491659,-10.084555640273358,-46.54770817965693,-240.52780705341797,C,D,199.14511194371752,D,D,-96.92793635256747,-32.846864547909824,-44.42019690361723,A,B,D,94.73036695643087,0
65+,None,UK,Widowed,-220.2379135874935,-33.05531217171388,-0.2558146161999272,-24.88124833560173,C,C,-28.53694708429908,D,C,116.94958132665441,-14.07399330350503,-83.38008581180429,D,E,A,53.52219605647883,1
36-50,Mental,India,Divorced,55.47333831936122,62.95488777793239,-38.36346077713465,-89.08381476444363,B,E,35.494945453876916,B,C,27.205349993496398,7.177680653966408,139.937656051249,E,E,E,-96.58093015543663,1
51-65,Mental,Mexico,Divorced,219.915986240091,-56.73258149583579,-19.206483843342333,-154.94565899447014,E,C,52.88083793812919,B,A,259.16715024270644,163.22543832140693,-28.92551090527377,D,B,B,72.90846054062612,1
65+,No,Mexico,Widowed,137.38110862118629,7.091675871296703,135.9443347347157,-52.708523351968616,E,C,21.93516927293235,A,A,-76.13707843115127,-132.32456762918233,85.59955643431626,D,C,E,201.51520884802773,0
65+,Physical,US,Divorced,-45.370937020485336,-118.87039201314649,-64.04695903790171,6.577190439378774,B,B,-39.29642131338385,E,C,73.8338294925544,58.160240139955434,41.90897445780416,A,C,D,61.427394288039935,0
65+,Both,UK,Widowed,-96.20180868738683,0.6961859893593983,93.65804242048338,178.6992524536076,D,C,-117.54589503770441,A,A,-105.6353281036969,61.031300726826174,21.21008217871169,D,E,B,-82.75846739942344,1
65+,Mental,Brazil,Widowed,-48.46393698016595,2.649959306982303,89.23450530163649,118.49685426245166,D,A,211.64450719148275,A,D,-44.025788726090084,15.533495834211179,-145.2737482127288,D,C,E,14.030307119766459,0
65+,No,US,Married,-47.185873428465285,56.777841199514775,35.07444241866646,64.9482845335789,C,C,94.7725319676086,A,E,174.89688834628495,-21.31948547741936,-9.471831141659443,A,E,B,1.1822497275281323,0
26-35,Both,India,Divorced,129.05073228334066,95.30779126069831,-13.677435308769601,-5.784947603417834,A,E,-133.8267315159276,B,D,-57.044931272866215,-38.6295507038788,74.64431713432985,D,E,B,-138.95207188838572,0
18-25,Mental,UK,Divorced,128.88773054216512,101.01223817082592,2.490403217288602,-6.758456865033885,B,B,18.94573089067995,A,B,-18.44574983769197,107.54427440067553,-95.61079496311471,A,E,E,-55.476039318578806,0
65+,Mental,China,Widowed,74.72279840767304,-12.692426347976692,156.3084151955272,-157.3058628156975,C,A,11.267212815549254,E,E,-206.2737836845788,-35.23849650509646,9.136477671430422,E,E,B,3.689849865374844,0
18-25,Yes,China,Single,48.908833858864256,53.4947410027731,72.93979296595421,-41.41990157348221,D,B,-55.31797662620901,A,A,-103.68044739757873,-60.756683255496654,94.54308781903319,A,B,D,-200.62024802976967,0
65+,Physical,Germany,Widowed,148.98383615237853,10.969581122729396,34.77019704746658,217.85049217751347,A,C,-33.002425519002074,A,B,9.80899897933723,94.90937380225053,109.03167345967302,A,D,E,58.35807174629459,1
36-50,No,China,Widowed,-106.57841687012368,-34.76181916845964,-45.80446288509129,89.96911158040251,E,C,-15.512644066460687,E,B,134.5403997520396,-62.43174618576875,14.82360594894778,A,E,B,-36.874693909631326,1
65+,Yes,US,Divorced,265.1244769629175,-30.16579217758816,-36.30983983057258,-57.41597777743272,C,D,51.92478459734483,A,A,-43.718018562356434,-82.9343969971563,13.372308231526297,C,A,B,-16.944818909234762,1
36-50,Yes,Mexico,Married,-84.4333154062758,-57.250550172331025,7.785874146070496,63.17677704617397,D,B,12.76671748477009,E,E,-23.796388396259786,100.28082461353571,245.77651786467734,C,B,E,-51.61358798547685,1
36-50,No,Mexico,Widowed,-16.83588729682618,20.996441823356093,51.78882968972719,-55.402830589094776,E,B,118.35001836189669,B,D,-35.29349244675012,22.65663302884386,47.26933012507269,E,E,B,146.72004259858258,0
51-65,Mental,China,Divorced,-148.75380781746094,155.37593234173747,-49.34900003883156,3.1326684998054617,B,D,103.78785640795793,D,E,-170.8942528011945,-23.538633549455575,-20.785027630287175,A,B,C,-146.43998799242513,1
36-50,Both,Brazil,Single,-129.00529049224065,159.71537324817695,-169.53944095801955,-58.93750879227636,C,D,-175.2266266288765,B,B,-51.869620007885494,79.75254477936873,-34.07924662804672,A,D,E,-43.01173092208044,0
65+,None,UK,Married,68.40234017450048,-92.17850243979665,-46.62122042410303,21.070582618998298,C,E,-209.162775993719,D,B,-155.57263524528543,-68.32422494976132,-59.72871212990021,D,D,A,42.24586076512826,0
18-25,Both,Other,Single,57.07526824301659,-140.92879899103,-172.5641112851871,44.041153349479856,A,A,40.16110872631279,B,B,-47.44878607212451,60.41521068457333,137.1810207864399,B,D,C,13.599230468295708,1
18-25,No,Brazil,Divorced,-127.01197416436032,29.653723943321435,-84.14675892934818,73.31767052868176,E,C,61.91707474460565,C,D,-102.49202380381001,-81.19028893779047,282.7578902928864,C,A,B,130.05190889061768,1
26-35,Yes,Brazil,Divorced,33.569440531294184,10.356226308570337,-95.82729266634877,-97.63133009115296,E,A,4.275267302097979,A,D,-106.9623243320518,-155.7705035410927,-41.59070456402815,B,D,C,-11.0219914540357,1
18-25,Yes,Mexico,Widowed,1.0707374015010342,58.877014716281614,65.46907616860997,12.5475354216962,A,C,18.955096064635693,D,C,-76.9423846728495,33.0357119815924,-42.583888617522675,E,B,A,83.56357231810011,1
65+,Mental,US,Divorced,253.36259599358283,-157.89649872731778,0.7475930979529427,-55.34721429769085,B,E,-108.80536760348703,B,D,-153.49361477013332,33.809920893074825,-34.486823700295595,D,D,B,-5.964409869848502,0
36-50,None,Other,Single,-80.22633312804561,124.60329917244594,82.04769160409239,-63.91162624828388,B,D,-89.39158684489492,B,C,12.768014902494068,80.17943454474434,-60.12663741727382,A,C,C,-1.6478041590395842,0
65+,No,India,Widowed,127.6937555832687,-39.491615603475104,-10.804769225874523,70.15241188686933,B,A,87.31127779303782,E,C,-111.69675879053538,-4.169953931154683,-17.53647487638405,C,B,B,20.358050348818672,1
36-50,No,Mexico,Widowed,-113.18157465393229,122.62318369562628,28.414349976487234,-116.33331674765168,B,D,-113.92585605661567,E,D,67.83220603064728,-69.28945398276245,-59.561228477034675,E,A,E,30.68925693329906,0
18-25,No,India,Widowed,-18.201731339954318,12.10249054438072,-36.85713291472794,78.98914719131558,A,A,-27.06082881775016,B,E,239.02505926187888,48.919245561747836,27.692633911799597,B,D,D,33.69810502892483,1
26-35,Mental,India,Divorced,29.848152637188406,-36.243439286199596,44.70703221391469,-55.92217575497072,C,C,-205.66554708453967,E,C,114.22263841396185,215.19820275831995,24.146295617534967,A,B,C,15.396455970032699,1
26-35,Both,Other,Single,69.68153965552034,125.33012867889217,47.692168668060816,-47.42936464603779,E,B,-67.45635662101321,B,C,12.20894348089399,35.25542879954785,-37.9849742861782,E,D,C,-43.94354416698269,0
36-50,None,US,Married,37.83306580449924,129.40256370127926,-136.58718197388916,-42.411709307111714,A,D,49.44920501877673,B,C,-81.58000477295946,117.94087031364397,-56.28163728862764,D,C,B,-94.57869177142972,1
18-25,No,Brazil,Single,176.8695557602212,87.4245845427192,-34.53209004534647,-74.83236567419493,A,D,-52.91875979598581,E,D,-78.93959277290095,-62.21179536966003,-154.0325746932767,D,C,D,208.85906719656853,1
51-65,None,US,Married,-121.82462101337097,46.256715701704756,-131.85661451821454,-27.883708336183705,B,B,0.13892841749332022,E,E,-196.49668598367634,-259.679667377155,-110.49953898649312,D,A,D,-21.02073815019325,0
51-65,No,Other,Divorced,-19.145121070685153,-70.39409624186852,-41.98705226237796,-139.2719583090338,E,C,-0.10384050818858814,D,A,-75.30518478710081,68.81892707070331,-12.10931026352227,A,C,A,54.80258136508446,1
65+,Yes,Germany,Divorced,50.03946190798857,-166.76788177138476,39.35611015538362,70.45454231078281,E,D,65.32775047417914,A,E,-9.36259329021895,112.02119062918399,138.50441995970144,E,B,B,-116.35961520724256,1
26-35,None,India,Single,12.305540417668293,-144.7488220741938,-25.81299358040812,93.26354660801181,B,D,-100.95309914648955,B,E,-92.35480850065713,104.79719585176561,9.903360478774626,C,C,A,-31.82165164034383,0
36-50,Yes,India,Widowed,146.9311493637473,-206.10269424726084,-7.355534650048597,84.47114726812931,E,C,-177.31543809184453,A,D,38.796955132742745,-92.26212103027352,-60.002803622089,D,A,A,-124.7591837363796,1
65+,Physical,China,Widowed,33.1678616321535,24.80042602861681,-2.072413792237356,34.55373656798462,E,E,41.91716143517522,B,C,-54.019956432553904,74.14512482792674,43.514661164865956,C,C,D,42.78190889405004,1
36-50,Physical,China,Widowed,-43.0104618077072,-254.55752551014953,-111.48315742137518,-73.37583084026058,D,E,127.66446679118492,B,A,-7.685561862961511,-100.7270440278671,-42.042611843620556,B,B,A,77.88494919006322,1
36-50,Both,UK,Married,99.26195326770633,12.434930641129851,43.065336718379676,83.96248935833157,D,E,151.61664272686028,E,D,62.339292434264635,123.20559567091271,193.85883145078122,A,E,D,22.19726359214327,0
51-65,Yes,Other,Married,4.25702125197973,-192.38853147553388,192.91042431041885,7.973762964106052,D,D,131.62736081278166,D,B,-69.58112892724138,108.365745336226,-4.997993738036684,A,A,D,20.059267498984088,1
51-65,No,Brazil,Widowed,56.573217753388704,169.84798615737358,-66.97061210338128,40.22806787386331,C,E,91.29300444255418,B,D,36.49700919038321,-9.303786386321509,20.851711387790957,A,C,B,-9.570079136923816,0
18-25,None,Other,Married,-55.08745274473672,68.70737493468518,-90.43587954585877,2.4039971706821834,D,B,15.349816047094048,E,C,40.904615085734065,17.081969646603483,92.32527116466085,C,B,C,-59.811192349060185,0
36-50,No,UK,Widowed,-140.25416213063036,-24.85250675278633,161.84729461803602,-52.455101092769084,D,D,218.48735743181567,B,A,14.763132648814045,-129.25758929379663,70.97986683107884,A,C,E,159.98818374204612,1
65+,None,Germany,Divorced,63.96337538438025,17.44927948849655,39.222543555846514,-66.2066871544358,B,D,35.095967663108354,D,C,-165.62021122927214,-44.62938704522686,-25.339672945011333,D,C,A,-143.21361627001093,1
18-25,Mental,Mexico,Single,-24.688508470538302,76.09672112200371,-92.91554828028369,-5.866144147976147,D,A,-144.94779568741097,D,C,-5.465294267009056,323.58698070649996,83.18975427497934,E,D,A,242.9216627126977,1
36-50,Yes,US,Widowed,-141.75448795065824,119.69410786155876,-87.79143980805678,69.00364168867497,D,C,-8.100402772113204,D,C,-82.4807419274391,180.43614881127297,8.26077493198821,A,A,E,84.44409323611765,1
36-50,Mental,US,Widowed,264.63594768610614,6.6223571882744015,26.807155776988907,32.63074582197048,B,D,-84.02484748435313,E,A,93.73279004829256,49.68082385800748,144.20523217187957,C,C,B,55.398363976286326,1
65+,Yes,Germany,Widowed,55.575573319300155,18.008779936636067,180.0979630813546,-35.97105070202905,C,D,-199.85434313421447,E,B,-82.66424944050155,23.514246262390422,-88.41050425411657,A,A,B,182.1314366545653,0
65+,Physical,US,Married,181.2953772642967,-43.23730837701192,-13.938804059799658,12.65569395862547,A,A,-190.84529503044578,D,C,-44.71391835550713,-155.66711621612234,102.27137861092763,C,A,C,-91.22060676513001,1
65+,Physical,Other,Married,73.09664065326665,86.45512776055952,115.30491627842225,-95.62403916019076,E,C,-159.4156048676739,A,A,52.59887836638515,93.41444392133275,-151.02647955735284,A,D,C,153.40182349204048,0
26-35,Both,India,Single,-86.50316891464377,154.55019064786356,59.11705863848796,-23.802098771007604,A,E,-88.45339101122323,C,D,-3.8357884505096056,-48.00346805953929,35.59368784662637,D,A,E,100.7123997637371,0
