age_range,orientation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
36-50,Other,-74.57941138817145,-67.18655884910245,-45.3770603708432,33.61210357396446,A,287.9129293951838,D,B,0.5578987397798774,D,A,E,A,-108.59782437239956,-95.70830713059081,C,0
26-35,Heterosexual,61.513220914262334,81.46810301669996,-56.70606050620738,-21.200456649582954,B,235.0966648388343,E,A,4.872674635346871,E,B,A,B,-77.46543948669617,120.11767563005962,B,1
51-65,Bisexual,-93.44787499775747,-238.23317350991366,-78.19978399051134,-114.2570775830016,E,67.74328314927759,E,C,-172.38203870870754,A,B,B,A,-20.795061204910503,-6.148030131671262,E,0
36-50,Heterosexual,-114.39688398818349,101.28402874050013,-88.94561375222422,-157.56452919307586,C,-164.2642430789926,E,D,7.446164056162194,C,D,E,E,56.012458436965915,-70.4102791896961,D,1
18-25,Homosexual,144.4335894933869,-49.01607255047785,-41.87196166931038,-7.3998368398627905,B,65.2453812457232,A,A,-112.66000393439761,E,E,D,C,102.49861103975498,174.67903085134262,B,0
36-50,Homosexual,58.18121954477253,40.00345639601654,13.786253229429846,12.047281642332685,E,-85.27590116623712,D,D,2.1996407682176424,A,B,E,A,-58.31082381581019,7.2693226507123345,B,0
65+,Homosexual,65.05311040316433,46.616531806823374,-89.0699367929665,-45.8721704289712,B,87.21431912268454,C,E,198.34552208192423,D,C,D,D,10.81238756235069,-24.360710093165384,B,1
26-35,Heterosexual,166.10590828492988,-0.8013882717892727,229.37923500141264,-125.43454107973999,E,14.757759028609401,D,D,49.84872773439517,A,C,C,B,83.12304214425922,-71.24143657192425,C,1
36-50,Other,-148.94596044504996,166.29886347809435,59.30860925805559,-34.933930438202225,A,129.54382292083267,E,A,-130.21456754691317,B,B,E,C,-4.387456283438006,-128.35386735852018,D,0
36-50,Other,118.24074090245705,46.05531767606424,-125.22787615401323,6.037583321336671,E,-87.97172821953887,D,A,-137.2052480212798,B,E,C,C,96.68686305099143,-64.35220114014142,B,0
36-50,Bisexual,-140.2727442380122,-80.82181447129206,-17.715295353580718,161.10334869713506,E,41.52659165463214,C,C,21.735524734528088,B,A,C,B,36.84007096114538,187.3742511393881,D,1
36-50,Heterosexual,1.7461969019453238,-96.81568852846509,211.51775781542312,48.334006065747985,A,-1.768764592924861,E,E,-57.204836432890595,B,E,B,B,120.0965388511141,50.710043638337034,A,0
36-50,Bisexual,54.0401914464402,151.00529434009326,34.86474774635646,3.869403464305937,D,-3.0363995042832816,D,A,31.852846299203875,D,E,B,A,-105.72952016025201,-5.613657308269538,A,0
65+,Homosexual,-171.33033126416115,-165.59955289967803,48.835296511698125,37.299752118983875,E,163.8945707955166,C,A,-54.17809972718057,B,C,A,E,136.9853274159196,60.93917040681035,E,0
36-50,Heterosexual,60.712123154844164,-59.41795599699311,129.04789075717954,97.72979419820358,C,-59.91624065311728,B,E,60.7195043274565,A,E,E,C,2.411414679954704,34.65961180570981,C,1
18-25,Homosexual,-118.55580595221164,34.205862189925455,-8.48010688223475,-219.38948936891595,C,-25.18204314797123,A,A,108.95825512206339,C,E,C,C,-66.59558167099195,-139.56634954296413,D,0
65+,Other,6.41617985140523,59.95738881967409,67.62626932102273,28.9170109335673,C,98.1504164095001,C,B,-37.873763472782215,C,D,D,D,-50.3533199700293,107.23518443587359,B,1
51-65,Bisexual,-69.56022485741768,-112.98407831564352,2.271424803794507,-187.6414001680836,D,-113.63735694018334,B,C,-89.62487155599811,C,A,B,D,-18.701416668898343,87.38128783151187,A,1
18-25,Heterosexual,88.04763596973085,97.66116192373246,28.32986777652949,-152.30990731500228,B,3.4973665433062564,C,B,-34.90422343763983,C,E,E,A,103.87967033282021,28.359952433525198,B,1
26-35,Bisexual,-80.0512886304333,-145.99713551957728,-134.1032962880142,23.9612462341574,A,-57.61065411921873,E,C,86.60006851934587,C,C,B,D,25.612127582413535,-142.8837490338679,A,0
65+,Other,-165.22556653090038,-31.929299383606697,-28.331801785041083,8.943375716729149,B,54.5409558612037,E,B,67.12564336270773,A,E,E,E,-121.7349867806298,207.38866018856018,E,0
18-25,Homosexual,-117.27859075711575,-54.48314126842665,-53.127639415657754,36.92690678217037,A,-41.9411407611036,E,B,17.578731246667026,D,E,E,E,65.20666048741084,-18.50913252548324,E,0
51-65,Other,19.60498754713632,176.07451991323154,132.61609307380127,-158.77821882153583,D,141.65048648686314,A,D,191.10328125770718,A,D,D,D,36.34669504133192,-59.00580668123566,B,0
18-25,Bisexual,-47.8116500277249,-208.86535704192264,127.27547029040826,-9.53136340435271,A,65.0321274282299,B,A,-38.25839930043007,B,B,A,B,-58.87170205699513,-58.93139792597027,E,1
51-65,Bisexual,-57.27537392118859,190.30256549047158,52.530392787450374,-284.17968921251645,A,127.14476608458148,C,C,-19.346165579253096,E,C,D,E,-101.52666710696505,16.230282169359874,A,1
26-35,Other,149.3514977930865,-40.43848043093148,9.65202394718653,-7.830081432491193,D,87.84420482680343,E,D,16.85464225694793,B,D,B,B,-201.47125379847338,-13.093867159441338,C,1
26-35,Homosexual,9.906865397348302,-252.34263171074338,25.58717832534932,9.29904087322921,B,180.26645200697504,D,B,33.65308916160617,C,B,D,E,-1.6830436000831723,-267.1487552274703,B,1
18-25,Heterosexual,-6.497796751121526,-63.56308576476809,-44.66878173557152,71.48692550392558,D,-76.6384499444544,A,D,-38.766017924527,A,D,D,C,-61.490615828530416,-0.25051971718835386,D,0
36-50,Heterosexual,-9.22236632717494,-37.05088739238174,-11.708969589900404,-31.515004295056375,C,183.25371134313653,D,B,192.64265666397318,E,B,A,B,70.81821989908327,-20.00293396456317,C,1
51-65,Other,155.2597819535398,-47.03817372887588,150.78186862588657,29.3454922956511,B,86.82261028197566,D,D,-93.67333227802263,C,B,B,A,-146.90994750864024,-73.203864453568,D,0
51-65,Homosexual,-58.519506891737386,-35.45690191418562,-74.06392019816737,-43.11887711921125,E,-78.19981785270897,A,A,46.6560315612534,A,D,D,A,22.45315141606878,-20.05299555752053,C,1
18-25,Bisexual,173.28751168719091,128.95911712081187,127.58338949323328,-104.84161657058992,B,51.19198676614286,E,C,-111.19536025581449,E,A,E,C,-56.260345333634895,-118.44716317476838,E,1
18-25,Heterosexual,27.545791802413095,-38.345619701232486,161.21930101896217,-61.39800282778219,A,-153.91506197399204,B,A,20.481126296894963,D,E,E,E,30.168400242550263,-183.5548660466234,B,1
51-65,Other,-19.70146982458084,-173.28983919048957,38.61042613046106,-57.65747411810214,B,-99.49282688965536,B,D,-30.10549316759223,D,D,E,B,52.4175103388697,36.27501592926056,C,0
18-25,Other,-93.64758626975541,228.81724695440494,-42.36099455834641,97.75537232655715,A,-115.39846220316055,A,E,31.0311095982751,C,D,C,E,9.866013044430447,-67.41377102823512,B,0
65+,Heterosexual,-109.22915447932047,-124.62990064604895,-14.184707873389577,25.090866290884893,A,40.585911653188354,E,A,-5.8632891714710205,D,D,C,D,-55.56708116583929,-58.76902890219643,C,0
65+,Homosexual,-9.7317769136281,56.88543860886737,-6.454529410798841,-121.15433414279462,D,-60.11451937073947,E,B,40.509419820401845,B,E,D,A,-77.76088798063667,68.44978710480446,C,0
36-50,Other,-37.1863395007209,-20.413923118133333,157.0898413380099,-42.10237504706934,E,17.620146016131173,A,C,-0.45204647190330405,C,C,B,C,-125.08788671597233,40.93653998028787,C,1
65+,Bisexual,-10.887288548945115,18.807280959492054,137.64326410467683,-32.42191948080596,A,105.88292479344798,A,B,25.21767108104786,B,E,D,B,-92.2813555962493,-109.38885649250174,E,1
65+,Bisexual,129.89955276576904,-1.961328752341693,-5.737234048931003,84.2572569955778,B,111.29808677872835,C,E,-4.7029128664169715,D,B,C,B,62.68397677200037,69.01416642807355,A,1
18-25,Bisexual,-53.12013233342777,-172.05056592090574,-100.7221012026899,-48.655309259387444,A,44.116642429389266,A,E,-24.111029123718502,E,C,E,E,53.85038281415058,48.64754734561533,D,0
51-65,Heterosexual,176.9418231208474,127.37413212748014,-54.286838896549284,69.59649749043488,E,-48.23071445120243,A,D,-114.04313983546814,C,D,E,A,-209.43194831208567,-146.16051460715164,B,0
18-25,Homosexual,203.68562305853084,-3.984727579771436,74.56188833200724,74.4122777438634,B,-34.24247145008777,A,A,50.26412960432602,B,E,E,B,106.585523387921,109.06859291574338,B,1
26-35,Homosexual,41.150241581262115,137.04547072937723,60.79524027371905,-76.18299475469672,E,67.46277676245023,A,A,-308.4308188531199,D,C,D,D,-12.377612375111868,-13.344220666984082,E,1
18-25,Other,61.7785719243666,-50.11825316652556,-2.956372801910116,-26.84311703869438,D,233.70188272197163,B,C,-35.1425307636502,D,D,E,D,27.24429826551354,129.27842915554822,D,1
65+,Bisexual,67.02014392314491,-60.425291109041545,-279.8334092233962,-28.60859814817262,C,-99.14428682279859,B,C,-63.8836874568734,B,D,C,C,-149.63837220443682,-126.6437700539232,B,0
18-25,Other,39.90993592015945,9.317880857929882,-181.0401755838023,-45.76868353779308,C,82.72746581577022,C,E,77.16997098594824,A,C,C,D,20.910601229370645,57.595025340994376,B,0
18-25,Other,-0.8132830597013239,119.64699822988875,-28.401332826185122,190.84377042974896,D,73.604693465278,C,C,178.8273918477529,C,C,C,A,15.982038192932341,-108.58917510704347,E,0
18-25,Other,-32.058481957372244,65.06412143278996,-71.64942910072818,231.95322721907985,C,-109.94021024816432,C,B,25.950610859690666,D,B,D,A,138.9831021468515,-59.05515341248919,B,0
26-35,Homosexual,153.60086508296118,19.63702640090265,171.81156517222718,-48.3065566949955,B,-97.28630752754675,A,E,137.8048137991112,B,A,C,B,-70.85513225356505,-96.80545171713752,E,0
18-25,Homosexual,-30.016452073494882,150.52079048445773,62.38937327688492,42.632338179561884,A,43.23577347000478,A,A,-11.842319127654608,B,C,C,D,75.61998244620959,-91.55068590838958,D,1
36-50,Other,-125.28418425968815,75.59602640598769,36.02467717576069,-34.331212090175725,D,60.503855557948036,A,E,125.2188112737949,D,C,C,C,123.0547937531071,12.210370363272832,D,0
65+,Bisexual,-150.08358120221473,-106.1975097530517,142.09512047144565,-255.64017142428276,D,94.52742504878722,A,A,3.1455847797540457,A,B,A,E,234.60118445688636,20.472136849672896,E,0
18-25,Homosexual,-61.34726373170405,46.11792238102328,12.012850584034958,-68.08765350783162,E,-22.624905593917592,D,D,37.512262124775354,E,E,D,B,12.528676487753602,5.9195823603783095,D,0
36-50,Heterosexual,-73.60453246323951,-71.53236015400402,131.7724249009122,4.142099858315551,E,-13.391735259145385,A,A,15.815987919138378,E,E,A,D,118.04023085950783,-42.69231816097756,A,1
26-35,Heterosexual,54.808824479850884,-126.51268235797433,-134.08503700169533,-35.069307399327464,B,31.356002224062223,C,C,143.51915704796238,D,E,A,C,98.04440588014299,153.76068628431213,B,1
26-35,Homosexual,180.0429354308837,13.155654140275333,-58.998861644934664,174.82085755358096,E,142.0451317578211,A,C,127.34115685179157,E,E,E,B,2.2266705593806986,61.02816749704343,E,1
65+,Homosexual,-67.50199249470083,-151.8478286096906,24.97140645014386,-77.09761094204006,B,-30.65194496804697,D,B,-31.93673319435441,E,C,D,E,-152.93252889232804,28.78839861792969,E,1
51-65,Homosexual,-97.36351831760479,-78.54998586437856,54.00524479928933,-9.863397266793731,B,59.259806155192344,C,A,148.6198065413548,A,B,A,C,25.167837004198862,-115.32604109824078,D,1
18-25,Bisexual,115.97413257595734,85.04834825242385,265.4101158016109,-34.13300554166099,E,139.92656788274505,E,A,234.0094343175498,D,C,E,B,13.937366331546833,100.26823802422322,C,1
51-65,Homosexual,-246.63182954378073,-225.18967954717195,48.77190688738046,106.17707656170754,C,62.365891913427376,C,D,1.6759348213704035,E,E,D,E,-3.5344644237248923,30.59128656219574,B,0
18-25,Bisexual,6.218806363912156,-34.41651139804804,28.67108016933826,-92.01500373939581,B,50.57003259802951,D,B,132.9612744797326,C,D,C,D,33.74631449381242,70.35315136932392,A,0
36-50,Homosexual,-51.9099327915184,-16.24160915715123,-161.0907369126466,-221.94750283239392,A,-138.91816771600256,D,A,90.20179691701583,D,E,C,A,31.384946867095238,3.072477134723185,E,1
26-35,Homosexual,-9.82266287673552,51.86666082120799,60.297425820995,35.55846447035492,D,88.70256473400549,D,A,-20.667206937590155,B,C,B,A,-142.12038830998677,50.94616485215854,A,0
36-50,Heterosexual,-47.53197787180767,-30.044269852336143,-84.23937453590126,-276.80408919968653,B,112.40156739282388,E,A,105.94326864200167,B,A,C,B,-23.466056795899455,162.05673564537844,E,0
65+,Homosexual,-58.416894046725744,-51.81451454302004,-54.61261087507302,44.04189528311929,D,-70.47062431870371,D,C,-177.2260129695844,C,A,C,C,84.42512323141848,42.28033715315574,E,1
51-65,Homosexual,-12.78510377012611,82.87800404061856,0.0028384241754938013,293.14990787990996,B,68.22046718591128,D,C,77.25532314437447,D,D,E,E,-3.0642934698402113,33.20301549890114,C,0
26-35,Homosexual,-7.15130857534352,144.22194405396414,-0.7800238305811992,-93.35466554935005,E,-111.18517549854579,A,A,-158.30964418459706,E,C,E,E,28.958490650676367,134.7985131089617,E,1
18-25,Other,-105.52172056504455,33.88014126316447,-95.77859884981856,180.045789924346,B,-213.53095714625124,A,C,2.604545952156135,E,E,E,E,66.14631769250862,-134.59324827097342,C,1
26-35,Other,-105.00789822158588,120.14180436233808,16.666984345301362,-37.22563263603172,B,-51.298853651740494,C,B,112.22437250449899,E,E,B,C,-20.29777960961945,113.53398836486524,C,1
65+,Bisexual,175.65731812196415,-58.12253514640573,-20.204321639326,38.81736905458117,C,102.48597144904052,B,B,58.36300883608825,D,B,E,B,138.47799247198412,99.30325581258494,E,1
36-50,Other,-70.53841338324632,-33.945300179891966,127.95527259987487,8.08709125993301,E,149.17759683283563,A,E,-51.8722291182851,E,B,C,E,-133.73579958466382,-3.9792847456117406,A,1
65+,Homosexual,38.759167992256735,11.698008434799224,79.19533387119958,117.79654800402291,D,-24.5399888575751,C,C,31.28222585363014,B,A,D,B,23.58073053975717,43.841908123436234,D,0
18-25,Bisexual,-124.93334418016062,-54.16718339905636,27.803920076588952,30.911616596258778,B,150.32247967171662,D,D,-188.55612080186754,E,E,D,C,70.74607673058954,-15.059168847964472,C,0
36-50,Homosexual,60.40924768665439,-177.48885281453926,-26.99496089028573,-2.616810338142779,D,-63.087387883737954,E,D,-116.74228274123801,A,A,D,A,-71.52605821816303,9.059767123432366,A,0
51-65,Bisexual,-72.08696036141491,-8.983597252268332,-23.354846093202216,-42.291344356917094,E,-87.61848542909478,C,E,-40.37216253292357,A,D,A,A,-95.15847218395653,-51.43305483585217,D,0
51-65,Heterosexual,114.43831259867103,-22.817876299685068,124.81291369884511,-66.22534328242806,E,-67.52127666226274,B,C,45.61025230714378,D,A,A,D,-130.05602628222252,74.45352693694815,B,1
36-50,Bisexual,154.29299042011155,-35.47793593812706,11.224157688746926,99.52046841298744,C,-25.243026115531446,B,E,96.13401605584555,D,A,D,E,35.380325538993645,51.39421413665015,D,1
26-35,Bisexual,179.09762812402255,-47.0494108700242,134.03668033471152,30.846217206390307,C,125.57880559353083,D,A,113.85726992378689,C,C,D,B,-5.2610547876518465,-21.128228364142732,A,1
51-65,Heterosexual,84.62409612252753,79.85449444827047,-23.543562168753827,-150.5654826078454,E,66.06361535423949,D,A,152.97576872387455,A,D,C,D,-121.15230140711625,56.448867441042324,C,1
18-25,Homosexual,88.39955191508886,-2.549248580087061,23.127864772723186,-50.6108604534472,B,27.560777097679097,B,D,105.30503407762426,D,A,C,A,-23.224023906050444,-31.751234944109523,B,0
65+,Homosexual,23.666012891233947,155.3934393305036,23.969269079027406,-39.956365147770086,C,28.01796995210637,C,A,-66.77281130524531,E,A,D,D,-109.37860998495228,91.46163257077727,B,1
18-25,Bisexual,-39.74779048807628,89.45407781674166,166.20397759399887,-102.54753063195241,A,53.6611767780418,A,C,-111.87331362970956,A,C,D,A,-92.7590037513184,47.699921733932285,D,1
65+,Heterosexual,74.28692917828448,17.3950269097635,115.60106193866768,14.492303143259875,B,154.88316786400915,E,D,-5.61023389406168,C,B,A,E,16.12149747016827,159.2012566432115,B,0
26-35,Heterosexual,172.9643781797197,-12.765242186677892,-13.490696096655128,-24.413016014058854,B,97.94489643927307,E,B,34.727598335355594,D,A,E,D,80.97939024492317,114.08678288067281,A,1
26-35,Other,126.96644207578298,17.304143665683835,42.83797370864196,140.06080120608516,C,29.20646636462835,C,D,14.470933613677447,D,A,E,B,-157.7579896637703,123.60848151344541,E,1
18-25,Other,6.248683516278814,114.14328152645365,55.348150994671656,143.63015148332127,C,47.21004717450325,C,E,-55.48669689025113,B,E,A,B,-123.15963188632819,33.918220228425675,E,0
51-65,Other,-124.72069525086727,100.39482679653698,-29.083005184531448,-94.98436345384732,D,-40.79846811002635,C,E,119.20429310930078,C,B,C,A,-117.3615815229186,-4.452054140887653,B,1
65+,Homosexual,-70.02441139139061,126.29160882809765,-142.13805468057222,31.271946681991846,B,-16.319335647636144,E,B,91.09422511785014,E,B,C,B,-26.96643717495837,-66.6665433807657,C,1
18-25,Other,-66.49891587836225,-229.70082877779973,60.80116835100655,-13.405293769133575,B,-41.407236367278024,E,C,-154.99145547229037,A,A,D,D,130.58449309331704,32.25810406472776,C,1
36-50,Other,174.28456087966237,59.29812890779096,-46.63849378527986,-125.69707727907998,D,63.19916899249664,B,E,145.5677366603,B,E,D,D,-75.33105063239579,-27.175955985299716,B,0
26-35,Other,27.975684530131122,-225.37997948005156,-164.27014545185298,-9.649830952834224,A,0.6106816081664771,E,D,137.5321509766074,C,D,A,A,-5.39644651905378,5.940405324448254,C,0
51-65,Heterosexual,-37.06884857517491,-23.149087366824315,38.91433310892689,-23.09005060098762,A,-190.22863166306487,B,A,49.213419532491336,B,B,D,C,26.402564140175077,18.891043423769037,E,0
18-25,Bisexual,-177.03597323008313,204.75833188690564,7.247839283456763,-256.5834047348611,D,77.76973683116465,A,D,22.52355916405039,E,D,D,E,-145.28888460709877,-7.927459224135666,D,0
18-25,Other,50.71510188549374,69.50435581749042,33.426410839139024,56.808401186724254,D,-50.01718781450266,B,E,-217.90320437893666,B,D,D,C,9.859219534379038,-58.55676389704945,E,1
51-65,Heterosexual,-281.6348271889651,-9.616206006788067,109.97896323957872,-8.161426732648048,D,-251.05776269317218,A,D,-3.7065825172393687,B,C,D,A,65.8183121929462,96.51315450049924,E,1
26-35,Other,31.50489539848682,183.98385152891777,-35.39097096458764,39.14102561841183,A,108.02926125742786,E,D,28.111375939326365,C,D,C,C,104.05340760724428,132.21339356260822,C,1
51-65,Homosexual,-31.592831156647623,-54.642595768949555,-10.653816830305967,123.737081060971,C,-71.92540465330958,E,D,-98.3509963840455,E,E,A,C,-127.63143943071675,14.09477190098325,B,1
51-65,Bisexual,178.29633908681126,-117.67840480970244,-9.712467783781864,91.0810607417236,B,43.6402770980082,B,C,64.63436527561183,D,A,A,A,-17.580266108926786,-195.3386607214905,D,1
65+,Heterosexual,42.11386681856378,99.37507262141447,171.2757896637665,52.08497912319291,D,25.338018493343434,D,C,-145.16501456252212,C,A,D,B,-148.81367679803435,33.29269494308786,D,0
51-65,Other,-22.805398885069337,-160.2295183229327,-67.13179191399394,68.79636009552954,B,69.53043545120538,B,E,17.927060486758144,B,E,B,E,53.749480430383876,38.091592245052816,E,0
18-25,Homosexual,-94.91579814771596,-72.356119980147,187.44755460194574,137.56431682914638,C,-10.928614725147861,B,D,-52.7847696591245,D,A,C,C,203.58980444510485,21.54136817843897,B,0
65+,Heterosexual,-86.02161679276169,37.6978406073645,85.68190780277801,97.3278014075077,E,286.43260084228217,D,C,158.19384087507234,A,E,A,D,-4.640352428211514,31.17763848879811,A,1
36-50,Homosexual,15.24440909275481,-157.76654941983168,131.45086291641553,-13.633995789900638,A,51.68904244103365,E,B,-48.017525638614146,E,A,C,C,-38.35328210652664,25.255008590487797,A,0
36-50,Other,-10.197169807372337,160.44225537385847,89.40575402309898,62.94455807272165,B,-39.57876942418401,A,A,-96.5817395711102,D,A,D,B,69.99115208384197,116.94077140684271,A,0
51-65,Homosexual,-67.65278276227006,267.61236621589063,6.854984938240419,-7.168784356179161,B,134.91358216883933,A,A,302.59962819268947,B,C,D,C,175.35139544471673,-147.70579373117357,B,0
26-35,Bisexual,157.93311014933414,-110.545355975078,-121.02423432688423,128.16949865023588,A,-49.903209331768785,B,B,-84.90080383013192,A,C,D,C,7.5964327103030085,-20.887061656420528,D,1
36-50,Other,50.81443438638089,-44.387841048469504,-12.08327829780765,-180.0518149987012,C,-86.90223270397517,C,A,-43.1095220049204,C,A,B,D,32.284584154175484,-0.5556316669759874,A,0
51-65,Bisexual,185.7406674848615,-208.42685721241762,9.415235243211097,223.4169413466316,E,-120.33434152706295,E,A,103.52686879199904,D,E,B,A,67.02523965370692,52.70890503310922,B,0
36-50,Heterosexual,21.349127263560245,135.19564178362972,96.74133420250377,-80.61421463927198,C,-109.14316500450619,C,A,82.93381140641436,C,B,E,D,-236.81218412609311,158.09797448009246,D,0
51-65,Other,9.604748089147158,-67.33496091793464,78.66130194162773,-63.730422704076695,A,169.74479387224562,D,B,10.290749504800061,C,A,B,C,0.5070369362843823,-54.783212166952666,E,1
18-25,Heterosexual,8.580622662995212,-2.728685768250402,-113.29274404561183,54.19726871001356,A,-69.39401146613872,D,C,145.34145586980145,A,B,E,A,43.617329952304324,59.55872331470006,B,0
18-25,Heterosexual,-245.2278762793923,-61.92795539921082,-140.36687289737267,-4.984310260719435,C,-121.01474101850722,D,A,-73.43532668952322,C,B,D,C,22.842195139977004,12.877334887865171,A,1
36-50,Other,66.18600112245858,-134.45582656442582,57.5958182338575,89.56354142770856,A,-209.98416088480857,B,D,73.97838956950218,D,B,A,C,-63.95732363235577,31.539013841913473,B,0
18-25,Homosexual,75.53597482824192,155.91377457447274,17.079850920444166,201.98547513699512,C,11.198213877886646,A,D,-0.7694067337268937,E,C,D,D,-84.04475546092522,242.92924344086302,D,1
65+,Other,152.15447795720561,28.58625136314173,198.56768576740274,-18.356973552025778,C,55.47596093196533,E,B,-36.132671525712986,D,B,C,E,-93.64960064567171,115.30283811616442,C,0
36-50,Heterosexual,-119.61417957835762,55.32578962178749,97.1321826680695,8.33196821787862,A,-34.661293016173914,E,B,-255.16147954927752,B,D,A,E,105.83939799909012,-57.493134024588045,B,0
65+,Homosexual,-131.35960656073303,-21.846597951473527,-12.732775695943435,-55.59696181858388,C,-45.087191853243,C,C,-1.1204184515058495,C,E,E,D,105.18130212944068,79.39417288902591,B,1
36-50,Homosexual,-55.72386233907823,-46.79899319042746,109.88568875084894,65.02537689050254,E,141.97995918748447,C,C,-67.3684049599952,D,D,E,E,-72.32395056622416,-144.0200930828472,E,0
65+,Homosexual,71.80181140568808,111.51513932826256,-8.268120358549083,-76.64953999149017,D,52.622374770180535,D,D,2.143203304529007,A,D,D,D,-173.03947421166257,-21.079707944067586,C,1
26-35,Bisexual,115.89617281102984,-11.35614047885435,-2.619578206265301,99.54124303506272,B,106.04798557075894,D,C,-71.79753656074793,B,B,E,E,35.283901381246075,-177.15960141575437,A,0
65+,Bisexual,38.097859272618535,25.854899126942904,-71.50375979899661,23.730183423679275,A,-27.811997722419306,E,E,-16.65044493012823,B,B,B,E,-177.0368609722264,-203.15447832191848,C,0
18-25,Other,61.65235189418787,172.00246340507277,-49.31402392034771,-49.13583016766421,C,24.38948192111578,D,B,66.5278924763295,A,E,E,C,-101.26585380411346,14.55000352821671,B,1
36-50,Bisexual,42.46299021227855,8.71660123507552,-137.3936032156983,161.99740169890578,A,-0.6058647843733764,B,B,96.84658783294576,E,D,B,E,30.226392122778062,167.28790536937373,C,1
36-50,Heterosexual,-107.68090797539178,109.9938426393535,-120.41598142847134,91.16371904631553,E,14.85378391574763,D,D,-40.357414145862,E,A,E,C,139.84155629931107,40.307243842864835,D,0
26-35,Other,-146.82421643171142,-19.425680313622532,121.57230318298897,-79.37802746476423,D,35.946851267725464,C,E,122.00996244442071,E,D,C,B,115.33774597512306,-59.64681322556723,E,1
51-65,Heterosexual,-50.28841301000556,-8.08018226157814,62.54105191192036,-74.20077145679592,C,67.98822829458362,C,A,-10.270797177038553,E,A,E,C,110.21301148037257,-68.0566506088806,E,0
36-50,Other,48.81282408005489,109.31466712714655,-62.104877858742704,-29.964974085271855,A,167.86481859396474,A,B,-27.99565774545047,E,B,A,D,167.31449762406243,-33.43119604384191,C,1
65+,Bisexual,68.06040027453457,1.038009191202673,50.8844619752596,-73.18969516524392,E,94.80930694339472,B,D,-20.27882932925395,E,D,C,C,-97.31376806470244,111.44173680705163,A,0
26-35,Heterosexual,-68.18329148289784,-25.40535310818115,16.960706850510523,235.9694748465445,E,-85.82928112317283,B,A,-39.8333031343206,D,C,D,B,-174.54688355468292,-14.793315733323158,D,1
26-35,Heterosexual,82.60790359574884,5.83608192439944,50.23973173023432,-43.590174706371634,E,-248.6792932560424,E,E,48.06516977690462,D,B,D,C,122.0178248616533,2.2278487108980105,E,0
51-65,Other,-33.59850220603309,-115.89065169315332,172.59309463501367,62.66349987478053,E,34.16503674851084,B,B,-68.58776882352663,C,E,E,C,94.38159580880139,162.25176612085406,B,1
51-65,Heterosexual,78.43374333604967,76.00338332052725,51.07218801628052,-54.850634575528105,D,156.5681860373548,C,A,76.07550286429353,A,A,A,C,-9.699792038898028,45.31280381068255,D,1
18-25,Heterosexual,-45.50858578897284,7.784582921000878,-31.550667656792044,126.39449898461817,C,24.070199994234542,B,D,101.17895661973473,A,B,B,E,72.70149325341858,265.6637255310376,D,0
26-35,Bisexual,61.98595075238035,89.59315770259543,-53.37444439797879,74.57788173577417,E,-37.58877091076887,A,C,180.98443490235374,B,A,D,E,-68.3996667401073,3.2593958703687,A,1
18-25,Homosexual,155.104250136179,85.02327257978935,-64.14530433567225,70.46116306489985,E,15.595494180600625,A,B,-85.88442356333185,E,D,A,C,-267.269413474741,39.36543877029113,B,1
36-50,Other,51.388855388883115,-165.98088457863636,58.83977796695217,124.76099124065183,D,55.442722872538376,E,D,-179.5364631595752,A,D,B,B,6.980710317680742,98.83583336107958,B,1
26-35,Bisexual,65.45969368516401,19.403144875838326,-56.393947674624364,71.45236408363444,D,93.97037164771986,B,C,-3.5585018645482456,E,E,D,E,-16.57723430200973,57.94243132382495,E,0
65+,Bisexual,-130.5230220967836,147.75044932589088,-47.89382307716176,250.25409261679118,C,-83.19533289133449,B,B,-198.6652803591547,B,B,B,A,112.95634135873587,-81.37402922731371,D,0
51-65,Homosexual,50.28052043701224,-82.05596697542774,73.50628570268779,-30.81286379467708,D,-158.4257643230179,B,C,-41.8200706780855,B,D,B,C,34.884833507748915,38.32446412009972,B,0
65+,Homosexual,19.208229261754905,65.91922444629866,-37.86619983328411,-7.985688315842827,A,-228.90345823427967,E,D,-134.28912115701527,E,E,B,C,51.31675261411635,-75.65100246351012,D,0
36-50,Bisexual,-65.9842739828207,21.705513268724516,-117.00991315154464,127.35341058904137,D,214.41667792318006,D,A,-91.27922362240186,A,A,E,E,70.80706576131443,25.917149803038132,D,0
18-25,Bisexual,-27.771169777342614,24.889165605866882,-42.23233497771922,-55.337575348876435,D,-72.54322847418392,B,E,79.60785647397388,A,B,D,C,-138.2348485986397,65.2702138372533,B,1
26-35,Homosexual,-23.22685000352195,-85.64010048393577,-78.75363562010354,121.79098628361056,A,71.46131116464026,C,D,-45.87524329757057,E,E,B,A,-173.86958955372464,-57.32974837038226,A,0
26-35,Bisexual,112.30853820981427,77.32780938428787,23.675021201538733,-112.44167676777114,C,-31.552068814209754,A,E,-304.78739800635935,A,C,E,A,161.68084156662198,-17.84080176256252,A,0
65+,Other,-151.32962264404355,38.97581234712562,-35.24993949835805,24.33255635995835,B,22.446420206691293,E,A,-64.21962396835953,A,D,C,A,-42.00747476412881,175.93227799767854,B,0
