age_group,feature_0,feature_1,feature_2,feature_3,feature_4,target
36-50,21.694359988167207,78.2242472348727,-69.71077108333812,-141.45416622563468,C,0
18-25,-73.3510968302886,173.95778921678163,-207.00288221039216,36.38899947864774,C,1
51-65,-5.226974305467278,86.10966727866516,-126.71297323426562,-69.62046927200528,D,1
26-35,-64.96635862464157,-27.0370762900363,-57.23240825325111,-240.05495163107088,D,0
36-50,-121.16494289893936,88.33561047705763,-88.72298028775143,44.757335307196996,B,0
51-65,0.14803226275663325,84.70593075545627,-131.3264805054189,78.38271278046189,C,0
26-35,-223.99850300476535,74.11198973992617,7.212346388010069,-99.76953454948887,A,1
36-50,-134.22105843245402,-39.32364771706467,10.804842287377062,-128.34364262798073,C,0
26-35,63.40522019223738,36.679578126084394,58.80143138201374,-117.95189143750564,E,0
26-35,-115.83322344744664,-86.15838958571734,141.09634597685977,-51.51221244343006,E,0
36-50,233.15630115997786,-100.07439981148482,-54.63891629191699,-31.35842441021212,D,1
51-65,-47.91937041959498,1.511204339184171,-124.75857869812764,196.55984496972036,A,0
51-65,-201.25068332869174,-36.86767695225953,88.86934643692368,157.73553750507082,A,1
26-35,93.25132359614634,-45.93986286402105,272.53507454237314,38.427664484736965,A,0
51-65,-35.97003097494525,-75.05277513642645,-198.75662902574473,-21.975457653456694,C,0
18-25,-84.50699358076473,111.134553259182,-51.842532058511225,45.30531784046751,E,1
51-65,55.34880172913107,-195.45336249498212,171.22258175631418,95.4168027401022,B,1
36-50,66.44556674910498,-35.03087326635648,-76.74791062106836,-86.24500671846175,C,1
51-65,202.8181708957067,-28.881255610247685,77.5785256756359,1.8187849356588244,E,1
65+,-84.47631515057232,64.81896319682404,-145.42248775774794,-36.35353491470155,E,1
51-65,-69.85810012557894,-2.719532652794136,-66.53686269503329,92.08379028289401,B,0
65+,145.2675569845249,51.70189812492594,4.899453916741328,-7.820328049796403,C,1
36-50,84.50912830909878,15.120687411281173,25.94638067706479,-26.272460293102185,C,0
65+,49.14906194344354,145.10574693692504,-13.438000367021063,245.0206665490562,C,0
26-35,-89.5298016601864,76.81760029483905,41.67967389005365,7.4657275728857355,A,1
36-50,-79.39090029799894,-92.86378564810278,4.857449706945427,-105.18372289078756,D,1
26-35,-6.972747787366068,50.270065581266934,214.48091780757474,145.4456485991071,D,1
65+,-80.40059133006507,-109.49642222020867,-8.752304323423912,-155.62720929770796,A,1
65+,95.24124472685914,42.11590449505414,-258.2694540704044,24.61794144810528,B,0
65+,-128.7034661791824,172.2392974574999,49.74676354000074,-30.99869734757632,E,0
26-35,201.19407708895903,0.4209175599575743,-76.98938997456344,47.00487043671359,D,1
51-65,48.88019614703927,-95.63370907921947,-63.65393751718717,0.9918168359476728,B,1
18-25,131.89048206267213,113.9767172834018,-1.2173485889309288,-19.706643213155154,A,1
36-50,42.555531217691,-39.72903144671466,115.27589520427632,176.36262354618884,A,1
36-50,-33.37403380778337,-55.02194493002553,-144.85326954820644,98.3002602907161,C,0
36-50,8.611186325599833,-134.89820495696122,96.37634798657062,-56.97758155915972,C,0
36-50,-84.26334895054795,-127.2267023994565,-140.8755494353357,-18.25307536855742,E,1
51-65,72.1493182574116,-33.03082916357737,54.12715312432359,-108.85198096722448,E,1
65+,32.14201029101281,91.79132209407325,-76.20045699103883,91.6799647899416,C,1
36-50,-135.69090420890012,-56.87443498783068,19.50193389659851,-114.59805312537483,A,0
36-50,-81.25919708284019,132.46782959675207,-198.66462961541416,185.05450522604238,E,1
51-65,92.57049827535823,-167.61989058441384,107.51154222698666,104.9233713311884,C,1
65+,29.460037198963185,174.2307780112093,-17.74425496895578,-35.97482646624848,B,0
18-25,177.99797683136418,152.73206760806244,109.94816684970434,45.875828561543294,B,0
51-65,65.43144817219259,82.8524525998975,27.11229926616167,104.8644763101455,A,1
26-35,-156.7568708678307,-140.21729321617903,-111.45436700785633,79.6556892604602,B,0
26-35,-24.467371735233204,36.215395771301054,28.10318946518545,-85.44316197066748,C,1
18-25,6.776653938817025,131.4661207491632,-93.81995557784471,102.90419697055302,D,1
36-50,-48.71241665644153,-176.6299613233404,-202.27622528305767,105.49549242161885,E,1
26-35,112.12203693326066,-33.123386236833234,-34.89341904411851,-37.145016677159475,B,0
18-25,-79.79269099265119,-139.22696361464392,-33.011716487852624,72.20176319052078,A,1
65+,219.04715948726744,66.00073268751758,-141.15373375857087,-34.11995121716866,A,1
18-25,-125.07969966411994,2.5095990423918475,-15.07477951535751,136.32534712267565,A,0
36-50,-27.040394399736428,-51.67253185556173,172.03015122407152,122.66921286242847,E,1
51-65,36.0769897562896,98.46882110902348,56.61706534261347,148.55699576344495,A,1
65+,135.84592179228406,-118.50913726402797,-185.6139368658769,-17.212840451486134,B,0
26-35,131.90343327793488,32.3644317373021,-29.26037902975871,57.816093753298816,E,0
36-50,-48.105326717078974,-25.025218674333082,52.883846755895114,-61.36297758523824,B,0
51-65,91.60746223128112,41.12996804252395,-279.85426381683624,159.0351237330269,B,0
51-65,49.489912190663375,2.9892644703849394,59.08250769104687,-114.34674666744071,D,0
51-65,-49.200112821484176,19.59896278328013,-185.61278193640482,120.02025646291507,C,0
51-65,146.34669259856807,10.620708380103787,57.992032916413216,-108.93672062148434,E,0
51-65,93.70124123868865,-52.76834740101594,63.73304219152668,138.55150549398815,D,1
26-35,56.157378782838244,66.74358044350642,-86.69252497648652,-174.23137505920783,C,0
36-50,56.16275072915376,-118.35596237191932,103.12811747418668,35.90822537406334,B,1
36-50,59.408195982627774,138.32323463697688,-50.5335931917679,62.868915010724976,D,1
51-65,-79.77355546133263,121.5919593395937,-44.926696439050225,-6.665033672554986,B,0
18-25,107.79961737757225,-99.3183878620119,-113.20803556071786,-53.47182425459764,A,1
65+,5.229800486354396,2.445434890298314,-22.477596800366097,-254.8353697460219,E,0
51-65,-13.880026296971778,-215.05876522505045,-34.99490956930628,-60.970532382926166,B,0
36-50,-91.2451815788136,-47.84010452098364,64.95248057497692,139.00979058918512,E,0
18-25,54.69782243332476,-36.46248077885084,198.92818881431185,-52.53091882572005,E,1
18-25,21.542024767671776,107.69663348433683,60.67178842514064,-16.937406967136123,B,1
65+,-73.0106673144444,6.0413371559931495,-0.9363394532101197,-124.85837080772484,A,0
36-50,-47.24505439803633,-39.748607702571285,-55.01185267067401,-27.0106289724518,C,0
65+,-28.287694934374404,-124.98217265741005,-57.16533890621569,135.57942199701824,D,0
65+,-157.37931699966927,-101.92584252321141,217.8434611068041,6.5312998540709,A,0
51-65,-71.68442388071142,-59.31903019079796,5.32110983880632,-46.577399598288046,E,1
65+,-132.3954636722305,-67.38917304202643,69.75584312606328,-107.27130468107711,D,0
65+,48.7012642290783,-53.36621253061824,-72.4665227080042,-23.666399406709676,A,1
51-65,-41.06670212924128,26.60410927367079,23.467769166514643,90.40089240176485,C,1
36-50,103.6020717473999,131.42932296967652,159.6589200403,134.5162352887606,D,0
18-25,-121.12192998759086,-210.05900797712354,-137.782280096946,84.80952342240137,A,1
51-65,17.263064032283125,127.92671068447738,161.4008543020345,107.05005016674443,B,0
18-25,-140.47957843249307,181.80576261523103,-42.27636799227962,148.32906536859545,C,1
26-35,-262.7500963917564,-188.52174413442296,85.36800412139077,-87.9452910567096,D,1
26-35,110.75692000291251,115.77494045858936,-90.49899074981036,116.34115675189712,D,1
65+,223.78997189097635,-158.94534749981744,65.3048562659983,39.95044749846512,A,1
51-65,152.70110880537945,-91.17071946987602,-57.698713304401984,-9.99425009008618,A,1
65+,-12.145466924671153,-78.59299935915742,-49.99424953938366,44.89489310973996,C,0
26-35,-61.969688375132634,-212.59961998353717,166.21379964082982,96.4341509142865,A,1
26-35,-174.89808382717746,47.22191163430448,-7.8088200886282975,-119.91466352054697,A,0
36-50,-197.57462773408633,105.45335959404977,63.0217126531606,162.6689665271003,C,1
65+,171.3834037612175,115.313587254432,47.65034545996853,65.86328725409803,B,0
18-25,-7.561899406299083,-67.25336288211157,-41.690368119676094,160.96645785191558,B,0
26-35,-62.72299473705072,24.319766929427843,27.734143734702815,-58.22650165432189,B,0
26-35,37.99219135995959,79.60147534675605,80.19720890652228,-4.15340383268772,B,1
36-50,-101.06735980818446,83.62553929684016,82.4406295210632,-146.44666201871658,D,0
36-50,-76.11910619899768,-35.14385822613066,-45.11144089879387,-41.185629449556146,B,1
26-35,103.16429806852918,-22.629202405430924,8.010140929242873,-43.24286303685147,C,1
18-25,-108.94521040631646,-118.55373770965132,-93.00935273165406,-57.84383776792775,D,0
65+,-246.5188610337729,53.04932533050762,9.806254008226237,63.819508778897514,C,1
65+,-56.07464388835134,103.24780880986025,51.39151484796356,35.42880198754575,A,0
51-65,51.394091339774775,-40.28902377834627,84.45342096260664,16.724022438205242,A,1
26-35,-104.90365997851742,-52.23418154734215,-107.53025148243293,68.54503816635615,D,0
36-50,54.670206133970844,-22.46542791201929,6.580444123052611,215.97623837356727,E,0
36-50,28.38289420625576,-19.410714128324347,-49.30893696130313,41.01208650428368,C,0
36-50,-35.97357369312857,-39.29526001438536,-138.40956428222387,170.1886105296654,D,1
18-25,113.21384074815583,-34.479804622579316,85.51189923116212,67.2933659357449,B,0
51-65,29.14360918051019,122.52944404519607,10.769050568223978,-197.09356778463848,E,1
26-35,-7.099337258964076,8.315190772637369,-111.76455560875407,-79.11712856296717,E,1
36-50,82.5033035789398,-110.66234034689127,-63.52100530265529,73.98635543691844,D,0
51-65,38.390818723364355,-139.25250983848076,44.316366630520314,-15.477220218582838,D,1
65+,-29.092456784090697,31.56913517159921,-57.951972699757626,104.24331975366836,B,1
18-25,-93.91986283165856,141.3338323004424,44.72556962373992,-46.39384492423533,A,0
65+,-58.077024993475234,-92.7535339849295,-78.82287514121306,123.49516798611053,E,1
18-25,14.459426905560802,56.772744248528106,-86.7428719963845,-58.273835908228996,A,0
18-25,-24.381894930788892,1.4677606314430784,58.02965648573755,-69.34394234935176,D,0
51-65,76.2590527787649,-78.53726758623812,53.76708952246828,-93.0953487132257,E,0
51-65,64.89001442541883,-50.782890819352936,104.91492523612271,101.71467076938059,E,1
36-50,-62.34124004323689,-63.640799261595404,-259.7342193461682,36.97306338383262,D,0
26-35,-15.64029107671506,-97.62360230018206,-32.98924784199262,-192.66482030569304,A,0
65+,-132.11542394234527,60.416207418754986,63.97550525724062,77.93273048110557,D,1
26-35,2.041454330823307,5.030604732811304,-65.66949136378194,-3.681044242601121,C,1
65+,67.397029724148,33.45010508214748,47.266549661465476,94.90949883667764,E,1
65+,87.92082196195507,12.031692970729381,52.63119121478699,35.29603700786592,B,1
26-35,-47.28890373591083,16.177631438509945,50.551330485009295,97.89581521125005,D,0
18-25,170.9252182301122,3.585307303703496,-54.77395208826409,115.30935657415353,C,1
26-35,177.5510328044587,-123.06739932346574,18.845715210178742,47.382758111151304,A,0
65+,9.676506641931448,-70.34982168421422,150.26168946541472,262.2351815530167,A,1
51-65,9.030620255599201,-32.739174151671456,-157.3077619147295,-39.77699965144555,D,0
26-35,30.16745102767701,121.21860808035485,46.99711408289826,-131.4457446927724,C,0
26-35,-67.16658079631921,-96.08700210223446,-161.4046337328292,35.025843502480114,B,0
26-35,-15.062721366758748,20.05544173386758,114.93140897938932,209.1820318332666,A,1
51-65,97.9632225346092,34.425685892766595,-116.27366939163142,53.24821591510849,E,0
65+,42.93949050577594,-25.770727833732245,-32.209518166254725,57.12055594996246,B,1
65+,-27.175112821159598,-186.7574441900687,64.33635407245903,27.682669874897293,D,0
51-65,-83.40321912813017,196.6564782731046,-274.89432852422186,-95.99172004226,E,1
18-25,159.75136806355576,69.45495890599095,47.09363411351409,-39.05646129979657,E,0
36-50,27.091769336846355,17.811802847124895,31.98008506203421,40.61149593320035,A,0
65+,-85.6990475975674,-97.64493358005554,-80.52779626859373,168.19169524713467,C,1
18-25,-140.04673329235672,-117.68233125615745,43.299947380917004,203.30734507949916,E,1
51-65,-68.60881500516878,-25.80899688898993,130.15118146903893,43.205453586480346,D,1
26-35,38.91661056258155,152.9204050602483,-90.34738569411645,74.45614545657698,B,1
36-50,7.9237465708836465,30.89484994169706,-52.05473127234642,4.961151131831621,D,0
51-65,76.41485758794407,115.43099221436677,13.323504987727505,20.270590645780363,A,1
26-35,-55.49577407685122,64.08246673106025,-70.7600700260344,0.18388840561012224,E,1
51-65,-50.48515300705135,122.94113639374626,-62.12643651326319,35.608107928911444,B,0
36-50,95.92123976930611,-77.4519271478621,135.89526472769015,64.44062595509362,B,1
26-35,-80.83920323609236,-32.02549546567193,38.97031596190325,58.40294008362584,A,0
26-35,35.11971026984627,-3.52112209476786,-17.586806005937746,9.642223457536623,C,1
51-65,105.50005788138459,-89.78805591934388,64.22738581299289,106.19580240167336,B,0
26-35,154.7547477892912,27.128002085509166,-40.24903044602043,142.5319641779831,B,1
51-65,-43.30552167212478,23.43405594915782,31.507607820578045,-18.70166062120544,E,1
36-50,-136.48810713157772,-9.895158359385658,36.207280564688645,-175.64686565192764,C,0
26-35,-125.0170287632695,-121.2106054017128,-79.74877517373949,-79.49004258732752,A,1
36-50,40.406199343117684,-48.35366440156273,8.39798330939661,211.45395912991694,A,0
26-35,-72.80051032288564,-6.487470161426735,-25.810382562914263,182.98942282059554,E,1
51-65,66.98611094051425,-104.94132667338347,-10.961795341620231,-89.4914705781014,E,1
36-50,-14.951851635042205,61.1408967646655,-28.925765789706993,218.26062444010213,C,0
51-65,-176.88970287556234,-141.06342599929974,-119.98635442082883,73.56922553675605,C,0
36-50,-36.717770489533976,163.94866401912114,118.89051890081528,-107.80894581988763,C,1
26-35,-85.31548994181452,-126.35386619445742,-73.56562192176989,-102.34736991886813,E,1
26-35,9.066293084283569,125.22852430526459,-15.60645997174771,-87.93779504790659,D,1
51-65,-74.98387274326362,-65.76922702903238,66.35719739633781,-34.1915317123626,C,0
18-25,-6.58648109285503,26.18679859916445,-85.60760832229309,-89.26622659504993,E,1
18-25,-155.73708483070956,16.304493625123662,55.04023889578081,-45.171201269364595,C,1
36-50,241.12664044111574,17.514312695544128,-41.7287366874136,53.50533080386518,C,1
36-50,-56.865856938041006,-104.31867429809414,-44.34430249471706,-107.07921887699825,D,0
26-35,58.89087263482333,21.572538659838045,-43.36976953003544,14.986750840302335,B,0
36-50,87.55406051085482,-48.81536951079581,132.73334009837788,71.11824830750939,B,1
18-25,99.17732130963647,126.94553837116045,-145.71873550797434,-119.80178800054921,B,0
36-50,49.422226521829785,42.54349372929066,-35.92579301549442,105.0241046878968,A,0
65+,-63.290881050962355,22.96925448375872,53.24450889881436,-6.077878791328588,B,0
26-35,33.19814641052384,-15.313345763181516,38.46384798271215,52.24081677216967,D,1
26-35,-44.66503292549011,-69.66156334478022,95.60956522312296,106.16099710742579,A,0
18-25,-70.12454449278724,-167.11980041296744,80.43290690462499,-235.11586688356547,D,0
36-50,82.04186558309232,161.71794243382945,109.3318919291123,-92.00130990380582,D,1
26-35,111.83821792812236,-70.76818656210818,-190.49561921168788,65.8052730653181,B,0
65+,-185.64051099319846,88.06392362229988,30.16333081232293,75.21766189192101,C,1
65+,105.1329635991787,104.83168345190006,-276.82875560579606,41.21135242356087,D,1
18-25,44.00732073629931,28.524808244341603,-210.1139114498055,111.82223139619676,A,1
65+,106.93285241075445,92.51657845368516,-52.678399852935875,-97.31080967444294,D,0
18-25,-140.50237341369137,45.117895436504895,-82.51665679962923,-41.61566489287173,B,1
65+,-113.69765755169905,26.559770915229485,163.09544655854504,29.5668938689958,E,1
51-65,3.4016979625805597,-26.852541855927598,-44.34439317751778,33.94029657909578,C,0
51-65,29.91143047616379,3.7928541221932557,-35.08371943048584,21.7813905237989,D,1
26-35,84.32198061348888,-50.19667046606554,-101.67543074172907,95.69730781082694,C,0
18-25,45.02930244645948,-26.375698463177272,35.06336941138888,-5.82495086536813,E,0
36-50,136.1546713863524,116.46261581973019,63.17532866038405,23.841010857954696,A,1
36-50,166.22471943757176,22.436109588777164,159.16639819547396,-70.89297678998597,B,1
51-65,-139.63357934334985,9.212970213343432,67.17015770034597,192.51361941606564,C,1
26-35,-39.616309541233434,17.302347176124545,134.35475054336203,-76.01266058476573,C,0
18-25,-34.886434372412225,-215.80536421528026,15.65177920444684,-73.69724470717344,D,0
65+,119.95301495114646,-136.6713916557883,20.945708959190345,-31.23473515024538,A,0
51-65,-32.48027999138765,-153.773772434782,155.78093398754783,-56.89874655712622,B,0
36-50,0.0778920718089963,-203.06467914780862,-14.861670682922384,-78.12308809332849,C,1
51-65,-125.52892282546631,-47.213201734774096,39.45100632965184,47.86053101523574,A,1
51-65,59.69102198414444,32.0661937979963,-84.54058928283015,-62.424978416165445,E,0
65+,-47.455510926731506,-109.1205153856476,60.14186908173437,-21.34638473311424,C,1
26-35,-78.33882623265123,30.872135848156855,-90.22172056381177,102.08749169645421,D,1
26-35,-215.92697685471327,4.743022398607763,-12.243736705309326,-87.4687770083671,E,0
65+,-103.51715770045197,39.75727711647457,-73.41711217264833,-12.133351135745547,D,1
65+,128.34460550693944,38.97703350530154,-86.52372742928543,134.86593372958197,D,0
51-65,43.0098085421023,-24.41836944832197,22.690508108596454,-7.643232934556808,C,0
26-35,0.9706755647198655,-93.87783731586612,256.3931964686819,44.59099981723785,E,1
65+,9.483086217444127,104.2993085133402,167.7727468329697,-22.268683418675593,B,1
51-65,-81.75672512559692,33.54927420235628,-65.99789865745139,119.14197487317789,C,1
26-35,90.5261684232057,-133.6048641086306,11.529230084795941,99.09742818140892,C,1
36-50,-210.6628285836643,-139.50688578102773,122.25458652592856,10.382718761144949,E,0
51-65,-227.54317547681987,-78.6597850008335,95.50817990125084,57.4078655336545,A,1
36-50,104.98417962660523,152.916028582158,-240.7728653484776,41.32819698103793,E,0
26-35,-46.676949104688816,-14.51874361151165,137.51354081027762,181.42280633471566,B,0
18-25,-212.53350459329909,2.774816544346747,-128.2542711417727,116.81808084151737,B,1
26-35,68.17680006985006,-4.830131796348505,-22.118483753607148,-103.5675272377671,C,1
26-35,-99.91081864010283,181.6468437600971,-171.06348034623502,-31.491776213049228,C,0
26-35,-89.69553320977086,172.23915568066215,11.661496113724127,161.42932306890876,E,0
51-65,-77.79778024871023,55.4318985415146,-180.77209754453364,-15.73800114416916,A,1
51-65,-35.199684695807896,-8.403796566775725,-18.99770784946249,19.199041502738996,D,0
26-35,82.56058856422727,287.6593176139107,144.4546674165661,-29.86252247752386,D,1
51-65,-54.640805659622615,40.23158832077884,72.46255927834913,43.18397513718499,A,1
36-50,113.56391965183192,-46.40661476319021,20.360663503209913,189.61668987935963,A,0
65+,0.09311338491687808,47.47381879286339,48.07651057315349,198.83208252798028,A,1
26-35,32.79463131733013,-1.475549774361554,-145.34181128261895,128.55616710052195,B,1
36-50,261.47744119384953,-114.59272966537274,185.52976990871431,56.267046355181286,A,1
26-35,-79.24430560096266,3.989354394755079,-23.56118254564371,-76.91711353555523,B,0
18-25,34.636161915541244,-79.76393402612335,-177.83360990655854,-38.80688663686859,C,1
51-65,-0.6539393368348358,106.85842714794585,153.08610415726736,-141.9996120019287,B,1
18-25,-169.4680549131979,97.02450037410722,-80.32470984884577,-2.871864973872593,A,0
26-35,-107.11103069955881,-46.22987733818803,-44.06282133425051,-28.241525075478258,D,0
65+,39.867575084332024,-65.98804527732167,124.7995989962363,134.7352068975225,E,1
18-25,142.95274947569817,-153.6219723020194,48.25325949446952,-140.20567174139217,A,1
36-50,59.429150660388345,-5.6434394563805155,-76.64146206703582,102.00414701223974,A,1
36-50,101.45047962990279,6.1795750128538325,-131.40269721757963,-12.986717146178368,A,1
51-65,-30.003675960092867,-64.70992924920387,63.71444296873769,153.0886183834493,D,0
26-35,-51.90105752816416,-85.73644018242076,-101.76937828189014,-25.69598547942616,A,1
36-50,4.329002568239708,57.77945668789173,-111.13301283560699,-37.23513876945308,C,1
51-65,43.02029716764847,78.52029799342345,4.800201387155637,10.983646374256463,C,0
36-50,-212.36950550224742,26.025858938032183,171.06099682909226,-20.73106621357922,B,1
65+,7.191397863382614,2.074694914267213,103.20100042938134,29.96044044812963,C,0
18-25,-120.38326229259913,11.611805651893272,-191.70923545831542,-175.10533029092713,B,0
51-65,-19.92414063755682,161.49886123371516,-1.7885695894298022,-33.97055321841257,D,1
26-35,59.94209497163154,122.5299713391259,110.51516236050809,19.534559351724653,A,1
26-35,205.08314190681887,89.90527518558008,-78.12535967552418,57.501156156058464,C,0
18-25,9.617914646778766,155.9016626190481,26.068458091561514,-72.80773655595316,E,1
26-35,-52.689556981471156,-27.482306554772883,-126.54057737953428,-111.70202654892528,B,0
36-50,69.40806510076956,-95.60514797389641,-15.479104002814651,37.405757024616726,D,1
26-35,-122.32073839961815,25.56987844185839,131.33985742759518,25.824109292811254,A,1
18-25,-257.53875594492825,23.402211081797166,61.87428326037552,14.613794990817027,A,1
26-35,-79.8865452845125,26.59794482741192,26.927765885468023,248.8642366272826,A,0
65+,-53.249077896996624,-47.282810045265336,-116.6009184105184,7.53896403706901,A,1
18-25,-111.73535033036622,-321.9905908316712,35.1826845045219,9.907890761632384,B,1
51-65,-78.31689091677958,-15.24848405738353,2.8500940259000678,79.43052812100274,A,0
51-65,87.5436495329235,93.26415112860332,24.475676428335014,-45.753647598839756,A,1
18-25,-16.029218009153716,-151.23372751889113,-95.73469986904662,-13.484599282217044,B,0
36-50,7.8198200332250085,-101.11118677873576,137.43534700153862,30.51254264365853,A,0
18-25,-134.25604258974087,106.84671592069164,93.16788628935718,27.50697564487722,A,1
36-50,-117.63992475730379,-32.69725115026154,69.50803471949067,-108.5137170357018,C,1
51-65,227.9328045602449,22.27595482627262,63.997161199250506,-163.35925767087792,B,0
18-25,-137.6484305438504,33.280463691301016,-116.39552869311902,-114.85482309002806,C,0
36-50,16.407267928861554,-12.941074784046721,49.26505559730184,35.70433533594486,C,1
26-35,152.75879127555598,118.39604358126847,-101.03944726122694,-71.14365043500428,C,0
18-25,-81.66393186643161,-104.9751977695192,95.24510781688483,-67.51217133834813,D,1
65+,40.986965684915006,-20.96977019981197,-10.61827742639548,-34.41606552473215,A,1
26-35,146.7996819168647,62.148477483402075,118.0806998521816,74.87393607007397,C,1
18-25,182.94256784081026,140.02068808542637,-167.85881380169207,14.180736383372489,E,0
51-65,13.224305613466381,50.1615438520509,-51.69920729322695,-42.47969578170203,E,1
26-35,-58.539997919507016,-53.84176335838959,10.70672390243808,9.259050781517454,B,0
26-35,-108.25951508434244,-75.12976699176791,139.80194515471587,85.31861581300969,B,1
36-50,-153.72164496480175,73.66863422516865,81.04450366873508,83.27326364131652,A,1
36-50,-12.432994117517024,-216.24288503934483,-51.640825554402916,127.48515352681149,C,1
26-35,-33.03654403898118,9.776413592406179,-10.00813442459518,-11.281218547831267,D,0
36-50,37.984861518031266,26.980854467780617,135.88207872299947,115.25793799763069,B,1
36-50,-105.58909912904313,-8.423945366555436,119.23983274927335,69.59469641654044,A,1
18-25,270.663368671359,-75.00668575115526,143.2224735886331,36.203496722945914,D,1
26-35,108.47544013186598,-23.0726982588049,-6.635061323599323,105.05445398827442,E,1
36-50,83.97214351354813,3.1973447968608433,-191.95070863881756,46.368046493223936,C,1
51-65,-17.05774698152038,172.85885979476492,-44.85117002756717,78.18619993628386,A,0
65+,-59.583322423831135,135.78081805593152,220.73513158016146,-26.111667227165846,D,1
36-50,-169.2197712269054,-58.92572462862681,-218.8745668232835,17.042319626589705,D,1
65+,34.350712373879986,33.64338203908183,168.54585571457247,-145.40661546162184,E,1
18-25,-165.26993078525078,-24.081500685196545,-126.03483420683648,69.47929169490043,B,1
36-50,-26.3905978392743,-9.981050046023606,92.35439457552886,-8.401823970748163,D,0
26-35,56.92125796940297,-92.75119834476175,140.19186092672828,-34.00991691735173,E,1
36-50,-201.1201486089022,-22.894263135733258,-19.369776393322617,93.87980560207009,B,1
51-65,40.43565774060582,51.69101527613903,-14.22507673953571,151.26066463571252,D,1
65+,24.38275220921051,-28.550886349399935,101.14400699758177,-270.61455428795085,B,1
51-65,115.3327918908649,61.86926295668567,30.363109528311295,98.12474078973109,A,0
18-25,-105.59560366852678,94.33525006454434,70.93996056841138,-43.9427496352326,E,1
51-65,-31.237485320616198,-214.4813159602037,-75.20302471011067,105.57636266805648,B,1
18-25,-26.364554752910234,-80.69334181028007,50.81236188489622,-38.215469213648376,C,1
36-50,89.2130949999329,-114.32530348649075,-8.689128674190897,69.03909628777382,B,1
65+,186.28961861679906,-180.9370954767197,-241.63182268327046,37.722124790416565,E,0
36-50,195.44955423181395,-31.926332685004077,-124.93452832437183,198.2971699061545,B,0
36-50,-90.34065614548417,193.8107305171821,154.1438707188698,61.390006188418454,E,1
51-65,46.85747555716613,-160.2516860509015,-91.45681937062089,86.4087043700987,C,0
65+,-19.77639057127904,-174.40410937776377,5.181326355578747,72.00215638449413,B,0
36-50,2.3424196136165465,82.38213244071095,114.51382004664853,-94.17143091746938,D,0
51-65,216.85465149521184,-52.570226863346534,-38.86360362843968,46.147608396622424,E,1
18-25,189.12445062233206,-29.443414808027352,-10.455549827970408,-8.829861431516955,C,1
26-35,38.238084958342775,82.21489694754929,-48.71900323200711,59.73895745377562,A,0
65+,-139.94223265186446,-115.116369782315,-44.80225084899676,203.86333625289473,E,0
36-50,-75.6500768914077,-21.572173242171782,-34.94619296954603,138.21804496924997,B,1
36-50,64.2153924725927,-41.19628882243849,-14.927222505792226,-49.290213807842015,A,1
65+,131.74394179195755,16.14005435602471,66.55975310014813,34.80458785161396,B,0
51-65,-23.28847075980208,-87.34758360319745,32.63612770476637,-65.17720177499874,D,1
65+,226.16340399083182,-7.693978071089973,126.8260810862538,101.82004564098659,E,1
65+,-6.582297083024792,33.26013771336475,-227.0751571618842,-113.06911461767211,A,0
65+,95.4773992939273,87.12116860461875,195.99297711575835,111.28303244639642,B,1
65+,-233.75422953684662,-27.36641618551692,64.83776369632407,30.290683168078974,D,0
36-50,39.3340567664695,1.2454773519175553,-11.23535704353529,-40.997602569024934,B,0
36-50,35.51736182833059,-116.51437184660789,84.8298142451772,81.63360741788678,A,1
26-35,-139.4304131350919,30.428970621870043,-111.73018554534686,-4.395054305734364,B,0
18-25,-145.93503192989144,116.60436673827508,-156.0664602546448,-132.78824291260375,D,1
36-50,46.57417939616088,-232.04128863872282,-10.476318421346646,93.96769917684932,B,0
36-50,-19.587184266253896,-119.30571548157832,34.04680650369461,-243.3889676786471,C,0
26-35,32.71898818019361,31.35739817465502,-91.78267405166156,28.877941115023432,D,0
18-25,-147.5874124090661,0.7856569012497672,-72.82309081910908,-1.9046046863806787,B,0
18-25,-130.20437565437527,24.066396107738548,39.28685644510934,-121.5488217117664,A,1
65+,69.06048169726657,110.91308573584486,99.96381750362208,19.006676644333517,B,1
18-25,118.99162164859393,82.18934423481139,165.98681538472928,91.90571336260876,C,0
18-25,55.18435413969747,-133.18990225347684,-73.60031220054584,15.195757764913045,E,1
18-25,87.0882099685889,145.95914820562953,39.1459358365815,-49.72967550269232,B,1
26-35,-12.346705039184496,-30.820079438667396,30.390575847838175,9.981550069585873,B,0
51-65,193.63883299502135,47.61322206479836,29.526587624504458,163.3705955804182,D,1
36-50,187.98222561874266,-20.08885574120077,-13.516429706677929,-48.589386451025874,A,0
65+,-36.206187463225596,15.995012590319007,65.26074028909251,-21.37244128162344,B,0
65+,-1.8018256907259915,83.53226147719367,79.25931042122092,67.08858109821585,C,0
51-65,131.57753520753405,165.24563469020134,-109.90772597767129,-38.67480039222374,A,1
18-25,25.66269766813536,59.13257922435231,-156.94402097459306,-97.76208046561376,D,0
18-25,-85.71713904532166,66.72368945686873,76.67552983956469,41.49242737884722,A,0
51-65,168.03067013060783,-90.66403706305502,-210.13549849717944,191.1184868366918,C,0
26-35,-33.02734311714605,7.643282957574316,110.7361118911118,168.93642639137184,B,0
51-65,-27.09521472411629,76.57107811575784,-3.6538982875150894,81.45796096678765,D,0
