Religion,Race,genero,sexuality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
Muslim,Asian,Male,Other,-11.658709937133105,52.890778573304985,97.28699774504554,E,B,9.681220581007139,0
Jewish,Hispanic,F,Heterosexual,-15.18245182223145,27.762899503814708,-34.12883316994781,A,D,-156.48688780653566,0
None,Hispanic,F,Other,-87.02530824354031,107.47054000677142,-65.61303054655043,A,C,75.3444180144757,1
Buddhist,Asian,M,Bisexual,-70.57805459983166,-80.52019531975566,-1.7190327752577734,E,E,20.991582052467184,0
Christian,Other,Non-binary,Bisexual,-151.22262963086447,-16.201505483627237,-79.13456616816784,C,E,49.63839797935492,1
Other,Asian,Female,Heterosexual,-97.2540668971679,-225.05089729010686,75.35455007363751,E,C,-144.7855391234911,0
Hindu,White,Other,Heterosexual,108.32825105936845,37.20997742621529,21.224907624430692,A,B,21.75976792018949,0
Jewish,Asian,M,Homosexual,75.50618540782922,92.83018311201943,133.05266366178523,B,D,39.8432517677735,0
Muslim,Hispanic,Male,Homosexual,-125.3782975373718,40.42703637614346,26.769232115220927,E,E,72.788155736073,0
Christian,African American,F,Homosexual,-146.52043764093804,-19.036487344301776,-58.66848762292365,D,E,-78.49769905565438,1
Buddhist,African American,F,Bisexual,-17.786931292472527,-53.27112111791303,132.82489194046298,B,D,-77.40942828669188,0
Buddhist,Asian,F,Heterosexual,39.97365054287351,53.17464029392522,80.10920319223851,C,D,-41.56637988282664,0
Muslim,Other,Other,Homosexual,94.9863817728178,58.224556243485296,63.4191358074344,C,B,86.69423071519469,1
Muslim,White,Non-binary,Other,-28.14142589203459,-166.70357527179843,49.414393461977404,C,D,-63.007685082414675,1
Christian,Black,Male,Other,-45.89858719097421,-21.734507813712188,-2.949887857199236,C,E,-119.52148464151107,1
Buddhist,Asian,F,Homosexual,56.70028340478323,-12.874744622044204,-144.4289343590881,E,E,-19.276405219142777,0
Jewish,Other,M,Bisexual,-142.6142468888176,161.58146696853788,79.31899109677842,E,B,-88.09245785385616,0
Christian,Black,M,Bisexual,-128.7678595026802,-28.184317379412455,-26.996213885182346,D,D,-26.927244878660733,1
Hindu,Other,F,Other,-20.145282553442687,-75.6288450414748,20.23697925030128,E,D,77.57314695306769,0
Buddhist,Black,Female,Heterosexual,58.95978981033626,74.19823242577243,127.51397846111287,D,B,257.0655356895608,0
Other,Other,Non-binary,Homosexual,-102.33570520527562,-15.2852518163659,-67.25305042521244,A,D,48.3724068398063,0
Muslim,Hispanic,M,Other,-62.307454766197125,-42.15744268742727,0.6985591757591381,C,B,107.89455538408701,0
None,White,F,Other,-18.25495609390773,70.0517933180856,-25.008188087199596,C,D,-83.59264135095901,0
Hindu,African American,Other,Bisexual,68.19220690900646,-38.12901818728381,-78.58989616880298,C,A,147.93400533405762,0
Other,African American,Other,Other,142.42562763115336,7.595344800760398,-239.18890904988515,A,E,-31.560855161177727,0
Jewish,Asian,Non-binary,Bisexual,-49.53534072305699,-6.626275029788495,112.69262739877422,D,A,-53.53891544101121,0
Hindu,Other,M,Bisexual,22.833110465518764,-60.94330944283938,-65.46704503936023,A,B,-72.55812860479976,0
None,Asian,Male,Homosexual,-37.490524826141815,-41.15131607485545,-60.16422062996206,B,E,-15.655916647026825,0
Hindu,White,Non-binary,Bisexual,-82.05065190863142,12.288758074213083,22.671557326433277,D,A,-4.450469296547681,1
Christian,Other,Male,Homosexual,38.02695721600719,52.302133767037496,-80.8722734343572,D,B,136.05847181207253,0
Muslim,African American,F,Heterosexual,-91.7827978749841,-198.91025868032267,-51.754767667141124,B,E,-42.351376161359944,1
Buddhist,White,M,Bisexual,133.59588939808657,111.01125036272441,57.91351064015288,B,A,-63.15510961990681,1
Christian,Other,Non-binary,Homosexual,-142.00119576506575,-44.28040477067916,-9.436214198283546,A,E,38.080366825723594,1
None,Hispanic,M,Bisexual,97.67483229596684,38.142442023493224,39.53095718343202,A,E,50.89446827866306,0
Buddhist,Black,Female,Homosexual,-42.66681414112352,102.34127598434675,61.02554447300188,A,D,-25.659124537949523,0
Christian,Black,Other,Heterosexual,-9.932352839992753,31.568569602162842,-163.760105895138,E,E,71.33449636898976,1
Hindu,Asian,Other,Bisexual,200.96193523569247,168.71312597711338,-45.255622708385225,E,E,53.33871226573985,1
None,Asian,Non-binary,Homosexual,-214.90612919532265,-86.17608258388084,-74.11884392331706,E,D,9.940250634559254,1
Jewish,Hispanic,Male,Other,-262.9230598285547,-59.70682790975079,-35.0411314340948,C,D,42.95502902297151,0
None,Other,Non-binary,Other,90.82235861004388,9.263324665408376,-59.74397881841009,D,C,60.40518914899211,0
Other,African American,M,Bisexual,-42.348822128363466,72.47167063632901,-39.13691291425571,A,A,220.36128628368857,1
Hindu,African American,Non-binary,Homosexual,-163.17225481793974,-34.40634485163841,197.2492054669123,C,E,-71.5727851012248,0
Christian,Asian,Female,Homosexual,-84.81169701545039,164.1687764878757,157.31530258556205,A,C,-60.37288301154554,1
Buddhist,African American,F,Other,-188.3709820296185,79.89932641953659,-76.16130366969928,A,E,42.358029900130695,0
Other,White,M,Other,-6.645327598702256,97.34003467586385,-1.4142596275578987,E,D,57.070481514168925,1
Christian,African American,F,Other,-136.51705629689883,39.22679528467858,128.6564992998156,D,B,124.52239930329453,1
Muslim,White,Male,Homosexual,-25.031957984900938,-10.681075250159498,-183.41488597165784,D,A,-105.49072704006761,1
Muslim,Black,M,Heterosexual,-11.319506312817252,-12.507175078877541,60.146247028663815,E,D,-0.9664394246804465,0
Other,Hispanic,Female,Bisexual,-185.2665272256632,59.40254320505114,-92.78505037638858,B,A,-81.46367142534324,1
Jewish,Black,Other,Bisexual,112.09634512099274,-27.280126481628418,-18.940434822820258,E,E,-109.1385934591337,0
Buddhist,White,Male,Other,-72.46092992729471,78.70556876098492,-44.21135783267257,B,D,-3.6606463950298047,0
Hindu,White,Other,Other,-2.3768832210110635,21.96180313889399,-143.16278468316912,B,A,-12.33362575224794,1
None,White,F,Bisexual,-91.18697599416384,118.94383599211922,-64.13977709608015,B,E,-9.755212039626556,0
Buddhist,Other,Male,Heterosexual,100.75699764554726,-42.663641480682216,81.89078816805458,B,B,82.9430501325555,1
Hindu,Black,Non-binary,Other,66.9080673768242,-47.44162939076675,31.35437734821116,D,D,-1.3056163363486781,1
Jewish,White,Female,Heterosexual,-7.688378109470999,28.225611567350327,48.06531463891717,A,D,126.89229318890473,0
Other,Asian,Other,Other,100.48140921066661,-23.48613878597238,22.05387156657324,A,C,-28.234037115173116,0
Jewish,African American,Female,Other,12.04570544886008,-13.711569746198936,-81.29491766580433,D,C,95.59474954829425,0
Muslim,White,F,Heterosexual,79.09830640528727,46.47533274171132,207.63438581562716,E,D,113.20544008749832,1
Jewish,Other,Female,Heterosexual,10.170086175741474,100.25621899194353,-119.15923413308111,E,D,-85.9022816313578,1
Other,African American,F,Other,-46.06890814920123,-93.16311962099707,-165.47316108411542,A,C,108.35782211966117,0
Hindu,Hispanic,F,Other,71.61360061061252,47.5495718248116,-80.81116380352812,E,D,43.252285091470135,1
None,Black,Male,Heterosexual,65.3088085949157,88.2689891709451,40.84392847495852,B,D,-65.7022660292068,1
Muslim,White,M,Bisexual,-68.73286895359355,66.08574297200424,-68.25025038597875,E,E,-88.21844676188164,1
Buddhist,Other,Other,Homosexual,126.16362536320614,212.05642073601592,-127.45927981788363,C,A,-13.86267884684749,0
Hindu,White,F,Heterosexual,-81.71918216134601,99.94348356601148,-10.076475133099466,C,A,170.13486581063518,1
Christian,Other,Female,Bisexual,164.23442760788507,-6.036861875966919,-35.206200368289394,E,C,-91.0148149108051,0
Hindu,Other,Other,Bisexual,23.762911134468933,-136.4221924943656,34.731825166607194,D,E,-85.66391184934113,0
Muslim,Black,F,Heterosexual,47.15045115163535,93.6552049643047,-28.91541840832192,B,E,-42.895172838243106,0
Muslim,African American,Other,Bisexual,-51.63922400582256,35.817200820108276,-141.631256317822,C,E,-87.3457156571423,1
Jewish,Hispanic,Male,Bisexual,-112.3422851556823,82.92868554771745,107.58210612942563,A,D,-154.989246474297,0
Muslim,White,F,Other,105.51949830831515,-98.24784664941993,-58.63551933018667,C,B,68.68926759645136,0
None,Asian,M,Other,17.565175466637285,61.21446697091214,-86.13963668097536,D,B,208.09284701564087,1
Muslim,Other,Male,Other,-132.86637275691774,191.7997608902299,-54.18959285232403,B,D,-107.90555827788413,1
Hindu,Black,Female,Homosexual,89.60278221131809,2.267516640652932,-203.4959077624711,C,E,-130.21261143321533,0
Other,Hispanic,Non-binary,Homosexual,78.61465311397194,-120.70359938259101,-32.76386443913363,A,D,-180.30760464544204,1
Jewish,Asian,Female,Heterosexual,-93.61673385550728,11.609319037690051,16.25021336682217,C,A,-42.246700254491564,0
Muslim,Hispanic,Female,Bisexual,-60.57802153036401,-3.1583341222204653,113.54589658608101,E,A,68.04282748878592,0
Hindu,White,Male,Other,-10.594139599888344,82.30330590010914,-14.196919381822934,A,E,58.25048737737352,1
None,African American,Male,Homosexual,-94.06444043347862,-151.3200173783499,-45.668411413693605,C,B,138.91491684208302,0
Jewish,Black,F,Heterosexual,-90.72227566349615,22.043280440231975,-49.41088457555834,E,B,99.86211261166581,1
Buddhist,Hispanic,Non-binary,Other,105.88255606435062,-86.92169485802714,71.05716745419615,B,D,18.72408951427227,1
Jewish,Other,M,Heterosexual,168.18988676914657,43.46526209320473,-33.109199571437856,C,B,-23.013453725336998,1
Jewish,Hispanic,F,Homosexual,212.48839857288232,-34.77379663970696,60.12009142086694,B,D,83.70141589159475,0
Muslim,Other,F,Homosexual,155.46312976366045,48.75000881002418,28.20305501675194,B,A,-41.430318121963694,0
Muslim,White,M,Other,-134.72476968152944,-113.73245351584036,-73.67399482257449,C,E,-41.00793463635603,0
Buddhist,Other,M,Heterosexual,-5.168472893968821,-75.1407138565903,-58.60025297208625,A,A,87.81534554355261,0
Hindu,Black,Non-binary,Bisexual,-54.04694106807051,-221.07142715510523,-149.41505122780072,D,D,32.432737442128825,1
Other,Asian,Female,Homosexual,150.78665279859257,165.49875729652413,6.887067784767084,E,B,59.649822203907895,0
Buddhist,White,F,Other,86.15798065551388,52.23996878185492,-81.77091795961164,E,E,1.9943419001288198,0
Hindu,Asian,Non-binary,Other,-15.567319871424996,-107.65331232200191,-26.922959366000544,A,C,-94.59921195361713,1
Buddhist,White,Non-binary,Heterosexual,-90.27796704454425,12.308054903215808,-65.42115527777965,B,C,-158.55162743307346,1
Jewish,White,F,Homosexual,128.71395589121457,60.08259393455489,62.99783798068823,E,B,-13.344153082435314,0
Hindu,Other,Non-binary,Homosexual,-61.63518659679633,-82.40111427367283,-92.90780690608666,B,B,73.12254180685484,1
None,Black,Non-binary,Heterosexual,-31.56631653439166,-125.66109262670724,160.57030988413985,A,C,-42.02961785120843,1
Jewish,Black,Other,Homosexual,78.11425147449307,121.511415389797,120.78578775202347,A,C,-145.76333682452932,0
Hindu,Other,M,Homosexual,183.8062416589041,86.51677074020283,347.6500281003019,E,C,-175.777610541301,1
None,Other,M,Homosexual,90.02531233654722,-125.71402414605998,224.1699264636301,B,A,-54.48486882696192,1
Hindu,African American,M,Other,-10.291778546671136,206.8963410366,94.06091861217854,E,C,-6.39280110491775,1
Hindu,White,Female,Other,-98.01552810940669,-54.059075212378474,-45.75390414119917,D,D,111.1511937418443,1
None,Other,Male,Other,14.46067214495877,58.95255131463713,42.590668608514804,B,E,-26.945650813315613,1
Buddhist,Other,M,Bisexual,-46.04297414581214,17.230464567477163,-50.817231028958666,C,B,141.21172090309614,1
Other,Asian,F,Heterosexual,50.76330090512317,-4.928302411185947,-191.89998221959584,D,C,-111.7409240298707,1
Christian,Asian,Non-binary,Bisexual,165.22455352535567,39.629966808147174,-18.34012653249201,A,A,33.848283794761635,0
None,African American,Female,Heterosexual,-172.95691494660417,-79.08449836075441,99.86068082771216,B,D,17.643258142418368,0
Buddhist,White,Male,Heterosexual,50.3575218743911,-16.83247035646547,38.19634841868288,C,E,57.794218127081606,0
Other,Other,Non-binary,Homosexual,-111.3031344293295,10.602525038119294,65.6583935949134,C,D,104.56669297559986,1
Buddhist,African American,Female,Bisexual,28.851439487009433,5.184491065613382,-59.22148588809952,B,C,-84.32427506530537,0
Jewish,White,Female,Bisexual,-51.553276204018495,-21.462623749882297,38.934439052073046,D,D,57.28655266960565,1
Christian,Asian,Other,Homosexual,75.49178825373187,32.77305140674552,133.64715433242023,A,A,-80.93392237540249,0
Buddhist,African American,Non-binary,Heterosexual,40.414599281199166,-164.32432976732167,97.95339076746767,A,B,18.10480607941665,0
None,Other,F,Heterosexual,-74.77918620534962,32.39694098540516,47.87333958092148,E,E,-81.7568245199491,1
Buddhist,White,M,Other,323.40423596354844,131.3703419504348,172.87692778488557,E,E,-85.17806626574459,0
None,Asian,Female,Bisexual,128.6783488854059,132.41294219545918,-46.29541116007191,D,C,-3.8067012151103836,1
Buddhist,Black,F,Bisexual,99.34719077072658,-160.28180495558922,4.1880712190453755,C,C,29.69512634644169,1
Buddhist,Black,Non-binary,Homosexual,36.14479407329274,78.27521985923728,-50.38685617240657,D,C,93.35456504230942,1
Other,Hispanic,F,Homosexual,178.5858584113347,157.7640377851061,40.48715014302484,C,A,-4.386434114785668,1
Hindu,African American,Non-binary,Homosexual,-63.33203223961843,-104.80527109050226,141.30997628087877,E,D,-127.15778982923457,1
Buddhist,Asian,F,Other,-176.55432149316687,-59.782735997033,-27.561178029341594,C,B,166.9493422670071,0
Christian,Hispanic,F,Heterosexual,144.52338663449964,56.71766043028765,-0.34515976802923737,A,A,-26.273910659313383,0
Hindu,Asian,Female,Other,26.733974620923085,-45.53960097760432,22.49238140528986,A,D,86.81681401214779,1
Jewish,White,M,Other,-154.36784589530532,-61.92027529869708,-20.958740991433697,E,B,117.36092071085646,1
None,Other,Male,Heterosexual,93.05689524667977,52.223751294855916,11.672070241806525,D,C,107.66251022275466,0
Other,African American,Female,Homosexual,135.71627093791452,32.49369698750094,-74.78702808143683,E,A,-51.15575164875165,0
Other,Hispanic,F,Homosexual,-83.99771067228752,16.125515010684886,-10.507085605889847,B,D,133.30940572381192,0
Buddhist,African American,F,Other,167.2142626124355,-115.98971574454883,-52.917341845431146,D,C,35.52476794410238,0
Jewish,Asian,Non-binary,Other,-63.26641372204544,124.54797715854579,19.303247909414296,E,C,19.81029524254033,1
None,Black,Non-binary,Heterosexual,-119.80363860901106,-107.8235127936122,281.2226947126436,D,E,95.38057210316958,1
Other,Other,Male,Other,25.235417310861248,-4.787592970994769,166.9680526204417,D,C,-121.13647485129295,1
Christian,White,Female,Homosexual,-94.12731942512347,-117.85441330664533,149.8280049651351,D,B,-30.020488370479004,1
Other,Hispanic,F,Other,-1.624072631585092,63.02334664955129,-97.9145752182529,B,D,37.001797833402236,1
Hindu,Hispanic,Other,Other,-13.606270695286451,-245.1903831617608,-56.4770825109249,A,B,-85.31270734983406,1
None,Other,Male,Heterosexual,-106.72764702160168,4.8496719038135625,-168.88398048850786,E,B,7.273588347772213,1
Muslim,African American,Female,Bisexual,-106.54036862078613,2.3312324088359158,-44.76606572475879,E,B,-31.695349882429202,1
Christian,White,M,Homosexual,50.55789362667996,-84.70486939593125,77.20871385520103,C,D,129.22358683843652,0
None,Black,Female,Homosexual,-115.67641483223696,119.10100112469826,103.66067507627331,C,A,39.25170678054683,1
None,African American,Non-binary,Homosexual,-24.79701026196535,217.12092245581624,120.39041162822461,C,E,-121.9345150984356,1
Christian,White,Female,Homosexual,-128.8842165147443,82.75997136010616,97.80964213574613,C,C,8.072459307170027,1
Hindu,Other,Female,Heterosexual,162.0492969851989,-216.1650086477417,-108.28622671632367,A,A,99.59013437649449,1
None,Black,Female,Bisexual,-227.95175853750922,-136.28695437461508,-1.862119133242505,A,B,21.30695915576718,0
None,African American,F,Other,182.26510941513288,-20.115954985367242,45.90864572670809,B,C,-16.882295291092632,1
None,Black,Female,Heterosexual,225.28528905017606,-140.40791106770652,134.70151428991917,A,C,-55.82499670497335,1
Buddhist,African American,M,Heterosexual,-90.49355088589873,-74.94705034828559,-54.078540999652716,D,E,-182.63082679207986,1
Jewish,Asian,Non-binary,Other,-35.18450089671045,-62.92813753914166,13.095160576575344,B,B,44.736434327886776,0
Hindu,Black,Non-binary,Heterosexual,-115.65771987085844,-54.130440439121344,-107.7174955421647,E,E,-16.540657576364342,1
Muslim,Asian,F,Heterosexual,-60.62651072639623,129.2991697524932,38.201566373863564,D,D,88.33234111127226,1
None,Black,M,Homosexual,-14.434875062950258,-61.302821124471485,54.62559386302823,B,D,3.699652221813338,0
Buddhist,Hispanic,Female,Homosexual,-128.02359670399784,151.10997543922807,-37.772900491306125,E,B,89.8591071821672,0
Hindu,Asian,Male,Other,-115.71779593683364,-85.56879129216931,124.45413981529352,A,C,218.4681506381791,1
None,Asian,Male,Bisexual,-12.652734897507745,-35.179214848657715,41.36140783852373,B,E,36.267321112136734,1
Jewish,White,Other,Bisexual,-17.900134482337638,127.75633627406533,99.69764525204697,D,D,91.02357610005562,0
Other,White,Other,Other,37.07200107831249,41.90894966930279,123.80215666945584,C,A,133.2822200729507,0
None,White,Non-binary,Other,118.94815511454735,-70.89340484466308,38.3793432305304,A,D,-80.75680923835168,1
Other,Asian,Male,Homosexual,162.96171654626278,94.4700335774341,-139.977455788682,A,C,-29.573223695849975,0
Other,Asian,Female,Heterosexual,55.083958933884425,-60.35074316018692,-33.61811256135765,A,C,7.211626973627654,0
Jewish,Asian,M,Bisexual,-48.199574718333984,3.3245762496483753,-70.68068783315992,C,D,-107.9395542764716,0
None,White,Non-binary,Homosexual,-93.38598236292142,157.69772358483186,193.66790052325945,D,A,-76.4913337970761,1
Jewish,Hispanic,Female,Bisexual,139.29023517980968,71.70418303571462,-45.54021925951186,A,E,-7.908809634580505,0
Muslim,Hispanic,Non-binary,Homosexual,-19.752403824951106,-47.76617233275339,-81.54701243177426,D,B,86.25237097145049,0
None,Black,Other,Other,-57.57741698911209,145.14250485223317,23.790593920911544,E,D,-42.60698768967877,1
None,African American,Male,Other,101.63210178868256,14.568647674507531,43.835016018859626,A,A,-37.05509168052504,0
Other,Black,Non-binary,Bisexual,-25.32243147909482,94.43891703497161,-61.68245523486927,D,A,-71.71763580985659,1
None,White,Other,Heterosexual,-71.74627172525395,137.22223807397702,-128.70140047184074,B,D,102.36493184502882,0
Christian,Hispanic,Male,Other,30.77383669830861,58.282165762645256,194.82622839043847,C,D,-63.82797620789894,1
None,Black,Other,Other,106.00843277032072,-2.2394912796756175,-13.409005610862563,D,E,-135.27646200331924,0
Buddhist,African American,Non-binary,Heterosexual,199.3715576851418,256.3309744980688,69.87521607116265,D,B,-21.03530142956141,1
Hindu,Black,Other,Homosexual,-174.2994380352846,44.46197548683586,-8.059589850142544,D,B,-64.17881099810016,0
Other,Asian,M,Heterosexual,98.00869253298818,-246.73247510611796,25.762191902497776,E,C,-75.03604564856758,0
None,Other,M,Homosexual,275.16619606445533,-30.248452239353448,-52.26777766283214,A,D,43.71739508333757,1
None,Hispanic,Other,Heterosexual,-121.173207518091,153.05434491229386,40.47857435419632,E,A,27.339435971022812,0
Hindu,Other,Non-binary,Homosexual,71.93706963840239,138.9970560773482,90.75655258835633,B,A,110.98975359564032,1
Muslim,Black,F,Other,41.45676626353515,-54.94777240631282,-103.82183415549737,A,B,78.07814354288777,0
Hindu,White,Female,Heterosexual,-153.19995698569687,11.539999430553442,10.259547218956449,B,D,-128.91191096728184,0
Christian,Other,Male,Heterosexual,137.81592279157306,-279.7776672132324,21.79215676726713,D,B,-36.367848525331134,0
Hindu,Hispanic,Male,Homosexual,17.36044491752145,-55.58122889446078,-47.722591930760046,D,B,-36.06387509370918,0
Muslim,African American,F,Bisexual,141.52974753845803,-43.88795310739918,-51.38546352895702,B,C,-78.74568526463572,0
Buddhist,White,Male,Homosexual,-78.16819129107104,-95.4589426289956,-72.06464612299158,D,D,-59.31809093058884,1
Christian,White,Male,Heterosexual,22.996613959551006,-130.21067312471942,-11.48409090602766,C,E,-70.3312321921879,1
Buddhist,White,Female,Other,-206.17958860190973,54.58380269933755,-53.42610357220813,D,E,-44.430192147332235,1
Buddhist,Black,Male,Other,-1.8975810909010435,163.69491541109684,-114.64580149595167,A,B,-11.78602542541381,1
Muslim,Black,Other,Other,-71.78991522183141,-16.24639185091191,-24.457149075137416,B,B,-3.1773605457510414,0
Jewish,White,Other,Homosexual,32.972354729821106,-199.11394786124455,66.05996443137798,A,E,45.542572897971674,0
Buddhist,Asian,M,Heterosexual,-24.900831701019253,-19.245560274965964,54.87735438774979,E,B,-32.62132018950547,0
Muslim,White,Male,Other,30.74136113771048,152.75818368733286,-138.10318128283865,D,D,-91.01017477844364,0
Other,African American,Male,Heterosexual,10.514810394625004,-103.93864789930014,-93.91159796842646,A,E,-225.84423852925468,0
Jewish,Hispanic,Other,Homosexual,88.2031423649217,61.076856454463424,-33.57144354541274,E,A,115.72239350595001,1
Christian,Other,Other,Homosexual,-100.80657726006346,139.57842508981446,182.0104304174048,B,B,-13.917437100825842,1
Hindu,Asian,M,Other,-210.53069554967877,-16.452046820267665,120.19579414978634,D,A,38.02009350915709,1
Other,Other,Other,Heterosexual,20.292660984070796,-150.33018151777156,-39.00552733260342,C,A,-58.58328271372413,1
Buddhist,Hispanic,Other,Heterosexual,98.31828021277182,29.978123082221376,-34.411020988746024,A,B,-132.10392201730195,1
Muslim,Black,Male,Other,54.247855081161845,-42.15474725665479,-2.509758719710031,A,B,21.81883474959598,1
Christian,Asian,M,Other,-133.3604011299529,-26.994300153691412,-95.26864999305769,A,A,37.10866713841528,0
Muslim,Other,M,Other,130.1635873029132,54.42393850987308,101.55535138442144,D,C,-111.63418768461698,1
Muslim,Asian,Male,Other,-60.48823887982267,190.4826958407526,29.629268993005535,E,D,122.93793489093801,0
Muslim,White,Non-binary,Heterosexual,53.54333645886038,-93.01031227404344,-59.72084183962744,B,C,-92.69378226392212,0
None,Asian,Female,Heterosexual,83.83486384063407,-52.830347998920935,-127.73313536967592,E,E,-168.9453383565837,1
Jewish,Black,Female,Homosexual,-33.977436169508266,194.65495847334518,-258.49122287051824,A,D,139.72369580948126,1
Buddhist,White,Non-binary,Homosexual,-68.90828710205149,-58.68245835785398,-95.64050350339329,D,A,-41.15661895822275,1
Buddhist,White,F,Homosexual,41.777388747602146,107.15462347785531,244.99849463367863,B,D,118.3714088469243,0
Christian,Other,Male,Bisexual,-112.23137385796167,120.70438732638094,-92.43096357332387,E,D,170.3815783232193,0
None,African American,F,Other,-17.866846493693544,17.63488656176039,101.61808180357153,C,A,-90.68675802698397,1
Buddhist,Asian,Female,Other,-66.2835519034965,114.46871960662502,122.30877602908396,A,D,-23.16081943679717,0
Jewish,Other,Other,Bisexual,-9.168630300881796,56.377759733379825,-27.605600672959323,D,B,-76.67387634365961,1
Other,Other,M,Bisexual,-77.96906976859101,-81.83773888660329,30.41958705135748,E,A,74.16193043361973,0
Muslim,Hispanic,Other,Homosexual,-108.03612625984498,26.897719527040653,207.19199781311647,E,A,-120.97300355185851,0
Other,Hispanic,Non-binary,Homosexual,10.506890978073736,-66.62511548362617,216.55343112414877,B,B,3.7662693385655954,0
None,African American,Male,Homosexual,99.37895442628808,1.8166715881912223,32.98018306979029,D,B,-124.92466408765326,0
None,Hispanic,Female,Other,-32.06458284807566,-50.30874452055838,-204.55154594720187,A,B,183.1097597140031,1
Other,Black,Other,Heterosexual,-57.55026800787293,8.135406688194104,-212.3037748771766,E,E,-4.25027914827268,0
Muslim,African American,Other,Heterosexual,-37.57935811120991,1.4707124949910968,-23.407357146743415,E,C,139.018234309178,1
Muslim,Hispanic,M,Heterosexual,56.057966502542854,23.210481730898607,-62.62407341438178,D,E,7.266607741977042,0
Other,Hispanic,F,Other,-71.71067723420879,102.55536017609155,-53.399498225857315,D,B,1.2290944488943334,1
Christian,African American,Male,Heterosexual,-15.539919314620201,-251.12732215061473,-8.292820258094384,C,B,73.56690908162669,0
Other,Hispanic,Male,Bisexual,-25.53016449665872,-57.24027025653912,-98.19325626377632,E,C,31.572519113008813,0
Christian,African American,F,Bisexual,-64.80397235831835,-94.27587189553721,-42.53805534698732,D,A,7.7712645395507485,1
Buddhist,White,M,Bisexual,40.963529817013196,-27.367696406544827,-72.08224852280559,D,C,16.19204021416393,0
Hindu,Other,M,Homosexual,63.778884236064805,30.47976700281406,95.85857548464301,B,A,32.6584275652868,0
Jewish,Hispanic,Non-binary,Homosexual,159.4963448890908,27.369396603458128,139.22766463861706,E,C,11.85245452098258,1
Buddhist,Hispanic,Male,Bisexual,-39.106323600901916,134.23985015816908,-60.619088764986465,A,D,35.98074529311468,1
None,White,M,Bisexual,-102.77033027387408,-0.36585374100612533,-121.15134371217688,D,D,-35.137005638131605,0
Muslim,Black,F,Heterosexual,-95.71462658404822,-39.19549321471603,-22.655825033752546,D,A,-29.206598540791067,1
Buddhist,African American,Male,Homosexual,-97.14359265895328,117.39550518208198,-311.9982451973656,C,C,-179.4604558147215,0
Other,White,Non-binary,Other,2.4048155474816704,153.5086199334013,-14.818035284274778,C,E,-93.22816819541369,1
Hindu,White,F,Bisexual,41.632385266169955,-86.7221987241754,-294.6833761583761,E,B,-4.895817396267532,1
Christian,Black,Male,Homosexual,22.308032169951193,59.69392784078297,-110.87831522514612,E,E,-261.91292230965075,1
Muslim,African American,Female,Homosexual,62.499476195239076,-166.09182631126987,-85.96495226550532,D,D,-108.43129991364202,0
Buddhist,White,Non-binary,Bisexual,36.861108549395595,31.50660324045253,71.6555855194278,D,A,-44.84629405003947,1
None,Hispanic,M,Bisexual,-140.50762335410394,196.96592834418948,-27.33449801130331,E,D,18.379071128077776,0
Christian,Black,Non-binary,Bisexual,2.4774850246447992,12.128926515598442,-93.25142351117229,D,A,60.36473769059474,1
Christian,African American,Male,Homosexual,-49.656936152989104,191.2051519086303,96.42241061058868,E,D,70.29184447783113,1
Buddhist,White,F,Bisexual,13.040751993765767,-20.41425416057946,-191.39624729885907,A,D,-132.02778007535022,1
Other,African American,Non-binary,Bisexual,-136.42005175647645,-30.771205933854045,70.19426794515323,E,D,19.12447898662568,0
Jewish,African American,Non-binary,Heterosexual,69.7295659649066,131.75715415923273,186.96940677419792,A,D,51.6400500419641,1
Muslim,Asian,F,Homosexual,-182.62347192092406,-302.08896494975426,41.933211675104424,B,E,154.325269318373,1
Jewish,Other,Other,Other,-47.02322359783796,130.9092308207775,64.70048109887676,D,D,61.7102216322726,1
None,White,M,Other,155.9293121697781,70.59297145965586,122.30049249156085,B,E,62.6541056808959,0
Hindu,African American,M,Other,137.59573564211124,10.882833671724997,-131.7585574291924,C,C,-22.962521507475167,0
Jewish,Hispanic,Female,Other,-134.69315702235335,40.544920014743816,2.29686783333808,B,C,67.57981987608531,1
Muslim,Other,Male,Heterosexual,143.59482479701308,137.8997211767929,-29.174089358082217,C,D,173.61368573265042,1
None,Asian,Female,Other,-30.392739830694595,-141.28885769148582,-100.91617306008973,E,D,-71.6078464629754,0
Other,Asian,Other,Bisexual,17.20894897043226,-89.4246737861069,65.96185588221381,B,C,103.68211472150935,1
Christian,African American,Female,Homosexual,181.76422806849794,-42.46659532744134,125.72823384610274,E,C,-21.328559335476182,0
Hindu,White,Other,Other,22.853890810337514,117.9620254597947,-206.21878470727378,D,D,6.283326569227123,0
Jewish,African American,F,Bisexual,43.88670490513054,233.9325731608381,-122.38595734755906,D,D,-53.93713587018956,1
Other,African American,F,Other,133.33167646112926,-6.025073903616398,-141.66015896858477,C,E,-61.676662670168945,0
Christian,African American,Non-binary,Bisexual,44.57935137037279,-4.4947787099821435,-56.32911194946132,B,D,114.32358871453425,0
Hindu,Black,Other,Other,-108.85425397731407,-162.15091800643054,178.49242695530202,D,B,35.25860482178366,0
