Veteran,Disability,age_group,feature_0,feature_1,feature_2,feature_3,feature_4,target
Veteran,Both,36-50,D,E,-127.47924221278078,-236.87588941092486,-168.12761628808718,1
Non-Veteran,Mental,36-50,B,D,172.72743748121906,80.16862929389237,-74.76500348958844,0
No,None,36-50,B,A,-38.121966725985715,-47.523751786247985,48.92415858256849,1
No,Both,51-65,D,A,-106.05165260784834,-112.47859084642275,-109.04632242127082,1
Yes,Physical,51-65,D,B,-123.8838343221677,100.81230642531082,15.932498237046877,0
Veteran,None,26-35,A,E,-10.02825094455898,19.792357372647448,26.193871742088458,0
Veteran,Yes,26-35,C,A,-129.2739071776009,-178.764121884019,-63.96491499587401,1
Yes,None,18-25,D,B,-84.36440579173686,11.374580725456498,3.048071457094877,1
No,No,65+,C,B,-155.38667512698197,15.57902798568564,-59.16260850414382,0
Veteran,No,65+,A,A,57.93659043034057,53.15974298884045,-103.90827407588266,1
Yes,Mental,51-65,C,A,-67.3823941901036,-20.357685559320853,69.4402261007408,1
Veteran,Yes,18-25,D,D,-115.23406880757072,124.04767904613394,41.07070381443554,1
Non-Veteran,Physical,51-65,D,E,-34.011348602234705,22.212409971794877,43.731884441831866,0
Veteran,Mental,51-65,A,E,-96.31004405961897,-77.09046815587324,-52.16510755668627,0
Non-Veteran,Physical,36-50,C,B,-165.65937179568942,-204.92423406246755,50.52742154663383,1
Yes,No,65+,B,D,-90.59663822034167,164.29007847396,-211.27375599592594,0
Yes,None,51-65,D,D,-102.785642103122,59.25760533388104,-196.81256749904279,0
Yes,Physical,26-35,D,D,-33.70995313391945,122.33100700255828,73.70758015263146,0
Non-Veteran,None,65+,E,B,-4.746489909670734,-42.46789839546054,-96.7257620958138,0
Yes,No,26-35,D,E,-52.07043774162309,62.36975662826726,34.33039244890701,0
Veteran,Physical,36-50,A,D,60.640378153691984,53.50940935823508,27.65229865295699,0
Non-Veteran,Both,36-50,E,B,-59.713130714481046,-6.792630894616794,35.420149229706155,0
Yes,None,18-25,E,C,-54.84654502089686,-127.71806008194402,194.91975435559002,1
No,Both,36-50,C,B,-72.00745691083974,-26.80887230840011,-196.38103018573688,0
Yes,None,18-25,A,C,1.7832373211447754,256.277564681409,-60.62243531867787,1
Non-Veteran,Physical,51-65,C,A,-7.357511284762931,-12.715851010503487,-171.68573158450786,0
Yes,Yes,36-50,C,C,275.594735697832,-32.21809150951111,95.43058617563057,0
Yes,None,51-65,E,B,0.5525436995863564,-130.763700602204,155.31728329293247,1
Veteran,Mental,18-25,E,C,-91.55073226614697,31.461745864167725,-97.50098183658484,0
Yes,No,18-25,D,A,-79.2451882320847,-72.23537959711481,12.312970927079103,1
No,No,51-65,E,D,73.76630356757875,-10.209807151265242,111.53397938088328,1
Non-Veteran,Physical,26-35,A,E,-19.03762719509557,-103.70663614719876,-113.33114728670847,1
No,Yes,26-35,E,D,3.5738435285204604,109.45960852482055,136.68964100225048,0
Veteran,Both,18-25,C,B,-132.18608594711688,36.49358630305396,58.198403041563274,1
No,Both,36-50,A,D,56.05216052447442,11.893530708637625,-48.48252732240676,1
No,Physical,26-35,D,D,12.477495251178256,-123.36493737253133,6.344363717352063,0
Yes,None,36-50,D,C,1.0695598327462388,-103.73164879022185,-94.52270872408018,0
Non-Veteran,No,65+,D,C,93.55313435614455,-61.33248008352557,-144.46509108796127,1
Veteran,None,51-65,C,D,-183.57754375609545,7.651512781677074,-231.08235209719902,1
Non-Veteran,Both,51-65,D,C,-68.45040927385648,-102.38911769448409,35.57399946354005,1
Non-Veteran,Yes,65+,B,D,-13.56578741722109,-4.65312577869106,-88.16861261351858,1
Non-Veteran,Both,26-35,B,B,138.35017892279075,-113.63551853683676,-10.750056864151926,0
No,None,65+,E,A,47.08257314110512,6.389101572586806,-28.846735112921536,0
Veteran,Yes,65+,C,E,96.27423057553268,-33.18214069814046,12.925232522531743,0
Non-Veteran,No,18-25,B,B,29.359285179266838,-180.04978440906712,11.655634635034529,0
Veteran,No,51-65,B,C,51.45231321342029,-60.93698519115301,-19.42619020771088,0
Veteran,Mental,65+,A,D,33.17274510183289,-50.541539585704776,296.5898041067583,0
No,Both,65+,E,C,-113.44596384169337,-8.54706383579707,-45.26931915104252,1
Non-Veteran,Physical,36-50,A,E,76.6973403270495,209.71856269610657,-213.5051972868859,1
Veteran,No,51-65,A,E,43.047801003678764,-58.013829081966264,149.45226799289867,1
No,None,36-50,C,E,75.74569659679383,147.89251600158894,4.456680734697405,0
No,Both,36-50,B,C,153.63237077438788,189.31064248795568,3.9414629015926517,0
Yes,Physical,51-65,E,A,77.59617118444562,65.50877660121316,102.45642848552178,1
Veteran,Physical,51-65,D,E,-38.38030718202921,-22.3380134975702,-55.28555079574401,1
Non-Veteran,None,26-35,B,B,-112.61893532681096,-27.630968837079113,-68.96419036977565,1
Yes,Yes,18-25,B,E,-33.8833286083832,-39.56126284387355,-212.77749078089826,1
Yes,Mental,36-50,D,D,-13.248636599064628,143.5664810085901,55.82996072487102,0
Yes,Mental,26-35,E,B,18.7348151079513,241.3727830002656,-56.74888832703593,1
Yes,Mental,65+,D,E,67.40468148248654,-3.1214589380099076,130.60676805161287,0
No,Yes,18-25,E,D,-130.90240842913613,30.512968727234945,-128.67450385340464,1
Veteran,Physical,18-25,E,C,273.91192237231246,56.55823792806699,2.356738323289707,0
Yes,Mental,26-35,D,A,51.144962714931566,159.47431362704225,-21.885271757086528,0
Yes,Mental,65+,E,A,2.162676641054367,-27.64818206288301,29.24026569904448,0
Non-Veteran,Yes,51-65,C,E,-42.53617628251044,117.01171692175392,188.72483613568386,1
Veteran,Physical,36-50,C,D,26.5832562848612,16.10430822493569,13.624057997990919,0
Yes,Mental,65+,E,A,73.13370503272431,-130.2815461579145,189.53389308548725,0
Yes,Physical,36-50,E,A,-142.1245358673535,-211.29638257998184,-39.645374652974255,0
No,Physical,18-25,E,A,90.23475137310982,-101.92956859915554,48.53382682479962,1
Yes,Both,51-65,B,C,130.89133846444406,-48.88254875943791,-101.75128103776032,0
Veteran,None,65+,C,B,-124.68327740649256,163.7738061312519,174.31439587538392,0
Veteran,Both,65+,D,E,96.37707743343333,77.41763571463916,231.34990638680452,0
No,No,36-50,D,E,-51.17156647180718,-138.4312312785341,-17.00178106511615,1
No,Both,36-50,A,E,47.45399880081409,97.35369883629764,-107.57521691529955,0
No,Mental,65+,A,C,13.620746293538307,106.2848064496779,58.653457709245494,1
Non-Veteran,None,26-35,E,C,244.9330454277148,162.02360993091918,-112.41274622673853,0
No,Both,65+,E,B,54.5270338724104,-103.30051310424162,-33.36486031058328,1
Non-Veteran,No,18-25,B,C,-68.11397660754935,-130.90748696010203,-62.78986313091699,1
No,Physical,18-25,A,D,42.879196208106116,143.40451613505113,-46.356038519280204,1
No,Yes,36-50,E,A,95.40938441412807,174.38279835909555,53.97858804259141,0
No,No,51-65,B,C,79.2591977377057,100.79840099542731,-234.47439058430368,0
Veteran,Mental,18-25,E,C,-115.1986787930218,155.63082371308863,-45.96044118630404,0
Veteran,Physical,26-35,B,E,54.22613001244115,4.383105141478372,-95.64029674449162,0
No,Both,18-25,A,B,-18.484986672996612,15.03114508257804,-20.537706357978333,1
Non-Veteran,Both,65+,D,E,139.02706930035268,184.81937611544154,-38.42876854871554,0
Yes,Both,65+,B,E,65.44121434881153,74.16229825058737,99.43815804812685,0
Non-Veteran,Both,26-35,D,E,5.1577876370546045,41.011754571822856,-56.84438396569789,1
Non-Veteran,Mental,18-25,C,B,-13.419574471227868,-8.06104477514636,-115.5894929372571,0
Yes,None,65+,B,B,-30.32363019184212,67.35145697062612,-74.4917733993845,0
No,Mental,36-50,C,C,-37.50382352741299,-13.644198219801208,-194.1585896783076,1
No,Both,36-50,A,E,-48.94433054951483,36.92874267764625,58.41412425927861,1
Non-Veteran,Yes,36-50,A,B,-141.16703895696168,-121.20561617081327,-208.21061580747022,0
Non-Veteran,None,65+,C,B,-36.90217589093609,-51.38925263631728,53.655751366263836,0
Veteran,Both,18-25,A,B,-67.20353568207112,-57.86446770073817,-125.77657579028785,1
No,Physical,51-65,B,A,22.330465805288416,-49.737020021146364,195.7479423033958,1
Veteran,No,51-65,D,C,-123.75980409520832,166.5888698786286,-41.84644185565887,0
Non-Veteran,Physical,51-65,E,B,65.78665373981536,-80.82790365375239,-93.12144061473646,1
Yes,Physical,36-50,A,D,38.81554062729444,-3.3613466759446147,-63.87549379914903,1
No,Physical,36-50,D,E,230.98086349056706,-79.80824399761676,-32.64198512580015,0
Veteran,Both,26-35,C,E,-141.93481606145644,71.33625516102784,-0.9100385737712652,1
No,Yes,26-35,D,D,-58.228476213855174,206.69998981273636,-36.80746361557214,0
Yes,Yes,51-65,A,A,-58.961633721424036,-33.106414617247445,33.03504801429736,0
Yes,Both,18-25,C,C,0.41333175331840066,-77.65903650556955,-119.43153263172246,0
Veteran,Physical,36-50,A,B,174.77516506686317,118.9995861761872,94.88038970253778,1
Veteran,Yes,65+,A,E,0.644954057979731,-24.046482336366022,-94.93772321800998,0
No,Both,26-35,D,A,-170.9151617083168,-110.91759111825637,91.54310715884331,0
Non-Veteran,Mental,26-35,B,E,-81.33987645664193,52.0968214370839,-25.106140029111646,0
Non-Veteran,None,36-50,B,C,5.474104560552555,62.78727477594788,285.5514332375468,0
Veteran,Mental,18-25,C,E,33.619689410629846,132.06326628138098,42.239212045477075,1
Non-Veteran,Mental,36-50,D,B,-204.99643528097545,216.93223071967137,128.5421416587416,1
Non-Veteran,Both,18-25,B,D,-46.64405290389766,-22.71886229634672,-161.66324416125863,0
Non-Veteran,None,18-25,C,C,-12.349406933434977,-179.03472503786605,-225.5851646464714,1
Veteran,Yes,36-50,C,E,104.02714987948623,13.794414101440724,-20.17457085092986,1
Veteran,Physical,18-25,E,B,37.3590751889975,17.661250117743403,24.4902771956734,0
Yes,No,51-65,C,C,-30.178755411633944,54.784239221566054,62.888812128826565,1
Yes,Yes,18-25,D,D,-97.54386852370108,37.14298753726112,103.79002005100124,0
Non-Veteran,None,18-25,C,C,-148.41964399902992,-155.94420374875767,-59.28278446317714,0
Veteran,No,51-65,C,B,-78.17076596025134,10.835487399208764,57.509361508197756,1
Veteran,Yes,36-50,D,A,8.753244843235864,-149.92121477193126,29.05622483883681,1
Yes,Both,18-25,E,E,-14.746321590571366,-48.86982506513559,84.42525854487023,0
Veteran,Yes,26-35,D,C,52.05377395884009,39.70266015721308,29.560827851595565,1
Yes,None,26-35,B,B,260.93602611681183,217.7619859623238,0.3109672743672817,1
Yes,Yes,26-35,A,D,29.68780002537151,104.0938888703676,-56.737466342844186,1
No,No,36-50,A,A,17.3108078738308,-113.05800370137582,-49.39977780130903,0
Veteran,Mental,18-25,B,B,-169.17506216351387,-80.51913439177906,162.2299166352906,0
No,Both,51-65,B,D,-101.13896358840266,-241.94579193209736,-12.242600219121783,0
No,Physical,18-25,D,E,-76.49424227693773,181.04545726348013,-31.975723514161864,0
Yes,Yes,36-50,B,E,6.085450202071229,24.427116494310173,-88.17625611473197,0
Veteran,None,51-65,D,A,-117.86037394135889,16.54725599412706,75.03020555511696,0
Yes,Both,36-50,B,B,-104.91778998080734,124.6921802104835,-132.73481137343154,1
Yes,No,65+,B,D,-106.54609247981087,-28.462551447806085,33.36450009905725,0
Veteran,Both,65+,E,D,-139.4394637415184,-88.52986579779802,-87.00466045608958,1
Yes,Mental,51-65,B,C,98.94644360653608,230.8305022324614,-47.700419656226025,1
Veteran,Yes,51-65,A,C,39.92956678382167,87.84379412218996,-17.459638480821415,1
Non-Veteran,Physical,26-35,B,A,-48.76451296864362,-35.921825504508185,-189.72216959751535,0
No,Yes,36-50,B,C,-48.99121935709302,1.9441714324578203,87.36288411026372,0
Veteran,None,51-65,C,E,-31.201891341310155,115.27084677283015,-74.86639647540714,0
No,Yes,36-50,D,E,97.1930425658783,-83.02546065225435,86.32101544715766,1
Yes,Both,26-35,E,D,-33.96902771718822,70.84069942783114,-3.390952978010233,1
Yes,Yes,65+,D,E,140.09872857393492,-189.3732679348892,128.74821599517517,0
Veteran,No,18-25,C,C,-25.686658177420917,81.22154634423167,188.83815449902585,1
Non-Veteran,No,65+,B,C,-99.24515355976405,-66.10909110245744,-108.21774782888392,0
Yes,None,65+,B,B,46.06245490810124,93.93945718762134,-2.558812192488036,1
Yes,Yes,51-65,A,B,-47.9140113973828,84.84738753604653,78.20481565818073,0
Veteran,No,18-25,A,D,-123.83148061508022,-185.73584511294342,-113.8385979378627,0
Yes,Both,26-35,E,A,27.938019561327028,89.33186701992074,59.59699376985852,0
Non-Veteran,Both,36-50,E,C,35.33452286784065,11.880963394570623,-79.71265724263337,1
No,Both,36-50,A,A,-139.8583942122065,-223.65360538873227,38.187572594246674,1
Yes,Yes,51-65,E,B,-20.635707580945432,78.53514944142444,2.4612205448075417,0
No,Mental,36-50,E,D,37.641012456488745,132.30615635503833,9.742439092328123,0
Yes,Physical,26-35,C,E,87.61560544621224,2.3556350278237934,-17.34953962289164,0
Yes,Both,36-50,E,C,-186.26191741879737,-96.71506320467755,-88.26390974646287,1
Yes,No,26-35,D,C,-55.07635122723199,117.92328680398793,3.2404262817139364,0
Non-Veteran,Both,51-65,B,B,-23.482217133590407,60.620233622660244,-87.11522225089391,1
Non-Veteran,No,26-35,C,B,143.41460383576242,-93.25973911199901,77.81781000659794,1
Yes,Both,18-25,A,B,52.77780313717763,86.40445455022164,50.36632188666575,0
Yes,Mental,36-50,D,A,50.37600688857262,23.63829014005271,45.02814026463196,1
Veteran,No,36-50,E,C,104.94999467281649,12.173634837845295,-91.70853241686898,1
Non-Veteran,None,26-35,A,A,18.894814711197554,5.814032689353603,64.81300970210754,0
Veteran,Yes,36-50,A,B,-51.422167671463114,69.24789714866574,60.22891789407624,0
Veteran,Both,26-35,D,C,51.68566045854362,117.45694533164092,169.01616766218487,0
Veteran,Yes,18-25,B,C,-69.37865183801955,-17.073308217365348,165.21314628360707,0
Veteran,Yes,36-50,E,B,53.342975499262316,146.31821242461874,-93.28671993172392,0
Veteran,Yes,26-35,C,D,-181.20475454884303,-75.61813681934328,188.64978604004335,0
No,Mental,51-65,A,A,-6.211892819838708,63.09211772707016,23.422939691941895,1
No,Mental,26-35,A,B,130.4116456711101,-1.493546579732515,-29.115523450427105,1
Non-Veteran,Yes,26-35,B,A,-56.806790415256756,67.77712995880188,29.831979462584098,1
Veteran,Mental,36-50,B,E,-39.956980405768924,-102.27245582691187,-94.96111603705896,1
Veteran,Mental,36-50,D,E,87.20631943703343,-85.81884333237136,-19.79091547770669,0
Non-Veteran,None,18-25,A,C,43.54912416799414,-17.846629102530212,22.535437165579143,1
No,Mental,51-65,C,E,39.062506680105194,-138.24347771507888,77.1227716995334,0
No,Both,18-25,C,D,169.8711450283357,63.30039537359179,228.094453580856,1
Non-Veteran,Physical,36-50,A,E,-25.700174050992697,21.013545967645516,-86.79721973840851,1
Non-Veteran,None,65+,B,E,-31.219776733420325,-36.407200427361545,-55.248045220033916,0
Non-Veteran,Yes,18-25,E,E,3.699282407513074,68.68071287559415,126.77376122667982,0
Non-Veteran,Physical,36-50,D,C,-28.03485820715636,-25.83487024187412,-189.77561499225502,0
No,No,36-50,A,B,44.983829025716574,-63.08119830448996,70.86835571930531,1
No,Both,36-50,B,D,-9.5381852897129,110.73142663250097,-198.4301095878573,0
Veteran,None,36-50,C,E,7.652838191417874,-46.4458380195208,139.1176435952549,1
No,Both,36-50,A,B,16.645104181002548,-60.983336576951764,75.42228309751974,0
No,None,36-50,C,E,12.016688259362814,-220.40728303759832,167.4123680433443,0
Non-Veteran,Both,51-65,B,A,-60.1077168023529,21.14963569225,-2.2628167870943114,0
Yes,None,18-25,E,A,-38.5372417687366,-4.2462900686754335,-62.56082758558534,0
No,Mental,18-25,E,B,-18.50582252179442,93.53178568651916,22.788305490411993,1
Non-Veteran,Mental,36-50,A,D,39.67342365958671,-98.35317065462678,-34.614534963638924,1
No,No,36-50,C,C,-55.39271813520394,40.53286575695888,-201.21991737209646,1
Veteran,Mental,51-65,D,B,-47.13254857867167,-21.19501527862589,-326.99248001209213,0
Non-Veteran,Yes,36-50,C,D,151.18279401461695,120.90725914994498,103.84352624501356,0
Non-Veteran,Physical,36-50,E,B,-12.403583443240134,184.74456590412814,-95.81407107453795,1
No,Mental,18-25,C,B,95.90292138148571,-124.33032973837534,-37.21076442478852,1
Yes,No,65+,C,C,-178.6303231148803,-75.48957019675447,191.8161143217341,0
Non-Veteran,None,26-35,E,D,-149.26244136747982,143.58229013654972,-68.73623605736681,0
Yes,None,36-50,C,D,-149.8834491461381,17.06201988237677,-68.63953928369139,0
Yes,Yes,65+,E,E,8.885776897671786,129.44905688382462,9.834142257030553,1
Veteran,Yes,65+,D,B,208.08798433195642,-93.43387550881735,55.644366394997846,1
Yes,Physical,26-35,A,B,-93.35275872076629,-36.39219058610085,185.6327974438962,1
Veteran,None,18-25,D,B,106.94871347807523,-51.842731781506046,-64.43217192070138,0
No,Both,51-65,E,C,-49.3189923815072,-32.91097580664903,-23.443073622916476,1
Yes,Yes,51-65,D,B,-103.27643301618963,12.087992697021743,-34.40212538585192,1
No,Both,18-25,B,E,22.472342375226717,79.56818401756894,20.49861733456932,1
No,Mental,65+,D,A,27.012289103625086,-25.028999615569507,-163.88895995144054,0
Veteran,None,65+,B,C,-35.25575629999112,-18.26186958042811,2.278699834657864,0
Non-Veteran,Both,26-35,A,E,-124.96273668516065,-106.12404390064599,-142.17060240664642,1
Non-Veteran,None,51-65,B,E,-38.00599118431667,39.428586362263154,-182.602162334983,0
Veteran,No,65+,E,E,95.41497849746361,-40.8513459462433,-209.78855400015354,1
Yes,Both,18-25,A,E,-1.6680021688286022,-63.91255452612901,-113.16922650493899,0
Veteran,None,18-25,D,B,117.30336062921334,126.88326863963712,244.89895734207124,1
No,No,18-25,D,B,-119.02098586785013,-40.44274975295279,33.816501512085466,0
Yes,Both,65+,E,C,-51.85970893306574,-27.508263208031895,147.9155975090749,1
Yes,Yes,26-35,D,C,19.490601614595334,36.91850552814822,60.77727736060156,1
Non-Veteran,Both,36-50,C,B,-56.77817162529431,86.53450837666425,-33.29710396907292,0
Yes,Physical,36-50,D,C,188.1647094207796,-88.8055624638746,-56.62875914710445,1
No,None,65+,B,B,14.585383878177497,-115.87902800510201,-15.571326882252166,0
No,No,51-65,E,A,-36.43172100367955,119.83197851149727,-260.61595514691624,1
Non-Veteran,Mental,51-65,C,C,-126.15991460615649,-52.14111897489082,-18.80480259242912,1
Yes,None,18-25,A,E,-101.18746684809987,-45.66977866347071,-110.56593548281887,1
Yes,Mental,18-25,C,A,-103.7348047704655,167.58273049036322,-72.93466807728771,0
Non-Veteran,No,26-35,A,B,54.141120842678724,108.86116501156091,192.47156847694689,0
No,Both,51-65,E,D,42.197931437189546,188.41972416058405,-51.56056579099215,0
Veteran,Both,36-50,D,C,-2.989400859235972,-103.26874242322914,56.861183840961516,1
Non-Veteran,Physical,26-35,B,B,115.898284789668,101.85609742502604,-134.66327997736354,0
Veteran,None,18-25,D,C,-126.83610413233536,96.72513756533537,-182.7589478394283,1
Non-Veteran,No,51-65,B,A,239.75208226862046,-5.583778352214543,-26.386900948145204,1
Yes,No,51-65,E,D,5.215641441061802,4.0488806445495085,32.42975368976986,0
Veteran,Yes,65+,A,D,73.76292384216218,-13.4323585182875,146.81875892807878,1
No,Both,65+,E,C,89.04033806758072,-88.9294643010449,-105.63239808861911,1
No,Mental,26-35,E,B,124.56180399389976,37.502811643033,-20.887579212697283,0
Veteran,No,65+,D,B,-5.697535574776967,22.222683424888682,93.46049559099285,1
Veteran,Both,51-65,B,C,-126.02900350026742,-156.338758807349,-33.455816993385454,0
Non-Veteran,Mental,36-50,C,B,40.854007615299054,-76.6932378406317,221.76915704085252,1
Yes,Yes,18-25,B,E,-122.64846175709039,226.06023534380816,-64.36993051226382,1
No,None,51-65,D,D,23.180682759054644,117.55755571316202,4.016871544976614,0
Yes,Mental,36-50,C,E,204.1912588092171,-160.90827735770577,59.52526232517086,1
Veteran,None,26-35,A,C,-73.41061745267382,96.61239223534218,-82.09840743997626,0
No,Mental,65+,E,A,116.18094951008263,77.69499786124894,-70.73766901244394,0
Non-Veteran,Yes,65+,B,C,-90.06580818402153,-80.48025524597364,-132.20639920911609,1
Veteran,None,36-50,C,A,220.8599862118731,-38.50492588546041,218.80699660517368,1
No,No,36-50,E,E,117.57907901369127,-43.85463390253837,-52.32952269917088,1
Yes,No,51-65,E,C,86.51121199216585,-94.59354812542308,-80.42104874408625,1
No,Physical,36-50,A,D,-115.01373083413449,151.378798165732,-8.274732108202873,1
Non-Veteran,None,26-35,B,A,-53.13842980361038,-32.81226423495131,-182.78202555503105,1
No,Physical,26-35,A,A,-103.24497674419351,-93.20890307334889,46.6464731053865,0
No,Mental,65+,B,B,123.64582826452859,91.15992768965582,-167.56332809016675,0
Yes,Physical,26-35,E,C,52.068801731779146,39.012670147124254,129.10189602856502,0
Non-Veteran,Yes,18-25,C,D,-137.60937631440598,170.8296967475051,-28.16114964570297,0
Non-Veteran,Physical,18-25,A,E,48.61589093128403,-21.90466109774999,112.14257431182733,1
No,Both,18-25,A,C,32.48361263052962,-196.88001648869616,-132.62076223211713,1
Veteran,Physical,18-25,E,C,-147.03645715036006,107.45931251804039,18.166583721727083,1
No,Yes,51-65,C,C,37.2147790424982,140.96995519698052,37.439504906552095,0
Yes,No,18-25,A,B,38.18323665456905,86.5522904283472,24.084428564683268,1
Yes,Physical,36-50,D,D,-124.38424235810379,29.53254617975404,-137.11607447126727,1
Non-Veteran,Physical,26-35,C,B,41.01279022103842,-57.03219581668194,118.85473766300687,1
Non-Veteran,None,36-50,E,C,-235.73799405358832,-53.50117012469712,91.16829972440048,1
Veteran,Mental,36-50,B,E,-34.03898429220236,163.07162239643367,-15.917229956228987,1
No,No,18-25,B,B,13.145532955501194,31.97607543625028,-84.56124167044543,1
Veteran,Yes,18-25,D,A,-105.17079061411545,62.06618178941997,16.07970713461598,0
Veteran,Physical,36-50,E,E,-7.192731867715427,30.094745047664613,31.071405865364028,0
No,Both,65+,B,B,-40.75418081813119,-19.03697658112871,61.91397164665625,0
No,Physical,26-35,A,C,-57.70030593086995,9.541474226409308,-143.49157558921996,1
Yes,Mental,18-25,E,D,-120.15890786789105,-171.12583262177048,20.7386274249737,0
No,Both,36-50,E,C,108.12845441338385,107.84134827164145,-14.229067012934152,0
Veteran,None,51-65,A,D,-106.89230366961009,-166.05288939663532,162.19039965930764,0
Veteran,Physical,65+,B,C,110.60898877276108,-144.46215731046627,109.7181389345067,0
No,None,36-50,B,B,184.63031997817717,147.0601459064064,67.39335599592373,1
Non-Veteran,Yes,26-35,B,E,109.95708650969318,61.261776990806005,-172.42360676957577,1
Veteran,Physical,36-50,C,A,8.175679113009089,117.29726364291659,211.47287957820654,1
Veteran,Physical,36-50,D,D,55.60235419811445,-74.17115586990376,-140.7847686328825,1
Veteran,None,51-65,C,E,23.084247333937704,-25.266890701601678,181.74086833869288,1
Yes,Mental,36-50,C,B,22.47087778527524,-191.2263127771093,-38.33432887417374,1
Veteran,None,18-25,B,A,11.402289997049062,122.10594809765834,-86.61989954623238,0
Veteran,None,26-35,E,A,122.41671351879168,97.7439938285549,54.08391017268465,0
Non-Veteran,Physical,51-65,D,E,0.7004973088381758,141.49951486560522,-129.6537806307599,0
Yes,Yes,65+,A,A,135.01702179449583,78.98691746456754,190.36263501453413,1
Non-Veteran,None,51-65,A,C,60.46193579439333,-280.04511969139315,-197.32668527391198,0
Non-Veteran,Mental,18-25,C,B,-84.07754662619357,22.430305133217846,101.67309794122181,1
No,No,26-35,A,E,-213.45716818688038,71.57764293747138,80.93930499517931,1
No,Both,65+,E,B,47.580532962063515,-115.58124094983187,87.47549763703431,1
No,Both,65+,C,B,172.49139552535436,-23.263293971193168,171.6103711561475,0
Veteran,Both,26-35,A,A,98.4940742113756,78.84218275022896,0.4432116418225641,0
Non-Veteran,None,18-25,A,D,6.9320650012126785,-28.533003873320506,47.07504614796836,1
No,Yes,18-25,E,A,100.37937542151244,-131.85245492254134,46.46090829070656,1
Veteran,Mental,51-65,E,B,-59.97488128146122,-2.9442730584424357,-133.50382167127572,0
No,Mental,26-35,A,D,314.6195891298097,7.582413503702716,68.75254820284681,1
Non-Veteran,Mental,36-50,B,D,-93.27389083164168,-87.59013672305154,-20.329910065916128,1
Veteran,None,18-25,B,C,-54.078756908571194,50.117860196678386,-59.851246823519446,1
Veteran,No,36-50,A,A,23.289188560831292,-61.36007568605966,-60.29495887660673,0
Non-Veteran,Yes,65+,C,A,35.53150109515199,-92.20092032967506,3.616047879559786,1
Non-Veteran,Yes,51-65,A,E,36.919175685761616,105.55025615725775,-63.60429776205443,1
Yes,Physical,51-65,E,A,48.218257170547204,16.600696814082642,-42.63008568626412,1
Yes,None,36-50,B,B,-102.90648646461868,-190.56943153731305,-44.47616959764621,1
Veteran,Physical,26-35,C,C,-26.002742479913504,-8.326694733459266,184.14317675016727,1
Veteran,No,26-35,C,B,-150.58238543595462,-19.417564609333926,-50.859589591021134,1
No,No,36-50,B,D,-179.41515716195434,171.93464216700312,-71.35095812323434,0
Non-Veteran,Both,36-50,C,A,186.68811500999908,-59.263790378687006,-68.00894922558105,0
Non-Veteran,None,51-65,B,B,156.06500022478585,-112.13810497077542,-43.55367718751625,0
Yes,Mental,18-25,B,A,141.79098631929827,-36.613111438579665,142.79113150170855,0
Yes,Physical,26-35,B,B,3.4373868767177704,-0.529532037659063,-19.11542271251353,0
Veteran,Mental,18-25,D,B,-111.49358417491229,-1.1258782592660816,33.50666850651402,1
Non-Veteran,Physical,18-25,B,C,33.18302103285621,-141.7184434823338,218.37552005111712,1
Veteran,Mental,51-65,A,D,31.340412398233568,-60.99502575151393,61.226064576484184,1
Non-Veteran,None,51-65,B,A,-71.32747550801128,-22.48908938099157,-106.83807048286444,0
Veteran,Mental,51-65,D,B,65.44145343540299,114.44236232427131,-19.085486705364065,0
Non-Veteran,No,18-25,E,C,-236.75161510993763,-36.930413047083015,-192.3395231679881,1
Non-Veteran,Both,36-50,D,E,221.81152183627222,-243.48158902147668,147.02087124854447,1
Veteran,Physical,26-35,E,A,40.5532669240031,-40.18868809786868,92.79616664193634,0
Veteran,Yes,36-50,D,A,-52.41843492376419,-135.74794522428758,14.07911369988695,1
Yes,Mental,26-35,D,C,-56.17137331575163,-99.6708487297037,66.24066264022207,1
No,Both,26-35,A,E,75.46738886079936,-91.36327824708717,-78.01622338494873,1
Yes,No,18-25,B,C,59.3779229115988,-64.71292916179165,28.43803918550752,0
No,Both,26-35,D,C,-44.57072422788651,-20.579611110618,2.9740292284726686,1
Non-Veteran,Physical,36-50,A,B,-24.0268211481103,-80.72380918190012,101.1700008465736,0
Non-Veteran,No,51-65,C,E,14.463840721071392,156.19362538607956,-51.73770484735113,0
Non-Veteran,Mental,18-25,E,C,-31.16142598143173,7.5795823128869735,-77.20993663138206,1
No,Physical,18-25,A,A,-150.81576635962227,89.64884790097092,-13.300834187929054,0
Veteran,Both,36-50,D,E,115.86466762121405,-90.43740239670906,-58.85124309895182,0
Veteran,None,26-35,A,E,-47.26636487681565,-131.30187215202278,83.14781677632732,1
Yes,Both,36-50,A,A,-151.51355010400883,-146.84041297190043,-77.84480619410462,1
Non-Veteran,Yes,36-50,B,D,-162.52340456088285,2.5796944659724086,-25.16546796417171,0
Veteran,No,51-65,D,E,73.19184705288922,67.92810845698843,29.310083313504105,1
No,No,18-25,E,E,110.16779216435945,48.22937664518161,-73.38556759301632,1
Veteran,Yes,18-25,E,D,-2.828577484064004,-39.74510614974226,-239.98706040646437,0
Yes,Both,18-25,B,E,-9.402961583665798,77.02557684718438,13.47240070311683,1
Non-Veteran,Mental,26-35,A,D,-148.66023264614077,129.19491607866908,44.16652996312854,0
