age_group,anos,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,target
18-25,54,D,73.0961978000456,134.4802664633019,B,C,D,34.0403546572735,B,-125.5266661003169,-120.4035842449705,-60.2977946825907,-115.54099629777286,179.3081517942806,90.23290151629259,E,-45.47912732560231,E,E,0
36-50,66,E,-156.51339497632804,-210.2759487600244,B,A,E,130.1746813437533,D,43.76585232211933,-15.079547656801385,25.983633265854504,169.5296121404385,-25.90078161691195,-40.305743444751805,C,11.849141786011742,C,B,1
65+,49,C,144.76697920163755,114.5075999977055,E,E,D,80.52969962335507,D,-107.32970304126948,-95.1843508711244,-41.987617802938274,5.017615635884985,43.14865592431625,-79.92997703436674,C,-153.13868275028935,A,B,1
18-25,36,D,-113.01526408433986,-46.64152649801539,D,C,B,10.93749364844823,A,53.337994920153854,168.610652071302,161.2837816655744,124.13502119878808,18.9931519478559,-24.630898342045978,B,38.0247157497099,C,E,0
36-50,84,B,30.914009396324577,-44.2623923438619,C,A,D,-40.00293538737624,B,-87.35206315537224,50.66086952283095,85.06196052852192,45.31781564865403,63.3834797945464,29.058940133863658,C,-176.06583967679117,D,D,0
18-25,20,E,42.91017511738649,11.417065378392437,C,D,E,157.15437785492975,C,129.80262671772743,-38.59928361485759,9.344267425817675,0.6559415925979927,161.44468872010222,183.18319297715004,A,-62.53345649139591,B,A,1
65+,46,C,-42.709415875095644,149.39355742197026,D,C,A,34.11057412589189,A,114.51697817014256,-85.18095903973054,-49.553473287828155,43.666399427897744,15.65012161885745,-79.73861556904708,B,-79.42667560204413,B,B,1
26-35,41,D,-118.6054374626718,1.9167965451432778,A,B,B,-50.05091499539232,E,116.47855583151585,-6.191894364282919,12.24432793175905,-185.52097951230795,46.92900869178651,6.654399601917679,C,-34.56595684813907,A,B,1
51-65,94,B,-187.4895420494104,50.41304345694242,D,A,C,-31.322064403353973,D,-79.40274506205995,-115.44737004125605,-170.80990271831314,-43.321442853861086,190.30739817448526,125.76749538318379,A,104.77637460694078,C,C,1
26-35,77,B,78.58510988834986,8.100981593622123,D,B,E,-210.83515473485247,D,192.46755015023447,43.12559741443468,-61.66633054948887,71.13902226050593,-164.4282447004074,-37.42779418330905,A,158.1425860692383,E,B,1
36-50,65,B,-141.08035872580842,-51.363543434156036,D,E,E,52.72881461716624,D,-64.52437018259678,134.4420258715023,31.745120161958727,-62.34145323887253,71.72216866112048,14.922709279551416,A,56.381346862615025,D,D,1
26-35,31,C,-88.29390933578094,-95.11163502821421,B,A,B,-222.27330609444627,B,0.4088193961392514,81.48945699788905,110.73233111590764,0.15293833138924545,7.383258232258259,166.02747869235642,E,-24.01138597593849,D,D,0
51-65,97,B,11.427749433356546,101.43082458822985,B,E,A,-159.59634154161557,E,-50.27975222707575,74.30402653151188,213.25634983422984,168.34773167984332,74.05715137957209,-8.886412174029257,D,-191.17029428111252,D,A,0
51-65,99,A,53.945732515145814,65.34003162435444,E,C,C,-18.47461646334229,C,135.49656429330295,143.4984139097829,65.75548720114912,12.621436942853217,-32.5367431371816,32.46585206737524,B,-14.248508684749272,C,D,0
65+,93,A,-50.337791691267576,155.14036256163004,B,C,D,-9.356102608549127,D,64.68201763453926,66.94161347938153,18.23147007659024,10.879925137998061,75.19579644653122,-45.6501287927245,E,-17.340511679702118,E,A,0
51-65,18,C,58.979629931778,79.98484957587591,D,C,C,28.731747153417658,E,-83.74605450067104,121.06482661093287,137.9365490924177,144.9239848929386,-54.27550826941403,-80.4836932154167,C,9.695010905103931,B,B,0
51-65,92,E,-17.637537604707838,-52.502213460688516,D,E,B,0.22939652309402875,E,188.56936803635614,-141.36690450962303,25.895532364624824,56.277380096013744,-156.50304967941076,-15.96555207025239,B,70.71677314448846,E,B,1
51-65,96,D,-106.49899264231479,-162.80352051822663,E,E,C,19.965170724456318,C,177.10954473867332,65.07694408529218,137.41249309962552,-100.99640843962491,-97.22234738181685,-46.87199351186081,D,34.117444210894355,E,E,1
36-50,88,A,-253.962513347942,-52.95644590412807,E,E,A,198.5515449073404,D,-19.439207551508215,-9.363736068343806,-141.66272528451037,34.004281478115566,-55.72148087553035,-185.60736811760822,D,-107.82922655084037,C,B,0
26-35,47,B,76.802150189677,-70.50016138622695,E,E,C,-68.09440675931872,E,-61.60409959555212,-23.884568894288392,-37.43045804801156,-199.0116334231767,-93.50903243751453,169.07472245190996,C,-54.87380942695857,E,C,1
51-65,30,D,-77.97517832198379,3.9551895152502508,A,B,C,-50.804006334049355,C,-108.85555368542302,101.80469110903623,-53.110890222829056,-7.826441185014079,-42.156847980809786,105.55193081157614,B,-99.51431144189752,B,C,0
18-25,79,D,129.29479966730506,96.29101786472938,B,E,B,-298.1805113783379,B,-41.95596004164921,-257.12682916861354,-44.894165133197674,-48.77583335454854,-105.64391414409468,127.23396115265857,A,-116.88660837506124,D,A,1
36-50,25,B,84.6066701052658,-136.11101569823504,B,D,E,146.54537571645494,E,110.59560081661886,110.53007485554653,-0.05426973566815567,-70.86626614698542,54.51450157384845,77.96055045786335,C,74.34020360966329,B,D,1
65+,75,C,64.14661432658187,16.126007484095002,B,A,E,17.278705439167393,D,121.22847890412429,-192.67303184717446,-72.54336034596342,254.68816214848738,39.45508438434429,-57.02391111409884,C,-63.754877322065596,B,E,0
18-25,94,C,-156.59643298925747,36.707465964031044,A,A,E,13.126899296098477,E,25.097674520815616,89.77927622930608,35.85466412586255,42.243165036799766,-69.51633828184828,45.89046602927914,E,121.51706820504312,B,B,0
51-65,38,A,-67.50514047620406,-5.414731324144846,C,C,B,-31.519828335203954,C,44.652634624925476,53.246461209462126,-138.60935366456124,-30.6409142417108,59.42895685461126,38.3427325010754,D,-41.76928273283311,C,B,1
26-35,88,B,6.892866179933687,-73.751012035735,A,C,B,-83.8017903607899,E,-90.11942834676813,-33.42162870738071,-203.76003402849375,27.94504098149447,13.385700892050679,-92.38283438095081,E,-14.706738114842604,A,A,0
26-35,82,D,39.13170503811397,-20.74407043605115,C,B,E,86.41838619603769,D,2.7856330515043872,155.30059834795225,97.75412443054864,-176.06784322643387,39.275475742721405,-9.490515981661545,C,-39.66050138486027,D,A,1
65+,22,C,8.718883713901183,-48.45061921831207,B,C,B,140.81252111766585,A,50.1523402636165,-25.003033670196277,115.09553222921431,71.44049477758658,43.93336902846059,4.937009628523889,E,199.31990864518897,E,E,1
18-25,51,E,-211.8510715870725,195.89126005468535,A,C,E,-80.27661100971011,C,40.072591726180086,-24.48679729438909,-129.9087672763385,-173.3431465793286,-102.45472719765472,71.41060514005547,D,7.377238883699842,B,E,0
18-25,92,B,86.76750576754392,39.31633068070531,D,E,C,139.84084733023505,D,-153.85032880921705,-148.6645235699922,-68.83338482001345,91.84762671970435,-112.05355607523177,-22.090059584040468,C,14.790888318966308,D,D,0
65+,35,D,-27.14747786573738,32.76210930715674,B,D,B,47.885328907668544,E,-70.27741376913752,96.08156264188385,89.0686978111732,4.551775787109464,184.83309942170257,-36.59321329651456,C,68.45473099866273,D,C,1
18-25,83,A,-68.29855683540787,120.44132266125027,E,C,E,65.96781664105768,D,-24.2584170044029,-85.07924799951158,2.2322552830812636,-235.43341539799138,-97.64147672034123,-46.17107070205955,C,142.46378351617636,C,E,0
51-65,91,E,-112.29177753425712,-57.48687489143085,C,D,C,-31.90785716480045,B,-41.73500932897931,71.82633569173021,-163.53983419485598,313.9377427603862,-19.56256207700622,47.28189868318801,D,8.907546353409872,B,D,0
26-35,80,A,19.423097996407275,-117.08333860322455,B,D,D,-45.914805222408134,B,113.38989332984207,55.16120461816738,138.34247566534071,152.13472390544513,-47.50143174917891,-18.830059989690383,B,8.933056866421841,E,A,1
51-65,67,B,11.488728462435818,-82.24364353788415,B,C,A,84.67750247587861,D,-67.72788038532485,134.82661376063132,-42.716322554031706,-62.65487452906956,-5.8747353922594945,-17.37018797922537,C,169.92886317506702,A,D,0
26-35,22,B,-71.51598276453554,-215.36826772573554,A,B,C,116.93984076145996,C,-55.614419702402174,-36.62525345835033,77.34747551357725,103.51464114439418,6.173984590989176,-78.60784570701951,B,38.03994506654465,C,D,1
18-25,97,A,105.41857848895333,183.0015947608021,D,D,E,-150.90931124764145,D,32.60901031615552,-123.2999153059622,17.698111006799213,54.10827329508986,-105.57294221907394,100.3778101659945,E,-132.13808911608047,E,B,0
18-25,62,A,58.02688167443502,-34.805950093010075,A,E,A,67.28111934475315,E,-6.12927373790841,11.973962585933112,-103.77345434163759,-64.5825070419983,-231.4817389122731,-140.9750672537873,B,91.80107508132645,D,B,0
65+,97,C,40.543821839580986,-30.720834426688437,B,E,B,-13.245895994581655,D,72.84434999834357,-11.139717212211313,50.36959844167397,42.66346638753423,12.445044463732756,63.54019964043144,B,61.77221019643153,D,B,1
65+,56,E,117.64385311246596,-53.419288150247525,C,D,B,115.32964725643046,D,-66.38223019325977,16.171865232989205,26.13362479012533,-50.6543363891412,-107.43673887334973,-26.496632916256786,B,63.182039998926534,C,A,1
26-35,93,E,-42.731871629831666,-65.54543847015634,A,B,D,108.45551154763974,E,67.86775556779077,-51.64271496485436,-53.00692082128818,-33.49625010487111,61.21350946931151,-107.003586735596,C,36.06722389190115,C,A,0
65+,80,A,-61.34511008574207,121.76240765107653,D,D,A,150.94584973648864,A,90.64548628056738,110.8592672169704,-47.634959441958394,148.98751515112903,-41.754282283661084,-53.35065446028433,B,170.1115805400804,B,C,0
18-25,96,C,21.884382882647753,-17.70613746347253,A,C,D,-97.2700736933006,D,20.525211259378313,123.96022160741391,93.733088141005,-132.5502674121521,51.273457909701804,-77.40983598643334,A,-33.029352164860285,E,E,0
36-50,46,A,87.25683152036947,59.805208244926334,B,D,E,58.669427698774825,B,-25.306401794538864,-42.76142151849014,100.41707979737107,25.613283705566282,-41.127405440756846,212.32660675078523,D,223.58658860638863,B,C,1
26-35,72,C,-64.02048140487159,53.59823400331616,A,E,E,41.056477026095145,C,-105.9889031831428,160.81125743086957,-189.26282923039142,-159.0528443154494,-41.16704032639883,29.39153683168812,E,13.225950022090588,B,C,1
51-65,63,C,-3.37517731493434,37.08751116904459,D,D,D,89.00094251897647,A,-51.67264201415884,100.77323872988934,-17.532813550018737,51.74668004481065,90.34480644972784,39.37006455784646,E,-80.21036707391096,B,A,0
36-50,40,C,68.43777489607335,-26.289460071102894,C,A,A,-64.85740238659776,B,184.10611289384863,172.22234433354063,78.37657798535884,-46.60505958208426,13.200388312664035,-106.94294285847423,D,-11.557082462432607,A,E,0
36-50,36,B,114.84420859744802,114.30334612410047,E,D,E,43.32113081320539,B,-153.13324948408479,159.78121897229985,-89.0832307887751,-22.082522077834046,46.399267778328394,-11.59848062774793,D,-32.776317221938925,C,A,0
65+,33,E,-138.03249264821,132.38894863947618,E,B,C,-34.109999329846325,B,100.7238001736267,-69.84808766688825,-132.4845485560368,-80.2826687401162,88.75823667840585,39.30560312210722,B,-82.40930242017646,A,A,0
18-25,66,C,58.30949827025434,108.79327931236034,D,D,D,-122.59568703345695,C,9.04389206768862,-216.9467276252278,11.106410640490996,16.051645423494477,61.64127076642326,-80.56639585040654,A,-62.35936536925071,B,B,0
26-35,78,E,72.99204362796033,45.554518218485725,B,C,E,-14.622213931636411,A,15.196448772859094,64.59289546302091,171.1174225340641,-80.21900259656378,-24.729002455426688,116.5905059331341,A,3.3245527380218935,E,A,0
26-35,99,A,-15.890516157804843,-44.70938040632412,D,A,E,-13.170789902281527,D,117.51922427629967,-4.558769700372094,-19.214057946694947,5.334449635641588,-19.517988478998106,135.25447783758605,E,74.29189847636583,C,A,1
51-65,59,D,37.110206497126526,-84.61745856862224,C,E,B,-126.42730282758328,A,-21.09362539321238,180.20509568223338,-147.87716415919766,-36.61356025022732,-14.1395469719266,-103.21338815346992,A,28.479276319702286,C,D,0
18-25,76,A,-72.31640215320031,6.376321381443983,B,A,B,129.07129143407388,A,-97.81677901880582,39.8457689936695,-284.9123055932454,77.57606760957705,162.56546862846025,62.36364186912719,E,104.46955280406513,A,C,1
26-35,83,B,23.754246235559183,280.1621896741799,D,C,A,-40.089757877825676,B,-58.49052714544136,269.0653885352611,40.53364056711064,-52.23387821897416,34.84606232455733,-46.81477213590772,A,21.141697015368486,D,E,1
51-65,18,E,-36.063683391920186,77.44364376596852,E,A,C,14.870214075910226,C,29.938608587883152,97.25334810003355,47.79184548368004,83.66331765925682,-25.166386346508336,124.35652372314196,E,145.46474619078208,B,C,0
51-65,29,B,82.21684602995882,33.07534192396996,E,B,D,3.166039826619331,A,-62.58957064131757,-74.00806045948823,0.5234497218508779,2.9581013572129073,141.84682775843316,-62.998525672154585,B,-80.64492238716035,D,E,0
65+,40,A,-93.29619034033503,-14.899590168370953,E,A,D,-53.20807225845301,C,-164.73549226181993,163.17922320064028,-212.75225309009488,148.6320018383713,-139.3368915039227,-143.52794121822555,B,8.104102261764998,B,A,0
51-65,66,B,120.47563421025012,-39.95941544488126,D,B,C,71.50282436012013,D,11.044615036815507,72.64291631670983,90.862537529861,-70.28461720982253,-36.838692148921595,141.95116355455514,C,-196.84994362228505,C,E,0
36-50,27,B,-1.821601533505935,66.08832273222365,C,A,A,-118.42673244503814,C,81.45389780739028,-3.103930168156165,121.05065574900465,-34.76103283206785,-180.56494999682798,-86.80195985635758,A,-8.195099328210325,C,B,1
51-65,28,E,67.31039884002134,111.28294427713423,C,B,D,40.23130868724181,A,117.1326407800511,-69.08776042602598,53.57320487598598,49.65417928049036,-96.53863788063106,61.06130885079835,B,-33.814031330114005,A,C,1
65+,31,A,39.36695889472204,-139.6937450734946,D,B,B,-78.17967718220682,A,-80.5416421268322,-75.92003909437794,-3.7963043399616354,-5.7927886497149,-165.2124032247302,-2.104232651310036,B,74.70396983533672,C,B,0
18-25,97,B,11.058232428386766,39.79425846174318,B,E,A,-337.58630599096875,C,-16.497836113340462,74.7435081098992,-47.42991826250467,-158.88582112687803,-11.562331460478838,164.55553342035677,B,-127.25362424441869,B,E,1
18-25,89,C,32.2745975487283,-113.36456976912743,C,A,A,-120.09820483375657,B,-26.180301042650616,49.501302057792294,135.25154702960896,-108.16433586039138,113.08482391021701,-3.094795251508517,B,-19.102564638629456,D,E,0
36-50,52,D,-85.58956431762982,-58.815044121226215,E,A,A,98.55870723751407,E,-156.09713294943577,158.4088317349892,-114.7173531445549,44.0780350418002,-98.51288179418066,-18.539043515209737,C,-41.931884557663984,B,E,0
65+,73,A,-26.48955419750533,-66.84049930872253,D,B,A,30.602952663563226,E,-16.878670052309904,56.107624127433354,40.955876133116455,-131.43098446584878,-79.78759976859835,185.87570672078974,E,-30.12922897403998,D,B,1
26-35,30,C,112.15432366638314,-72.87461746994505,E,A,A,-52.209755680366634,C,-14.644184748048355,-126.61728776368068,-60.48312436478701,-26.328148180796017,35.29667761840028,-79.80889490070076,C,-13.630100881652027,D,B,0
36-50,92,D,-94.70334780080017,56.935994424644996,A,E,B,-99.02925330732127,B,73.35543636516257,32.82259576621009,32.10356436347699,-84.0762474819849,148.99185590643154,65.21134025754704,E,88.19781752662804,A,B,1
18-25,24,B,-54.45484635113653,-12.316081762314768,E,A,A,-112.7099803182168,E,89.94265541578902,11.224153458628882,-38.20981512578013,73.34400778463126,62.58446716333458,-59.03353456647081,C,149.9641416371957,D,B,1
26-35,29,E,50.85919695082314,-120.47517408530322,A,C,A,-216.81490920083272,B,11.30274555463849,159.2719657894326,-85.60055856655153,26.65012909225839,121.80593459806437,54.79051657895664,B,105.00600972036808,B,A,1
18-25,81,A,-161.5791429003351,231.36273208771544,D,C,B,-39.28497343022751,C,-6.623204690843304,-153.3408408637403,28.16008714293793,-117.13900585955564,46.08293370131736,-104.3025836575699,D,-16.5236048912306,A,E,0
65+,67,B,-19.97868789268391,-137.22393740085153,B,B,C,-31.632418398725882,A,95.94953529115575,61.87794392485806,-9.85930207395385,121.95072216199041,209.9288733294921,-68.89720921173918,B,-41.51155058391132,C,D,1
36-50,63,E,-1.0691716819232782,8.483589269484217,A,B,B,-121.66686263865707,A,-51.84154483994723,-199.87778275012883,-50.17875845025984,5.885911637351202,-184.32005866931235,16.408917391231466,C,-246.89745274904777,C,C,0
51-65,23,B,0.9633676814679649,122.46659939007705,E,E,C,12.537828627749647,A,15.436709212187584,102.80643199375584,216.91372121250453,-200.32609439743686,129.09121048547723,-95.97976678640127,B,-31.042518823554577,D,C,0
65+,18,C,146.89991071813873,52.5334883057558,A,A,E,-55.39696964504108,E,90.12603237544496,-3.9814011835966,-176.67887232040954,46.39324781632232,-11.431800477763577,157.61738687435033,C,-13.97518343863755,A,C,1
65+,39,C,-118.04079645970715,-93.41036580832989,B,C,B,73.73606307142578,A,79.13948986167408,123.0083212796729,-58.48288635206463,-31.697211926695314,35.787186652044596,72.94187523843017,A,-31.535519792223845,C,C,0
18-25,83,B,65.04378869589006,-25.561057484954357,C,A,A,134.40836283304822,C,-106.66928633895196,40.22787823925233,-50.49058160794648,2.2914470150604003,2.885269618437328,-113.03528095727586,C,31.22013919293866,D,B,1
65+,69,E,0.5193053024325303,-86.35859596015217,E,C,E,102.11827874718138,E,-16.06590909339114,48.70605159241594,95.50261113533335,138.72826595359763,-90.19507090780868,-35.2951217442489,E,42.72973053434571,A,C,0
65+,98,B,112.92404248004335,-59.059293864686666,B,D,A,-56.04160153981132,A,166.02272777647244,-86.05058550444522,-77.41440750369306,-43.332798171740535,-125.59199974675485,-77.76276000448192,E,105.05817286901672,C,A,0
18-25,77,E,203.28331866246708,-44.34422985773569,A,A,C,38.27142895003879,C,209.46908258935676,8.79930830804907,113.87448119937818,-90.14884357651695,32.060323452818295,-83.74988782947861,E,-6.676909211013972,A,D,0
26-35,53,A,126.60104014467082,5.239347172846793,D,B,E,-21.93818106821771,B,-123.35846150224316,144.3888409254077,-53.586232696752376,-24.26356893335579,-21.841052752917303,-38.590354222624974,A,8.840015666693192,E,E,0
65+,56,C,41.0245704728477,-229.171948026896,B,E,D,128.53766006532365,A,-53.3487615305821,69.43936438009595,-7.290316402739817,-141.92525029167194,-150.13442386397892,38.77565010585822,C,-88.11750227439165,E,E,0
18-25,82,E,182.95672494496435,118.34246396489438,A,C,B,-108.57632298141529,A,92.76176379101885,196.93545054857657,42.27527984884277,-80.08043598647791,-80.78197901067095,-97.2297964227644,E,-8.825618988335998,A,A,0
36-50,50,D,-40.9015146387518,-63.818786366467606,B,D,B,-15.024947881655295,A,151.87281189028587,-22.10717555031023,95.3694259470938,99.80401779512663,25.805327438020555,156.99248784229516,C,88.12036420802094,D,C,1
36-50,31,D,120.56041812904735,-101.52991686148498,D,C,A,156.87688385442323,E,-85.6321797351719,-128.16550870632588,1.8497334717441916,-44.00804336026729,50.16447030462695,102.2288159228086,E,-125.95645504506778,D,A,1
18-25,27,D,19.97921927311485,143.13605183618222,D,D,C,143.54418048978798,B,-50.66471959336105,-37.86706704803264,-136.3036588393866,-38.39881368079974,46.65430142488297,25.512870961309098,E,40.25268258641832,B,E,1
51-65,93,D,104.22594451287446,105.23070470291233,D,A,B,-24.00944556872208,A,132.85930093651402,14.267204658298176,-95.25845375068425,14.47748243864213,50.10209569500819,2.098056518293476,A,79.73161646860888,E,D,0
26-35,18,A,205.7728464635265,-113.00385767460786,E,A,C,99.82115934098896,C,-26.054201033455804,-13.561822955828465,4.868098228833611,-163.46439664290966,-184.71767558775545,46.89395182657868,A,101.19008456142701,A,D,1
36-50,40,E,-88.74465851349966,156.53250070660894,C,B,D,99.77921058634031,C,-170.29288278020718,-130.34267664547048,51.74337150016086,246.50056811127047,53.43604559954615,42.979105367682436,B,70.11917362695328,B,C,0
65+,60,A,-58.98091809978814,-23.137294417470365,A,C,B,-46.351175224257005,C,-45.91229769681618,196.07279212195957,141.6050825094726,199.45758586538514,47.63759222793136,172.2627816972753,B,157.10595027723087,D,B,1
51-65,56,A,47.21690808538682,-18.072109655184853,E,E,D,58.72321821558134,D,100.51924445979914,-27.232085831226666,184.65826101278674,-78.27518934870761,121.03352357496075,-90.13677910283798,E,46.194770232272,D,B,1
65+,56,C,76.69043818663002,-60.940938445575334,E,D,B,-24.502142724231117,E,-305.23055940566366,58.694419592590975,-103.52309685287744,-7.538167909514032,115.73209452884134,-119.69032266996985,C,-129.48931763414865,E,D,0
65+,35,D,-1.8708497261371284,101.84617701221266,C,A,E,22.701328663362716,C,-82.87127917672639,-221.04168157719118,41.91709715197043,30.408901016995827,112.14690185859304,-35.81992131983732,B,65.36398914575788,D,A,1
65+,67,A,-239.186650429439,49.18471302027302,B,B,E,263.88108159894057,E,39.57664451017733,105.29289383469582,-11.11981840421693,-25.941738771748422,143.62842492928974,-16.55885746981667,D,-69.19606827028653,B,C,1
36-50,97,E,-93.01216399907206,53.34052490587111,D,C,D,-9.993481743400379,D,14.167216966368468,30.609508408006704,-11.122130738279214,-15.024455459968822,-31.628711161570887,173.0216705560704,E,-10.728061013968832,C,C,1
51-65,91,A,111.01990182819684,18.553026118623922,D,D,C,33.5187374291758,C,30.241249172495888,32.56663211014615,85.8606028948063,-41.46951182133415,-103.83999152399453,-125.57578129450853,E,-99.59592593484685,D,C,0
51-65,96,C,-97.78771128788361,110.63714109112257,A,A,C,92.85381460938294,C,-84.90251516872239,-14.489705997869926,-0.79846765120204,-29.09988315153038,48.40002588128588,-126.11697450619505,A,49.36165538481106,D,E,0
65+,50,E,-42.116692694370286,161.7866327548087,A,C,E,37.998354261126465,C,-21.282582706459984,-82.55195729684107,22.342728812997585,-79.89630984331583,-85.39706101547236,58.338648958373604,E,-32.58809589482126,C,D,0
65+,38,C,-25.84689467089604,202.30830928536022,D,A,A,2.0331469558053556,C,12.971619784622703,75.60864473404749,-105.3781743865351,90.09007742335994,175.45666105297002,50.79849564702479,B,-147.67860221637144,C,A,1
18-25,90,C,-19.430890521759643,26.36528651857902,C,C,A,-20.407761634482195,A,68.51668259219682,-14.930524693619567,-68.93031874484696,-196.75079813773698,-111.46179569725514,-30.957875151137763,E,-74.39128364699907,C,A,1
36-50,58,A,79.40868914657811,115.8079909057423,C,A,C,50.308763641577556,E,64.0289546156616,142.25228035773,-81.17709275959737,117.83538126243667,110.67729901045466,-30.672496317716565,B,34.91686405400125,C,B,0
36-50,61,A,-55.26859517331276,-121.67957006690271,A,D,D,32.771858753458005,B,111.38113933402344,-81.02740067625179,16.447600054446237,127.69784877977021,92.20097546034629,54.22377619303715,D,-134.7460109974261,B,C,1
36-50,96,D,-6.893495928706601,-78.10414096120628,E,A,E,63.93936137507043,A,77.06075038010913,49.50357257563021,-17.43674590973887,11.679297014753386,8.356240654413273,-35.6384026038791,E,-49.84345868013366,C,E,0
18-25,99,C,99.39667791130556,72.36485384605635,D,C,C,-82.96138719189446,A,-10.688239083945742,-14.242932719053645,-70.77792339192813,-2.5870242079291,-14.128751324772177,45.13873133092139,E,34.707836625930305,D,A,1
65+,31,D,-98.51276564472651,-52.957742602763446,C,D,D,0.21818172407464076,D,15.93016612886317,47.01358369034652,-45.40272885768021,107.18617606509086,-255.02234927486768,15.74247195987111,C,-142.2554231051694,B,C,0
65+,72,C,-11.632733826356807,-42.40340598274491,C,E,E,-81.89795035582681,A,3.19983322711358,-12.18830497452553,134.2356376486486,-122.73699481474891,50.0900232503842,-28.803776105949396,C,133.81326814205278,C,A,1
18-25,19,B,-6.486679372327632,-80.20612193282066,E,D,A,-59.25580468450649,A,130.34534893104393,97.89150628724069,-117.01772201156817,-126.97401548108714,-54.468869619099394,-201.81934661911964,D,41.045774336097665,A,D,0
26-35,55,E,20.647605513256686,-25.244778717223877,A,E,D,14.59347678701824,A,0.8487506805940194,49.88828641069682,-119.2149507886415,6.19861880298442,27.298074812122064,54.769115211824726,C,-87.0381883506723,A,E,0
26-35,42,B,114.60379139081721,-140.27724756513783,E,C,C,8.73789252186748,D,52.34466250433133,3.228091881621305,-42.33124026341482,-8.722113511032124,35.70743350723678,-68.68212325531641,A,131.93060139099873,D,C,0
51-65,87,D,182.50950918293364,61.2106759240313,D,B,E,125.11024160883701,E,80.32198439673887,-25.567535498517152,85.81342967582518,187.76195128925912,49.09288051789255,-24.445895490797138,B,168.73111541249472,D,D,0
36-50,20,B,-50.32195398105108,173.5397497168328,A,B,C,78.54002748955524,E,70.7968646900896,-27.56055627698598,-32.25028483166166,-110.23384286035432,-98.94850172635687,86.19335792111735,D,-105.90390017625093,C,C,1
26-35,75,A,-102.27698770085432,-63.80267297909224,C,D,C,58.59674058236772,D,139.9016896592495,-15.185782097563735,-194.9098630810531,0.14452115924594222,168.7545652003354,130.21623906699952,A,-137.13582938848953,E,D,0
51-65,42,A,-112.21828191795356,4.149957583022842,C,B,E,82.79696237877829,D,-55.057315689982914,-156.92390707226014,-122.98095526997544,-32.17354758256148,-49.20447303218744,-114.45517678034778,B,42.43455012724291,B,E,0
65+,99,D,-37.4561310696741,14.591609602945912,D,D,A,21.459736668250248,A,-35.243023851597,181.3853877534841,-170.67617679195627,-159.4122982038575,39.937082674566184,84.95315132220514,C,228.3832477419066,B,E,0
51-65,68,D,-29.60433763367327,64.39943376625736,C,D,E,0.42913547700060467,B,34.8170778371016,-42.53495055249581,-76.90548993376093,6.8025335036544385,25.25164654210376,169.09836818823513,B,14.322954127097903,D,A,0
36-50,25,B,33.79991972568007,32.28439430217775,C,A,B,-116.90865474247258,D,-26.560512560213635,48.65737082137582,-7.855326111174602,-21.773702041285954,-18.13027778464337,-298.8289719704821,C,-87.18886595270872,B,C,1
65+,64,E,76.70022407824742,38.611658673855146,C,D,A,-47.229911258088116,D,-113.95734827010445,-17.175673480586816,-87.48030216498212,46.20564951961468,-130.76298009345246,-35.518723658655716,A,44.34752177936356,B,A,1
36-50,42,E,-173.73160275341127,21.674942725905407,E,C,D,-50.881785274756695,C,51.76963674451882,40.047791418298544,-147.74289625566416,-32.080332008229746,145.83085243402869,-15.48597304842549,A,27.72277380685298,B,D,1
18-25,54,C,-145.5686029619119,-98.25177894310482,C,B,B,-177.7146114573143,B,-13.922047376940938,-110.91850950654873,45.52896711184704,38.54092449080354,6.437101031646924,25.057295744560204,D,-150.09887765703647,B,D,0
18-25,97,C,-43.40152558619669,-0.9487731913696186,E,A,A,-9.048828213022954,E,58.78198648524637,29.466257551926915,43.38876145611547,-7.983424373384499,-21.636989942948915,-71.86263035996973,B,-26.261072243039322,A,B,0
26-35,20,E,103.93928233925456,37.125559360120505,A,E,A,138.61443236461096,B,37.52632949205475,157.85753227234076,-36.47284471293294,-336.20777689546026,-74.48226251750316,7.146308059867591,B,37.57276084267798,B,A,0
18-25,66,A,-19.162260287038762,-202.84685444654383,E,D,E,82.9348507649521,B,135.313147960024,76.2747107140764,-104.44494409878122,21.61828100269912,-67.71386936192786,6.055859007237665,E,74.81267891030132,D,E,1
18-25,90,B,59.10525024937292,26.69555083183631,E,A,D,-5.103801733417947,D,18.071155938629342,-92.18265080051091,44.28379093064416,90.11104644881404,58.77865139456495,-52.940967485126286,C,-116.0443705334687,D,C,1
18-25,40,A,79.65190491712045,143.79075160419316,D,D,B,111.74488089956247,E,96.62945041423383,-16.986675339101247,68.66118942410621,-81.80225794271672,-15.439172152479285,117.12965002500239,C,102.73622103276769,E,B,1
18-25,40,C,-7.8066763245115744,-89.62350330294373,E,C,D,-106.09803934388684,D,14.047885446251524,-21.72478958468492,-58.663529428144315,-11.258329141798505,-73.52481742395062,-21.006715375392137,D,-157.32822275356224,A,D,1
65+,34,E,60.8114816447049,145.06975605871128,E,C,E,-104.41485793393733,D,70.46544215821159,141.95584321306345,-69.49191101570506,12.195339288623765,-160.67317473050818,74.5865915891971,E,322.2655238302867,C,A,0
