nation,ethnicity,age_group,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
China,Other,65+,D,-11.347918543783766,42.26161150666371,-46.11037083639514,B,D,D,B,A,45.300437911075846,0
China,Asian,65+,A,-174.03071577985008,-80.80628482124568,-123.6626957748581,A,E,E,A,D,-198.51035194225005,1
Mexico,African American,65+,C,183.90739755405085,179.5865628142458,-189.22451100382008,A,C,B,B,A,93.25384753349995,0
Brazil,African American,65+,C,-71.15285077743422,118.23968577733281,-218.74540462419492,C,E,A,B,B,-94.3671628078889,0
Mexico,White,36-50,C,8.02034190873496,22.256473043165514,-53.90105568315514,D,D,A,E,C,23.348627890925012,1
China,Other,51-65,A,16.041455693047737,-18.408041200110382,-129.3729861178508,A,B,B,C,C,89.52354255848118,0
China,Other,18-25,C,0.752185189620007,33.20039797182951,-48.44287203179011,B,D,D,C,C,-60.48496748288689,1
India,African American,18-25,A,73.54467375723684,-19.979174407400247,-46.03171076401434,D,C,E,B,B,-35.1904651756612,1
Brazil,White,36-50,C,72.65286428181234,0.2823349963532438,86.38030225954535,C,A,C,A,B,41.90190304203302,1
India,Black,18-25,D,103.18266750712377,-18.62486476410346,-55.24072611599969,D,C,C,B,B,-162.01643623880923,1
US,Other,26-35,B,-50.380142397190184,101.70949049061267,-31.02149520137471,A,C,C,D,E,43.8210119681828,0
Brazil,Black,18-25,D,110.29658982031447,27.89954343454168,286.83503160504506,B,E,D,D,E,-16.373019838832857,0
US,African American,36-50,E,-125.28948306444379,-170.18632634115562,2.873119271580261,D,D,C,C,D,4.296696569528851,1
US,Asian,26-35,B,123.24720852318632,42.55390299252609,4.702481528398636,E,D,D,A,A,-50.88633375492687,0
Germany,Black,65+,C,38.339247030592645,52.25600016082224,16.126666976384378,C,A,A,E,B,169.15265202047826,1
India,African American,36-50,B,-13.251566259747621,-133.08781338287244,191.88037308438314,C,C,D,E,B,115.40494206471298,1
US,Black,65+,D,170.33459760938229,22.734763842266258,61.430988871356654,C,A,B,A,A,73.63372613971492,0
Other,Asian,36-50,C,-299.4277103690202,-31.14637220369435,-14.615399131541434,B,E,D,A,C,-35.960911332919984,1
Mexico,Hispanic,51-65,E,13.577449121700502,180.91032320168307,-8.740841106133965,A,D,C,E,E,-123.78375645432284,1
Germany,Hispanic,51-65,E,-35.33828226426207,118.57321146926726,22.89751929735984,D,E,D,B,D,60.632413178131614,0
UK,African American,18-25,C,-53.7244415959654,-49.6035438980989,-99.81511332882071,B,E,E,B,D,15.734422048659843,1
UK,Asian,18-25,C,-74.7039809501413,-35.54632936380165,91.95535528584394,C,B,E,B,E,-4.242128829615565,1
UK,Black,26-35,C,12.665137496736087,-45.12924075346669,106.65467832715679,D,B,B,B,D,61.91463789534932,1
Mexico,White,65+,A,-54.163996765360956,143.70327800904545,40.49589247042985,A,C,D,B,A,82.02785178600219,1
India,African American,26-35,E,95.439764346063,-18.362314198805677,41.59685665259249,D,B,E,B,C,-102.60152190852973,1
Mexico,Black,65+,A,4.846902434781441,-0.3778018978327529,168.52127636760537,E,E,A,A,B,-123.76317938766712,0
Germany,Black,36-50,A,5.365226208735631,-21.004103745126542,49.54087950192308,B,E,D,A,B,74.52559247589161,0
Mexico,African American,36-50,B,83.18320874671365,148.95474370832994,-96.07199913817219,B,D,C,D,E,-133.77057436554006,1
Germany,African American,65+,C,-113.85728603099308,77.39878896866662,67.13528255776828,C,E,D,B,D,79.11696632005656,1
Germany,Other,18-25,B,122.88035903914773,-54.36881630899472,78.88159534328888,D,C,B,D,C,110.08714474843589,0
Other,Black,51-65,D,65.41730617036562,-85.1798285434413,114.97622770710281,D,B,B,C,B,39.744137422610706,1
Mexico,Asian,36-50,B,-32.19907274007508,-43.8917765210842,-106.22838414878377,A,E,A,A,E,56.75208147447858,0
Brazil,Asian,65+,A,81.93591782744954,-60.5991228545639,77.74762738525254,E,B,E,A,A,-57.810525073950295,1
Other,Asian,26-35,D,-12.666442981167227,15.53160022170163,250.31733869342125,A,B,C,E,D,-113.53487559525237,0
China,White,65+,D,110.85821304129276,-45.75238073355558,126.65623171670252,D,A,B,E,A,80.13389041334142,0
UK,African American,36-50,C,-52.45539508077416,234.30365397835033,19.9744828431396,D,B,C,C,B,92.70159704449135,1
Germany,Other,51-65,B,80.53121939409702,9.22757222484803,7.058215290791822,A,E,A,C,E,-54.94651745815432,1
UK,White,18-25,C,153.1976920145347,-112.83227714861148,-71.56001896683006,C,D,D,A,E,-62.76015805204683,1
Mexico,Hispanic,51-65,E,-89.61918061401154,-134.84293140331914,69.72211158699345,B,B,A,B,A,-289.87083435931544,0
Brazil,Black,65+,A,26.68253781601709,152.15347496249254,21.92692791460387,A,A,E,A,E,-144.60906735300802,0
India,African American,65+,B,99.13792889345146,-164.099027288382,-94.3932865127334,C,D,D,B,C,36.64496221268522,0
US,White,51-65,E,52.492368723708005,-51.45380909592109,-112.79326339026743,C,C,B,B,E,-141.54413941754797,0
China,Other,36-50,D,8.46484096202899,-21.508736107164307,-175.97477689091804,A,D,E,B,E,57.054126392794444,1
Other,Black,18-25,C,115.89339875477869,17.1503249503189,108.01837952085404,A,B,A,D,E,7.80515116155998,0
UK,White,18-25,A,-70.69348957797608,-257.25719607862965,-61.66742955940458,E,E,D,A,A,-45.82997322529268,0
India,Black,65+,E,-120.91698184743731,67.1202986382962,-56.46342832503828,E,D,B,A,C,109.72212236252805,0
UK,Asian,51-65,D,106.6379450607146,-21.776440504023295,65.94304225852743,A,C,E,A,B,-67.32292349600287,1
India,Other,65+,D,-8.991142753789216,-106.4503271106388,-76.71648596206478,E,C,E,E,E,-65.52044190579942,1
Brazil,Black,65+,D,-0.4570042417334467,61.00655192950655,-83.25959374272371,E,C,A,D,A,181.72144377010162,1
China,African American,51-65,B,34.07758574132905,46.12329173333774,-178.81646338602252,B,B,B,A,C,-68.72542300932413,0
India,Asian,65+,D,-84.9603274658531,40.34502049650711,-124.24907654818087,C,A,B,B,A,-115.24524803119824,1
China,Hispanic,26-35,E,167.09671580809163,55.53712136874031,149.4306459641088,B,A,D,B,B,-267.99070902930305,1
Other,African American,65+,D,151.040946832707,-98.91451376673898,12.930529190706988,B,D,E,C,B,22.419884739047585,0
US,Black,26-35,D,40.399112908532004,84.60118525166459,-3.6991259269538097,C,A,E,E,D,15.071657106795556,0
Mexico,Black,36-50,A,128.09195106714404,-188.49763841180754,-116.03382776823527,E,B,C,C,B,136.143617140627,1
UK,Other,65+,C,-254.3956880086622,-150.48876883814367,42.70256538791193,B,B,A,D,A,-90.6336108343472,1
Brazil,Asian,26-35,E,85.71970214179349,20.383236991057473,140.0325958974024,D,D,B,D,E,129.44336503350056,0
UK,Asian,18-25,B,139.3664945795408,-25.967724634375166,5.365569596397977,E,B,E,D,E,73.98758003328795,1
US,Black,65+,C,19.69252802240158,23.555312468715023,36.29894148601881,C,B,A,E,C,-35.13890527798694,0
Germany,Hispanic,51-65,A,49.87366250409033,-90.66498716742235,-16.093397779719794,E,E,C,D,D,-11.739758800820148,0
Brazil,African American,36-50,A,131.36342401684124,242.58385970760315,41.388719773853,C,A,D,C,A,-135.41481895940385,0
Mexico,African American,51-65,C,-16.858351335269234,-45.096153219339925,114.82867972572726,E,D,C,C,D,-3.3733788814241135,0
Mexico,African American,51-65,C,74.1031020809661,94.81509505194707,-99.7476685635214,A,D,E,A,C,35.36428662410125,0
UK,Hispanic,18-25,A,118.56802156322324,13.959981550412301,-160.31667414596512,E,B,C,D,B,-161.15889761535846,0
China,Hispanic,51-65,C,-122.34332158194876,-279.2569106836896,-8.893074516943436,D,A,C,C,B,33.99635460396976,0
Brazil,African American,51-65,E,63.45108836210773,100.10218269176654,-8.569025339670604,B,D,C,A,C,64.36542960888943,1
Brazil,Other,18-25,C,54.41730960923851,69.7916986201658,30.757446061582026,A,E,A,B,C,44.08953736051836,1
Germany,White,36-50,A,-271.6793213928083,166.30094129827413,6.30049924377609,C,B,D,C,A,54.46299789421435,0
UK,Other,51-65,B,-31.99274386547053,-53.05749555146877,100.8074941782658,E,D,E,C,B,30.32646775014402,0
China,African American,65+,B,-82.22851483314736,99.30240044495727,42.684365028549884,A,D,B,C,A,27.664525482977563,1
Other,Asian,36-50,A,-227.20316338206362,52.059173068907036,-60.79555670328502,C,E,C,B,E,35.57786838108406,0
US,Black,26-35,B,-95.08981277991712,-185.509545832213,-18.037804198234163,A,B,A,D,B,-76.11717622991728,0
UK,Black,65+,E,-228.19090935737677,207.01353852767159,-64.35416707187719,A,E,D,E,B,-52.76891484693488,0
Mexico,Hispanic,51-65,D,108.76336523445147,106.01320591868917,42.95009290671133,C,D,D,B,D,61.703175939643515,0
Other,White,36-50,D,114.10607043283233,109.75125175941567,115.64090927964847,C,C,C,D,A,-38.61082282482881,1
UK,White,51-65,C,169.94984618892147,-73.0221821482289,84.14860191125625,A,A,C,C,A,-6.067546593035412,0
US,Hispanic,36-50,B,-1.2606945933623215,-86.47980411793846,-74.76917309362695,C,A,D,E,D,-12.102254634634686,1
Mexico,Other,26-35,B,-31.621341001973757,55.478112563819884,-14.717054947653724,C,D,B,E,C,-59.8558343546207,1
Other,Hispanic,36-50,E,146.48463272735793,-188.98590491748192,-10.762476033256336,A,E,A,D,B,-146.4125942494941,0
China,Other,26-35,E,28.694403863072722,-11.813173325708268,97.2016457868818,D,D,E,C,A,92.87016880367209,1
Mexico,African American,36-50,E,-29.381882378574225,166.71938013187628,-79.618255522759,A,D,A,C,B,-2.566455961040788,0
US,Other,26-35,A,48.068502071301936,-48.39131660775022,-36.74150718567357,E,B,A,B,E,-14.70590961422992,0
Germany,Black,36-50,B,143.03777804922936,-67.83565641396379,-121.30935295140755,D,C,C,C,D,-168.58427774245314,0
US,Black,65+,E,71.9043220578375,107.65998432546617,5.727728502212863,A,D,B,E,E,-68.78220698460966,0
Brazil,Black,51-65,A,-148.77268560993937,53.222294458409,-6.5196838707073805,D,E,E,D,B,61.157222980365574,0
India,Hispanic,26-35,A,-137.58125698523676,-114.73992965274684,-52.45980636942702,C,C,B,D,E,34.06979338471658,0
Mexico,White,51-65,B,-43.27182469389154,-71.43935208800244,-19.06436487514688,C,B,D,C,B,-136.50600542212663,0
China,Black,65+,A,42.63521031627825,14.008951165234127,12.33373720579218,D,C,B,E,C,91.77089542390861,0
US,African American,65+,B,-34.333688189975966,-5.7450408554348735,202.0828814449706,E,D,C,D,D,20.648610780034872,1
US,Asian,18-25,A,-198.01463309908885,-1.4540890223161522,212.12237331406308,B,E,A,C,B,126.77921931230615,0
Brazil,Asian,18-25,A,12.485744066638354,132.4106824196279,33.07191114450288,A,A,E,E,C,42.461930633153905,1
China,Asian,18-25,C,61.54110192716625,-67.32602284173565,61.517193882878416,E,B,B,E,D,102.73987449296355,1
Germany,Other,65+,B,-26.57523678046895,57.777306641604774,-207.19759466407046,E,D,A,A,E,20.47319898799283,0
China,Asian,26-35,D,87.34492218735342,123.86807615895954,2.415578230711014,E,B,D,B,A,36.32650637146712,1
Mexico,White,26-35,B,-216.00826872122857,-70.42964313029023,52.13697890163708,B,D,C,B,D,115.39708893251743,0
UK,Asian,51-65,B,-18.899693112812553,-161.71300071562337,-187.84096182340295,B,B,A,A,D,-66.3601721102903,1
UK,Asian,18-25,B,-28.64654956468751,170.8469774172846,-92.37837572696172,A,D,C,E,A,51.487475951465186,0
Brazil,African American,51-65,B,-58.17622573333283,-3.8531274621143434,87.25234753945196,E,B,D,E,D,-56.44739519133451,1
China,Other,51-65,D,-13.63277260223481,97.01070046509217,-14.839603196200843,B,A,D,C,A,47.76249446844129,1
Brazil,Asian,18-25,D,-37.74400766786067,-15.057074188863401,-255.54450884675703,C,C,A,E,A,-74.40467731968539,0
US,Hispanic,18-25,D,3.8962501364346362,25.945773779481694,-1.9150560014081224,B,C,B,E,E,38.327516135400415,1
Other,Asian,36-50,A,-88.92738589506028,152.6951733624297,-55.313236792239366,B,D,E,D,B,-31.116384869545204,1
Germany,Asian,18-25,D,-99.27315278117536,2.3680990521554715,-38.24841733155973,D,B,B,A,C,20.526267979424762,0
US,Hispanic,65+,A,-48.37839689764,-23.728470038059246,51.62731808481913,A,D,B,E,A,46.42269498132357,1
Brazil,Other,26-35,E,-20.970737762959814,-43.248496596082504,-108.14698461080697,C,C,D,A,C,145.42966963433142,1
Mexico,Other,26-35,E,-103.42739393757323,-74.14359950706445,-21.856254923118453,D,C,A,B,B,-42.80228194099773,1
China,Hispanic,65+,D,-286.5207679996605,22.6372064598275,73.59801323712574,B,D,C,A,A,-49.944087012755595,1
US,Asian,18-25,C,-96.74616677663165,65.902993571343,-85.05740535641628,B,A,A,A,A,4.4658390802818975,1
Brazil,Asian,18-25,B,16.499647556155235,126.66156247265272,137.62128879698497,A,B,B,B,B,-95.63470444289933,0
Mexico,Black,51-65,B,23.431293831513017,-10.848157238695729,47.398492094196406,D,E,B,A,E,142.3301743944946,1
Brazil,Other,51-65,B,103.64678219511157,25.113820177325717,33.52389482328692,B,A,A,C,B,-108.51678649325682,1
China,White,51-65,A,-219.9202556578462,-70.57525565718274,116.91178044290918,A,B,B,B,C,107.69299003281667,0
India,White,51-65,A,-179.21947506054624,-136.73968291563182,-305.1217533526884,A,A,D,A,B,-67.09754837202719,0
Other,Asian,36-50,B,-2.9018810674134223,92.17710940668071,60.87380169858556,A,E,E,B,A,241.24739090800696,0
Other,Black,65+,E,179.31015583250115,128.008538774148,107.87350542512021,D,A,A,D,B,87.32157976014966,1
India,Black,36-50,B,-74.15113565959001,47.354607838955175,-122.79962598034398,A,D,E,A,A,130.9984675485583,1
US,Asian,51-65,A,8.633324671903944,-109.90929441391147,-74.92989232821733,E,A,C,E,A,-17.56916249512748,0
US,Other,26-35,B,30.27582473777394,24.860736855935368,108.07272075491305,C,C,A,C,E,168.4097416850718,0
UK,Hispanic,18-25,D,-162.3771599448967,-127.31288337498286,-1.4385595194704937,E,C,E,E,A,38.821529204685454,0
US,African American,18-25,B,-54.68818557115386,134.62695408358348,35.220000690687606,C,E,D,A,C,-148.31811840635604,1
UK,White,18-25,B,25.519776442055548,84.49573695462604,168.1212554560784,E,A,C,E,D,-140.14112326509118,1
Other,Other,65+,C,39.285518406451324,-133.31892817974725,73.02860074555306,C,B,D,E,D,243.23957143602973,1
Germany,Asian,26-35,A,-203.3940877293226,-135.39302741083822,-233.0743773858857,B,C,B,C,D,-57.84395783462575,1
Brazil,Other,36-50,B,280.49999245907424,22.602562022468494,-62.35004646219247,B,C,D,C,D,-43.5124462405167,1
UK,Other,36-50,D,-32.47327590000468,88.97093501136128,49.533147165902925,E,D,B,C,C,-78.18513944008374,1
Other,Other,36-50,E,65.62656902818243,1.0141290497626223,-104.84409351386807,B,B,A,C,B,19.030490562283322,1
Other,White,18-25,E,66.17157760914696,39.16942208352287,-19.93735986424347,C,B,E,A,B,167.62190811687861,1
India,White,36-50,B,-48.74936021679752,-71.73972870115985,140.16077991028456,B,C,E,A,B,-74.24601451917914,1
US,Hispanic,18-25,E,-74.73594658410151,102.91859225801898,54.25714102228086,B,D,C,E,B,80.69996035996404,0
Germany,Other,18-25,A,0.8318890388395414,61.2072836235492,-97.12306275926126,A,B,D,B,D,113.14768830596529,0
Mexico,Other,65+,C,131.39585650498867,-26.18107371827862,-5.873737446393868,A,D,A,D,A,-54.386372364934985,0
Brazil,Other,65+,E,68.85493509750445,141.2870218655304,23.70783781100558,B,E,D,D,E,114.0191072377899,0
Other,Asian,26-35,E,-25.577474587217488,-174.41093711802526,-127.61499221602296,A,E,C,B,B,-74.27702859164341,0
Brazil,Asian,65+,E,127.77687241687316,-117.19862704663213,40.545595822886284,D,A,C,B,C,38.794391664463376,1
Mexico,Hispanic,18-25,D,140.35265857236752,-4.242683098035664,21.616150560728524,C,A,B,E,E,-133.15277237869435,1
US,Hispanic,18-25,A,61.183311894810835,-5.045584583919928,131.38512511298865,B,B,D,D,A,-58.023265045905816,0
UK,African American,51-65,B,-91.63728250464672,93.41722028784801,167.43706442052112,C,B,D,E,E,-82.43963822294067,1
Brazil,Asian,26-35,E,-19.03208278485104,-46.56415784178027,82.4832607668562,B,C,D,B,C,21.067865186204955,1
Brazil,Black,18-25,B,17.503178938703787,-72.07320265524832,242.3205222236755,D,B,A,C,B,-50.73805526339685,0
Mexico,African American,36-50,E,-94.89570099267067,177.99818125305177,-51.46032498781394,A,E,D,E,B,-111.03921225416103,1
US,Other,26-35,E,143.42515470555824,-70.29517017386274,-49.81618430306344,B,A,E,B,A,63.24029374291433,0
Brazil,African American,51-65,E,-66.45037903266928,58.7651883098758,198.79483926454162,B,D,C,A,C,71.31430471582405,1
Germany,White,51-65,C,31.039040006994327,-60.528951591844795,70.35414051043843,C,A,B,B,E,39.046148991498114,1
Brazil,Other,51-65,A,76.27225216498506,-43.45150785345878,-172.5077113739345,C,C,E,D,B,-98.80412277164695,1
UK,Black,18-25,C,-40.9831633145743,28.735911291444744,97.22412212997952,E,E,A,A,D,-116.27844471884983,1
Brazil,Hispanic,18-25,B,-3.922158311568917,-22.462040540156668,-38.49481555541669,B,C,B,D,B,13.12682052066454,0
Other,African American,36-50,E,72.32780898508625,106.70549372587217,114.69982982155098,E,C,A,B,A,-28.240677763543587,1
Other,Hispanic,18-25,C,10.100357998982597,40.1264008421388,155.59571840959617,A,B,E,A,C,-84.48824652501303,0
Germany,Hispanic,36-50,A,210.54182064044076,-16.273428313852083,-89.37639832240455,B,E,B,C,E,-207.1117525693604,0
UK,Other,36-50,D,30.332811796243657,-15.129374002935531,97.10844188698574,D,C,C,A,C,158.46663588792725,1
China,African American,51-65,E,27.3386801860351,4.020087632587869,-9.391915145281486,C,C,D,B,A,-1.87339689843571,1
Mexico,African American,26-35,C,-172.32789314191876,13.30160138340179,-260.0911328065737,B,B,B,A,D,115.01972532400386,0
Brazil,Asian,18-25,A,17.8740725879487,132.02380766254876,5.531378003541417,E,A,B,B,B,-60.69249477304063,1
Germany,White,36-50,D,-2.4099722494371987,125.46620693889645,-157.17256844067518,A,D,C,A,D,102.87750739222874,0
Brazil,Hispanic,65+,E,30.041796708433676,-41.022778124640276,-56.43229581827177,A,B,B,E,A,88.77124993515939,1
Brazil,Hispanic,51-65,C,30.990464039831643,45.40028016374369,18.0255440135661,E,D,C,E,E,90.86749984821371,0
Other,African American,65+,B,-141.90431125275225,-91.38602106894747,-15.232976701328266,B,A,B,A,C,50.49599778420345,0
Germany,Other,51-65,E,6.988124978084944,15.15399914012334,7.1626191075632155,E,B,C,B,C,36.30962886066323,1
US,Other,51-65,E,-79.02110308481865,-45.2067718485764,-162.33948746877203,E,A,E,E,D,41.50662926393064,1
US,Asian,18-25,B,-32.45649822416796,-22.167940487604003,22.044275738160824,A,D,C,A,C,-141.0135366799337,1
China,Hispanic,18-25,D,-4.011831727259925,-5.1892405075055335,-1.2938326617132576,B,D,A,E,E,192.53430602032216,1
Brazil,Other,36-50,D,8.463428235354202,37.48172260924695,23.620647942305464,B,C,B,B,C,-166.45051006367964,1
India,Other,36-50,E,33.38247223142983,-88.82597981197304,-53.69533317439126,A,D,E,D,C,79.06696227409572,1
UK,Black,26-35,E,-201.05153970277166,159.85583947646197,-196.8481620938755,E,C,D,E,C,-121.3822439967092,0
US,White,65+,B,154.48724892029023,-75.88173841111674,126.7358724713547,B,D,C,B,E,-75.58781146037401,0
US,Other,26-35,E,-51.64687173193696,74.9101191375963,228.62728577079437,A,E,E,E,A,141.07588587752662,0
UK,Hispanic,36-50,E,-54.03410028677204,55.89711402695756,4.861740052873986,D,D,B,C,C,57.04391290515834,1
India,Other,36-50,A,203.3285038045121,64.65842167650683,39.15641984786183,D,C,B,E,D,-93.68847291916981,1
Mexico,Black,36-50,B,-77.48280076496674,104.21076366528217,45.75234091708961,D,E,B,E,B,171.14174893717487,1
US,Black,26-35,D,28.98817714142866,-114.2034113881161,-68.56880183556845,A,E,E,C,A,-9.698338245091993,1
Brazil,Hispanic,65+,E,51.13144952645739,112.77466737387726,-215.82176338389223,D,E,C,C,C,0.1327200627570008,1
China,White,26-35,A,97.08147989210234,-56.16387247065985,-108.3654568550515,E,E,C,E,A,68.5697926296259,0
China,African American,51-65,E,153.03030093804574,8.388262148450156,0.7722732333804718,D,A,D,C,B,1.54341149267916,0
China,Asian,65+,A,-132.2221392285643,-32.85743672910232,77.63807080436065,D,A,A,D,B,175.72469618862283,1
US,White,65+,D,10.661499885659637,-21.023735181908823,14.552976853706085,B,A,A,E,D,35.65717288313796,1
India,White,18-25,A,168.76824701907088,-5.989011163475025,10.520607692734384,D,D,A,B,B,-8.65149568253721,0
Brazil,Asian,36-50,D,-215.07755493116383,-126.61558844222094,-57.228206877278154,B,C,E,E,B,-14.418498936198047,1
Germany,Black,36-50,D,51.85681455668848,175.61992374033574,26.351892327258447,E,B,C,E,A,73.13227662531669,1
Mexico,Asian,65+,C,-69.648479164774,-114.44060119639997,-0.5940454613817815,D,C,E,A,C,60.76466228532363,0
Other,Asian,26-35,D,-14.585571617941307,47.008496823559184,171.14517131113283,D,E,D,B,D,-69.49291480930472,0
US,Black,36-50,D,133.1559978708301,-78.86640612753456,68.0700394075755,D,E,B,C,A,-144.19704998938002,1
Brazil,Black,26-35,B,-103.41688988656557,47.83551757039414,-94.79409561480595,E,A,E,D,B,-24.725437602884885,0
Germany,Black,26-35,B,87.52707441316265,23.272033907165042,-231.01678915554072,B,D,B,D,C,-8.229246136944239,0
Brazil,Asian,26-35,D,114.86154320323982,-50.58508772195977,-116.341982702975,E,D,A,A,A,-94.13558150316503,0
Mexico,Asian,65+,A,-38.20345523578915,105.22956790022052,-36.03380375535322,C,E,D,E,E,-22.567196944967744,1
US,Black,26-35,B,-18.116953828618826,208.48892581627445,59.215601031022594,D,C,C,E,E,-21.495639355962062,0
Brazil,White,18-25,A,-29.238831258700287,-0.43036901470974354,13.55060714025274,D,C,E,D,B,21.165933266879687,0
India,White,36-50,E,24.34638422142637,3.8588661010135956,48.598691817088984,C,C,E,E,C,40.8430227716047,1
India,Asian,65+,B,141.38636183794392,116.21058841090917,-36.829166220397994,B,A,B,B,B,-141.48330426811233,0
Germany,African American,51-65,C,-16.828936199575857,73.25867648855923,-77.85544217940338,D,D,A,D,B,-6.5346594559733395,0
US,White,51-65,D,-7.850965811341448,-40.115110128077795,-155.74463592607123,C,E,B,C,B,-39.63879586853794,1
Brazil,African American,65+,D,216.6566139533094,-16.099116211969232,275.501504565779,C,C,E,B,A,133.24478950987867,1
US,Hispanic,26-35,E,-240.76842072435346,136.79679605732224,-28.75592093003535,B,B,D,A,B,-140.22676663709927,1
China,Black,51-65,C,-71.84973478646785,-136.56145678002437,38.197345071852595,C,A,D,B,D,-30.67800048315072,1
Brazil,Black,65+,A,124.01617626805621,127.26308984380978,-55.28422757121502,C,E,E,B,A,33.635405984756,0
Germany,Other,51-65,A,-63.36020080847526,-115.99132152364942,-179.09844917172953,A,D,A,D,B,-5.817718273273239,1
Germany,Other,18-25,C,93.06217585493582,-43.07366093684327,52.883733531692876,D,B,B,D,C,91.56217125176104,1
US,Hispanic,18-25,A,24.710713539243226,-129.30822671536063,-241.99598993189343,B,A,C,B,E,37.17678334264523,0
India,Black,65+,B,-85.10444225852075,-26.77903876792692,-99.97916619634618,A,A,C,D,D,-152.7490542840662,1
Other,African American,51-65,E,49.59041931499756,111.69906406535577,45.907117926595596,E,E,A,D,A,-94.1829793158999,0
Mexico,Black,26-35,A,73.08196044224543,77.3602686535678,-62.91750973511528,A,D,D,C,D,121.83006077676583,1
US,Black,18-25,E,-16.071873680123446,-20.982860617397307,149.54128613464962,C,B,D,A,C,0.8878895588361629,0
Mexico,Asian,65+,C,-159.7020050816238,54.77933887530628,37.48626256584982,C,A,A,C,C,26.579764947515937,1
UK,Other,26-35,C,6.335643053974728,-74.4797355413366,9.206078759204084,D,D,B,B,B,35.87959412138175,1
UK,Other,65+,D,116.47364337611772,151.65187682001527,34.08102136895607,E,E,B,C,E,59.99251838836672,1
UK,Other,18-25,E,84.11613443618148,11.354770307727314,28.111830615633433,B,A,D,C,B,-123.1155967998673,1
India,Black,65+,A,26.53571059945334,156.7746706473567,-17.017607466415768,D,D,D,D,C,52.389259170617706,1
Brazil,Hispanic,18-25,B,-107.27332232791798,51.55002537056211,-76.99352899653104,B,D,A,C,C,189.23161402801378,1
Mexico,Other,51-65,B,6.771575488430938,21.365154661478616,91.17742967072982,C,B,D,B,E,80.47594767380404,1
US,Hispanic,51-65,A,-14.948503057511791,133.01951278586753,-89.2973157775317,C,C,D,E,B,72.62856410738985,0
US,African American,51-65,A,-159.78042247299712,65.58025297693129,-23.341784842077853,E,A,B,C,E,136.3368649766964,1
US,African American,51-65,A,-59.573760159510634,55.90905036019864,-117.68111212641317,D,C,A,E,B,-124.24421377685245,0
Mexico,Other,65+,D,-60.603218153419256,73.4729271679397,-7.318887537575167,D,E,A,B,E,76.03975697521103,1
India,African American,36-50,A,-105.87152685555614,31.58143080597849,-96.3297067672649,C,A,C,E,C,-140.3988783434031,1
Other,Black,36-50,A,-21.86792898446271,-17.86150125645376,58.44075618996351,A,E,A,B,B,-18.48112678283784,0
Mexico,African American,26-35,C,120.609643713411,169.82260398188993,-183.95761774462696,B,B,C,A,B,-99.43548188148874,0
Brazil,Asian,51-65,D,-122.97258689662671,-16.724916774030117,-106.07832086757534,C,E,B,A,E,-5.990037748669965,0
India,White,51-65,C,47.69119765878874,-136.0401667275228,72.10141269244097,C,D,C,C,B,-185.06679198632244,1
Brazil,African American,26-35,E,42.116400294145656,-85.96631543075348,72.87592769625138,D,C,D,C,A,-0.0325670435675772,0
Brazil,Hispanic,65+,C,-53.81390079602103,8.372201430989685,-248.25242848686818,C,C,B,D,D,-91.63533964772061,1
UK,Asian,26-35,C,146.9833728805025,-71.4667839433726,-125.76101473913097,A,A,B,D,D,-5.840851554998369,0
US,Hispanic,36-50,D,9.423979792783404,71.55307441574443,164.97672366135848,A,C,C,A,C,-57.620070328203866,1
Other,Other,51-65,E,32.22865073958061,156.0013590915037,-16.725045246093792,A,A,C,C,C,-226.51277196308283,0
Other,Black,18-25,B,-142.4767805103354,22.193075576924905,51.858780587929,C,B,B,C,E,176.66856544354448,1
UK,Hispanic,18-25,D,-92.98245291048019,147.44597796195453,-69.49172424264012,A,C,D,A,B,-57.21854526046917,1
Other,Hispanic,51-65,C,150.37591582957788,-5.088396874922839,60.81890457934508,E,A,C,A,C,20.750830607365412,0
India,White,36-50,E,74.97547195392016,-108.75305869484583,39.69045771006744,B,C,C,C,C,105.79472872461686,0
Mexico,African American,51-65,C,42.35687911702147,33.081183778163606,86.21310924681316,E,C,E,C,B,20.88083331195187,1
China,Other,18-25,B,111.83842338052206,96.53102722959369,251.5293087094418,D,B,E,E,C,-83.94134755065109,1
Mexico,Hispanic,26-35,A,-81.9655456499658,118.60768219862763,170.50475566513077,C,E,E,B,E,-64.01779088460424,0
UK,White,65+,D,-150.4514587531719,-22.9514673947668,62.01092861467824,B,A,D,D,A,-83.99648717779817,0
UK,African American,65+,C,44.829084998349366,-3.3685648793380762,-19.639393187465526,D,D,B,B,D,30.904871957836328,1
Other,Other,65+,B,-92.14941753887788,120.73108578770724,43.45702128010706,A,A,C,B,A,34.378116296928866,0
Other,African American,65+,D,68.52030337825316,-30.01071586124428,-123.93266537589678,C,C,E,D,E,78.4796567864553,0
China,Hispanic,36-50,E,-156.45653643891683,-3.977647396435459,38.94978543295235,C,B,A,C,E,307.2717081555709,1
Brazil,Other,36-50,E,260.7645619591743,-28.678219964692587,-89.75254185564593,E,E,A,A,D,-55.512508167354014,0
China,Black,36-50,E,170.10985288950647,-169.07841894231476,-5.566297013936391,D,D,A,E,A,59.67215668832645,0
