religious_affiliation,sexual_orientation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
Hindu,Bisexual,E,-49.87928001360863,B,23.257788716351012,36.77582743504162,-31.116433436248847,-76.6970128889448,B,-0.8023695526291558,E,-21.583197716196217,A,9.601017887508903,57.07936443994155,0
Other,Homosexual,B,64.28336629634859,D,-36.818835264594924,15.759172800621862,62.57641774508702,-35.76695720865054,D,-62.41835931758752,B,-3.279216621030919,C,105.66418813788103,143.3057267974967,0
Christian,Other,B,97.25810357449664,C,128.57814332087773,-1.1182723116782627,123.20861728401493,142.07545118316534,E,-125.04359573029218,A,34.18517913679313,E,-76.4853883842162,10.867391718368172,0
Hindu,Bisexual,A,-34.17838461151068,C,54.3502019438904,-26.042957251908216,-62.42242083944556,-140.97869535404791,C,-49.92755784958779,C,-63.85321831166644,E,-150.27131532873028,37.45318268211931,0
Buddhist,Heterosexual,A,74.938191566763,C,112.27972391893321,90.82358755377653,175.6520466831276,46.748604505238276,E,69.16541865994073,D,14.803476620069016,D,-23.176293469833407,-265.7670854141824,1
Other,Homosexual,D,-116.94916039718785,B,-183.42235881301326,-121.35425673864786,182.0056862974349,52.19164223859947,E,80.13709247216008,C,156.90395562446176,D,140.4975921691406,40.482023395473085,0
Jewish,Bisexual,C,32.08334973729739,E,57.16169641849952,54.22283083554225,-69.64837536230995,25.6709715687059,D,116.01546424545425,A,5.266924727940367,E,213.0057792538371,11.349266611160063,1
Muslim,Homosexual,B,170.57940374074263,E,-10.420274971523853,-0.3260072830062596,67.34420256776464,36.7125729833104,B,-62.26484644229519,A,-2.0209836477787033,C,-32.64267173128385,-124.83714325901325,1
Other,Homosexual,C,-50.328563174275786,E,-37.345993796404194,-139.39734477800175,29.687535815759052,70.1274283816841,C,39.095388857064144,E,117.96221382950111,E,-89.10241170315335,64.69352407874628,1
Christian,Other,C,-16.931410357515862,B,1.094819805810859,49.28330526975418,173.1080333373258,78.3437611084824,A,-30.418808336875745,A,7.56786697584005,E,-18.482580398363236,-157.19336640969715,0
Other,Homosexual,A,-60.615579991997436,B,-114.18775733043938,-60.6258113570077,1.3799674058309312,29.12706253446138,C,43.5181172663955,C,-111.77507544692233,B,64.2961665942062,97.10323060181632,0
Christian,Heterosexual,E,66.12032641034028,E,111.6295787842235,-14.217389638577696,90.4851709587688,-63.25508854533547,B,-118.19775747351198,A,-74.01513386601638,A,45.418421387860235,20.760655877072608,1
Jewish,Heterosexual,A,126.35868554596547,C,240.14452047395986,11.629778872198264,-200.669505636673,111.29649601087598,D,80.53656890353601,D,-72.97792123462531,B,57.775291564734474,-120.39341289119656,1
None,Bisexual,D,32.63269044671541,C,-41.33301932025139,-38.996924693811735,58.19155500301954,1.9767448191877497,D,-94.07428902317696,C,78.44754952424229,B,119.94621194946969,-16.565473953619758,0
Christian,Bisexual,D,55.31497724254444,D,-89.73313803157376,-53.1896187573438,37.2168396905039,13.544375351040463,C,-31.862372628188808,A,-110.90009399555723,E,-182.2935618806025,58.832422901695466,1
Other,Heterosexual,D,9.955347195768537,D,43.083179186641516,-57.21762300456849,110.00532827402682,-60.04480068060207,A,52.305800597598406,E,-3.177352460600395,D,27.163102531575483,-76.64109472330846,0
Hindu,Homosexual,C,-31.595236472674603,B,-4.755608171625829,-115.5005901091761,87.91806675188761,110.58843553047215,D,-38.85480792848411,A,4.201519595959327,D,-33.99761594253762,57.24150132352147,1
Muslim,Bisexual,C,-109.72561947206793,D,133.9521703172766,135.22819529087576,-73.37758581884715,1.308842998154038,A,-25.968595242126145,A,107.93919225472636,D,21.407505285979155,-31.07655278348309,1
Muslim,Bisexual,D,-34.53607642035045,B,167.61703093709198,-24.674891253421443,-11.33496911842726,-123.09184840696797,C,33.94512817868113,C,131.98888154654878,A,-72.2443935667166,-11.51125526534742,1
Christian,Heterosexual,C,11.849133841104083,A,107.22003077754772,52.50877420816564,-12.865439646090259,-77.38035416734168,E,-103.20127397729857,C,28.86871421275053,E,-191.64759154563447,75.79117430311517,1
Christian,Heterosexual,A,-164.84260482780425,E,110.00110877903867,-42.851489974447325,-222.1638539933448,60.1974090245007,B,32.86978990494334,E,-56.88029188024429,D,132.98827632973408,6.392564087176414,0
Muslim,Homosexual,A,65.5440887705454,A,-2.0659632280518343,-93.9894197367355,225.4314910277352,-113.21046919930649,C,107.0772999547569,B,5.168478693929898,B,-132.3627772917302,-60.95851384884461,1
Muslim,Homosexual,E,4.250991479392602,D,0.4974891188485121,-132.6494863021084,58.87676693173937,-2.420688184748943,D,2.289289636104836,A,-60.76283887293643,B,11.984260848841798,167.52494356503937,1
Buddhist,Other,A,1.4419562745468761,D,50.237956037295994,50.6979887039171,-24.54005563825034,53.94349431135601,B,-36.01536053525095,E,26.945255588951056,E,-68.92334447828162,-64.44757767133773,0
Muslim,Heterosexual,B,-59.86756226935695,E,-71.64177302612057,158.71226044698827,81.4627298228903,-36.782052188967,A,-99.15817875893147,A,173.36391883927772,D,14.41305693992557,-308.26974420085935,1
Hindu,Bisexual,E,-147.55677001399724,B,-54.24141912590099,11.779590490294375,-41.31627045026383,-107.12163474201681,B,168.81212069437524,D,-102.98427512504011,E,55.42324537260212,115.20001325683482,0
Christian,Homosexual,C,170.6850713183982,C,6.172595337387528,-1.0556784834838133,91.46853860392201,8.283544630777278,E,26.485861816316053,B,-110.74387138478762,D,-7.059312127401417,-37.200650545719704,0
Muslim,Homosexual,A,-9.78294359427068,B,79.40738823880255,48.57902376514623,-1.0024221901695543,52.49757565181281,A,115.87293978893511,D,13.544518552375727,D,-139.9275052064423,69.87512270774627,1
Jewish,Homosexual,D,-101.189219838165,A,-68.992209682723,83.78570489028036,-424.62733501738643,111.803032664953,E,-154.87310582134705,B,-56.03841388243429,A,-77.65870236800896,-170.3456089366396,1
Christian,Bisexual,A,-7.769809100364341,C,44.960871817456464,57.38539449911539,264.53868408685304,273.2118613115627,E,-80.1438207299287,B,-52.949466054571914,B,69.29318809077425,56.52560738658803,0
Muslim,Other,A,84.05218533505028,B,25.694618694016917,-72.87695638176123,-91.22058004979799,-71.42594533059045,E,114.36181714823648,A,38.988556022066234,E,222.16697453179296,66.69351201922761,0
Hindu,Heterosexual,C,-13.289899884232167,C,-121.82631248883018,-50.17912640989904,-29.782606695117032,112.88789284760324,A,-151.02251705715196,B,60.32087961426688,D,87.61302831425769,-45.65126585089531,1
Jewish,Bisexual,D,-72.47975810896465,C,66.39510270177267,-45.125961360469155,108.60995493756612,-27.96502026259197,B,29.541129874659184,B,204.3846554857803,B,5.880916992691319,-27.42998321274343,1
Christian,Homosexual,D,27.06869753815459,A,34.69667445291786,205.0890587285303,101.99949219157436,42.00066674966566,E,-22.736847993390185,C,-90.13837055164612,B,23.28482894059376,-25.651728630909744,1
Christian,Homosexual,D,83.06387348830549,E,-68.00798992772214,120.89077549147052,-106.80591019002223,5.912340044775884,B,37.97780696774489,D,-12.840009756200107,C,98.86045984305503,-57.28094459388758,1
None,Other,E,-104.55890486633992,A,7.4641654942730655,120.44961555528664,31.211582687924604,38.50024785133324,C,-163.59795308709207,A,-64.80089740946333,E,-154.77230100718026,19.738081467511577,0
Jewish,Homosexual,E,-157.8671877490847,B,12.654171708571827,-285.75164297086945,-7.028013981712161,-71.84883560829563,E,38.80509056288826,B,108.87270573082874,B,21.678877252588013,-296.86964014649936,0
Other,Heterosexual,B,-50.42878450961893,B,119.72875518578734,-60.171471310822,52.29935050496203,91.14332175088539,C,-72.8722911675805,A,-90.28098438394278,C,-117.30990153054913,49.48021123567773,0
Buddhist,Bisexual,E,-89.6652257123138,A,-101.43100641603966,75.54922537616156,-131.4924076808208,-17.74032083643918,D,87.33123752967003,D,22.10200016572769,B,-23.86704023344029,-106.9360900692432,0
Jewish,Homosexual,D,137.47954132843435,B,83.6807909990949,89.70011603873998,-133.1451272716047,78.49073807850682,D,-122.83664506409772,C,75.257704040807,B,-73.74092608702301,-102.88392057667917,1
Muslim,Heterosexual,D,104.7209338692106,A,-202.23867871238767,-54.37459374159344,1.750909463221299,-22.71142347616281,E,119.04562766524975,B,-145.19116356086124,E,-30.028201230935192,-142.3797771742608,1
None,Other,A,-3.3496880100531636,B,-130.35871260665363,-81.57387110521258,80.66773378916197,126.48786518152897,A,-45.06400492318505,D,-100.96526213291182,D,227.71003655006749,21.008225450642186,1
Christian,Other,B,-151.28182122739327,D,-53.0452408990019,-69.35605890083214,25.53472015845777,154.60081216687846,D,109.21170607671478,A,113.48284162330235,D,-191.40786878485812,-55.02226871649576,0
Muslim,Heterosexual,A,-56.39546105896513,A,-90.17995533931334,-3.442151246615811,-74.2915469448649,67.43478373011565,C,184.746899436522,A,-38.591449817147705,A,165.7323147006032,166.8353790482022,0
Other,Other,E,-87.94111176377183,A,-108.59147921308825,31.129566351844822,-23.290310698096203,-40.1876331754771,E,-136.07266044858093,D,105.8032125153816,A,46.87379257265387,111.72409602859857,1
Buddhist,Bisexual,A,20.207475721971427,B,255.18275051714855,81.07902675574988,-120.63738871444609,-66.22801162148959,D,-171.42200086926223,E,-116.73176704379864,A,-85.30603984450264,-33.698147453571735,1
Jewish,Homosexual,A,13.318407134280427,B,116.09657993847576,-117.06566353804237,104.62765037826594,6.4373877450391985,C,-11.82019948758019,E,120.99389587509357,A,34.59706711654504,13.569649209705375,0
Hindu,Homosexual,D,9.356162360037274,D,14.715864610649326,-4.50152190700317,18.753165563243,156.50921735595313,E,-79.08091946565398,A,-25.403964683075092,C,-24.538308023096704,44.01700408031088,0
Hindu,Heterosexual,C,-155.83892222632073,A,92.97310822164158,59.18599146106923,75.02513204715714,-264.4681055238247,D,-87.33032997170365,D,-117.28422800283735,C,203.40023329012192,-31.772648243640027,0
Other,Bisexual,C,30.458145894956434,C,-79.21355580123551,157.2049897438151,-27.478143770731027,-210.2214927391385,A,-103.95420197065448,A,65.751180151453,E,-131.2366585819047,-31.81318359550125,0
Buddhist,Heterosexual,D,67.96184670717517,C,76.61554635561616,-64.70076732681527,2.051244484550145,128.90393822289465,B,-72.18914672896008,B,155.06918602982037,D,-144.50189491408247,-8.693048392745352,1
Jewish,Homosexual,C,99.92913748235168,A,78.1710489150603,31.65604938485074,98.10604984527176,10.408900074740513,C,25.33163628301354,A,134.15434894131667,D,-55.629262206160625,28.769447164364966,0
Christian,Heterosexual,B,124.51565179536202,B,63.85871801566936,-87.64994814166153,-8.02107731059584,-21.70187162375573,A,-112.59188554801676,B,153.57774627107926,C,-134.71290064096578,27.234850965484032,1
Christian,Other,B,200.97544541396948,A,8.020753465839489,64.01035964451556,-153.20070187406287,-61.58413083239446,A,175.65538995408482,D,72.63542761713336,E,65.86966668072884,-9.005167649857581,0
Other,Homosexual,A,31.362580543796177,C,74.71466372750265,61.629637451840026,-36.30385582075966,-175.03339482238997,D,-74.48475199876867,C,-63.70707829306491,C,42.12217392033648,-3.2302367106850185,0
Other,Other,C,132.93054138569582,A,-59.31287260176262,100.64858357370943,57.29723353644809,-36.82823353479948,B,-50.82490986151876,A,-202.2819125277228,B,-31.379895222929544,39.812695411701476,1
Christian,Heterosexual,A,85.94578018878742,E,54.89788904696854,-67.82732076179757,35.10138848783949,-85.88685482411991,C,34.38888972666838,C,48.49510435960703,C,0.7939146844110826,54.378041011485976,0
Other,Homosexual,B,-34.32803722171964,B,-49.935356462087945,29.47537076094478,-98.78135062022618,53.13790393958906,E,-6.510523828520583,E,103.7674007458377,C,-173.11583804730628,110.54774109835581,1
Other,Homosexual,C,124.5715052628716,C,145.2015079542303,173.76740152825744,-107.83659482597344,-18.190385524111583,B,-6.495772162955725,D,-160.62280087372062,B,172.4210652756937,10.534779784962623,0
Christian,Other,A,-250.2293053571731,E,59.884579309392414,-56.833905194051084,-35.83282052618954,142.71261170788964,C,-165.18828959649377,D,231.7681314732272,B,39.37540996484314,-147.13423852417642,0
None,Homosexual,C,17.03575016457913,A,25.19675941373416,22.094761318952845,42.006316268948716,104.84842190806867,E,161.94086807133317,B,92.02304527786167,C,125.09392900141208,-5.71432924154081,0
Muslim,Homosexual,C,-26.168359646803562,D,-68.96134723102938,11.693606802600485,-72.69541783438304,-69.4978960726112,E,-41.076775030079034,A,10.158737682410674,D,8.282518918645053,-37.66150987623854,1
Buddhist,Heterosexual,A,68.08850874772115,A,51.90553825333652,32.98419928362619,-38.1089272862314,124.67811460472333,E,-229.26896588130936,C,157.8901289077917,B,-194.94468999245612,10.847835300583181,1
Christian,Heterosexual,D,128.42900908238624,A,3.821541780901392,144.4542926899204,-37.16318536415494,-3.5774123051176385,D,-107.15934217113224,B,-81.00742986271702,E,-165.17790769741595,-8.149703700457902,0
Muslim,Heterosexual,A,31.740858676254362,A,-32.83670640917133,-66.87160574054175,79.45473953647516,162.85031739490444,E,107.40004692785294,E,-50.00355969039547,B,-38.04524765851904,-99.71042564587691,1
Hindu,Other,D,113.13326296878812,D,130.94977756308438,141.2100492557813,44.809347268572026,-161.40192668108307,D,58.03658086165696,A,98.55283264539383,B,-222.01028516505124,-48.938824521753496,1
Buddhist,Homosexual,B,-109.42193615133746,C,-16.836275336310873,-34.25863562851025,78.1022812625278,53.45214164076668,E,22.601847761984686,E,-55.22731458325724,C,-132.19516197211914,-49.59614141033254,0
Muslim,Other,E,-77.19223591083646,C,85.1019532583183,-10.73601654412209,-96.47166359866515,-51.96342623665275,D,-82.90550482962836,E,147.4856364513443,C,-21.957411035213173,56.65759700748756,0
Jewish,Heterosexual,A,-3.1975554757372833,C,-121.13657361870906,164.9569445082766,50.99000859145162,134.00216303009833,D,-54.021640027745775,E,-193.49092388666514,A,-40.18016685724916,-93.7573197292926,1
Jewish,Other,C,-52.832522523963966,A,-22.8919546982093,48.934550289413835,-130.5715589712901,23.823521871919404,A,-136.18554141642105,D,20.02816679225859,C,-93.95960808067527,-66.4996118071899,1
Hindu,Homosexual,A,142.1196341835959,B,-221.69067014040476,73.8048178280471,-49.11958205386159,109.35013588063818,A,-68.76442092472203,B,-125.62443642598593,B,106.25097922625666,-27.97508862025705,0
Jewish,Heterosexual,D,-48.13772078547498,C,81.08943954574363,-129.49029569235003,-212.71436198525313,11.624831739506423,B,184.94711017740113,A,-96.13565358978354,B,9.296517411846336,179.45747472677996,0
None,Other,D,-61.58877204403226,D,-12.135688179347081,-94.37920762642828,-155.73440513401425,-58.13476765093946,E,30.956839600030545,D,154.91339916029472,E,-116.68956599255272,51.57836960686184,0
Muslim,Homosexual,E,67.4730616955627,C,29.776933289439185,37.86426010902582,61.66391970840287,133.93462450120686,B,-203.2205262184961,B,223.98434369458818,A,28.93512474571807,105.78844370341984,1
Christian,Bisexual,B,-157.5198324433746,B,21.81780232626856,56.94881888847757,-54.759302310227554,-65.02906769454479,A,-121.68581874627694,E,-12.106255539699594,E,-138.93763072210618,-19.76174297707471,1
Hindu,Homosexual,B,-183.98836569240265,C,54.199600329812924,0.40860293058713687,88.24200546928563,-252.384082978677,E,14.70878999667261,B,185.54478376986214,C,-54.29593575515388,219.37964170585497,0
Other,Homosexual,B,-3.726288858040838,A,143.4223589800853,-72.11058445873358,-77.88883787750592,167.33745019295338,B,141.02239290555815,B,-125.17254792139734,B,-199.83344684012388,-113.1443084264126,1
Buddhist,Other,E,57.559075069777485,E,59.718828282338,12.149730287370144,-104.9159790584737,75.20549195327037,B,-18.28413523103069,D,-21.43309924877766,A,8.151270169828639,-58.93440788409195,1
Christian,Other,A,36.81340601443848,A,17.333640203494678,35.83883161582796,-55.88670351078411,-58.892207844308174,B,-65.40139054725697,D,2.8846655431687145,C,-25.791555218267447,-52.14931264746423,1
Jewish,Other,C,96.8483807912536,A,49.664172412665685,46.33565113879367,135.32532945137405,-0.11150422581826958,E,-86.79858780315084,A,-72.64066241242777,C,-25.652488988272832,-9.860782271326245,0
Jewish,Bisexual,B,4.196730497044814,B,268.0682018504131,-46.7480822554136,-126.11301542223343,-52.675457394726976,D,-15.623635549274786,C,-154.71184926321948,B,-92.55389733691294,-103.91811563777678,1
Muslim,Heterosexual,A,161.91687927777173,B,-142.00024814043832,-11.685632784349318,40.03017447549976,173.59019295339107,A,-29.61937010182087,C,98.54342571452838,D,-55.70082552735841,201.88525783022703,0
Other,Bisexual,C,53.241735180404504,C,30.134294288379987,130.12610465109594,-127.98759690033596,-46.882898450305355,C,-21.42729704851074,D,157.48055483562786,C,56.664404481082485,140.33368774928928,1
Jewish,Bisexual,A,-10.47059625267128,D,143.87862019503652,199.98016386494828,-194.3951346453066,187.81729838097348,D,-152.00957889139522,C,-88.78407679394873,A,-59.46545847987041,-46.94094032612033,1
Buddhist,Other,A,69.18265530861161,E,32.362462592383466,-91.27648468720182,-10.92603773676328,49.03930856319345,D,91.45867357324867,E,-116.9952179839331,D,120.4987629897263,53.0071776095275,1
Muslim,Other,E,-62.498612790490704,E,36.40756470907983,-60.663196785450445,-113.3672767771444,-107.51145044669417,E,85.39972230113001,B,-133.2457933436919,D,85.05500985018011,-45.823765274142715,1
Buddhist,Bisexual,C,-37.108031364904434,A,-84.97871012959826,75.47165999434587,123.44416484917082,-117.78657450994136,B,-206.20799029762586,E,-33.596566048768366,A,-187.57915369640662,-73.2576717003243,0
Muslim,Bisexual,D,-190.31562020171035,E,-148.35364955648353,-52.472712128289146,87.03552247202362,-32.939020062168986,A,3.7556913498120714,E,61.46650175855294,D,46.90110024333661,-116.46782960480438,0
Hindu,Other,B,-141.9993370716069,C,90.47032649597831,165.5699663351912,-16.711674441932324,164.71869349321818,C,-159.28728686844212,B,87.98275765167001,C,-87.75332572525875,24.10194145592682,0
Hindu,Heterosexual,D,-16.897842468768893,B,58.16665867436945,-81.3865041971844,39.725310628125634,99.21608128111458,D,89.60124027420872,C,-4.132117611846079,E,146.29978915957744,8.514529164543987,1
Other,Bisexual,B,76.29077725029744,E,36.409937377230534,-70.16416771827524,24.48261776195011,-36.21800529773576,E,20.29647214647565,A,-26.47454727714345,D,-14.270884464892465,46.55925594103746,1
Jewish,Bisexual,C,105.8691666994501,A,-127.1631065002863,88.12734345905467,-17.600383383695466,-46.65285366840223,E,54.26259210927882,C,68.497583246552,E,-50.23604646901414,4.255440952452842,1
Hindu,Other,D,-54.01995586841421,A,10.720365601583119,-157.64878417031258,-30.669686403245333,-26.71547102557109,E,-212.93432606905517,C,79.25104618290416,D,96.38405441402081,-104.32921587160486,0
None,Homosexual,E,13.417525488504614,D,-91.91194899616906,26.57017663236382,-80.6214117594593,87.82169723081343,C,-113.32344399154506,D,96.86418720114933,C,-53.360139873341204,-53.954860665659766,0
None,Bisexual,D,-64.45309344061673,A,14.575808364110296,78.55511527604877,-108.02371162146636,114.80337379916467,A,-35.512729050366545,E,77.95369674026024,E,-10.475200223269407,-70.80412107801195,0
Muslim,Homosexual,C,51.56522463851763,E,6.228825439064202,-47.23975556295047,210.6357290776105,-40.53957825394418,B,137.81855304215156,C,159.72855935770346,C,-8.168433685645061,-27.401556702862262,1
None,Other,D,-38.08339997087178,B,-1.2783341208497077,36.19415977919175,-29.482209118117282,-95.3843509830302,B,-76.66508279634128,B,-70.59572070225512,D,21.535426458149622,-112.2542024961884,1
Hindu,Other,D,109.21625712349099,D,42.60929573757823,-35.98218969136216,-99.80614106844321,-157.40690697683624,E,55.18490554613062,E,15.150137270936238,A,-17.388194457694613,88.34002676673708,0
Hindu,Heterosexual,D,-85.00331435873585,D,-13.423781204081822,-92.18260364774694,178.87316558844074,-135.9800901131371,A,206.85680701054304,C,-26.667636557968216,C,58.05659299884827,-73.6332382076976,0
None,Other,A,-63.66521949565853,E,14.26100436757032,-99.00880702040617,-98.79335534298515,-10.85403145638026,A,-21.393802757672137,B,13.765912949805138,E,169.24538494254224,-55.11178732610361,1
Hindu,Other,B,-86.61118665176508,C,-19.863027408394036,88.01632756095562,-61.95619004756791,52.70256683297393,C,-171.81594567412589,C,-14.028244301437676,A,-93.96521485960426,8.873907488072637,1
Other,Other,B,-63.46714412613471,A,55.75783132149985,-163.9129152611613,100.81294371723143,-13.767407009486615,D,63.672611800264235,A,-201.220246433747,B,91.1465949237543,-207.62449817343457,0
Other,Other,D,162.91292214636772,E,-178.70783241280418,43.649760508755534,19.259276032443047,-76.49972380771409,D,-127.51337757257805,A,181.37563012019092,D,24.960856766591355,-199.82610938682313,1
Muslim,Other,B,170.90869509652154,A,-2.3296591723361604,-96.40660609867538,-47.55024161166325,116.66635901134244,C,-207.22316160230812,C,-53.2693985961845,D,56.49735502332756,-32.94705586209628,0
Buddhist,Homosexual,A,12.590895367213731,B,15.123957979837732,-8.54658943389396,-185.91667977458914,47.876385143925326,B,119.81020007870819,A,104.06413175260228,B,-38.861108568128806,-8.180357973151638,0
Muslim,Bisexual,C,-50.80399446211362,D,67.64347172048636,-34.43488045097507,33.5549565900816,-51.44119698360403,E,-134.10018982232089,D,-39.9190439578927,B,113.67301500828253,51.144789829308,0
Jewish,Heterosexual,D,-197.25246527730985,A,-265.3724684503282,39.83518481410115,-59.21959429759406,-140.72832824276662,B,-14.523718143842421,B,-176.989237900179,C,-41.457282615877006,21.0706022473286,0
Jewish,Other,B,-121.84861665545634,D,-54.529954072325616,-13.785501390896851,14.7616966115443,-46.565326024020216,C,-71.64473382216384,A,-36.77055641366897,C,-24.658075487176234,-100.81054331971974,1
Other,Bisexual,A,6.314117936138364,A,24.16324604312418,40.21915723784015,100.01470981576934,-120.877090621837,C,168.27046949306984,B,-82.98332791358658,B,119.80057602987162,158.92849607193492,1
Buddhist,Bisexual,C,6.2251214410178,D,30.693995670759012,6.440122894941258,-65.41033346322645,88.17258643554389,D,61.80790148974079,A,-97.39001173304214,D,17.82303215662408,-150.14179629475763,1
Muslim,Bisexual,D,13.339588171428115,D,45.149642369633504,-36.767048070977964,105.6142392382946,-53.01627603626422,C,-8.685133103683244,C,148.0307866745908,B,28.555677288680485,18.092521806505278,1
None,Other,D,31.060323533506466,D,-69.3558391012021,-57.74535450647208,-56.663731275098705,-13.72337521534778,C,-44.85071612898619,D,-4.4109835630850345,E,-76.77680401807055,78.7784642429467,1
Christian,Homosexual,E,81.75933588097016,E,-148.83689165665749,-115.57516083020883,-55.459118324197,11.968549208134679,D,184.02364094400775,B,20.712035884929502,C,126.64734761099645,134.83003135540503,0
Buddhist,Homosexual,B,85.27888133911617,D,-101.65218753145358,72.90190860268572,85.79406483372215,100.26489660410436,B,-68.55871047960319,D,-83.00539151402339,C,-29.500284351460927,123.1774918484621,0
Christian,Other,A,178.3796912618557,D,-11.41587985306975,-109.64913869075927,60.15401155254176,168.2204180289909,C,-140.51134160400227,C,-14.579215967470716,D,37.01503602351504,-4.936525385156651,0
Muslim,Heterosexual,E,155.60646365641202,B,107.00142542932991,-37.08956482569473,148.8194399611885,29.097636668667953,B,156.65337708427236,B,-114.69181452724972,B,2.388294677317333,-26.40162432835774,0
Jewish,Other,B,6.9951802279067845,E,-27.53553567199658,-63.871772169575,92.64546016669136,138.73404706735033,B,-100.94134539756882,A,110.17724720202224,E,-186.86262194095406,-111.79481031938678,0
Jewish,Heterosexual,C,-18.028016798142403,E,-11.809532650648041,-1.50387362422854,-19.787726749926186,111.8693716375877,B,70.30596933346908,E,163.44570226052315,A,176.82979097986447,-41.17104366297149,0
Christian,Heterosexual,A,-2.6243692573467223,E,-2.4588470172867636,-26.817949729383784,96.52897262659785,-138.18911672888026,D,18.23760933384492,E,-61.16753585441638,B,-118.56618209071024,3.5000085496222173,1
Christian,Other,C,54.24062293691914,B,-52.952575343437545,22.509686978594534,-47.528767323972964,32.123773690826155,B,90.53876994711462,B,-102.35377774812744,C,16.010044971700484,-40.355430980145094,1
Hindu,Bisexual,B,161.1298699445486,D,54.05643433223277,52.83819661060251,90.69305428716162,99.01329271598517,B,72.88035537493813,C,-122.0231932896309,E,63.67366254992709,-70.21927498755203,0
Christian,Other,C,100.00917718798468,A,-109.27183045585558,1.0185641377753976,128.30565727377896,87.4767775265756,B,-48.99939247197955,C,9.6108054569229,E,335.18809208740265,-112.49379631567594,1
Christian,Homosexual,D,-223.50455602775492,E,0.1704783959964122,51.99978419500896,98.63497088657817,5.814111929245015,B,26.712977325961834,C,55.977538196460316,E,84.78050693365303,-99.5774046498666,1
Other,Other,D,82.64571902283184,D,164.04521355722358,-9.121497506756837,-2.0869701065573447,66.84785163067487,C,92.64635336473913,C,98.79018021434757,B,-134.0056474209891,1.1703512948074222,0
Muslim,Homosexual,B,15.722595486481017,A,-44.05010944449032,-75.90727674828275,20.05491904235117,-17.32783047588173,B,-9.165125196218368,C,41.22117858139053,D,-148.3081902922083,-115.18754544056759,1
None,Bisexual,B,-95.57446663850538,B,-41.51455346800812,-23.256141104574407,7.8944961402437395,-57.38661574241091,D,74.35441897282442,D,99.52772367313031,D,47.777271461025705,21.992172119839225,1
Hindu,Heterosexual,D,58.48714650696327,B,-72.74947661290703,-22.295868322682693,16.091532223163306,-202.1964722031759,C,122.35827653816278,C,31.88001932262614,C,158.44221356804405,-32.51311164263702,1
Jewish,Bisexual,E,-73.8029922001804,B,-85.70570723991912,-93.43378525745204,-9.185043376268608,-38.06351285223341,B,210.81099629013784,A,-23.65588921611386,D,-112.53998592256593,10.60633749502593,1
Muslim,Bisexual,D,44.06047473883459,A,41.70158016839105,207.01069709968016,58.18908042167445,-19.555071263652877,D,199.59470636808865,D,116.05731947585087,A,-12.613939079000872,-45.82560355158354,0
Jewish,Homosexual,D,-27.915821029568967,A,26.500347580524075,103.24082982547009,143.66702713308212,14.096455185656776,C,-56.024257211508946,B,-30.229381348744504,C,167.46793556074667,-113.78120904678089,1
Jewish,Heterosexual,E,51.03334234841714,D,59.80986846691959,96.86381502254474,-31.210143063530634,-1.963261194038975,A,-14.307579772635599,B,-25.05182486179775,D,-53.08342999833792,-11.84096650163784,1
Jewish,Bisexual,B,147.46999606472522,D,53.92646758752667,-36.17883350396297,-56.08643277144676,-128.4512326101398,E,-147.37505367819094,C,15.677442382099768,D,40.480554257977275,-126.94221815332445,1
Jewish,Other,B,78.93068119684446,E,-155.53920112903248,-28.76788602984216,-62.12839543765778,-147.2042350638184,C,-105.70662998965024,D,128.01895705668812,D,26.566376251748526,125.39210252159052,1
Other,Heterosexual,B,-23.731247304402753,D,-36.525075517211754,10.081722898535439,-86.0550786676495,51.03596737470784,C,-103.77979958848411,A,43.327739322703025,A,-92.5030517253455,-18.257302734091787,1
Hindu,Homosexual,E,24.083222820052388,B,21.531331511582877,141.48726060175602,48.58930021493532,215.07896212982814,D,-36.28918838217086,D,151.2830478564254,E,-10.28756411632791,-103.1666727149994,1
Christian,Other,A,107.42427117252768,C,47.77410991093433,143.82148527833465,4.029020197359764,-39.81775139515191,D,14.185228698102781,A,-108.46826863247844,E,88.25521229394,134.5538961112152,0
Hindu,Bisexual,A,-188.159961222741,B,262.65661385156085,-110.32153246293946,121.51291911615378,26.636407464396232,A,57.582712215245735,D,58.07124357541434,A,-53.987658923258095,175.31756861387174,1
Christian,Other,D,10.402646600514313,D,-72.09614623918193,-42.32752853363034,156.9362282507322,-136.44296332636253,E,21.08374985666256,C,29.891405331124123,E,-51.815555870902266,-72.73439206330599,0
Christian,Bisexual,E,-84.62523722710914,D,-119.3467486073372,75.49395526331804,18.514434865545486,-145.75518418907873,C,23.211134786670467,B,43.73155203058138,E,-120.36587050031929,111.23016983623411,1
Muslim,Homosexual,D,-16.696566943697352,C,-14.907625372698325,-90.10727901113724,60.59191647187552,-49.99889977655877,B,-111.62309492435993,D,-174.00868692570785,C,32.489409431495474,-23.57743594746756,0
None,Heterosexual,C,-193.33324019907684,B,43.463732636250626,14.025339172832288,-21.164363892194206,-178.00274366169353,C,-74.4371399876617,E,30.411200422894414,E,-106.19707749038285,137.71378870553826,0
