birth_year,civil_status,sexuality,genero,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
21,Single,Bisexual,M,D,76.8260761123194,33.58223175795023,A,C,B,A,-18.047967999272952,-98.38324846613882,-10.116704359693472,B,1
43,Divorced,Other,F,E,194.09058949652473,112.20277488402353,C,C,B,B,69.40113351080673,-153.84772044030518,-54.13829874515058,A,0
32,Widowed,Heterosexual,Female,D,128.94256829175933,-219.20921534753163,E,B,C,D,108.00783758969044,-75.51186337058728,-224.96792583953257,E,1
29,Divorced,Other,Male,E,-68.09602912128398,-218.71048506221166,D,C,B,B,38.673132786089596,115.18048411615642,-28.822789555513168,D,0
79,Single,Heterosexual,Female,D,-191.1675741596033,-7.812430296996128,A,D,B,D,97.89931389733837,-182.60572993399072,77.64113198809629,D,0
18,Divorced,Homosexual,F,C,-86.96300100415681,-53.78112123911982,B,A,E,C,79.96433952991481,-54.83592047827819,139.23706580988932,C,0
85,Single,Other,Other,A,71.18836039058584,-6.51939557530705,B,D,A,E,37.19280929764809,-42.64232898399178,-112.48456637774136,D,0
30,Widowed,Heterosexual,Male,D,-100.18469559305643,-68.72840515623916,D,A,A,B,-20.567317713727377,82.76546367759087,17.345980520868594,D,0
87,Married,Heterosexual,M,E,149.49401088843135,-99.33212867601446,C,A,D,C,-39.66879993757384,-69.35841052373762,-1.8978746264688182,E,1
20,Single,Other,M,B,4.170299358068549,0.4187777388303769,B,C,A,A,124.62680978023535,66.20541344630229,16.898023411810453,D,1
69,Divorced,Homosexual,Male,C,21.279593833716273,0.841853778602322,B,E,A,D,33.27114834083218,75.57622263798058,-89.87086072499392,A,1
99,Single,Heterosexual,F,D,-59.931667870134845,-8.542832824369109,E,D,E,D,-10.07624470628204,5.005462816904451,154.4719022174938,B,0
23,Married,Heterosexual,Female,E,-107.80547825816413,30.430565476835476,B,B,C,A,-40.65753988453735,196.79310885668994,-24.99149776077088,D,0
38,Single,Homosexual,Other,A,-58.06123495930136,-173.82744766333954,E,B,E,C,161.10700931206824,-16.45461555073226,112.2947728073153,D,0
83,Widowed,Other,Female,D,122.29588208893061,81.98200601084079,B,B,E,E,-197.5859244392538,161.40052315526881,-65.872084361708,D,1
70,Divorced,Other,Other,B,74.1799050801299,-82.9558017210895,A,A,B,C,116.91343300925377,20.00574739909437,-14.116924098276726,B,1
59,Single,Heterosexual,Other,B,-107.70863513831269,-70.47790640126789,A,C,D,D,-16.045231739062245,1.4610159640573934,6.946189596239806,E,1
57,Single,Other,M,C,-87.96835683784833,-115.13986766904442,E,C,E,A,-61.75488320726584,-213.03910647400735,23.178272036494374,D,0
83,Widowed,Homosexual,Female,A,54.02551419865068,162.04976085188832,E,A,C,B,-28.48734275074482,101.66092875132992,33.36193863504972,B,0
25,Married,Heterosexual,M,E,79.13351586282604,90.50746697725187,A,D,E,D,-186.43474536836416,54.87753165920919,-43.483616213975324,D,1
82,Married,Homosexual,F,B,36.91429885764983,48.94120089990459,A,D,A,E,-5.2444122490636715,121.8267773215965,-360.8883808145882,B,0
23,Married,Bisexual,Female,E,-129.0181260439004,50.66618630564267,D,C,C,C,133.4109526586165,19.946309659468913,-182.4665882743524,A,0
77,Widowed,Bisexual,F,A,-153.64071446984067,-22.400580436366617,B,D,B,A,12.737447966200953,-97.13036635303864,91.03156169122549,D,1
62,Divorced,Heterosexual,M,A,46.17915421991615,88.82138098505335,D,C,E,A,214.06500691955083,-100.51045217554618,64.17090274767358,A,1
72,Divorced,Heterosexual,F,D,3.9827755053534606,160.78203360266934,E,A,A,D,-41.29980796698232,-69.87049612829694,-1.7644872856037341,D,0
72,Divorced,Heterosexual,M,A,79.5728807034696,301.96529820420506,C,D,D,C,-232.6433700973674,9.435786379794207,-141.65894922193553,A,0
91,Married,Other,Female,D,194.7415903403734,49.76698188943971,D,A,E,D,46.93694441280523,-50.60173943190732,124.69462801350208,C,0
75,Divorced,Homosexual,M,B,-116.44267775831085,116.41311342355269,B,D,B,D,-16.13404647795507,-114.73157394229749,149.42478448595904,D,1
81,Single,Other,Other,B,69.26613568202308,-138.02029320864006,A,D,D,D,101.25794587056627,82.72000043162345,13.895144750226054,C,0
61,Divorced,Other,Male,B,61.90831943543883,45.59692486990411,A,E,E,C,185.8775631814889,-40.850492270186365,124.61093143333322,A,0
55,Widowed,Other,F,C,111.02952551609029,69.82526777544234,B,E,B,C,-87.63610673145378,28.84718942568586,178.11839758006525,D,1
74,Single,Other,Non-binary,A,60.716109341949945,-89.42842019204336,B,E,A,D,-80.18870713237351,249.64428325692788,-151.55107337310386,E,1
74,Single,Bisexual,Non-binary,E,-64.80777593926456,-121.03727584528134,D,B,E,A,82.79126810328712,-170.30689572596313,-259.70817278247006,E,1
87,Single,Other,Other,B,-49.90446549147553,11.96711343589159,E,D,E,E,-81.38684168905712,8.058656798777584,51.382851885377924,E,1
31,Married,Bisexual,Non-binary,C,162.87716461243264,53.332420432313434,E,D,C,A,-87.24619380626181,38.42993634406237,102.30548895170897,E,0
21,Widowed,Heterosexual,F,D,124.93485580836581,-124.84437544720886,A,A,E,E,81.95115920438411,159.10576904082484,-91.6807383427391,B,0
36,Single,Homosexual,Non-binary,A,-223.95713679266893,45.263761860264104,B,C,A,E,37.69999543479685,-34.49349502815676,29.836062004950893,B,1
93,Widowed,Homosexual,F,A,4.820546413344042,103.16875864820898,D,A,E,B,-24.990195757479388,60.59565119820201,145.4579291617464,C,1
55,Divorced,Other,M,C,-1.3329565873297737,-22.58435367629384,C,C,E,E,-172.49985320897318,50.011743344334505,-108.97189644194984,C,0
40,Married,Bisexual,Female,B,-76.72797244873233,69.33898059509144,E,A,A,C,-48.110522594211105,30.383548233764746,-12.848208531701122,A,0
22,Single,Other,Non-binary,E,18.145490426928156,-48.660391301759056,C,E,A,C,-117.85419777419885,54.75125963308649,-45.734897065088816,D,1
31,Divorced,Heterosexual,Male,C,-72.49428538951418,113.75634704632486,C,C,A,D,-77.29713719802676,-17.146039747397822,58.860653060260105,B,0
60,Single,Heterosexual,F,D,107.12197708968887,-67.22987609662354,E,E,C,C,89.75150787650537,55.882064560469466,-93.08781177019736,C,0
68,Married,Bisexual,M,A,-17.776904477116666,59.49699692561342,A,C,A,B,-42.319517458003034,-42.49377877565277,-51.40959202500183,B,1
92,Widowed,Homosexual,M,E,174.7073248195029,-104.8707474523657,B,A,E,C,-33.52781413147509,-75.16448402876709,153.1933321479221,E,1
45,Single,Homosexual,Male,C,-118.74558248537043,-77.21789756707042,A,E,C,E,-241.56523611516124,-106.66207748939776,-35.67638923043715,D,1
87,Divorced,Bisexual,Other,B,-15.414257616594298,-190.46681801931481,D,B,B,B,-25.678906900039568,-122.67342889222748,68.91174032912285,E,0
56,Married,Homosexual,Male,A,7.633512926336472,-38.84260011046178,E,C,A,A,71.52586361224812,27.592753306992286,-26.82710886805697,A,1
29,Single,Other,Male,C,87.48887412516143,-117.34547955342723,A,C,B,B,-147.983361859486,-127.8241101339274,38.25701607243642,A,0
61,Married,Bisexual,Other,D,190.88016116152352,192.01106764722223,D,D,C,C,95.04051704689917,-25.250671143554822,105.99663336850374,D,1
50,Single,Other,Non-binary,E,113.11979070603225,-27.86615001565316,E,A,D,B,138.5579805213883,17.397949818348916,5.334421940182813,C,0
50,Married,Other,Male,C,-58.61967568390934,0.8622629680558767,D,D,B,A,43.27873446130264,-127.52582375972867,-105.39819743016106,D,0
99,Single,Homosexual,M,B,76.12469030302827,-98.53810729053275,B,D,B,D,-96.58983760125,-95.07555657818607,-42.70418557878124,E,1
25,Widowed,Heterosexual,Non-binary,A,-70.9246185161944,38.53339513793726,E,C,E,D,-56.35933271325443,-57.09454707679663,-211.42555858011227,C,1
69,Married,Homosexual,Female,C,30.987321883236046,41.9026442125454,B,B,E,D,39.99779369456522,154.55322071916567,-191.13108223120028,A,0
53,Single,Heterosexual,Non-binary,C,122.91550712652608,-61.13739405123494,C,E,D,A,137.41295520868405,44.55109968020015,-79.40111484243634,A,0
96,Divorced,Homosexual,Non-binary,B,-12.481028123310347,-15.88639948158741,D,B,D,C,-137.3374006723247,166.37736697489976,-68.1743434043374,B,0
73,Widowed,Bisexual,Female,B,71.68753008094431,193.60488010522494,D,E,D,A,-16.238667048478895,3.9568803383387507,-4.1371796809915,B,0
65,Single,Heterosexual,Male,C,32.69754333590551,-42.19613751686819,B,C,B,A,1.3131795478752368,37.03566961811359,48.41057712259182,C,1
96,Widowed,Bisexual,Non-binary,B,182.19219737067579,-187.2205385894604,A,D,C,A,229.56320705321463,5.330720015765937,56.918923233067495,D,1
19,Married,Heterosexual,Other,E,-65.66262201623245,59.46858951415135,A,D,A,C,154.71261115556484,-41.73485496195845,-37.10402744291569,C,0
48,Widowed,Heterosexual,M,E,18.533956412703205,-28.266532829881257,E,B,C,B,-103.21317169820317,-75.19898344742131,-158.67229774810394,E,0
35,Single,Heterosexual,M,D,81.83886678169645,-88.34151899595082,C,E,C,C,66.7638570223293,73.66360205325176,28.143605554162114,A,0
78,Married,Homosexual,Female,D,229.8812121181769,-113.41346223579177,D,A,A,E,47.01800919275277,-43.59106834116718,105.31428804672274,E,1
35,Married,Bisexual,M,D,-67.91060851509745,42.040974941870516,D,B,B,E,69.86828957860195,56.253407189610805,-40.55509833264597,E,1
39,Married,Homosexual,Other,B,-39.33706523653038,-82.05375342316495,A,E,A,E,-18.279857672708648,-137.8264772385045,-92.2160716262301,B,0
84,Single,Heterosexual,M,C,-29.61070186416686,124.89099861529272,A,D,B,B,178.9785656275466,-69.23673471526679,121.33487531622582,D,0
44,Single,Heterosexual,F,A,-1.8410139101570397,165.96270798916407,A,C,C,C,70.41114374521904,109.8226607020856,36.48513133763407,C,1
62,Married,Bisexual,Male,D,66.92258595043036,-84.16193974057681,C,A,D,E,46.67017294158286,19.715160713804465,51.576638880570236,A,1
49,Divorced,Bisexual,Female,D,-9.567209457226484,63.20262754931697,C,E,D,B,-104.84421571858135,-78.2368238114514,-120.71348113462554,A,0
73,Single,Other,M,C,31.040855895961222,-35.12981324115746,B,C,D,B,84.05562432728753,-194.86458024871644,-173.2919387896467,D,0
21,Divorced,Bisexual,Other,E,-18.362195141377967,174.55907152861226,D,B,C,A,-33.03815876459072,-134.12433833511247,-127.70960725890193,C,0
69,Divorced,Bisexual,Male,A,98.41342871015871,38.20272332045761,D,D,C,C,74.34249864315724,-126.05864949479424,54.681183905275965,D,0
54,Married,Heterosexual,Other,D,-99.83878901591594,104.55412795339814,A,D,A,A,15.86781386881907,-149.76027008240703,130.30878043921348,A,0
43,Single,Homosexual,Other,E,65.72127160256645,0.8013286436773268,C,C,E,C,-250.00085879915756,35.98017842656687,72.98191905898364,A,1
92,Divorced,Homosexual,Other,C,-27.924703375094325,-0.8629772976837422,B,E,A,A,35.50326017735956,-41.963849136419654,-69.27850499021466,D,1
99,Married,Heterosexual,Female,E,187.35276487164782,-32.67298596306669,A,D,E,A,133.48618952685322,-133.9657567230753,2.712926763060412,E,0
87,Single,Homosexual,Other,B,-80.78046289700579,42.97152290892209,A,B,E,A,-47.61665281307759,79.57957518306945,52.06300018523293,D,1
35,Divorced,Other,Female,B,-124.44756311659356,-210.12733896116887,C,E,C,D,5.9842065052496265,91.87771532340592,12.27144992277905,A,1
56,Single,Bisexual,Male,E,11.80225305478265,33.036527075336544,D,C,A,A,119.17004498856298,-125.77928754523772,-61.97851577965875,D,1
51,Married,Homosexual,M,D,-133.32058814077487,125.6225137410353,E,D,C,D,30.757543239840224,-98.5593511555171,-21.5513561620495,D,1
76,Divorced,Heterosexual,Female,B,-37.58570020146936,-154.2551920556942,B,A,C,E,86.2728250285482,37.168938173995116,136.35609894777087,B,1
47,Single,Other,M,D,-15.063896028626878,60.09717893968437,E,D,C,D,71.19590215863558,56.77149751047473,17.683495764868162,A,0
41,Married,Homosexual,Male,D,67.9050632254394,-166.46439922370345,D,E,E,D,-25.80528376563272,-66.31032864854677,11.774492784141538,C,1
90,Married,Bisexual,M,C,-180.8927199127186,74.87612500190015,A,B,A,B,-33.92601931961307,24.769150978973155,-28.853390786643796,A,1
20,Widowed,Other,Other,D,-40.087743769744115,-30.97002783794953,A,E,A,D,-129.40858313612466,-10.954175139534673,-104.99859688744142,C,1
26,Married,Other,Female,B,42.28535040277994,1.2387697522676495,C,D,E,B,113.19042650754267,-108.66363728882169,106.62324182514304,D,1
39,Divorced,Homosexual,Non-binary,D,-85.05265364623733,77.8516272390482,C,A,A,A,-74.63648970975527,-33.73588960967786,200.8838063443718,A,0
57,Divorced,Heterosexual,Non-binary,E,35.89697599481856,-21.67709358908043,D,E,A,E,-25.49461816597632,-250.6953765873899,104.20683773682873,A,1
25,Divorced,Bisexual,Other,A,-61.592711120100276,77.9783253795435,B,E,C,E,49.68408083320365,-4.2348564235051915,-100.64073953836044,D,1
87,Married,Other,F,B,92.95358288515925,-55.68293575522453,D,C,B,C,0.714524908241442,-112.02873432507185,-40.447010915988116,B,0
98,Married,Bisexual,Other,A,180.82123578390707,-135.67630176442847,D,D,E,C,-187.50437438737438,81.34970867306679,77.51659384399147,D,0
57,Married,Bisexual,Non-binary,C,106.87652629841678,-119.57551946038953,B,E,A,C,59.623017648132624,29.176032656641603,212.72370657913135,C,0
87,Married,Homosexual,Other,D,-160.0025917408861,-19.576744930703622,D,B,B,D,21.60135698617461,39.777801449298025,-122.85284734116189,E,1
24,Divorced,Other,Female,A,-19.414422844482452,-44.19640329766795,B,B,E,A,-4.603585157870013,-76.64074778027532,-29.14660469569592,E,0
60,Single,Bisexual,Non-binary,D,30.516106354981265,-96.95309795028966,C,B,B,A,15.762876213202354,-233.96845606153266,36.0801719927564,C,1
30,Married,Other,Other,A,-25.595795327584064,75.5342213272185,E,C,A,E,-5.202327398946782,47.93909105914402,44.87602789811816,A,1
59,Widowed,Homosexual,Other,E,-35.90501718855835,91.63667882839995,B,D,B,E,-52.67893541939009,23.855153921485854,50.798118766881764,C,1
60,Divorced,Homosexual,Non-binary,A,17.718187747569996,106.51266744632738,C,B,E,A,55.604745745917505,5.68633010399062,3.720413859812483,E,0
88,Married,Bisexual,Male,C,-5.866667177724182,-7.875296718350098,E,E,B,D,0.6631331034452673,56.849950281770155,17.360137886927316,A,0
89,Divorced,Homosexual,M,E,-116.93205398946272,-67.61008190589133,E,A,B,C,-25.396437232694645,90.67341095280501,-52.164984220700475,D,1
91,Widowed,Homosexual,M,D,0.6969152168347994,-58.915475882625735,A,C,B,B,12.017609297889454,230.5543365244725,-26.44387283210531,A,0
59,Widowed,Heterosexual,Male,C,85.86834273356972,77.65491335035016,C,B,A,C,78.92141188561803,182.194105445441,22.47386800539872,C,0
36,Widowed,Other,Male,C,-11.168288418200348,154.3174579389477,E,A,D,B,-61.933992164832794,-57.640141058801206,198.52227224500783,B,0
58,Divorced,Homosexual,M,C,60.08978246068587,96.3823058464543,E,A,D,B,15.947924402912573,63.80082548100121,74.87790852419029,A,1
97,Widowed,Bisexual,Female,C,43.151831095306264,55.96024255828871,E,E,B,D,-156.07632015637432,57.24200437698413,-28.502247381023494,A,0
23,Single,Heterosexual,Non-binary,C,-75.97036955114609,-67.14367223341135,D,E,E,E,129.84450397656474,77.69036794337889,-63.130325649131166,A,1
23,Married,Homosexual,Other,B,78.99345532740264,-15.211017985961403,E,C,E,A,38.27603681963696,-125.39743501188292,-16.341618852476035,C,1
83,Divorced,Bisexual,M,E,7.8253460042938014,-58.827765146390874,E,D,A,B,94.59642058529995,-108.57077686486242,-166.5098171028627,D,0
29,Widowed,Homosexual,Non-binary,C,41.26200524013249,-58.82671338150589,E,D,A,D,-51.61283531677321,-72.81243737779896,130.07712738163374,A,0
41,Divorced,Heterosexual,Male,C,-65.29298744747281,178.06754345554594,B,C,C,E,16.643475709506156,82.77289941397937,63.222527741800604,E,1
84,Married,Heterosexual,Non-binary,B,-33.177106888906756,94.34210351773953,A,B,A,A,-52.2468348637353,-50.22155366177946,142.382136591988,A,0
88,Single,Homosexual,Non-binary,D,0.5001872762165067,13.874081660748965,A,D,B,A,118.16290675438042,-35.19602106774059,15.945912530294764,C,1
20,Widowed,Homosexual,Male,D,-298.9844605700589,-48.76449194176174,A,D,A,B,30.009903524389,-74.65776111692833,-195.77693286879895,A,1
84,Widowed,Heterosexual,Female,E,65.27553954675236,-108.0781136090124,E,D,E,D,-72.37839798941633,-6.287638005706153,-24.02423518835827,A,1
66,Divorced,Heterosexual,Non-binary,B,82.9188622830444,-69.58555272343914,E,A,C,C,126.24950109626205,-146.81851961595964,78.532091917228,B,1
97,Single,Other,M,E,-64.76473043846418,-52.74583556976869,B,D,C,E,-7.308178092026721,-84.98095940492732,39.16112162809829,A,1
49,Single,Other,Female,B,-7.442775721514073,69.44702996677566,D,A,C,C,-61.39725137682893,38.00021873390694,-38.562444179341874,B,0
89,Widowed,Homosexual,F,D,202.41014763692377,-37.323649368874115,B,B,E,A,-16.024714048227064,28.99853024243411,26.075504569105977,B,1
77,Married,Bisexual,M,D,-87.28154472981726,-8.117698379570252,A,B,E,C,114.5117435582915,132.16892733627023,212.65124458573172,C,1
74,Divorced,Homosexual,Male,E,-50.03154001637671,-38.1929460131503,B,B,B,D,-17.538868228641814,-41.679527352756764,-5.998810524740796,A,0
85,Single,Heterosexual,Other,C,-107.98011655947299,-41.1015125315203,A,A,B,D,215.55588262222165,91.8714331486423,-178.348117519151,B,1
83,Divorced,Bisexual,Male,B,-13.62481789680173,59.749616094222304,D,A,D,E,-218.73113359927055,-66.74313087485613,264.25869856590754,A,0
89,Married,Other,Male,E,-184.24512714326693,-143.80874356921666,B,D,D,D,-7.613331309649829,128.62999346837768,25.57535514309073,B,1
81,Widowed,Bisexual,Female,D,-140.6816646950421,-14.322815841175665,E,C,D,C,7.9568290069509935,-10.954438045741082,18.043999821172996,C,0
82,Widowed,Bisexual,Non-binary,C,-229.21768308811394,-47.07609941459015,D,E,D,C,154.9003350971521,105.40289513986951,-31.05063607678363,C,1
29,Married,Heterosexual,Female,A,-199.30581765751333,-9.19359412747028,B,E,D,C,5.51877838331566,48.24236622362296,-13.933190669786711,B,0
20,Single,Other,Female,A,20.597120908078047,50.26133046101652,A,D,B,D,175.04133656954824,59.668791385486585,-38.38844389392143,D,1
59,Divorced,Other,Male,C,-94.90972838127604,-127.5845525875565,C,A,D,C,9.991862176323139,-177.33622204068402,88.13376383879928,E,1
40,Married,Other,Non-binary,C,98.32274369039277,90.61811866064654,C,E,A,B,-93.83693054309164,-136.04517627990165,-6.052887964736163,E,0
64,Married,Bisexual,F,C,-59.00427362604332,196.10669183038596,C,B,A,E,154.18421827376326,-66.08407276879959,16.17874834969749,C,0
94,Widowed,Homosexual,Male,C,52.619390880874725,-87.56055247127192,E,C,B,E,-40.04598854419704,-74.16490784861489,-24.29074978113616,B,0
94,Married,Other,M,A,-31.519524200418942,-133.4097315657385,B,D,C,C,-57.07738917485745,104.62525896236896,232.6970019092908,B,0
78,Married,Heterosexual,Other,A,-199.41749681641642,69.73618028613963,B,E,C,C,45.38160255994171,110.0289086594143,-125.92752291684026,E,0
65,Divorced,Bisexual,F,B,127.67421444160259,-172.76264736436528,D,E,A,A,-16.326583388239047,-17.801878631779015,97.39019598263216,B,1
29,Married,Other,Non-binary,A,-5.495619811245836,138.3447778319152,B,A,D,D,-35.13681295041018,-51.04347582556172,-137.0398839784164,A,0
22,Divorced,Homosexual,Non-binary,C,86.03942521814587,57.27227240465093,D,E,E,D,-144.63067027967807,68.77965697524193,-68.16187437391373,C,0
19,Married,Other,Other,A,85.08170051662803,45.723510580760625,B,E,E,D,-31.476878297633785,-156.01755027107592,32.11169948215001,C,0
92,Divorced,Bisexual,F,E,-122.86483692041581,-86.70343003645603,E,A,C,D,125.04358533728535,-150.98883312153214,-59.184445307825776,A,0
71,Widowed,Other,Female,A,23.266419508926308,10.198358718203256,E,A,C,C,-44.59975300739802,-90.35678988641183,-199.4216472632351,A,0
72,Divorced,Other,Female,E,-164.67373447534476,-62.33176666836086,D,E,E,A,-50.466402650388034,-51.37663346772574,-59.65273878786227,E,0
61,Single,Homosexual,Other,D,42.36484780743366,-66.57456979168275,D,D,C,D,14.035905530356729,-65.18746786262926,-89.64543315278486,A,1
87,Single,Other,Other,D,-73.5851781746681,-31.801015552259067,A,E,D,D,116.44878886552756,101.94098931498255,12.937756539086037,D,0
73,Divorced,Heterosexual,Female,A,-50.41006637327349,12.521231060452251,E,D,B,A,44.38733064875491,126.45730852392529,-37.65875857154873,B,0
90,Widowed,Bisexual,Non-binary,D,-115.73620190365968,107.45065317302722,E,A,D,A,-4.75058097052101,-79.46279051655402,56.658547861032325,B,0
19,Single,Bisexual,M,E,211.63027898532764,116.41133804128252,A,D,C,C,58.73950734762931,-36.4595257838083,-6.585289555667487,D,0
33,Divorced,Heterosexual,Non-binary,C,110.83701433234418,-53.11419892339091,D,B,D,B,82.74291473929418,7.784832356404316,-91.16870390309761,E,0
25,Single,Other,M,E,19.655727171747852,-137.4006036757339,C,B,C,D,-34.89838774908178,-47.06308080959472,-24.47620882895411,A,1
65,Single,Bisexual,Male,E,19.31546524524281,-78.53266281525345,A,B,A,A,-10.48515362503933,42.292931349506965,74.24793642047803,E,1
67,Divorced,Heterosexual,Female,A,18.43910518440235,-39.35056796478468,C,C,A,B,-89.53908279134573,-101.32755228475916,-138.6498754198148,D,0
93,Single,Homosexual,M,C,257.89698505901725,-82.15242942908625,A,D,A,A,-147.9808653321743,-47.62820573777988,12.090102805859976,B,1
72,Divorced,Heterosexual,M,C,-63.882213846575034,9.472176872416965,B,D,D,E,-8.070975652926258,98.80679592827562,-50.85377447352353,E,0
84,Widowed,Heterosexual,Non-binary,A,-87.34816845570278,-39.47462719585012,D,C,D,C,50.138882504287174,-154.32238754212736,122.47032606306283,C,1
27,Divorced,Bisexual,M,E,-99.2401991043011,-112.68109351870737,A,B,B,A,-7.997956052729398,-20.828163984145732,-16.513283738746946,E,1
94,Divorced,Bisexual,M,A,36.55930672401829,59.44138499360795,D,D,C,E,35.57034951831279,42.369207398049696,-56.28186257361841,D,0
56,Widowed,Bisexual,Female,B,-43.205171794412806,114.66563903201971,E,C,D,A,133.98960131010912,19.230149126543143,-0.6176945055452661,C,1
89,Single,Bisexual,Male,E,-59.67847256224631,5.089580372136029,A,B,C,D,31.024673984658584,-320.38984293811785,149.69270227358473,A,0
46,Widowed,Bisexual,Male,A,-106.52318551901085,75.14816779942328,E,A,C,D,97.86533859555378,-59.65528739362191,-90.443672171663,E,0
67,Widowed,Heterosexual,F,C,111.38413941884832,214.110765418754,C,A,D,D,44.98179400373582,7.2129355311166075,-49.55221110582053,A,1
86,Divorced,Bisexual,Non-binary,A,149.35922367681826,1.0804980906389456,E,E,D,E,72.3886187658992,-120.31402086473028,-69.88529594546428,C,0
50,Single,Heterosexual,M,E,-107.88002465755793,82.74303936387705,A,C,A,E,-12.868308988724047,54.57100519835104,113.32399701663252,C,0
88,Single,Bisexual,Other,B,-48.384112814594424,-13.92935340418496,B,A,E,C,-68.68830686290828,12.013429208075237,-101.23403211861759,D,0
20,Married,Bisexual,F,B,59.71670418633437,29.61195050585249,E,C,B,A,-20.39919420516941,86.59247337190392,30.218297635840774,D,0
66,Widowed,Homosexual,F,B,72.58843532359091,-100.83310988755684,C,A,E,D,-21.21904748141912,-59.32472457361286,-112.6722541126135,C,0
88,Divorced,Bisexual,F,B,191.21715165488445,-43.13756200045438,E,A,E,C,-40.67989589037575,59.24584241911176,-30.83065378122542,B,0
83,Married,Other,M,C,-133.44342455066152,119.14294704718947,C,C,D,E,-50.72553953893504,-102.9563647704178,110.41676215459952,C,0
76,Divorced,Heterosexual,Non-binary,E,48.132979789467605,-47.25381349736209,C,B,B,B,-79.45212638230856,164.1650958912637,6.751704138746593,E,1
34,Widowed,Homosexual,Male,D,-32.274261407406,-5.550656989203464,D,E,C,E,188.80630404462391,72.92143422842025,82.48984727226437,E,0
31,Divorced,Heterosexual,Other,D,-133.29555647230126,-24.59893374911677,C,E,D,D,-26.87086474250989,49.342942521591596,-37.125975546234905,B,0
60,Married,Other,Male,D,-110.8038420432649,157.59535836592266,C,A,B,B,5.786493732426313,23.555363051904322,-12.947914189652346,D,1
20,Single,Other,F,E,-20.678391035431158,-23.619388476433993,D,A,B,A,134.55660972840218,-68.04181506015719,-155.81276737479433,C,0
76,Divorced,Other,F,A,69.65489880593377,111.73140133699823,A,B,B,E,-96.05512670619761,-7.390485409185358,-25.857279428908964,B,0
75,Single,Bisexual,F,B,-50.47789220046875,-70.5272550294116,E,A,D,C,40.17824844299579,-87.9803847599462,-82.03604193122298,D,1
51,Divorced,Heterosexual,F,C,-32.77263231963845,-74.24294318861378,A,B,B,B,103.2509747700356,-37.53946452222483,89.82110597729894,E,0
76,Divorced,Heterosexual,M,C,-81.7682174554086,1.0724304207714497,A,A,D,B,39.72127003648517,-152.42774556962513,-83.30951114709772,E,0
97,Married,Heterosexual,F,C,4.766225216597798,16.00222675075968,B,D,B,C,-177.4174786295171,89.95353208697506,4.019161554980182,E,0
48,Married,Homosexual,Male,A,48.828230027581874,70.3843186984457,A,E,A,E,-197.34984893705027,-2.8419991951129724,-179.43571676428158,E,0
26,Divorced,Other,Non-binary,D,-162.46355481314015,-129.23236577286906,A,B,A,B,240.55025266223961,-176.4423441550246,-80.80890564132778,D,1
59,Single,Bisexual,Other,E,-128.6919712741752,210.3819551724696,B,C,B,B,-136.20833213419408,49.57284263716271,-80.29124445674837,C,0
20,Widowed,Heterosexual,Male,B,11.680202310981592,62.59747835136904,C,B,C,B,-12.673445256470185,1.1385307952998567,-16.270672317576004,D,1
74,Married,Other,Non-binary,A,40.75920483229617,148.8564181470561,A,A,A,E,-72.09773200371991,-114.1599168646885,81.46989365128448,B,1
32,Widowed,Heterosexual,M,A,45.58245072528637,239.05959208755712,D,B,B,D,-123.78284422984223,13.674816888227555,24.96733202435789,D,0
19,Married,Heterosexual,M,D,49.94826050112277,63.49111615737223,D,A,E,D,-35.93749002757109,-150.14887870131747,-17.123544366906568,D,0
55,Divorced,Other,Female,C,-57.00300799115342,-49.063146696017576,D,E,C,C,153.1480199855689,154.31277510577078,-74.65449108101852,A,0
70,Single,Bisexual,Male,E,47.48107332102631,144.45827814510346,B,A,D,D,78.38725358144274,153.47096933688857,194.7120676567363,D,1
22,Single,Homosexual,Female,B,53.377690583586926,46.64687964044894,A,C,B,A,-276.40569453465764,41.93625246656999,-27.302244963684757,C,1
67,Widowed,Homosexual,Other,D,-81.70196205282693,159.71335414378856,D,E,C,D,-25.705573600477294,59.700695317013775,7.3708675674133275,A,1
26,Widowed,Other,M,A,-60.34976413312542,34.96781460322059,E,E,E,B,-158.25816228107092,40.73372412093934,-130.6840563320892,B,1
60,Married,Heterosexual,Male,C,-216.36412938122214,-6.18556245840879,B,A,C,A,-109.3563695493882,-166.05161216727154,-134.84505946936608,D,1
43,Widowed,Other,Female,A,-121.8526546658262,-20.337824950733832,E,A,B,D,-21.550719069816445,126.92576397501958,153.7288614541633,B,0
53,Single,Bisexual,M,E,-11.772410131585792,-2.9130670975315227,C,D,A,C,39.991866933871734,-98.98441429137735,17.680402682191456,C,0
43,Widowed,Heterosexual,M,B,-64.93660764464771,49.40924887364011,B,B,A,D,-86.4452166571872,155.47375486557095,120.74025291956785,A,1
34,Divorced,Homosexual,Female,C,12.452524242274583,108.86482184892812,C,B,E,D,-105.80388926007795,126.41651989839148,-18.668431662678174,E,0
81,Widowed,Other,Other,B,37.43330854703429,-124.73222747077148,D,E,B,E,-76.25574915481312,105.71135970345789,81.2942771984719,C,1
31,Widowed,Homosexual,Other,E,-24.671263153148942,214.94033879371793,E,D,B,D,9.485036551828475,35.492534408956125,105.49527041123561,D,0
