religion,gender,Veteran,ethnic_group,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,target
Christian,Male,Non-Veteran,Asian,-36.254351618074786,-207.7507881059261,-122.57321806332162,B,-8.268260246502132,A,D,98.05781799580626,-92.09779604245041,1
Buddhist,M,Yes,African American,-194.97527959814792,79.30513252043367,-104.92194630243145,B,178.13349110163495,C,B,-37.467257364353976,123.0121104177644,0
Hindu,Other,No,Black,-59.44527517893595,188.51200012776297,39.19440808328612,E,-131.32235293609745,E,B,-12.645916422409941,19.149593931820625,0
Hindu,Non-binary,Non-Veteran,Hispanic,76.98060584778422,61.3018082515853,47.869337831318,D,50.28650622927291,E,A,29.30350775251645,61.01148732384621,1
Muslim,Male,Yes,African American,80.77902299557182,73.90246274252584,46.36795757824852,E,-81.62934552994324,A,C,-200.65603728510735,14.301712230485114,1
Christian,Female,No,White,-46.6364642495488,12.179757430648678,58.64317999557193,A,-37.421497875737245,C,B,-76.29045318252932,105.06827276546933,0
Muslim,Male,Yes,Asian,-27.430422763825526,-76.82190805205549,62.46373825352279,A,-187.72770294394127,E,B,-26.484100947093438,-27.94911549180116,1
Muslim,M,Veteran,White,-70.87463105134037,6.483566135650859,51.43057384588607,C,29.368714074864844,C,E,-13.341928744351888,46.37623741370776,0
None,Other,Yes,Hispanic,-27.67054903898692,-96.02130876957608,5.154479962452761,B,108.44929136390265,B,A,-45.061342218137995,-110.32040646282361,0
Other,Male,Yes,Other,-14.323080731878282,-56.8883048565468,-70.10610813230367,D,80.15834579106986,D,C,106.49756399599704,81.88771502047489,1
Muslim,F,No,African American,-13.785824009497539,70.0895366912309,162.66210116450534,C,-59.70210840997613,B,C,43.20945404496698,-66.69441692929325,1
Muslim,Other,No,Hispanic,90.62665136412257,-236.00399440343298,-131.75697041349937,B,-61.19991147950945,E,B,-28.17849700435217,-87.33175491246081,0
Buddhist,Female,No,Other,2.5046168009445275,-46.28840099215317,222.32544123904967,C,-232.8913573525483,A,C,-21.75108738652421,-56.37216386932199,0
Hindu,Other,Yes,White,-85.32770719025955,-254.46696229571205,-56.45173462589447,A,-210.6909921824431,D,C,-62.83537876408308,150.47353044220952,0
Muslim,F,Non-Veteran,Black,-3.648967077970724,-52.55942920830016,17.027898289164238,B,199.30177117844573,D,D,-71.16872243168174,-42.908901830143186,1
None,Female,Yes,White,-42.46303699256996,49.865137524336554,-128.43150392200778,A,-17.39442584748499,A,A,-28.84314589133966,-139.074301912423,0
Christian,Non-binary,No,Hispanic,124.58288013753823,-84.37361368806735,16.140842576186984,A,7.255504859598065,B,E,-134.022149881202,16.988771756556524,0
Hindu,Non-binary,Veteran,Asian,11.047566224156997,-82.30961842366602,51.05001276736751,B,-245.26015944400288,D,C,-133.67175955915405,-14.907427722024302,0
Jewish,Male,Non-Veteran,Asian,-212.63088309323862,76.11985395417837,-11.890138596439355,D,87.11076745204653,B,D,-235.56270535978112,-28.80675912272293,0
Buddhist,F,Non-Veteran,Other,113.13263946901404,9.387773356293264,-83.92870895134217,B,381.32101727639605,C,C,-50.116539061821086,127.41329022130117,0
Christian,Other,Veteran,Black,24.559527383100214,97.72271763465973,105.04521272762808,B,-108.95293263404515,D,A,-13.298554700318332,43.46056071250072,0
Hindu,Female,Veteran,Hispanic,-118.17372810601651,81.31240011185632,23.829659465736103,D,-74.96800643830731,B,C,27.723205975696125,-133.6568758335056,0
Buddhist,F,No,Hispanic,-64.53657181170959,33.730579506537715,-45.58208105409986,E,-68.48528467001668,D,E,40.20320866283292,-105.48936703914235,0
Buddhist,Non-binary,Yes,Other,-12.482267308566321,85.55821527221477,172.2663422632315,E,53.91445261166217,B,B,-85.63751416190723,-42.96334380654965,1
Hindu,Other,No,White,-4.104021905741103,178.40335002114767,-125.48119782845839,B,20.449465654941722,C,B,102.39607480686914,-52.78625680832363,1
Muslim,M,Non-Veteran,White,40.7063295949296,-86.05683905284516,-267.10490985183236,C,93.48820940659253,D,C,108.33556074674313,-23.700351801492392,0
Buddhist,F,Yes,Black,-159.61073902819422,11.033831840154804,-82.61657083969055,B,-108.95330953956541,C,B,-16.754034515611195,32.96158699196236,0
Other,Other,Veteran,Asian,13.931166735540804,161.73008605514525,20.421642766710104,A,-83.98983191286817,C,B,170.63189195692732,-102.81047886673285,0
Other,Female,Non-Veteran,Hispanic,91.41709335477745,96.84922925607566,-26.072834592515715,D,-192.37756330551701,C,E,-82.37484956819956,-18.68758042905328,1
Jewish,Non-binary,Veteran,African American,160.5564121472799,74.13998562684434,-84.90122524864924,A,-123.95207377865889,C,E,-0.24430718834765838,150.8253832927865,1
Jewish,Other,Veteran,Other,-42.141520147528,-106.52110752759533,-11.293588334683257,B,-37.507716254943524,A,D,20.61602369724254,85.35012948544907,1
Hindu,Female,Veteran,Asian,6.523745899626918,-194.3368435367762,-81.7823609540078,D,19.758722200309396,E,B,18.782154233560636,136.10948621305468,1
Jewish,M,Non-Veteran,White,19.692341652590535,92.03250111015466,-64.72922845115599,B,-148.25534165014355,A,A,117.84989009662796,60.86956524506627,1
Christian,F,Yes,Hispanic,23.263688205665595,80.09664574243746,-101.75565288817212,D,11.20633222760879,A,C,-14.638611159040831,294.82575514778546,0
Muslim,Other,No,White,102.46789818039946,-87.09713536605481,-19.393580599513164,E,-5.655136902923162,C,C,-73.0694607006906,50.22490274308918,1
None,Other,No,African American,-90.41351318262639,-118.72363858991064,68.93494806674215,E,-75.71757825867225,E,A,79.29312767675512,-152.27268291804054,1
Hindu,M,Non-Veteran,Other,38.31013602559638,45.956960812830964,81.24565894279502,E,-85.8701839081207,D,C,-23.34532876087291,39.68588335902216,0
Jewish,Female,No,Hispanic,47.01549052174004,-17.226359836437624,-16.53241548095746,E,46.647784982134446,E,D,-73.93603681513001,-166.97553937123385,0
None,Other,Veteran,African American,48.63089017420402,62.06969660434943,-40.72956164913675,A,-68.61329987153783,E,E,227.12759489603087,-84.05616247491832,1
Jewish,Other,Veteran,White,-69.66068866990234,103.95298822702898,-136.5701345609296,D,107.64996760311737,E,D,108.33487079196134,-13.203415718932298,0
Other,F,No,Hispanic,-71.2024871418215,60.58402674873579,-79.02731756343685,B,-108.3385156741434,E,C,-142.35876588944103,-93.94769657535467,1
None,Non-binary,Non-Veteran,Black,63.598592437785506,-57.8767391488758,58.00602832487358,C,69.16738878763749,A,C,-118.11801464349281,-48.71916994567967,1
Jewish,Other,No,Black,92.15449234782761,-3.4476546815257554,44.19035904063558,D,-11.962754258637872,B,A,104.93578578151539,183.32767427892162,1
Other,Female,Non-Veteran,White,-67.86145577501006,-130.8368630160894,120.15121520992582,D,-53.039747131628914,A,A,-122.7526360584698,-17.262669709867502,1
Hindu,Non-binary,Veteran,Asian,-13.280258392541,36.88479264455628,-115.95339663453667,D,164.88174264935844,A,A,-122.08082153264506,88.74629990617848,1
Jewish,Non-binary,Yes,African American,14.131873981488182,-31.760282858347576,-87.07866287559119,A,25.556738269453806,A,E,154.38839170481015,181.27921761325518,1
Jewish,M,Veteran,Asian,50.47911513863094,81.21471331841053,108.84905911987235,D,15.142369447533735,C,B,-90.72832013528583,93.94467321278698,1
None,Female,No,White,-23.199902667141608,12.029639585512449,-35.5726961140616,B,124.81966095575183,C,C,-4.648956927654992,-362.44879087195415,1
Other,Female,No,Other,-4.206679856361731,36.29245916152266,39.62199727191786,E,10.311328273713812,B,E,-50.31838346177272,60.62916668878662,1
Jewish,M,Yes,Hispanic,-80.49771690185766,152.48111147412206,0.7813373773698352,E,-145.68634797275408,B,E,24.89063711425721,110.96294153063415,0
Muslim,F,No,Hispanic,-165.54232217991728,44.180279455038644,125.84192093846343,C,-37.172096513550805,C,D,-109.17426955294991,-18.89208735796921,1
Jewish,Female,Non-Veteran,African American,-169.17723239013935,75.02113880223622,-7.753337295353779,B,-6.414279158344778,B,A,15.541348053637321,81.36024215792922,1
Christian,Female,Veteran,Asian,38.27410707782472,33.14526285115261,111.74363094411575,D,-211.91057627848585,E,D,48.47731134833666,-103.94709702784242,0
Christian,Female,No,White,-132.71871665219672,64.14482938278636,-12.02134052801848,C,118.46272585190556,B,A,-5.272470635692089,124.33679853143363,1
Hindu,Non-binary,Non-Veteran,Asian,95.87161209558337,-83.39593838399041,-132.98492661468634,A,-37.93361301068639,D,E,30.519312233646335,132.48718948231704,1
Christian,F,Non-Veteran,Other,-47.812511867925,161.87993836591195,19.077456849876604,A,-76.05890062423477,D,E,-159.69432502121256,27.27919381123104,0
Christian,Female,Non-Veteran,White,105.5256729312367,-121.88576914957923,-89.38338717353088,E,-9.33806105144834,C,C,39.75193210914879,122.76381958961962,1
Other,F,No,Asian,29.820157093616643,-98.89488790938526,-127.6823753146678,B,-24.397432255931903,D,A,-32.62065257637424,-93.2083154848226,0
Muslim,M,Non-Veteran,White,62.45804723239296,123.94477747986829,-130.56951441107913,A,38.228672681572206,C,C,100.53095392603579,-124.2633783633746,1
None,Male,Non-Veteran,African American,-66.94971021203796,60.72414879506385,99.51398209827781,B,100.4394148038707,B,D,-145.00113121685473,128.33593416019247,1
Hindu,Other,Veteran,Asian,-41.516328805862045,13.769578027829802,108.06373308714115,B,-88.94142123172935,D,A,116.69293351471966,-212.63876253861503,0
Jewish,M,Veteran,Black,-12.557038679378381,-53.05466127419981,-0.7689738904123437,A,21.66844967117065,A,E,-89.12504675353028,-133.62465185638783,1
Christian,Female,No,White,155.04108993854246,120.54430981908368,-160.8593935781186,A,-87.30151776541216,A,E,232.4917780758328,-24.58867284624563,1
None,F,Veteran,Asian,-42.96625382584437,-126.84852470487216,-56.76167889809499,A,15.67973389358836,D,C,77.8284524931419,-26.19482816768628,1
None,M,Non-Veteran,Other,-41.763795416989176,39.36144011430711,-12.728009949723567,E,44.915189082548444,E,B,-277.1031509524065,62.29578570250723,1
Christian,M,Non-Veteran,Other,-150.679025414876,25.966311424559102,38.2531029067621,E,68.64701207444281,C,E,-44.37447596099744,97.46799799913892,1
Buddhist,Other,Veteran,White,162.18113839624027,-76.08485388754326,111.59078235987056,B,151.77007544994257,E,C,240.05201372371064,26.07803847516622,0
Hindu,Male,Yes,Other,103.31414234823208,99.34453601320729,127.61700017718623,A,-84.21061870490564,D,B,-124.12162333207223,38.5849552794993,1
Muslim,Female,Non-Veteran,White,20.80118818196833,-4.399085628151202,45.02881446693333,B,-49.4262802026521,E,E,121.0376022285973,-43.5405865435026,0
Muslim,F,Veteran,Hispanic,-96.48552699374143,210.9326206291764,-25.69381213309071,D,-39.45897235602994,D,C,50.15427067042886,-256.07693064657855,1
Other,M,Non-Veteran,Hispanic,71.75404108650328,-58.461542893088414,-71.46572975704022,B,60.51612003204339,B,D,-86.21009260538534,85.77306224162022,0
Hindu,Other,Yes,White,-58.87634205570609,107.1149629844851,45.183872653107095,E,-205.41056774110837,B,E,-37.241748795455294,-91.50060551048178,0
Other,Female,Yes,Other,-50.67560265225022,-99.83414594240128,162.45242916321158,B,64.69463263681844,A,E,-35.70488597958752,-120.51882774469922,1
Other,F,Veteran,African American,65.66514207488345,16.721223665259142,71.51247443051716,E,20.77962829944967,D,E,158.80414718465002,-121.92016571391898,1
Buddhist,Other,Non-Veteran,Hispanic,0.9135052790630245,92.17156001967851,-97.5324796690233,B,-77.94666063970519,C,E,69.55291173409645,-101.39432892500086,1
Hindu,F,No,Black,106.37565345492581,38.769213373628304,66.24747797275096,C,84.98699463256334,D,E,40.70544717542586,-128.35233759873714,1
Buddhist,F,Non-Veteran,African American,9.514929034457136,168.40609311443492,-19.839827947578332,E,-189.0233669883473,C,C,-29.08809786340666,-53.80096850595785,1
None,F,Yes,Asian,9.958417559215775,58.25716989013814,22.533214690615054,E,-66.13173043447568,A,E,65.64527044565497,171.72651931019215,0
None,Non-binary,Non-Veteran,Other,21.19287875630186,102.91201696991101,-158.39435501983144,E,-97.71748399954606,A,B,46.11156398548483,59.858705228905066,1
Christian,F,Veteran,African American,-79.37075164885366,-24.208663724841728,147.81833070740933,B,-115.72046433559153,C,C,-79.88921549084999,0.5952583169491942,0
None,Non-binary,Yes,White,-112.8127015023872,-79.49046183496536,76.25896502121756,D,29.89990753300434,A,D,151.53364142592625,-63.620551155708014,1
Hindu,M,Non-Veteran,African American,-194.29386213358788,-141.3998742440456,92.15021115540686,E,-107.7170124758213,D,B,-160.49871824135835,-91.99857356927271,0
Jewish,Other,No,Other,3.5401686890477917,9.895949915570426,-94.1049672835647,C,-120.4536714326879,E,D,138.38375480037826,33.584081346539215,0
Hindu,M,Yes,Other,106.9384586624309,81.94935064454334,-5.004660766811732,D,54.70348478906825,E,E,17.22022213569546,48.113547262000125,1
Other,F,No,Other,127.95313805331143,90.27095016749807,26.24072092693278,E,66.39579475418554,C,E,21.765422122505846,-20.19939901730353,0
Christian,Male,Veteran,African American,-114.78040104286377,121.50387201790068,-57.81681941537893,D,-109.44700105920245,D,A,-14.723513073862451,50.779662373106135,1
Buddhist,Non-binary,No,White,-175.81502760041332,35.94110454206395,-76.00919926078522,A,-140.25669981996066,B,A,-96.45496577098187,125.3325069433458,1
Other,Non-binary,Veteran,Hispanic,-144.49094836155334,-42.72181505291224,92.16742393390194,C,258.0680683984561,B,B,-68.06526663869533,56.840883952759356,0
Hindu,Female,Non-Veteran,Black,47.38290742267953,-47.48506506392923,8.999383337047691,D,-133.13066500411682,E,A,-41.62517828256541,97.16302236222032,0
None,F,Non-Veteran,Hispanic,-123.41757663742989,-110.76438697309578,-15.607726151278085,E,2.342404644996872,A,B,80.12586879079662,33.65883156535784,1
Muslim,F,No,Hispanic,-10.541545227026182,61.555234935828906,-178.01046401944262,D,-27.177310858188875,B,A,133.42036490428552,-91.54728658255648,1
Buddhist,Female,No,Other,-26.655308892732243,70.24959857378963,1.6846351860768025,E,-8.955928144647073,E,C,-80.33655456318141,-42.34682211531259,1
Muslim,Male,Yes,Black,-58.907896824896355,149.02995345454443,85.35728165823245,D,-35.949426520959236,D,C,89.01355531783378,-118.4062797766658,0
Buddhist,M,Non-Veteran,Other,75.03055420037349,-78.48234621508823,-34.757282078009474,E,-201.53627699648058,B,E,133.52942451164483,47.746326243422864,1
Muslim,F,Yes,Other,-110.82340283245551,-4.097653669029939,-52.64921588016141,A,-19.282662015422375,D,B,-65.24457734044185,81.26656641442813,1
Jewish,Non-binary,Non-Veteran,Hispanic,54.91961579642209,-9.876546269708776,26.18191451847623,B,54.883579822754434,E,C,227.5382721354908,-6.9646160745962264,1
Hindu,Non-binary,Yes,Black,-79.3012517807542,-6.0222992134787665,103.32268295219617,E,-208.1765109811963,D,E,-56.870124972711956,2.263131176319665,0
Other,Other,Veteran,White,88.29768665263026,-5.367661126208112,6.880510786271629,B,280.1883234827922,C,B,-94.90614450616096,95.39216385381533,1
Christian,M,Non-Veteran,Hispanic,153.88788926435623,14.787129708680993,-207.2713954646234,E,15.527720606836578,A,A,123.06135201598518,-17.22965710272756,1
Buddhist,Other,Non-Veteran,Black,99.19125159245904,95.4165223626544,32.09348294246102,A,-199.24814964734506,C,E,72.71330628433827,-126.15858628228831,1
None,Male,Non-Veteran,Hispanic,-15.10411490555636,41.68031434112372,-99.43386566829055,B,-3.721650867641299,B,D,-11.759577769574275,63.50778937172752,1
Jewish,M,No,Asian,-93.6075549781665,-84.86663602267551,-49.49922955326099,E,-204.10802317255846,C,B,7.118297490273628,-118.8156491574965,0
Jewish,Non-binary,Non-Veteran,Other,-9.058042455167898,112.07355382962857,-94.32998218688655,C,-41.27277619114712,D,A,43.66081116632169,-111.39098362955299,1
Other,Male,Yes,White,-122.61365271524751,123.74332663022855,-89.34399040420088,D,-15.979567745885362,B,A,120.73868062277542,-128.51173239349222,1
Jewish,M,Non-Veteran,Asian,77.56388261293007,-81.2872492266387,25.271710761256454,D,-115.557130734856,D,B,45.44746446854356,76.18482938631864,1
Hindu,Non-binary,Non-Veteran,White,8.863930977331284,-97.22714413230908,228.7883880126903,A,102.77235821283217,D,C,-66.3617233332097,-1.6170532588550952,1
Christian,Female,Non-Veteran,Hispanic,163.59048261238203,85.78529975907313,-12.395965066186559,E,88.76647884482314,A,D,-39.56003867837388,-15.57266116608694,1
Other,Other,Veteran,African American,112.14220328099252,-105.03475078544706,3.7066264797716366,E,-143.33446570634754,E,D,-138.1898570872816,167.9495214461885,1
Muslim,Male,No,Hispanic,144.02981822565025,25.343120259249453,129.59286759570193,C,45.91985832983211,E,B,56.161030524485554,-123.85802756501214,1
Hindu,Male,Veteran,Other,-54.35519638606194,146.4666572760482,-8.44225785426667,C,12.182848635862872,C,C,163.4281601243674,-103.81384660597708,0
Buddhist,Other,No,Asian,-89.44208996161974,127.77282298148282,-53.080800344552046,A,97.68673389862953,C,B,47.01391293173665,93.12212295378927,0
Christian,F,No,Hispanic,146.62666355011228,-56.999326736019604,8.649709764906202,A,-119.56125955663795,B,A,-103.85525906215784,-64.92744360399976,0
Christian,Non-binary,Non-Veteran,Hispanic,-61.48575281804417,-22.037348802770225,27.654534410570857,B,209.27213700127584,C,B,-228.71112855481616,-28.34732297716721,1
Muslim,Non-binary,Non-Veteran,African American,-124.61153641664062,-36.30096171671086,55.91689021089056,B,4.664333254081365,A,A,53.5172938305257,22.76257001413904,0
Jewish,M,No,Hispanic,-60.911723908391046,39.94783149135771,-124.86476727003941,D,13.081534012030152,C,C,-130.39799182001613,-20.276613866325054,0
Christian,Male,Yes,Other,-191.0474907386367,4.081017663308514,10.012916228904722,A,12.646657618989904,D,E,32.95883204277983,-18.925255421302438,0
None,Male,No,Black,199.5065895151978,-75.4421596218266,-163.3768084954232,A,-20.81620508488604,B,E,0.9952286914686815,-21.036839713805275,0
Muslim,F,Non-Veteran,Asian,-133.8742539216156,-20.155299341480035,-15.540770587302596,D,177.61478592912425,A,D,57.77767752923169,-121.32338415280415,0
Hindu,Female,Non-Veteran,African American,-102.49239162499069,71.72571732448199,-104.76860077228577,C,13.400743501930029,C,C,51.41159066769026,74.18106691412801,0
Jewish,F,Veteran,African American,18.116864457722368,-127.65240664268147,-62.35498138796181,E,-12.89744563112046,D,E,247.9701273712464,126.20831791026595,1
Buddhist,M,Veteran,Black,6.781753688511007,151.2868159897232,-45.62167512758644,D,-77.00272233748312,D,A,148.54185820685808,-193.72230708837162,0
Other,Other,No,Hispanic,-60.943327848823515,-20.23860565176576,13.410370918599565,A,79.48544337579592,B,D,20.40517652448796,-20.19858634003297,0
Jewish,Other,Yes,Asian,37.91500131592106,58.17646135623986,-20.384532675991924,E,-84.18016664743038,B,D,61.91139459700932,-203.00108652518145,1
Muslim,Non-binary,Non-Veteran,African American,98.52029191053134,205.98986668942442,-17.718489397352563,A,56.45908550330183,E,C,46.61374244276815,89.1230557373766,0
Hindu,F,Non-Veteran,Asian,-175.2885422126689,52.71122712833846,88.17919221672977,A,-147.61957482032605,E,B,-37.01217329478482,142.50273545901302,1
Muslim,M,Veteran,Asian,54.248738128082316,-82.25520292802237,210.60665225797717,E,-12.825473969882678,A,C,-32.433678699539186,18.345514958921918,0
Muslim,Other,Non-Veteran,Asian,-20.340618633533193,15.495486302495218,-167.76055074698093,D,5.6321164465954014,D,D,16.801530821184894,137.87641513194671,1
None,Non-binary,No,Hispanic,-6.1708929283759355,238.21731029970596,41.85095511027433,B,-170.30245539829642,A,E,-77.83854485990682,-44.9395596050757,1
Other,Female,Veteran,Black,-72.73967497026166,-9.933132683936064,61.94531705824837,C,3.949648884312472,C,A,-11.978023063149013,115.85301773627361,1
Jewish,Non-binary,Yes,Other,-92.53843840667417,-80.42154823763835,50.41170149055906,E,-36.57786247379524,C,A,56.541058402009284,93.55960041546237,1
None,F,Yes,Hispanic,53.86420470411013,37.78659365511208,-69.00431414388939,E,144.8249415659221,A,C,119.45880033545639,71.55109715033188,1
Muslim,Male,Veteran,White,-61.81553766355169,90.2628516600657,0.6402738596371121,C,-85.8493604709466,A,B,-5.50009717719487,30.273750961725337,0
Christian,F,Veteran,Other,-158.05570765720273,-51.73271398224253,-138.00071548358497,C,-97.16637186581735,E,D,-129.18150188701904,-19.60379328874609,0
Other,Female,No,Asian,-40.01578447919821,-113.43255963327125,115.72035707096408,C,155.05127463055848,A,A,49.09475482028293,84.74432770470955,0
Other,F,Yes,Other,225.68662048562277,-167.20188773605364,73.83893257056577,B,35.42988874154674,C,E,-33.26001272512757,-52.88412244282924,1
Christian,Other,Yes,Asian,-35.638569784765814,45.43696004225979,8.708411825752844,D,-30.69320863850485,A,D,39.169680438895874,-102.18837820382751,0
Jewish,F,No,White,31.07281829841142,17.553102439592138,13.829760320533104,D,-36.96474805688909,C,D,97.3803743459942,-26.89589963499146,0
Other,Male,Veteran,African American,-59.536384470056234,49.28907230142342,-48.853108032253026,C,-101.69109641949643,A,C,-33.54683593613761,101.73599078792621,1
Muslim,Female,Yes,Asian,-80.27798536633739,12.710448432680007,10.495538662285087,C,-63.22160002916567,A,C,75.79201767725715,17.17397158577134,0
Christian,Female,Veteran,Asian,116.84225880051306,-12.395404916017545,84.3051299200377,C,-28.77928814877282,E,C,111.00099754689994,-57.11123086218029,1
Muslim,Non-binary,Non-Veteran,White,-92.61064523558302,-48.89627196796093,-43.558878596470684,D,-70.77456340426403,D,D,52.51622340067126,16.47619309231152,0
Christian,Male,Veteran,White,124.54931861758864,107.76137556376119,45.39926138929073,B,61.25851241657125,C,E,40.76714300492084,-39.4188313222848,0
Muslim,Other,Yes,Asian,-117.44346667335957,-34.81545689272464,164.36239202003293,B,-179.74551559776387,D,A,-143.77923282099226,-101.26281765871663,1
Christian,Other,Yes,Hispanic,-144.87633795895303,-143.68296851293775,-7.636459181189134,D,57.9688098125702,B,B,-41.71206463681389,2.918477994949411,0
Christian,M,No,Asian,-66.05476291632873,76.8269499324164,-50.80973499686105,A,-102.47464245132822,C,A,-31.173478010276312,215.16532025429086,1
Buddhist,Other,Non-Veteran,Hispanic,31.238759536334143,39.40076487756072,9.804600638026063,B,173.97627332930884,E,E,53.0037019287447,105.87739934770069,0
Christian,Female,No,Other,21.494240879387032,-15.404970123227537,67.55152898371097,B,-5.810782635938815,C,E,-59.97864239727571,85.22356974930247,0
Other,Male,Non-Veteran,Other,-23.085317490798484,256.5588216817155,26.5256788163993,C,-161.90395171442674,B,B,78.36287642163666,49.03853355785595,1
Muslim,Other,Non-Veteran,Other,-76.07382278706054,129.74764520745904,138.49275607229944,C,-64.24436270812812,E,D,65.51269047211899,238.15790078736708,1
None,Non-binary,Yes,African American,-66.1586769007258,1.4493484482082435,81.07468963804124,D,80.0794098274167,A,C,18.071684860882883,-82.97866852578677,1
Hindu,M,Yes,Asian,0.6693386461067746,-67.8330042915155,-21.56682985107481,D,111.3393992729208,A,D,-91.69032154088191,204.47017695329498,1
Muslim,Female,Veteran,Asian,33.36251757724946,6.939063619887739,29.40146750340557,C,-121.8603966521464,A,E,62.67315012485176,58.60587393896057,1
Other,Non-binary,No,Other,70.59554223642297,20.344088915276327,75.81897454607447,E,116.41412816263754,A,A,58.63612775575281,169.01449521047914,1
Muslim,Other,Veteran,White,-146.7284887645764,-157.85308237191168,13.0287756230594,A,-164.1618267596872,B,C,17.37317976494993,-106.96228363975304,0
Buddhist,Male,No,Hispanic,-151.59663347369522,-60.49875060590505,-0.9918712176193399,C,150.79299235622884,D,B,-189.63154430691972,-58.806769013118675,1
Buddhist,Male,Non-Veteran,Other,5.2870896365658595,163.10396499423769,70.95193979345605,A,26.434236467920268,D,A,6.347341892384915,52.92431630825912,1
Jewish,Other,Veteran,Black,-25.034067113295993,9.534583995033941,-32.36629149064959,C,59.74990793293634,D,C,-72.9284431388495,-27.360073657414002,1
Christian,Female,Veteran,Other,-76.95754997852046,-163.70263343058923,11.788220689448734,E,-49.26773254817057,C,D,-39.124163229775434,55.18246210304726,0
Christian,Non-binary,Non-Veteran,Hispanic,30.99027089077812,131.08128891807655,-36.78278324561424,C,184.72620607457287,B,E,-36.90950954218958,-92.51445185601052,1
Buddhist,Male,No,Other,-68.87831055708543,-115.02004995589914,-15.747423466081361,E,-57.95296257821006,B,D,-172.27247099516228,86.88551232476539,1
Hindu,Non-binary,Veteran,Black,-52.00465909426452,-77.20256464755964,-139.92390086642789,C,48.418171895251085,C,B,-46.78276264108001,-239.40149539058083,0
Muslim,F,Veteran,Black,-128.10041912999253,62.82313535521652,60.474440687571885,E,68.61144517899096,C,A,39.62340698691681,-110.45392743841735,1
Buddhist,Non-binary,Non-Veteran,Other,-9.864632009454203,60.12922021036683,150.41539636602283,D,-163.41271761977546,E,D,-116.51199816101332,-182.0148379262501,0
Jewish,Male,Veteran,Asian,1.2512365415562254,-126.97768848766518,-172.16127060011402,A,-1.0847020175686324,B,C,28.668863424132855,10.562067409401685,1
None,Non-binary,Yes,Asian,-132.04583568952157,244.64693669828708,153.00671798506445,B,-9.810438073050918,E,B,-89.85545196585798,218.8773305873505,0
Christian,Female,No,White,-142.15929498291,-130.0304141747116,-48.70504851889683,C,-29.690727945364813,E,B,14.739119217786978,-134.19986251182212,0
Hindu,Female,Non-Veteran,Asian,-151.81812969997523,154.2516467429157,-59.947483654907415,B,-111.51308336995851,A,E,-73.11187075116283,164.79340637025285,1
Buddhist,Male,Non-Veteran,Hispanic,-214.02007575658294,30.670407200610832,-97.98047988200511,D,-51.567541099599346,C,A,-63.926999581681386,-10.52373451233486,1
Other,F,No,Black,-25.718284413323133,7.989332801791848,46.99859605231308,E,-68.44338171978838,E,E,13.66707129887291,-9.10833084865705,0
None,Male,Yes,White,-100.69542081137801,154.8572462697352,9.20326376090284,D,-63.664498528666,B,E,12.22612866273527,-47.110746886551766,1
Other,Other,Veteran,Asian,-119.25814780097174,4.677402085759972,55.482163624212575,E,-47.96152094775493,D,D,40.092392396923344,-105.70927862315081,1
Jewish,M,Veteran,Asian,-14.303179240483546,-47.730340446525105,30.99500426400395,C,-55.29068271201587,E,C,-28.456281854715993,-2.8714110008861726,0
Other,Female,No,Other,1.995645236948231,-47.18348318094264,65.18043414182861,A,9.646823730965863,A,D,-82.87001308170204,-23.184059288507452,0
Jewish,Female,Veteran,Black,96.07420905428565,-102.30084894632708,-153.6070502280595,C,-136.92012070830634,B,E,-65.76449214550117,6.495349254046018,0
None,Female,No,Black,174.32965708299105,96.3558530773779,-122.57381656593364,D,33.68109617003447,B,D,-130.85507971143676,-60.26089999492701,0
Christian,M,Veteran,Hispanic,126.30564174971177,-134.53293501385875,54.923187740615134,C,254.05047237725972,B,A,-74.28471245343225,-63.32324211921399,0
Christian,F,Yes,Hispanic,116.91195519510454,70.69721440290307,-77.94279969218613,B,86.96941446057079,C,B,12.462147061131724,154.34916659673746,0
Muslim,F,No,White,11.188612033388996,12.528220005512319,-67.42388868232557,B,-13.470975964269435,C,C,-81.99976146400361,-81.05370540150568,0
Other,M,Non-Veteran,Asian,-141.61307835752427,18.899519514991233,-148.10271848656075,C,58.232192027019906,C,E,98.76595915498908,112.34056239967505,0
Hindu,M,No,Other,43.179121056207414,52.92662015109133,-183.9185791786157,C,153.19323690105455,E,D,-8.988375131899293,-129.33534252924744,0
Jewish,Non-binary,No,Other,46.99028028862677,132.57028583652215,-164.10626334170115,D,63.67737795312802,D,D,-113.01212692494485,-45.53811902413097,1
Muslim,Other,Yes,African American,-59.402705627273136,-109.51983479726428,-123.24311366957565,C,-197.40004201958857,E,A,-65.2152078760437,39.08464629494647,1
Buddhist,Female,Non-Veteran,Hispanic,-38.376321365450366,47.81279620516734,186.7256392658012,C,-29.784566559883675,C,B,-0.7737778728696595,-56.60611074105334,0
Muslim,Male,No,White,44.3943954892838,84.02136658065515,-101.14179415837472,D,-176.04747273781268,A,D,-98.9874977897248,6.956647050051173,0
None,Non-binary,Yes,Asian,58.535550975961684,47.186929200353624,-64.18076358304428,D,-79.69966276719306,A,E,8.180875928327952,-3.6176274533019908,0
