religious_affiliation,race,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,target
Other,Other,-60.29431944827207,A,A,-14.199451461159796,106.48076572249292,-12.185290156024243,C,A,75.5612553293806,-72.27929132351686,E,127.14323025785615,C,A,E,155.5412069822897,D,-34.790518820772824,A,1
Jewish,White,7.062400851934101,E,C,67.86408647436868,147.96641015557617,37.278951764532636,A,E,156.06776439404774,-144.23963460348907,C,135.62901446217745,B,C,A,2.177578139025128,D,-60.560486167239326,B,1
Christian,White,69.11979807704908,A,E,68.69188741672468,139.23778990979733,24.76582643412853,D,E,192.73557816294496,-60.716455812545135,C,7.159862454974299,E,C,D,96.99113366443316,E,-93.98382556791594,A,0
Jewish,African American,-185.8510299823187,D,C,-124.97509238611377,3.0907703190813707,168.18077821273585,C,D,90.75083207444777,26.952164927653506,C,68.8863429729816,B,D,E,180.49157446841951,D,-21.47731412533398,A,1
Hindu,Black,-39.43592217748844,A,C,-101.01271306701129,50.95282038158741,-100.86493444424252,B,E,-36.356284098794085,24.84941947142099,D,-58.15930514665975,D,E,C,171.12303969641263,B,-137.23673443325683,A,1
Hindu,Hispanic,12.654346169125441,C,D,-24.603807929498053,18.91807563385146,-75.84938791015777,A,E,-98.0110031109174,-54.888837569258754,A,-112.68426021982387,A,C,A,-57.790371850751065,E,71.62567518575932,B,0
Other,Asian,41.77684308934315,A,D,109.69051049519989,26.416944577669582,-28.56385631298342,A,B,87.6940267649561,-111.00977237961061,B,-32.57268898449937,E,B,E,24.679551485743335,C,17.089596777317855,C,1
Hindu,Black,-5.475341003174003,E,D,14.634797474143408,-21.638155226237927,-89.84026766167656,C,E,-19.497805115379595,-102.22921268735503,B,84.76019218564565,B,D,B,-183.2605917838155,B,12.339309162722657,B,1
Hindu,Hispanic,50.6716497285856,C,D,38.023125430554835,61.66274475336634,-105.70470142560393,E,E,44.72406615876455,0.870897026543408,C,-32.430356079294704,E,B,C,-149.2551567287308,A,46.792026878831024,A,0
None,Asian,-102.16382999316971,B,B,-111.15782897924254,12.505058140130737,138.0136772249799,A,C,-181.0689813395637,38.810969240622136,E,-167.07214526413355,E,A,B,-51.4529293780888,D,25.515163042409355,E,0
None,Black,90.73782977127294,A,A,-152.39674998302124,-101.89299892106088,81.5993191055937,D,E,-233.22528226774244,0.18234049517672604,C,48.70563353937258,D,A,D,126.39533718065721,B,88.9607384540727,C,1
Hindu,Black,66.87128414682115,B,D,94.56770561057576,5.2877526065153795,-138.0276735034376,A,E,-55.44760713170477,-76.79715108282923,A,226.89034063725794,B,D,D,64.6875063253242,E,-75.0171303680922,D,0
Muslim,White,20.323966452765337,C,C,14.159902393986812,52.785835523473764,-55.1684214463579,A,E,-120.52468659657625,9.379525588030234,C,24.44548532824447,D,C,C,1.8604070586250825,E,-70.38760115407327,D,0
Hindu,Asian,-155.4527139897824,D,C,-81.95415514226438,-142.9986488797383,11.344513195667629,D,D,-115.99937367870635,-74.61795342304733,E,25.769631658730624,C,C,B,139.79055345673527,B,-199.5249563382808,C,0
Other,Black,58.808729337952585,E,C,-7.4327283246561375,-154.96502979340738,-54.71013504257638,B,D,-187.0851945438697,102.56838159875541,D,-23.05981349585699,C,C,E,223.09314255574176,E,-77.94319896535958,E,1
Muslim,Asian,24.926971922923986,E,B,-156.91974173244486,70.67224761221314,-45.043593211796804,E,D,-165.2915646538522,210.27943911659034,C,133.37360813477056,E,B,E,-130.87051552844505,E,72.11346187888776,C,0
Christian,Other,44.13107671468788,C,E,-9.380013035510505,-135.37601913736606,-40.900310602562264,C,D,45.39141181423819,-31.132452874833348,C,107.75554512880021,D,C,B,-120.73203837470558,D,23.086832666781806,D,0
Hindu,White,159.6159155057871,E,A,-93.21380067042666,-99.6663927487501,-65.95256174306363,B,A,-41.86082711348802,55.245316000205,A,-73.95066175806231,B,D,D,-31.704357645921533,E,-153.17083332702387,E,0
Christian,Black,-86.55944924435565,C,A,89.28215856169676,-28.433020204889576,-13.284780736384786,A,B,-36.35128976546752,-41.22631998946205,A,-35.49517781741235,E,A,B,111.58799213666587,D,121.04049149618498,E,0
Jewish,Black,-14.153392328947714,C,A,-186.13706628323484,-183.5762919826517,-24.953170892000152,B,C,-68.69171352554253,-85.55172394486387,E,26.510346301618103,E,E,A,164.63613973254698,C,25.3074799594662,C,0
Muslim,Other,-6.136737956443738,E,C,159.1765873577237,-16.03252580658164,-77.52977454822641,C,E,-31.11417578263542,180.32875667920948,A,-15.789074737603412,A,A,A,29.25282991541589,D,-54.211076679120396,B,1
Jewish,African American,-62.45896863324681,A,E,-12.107307007179166,-114.07329394470868,-121.61335100370512,E,C,-20.897267430047965,138.52560856011434,E,40.699299946086434,E,D,A,76.08497819690828,B,-4.6855004908111555,A,0
Other,Other,15.309058709353538,B,C,162.6683873374376,-23.36054216661358,-34.63734376954834,E,C,107.07806106019153,-20.969866253249446,A,-146.70496438180103,C,E,C,239.81134369633298,B,64.65160126609219,E,1
Hindu,Hispanic,-65.20254154229974,E,A,218.0930721803888,41.96182055691853,175.06276663767517,D,B,11.355571971733706,-56.36955723786626,D,183.70122899551947,A,D,C,57.14382763485263,C,-166.4430952130133,D,0
Christian,White,64.22284608735012,E,B,5.400914984123879,138.6938411665783,-191.01914294913695,C,A,142.8065023446935,28.754898670885048,A,38.426401024588124,B,E,C,100.71715769666912,C,-39.293953820053495,A,1
Buddhist,Black,-73.31846489351483,C,A,10.112625863259657,118.70005273301632,-67.98598186945175,C,E,-52.524987695548106,85.52056104971741,E,-83.21578879844385,C,B,E,-3.3503627386858117,A,-116.16851709648735,A,0
None,Hispanic,-67.82098439684259,C,C,-40.298856725641016,-117.39045542817202,-67.13642265627419,E,D,168.26130569769387,-33.98258601037124,B,-10.66735420020703,C,E,A,-93.47424089770597,D,46.12844503546281,A,0
Other,Black,66.41472873759463,B,A,66.62687593179085,71.92585110603224,35.568004823401225,B,E,-55.99442233538019,95.06773139188161,E,15.206220072726884,D,C,C,17.402633043048404,E,62.56783920753195,B,0
Muslim,Asian,147.43780217323788,B,C,20.971712106675447,-120.71620864830254,8.23945747331414,E,D,-29.204951407868364,-121.65678027042254,C,8.086352051474595,D,D,D,50.91339813717063,B,62.03800363969064,D,0
Buddhist,African American,101.63975485543979,C,E,76.70338519876123,-148.03533727797156,87.08816083720848,C,C,-76.1764009777806,-62.35631455959928,D,-209.18011165973263,D,A,E,64.45311681913607,D,-58.600673637339206,E,1
Jewish,Black,-32.009299456238494,E,D,64.47240724584195,93.70641186557064,-131.36759942308092,E,A,-126.17727925270144,92.85732413250201,A,-10.868873336877321,A,C,A,4.210791780682823,A,-205.17483081598672,E,0
None,White,-84.85432578625557,B,E,40.70215101671022,98.41530956363803,-50.22312841931357,C,A,88.51407857197755,100.40597167329386,C,-184.17651566507408,E,B,D,2.8073664468772845,C,-8.876054069896727,C,0
Other,Hispanic,29.194440036021263,D,E,-181.15501592922442,23.418687623268355,-38.84718964199225,C,C,130.94698747486407,-122.57440937547884,C,-73.63368057389908,D,B,C,-90.70170505496912,A,58.62702586880014,C,1
Muslim,Black,68.75157137022339,E,A,54.08201859551407,-91.69634671331109,251.0948786657778,E,D,52.432192474988994,-40.13832528906785,C,-39.609694468801635,A,C,A,-124.59324396313411,D,-22.858210684755242,E,0
Buddhist,Asian,-73.86314022086383,A,C,-54.77507804453832,-55.39026173582573,220.33073624203797,C,D,39.70581095421324,-90.34702739539803,D,-9.677951142809635,C,A,D,12.376191165849079,B,-2.349968162277061,B,1
Hindu,Asian,-14.26653598693357,B,B,22.651832568853827,1.3024279309110132,-31.256383080203122,C,D,118.11813506601432,138.1610993777052,A,-97.23729763262608,D,C,A,-170.01207145321672,A,46.47269143833642,A,1
Buddhist,African American,82.97506200587794,B,C,-79.09520142833529,171.31651510059044,19.645697386318645,D,A,42.46668261888901,-57.83640359175736,A,151.4932631260171,E,A,C,-96.97836161183592,C,-56.14157454597959,B,1
Other,Other,37.188403491509845,A,D,99.3977907748798,54.86289177756273,151.78065095061407,E,D,-141.13773739378914,-64.65509021768209,D,-68.7163844925985,E,B,A,-124.4178091706195,A,-49.221433432517344,C,0
Other,Black,-18.16671228684669,A,D,26.851247829172813,67.16190419591756,-51.467535158486186,A,B,-46.24744504969212,-75.23453445744227,B,106.16986879028457,B,B,B,109.17260664060807,B,-77.48582084851256,C,1
Buddhist,Hispanic,18.34709726024853,A,A,190.91127696932438,47.333199355625084,33.10076876719798,D,A,124.48604086992145,3.347558927866317,B,-55.44160459221765,B,D,E,22.965716612320342,A,145.8461751459655,C,0
Christian,Other,43.543431846640004,B,C,-11.373332988896406,-144.73944526829393,-167.8459523870034,A,B,158.58912447946395,-1.3831892544289448,E,-75.57372621679814,D,E,B,-77.4113890829042,E,-432.55503685971803,B,0
None,Black,143.11435046985886,E,D,-54.275251287571166,15.023235413893806,-12.26579435198358,B,D,-154.93693429490926,-7.586401755714406,C,32.333636309040656,B,C,A,1.2790662067215242,C,-84.20029382290593,C,1
Buddhist,Asian,-25.586102290772068,B,D,-150.6147654304754,7.873156938288171,165.2958458789196,C,D,-28.704399935784114,-57.58873357877218,C,-140.99129600253494,A,A,E,-116.73409180587355,C,45.678519001859456,C,1
Jewish,Asian,-196.11747539197114,E,B,119.88131975861653,-105.66639904250943,21.71298646067682,A,B,105.19974154931037,36.09947678474879,D,168.5465841716362,E,C,E,166.10085827784152,D,143.57806566665062,A,1
Christian,Hispanic,-1.5715175243743127,C,A,63.74954431088622,-218.1847966916756,-29.320192349675477,D,B,-73.6024787977327,-12.033858512751362,D,-170.04579571708075,E,D,E,76.43083855243468,C,49.066483922714895,B,1
Christian,Black,10.679899140334207,E,E,34.2587633713752,-36.038951976890246,89.18099531311503,B,D,-38.73661793878443,-12.993912370073712,C,39.096214582964016,A,A,B,0.7955566004370598,E,-102.40834440072315,B,1
Muslim,Black,79.93277158586945,A,B,-21.803300135983434,217.658754736049,-89.04074659956544,D,A,44.14209547536334,-98.33653830942836,E,-181.2721180174171,B,E,B,113.40897892676331,B,-2.3818573528364433,A,1
Christian,Other,36.611305699047975,C,B,-33.47889139229445,-107.07329983671046,93.36549278721003,E,B,-131.04977626227745,45.85190028746815,D,-27.08481587336254,C,B,E,-58.313323215576304,A,94.17432368545062,B,0
Jewish,Hispanic,4.379457673712037,B,D,17.069857876896155,30.471432281756055,-49.87682043755796,D,A,154.1940466524376,-80.26582818343793,C,61.077607068188875,B,E,E,-23.169196309508372,D,-125.02754582879237,D,0
Muslim,Other,35.41885715489775,B,C,7.235892532333301,-110.5490183893381,-5.7238053299863605,C,C,-11.591941844689984,-116.21123681943281,A,-60.91586571617887,E,A,C,-15.014250597928976,A,-72.88898982532984,C,0
Jewish,African American,277.97506490650517,D,D,52.36607831793491,-102.98887631249436,87.63320198926267,D,B,-13.91544070782619,174.10298685609234,B,191.8746202932989,A,D,D,-237.39416065991085,E,132.02407383126194,B,0
Other,Hispanic,-97.92407818833365,C,C,-12.647696386918037,74.2961407862401,-150.6213963949887,A,E,92.83337856087714,-55.200662713111484,B,-47.406074422944315,A,C,D,-117.31622952483487,A,-124.43729682914235,A,0
Buddhist,African American,-15.915981916637067,B,D,50.34404581413906,90.06274080933741,-8.457241319844247,D,A,44.331787556900096,-220.1099210643931,C,130.02985364944308,E,E,E,43.41659175299041,A,-61.511476930177935,D,0
Muslim,Black,-112.55366940530295,C,E,24.760315487538094,-61.09809760884401,-123.05104569452136,B,C,9.074216824961818,-138.6162326719679,D,-21.540123157827114,E,B,D,-65.91453056219899,C,163.03257903410568,C,0
Hindu,Other,-124.19715624194083,D,C,-19.228385006572452,41.23998713821112,122.18515274198634,B,C,77.72808388879608,62.53852231350563,D,-87.61363682770615,D,B,C,-70.06958386439929,E,-20.259389775771194,E,0
Jewish,Hispanic,66.15653924252219,B,C,-47.01446402160603,50.68791333742331,-25.201260927404867,D,D,36.29793077843746,-55.38586252017465,E,-131.94825329511912,C,A,C,-52.86015471009442,E,90.21239196034429,E,1
None,White,-83.70858201174069,E,C,66.80145801014856,-148.48226522727913,17.954160295968553,A,B,-30.762843462456964,98.95746424329388,E,10.354248376955825,B,A,A,40.70962102972215,A,62.54064140550917,B,1
Christian,Other,-66.39777326204846,D,E,105.23380316953337,-22.670880243489886,-126.11966964404029,E,D,-80.21466784303793,2.659518352162098,C,-54.93852106605716,A,B,D,68.52483397054591,E,-159.63470418584956,A,1
Muslim,Black,-109.52818327204213,D,E,51.29878725403687,-10.418126021647415,-68.86412765146817,B,C,29.380894285314746,-55.03108589637726,A,189.2557954574451,A,A,D,117.82437839986157,E,47.45174487020181,E,0
None,White,129.2668118276847,C,A,-88.60651002223115,259.93330694667577,199.93486969418524,A,B,-68.89198335607676,135.99139763867592,A,122.32197995467268,E,B,D,-88.66623023730719,E,76.90457470395945,C,1
Muslim,Black,-113.96622450461938,A,D,-136.3182670342084,189.72236600061166,-101.08155072591943,B,C,31.374712404672785,-22.565955148214716,D,-20.573914163417513,C,D,A,156.5328462159395,D,97.13449769825932,D,1
Muslim,Asian,140.03938943875028,C,C,-59.22534253505328,105.5958878224476,-130.96453676461658,E,D,74.08796825759025,125.83301246857313,B,74.982826598248,A,E,B,141.56519996817144,D,-128.66717388295942,D,0
Other,White,91.56574511362368,B,B,-98.03188413019312,-3.5992055431590084,-96.86929312121327,B,D,20.201652570602025,-98.31612617543153,C,-168.3395065447957,D,C,E,-32.905393724189814,A,74.96536567849284,A,0
None,African American,-14.840264295965097,A,A,5.788940525790711,137.36313896863018,95.19572187360502,E,E,0.6087397489138812,141.24860785626024,B,56.54554861429192,C,D,D,139.4739114946107,C,124.404256505782,C,1
None,Hispanic,-90.59602432273108,C,B,-104.18003412426515,-83.82585675250347,48.80804659961153,D,C,7.1963198933032695,-19.155115449809863,E,-19.517672246450264,D,C,D,-86.55816526872545,C,-2.91560689275865,D,1
Jewish,Black,60.92746018083327,B,C,82.17204735348244,106.08320227765864,-20.586555842749004,B,D,73.27405602353144,11.887167615812793,B,65.76959690078714,E,D,C,51.571214820390665,A,-28.90306022020323,C,0
Muslim,Other,36.566817494232076,D,A,62.995903553561504,81.36936211074205,36.50310976535852,D,E,-18.602597622556818,64.21590053637122,B,17.53624954836443,E,C,D,97.7429199639096,B,-73.16414428507564,D,0
Christian,Black,2.8825570597453263,A,D,-16.275215102884083,95.70757136453004,27.306845923521827,C,C,-100.27107953580978,26.997412273049687,B,219.68722549680427,C,E,E,29.200734566323817,B,113.85183462538792,A,1
Christian,Hispanic,52.24588867576866,C,E,36.345180882253835,107.49793189917376,32.28948645605374,E,A,11.10937336551287,6.250760247918588,D,109.15010036287786,C,E,B,-75.3602705850627,A,41.04730355169512,A,0
Christian,Hispanic,171.80388777065744,C,B,105.05834760702363,-34.86825376062023,27.012597904200724,E,D,-110.33332647400262,43.16596627970589,A,184.4416716445653,A,E,E,-59.40365589467466,B,-32.4756837868929,E,1
None,Asian,14.052905473538008,A,D,76.3948490742711,10.734022684690032,201.25447211938797,B,A,3.5119268173755795,117.27528096962465,E,-6.1474609520852885,E,B,A,171.16176371950417,D,-28.50059214248778,D,1
None,Other,-12.982353387430907,B,C,68.94393238419501,65.7843622108819,321.5252546646901,D,C,-68.95489811478059,-62.81498923706466,B,-108.85134233419672,D,C,C,-35.924712066357976,E,-67.72416174294243,B,0
Buddhist,Asian,53.326911726637874,A,D,-12.762435183372908,-85.51515467493512,-57.90297662099735,C,E,-75.74156510503646,83.16101770141228,B,-70.15753164100143,D,E,B,-27.004814140775572,D,55.24886868071999,B,0
Muslim,White,45.53515246803011,A,C,-33.330821103761274,118.15273522006362,44.88561051026522,B,D,-27.148380533706966,-128.3343169947785,D,190.02232706715182,A,A,C,25.195585341025094,C,-30.51787935325268,A,0
Muslim,Hispanic,8.543907837496837,E,C,59.428879039375616,187.2133798045184,130.4499391342178,D,E,6.108806583503334,-45.95267567262579,C,28.987423696852833,C,C,E,-35.97489806022636,C,-117.3662395157824,E,1
None,African American,97.31866583935724,D,E,-151.81326659704553,-156.91315362085876,32.95814295245283,C,C,-8.421788235218253,-232.62733341500507,C,-30.9542360641809,D,A,A,12.428222604295941,B,137.66508700635342,A,0
Jewish,Asian,-163.0030292826886,E,A,-43.32071020782646,-89.85512700796058,-127.4390270419976,C,D,-95.39173894619711,-73.55186032304054,C,-207.8846521103513,E,E,B,-17.6110667731213,E,-58.4062008831614,A,0
Hindu,Asian,52.315709459657654,A,B,-79.74486841386056,33.462364319781116,-56.39831003544894,A,D,44.809714734936094,-266.69413074916054,B,-134.32271743240062,C,C,A,-144.90439103064517,B,131.36928198471074,C,0
Christian,Asian,123.59926698775423,A,A,-102.93284368364077,49.00940888598338,163.48251526271423,B,D,-15.97359251839858,-182.56836788627334,C,190.9136650372708,D,C,B,264.2604185661456,C,3.529510813539674,D,1
None,White,31.544915275990785,C,C,-7.354186317452297,-73.21016524678299,74.31689614371764,A,A,59.833444471862876,39.175368883993485,D,-74.15042545453204,E,B,A,80.90849795470393,C,-189.3722518371996,E,0
Jewish,Other,105.04299374130571,E,B,-17.299834957965345,-282.5370832926569,-61.40826376855615,A,D,-50.214380223203825,22.53806714737945,D,171.98435085148665,D,D,A,-132.81547042527052,E,116.62693189507465,E,0
Jewish,African American,-154.71348627698038,C,B,193.60007032984967,77.94463981522554,183.0360369633978,A,A,-22.68221305578874,-117.48808500766673,C,119.86720205706412,E,B,E,-88.28228122910659,C,-146.95269715608364,C,0
Christian,African American,-62.47149061431925,B,A,-110.21454855159563,-196.09292940003684,-193.640628111196,D,A,-65.77434099232656,136.56607506442674,B,-119.76105212078183,B,C,D,79.70635845810102,E,-62.078977227248785,D,1
Christian,White,6.8076728525249885,D,C,48.65737503029423,-17.54807715016212,-99.71987377318871,B,E,119.39418138566973,-42.560595860161314,D,-68.87411845895298,D,E,B,82.37119259032401,E,72.98646697109305,A,0
None,Other,174.93113111618362,A,A,-103.0300775556836,89.68294572612501,-39.25718036213345,C,C,49.03302799165005,10.209194983032488,C,-125.4935230418237,C,A,A,105.58553367204931,A,-18.422213855668904,D,0
Muslim,Hispanic,48.13521988493181,D,B,-0.9894943089895827,155.3243142342717,-1.7706260460120982,D,A,-12.911854678001847,118.56319951391899,C,-135.82682869032928,A,C,C,87.93190920897888,A,7.394262634481056,E,0
None,Black,-117.25385459334372,B,B,-97.65557134239296,15.276657910787545,-75.06994005522628,A,A,45.092026324428645,126.56883384760876,A,-9.15127968566561,D,D,B,1.635719419577006,E,-88.91352825961101,D,1
Hindu,African American,23.4555799518358,C,D,-158.4252711445985,45.82014765435582,-153.73512499813228,E,B,132.55135600124183,-133.72193482420468,B,-17.30633744568958,E,E,C,6.320991169987653,C,5.748330184615081,E,0
Hindu,Hispanic,101.1711468975789,B,A,-83.73108930345511,-62.038805933973876,57.89391036211081,C,D,108.74296892438366,-52.57651858956252,E,-105.56631032153771,A,B,A,-22.176811431093498,A,6.736983785824221,A,1
Buddhist,Asian,92.03059851706664,C,A,-2.7072447115332463,-24.334643550337944,121.03720491829175,A,C,-100.58742074803068,46.15883342467694,A,-107.6113927933444,C,E,A,-47.48795811632556,E,111.01289365035878,E,1
Jewish,Black,-96.0625400227563,D,B,-101.14573277700507,-81.10041456509562,-103.47357222546161,E,A,-39.37595268934933,-34.78895863461711,E,155.85434918864053,B,E,C,-207.79797387754004,B,146.50446448345076,C,0
Hindu,White,52.57550568857325,D,B,-42.31329929645165,-28.8083646483599,11.860339896068673,C,B,-22.499264096070746,85.45389786755467,D,-15.469413668175525,D,B,D,172.378967021427,A,-19.366008532516517,A,1
Muslim,White,-37.920900941969926,C,E,-101.40711207217035,-66.61604438526187,-23.968378421703033,D,B,-9.474757937255141,-29.170545596850918,C,7.046709885497622,C,E,A,-47.285920126904266,C,141.56004635573137,A,0
Christian,African American,119.02769952203663,D,C,-144.63277857713476,30.768336545093877,-44.718768230384995,C,B,-22.093748794836348,129.74888443701795,A,104.13473047650842,D,A,B,26.988427754159055,A,62.145742001478865,D,0
Hindu,Other,109.12611457612952,D,C,-0.20961128378623492,124.11819432556214,-56.18488398460042,A,A,115.0703626775445,25.66327821021647,B,23.023644598018027,A,B,E,34.699700455786356,E,73.1389543662869,D,0
None,Other,-14.310054495207536,E,E,42.53859234126989,98.73308596909555,-65.17801766438006,A,E,127.63278690850521,-70.37542699746257,C,100.67056483386449,C,D,B,-69.65865859371617,A,-97.0789967031888,C,1
Other,Hispanic,-141.36198767936185,B,C,-126.06133468125516,-289.2261655529893,-69.27768629533546,C,B,-8.121242480829578,27.672078118170813,A,6.155445762655205,D,A,E,-26.487730223187995,E,-0.9454030741661854,C,0
Other,Hispanic,266.3171611838476,D,C,33.61053565711668,31.08671503293481,-46.763190544170456,C,B,-91.81806043165878,78.9368430974823,C,50.94048065102659,D,C,D,222.08197282261685,C,40.55431569538958,D,1
Buddhist,Asian,27.0560793736363,A,E,-166.27790280222163,-58.22667364071982,58.87912560924241,E,D,114.38196583049343,57.02576847801135,D,-145.77258528658956,E,A,C,134.03665413163756,A,-38.60069412826797,D,0
None,Hispanic,27.630916515099578,B,B,100.51781850626884,129.43876799741463,-90.21247557514229,D,D,-32.8903837322141,-3.8310277042493146,D,-145.11705251567258,C,D,E,96.28769894870175,B,-91.62800260706194,B,0
Jewish,White,-69.2465631699452,B,E,-1.2124199681394654,-6.2651050764801335,52.126882692331144,A,D,27.555481943714753,-7.141265056048386,C,-155.7223223409187,E,C,B,-34.78102750978505,E,-169.15680824449856,A,1
Christian,Hispanic,-133.35215109998205,A,E,-7.347916521484851,-44.84364309671913,176.57930408936164,E,C,115.80474062755488,-76.83815865832699,E,73.98086227491493,A,D,C,12.862345671049658,D,-150.05966387416018,B,0
Buddhist,Hispanic,-158.46970954295932,C,E,108.35027773237688,1.8520520608217004,106.37491567734165,D,C,-38.56232637016458,-43.36439446692343,E,101.2003848855014,B,B,E,-13.66839452622032,D,59.8425139873299,D,0
Hindu,Asian,74.94050157988634,A,C,-82.53938997140268,-54.61841170620566,26.564894846604854,E,B,-16.660507013024148,-94.36186239051526,D,106.91359467379063,A,D,D,-79.0044347807067,D,57.58831407355661,E,0
Hindu,Black,-68.80806931280141,D,D,-49.42453221552289,145.60723893235732,-29.945022612254764,C,E,-8.957416617987942,-144.73337090122652,B,-43.924236182415804,B,B,E,30.282172266575024,E,-100.16817606964734,C,1
Other,Other,-28.988396807394608,B,A,146.88091881382124,2.1788999756438936,122.48825510985455,D,D,62.647504010650444,146.13619250877775,B,49.6246467024327,C,B,C,-32.4702014897094,E,86.95244063551168,A,0
Hindu,Hispanic,-144.0830965667295,C,C,59.669916380017064,-85.76172357946365,-15.503103588662833,E,A,48.923827019546316,-40.78372729577131,A,81.55686088623854,B,C,A,4.577700343007842,B,-38.83413932676297,D,0
Other,Asian,-62.844336960106986,B,E,-94.54308456667218,64.74134940374614,94.92371017115276,B,A,-148.79375476465967,77.79870632063388,C,-26.843128950023825,E,C,D,-6.7910346894222,A,-91.32271753085358,E,1
Jewish,Other,62.35511946325405,B,E,108.87430618110645,-0.913692067063084,228.1294678483224,D,E,99.84014041175219,28.05474837406756,B,-39.01562021669868,A,C,C,38.623821313943075,D,-75.10551156906911,C,0
Other,Other,-1.9899508622960749,E,A,-108.18728953398752,5.0454298024943025,46.32661170250854,E,C,-36.06303368464101,-105.66127280329984,A,-221.52370825932982,D,B,D,-151.32952450781224,E,-69.76333318495813,D,0
None,Asian,173.8064064499529,C,E,19.67673782014957,141.8605327019199,68.69047278603887,C,B,-181.67615556405912,108.52357899965259,A,-26.800909277653574,E,D,E,29.7678298880254,B,81.06188919526537,E,1
Buddhist,White,-171.44020787244617,A,D,144.05848404316254,26.214811643357972,-49.49722037092418,D,C,93.37544234764358,-32.315497352900245,C,45.52649040836915,D,C,A,-56.49029106353064,C,-47.51294305079938,C,0
None,Other,100.03600820715523,A,E,4.2989078913019165,18.92826026914297,-17.710521902305246,C,C,12.358774789236133,23.745451942765964,B,235.3323668813927,C,D,D,81.22616443253774,A,29.273748743608856,C,1
None,Asian,25.072812715378262,B,E,38.391532994840404,35.25160089130053,-69.76829453462621,B,D,-28.340670815191178,38.41040713569914,C,-27.206180645027345,E,A,C,34.11779152534131,D,-195.57611301303163,D,1
Hindu,African American,7.598785921187938,C,B,178.31889835717948,81.73921887639885,167.47426772983874,D,A,33.79037926223135,-70.15244303508327,E,150.6854075413925,E,B,C,-57.0176325170632,E,65.58359838437669,A,1
Other,Hispanic,138.59069421389145,C,B,108.1246054347271,-79.63058030003768,-79.12515923472027,C,A,128.96821774741124,-0.12331949716380802,E,-26.046592048693917,C,B,E,-118.40596354242159,D,37.10435707612206,B,1
Muslim,Other,46.09557941585505,A,D,-15.735857830820029,92.74278427708313,-76.74660943908326,A,A,-104.70553072767403,-38.3581899937898,D,40.70282760583371,E,A,D,107.7886225609595,C,-42.51345448451998,B,0
None,African American,-185.9830325157507,C,E,21.20881459635292,-8.495204862059774,167.1713720002039,E,C,19.269245788093123,14.252054851114348,B,79.63114819584138,B,C,E,-10.982327914101027,D,4.073531565066244,C,0
Christian,Other,-22.450316489602194,C,E,-162.0638208362456,48.95146199003486,-76.80898538785573,C,B,-51.83760379145086,-65.37272016490306,E,50.72099023042354,E,B,B,-94.67248915144862,D,-35.24118239213443,A,1
Muslim,Asian,-52.103098874388245,D,E,227.34814457897824,-115.42533410333762,-37.302063947745715,E,E,12.100166445657415,33.15988143496281,D,62.295194142139806,B,E,C,-75.61689887362522,E,91.02857485411285,C,1
Buddhist,Black,-94.3799045551835,C,A,6.826168184201255,33.76482868262236,194.87043691078858,B,A,63.64321483202063,43.94297514641409,B,-23.150496590569976,B,A,D,70.23280870803033,B,164.0154560345029,B,1
None,White,-21.16586119671323,C,E,130.10527641853554,-51.601081140916264,30.637768615930366,E,C,-18.762633539431626,216.44639667893486,A,-42.08681050916356,A,B,C,-4.068180446195786,B,36.20954385310162,A,0
Hindu,Black,94.53613354408765,C,D,-74.357942999348,1.5564341649754745,17.316710718132295,D,E,198.9914857897213,9.290116885587905,C,-21.9836301337598,C,B,C,-71.34446828086354,E,33.05324138304954,A,0
Other,African American,-97.04104683958502,D,D,6.515488156687127,24.789170353262303,77.62875648531593,D,C,6.141141373193296,-55.05162271232751,E,-79.41948507109556,E,A,C,124.29256570078093,E,171.93421398690646,E,0
Christian,Hispanic,-17.348377487919187,A,B,-48.14880317942193,-58.561510014554806,-154.62083173819573,E,A,-151.89146631346864,-155.61092362099035,B,31.245048351796555,C,B,A,-93.48504271233254,E,-112.360487071965,C,1
Christian,African American,-149.556600983214,E,D,118.06257184391498,-111.36126323485595,-87.44470478154285,C,C,11.822929228512082,76.43529616448919,D,112.50223230446517,A,C,B,-151.22015076435702,B,118.33573565641713,E,0
Jewish,Asian,-60.59235626262692,C,C,77.48990574050022,139.78879562720354,42.8591396046457,A,D,94.72173830042064,-74.17329981383017,A,113.14239512521351,B,C,D,93.50762452803924,D,21.02817400439483,A,1
Christian,Black,-115.33190850767457,A,A,-29.09934878616171,78.13567492987427,57.77328357469085,D,E,-225.41634927203575,27.22510868684949,D,81.78550935837407,E,A,C,-46.35868572585349,B,92.40102540967888,B,0
Muslim,Hispanic,159.81030419824987,D,B,13.24393530707851,-309.3466814688523,-65.03052900452384,D,C,-96.21787599871465,108.96026182664966,D,-16.500000020812195,B,D,D,0.5784228258324106,B,-33.721049892097504,B,0
Hindu,Asian,-125.98324858275136,C,B,73.61292146305955,-110.88179725566339,-129.0036153043048,D,A,-134.61579268414195,62.30361364274819,B,173.83987878334148,E,B,A,0.42677485606567356,C,77.66303134641707,A,1
