Veteran,genero,age_range,Race,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
Yes,Other,26-35,Asian,-159.53341442421305,-84.89491911142956,C,-44.60414758601337,-36.71484797884086,-94.22572982514966,1
No,Male,18-25,Hispanic,193.18587625863617,-36.63214803140581,B,24.360276566470127,-41.483121806886345,-110.06704341669122,0
No,M,51-65,Asian,68.28056382994536,-25.27885838770119,D,228.45623758898319,68.60295897577028,78.88950930947897,1
Non-Veteran,Male,65+,Other,-71.66952122422863,153.32449564243265,D,155.17479681184068,-11.330064760183484,-141.89394758566246,1
Yes,Other,65+,White,-227.3537931206226,77.94381097950516,E,35.20354536679561,-151.16359453258525,-59.52709087751561,0
Veteran,Male,36-50,Other,-145.7695658559685,74.65159386693138,C,-188.11342411621203,117.74933375383239,18.530021963353033,1
Veteran,Female,51-65,Hispanic,35.28985691725881,-90.47080539681806,C,-153.78703077656004,-25.06333363996025,-82.83719022810736,0
Veteran,F,51-65,African American,111.14301721412416,-161.329527398253,A,98.65832120844502,-49.557071488338515,-40.31241168363981,0
Non-Veteran,Male,65+,Asian,-171.07642352973176,-44.773450710183795,B,-12.068535110732519,190.48150389022624,-2.172567999960175,0
Veteran,M,26-35,Black,-175.18591771461607,78.2982535314718,E,21.94258836098585,-54.3871282865367,-14.297170687910501,0
Non-Veteran,Other,51-65,White,-31.446280102776548,-77.77935907457504,C,36.2266696831819,5.27233837169504,11.96416699692801,1
No,Female,51-65,White,71.75897449101676,-22.60133821632606,B,-3.277605873575008,13.63439315126219,17.349267947780127,1
No,Non-binary,51-65,Black,72.88871940732017,45.384722431244306,D,-60.42121502812322,59.50681134233511,47.57077079693533,1
Non-Veteran,Non-binary,18-25,Asian,82.04343725391871,48.67481095483525,E,222.5330979298058,119.80346693499351,-183.36197251055208,1
Veteran,Other,26-35,Other,-12.878044716725887,67.51190138882272,D,-91.18823312058066,-1.0441537744392673,55.657434114312366,1
No,Other,65+,Asian,-79.08211971306783,-3.0680224508483134,D,-16.33419410966391,-101.12498007640065,-73.51146538663517,1
No,Female,51-65,Hispanic,-63.72293039104379,-44.198056044041465,B,-66.04006804536733,-113.63621670467006,4.003038342405897,0
Veteran,M,65+,Black,-66.159670265527,-69.47257656482996,A,-68.78341880515626,68.5850145860755,-58.86959769849378,1
Non-Veteran,Non-binary,18-25,White,-24.59379276515354,74.42233929600452,A,41.27081703690727,118.95181049212474,147.62746671897148,0
Yes,Non-binary,18-25,Hispanic,-77.18083741391449,-77.50115227606635,B,-2.290709549819247,-140.87681108320447,10.754185544012088,1
No,Female,65+,Black,161.3936887829669,87.00944738383814,C,-1.8751169917656345,-33.92056940817129,-156.75754233907827,0
No,Male,18-25,Asian,79.2988691244787,-35.03452128756465,E,116.1141864723681,-173.22058176347548,95.4844466824221,1
Non-Veteran,F,51-65,Hispanic,-181.1791444951768,-22.52042743198536,D,121.5352930896581,152.30980993959093,-116.22557516791679,1
Non-Veteran,Other,36-50,Asian,-64.67729108087717,-44.671121807473405,D,-24.974641124227627,-41.909910160344474,27.273629092453216,1
No,M,51-65,White,-9.903709914198233,-89.93971280025262,C,65.81929208439678,175.16041700330715,-47.615701212169355,1
Yes,Non-binary,26-35,African American,6.390598877004095,70.94143133143528,A,74.35164912073303,-127.28128099558187,-25.91491343791914,1
Non-Veteran,Other,51-65,African American,15.735703951402009,168.30472480790684,A,46.473289877884646,35.24753160332785,-149.65701157094176,1
Veteran,Other,26-35,Other,21.36514849668091,-144.1390777867555,B,50.32896696022996,44.668234245660734,25.63531401135894,1
Yes,Female,36-50,Asian,-172.47134818541582,-63.246230594953715,D,-222.34556451997344,-14.927026179718114,-34.3353194951234,0
Non-Veteran,M,18-25,African American,11.838677262605758,86.25553030140021,A,70.39196464941459,86.62728941894717,199.449523792469,0
Non-Veteran,Non-binary,36-50,Hispanic,-3.363303302785919,25.563244651483185,A,151.1949169030452,147.19821929589358,117.30634328360163,1
Yes,Male,26-35,Black,-94.61593601514174,41.89258721400335,A,-33.375977992016516,143.61368312378914,38.12691318559413,1
Veteran,F,18-25,Other,-123.38786607417423,-196.76372526667615,D,56.37648391675939,-91.24440336689334,-145.38248606341736,0
Yes,Non-binary,18-25,White,-129.5872050672943,71.22866652435668,B,-88.40924483708886,65.9535891785039,111.87292946528615,1
Veteran,M,65+,African American,169.47257290247674,-84.82099976349541,A,-23.417479134802896,-24.751500498356656,-53.43261270257194,1
Yes,Non-binary,18-25,Black,-44.08348519204039,-113.32750443425014,B,37.15608527030565,37.00357493783779,61.899107562291334,0
No,F,65+,White,-321.41617680064417,115.13789580324128,E,-78.13843159708156,-109.18282863193349,4.926086854252493,0
No,Other,26-35,African American,18.94480551499399,23.160972381986127,A,-66.85355650601961,-48.55696051748622,17.31800007735066,1
Veteran,M,65+,Asian,145.00591037354533,-61.746452928238725,A,15.156258662896402,182.68561375841813,-54.16293570849302,0
Veteran,Non-binary,65+,White,-100.32803745217502,26.811819078453325,C,-69.83007486353542,62.515757901280935,156.4893254764183,1
No,Female,26-35,Other,63.60196941807597,-6.260599021186689,D,70.16096442183742,-142.3693848771756,-10.044210605097302,0
Yes,Other,51-65,Black,98.70777363517448,114.03739118020289,D,-78.17052368810089,-141.94288789499265,62.29839431064188,0
Veteran,M,36-50,Black,9.111163075629367,-123.53813474319315,C,-32.7747161209038,35.79757643606374,-7.221611334491486,1
No,Female,18-25,African American,-47.916707067831645,-68.6509034011349,B,-56.95110060549794,112.37843617763323,110.79664693536648,1
Yes,F,36-50,Asian,-37.54586614827639,5.445259137025911,D,-174.92018528377196,11.726348664551276,92.16822508595583,0
Yes,Other,18-25,Other,53.22974475969349,55.97988432790355,E,-76.93628989353762,-104.46707364198522,125.73539191384549,0
No,M,36-50,White,-51.81082143247712,78.08931448335031,D,63.92423399585267,100.38489893515876,-35.127266838938056,0
No,M,51-65,Asian,-87.43574837192432,-4.545357578588273,B,29.517109062829462,102.87994501836523,-145.1403221901259,1
Yes,Female,26-35,Other,-91.0708848047002,6.388613499760545,A,-28.284442275549853,17.910368452861178,52.85405627603345,0
No,Non-binary,26-35,Asian,-14.974242173532831,-35.575847580013196,B,-51.82124638770795,-88.71514891100138,80.13970498463998,0
Yes,Female,36-50,African American,40.53092269375924,-142.58832758610583,A,23.66479568553094,-87.95212404810032,124.98141194377979,1
Yes,Male,65+,Hispanic,-156.41452659605596,215.2995550999054,B,-36.53532406559139,-53.05476412966168,-25.944194477259703,0
No,F,36-50,African American,-47.395671479612844,-174.0039141751922,C,-38.759820077071154,22.155930058865103,115.50032386776785,1
Veteran,Female,51-65,White,118.70855551914379,-138.58638564321805,E,143.40387835521406,-14.106336810767658,-136.6061207233528,0
Non-Veteran,Non-binary,65+,Other,167.9176942062837,-96.05632249065168,C,81.98536818416585,136.88836004883393,49.26741686686885,0
Veteran,Other,36-50,Hispanic,112.15747149288538,-39.303820572093514,D,69.73475175666482,3.290149274660302,15.202969971419844,0
Veteran,Other,36-50,Asian,56.65826139281938,24.227590838574812,E,-138.9776319720714,17.36854817194782,-96.55757109413268,0
Non-Veteran,M,65+,Other,37.27745130381692,-174.04173941237414,B,163.94966201846282,-90.97246118232435,9.918538744255102,1
Non-Veteran,Female,51-65,African American,-42.27501316932628,104.5482890072168,E,-42.42199332911282,-59.192101243521186,-58.64675882579691,1
Veteran,Non-binary,51-65,White,-24.863372304465635,-96.09938265956114,A,16.02189161218164,32.744496221544416,60.32620907317966,1
No,Female,26-35,African American,-163.20487126546087,-229.93073308421836,A,-141.88929071959313,-18.376183732155557,-69.09275239102548,1
Veteran,Non-binary,36-50,African American,-155.68255511399622,-102.00744041408127,D,151.94027433177155,-167.0652747429603,-13.918629012524816,1
Non-Veteran,Other,65+,Hispanic,40.677170565658294,12.261513036636124,A,-151.51013655626878,94.93682487924565,-96.07943245906102,1
Non-Veteran,F,26-35,White,65.50483203725796,-23.615424580263635,D,178.0931039749734,-187.61879075616696,-171.3764873957263,0
Non-Veteran,Male,36-50,White,56.12570910989293,-28.896271964403965,B,115.37153036336359,-109.73352870173221,160.73557477974728,0
Veteran,Non-binary,18-25,Hispanic,100.4960162999497,-110.97244580889442,C,-33.912950260983735,143.97953361150596,-267.5136409065475,0
Non-Veteran,Other,18-25,Asian,-63.672740022496384,133.12627195013013,E,74.52476520535481,19.43846135118659,-140.85452815301517,0
Yes,Female,65+,Other,20.608406158548306,130.86107347815067,D,-26.76782827363861,126.84103016549102,172.9565459889155,1
Veteran,Non-binary,65+,White,-110.19595927278078,-140.55759855259805,E,50.051082860841674,51.08141921802664,-24.670802455036792,0
No,Other,65+,Other,61.14210341301655,23.64423304214206,A,-252.04390947714077,40.76589393751818,171.4963909586666,1
Non-Veteran,Female,26-35,Other,-163.98396837349546,-74.47978601884091,E,83.91461339668285,6.758272134406706,-167.31941958639445,1
Veteran,Other,51-65,Asian,-48.21224526064231,221.57872665152624,B,116.6877023748278,-274.9286297296702,34.593967741487916,0
Yes,Male,65+,Black,-236.43299215855453,-89.97870001113814,E,-102.1150247300017,-1.7687357476163548,-97.62542441307717,1
Non-Veteran,Male,36-50,African American,113.75394649080144,-101.73446728662168,A,71.0949861423721,-210.92552247286324,-22.363675155767464,0
No,Non-binary,36-50,Black,-93.53143863356689,-71.77873686243173,C,27.96035751656954,-112.68567428905747,-7.511618528313935,0
Veteran,M,51-65,White,102.96248893957689,7.788379995455327,C,-120.80610879681655,-45.200401209650366,25.664045286942272,0
No,M,26-35,White,-30.043593361287712,234.5841947380641,C,-105.94449682480706,155.05178170755246,135.5895526493239,0
Veteran,Non-binary,18-25,Hispanic,-138.09953186739898,73.84348504910434,B,-258.9840876862151,-68.12289385655109,-304.4858952955306,0
Yes,Male,36-50,White,-92.59471648911202,17.31605183284466,C,21.58793387971315,-11.636035741884228,-38.050490340288626,0
Veteran,M,65+,Other,39.79702787855398,-114.34285744474614,D,-43.99285306865244,106.77028425954501,88.44973699169749,0
No,F,65+,Hispanic,28.861380636187405,-121.95753387055765,D,-37.34396750272737,-72.75798037984322,97.23890067939573,1
Veteran,F,65+,Asian,24.406124928060123,57.33365944352261,A,0.47028171397006163,-7.261138555321748,-218.74548508950932,0
Non-Veteran,Female,51-65,Asian,95.42096284832591,-67.76613150601717,A,-39.071210986883735,-165.0395700972939,-93.40005763830658,1
Non-Veteran,Non-binary,65+,Black,107.80676238724712,138.880081383512,E,221.61335011164383,21.05802099119105,47.56106321194276,0
No,Non-binary,26-35,Hispanic,-135.48633421606417,-6.179981947116363,C,4.446688416305829,-102.60890715679002,-188.4874542414814,0
Non-Veteran,F,18-25,Asian,209.54268256649172,81.16471082112483,A,-93.01515158529409,-47.938879902514195,-21.478551002407972,1
Yes,Female,26-35,White,-86.33464441585637,-29.096100526438782,D,25.954661093384644,17.404536519180848,-44.62883937031894,1
Non-Veteran,Non-binary,65+,African American,76.6848595143114,104.79997762163545,D,72.13576120730703,-53.7598300733931,-85.74855515787682,0
Veteran,Female,18-25,White,28.628809219107037,-22.98772713276264,C,-109.61341549023558,3.073085155199812,80.77635888018605,0
Non-Veteran,M,65+,African American,-237.0529242084356,-71.19105140271992,B,13.380597462105422,30.509818914965425,25.47997755036947,0
Veteran,Non-binary,26-35,African American,-234.21571055752452,219.7411174409201,D,169.54673904107494,-288.2025440597924,143.2286152013634,0
Veteran,F,36-50,Other,-8.138488820873022,109.60206997485184,E,57.75825547813002,-8.363264225271493,50.67159303753863,0
No,Other,18-25,Other,-208.03041482483647,-57.09681180600904,B,-151.3381285593849,168.24779143816144,-226.01635753316788,1
Veteran,F,18-25,Hispanic,47.97317770167476,-35.621909938710814,E,42.93450289605098,71.71171384757449,38.2781945380306,1
No,Non-binary,26-35,Hispanic,-74.30554025456118,7.57869254177832,D,-207.1798867322236,-90.05705769653784,-39.10824557780776,0
Veteran,Non-binary,51-65,Asian,-143.64187684819845,-67.41869127578794,A,-56.59371549661767,-27.715611136929724,18.153873291204622,1
Non-Veteran,M,18-25,African American,-47.28730030145441,-17.462945351986583,D,25.90652090812099,-50.7570330996148,-26.947543519046548,0
Yes,Other,26-35,Black,-33.080294055762785,-150.2244707903782,A,-71.76363707350737,117.62626668094,-91.84588950201005,0
Non-Veteran,F,18-25,Black,0.3820501936482335,-91.09360849128184,A,89.40144145130232,90.65822478452709,-79.35968255111715,0
No,Female,26-35,African American,-46.26182364910222,14.877479539193358,E,0.30702216597679644,57.79895174226003,-82.16667139095397,1
Veteran,M,36-50,Other,-58.65329591255822,159.80296928199812,C,81.33991891856725,-9.884766236100564,-100.62975419996508,1
Yes,Non-binary,36-50,Other,-112.37243666617272,41.747374339376314,D,76.09344525439433,-16.848878672186,-115.78255298984136,1
No,F,18-25,African American,43.79089653086539,84.32117028638078,D,96.32806482092387,13.702348820635518,78.86279595629581,0
Non-Veteran,Male,18-25,Asian,131.55279715956598,-74.07005094804958,D,19.15319811913161,60.55885652598576,41.67110517012151,0
Veteran,Female,65+,African American,-61.72320654423902,-59.075024021113734,D,155.2560761841637,97.24644832924632,116.90620175976312,0
Non-Veteran,Non-binary,18-25,White,-43.12495485712794,218.50580133414815,A,8.761084992083054,37.430960857988566,-9.203712484275805,1
Veteran,F,51-65,Other,115.24416377124061,81.49064067009823,D,1.5152266573794924,31.889987590521667,42.99989986901694,1
Yes,Female,36-50,Asian,54.0025944835811,-155.2341206031706,B,-83.88868288311306,-107.46211719441916,-68.68661167045269,1
Yes,M,26-35,African American,-83.20335911635487,-29.69440517928037,D,127.57087556252725,52.0249334258289,33.759590755865624,0
Veteran,Other,51-65,Hispanic,-172.0811340707423,-62.77363033294612,D,79.5061769311879,-54.07807066758006,103.39130052657299,0
Yes,Female,65+,Black,135.92122376035164,-3.4090553701849906,C,6.894937949053979,-163.47143625574518,56.54162344525192,1
Non-Veteran,Other,51-65,Hispanic,123.11406116553682,118.03362503783572,B,-92.94312579900614,-153.3840215703353,9.877608808047018,1
No,Other,51-65,Hispanic,12.406928149163171,19.72819699001437,B,-41.23717891224669,23.049657091135614,-60.78614688919687,1
Non-Veteran,Other,65+,Asian,21.95430560077987,5.486703871199711,B,-87.26165628713981,-11.850795524832346,150.5240456212474,0
Non-Veteran,Male,65+,Black,-3.3650010451765286,236.23983300272897,B,5.914126010509554,-29.202595796438562,-58.4847894109514,0
Yes,Male,26-35,African American,-63.53290184372188,50.905232873789906,E,2.0249596863304022,-88.55901125973648,41.402030136675684,1
Non-Veteran,Non-binary,36-50,Asian,-55.8702116109718,17.431126986899383,D,26.270912453164097,5.608057293402047,-58.61849544580798,0
No,Female,18-25,Hispanic,68.58253977802742,63.59289527138361,C,40.055187503004284,-4.18686122710204,47.87152389377692,1
Yes,Other,18-25,Asian,-12.530677102011264,43.07735153578345,A,-18.00347329224126,11.703958015443087,135.37762254013487,1
No,Male,26-35,Other,-9.207225848202674,-45.38896489035641,D,61.7839056926895,-99.63493005365153,-68.45223817264852,0
No,Male,18-25,Black,-85.21214040217468,-1.8780391899466113,D,19.348831170471236,82.31752510458908,32.199721072393416,0
No,Other,36-50,African American,-69.09976208535973,53.62731677876585,C,139.74549957697803,147.5931896929306,123.3954494595127,0
No,Non-binary,18-25,Black,-37.979425559061944,91.94306418757616,C,-1.8807680913126326,-53.00190832432246,135.81225714167866,1
Veteran,Other,26-35,Black,-127.30554623211975,-63.52190432418669,C,-184.19989701619056,-48.82492595469861,-58.86613371205181,0
Yes,Female,51-65,White,102.7719804335473,-121.76933673686652,B,-153.74351201870397,-80.32868655977006,32.8660778879131,0
No,M,26-35,Asian,96.33575008386724,74.48029614095041,D,97.41256333900861,-111.3497800487705,146.08820582949514,0
No,F,36-50,White,136.7952266809775,16.50868612421225,E,2.0052556195586067,-200.1405455424678,53.715401793347596,1
Non-Veteran,M,65+,Hispanic,227.95159330968264,139.8120288607824,C,61.387476393914675,9.54846725653575,-58.553620734544076,1
Veteran,Female,36-50,White,-151.91757208720165,57.55733721419533,C,-175.20685679451668,-21.844884456537535,77.47666938591453,1
Non-Veteran,Other,26-35,White,15.411412586892142,15.95672079522621,C,122.5391407018521,52.0150841028262,19.713591318746115,0
No,F,65+,African American,-101.39824193483713,13.777194953534103,C,69.22795801016277,-268.10995554226696,26.420164500594474,0
Veteran,Male,18-25,White,67.2734730342223,-82.96074642647707,C,197.56130316050454,5.514783525829671,-24.662162318724956,1
No,Other,26-35,Other,-114.92211367040497,-23.1456575289581,D,18.73992636942761,51.84234738545249,100.85346675842246,0
No,Non-binary,51-65,Hispanic,-174.09845333202304,26.688771714140564,A,104.29969870776236,-98.17543453511608,-59.59958022358646,0
No,Non-binary,36-50,Asian,85.96304578426816,44.47499098399936,B,316.0118818830867,8.645060743305818,-10.329894092896817,1
Veteran,Male,26-35,African American,27.910834491551846,108.51788016986758,D,262.9037342452333,-2.1399557183400737,-88.37762946468469,1
Non-Veteran,Female,18-25,Black,98.53630574429017,46.20810123132631,E,165.71829147006378,121.7143851414946,-62.38283086265186,0
Yes,M,65+,White,3.5585390170402382,124.42932245355385,A,172.0977738344926,21.06681918354517,138.09596777131136,1
No,Non-binary,51-65,Asian,89.73349526413024,130.04293939486743,D,49.7554543674994,6.458295964941446,-9.293733256479406,1
Yes,F,18-25,Asian,45.611981059309706,14.712002224731277,E,2.9505305244615,73.83667403632008,70.30570053836374,1
Non-Veteran,Male,26-35,Black,182.1700514653512,-11.22026638715434,A,49.054705089420466,53.45241675526954,-53.61284314325337,0
No,Non-binary,26-35,Black,-36.31233206362276,5.820148693223898,D,-29.569262377584092,18.628475857803704,41.15988994420292,0
Non-Veteran,Other,65+,Asian,-74.61280522007257,167.9757890468565,C,12.379993464577574,-70.3507968131731,-74.98049842486749,0
Non-Veteran,Male,65+,Black,-79.5554519420138,41.60800396560747,C,80.10799747813843,-36.43515191744326,62.15149813272455,0
No,Other,65+,African American,172.69565186908608,48.97172386174932,B,189.5647728522603,-60.240256286621374,113.822703417508,0
Yes,Non-binary,26-35,African American,-17.272838955223005,-57.76083389140514,B,33.207925994048836,-26.2209915761424,55.280377331308536,1
Non-Veteran,Male,26-35,Black,186.25639035465932,-76.98347506330158,D,-79.22219786092315,104.00465081873138,81.12654521573235,0
Yes,Non-binary,65+,Other,90.32859476766333,-138.41147841939085,E,-141.45738129166836,20.93734408787534,-53.62607779809794,0
Non-Veteran,F,51-65,Hispanic,95.80698781155068,-99.51435120327008,A,43.97982593805939,4.915882714879224,6.626354820728,0
Non-Veteran,Female,65+,Black,-34.622805478841386,-90.28574885331462,B,96.6876578324418,-155.8017715803575,57.41694561609722,0
No,Male,36-50,Other,-34.25704043551383,-86.54207979558531,A,-25.418835230952258,-270.7946546085043,-139.389766108839,0
Yes,Female,51-65,Black,33.83951272604112,138.40537184836984,C,139.69553056217316,-124.01874282719574,144.3401506703743,1
Yes,Male,26-35,African American,49.546619046254264,61.545866153780146,D,-50.14941605932166,16.59567063303027,98.00164869071445,1
Veteran,Male,36-50,Black,107.5686806604387,162.82530579740163,D,163.5475070691293,-105.40072268807934,-57.20062202427755,0
Veteran,M,18-25,White,216.0860109402736,127.37567736674113,D,49.277448922523995,106.73479117839852,-35.6578545851319,0
No,Other,51-65,Asian,-76.21677820808729,150.64533615590426,B,-10.816339534911947,-68.70981611788703,234.69060806862507,0
Yes,Non-binary,18-25,African American,-95.3344175933499,-102.56588776749157,C,61.63373816609333,-134.19229115166584,169.60279223848465,1
No,Other,36-50,Asian,144.02032563859842,-36.71119710540404,E,-78.51245952514513,9.673376467211206,-27.093050720588625,0
Yes,Other,18-25,Black,-145.68553747388398,169.42073845018416,C,87.19755935006638,-91.32314451663477,-27.79412904039252,1
Yes,Female,36-50,Hispanic,57.126037790629425,-105.44919640870252,B,5.477684526753679,-219.68664456911546,98.57946072523345,0
No,Male,36-50,White,-103.91022797268208,202.74238224845732,D,252.34119142604433,1.6553046869753407,162.35702447848195,0
No,Female,36-50,Hispanic,-8.299170745437554,5.376627850869264,A,-19.224687947438017,-122.4778681649418,-104.53076979343436,0
Non-Veteran,Non-binary,36-50,White,75.11435786044468,-75.22235488167838,C,39.94956064234943,-139.15980386890297,-11.216143661970863,0
Veteran,Non-binary,26-35,Hispanic,-127.07350226301199,-79.19561045186587,E,-141.66225405631386,-121.14806067444464,6.052914189424741,1
No,Other,18-25,African American,-117.5319087941556,27.284233274775893,C,-24.78852215787158,24.329655433734914,-37.05078176435539,0
Yes,Other,65+,African American,-103.14166645949798,-4.8308501045906045,D,-12.832482983060306,-22.227563475533017,-126.10974616837586,0
No,Other,26-35,Other,62.32868835445421,144.9709180999857,A,57.74584999800242,117.72181865684755,-64.21004344446555,0
No,Male,51-65,African American,135.89983998347265,88.27475414855219,B,113.79689638416193,80.94795965832895,-197.65967189335305,0
Yes,Non-binary,65+,Asian,-7.901049078301235,-34.80165852355097,B,68.53986742896572,-16.01561433119447,108.8719509825131,0
Yes,Other,36-50,Asian,45.42765550730154,11.97476197162468,E,-102.16765617197755,-82.62202990368893,-82.78122121923896,1
No,Female,18-25,Black,80.72453376306761,-58.359627063366936,C,2.4559752458055946,64.31486719619598,-64.9798966525493,1
Veteran,M,26-35,African American,-5.971248875839722,-44.294095133395004,C,85.50436174811648,-75.07764344815652,-55.43593383974631,1
Non-Veteran,Non-binary,51-65,African American,59.724150080043906,2.5864482241093407,D,-31.979298017294315,-48.382241439541716,210.7564828847777,1
Non-Veteran,Other,26-35,African American,-14.772393178625295,66.11305773839155,A,-71.99219093921462,16.24837853332016,58.267793408305714,0
Non-Veteran,M,51-65,Other,-107.41631816713965,121.18364538368958,E,95.56785782050329,-146.22670685446002,-4.668810353805256,1
Yes,Female,51-65,Asian,-82.41935194260375,75.15442730497975,E,-3.5879047429794997,65.12614842157099,50.59042418371642,0
Veteran,Female,65+,Other,-149.91499503332008,162.72633581033244,A,180.74729906453257,-16.003178979367767,162.5070028955666,1
No,M,18-25,Other,48.4268354308732,-95.52987665925252,B,74.34280330462498,136.66540555140443,-33.292113094814596,0
No,Non-binary,36-50,Black,-195.93972901213684,15.207932747440884,B,16.800755692928746,114.37466741791376,-225.49534692422984,0
No,Non-binary,36-50,White,-30.08927816626359,-87.58118514437707,E,113.2468871002194,317.0638990011819,219.19604862444598,0
Non-Veteran,F,26-35,White,117.15209964284587,-10.256092607959271,E,-143.7135127643186,16.321963004321447,-48.06397256121356,1
Yes,Other,18-25,African American,-0.47490211741573224,-19.80885502514384,D,-191.09415001410315,43.07779080160323,125.50287951764336,0
Non-Veteran,Other,36-50,African American,82.04401466800427,45.9541373817805,A,53.81789389627723,147.37232357768332,-56.67036038392842,0
Veteran,F,36-50,White,114.60984095721973,225.34103297172865,A,207.34922056165536,134.3118527555567,-233.93899656667293,0
Yes,Male,18-25,White,115.95248903809686,173.54062340048125,B,31.064054106284733,47.976653187031346,202.27825713510148,1
Yes,M,18-25,Hispanic,86.13086679073498,-132.37984686675725,E,77.2506824491592,13.20388921581152,-40.5383609642657,1
No,Male,36-50,Hispanic,16.592853917742765,-114.9609659648751,A,71.28789033762305,31.808071219356606,91.29502138528618,0
Non-Veteran,Male,65+,White,109.1249743692474,84.16156577667927,B,-66.71307466908952,33.502663012373006,-33.255858312432565,1
Yes,Other,18-25,Hispanic,33.682063461990516,-0.9972798126591598,B,-29.16455418457351,24.508511898725903,14.892554187984167,1
No,Non-binary,26-35,African American,-54.99190418112884,43.46623633922316,E,-24.625711752846243,166.57366817199133,-51.80800532213363,0
Veteran,M,65+,African American,-19.621417095344366,-86.23152339230207,B,98.68034960922711,-58.078555536335145,70.21222992718329,0
No,Female,26-35,Asian,-247.54128065829568,-116.3541623092089,C,264.52913546673307,91.41736183029566,95.98196235266545,0
No,Male,18-25,White,134.73300474347704,-24.89054543913145,E,93.47208275117566,79.34647253113263,-81.89024181895236,1
Non-Veteran,Non-binary,65+,Other,40.094892375348486,51.18852688959792,A,80.40148778496047,5.934310740955608,66.93032109264378,1
Yes,Other,51-65,Asian,3.0134948797668812,155.85325570007942,B,-232.65159157272697,-17.179594173687093,-146.8110797285502,0
No,Non-binary,18-25,White,-49.51969787789536,-46.7718057064912,B,-65.57978442639065,-8.348244888579682,36.3493994728143,1
Non-Veteran,Female,51-65,White,-214.08840778557567,-8.411929273734438,A,-48.84620253093863,54.40870463308095,-13.821947333263756,0
Non-Veteran,M,65+,Hispanic,22.36888870156867,80.62252110003712,D,60.0593956003973,-30.949294235233086,97.71324093988869,0
Yes,M,26-35,White,-82.81538414989159,-104.55366545849054,B,18.347428804415888,-24.440965923559226,74.66830511417974,0
Yes,Non-binary,65+,Asian,49.200287258961275,59.90866268328785,B,-42.942894684993476,-125.2919457123117,20.127304797905143,0
No,Female,26-35,White,-110.79213369182474,95.10550180306228,D,104.47186321969212,212.89922635371093,-52.092609771013855,0
No,Male,26-35,African American,45.836846247873645,3.281867250911199,C,-39.33361859924274,-6.7249318126655115,-4.496720771031295,0
No,M,18-25,African American,-8.935288407006876,17.42475091532108,E,-123.37152518409712,130.2466759656285,-20.9857612594472,1
No,F,51-65,Other,-157.49117434013905,-24.950534185288443,E,46.59777158011211,-6.060825720422131,-62.69845002257465,0
Yes,Female,26-35,Black,-65.19096883776886,44.927681697401596,E,76.84494435188131,4.3946386307968455,3.329349797069207,1
Non-Veteran,Male,26-35,Asian,-134.64930394276143,-39.996197930210364,D,-102.08226518383843,-3.8707571653118853,-105.63765114128047,1
Non-Veteran,Other,36-50,Other,-16.97404415706217,39.84204796057795,B,-34.524285539170315,-118.48189757897431,-128.2289910929429,0
Non-Veteran,F,26-35,White,-173.5412473051072,209.2238819526636,B,36.63428360906773,-56.03151213621844,-26.50217095439671,1
Non-Veteran,Other,18-25,White,21.52525397908199,-126.48684483113706,B,-113.96254182640646,-152.1364996390586,-120.21977183975514,0
Veteran,Female,65+,Hispanic,-5.910522673875855,49.504130842260814,C,-16.30354483681534,70.75708873588776,-64.79361988975076,1
Non-Veteran,Non-binary,36-50,Black,21.058771470573664,-35.09090234320603,E,3.06380530759335,-78.20494722996378,-125.81255116495052,0
Veteran,F,26-35,Asian,37.88121721828734,-140.82342438140378,E,160.43812930886446,189.82625266718222,-93.15765416625905,1
Non-Veteran,Female,36-50,Other,20.473970724945282,-147.1976499024608,A,122.5205506321348,-15.960427875316702,43.16161347928439,1
Yes,Non-binary,26-35,Asian,-97.12511945631407,-134.6597077419926,E,0.13279516427293456,130.63402821845867,41.3182071375365,0
Non-Veteran,Other,26-35,African American,-73.91457454732671,-156.7482375217409,E,-68.12410270783388,-188.44449936950872,-29.024843358163405,1
Non-Veteran,Other,36-50,Black,-14.634475288317041,-33.232763630190576,E,-133.50583169629692,-62.61454432333403,9.888484292307547,1
No,Non-binary,65+,White,78.4592174969567,-46.37845024670172,E,204.51761696732805,48.5644899393254,-123.86179400612416,0
Veteran,Other,51-65,Black,-98.47816472734891,-77.97548377346918,A,-52.82433517759188,-94.11099123989136,64.04063550094317,1
Non-Veteran,Non-binary,26-35,Hispanic,25.94597934489114,3.2399234228817395,A,-86.99096226738124,10.954349078026874,55.65938251694247,0
Veteran,Female,65+,Other,213.84626030336253,-68.88819286401691,B,-1.3708980155076398,-50.75209912738643,-78.6828575074391,1
Non-Veteran,Female,26-35,African American,161.59070447893205,73.00819592692037,C,3.0624679718611856,46.2927618148168,45.56083362767269,1
Non-Veteran,Male,65+,White,-66.13598447066629,6.11109712227232,E,97.04249664131238,-139.81427788391125,-92.32406346007554,1
Non-Veteran,M,36-50,Asian,-3.637019351992058,53.127685545208955,B,51.03465063075176,-91.60708676820005,105.7079370167649,0
Veteran,Male,36-50,Black,111.28210749383507,59.59569368155619,E,-30.326836596471647,139.46805926522384,136.26133384938396,0
No,Non-binary,51-65,Black,-36.72216432534932,198.15876581005648,C,-47.215890721395084,101.19763367792484,166.6627781643622,1
