disability,AgeGroup,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
Yes,18-25,-113.24346303142451,83.13979034545812,-253.88327778855967,E,-47.1182722005071,D,D,C,D,D,-200.11817922536684,B,1
No,18-25,-86.43488667512258,-34.35983926639408,-122.98341775966526,D,-148.9668681219732,E,C,B,C,C,-165.27871686123603,B,0
No,51-65,-5.299759029239222,-59.59837893571146,29.54011461902385,D,14.902505175494763,A,A,B,D,E,10.908667365771752,B,1
None,18-25,-46.72682325491039,62.62552822224716,55.20073000271858,A,64.89663340325512,C,C,A,A,E,-73.17657845822013,E,1
None,65+,-59.29967104204816,-253.16546180531088,-131.73372741834845,E,-7.364258778608232,E,E,D,A,D,6.5114275616328126,E,1
Mental,26-35,29.336674460344405,-182.87092723415873,48.886594724755184,E,-31.93062105340672,E,D,D,B,E,-115.66256303818037,E,0
Both,65+,13.577662220495949,13.082590794973841,50.32382185909226,C,36.74035871476961,D,E,E,D,A,110.66376473299113,D,1
None,26-35,-2.6661789459191176,-173.8175485946146,194.50899159502106,A,-73.2481240478591,A,D,E,E,A,18.210699072681667,D,0
No,18-25,-59.660387247508794,-33.026940291797416,90.09204898661382,D,23.04627634968936,B,B,C,A,B,-39.433263557102386,B,1
Both,18-25,101.77320019447602,38.73618031949719,61.35878324172974,C,216.66073110292308,B,B,B,C,A,-31.480766576555734,B,1
No,18-25,19.15144414378893,-30.486825376592396,103.35150476090904,C,-18.191117831203673,A,A,C,E,C,-30.712659296978423,E,1
Physical,65+,-81.8349678690184,-178.63371198963034,8.025829909477828,E,-100.20605198715207,A,A,A,E,E,-78.02204019337083,A,1
Both,26-35,53.555056603772734,-49.69746783543358,-144.6187560996359,B,-104.28613727898006,A,A,D,C,E,-124.87015165455679,B,0
No,51-65,-91.71579115506904,65.5337337003947,10.593521957778677,A,228.04308633780218,B,A,C,E,A,-10.073667040911795,B,0
Mental,18-25,-78.60167038425192,-153.9185164575987,-177.0032736953519,C,-140.15688722115397,B,D,D,B,E,57.02244227957449,B,1
Physical,51-65,-155.43112387121283,-51.551603910143385,-80.7011517083444,E,15.496526696995044,A,D,A,D,A,54.916402128150224,C,1
Physical,18-25,-25.990594624537657,-17.887066460728644,181.15181871952825,A,16.875978332282337,D,D,C,B,C,131.86273690189586,D,0
Both,65+,144.82305376134207,-96.57971944367544,-59.44337276362961,C,-134.80700626144028,D,E,A,B,B,-241.12534065602338,B,1
Both,51-65,78.43744296135762,-97.68881203784156,213.3692754310169,A,-148.37490747080759,C,A,E,C,B,145.44708175021003,B,0
Both,36-50,-9.002474311487497,16.720820741138525,-92.25271794072917,C,167.73063505333135,E,A,E,D,D,78.55312468082471,B,1
Mental,18-25,-40.1651842302673,5.376100713398692,89.33309871088127,E,63.28314238342286,E,C,C,E,B,186.24950524085108,A,1
Both,51-65,312.40288793223016,-20.40108208809111,37.18892578141889,C,9.215213840998642,D,C,C,D,B,184.60446689482464,E,1
No,51-65,-40.20362865978068,146.61612639785946,-87.25933260917522,B,40.389844892797214,E,B,E,E,A,130.8501392178463,C,0
Physical,36-50,4.833985979204923,-23.622446698528837,-36.59152989951095,A,4.084973990794208,C,C,A,A,E,-127.13149697957948,B,1
Physical,51-65,-88.20817921997582,-36.61968007532548,48.057240380568004,B,-46.12720311693797,B,D,E,B,D,94.01564035347533,C,1
Both,36-50,-71.48389824707255,-69.00898037138585,100.60821850785864,A,-28.418725445192933,E,E,C,E,C,-97.84303482046161,D,0
Both,65+,87.84610244898009,-52.0097072307234,-16.72272904974983,A,-179.42857898815797,A,B,A,C,E,170.16988863539174,B,1
No,51-65,-233.3670838368033,101.03953561115127,-27.79783194698972,A,-74.48239060746815,C,E,D,C,B,9.464520544186259,E,1
Yes,51-65,90.51753599892535,-6.244629704286763,21.53642275622498,B,114.51557173460965,E,A,A,E,A,-4.5679616784519155,D,1
Physical,65+,-50.362246689336956,22.286546450314322,-95.71059441288905,D,-11.536188940061926,A,A,D,A,C,83.86928906418656,A,0
Physical,18-25,-100.9651628245061,132.8003361047683,-136.34526235899628,C,216.8257243613411,D,A,A,D,A,105.9549837596579,B,0
Yes,65+,1.9203519820540516,-188.7215895210385,-41.929993365864036,A,125.71361507896641,B,B,D,B,B,-101.09669193838575,C,0
Both,36-50,-3.4860314866563926,63.937336853395145,50.51240068851316,A,-16.049985594947895,B,D,D,D,A,175.69393161884435,C,1
No,51-65,86.25380102157158,17.293069030065137,91.7730441691793,D,-122.61171596090725,D,D,C,D,C,153.18009136569972,E,1
No,26-35,-89.22213890568554,-102.99499632289337,122.1019281438181,E,-95.26746122079798,D,B,B,E,C,-138.13749580943818,D,1
Physical,26-35,-26.59451805947077,-39.46116669963956,48.066806822101064,D,-48.88635965394933,C,B,D,A,B,68.30676014234011,D,0
Physical,26-35,47.37740503959157,-59.954240160778674,93.88575450652918,A,129.32222745403166,E,A,E,D,A,58.79645137429586,A,1
None,65+,-32.95405714302594,66.982906003933,-51.90192215249259,A,-76.8304188624368,A,B,B,D,C,-109.88955869433003,C,0
None,51-65,-49.91471269163202,13.898272106358958,12.883810107916796,D,-82.14705388772543,A,A,A,C,A,-175.2753245315859,A,0
Yes,65+,21.018818740964136,-81.35276677876897,170.0525115763081,B,-76.19133850913961,B,E,A,E,C,-74.34537186133808,C,1
None,18-25,153.03139469772742,20.990990569518928,68.0481383758193,D,47.79482404438676,A,B,B,B,E,41.07847568728717,D,1
Mental,36-50,124.48134058810064,-140.1489648211938,-1.8801585522972484,B,-21.623345424068837,B,E,A,B,B,137.77399006805385,E,0
Both,65+,6.8038745836135925,119.60396853220936,-47.89532475596645,B,-187.65535982110552,A,D,C,A,A,-81.31704213092627,D,0
Mental,36-50,-80.39634357977894,100.2025437643464,3.882749337995603,C,63.990411413323,D,E,E,B,E,95.1021830388432,E,0
Yes,51-65,-60.29469983656235,-18.126679350854143,-91.15125818882545,E,45.90876407110612,B,A,C,D,D,98.23885208706507,B,0
Yes,65+,-187.37409636171967,-152.3093221470499,-3.7233473717206844,B,-14.824986514874183,C,B,A,D,C,-164.99012161825675,C,1
Both,65+,-40.206652804578304,45.37255328728704,-51.13182883001699,C,-3.11152049401892,C,C,D,A,D,-37.4883398474293,C,0
Mental,26-35,-157.15605974529132,91.59029318294107,96.7731524668379,B,-117.34807033078634,B,C,A,A,C,-1.3615565441616608,C,1
None,36-50,-128.9269186358272,-72.45563485842568,-35.76403496526329,D,98.45693303853929,A,E,A,A,B,54.23274434700514,E,0
None,36-50,60.046051511985695,-179.2048706304644,-7.033433823128645,D,11.301597295385077,E,E,A,C,C,-80.6436070409971,E,0
Mental,36-50,-8.291636857888774,-174.29748383438044,134.77721282592518,A,6.561978542336274,B,A,A,E,B,-264.86106852572175,A,0
None,51-65,-66.50769497364594,-51.43930238483336,65.74166642524277,E,-124.88003276807802,D,A,B,A,A,65.62564238969418,C,1
Both,18-25,212.2601165133462,4.721334049501782,97.36329052237134,E,124.29194821684297,C,B,C,B,E,-104.66017626443556,C,1
Yes,51-65,167.82351770402192,-0.7988579755285068,12.658651077052088,E,-89.50992186455068,D,A,E,C,B,-85.23783070809307,E,0
None,51-65,106.15311768548194,-55.65366978438168,164.82599584627573,C,-17.778103744861458,A,D,C,B,E,-24.287444464777366,E,1
Mental,65+,-93.02757927536993,193.22086577384846,30.063430005829968,C,80.49326985216362,A,C,B,A,A,-42.10392433325303,C,0
None,65+,145.83047098615543,-208.5100098549933,-104.73627140215723,D,-82.90526780471578,A,D,B,A,D,-30.896654166129554,E,0
Both,51-65,-12.592055982697591,1.6921612816175682,-141.52429614285265,E,25.696095506074162,E,E,C,A,A,76.22161852417035,D,0
Physical,65+,162.53537521567972,45.707501263224266,-24.306200027186744,B,17.433708302624655,E,C,B,C,C,-61.024294325096086,E,1
None,18-25,5.62520323018574,62.208599570202296,27.511424842569056,D,-154.17408713981692,B,C,D,D,B,-1.8686634993511915,A,1
Mental,26-35,94.65773037410823,107.38030328730959,77.41778333325728,A,-49.544991653458645,D,D,D,B,E,-62.23845852073031,A,1
None,36-50,51.33608835080727,139.96512496984099,55.08826206173365,E,48.41818585305684,A,D,B,A,D,64.9514917614554,A,1
No,51-65,5.569180141035449,-38.47723712310557,-52.5101982068859,A,171.31493646061847,E,E,C,A,A,41.37177758474465,C,1
None,36-50,82.85984735922872,0.14383707674032817,-7.873639321740833,D,-91.06272019427539,D,B,C,D,A,33.530268964734866,D,0
Both,36-50,-9.125437891871044,-105.72444705590162,-4.3763672647950935,E,-2.550201932249573,B,C,D,E,C,-195.81331672190564,D,0
Yes,36-50,-18.61922320365182,50.91971117585378,-53.06034351289609,A,47.44583086284791,E,C,B,A,C,-1.7974578315824634,C,0
Both,18-25,-45.05806827386558,-35.099606245301004,0.06724284350199373,C,186.9827440618102,B,D,B,B,E,185.53607375825908,D,1
Yes,26-35,9.043701517952476,115.57374122051665,27.067572945987095,C,-40.56136872548332,A,D,D,D,C,-135.11535915936,A,0
Yes,65+,227.59943288560245,-93.6452793855379,44.98168924173862,C,87.38048468218285,C,D,A,A,B,44.00743336626169,E,0
Both,65+,-44.68122552302851,57.10486558564156,-14.45048908732007,E,-5.860898165119274,C,C,B,B,A,-128.1021871409995,A,1
Physical,51-65,-90.69218480232132,20.75455079504006,-127.78910107004077,C,-41.79661454389924,A,B,C,E,E,-279.9218237502723,D,0
Both,18-25,-151.51332620858415,11.302410948644255,-52.7254146601074,B,87.60238065062877,E,C,C,D,E,-168.75888566583603,E,1
No,36-50,37.74624620367538,36.91643024023315,116.18634834062536,B,19.073468759853228,C,C,E,A,C,-24.728867164697157,C,1
No,36-50,190.15762448851555,46.73050907558476,128.26433575358112,C,32.97528027226163,C,B,B,B,C,171.85037719268138,E,1
None,18-25,-61.91642947738569,-48.911985804046374,155.52790895362315,B,-61.926696317364446,A,D,A,D,E,67.96545511442204,E,1
Physical,65+,-138.57725005908495,-12.224156481531615,8.183836173302794,D,-77.24223107672216,C,E,D,B,C,158.20416280764186,B,0
Mental,26-35,-91.61413916751393,308.6050179726035,49.534926293696195,D,-82.61728722130053,B,C,C,A,A,-29.24569243932893,A,0
Both,51-65,78.37171567429631,-32.29194764594634,145.77746899606828,E,18.740154028860868,B,C,B,B,E,120.70793192612868,A,1
Physical,65+,40.861343196197446,-222.25642080361624,-94.5539624520149,B,-90.50564444504032,C,E,E,D,D,55.584769364831764,D,0
Yes,26-35,31.30445562254553,50.20498536029795,-153.2684146456791,E,24.813290669599255,C,B,A,D,B,32.35970512890466,E,1
No,26-35,19.87221978921361,135.48301549716112,-42.88994947928382,A,-84.49280033062533,D,D,E,A,A,-133.76064117986303,A,1
Yes,18-25,-55.717135781368455,46.76367024185068,19.439464902776187,D,67.22422901019668,C,E,A,D,D,97.91104828434298,D,0
None,65+,98.36933865790772,-96.61793207065716,16.47475762056663,E,133.3595465526006,E,A,D,B,A,193.25694838332802,C,0
Both,36-50,-51.706983446968955,254.8737670410397,114.57174951273024,C,201.773507752252,A,C,B,D,B,82.1271008176703,E,1
Both,65+,-231.76652697196687,-197.87126852492713,131.8880318188676,B,64.97803649153204,C,E,B,C,A,60.19920828984192,D,1
None,26-35,-20.445700846663097,-48.51250705466397,-101.73379471736635,C,-166.42535841284422,C,A,C,A,B,158.46666688444355,D,0
Yes,65+,72.38943360762764,-150.4890404109281,-38.16446315092381,A,-48.08601118392129,C,B,C,D,B,-195.68410041999692,A,0
Mental,18-25,-55.909801885596465,-72.20512413355311,-38.39520496595934,E,-168.1490933642787,E,D,E,A,C,1.805239965393072,C,1
Yes,36-50,-56.15016535058521,-177.8839806739001,32.90298695939373,D,142.1179545011218,D,B,D,C,C,-164.19051366829177,B,1
Mental,26-35,-128.0948426270926,-258.7007457601899,20.618896616699907,C,-21.173426228061384,D,B,C,C,B,-177.48955094066602,C,0
Yes,36-50,-248.078875513982,52.874390251695004,-23.936779844712383,C,-192.32116121390487,D,E,B,D,D,-68.01316605607626,B,0
No,18-25,44.875310548468036,45.88361544451611,63.49153951102565,D,-177.99736621221373,A,D,C,B,B,229.80065799823763,A,1
Yes,51-65,-1.5700401615994688,-176.3458093976968,-188.52274439259952,D,135.82186525898376,A,E,C,C,C,71.90628915070614,A,1
Yes,18-25,-107.33521325877236,92.02025753198609,53.53120809649935,A,276.4295305814223,E,C,B,A,C,-177.9249534749857,D,1
Both,51-65,-138.5743074855963,-232.603513447645,-91.24284513985876,E,-60.85321377327727,E,E,A,D,A,38.36771410727886,B,0
Mental,26-35,-159.2927144480933,94.81563080472861,21.009025247648665,B,156.287785091484,E,B,E,E,A,232.23677604893172,D,1
No,36-50,-68.74057103472519,30.945522991258063,49.748441526487554,E,-77.18229214623466,E,D,B,C,A,-53.34199939417796,C,1
No,65+,13.781011681780333,90.63055663897023,-178.59461915057238,D,-73.98580794032564,D,B,D,E,A,-142.41316022594012,A,0
None,18-25,-38.02958260575407,-60.3524143098978,-45.21748293454224,A,33.33890238512968,D,A,E,D,D,-50.27745928078793,C,1
No,65+,-53.55960901239648,59.54556517488078,-80.95838802382237,A,48.0631041166149,B,B,D,E,A,-58.08506034967493,B,1
Mental,36-50,-29.510525497461366,-107.15295194812128,53.218709425979746,E,76.85428168945681,C,D,E,B,C,50.7922248654272,C,1
Physical,36-50,122.16335116096775,26.15831359122995,-47.38217022534006,D,-245.34683700557713,C,D,B,A,D,-85.95263933397092,D,1
Physical,36-50,-123.61296694340176,20.764328785042498,42.890613776368205,B,53.32509330287933,C,B,E,B,C,39.555865651379555,B,0
Yes,26-35,53.55057190367559,45.37573957551233,130.4750637110508,A,83.184332259615,D,D,C,C,E,-17.398787200033222,D,0
None,18-25,-51.17931120903938,49.31114585974785,21.14968073752675,B,19.82575043377006,C,E,D,A,B,26.070443241056246,C,1
Physical,26-35,163.72536771136527,4.644599734157602,-49.37251872723825,B,-15.772468123712619,A,B,E,E,D,108.77566103317177,B,0
Yes,51-65,-1.155481362141746,-34.52159470351283,238.33580045055024,B,-33.69398643512363,B,D,B,A,B,-130.18941668948327,E,0
No,26-35,76.89386067711372,-119.95314661848163,7.776220642689746,D,-75.41121455762169,A,C,C,E,D,-142.1138002223515,B,1
Both,65+,269.29473172287766,237.52772070606022,34.902400474851866,B,101.96169329135334,A,E,D,D,C,57.39948087881125,E,1
Yes,18-25,-76.08443036611962,135.80288859886656,-4.633823200821695,A,106.95350172591999,C,D,C,A,B,72.665366086418,C,1
Both,18-25,136.10333642992697,-22.050161009324597,118.049818210505,D,183.55823847972977,E,B,C,E,B,76.42889157676132,B,1
No,36-50,-49.10233278394065,96.15632398733011,116.48443531400665,E,-87.67798205711998,A,B,B,C,A,-33.82113445826467,E,0
Physical,18-25,-11.681754267028113,239.73419029054747,-23.41707983001972,A,38.17909332105109,B,B,B,D,A,2.7185808236476143,B,1
Yes,26-35,6.2243605661096035,67.47050149648614,21.292278507235935,E,-88.3231106490867,E,C,A,E,C,-54.84181770773762,D,0
No,51-65,-171.9905656589174,-250.68076769160922,-54.31960241661318,E,-36.01965382994271,E,B,E,E,A,85.85741296615367,C,1
Physical,18-25,-19.022816861939408,-109.92810347058753,-130.354159340433,A,123.12460507711793,E,D,A,E,D,39.69816582637583,C,1
Yes,51-65,194.50365552280488,4.4427798427250185,-37.992857068832976,D,111.24233848363767,D,D,A,C,E,-14.14939758364807,E,0
Both,65+,-20.101961803882233,114.3553807895696,200.8817781113866,B,-94.64430446657411,B,E,A,C,C,1.1104047429943218,E,1
Yes,26-35,-1.4765268620420342,211.6742653462527,77.4936798873164,C,-129.76624607047367,A,B,A,D,D,-174.91248193291625,B,1
Mental,18-25,135.64602987088392,116.86247522080122,-215.76995218920217,A,93.44426296805706,C,B,E,C,D,68.41788535961855,D,0
Both,26-35,44.43775220314481,-46.84637845341585,26.633723266226127,E,-216.39463574578804,E,B,E,D,C,-75.20226704961523,E,1
Both,36-50,344.9287304531801,-58.57862378984966,-17.96396665172761,A,-204.98372513602482,E,A,C,C,B,-34.4693271234917,A,1
Both,18-25,123.9027561501308,89.6235984398314,-136.70950978469565,A,-227.72184924749675,D,B,A,C,D,-53.07798284867836,C,1
Mental,26-35,98.41356687446363,69.1124215462222,-140.23053440394523,B,15.14751358612533,C,D,C,B,A,77.89755798054064,D,1
Physical,18-25,69.01649442698223,32.50934334868196,115.60304455558035,E,-41.74620918383839,B,D,D,C,B,-103.77629455791688,D,0
None,65+,-26.929268304392203,64.08317936538685,-44.303550192605336,A,-141.05820517611164,E,B,E,E,E,57.64300103111132,C,1
No,36-50,120.00642170762505,84.95089010912896,-31.201943156980033,B,-24.566540693200935,A,D,C,E,B,-87.13468319654571,C,0
Mental,26-35,-179.5534975696607,-120.56413783845645,-53.37038740397575,A,2.5128815538513134,C,B,D,B,C,-152.53677645722934,D,0
Both,18-25,40.32804225993782,75.56618770648626,-25.081374559796544,A,-132.14998316042704,C,A,D,E,A,29.975510357548245,A,1
Both,18-25,-189.3440278260305,178.45624515526768,30.827968043843622,B,48.9899791506723,E,E,A,E,E,209.68904760778577,E,1
Yes,36-50,-184.53348807877003,77.8709141647689,40.61129378091805,A,94.89559620474826,B,B,C,E,B,-14.872225186138587,E,1
No,51-65,67.51901513961482,35.413981804229415,-22.27737378777394,B,-153.1345349039289,D,C,E,C,C,138.28148728802816,D,1
Mental,18-25,60.144739835368824,53.80165803543279,64.71558560337594,B,143.16264939157395,E,C,E,D,D,58.985843103814304,D,1
Yes,18-25,32.272792503953085,-177.61403183952646,103.75198860695593,E,-46.64810587928205,D,A,D,E,E,64.14075737866915,A,0
None,51-65,7.027090721949089,-44.89792415093896,-132.51808257399878,B,-94.96884773625828,B,D,B,D,A,50.160707331272526,D,0
Both,36-50,-211.7577016817392,81.24330488272214,-82.7329168827902,E,-116.09545503801006,D,A,B,E,E,145.7933535875871,D,1
Both,51-65,16.915751921843423,62.52982924859383,-62.07787055804752,B,-1.5594057221864845,A,D,D,B,A,181.9061196767539,D,1
Both,65+,-11.835744818469575,60.37332435513505,-177.39130153012255,E,-70.3018017908051,B,C,E,A,A,-163.0385209950122,D,0
Physical,26-35,78.11963589889267,20.59893875589993,-10.621084125012521,D,178.84861264603992,A,C,B,D,B,139.88336462919727,E,0
Yes,26-35,104.60568203431954,181.83505249517492,63.31241623461401,B,81.82341559262419,E,B,E,D,A,13.220505407652572,D,1
None,51-65,112.89152607987877,117.19877071489493,136.3055622119505,A,132.1256808052374,C,B,D,A,C,-175.52327050221638,B,0
Both,18-25,86.47128597882467,132.68267225205744,32.29702055494556,D,-213.14395696676462,D,A,B,E,C,-100.84091247223614,C,0
Physical,36-50,-191.35880721309405,-31.377226557303818,21.31393873262495,D,-40.90125609659239,A,C,D,A,D,-37.11535868187125,C,0
Yes,65+,101.63393226045308,-23.54776537394696,65.50096228478904,B,147.1455598694991,D,B,E,A,B,-84.03977856474158,E,1
Mental,51-65,-98.78681222917393,-32.20384395722819,-17.31893323813168,C,106.25725298511884,C,A,C,D,E,0.01784491240427116,C,0
Yes,26-35,119.87642805011438,-100.38819365649981,20.325324024296595,D,-53.43308409865819,C,D,B,E,D,59.148703402103784,E,0
None,26-35,119.08504539461609,8.842986984518282,-3.182029740248317,C,44.487827735364974,B,E,E,A,D,-12.375581262325694,B,1
None,36-50,18.39601393001674,-134.22369087858746,53.74380730638871,A,176.24502487758954,E,B,D,B,C,-62.85131488942404,E,1
Yes,51-65,-53.441126177331434,-7.365788119152537,-79.65612321129896,B,7.636674504790117,D,C,D,B,C,111.44312248937717,A,1
Both,51-65,90.93765555848651,109.04938936961798,43.792469932754344,C,-27.392241942914264,E,B,A,D,A,64.56417139815655,B,1
Physical,65+,94.17402209281383,-160.02588789667968,14.497421437377362,D,-0.449248133003702,D,A,D,B,C,-87.36629003230533,B,1
Mental,65+,27.904334582306657,-96.93668672250199,91.2291286577893,D,-106.5187541264081,C,D,C,A,C,-43.448293512384545,B,0
Yes,65+,-31.97133243845924,-128.13661746202195,-167.638724221199,B,2.086266387565814,D,E,E,B,A,120.28532020025378,B,0
None,65+,-9.960257532934753,-49.32769602076335,-114.94714833674887,C,-139.7906106856526,A,C,C,B,B,-165.78568159168543,A,0
Yes,36-50,-74.25854646986087,73.64946410336802,-26.00939099024237,C,-124.91072740416405,E,A,C,B,E,117.52217177348176,C,1
Yes,65+,29.240031509705933,74.45060492281222,-22.501491107281492,C,182.1487488756737,A,D,E,B,E,-1.2029838999578455,B,1
Physical,36-50,5.522547156811115,32.17634388084155,115.20831072367037,D,-62.044847976566345,B,B,D,B,B,-149.00250309576722,D,1
Yes,36-50,-43.85470220896367,176.93752721791222,36.33114990913451,E,-2.5312988977993656,B,E,D,B,B,-11.629922482654662,E,1
Yes,65+,-107.27297544859977,120.10537338092284,28.910566231313272,B,222.2209449796643,A,A,E,A,C,-12.963265653133297,A,1
Physical,18-25,97.4341763328667,115.5392888128804,-79.04149957974577,D,19.93566047862941,A,C,B,C,C,50.4474143811399,B,0
None,36-50,-172.64019641090496,15.96202967853763,116.77771690156817,A,-85.54113475637101,D,B,E,E,A,91.62718623566883,C,0
None,51-65,3.4025756471131556,85.00745874889246,104.6131579703868,C,-140.452165674858,A,E,A,E,A,-131.03152791722877,D,1
Mental,65+,71.16768830426429,-25.379029164459048,124.93420300561525,B,52.77858588545469,E,B,B,C,E,244.71262098677013,E,0
Physical,36-50,95.6792847029963,132.23378839787426,156.53752976059928,A,77.67638776085597,E,A,D,C,B,87.52271295466237,C,1
Yes,18-25,-88.578266871237,71.46664758039186,198.86974044726395,B,95.72397855145881,E,A,C,D,B,-139.6978217462479,D,0
No,36-50,-184.18370373981497,68.49172817596693,53.07236454501199,D,-78.0628125368314,A,E,B,B,C,85.21495928229359,B,0
Mental,26-35,163.9143739173583,-66.39159350006611,-191.47252323637457,D,-53.35332449396455,C,B,E,A,D,-104.81560006627892,A,1
Both,18-25,-69.33614058343241,-112.6239764842901,-5.465771661623161,B,-210.17866221228053,A,A,B,C,D,-112.22503014156003,D,1
Mental,36-50,21.409346486734428,-167.80159960192944,-16.39759042370775,A,60.15075178401119,B,D,D,E,A,44.81030371009852,A,1
No,26-35,-136.69075222074068,166.85151567169444,-29.70471058447587,C,-219.22954678755707,D,C,C,D,A,-55.50508658275801,D,1
No,51-65,55.14364581530595,-150.96896403641392,-109.13694894169046,E,8.9944252966337,E,A,B,C,A,-160.44340192575658,B,0
Both,51-65,-12.779894885223777,86.96984330802205,42.649759864059114,D,-206.148973070038,A,E,C,E,A,-6.71517112283527,A,1
No,51-65,-35.371220986408524,85.68066115328789,109.09100177311598,B,109.84010630750166,E,D,C,A,C,-4.6220872537355255,B,1
Mental,36-50,-5.594089002429279,35.62933739159268,-99.19307134057797,C,-116.32983714770629,D,A,C,A,A,-103.86029423638996,D,0
Both,65+,55.34337268895104,-19.31903244815731,-3.9602545352681817,A,9.160877027812123,E,C,D,E,B,82.36446101346823,B,1
Physical,51-65,-61.93150551265087,105.1203621593266,79.3358941176495,E,57.26051144131574,C,A,E,E,B,-21.584206953572977,A,0
No,65+,-17.119094579316975,-249.24654693128673,-17.12225726046767,C,-98.22915326863472,B,C,C,A,E,27.85387883656087,C,0
Yes,65+,225.9334907673056,85.64707718911447,-10.709838293483978,A,-2.345603346640827,A,C,B,A,B,107.6337741246165,D,1
None,65+,-136.54975984668047,-91.7921261358538,143.1240527405491,C,-21.209782972325936,E,B,B,B,E,149.93849787814162,A,1
No,51-65,-22.577190202781722,-32.881566056574194,141.11061798222767,B,70.26522309925784,D,D,E,B,A,-179.48525806033535,C,1
None,36-50,69.66352011407253,7.241786860384089,-1.093315455633486,B,128.84791150664478,A,C,A,A,A,-34.49137573888001,D,1
Physical,26-35,118.6910940475998,-131.2486725384023,-61.16712122337721,D,68.5218152040871,C,A,C,B,B,-118.96665278165948,A,1
Physical,36-50,25.257066191529674,192.72970195162483,16.355171842362395,C,-36.98220610796976,A,A,B,A,C,114.20231422636611,C,1
Mental,65+,22.043569542952145,49.29046941957124,57.50052222084956,D,-182.91312288914585,E,C,C,E,A,-83.86859748566366,B,0
Mental,18-25,-43.18129054824135,-178.04126623153275,155.13712780366797,C,40.02462576867769,C,D,C,D,C,10.302306613522475,B,1
Physical,51-65,197.58925143336646,122.72712459152221,-205.9949207083189,B,-18.722309827360327,E,B,E,B,D,50.296698929486475,A,1
Physical,36-50,-100.47985296376365,-134.6031444679602,-13.228562439960733,C,120.24982042498532,C,D,B,D,C,7.0821161757505715,C,1
Mental,36-50,-196.36208166541718,72.84252399097694,122.49521589363926,C,-60.0859009685603,C,B,E,E,A,33.40144698792265,D,1
Yes,36-50,133.24177316797255,-109.44824972078781,-116.34886066010652,C,79.9451826566017,D,D,E,D,D,254.77893249549436,B,0
Both,36-50,-194.4762157830715,-177.30191395910094,-306.41175561102347,D,-137.72646553691882,B,E,C,C,E,-21.583808125404275,A,1
Mental,51-65,35.44252723782127,-31.824620172294416,118.26809217920832,C,-22.69236865990361,B,B,E,B,E,59.78677796569924,E,1
No,36-50,-117.8041100925088,148.86456809813382,-65.50072201179425,C,-167.3721512440218,C,B,B,C,B,-41.16119845404271,E,1
No,26-35,55.391419807571786,-196.99401145415018,-19.954435430841517,B,0.2193759358349727,C,A,E,D,C,-11.07313488146525,B,0
Both,26-35,233.53456747955747,-121.77165970298924,73.1794509988897,A,-53.327451546710606,C,B,B,B,B,-92.23246925855337,B,0
None,51-65,27.121061308043686,126.82044675308772,-116.59297731143678,D,-10.652505634487968,B,D,B,D,E,106.99954610605317,C,0
Physical,26-35,-80.73264325041845,123.05618938402236,314.6827565801085,A,50.890269607704795,D,D,C,D,C,-115.99761063446886,D,1
None,36-50,59.448150071716164,-31.565827769772536,-60.00543042210879,C,111.44448707065693,C,B,A,E,D,-93.9329985540019,C,1
No,36-50,-99.40959258869778,43.45726311603764,-78.81056021545477,A,-2.4591256838887494,E,C,C,D,B,-235.81921102537197,B,0
Yes,26-35,138.4492622814045,-98.71168804482242,-132.98373499170265,A,-26.930409741091697,A,E,E,B,C,-1.3581500557019062,C,1
Both,18-25,-131.71762185549238,-180.09715156522316,101.55544674621144,A,80.32061297327402,A,D,C,A,D,154.03702446203283,C,0
No,26-35,-17.772382878121448,-129.6661004004675,-3.8790934238841475,E,-16.704900009038596,E,B,A,E,D,-41.53333836574895,D,0
No,51-65,-28.403836792435104,-162.84827840513574,60.1229633060458,C,-76.76937221735386,C,B,A,D,E,117.96294744344931,C,1
Mental,65+,54.54156322892981,-12.32402990191414,9.042274945902466,A,37.635898414005894,A,A,E,B,B,194.92224484587254,C,1
No,51-65,97.32846491628177,-46.302794537038196,100.47418372610699,B,-54.53862200880187,B,B,E,A,E,24.60152745642575,E,1
Mental,18-25,-46.121000527916955,-41.79889626625225,150.22748021229998,A,-32.14832100821471,C,B,E,B,B,56.739052621869575,E,1
None,36-50,75.23436986005052,-101.03411142105396,-33.03377005572571,C,59.83495527393955,B,C,A,D,B,-33.901783822648405,A,0
Yes,26-35,-54.03864643676655,-49.010846450549025,-140.74576399540362,E,144.7427287041295,E,D,A,C,B,-45.07626002487905,B,0
No,18-25,-141.53822642593937,-53.93514586199842,-13.194700945257527,E,-11.255525186104585,C,E,B,B,B,46.32858653325103,C,0
Both,18-25,106.20396878055969,-61.26078019604834,104.4040805521028,A,-2.644203797006255,D,E,C,B,D,24.289891769449234,A,1
Physical,18-25,-0.04408179237157326,-57.14751799365572,46.839857388137446,E,62.61012440118302,A,C,B,D,C,-45.017229309655704,E,0
Physical,65+,143.0185412833991,-103.94756186761805,2.6057011360003246,B,-100.13069033847952,C,E,E,C,D,11.753868646996828,E,1
No,65+,-68.74559335965188,84.88684507300054,-42.63435555365884,B,58.65549695321983,A,C,C,B,D,168.1753551177247,B,1
