sexual_orientation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,target
Other,D,140.8571270884201,C,-28.954556349847003,67.02820669982374,23.183738597338916,B,-67.18437776163802,C,1
Homosexual,D,-143.52302586065665,E,131.66148006141336,29.610361685148074,265.6183795497428,B,78.68097269974201,C,1
Bisexual,B,-7.899757006658939,A,150.37556260111458,-129.26680154697726,-107.45143891446777,D,31.258447315815257,E,1
Other,A,120.97111392291508,D,27.504894540839075,145.8925136182605,45.95203089123451,B,-60.92619284725927,B,0
Other,B,22.129557022141867,A,-91.72908671144873,59.453515012935796,-78.93417447152939,B,60.12467963014384,C,1
Homosexual,A,-78.1932658448461,E,-0.6176544266050462,-115.2323406073478,11.021903316558184,B,-25.423347809118123,D,0
Other,C,28.58036201420488,E,243.69267440136042,-113.81310706686318,-22.190691073616158,D,-120.8648307444544,A,1
Homosexual,B,0.2758703357900464,B,184.71352839007255,23.400696540324457,12.405361199481609,D,169.12229579212828,D,0
Other,D,-15.520147094277881,C,-37.73098337764395,-86.91701926793158,85.32985034986294,B,110.86956019839596,C,1
Heterosexual,A,-190.4905691368465,C,33.89396608559899,79.43655467814757,57.92990992520268,C,-39.95516398760946,C,1
Homosexual,B,138.40813791474142,E,103.5523916678788,-55.68201527344582,-47.08751354404258,A,59.96792982331607,C,1
Other,E,223.23262240752578,C,8.21646366755062,47.891148892151605,-64.56747033815314,C,-103.96732188969497,E,0
Other,D,-11.632350552505585,C,-87.55327387769384,92.10178370137622,7.9156050809372065,A,-89.26288010035559,D,1
Bisexual,D,31.997638869275256,B,8.791848768347093,96.62624337701507,209.73019277428193,B,79.5054430110318,B,0
Bisexual,A,18.91961426451239,E,32.047198835097525,-64.4339862793467,-45.208545879031796,B,102.34807486588981,D,0
Bisexual,D,-85.04943002117955,B,-22.206483536498407,65.53755697711259,8.247860816024453,C,-68.9264960644059,A,1
Homosexual,E,-26.395693286344706,D,-199.45919897979022,30.796655735401053,-35.506790399813134,D,20.02292478981702,D,0
Homosexual,A,-31.72408943536591,D,96.4249184747488,84.49017704972765,-37.33276239530916,C,-86.86918064193242,A,0
Bisexual,E,55.17647755530276,B,-175.7666141140721,-34.55388917735642,-114.4642599199011,C,60.41174708598389,E,0
Other,E,-170.03852141254484,D,90.79447610331944,31.352180031340758,43.54806846729991,D,143.5861714364342,C,0
Bisexual,D,77.55955486417223,B,-65.32876065015616,78.93393378989913,102.22644955150908,D,20.08983177737123,C,0
Bisexual,B,30.901859874644078,B,-88.16940374494516,21.607927245594126,15.184732196075604,D,-85.30729196512215,D,1
Heterosexual,C,-92.52791542927899,A,-10.53368011846413,-59.89599451129538,-60.445413535348,B,75.34769547741672,E,0
Homosexual,A,-65.79655419352869,B,-100.7490320286846,-42.32387902361358,-93.01799671265117,B,-2.0156846743538703,E,1
Other,D,-34.80165525043243,B,-114.4865182458899,-110.84780761809007,20.699799876574506,A,-9.00994768157483,C,0
Bisexual,C,-2.610106874719513,A,84.5704702655475,-24.984827520149118,-120.54213822362416,D,46.621317545623086,C,0
Bisexual,B,88.21631227514115,E,21.376358759281956,75.7042788053757,-20.275113009029425,A,-5.9218624855232145,A,1
Homosexual,B,37.21941311049788,C,72.63198869280554,125.33601349198473,-96.03689183165534,B,117.84004768672354,B,1
Other,E,16.15907849959637,B,18.752944910765514,-45.92167694573277,-140.80462694055092,C,47.44321007492447,B,0
Other,B,118.77970875325153,C,-128.75182953077518,38.46392552279165,-41.57221560947799,C,166.5586329290162,D,1
Other,E,-69.03316754581546,E,153.20988290060657,18.576998324386125,4.842203705410091,A,-26.279880515525207,D,0
Bisexual,B,-25.71362029552923,B,-101.15753889205148,51.8640626389521,-134.34990138928237,E,94.86739429048201,D,0
Homosexual,A,-32.54150989289485,E,2.3067803160023446,110.93025134743779,92.35527117362169,D,175.52906538622926,B,1
Homosexual,D,50.34249431558796,E,7.63454255780458,-259.35457307368836,-91.66854221397548,B,-33.38514264403082,D,1
Other,E,122.01490439347482,C,-69.06911479887823,-50.813548283153665,35.20504144878134,E,-121.23808622838888,A,1
Other,D,97.29236400750288,E,96.1162588474132,87.31380154368074,115.41979821490749,D,27.675512312058288,E,1
Other,B,7.153686944002563,D,-68.5449965009108,-120.02231013530229,-30.373174456232626,A,-86.8318393978863,E,0
Heterosexual,D,98.85912271220266,D,-1.8260860904752836,17.13362862786974,90.80890047586942,E,135.58027080564676,C,0
Other,D,-113.42912212481275,D,-8.1965563908242,-56.45350423362826,81.69359495904618,E,-102.6034007048924,E,0
Other,C,-20.754632479831667,E,-5.118611401732625,-111.5891195132501,-163.77011575543102,A,-37.317971158035256,C,1
Heterosexual,A,106.35637516416247,D,86.77050694499381,21.655887757414895,-67.66561552360197,C,159.90233146776268,D,1
Bisexual,A,-2.859367646440508,A,214.9858755834946,76.13054791671027,-26.542632772288105,D,-96.466444096179,E,0
Heterosexual,E,28.900433811179767,D,26.423668900327673,69.52325923711638,-58.261552968409326,E,-5.579853455203231,E,0
Heterosexual,D,-192.1320280623474,B,54.41780918618883,64.2696714704932,-138.2035189234459,C,-29.29738845403359,B,1
Homosexual,A,25.614925212999346,D,-70.25286123864767,67.86854525727043,22.592974934260894,B,-55.83849387953826,C,1
Homosexual,C,2.9889989015630434,E,145.72737720140378,-158.24031296199018,-62.726476638429126,A,44.355517513900004,A,1
Heterosexual,A,-21.598674460126617,E,160.2385039620845,-4.498137228012977,84.49778860345202,B,-1.9808617910345847,C,1
Other,C,210.27017231666548,B,-72.87879161283874,49.72942148781242,113.10633794905935,C,-94.68046828450441,E,1
Homosexual,B,20.011447817066287,B,22.818890053033115,175.79779577796782,-180.5509822139196,B,-107.66287292640071,C,0
Other,C,-80.09340630161827,E,-74.55026296573936,-175.11747613685333,37.8337182910441,B,-13.27678344649756,D,0
Heterosexual,C,-139.0239556612776,C,65.35600988983981,8.334112165349765,-65.51770293532739,B,42.100439404535514,C,0
Heterosexual,C,138.41662034450147,A,-29.984265237258427,-185.31514904927974,7.371651714323106,E,-30.27896554138856,E,0
Other,C,-72.31708763123625,C,-85.57306808145592,33.024752950906446,-109.90730451724744,E,-8.043296682590398,B,1
Homosexual,B,-78.01680156982755,B,-169.99203604521156,36.72550465001747,120.0826151976993,D,266.7939406848607,B,0
Homosexual,A,-117.99741149767429,C,-94.3879884294614,92.05667330935172,39.865498426600084,C,137.43539529118937,E,1
Other,C,155.88630273432952,D,-139.43572832116007,-49.3314874210116,113.45672336920332,B,-3.0525437460950626,D,1
Heterosexual,C,-65.15767686941484,B,-18.19339188409054,-33.56316479576017,73.00734856221118,E,44.543266469653865,D,1
Heterosexual,C,-40.21176621470703,D,61.39693234870695,-48.10947934236236,-72.31518456000617,D,-80.36225362806147,E,0
Other,D,-258.64260901934045,D,135.4797893493592,-113.80767816526183,-168.86830741784388,A,136.39885884602293,B,1
Homosexual,C,56.54443969048558,B,-131.41723484845568,84.3184293593963,115.4465257581182,E,-62.31567284302708,D,0
Other,B,-191.24169681529537,B,204.5879524385032,-31.557549360594443,-135.37212429110843,E,-146.8628268185409,E,0
Other,A,163.7715733379196,E,217.85852601899327,-22.575173228740443,14.532445276527456,E,119.16639981629827,A,1
Heterosexual,E,-66.59846865397158,C,-188.8472714140859,31.11614677034858,10.82202549219534,E,-100.38396689441593,E,0
Homosexual,B,-129.69267834750386,A,-119.17350012398629,-47.64146673460027,22.351706108022668,D,17.385326832768115,A,0
Bisexual,E,-11.373268400233096,D,-31.96892601053374,-60.922112547731956,66.16530104569229,D,82.04068193163194,A,0
Other,E,29.254705824921466,C,-195.23646418993027,-111.1683483056882,-150.73322335019228,D,-95.7101059980655,D,0
Other,D,-188.59265554540175,A,-61.469306134775536,-49.98877074177476,111.50295210610155,C,67.96914877725355,D,0
Heterosexual,B,-142.8880121477576,D,-61.19637569716837,-127.41181278156475,-141.21449365111712,E,90.44094411814038,C,1
Heterosexual,D,23.38929395437116,E,-183.19653679919256,145.28383977127527,-110.81532965948308,B,240.77261868848566,C,1
Homosexual,A,-75.34580973074918,E,-28.99401279705162,159.6115546987462,-35.69218507494014,C,-158.42752227340188,A,1
Heterosexual,C,80.55933998527021,C,76.9046632558943,-65.0876210115923,84.73870950671576,D,-158.10989437478153,B,1
Heterosexual,E,-42.42877381149205,D,-98.24744116142578,-104.59636233981738,-119.13265042087737,C,-140.7623895064234,A,1
Other,C,17.373936151141596,E,56.25183591378276,30.30420945080568,0.5494226572910647,C,-71.41104933344621,D,1
Heterosexual,A,-74.1102391468565,D,-89.32464112889997,-103.55389650572806,-84.11155230865917,C,10.592358270439583,A,1
Other,A,4.110765497311515,A,4.08233797458741,-231.05101456295327,-133.65273274655104,D,92.51440165875569,A,0
Homosexual,B,-86.3102438461238,D,-60.440499073855214,58.281775639613166,-113.6583837325851,C,-93.15001212667121,D,1
Heterosexual,D,85.51184760558,C,70.54048883216815,119.51773078040888,80.71156809105553,B,48.56772716233358,D,1
Other,D,-59.129089063106,D,27.073898121701166,-237.61667324379806,38.936393975922975,E,86.77846136647645,A,1
Other,C,67.33801038074033,E,-24.819649561064466,155.39624323499356,31.3106958591331,A,-225.6323519264892,E,0
Bisexual,C,-63.11696639628277,E,-173.09401220812777,92.27823253956323,-156.90327201421655,E,186.85969148494536,B,1
Heterosexual,D,54.64440922022106,A,40.58989012832414,76.54593111318121,5.473694568829016,E,78.94324285012705,A,1
Heterosexual,B,65.53935797385209,B,-113.29835963302382,12.934235320816601,-171.55260637753267,B,-21.20359729325973,A,0
Bisexual,C,-139.19907591798258,E,191.93781337804973,90.44861949306514,89.04335945989841,C,149.24850197091342,D,1
Bisexual,B,10.508334137081334,D,117.84491167779396,12.894418361098522,-106.67054965909352,D,153.44955358726048,D,1
Other,E,193.72787995676003,E,40.44143392905602,-131.3490543379261,49.46878190397751,D,-195.88002222630345,C,1
Other,B,-99.73832621708846,D,-16.377459727260174,14.681934190878515,101.36571527022707,E,121.7493829082082,B,1
Homosexual,C,56.87419760425074,C,210.40610401196568,-57.57459209733567,159.82219885678703,B,-68.92135659630642,B,0
Bisexual,B,-65.15327472560158,A,-4.741089695887162,-35.46977536965995,-167.73851666442192,D,48.89742465988457,D,0
Bisexual,A,-62.68053079543898,A,-71.78198596328687,-105.45674529379707,9.731845504048557,C,92.72904323511005,D,0
Heterosexual,E,-48.35628372950754,A,-47.91651571698593,162.24367010070247,-143.4227917957031,A,40.617309397390564,B,0
Other,E,-19.30289148782614,E,61.15630327777121,-41.352859576581025,-88.39525287571554,B,-161.41308823268767,E,0
Heterosexual,C,-89.7344677889716,E,44.88099844797107,-72.63995024284846,11.01519043843564,B,145.99318251488322,E,0
Other,D,115.50510410004473,C,-17.658188168625944,74.62662510047882,125.67328391579903,D,215.25451795210927,D,0
Homosexual,C,100.16442027900735,D,128.13860200446595,86.01661603374295,-106.63776186247517,C,245.51347571749872,A,0
Homosexual,D,-49.27092572368327,B,-143.86916555330924,1.9667610712687287,-199.4489336839165,A,-45.4067656869853,E,1
Homosexual,A,-12.161777272459231,B,85.82434142277951,-40.39405425878796,145.8804906188702,A,-263.91776897186867,C,0
Heterosexual,E,18.47538413226995,D,235.07813273139067,-2.7447393904799156,-37.60695762966274,C,-179.01243069159378,D,0
Homosexual,E,129.76817845471626,E,-44.249228203689405,-17.930485925581387,81.94328201839558,A,-18.638340552895414,E,0
Bisexual,A,33.11756769250717,E,-20.599500058559894,71.95189192030873,-81.98744246650757,A,-11.797947039069669,E,0
Bisexual,A,-158.81934072393122,A,-167.90577171808545,114.23212627384056,-183.45692895779442,E,-5.7949532644566055,C,0
Homosexual,A,-66.75854852628376,E,-19.066845472175878,-18.801760333329753,-18.87887924818113,C,-47.58089087776629,D,0
Heterosexual,B,-79.73895542265694,D,153.27166676609744,23.546572198524014,84.80185677184686,A,-131.78053965432562,E,0
Other,A,12.17540704759218,D,-82.66967075491287,-179.92505545640734,-72.70735488856508,B,-33.588042351744825,C,0
Heterosexual,A,42.08577199121909,C,109.86443910484876,6.304567563399377,-64.84133342276425,A,-11.598137837431475,E,1
Homosexual,D,-167.78676126474326,D,-12.330858543629951,-74.93007668832843,245.22157880081133,D,-32.816084824105715,D,1
Homosexual,A,97.5405361830155,A,96.25809464345579,-24.354209204071214,-90.77392445572437,D,111.49785459606973,D,1
Heterosexual,C,100.27683459911935,B,123.57504289040313,42.22627975693685,-76.23042134264792,C,69.66148693482569,B,1
Other,C,25.3847275122005,A,-37.33858954989683,-120.95314946987908,-97.4221626105853,E,-77.16044390227971,D,1
Bisexual,A,123.23613903596365,D,-153.30800430937873,29.665979609631226,46.48942668679521,B,38.52605380824296,E,0
Other,A,-106.77074406668604,B,-87.86425981303198,36.58302765299881,33.34692271722404,E,45.10141042275164,C,1
Heterosexual,D,-35.05728942879185,D,-126.5161947572341,68.59254204325246,178.5237365373098,B,91.7481539584309,A,1
Heterosexual,B,20.526478685242825,D,-71.78539713123975,23.878541036968414,-65.04039278694668,A,64.92679566036401,E,1
Bisexual,E,26.673316498125928,B,-25.464342206152907,-250.57329770998032,-75.02255013426998,B,29.548583675749,E,0
Heterosexual,C,84.69928452917883,E,99.70687453956725,-87.26411592007429,-128.19333122984867,B,-36.29670274863959,C,1
Other,E,-75.00335786752271,E,18.31570204316593,-49.36918019936559,2.2076931039329866,D,-34.00724858304551,D,0
Heterosexual,C,56.40892013100929,D,-20.699340434163783,-87.44741412451052,-8.820949532591374,E,-168.10964410997644,B,1
Other,E,-20.729496043419175,B,32.81598991111884,-85.62442006660761,-9.742174094786558,E,-17.0145748476969,A,1
Heterosexual,D,-277.49909622717604,C,-86.08128329717775,-59.66001580265679,75.23120099745181,B,20.94018250580134,E,0
Homosexual,A,11.569719774215107,D,114.44057565220163,-32.4413931625358,98.31886835448456,B,-60.05757732090428,B,0
Heterosexual,A,-112.82348779810508,C,-106.6765643294807,29.310221866159736,44.31703440429819,A,-13.421966076761846,D,0
Heterosexual,E,130.245405980395,E,-103.41768373004199,-191.38152035230397,-146.27102708601717,E,125.76673567701346,C,0
Bisexual,A,217.7979624481066,B,19.33659714679583,7.56875080922805,40.28262398119299,A,-15.373760265209796,C,1
Other,A,99.01535622680494,D,-94.58138625698113,1.1224346930902425,43.228889693531436,A,4.651523786372111,E,0
Bisexual,C,-131.8519334894259,E,-134.67148608571844,-136.51201866059571,42.99218208546853,C,-36.85287604479343,A,0
Bisexual,B,-36.26447460576714,A,73.31500678916932,-54.578946454742535,-258.48604707871067,A,-87.02702462674297,B,1
Heterosexual,B,29.15466551634214,E,16.96195529496258,-113.79118716951272,234.83343624559888,B,-25.431857852214407,A,0
Homosexual,B,-208.80209687541515,E,216.07279677628836,172.67182751479766,-43.69777771726882,E,-142.70580671542746,E,0
Homosexual,A,-52.24808466897534,D,-16.936742166369438,-112.81801711830803,-72.64900217714175,A,93.25993224261768,C,0
Heterosexual,C,-67.69629574960976,D,-65.504907317247,-125.703446549613,-37.95101988989399,A,31.660710745681836,A,1
Other,D,103.2002018546844,C,-215.64588934128244,124.10525791203058,21.139937300392035,B,-93.83158849587136,B,1
Bisexual,D,155.74084611684884,D,35.27539060418922,-115.25461775831754,81.5037123729956,A,66.38085237343148,D,0
Homosexual,D,30.438034357614264,E,-130.54867778661975,-15.533679603593917,-107.94496149372146,B,45.00774858976094,D,1
Homosexual,A,-104.22969458536866,C,-27.35988328254339,-80.41819580212788,-106.40310521681937,C,101.5408603148329,A,0
Bisexual,A,-16.02274429999969,E,-61.5732904829362,61.26809643859473,-10.82666758461429,C,8.945297101826624,D,0
Homosexual,E,87.92369031409932,A,-223.06400026902605,32.957631379777766,-213.34890943085102,E,-121.95706892912148,E,1
Bisexual,B,109.86276341082623,A,-44.96896379367476,56.328831012645075,-68.83587398665793,A,-86.85133048120284,D,1
Homosexual,D,-24.910642990637616,E,-1.4709632221051387,23.899681414310702,99.12173944100184,A,-56.978840224198436,D,0
Homosexual,B,-36.221556780163475,B,134.21855666958734,58.90681595681539,145.40460176495966,C,-90.5644678057157,B,1
Bisexual,C,-9.725716114397507,D,56.41959752046225,68.67483081666153,36.60234901986327,D,-240.97548425971317,E,0
Bisexual,E,-70.2458694812915,C,-5.606901659363562,-88.8307412153738,47.61586652697839,B,166.05277169496938,D,0
Heterosexual,C,230.1571408538001,B,38.845981274646526,234.729670888707,97.38086507096357,A,248.7476386514874,D,1
Bisexual,A,-107.68054168502508,C,-87.14889956487451,66.69128049959387,112.12159534527399,C,40.88836920299676,C,0
Other,A,-62.387852016749626,C,-47.043160774340635,-44.46066385734607,195.0335142693067,D,260.8570822744618,C,0
Heterosexual,C,-9.060249163520659,B,-88.30183549870229,91.11157607868378,-124.59235258785546,E,133.2519141937624,C,0
Other,E,95.13202893010488,D,-146.4454394165155,-11.426227281671164,98.06733222848902,D,10.284834194152864,B,1
Other,D,-107.64404321338652,C,-115.22962269815709,-24.829215123819136,234.87388372904005,E,36.17190236493865,A,0
Other,D,-114.87726801974796,E,77.81402028907922,46.79467587895063,-23.309296651734947,A,13.49438214103635,B,0
Heterosexual,D,-166.30852726182908,E,162.45763278842833,-66.07372525464254,-65.79383685335914,C,-12.174512677938223,B,0
Bisexual,C,25.927998690219756,B,51.004728008761354,10.206060080245647,-114.33375362081581,B,-56.57805265264228,D,1
Homosexual,C,-183.28656974201468,D,45.16873628410221,-41.98614218989283,-17.133190726209683,E,-77.43054190536424,E,1
Heterosexual,E,21.617214184533516,B,109.88066506249683,11.937231873376613,153.4004125268288,B,-90.69263993542715,E,1
Homosexual,C,89.38567801782315,A,-127.90404233332606,31.822412525234167,-38.042161900710916,D,-56.15446907998389,A,0
Homosexual,E,147.6871362878583,E,-62.780864564877334,-126.16184854073795,-40.37265891377812,B,-69.69362813678892,A,1
Bisexual,A,-143.6006849913849,B,-151.72157568157866,8.49044458570369,-47.54376706049758,A,-56.93472995978324,A,0
Bisexual,C,-2.249220269444839,A,-26.896577232536835,-90.33744225805454,3.06871640563655,D,-63.91014792620763,C,1
Bisexual,B,-156.34828671226654,E,-71.01248585536143,43.1640026650326,-55.50009697308697,B,-122.4431629638368,D,0
Homosexual,B,6.47639844228295,B,-21.823165847819855,-81.24087715785646,62.0544426326907,B,-1.2698436024054558,A,1
Heterosexual,C,99.07516832918826,B,-26.913237397365307,-157.66623964933865,17.87190880382536,B,4.078134355299831,B,0
Other,B,83.94221456031642,A,-59.398571127318164,-57.46905995484865,-32.1970657286166,D,65.35400761317153,B,1
Homosexual,B,60.781019634440256,E,211.3382957617087,103.7495691063004,271.1601817812292,C,-15.60333909030573,A,1
Homosexual,A,-211.0635103784969,A,14.337360618190345,22.624423009230192,101.31043963983856,B,93.68140805467219,B,0
Bisexual,D,8.666213896442876,C,-66.2337321597393,89.12796594658377,-4.757567048273908,E,-91.09184950565954,D,0
Other,E,146.43267987348608,E,81.0106725995548,-15.15085987215303,77.5033636335721,D,-173.96384434122427,C,1
Other,C,-44.74647508522748,D,174.304120221003,153.32593523463552,-44.482381390852396,C,-187.9160082868372,C,0
Homosexual,C,5.2709334772190894,B,41.790234981763426,84.3452370128207,-150.59935861749375,C,53.54970609077972,A,0
Heterosexual,A,49.59824136581151,E,-134.76343839180674,-321.2784800405414,-191.4283348656639,C,-98.96830918160073,E,0
Bisexual,C,5.715083475295678,E,-125.11447578375228,-179.62916574741453,-134.16551562151528,E,-194.3804413349023,A,1
Other,B,-46.6052308059787,E,-84.70250664572521,55.74281820499743,175.91619822433762,C,114.88715954104293,D,1
Bisexual,A,80.30398346268873,C,-76.3313380387416,-42.321446254805686,28.0640615856191,D,145.78771203070374,B,0
Homosexual,C,151.76847451928657,A,125.07822439384148,-65.47760676378562,-17.295029831281212,D,-12.104560117800428,B,0
Homosexual,D,27.820774950279116,D,7.848951929524811,152.37892630006016,38.78853266689701,A,75.65759415141513,D,1
Homosexual,E,-16.911569099845387,E,15.318591461372899,-44.04020541335829,111.62229383281105,A,-58.59932547382301,A,1
Bisexual,B,-130.0428178842749,C,-38.882101521723555,-102.82709763860542,63.21631988702141,A,163.69455099877624,C,0
Other,D,-85.35369236830402,C,35.4667819347628,81.3854661100604,32.9506213569445,B,50.90834445687263,D,0
Bisexual,A,144.17297867654835,D,-27.41051370139793,-46.40441683673798,77.67342609170565,C,3.8002473488021327,C,1
Heterosexual,A,170.57971228970072,D,-20.050129420079273,-18.95179666707073,-93.14952604135587,E,-70.50454094616315,C,1
Bisexual,B,-373.3410102046953,A,71.60448616516081,-103.64928412736435,-56.81553480841301,C,82.70302584741475,A,0
Homosexual,B,-394.8103911094896,D,67.14172395909846,-76.37555339230703,151.56421065421884,B,154.9138708263474,A,0
Heterosexual,D,69.56350484931984,D,136.05344669776852,-87.70107177983094,91.74596918482925,B,-54.48010243384002,A,1
Homosexual,C,12.33076442403167,E,251.33706728208628,11.0315722689528,-85.5135917300238,B,42.706233949726865,A,0
Heterosexual,D,66.457375732457,E,-133.3023655362098,-39.51884181166323,194.2701970131087,B,102.15933440974257,C,1
Bisexual,C,-9.252670846550178,C,-30.600798089684382,-5.193743299424755,-43.07016493986282,A,-21.201240296367253,E,1
Bisexual,B,9.803568690114236,C,87.72476580050727,39.563111641517295,0.6336321801721478,E,83.82873392924255,D,1
Heterosexual,E,-17.655217086465903,E,214.52765995075228,-6.134116139667237,161.1615071321657,D,52.01275756427106,B,1
Other,E,-35.20647115293279,D,-35.12183393410925,-206.28600293225205,-131.8597264316926,A,-131.31161690281291,C,1
Heterosexual,D,52.27951123049777,C,-96.47416816304244,-198.2779783456311,-96.171089589625,D,-306.6126395082539,C,1
Heterosexual,C,30.688206040017114,E,7.763758539474209,13.316543308188644,59.82811321979141,A,121.7448694413938,B,1
Bisexual,C,148.91026536952248,B,26.304658408673028,-17.68162630833287,-213.03905516505256,B,-51.664684547096144,A,1
Other,A,53.07093564018276,D,-25.849540922582154,-43.29263521192826,44.558986310065634,B,-37.23744484072375,A,0
Bisexual,D,256.9933075223223,D,32.94916984032522,190.83235288704773,219.68564054297494,B,-129.8920920106915,B,0
Other,C,-99.95346116986309,C,244.42224530429962,105.94652230925338,140.88605313091108,B,-48.03961063565023,A,0
Heterosexual,E,-42.02081381847303,D,22.277307372328735,-21.75503097897881,-17.622917207880114,E,81.03592875036543,B,0
Homosexual,C,92.93666521409448,C,20.10703738930717,-53.14971423627263,-263.55827507912585,E,0.004388681008854698,C,1
Heterosexual,D,-132.91186185519942,E,-69.4395709633053,21.315184675561706,61.5504509597243,C,-106.77414385286816,B,0
Bisexual,B,-5.228990583876492,C,-16.889802583721412,-118.59181997864405,92.2111497157267,E,-145.50016222420237,C,0
Heterosexual,E,-15.920375763243221,C,-10.779982668139338,-0.1634525916189088,-44.00538898301677,A,-194.15045924818025,D,0
Homosexual,E,117.09869071215218,B,131.5127305953664,-117.82630218386633,14.275460119291644,A,-2.078414355316989,E,0
Heterosexual,E,-214.68767027314587,D,28.600333309913466,-93.09384223598727,79.67130390020499,E,-75.33899192257377,E,0
Other,B,65.21540098300078,C,61.157386397073275,162.0937431058902,-119.01824219899397,E,-145.54977870935636,C,0
Bisexual,D,-37.10949051503273,B,-45.72120988215627,59.04756840363493,-57.9813034733486,B,-34.45431445501997,C,0
Bisexual,B,-52.97538752617407,C,436.51455089916266,-111.98920043635606,-32.50963636044685,C,8.817300138483047,E,0
Heterosexual,A,15.142786983291234,B,-52.02364349262658,-94.38921031020337,67.97726653717474,A,69.49252122012858,A,0
Other,D,33.94336997961551,E,-20.113837359928656,158.80832436415687,43.00536587218089,B,-24.88090694560028,A,0
Bisexual,C,69.68923133363867,C,98.53020925533711,-195.93720515030228,37.93593027218973,D,-23.624599448809803,C,1
Other,E,-41.350618625432844,B,53.45432371492822,-136.00941960026023,9.168152917914252,A,37.15275105779533,A,0
Heterosexual,A,23.01206486630801,E,208.18505381267317,-91.45724026812523,-166.4841946184342,C,-145.94800320505203,B,1
Other,D,96.90375317008444,D,-63.10711060983617,66.0771339695969,-52.58405038451124,A,6.6031382051413745,E,1
Other,A,-25.28146842437299,C,-76.11743813324256,36.69955663025164,-32.8353563747192,E,122.42041879073878,B,0
Heterosexual,B,141.08426006214654,B,11.00616182356473,77.46658345680913,18.839058895805564,D,-51.54281603783327,B,0
Other,E,107.8435505799102,D,7.773084898473886,31.369741626089077,4.53740653628173,C,90.90012239874987,A,1
Bisexual,E,1.701117476305864,C,-2.0887175646059624,75.51366275422833,24.41253608801435,D,-46.60264209287007,B,1
Heterosexual,E,122.28830832650598,C,17.729215096970982,-76.00322945055143,-97.18063248772215,D,-35.03175278113203,E,1
Other,B,144.0215040235753,B,-57.08672447236549,-73.60432985034289,187.88070210764417,B,152.17162981353815,B,1
Other,A,-52.72432515312825,A,50.14002039655091,292.41709867375516,-119.27773148890061,C,219.3033371914032,A,0
Heterosexual,E,83.02173063092627,A,198.02654831179316,81.29235294381583,53.86474028599208,D,284.2189013102938,E,1
Bisexual,D,-36.627944965695534,C,46.47696365404368,-87.00109462402204,-11.965518752863888,B,-156.81763162170924,C,0
Bisexual,A,-41.815310281385734,C,168.55811711049535,-209.17689320355635,40.223536624081,B,75.98409850749327,D,1
Other,B,-156.01696598700815,B,-97.86679551429734,8.241576292916593,55.72977164815733,D,-142.5936786752777,E,0
Homosexual,B,136.41156079225968,C,-63.98946165538122,48.96166484958558,-108.53701163282487,D,-67.52106225875248,B,1
Other,B,19.284853913126824,C,100.63540870171927,-30.98315011707886,-143.95227276825483,D,-82.12825647447207,B,0
Homosexual,B,-100.23460983296692,B,-54.40135464656731,-48.57031194544304,-104.92497407474201,C,32.450929705500656,D,0
Homosexual,C,29.36675234126132,C,40.12222413191703,70.29067278924626,156.4098633842228,E,-1.2367643237847596,E,1
Bisexual,A,-0.006838687387019954,B,-82.04345632750501,126.17027713791839,114.10578014553164,E,85.83184896592428,B,0
Heterosexual,A,18.722065896084068,C,-17.21706887482341,-78.12282336585264,21.718329344963617,D,136.4559254982164,B,0
Other,D,-46.00708586721133,E,62.641351723919655,182.4024788484547,101.05182420438396,B,40.095286593771206,C,1
Heterosexual,C,8.263868967633673,B,98.28822096010694,148.68986328527419,245.1863437986382,C,26.949388852191635,E,0
Heterosexual,D,-60.476156935607996,B,76.89247397857504,28.189576008730103,42.67610923855446,D,-115.80064663141107,D,0
Other,C,-153.41956798117855,B,-161.87174009407426,107.77593829799193,-2.058472143303656,C,42.76069176368717,C,0
Other,C,-186.82238194626632,B,-97.19316975907562,119.80829357571001,-48.77225869384192,D,-37.907746662262895,A,1
Bisexual,C,55.80719284362128,B,-9.829905914519363,1.7486781461466774,-160.0283362660483,A,25.66993181981398,B,0
Heterosexual,E,68.92472661339319,D,12.141802246878978,-5.454477101856011,-60.65422443729549,B,-32.46207121694681,E,0
Homosexual,E,-112.92874325322315,E,-4.992396125818326,10.516544484164754,-58.67013210717613,D,92.54430986841804,D,1
Other,D,-11.937402611447805,B,-26.551385120280678,18.339952400948516,43.487127926404725,C,-111.47186115299502,C,0
Heterosexual,B,3.054391479435692,C,64.59620910309629,123.17061636684379,-82.9175951275722,C,52.917770430353684,E,0
Bisexual,C,171.72814635913082,B,197.41017463063483,-102.43428529675256,-172.50961670507192,D,-121.37477401182765,A,0
Homosexual,A,102.21704591194435,B,120.94840983284256,76.01682216375909,-88.98093199425344,D,87.9418681283713,E,0
Heterosexual,A,-80.64846655057248,B,-151.3693338516846,110.14983923938715,-171.03227402201344,A,67.75188140006011,D,1
Homosexual,D,-153.2584443765183,B,13.757371760535984,-36.32400161964755,25.690841794541264,C,70.55046233012021,E,1
Homosexual,D,-72.21928747493426,E,57.93873126582451,41.54068051160116,-10.491973455869184,B,-108.96515593697048,B,1
Bisexual,C,38.29970476379179,E,62.74416862753539,13.453087999212535,13.411232309906321,D,58.2951438761381,B,1
