Veteran,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
Veteran,64.38262791784443,B,4.494043004545346,67.98374397576785,-122.71715319937404,C,124.13748598153296,100.49724505474909,42.27876558011816,E,C,A,C,E,0
Yes,-147.22764730680413,B,16.313614566525686,-139.96512159900115,-33.47246517699062,E,-5.072642380715499,84.08388405132492,132.95803884443612,E,C,A,E,B,1
No,111.50019678084058,A,84.99406936164102,19.930711075965142,-50.392727453363904,D,-8.039732724058723,-20.838591989366538,208.4225284482439,B,E,B,C,A,1
No,-88.80280610089424,E,-121.36425004003199,57.48034313859609,-251.53282216192517,D,-21.09744924610036,-57.89176316247271,-83.12668631349975,E,A,C,A,A,0
Veteran,-2.018282404678434,E,-52.07190470152479,98.0602784964847,-100.39329726973456,C,23.440822845335592,37.7111847853721,74.67197084699919,D,A,D,C,B,0
Veteran,23.087761542909053,C,-55.01353035926807,-106.39155130983778,76.4406513427388,D,-86.24640075817457,-59.206165519443864,54.8158285251056,C,D,E,B,B,0
Yes,-66.35990730406434,C,-84.84101331437684,-27.484976765126916,-137.20487342657648,B,36.450861778841606,11.761359863562513,119.9933945207047,C,B,A,D,D,0
Yes,-22.21253582250813,E,-27.575763700734434,-37.087227870575894,-66.60276801565114,E,56.70896901271386,-122.74549413051861,14.89942530278677,E,D,D,D,A,0
No,97.78868977752224,A,-168.1980041224836,-71.17201208956541,82.53388067380695,D,14.676136532740989,-70.57528042205155,-51.17299726823974,D,C,A,E,D,0
No,-61.44876575036135,B,-76.48375871090566,-59.06687933005214,94.28016722074555,B,-123.40862920632918,-98.10179587118346,93.90366787768812,C,C,E,D,D,1
No,-30.027074143097636,E,25.594278065320008,-37.35063784954305,46.459698070274506,C,106.00498718505939,-173.06257453034056,115.9109505735553,A,B,D,D,A,1
Veteran,60.39431645600886,A,-1.923921161604903,-81.17954697063257,-48.08935379025919,A,-78.58768955459747,68.09375393090873,1.5977860620185864,A,D,C,B,D,0
No,-87.12677723141911,D,98.93886007804852,-0.26101663374882494,174.96822456231735,C,-179.33320218401562,-19.02171100149805,-52.38832041947392,B,E,C,B,A,0
Yes,-44.70706234339393,B,88.35759237705226,-79.0966890376754,-14.626055422782361,E,-112.02265311198028,-36.874870741215815,16.28150634093041,D,B,E,C,E,1
Veteran,-110.58410343378387,D,-1.4126828705853056,0.35677129201153757,-114.75758128919307,B,175.2976223202192,95.07110551733031,63.01652525630246,D,E,E,E,A,0
Non-Veteran,-72.80130124177232,D,-115.98728784215633,23.597727459870036,118.36400222771152,A,-121.20107243779441,109.29497071707672,-156.00759239304222,D,A,C,A,C,0
Yes,32.79012662334733,D,36.23379306786617,-173.5489029633613,-130.62134398915757,D,-87.32073154024424,-185.98573864747087,89.56214806574012,C,C,E,D,A,0
Non-Veteran,24.62653199863693,A,-36.16490293148598,-126.80973817537257,78.11991173819925,D,-128.01213345758572,-131.10798705038405,-117.80468510082771,A,C,C,D,A,0
Yes,6.474344552092467,D,-231.06371682655126,-104.48390157604133,25.108037544510974,D,199.86138374026498,-38.988648318667295,89.44093489609935,A,A,A,C,A,1
No,-140.7554351482402,B,130.70574417646608,52.03758963307173,-87.65552449152045,D,-71.39387332880743,97.99635776305776,-44.16780201813978,C,B,B,B,A,1
Non-Veteran,151.7179137000885,C,31.183361158285795,-32.72296191828376,66.87648734202509,D,-19.91909965738564,-13.297431230845111,-38.01306762623875,A,C,D,A,C,1
Veteran,-42.30611120251341,A,-27.36717220398476,36.959393068170534,-8.442268867930336,B,229.18682863819507,-205.05010795941615,125.31505848044775,A,D,D,A,A,0
Non-Veteran,57.16284926990273,D,-17.952163943572348,27.87326277657389,-185.6811462844059,C,-236.196077677315,99.65466153647604,-100.27399984816643,D,B,B,D,C,0
Yes,-55.6403580099242,A,98.66599264710668,99.19560321641168,49.973101595823984,E,40.084523634716156,100.35367379946472,-24.806546195343476,D,C,E,E,E,0
Non-Veteran,32.523422014709865,A,56.16229342358897,35.73147674519264,-8.286788574109801,A,-131.22573974634304,59.11901053517548,-78.57713560850137,E,B,B,C,C,1
Yes,36.40695049768385,A,36.494365971441546,-255.94854218750044,23.599736132244374,A,-122.50486355839297,-107.66837548085914,-28.432941636600066,B,E,B,A,A,1
No,-20.098640534318502,E,-192.77725084858352,39.55241459296519,64.03201431206568,D,-53.00241709415339,164.80476615927023,135.03140601983907,B,E,C,D,C,0
No,132.72120003860044,A,-139.66237313592075,-52.071592500393514,-90.53743557570999,B,-52.95768352427158,113.62105126022391,35.428957579925985,B,D,B,C,E,1
Yes,-7.773469122451713,B,32.147519667368286,-64.74071965877096,-270.41897814181243,A,154.7422741531417,282.1566279571634,-74.06337032717639,D,E,B,E,A,0
No,-103.2799829979622,A,166.0831951805788,-158.32024245621943,84.63197012593417,A,-125.86435471192372,-23.401847833088432,-54.79472291692944,C,B,A,B,A,1
Veteran,283.2793870285847,E,83.18968467928072,-91.62218223486957,-58.47327388434971,B,-160.33864810931755,34.32203876000791,-203.19936372867636,E,C,C,D,A,1
Non-Veteran,49.60642757602891,A,16.008675551139326,80.98078132386148,-67.31472650752474,C,33.95163629678812,-59.715562576533955,14.879747183985293,E,C,E,A,B,0
No,-171.48083810898393,C,-38.009285481231295,83.57156716167187,-44.33835367869632,C,228.32457004014768,-12.046555078552892,33.62023642970789,B,A,A,A,A,0
No,-38.227073363755814,D,135.99817670658447,-73.4299519493396,-63.71880892261614,B,102.59843256373993,11.908678777736966,-246.07370972291713,C,D,C,A,D,0
Non-Veteran,49.30433823902572,B,140.08478821156126,-25.400541110102324,110.26190697344936,A,-2.191140838249292,-20.58523013970655,72.54414384153627,B,B,E,B,A,0
Non-Veteran,17.084216002415186,B,29.6287775619995,95.35860588946325,-29.018992753912094,C,80.55745174937866,125.49834021169808,37.144101566936065,A,E,B,E,E,1
Non-Veteran,67.5750487141827,D,-129.3139222663804,59.5794310490555,3.742934081736616,D,48.91509639648455,103.33370263372407,70.94263146253527,E,C,D,B,D,0
Veteran,-177.53468067635563,B,-20.4090794863854,-46.0916624979882,-77.62099945156827,E,-77.68845423907638,-185.26611795127266,43.947152909395435,A,C,B,C,A,0
Veteran,-37.08167006004876,E,57.54929358081956,67.85791690726009,-99.62842828285048,B,166.9949293090898,55.06374559160675,-33.31842803419729,D,E,D,A,C,0
Veteran,7.934193897768719,B,-166.27320608403983,-0.8606266070110424,-128.47348737044558,D,143.6242590849348,-74.2680888310104,-10.31227663224706,A,D,A,A,B,1
Veteran,197.49216267183476,C,62.89153663585626,-132.04383848874824,2.6582723288662673,B,-13.01275575292501,-151.65436629979828,-145.57352415074556,E,A,D,E,D,0
No,132.0262047078077,E,-206.70156537029249,-2.711588508421482,-139.09957563378188,C,195.99776160062225,-61.6080906900911,-96.87607860438018,E,B,E,D,B,1
Yes,83.83492921917367,D,137.85921324618204,-66.0813786173271,170.69213764008742,A,-101.38158490971622,153.94260690033812,13.36812728121799,D,A,E,B,B,0
Yes,-18.243726599103375,E,-2.133838630039092,-38.91102444832322,18.11456776913171,E,-98.38496234075276,-62.36175689336581,127.72846224619174,C,C,C,A,C,0
No,-35.073507277712004,D,-62.59966500676841,-96.95506311695263,-86.71319858662055,C,52.60185664936808,172.70825778055917,-7.387320483437322,B,E,E,E,C,0
Veteran,-199.40973646808837,A,-149.27031276828333,-56.62608767455243,88.4485790179286,B,42.71450053281012,-69.27109093574629,-19.886539767312584,D,A,D,A,E,0
No,43.04047875145292,C,-105.22172997643612,-40.43564060426811,-20.58715969644708,E,135.54958341375283,-89.38656004226912,-40.64888243769873,E,B,C,B,E,0
No,66.37954256563108,B,116.7458216472891,-22.166177989143527,-88.98709309076908,E,201.99494969598564,-13.010342009627804,21.527725983777145,C,E,D,C,A,0
Yes,160.73004649384438,D,68.30727090243002,16.547274366484967,47.264467302792376,C,-70.3665039631543,180.13108924330467,-108.77475354393434,C,E,B,B,E,0
Yes,0.48465590466297775,B,-51.54154193793718,-112.77217601599554,86.06582252355363,A,-171.50519705261772,-78.79310957110106,-15.142401246145162,E,B,A,A,E,0
No,-21.32138079576643,C,-133.26255642687698,-147.5810976242778,65.06586660943199,D,2.1282126202052063,-8.875985042038517,196.86697866102548,B,A,C,B,E,1
Yes,-129.11249695986703,B,-83.51992248376561,134.41561873221266,120.91742520754478,C,79.11436957861366,99.12977487216097,-65.3767296262116,A,D,C,C,B,0
Non-Veteran,99.41727934595322,E,-151.10171011423543,43.59585306124927,61.08931567169006,C,-92.90292919852263,-37.802304145700994,-72.62524925580888,D,D,B,C,A,0
No,-13.563604940761442,B,190.99755120831335,145.2858155689451,65.28390342486216,D,-31.00074785644513,157.58365412587057,-28.39759845839025,A,E,B,A,A,1
No,195.86995706651578,C,-35.7209385613544,77.10058993987548,-88.30982968145885,C,-7.33643839635447,49.25016310024406,184.99620835025297,E,C,A,B,A,0
Veteran,10.14966292610266,E,-66.45558735221857,-51.06130221836111,-19.89440807277736,E,38.83886063404602,13.753230402739792,9.653809845421883,C,E,C,C,A,0
Veteran,109.8676239490904,B,58.156043598618666,-53.55738863134732,-44.106750058803385,A,27.100046978429038,40.708178064983436,77.43151449635229,A,E,B,B,D,1
Yes,48.4232891999499,D,-165.85537086084898,-14.742015304954819,26.365544139187826,E,-9.606648728949104,-69.39677885854553,1.47466075535047,A,D,A,B,C,1
No,87.10759841684597,E,20.50236377772146,102.78681681751274,-4.391587797945143,E,195.63948054099632,-40.19137484827346,2.584506828397394,B,A,B,D,D,1
Yes,-178.0354377026597,E,66.25357360272919,70.88256308492814,52.40785055587539,D,43.3254865779462,-68.3821850808894,52.508944429158944,E,D,B,C,B,0
Veteran,-1.5243474143110474,C,-45.56417277325555,25.41488529730735,110.39798531472422,D,128.78550703604282,-32.51963608166696,140.07199734772874,B,A,B,C,B,0
Yes,-55.731047967290706,C,-103.134294095359,72.54403919815502,-33.213449398229464,B,-38.963115644485725,-130.1142989485092,-108.1600318237254,B,C,D,B,C,1
Veteran,-12.612957643906302,D,-136.37039934187544,141.72696588033256,50.871155480282326,B,-103.03416870870923,-71.3149775422892,197.66934751661523,D,E,B,A,D,0
Veteran,131.4296224294286,A,-72.38748487279145,-33.753811210997696,-80.34871052823304,D,1.2380606641060286,-34.83475308149872,125.76739149833283,B,A,D,A,C,0
Veteran,94.46193557713295,E,-51.50511873277749,28.97516326561072,71.86768681113239,C,53.2658036968073,66.90396977784519,33.66241110890269,A,C,D,E,C,0
Veteran,47.176116834993955,E,89.46024268906709,56.405794740518736,20.80506648824115,C,103.28888666198415,7.261358878542336,-78.72553478605184,D,B,E,C,E,1
Non-Veteran,100.21577010737224,C,27.700920752092106,-144.27857626077719,-162.2040712519106,A,122.24479316763308,114.1288619350315,126.20174526611623,E,D,D,C,D,0
Non-Veteran,221.63110864830585,B,-144.80816625460648,-44.07825028423135,10.725295418103594,D,-88.44800188466454,197.82802374412103,-111.67442895249893,C,D,B,A,B,1
Yes,113.35980645551649,B,7.772837600251877,-54.90618727842049,-67.02162835040471,D,243.3338744610296,-0.974779486785138,66.19237544537387,B,E,E,D,A,1
No,92.26849020811738,A,-32.004752862958156,53.7672035093866,19.009655469693556,B,-33.24089944311433,-45.82532362280674,129.37106968607392,D,D,C,B,C,1
Non-Veteran,172.17968428438138,B,-140.40067929008535,51.677404810947245,137.34895463604482,D,208.8724438896633,-125.86375562802661,23.266132155913912,C,C,A,B,E,1
Non-Veteran,-66.6129400943453,D,124.88319854771707,-104.26608006102003,59.968063906277315,E,-44.64469073415847,95.66521531821031,-17.498038167012027,D,C,B,D,A,0
Non-Veteran,28.722488642755835,A,82.76768704666296,-22.92144288630637,-1.531263104936246,B,-46.634802065510804,1.959434885151254,-17.133553626971672,A,A,A,C,A,0
No,-89.8904858071063,A,-140.1611202390712,25.335557784803196,152.90794875520677,B,-28.300335167618396,129.22758487667767,178.09757412616588,A,A,D,C,A,0
Non-Veteran,1.829797339072194,E,113.21542676647177,-81.19990704649905,57.03102195506059,D,-51.60051689650616,21.695637319500786,-2.7551710722999627,A,C,B,D,C,0
Non-Veteran,43.999426221332236,D,46.903790332734445,42.97420184486658,18.628762712315886,B,42.49769988102282,53.485204971250425,-82.95394427700742,A,E,E,B,E,0
Non-Veteran,-133.49911754579654,D,131.55067154256625,-86.49917380530987,97.34989129201418,E,-26.242581962637352,-79.8020210958785,22.758259038385265,A,D,E,E,A,0
Yes,41.46220531240253,D,-12.992881713990002,100.11662346924845,63.84881365830096,D,55.35769463499768,-70.83125720998918,-106.1646029470818,D,C,D,C,E,0
Yes,44.55176611794117,A,23.781313989228277,17.323665278718973,-90.92319463662446,A,22.74460573893182,50.22179223205173,-107.60966083815167,B,E,C,D,E,0
No,-8.462028856283485,E,74.90118497545156,-21.790764237874615,87.78513855680178,D,-133.78661249021826,118.80606922437052,-24.07411602040368,E,B,B,C,D,0
Yes,-247.33493816503338,C,-106.9773422326751,-103.44076718327983,-19.333592102795404,D,5.805130982847386,26.95874999973112,-22.995338291731397,D,D,D,D,D,1
Veteran,-60.23291996050564,C,144.41585819060833,157.3531177430167,-135.62740459213455,A,-40.18904519907209,92.7824712677768,94.49570382394833,C,C,E,A,C,0
No,-19.556421089085198,A,43.24599197408753,-289.20616011456303,-140.75779535402683,A,-96.56962770660414,-39.05187230168154,-23.520698075446937,C,A,E,C,E,0
Veteran,-3.777424184764054,A,68.51421048383315,-211.05218360109524,-35.59709900003883,E,88.15489719368628,-121.02105447692179,-128.11598242946124,C,E,B,C,B,0
Non-Veteran,-16.69668548456185,E,37.31484930428944,-54.58268417113078,-77.89058609558631,D,-2.6608787824793487,-4.615244651758766,71.30256222742825,D,A,E,D,B,0
Non-Veteran,-11.391527801284926,A,70.97959413284865,5.574787059860133,165.81963111663222,B,43.77815710304683,-38.086123347065985,44.159918705326355,A,D,B,B,D,0
Non-Veteran,-38.32017637762092,D,-63.975393038482665,49.791040990085705,4.8671844542157165,D,91.78798369913402,188.17700041122535,-44.158570679697675,B,C,A,E,C,1
Yes,-37.33343806354161,C,-89.00734441206566,64.24043784608027,233.9599178172134,B,45.3332452045272,30.238853047379884,100.65088969906624,D,D,D,B,E,0
No,-11.63509380935346,E,-127.8730505232901,-31.60046027922776,87.94367298045672,C,164.64517235469285,61.18158116939835,68.70634358161942,A,B,E,D,A,1
Non-Veteran,4.542727264049263,E,-30.617160003144733,51.26748548758589,-23.328725062046363,B,-46.32152729882912,16.450092596573587,-28.207782947435017,B,B,B,C,C,0
Veteran,49.58793089437039,C,-152.20575264094688,30.66790489710455,-31.505436229479056,D,9.822196814413315,37.435657548417076,-106.34680992654917,C,B,E,A,C,1
No,43.599686858029486,A,-97.41966052053981,-57.78876751702627,-88.08570585601836,C,-107.40966363417208,92.36144513899006,-54.07510156152914,D,A,E,D,E,1
Yes,-116.30139871078975,B,-22.149165982543753,315.0457308235587,-144.0262618597129,A,-61.375739881334155,22.16955035325488,85.72688348598989,C,B,E,E,A,0
Yes,96.4931917199306,A,-166.3307191076397,5.557106041597993,128.1505680510919,D,-10.881675479428601,-62.6200485559364,44.385681207963195,D,D,C,C,B,0
Non-Veteran,-59.98627589961075,D,-12.202368325085015,48.49979459688367,-86.09149164791312,A,31.132141035896066,-38.414120271594754,28.98090113161018,E,A,B,B,C,0
Non-Veteran,145.1822566474526,D,-20.99729439038086,136.91088991336972,134.83755375568117,D,-64.16736312697842,-99.9711818432244,16.5312093949726,B,B,B,E,A,1
No,37.476610014792165,A,23.598946318366366,100.60709567595711,-153.3701927001079,B,145.03647172267168,-124.78493673422004,-30.379027419752276,E,D,E,C,A,1
Veteran,-102.0991420542897,A,59.5988100737774,74.62329002721727,-47.92633921567383,D,29.70202177863806,109.45465405238377,-83.36330224565592,E,D,C,A,C,1
Yes,-100.99930449475123,D,-50.28959635539887,213.85609333618115,-136.42472064475214,B,109.80379693108733,180.11676735534445,-201.4022660135504,A,B,A,B,D,0
Yes,-14.615486608930034,E,-80.9107629764818,80.16457075002576,129.72861099426123,B,68.65681725860779,93.1755959137683,-74.51831367108126,A,D,A,C,B,0
Veteran,127.28359074009465,C,56.115250639993974,25.82191381122364,-66.5184391360358,E,100.80645365094254,-83.07113806582342,7.4660757558047255,D,E,D,D,D,0
No,-32.75309589428692,E,108.44873821993195,35.76563664511336,-191.27552823675086,C,-55.91119891144052,91.17166903481355,215.16785428436674,D,C,E,A,E,0
Non-Veteran,155.89381197340938,A,-157.25166665858535,-113.71190680749024,49.58696991647167,D,87.1457676593763,-37.91043021616942,-111.6834370604654,B,A,D,C,E,0
No,-120.79364682121563,E,-18.92868674568642,25.393987538428814,6.035680593332735,A,78.27168804045994,107.40008264566623,175.52308693152733,C,A,E,B,D,1
No,-77.00560159684908,A,32.28918902243457,29.891500951395166,-5.338733369504714,B,9.90295871651167,40.69007637145998,-26.631807634719586,E,A,B,B,A,0
Non-Veteran,-107.94748624016634,E,-91.88847604770363,-85.9857218419164,-60.706520679399844,B,-82.74316153903227,109.98842172184344,148.8402928695401,C,A,D,D,C,0
Yes,-102.63897148251428,E,43.26055362589385,-25.207233722270573,70.72590448774918,B,-164.59439065862728,-33.755584210417204,-58.17379951748235,A,A,C,D,C,1
No,-2.1046017488128026,E,20.381649945150677,-71.87980942765859,42.46392332948282,C,-50.31523180598615,-21.09313566991052,136.04156632506744,A,A,D,D,D,0
Veteran,32.30057862300458,C,162.02683021796875,-89.53782287266658,-82.95198236121682,E,-172.37226079179553,87.73030596579646,89.07604372939812,D,E,C,A,E,0
No,-181.3211106203695,A,-7.007042908261968,-71.86284475440402,-44.71389428997841,E,76.76771223324931,-161.13476289363146,277.8050304759044,B,E,C,A,D,1
No,-207.99779582857943,B,-99.9655987605321,-95.94893446718706,29.927767230091778,E,-27.111590431549633,61.09863932607554,-146.93492258157735,C,B,A,A,B,0
Non-Veteran,133.43813922966095,A,-177.48637248754252,-61.56348588501205,133.50961260036001,C,-78.30448563646112,-7.984676469798221,-45.802361337921774,B,E,E,C,A,0
No,-64.65797320031216,C,-47.06392681797731,27.521455082331208,183.66847022542302,A,-2.8553280889417993,102.56832838976295,145.09651125122616,E,E,D,A,C,1
No,65.54103445297001,E,-48.371616793836026,59.48219173004831,-8.746759983679288,C,-58.577099570739186,-139.29946142911902,-80.93183214066742,B,D,B,C,A,1
No,121.85858666545862,D,-109.95108862412417,76.77152326061226,127.43006107632343,E,9.886818059104481,-68.26381176005255,-88.44832646741456,C,A,A,E,D,1
No,-111.89226291483982,D,-173.93369256057454,104.52633365414519,55.59868933168747,C,63.93988474590928,-100.40796540136895,57.82019727998106,A,D,C,D,B,1
Yes,148.67194144927353,D,39.275082871295,-72.3731323476972,49.98909189658573,D,-4.074549610200764,-36.41772959963034,-141.63923114724744,A,B,A,C,D,0
No,-45.10227791706774,D,-117.85732226535353,124.76954158744891,-175.94526170798073,C,-165.10294893251555,64.84605517198806,76.9923052193109,D,E,E,B,E,0
Veteran,-125.10884670522833,D,-68.4674484550867,-73.90485462878374,-83.64382157880469,B,168.03694135855173,122.91907331625882,-79.20799152341654,E,A,C,A,E,1
Non-Veteran,5.148163514667965,B,-147.0411661383911,-46.7151904668621,93.59658372017974,A,99.40622445490384,-88.79039889412824,-180.83287735485726,A,A,C,C,A,1
Veteran,12.046024063902863,D,77.11933332855982,-197.73402788649582,-108.37022624783891,B,-110.11399713866246,67.40172401035656,129.87627811737497,D,B,A,D,B,1
No,-147.9851238641847,A,-78.63323362564287,-137.51573930131636,-33.28783555057003,D,52.52242761946253,-125.97704082381702,31.124045445250058,A,E,C,D,E,1
Non-Veteran,123.19153536576415,D,39.74169556634389,-27.466536930293707,-10.404103250694181,A,106.36430097133871,-48.288886562266676,69.0383897962922,C,C,E,A,E,1
Veteran,28.449017410013727,C,13.439656337931572,-4.8888656719555135,-164.56166727203504,D,45.70266674738002,-9.529114937793743,86.52573439642663,D,C,A,C,E,0
Non-Veteran,-87.29572491917314,D,75.60865422503578,-77.50549852568281,263.5118997927718,B,82.38511916904588,-67.97750456571568,54.17327688382335,D,A,C,B,C,0
Yes,-48.37678296990109,E,-152.55130720364954,62.290871451284744,-35.544807075357035,D,-50.65439422585229,16.454108258817456,69.91119034811484,D,B,A,E,C,1
Yes,-198.26188551771298,C,55.92620637843997,-79.96558073672591,-120.09458856099984,A,21.005621655889044,105.13318176425881,68.63034113878743,A,E,A,E,A,0
Veteran,-124.81036533229863,B,16.143135790162916,-97.77708517114002,-30.88147966530838,E,227.7941098267787,0.10079599212333666,109.39867251229856,C,D,D,A,B,0
No,62.6431253161849,E,-60.032703388549805,-43.08122970500163,-1.4441658117103326,E,37.72298006935975,-161.88637690470517,50.059759398195084,C,D,E,B,A,1
Yes,-232.87348360269982,A,34.73656526761358,158.7553680217548,-101.52905378731032,C,-9.101403069302426,184.6934369123426,13.601455309024523,A,A,E,B,E,0
Yes,-25.878568000699282,C,73.31837067352224,-28.663139976344095,-165.28300295316916,D,91.81236651263694,8.564578381764715,127.26168537110966,A,B,B,D,D,1
Veteran,70.93124016106644,B,109.88264943267218,56.367612202977334,187.32449519007625,A,-273.1207974803919,9.319535283395156,116.94823349360983,D,B,C,E,A,1
No,78.38432894516612,C,164.99699972685633,93.6612751283482,92.93089852376733,D,25.56555916242107,69.98135186820737,-95.76674637664449,D,D,A,A,D,1
Non-Veteran,-41.94851347102514,C,-12.055663373125117,-3.8406557678455173,-103.50136068985339,A,-17.72716020973684,-122.96959226358545,-33.29385493064942,D,A,A,A,E,0
Non-Veteran,213.79372298603937,C,173.84269554450833,-201.36664603782043,-51.38505765529038,D,168.62134892255415,-151.88316435429778,-121.51825021516063,B,B,B,D,A,1
Veteran,-68.5488008384749,D,60.40853279887386,-137.61939856301092,105.28115954393955,D,139.90141618577593,75.33517706044623,-222.9156783741212,B,B,A,E,A,1
Veteran,-77.32729914154889,D,-113.28898933484703,33.94577895091896,-27.83729476416829,B,10.07460066332567,16.833059214739865,14.677323298981982,B,A,C,C,C,0
Veteran,23.110970109760437,A,-140.6076195633847,-77.39237034039114,-2.692670140925819,C,-115.95083383936063,-36.08806243856183,-49.73048610470466,C,E,E,C,D,1
Veteran,86.43374171687707,D,-119.188224100306,-169.64620450518785,-91.87456815399707,A,-1.3783716824033267,47.63773911900954,272.05562786134874,B,B,E,E,A,0
Yes,184.9061751442096,D,26.803070573491766,30.118433870405404,-23.01979500715381,C,-57.76367256015623,168.42724355394697,-135.75033592116614,C,A,D,E,E,0
Veteran,112.70648931198161,D,54.265549354132794,175.02522608900563,20.59378196266544,B,-69.3799181781491,87.58213029122297,115.93215122060347,A,C,A,A,A,1
No,217.24646352094786,C,-24.29134254988153,-113.1767152803143,-53.7509344408962,E,65.42906908268048,-95.89511098906203,-1.8944979768722998,A,B,D,A,C,0
Yes,-9.774044250699339,C,47.42470138437832,-189.85094702667215,-62.77889154982361,B,-99.4587746695505,21.498471711454954,17.03929201925378,E,B,B,D,D,1
No,154.3286049305621,C,-12.364930056632808,-18.93264423310542,-39.19179214189411,B,-162.8149609032308,-140.38210339919857,-62.055971458180835,C,E,E,B,B,1
No,30.616927889158234,E,-91.84532123773279,23.28789568049622,12.675363067288622,A,-195.27093255211702,52.832647459863615,142.87427876687846,B,C,E,E,C,1
No,172.5267815442405,A,-137.38493649721644,149.0166269488938,319.13832517325255,B,-97.59495627186492,-75.63638804033724,-107.64130270304233,E,A,A,D,E,0
Non-Veteran,-96.35058344417851,A,-71.21436260475511,93.60484904136885,30.032297080153135,A,95.2503326198791,56.6759252553926,225.8332816781144,B,E,C,B,C,1
No,-113.11037875702132,D,57.48817508390442,-55.92899773377571,-160.06807479150254,A,65.88958875981074,14.584834043140527,-10.794644257709923,C,B,E,C,D,0
Yes,-6.136292258167927,A,4.184576954857283,-127.75478562837502,67.54139385572813,D,-1.6394696472344106,6.504533299161645,37.64515142344981,D,A,A,D,B,0
Veteran,89.14542895464265,D,-81.2947026250704,19.740755771632873,28.817068917175607,C,-162.16906711842677,-43.591055888072496,-123.28655782818625,C,D,E,E,A,0
Veteran,-131.48797748987852,C,42.18132525306187,71.62333947137772,94.68116655850845,E,-4.21783649259386,86.67942591318912,118.6905861295757,E,A,C,C,B,0
Non-Veteran,-43.816248031155816,D,48.10723429256926,-110.52103424375221,-35.22724115515994,A,119.8000417858719,39.72304993122956,-145.06215399958154,E,C,D,C,A,1
No,56.877923249319615,E,15.821840272807936,51.05995585892682,0.975456175688196,B,-141.69725805806235,77.30833978327213,126.55345281372861,C,B,D,C,A,0
No,55.13814741754959,A,117.57675754701013,-87.51395061304191,147.34041903402323,E,65.31253985411905,1.2494363211446413,-45.76101679039173,B,C,C,D,D,0
Veteran,-142.72231860267817,C,55.65613228087866,-91.3983642868218,-231.64777104500746,E,-136.7671677518522,-55.8952496514253,70.41031183262923,D,E,E,D,E,1
No,72.97807143953217,E,-71.64104551524866,-44.27098451494223,-69.06688145145186,E,-85.92501866867994,-90.6677801656881,133.11021618501994,A,A,D,C,B,0
Non-Veteran,89.47385868219156,E,-41.05767042434968,-55.602031553984546,205.1542213995409,A,-53.8145825711473,-44.36083236113125,-2.1720358443878607,C,E,B,C,E,1
Veteran,46.03206449173064,D,107.99705299445304,-1.458874657473447,-53.18224245144617,C,-69.90984093222818,-48.72737265880284,93.97168439012069,B,C,C,E,A,1
Yes,2.6947248691491774,D,120.75073812215051,127.12490269145943,-157.98882446426305,D,191.30181607183735,141.4517294333877,6.2373796221349895,D,C,E,E,E,0
Non-Veteran,-29.08187416689147,B,-17.430752722964677,14.520255027473347,-93.88321030357389,E,-93.0877150490642,18.471136112646757,-78.40010955248472,B,D,D,C,D,0
Veteran,-161.3796422524861,C,146.4162991732152,17.328807033431186,-218.9503978052037,B,-78.66945098605504,-22.515488807741264,-38.716232601055836,D,B,B,C,D,0
Veteran,-182.8041595331563,E,188.552499792702,25.64063441831732,-12.070768493909851,E,72.7815382789079,-47.39906778797021,-55.18618528926442,A,A,E,A,C,1
Non-Veteran,106.36297898475704,D,75.66255822870527,-60.28704301169823,-63.7907173625964,C,8.465735962768905,176.0297772464777,292.28148620831047,B,D,B,A,D,1
No,-21.64043490670806,B,155.89680533562927,58.7823848897028,16.78576296415056,A,227.1660067912134,-29.005497043649214,17.042302549746267,D,D,A,E,E,0
Yes,-78.69857934773914,C,-123.44605283636182,-137.10705123571861,-160.66264471149051,A,44.012173623570874,2.3618698252412065,-157.85827248232692,A,D,C,E,E,0
No,-78.94686829210501,A,-3.235393248981471,105.84147852006916,48.8078502221248,B,-186.7497444601585,-74.66558225285044,-64.73194829461069,B,B,A,A,E,1
No,159.82354976945712,A,4.355117011691991,-37.16142362901345,-34.11140533672045,A,-17.198240317667015,1.4627298808997393,1.4254131960922873,E,D,D,A,E,0
No,-21.914114557216692,D,144.47904504022486,70.14442076998813,161.47496721901493,C,134.83446190409876,31.145007133697412,-10.476271943837482,B,A,C,D,B,1
No,-49.64122646361096,B,-116.02096472156379,-24.459781181532257,23.557781413443067,D,-185.03719813894597,15.702363427099364,-20.62358553184114,B,B,D,D,A,0
Non-Veteran,-0.34794605581058613,C,152.64550102955698,101.64506042945425,-57.766792480031036,C,165.99418367979308,74.3443291406986,-0.8860435065838662,D,B,A,E,B,0
Veteran,36.12221897849295,E,140.26398645386712,137.69620572972667,1.4575265027741522,E,-96.76088923418837,66.99079571745513,-45.79353552985464,D,E,B,D,E,1
No,65.01061390987265,D,43.91900237707293,-239.30009279743797,47.58778643588541,B,54.65973603207219,42.4275788004067,10.58823117658223,B,C,A,B,E,1
No,112.60426933947497,B,-67.74543361579205,-78.45310405221382,-35.41321291903209,B,3.8134922994969296,31.92310657864887,-70.8266914937139,A,A,E,A,E,1
