age_range,civil_status,Veteran,orientation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
65+,Divorced,No,Homosexual,E,E,-85.58054017401875,-189.01884548964526,E,C,D,9.310650976772987,64.28717068225241,E,-62.55855732536785,D,-39.25488976002667,114.92340404428194,75.37614249742369,133.8797408368783,0
26-35,Married,Yes,Bisexual,E,E,-87.56313154008335,-4.860281783949191,E,B,D,72.172919276369,-64.22776089076339,B,101.12755161572471,D,-24.06774089715409,108.73038646143891,89.44085779035488,3.0493291810839986,0
18-25,Married,No,Bisexual,C,C,-60.86820288127305,149.00720555453745,E,B,C,87.03365135855606,-56.1265944530537,C,112.1377995265829,A,-150.42962696627157,115.63898441991032,-38.18752930679331,-132.38548554907058,1
65+,Divorced,Non-Veteran,Bisexual,E,A,-57.27036176679378,-80.07358139968619,B,D,D,57.279723154754194,66.67623723284875,B,-292.34723355865157,C,-57.50128890642707,-106.75130693529873,-118.35096376523661,29.516425790987615,0
51-65,Single,Non-Veteran,Bisexual,C,C,-13.547077129589017,98.54410692729306,A,A,C,-76.68593660794589,-90.65166013892919,A,101.93123983518227,E,69.82533931073188,213.82491035811438,139.66740773112988,-282.1909209096671,0
65+,Single,No,Other,A,A,27.24255649022535,195.07517226527335,E,A,A,-14.808530800882494,154.8990153301676,B,-46.97938019843747,D,-81.78117237987723,-16.709743162176025,39.552897960761854,-24.602192465056966,1
65+,Widowed,Veteran,Homosexual,A,E,11.700255402194225,37.26708527284341,E,A,D,124.73041782929141,47.031782943563684,D,218.99149549465068,D,60.789680199132356,29.7054178734368,-115.18734876470656,8.724387264979605,0
65+,Single,Veteran,Other,D,D,186.4584483080924,-177.58410014176533,A,C,E,44.12389624201013,151.5231537342482,A,-181.98625932776687,E,-29.170044841483,-145.3702305773613,-62.79536381342522,-141.50224613512142,0
26-35,Single,No,Bisexual,D,A,39.77145860381801,24.097851908516663,E,D,E,-13.006581897650637,-25.472960280861773,B,100.95999043407586,E,57.62140817725769,0.14231488604458464,-125.04497109763075,-22.719756135265882,0
26-35,Divorced,Yes,Bisexual,A,C,113.54720137509395,3.20062007102579,A,D,A,1.0200904893755878,0.8390665580433841,D,61.57233269923241,C,39.070569538977054,-42.511092261033234,-22.45262345585279,-112.03774484488574,0
18-25,Widowed,No,Bisexual,B,A,-1.2849596731827393,-59.911078819764555,D,D,E,-11.07341634493663,134.83675957953335,C,87.2346150299115,A,-28.273045126165563,-203.87617283549605,-170.8300279005794,135.93617060050107,1
36-50,Single,Non-Veteran,Other,E,C,-240.1374421472093,17.472963084341163,B,A,E,-61.735330460765866,94.69136589499611,C,3.7481235792505827,A,-145.89645691813485,73.70480705983081,23.828485277248333,-18.571141379819224,0
65+,Widowed,Non-Veteran,Homosexual,E,D,55.93351393984093,125.95830302460476,E,C,A,-10.12652655949033,121.63036850765565,E,144.04330840589483,E,37.868161231708555,-54.558452413461055,94.3143634280832,71.70201083044614,1
65+,Single,Veteran,Homosexual,C,B,-78.86253637871651,112.07583292044703,D,E,E,117.43642449691731,72.76604074988138,A,-141.70556449252672,E,-157.3379252873134,-18.245342508581746,-51.692388269054646,104.9795034429205,1
18-25,Widowed,No,Bisexual,B,E,-175.1482330197722,78.11005313453569,E,D,D,-44.7160518095468,-225.59985048596624,D,134.79969188666968,E,-12.587537210020006,-154.80299472269948,-10.547425388227092,96.48488890646661,1
36-50,Single,Non-Veteran,Other,C,D,-55.36115708126055,-35.483312950143144,E,E,C,-93.06199836898546,46.757670592020936,D,150.92929676384085,D,14.853995106088894,-217.26490904382186,-61.79609935096991,123.9528141178939,1
18-25,Widowed,Veteran,Heterosexual,B,C,77.13745650051386,-192.99272879343633,C,B,D,15.063108186406883,17.167787490336707,D,29.150693035931933,A,-156.3256888775071,47.971443596065065,129.08744881223765,108.74957341774738,0
51-65,Single,Non-Veteran,Other,E,B,129.63641163839048,138.0695729047005,E,D,E,53.110597632068924,-14.583339180867144,B,207.35900650587791,E,171.99466610165285,15.969359471905165,66.96986556155203,105.53334629928636,1
18-25,Single,Yes,Bisexual,D,B,75.78833692861177,60.23577509878096,E,E,B,-118.54473549514017,-58.151257047741844,B,-302.2579919063162,A,-15.829208318425051,-23.710211950354857,-44.61342105767231,129.2411008301157,1
18-25,Single,Veteran,Homosexual,E,A,-287.70911463775457,-37.96687654769781,E,D,E,-28.7672821075444,-5.657375240581372,B,-29.672761830012234,E,-11.607774699327846,-31.234278500707568,-46.06803747748005,-42.406770342159774,1
51-65,Married,Veteran,Homosexual,E,A,77.23872395693407,-86.23497870805019,E,B,A,-62.58877286711376,77.44294409312438,E,28.908815528743087,C,-75.71949947149115,-110.75915382474726,-34.47126291882719,10.524723102840436,0
18-25,Married,Yes,Heterosexual,E,B,308.0037656362543,101.87757571854026,B,E,C,-187.0590769750027,-155.67460411000081,E,147.9387695077119,C,-87.123868171763,143.5779678510902,-37.77172698283286,-102.95332173784996,0
65+,Divorced,No,Other,A,A,-31.79086658850411,60.370148333656545,B,A,D,-64.34587684108831,-8.579963205402521,D,-41.064688103932504,A,174.37161000955774,38.61019031745792,-33.91613536071035,-203.04067407407754,0
51-65,Divorced,Yes,Other,B,D,-66.79245519472666,-172.91952294964287,A,D,B,-67.34464750220609,-74.85289697810028,A,104.5239426378314,B,-42.81859181125869,-69.05952052910393,-2.5732328548088734,-131.5574766580297,0
51-65,Divorced,Yes,Bisexual,C,C,-80.78435004572846,103.36839313213049,B,E,B,132.8399709602754,130.95321893389115,B,-63.573811740557254,D,-54.20250298657805,104.01883623284742,-116.15614419615798,39.45585797541757,0
18-25,Single,Veteran,Other,D,E,115.327005410285,27.238325776433747,B,A,A,-233.39210292118744,-154.96716019991558,B,18.783304512212222,B,-110.74164401364428,29.621686844502687,-142.62071884443375,-84.52932399224055,1
65+,Divorced,No,Homosexual,D,C,-92.23927030454871,136.16549981703926,E,B,D,-80.36833098671728,28.193481924909264,A,137.71828029933894,D,98.0198027877065,-1.6188496383340147,-67.61218009927475,-106.5616463730187,1
18-25,Widowed,Veteran,Other,A,E,-52.28252183276268,-180.10905488814325,A,E,D,10.837912218314427,-91.22981248668623,E,32.859321763284285,A,-68.60424214584535,-98.03234881920166,-85.54847902687914,160.95413849764805,0
18-25,Widowed,Veteran,Bisexual,B,D,-148.72453436787137,-17.815499778888917,E,D,C,41.16553608171118,41.90609740636044,B,42.65900257607863,B,100.53587469505716,-38.93412933606918,184.25045225946056,264.937345123957,0
18-25,Divorced,Non-Veteran,Other,A,A,114.01595330659251,38.22864008912871,D,B,E,4.399876910758205,-8.943385252434366,B,80.39496134073477,A,82.59889402685046,97.14447827146464,-17.11286693511983,9.540235062134508,0
26-35,Married,Yes,Homosexual,E,E,190.76784045927053,127.23451970799411,C,B,E,-144.0708731027619,-31.432239103849053,B,111.44071913542992,D,100.67402672874115,115.96750357658378,16.65884046289678,50.51659656724574,0
51-65,Married,Yes,Other,C,A,-3.628585535122305,-168.17344701102343,A,E,E,-118.4337374619858,-159.37926755981,D,51.964213994374866,D,-125.18760158919618,-28.695707826408402,-22.496072441386634,-106.870207079823,1
18-25,Married,Yes,Other,D,B,43.001209731323335,-70.5351511947443,A,A,A,157.33051641030687,-94.17097950382156,E,57.8756892095615,D,-78.40629806322656,50.548796118871905,1.284542801263305,-28.29642533495437,1
36-50,Single,No,Heterosexual,C,C,-92.08046456205346,47.64733368412731,E,E,A,-15.636423140800703,-43.55777304777514,B,-156.8715522920995,C,48.93392545585425,-156.72316405477437,-85.59313820745996,-114.75697706873449,1
65+,Divorced,Yes,Other,C,B,-49.68821886131649,0.48566869777291555,B,B,C,-24.137437970676583,37.15344775731031,D,-135.5376689437113,A,-35.45893722054351,-142.0902047823106,71.93843160824386,167.8473881766247,1
51-65,Widowed,No,Other,C,D,-1.209394594622108,100.97031515855063,D,A,E,-112.53933767630697,-21.849675120900386,A,41.45064138287172,A,82.13169777789008,-40.34133909033484,-90.14366192555958,-7.15139191802949,1
26-35,Widowed,Non-Veteran,Bisexual,A,A,77.44436432847735,31.22743871723574,D,E,D,-27.735449447545786,72.18470468692871,C,-3.1487396516242487,D,7.392392999928064,-88.91898024172458,23.75268417810539,-127.81828878936365,0
65+,Divorced,Yes,Other,C,E,123.970639653228,-46.75037103936115,C,C,A,-56.15085074631014,-28.9655270153825,B,74.78708588355418,E,71.88055577574325,65.5103976083529,-74.5544091278881,100.75234433266209,1
65+,Single,Yes,Other,C,D,-97.61257773901957,-17.64587538826926,C,B,E,55.216871773547396,-39.404283929602414,B,-9.81142888839375,D,-17.997439497762446,-94.14637891539103,136.4957422931639,2.1012615854202394,0
51-65,Divorced,Non-Veteran,Bisexual,D,B,-34.59500418680379,-5.292014905562783,A,E,A,-24.743027808875052,-33.202477594937,B,-338.02627057849406,E,-89.54929118118757,112.35088922807589,-155.09355084866655,-35.205762976399875,0
36-50,Single,No,Homosexual,C,B,130.7158446673416,28.882523301177223,C,E,C,-93.88486236065225,229.38021248295954,B,-72.08773629069944,C,-25.27338062974701,89.31362790577835,-182.66853679025888,-85.0504977242573,0
26-35,Widowed,No,Homosexual,A,E,48.145048320637315,42.55700227122741,B,E,B,-16.007337661318584,72.88517612489852,B,-129.28839306552717,C,-79.10888255094355,94.224356916995,56.767507924598384,-214.1442417295347,1
65+,Married,Veteran,Homosexual,A,B,95.13113152288923,-87.48344516472343,D,D,C,-80.05404385990727,15.47068237726727,E,-123.69317428441067,C,-63.39516129776904,122.23906311067374,-258.2381078141711,2.4087378761113496,0
26-35,Married,Yes,Other,C,E,-34.525804622083584,-1.8026894194134466,D,B,B,-20.64356571790289,18.3576835024557,A,92.88426808746738,C,5.101627726557389,38.97168396484549,205.3778151665976,128.20363061245223,1
65+,Married,Non-Veteran,Bisexual,D,D,67.05167864745438,68.40791474099991,C,C,C,-50.44335095148362,6.213658995243456,B,66.4490956129187,D,-94.5080576480435,-104.39065870429422,25.334832111353258,36.84341761570262,0
36-50,Divorced,No,Heterosexual,E,D,10.485321320885511,81.92942910558158,B,A,D,-28.409209378934406,-20.888097024985143,D,160.09942945293324,B,107.68766262899393,71.74744040379741,15.618777771068517,-79.11662232072577,1
36-50,Widowed,Veteran,Bisexual,A,E,-99.66204128256135,52.82618166626158,D,C,D,-69.0227082470479,-123.17883639182969,D,-92.91871058507903,A,73.37249468397408,59.4423638331431,50.98500278732636,-76.31697383945259,0
26-35,Divorced,Yes,Other,E,D,30.84297280799856,-94.69287004072329,E,B,D,61.27846136579051,118.70856624501656,A,-153.4925675366233,E,-3.55568550530775,221.6493654433702,-145.2988323484035,19.038138925009832,0
65+,Divorced,Veteran,Heterosexual,A,A,-95.57971442181329,-93.80959545756618,B,C,B,-32.422681284227615,-47.608423966941196,E,46.50344999498996,D,52.73530598089275,-68.1236230723853,111.61912841074546,-61.25725631934029,0
26-35,Widowed,Non-Veteran,Heterosexual,B,B,123.04699426033888,44.876313242422505,E,D,C,141.89961962419662,55.42337280294669,A,102.6462890183555,C,-1.7130197405663878,49.79906661756852,30.87070946195956,-121.98825872260508,0
18-25,Single,Veteran,Other,D,A,82.84275891600772,104.4317137630132,E,A,A,-127.93364969813679,35.22173901751166,B,-141.29519610872993,D,113.90801091804153,103.42465161854733,1.7648086783106816,27.45566545486066,1
36-50,Single,Non-Veteran,Homosexual,E,A,-25.15869794335166,-33.92321068349455,A,C,C,148.9596608873845,266.7041417428957,E,-113.39082687849806,B,24.12312443337846,-126.33961596172819,-89.49041392336451,98.60193687151477,1
51-65,Single,Yes,Homosexual,E,A,95.31438569145867,107.44779927780468,E,E,C,-33.46850382030984,-17.654130217742257,D,-48.262967831859406,E,70.76423611050814,-10.157502865919952,105.05706280599732,-4.859396134241814,0
65+,Widowed,Non-Veteran,Homosexual,E,A,100.56194996972891,-53.62633730953028,A,D,C,200.45654810704198,-88.46095270699864,C,204.56833237313953,D,-83.71798453908765,3.764870254472371,53.645973091212184,-68.53024194527495,1
65+,Widowed,Yes,Other,D,A,162.47354031894514,56.69439579128127,E,A,A,-102.6743939616692,-16.848491433081694,A,110.33867519933351,E,-69.28900966384536,78.01402104423539,-163.7497316800405,-58.184971630927585,1
18-25,Single,Yes,Heterosexual,C,C,-19.502474846963835,-111.71782477177695,D,D,B,78.8332861809746,-87.14233515886882,B,-91.51814255840259,A,227.7178859588956,-18.184480958909205,-23.53426024044248,24.419137979803946,1
36-50,Single,Yes,Homosexual,C,A,-48.38062934259068,-205.27095829833453,A,C,D,-6.757691471765767,15.748694531700375,A,50.36731687581535,C,214.72429248213717,132.30329865205957,-81.63163034334745,36.673197313160074,0
65+,Divorced,No,Homosexual,C,A,18.631968472487127,111.79682620889999,D,B,D,-157.5077470574063,-108.60468287315746,A,-10.848759730110652,D,-12.38368958777745,-41.93536189078162,-198.47654628994243,-66.77425899701183,0
18-25,Single,Yes,Homosexual,E,E,-78.73786560021706,10.577655993667054,C,E,C,88.70369875461517,97.0903641638864,D,38.78722039325258,C,123.62646720401985,-107.26357561906998,-121.66783055406445,-126.9896205475711,0
65+,Divorced,No,Other,A,B,-128.92703792275552,78.29704702697657,D,C,D,-96.47082215719908,-126.54863617777703,D,-34.02071295939735,D,-76.64857423027559,100.10437478773014,-183.4686826078093,-74.80501973250291,0
51-65,Married,No,Heterosexual,B,A,144.12341963368684,17.673634820613042,E,B,B,-17.008140353360776,-72.92681229437285,D,-5.6521505789304864,B,-112.69195206966884,107.41394701723944,-99.48606028844313,-3.769045453671385,1
65+,Divorced,Non-Veteran,Other,D,B,99.33549806591839,202.48339086549802,C,E,E,-51.61886195989342,164.52754470772618,E,37.58567633526218,E,94.25148735888202,-87.06819401886759,64.00795843592351,226.24780912692,0
51-65,Divorced,No,Other,D,C,99.50944768482873,-73.82930530531928,B,E,A,-13.792364627823536,89.78652829446449,C,-46.44696080553321,B,85.6200055461245,-5.160831003842299,-171.8819791342395,-38.26047199363443,0
18-25,Widowed,Yes,Heterosexual,A,B,20.934587902874817,-129.57412722121305,B,D,C,178.5092376437416,-28.075105948659594,A,27.166672406603126,E,182.17722286826657,-15.037807777403147,-43.554053731006285,-61.98440345499422,0
36-50,Married,Non-Veteran,Homosexual,A,C,34.197559895648396,-59.8094517281553,E,A,A,29.205630707292705,-160.2601615480647,D,-112.12732570109138,E,-188.7145195661409,3.00862881667235,-121.2411882632846,-160.50200038123563,0
51-65,Widowed,Non-Veteran,Other,C,D,20.09738747938307,-11.770883179512493,E,B,E,-38.71723433218508,-24.084208233868367,B,68.68352872379752,E,1.181303016063253,3.7881123840314577,-46.779292042355586,45.87794279174987,0
36-50,Divorced,No,Bisexual,A,D,8.722783381910352,30.595312112398137,C,C,D,187.00404069572485,-112.40428588192503,A,-28.220127164831833,D,19.701366614840797,-183.11438688689518,69.10271049574217,52.82437490767432,0
65+,Married,Veteran,Bisexual,E,D,-39.27502749539564,14.95133837463804,B,D,D,0.47803306637314685,44.0999564147334,B,-151.27898820707776,A,-47.09974674006075,-150.38485895676087,-64.14747815529253,88.91017382576139,0
26-35,Divorced,Veteran,Homosexual,A,C,60.453492861320434,-181.31021433057043,C,D,C,-105.32191645985138,-188.92375969758425,C,-13.655954704023179,A,-34.56730516416184,-119.9503794171795,84.79826104089373,27.65406975138535,0
18-25,Divorced,No,Other,A,B,-184.7997179229209,150.16735643103468,B,E,A,30.911837748359883,-34.74230693727659,B,-11.591344446114379,D,-52.02397529739218,-74.889919303387,40.63281974820671,-57.14024143793276,0
51-65,Single,No,Bisexual,E,D,-75.38249007609569,-111.12943545586312,A,A,B,-52.696866924053595,-36.17084460745138,B,0.4780110435919143,E,-41.36053705735916,-5.169138735917216,75.42582079324013,133.25530747451103,0
18-25,Married,Yes,Heterosexual,D,E,65.93966001343455,-119.5940423484486,D,C,D,-10.19654060501149,-97.45852744381938,C,-110.17037082391408,B,-66.83523003859258,-21.10418901087606,-4.395094806861756,172.6620509424826,1
26-35,Single,Non-Veteran,Bisexual,A,E,-10.061650520143187,15.303534057946175,D,B,D,-80.74525739836939,-28.977426095599434,E,37.37822312499071,B,-122.00766691903814,125.39016012394266,-188.1594582891011,-47.07069141628351,0
51-65,Married,No,Heterosexual,A,D,332.0006895570351,34.302616222916875,B,C,C,117.56293736940302,-33.189679483767215,C,-4.720497332590753,E,-116.33987556811998,-46.10740735003248,27.67088229105619,-9.134266903883297,0
51-65,Widowed,Non-Veteran,Homosexual,E,B,-123.81192172300021,17.97340400946224,B,D,C,102.57322188059005,-67.98589302155142,B,-11.885581222355587,E,98.70608320543694,97.36336678315392,-108.37476337814816,-29.102306396561247,1
65+,Single,Non-Veteran,Heterosexual,E,C,-5.648993494165619,-80.10241627324397,C,E,C,4.744882963700961,9.699683965540833,E,-108.70123639814257,B,-97.84150445843525,-65.51559620662738,-13.152385255605257,-64.72495758386812,0
65+,Single,Yes,Homosexual,B,D,165.99904385668074,34.572027133358844,E,D,D,-113.16693230734585,181.486694721051,C,84.52657171464205,D,-58.17273309000189,-31.84918599960393,133.4183748259751,49.16587722217988,1
18-25,Single,Yes,Heterosexual,B,B,-149.27526775373477,-70.8356611368697,A,D,B,33.48842325166581,-42.336627080924984,E,26.913726409353327,B,214.17582520802557,-80.94424578787167,-62.10211951044814,-171.7458801683822,0
36-50,Widowed,Yes,Other,D,E,170.11835415094956,-84.36117107451034,B,D,D,-114.20071092628686,26.468841796319044,A,52.1755540039579,D,119.84716965740292,-136.11660550462753,32.57665315846888,11.23503794521995,1
65+,Divorced,Veteran,Bisexual,E,A,-212.50911187878097,-135.00198271348427,D,D,B,-10.06594015721912,-131.0960933666009,B,33.683221955874856,C,76.24947058852585,14.236168438905716,-86.53864601857319,69.71013159745823,1
36-50,Widowed,Non-Veteran,Other,D,D,-62.653017807327096,-73.49715493410942,B,C,E,-1.9471843882152327,3.877208721804963,C,-74.81489165738006,D,2.6722063778589593,27.359962516232905,72.79858947688102,27.916957126359808,0
51-65,Single,Veteran,Heterosexual,B,A,-84.10543058651491,-60.48037291996743,E,A,E,209.20007780089347,153.31399590182423,D,-91.54771345905446,E,58.76032125845758,128.45803854753385,87.7107391473531,-127.38575368843587,0
51-65,Divorced,Non-Veteran,Other,E,A,121.03295980940383,153.6498926831082,D,B,D,26.89581636178266,-161.86881542215096,B,-43.39360263349859,D,-25.775554301411713,-94.71483230656894,3.7359919080775064,67.53451646191833,1
51-65,Divorced,Veteran,Heterosexual,D,D,-194.38139947090684,119.30253901973711,C,A,D,-5.401933061081803,29.465703778621076,D,3.327812317376903,B,-110.48704428077147,35.67302350091786,81.9691121535873,78.53721906666765,1
26-35,Divorced,Yes,Other,D,E,59.8469569528841,-97.42217247773273,B,C,D,-85.0984189206605,-67.74116745427877,D,-19.133632567819774,A,-49.25475003092248,-45.07635314184175,-14.286135443358727,-54.6731548186206,1
36-50,Divorced,No,Homosexual,E,D,-111.91733255433036,-153.96305009686228,B,C,A,10.086076398016635,-174.12216640962598,A,56.98445429048796,D,-134.65460423048313,-80.71325001049433,106.56829473262536,-115.49233699716841,1
36-50,Single,Veteran,Heterosexual,B,C,41.150174225645614,87.69413334473535,C,D,E,2.5169082067550477,44.77596803004444,C,-34.016358825183474,B,32.81233549816406,-120.20615334065043,33.26088018463027,-77.17356810190323,0
36-50,Single,Yes,Bisexual,E,B,91.78680234745714,-0.9044978457481029,B,E,B,-90.50342523371879,1.9010670982534812,E,-93.82899212115002,B,-171.91050348055876,95.12173511086867,28.970353604851525,62.02390367919153,0
18-25,Widowed,Veteran,Other,E,D,-122.97287426346489,156.73614973100146,B,E,A,30.123444834389566,-34.972388161361216,D,-55.4891011786594,A,31.63186550674701,1.764967799210272,9.130916361477555,-33.299850407791126,1
26-35,Single,Yes,Bisexual,A,E,-2.6420227399745437,-118.22983821998731,D,A,C,-101.01713746036826,29.910732479666645,E,18.522160155894117,B,-14.973563273592728,32.16073996913387,26.585717308024147,59.37005114747781,0
18-25,Single,Yes,Bisexual,A,D,173.7979146499558,-17.44890154998063,E,B,B,205.89242381386418,58.3670440695781,E,175.9730930980079,A,95.00948121411228,-25.35454330084677,190.01623184526946,73.39559866450543,1
51-65,Single,Yes,Bisexual,B,A,45.158389366839245,-28.464385435011728,A,E,C,-50.74598738608432,-34.98617826454893,A,-94.58572695256052,E,74.14863787437659,27.067445557765534,55.488117594868754,-137.33382454277285,1
18-25,Married,Non-Veteran,Homosexual,D,E,-199.72441784418868,-35.113170913092674,D,E,A,-33.420486454779066,-28.471476969114512,A,-104.56174663605371,D,198.83920822353542,90.37620507063522,40.83370912765349,-167.97457433644726,1
51-65,Single,No,Homosexual,B,D,11.894996339804871,4.576212849003852,C,D,A,-50.5788381637357,-66.42648976990667,C,-93.425875232738,E,-178.26174686533454,112.93239411889296,47.88811414022903,-33.95076696713894,0
36-50,Married,Veteran,Homosexual,C,D,68.51025601373273,96.37476811168288,B,C,E,-100.73939388950109,100.10952143889322,D,-24.231959966417126,A,-47.08148953481817,-5.38092855848507,-176.09942683895125,6.8537758704688185,0
51-65,Married,Non-Veteran,Heterosexual,B,C,-8.315715918230635,-28.21150862596405,B,B,D,41.54710723710496,91.32976843995876,D,-63.53110248116918,B,31.44680112035792,23.5584182494652,9.913791119560306,183.2994559982572,0
18-25,Single,Veteran,Homosexual,B,D,5.951515241855365,216.77353615900086,B,E,E,169.29683602281654,-38.40177385468026,D,-30.128939482067302,B,47.92113795283674,121.28370236211603,-70.83733931963195,210.9006636745073,1
65+,Single,Non-Veteran,Heterosexual,B,D,14.874292285968234,-21.943403414054128,C,A,C,19.234358101340245,107.44277243336813,B,-24.467433907281176,D,-49.07117186268907,-54.96926407667825,-195.17805743805025,12.004245385139262,0
65+,Single,Veteran,Heterosexual,D,C,115.3607435548268,68.22053855506319,A,D,C,-74.80998268961493,-134.41678862036673,C,45.28220537311151,D,-15.071842365665237,-204.50758786586155,-76.61819643977388,14.854001861516583,0
51-65,Married,Non-Veteran,Heterosexual,C,A,122.80563005218852,-20.405787712055897,C,A,E,-44.060950215431006,82.13176087845181,D,-243.0373122621432,B,-151.84083080435454,115.6424509748206,-225.3447784882996,269.3334560447794,0
51-65,Widowed,No,Heterosexual,C,B,92.7604580091328,15.228411260415065,E,B,C,-98.58392676147928,80.23454951488935,E,72.22745225158545,E,-75.94163055551776,-4.846637560211362,182.53641033125567,91.57975380540499,1
51-65,Single,Veteran,Heterosexual,C,B,-27.676190877430777,-2.371464412740098,A,E,A,44.58628887598668,-10.9469698159431,E,-94.57585142069911,B,-69.12376682557047,14.85442363862633,-133.80926813511022,-192.66867851012165,1
18-25,Divorced,Veteran,Heterosexual,D,E,31.73761570969208,-132.33903483233388,A,B,B,-69.83572687706908,151.88561252842155,B,13.406672716747222,B,-78.57053591938364,10.554037830001835,9.896014763944832,-171.15331658062917,1
65+,Widowed,No,Bisexual,A,C,94.07427417559553,46.78521569542677,C,B,E,-133.91788843153293,-13.681664409511349,B,-93.33942159599235,D,-21.91199350598675,113.31652523475042,50.66207467335282,83.00447555142665,0
26-35,Divorced,No,Heterosexual,C,C,-29.898320578439048,-104.43461465333168,E,C,A,29.883605330762343,-239.54677809601773,E,-65.97865833123511,D,-133.7709419114068,-6.078737970165282,4.783362496021467,12.919413321618824,1
26-35,Married,Veteran,Homosexual,C,E,64.1542675306847,-54.11243171472645,D,A,D,183.3537198277793,223.32230258696444,C,22.489400787726545,C,167.6827895199683,152.78601672255425,10.920903369246684,-14.818135741411211,1
65+,Married,Yes,Bisexual,D,C,8.387971923918016,104.82491611704377,E,A,B,-68.93350832675543,-93.98855406796956,A,-116.65300020628678,E,-81.07114527187414,25.944220312963374,150.86938568960727,-2.382672084168345,1
18-25,Single,Veteran,Homosexual,C,E,38.80931828028494,92.04965710612362,A,D,B,-130.71966089351673,22.12172037714064,A,151.80914600899672,D,34.89380329763941,102.80336837436718,-11.574132844579967,36.53618346139861,1
51-65,Single,Non-Veteran,Bisexual,B,A,42.94568905420257,54.989267213902636,B,A,D,30.627401078937666,-35.145554823457616,C,-10.653927985188405,B,17.07576066538868,182.21882915845202,49.98105010911869,136.2415288393427,1
18-25,Married,Yes,Bisexual,A,B,-125.30378398843393,-188.91537144326452,B,E,D,10.716341771037518,-45.74418127088208,C,5.863227414586144,A,97.69157608934809,-47.87966965010425,-80.68045235228998,118.15671848495492,1
18-25,Married,Non-Veteran,Homosexual,B,E,-158.26813412503586,-28.471504693440725,D,E,B,-127.39616675391703,166.2195755290187,A,-106.13357593322475,B,28.781502779552497,29.253731250339783,-229.04028187555176,55.09105336629614,1
51-65,Divorced,Non-Veteran,Heterosexual,D,B,-206.0955697748275,119.36013993955747,D,A,B,74.19852930850531,-110.21175035664439,A,-24.65794415135238,E,174.96309425973536,-69.13626175528289,52.183939402817316,-95.18199369367525,1
18-25,Divorced,No,Heterosexual,B,C,79.9191014593679,-75.53176698350363,B,C,C,-22.00976790776633,-70.4998196287812,E,81.00620097114405,B,-2.0235155507219447,44.07474448699733,-77.55325414891934,84.7453175450913,0
36-50,Single,No,Bisexual,D,C,-29.742154446403728,-58.32124048135472,A,E,D,-35.3687185070471,-25.41363447455521,B,-7.623509242704422,E,72.89649708646203,197.8026325343277,97.85569839402757,135.5383930979088,0
26-35,Single,No,Homosexual,A,C,-47.47872920927705,-103.70576920075658,A,C,B,-107.9591221173738,108.4738611713218,D,-13.335075204471314,E,171.2938141068348,-77.27662739077364,-102.21311813805221,124.22217908035647,0
65+,Divorced,Yes,Bisexual,D,A,82.31230317748346,114.01210107322723,B,D,D,-156.1621374915211,-52.277702533437164,D,22.794143750765507,A,72.33277378031765,38.01093114680775,217.94381931345615,39.3462232980787,0
36-50,Married,Yes,Other,A,C,151.72905485751733,83.3517126233205,D,A,A,29.578613011067254,14.227437959719852,A,155.09361040379085,E,-112.38259597133242,-74.25264766622061,-169.4755897303669,-144.0402337935883,0
26-35,Divorced,Non-Veteran,Bisexual,C,C,-108.43386795904932,-27.629395089840674,B,E,C,9.256778552164093,26.08636907286046,D,107.46293988746105,C,-40.54300815381602,-84.14100002577489,-99.23167623307594,115.81296324916188,1
65+,Single,Veteran,Heterosexual,A,B,-83.31871107147141,-147.76664025380316,D,B,B,25.247621011585746,-34.964785054239215,E,-4.640274811163933,A,-32.3338390166232,75.52805550860232,62.04758956365099,-21.026020540344632,0
65+,Widowed,Yes,Homosexual,E,C,0.436262608932529,105.77651394118467,D,A,E,22.8499155808698,15.637390826792027,A,173.5348153664424,E,105.84226343863511,39.90808638998841,-139.81902545981217,57.567541033082016,1
65+,Married,No,Bisexual,B,B,47.76944365644443,-1.3562225490614774,A,A,A,50.64020871951824,46.401375502650716,D,-18.655970977187337,E,109.35983773830236,-188.19687483809687,234.35661199070572,14.01036144312154,1
65+,Single,Veteran,Homosexual,D,A,8.826369164747138,39.833838936969016,C,D,A,-152.8032510410537,4.327241292728959,D,-38.440494968767645,B,96.34278249413968,-1.402223391571063,-89.90859219866488,-7.7576770201203935,1
65+,Divorced,No,Heterosexual,C,B,-211.56926770810435,8.24351797423497,E,B,E,76.60467931090264,26.69250708944448,D,-54.86615476444625,D,43.83789732134805,-150.58301678783593,10.273599628616216,71.63588348555523,1
51-65,Single,Non-Veteran,Bisexual,B,A,81.97200197458227,96.28259235400104,B,B,D,40.52776195233476,40.398514496333995,B,26.277875526981237,E,33.023326649274544,-0.8982979080087399,53.47720744680803,-279.97169986059686,0
36-50,Single,Veteran,Other,E,A,-10.678321730521677,195.67220201448373,D,A,A,51.28211389741367,156.65388878827372,E,-30.22415236005942,E,-157.21439718260115,144.32512280882145,-126.35010689501762,67.78916348408835,0
