veteran,age_range,sexual_orientation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
No,65+,Bisexual,D,63.374757274588056,-65.08675464153008,E,68.70783756320492,79.64358268883664,-110.64863625431917,B,-90.887376252531,192.3233433128388,51.63148504499654,D,114.15165542829178,E,1
No,65+,Bisexual,B,60.423375953937,20.59742044873633,D,-81.23687897639607,48.169921368377864,-117.61584362665782,B,-22.316709323408922,-60.08684363488608,67.218356326755,E,166.7667123868299,C,0
Yes,26-35,Bisexual,C,27.705068396766052,134.23926155901395,B,39.53334458572716,-96.12411496254262,-191.40507614618744,A,-76.20263867413023,-190.67557339135655,261.61646207504623,B,-59.50849816237059,B,1
Veteran,18-25,Other,C,-96.85994371377154,-133.7334288171312,C,-30.168045247893083,19.850915780008847,-48.19664947813549,D,-173.82068677041843,-33.674792044743185,90.25766705277552,C,-86.16710817685016,D,1
Yes,65+,Bisexual,D,-32.09526653404408,-121.1977790567637,B,-81.3116045790371,-59.73962364563338,120.81748950769699,D,-62.10168849741574,13.90723541073762,-73.82972738400242,E,-51.310862693682566,C,0
Yes,65+,Heterosexual,B,175.37797709271385,-46.93726008687724,E,-101.16707672097083,-117.48259970850741,56.07007669707229,B,-102.88818094328012,-209.27556683006077,-20.411027528216326,D,-56.39323044629072,A,1
Non-Veteran,26-35,Other,A,-167.9345883204491,-142.41095568034766,B,11.481134583197472,-153.86078504085242,-14.781466081988237,E,83.91946241356008,127.29964986093769,6.944664632101957,B,2.4837646069931534,B,1
No,51-65,Homosexual,E,10.465345021375139,17.12746616259939,B,-55.56453639369617,103.94653515617796,19.117313151415946,D,153.80135327716258,49.49478367342214,191.77644253942447,D,-111.66511200941326,C,1
Non-Veteran,51-65,Other,C,22.542255929666428,0.6198120952588814,E,79.53275103253507,37.32265434245491,163.98470536647844,B,92.85858138854006,6.405253336189549,26.454643011199654,E,19.581331089845136,E,0
Veteran,51-65,Other,E,-186.33163712780825,-297.841665934105,E,20.61858981668763,96.24909073453908,8.619362146891234,D,-62.782956819288316,-51.27472322285412,20.06175085926042,A,-50.99132237577327,C,1
No,51-65,Bisexual,C,-341.14725424329055,10.99266936484218,C,16.397723729354702,174.03477165385848,-97.22958886998487,B,-39.10538879643571,-9.10670538613207,-0.9830798358055803,A,-99.16588127337786,E,1
Veteran,26-35,Homosexual,A,35.74878903753051,-22.27175449738667,E,-38.77378191970107,-63.3737003379961,39.42913444554591,E,-66.89972029851707,-86.75104096743837,-143.7307975536754,D,-28.8643138790816,A,1
Veteran,51-65,Heterosexual,A,83.75945363911597,66.57586362607165,D,-43.718196321372574,-99.87429014040201,86.15620270633164,E,89.98244638616947,-100.97487246645262,91.42808786347734,A,136.1631238406551,A,1
No,36-50,Other,A,-177.77654305793246,138.63316855131745,C,-35.34310094414253,29.32864842490936,-25.5610670308263,D,-177.97297846113833,28.99209938287333,75.35669175122436,C,-118.01303032962336,C,1
No,36-50,Other,E,-41.721508674774846,-96.56351349743318,B,52.62525563652341,45.15548966775452,128.98896771056104,A,-14.428895346853185,-179.24102999898943,126.70905488167826,A,-28.67743480218777,C,0
Yes,65+,Heterosexual,D,65.69066749180155,-3.876252172859433,B,193.14891697599438,-156.2182791948557,170.16250505789486,B,-81.43838312931169,-113.36277914796253,28.526716203320735,A,96.32280163324945,A,0
Non-Veteran,65+,Heterosexual,A,65.23996444268649,114.68997097347395,B,-48.60214697601456,-80.38413835088983,-13.609526350095969,E,121.40305428673565,-122.16350981026778,-34.37136469579896,B,159.93621588723303,A,0
No,65+,Other,E,-200.5592311642061,-166.2474829061997,A,-141.82362459353416,-215.33707775022418,-5.906349044773942,A,122.19376392789476,41.502893316150654,-12.732753380949188,E,-138.1510632368762,C,0
Yes,65+,Other,D,143.11365325542369,48.91887154074803,B,-17.366162958878064,132.35770718623553,-98.09878783852862,B,-216.54110178799812,151.28075259104182,14.820277458222373,C,-131.65102753327076,B,1
No,26-35,Homosexual,A,26.23620089664494,2.7945971104182132,D,-169.44701254228963,-156.15525132035103,-46.56980939883738,B,49.87684841672982,4.226823823600875,44.84430238158025,C,86.4107442828304,E,1
No,26-35,Bisexual,E,86.11344021942917,-167.5194690520819,A,-129.49185036018363,-92.48868146460113,-146.94373945188147,E,112.51843909161356,26.773253585609613,12.457684133406374,C,6.266722448864005,B,1
Non-Veteran,26-35,Bisexual,A,-114.81888670204683,-76.37678849890382,D,48.74609914129965,-191.18465732594314,-95.6957818980555,B,-81.34153878160777,117.19469742745454,-146.78685882836493,D,3.7485238508934455,C,1
Veteran,18-25,Bisexual,D,33.159756679427474,51.700773311400205,B,62.82235592547904,-87.94743468945671,42.37033994003062,A,43.748683724466105,126.26948456282146,-71.59686887163052,A,-95.93742795708789,D,0
No,51-65,Other,C,-53.648790204114164,-24.5652345471788,B,-93.0843318381525,-81.1685374282493,92.5330843856718,C,-103.74842345682964,-173.6669890589148,-45.14699460777449,D,45.33095971745559,D,1
Non-Veteran,51-65,Bisexual,B,-100.15690424063068,104.11489744878773,A,-18.820615349203173,11.112144923267097,-154.39806540275035,D,32.84807537034857,62.61059420562609,38.01665494584176,E,-104.97065318224166,A,0
Yes,36-50,Homosexual,B,6.942096187355718,131.95207176961765,D,-75.5996006235471,124.38768830268813,189.25975355586283,E,59.376564112581974,-101.82754726245197,-36.324209526804886,B,136.79073814360407,B,1
Yes,36-50,Other,C,-79.40474585744789,-115.07733955058497,D,216.32699103893594,-122.66426730288076,-278.96598808165345,D,-110.84833079119237,136.06256352882474,149.30035042889972,B,-20.076958698771435,D,0
No,51-65,Heterosexual,A,30.697159823820495,168.3913913585247,C,68.58880196859266,142.33850542685303,-124.38024412571495,C,35.82283799284839,-128.6306760062503,14.175469876275384,E,79.2732339576303,D,0
Veteran,26-35,Other,C,81.9730559416698,57.4893982786221,A,-123.9573235071397,59.13867975370568,-116.13668196458657,E,113.23611444738364,-101.88514924433103,-82.40874807271864,E,-126.23593660501137,D,0
Non-Veteran,26-35,Homosexual,A,156.13625657826387,-100.63937347906347,E,-127.58935996423337,-30.364670447938437,-41.94855112008381,A,74.5939322537666,-176.8686737547488,-184.1645781745671,A,-107.00485789357947,E,1
Yes,36-50,Homosexual,C,46.77646826158608,-42.113069590435735,B,135.62084184824357,5.876032576685263,-59.55756636136924,A,173.02844096710552,51.113787543477606,83.35007836120283,E,-62.77422005774561,E,0
Veteran,18-25,Homosexual,C,299.81611747215646,-99.3689153621239,B,120.37456829407616,71.1081411251535,-108.32078408487786,A,172.20613814655357,139.3142351620422,-0.4533368047327506,E,8.725234279928538,E,1
Yes,26-35,Heterosexual,D,-15.575437306180772,214.4843478229332,C,61.29306693171144,-42.46085376915433,-86.902384118425,A,-83.56742354973774,-132.67168129502357,-18.812513346422975,E,120.9292526274314,A,0
Non-Veteran,26-35,Bisexual,E,29.202978498837602,247.27154397357842,D,-64.5360182339348,18.80472546230943,-48.78548758591109,C,-56.44909197638527,2.338865021515459,-61.21569603183627,C,-87.32202971093996,B,0
Non-Veteran,36-50,Heterosexual,C,123.2321456760823,-18.3493511444438,A,231.1478333620088,-212.30990321032453,58.172916417498676,C,93.87929879839359,-68.90587879500835,47.02784091484122,B,145.95074970990896,C,1
Yes,51-65,Homosexual,C,-16.802755557762527,-57.454510540606385,C,-52.47234869778104,294.9975034819056,-17.758608575636398,B,-145.05015617816187,-40.044072396142674,117.03534935758981,B,10.464367718456925,D,0
Veteran,18-25,Bisexual,B,84.37000263943702,29.085157296932056,A,19.229677555214828,49.02657832201194,82.58328694918312,A,218.86534063465714,-53.06149914274507,183.60692782195005,D,-37.59988183312818,B,0
Non-Veteran,26-35,Other,A,202.81916546647065,72.79957100048729,A,40.36324841788719,54.75811609878453,38.99897572509178,E,75.14605272862673,-98.53742957281422,-188.9148326031051,B,16.812139891673002,D,1
Veteran,36-50,Heterosexual,B,-21.305098784655808,113.82988792249526,B,6.806043469769006,-58.369315574688805,49.580358392155674,A,-49.904870370968105,-145.12942640094042,-177.49717837054018,B,32.56938535573045,D,1
No,65+,Homosexual,D,-125.18457158910982,164.61573894362718,B,61.641331279122646,133.7711241997469,20.726399037796558,C,-129.5092662470013,-68.28968345680909,-140.94474797843117,E,32.74054962524725,D,0
Veteran,36-50,Bisexual,A,-16.710957103042055,-50.343801243554424,C,-59.19286176819545,-142.07592077140623,-35.54327110406025,D,-85.57129463001807,-13.22441613364245,-74.5062017004999,E,-44.458519731092046,D,1
Veteran,36-50,Homosexual,E,-26.334222477406545,-6.057769248826774,B,-95.34751228229709,-39.14888276918989,70.08723580513124,B,43.63394831505929,-104.54061035270293,71.35427077158974,C,83.47901406912632,E,0
Yes,51-65,Heterosexual,A,-70.6666327465453,-52.21666659504898,E,19.104894848922008,-65.21915026564092,-8.63784956136598,A,33.93477966631705,28.860345356719204,-225.5986166322177,E,-9.261696635355898,D,0
Yes,26-35,Heterosexual,D,-140.85543476575432,-6.694922561987222,A,-192.74806725840455,166.6767350746547,11.546296996206298,E,5.36240544828013,138.9482185021098,-143.71642733310185,E,-152.83823889979473,E,0
Veteran,18-25,Homosexual,A,190.90781062840392,84.0056827661925,E,46.914025080279224,-0.1198077223828334,-62.43666757296137,C,60.747758644016045,-187.21302243856633,11.37503021978116,D,-171.18745040430412,E,0
Non-Veteran,36-50,Homosexual,D,-54.75533812271362,-89.61012860856606,C,-10.418589901029,-79.3070936763981,-4.697890450584804,B,-22.77298981783504,12.39495376755621,-61.29892108174789,B,-38.055643908203635,E,0
No,18-25,Other,E,-72.04909960085288,-101.69619229538063,D,-3.54622859753557,68.80724084502347,-110.20818907580761,B,41.685363348613244,-11.848779854514031,38.82685579456658,E,-150.8608538285221,A,0
Yes,51-65,Homosexual,C,302.9664660522293,-17.070809309621968,B,172.14725581776693,103.85696415765027,60.64353428417319,D,-33.155935807843306,35.22123917163204,28.99483612922511,C,38.616529159290764,E,0
Yes,51-65,Homosexual,C,112.75942109207926,16.1168198495419,C,20.85803563756202,-148.89473618896588,-40.90801958829964,C,137.27672680733122,-130.51310255140356,10.364855106047976,C,45.72756292946844,B,1
Yes,26-35,Heterosexual,E,21.246835166555382,-130.55556395183726,E,-38.29132608241785,14.254084399669031,81.83995784577783,E,-87.60057819297697,71.08921180261896,-127.71659203267434,C,-38.5489756568238,D,0
Yes,18-25,Other,C,-73.74704400737735,-65.1745362556327,B,-104.45712194335086,-99.7199265057571,70.99526067522179,D,-115.33158904656405,-209.86528550919905,2.1821254250873103,E,20.524224686221366,B,1
Non-Veteran,26-35,Bisexual,D,-156.51622167788128,-206.42581729762912,E,-21.710399860804237,116.11996800422007,-70.53214270888944,E,8.491982813373449,16.425662146922082,-107.56331868270507,E,23.721393743126693,D,0
Non-Veteran,36-50,Other,C,59.342690486778004,41.03596484697976,A,-84.44168849316097,103.88400875591142,-96.93160441264422,A,-6.206670412156397,-36.47887131670646,-109.41696589446974,A,-50.7254827859948,E,0
Yes,65+,Other,D,7.090382117990876,-28.013383703101162,E,-24.360326260389478,49.30946123637791,86.47326487140205,D,-125.5404820722906,127.33482249457684,58.07800887476829,E,50.048515643115735,A,0
Non-Veteran,36-50,Bisexual,B,-20.860273668713848,-30.150982359085592,A,73.25475757935521,-233.24666495232154,189.98130187523668,B,62.33339629129006,-152.0118329934676,17.65001787132965,C,54.83338762153295,A,0
Yes,26-35,Other,E,-193.3362679539713,-21.769460226236955,D,-20.416282539487206,-5.939370116103178,69.5298752358958,E,-165.72916126564567,7.68877481976264,82.67094880611658,B,88.94764459884331,D,0
Yes,26-35,Other,E,29.606225018950948,-15.392756833444613,E,-92.59154934476776,103.61239855958013,-170.32712107619255,E,76.11789490350212,121.95830759708033,31.431449763973813,D,-127.28263673725952,B,0
Non-Veteran,18-25,Heterosexual,B,32.84770066230915,37.01896364780872,C,-111.27890754252118,88.66647925162407,-0.9606331583670006,A,76.96899745372134,80.50873814992575,-20.404179193337733,E,-118.22055218811876,B,1
No,18-25,Bisexual,E,-12.767339805280628,23.837865204114728,D,128.79579740104316,-57.909082372844914,307.635349895059,E,-65.85650639424256,108.68086519217037,69.04600056039502,C,220.48855478446507,D,0
Yes,36-50,Other,D,50.59968983779507,72.91023979239513,B,107.18882679758566,124.89454374725206,-39.8061298467241,E,130.9983138942862,138.3608805318928,-124.70974386739277,A,104.91691299955268,C,0
Veteran,18-25,Bisexual,E,81.1847374346353,-121.06490338491243,C,-234.21365810888122,73.03822422503453,-49.75346645040809,B,-48.60283141817207,2.945696369667835,27.090655952004532,C,-12.19907500357849,B,1
Yes,65+,Other,E,-53.2601930316844,62.60220804335812,D,27.107070773682747,-88.81147373164058,-5.565540398657672,A,126.12207651043438,-37.87785361078229,84.43233323182272,A,-58.68016865740784,C,0
Yes,51-65,Other,C,-11.145634863836165,-9.936703716423525,D,-96.25448748610465,96.3940920943151,167.53256409037783,B,2.6219831792054396,-50.925404226660845,58.472341228536465,A,190.47129033112125,E,1
Veteran,26-35,Homosexual,D,-3.4175983254321696,59.74166336870711,D,-105.58871888609636,-0.5538439175086068,-115.54399874751644,A,17.968627490894185,-92.505708205793,-64.60392486910968,D,-193.71146236305495,D,1
Veteran,18-25,Homosexual,B,19.04175834897826,35.323927737561796,C,16.641132538072682,1.34860279927676,81.79374145750846,C,-13.548228840443056,28.60295944231285,-26.895278155250598,A,-61.23873296923266,E,1
Veteran,51-65,Homosexual,D,142.61893734392174,-65.04104352767737,A,228.02522444653403,26.299950967325696,-73.57861504529458,B,3.6536353422673784,17.339308185077122,-3.489811012075868,A,-114.27470027835341,A,1
Yes,51-65,Homosexual,E,94.46017466461599,-90.10648909838076,E,173.5444886117759,-52.92743933354884,-60.24288602062292,D,-12.624840396041929,3.9769697222188727,-189.43776913392838,D,47.23931834762437,D,1
Veteran,51-65,Bisexual,E,116.92757974072765,-62.490847799826554,D,33.70447421439961,82.30967023125156,53.82498465511154,A,-33.08712064097804,-129.69126907920202,-119.16047806451718,A,214.0011875430671,D,1
No,36-50,Bisexual,C,-136.10624206144735,-42.73959035632034,B,82.61438455182052,-17.2147969041988,-60.53696460695066,D,-46.401104848908396,105.80785527432029,-177.48899165919076,D,51.45860193049137,D,0
No,65+,Homosexual,A,-162.69230201717858,-21.941964675662078,C,-31.858142365777866,-150.52730163398505,43.050720673534556,C,25.298584287889923,6.012217710991698,-68.29537165866239,E,-18.02216896751609,C,1
No,18-25,Other,D,196.5250464099838,1.6886713705055216,A,-23.124024091559804,46.89163918808346,195.5253907598145,D,-9.988452163055635,-9.4523225806566,-31.593089172288053,E,-31.581603429072874,E,1
No,51-65,Bisexual,E,-81.99223316633172,46.26276641299087,B,137.61954480926187,-46.31028597051981,18.817853093894854,C,-0.12093942416825404,-96.1903528675261,-376.0665402792641,C,120.04204964044347,C,0
Veteran,65+,Homosexual,D,-44.43258562630466,64.39293715262066,A,53.3814280409068,-26.939156370465124,-115.85881048106134,E,150.71579744734214,-155.34831339971652,105.95688249868984,B,53.50047887102058,D,1
Non-Veteran,65+,Heterosexual,B,111.16462572833929,-54.38151362682623,C,88.91581105884823,1.5698048476034197,33.390246989876594,E,-91.36535132645956,-37.13747997939979,-130.2047847989302,B,56.707746812623874,E,1
Non-Veteran,36-50,Other,D,11.235352097200122,56.67813385979974,B,44.186975330947206,-48.949282897365734,8.048671910797548,B,-91.96300246227548,44.009091720101615,-110.43394407575109,E,-100.00119989118666,D,1
No,51-65,Homosexual,C,-94.0307125664347,-24.87209109415457,E,165.07988002915667,185.7791825032139,-6.6705354713097496,A,-35.018426769105226,59.366861473189935,16.22154281840725,A,111.86518983171044,E,0
Non-Veteran,26-35,Heterosexual,A,31.661419632608816,-121.52976926910878,B,-67.02303194825441,-88.42745399336529,-62.88226453231099,D,-41.838613177954336,-107.3133745435583,-122.32010496235742,B,8.872463432395584,D,0
Non-Veteran,51-65,Bisexual,B,-18.461576160411834,-181.15160900234747,E,126.07621712561506,-12.251346544493758,-199.80559660583972,C,-184.33845919306881,30.629812759232205,-16.02885196900545,D,11.315129280726916,B,0
No,18-25,Other,B,24.30328080161481,212.1657423088302,D,124.49882620758596,-48.002076125513895,61.629683186673354,C,117.52827821045484,9.289617998131954,5.145613903744614,B,-32.19601827882897,B,1
Veteran,36-50,Other,E,23.081486976194192,-38.48953715421282,B,-135.6058815722839,-75.07068038170571,44.8394647900345,B,65.42973429900692,-0.32532750008914735,-180.80861235272033,B,69.63055037678046,E,1
Veteran,65+,Bisexual,B,92.84921166113712,95.42618057309133,A,-5.4655775514367955,88.6993380843429,-299.984838753989,E,13.376771523095222,-9.552757630128585,58.09750019216702,E,-2.232406352062435,B,1
No,26-35,Other,C,30.844374065869857,-45.93011228898664,C,103.12601251305553,-56.211663575894946,118.22430120032175,D,-37.41308822040899,191.9566633307268,135.28722845392394,C,-145.8297369256683,E,0
Yes,18-25,Other,B,101.96377672021244,-29.196142613975884,A,-40.941859090822966,-25.583719498734947,10.17112317425043,A,-80.48685049156727,220.08665430051676,-144.58666738011377,E,112.24012649059705,C,0
Non-Veteran,18-25,Heterosexual,B,-44.567093247311384,22.30715939119153,B,-36.51187569231473,135.30978539264012,30.573595630114497,A,-67.18316121561257,-175.7960331567058,-77.07714767169237,A,-40.82240055002428,A,0
Non-Veteran,36-50,Other,E,-47.22028051439624,72.86095264124256,B,-9.424618599737897,-172.86373486506642,-45.930819354538535,C,121.77395012159656,129.77913450931217,-53.60416458518389,E,-12.98600043078646,C,0
No,51-65,Other,B,-153.41877584295972,11.694822086043686,E,-79.75469415593423,62.55213221327093,13.960603160336149,A,31.98072919327646,-44.43731787525017,58.269190167593685,C,153.47064890131844,A,1
Veteran,26-35,Other,A,98.66741554357715,-132.61987566967485,B,38.07467335097953,-10.324642178681472,-78.59396283029116,A,-140.85306271042995,26.756459978645598,-42.594232786911405,A,175.21195305242514,B,1
Non-Veteran,18-25,Homosexual,A,187.8214725701396,190.74776541708718,E,73.76355177661323,-71.7100308752212,125.56437770885162,D,-29.359816628439845,-214.1353380149375,-241.18997987447034,C,68.8589273627831,D,0
No,26-35,Other,E,-59.66033287605409,46.40773440226734,D,31.12823367188596,-65.9984963939024,236.41633824052164,E,-84.92834645212642,23.18409305204531,111.25911168521507,C,25.392514674036608,C,0
Non-Veteran,36-50,Heterosexual,E,41.197736517842785,56.14211267949454,B,50.16654949842204,77.1960547573533,109.64421749227049,C,-1.7710399368157315,64.13437807583607,50.627551391367255,C,128.1059836726147,C,0
Veteran,36-50,Other,A,-33.687092012019264,52.72870452266678,B,-14.019978906662661,-145.0951559731413,-15.39859522900025,C,78.49152389052541,-59.79980162797571,-48.68947460008188,A,-60.46466173355572,B,1
Yes,36-50,Heterosexual,A,-83.87006155159543,-87.23831121090818,A,-67.85241861844507,143.44714910556823,68.16352219262033,C,197.21795486538912,120.86901629475155,48.68120761722944,B,-72.60302194106656,B,1
Yes,65+,Other,D,-147.91630993821673,-105.09549268209047,A,32.3796969389495,162.1247601743125,-32.86894104193985,A,99.50449114998375,26.35650614148305,-26.317863582778184,B,-97.0379155808977,C,0
Veteran,18-25,Bisexual,C,57.666965956701866,-57.01037163852681,A,-55.314830683113136,65.75011571713235,108.4791317397098,D,-53.942622227823364,-62.27652193127895,-47.45609949210417,C,-226.4474152471609,E,1
Yes,65+,Bisexual,D,82.92400507705963,115.637632334455,B,-150.99843065781295,60.584852644117944,-12.828611448418965,C,44.44731119643383,-94.56305789943372,-334.48417974120065,B,206.81386532969853,C,0
Yes,18-25,Heterosexual,E,22.828623921700167,-207.1941568715618,C,155.16232856176867,-213.2655558961794,-78.7825826670637,D,-9.401564430151158,59.303320499039245,144.08793054817053,E,52.99963375190022,A,0
Veteran,26-35,Bisexual,C,212.78081764885067,-233.67363810481012,B,31.69072911217609,-22.31743480891773,148.12603995141583,B,-149.47290678284713,31.487856244017166,-17.77322231681828,A,31.65201558210234,D,0
Non-Veteran,26-35,Heterosexual,D,180.62943706470097,-43.557821281043424,C,-28.985808268566725,84.79721823980624,-28.624017533277417,E,-124.23313229766958,85.6511976439914,-5.403311204107781,E,-17.698767366591163,D,1
Non-Veteran,65+,Other,D,104.51066788125429,-8.040637592028418,B,65.3034953921844,170.543551901794,31.45124815592127,B,105.01477833297157,-42.74894034237705,-73.44741516403704,E,42.097169214449465,B,1
Yes,65+,Heterosexual,E,-108.63087919938413,-104.60160765929704,A,-0.30553983304419313,-72.79201942714157,-105.05874548270921,D,70.30490705019815,-6.106069705102014,132.30560329301338,D,111.25000554674341,E,1
Non-Veteran,26-35,Homosexual,D,-166.47956606538673,8.311992468780808,D,9.14940225499558,-71.48226659017719,-169.85598344504143,E,58.687512791298836,-91.77088802932516,194.3448900230839,D,-17.27022254103181,E,1
Non-Veteran,65+,Heterosexual,A,-96.73135717158475,109.93289971458286,E,4.48702942918948,-55.89455724005775,36.87143978784885,E,89.14774757832721,-9.091089370249811,-27.14054391193752,E,135.6000778160369,A,0
Non-Veteran,26-35,Bisexual,A,296.93378311842616,-91.44513257541455,C,-27.586525555174575,-0.009873173131250142,-63.114794926574,C,90.88036188629212,-77.49691085458151,173.87484560314698,E,-313.2093363982782,A,0
Veteran,51-65,Heterosexual,D,12.544353096714254,17.356490925748385,E,171.88988259658973,87.21290564813566,103.69486936859138,A,-14.755794843827994,14.694207611980243,-168.92035105468366,C,-27.470111841535793,B,0
Non-Veteran,18-25,Heterosexual,D,53.539184148901256,21.459941748959974,C,34.77318712722713,23.186325637378378,124.66401763960609,B,-77.10447910631808,-17.975442601534972,31.940569042079005,B,130.85287702546395,A,1
Non-Veteran,26-35,Homosexual,A,21.05687097845465,-105.97335056640753,B,20.92526598548276,-76.34144467015099,-99.02945925560346,B,-50.35216072630963,125.67814778052795,194.55187075082415,C,29.574309349689916,D,1
Yes,36-50,Heterosexual,C,58.27693520918952,-164.01246293267357,E,80.79500808228933,-20.82667836902942,-13.360622331926253,D,-115.1201037049846,-112.18939693834042,-25.17845075893214,A,12.423567657270395,E,0
Yes,36-50,Other,A,-6.366615749820223,-162.08422493830963,D,-136.95993201997126,25.085309418505545,154.3580590722415,D,40.44570111706513,-84.59290372765206,63.51217504942434,A,-151.76933489621044,B,0
Veteran,18-25,Other,C,-31.375834671693177,128.35041655301885,D,154.4409988632874,94.2599291320245,-38.517723793089075,A,98.19777197764381,96.49839978210792,197.92080403079535,C,-122.62487421396513,B,0
Yes,51-65,Heterosexual,E,76.81845405476092,3.784567401253668,C,-43.75379486729149,-29.97628192591587,34.26738990711721,B,-102.29884706512313,63.602457471101424,3.0776918429042777,D,-132.55588391693163,C,0
Non-Veteran,18-25,Heterosexual,A,-10.894431851641128,171.48450610697205,A,-126.0287323314418,-209.8879806066274,48.49734207984303,A,155.70828765019675,-68.43932445177255,89.37766763936672,C,-141.46210360996713,A,0
No,51-65,Other,D,65.01766012299451,14.30810155674746,B,-33.59672264176148,-3.3190313059281613,-66.93613014049856,A,8.752595000861941,-132.48269771631712,-45.17505080205364,C,-130.8911931171278,D,0
Veteran,36-50,Homosexual,B,6.08996692468939,-60.064491678758536,D,36.113383694598774,-19.273739091142215,-28.100506015100795,C,156.50921239441033,-6.522031665602951,-43.93914556576952,B,-47.24957363079188,E,0
Non-Veteran,51-65,Homosexual,B,-100.14321073515544,44.0301333911404,E,-10.597968234142572,-1.7183887892802139,-17.491508685521207,E,46.899289579890755,98.21474290480673,-150.02728759511356,E,20.636111893296892,A,1
Non-Veteran,26-35,Homosexual,E,-41.783693347766196,-41.057464535792725,C,-34.2310713283718,50.45190665109982,-31.583306720015457,A,15.850142012359445,74.69537496627778,-67.08839712374922,D,52.06148994772245,A,1
No,65+,Bisexual,E,81.83490205648934,77.05357823202638,D,-139.27005396666752,118.29715849979412,109.91414892672174,A,-115.08943320088083,169.0326540694345,-131.03587110254134,D,168.40471932218873,C,0
No,18-25,Homosexual,E,104.57331791658831,-78.48844069489395,B,-12.633338737280775,-186.6279793509497,8.920386184317994,C,-53.704211335332275,69.50072302986361,-102.46395690873216,E,157.67610768446656,D,1
Yes,65+,Homosexual,E,46.235510581734545,-40.40452127320323,A,19.0497340323428,103.61837901023219,173.7947054404362,C,-312.9213365207111,50.72842235379912,71.03487095419379,B,63.4984892593506,A,0
Non-Veteran,65+,Other,B,-200.24965530613903,-37.77284623570738,A,260.1369135077754,-29.581573689249662,61.85628489238684,E,58.12030627237308,-117.80916798551308,263.3698509531916,A,179.77234232817472,B,0
Yes,18-25,Other,C,44.74072297051113,-2.949616182168966,A,-13.32495323027271,121.49536841315725,280.0647964588389,E,6.338601084572784,-76.73391319370748,-7.570569669298057,A,15.157500526750475,B,1
No,18-25,Homosexual,C,-30.986427957329532,29.555689842657774,B,11.978313764141832,-72.8927507688486,-24.691893715806604,C,42.802832959196266,-89.17271785651477,28.724161105467473,A,-119.01873097178894,B,0
Yes,18-25,Bisexual,E,-113.97576698466997,-10.940495012686911,B,26.69154792957104,-93.16065659409114,210.97427855826788,D,-229.91681675151412,53.42309092060845,-237.39989226530292,A,21.320613144210014,A,1
Yes,51-65,Heterosexual,E,84.01155684484411,143.50535176890446,E,63.785682576133084,9.846672688128923,-72.71423726329282,C,-46.19350495480067,-3.8604183406236863,-1.3834749928035377,C,153.31585374077298,E,1
Yes,36-50,Heterosexual,B,106.03668731762734,51.22838828449534,A,-41.285713532627504,-1.0618549244204514,30.446406213460996,C,62.07226609972732,18.20438502815887,-145.57353727754497,C,10.635232569170116,A,0
Non-Veteran,51-65,Bisexual,D,72.12805167632146,-68.68192580050719,D,17.222553536220357,-140.55781713848376,-23.106051271684223,D,48.062658570442984,164.15916752054466,36.22313602672646,E,158.16110476332383,E,0
Non-Veteran,36-50,Homosexual,A,38.465660132954454,-32.58602191626958,A,21.133438155653746,9.210692651803075,54.694181131172826,E,-11.576701787027712,148.76100680165723,190.0997812929964,C,-146.92341116547857,C,0
No,51-65,Homosexual,C,-19.70224678842499,79.94912564394463,C,23.848516390837368,-100.0615534993369,-110.96821326569743,A,108.70388993562412,-12.2338342635459,-59.507376529173484,B,4.413026408617242,B,1
Veteran,51-65,Heterosexual,D,-18.992220002375692,-172.3517764653015,C,34.50410423315257,95.3340545711514,-27.60034209651122,E,79.76739424589519,-18.13247730779539,-12.907978158500388,D,-138.65494437141675,A,1
No,18-25,Heterosexual,D,-24.354338541890243,-155.19984063073997,A,125.76695527220365,21.474962392179435,82.58153627848728,D,174.94846268241733,-120.49509923884428,-111.69659348070628,E,-18.009045605209078,C,1
Non-Veteran,26-35,Homosexual,D,37.82334752297719,-57.8306076202155,E,-90.94121022092911,-15.622127057997245,4.00072917504916,D,-96.42452296167991,-15.118602491174466,159.72742229113302,C,-58.41054875815702,C,0
Yes,51-65,Bisexual,A,88.71691573905363,27.62213447390606,E,39.980838494341874,31.599742657286967,-89.35364477396615,C,-90.42356580707772,-2.6388851501564536,81.89207359952799,E,-100.79937819752509,D,1
Veteran,36-50,Bisexual,A,134.95630562147602,-75.95126123921497,B,48.111443749772775,-115.13315067716651,-20.761595856974214,A,114.13249581535074,-78.21198997459658,2.8869114780802305,B,5.76533892248406,A,1
No,18-25,Homosexual,C,-70.00237655508089,-21.638335126269727,A,157.84622900165292,46.31155770779844,-125.62253037346109,B,125.26539469117803,57.234576218463495,-33.48411351219407,D,34.653404106697,A,0
No,51-65,Homosexual,B,-73.20253787547463,107.31722581299306,C,-100.39116426726605,84.90671370261482,-125.52349117723207,E,194.88542466226198,118.83278518981106,182.80831236997363,E,-58.57616690710682,D,1
No,18-25,Other,A,-140.6880939243744,2.7234030519420123,B,-27.521339183993003,8.990626787985686,41.39368350523983,E,-34.874916805559415,86.06150686222287,119.00277091361168,C,254.97864179880665,E,1
