Nationality,sexuality,marital_status,AgeGroup,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
China,Heterosexual,Widowed,65+,D,D,-177.32432650876282,B,-140.5684583417215,110.52339284016881,145.54595007951403,B,D,D,53.91719825407456,214.37263165828665,132.736986833103,0
Brazil,Other,Married,65+,C,D,4.178182634127264,C,-15.351869089642388,70.73715813251843,-56.71507704057988,C,E,B,-153.03504228079908,-46.933730465174726,-51.759921242716224,0
Mexico,Bisexual,Single,26-35,E,C,58.893814980780526,A,-72.67733631753751,49.3963276344528,-19.83575965507789,E,D,D,-176.52360364569844,-3.5091540496094225,-3.88469604151234,1
Mexico,Heterosexual,Single,51-65,A,C,-70.70928498038279,D,-72.18373749201645,-121.28969978145531,-27.503128627822505,A,A,C,50.856762785384646,-26.310560371925646,-97.12528025184581,0
India,Other,Single,18-25,B,A,86.11297893112156,E,37.533095435633925,123.36547594998805,24.521910458998246,C,D,D,68.49544512993528,22.080249684161803,-12.514914298556345,0
India,Heterosexual,Divorced,65+,D,E,43.241899310522406,E,67.669941901577,104.75574373027257,-20.9678761011418,B,A,B,-17.746096064237534,300.5497790178182,-4.094614713393111,1
Mexico,Homosexual,Single,26-35,C,E,117.31112175056862,C,-170.0982473363341,-84.66210949845564,-21.54177474590078,B,C,E,-144.11572152889343,-28.063223693404794,-93.9820167042704,0
Other,Heterosexual,Single,36-50,E,E,25.164692123632122,D,-121.2377953677005,-4.764582226242367,-94.31937171605459,E,C,A,-40.829831011529755,-8.78017228902259,-111.26088430469699,1
UK,Bisexual,Divorced,65+,A,D,-14.729989395677096,E,95.26697127883155,-77.91279206759526,57.574859641528285,A,D,D,-19.66019384746296,1.9483687495559454,40.38220855146059,0
US,Heterosexual,Divorced,36-50,D,C,124.07568757401015,E,-61.01394235695765,25.910570988503,-100.66474560093613,D,C,B,-0.4981725467134466,66.19332584807061,59.76977276077097,1
Mexico,Heterosexual,Single,51-65,B,D,130.74055888376267,C,-107.20355902005576,-46.74861519464697,152.79239423596783,D,D,E,101.70294675115072,-60.7035955335994,-21.50766848601374,1
Brazil,Other,Widowed,51-65,D,B,0.6813419322765596,E,-214.8100774304017,27.253726356753376,17.42056933756283,D,C,A,-10.600960443563205,207.82936559442396,44.45446309714161,1
UK,Bisexual,Single,18-25,C,B,3.6975865471059493,B,17.08583958291077,57.02898221707224,-35.34730700814567,B,E,E,51.04255852596474,50.75547716097558,80.55272474076855,1
Brazil,Other,Widowed,51-65,D,E,-20.562937202444946,C,287.39807604892655,135.1111833096925,-5.567095019028116,B,A,E,72.29261549868717,6.905917622074602,-274.6293059444485,0
China,Other,Widowed,51-65,D,D,-39.91998998612385,C,119.60395448790304,-122.9515210439442,117.16620254221772,A,C,C,56.05461746246678,-241.48767351402194,-47.285638080127626,1
Mexico,Bisexual,Single,36-50,C,B,78.62000451900919,E,-56.87277450296837,57.580061750035085,-50.57363819284839,C,A,C,-36.49598665926226,-45.41798528471291,-10.070594928120826,0
Germany,Heterosexual,Widowed,51-65,B,B,4.136158434328484,D,39.91505582953327,-10.821437386962202,-7.228822135911791,C,B,E,-215.42945429414763,-60.716215750757655,100.11931762440938,0
US,Other,Widowed,26-35,A,B,-148.95046351300542,D,28.173702824265646,12.456226702705106,11.558990642994093,D,D,C,82.89418684900818,108.06046111926113,-117.36918558474994,0
Mexico,Bisexual,Married,26-35,A,E,186.74880628893112,A,-125.75714797657812,32.62336915572752,-64.87398892312177,D,B,E,-83.00153301807127,-39.09028869884951,-41.98345529891551,0
China,Homosexual,Widowed,26-35,D,A,-42.054728628309704,B,-173.71268891635293,-90.98078549659716,-120.83676177668418,E,D,B,-102.56861695764354,142.79631552226022,27.809618294407628,1
Germany,Heterosexual,Married,18-25,B,C,124.1151113937311,B,83.51140331514725,-119.42694488255268,-160.06693469928814,D,B,C,167.97510349555372,17.646407903789743,-32.89493305371604,1
China,Homosexual,Divorced,65+,D,B,122.09750873280069,A,-23.76541033652024,-47.55618348636283,-111.08169682160562,A,C,E,-41.89195463746134,-69.22746048084196,-140.82267999273344,1
China,Bisexual,Widowed,36-50,E,B,91.97946396788281,D,-75.2610642430093,86.00776202204142,73.12287002584432,D,B,E,1.781743721754781,-28.549521613567165,5.945190332054768,0
UK,Other,Married,36-50,A,A,-154.13592483690834,B,-72.67661523596021,46.076078146147076,-54.08590287731527,A,A,D,-115.10760339393914,-109.88919914055542,-244.77130795479792,0
US,Heterosexual,Widowed,65+,E,D,88.13835644394939,A,-72.31933872481407,-94.87469299256676,48.81368339160291,C,C,B,1.4283830308860854,-51.24324331001473,17.86738353643785,1
Brazil,Bisexual,Married,65+,C,D,264.51344083951966,E,25.39349861254705,31.691612055185125,0.8091594087556828,D,C,C,89.78973993558054,258.82762035251864,11.03843609787869,1
Germany,Bisexual,Married,51-65,A,B,-117.44986356558206,D,-114.51683538834729,21.7055409065293,-36.92756977379025,D,B,B,116.99665430819117,-80.23727564679224,-105.87250754917925,0
Brazil,Other,Divorced,51-65,B,B,105.35780747487438,A,-45.264742577978225,234.60065111180887,-130.0061336564339,C,B,C,-209.3747260195741,164.56532007131662,61.35437937665576,0
Germany,Bisexual,Married,18-25,D,C,29.871758461384047,E,14.272536703474945,9.12628369245275,-90.16093971139311,E,E,D,88.27618715539184,-66.67586145967294,116.02471892919559,0
Germany,Heterosexual,Widowed,36-50,B,D,98.17552744129759,C,69.08283375213476,-97.79247127308426,25.80516495916613,C,C,A,-33.328327576400405,-5.951660272222583,-3.0883676963002875,1
China,Homosexual,Widowed,26-35,E,A,-106.88407939106419,A,-232.4739989459405,-98.9312903176877,11.407732409992896,A,D,D,-176.99749712318064,74.15310939441366,-33.78258986906982,0
Other,Homosexual,Widowed,51-65,B,C,77.9267587946794,C,-148.83856165269927,-30.07445391501981,51.36770762959082,C,A,D,-107.75828724859504,11.607173655807447,76.48818755485213,0
Germany,Other,Widowed,51-65,C,A,142.75543537423482,E,-26.095839222261603,-93.4519097630761,-31.118178114272943,D,D,E,-32.809733114719606,168.00780564707537,2.1415977011147787,0
Mexico,Homosexual,Married,65+,A,D,-173.54589566198973,D,4.485126781383586,-68.40920011499509,35.62319782694132,B,A,D,-40.68469717185269,-167.61464227326505,114.89869318777465,1
Mexico,Homosexual,Divorced,26-35,C,D,-5.119552401838227,B,23.96522453615659,71.60582615638937,172.70522271973022,C,A,C,54.15700425408203,-136.74036630629712,-87.80026884256988,1
India,Bisexual,Married,36-50,D,D,39.52164567302606,A,130.9509699517301,210.78594787900883,-47.583045889317255,E,B,C,33.59202281330887,65.04196994251116,-122.02696113136886,0
Mexico,Heterosexual,Single,36-50,E,D,88.2897665276133,A,27.794560848223355,125.3668436423292,-65.14363743379046,E,B,B,143.75130571645397,-16.866012424903655,7.357104684483014,1
US,Homosexual,Divorced,18-25,B,E,-54.949357512967765,B,-8.912211433132237,-104.6088567208211,-30.294790799938294,E,D,B,29.734365020769953,-63.89338937115308,71.39724265361353,0
India,Bisexual,Divorced,18-25,E,C,-20.96586193716091,A,-177.13698214179257,155.5697707280836,-66.48476061832055,B,C,E,78.38625949080989,-59.91424028975133,91.07290394670186,1
Germany,Heterosexual,Married,18-25,B,A,-194.88252950814316,E,83.74826108119774,-27.517116987069194,-44.68449664692765,C,C,E,-60.56199028062008,34.8863399172412,56.95160950217496,0
US,Other,Divorced,26-35,B,E,-113.35937810563574,D,-86.51469993528916,-177.86570448960603,55.748110909701765,C,B,C,-106.4425338064889,-15.097043939232039,100.17955406210699,0
Mexico,Other,Widowed,26-35,E,A,49.81198881472369,A,-62.81069078898324,3.0816859999966537,-35.3476610966165,C,C,D,-12.519865940335373,48.41626673581351,54.658075329544054,1
India,Bisexual,Divorced,65+,B,D,20.491941982760185,A,-81.6743981560123,52.88607635320888,-79.32884661887987,C,A,D,169.62931634524782,98.61649337985115,-154.33156342997086,1
Other,Heterosexual,Widowed,65+,C,A,-27.925309681039767,E,-226.59001965857817,18.53710798125891,-42.65747746986309,E,E,C,170.42868994516942,-162.63453659411255,-203.33221092247103,1
Germany,Heterosexual,Married,65+,E,C,-112.23699558308586,C,272.58282141480674,-39.40062782035439,-200.8146850457079,C,D,B,-31.4643864553142,-12.7850993640802,-54.10640447843886,0
UK,Homosexual,Divorced,18-25,D,A,-14.295173037167103,D,138.1231949967063,-46.852035086522015,50.97497333057285,B,A,E,-46.83533353330416,-155.7365153485754,-114.90254488319334,0
UK,Other,Widowed,26-35,A,D,42.36636807015462,D,98.34929147571204,-82.20407748191346,73.80921743494221,B,D,B,128.6640770655716,-9.214061935838982,14.609270900331166,0
India,Heterosexual,Single,65+,E,E,65.75078240627644,C,80.53916095218318,-131.1950558670516,143.3430900671391,C,A,E,-236.48689483698,-42.34277054786556,-68.54953477320423,1
Other,Bisexual,Widowed,26-35,A,E,-166.298794772773,B,-44.812273139044564,96.98283691854999,-12.62068581040018,B,C,B,102.58508143935339,-128.59031688748274,-166.29419113881164,1
China,Bisexual,Single,26-35,D,C,-4.940020337749716,B,39.16069431534365,-81.29257309726255,-121.57958275039469,D,C,D,161.2466614108322,200.4869244063729,-43.48845430509053,1
India,Bisexual,Widowed,18-25,D,A,77.110624019008,C,-11.613258810984489,149.93648965855974,130.74079196862448,A,A,C,-23.45575184250497,204.7771207880896,163.44428452537733,1
India,Other,Widowed,18-25,E,B,-58.30461380179168,D,-63.12349978560439,-10.298844271765871,95.05090598665439,B,B,D,-94.88453602610664,33.97010974166649,67.34880577716731,0
India,Bisexual,Divorced,51-65,D,A,87.82419611652314,A,-81.39247158857125,46.82780060869763,11.161476584536343,C,D,A,-104.08113727334893,-21.38606685320358,-30.92020646698885,0
Other,Bisexual,Divorced,65+,A,A,-148.5641322154991,A,-27.59401825892045,118.18946905574283,-65.53267026817493,B,C,E,-63.98762111148078,22.484830275655025,-25.975821110599735,1
Germany,Bisexual,Divorced,18-25,A,E,-99.55032542281688,C,19.032470893194663,134.69904630096315,54.80278365097081,C,C,C,-103.48890773193249,8.52658656574462,8.190850495430645,1
India,Other,Divorced,65+,D,B,-24.028145773752012,C,14.83103845213423,25.456148298087854,-133.82913817287456,E,B,A,-29.053497494338853,-142.97867415018973,-9.004150424179665,0
China,Homosexual,Divorced,65+,D,B,-12.041013666393754,B,53.94964120039683,87.12815791022612,56.56593279502851,E,C,E,-140.83231809969098,-53.44256890964931,116.57075969006496,0
US,Bisexual,Divorced,36-50,C,D,256.7477751745071,A,35.74390946942984,-24.50133474490899,-11.257037331958157,E,C,C,-96.30554516418837,139.79574096697908,-122.07233605676366,0
Mexico,Bisexual,Widowed,26-35,D,B,-15.747961695080996,B,107.08480807591043,-180.82080540607524,-29.082920840206754,D,C,B,36.28572709059027,37.01401587688976,-113.29585531891607,0
Mexico,Homosexual,Single,65+,C,E,-99.55162975058197,C,-83.67885047472944,-14.708426555326302,101.99850431417448,B,B,B,9.275800896869105,68.19672225949543,-126.04072821311124,0
China,Bisexual,Married,36-50,A,D,221.1917172495061,E,-83.45752676605424,-25.927397887078325,-86.42789809880527,E,C,A,-72.0812296001077,97.5222004728266,60.291955344609136,1
UK,Homosexual,Single,51-65,B,A,182.33404698759347,E,90.19593598978777,27.250762273480888,-70.15830968302627,D,A,B,-79.33741565965038,-131.34052338501098,-108.14961192609161,1
Brazil,Homosexual,Divorced,36-50,D,A,98.22631993681645,C,78.91959201072609,62.460689212708076,-238.19132662389646,D,B,B,116.06868761868823,11.886537318686392,179.48547862232465,0
Other,Bisexual,Widowed,65+,B,C,66.08111584440499,E,-77.79559461825775,-32.967597282475275,-72.80660784522496,E,B,D,15.943284150076922,-110.29955145412309,57.72535373632744,1
UK,Heterosexual,Married,65+,B,A,263.76496130078976,C,-135.70010847390228,-115.17223425474124,34.00349131702723,E,A,B,-32.07005849947377,91.2037305734885,-52.52324918628376,1
Brazil,Bisexual,Divorced,65+,E,D,110.56836203673541,A,-75.00900186140221,-22.564508401292642,-17.733525851005112,C,C,C,-109.05763915580727,-111.7632014189313,98.49606877027908,0
Germany,Other,Single,18-25,E,A,-98.58421008771214,B,-224.8687392091099,-86.91299298783885,-17.42180401257989,D,B,D,-151.00316544878262,-114.12201141310092,82.31375255957212,0
Brazil,Bisexual,Single,26-35,C,C,101.71296539666508,C,42.31249101090198,-168.30192762058164,-92.22070479464027,A,B,B,-112.99356853439583,113.82536547269315,-90.376114024347,0
Other,Homosexual,Single,65+,C,A,-153.89525583159974,B,89.49805479751507,-31.911845766185337,-60.246411322416584,D,C,D,-49.37909569534321,-104.68845677881001,-112.32211495721258,1
China,Heterosexual,Divorced,65+,E,D,52.68553455449578,E,-45.500504011268,-21.935259937635827,-128.30109150373409,D,E,E,-25.32299966121573,162.1626376807577,48.2442059523813,1
Germany,Heterosexual,Married,26-35,B,B,111.35616005024478,C,26.641172564158587,-33.21717051161259,11.549187372960068,C,B,C,158.86701785798115,-57.704224671051094,43.76078433290113,0
Other,Heterosexual,Widowed,26-35,A,B,93.39849070099633,B,5.26283589634813,-11.990937611308029,-66.18283052510795,C,C,D,-57.33205793200995,165.2746924851391,-42.994875197793874,0
Mexico,Other,Widowed,65+,E,D,-10.147295362542096,C,-127.14413759216458,16.27955649116778,-124.70052916827936,A,D,B,-103.2553881313476,175.12785067052826,229.81035009616858,1
Brazil,Heterosexual,Widowed,26-35,B,E,96.34305872908034,A,-66.91480647064488,94.82657423342317,-160.55203211790527,D,D,D,33.753612453231014,-87.72158347084952,-30.86773477514577,0
Germany,Heterosexual,Single,36-50,D,B,48.56072163502903,B,44.907842355215536,-41.43156188351746,23.45443306933049,B,A,D,-109.29026192561209,-7.944444827911398,-17.555640418749896,1
China,Heterosexual,Married,51-65,D,E,-31.297629698023254,E,-114.01083612449867,61.11182765493793,155.7489212561768,E,B,C,-35.94913973521837,-29.048533076215648,116.96441671991732,1
Brazil,Homosexual,Married,51-65,B,E,-21.63280098587891,E,-38.58423188780994,6.78782932469438,-16.050521893282944,A,D,C,68.82247921191838,-99.44560117143666,-117.99117692811478,0
China,Other,Single,36-50,A,A,48.07997248476106,C,-39.65489989102894,66.18211198973961,-43.04467407989893,A,A,A,-180.44026087419113,-142.47032944462867,154.2176302994019,1
Mexico,Homosexual,Married,65+,C,A,72.25577217276073,B,-56.573751088112466,-119.94161503916831,48.44918592498262,B,A,B,0.47243537838104727,-43.05271580565713,-99.2827112265755,0
Brazil,Heterosexual,Divorced,26-35,B,D,40.133106693751465,A,103.40783675832922,178.95862177608652,36.711494191853525,B,A,A,23.208322503849715,176.58340276458313,-48.07087000430729,0
Brazil,Heterosexual,Single,26-35,A,C,-75.43064862946622,B,15.69721567858458,95.66614381201921,13.934074152932006,D,E,C,133.98940424569201,-73.76695799462702,60.39158551571665,1
Mexico,Homosexual,Widowed,26-35,B,D,-131.1373247142476,B,-10.834964482934161,46.11825931975292,-38.33578142852597,D,A,D,-141.71276977321693,0.5538868743771796,39.45813965032766,0
Germany,Heterosexual,Married,18-25,A,C,202.75140094760764,B,42.581604478957594,-53.035650126039044,29.532395981637734,E,A,B,71.91728339581627,-67.03768684323987,-72.8465251727873,0
Brazil,Other,Widowed,18-25,D,D,-0.9829475207959354,E,26.604765574700806,86.11297016526048,-3.1861314667449023,D,B,C,26.08164680670043,-11.963408690694372,36.176068580850455,0
Other,Homosexual,Married,26-35,C,B,-124.58097712807641,C,99.36118153292472,-148.11319890253046,73.68863653188617,B,D,B,87.87419873375646,-46.21791934515575,111.57973841358293,0
Mexico,Bisexual,Divorced,36-50,E,E,-81.54829201224196,A,-275.33501990190086,-134.294412380344,37.182689352621345,E,A,C,-8.566624047353999,52.05908015877221,44.19319223282659,1
Other,Bisexual,Widowed,36-50,E,C,65.2151122628392,B,-73.8414113848308,137.5668981555246,-117.95552170344045,C,D,C,39.54699752226795,-91.28365071479288,-11.428618323647676,0
Brazil,Heterosexual,Married,51-65,A,E,56.43278257276645,E,-33.970133101376184,3.3265218187981636,67.97082422286091,D,D,A,46.91448222799649,-6.415787675935951,11.145812841249594,0
UK,Bisexual,Married,65+,B,E,-42.804725438104526,D,-91.45790580020376,-62.3555426942621,81.24004914565913,C,D,A,67.34123061311263,122.55013945031823,83.72853539925742,0
India,Bisexual,Single,26-35,D,B,5.714151662673171,C,-81.97952580873825,43.01178195380928,-20.73408594422506,A,D,E,228.29276830807984,119.1022639259097,-82.91680433072618,0
China,Heterosexual,Married,26-35,B,C,33.30897221731846,B,23.325844888813275,179.52862269744224,211.87830272604188,E,A,C,-86.01451630664188,151.37974025243437,196.66482198043707,0
Brazil,Bisexual,Married,26-35,E,D,-77.69494454056066,A,50.96803478535929,37.79525192988487,-111.90618147897042,B,B,B,-10.871183877653083,-19.051519872279616,-153.39791918925,1
Mexico,Other,Widowed,36-50,B,C,-142.55760625035086,D,86.55647164602182,-63.52161865248643,-42.46175145695614,C,B,A,54.84334667394839,-72.42587595468581,134.226199311726,0
UK,Heterosexual,Single,26-35,B,B,-150.74285301045,A,-84.18399319703124,-89.37501296019802,159.3069449610183,B,D,B,51.80716773279788,64.47657969486507,-16.64759787498437,0
Germany,Homosexual,Divorced,51-65,A,B,62.70649953287059,E,284.4217835711305,2.710642722085517,-173.54541005093333,A,D,A,-73.11817855318621,-138.07111511905993,-11.087187587893116,1
Brazil,Bisexual,Single,36-50,B,B,-260.8157276861196,C,58.10991922816102,3.1813260582417686,42.94286084167693,C,B,A,-170.37250457461354,85.01431375238107,-53.530499271488516,1
Brazil,Bisexual,Divorced,26-35,D,A,154.99868043162695,B,15.860267940174722,6.800750520020293,-151.1615297544709,B,A,C,77.93646318562601,206.48692834895792,5.69343954252249,1
India,Bisexual,Married,51-65,C,B,-148.60557510277158,C,30.622703627184766,-124.08566349173957,56.305062460898924,A,C,C,-102.83381937924882,15.917780091487835,-30.535882405640567,1
Brazil,Homosexual,Divorced,51-65,A,C,115.96063241689043,E,-5.780651694623053,-44.51337730012528,40.11470583714308,D,C,E,187.959619536352,56.52242225665538,212.03363873036255,1
India,Homosexual,Divorced,51-65,B,E,83.29366540368845,C,-28.188089908217496,-5.157891578605368,89.9903610744276,A,B,E,-95.49422914260283,-64.72294111482371,-28.037898153154266,1
Germany,Heterosexual,Single,36-50,D,D,74.0244783782864,D,29.278263707936713,-5.075849782468015,43.47087829530135,D,C,D,84.90095539109291,68.18180168236808,-105.92307986273693,1
US,Bisexual,Married,26-35,E,D,-50.128905182519745,E,-142.9330484289076,110.06175671611176,-45.56282227496868,D,D,C,-163.71965339153704,25.744173645498343,-179.6721931004394,0
Germany,Other,Single,65+,D,E,49.509531396155325,C,77.14760935382475,75.63888256902112,-81.53805132816768,D,C,C,-122.87326146104476,-1.68099587984113,132.47940614873968,1
Germany,Homosexual,Single,36-50,B,E,119.463280818803,B,34.845205110533,-147.3294634676065,-89.6258123599888,D,E,A,94.2732153173028,-82.9839737820383,28.23311412229629,1
Other,Homosexual,Married,36-50,D,B,39.088372798740586,D,-92.68098169109338,-60.939158039263916,36.80832805147643,C,B,B,-4.585772501500754,-43.36943684615166,36.94070201701249,1
Other,Homosexual,Married,36-50,D,B,-4.8818470065100446,A,24.534670672993787,163.17575644656947,41.950882842786044,A,A,D,-74.35002416047247,-63.42129411515675,4.402960744326206,1
China,Bisexual,Single,65+,D,E,-160.8080064489664,D,142.0823130840336,-146.64328167534478,233.8638493280396,E,B,B,64.95751701694749,70.26156618700088,-13.977181520697407,1
China,Other,Married,36-50,A,B,-129.88345867361355,C,18.54610142538834,-24.124195539644155,-208.31799858213017,D,D,A,4.678365969553885,39.584707996880084,132.29862905176452,0
Brazil,Bisexual,Widowed,51-65,A,D,-34.040853669308625,A,11.122972342730472,-15.958038602329028,-36.70921057679888,D,B,D,-68.47652307520342,-64.21419759237448,82.74013072837806,1
Germany,Other,Widowed,65+,A,A,65.98540384853064,D,36.378877767960255,-72.84113327507167,99.49003090572911,B,A,B,-40.903435351089676,-108.88919854588993,-4.069306068384612,1
China,Homosexual,Divorced,18-25,E,D,-7.756342422300978,E,-37.12973718581717,-283.27606245280606,93.66610142672458,B,E,C,17.987663680622525,-40.167059166378664,-79.42867657473111,0
Germany,Homosexual,Divorced,65+,E,B,77.90685638711896,A,-3.292423804813878,101.75220243321786,-20.62053614898141,C,E,A,-116.54896789601474,-147.23828958654414,-16.99198401675501,0
Germany,Other,Widowed,51-65,C,B,23.39512694878693,B,-4.5982012027936054,-194.0336313885964,-238.68028766117467,B,C,A,-3.490165903341484,-73.88779717215063,-52.60571042523703,1
Mexico,Bisexual,Married,65+,B,D,-22.723944835099903,B,-48.03195722774826,-111.28328673737522,-41.07807892444285,B,C,A,3.3144906360377764,104.71522320070761,51.93671085489504,1
Germany,Other,Divorced,18-25,E,A,58.713626842980496,B,-37.60008778157817,116.00132903995075,104.5891421124078,B,B,E,-183.35741461482445,140.3532959422155,107.23136942184188,0
Brazil,Homosexual,Divorced,18-25,A,E,198.57350574469507,B,180.55963149889277,63.58342533257174,-250.19913234142922,A,E,E,-184.48024998371798,-194.84855647824227,-65.5820588021199,0
Germany,Heterosexual,Married,26-35,E,C,132.06654743872045,D,87.1157924544802,-13.244444869164177,42.32036379656107,E,D,C,-15.820475276035456,153.7308255932921,-48.39384414161669,0
US,Bisexual,Widowed,51-65,C,E,77.39555469929208,A,166.44393940354527,267.20434861890783,-64.02262507099384,A,C,E,-37.69920714104712,-106.40065354783366,-113.81639878130242,0
India,Heterosexual,Widowed,18-25,D,B,-65.02980500778243,A,-91.79577591029894,43.219005337005925,-0.13201977659789793,C,C,E,-46.91422822133531,38.947977607523626,128.65039835696544,1
Germany,Bisexual,Single,26-35,C,C,-46.8115267024712,E,1.7052101349596867,77.01333181203027,-103.5956230024798,A,A,C,-134.50399044938234,-114.66006806180164,-29.92580248628715,1
China,Bisexual,Single,51-65,C,D,-94.32166762559234,D,-223.06230425897806,-166.79576821486458,6.2698370662938085,B,A,A,127.05185957170984,-26.230757590590247,-38.17440723616603,0
India,Other,Widowed,18-25,D,E,-129.58462485817154,B,-4.962665912293162,-139.7694580607227,-128.18981420942188,C,D,E,81.39073440435939,-80.85110836898728,159.98550154613454,1
UK,Other,Married,18-25,B,A,-14.793719016468277,B,-66.32641483851104,-37.663379676374504,-125.77836607762272,D,D,D,156.496885906736,-13.455969055204234,18.61036848631529,1
Germany,Homosexual,Divorced,51-65,C,E,-14.29437389927024,C,-55.48148955118394,38.32231503305613,41.85256290351681,B,B,E,-149.50400188439198,11.88275008314573,58.31244867730663,1
India,Bisexual,Married,18-25,A,B,-3.8771204859917434,C,256.3499472809517,50.3217212169044,166.01572551337696,C,E,E,12.257291536767333,-169.89468958560994,-89.71919537519736,1
Germany,Homosexual,Single,36-50,E,D,-49.05285085248454,D,-48.98864358329935,-96.69561563526726,-39.23748629621504,B,B,A,-122.79719343980955,132.4634784460098,29.970887445328252,0
UK,Other,Single,51-65,E,D,-96.38910052473612,E,31.985704289628913,-163.5337634621322,82.80139162827037,E,B,C,-209.5142368962036,14.94484644700803,94.27861842962336,1
India,Homosexual,Divorced,18-25,C,D,-46.962763959641634,A,39.998880616620696,53.960847096103414,3.9705415244966984,B,C,D,118.30797467344307,246.94597248126783,39.48650580677538,1
Mexico,Homosexual,Widowed,36-50,D,B,-1.9097475365252647,A,136.66331011571057,3.1573985362375434,104.33848912935575,B,B,D,-111.34690505976165,-10.65333347619177,-16.806728357065737,1
US,Other,Single,36-50,A,E,113.96892000880867,A,62.91337610945218,28.247845637831308,209.05224818478789,A,B,C,36.459793715750344,-157.70542394137047,-215.31599847750104,1
India,Heterosexual,Divorced,51-65,D,A,0.12078800284837912,A,-73.69723857912429,61.9237341628452,8.992446793862632,E,A,A,18.371599513768487,57.37679568315719,-88.76122885292816,0
China,Homosexual,Divorced,36-50,E,A,-4.770710734106994,E,87.49867775675564,44.48482643546405,20.828303359034106,E,C,A,41.97103748878143,-101.92893853119458,-51.78670459773939,1
Mexico,Homosexual,Divorced,18-25,D,B,-0.9621790138489983,A,-104.84248949891293,101.35884203592323,91.97577275571278,D,E,A,161.63629031671584,-149.0532204994434,-87.23989755919396,1
India,Homosexual,Divorced,26-35,E,B,-182.70479608406714,B,65.95172623051725,75.50771368366563,-110.67603558445495,D,E,E,30.834898734365378,100.01782337350737,-39.443683522283315,0
China,Other,Single,18-25,E,D,-46.947469265985134,C,-59.63497496803628,42.88581605878259,24.19298030805771,A,E,B,-16.203899667612227,58.47790481651513,-14.601916228012888,1
China,Heterosexual,Divorced,36-50,E,C,-53.509988611111496,E,-141.72613891646785,-16.23694942846574,18.366954824837844,E,B,A,69.77112689430498,29.46018424842621,-152.70379751823543,0
Mexico,Bisexual,Widowed,36-50,C,B,-39.85391770824583,A,0.47300520211821023,-31.084827525185222,89.15595596831332,D,E,D,106.07633721511999,145.6495343454812,-21.81738234048123,0
Brazil,Bisexual,Married,51-65,C,B,-117.26592178769944,D,-51.253319031192035,196.88933712432345,-114.48880249305256,C,D,C,44.40774015638826,-34.20332793827049,133.26622381105594,0
UK,Homosexual,Divorced,36-50,C,C,6.969168023399967,D,94.86864527491294,175.38407265685947,164.47841717107752,A,A,A,-135.2299367307694,-126.57692697538205,-98.48814790185799,0
Mexico,Heterosexual,Married,18-25,B,D,-55.70981386640883,B,-20.932464229201788,148.87681425364917,55.37838066834947,A,C,B,89.08227383076263,164.2989647325327,-64.29211208437766,0
India,Other,Married,51-65,C,E,-34.99535371152771,E,78.5363353282444,60.66992339288431,122.3284710426604,E,D,D,67.78257596530344,58.85997017073997,-41.69918432154754,1
UK,Homosexual,Widowed,26-35,E,B,74.82671733446038,E,-19.56548999923967,15.766608097932952,1.853070868628567,D,A,B,1.3589207499816511,79.41725635350448,162.12335014523975,0
China,Heterosexual,Married,65+,C,C,98.27810207531702,A,-40.50916284760779,0.4793629572910795,-28.710392620705182,B,E,A,-82.61030835361315,-14.73424735358433,29.4986128771616,1
Mexico,Other,Married,18-25,C,D,-20.50399663960886,C,-150.71836933618377,79.83750586566455,44.908293471605226,C,A,E,90.93585620300848,127.4127800299443,-91.01046700146998,0
India,Bisexual,Married,51-65,B,C,155.74645281403224,B,206.67368051646014,-63.90953787986744,147.67957949035505,E,C,A,-50.158391105300446,41.92977270476043,45.67804098931795,0
Other,Bisexual,Single,26-35,A,D,163.1667484133357,A,-185.10402628849053,-67.75588944906009,-13.947692045582762,D,C,C,-163.19655321146791,-12.533610806507427,-76.3786507622098,0
China,Heterosexual,Married,26-35,C,B,-34.791099863073285,C,142.0915322459533,-39.094825332413244,-18.895212513774517,C,E,E,199.48241074993825,-118.32760831562368,46.12633407265522,0
UK,Heterosexual,Divorced,18-25,A,C,-101.79638425742156,A,51.18909263061045,26.243278222231808,-41.046594572492126,E,A,E,-9.977984791673734,77.98489052084636,131.95324285007052,0
Other,Heterosexual,Single,65+,B,D,-58.32595595813878,C,108.77326834418977,2.856302794072641,-46.32907364585389,A,B,B,-150.72913383659107,164.8586468384426,208.53108175771357,0
Brazil,Homosexual,Widowed,26-35,D,B,87.88665823661994,C,-70.39382093843031,-16.27092482537632,45.719578071337374,D,E,E,-213.20976671708976,100.21319278786045,-189.52274559455887,1
China,Bisexual,Divorced,26-35,A,A,210.65119201090693,D,140.7249172562382,-89.2958958105762,10.527731530218727,D,B,D,-72.9551265600701,187.63923948865337,122.30924752425804,1
Brazil,Heterosexual,Widowed,26-35,B,A,-24.515512635195506,E,-100.20353018473868,104.98456345577418,-50.7560881693596,A,C,A,55.2990348860079,39.634727675366385,117.34943875964984,0
India,Homosexual,Married,51-65,D,D,-72.5670530345397,D,-8.056904457535257,41.44760886341308,-123.93457260481628,C,C,D,65.95261552486666,103.0275287515624,-131.8688674869863,0
