anos,Race,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,target
48,African American,177.60271444042428,A,E,139.43452976705206,103.07839882203913,D,-100.99180445394111,A,D,-89.15659245890544,D,D,A,-66.48508165464483,C,1
34,Asian,-306.654622518559,C,C,-252.14409582026437,122.91226448843805,B,-3.897059255641624,A,A,-91.04840698908579,C,E,D,106.47863552725853,E,1
33,African American,20.25921716159917,E,D,108.87234481107532,16.857410596805657,A,-63.19461107941873,D,B,65.93568591454343,D,B,B,6.477312828348857,E,0
73,Black,-78.13722933182903,B,D,51.06142799825791,43.61790106162138,A,259.2265141623958,C,B,20.510403214201894,A,C,A,97.89327314975338,E,0
45,Black,-38.55096504735956,E,D,34.95932265541105,-10.245617512687382,E,159.55958609357214,C,E,-119.63500167344239,B,B,B,-3.0130898903563725,C,0
19,Other,-12.98055031367253,C,E,72.52952843965052,-3.7235050688174556,B,-67.70248553634457,D,C,-71.68830995164657,B,C,D,15.489199654303343,C,0
38,African American,-13.361087308689697,A,D,7.584221772468086,-12.528439715909323,C,54.625059991850975,D,D,-12.413480093754927,E,B,E,105.28530254610604,C,1
63,White,11.92254047689436,E,A,293.89893991226216,130.67664893061473,E,-113.27323128633637,D,C,35.82936217861666,B,B,D,-44.67892292003201,D,1
37,African American,-85.86585186919432,E,A,95.5467950036951,-27.902246307383628,B,27.90036465526428,C,A,12.144700953868764,C,D,B,-211.00105127686447,B,0
23,White,136.19093414503723,A,C,48.11412933080122,-49.04583743233976,C,-131.11832254550686,E,C,-9.680489871163086,B,E,C,-33.95134542726263,C,1
43,Asian,-114.10191516003553,B,E,14.202759679135113,55.438645264401224,E,-48.49171734792254,E,E,-156.03801627039786,B,E,B,13.360332961026087,E,0
33,Other,24.730657836313007,D,D,81.56958677112915,-204.4234795713482,D,49.233791778725994,C,B,-19.174431235129457,B,E,E,-245.15002440323514,A,0
71,Black,122.02104036651357,B,D,-108.3810592938324,-59.36061799711687,C,-317.6365996823643,E,C,13.687572417453106,D,A,E,-146.60830245713953,A,0
69,Hispanic,-40.40870409190134,B,D,-26.878783140131386,-50.805297004693216,B,-79.29252880452952,C,D,156.00490723818302,C,E,E,-76.16882165482653,D,1
62,White,-169.70275666732954,E,A,-191.7580842741787,27.591635792738273,A,-8.058810947769803,C,B,141.12281435954588,D,E,C,43.26912236617577,E,1
26,Black,95.67247285115312,A,C,68.14310033720837,94.77253735147777,C,-23.921731121734513,C,D,-161.59329817405506,C,A,A,108.21478451636202,C,1
37,Other,-137.91302504246858,E,C,-3.996196155688505,-182.66336312949662,E,87.73054934806544,D,E,-44.92837356829445,A,C,C,-0.48144736574866603,A,0
59,White,40.28228149329836,A,B,-20.975621579775595,54.39717531125401,A,49.638500931897866,D,B,73.03879933075858,B,A,B,-34.94637248515943,C,1
26,Other,182.0160527437173,B,D,96.96523502526699,54.05952774712139,E,-68.0028285928113,B,C,-8.40006535733992,A,E,C,-57.27398907766074,C,0
47,African American,10.194320934423667,C,E,-19.10540610116104,120.68470874604664,E,107.18782720021132,B,B,67.65875696072882,D,D,B,-16.072417923341302,A,0
28,White,-86.05160318181932,B,E,105.93566995406769,6.231166565223814,D,-212.06742210591844,D,A,178.559965379428,C,E,B,6.60604567774887,C,0
25,Other,67.1459394312302,C,E,79.72669740443388,-139.7480799462789,B,-112.94936081840514,A,E,-30.663137853964027,C,A,D,285.95934994357253,D,1
59,White,-98.77043188696102,C,B,-99.71610132452675,-119.40487495551189,C,50.45506625855243,D,D,143.81965995889405,A,A,B,-105.75304894173865,C,0
77,White,1.2527822146513037,C,A,-95.27442446454127,182.29129902345434,B,-149.9091149725942,C,C,-19.015178656140126,E,A,E,-117.12696697223954,A,1
21,Other,153.77771028454742,D,C,-129.3961761879645,-140.66966753462822,D,-52.06851509292013,A,D,-246.77460427857798,B,D,E,40.558646688096474,D,0
45,African American,39.64849845580283,C,C,-139.62191873769223,-103.06004785247174,A,105.9214114022055,B,D,133.247655088532,E,C,C,53.11850476941772,E,1
33,Black,8.716544914949383,E,D,266.769857003765,4.5705709479698005,B,28.902459079237154,B,E,-126.32090796489761,A,C,D,52.3979821496357,C,0
64,African American,42.256143600362,D,C,-117.509101543688,-116.52251936137748,E,43.682900280029166,C,C,-80.72989773412522,B,C,D,130.11441261631595,D,0
73,Hispanic,113.11093018734569,A,C,47.15663014035965,-61.93624614927485,D,-183.62174026674583,D,E,-14.885262749991792,E,B,C,163.24881309072515,A,0
19,African American,-41.45984677217156,E,E,-93.46145828058499,83.31913029837193,D,34.75300802151099,E,B,145.5507167047432,C,C,D,23.594950179834346,A,1
71,African American,64.67936550308056,D,D,73.28703308351095,101.1803409144803,B,75.54165601123293,B,A,-71.72695624331664,C,C,B,94.16905955415197,C,0
71,Other,-213.37161395335337,A,E,-13.062939325005718,56.88118744917102,B,-84.49530867901032,E,D,176.74365383692825,C,C,C,1.351112698484523,D,1
61,Asian,68.58478221416459,C,B,-102.2508337774043,170.15280391911213,A,27.08872074906335,E,B,40.7689326671002,D,A,A,-46.32707375101109,E,1
52,Hispanic,-39.631097842782374,B,E,-45.95965848859241,-247.844862080356,A,-152.91207364089666,E,D,64.00443692768101,C,D,B,-10.644153630174124,D,0
67,White,-25.03792550959082,A,E,-4.517760547971671,-11.88906400767255,E,22.62082726360565,C,E,76.03730339898829,B,E,E,-123.85577956041554,C,0
43,Asian,56.32653964125613,D,A,169.08386821221995,34.007970659992075,C,-159.22911087458579,E,B,-108.07046744654795,C,A,C,113.44934528594483,A,0
60,African American,-11.201953875904,B,A,15.427263380227894,-20.16700330534311,A,74.48228385015163,B,D,-5.316558140395474,E,B,C,-35.18597153312709,B,0
71,African American,95.56164880856983,C,B,102.18986175999841,108.9619491290121,D,122.59975827236447,D,B,48.75114524827655,E,C,E,132.38331850780511,A,0
36,Other,10.655914138480846,E,E,-75.5977953979447,93.16843077571554,A,-57.18100862720703,A,C,17.62867327484707,A,E,E,-82.5663057968009,C,0
46,Other,15.91705767967085,A,E,-5.712897969284513,6.16712800110084,C,106.7906995253914,A,C,66.43736095518335,E,E,B,72.15364928598912,D,1
65,African American,113.57761523219764,A,E,-10.55814381146575,61.41810304340623,E,44.67308028416959,E,C,-171.79371463274276,D,E,A,96.584102928834,D,1
39,Asian,49.85135643025411,D,D,40.2190538389935,-104.05534945850651,A,-27.608446923109188,C,B,-65.40186761959657,D,A,D,-142.60099075186508,A,1
69,Asian,-30.352077492727187,A,D,197.44861324472328,81.8819889011172,E,99.2706343669578,D,E,-143.90025068410623,E,C,E,202.88982027433957,A,1
66,Asian,-26.522879669520844,E,A,-136.18375609237123,131.48519162391702,E,-22.259030005371912,E,E,-62.91558896749571,B,A,C,110.6074846968002,C,0
66,African American,114.71234671448387,B,D,-59.47801621738393,-38.73063557188553,B,44.84446370533867,B,D,67.67178316763332,A,E,C,229.16635322028873,E,1
59,Hispanic,-21.004739548582823,A,D,-52.3116960345262,-61.36339081945421,A,105.12627287171034,C,D,-71.84423665945494,B,C,D,93.00071712772913,B,0
21,Black,17.728865738501984,D,A,15.807994111627426,-118.68097832912092,A,105.95195049995915,E,B,-177.0880270406232,D,B,B,-113.8145855308794,D,0
45,Asian,-99.02391265647331,A,D,139.65018076525715,-18.464477705069214,A,64.55596028776912,D,A,79.16942153183969,A,C,B,-82.42216301967822,B,0
68,Other,-145.32332340741334,D,C,-92.1669373635439,-50.15957312206057,C,-20.80303929627563,A,C,113.3048597253905,E,B,E,-63.42582725067613,D,1
58,Asian,-198.79505174395467,B,A,-103.50246157920392,-13.156852972964336,E,-109.84243627261834,C,A,-161.21235033729292,E,A,A,44.98314880654434,C,1
46,Hispanic,65.96644584363206,B,A,235.6972664593647,11.674875282054582,A,27.615701867629888,E,A,-99.21447432700326,E,C,A,-151.92192468774576,E,0
60,Hispanic,-8.517121122172513,A,C,48.82553919432206,-18.74680188421022,A,-53.31665908238954,C,D,67.1046105242554,D,D,B,129.15731408212042,A,0
68,Asian,109.9168183682467,B,E,47.722782222146236,213.68472613849204,B,-58.084322599060876,E,B,95.66377470739687,A,A,D,50.60005618823933,D,1
43,White,-108.64894707220643,B,D,-36.066174515695344,175.6668780516202,A,37.66358392483038,D,C,26.147494534683897,E,C,B,-39.93982160712594,C,0
29,White,-38.819860281039695,C,B,-6.354480848016866,26.61358213697651,E,-82.11624557060277,D,A,70.845669484239,C,B,D,49.86378725784812,C,1
63,Asian,-74.21313673016776,A,B,-85.74564401451025,24.41252627726635,D,-50.336101979983624,D,E,-2.393610767475647,D,E,E,202.59077073599786,E,0
70,Black,-114.00260158734407,B,E,-44.602783755909456,-23.728052223159676,E,-43.71769039453891,B,A,92.9690343049138,A,D,C,79.36432653601689,B,0
45,Other,169.34515534433763,C,B,83.46714879996365,-17.78990647196577,D,7.73388488660103,E,E,-28.783358678989774,D,D,A,-28.297504487345794,E,1
40,African American,-110.08887252530992,A,A,149.01075384770158,138.20602843362394,A,46.799203204556584,D,A,9.576463208946421,A,D,B,73.73704573317411,E,1
47,African American,47.664438511377064,C,D,-114.22972572744963,69.85939472952968,D,30.071618431193027,B,D,-99.25671774030432,A,C,E,74.38708203678695,D,0
76,Hispanic,110.97002015503136,C,E,-152.95003859314403,150.49010044529868,D,115.96574569435698,E,A,-37.591684003443454,B,E,E,-71.61543297516603,E,1
55,African American,287.7117851329757,C,E,7.146802599848846,10.262523067812685,D,77.7156417004565,B,E,5.334763207957254,D,D,E,216.81476029503023,D,1
66,White,250.11456357739928,E,E,-22.537856725863133,34.998537813677345,B,150.84779543307735,D,D,120.90027199416151,A,A,D,-118.52489714695547,E,1
61,White,152.0093216235056,B,D,201.15071904601808,51.39773758599034,B,-60.59177246103964,E,C,-100.29241318867147,D,B,B,-234.44064257450933,C,0
71,White,157.5531927247979,D,E,58.77183427022392,11.277840127239976,B,38.12875939847402,B,A,85.03219707347304,B,A,A,-143.6727175177089,A,0
48,Asian,-99.98837512415089,D,D,64.79069029032108,-21.00226273422497,A,6.002146407717798,D,E,-36.89720372710378,A,A,D,122.82839215019162,D,1
48,Hispanic,-161.26978539462587,C,A,-5.693614480981252,16.31557516397262,C,112.22374080042297,C,B,55.843401510484846,E,D,E,72.08378931975993,E,0
34,Hispanic,-2.0257545714985317,B,A,-10.569024738902266,82.34096920417225,A,-62.84676600671945,E,E,-78.70733365462624,D,C,D,-231.0396478530464,B,0
45,Other,83.91278363910077,B,C,98.53767479169235,-59.041751082001156,D,-120.08348309319152,B,E,41.1404889932004,B,A,D,191.67036386461083,D,0
37,Other,-52.860835737228264,A,B,-70.0650310670808,5.490154118048549,D,171.15622754390532,B,A,-149.6132699783308,C,B,B,-218.23659459336199,C,1
37,Hispanic,-14.702157076986042,A,B,-10.66509554174578,90.07620888199246,C,31.672241117617776,B,D,21.055538863283765,A,E,C,-35.861022848132095,E,0
44,Asian,-9.923833875445013,B,B,44.88619643107859,-57.96661145008607,B,34.07676466415349,E,B,101.29118595970552,C,D,D,-174.07433757922217,E,1
49,Black,68.83786017912719,B,A,5.029458157334811,-18.938589918440364,B,30.679069882171312,E,D,-143.1615359009545,A,A,B,34.40141739429705,D,0
23,White,-32.65169490461519,A,C,-92.8958848221419,14.915753022885939,A,37.99398911006182,A,E,-49.35298886108998,C,E,E,-56.49681678928695,B,0
45,White,123.84825163221171,E,B,-103.22524438521232,-83.37278404458792,B,-49.10038749839621,A,D,40.223373180238816,C,E,E,-276.90766034344455,A,1
68,African American,29.859277681173374,C,A,-176.41948233917256,-80.92791737299437,E,-35.83172220401053,C,B,164.43611826453582,E,B,D,-192.30320798140932,D,1
45,Asian,66.24304016947129,E,E,100.15425351303043,-62.0791666450116,A,-51.979080345824244,D,E,181.71483558814455,B,A,A,17.362849022978676,E,0
31,White,-40.45286211037548,E,C,-94.33722035648054,113.11283109088292,C,-1.1385511120154295,A,B,-174.88665815890266,D,A,E,-89.37990469492492,E,1
73,White,112.21306155180699,B,A,-101.45035735769675,-192.21702494398917,B,19.261962325068257,B,C,131.6399798478199,C,A,B,110.60089676735825,E,1
68,Hispanic,15.353895263499663,A,B,67.06850831528737,-88.16394637219612,E,-301.4695613117916,B,E,-118.63344183145279,C,D,A,-88.53081448686696,C,1
41,Hispanic,-80.1646723749438,B,A,-95.05304437249707,-221.83768058226377,E,-60.633119693728034,E,D,35.71185622582938,C,B,A,10.461003829621902,D,1
75,Asian,61.07080947590477,D,D,2.935957275257759,23.43561130626089,B,-110.83989100424117,B,D,54.74676013578645,A,C,D,-10.03001216393521,B,1
52,Hispanic,6.31385120703696,C,A,152.9880672782951,0.27758324755952085,A,-46.83394092768595,E,A,59.96029334891555,B,E,B,53.43951073205505,C,1
25,Black,-90.57711800008734,C,A,-116.23202016264909,57.78735571962257,C,-54.43542215880674,C,B,-9.790254213298093,C,A,D,14.058315393179846,E,1
25,White,202.07738843690754,E,B,20.13479980954163,-27.590932589604584,E,20.111183604452787,A,B,-29.72896307556278,E,E,B,-17.23140114210633,C,0
60,Asian,185.34548307316518,E,C,50.635574645182814,109.86406731912399,D,-114.95706421154703,B,A,-62.316682405656465,A,C,E,-146.80061871252713,E,1
74,Black,44.70344623448076,A,B,169.66583680519858,-63.408972333251675,D,149.15996962229582,A,B,44.171350196022665,B,A,D,20.238376193154927,A,0
63,African American,8.712689062138178,A,E,-124.117185625003,30.60028219969538,C,101.13265454969971,E,D,28.159509531215743,A,E,C,26.10479100329562,C,1
67,Asian,-120.4197441836209,D,D,-17.499519105208922,-5.461324362434392,D,-103.59992253439295,D,C,-44.65817756404444,A,D,E,-117.30517079123253,A,0
66,African American,42.578088976192355,E,E,-32.20827201345525,20.481433927529697,C,-27.76381695336673,A,D,95.18320122422512,C,A,C,-108.67081410475149,D,0
48,White,52.90653360407946,E,A,137.89259849035042,-78.29959215509652,D,-99.98046648732635,E,D,-44.664664810767675,A,C,B,155.45957023620844,E,1
20,Asian,-21.641546401960657,D,E,3.6681229331527794,-247.39508697132422,A,69.07092572810457,D,C,241.55839135321546,B,B,D,-12.07023869443712,A,0
30,White,29.390056272098832,C,B,-143.4200009091085,-61.94794786690891,D,60.67343511594429,A,C,30.527433136850618,A,C,C,140.44906504694913,B,0
45,African American,19.147778101767045,D,E,79.99892621117569,132.58829697066602,E,69.18788194088074,A,A,31.33469002094692,B,B,E,42.227175870087414,E,1
68,Hispanic,14.403023352435602,E,C,-87.35758611786058,-121.7246316422498,A,73.37110976805855,E,B,-36.70681678184404,A,C,B,-8.674680895246095,A,1
27,White,40.46471416058496,B,A,77.42187618067837,84.25273575188805,D,7.4671142968590924,C,D,63.38976735066832,D,D,C,230.18780625600797,B,0
39,White,18.445828402215408,E,E,53.881674868830466,-114.93319219725583,C,66.4080338565436,C,B,113.62154517428036,E,B,A,-59.4824612676937,D,0
41,Black,-37.55794139072668,B,B,85.22595324180878,29.557354922341716,C,-220.49877082588506,B,C,-69.08165192846502,D,B,A,-94.41143914441147,D,0
71,Asian,104.84077771174591,C,A,196.59774280451768,-40.95860205919795,D,-51.78166509482887,E,B,-19.55005259706777,E,C,E,-172.78382474878882,E,0
69,White,-17.620181780265952,A,C,-37.50783478658569,-89.4726087047044,D,-14.998827302002704,C,E,181.31484703698746,E,B,A,-3.5406671449915397,C,1
28,African American,113.85529958516358,D,D,-123.23234284524305,-27.186983793171454,D,142.25232574328203,B,C,80.45360203604366,B,D,B,199.3267119218646,D,0
69,African American,-2.247065705985667,E,E,-14.373338116133558,120.07606179321975,B,-103.79787383071637,B,B,-98.28200643964806,D,B,B,89.25961161012235,E,1
61,Other,-47.13342429546565,B,B,-23.066691711482907,-88.75417723414573,A,-28.909653838415604,E,B,22.771943310524247,A,D,C,10.473029390954963,C,1
43,African American,89.01117704633145,D,C,-127.74647204591632,62.45932775686158,D,34.084416441080876,E,E,62.56191297634193,E,C,D,-72.33467282445179,A,0
25,Hispanic,-220.75322030665362,A,A,44.827146111658514,35.82996537743216,D,33.0844858664963,E,D,-82.8987468897926,E,C,D,-4.0006749630164675,B,0
41,Black,33.8440298170139,D,C,-29.061243049459463,48.56259541152806,A,14.26387350096398,C,E,62.39782778622751,D,C,C,-65.74399709587651,A,0
31,African American,86.18648215682668,B,C,75.87712874303894,-83.17394696502748,D,-33.37630932184044,E,B,-77.83206905134966,A,C,D,-2.7741819613868235,B,0
60,White,245.57090856293584,B,A,-54.7227493974131,-12.367241782923807,B,-52.622497654022126,C,D,-19.893467852216222,D,C,A,96.19314392426061,D,1
45,Other,44.3836986558124,B,B,-62.22682373279484,-81.85786845792784,D,-82.2364004777431,D,E,-81.00365997206504,A,B,A,94.83980428967851,D,1
66,Black,42.606655791576436,A,D,-44.33282810562959,-20.16410592611844,A,21.337635113427325,D,B,-14.112543567009553,C,D,B,39.089434850620115,B,1
34,Black,-45.426821646366456,E,A,-26.88562179654872,53.46045920099972,B,20.69700433242304,D,A,-37.88498405771357,D,A,D,20.69428010128717,A,1
44,Asian,160.12942669396722,A,B,25.23831772347348,-23.626264238487256,C,-46.04555339355373,A,C,-60.00633497574776,A,D,E,34.47192165253781,C,1
72,White,24.40236052653944,D,B,-29.631780917483162,-58.69074733854542,D,-140.60921687113785,B,D,29.407419023180815,E,A,A,-2.6484743227604306,E,1
58,Asian,-195.73256897819502,D,A,33.52040142381143,54.88705451039488,A,163.90855460740084,A,D,-177.78779668939194,C,B,E,44.752875213222985,B,1
36,Black,-38.77669022062507,A,B,-19.992084232431996,-27.0283724997322,E,94.8889197408031,D,E,65.40981199523893,D,D,B,48.33559021610257,D,0
40,Hispanic,146.26298397270125,C,C,-11.071208952851231,10.016339582656718,D,24.110119762369607,D,D,64.81421993501425,A,E,E,8.489275577118297,D,0
73,Asian,-31.70983014664408,C,E,83.46197461089629,27.149078958269012,D,-42.50412001693961,C,C,63.00566320324579,C,B,A,-80.35016891120267,D,0
51,African American,-56.750994889759184,D,A,-57.81573886244381,-144.81155223837928,B,136.94340197103392,E,E,23.809442375279055,E,D,E,19.604081990444243,A,0
77,Other,-72.6415091681502,D,E,21.37729675088726,65.48066314571778,B,40.513066752335334,C,B,130.28402248486935,C,C,E,75.98835167672148,D,1
51,African American,-123.22226558940746,E,E,61.791870205904885,-143.59481034452392,C,60.22238456756113,E,A,-58.74533012270749,C,B,D,-71.9441244938555,B,0
23,African American,-161.59215849635117,B,E,2.7325142084044614,-56.29966034976343,B,-278.200088397954,B,B,-69.24810955421971,C,C,A,18.02590814341199,A,0
56,Hispanic,8.918694367618537,A,D,-96.17098741438195,-32.52432745270365,B,0.06637228687501813,D,A,154.45093069725317,A,C,D,296.2145918440798,C,0
48,African American,-35.208633412111574,B,A,-336.1923892581208,-17.880269266159463,C,-108.4110325525312,B,E,92.82386096341591,B,E,E,3.8194923589906136,A,0
62,African American,-209.1184432377645,E,C,-22.636747937339774,57.787320041741076,A,76.93545027222557,C,B,50.77154282438574,E,B,A,-61.09470600738254,C,1
33,African American,233.2821172167397,E,D,-100.62869759505246,-77.38335419235833,D,-20.59150735196364,D,B,102.37518462449377,E,D,B,40.00573609417968,C,1
21,Asian,73.40711882549795,A,C,-41.71832816049218,85.32699975497425,A,96.66053671469943,C,D,-177.11910292220324,A,C,D,-77.4871710060107,A,0
68,Hispanic,14.418372419262829,B,E,100.62968152748601,86.3499278842864,C,169.61333227073655,A,C,40.331428770214174,C,C,A,55.887161527612015,C,1
56,Black,-52.74939244752971,E,B,-123.9204488206032,124.16654707005902,D,9.202303117186851,D,B,-53.71067544393414,D,E,B,10.58653639002657,C,0
23,African American,59.214883688644484,E,E,18.737655285829213,-38.54606001668865,D,-167.33718556453897,C,D,50.15761202909436,E,A,E,79.21179087765466,B,0
31,Hispanic,-154.55975645064507,B,E,56.063780890547996,21.70959941034919,A,-60.153225280603515,A,E,-41.55968205443356,B,D,B,84.6326696921529,E,1
38,White,51.70980448398791,E,D,16.120076914904413,-24.44075998046196,A,-16.083131474399043,B,C,-3.265388574282211,C,D,B,78.8312255045606,C,0
68,Hispanic,68.49034411986865,C,D,35.88229660170929,30.353884531590925,E,-191.35410951202405,A,D,-91.9105808794161,B,B,C,0.9917030194868113,B,0
75,Black,-65.05531523625352,C,D,-49.118768890484795,34.949606986947074,E,-114.67458377741417,A,E,40.91053100068678,C,A,D,58.937929644171774,D,0
79,African American,1.041174428167914,A,B,30.670025206137947,69.58966840765629,E,-14.79183016153834,C,A,148.02759977012843,A,C,B,96.95184810697437,C,1
26,Asian,-182.74673282650045,D,E,1.3635137809657119,-230.7605497116793,D,-3.207990381958803,C,D,-14.738953410957137,A,B,B,63.00094988117998,E,1
78,Black,-69.06762935192367,C,D,250.14667535204333,-70.64158343027765,E,146.33476362115445,A,E,-10.784136804799033,E,B,E,-144.47981695114893,E,0
19,Other,-111.02546955023325,C,B,-20.42204740268877,-42.18723158283048,B,87.87568996016972,E,D,106.27099317003584,E,C,A,11.889859212824474,C,1
78,White,124.90183569674824,E,A,-89.55659120997379,47.83349167622546,A,26.637607694961808,D,B,45.36153091076538,A,A,B,-29.50018400530338,B,1
37,Asian,-197.93978949384166,B,B,-23.123889299981567,30.939285827970174,C,95.2434190036173,B,E,144.61475251142946,A,A,E,16.32357620627723,C,0
45,Hispanic,-176.05739118400572,B,D,-89.03044840687761,18.548165752835693,E,80.43699844111846,C,D,-129.05072515614836,B,A,D,-12.933713545380737,D,0
75,Black,-52.51010620698832,C,A,155.87910483196956,189.69567172880605,E,-59.44622643536176,E,E,-103.62783164715339,B,B,D,74.19592866668226,B,0
30,Hispanic,176.064436369307,A,C,30.863765866220945,139.20024714253148,C,-1.3027940910484084,D,B,-13.658013292411042,C,E,A,-2.8998515246201806,B,0
23,Hispanic,-12.924290056651103,D,D,-29.897178389660755,46.66954504996642,B,101.41824320683752,A,A,-165.2182551245722,C,E,A,-53.34657008567638,C,0
32,Asian,-51.91338851089874,B,A,19.051587467305534,157.00110740362757,D,12.933829059910071,D,B,57.80016752974765,E,D,D,132.1040474033531,C,1
59,Hispanic,-128.1498485575778,E,B,91.84708004089582,-26.56220597789775,A,-128.4074687546401,A,D,-139.03159551039187,B,B,E,-90.46696206321234,D,1
23,Asian,-36.49123877325596,E,E,-38.45763339054745,-42.0460858133724,D,156.71268903407528,E,C,-0.7090427518313331,E,A,B,71.8370769275847,E,0
19,Other,-173.0235668664355,A,D,46.79055879595007,27.40868243787527,D,-59.00893223168472,E,B,10.465905853738773,E,A,B,-127.5043458642099,E,0
71,Asian,-77.48669482961728,E,A,57.81097688387183,116.33192140844348,D,3.795010986209509,C,A,57.4861922026885,E,A,C,54.80727458115123,B,1
27,Black,-153.96177142374862,C,A,59.797952005998624,-29.40402328954782,A,-161.90271383785625,C,E,-86.24363858103357,E,B,C,-4.937862231267902,A,1
45,Black,13.22179128720881,E,A,143.80017053745718,-27.4924787717186,C,86.16627684758765,E,E,128.0871586593308,A,D,C,-41.35833096318932,C,1
23,Black,-140.46605589264658,C,C,152.16482119568033,282.9223279899124,C,-17.46645948336454,A,C,252.06817221854348,E,D,A,172.0886343543995,B,0
76,Hispanic,-29.209670716160918,C,A,95.1549056962139,28.109923179534835,C,-10.149009219438472,E,A,71.61495773995664,E,C,B,-61.40453674888715,A,0
68,Hispanic,-10.09163928992874,D,C,33.53716574968473,-67.02136894021547,C,4.754309857428752,D,E,-17.40109823959178,A,D,B,-69.64258478669292,E,1
60,Hispanic,61.373281636524815,A,B,236.66417304539587,40.1980345502641,C,-12.890451657584387,C,C,23.631462195908295,C,D,D,160.78263832395166,A,0
72,African American,27.18911275767253,A,D,31.72231208224573,48.58002813937767,C,-17.362050929652867,A,E,37.179385571827,A,E,A,-206.03507840542278,B,0
50,Asian,54.80056987816538,E,A,104.04140063814052,80.18628664216227,E,-162.52675583788152,C,E,166.10198873333715,E,A,B,12.551149159208622,E,0
46,Other,-104.26112971553141,C,C,-35.48322838001282,88.87506362065179,B,76.95532926083631,C,B,-15.310546726683288,D,B,A,-46.616151074502426,B,1
57,White,-52.54093481340752,E,B,51.854727261393606,-110.70379471349436,A,78.73140779113686,C,A,-164.20534342529325,C,D,C,17.81821019173444,C,1
33,White,134.80500825921794,B,E,-61.40822319973008,-51.79208819440293,D,114.48445564522594,B,C,134.01370666341663,B,B,E,73.04392720377041,D,1
50,Other,-184.87239387297706,E,C,45.68744709559643,28.112106751972032,D,-31.75214241931003,A,C,-110.7898677937627,D,E,A,-151.26705015756733,C,0
23,Other,-59.045090966699135,D,E,13.977011880254981,11.458354056662063,D,-36.127818055325896,A,E,-86.48224852357477,C,C,C,-28.604718013238983,C,1
35,Hispanic,12.50230350504842,D,C,-62.16228108622215,77.5292898102053,C,0.5723253819362754,D,D,64.05131542920512,C,E,E,-70.7298135551097,A,0
58,Hispanic,166.01811027573603,B,E,-10.973941720915422,148.3706222069117,A,125.53462160597944,C,D,-228.20516329944775,D,E,D,147.91370398014746,A,0
48,White,-104.41616673859751,B,B,-15.063540256435628,11.949745366186274,B,15.530347188354824,B,E,-36.883134081753916,E,E,A,-120.38672212243806,D,1
35,White,17.78714796576747,C,B,18.446156117141065,-146.24805939980888,C,78.65022527167301,B,D,-205.1556735795109,D,A,B,55.96097716286671,A,1
76,Hispanic,25.75236524181416,A,A,-60.014710382993655,79.71578144167343,B,-53.692400583286705,C,B,-82.79463358664476,A,C,A,30.572126147743557,D,1
25,Black,-277.8595600356998,B,C,147.57128784616333,109.49540746623549,D,-117.72198931526292,E,B,68.12694589125071,C,D,E,-20.574501204944134,A,0
55,Black,-50.00452149645267,A,C,-112.15114079942808,74.55079161741929,D,-269.06654089939565,B,D,-144.56121596734314,B,E,C,62.39185187823677,B,0
60,Asian,18.098860343514364,A,B,-124.8235643926274,72.05317346674931,E,-62.65290764614232,E,E,-7.78480944313547,E,A,B,-38.051304169182785,E,0
25,African American,140.39270683951432,B,D,-240.2278029059985,-69.98497425848569,C,-184.4073897389703,D,C,58.420831371088745,B,B,A,-147.40460900459473,B,1
25,Other,105.9412000814051,A,E,-62.22437303800844,94.77532935340423,C,-93.27067726904107,B,A,87.78557389572711,A,D,C,-136.75490372659948,A,0
28,Other,117.59332698986044,B,A,189.97645804916422,5.0828362452302995,D,74.66552544276963,C,D,-32.295866926989106,C,E,D,-87.9693073448228,C,1
53,White,28.85124390293683,C,D,-130.8915865071137,-95.30697995420263,E,-14.88402326239904,D,B,-104.05953346688446,B,C,E,-64.22029100674102,B,1
69,Black,66.80383275997946,A,E,-22.03758863751303,-0.7095938885110539,C,-170.93668206856455,C,D,-97.18382077171205,A,E,E,82.93355304079117,B,0
26,Hispanic,102.15030476523785,E,B,-30.546570658497174,169.394512170682,D,-149.4682458923631,E,B,73.73562981034235,E,D,B,-79.72832799232789,E,0
46,Hispanic,-31.02970081086981,E,A,89.86900634434214,25.478518725430945,A,37.01048484539813,A,E,-12.183560370126449,D,A,D,-176.84652934907328,B,0
20,Black,131.54532851753453,E,C,-83.43156329759199,18.734675266421554,D,-66.3773119145726,A,D,-56.70649119514531,A,C,E,92.9652083363514,D,1
22,Hispanic,-117.19905095530254,D,B,92.55393095384635,51.687260966212264,E,-183.280036423437,A,B,-114.38707647472226,A,C,B,-21.66231727354794,B,0
31,Asian,-25.12051061898244,E,C,-70.0278554624245,-54.56019820713498,D,138.76572996984873,E,E,-109.40870471387456,E,C,C,15.92555581761478,D,1
54,Hispanic,-235.7478712994935,D,D,-13.750145817170562,71.99622818607249,A,19.774010361801288,B,C,56.878804729038876,A,D,A,0.2867192348935905,B,0
34,White,19.32678146112785,E,B,-56.70947216529301,38.7372609115039,A,70.76832392485895,C,D,-110.6009503455236,D,D,B,73.62169957117163,D,0
