age_range,disabled,nationality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
36-50,Mental,China,E,C,A,8.653789992534886,A,E,-63.69309410037359,-109.96221057863151,-80.17654268274758,B,1
36-50,No,China,A,C,A,-72.06407236660361,B,B,163.90264520409585,-64.54442656747491,-0.8526888730043626,E,0
65+,Physical,Germany,C,D,A,65.30296782071449,B,D,154.58695651542044,119.98602901069802,-106.22543097958943,C,0
18-25,No,Germany,E,E,A,-11.72992025796806,D,E,-44.5091751908876,-217.9448024481311,144.98408146283614,E,1
26-35,Yes,India,D,A,A,-59.58149724807925,D,A,-135.10919905048104,-50.358977344248245,102.00931530180549,D,1
36-50,Both,India,E,E,C,-23.624671769519725,D,A,-139.45117645959326,-71.50150119152127,51.53365150641629,D,1
26-35,Both,Mexico,C,A,B,99.72594174039955,E,E,-17.96191175806059,92.88000152218001,-82.35756283662158,D,1
51-65,Mental,Brazil,A,E,D,67.48309020745423,A,C,-144.42437348566253,136.00704672377185,-63.46179149584123,D,1
26-35,No,US,B,E,B,-76.94415247750057,D,E,10.362485794747581,-136.22689007843547,110.06309723659817,D,1
36-50,Yes,Other,C,E,E,39.75825356957553,A,A,-98.15276999498023,68.08071787277056,-0.08566687845335652,C,0
65+,No,Other,D,C,C,-162.60807808103658,A,C,-62.89497077494099,113.05423149837104,26.475267347307295,B,0
18-25,Both,UK,E,A,D,-119.05947550417734,E,A,-78.1131690401341,82.97441427059434,120.99441881674386,E,0
36-50,Both,US,B,D,C,218.60810358587406,D,A,-125.93677982634223,72.98845696584503,129.22637387940432,C,0
65+,No,Mexico,C,B,C,19.23758416825405,A,A,-5.999280103357162,-90.33242471246025,-110.6923277018711,C,0
36-50,Mental,UK,D,C,E,141.87632481741701,C,A,-226.52317921722593,-137.34008530250244,-24.07128765788567,B,1
18-25,No,Brazil,A,D,C,-186.13272912200424,A,A,233.07002720328228,-89.666150402218,-62.314551399046906,C,0
51-65,Mental,Germany,B,A,C,62.72596238496549,B,B,-116.69890096680318,-81.17137728579394,140.92975919984247,E,1
51-65,Physical,Germany,C,D,E,53.45696828772236,D,E,82.77253082606344,-76.57715646450741,-141.44078481429682,A,1
51-65,No,Brazil,B,E,B,21.02350015915698,B,B,-96.40099172168746,-50.96719172309584,95.27859350559069,B,0
65+,None,Mexico,C,D,D,-145.96867540893638,E,E,-34.04143740573412,66.42222593293681,26.270467909745843,E,1
51-65,Yes,Brazil,B,D,E,-66.90286082598772,C,A,-6.184139187971038,-147.55226009838398,9.154337876867464,B,1
36-50,No,US,E,D,C,164.85318648198316,D,C,-165.75420652777595,115.43411708936205,-27.984930366468358,D,1
26-35,No,Other,C,A,A,-66.93892988933818,A,E,-9.082361451350737,84.94396227991874,100.01182576584704,E,0
18-25,Mental,Germany,C,B,A,56.8550626192866,A,A,77.57391495207773,139.46532410666083,82.31151219085159,C,1
36-50,None,India,C,D,B,14.753632437740736,B,E,81.90448008259564,45.27663257449845,-120.25232912354093,A,0
26-35,Both,China,D,B,D,4.495728386799234,C,E,11.982274975460715,152.29502532125335,-75.20591140471726,B,0
36-50,Both,Brazil,C,A,C,-41.71695620519078,D,A,25.942771643741064,-50.58768190849581,-133.24657885789844,D,1
36-50,Physical,Other,A,E,A,-42.55781392573657,B,D,-26.83913229204481,100.9649512367873,-168.25882153217185,B,0
18-25,Both,Mexico,D,B,A,41.43181010844062,A,D,105.86825739097104,-123.64112980182608,-30.776142277277813,A,0
65+,Both,UK,A,C,A,-78.46553615599734,C,A,-50.888801285091944,-114.8719010191855,79.12760217075987,A,0
26-35,None,UK,A,E,C,78.69203249476571,B,C,-82.12292101359651,-61.166617412642296,24.260648482304866,C,0
65+,Mental,US,D,A,E,-0.42167240706635,B,B,96.95445618198625,64.33275002443538,37.42929294361305,D,0
18-25,Mental,Brazil,C,E,C,-56.89330009328908,B,D,-105.06890465100822,115.8593618611397,4.5715861535436,E,0
51-65,Physical,Other,D,D,A,-42.043006381813534,D,A,-5.672954820155438,-14.970348493876203,-82.30074502449474,D,1
18-25,Mental,Brazil,A,C,E,207.010238369744,B,B,-74.31620175163106,-36.04643815726166,-212.35654476257304,E,0
51-65,No,Other,B,C,D,56.359665621258436,B,D,-256.26160925964155,0.9008999178358423,-46.05035278722961,D,1
18-25,Mental,Mexico,A,A,D,18.192440229758443,B,A,98.30689929826018,46.08425913420591,82.03825528690177,D,1
65+,No,India,C,E,C,-67.91086717983735,A,D,158.97061940574162,8.158834298074462,-40.24150937330473,A,1
26-35,No,Brazil,D,C,A,256.29021457909556,D,D,-30.768434386601527,147.36526477644455,69.86132028514837,E,1
18-25,Both,China,B,C,E,93.65074175046189,A,A,-8.083470497991364,-39.220103341689786,46.38914111993857,D,1
65+,Both,Other,A,C,D,-46.62259201000301,D,D,103.27557307864366,111.04766556127055,90.01056438008006,E,0
36-50,Physical,UK,B,C,A,-6.200469687270477,C,D,-22.32834206425845,-34.3631429390815,37.70226409888022,A,0
18-25,Both,Brazil,B,A,C,-69.4919103953129,C,C,-34.71041136927408,46.86265347661985,-46.68801265617791,E,1
18-25,Mental,Germany,C,D,E,56.38400574164856,B,A,44.44963291832691,128.25083383312608,-82.82718567521162,B,1
36-50,Both,China,E,D,C,30.99105229027063,B,D,-36.91741200516086,65.12617898928335,95.41207350614769,E,1
36-50,Physical,China,D,A,B,-160.31883062309137,C,D,-55.33739869139479,102.49843072800056,-51.899915438191,A,0
36-50,Yes,Mexico,E,C,B,-130.97405466163593,C,C,-31.453599694591304,-95.76670863526394,-52.51729698131551,C,1
26-35,No,India,A,D,C,31.500702323737812,D,C,33.5677928544511,-76.17670395370419,123.63383681625973,C,0
36-50,Mental,Germany,E,C,C,-135.19502089979088,A,D,-46.03563820471962,-33.81845816723588,106.23540625085855,A,1
26-35,Mental,UK,E,E,D,95.67243890396003,D,E,-130.9502240751491,-37.19197819630426,-34.96585898969528,C,0
65+,None,UK,E,C,A,13.027726020149913,C,A,-40.11494999776663,-54.823239106262115,-61.44810568563204,B,1
65+,Physical,Mexico,C,C,E,13.599603573231867,C,D,-35.368248194151136,-37.81924358075545,269.3349776189618,E,1
18-25,Yes,Germany,E,A,B,1.33508113255754,B,A,-30.97633947125034,-2.0847774632530776,-197.09400501933155,C,1
65+,Physical,China,C,B,D,142.02021956385076,E,D,0.9314646463614913,-222.58198372505356,-154.6540891355492,C,1
26-35,None,Germany,D,E,E,148.93286067473062,B,C,104.73363156298656,8.799494925238674,254.0409572926431,E,1
18-25,Physical,Other,E,C,B,-71.15485600915852,C,E,-0.04065072781203124,12.009158580860374,158.17325411293493,B,1
65+,No,Brazil,B,D,A,-38.042939851545434,C,D,25.331556605228446,154.29320077949512,57.6484001569732,C,1
26-35,Both,Germany,D,D,E,-66.21865811266599,A,C,4.129624747443441,-80.73309622861873,47.22439159092739,B,0
36-50,Both,US,B,D,A,-91.99573375557728,A,C,-73.17370670591522,-144.370533310721,103.23615038619273,B,0
65+,No,UK,E,B,B,8.598748513402239,A,E,-202.22574332038312,7.070939713622945,-167.8703510282167,A,0
26-35,No,China,E,B,A,-52.7120137252987,B,D,64.91055291913324,101.75919045964994,67.4667010348986,C,0
26-35,No,UK,A,E,B,-12.266513847838471,D,D,-63.29962616558076,209.30722293832335,50.6843922456939,B,0
18-25,Physical,Germany,A,A,A,-105.30783755055269,E,C,71.5716427541704,87.05794325069203,-35.214752315070605,D,0
26-35,Yes,US,E,A,A,30.961032984019198,C,A,-102.65039339684216,-21.528100537626337,121.94636692575284,B,1
36-50,Physical,Brazil,C,C,A,-29.561962228088383,C,C,-66.1648880657729,-20.846532165336985,-179.72123722969928,D,0
51-65,Both,Other,A,E,B,16.427577876260408,E,B,-58.693184290365366,-261.2845906436719,67.17735183961597,B,0
65+,Yes,US,E,D,B,-28.17985563305226,B,D,-95.54206022973264,68.53824843382786,57.05543337606165,D,0
65+,Physical,US,B,C,D,73.24001267068667,B,B,14.830137546709926,-56.18386478303239,-85.14544584238317,D,0
65+,Physical,UK,C,B,C,33.26495170979671,D,E,-66.953299554851,-31.210355283911216,1.7534961749667854,B,0
18-25,No,UK,E,A,A,106.12769264062871,E,B,-74.1782148342514,-75.40386031480953,193.7468525494601,C,1
36-50,Both,Brazil,D,E,A,100.7150110164554,E,C,-54.06186300459211,-83.91063086887061,36.32012089415749,C,1
36-50,Yes,Mexico,A,A,B,-147.17217703243958,E,D,157.02702311202088,-74.06059482955267,-23.101079977885547,B,1
65+,None,UK,A,E,E,-43.96590132105203,D,C,8.469966587701846,-226.1987659883995,-22.628022812560687,E,1
65+,No,Germany,E,B,B,-69.75746947428802,C,E,-182.19720385822632,96.25293074514674,175.98879008180194,B,0
26-35,No,Other,E,D,E,-98.33390755692628,B,B,-244.48955402373915,-120.01329137203778,41.54473135808347,E,1
18-25,Yes,India,C,B,A,2.021985758683788,C,A,-35.47730808258262,-96.85372567912663,-99.04581149072014,A,1
51-65,No,Germany,C,D,E,64.6212950294181,E,E,-121.75596402509579,-68.04246996319111,139.25798725970614,E,0
65+,Mental,India,B,E,E,56.66474073675736,E,B,17.450594472986793,-5.695050946552659,17.76454978752755,A,1
65+,Mental,India,D,B,C,-108.95260320278301,E,A,-29.848490511136916,-43.48600679634498,-127.88821213314807,E,1
51-65,No,UK,E,C,A,49.60604207726117,E,B,-48.11010796827043,-36.922447341501886,-98.56822179968047,A,1
18-25,Yes,UK,C,B,E,10.886107690101468,A,B,-69.20884221422223,125.72591979074343,5.984347570897473,A,1
26-35,Both,UK,C,D,B,-45.554713075607545,C,E,18.18985571314472,-82.28035195050832,66.15889653220813,B,1
65+,No,Mexico,B,B,C,-57.09640279214035,A,D,-104.86699993932301,50.91843889425004,-67.3567451072925,E,0
36-50,Both,Other,C,D,A,-206.8246301818597,A,A,-45.29012100581724,30.790584221178097,-45.02539918244146,E,0
26-35,No,Brazil,B,D,D,-71.37954436362614,C,B,183.15183731880856,32.26555365135057,-5.5432167001160835,E,0
36-50,Physical,US,A,E,D,0.33550246666151584,B,D,47.54893185677736,-3.600071343351921,-168.73523801641934,C,1
51-65,Both,UK,A,C,A,25.21261519745529,B,A,-55.43030069953474,94.59046644840758,75.3382865190648,C,0
36-50,None,Germany,D,E,B,-92.75232348984662,C,E,91.85327723112813,-76.359857307709,74.36960293348032,C,1
51-65,Mental,China,D,C,C,-62.78589218557984,D,E,-104.31502544059322,-108.68484305776467,-52.16758223854183,D,1
18-25,No,UK,A,C,D,-163.4085202257524,D,A,-25.75992100034698,159.61769832497737,6.627229466236274,C,0
51-65,Yes,US,A,A,A,-5.763069867290769,C,E,2.1642013359749246,-50.717374098428124,119.84861271042307,D,0
18-25,Mental,China,E,A,D,91.81244051935239,D,C,133.3008793841535,-131.58815632691164,176.02693966192587,C,1
26-35,None,Brazil,E,B,E,87.63878715018564,C,E,168.55463446898057,185.1183185725563,90.93988055330514,E,0
65+,None,Other,B,C,B,4.280594037113951,B,B,46.033423557707344,-82.52854660108379,-115.47174004450788,D,0
18-25,None,US,D,E,E,-57.45481147323282,B,B,91.99455749570488,-109.55837439642376,177.51165369546533,E,1
26-35,Both,UK,C,A,E,-99.46411317170775,D,E,-11.32073367647435,-26.575611609086835,-11.491694540662873,C,1
26-35,None,US,B,B,A,-53.16244851995419,D,C,-85.99807675441461,15.56249696089137,-107.97190819515612,E,1
18-25,Mental,Germany,D,B,D,-60.45637482356172,B,D,26.38260049589269,24.534863281450512,-143.37692248321417,B,1
36-50,Physical,Germany,A,A,A,46.39128308732999,E,D,45.3998641014582,160.4051748696941,54.764336805191235,B,0
36-50,Yes,Mexico,C,A,D,-53.41566956362742,A,A,109.14125106527621,-217.80982377498592,-22.149065992876434,C,1
26-35,None,Germany,C,B,E,8.677915719293496,D,A,-145.81501782641507,-47.94385718083367,-94.46169223723334,A,0
26-35,Physical,India,A,E,E,75.62300399594761,A,D,20.00366377169116,15.984344810286592,3.3003423148471143,C,0
51-65,Both,Mexico,E,A,B,-29.286817547608578,C,D,12.12598073946655,-194.68076618040044,-32.461509785378425,E,0
18-25,Yes,India,C,B,A,115.5732838112371,B,C,52.839604632634064,68.03492426623995,-27.904743642605332,E,0
18-25,Physical,India,C,D,A,-7.288982341250266,E,C,-117.68664220357634,82.56637631266946,204.45522607113773,E,1
26-35,Mental,Germany,E,E,B,229.09015371331157,B,D,-110.59207569874158,168.14887330220125,24.241625135404483,A,0
26-35,Both,Brazil,D,C,B,22.343564573001277,A,E,-115.26144237494277,-6.063751603816283,153.84353221648516,B,1
65+,Yes,US,C,B,C,-188.96433357879846,C,C,-2.2318723720410065,-56.39209175621927,-19.097438331313317,C,1
26-35,No,Other,E,C,E,-58.85877275861701,B,C,20.965964876221335,-9.945961660897499,28.555733951122185,E,0
65+,Mental,Brazil,A,B,E,-151.94565341074056,B,D,-51.817329851904546,6.062987071820626,117.20384152980621,B,0
51-65,None,India,B,E,B,27.256036725769743,B,E,-98.0660207723618,-74.8281287849309,-36.958185504994304,B,0
51-65,Both,US,C,D,D,-136.51147680897367,B,E,23.676898628280117,121.00756027871088,-124.56809888394665,C,1
26-35,Both,UK,A,C,D,124.60666122497057,E,E,-140.0981624734779,62.3780192561422,-76.03458952894101,D,1
36-50,Mental,UK,D,E,E,71.4077427739841,E,D,-47.049489845190536,-66.51048836692998,-48.30474197142709,B,0
51-65,Both,Brazil,E,A,B,11.345712918864685,C,A,-65.98695010275793,47.52846748337703,-83.85355636128412,C,1
36-50,Physical,China,B,C,D,-82.39092225893346,B,D,-64.42892247280831,97.47381054112904,-7.253034994822027,E,1
26-35,Mental,China,B,A,C,-19.784803184694695,B,D,167.99959229663662,48.83381768166429,-18.159301692141444,A,0
65+,Yes,Other,D,C,B,-65.02293456393706,A,E,-65.43311263704172,121.73320656721198,-76.5881543232988,B,0
65+,No,Germany,B,A,C,-17.673752693922054,B,D,129.55883735467185,-104.97750040749348,-92.12510363069876,D,0
65+,None,US,E,C,E,-27.856267174787813,A,A,4.479244750007458,-49.4551252233772,52.91515675635258,E,1
51-65,Yes,Mexico,E,E,E,-131.9119892666312,D,C,-29.4344600398594,-170.11690774374136,-34.24428672923055,D,0
18-25,Physical,India,A,E,A,-12.537623086307834,B,B,-68.46714731524173,-37.314228128473914,111.48746225978232,A,1
26-35,Physical,UK,D,E,A,-231.0248722707558,C,A,-101.08588346269045,-85.8734100676801,71.25025676424032,E,1
51-65,Both,US,A,D,E,-129.31648423783565,A,B,97.37041457372115,-12.501407178667359,235.24696796215702,C,1
51-65,Physical,Mexico,E,B,E,-31.073207158468435,C,A,-90.74975796136613,25.073817478977144,-10.531147997392848,D,0
65+,Mental,China,D,E,D,-36.379198241148124,B,A,194.00747928043978,118.10279845119622,98.35686141291824,A,1
51-65,No,China,E,B,A,-30.419566198459997,B,B,-58.150288106263616,-109.3283932388845,-85.64208983382194,A,0
51-65,No,India,E,E,D,-0.5690045928413846,B,A,136.95194196948938,-102.72218387852887,-34.2309972524611,B,1
18-25,No,India,B,D,E,132.88937498733674,C,B,-53.26007803870024,102.61811086819404,-60.2518640717566,A,1
36-50,Mental,Other,D,A,D,85.73254320005121,E,C,33.7122722241023,-33.45589107256439,72.89360480367971,A,1
65+,Mental,Brazil,E,E,E,-81.34267947372238,A,E,-23.529068218017404,-197.82080646784965,38.199762893268186,C,0
26-35,No,Brazil,D,E,C,-127.0073549136905,E,C,244.47776491433223,70.90646228699808,100.78920834335956,B,0
51-65,None,US,C,A,C,-112.18888767418026,B,B,-25.44976053862293,-4.43469897470957,-113.90199141748465,C,0
65+,Yes,US,B,D,D,-55.552047345136046,C,A,-98.96886825359084,-200.1545492405227,153.05677889254903,A,1
18-25,Physical,Germany,E,D,C,-176.36494209084813,C,C,-56.55191703523871,129.5600390098268,276.42301494454006,A,1
36-50,Yes,China,C,E,D,-65.74533800424364,D,A,140.63701846980408,-37.30011086954027,147.56661440168278,C,0
18-25,Yes,US,B,D,B,-69.38179582209763,B,B,61.20543597298329,-14.098536200770232,-125.00443933384624,D,0
26-35,None,India,B,B,B,-37.121072667644945,E,D,-34.884732275111254,77.25643345928688,-38.95925637960318,A,0
36-50,Mental,Germany,E,D,C,-4.07077006182257,D,B,-78.82874650875492,46.9996809826826,-58.6206336708363,A,0
51-65,Both,Germany,C,B,E,83.33062331046364,C,A,-123.73360164316406,-127.41783889576229,263.2009269608674,C,1
18-25,Mental,US,D,B,B,184.11204873294807,C,C,13.244762552415207,-38.76815513483783,28.276249166583938,A,0
26-35,None,Germany,D,C,C,58.42985130528431,B,C,-110.38283335455208,-222.0634133202537,94.92365445919975,B,1
65+,Yes,UK,C,D,A,-172.72810360116472,E,D,114.21191012235208,-62.143199630246585,-20.31853467239986,D,0
65+,Physical,China,E,C,A,47.95598552805348,B,C,10.158123055854382,148.54838904956523,-200.2988281872764,A,1
65+,Mental,India,E,A,E,22.703339175864635,D,C,-86.33104612061967,58.89357866214604,-68.099665154347,B,0
18-25,Both,Brazil,A,B,D,149.89248716519324,E,C,100.58266931188294,-70.33199598160527,24.302975610501456,C,1
18-25,No,Mexico,A,D,A,-52.833990068084866,E,E,100.46969915520107,40.4959530224137,-123.27258176855216,A,1
36-50,Mental,Brazil,D,D,C,-55.66345619419637,A,C,-200.24674812458483,-7.094157631108581,-65.4280086866317,A,1
36-50,No,Brazil,C,A,B,-82.02656960465907,B,C,38.375939589306945,-68.88043258560845,43.79224232058944,D,1
18-25,Yes,US,A,C,E,-191.51905230923646,C,E,25.71425397142307,12.13869563791793,90.30928734848109,C,0
51-65,Yes,Mexico,A,B,A,-60.73286640342553,C,E,45.608847625230595,-47.03759076098255,-72.1249090167239,A,1
18-25,Mental,Mexico,B,A,B,98.95194607166862,A,D,-61.66233404429492,-94.24127871011854,-170.53993780708043,D,0
65+,Yes,India,A,C,B,123.56988134342375,A,C,-31.919667773447674,-99.75630075763038,12.18390886411728,E,1
36-50,None,Germany,A,B,B,93.54782187265998,E,C,-88.49355005969899,53.200345170729754,119.37706833176802,C,0
51-65,Yes,China,C,A,A,78.08964881395643,A,A,-184.24437281176017,-70.48316992623288,-115.64759152675042,E,1
51-65,No,UK,E,A,A,35.11114258294464,B,C,68.22704886582378,-105.06635387818139,191.54771603898527,D,1
51-65,None,UK,D,D,D,5.4427923807320235,E,D,-187.69802538107368,-33.03825900925042,12.593968817662802,B,1
51-65,Yes,India,A,B,B,159.36327715834372,A,E,5.092649873419499,-171.36057665239073,-33.042716518876716,B,0
36-50,None,China,D,A,C,-2.0875430024568793,C,A,7.647194560789485,-128.5832303682849,74.4486427757473,D,0
51-65,Physical,Other,C,D,C,1.9375586770158215,B,D,-0.5503042365914255,-56.80878164708728,-22.507693684049315,A,0
18-25,No,Germany,A,B,B,-28.55286328978473,E,A,91.26148425976902,-83.56770269233624,-95.26322500778977,B,0
65+,Yes,Brazil,C,A,D,194.98176994145834,D,A,-100.76172263850316,93.66997461816369,-105.70465499987351,C,0
18-25,None,Mexico,E,C,B,54.39944946689697,A,C,-48.86806132137037,60.29515332753419,36.69883842087555,B,1
18-25,Mental,Brazil,C,D,B,55.24211501783841,B,E,-5.9494644512059995,193.75767723431034,-26.54844927957139,B,0
51-65,None,US,D,D,D,-119.29142738806777,D,A,109.2129672082283,45.750186277717475,20.818932567198566,E,0
18-25,Yes,India,A,C,A,-22.010480143366074,D,C,-10.827442966637465,76.6779688715829,-160.7523801464233,D,1
51-65,Yes,China,E,C,D,-243.68193017969256,A,E,231.63677362820624,-5.172275953062363,-99.01080668563489,A,1
36-50,Mental,US,C,B,C,12.606800385127276,D,C,-133.68340256324106,25.85005850513578,11.317448469947147,A,1
18-25,Mental,Mexico,C,C,B,143.2072002553896,B,A,-59.273366751829606,-98.0587557707174,35.19866267710014,C,1
36-50,Yes,Other,A,E,D,-125.43081652909729,D,D,47.40048823587009,20.114580737304212,-1.20791247311685,D,1
26-35,Mental,Brazil,C,D,B,-203.1471156823129,C,B,75.08098380289297,-16.62526488903912,-93.77598643748223,E,0
26-35,No,Mexico,A,A,A,40.60265627975057,B,A,-54.1271606986921,121.07757067433846,-75.06978185988001,B,1
18-25,Both,Other,C,B,E,1.4983427653337111,B,B,108.85903027393178,-22.48857247785225,-111.89470382621367,A,1
65+,None,Mexico,E,D,B,114.57715648317415,E,D,131.37051816652246,-67.23411327515424,-94.63767700749247,B,0
51-65,No,Brazil,B,B,D,-62.27087030969373,B,A,-131.28735229502703,182.11621287093652,62.96286362109743,C,1
26-35,Both,US,C,E,D,-216.1379339116919,E,A,133.16008518182275,-13.923523046103842,33.86493143828515,B,0
18-25,Yes,Brazil,E,D,C,-38.354779534208866,A,C,50.61022743559678,-5.969147445929079,4.487985243292865,D,1
18-25,Yes,UK,B,D,B,-61.91739801912526,B,C,97.76374139921663,-39.74327308434586,-19.85493106590283,A,0
65+,Mental,US,C,D,B,89.43383115184338,D,A,83.6511955414902,139.88045900156376,131.59526028918893,A,0
18-25,Physical,Other,A,E,D,-206.348963927729,D,D,-25.282114206322042,-47.81377120674318,19.44675237202731,A,0
36-50,Physical,Mexico,E,D,E,-61.68218637192338,A,E,-35.692417599287786,-102.32938806488798,-105.23374897731948,B,0
26-35,No,Mexico,C,C,B,38.64394404584129,D,C,1.3317139423217084,-33.943036371755994,-90.82539080316299,C,0
65+,Yes,Mexico,E,B,E,65.63647981859002,D,D,16.939500604397185,-149.21709466145614,21.463792767940706,A,0
51-65,No,China,A,C,A,64.12678338681819,B,E,7.679864393181729,23.896559389056904,80.98989800994259,D,1
26-35,None,Germany,C,E,A,132.05099730803508,C,B,201.08014187904928,-71.8391995958215,9.37433225987793,C,0
26-35,None,US,A,D,A,-112.85089470841365,D,E,-64.07246436781357,4.378775274402245,75.51838844546795,B,1
26-35,Yes,US,A,A,B,80.37207980269837,D,B,-83.03631678048494,-139.56532489483408,2.46776035385126,C,1
18-25,Yes,Other,D,E,E,-39.89794144256156,D,C,90.36374056018272,-128.53931497725162,-47.029873909968494,C,0
65+,No,Brazil,E,A,C,19.132135033874,A,B,-217.27993365820146,97.30042127776555,178.36780600392902,D,1
18-25,Physical,Other,B,D,C,-110.13661036864858,C,E,33.45525444874961,100.48628432214859,-76.99837695528018,A,0
36-50,Both,India,B,D,E,187.2711481651346,C,B,-65.50315671494951,82.879720001891,-101.06596284142894,A,1
65+,Physical,China,D,D,C,-34.00357717011564,D,A,53.57248205833481,-66.06315099377069,-216.80522286243053,A,1
36-50,None,Germany,E,C,D,90.17819802979015,B,A,-11.396527961250246,-4.237405700641146,-93.92603915073437,B,0
36-50,Both,Other,A,E,C,31.768989335146657,A,A,89.91766576405217,52.59974164469359,-128.90001985642044,C,1
26-35,Physical,Germany,B,C,D,-16.416468016019856,D,D,-194.77759577899724,64.31059675818265,-111.35795868254435,B,1
18-25,None,Brazil,C,D,C,6.060414376373244,D,A,13.335325733582204,61.41093973689994,65.69983364991361,D,0
18-25,No,Brazil,B,B,C,-28.738458312228648,E,E,107.28873062497479,-35.20654158297105,-114.63350781552901,C,0
26-35,Mental,Germany,B,A,E,-51.58223656177891,E,D,12.815276439756577,-88.6101488327951,94.50780903518468,B,1
26-35,Yes,India,E,E,B,-100.91190404477024,B,B,-175.5208527103755,76.57582542975338,18.53214939838883,C,1
51-65,No,China,A,B,D,-12.014071608732051,E,B,-8.61516535919785,172.61508176097033,-17.839248668574893,E,1
26-35,Both,UK,D,A,C,-39.837994241023935,C,B,83.33982156386737,-21.862339461744444,-27.323621351688637,B,0
18-25,No,US,A,E,B,54.922135666565374,B,E,142.24663004028108,-4.474654118827921,87.71955755258513,B,1
51-65,None,China,B,D,B,101.1791769367357,B,D,35.56042021530267,-236.12935786361112,-113.27351114360641,E,0
18-25,No,Brazil,A,C,E,-242.34701058691778,D,C,66.35495979319691,-26.819514252864284,-16.14753896319386,E,0
26-35,Yes,US,C,C,A,-64.3615534912209,C,D,36.439542718504015,145.5772065870342,133.99093200881055,A,1
18-25,Both,Other,E,C,A,-97.1740278622956,A,D,-210.725456503771,35.36615208314423,-18.5773292321632,B,1
36-50,Both,India,A,B,E,112.69431261456401,D,A,25.532530419924843,34.0872044058553,108.76809509872093,B,0
65+,No,Mexico,D,C,E,-116.15763625680955,A,C,-118.15765059884818,137.8623542002023,-171.09280770648644,D,1
18-25,Mental,Mexico,B,A,E,51.98125475724791,E,A,-94.8065352378857,2.7767446053670755,-138.02958137357808,A,1
51-65,Mental,Other,C,D,D,252.9735428874973,C,E,18.3708557844771,-227.485763467564,44.298018253267344,D,1
65+,Physical,Other,B,D,A,-98.09802098989492,E,C,87.47732037593036,-25.746661281218213,5.138521749888103,C,0
26-35,Mental,Other,E,C,E,30.804781966445454,A,C,-152.7866136009787,174.7285871479664,-99.19770650924434,B,0
51-65,Yes,Germany,A,E,A,64.76568664838116,D,D,1.8090384388934275,52.39729057721476,9.239813305911127,C,1
26-35,No,China,E,C,C,-137.69643370434136,E,B,-65.98445926907954,59.27970244712267,163.2534368676378,A,0
51-65,No,India,D,C,D,139.65570199455922,A,A,-36.15273219696184,10.013490759412011,-57.09855900479498,C,1
26-35,Both,Brazil,B,B,B,-110.38871144403815,E,E,-37.084475381010975,-81.7836678269229,175.11472825438722,C,0
18-25,Physical,US,A,D,D,17.031599078345668,E,E,-48.32230693196777,30.219087861296824,-56.830985650494746,E,1
26-35,Mental,China,A,A,B,57.18038727601055,E,C,93.42238234421389,-44.05491428144917,204.34503656216444,C,0
36-50,Yes,UK,D,B,E,-89.77722874756658,B,E,4.7075725460564986,-88.1399445177469,-41.689596135309195,D,0
18-25,Both,UK,E,A,A,56.3588192743787,C,A,-142.07139529098114,115.95379210640719,-149.56385256500323,D,1
36-50,Mental,Brazil,B,C,D,87.61680272650726,A,B,-46.42302289873603,-71.58088913408572,37.7526345426166,E,0
36-50,Both,Brazil,E,A,A,45.36820912032621,C,B,202.274217434967,-11.540428672780916,192.51044611749734,D,1
26-35,None,Other,D,A,E,42.76312972006969,D,C,-151.68680421071355,-181.89951169285814,8.305455580722553,D,1
36-50,No,India,D,C,C,-48.55020882103457,B,B,-41.11826420739119,59.995143937955454,44.25150939136787,A,0
26-35,Physical,UK,E,D,B,-43.74864416517744,B,C,-137.11546803058775,211.16412408068985,-183.7024591267072,D,0
51-65,Both,Mexico,E,C,E,-4.863808162296655,A,C,10.933267529908925,-21.24724504181374,-34.00122779575844,B,0
51-65,Both,Other,C,C,E,27.585472184508316,D,E,-163.19898943049554,-113.5053021180038,-8.19505658381725,B,0
18-25,Yes,Other,B,D,A,-223.66023164716847,D,E,153.52879734347275,-33.52916651602341,117.5070762148086,A,0
36-50,Physical,Germany,D,B,C,67.38846811267938,C,B,152.88447321998996,10.992962228077378,2.91322776841712,B,1
26-35,Both,UK,C,A,E,118.08155429459248,C,D,46.84270356435826,46.11740619765968,-104.35099652745656,B,0
26-35,Physical,China,C,D,A,-61.570565225101994,D,D,159.17555322446165,-36.99923864978727,39.85218239190914,B,1
36-50,Both,China,D,D,E,-28.802117579602477,B,B,31.208182569758513,24.38791367825,117.43225594980409,A,1
26-35,None,Mexico,B,E,A,-53.689633302515716,A,B,37.20183353511343,-19.50740208475576,-76.86363369068134,D,1
51-65,Yes,China,D,C,E,127.40985552481516,C,C,149.7165064651658,-28.914859958007817,46.455407729412585,B,1
18-25,Yes,US,A,A,D,-24.0890918430775,E,D,-64.94066984087787,185.58117613102218,146.65395680801947,B,1
51-65,Physical,Brazil,A,D,C,129.46232608630805,D,A,25.901049702531882,163.7368632630736,-157.35705341487844,D,0
36-50,Mental,Brazil,B,E,D,235.41201024601105,A,A,-86.84619014394707,0.15301824421274046,-142.8294600163402,B,1
18-25,Both,Mexico,D,B,D,-93.06888720356022,B,C,120.99897908558349,126.86930686858022,-9.845302807850844,E,1
