military,feature_0,feature_1,feature_2,feature_3,feature_4,target
Veteran,B,-97.32059846318643,B,77.51173592349647,-78.33945150577397,0
Yes,C,34.299147811420426,B,138.85736637999625,-58.02096654778046,1
Non-Veteran,D,128.18278675975165,C,162.4901754053011,-9.906164797721706,0
Yes,C,2.557944466682239,D,3.500567389082022,-19.177089424194996,0
Yes,D,84.50558029129263,B,-103.60554020552011,-7.226991920065047,0
Non-Veteran,A,-147.83318898878042,D,-170.88016463437162,-83.37573616674604,1
Veteran,A,70.40461486322434,B,50.465294041478906,-1.6637065402936455,0
Veteran,D,22.39221424506211,E,70.18275519024094,-180.92468855454473,1
Veteran,E,130.000962010749,A,-34.06246568428775,-174.34353800567922,1
Veteran,E,-155.62107821127643,E,-169.00053298764345,-2.186380550236496,1
Yes,D,-70.78836329975992,E,360.26744938683066,35.931512916160244,0
Veteran,B,85.05250724288796,D,99.50982210006664,-80.74246454876624,1
Yes,C,-8.172862869423435,D,-115.89964728723177,-22.831095582405567,1
No,C,-20.699524355141296,D,37.01724199884149,-13.228615337734848,1
Veteran,E,51.23957971478923,A,33.24262193391526,199.01176271129404,1
Veteran,E,-43.888568015461885,B,-68.6172917480597,-242.6427152486864,1
Yes,A,133.81494908789037,B,152.6863885797519,-108.21376629677168,1
Veteran,C,246.15653014681862,D,-98.15233183382567,47.40880745593766,0
Yes,B,115.43084894696341,B,-8.324257481929171,69.70809763393308,0
Veteran,A,-172.42289078951066,C,-58.61371261053734,-96.07636545537636,0
Yes,E,-76.5362875189976,B,-3.2914370065039846,-18.25289506370874,1
Yes,B,-22.890535843905383,A,68.42779831479045,-156.86512517783584,0
No,E,-41.01259158682857,B,-81.70832592968044,40.26953407993335,0
Yes,D,40.59709543998986,C,-9.483951752061289,-106.36963530030347,1
Veteran,A,-18.02532016160441,C,5.101267150479503,14.17776012849337,1
Veteran,B,-219.72127601885884,A,-173.3005292062264,36.89156472800154,1
Non-Veteran,D,36.15640766260345,C,83.62993746278816,-138.85745975741176,0
No,C,-180.469386668693,E,38.67487828082236,83.47223664761174,0
Veteran,D,-87.79733924983876,D,-39.88616578340633,-20.427208344290033,1
Veteran,A,-6.910154725326234,A,115.02376636988055,8.144813654448349,0
Non-Veteran,C,23.364399492157226,D,114.48783316481419,-71.95147064306484,1
No,D,-60.84816834671665,A,95.82891908441731,-28.017140974079762,1
Yes,D,65.72838356099034,C,-146.63198453056188,125.51910102608113,1
Yes,E,140.65092818980582,B,-256.8983380836784,39.17594368954836,1
No,A,145.17192493660866,D,63.43454294956356,28.340772049308598,0
Veteran,A,-96.10476628985931,A,14.667251623560013,-34.28907687202584,0
No,A,-109.21882626437989,D,35.00712337678609,5.73265311274478,1
Yes,C,43.86521761809617,A,-94.6553630197658,-148.13599300659303,1
Non-Veteran,D,71.83726243272433,D,28.822962721044,16.700008651512345,0
Non-Veteran,E,52.052403826886874,A,-97.3171485661586,-120.84041113869736,1
Yes,D,-78.2694070373291,C,40.59273766076877,-22.912512770286103,1
Yes,D,-76.54638624713775,E,111.28605776780189,161.9972601003702,1
No,A,53.08523060816249,C,128.85081164349015,-56.31824159613459,1
Non-Veteran,A,-45.890980901541525,A,-112.61767362786075,10.795295357109236,0
Yes,C,88.06102720542984,D,51.291752567985796,93.84966061157797,0
Veteran,E,-94.90462425175575,A,77.6573307302244,-4.978606764509339,0
Veteran,C,-151.50809913682258,C,42.850961146455404,39.97458668040425,0
Veteran,A,27.400445973628713,E,-28.471463818792813,-6.849400645284216,1
Non-Veteran,D,-6.401533831749763,A,20.688440382517545,85.49517316329026,1
Yes,A,160.10597088572334,E,-130.70855574593077,6.590888637967914,1
Non-Veteran,B,-105.99620612216259,E,-71.41848209958421,52.010593044297025,0
Non-Veteran,A,171.81003313729806,D,22.619742445168615,94.56185406460705,0
Non-Veteran,B,-151.54758457114994,C,195.40316489135105,126.1870787031152,0
No,E,116.38008590295345,E,-95.60866928059725,21.86647150011822,1
Veteran,A,-30.826733221625517,E,286.8342080761838,-20.712811493764242,1
Yes,D,191.8330045513052,E,-83.20166108977405,-91.64260014328623,1
Veteran,E,-75.61842374921926,E,-67.55035775432046,-78.16512883810826,0
Yes,C,-71.48542405436626,D,-55.48883660365905,126.99873243520143,1
No,D,-72.08750318450987,D,153.8389522047671,-150.3876924667703,0
No,D,123.76317579275916,D,-22.42412862452776,-61.03347349425149,0
Yes,D,-116.01410428150822,D,5.7582578388099215,-39.678136671192846,1
Veteran,D,-152.70217422580146,C,-10.73102461680512,-74.82028790337597,1
Veteran,D,-24.83682455970261,E,71.13727394036081,-42.53483325164664,0
No,E,143.0323041645681,A,-34.66361993159073,40.588756501090344,1
No,B,108.10954124867374,B,40.17304737144936,-54.34449077781176,0
Yes,C,148.93964666817803,E,-16.50191654078165,-118.61779861240895,0
No,B,26.59177298262106,C,-2.489925083885578,-66.46108786580959,0
Yes,B,24.217586498264122,A,-141.05538299329618,-31.71738634596693,1
Yes,B,-49.715527885011504,B,-103.6561341335376,57.76974149553459,1
Non-Veteran,B,70.35022215967463,C,-32.737239442708855,143.0753804878391,1
Veteran,A,208.0330984712056,A,-54.750969633029236,-6.198261924676911,0
Veteran,B,106.55267328023352,B,128.6290299058292,78.80776117374666,0
No,D,-113.2831218060645,C,-220.9332616568096,-195.1203239895617,0
Veteran,E,36.22008875517895,B,-87.02664583742663,100.88465799046664,1
Veteran,D,216.77468864562252,C,-39.117771116513076,-44.16541097171052,0
Veteran,C,62.2417642417544,A,-64.09448891249794,-133.83465418578965,1
Non-Veteran,E,-11.467497254067538,D,60.207590590108275,124.43385386318188,1
Non-Veteran,B,96.15540480404687,E,-51.9216900166787,-82.5008343690438,0
Non-Veteran,C,-159.25345108895124,B,-70.74628244581322,20.556130065176497,1
No,B,-282.8888391248994,D,-185.68334817795872,-41.07765604336887,0
Veteran,E,125.21501417141663,C,-26.0898820889046,-20.21034105885024,0
Veteran,C,19.37212924804449,E,-66.26871386739668,60.60624384901858,0
Veteran,A,42.736176596503945,C,60.74391936013937,-69.12511315435826,1
Yes,D,-152.38347260716802,A,-164.6763760882967,80.95827797458483,0
Veteran,B,-31.619141249412824,C,120.89131327433142,-62.23980379094913,1
Non-Veteran,E,-14.262957664677664,C,-176.11127973793012,-37.705458532185375,1
Veteran,C,30.260769135653188,B,-15.051032631668138,16.111395431785468,0
No,D,69.65998591282366,A,-180.37701607676541,38.789452063077306,0
Yes,A,49.15045119547161,B,66.79079596491995,120.70331652319155,0
Non-Veteran,A,-60.563191359597525,D,-45.77346743591074,-303.97974956498626,0
Non-Veteran,B,96.75540314309524,B,199.17308455393234,-48.069572173876175,1
Non-Veteran,D,-18.242338300760945,C,-35.308565631133305,-102.45154637412035,0
Non-Veteran,E,-34.908651310998685,D,13.168839042196195,-51.3090723452107,1
No,B,-66.32438635031578,E,212.16882515099095,-4.326415691704691,0
Veteran,C,-118.56654116471144,D,-160.91919939204658,-237.0112265877808,0
Veteran,C,-16.584980567855315,E,59.85279323225681,-76.86144220623737,1
Yes,E,-60.308577622194434,E,120.61115661273702,114.47193641581568,1
No,B,7.630913481833722,E,-217.24140790752426,40.25265068693553,1
Yes,E,84.65249769543416,E,59.08337274904311,-19.15147398560502,1
Yes,D,-115.29655071355222,D,-1.681327436796838,108.04715775168007,1
Yes,D,45.90795721286765,B,-36.006696676192234,201.9038667956099,0
Veteran,C,-109.16076693810781,C,71.98719072185625,32.425408322069515,0
Non-Veteran,A,-86.15464382988645,E,-32.84160859223693,-167.99550847104717,1
Non-Veteran,C,-180.09143806780241,E,-58.52393410372496,-16.977613433160194,0
Non-Veteran,A,-91.54161763009363,B,-62.15096432072508,105.88836579284366,1
Veteran,B,-51.016587441546044,D,-2.8883254407380274,-12.48022745736283,1
No,A,-73.42667054222031,C,27.592255918712283,-177.68611784785534,0
Yes,D,61.57123567533611,C,-41.62012861290874,13.30767010557221,1
No,B,33.683581265180614,C,73.0166385152797,-30.309178634055062,1
Yes,A,-114.18654257834022,E,-80.34266279541117,1.277295020217303,1
Yes,C,-172.90554594362234,E,-15.335455400685696,75.02231884341155,0
No,B,-86.90012764754663,C,79.43235856357104,62.416775857369444,0
No,C,-129.89443198517444,A,52.23343849942378,-30.450962774279226,0
Yes,D,-163.08140936500766,B,-123.44690855138505,-55.68415984537405,0
Yes,B,81.31809105334489,C,1.2308427451508248,-66.53382031644907,0
No,B,83.92975713973354,C,41.84985921142155,-26.321703912859356,0
Yes,C,-8.826834102902756,D,89.17305788707634,29.40207679766203,0
Veteran,B,117.8605221253745,C,-162.11672579009183,42.625911787186496,1
Veteran,E,116.14969249243057,D,9.342012457224923,94.84308193800766,1
Non-Veteran,A,-120.65420909790899,E,-135.88794530127518,142.78454717939664,0
Veteran,C,73.08660901313822,C,70.81073153484789,44.079385913560444,1
Yes,B,54.85465611383202,A,0.779537218198164,-68.37544707348204,0
Veteran,A,-69.1541052532742,B,-52.146840327096285,-43.87629636377022,0
Veteran,B,-69.66343275475064,A,87.58441291921376,-22.653087390681133,0
No,C,62.19419295311197,B,26.940722492254647,74.90366495626566,0
Yes,A,-63.78332954146373,B,-62.34052145275633,-16.006777532099097,0
No,B,94.2918967258661,B,-90.86597548519451,-24.465245102884296,1
Non-Veteran,E,-58.1796155303549,A,136.7825225876022,18.231381746700592,0
Yes,D,43.8347359517966,B,108.48223356403983,-0.5899737785962599,1
Yes,A,-211.90967753148487,E,202.9858064705977,71.83334109012236,1
Veteran,C,-24.246745681234707,E,-46.29345919599011,85.8940243719046,0
Veteran,C,68.89974823814842,C,-168.92789028806226,34.72936931889029,0
Veteran,D,125.31957732096811,B,9.548712221665095,-131.5574947916164,1
No,A,9.517807184633181,E,-74.3224179440332,-209.64793819509478,0
Non-Veteran,C,-29.452006237214057,D,-14.005136176555352,-213.9575305521038,1
No,C,-20.483697642839683,E,20.09644620873008,120.45190013066238,1
Non-Veteran,E,-7.483712993194726,C,198.29770009759667,-55.540940468661546,1
Yes,B,97.48907283228569,B,57.61256635133597,-139.5220904834897,1
No,D,128.53259670978048,B,-9.870787183905756,-31.720788120226917,0
Non-Veteran,A,-131.32238963180288,D,228.48267272598721,-13.54256620063291,0
Non-Veteran,A,131.599956615659,A,26.48843898061767,-68.6548067084175,0
No,E,36.78269889330868,B,52.92465141451685,13.985635990493723,0
No,A,67.20469039739268,A,-17.528178888066602,-123.13629101485128,1
Yes,E,96.46154172894956,A,97.83939546237929,24.262393588022118,1
Yes,C,-137.29254582836487,B,-72.73935927569872,-93.52810173540456,1
Non-Veteran,A,89.70295965511419,B,-61.47614308841949,-5.985408361989397,1
Non-Veteran,D,-149.09765127393143,E,158.825180812961,10.291294029938287,1
Veteran,A,-37.32635046814788,A,-212.06460272799225,30.594793953551914,1
No,D,-9.835670014964647,C,-53.51780199620928,5.9740420078634955,1
Veteran,A,15.716472874308113,E,-111.0766547889777,36.40858301028687,0
Yes,D,-45.399992456314195,C,68.89945068817336,107.80992886895307,0
Non-Veteran,B,-49.106330246815475,D,-35.405485300789444,63.22854386984429,0
Veteran,A,-51.599902495069095,E,-117.20068913853963,33.51195212604966,1
Non-Veteran,D,58.34266845832351,C,-216.68677851655792,-121.3587143371436,0
Non-Veteran,E,25.2773840543894,A,166.98317033939907,0.7128825353928104,0
No,D,-139.1928258420436,D,-105.96491105095825,160.97095384453104,1
Veteran,D,30.523749019003755,D,-15.097965590737372,-10.08040461986146,1
Veteran,D,-42.73255507613297,D,140.81737434334661,-184.57275675081956,0
No,A,-32.13933376366923,B,94.69259728293996,90.01416535681722,1
Veteran,C,-42.28633324585746,E,1.8539222412604226,66.01419340837559,1
Non-Veteran,B,-43.13606197807026,D,220.45788599760394,12.982772613537778,1
Non-Veteran,C,-105.51841791986418,E,-192.4426972886722,-166.62738546102756,1
No,A,-78.19145500555315,A,153.55928177778966,14.822495727285617,0
Veteran,C,-5.363614508827696,C,-16.601852247731017,166.43001650234805,1
Non-Veteran,C,97.11075106146959,A,-0.36643876467173153,-11.193901973788563,0
Veteran,D,-27.702211674174514,B,-96.76794464186727,-62.26790022898436,1
Veteran,B,35.147326401372204,B,51.544540316574526,-22.380799748120182,0
Non-Veteran,B,-37.39845791106035,B,-156.527769885081,-45.01634668811732,1
Yes,E,138.90340367084738,A,192.39419133378615,31.72294798960124,0
Veteran,E,-88.29055244731849,B,-41.97121819351713,-164.4744474490391,0
Yes,B,4.892974602669655,E,-106.81634809186586,226.89027226565423,1
No,C,-60.316184659787254,A,-32.9044824537726,35.33489414611978,1
No,B,23.079336278156305,E,-88.70527976669258,-153.5021230919122,1
No,D,-61.274187178813655,A,126.25621556384397,108.41983297846598,1
Non-Veteran,E,184.13273438702643,C,-102.35270874930751,35.60050109335071,0
Yes,D,-62.12662809772392,A,37.486682233550354,-8.738413594476862,1
Veteran,D,15.177086609521725,D,-126.33913229102703,-36.56802179213207,0
Yes,E,-73.94953251959923,A,72.94401023300074,31.957421998942294,1
Non-Veteran,E,94.2864818163618,B,-79.95508943285333,-10.99173269722179,1
Veteran,B,-91.65766103055503,C,-110.14083331930907,-63.565911174268884,0
Veteran,C,23.143276689702173,C,-166.90974028812397,-14.334370453207082,1
No,D,-28.360063187879604,E,-74.93567636878802,-154.4641135654314,0
Yes,E,-97.71493849215088,B,-156.90861245788835,181.84128798304997,1
No,E,266.70885959545194,E,-25.579923057416952,-1.9312410777983717,1
Veteran,C,-152.53056858798868,B,65.8005195262265,57.82826535317761,1
Yes,A,20.59075783497746,C,76.66198207361607,74.86836997500718,1
Non-Veteran,D,94.35565379152668,E,-243.32755546690743,-170.9892525132354,1
Yes,B,0.9446598248905236,A,-94.55374987371327,42.32261107631331,1
No,E,77.22505945769278,D,-44.81536621022004,46.51446003819314,1
Yes,E,-34.24814191100127,E,-74.8632476311216,-154.30374315151002,1
Veteran,A,-53.5439914896898,E,63.223401085721186,-5.297278516226586,0
Veteran,E,32.57133501741451,D,-78.44251422760478,-45.786412100894275,0
Non-Veteran,D,56.4278018477678,D,218.92884885042233,-87.04748211355552,0
Non-Veteran,D,-14.81967667642036,E,1.598348246145137,-67.23841847991665,0
Non-Veteran,E,65.65779155137716,A,21.48240472466145,14.452966255222247,1
Non-Veteran,A,89.60855386432137,C,-51.0127381165985,-185.61710397889058,0
Yes,A,43.99185299980055,D,58.861550260066444,-213.2637428714717,1
Yes,E,77.00194660551092,D,-144.73825503187703,98.81555671030961,1
Yes,E,-158.33857980126177,E,-33.158543583465054,-51.58895043745964,1
No,E,38.49436050762136,E,-4.47436251240037,31.277017082008136,0
Veteran,E,-92.15430777417617,C,29.00158484707265,-25.4138018290759,1
Non-Veteran,A,143.15051931798007,A,-1.7132756091832884,113.20103533160011,0
Veteran,E,128.98802653721938,A,-75.47868581937404,-180.06775054914252,0
Veteran,C,-96.9623361841815,B,-9.265888567325288,99.81460798243383,1
Non-Veteran,D,-119.27457064864583,A,8.143380496105069,102.18188137149822,0
Yes,A,-29.65908962109902,C,153.6016323131762,-84.27327656901355,0
Veteran,E,-56.674246047540365,A,54.035661290665224,19.34371291357663,1
Yes,C,130.8380603824699,C,114.92048192566482,-131.39529896017788,1
Yes,C,-100.16254256106032,C,33.301163973612304,-98.17045210010417,1
Veteran,E,100.04792646974039,E,-57.31917091736649,-137.80138774206588,1
Yes,D,-135.06656415812537,B,170.85223323726242,210.03227538180332,1
Non-Veteran,C,112.59030368453924,C,93.45350886279621,-167.1634411592811,1
No,B,101.76349885966853,E,126.65712515883625,119.34439144520017,1
Non-Veteran,E,-5.360218389140906,A,72.72686007834305,11.168347488691644,0
Non-Veteran,B,164.04745575721728,B,12.55088579172817,-27.085256894216702,1
Yes,D,48.011213326739814,A,130.3666514569418,30.855826265827275,1
Yes,C,22.789446764262035,E,-49.83842549747526,-78.79712817464993,1
No,C,109.38288931803879,E,67.14489899542532,-46.215167722337604,1
No,D,-163.73419715472247,B,-97.46019289190106,-9.455458394153348,0
No,E,114.84656534818949,E,94.8384743336667,6.332839930832032,1
Non-Veteran,E,-16.98704546408802,D,-24.655373784409427,11.956895150123827,1
Veteran,E,68.62876214387862,D,76.92171530167423,-18.363040433438577,1
Yes,A,-127.54345188110024,A,-53.906454697614336,-29.433608671982576,1
Non-Veteran,C,82.72023211380386,D,-93.22379195333231,-106.65416312288801,1
Yes,E,200.01251779867454,E,-143.94369845966222,318.1011889548432,1
Non-Veteran,E,128.84180160018587,E,2.2269983006501817,4.491695324677204,0
Veteran,D,43.94962960287196,D,183.66987239397892,65.1810776634725,1
No,D,-47.96951769302172,E,-41.564642703572204,145.05461314718687,0
Non-Veteran,E,-126.29687806796551,A,2.6107021211758763,60.42271542823118,1
Veteran,D,64.06389345533769,E,99.02561670776284,-55.43781392366892,1
No,A,16.710088862264683,B,87.85446097579234,93.46517519288008,1
Veteran,C,-67.08470918596025,A,-75.5572588707955,-100.49433880785801,0
Non-Veteran,C,13.704894873262791,C,-9.046488679397259,69.63071892116166,0
Yes,B,142.8042253279015,D,121.50859355857948,37.11256574571063,0
Veteran,A,-42.160867965321096,E,37.635783822039784,-3.923757257319364,0
Veteran,E,-64.34085523531753,B,-117.60006926765891,-173.81152718241498,0
Non-Veteran,C,174.85474594696043,B,104.07834796679755,32.160074114063,1
Non-Veteran,E,63.57331468564668,A,38.47987427634542,48.58872327892049,1
Non-Veteran,C,0.42920411888622784,C,25.084970224714944,116.85849461299387,1
No,E,119.08310863321066,A,-45.48558754719142,-160.41257986206534,0
Yes,A,36.11761707615731,D,-179.3251589571057,-23.40531709859816,1
Yes,A,69.7381811354539,C,-22.969197529505983,-116.20059949743975,0
Non-Veteran,D,81.55794655805867,A,-135.1470557360545,-77.81659615201455,1
Veteran,D,-32.677657774886946,C,-81.51219105520165,-58.05867269804511,0
Veteran,D,51.22442904251516,A,21.184003095439977,76.04510879296295,0
No,B,72.36347944096794,A,-34.69925907216266,-31.464847682700718,0
Veteran,D,6.413730060459748,A,0.059627763761671525,-101.04459874222249,0
No,C,92.7872119358319,D,32.45818335376859,59.98020281028561,1
Non-Veteran,C,-51.836789287229394,D,-210.89950215963128,-20.523536906875812,1
Yes,A,132.19929821826236,C,21.79688650316339,18.971112205073382,1
Non-Veteran,B,1.9149515439835512,D,-283.1292837529175,58.066211775494004,0
No,D,-66.32155627292377,C,-14.794159897922063,-85.16327248559088,0
Veteran,C,-34.375675793637264,A,-76.23603145911062,75.91162264196016,0
Non-Veteran,E,-132.92917678310633,D,15.034945623846282,312.7652004328509,1
Non-Veteran,E,14.7487825837594,B,31.364032658524565,1.778441429009936,1
Yes,E,96.79257164767229,C,23.4554370378522,164.0243645635864,0
No,E,-17.411210692762427,A,-93.83276823975156,16.95758411983157,1
Non-Veteran,A,89.37540634784231,C,19.2395225551352,-30.692521561771375,0
No,C,93.4438492710019,B,143.5025550920276,101.26991767959129,1
Non-Veteran,D,-138.5541647811383,D,102.13170242390817,183.02337969689603,1
Yes,D,22.367231157075256,C,37.77952807657053,40.599404389523414,1
Yes,A,42.471607576771916,B,124.73509084689157,-19.436013020312256,1
No,E,192.77085318887472,D,46.49407775491356,-4.416169865814753,1
Veteran,B,-5.937928861390419,C,-45.313641426337526,-14.96839628027678,1
Veteran,B,25.722955326658763,B,21.155934981763487,-93.90810015841936,0
Veteran,C,19.009785464069243,D,68.9983662392415,-26.597831724503134,0
Non-Veteran,B,64.97120829550637,E,-116.73766148875417,-58.28336349205887,1
No,D,-208.70061670987178,A,78.91265571548087,-63.40064401533172,0
No,E,-134.40687364279745,E,13.74146821992818,146.01746900917388,0
No,A,-99.31556140352582,B,-30.44359981466831,54.161089798849495,1
Yes,C,-194.7195078932327,D,106.91381999359525,120.25191208719481,1
Veteran,D,-29.390272427404152,A,-59.443192810428904,147.9797304141165,0
No,D,22.223352848167885,E,-75.97115667478047,-103.31876273006564,1
Yes,A,-24.008795406345783,D,1.8129177708000872,-60.89889503904742,1
Yes,B,8.934416977125338,E,-26.541838450171507,-22.104409269929818,0
Veteran,A,-8.438479789820882,E,-100.51834346630484,62.61062985970395,0
No,B,37.83126507169199,A,54.69006817204735,-72.60683814513143,1
Non-Veteran,E,-80.33166957537554,E,-73.27920915666765,89.01872968478223,0
No,B,5.913547445165342,A,-59.925914016158245,118.96318551939437,0
Yes,E,-32.027209857112794,A,69.48037728045652,97.15682037476799,0
No,B,-88.00288611800296,C,-0.2754095019713682,-12.613491217148956,1
Non-Veteran,A,-71.08301589397064,B,83.94329168166,21.64361204848789,0
Veteran,A,93.70951148835367,C,27.255211523790692,23.990634392162995,1
Yes,D,-25.153807900012442,D,-110.84145950757474,94.64619714766675,1
Non-Veteran,E,53.57096646436366,A,-53.606933548259384,-138.93699988961973,1
Non-Veteran,D,-10.416036665810816,C,-115.65337926087342,-31.624862656123902,1
No,D,-24.414829154093006,E,54.90986647097863,-199.63703444447168,1
No,D,54.98852406410071,E,34.94430633455869,-147.8493229939465,1
Non-Veteran,D,134.07848243894435,E,110.03868565690485,-190.50879319633282,1
No,D,-164.24933687463633,D,-151.94468586294207,10.61243631056413,1
No,C,-28.17369955936759,E,-195.84317690972765,54.936238978473426,1
Non-Veteran,A,32.53831562542345,E,-113.16985364089835,-91.83410832330352,0
Yes,D,-115.83740534754003,D,-130.7192834041556,-152.0709083178344,0
No,C,9.22982187415827,D,-47.594424466520074,-62.22389552887228,1
No,D,-146.91094445303577,D,-110.51292480325063,-60.57613695589633,0
Veteran,A,-108.02619214266637,A,5.303407287100274,48.398130730735296,0
Non-Veteran,E,48.568722090406155,B,99.85887048386601,-2.2684519556626004,1
No,D,13.210807360903537,D,-308.6210077758412,-26.350780008684183,1
Yes,A,-71.07173790462372,E,102.10386903761406,22.312083117492215,0
Veteran,D,-58.39008115917606,A,-291.6665024319714,224.80209472002062,0
Veteran,B,81.1898353376989,C,24.743399486729015,124.9400542342028,1
Yes,B,-50.122817653595696,C,-66.62701921602572,34.553699737819414,1
Veteran,A,99.23984900804281,E,-75.38633910902786,151.1535741528692,1
No,B,-29.73815130096521,A,-103.06263681404187,32.04286522951415,0
Veteran,E,-71.80125727511026,D,76.91427848188272,39.79598201439568,0
Non-Veteran,B,22.52987425283477,A,40.59852740949597,-80.46719793996866,1
No,E,-102.29039801840065,A,-1.456409494721237,143.101780817492,0
No,D,-25.507056646190318,B,-16.642426956700383,-34.88631765275918,0
Veteran,E,-120.63182649811712,A,30.078968642588944,50.59104708455592,0
Non-Veteran,C,-49.208244592216154,E,6.9348547850317,-65.60385104283876,1
Yes,B,38.93114556818084,B,-6.134325521069715,10.06213051892167,1
No,A,-203.25131961869235,D,-13.218922633926667,-112.57525795326524,1
Non-Veteran,A,101.87147369239003,E,204.7224327797681,79.8761839336854,0
Veteran,E,-178.96772197510984,D,-114.94721253372748,-19.384160190864186,1
Non-Veteran,D,-22.94005938563097,E,105.75878145108317,-174.59053546305384,1
Yes,D,-159.45652035817963,A,23.28812821345352,76.86805108966087,1
Non-Veteran,E,-1.4966404330119711,D,-79.81352887567765,-16.821851754583566,0
No,D,37.229693003946515,C,-9.746794398537476,106.6592424854387,0
Yes,E,80.18815342209528,C,141.29695499861953,-72.82205515213458,1
No,B,81.61522232527682,E,128.05057534175234,-82.90920668493608,0
No,D,182.2721053232336,A,18.12289500658754,70.60365892635257,1
Yes,B,-39.077849156002685,B,33.72203089737614,34.89230993482448,1
Non-Veteran,E,-33.356005913359034,B,44.17432566672204,45.69345829536925,1
Veteran,B,-89.98374539764767,B,153.93597210969824,29.59002307600565,0
Non-Veteran,A,24.813382732802687,C,-8.326318572628399,-34.72373549107202,1
Veteran,B,-115.56130126885849,B,-65.18665333013509,-14.465367955204913,0
Veteran,A,-73.17673755327577,A,-90.98971441776624,-19.60303145276693,0
Yes,B,-92.31409074064759,E,-148.5010710046854,-122.66883809121656,1
Non-Veteran,A,84.15338117681537,A,19.146536131611107,61.59594179381765,0
Yes,E,8.9551220802814,D,135.34816782300507,-125.98555885685113,1
Yes,D,-114.05990587626262,A,402.89365815344064,22.189437181262374,1
Veteran,C,-35.52485440212294,D,12.547206500966427,-16.939595744975925,1
No,C,-44.69827371101882,E,-54.215734026270454,-70.41702998666108,0
Yes,C,-151.4236446347811,D,170.94615318216813,-107.57591461857214,1
No,B,166.91055859281653,B,88.05964804653127,-17.302483719494145,0
Veteran,E,17.140128719941934,E,-53.73105984347146,171.44596732806426,1
Yes,E,13.371068838305847,D,-48.76254983695899,72.37137527083468,0
Non-Veteran,C,81.26387436669968,E,-89.21166394681919,-15.412882630315972,1
Yes,A,144.91305077865778,A,-342.37205537049795,80.43092639510695,1
Veteran,D,-199.48792285390164,C,-106.86554110850093,-108.25843598978334,0
Veteran,B,-124.66406497278084,C,-64.81830667831483,136.60833915500785,0
Veteran,A,-42.29434225427477,C,-152.49691011324614,-82.80972720231506,1
Veteran,D,-54.46391271400983,E,72.40484266527785,66.92333212708816,1
No,D,131.21027507123796,C,91.06843312732103,-113.11351139927663,0
Veteran,A,128.2737476037846,C,-40.427700450816694,-143.56680427188974,1
Yes,E,-189.11454112572991,B,21.747319682336922,-6.806298655015386,1
Veteran,C,-137.3389123021462,B,-78.19284982225965,-55.868235999626684,1
Veteran,A,231.93233636669964,D,-42.7038974404836,221.20306501971982,0
Non-Veteran,C,24.796511850579527,E,-19.996418156785243,46.05910859844925,1
Non-Veteran,B,0.33418302074800965,A,42.053751835096115,68.12986694007367,0
Veteran,C,-91.65391399102629,B,-16.743220526539375,-57.85821493338705,1
Yes,B,-187.59469865864753,C,-22.436017063069226,42.90738448115421,1
Non-Veteran,E,108.62572363540943,A,16.880457895957715,62.089090841270064,1
Non-Veteran,A,-68.7654862618936,D,111.07112235706029,-132.50378191599864,0
Non-Veteran,B,-54.9350218666405,A,-1.567161903631241,137.92362388534596,0
Veteran,D,11.079021487990302,D,-14.571626028004564,85.34537898405927,0
No,E,-185.23791623195865,D,107.3507264072727,-72.15625447171485,0
Non-Veteran,A,-119.91524782077299,C,80.73727778347497,-165.8000080122159,1
Veteran,C,-31.08949894475479,D,49.191499262501814,-89.58731464988806,0
Yes,E,-101.11773565831355,A,62.98955241511738,48.488417301816625,1
Non-Veteran,A,-238.7164961768597,D,166.0145305974415,-16.837660670610372,1
Veteran,E,42.11407987602031,E,-178.12166671334023,-64.97416605730841,1
Non-Veteran,A,23.894275694598416,D,-57.9105482056556,-63.29195831455151,1
No,B,-76.51467975126477,D,-52.67886614297239,-4.507424404200848,0
Non-Veteran,B,47.074605895451455,B,-134.1001174848151,50.67231426323232,1
Yes,D,-55.185144122827154,A,-126.81643441699386,-140.24566228413528,1
Non-Veteran,B,218.83980126993697,E,94.77817533570774,37.54577625942094,0
Veteran,A,11.953709971512353,B,-23.62433455907746,-31.501470441010287,0
Yes,A,101.91101174039008,B,-86.90556866585628,106.7251482299316,1
Yes,E,-141.90935187371772,C,91.49806663224945,68.33558019758347,1
No,E,-45.031509163001054,D,66.18571568839093,-81.1637191454467,1
Veteran,C,111.87413709495114,E,77.1725779731263,-147.53489244027043,1
Yes,A,-59.33459964448537,E,223.2017331175811,16.445469280424096,1
Veteran,C,42.660418392576595,A,25.094882249785876,-38.517849351299326,0
Yes,A,-23.987652681500464,E,-81.3496249362346,27.72538366324733,1
Veteran,B,-95.75271449167371,A,8.233913677520862,67.5487447583696,1
Yes,C,-117.93439621474788,E,8.174632988143982,-218.30446762212833,1
Yes,C,-220.84263024358447,C,-24.29112706290459,75.16351820824181,0
Yes,E,41.71764119206397,E,61.60388623673532,103.7040501183837,1
Veteran,E,17.6377250605213,C,5.113364966812339,-106.9745429249626,1
Veteran,A,11.403686145865517,E,4.068873881726062,-70.08582820545675,0
Veteran,C,-73.29011489554372,D,135.94082216928172,-3.7879216492273633,0
Yes,E,-158.0685558886639,B,53.61298017291259,-14.490413621067532,1
