anos,age_range,disability,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
49,65+,Both,E,D,C,-114.45499959816263,135.20533317911665,C,0
52,18-25,No,B,D,E,89.28088059349965,31.191707780523988,C,0
68,51-65,Both,E,E,B,35.86834424599539,157.36405399490388,D,1
54,26-35,No,D,B,C,177.95918165592516,-17.379656077882288,E,1
89,65+,Yes,D,D,A,66.70002648325493,-237.0554805684682,A,1
76,36-50,Both,C,C,E,-27.098555204780407,-62.96274474754298,D,0
38,36-50,Physical,C,D,E,205.25765439199017,-93.31880445423675,B,0
34,18-25,Mental,C,A,A,-60.989958358046415,-59.31494786149939,B,1
96,26-35,None,D,D,A,-8.867745739035444,-5.916394858294491,A,1
98,18-25,Physical,E,B,A,34.436145724288124,160.42434429496612,E,0
38,65+,No,E,C,E,-90.34641875287679,41.76618077868899,C,0
81,18-25,None,C,E,E,-40.978055950339815,45.93882616850937,D,1
90,65+,Physical,A,B,B,-79.091146721686,-109.46483085136138,C,1
89,36-50,Both,B,C,C,275.9504354312829,-59.78423445854099,B,0
35,18-25,Mental,D,E,C,-59.25863382734152,-81.15214467833385,B,1
89,18-25,None,C,E,B,163.39287018161954,-74.0714196639099,A,0
48,26-35,Yes,D,D,D,194.87413982307308,43.1493632360848,B,1
74,51-65,Physical,D,E,E,-27.852129377800853,63.24853993198314,A,1
95,26-35,Physical,E,E,A,-137.3125949367652,-120.32002790465572,D,0
19,51-65,Both,B,C,A,-145.3113005827897,103.12751736164091,D,1
74,51-65,Yes,D,A,C,-19.945584594580325,43.98759375602665,E,1
64,51-65,Yes,A,B,E,81.9106562510364,-19.88934676031729,C,1
98,65+,None,A,B,D,-13.509316155493655,-184.42007950724326,C,0
84,18-25,Mental,C,C,B,15.067174472992434,1.4142810924827875,D,1
61,65+,Both,C,A,D,159.0001412376913,35.49272393495175,A,1
27,36-50,None,C,D,D,108.22279618424939,71.96834803153985,D,0
38,26-35,Mental,E,D,B,25.92717430556449,-5.110393901186942,D,0
53,51-65,Both,B,E,C,-211.88941675756814,-100.0707905427543,E,1
33,18-25,Physical,D,E,A,70.61675458425808,126.34351430052737,B,1
76,65+,Mental,A,C,A,21.458931721098196,-130.66316624133634,C,1
78,36-50,No,A,B,C,5.998527086722603,-49.7067295398566,E,1
44,51-65,Physical,C,A,E,-58.061210020872636,-54.19660261046363,A,0
18,18-25,No,D,E,E,-277.61854281475536,-24.100421003637496,E,1
99,51-65,Mental,A,D,B,-83.58206060586319,18.4304295846942,D,1
34,65+,None,A,D,B,240.38601335578932,73.19723586254865,A,0
94,18-25,Both,E,D,C,-47.42002532662439,-69.07578617225545,E,0
51,51-65,No,D,D,C,108.6000252748347,42.80563456603711,C,0
26,65+,None,D,D,A,44.39396649071461,-65.26276326753516,A,1
75,36-50,Physical,E,A,E,98.05770479087744,55.20149376045721,A,0
72,65+,Yes,E,B,D,-42.82391568310935,12.632858763512886,B,1
38,18-25,No,B,C,B,19.030699020523674,46.46457273524208,B,1
93,65+,Yes,D,E,C,-92.29921341497656,211.88407379809894,D,1
45,51-65,None,E,B,D,59.09843632183094,-67.89006044722706,D,0
78,51-65,No,C,E,C,76.97757722576775,-49.83016609076122,D,0
82,36-50,Mental,B,D,C,-81.76876583395222,111.89642866395499,A,1
29,51-65,None,A,D,D,-15.894637763912018,19.170927156936084,A,1
30,36-50,No,C,C,E,-14.367362030175546,-42.69753401164518,B,0
65,65+,None,E,C,E,-81.29869376686891,82.8347514837017,E,1
47,26-35,Yes,E,E,C,-38.35205346174963,13.078405036807295,D,1
57,65+,Mental,E,E,E,-104.07129694964574,-182.58490762506622,D,1
30,51-65,Physical,D,A,D,-93.59982215300244,47.93856590941876,C,0
64,51-65,None,B,B,E,111.72038731533355,8.69631969976406,C,1
72,65+,Physical,E,D,E,151.06251583521902,131.84660009511214,E,1
93,36-50,Both,B,B,A,37.23034898759267,167.2041109813597,A,1
67,18-25,Mental,E,A,C,-166.28216522187446,49.88476266178884,A,1
66,18-25,No,D,E,C,29.686431590986444,-68.26559031813443,D,0
46,65+,Mental,B,B,C,156.84670706436793,171.31485559748236,D,1
33,18-25,Both,B,B,C,-118.75292020706034,42.165737743474885,B,1
72,65+,Physical,E,A,A,9.644317212148104,86.02937178664543,B,0
48,18-25,None,B,A,D,-53.729612870269484,36.93441003506106,D,1
64,36-50,None,B,B,D,-84.37161585340252,131.7580851775732,D,1
23,51-65,None,E,B,C,-33.19096534542767,10.034242689373844,A,0
75,26-35,None,D,A,E,64.66799554960417,56.180749333142046,D,1
50,36-50,Both,C,B,A,59.07123140413848,-9.119749490934067,E,0
77,51-65,Both,B,E,C,-103.13603065685616,231.741414295891,B,1
90,26-35,Mental,E,B,A,-90.25548073055059,48.61462665737768,B,0
24,51-65,No,C,B,C,32.52729126992968,60.904972824432335,B,1
28,65+,Physical,B,C,C,88.20782562323805,-35.726817041455746,C,1
20,36-50,Mental,C,C,E,-41.12251818950439,42.152094064850075,D,0
46,26-35,Yes,A,C,B,-125.9072925010368,49.405501772917845,C,1
75,18-25,Mental,E,B,E,151.0192823841557,173.07200489783068,D,1
28,18-25,No,C,B,C,-78.92907627657793,119.10445325011074,E,0
46,51-65,Yes,E,A,B,42.35975477940346,26.638264474537287,A,1
89,18-25,Yes,A,A,E,-77.63138006297645,-199.53199727713763,A,1
53,36-50,None,B,B,E,186.81153118083424,141.8574737679841,D,1
92,26-35,Physical,D,B,E,154.50900628561195,-80.32249538139344,D,1
91,65+,Yes,A,B,D,220.77650635129737,-15.064418815813468,C,0
37,36-50,Physical,C,D,D,144.8425283768284,-67.73925515433686,B,0
88,65+,Both,D,E,C,136.59023799711701,-83.46995327673685,E,0
49,26-35,Yes,C,E,A,-47.75522026430743,-119.17324203338842,C,0
45,26-35,Yes,C,D,E,13.0784688167267,8.857461061609516,D,1
78,36-50,Yes,C,E,B,-30.552584657029495,120.66732666896576,C,1
62,18-25,None,D,C,C,11.89115550082151,-89.62618981150567,E,1
65,26-35,No,A,C,E,161.89999434020808,34.94772195182607,D,0
53,65+,Yes,C,B,A,-18.382034070280564,17.34280123432102,C,0
60,65+,Physical,D,B,E,-45.08213799392271,153.22800881905303,B,1
85,18-25,No,A,A,B,-34.76251609501856,-64.62121227126696,A,0
97,65+,Yes,A,A,C,56.13393513352916,-131.2875823920607,A,1
65,65+,Both,E,B,D,147.61533824178994,4.916161619842655,A,1
42,26-35,No,B,B,C,-7.365685690343057,-54.23934976878628,C,0
61,26-35,None,B,B,D,114.80719819635917,-12.129588178127294,B,0
84,65+,No,A,E,A,-181.3995450260146,-102.10661433496706,D,0
80,65+,Both,C,B,C,-14.615134498307622,-88.58139613182499,E,0
62,65+,No,C,C,E,28.572554087105445,104.42661311088428,A,1
33,18-25,Both,D,A,A,26.496691141590688,91.48716291165903,D,0
22,51-65,Physical,C,B,D,7.449069084666863,135.69047904609556,B,1
60,65+,Mental,D,D,B,65.0617745690321,164.7025469334144,B,1
82,51-65,Physical,C,C,C,98.74945806649794,177.85211157313395,C,0
30,26-35,Yes,A,A,E,49.566890532837846,47.22652437172321,D,1
92,51-65,Both,D,B,D,-0.9036435229335898,45.02921923986206,C,0
19,36-50,Physical,E,E,E,24.776104550659728,84.47944364919016,A,0
56,18-25,None,A,B,C,-80.66376602804002,168.90581307246418,A,1
68,36-50,Mental,A,C,D,-11.614430110332009,-45.1934746711645,B,1
59,18-25,Mental,B,C,C,-91.39608573044555,-62.56580652748185,B,0
98,36-50,None,B,E,B,110.15117865789885,-89.0865189671612,B,1
52,36-50,No,E,A,E,0.25433632123983446,-66.75009733911953,E,1
22,18-25,Mental,D,C,C,102.44378781636891,186.01978725465756,E,1
49,18-25,Mental,C,A,C,-104.46280491297595,55.57069572769513,A,0
86,36-50,Mental,E,D,A,47.96400396142338,166.5160978822814,A,0
90,36-50,Yes,D,A,D,-100.15183157184302,100.26032785940417,D,0
71,26-35,No,A,E,E,44.39679394203045,-28.595429263513196,A,0
91,36-50,Yes,A,C,E,-144.23117440723271,185.80010968388265,D,1
27,36-50,Mental,E,D,D,-18.219899677872313,80.04337261322047,A,0
24,26-35,Yes,D,D,C,79.53559628350662,-105.81217463893115,C,0
64,26-35,Physical,C,E,D,-121.98922713971704,17.62824129479028,C,1
89,26-35,Physical,C,B,B,203.02619711408622,338.87184936053626,D,0
88,51-65,Both,C,B,A,-91.81063895745922,-127.55541623831014,E,1
66,36-50,No,C,A,D,-51.181179522368545,-139.10571990374302,C,1
71,26-35,Mental,E,B,C,179.6009169183401,23.37645485291906,A,1
69,36-50,None,B,C,D,63.523622620816035,38.41801655492003,B,0
51,65+,Mental,D,D,D,83.93954660980677,12.365153790023902,C,1
27,18-25,No,C,D,B,62.05388838123499,-112.12021227009772,C,1
83,26-35,Physical,C,C,D,74.76544458773924,-105.1766728777453,D,0
84,18-25,None,C,B,C,153.96243186655533,-14.695655350652736,E,0
78,18-25,None,A,E,E,-31.981943520229407,104.08285764007037,D,1
30,18-25,Physical,A,A,B,111.70314797016347,143.5789574674585,C,1
23,26-35,Mental,C,C,A,-37.371344904164616,13.013795395405669,B,0
82,26-35,Yes,D,A,D,7.955446991034014,-189.47045783799874,D,0
60,36-50,No,A,B,E,-0.5151613428301712,54.40510318780115,A,0
64,18-25,Yes,D,A,B,-6.7703812588642105,157.23219136613812,D,1
84,18-25,Yes,A,B,A,50.97800242952314,168.73675156798436,A,1
49,36-50,Yes,D,C,B,31.918260497897343,16.61601555928338,B,1
83,18-25,Yes,B,A,C,-28.528051385417154,-2.962810002949276,E,0
58,26-35,Physical,E,A,C,7.624140045543593,-163.99018394446722,A,0
54,36-50,Yes,C,A,C,-87.30548476641057,-188.70125572126895,D,0
45,36-50,Physical,D,D,C,-138.0319671652282,-22.53220300058601,B,1
91,51-65,Mental,D,E,B,-105.074777635982,-63.24334194303379,D,0
54,26-35,Both,B,A,D,-77.75124379945908,-7.276728163365882,E,0
66,26-35,Mental,C,D,D,-26.265917684233408,110.83798340432386,D,1
77,51-65,Mental,A,D,A,-160.86774091866056,25.59656400304479,A,0
97,51-65,No,B,E,E,-51.67127110290184,-31.05663061816568,D,0
45,18-25,Mental,C,A,A,6.236734814532926,-146.00003550274192,E,1
88,65+,Mental,E,A,B,65.06822201444015,-60.40587238294792,E,0
84,26-35,None,B,A,D,-80.79762457248219,45.89871296846878,C,0
37,51-65,Mental,E,B,A,116.20456657438926,-38.929410584466986,B,1
41,51-65,No,E,C,E,104.20783022061228,213.4851465005769,B,0
48,26-35,Mental,A,C,D,25.570933776300397,-20.164255960260977,C,1
65,18-25,No,A,D,E,-197.23863812197578,-21.496064931449524,D,0
30,51-65,Physical,C,B,A,176.3980879650963,38.80339687009322,A,1
82,51-65,None,D,E,C,-175.50653545340285,215.93124933439668,A,1
58,51-65,Yes,E,E,C,116.21202924894689,378.7521905987113,E,1
29,26-35,Mental,C,D,A,139.20272659268173,-46.6434916239135,B,0
76,51-65,Mental,E,E,E,-66.13140549656077,183.23217568971776,D,1
89,26-35,No,A,A,A,157.89035752182073,-99.79526581204226,A,0
87,18-25,No,E,E,A,-52.35079125152778,110.46060490254273,B,0
61,36-50,Both,C,B,D,55.11147910628467,7.454931888388455,B,1
36,51-65,Both,C,B,A,150.8554813505833,84.95248711005799,C,0
91,51-65,Both,A,A,E,40.82820822401006,226.2755329987006,D,1
80,18-25,Mental,C,A,E,78.24203129459539,16.352523995413616,E,1
57,18-25,No,D,B,E,54.17768838373431,43.710566633426915,C,1
21,36-50,Yes,C,B,B,2.3679755044999196,-54.88489334460985,B,1
76,36-50,None,C,D,C,23.45525935558127,-17.559615985572957,E,0
90,26-35,None,A,B,E,12.23050121900082,0.6196901735673985,C,0
63,65+,Yes,D,C,A,103.42347273531107,-60.59599484573038,A,0
85,36-50,Yes,C,D,C,-59.656374388246135,6.298788542583535,E,0
49,65+,Yes,D,B,D,-136.4170551180654,-26.22813583495548,B,1
42,26-35,Yes,A,B,C,49.405944636185595,-28.551460546256074,D,1
80,26-35,None,A,D,E,-83.65377173874296,193.1224186269161,A,1
81,65+,Mental,C,C,D,-14.8414161716485,21.396269661167373,C,0
69,18-25,None,B,D,E,-11.638558911843422,171.03000296804498,D,1
95,18-25,Physical,B,A,C,67.35441694999805,-137.26503002692627,E,0
67,26-35,Mental,E,D,D,-161.97905583390616,82.43971532035782,A,1
76,36-50,Both,C,B,C,209.88879393669845,143.41915209271997,C,1
18,65+,No,A,A,E,142.16932253133132,87.36536054127728,C,0
88,65+,Mental,B,D,E,33.66264778975137,117.22485382184007,E,1
80,65+,Both,D,E,A,79.60971858275049,36.98926679733099,E,0
32,18-25,Mental,A,B,C,15.320894168923124,56.383568246341945,A,1
40,26-35,None,B,C,C,-13.461996416835968,-72.14621864626095,C,0
35,18-25,Physical,A,E,B,-105.78759424048638,-88.89822076131607,A,0
50,65+,Mental,C,A,C,91.59230586746192,-15.45998957295978,E,0
26,18-25,Physical,E,D,C,-129.53487527671535,52.27882691527127,E,1
71,26-35,None,C,A,B,-174.24832582270477,99.69839558095481,A,1
87,26-35,None,B,C,E,-127.83551733582695,98.69781391264145,E,1
22,65+,Physical,A,D,B,191.16479873309174,-23.381641574655056,A,0
65,18-25,Both,B,E,B,138.43515501155053,-149.01708616070775,A,1
73,65+,Yes,D,C,D,87.17195520923394,166.15341265329138,C,1
50,18-25,No,A,D,D,-35.39005788481514,90.6739590225477,C,0
33,51-65,Yes,B,A,C,-54.29567084302139,-27.494082120975065,A,1
67,18-25,None,E,C,A,-92.9006148487707,179.4847842475797,C,1
76,18-25,No,C,D,A,-23.508572597079638,259.31561183052827,C,0
76,65+,Mental,B,C,E,-36.4981768718412,-171.45134531994927,C,1
88,65+,No,A,C,A,-261.1367303908841,47.53213778332184,E,1
55,36-50,Both,B,C,A,61.37593816070432,54.655120790761714,E,0
62,26-35,Physical,D,C,A,-84.30726867502437,88.6424924122337,D,0
58,18-25,None,C,E,A,-107.55139695555367,112.11514470386791,E,0
49,36-50,None,C,D,D,-100.67592610822287,-405.40651194451175,C,1
29,26-35,None,D,D,C,-7.292252429968185,-176.38729085529846,C,1
38,51-65,No,A,E,B,78.85242334618266,-30.10249880702243,D,0
95,36-50,None,A,B,B,15.709065530467544,-29.672277841107025,C,1
94,51-65,Both,A,A,E,-55.39824352045106,-234.36362126528292,D,0
91,51-65,Yes,C,B,D,112.53343481046767,38.30064235762976,C,0
44,36-50,None,E,C,E,149.31339414829242,91.53942935219177,B,1
68,36-50,Mental,C,D,C,-134.4358107605394,62.49079877989326,C,0
96,26-35,Mental,A,B,B,200.55769221517417,2.6986548069120335,B,0
31,65+,No,E,D,E,152.53650134029382,122.98742199343305,B,0
34,65+,Yes,E,B,A,185.6870556927224,156.04350469066986,C,0
37,51-65,Physical,B,D,A,11.28300071349441,84.04865736755937,A,0
21,51-65,Both,C,C,C,124.49418088721099,-3.459994080378511,A,0
47,65+,Physical,B,C,A,-4.802032412056794,38.5971056318808,B,0
28,18-25,No,C,C,D,-16.350081652764228,-30.70954387240391,D,1
53,36-50,Both,D,C,C,37.85884358376869,109.04112246683006,E,0
72,36-50,None,B,A,B,-14.065046156202616,208.5176215879987,B,0
55,26-35,None,B,E,E,28.46075953536641,-7.28008115376651,B,1
87,65+,Physical,A,C,E,46.136192958099016,22.28267416815051,E,1
89,51-65,Both,D,B,E,-155.99032841500238,-116.53860714766327,A,1
20,26-35,Both,A,C,C,-92.12847262169,156.66714639603055,D,0
92,18-25,Physical,C,E,E,-95.1059632941599,-61.665275783387294,B,0
95,26-35,No,C,D,B,-197.32324052294615,29.28655366621789,C,1
97,18-25,Mental,A,C,A,14.026113636941199,-142.68599924538992,E,1
35,26-35,Yes,E,D,A,47.53935168289951,156.5803225336142,D,1
49,18-25,Yes,A,C,B,70.5015212642056,123.10546187195808,B,1
84,65+,None,D,E,A,93.66709808738062,-33.72189783991837,C,0
84,36-50,None,A,A,E,-80.09831360453198,188.67765239180866,C,0
83,26-35,Yes,A,A,C,37.472370391601636,186.13000159560303,D,1
30,36-50,Yes,E,D,A,46.340932609909956,0.6012425111195396,D,1
42,51-65,No,B,A,C,-54.12748566251599,16.073671257577093,E,0
70,51-65,Both,C,C,A,39.4310135240357,-81.28494423276467,B,1
97,65+,Both,C,A,C,-49.06494738498857,208.49926964457399,B,0
79,18-25,Yes,B,B,C,217.8853516826668,-97.72652074175217,E,1
19,51-65,Physical,C,C,D,-72.81114502536262,203.33656737062032,D,0
18,51-65,Physical,B,D,E,-11.852533507038476,-46.16523693171845,B,0
50,65+,Yes,E,A,D,23.168704006341642,48.29474084914493,E,0
48,26-35,Yes,D,D,C,99.91105504496876,-140.27880806316696,A,1
87,18-25,Mental,E,D,A,4.139997386156481,-44.43679334271011,E,0
94,26-35,Mental,B,E,E,-100.23879122793214,97.78084198287023,B,1
70,36-50,None,C,D,C,-22.543561361376817,251.96356572241007,A,0
41,18-25,Mental,D,D,B,-15.998413119011264,57.38320162333038,E,1
65,51-65,None,D,E,E,-50.828654890313196,97.02803590530462,E,1
68,18-25,Physical,B,B,E,41.44805277241526,43.79351835963653,A,1
84,36-50,Physical,B,E,A,-60.507240050917574,-43.712136734431425,E,0
84,51-65,Yes,E,A,A,100.20808372365818,-137.81763934388746,D,1
80,18-25,None,A,D,C,27.253832307270788,-4.723619494851893,C,1
56,18-25,Both,E,A,D,-13.248946009025877,10.024843785071363,D,0
18,51-65,Mental,E,A,E,-58.672199168371364,55.265241983829625,B,1
87,18-25,No,E,D,D,-106.22840052729259,30.990021705943548,C,1
94,51-65,Mental,A,C,C,136.62508485774947,245.57051809573477,A,1
97,65+,Both,E,E,A,108.60077666706536,-13.181638153957644,E,1
94,36-50,Yes,C,B,E,79.73112822000019,21.566204020460315,C,0
35,65+,Physical,A,B,C,-196.78345051787014,-138.22010381502454,A,1
91,26-35,No,B,C,A,-103.18737398595792,-14.730411743917541,A,0
85,51-65,Yes,A,A,C,71.24399723399705,6.099768158483931,D,0
93,26-35,Yes,B,C,E,27.654526893491305,104.89479578880847,B,1
88,18-25,Both,A,A,A,43.47263622036553,61.734065429431816,E,1
43,65+,None,B,B,A,-170.7360037719788,-8.406111902503751,D,1
55,51-65,Both,C,B,D,94.47481812723048,-90.204376935259,B,1
89,18-25,None,E,D,C,55.08787934173309,-323.2225270206319,B,1
95,26-35,Physical,E,D,E,-27.44807416137735,131.67762786427033,D,0
28,36-50,None,A,E,B,-87.8549798104133,11.432430468860453,E,1
41,26-35,Yes,B,C,A,117.04063452121704,76.18182192392227,C,0
48,18-25,Yes,C,A,E,89.82740816396208,49.97789716513682,D,0
58,65+,Yes,B,B,C,-65.05049442627471,-65.74262870308326,D,0
80,51-65,Physical,B,C,D,-39.26636739185491,-75.96287920796469,E,0
60,26-35,Yes,B,C,D,-17.950552433634904,-86.46114596722886,A,1
82,36-50,None,D,C,D,89.79512042226823,164.09574393014782,C,1
21,36-50,Yes,D,E,D,178.66401775175623,34.61885483496973,E,1
47,18-25,None,A,B,E,-53.44511216657642,-103.77793595791871,B,1
69,65+,None,A,C,B,6.945618788669862,-10.616232102945991,C,1
85,18-25,Physical,E,C,C,160.3205782687419,-175.24637347791864,A,0
72,51-65,Both,C,B,B,56.82356214615558,-88.78120733717336,A,0
53,26-35,Both,D,D,C,9.226272502732137,35.48609874377456,A,1
41,18-25,Physical,B,A,C,-15.052677730922559,-13.997837830129512,C,0
18,18-25,None,A,E,D,68.26261310336277,-33.39222913528378,B,0
46,65+,Yes,A,B,D,90.87147521166932,-106.47412532057952,C,1
67,65+,Mental,D,E,A,-2.643539390617079,-7.323767113879027,E,1
93,36-50,Mental,C,A,A,52.713582381434364,134.12766558832104,A,0
34,36-50,No,C,E,E,1.745581194820192,90.24594344023316,D,0
47,36-50,Yes,E,C,A,-0.761237350191114,-70.43336237668947,E,1
64,36-50,Both,A,B,D,-48.588667123015824,-153.0237847755233,B,0
41,65+,Physical,D,C,A,38.1552888225728,-147.0948074256651,B,0
39,18-25,Yes,A,A,D,36.70956461283334,-52.609942860312486,E,0
18,36-50,Mental,C,B,E,61.954826419930384,69.98231444143066,C,0
72,26-35,Physical,B,C,B,-56.42326741244029,-167.26679543488734,B,0
21,36-50,Mental,D,A,C,-63.98111119997565,-1.920565130109892,C,0
87,51-65,None,C,B,A,-117.6392076513497,-168.52031536581765,C,1
47,18-25,No,C,B,A,-28.572346546616238,175.5844721842035,D,1
38,65+,Yes,A,A,C,-75.3484409265977,-86.27162014979749,B,1
48,26-35,None,D,E,D,25.129076955244066,42.361616226453044,D,0
37,26-35,None,B,E,E,71.37324306183073,149.3195841819168,B,1
87,18-25,No,C,D,B,42.33708494794761,89.5595323643218,D,1
45,65+,No,D,B,C,24.161390786245253,-114.0484216846926,C,1
33,18-25,Mental,C,A,B,-160.59348788419223,-41.20187992120957,E,0
99,51-65,Yes,E,D,B,23.323450963868098,52.24432361345156,E,1
79,26-35,No,C,D,B,-113.69989914988807,172.66637070384408,C,1
44,18-25,Yes,C,D,D,-117.57704943796392,-150.22191147372047,E,1
99,51-65,Mental,C,C,C,53.771933691091625,-103.32296507482627,A,0
21,18-25,Both,D,A,A,-101.14959688882197,118.5126561875525,B,0
77,26-35,Both,A,E,E,-37.656919540741335,-70.39536808142714,A,1
89,51-65,Both,A,B,D,-64.25722803869384,-96.71571524543013,E,0
36,36-50,Both,C,E,A,149.37858891015406,21.37431623119259,C,1
43,18-25,Both,B,E,E,-5.436428168967671,-188.46680325673591,A,1
81,51-65,Physical,A,D,B,269.0257500842739,93.47388800019309,E,1
83,65+,Mental,D,E,C,231.42306041481754,84.37567819236762,B,0
85,18-25,No,E,C,A,71.33055151112258,2.9249982044152514,A,0
39,26-35,No,E,A,E,122.67119731713083,-18.283875246855995,A,0
53,18-25,Physical,A,D,D,12.169636648373976,116.21520456634144,E,1
89,51-65,Yes,A,C,A,-11.695906860831883,85.80132186779319,E,1
36,26-35,Both,A,B,E,9.839860395335002,-102.27343498935093,E,1
31,36-50,None,D,E,E,-65.0190555702309,-59.64883258420862,A,1
70,18-25,None,D,A,D,-266.3798761060013,-102.04689751522037,E,1
98,36-50,None,B,C,B,-39.622837002391535,-55.88269218399361,C,1
43,51-65,Yes,C,E,D,-97.81688148383311,62.06367626187658,C,0
91,36-50,Physical,C,D,A,9.770128629820514,87.0881040949712,D,1
86,18-25,Physical,D,A,A,-153.02070927025224,191.0296188744133,E,1
30,65+,No,A,E,C,148.28745929615437,-33.1094847599924,B,1
95,26-35,Yes,C,A,D,-68.61194551092042,-16.36417936607338,E,1
99,18-25,None,D,D,E,-11.33002203144415,57.56572552609984,E,0
28,26-35,No,E,D,D,68.56698528921206,148.9347654847323,D,1
80,26-35,Physical,E,D,D,-49.95328387181861,85.84102249825185,B,1
33,18-25,Both,D,A,E,-101.00636957828215,-143.99257304505934,B,0
69,65+,Yes,A,A,A,46.82310279008597,66.06490337340871,A,1
94,65+,Physical,A,E,C,-103.21121182812189,14.87424110439209,B,0
24,51-65,No,C,A,B,-120.62423882767904,27.846182120774483,A,0
99,36-50,Both,E,B,A,-168.3763259590912,-100.7893601839037,B,0
92,26-35,Yes,C,B,D,-137.15556255417653,169.80638926594753,D,1
49,36-50,None,D,E,D,191.44011836634076,-49.86915873584702,B,1
69,18-25,Both,B,A,D,88.39954951671947,-2.414274344992484,B,1
71,36-50,No,A,E,A,280.6474937941556,54.67188742080737,A,0
92,26-35,Mental,E,A,C,-106.24851538681584,-160.45297360306205,D,0
73,36-50,None,E,B,C,-54.62060652471297,9.142433701711452,C,0
72,65+,Both,C,B,E,-42.78749518759467,31.855661046701744,E,1
44,36-50,No,E,C,B,83.48577576108218,-110.05877083664205,A,1
54,36-50,Physical,C,D,B,141.17917329909034,24.033382696293142,D,0
37,65+,Both,D,C,A,-74.21089933961387,-55.09843267922096,D,1
38,51-65,Both,E,D,E,-35.49980760890764,-62.68168840513518,A,0
48,51-65,None,B,D,C,-27.811330371299643,-66.98565678628347,E,0
49,36-50,Physical,B,B,C,3.0454187963499817,-21.51455990162277,E,1
80,26-35,Physical,C,A,B,-24.127325139015056,-64.61111919968313,E,1
88,36-50,Physical,C,C,C,109.25272052876886,9.347648035537896,D,0
53,18-25,Both,B,B,C,75.23207601591432,35.36767826375038,A,0
29,65+,No,A,D,B,-21.061765264660405,-31.97873468027874,A,1
69,65+,No,E,A,E,-21.037922495486566,-65.04925944273081,B,0
96,26-35,Both,A,A,B,68.61031931809369,79.75706651426374,B,1
93,65+,Both,B,B,E,-59.62310192082576,10.327407603437885,D,1
70,18-25,No,E,D,E,274.1877362938785,11.265211241361781,D,1
90,36-50,Both,A,B,D,-4.529145724797885,-20.32218022128749,D,0
45,18-25,None,C,D,A,-158.47732639655806,-36.08828782787107,E,0
93,18-25,Mental,A,B,A,-85.65095469666217,-28.777663416277942,D,1
40,18-25,Yes,C,B,D,-62.09356853226144,-137.8315915704655,B,0
60,18-25,No,C,E,A,-14.866988890019128,250.19683363944353,D,0
48,18-25,None,C,A,D,-304.17976344462215,56.679249839745026,E,0
22,51-65,Both,A,A,A,16.529684885965366,-121.45798283971283,E,1
19,51-65,Physical,D,B,A,-122.80540851490724,33.40470623752652,C,0
33,65+,Physical,B,C,A,-95.36177629776111,-31.58511245125907,A,0
29,51-65,None,A,D,A,75.89969692048449,133.70882847123997,B,1
84,51-65,None,D,D,B,88.44660190620857,-55.36630898493387,D,1
87,36-50,Both,B,E,B,-102.4956702226193,-90.97301005603666,D,1
34,36-50,Both,E,A,A,137.83623063696464,44.13984083344818,A,1
25,18-25,Physical,A,E,D,-179.6663812655414,-48.490683889218914,C,0
51,51-65,Both,C,C,C,-12.653162042805146,-95.92625291588945,D,1
90,36-50,Yes,C,B,A,-22.809543525782047,-122.8208461454831,A,0
27,36-50,None,D,E,E,174.17662268185856,45.72343180723997,B,1
83,18-25,Mental,D,B,A,-178.95584093992224,15.718859224212137,A,1
21,18-25,No,C,D,D,101.42810335676648,-93.063726047186,B,1
35,36-50,Yes,D,E,A,-4.35153198220955,-151.75359702669928,C,0
60,36-50,Mental,D,C,C,162.92537416067648,-74.9528159037906,E,1
95,51-65,Mental,E,D,D,-111.17127965387978,154.91781337769484,A,0
25,51-65,Yes,C,B,B,79.13017379812871,-131.50954712833115,A,0
61,18-25,Both,B,D,A,-7.4183583791125125,112.52708006835167,E,0
20,26-35,No,D,B,D,67.44552078950534,-35.66962769539452,E,0
35,36-50,Yes,C,E,C,55.33358875236636,81.00302033636018,E,1
88,65+,Both,B,D,D,-42.15996271719808,-47.02538254691751,B,1
47,36-50,Physical,E,B,A,-2.293615595531686,-79.11219520881941,A,0
29,18-25,Yes,C,C,E,41.9116885498952,-92.15786578328827,B,0
54,51-65,Yes,D,E,E,-166.58883878901142,58.683040652762145,A,1
37,36-50,None,A,E,B,25.4843298333229,-143.27119187855018,C,1
96,65+,Yes,E,B,C,98.73982359957704,-38.70851718973381,E,1
48,18-25,No,E,D,A,86.22388308703977,4.44658191717451,A,0
47,18-25,Yes,E,E,B,142.87309304587495,-67.19797696504267,C,1
37,51-65,Mental,A,B,D,-1.4343787914343706,108.50255105784198,C,0
60,26-35,Yes,A,C,A,75.64655739671475,10.950800349532942,A,1
85,51-65,Mental,C,C,C,-55.017407150640665,71.7330203836305,E,0
49,26-35,Mental,D,C,D,-25.777458537977733,264.38821892501824,C,1
36,18-25,No,D,B,D,-115.70064856025215,-198.17585258174714,D,1
91,26-35,Both,A,C,A,67.04297376582403,79.07904025456912,D,1
72,26-35,Yes,C,B,C,-22.6470569784406,-27.63339707602715,E,1
76,65+,Yes,B,B,C,-82.10628125494738,64.19834557887874,E,1
62,18-25,Yes,A,E,A,20.116634484529982,216.17990800274822,B,0
55,36-50,Both,D,A,B,41.37983171067526,74.39797970677819,D,1
