Gender,AGE,age_range,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
Other,38,65+,148.06348922439227,-89.72620356984,D,89.3449903979958,-9.952332751666091,89.0515425192027,C,18.598776486011857,E,B,-141.89502500931818,A,0
Other,59,26-35,-17.289701218717504,161.6625216560793,E,13.143758631460756,-173.28654432368484,162.76360755487173,E,34.19008456515966,B,D,-128.38703858212435,B,0
Female,78,51-65,-15.695055142441138,236.5500064770702,C,42.39149543871911,-22.05240532103824,127.74847681176311,C,110.64007328873562,B,E,-175.28426074714304,B,0
M,61,18-25,33.56720936747439,-224.84436158609503,E,-39.50613672091289,-1.9709346992989811,-38.70204577216385,D,-27.625509004632704,C,B,75.85008703410622,A,0
F,68,36-50,12.914144283796809,-101.64238106430751,D,28.84351601760111,116.25890054716903,220.4538894668275,C,49.761648077370396,B,A,38.298412422590815,D,1
Female,47,36-50,-71.74439609211213,29.26564773040762,E,-180.4273081742545,38.41239483914432,-20.896098187953616,A,-28.969684928889457,C,B,-14.109316592421854,A,0
Non-binary,63,26-35,-84.75281635729976,32.0216616334583,E,35.42736409644864,142.73788573248763,-51.90790207515922,B,81.31815654969084,D,B,-93.44668911373829,C,0
Non-binary,27,26-35,-2.1747105185932933,-90.18950695892853,D,30.584035134748998,-122.67132403629606,61.949787946996956,C,-164.18046792515847,C,A,69.84493749124421,A,1
Other,63,65+,222.3920383967577,113.85460390535744,C,-82.13320440541364,93.51877529956049,29.634377188416828,A,-94.01644748393333,D,B,77.89146679361463,A,1
M,63,18-25,-14.010909837527352,-25.5052357235597,B,-185.37306910508244,85.0498986859793,-198.93597778553163,C,-19.498339092719238,C,B,78.00228433128584,E,1
M,62,18-25,-121.47149898783223,-136.9579972131568,C,-37.94271343701112,-8.757455339449205,71.25649064275322,A,-74.4366481469965,E,C,-5.149446790685022,C,1
Female,62,65+,23.142101695899363,133.5842763584986,E,-226.8057064055481,-89.38084923750326,6.153993499652459,A,-97.0064831872328,D,E,-2.596910836513629,E,0
Other,20,65+,48.19061643114117,63.212633009907584,C,-72.77311046083787,172.96340030700955,43.60268639193009,B,-4.068705205739541,B,E,-159.78568016579064,D,0
M,64,36-50,4.781233759634731,17.214395580409807,E,-104.85890052381535,-48.166801375047214,-48.30772940317709,D,86.91236651341414,E,D,20.377643299358056,E,0
F,50,18-25,-136.96242846397325,-32.15174203825315,E,9.872521091023811,-41.92064317054851,72.85709281965954,A,-90.37132991101146,E,E,106.58873350747898,D,0
F,44,18-25,7.841655908004396,-37.31693475612794,E,60.4089578651681,-138.78706089904844,-153.71904730310507,E,-87.7118343125586,D,E,-30.18367114588618,A,1
Male,57,36-50,-103.55272785992472,25.622711955783785,E,-72.47287901801442,-62.87028918411135,64.76102384295874,C,28.73186178486587,B,B,49.31924436326352,C,1
Non-binary,30,18-25,-158.6489206861156,-20.86266566959234,B,34.730765792617746,48.556957279000144,105.54649229526525,D,-20.268148308765237,E,E,-25.613909325878577,D,1
F,31,51-65,-30.984903805022153,-14.193488148423716,D,68.9245376938319,144.8322826261202,21.605061666922936,D,-32.824930087772856,D,D,-68.01349685510564,C,1
Non-binary,57,51-65,-61.03060468152497,-96.35622463471178,D,-26.818049723323096,-129.8661962407496,-29.883887438397267,B,58.60241794445115,D,D,23.016633283610865,D,1
F,58,26-35,17.676674337156182,172.262584875511,C,-164.57845155653138,-57.47811543095915,125.37038108056319,E,125.00037393356804,A,D,15.728752302049825,A,0
Female,49,36-50,62.61159388406761,-57.00370105290011,C,-50.686316184323445,67.399872447583,-137.1755317520724,E,76.34480643323775,D,B,47.47184114437939,E,1
Other,46,51-65,20.925170538269516,-37.76425569869416,E,-266.9290580026268,20.76808218345232,-77.857146403489,A,-55.16306295090786,B,B,-83.07490617408608,A,0
M,71,65+,-15.550758619658456,118.46567670036121,C,-31.35793826284053,32.21357545393873,-328.1015364361254,B,-33.58437340239484,B,B,60.24841587686499,A,1
Non-binary,28,36-50,-30.863907412592457,-2.7254452406627223,A,-203.35816348243227,-154.45630197567314,-152.21319889101753,C,-18.30844345782523,A,C,77.18554884104556,C,1
Female,49,51-65,81.9422090007178,111.34813319910573,A,-45.875301392804055,140.23140815414808,-69.5638980419505,B,81.14071743754528,E,B,-31.839515515449047,D,1
Other,58,51-65,-189.87699170314428,109.83811852845034,A,-172.02790614513233,74.08948183351444,-9.546432495476108,D,-76.60019984443119,E,B,14.750108192736716,E,0
Female,45,18-25,-94.59498082505787,-125.51328400719319,D,-114.10930812990152,54.53944266016577,24.12565349711995,A,114.99207642307393,C,D,-56.66177806194453,E,1
Male,76,18-25,181.23814219588652,145.98790913325223,E,112.30375641963599,-216.7148635933462,-52.30021148329719,E,-126.94503642205225,B,B,45.58033660672927,D,0
Non-binary,20,26-35,23.69064407828035,108.33234396720819,B,-180.81078087737814,44.539405238962274,18.244945461839528,B,-4.319525840502662,E,C,74.87731313867243,C,0
Non-binary,40,65+,-23.63109020692051,100.1794844688249,D,127.48083304883563,-231.75995479328373,-4.933159001187995,E,35.90823299128154,D,D,-14.619082143574461,B,1
F,42,36-50,-54.33314530509487,84.23679724137875,C,68.85114069809381,58.95084869175269,9.191014426723514,D,-185.75986325218918,B,A,7.883194131636624,A,1
M,52,18-25,75.11570652801662,-196.51231838213934,E,41.42728357485076,-94.33024542624125,59.74065663583114,A,40.39269600136792,A,C,-15.147903667269839,D,0
Female,42,18-25,-105.85809343216425,-18.089156011511136,B,143.95234612494917,-3.1620580084236787,-56.108502655331996,D,-141.76247624906583,B,D,137.69927145381124,A,1
F,41,51-65,13.296583034581646,-14.330951554468552,A,191.22286997315447,-77.0838209746752,-35.77805021475452,A,44.65853025109111,C,E,-87.9046734695278,A,0
Non-binary,18,65+,73.72309010925346,-54.949292478127454,A,62.12838733383993,138.1946144512002,125.50834568757038,C,7.839210108701133,A,A,212.39485303245397,A,0
M,29,36-50,20.700684108341864,48.196461299296125,B,47.429709934357334,44.23618740737304,-70.10434137828504,B,-177.79071197394634,D,D,-24.092498655150326,D,1
Other,66,51-65,-55.83575396613353,62.55017758096012,C,-25.121028860272233,-11.49141036473759,3.13437247027173,B,-84.44189861042125,C,E,87.86532778726088,B,1
M,20,51-65,-81.6972685941897,55.76576916582542,E,-90.70852786271058,-82.3529333618045,45.28792394059686,A,48.52751079624949,C,A,-146.62129863923562,E,0
Other,71,65+,-5.200933227952387,-110.52218673392429,C,-130.57481471554414,-38.99220177863269,-50.73923772349841,C,90.74054548428286,D,E,170.63730032390555,A,1
Female,56,65+,89.68706785162435,-113.45125034311889,A,-55.89060040084971,144.9040766713563,-36.98194846788869,B,4.834455970755261,E,B,-112.51082641250969,B,0
Female,65,26-35,20.721645023828835,-19.195627306741592,E,-85.0662067820313,43.1292896752142,-128.862424722708,E,-55.0319560190155,D,E,-138.6000094006685,A,0
Non-binary,28,26-35,94.19840261476321,-62.73031510560604,D,131.58835276531485,-8.708391852737957,-71.93434646966111,C,75.7610054981546,A,B,-20.33218951891105,B,0
M,69,18-25,98.30460707639948,-27.242797691138794,E,95.08855538683704,-104.3886567596112,34.79751202397324,C,-7.565156534257126,B,B,-12.924559823765671,B,1
Other,36,18-25,-22.84044898618046,53.95038394736519,B,68.18965370003212,-61.22303750153474,-33.67007452083446,D,12.588160264314977,B,A,-27.204498368395928,D,1
Male,25,18-25,-53.36362910463954,-176.51115626057774,A,114.15052541789554,-35.26466839789595,7.717333542696239,C,134.30959569924215,D,B,110.29631027956925,E,0
Non-binary,41,18-25,-157.77375330294984,11.625202204018137,E,-45.56004030751682,-165.3454311768496,24.83495945925104,C,106.70327224821703,E,D,-17.712754515008143,B,0
Other,77,26-35,-36.45648940955438,-60.929154558516295,A,-87.56289199835096,144.70145688481196,138.05711394590773,D,-168.3694123213799,C,A,10.368721294010085,A,0
Female,50,18-25,122.75648786760208,73.1114419084267,A,49.642630730092854,95.48436115692964,1.6762727203379277,E,-22.77183180730584,D,D,0.25837299354110105,C,0
F,73,18-25,142.13589159893277,-164.53564666220797,A,18.740949323888124,-7.5385987376297505,-143.52319156608436,C,140.0103406846801,A,B,70.02905749754935,D,0
F,75,65+,7.2084263603872465,-7.951833899112678,E,97.68163140297415,126.98287965765691,47.675877573911386,C,4.003145963109031,A,A,-51.40185616130354,E,1
Other,42,51-65,36.342113522405455,100.59224896781865,A,-15.81304507864525,97.50830777525402,28.312612924994536,E,-142.64674606253277,B,D,121.31814049633422,D,1
F,75,65+,42.950772380374175,40.619542455490695,D,16.233507917404072,67.76482617525481,-56.4926780083234,B,-170.56917184277484,B,D,-7.820671391028148,C,1
M,43,26-35,5.754001122486967,153.73754543054702,B,42.745464269950986,-131.01890126092758,5.04131605635864,C,-35.90700141225115,B,B,-86.17814690837608,C,1
M,56,65+,89.12116700471991,-154.41965557343573,C,23.00708028564313,99.63839148973744,7.44358616724025,A,36.38207907277189,A,B,79.67379924558571,D,0
Other,53,36-50,-203.41613148684525,137.48548211267305,A,-90.9905641851509,-161.17491927972105,99.30310131081819,C,-107.54712838407426,E,B,-50.46354449426379,C,1
Other,74,36-50,-25.649951842939906,40.654628839294205,D,-77.87173161532554,42.547920654506505,50.6768553566507,D,-15.38114692064384,A,E,-149.31597796403216,E,1
Other,33,36-50,14.573666833815208,-8.791032231659955,E,246.81092750102485,-9.127986259596051,25.797189661900173,A,45.98550008342972,C,D,-2.0561547596560645,C,1
M,56,26-35,75.49796110185245,-214.1070851103566,C,-77.42080032454083,-63.46976771119285,-30.89332982957323,B,-43.657604000991725,C,A,-48.61674423479304,B,1
Non-binary,25,65+,30.927587110409803,-37.5755856783946,B,-8.178892529537267,-23.752124251535705,-111.70649074366132,C,13.586474717510432,C,E,115.334728084785,D,0
F,34,51-65,234.21053276110868,-38.73867256392705,E,-13.182368944381997,-132.73485209167814,-153.28494543201597,B,-45.14477093432478,D,B,139.01134838501727,D,0
F,53,51-65,130.45132346878404,30.89566766537336,E,10.791068579950464,-22.88774865777974,-85.37945445628962,A,-58.28511207398047,A,B,-76.3107153827855,D,1
Male,39,51-65,-47.949931595843545,151.36258340688613,D,154.4542589047101,-8.705750334202866,-103.69346872445956,B,-82.01897390407912,D,B,59.29585999123251,A,0
Male,57,51-65,-50.504071082169354,-96.52908409791283,E,-54.16833656643437,29.746174772826077,9.168668480362765,B,21.919964179608765,B,A,25.327389519948046,A,0
M,68,51-65,-4.332966957747923,308.7382442384482,C,-93.23832624915568,-135.97840270687868,-65.69842940957639,C,-126.32702527550512,D,A,6.958012640584705,A,0
M,29,36-50,59.77654619217372,68.51442344996916,A,120.57730587436113,-139.3236707644814,83.75920846528383,C,187.3148912049363,E,C,114.84125657990674,E,0
Other,54,26-35,-146.28284638912183,137.61492442306115,A,-64.42035268560016,99.12284069035054,20.76062848609257,D,-13.990978023156078,C,E,-55.24783493209872,A,0
Non-binary,66,65+,35.257216638494654,-38.30276551209071,B,-36.054723132274525,-99.50827270263767,45.88330739523054,A,-12.30204999334316,C,C,-53.85870238793123,A,1
Female,78,36-50,88.5976871995289,69.62560522026385,A,-9.059298761821347,-113.44318808077014,-130.92418471817288,D,143.01538254286126,E,A,-82.38767594102094,A,0
Male,72,26-35,-50.93540711703475,-89.30158491879236,E,105.7353215766313,-280.33487774939465,199.50247878077582,A,-7.715715638428319,D,C,-34.8117304278711,D,1
Other,35,51-65,60.20181797793226,32.853324467981714,B,-151.8385772191355,-151.2150410982254,157.3154987196538,D,-38.36867551035476,D,E,-3.0296393529680867,E,0
F,46,65+,146.10243056913117,-130.1560060804431,D,-93.05874375798624,59.12770077851294,301.54441161344255,E,40.45828433486812,B,B,146.43226682041964,C,0
F,38,26-35,108.02841161270231,-23.16214758870658,E,-165.62420629934113,2.406393355073214,8.665629938039098,E,-79.49532261934007,B,A,-9.652759305086013,B,1
Male,58,36-50,144.88119120489924,52.223554059218415,D,-37.61338968142516,-115.92903640111918,-75.05882570430006,D,-58.160837439596804,E,D,-29.243231409603897,A,1
M,77,18-25,104.9742609705459,128.23763809130804,A,-18.402250758558292,-124.06063694119693,-9.105799413600439,B,41.42791057792455,E,E,-4.246486321132737,C,1
Female,37,26-35,208.05993036486495,190.1508660132755,D,58.2875831387916,-126.4578839567833,-30.121711414684476,B,-50.46976520994693,D,C,-0.1954487696096851,D,1
Non-binary,62,26-35,227.60507369456784,10.333390766626328,D,-92.50327747605387,115.65785409985622,143.58129435747665,A,32.655152755140556,D,D,50.994505904610655,E,1
F,42,65+,49.05230254207307,147.9193270212814,A,10.416951810278059,-94.51919722319307,106.5094048676394,B,59.4737680625193,D,C,-80.0359299073367,A,1
Other,57,51-65,-70.30248421966034,169.55830662271805,B,-24.372368194098428,-207.1363024301653,52.80741892816169,C,53.45209842246776,B,A,-63.55641774389858,D,0
F,65,26-35,182.75114009904266,75.18922486251327,E,-6.40730783851307,2.6639028137291034,39.21283318353388,A,54.9943437348629,D,E,-50.77010471779367,B,0
M,60,65+,55.00204165101882,38.402826980834014,B,-103.14272355036573,-185.91326365408426,-145.8865526503977,A,20.42179313603385,D,A,-36.132109554384556,A,1
Male,44,51-65,236.4035890067075,-8.184897636862026,D,43.52360567995001,-47.58723567771716,-24.897537573949748,C,-124.56793976541644,D,C,-120.09068007971923,A,1
F,60,36-50,15.702479548355258,-48.358900079937555,E,127.98003656651942,43.47734594541197,-128.87278694905038,D,130.47935724026266,B,C,29.989513216309682,D,1
Female,59,36-50,41.65198758929453,38.86745486504556,C,51.01148610934655,57.55280070874218,-60.68875419848896,A,-54.923027657577286,D,E,35.61522622558645,D,1
F,68,26-35,3.014740090692329,93.69866915448037,B,61.49432013297,114.61450472387837,29.131841247321365,E,54.30784472412648,B,D,135.4737869238461,D,1
Female,67,51-65,-146.26400363532179,163.7412649581182,B,-45.627715708267445,102.533613381131,52.6117300147219,A,17.19311310558269,D,A,180.0731013107648,B,1
M,30,65+,-53.66654269232325,-67.84913259941571,A,-224.4619515421762,-73.11095623783727,-63.68510037811475,C,-10.442577181938148,B,E,46.99504808070021,C,0
F,68,51-65,-19.693792701130743,-142.0436482844462,D,-42.32647006563865,1.8620369523456777,-37.1093088220954,A,-81.44741933731149,C,A,37.09737407989837,D,1
Female,78,51-65,-73.78876444466609,88.19279430818233,E,-12.912854095891083,-89.5848884674473,-104.11110040677616,A,123.74138796215655,B,D,-51.902232908319355,A,1
M,73,26-35,-52.84564961686977,64.08995711230807,C,-92.55665135051386,-12.981807561258336,-44.09828304128946,E,15.752062053576859,E,A,122.70721117380512,E,0
Other,56,65+,53.98904458410201,6.658482411629572,C,-26.03829725037495,-38.5979171722417,-105.03525969057857,E,56.12391925399071,E,C,113.42339391308185,B,1
Female,30,65+,-32.717149843162765,155.26605546183595,B,14.99137959848066,26.277311506635577,35.65652477121497,C,-105.90624813075648,A,E,64.69900798762252,E,0
Other,31,51-65,185.00843773627918,-7.9104357836379755,E,-7.736951147867216,-126.20980271580441,-61.4842613074337,D,-113.67210043280569,A,D,-47.134979283108045,E,0
Male,40,51-65,21.600208204160403,129.01019637081038,A,-132.02250226573514,-84.25195795285562,91.78816865788492,D,63.05033334249366,A,D,-30.141938224766328,D,0
M,63,26-35,10.58970490532087,92.62907027395939,C,-11.372184289018303,-66.74036939657114,40.70417424980905,D,6.4615097636478405,E,C,-14.81827446883559,A,1
Non-binary,23,36-50,-88.67323208997692,-130.2346043859252,A,-50.43227824755594,-86.52883059952646,104.35544713931554,A,-108.55968955257464,D,D,-49.095683191947735,D,0
Male,55,18-25,-13.84199426675041,-50.27668048614492,E,227.0652013403907,-54.226055371078864,74.73154128930386,E,78.52796870174706,D,D,124.40908694780597,B,1
Male,76,26-35,43.76441622867526,22.36189707166267,A,214.8589891691806,-139.70703829110084,151.6203970080001,E,-13.18934254465153,A,A,-162.91131323221825,D,0
Male,58,26-35,-17.28856365704125,-251.96421340507285,E,121.25453565059078,-37.54619522941718,271.8030019585814,E,54.78797914572768,A,D,24.8558835228531,C,0
M,74,36-50,155.33686022149536,-127.56282068840812,D,-16.118163446380727,-93.86263748605569,141.54692764742873,D,143.64823126527133,E,C,83.13929325882833,E,0
F,40,51-65,-104.80727458377426,-46.303354683792236,D,19.251102571752437,45.25436168700032,25.584893073118465,C,-48.29583888675982,C,A,-146.23469583597551,C,0
M,40,36-50,78.35230436805912,-162.91108062507195,C,-2.622797743996804,205.68052749387053,5.638217834208955,A,-163.43871990638058,E,D,4.1847245949502465,E,0
Male,77,18-25,123.65773801671895,30.666950345349676,A,181.27964538560082,-129.24342924143752,-109.53181233467969,D,63.87699485983324,D,D,32.0495837067327,E,0
Other,29,26-35,-74.08357207316668,46.40832775357171,B,-169.80846908557666,-3.1588083289100144,-121.97941806985759,D,-62.28061467268582,C,C,9.637534589760268,D,0
Other,79,65+,-2.9374700098273214,117.64892249796786,E,-10.802771190483035,24.061012093520123,-76.43866230923145,B,-83.89980185697583,A,E,-78.02547258910818,A,1
Female,34,26-35,-204.18416584164723,115.7100747248603,B,-54.68701859775227,178.59911334239996,-48.47098907241599,B,-59.78577029813111,A,C,-171.14462598137243,E,0
Female,61,36-50,101.28572736849675,-36.20148644128924,A,49.19514023435161,-53.28298644208519,143.76504476362183,A,-15.882757690398744,C,A,3.7064582781716244,A,0
Other,18,18-25,79.50243220768668,-5.566054746417223,A,-92.79706372189506,-16.97801992056109,22.848113076485856,D,-89.5462935886465,C,B,-91.05687245055594,C,1
Female,52,65+,105.73014122216004,-192.97479414530568,E,46.854825022266105,-42.52733206220039,-178.68025390499878,D,3.864283349631312,A,A,182.88603199081152,B,0
Male,61,18-25,100.36949518539163,116.49998711989076,C,38.06095804063147,46.892040911470914,-17.424634768187282,A,-65.9929628905471,A,A,45.0722487761441,D,1
Non-binary,43,36-50,-36.41580299657579,81.56646391425879,B,144.41981350807967,-124.60900299593274,138.47566096112365,B,-66.56606382120918,D,D,-136.17078559627763,E,0
F,28,26-35,-112.09373412074581,17.292490786670104,E,-84.38466706475336,-141.57316262960202,-130.16074726686963,E,127.2539763835675,E,B,-103.34698974784831,A,1
Female,18,36-50,-17.536019394783587,-27.201203618724602,A,-40.74558454228783,51.385116472937376,213.98518158656427,B,-61.11212135843114,A,B,18.322542384037785,A,1
M,19,65+,82.17762606954425,-14.450424964262751,A,80.44618026835003,57.320654203137664,52.623515282997836,B,-27.541621289122002,C,B,20.788967325338753,B,1
Non-binary,74,51-65,152.8270693336462,-142.8368503598076,B,19.71228954366702,111.87334566518356,-26.31578528204292,B,-131.92695532904025,D,B,-57.3827787564961,D,0
Non-binary,27,18-25,72.50198551442519,-9.418325785666374,E,22.448798630692284,-80.38650946003514,37.57345719681403,C,117.57148499450363,D,A,24.81258206790296,C,0
Non-binary,46,18-25,-42.54043986349781,-96.4355446537424,B,165.10595872610165,-154.0715600015683,195.53418128240935,B,-198.5660888099276,E,E,-76.22382480980693,E,1
M,19,18-25,-182.35794738923713,98.96576433404104,C,-29.670046810075444,85.44780186956648,-91.95475204309946,B,31.55531756095685,C,A,-95.45878984480434,B,1
Female,71,65+,130.07320084161543,44.26645248832759,D,-21.047135379498247,3.684093543802134,-66.720912967779,D,-67.10656507674436,D,B,-186.33117426633106,C,1
Male,76,26-35,-54.68529378181929,-9.29964250185676,A,117.7682148344382,-14.542646927337758,-61.20174793627009,E,50.574625999443136,B,B,48.55182753321754,D,1
Non-binary,67,36-50,-141.0121727803837,102.18115933885889,C,-114.47447556694537,-47.59452204988437,-109.40030120820276,E,-23.64536691356557,A,A,112.91612849710813,D,1
Male,79,51-65,31.759708096421726,-120.29657135426073,D,1.7396128067859598,-17.058650028195242,81.36517321899129,D,-169.03335770577152,E,E,-69.02265594090854,A,1
F,72,65+,-74.7505086911756,5.0336443539304785,D,-216.32509667202334,265.25153375963146,105.90911451192497,C,5.703094190143151,E,A,-85.41662462497338,A,0
Female,46,51-65,86.90407668732317,29.496035974962474,C,106.44978574430766,-60.364018621736214,-94.48719747074588,A,218.0028011484323,C,E,12.066496742937979,E,0
Male,23,65+,17.731273317308506,90.59763287519748,E,94.46869969617998,64.83308819214874,-179.4048584038569,A,67.79986051935644,C,D,-4.224220693726552,B,0
Non-binary,75,36-50,117.10219600993396,-145.32200537419126,D,-209.68224240061537,-102.83913250113177,81.98076958740734,C,-119.13114123557219,B,B,112.85254596755165,C,1
Other,30,36-50,-132.64528730044466,-37.66722960387324,B,70.76678854670683,-94.3430515557736,-39.74376804191472,D,219.5669917730911,E,B,-104.15554314952085,C,0
M,40,36-50,-181.55993477094904,-91.95580501629749,D,89.53120803692246,-149.53464604577863,349.45871036623635,B,-59.708758012737505,B,D,88.59792580563104,E,0
Other,49,18-25,30.688346849624093,92.83761905392231,A,101.6269307133862,-32.22453151694431,20.592688804256436,C,79.19975798781407,D,B,168.88252065970153,B,0
M,52,65+,75.0784076378075,127.10127553422146,A,107.70059391592464,-129.30073568682775,-86.01089095199525,E,-57.105486315376865,E,B,-11.969734967670123,B,1
Male,26,36-50,-31.46369055946626,-4.269761403484094,B,42.38987791028986,266.3853022054731,109.39462028573746,B,84.76050490986555,E,A,38.91265833094762,D,1
Other,67,65+,-16.638046859892803,312.22473860476833,B,14.382485835645936,61.373924983835636,52.50805678389264,E,108.8915349569898,A,D,32.39195945637734,A,1
Other,65,36-50,-12.998329915126112,-104.25732115394774,E,73.90798110726674,-25.352916555942688,-335.3659959463591,A,74.74038849543214,C,B,55.592761776475875,C,0
Other,37,51-65,-107.98994915183006,-23.269956566848965,D,-69.22346237343294,-32.725366839408544,-51.456164015391096,E,-258.77276731496994,C,A,-61.12146433441712,B,0
Other,43,36-50,-34.43083483801996,171.75445874344553,C,53.08947540975755,-28.20281666352947,134.9711229465655,C,-90.72801873385542,B,B,-31.90915266327346,E,0
F,54,65+,-80.10361643147733,-28.954286451543464,A,47.86961923080489,-49.43374745038901,4.839718429434218,C,-275.16544217583834,D,C,38.28358178138862,C,0
Non-binary,57,51-65,47.09201070947488,-22.164879638097013,D,62.246259929740134,-24.77500867559222,-209.72483217787382,E,0.7730408482226057,B,B,156.2061161098668,C,1
Female,53,26-35,-196.10862096890867,-29.710598528131293,A,26.242610944491624,114.49750185378105,107.47647170920015,B,-47.83775512794793,D,C,34.315397290581025,C,0
Non-binary,40,65+,144.90544616433226,-2.756856742373948,A,-64.3933945070506,-49.57462367153258,5.942171654930905,B,99.85998874589599,B,D,-115.01576259564057,B,1
Non-binary,72,26-35,21.582472342419866,177.66069017001408,A,-84.90357830257952,-149.85632388122505,-51.974069619649754,A,-162.60470543952522,A,C,-162.038062159222,C,0
M,59,18-25,-281.62401655205986,-68.11548061047027,B,101.53425398546429,146.44827055741786,40.04535299603732,D,47.18958110922895,A,A,-80.24731092401366,D,0
Non-binary,55,18-25,-116.80857109571885,-182.02932137339408,D,-20.48862002243896,-106.48863334701018,23.849451697743216,C,22.346181581273218,B,E,-227.38724032160977,C,0
Non-binary,27,65+,93.52511619549047,-186.5688321552454,D,-59.94928070157467,33.89679649968256,6.698235248235705,C,-5.323409590213114,B,B,13.078667367177369,B,0
Non-binary,71,51-65,-81.39908092566867,227.07496434455234,B,18.281083368380397,-105.23693673096824,-101.86712667958302,A,15.892255078856374,B,A,-122.02568448991369,E,0
Male,28,18-25,6.214222899003537,-11.927124226861254,A,-65.83264795239634,-110.84227347857613,-25.992446555304326,D,-98.99483269420297,A,C,71.39337803606513,B,1
Female,75,65+,14.625955512315535,-115.55059618088521,A,121.80531717244496,24.13261624343361,57.63961898368956,B,44.414196893589484,B,B,17.312845922515685,A,1
M,36,36-50,-84.03647868696305,-208.47011306356626,C,-85.52532751262139,1.934371881063755,99.30701534806595,D,-43.49384200239703,E,D,-146.8052309164716,D,1
Other,76,36-50,82.39639586308334,-15.851514457657073,C,107.14286381171483,-103.3581854560687,14.96204555294996,D,-40.89774943322713,B,B,39.49495013980131,D,1
Female,77,51-65,10.502290462386418,-24.97217914798484,A,-26.43537452020368,64.67647850854102,-70.52972706836421,B,-61.240189062692316,C,E,-95.94027815687318,E,0
F,48,65+,-64.4561736282106,120.35837342157316,E,-268.09098805356075,-2.9809321941472464,58.88909880331402,A,-35.096915390019696,D,C,8.476571876259605,D,1
Other,25,51-65,-7.598950369691648,-41.807121319991396,D,-17.295684775766222,-133.83776695210662,189.5956580195993,D,72.32543715985085,C,D,78.8520101054725,A,0
Male,54,26-35,109.9320804979403,-101.56359529726721,B,51.12846050126002,-17.98162154097465,-176.6674454834729,E,-68.67025778842054,D,A,-28.24153131779156,C,1
M,38,51-65,-149.48372516555582,66.83787395410155,E,29.636775011571004,151.68832104546627,12.26020119635684,B,-97.93458862293599,E,A,-16.92551248322997,B,0
Non-binary,74,26-35,16.757563803642512,212.73428572184264,E,85.79443947427336,15.786533263003749,-199.9723872594185,C,-50.296430537882294,D,B,-68.5353498567023,E,1
Male,57,65+,-74.29754528188491,124.47620193276315,C,-68.2247409079206,-216.04305453986493,-191.09046346918618,B,109.52766904942757,C,B,-12.163504791819324,B,1
M,26,51-65,26.93996262630634,44.05994874664841,B,40.723166272339554,-46.97375863210125,146.37126794621292,E,-191.43836507223483,A,E,8.917525798541917,A,1
M,20,18-25,-54.97497122257787,-88.21244572138289,A,-110.15012938428792,-59.32909640564715,48.39712536241303,A,121.66202706830336,B,D,53.51150702104821,A,1
Non-binary,55,51-65,-18.252838713067803,-86.43335331331635,D,-67.70204969156322,51.495698925108826,121.48842205230774,E,182.20464927874139,E,A,149.98123603208117,B,1
M,35,36-50,6.035039857947598,-20.317384166558323,E,-55.54529833111167,84.16880219222324,13.836126032497898,D,137.0238865084573,A,D,78.74151911229316,B,0
Male,24,26-35,-68.9004700436533,59.08841625330775,C,175.8969519165092,-63.971472392266115,-55.773995984960756,E,-94.59831667071154,A,E,-204.0939611370779,E,1
F,46,18-25,-38.52508517019363,-122.78640303535626,D,125.95518476797842,-85.49811895367041,-74.62462121249109,C,56.95238707662889,A,C,54.96463960085494,D,0
Other,27,51-65,-56.98176172533653,-175.60484965880136,B,48.455863601945026,33.27628152115757,20.217454025028715,A,-91.33184573288551,C,B,-120.83144458222397,C,0
M,55,51-65,-94.46805157809152,-78.8688489344174,B,-147.26897364337918,53.243496727605475,71.23294634652255,A,218.76489467300416,B,A,-21.681576053356167,A,1
Non-binary,58,65+,43.96882805653697,-159.19184051091284,B,34.032925727644184,-207.20004689796804,43.34440188248749,D,-165.73682427454162,C,B,112.72434114647287,E,1
Non-binary,20,51-65,104.18652442156473,-150.54864995485744,C,-6.986296764208555,0.9601501526262901,92.05433747980612,E,55.70610556036465,A,B,-55.90517113481492,B,0
F,44,51-65,-103.75977158122834,-110.81782486832475,D,-163.7481093703221,67.77696600176154,-130.68261190515437,D,93.95975980299345,E,A,-40.33672783942851,B,1
F,57,51-65,30.06685930702701,279.1213834968257,A,-27.30492933783994,-63.451058124721484,80.54808325219565,C,-51.846954517589616,B,B,-265.92382036913693,D,0
Male,39,26-35,-181.6889522066589,159.13297649779287,E,10.73155240918524,-72.04401717498622,96.17538177485494,E,66.31641273024924,A,D,11.626037009896033,A,0
Other,70,18-25,-140.86530398923475,-85.96464396464091,D,173.79402681058457,-101.19878440261671,-150.97450851769116,B,-47.94212739294269,C,C,3.525514051055308,B,0
Male,31,36-50,-31.994673534772964,-9.390339308566174,E,34.36068670526517,-14.679411863165843,189.6443264840814,C,-19.191386672272884,C,B,-126.85887785660432,C,0
Other,35,65+,9.727445797500032,-45.82200448062902,D,258.6226488387598,-105.06131608969065,101.48720502742987,E,-42.04391576379084,E,C,42.925118668145885,C,0
M,62,51-65,-115.21277786247562,69.96313528008268,E,-70.63658359999633,48.14362422065109,142.3162771110865,E,-11.470665266375438,C,B,-82.14352202292804,E,0
