SEX,age_range,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
Male,26-35,B,E,36.74177807785796,D,B,-69.23393283625091,-42.374640057774556,-210.0971500105432,D,120.06532282007592,-48.49549800173464,E,-20.07119765250622,A,49.004521499788204,B,0
F,51-65,C,C,112.52042412256786,B,B,9.416294413201523,-50.1559993467098,-61.6768816049753,A,169.98776109738418,-24.95781870318527,A,-20.05875581692111,A,-13.460165289336306,E,0
Other,65+,B,D,54.719185933654224,C,A,176.51910896906531,178.92971521955306,39.88854028998315,B,-6.540084785155112,132.32707613393555,C,31.159426377401534,C,-248.45523902593607,C,0
Male,26-35,B,B,-29.396662850934856,A,C,-3.4270159596317864,4.009437590011973,145.11961228736288,E,-205.35642744699322,-20.122423729294706,C,-28.688428635002893,A,44.58828050516161,B,0
Male,36-50,D,B,66.71524441500935,E,A,-21.793074429678473,3.745564113370372,32.87820285171566,D,58.326085820072194,-2.6952091336998043,B,-62.66159431923278,C,128.92833370930975,D,0
Female,26-35,B,A,18.914478923785378,B,C,95.5582539219326,6.763111139098813,79.7943798784806,D,-197.32508367298527,-251.51065212540385,B,-66.48193717061956,A,-116.18851182542387,D,1
Male,51-65,E,A,-11.259972630982654,B,C,-214.48128083017747,63.25433066079995,93.99940597578428,E,-188.44900195011155,55.189602066723076,C,-48.23453767174026,A,-141.08201774049485,E,0
Female,51-65,D,C,79.78341400814418,A,C,-59.245641170422545,116.64168527077932,-87.1385747852299,C,256.445379098025,39.916976461309076,C,-105.77866556794196,E,12.33304267039635,D,0
Female,36-50,E,A,121.80101802063963,A,A,-50.28760736813821,-121.55703188616114,-71.36766699965452,A,-30.102316701929187,40.49040537587486,E,-167.47694105491001,A,-27.217506320566436,C,0
Other,51-65,C,C,-82.45176287425296,C,C,-117.2190929457222,107.90523569527721,33.946518325637385,B,51.80857191329123,57.494326739676346,B,52.45690588279357,A,-170.72346791490506,C,0
F,51-65,B,D,162.13618950536707,E,C,38.18166527077178,-18.570724673349773,42.732476607421646,C,23.264069499260877,56.54811743258674,E,-51.00011858312139,E,158.68317309475236,D,0
Female,18-25,D,E,93.12109838378733,E,B,77.56201481962142,-64.25441886375908,78.43033991197706,D,-59.4989932601471,47.82003561972948,C,167.86913835683933,A,127.08111363117366,A,1
Other,26-35,C,A,-66.09205460150163,C,C,-59.02694571198598,-71.3358448382055,-56.365246795487266,B,-5.66247297650547,-66.9923018328202,B,-8.023585206276708,A,-4.984512656785447,C,0
Other,36-50,A,B,-18.566747984750346,A,D,75.20684998896824,-84.88118624746156,129.07117168214413,A,11.120657903070667,60.696045440983625,A,81.58772348531934,C,-129.83582421955524,C,1
Non-binary,65+,A,E,58.58061171712197,E,B,61.75004186443365,142.07686737896265,178.4294625649793,E,73.14342557265354,152.52361337242422,A,128.48859147751958,D,-17.803491506979302,E,0
M,26-35,B,C,-215.43504638236487,C,C,-34.87407945551185,-12.352099098981657,-18.309550614738065,E,-60.47359947493236,-3.0384557121963964,D,-3.116855892085957,A,-120.2091063020906,C,0
M,65+,E,E,-119.10300436372412,A,D,-0.6294380405359894,-28.31894152422515,-127.2605344622613,A,8.796746109670925,-146.7398313716642,C,-77.92222975048713,E,-108.52671956995117,B,0
M,65+,B,E,-103.72056995526131,A,B,-91.40795556632582,-13.555394429240827,-15.109739336629758,E,-32.25319054284202,145.45784129569515,A,-63.812097370779796,E,38.95517038275448,A,1
Non-binary,65+,E,E,168.56288055027164,D,A,-39.04165461872052,-97.87478772113253,26.907746555027263,B,-34.705466449204295,19.5072807848642,A,-15.797898082713466,D,-40.845125663281806,D,0
Non-binary,65+,A,E,165.81320533848665,D,B,90.45195813643345,55.721409049473955,-39.09168715967641,C,23.664499301041815,133.5628778177183,A,-77.00736325473765,C,48.98515039815636,A,1
Non-binary,18-25,D,C,-130.45215011976376,B,C,40.81460783514621,-245.0957761720842,-183.78039790373148,A,-43.32662845023197,260.83899294013173,E,-78.82273396512646,D,114.35885152273337,B,0
M,36-50,C,D,-145.63150234343536,C,C,-66.89739974118969,-45.86802902757558,-94.74781512834213,D,-103.6716265116519,-124.7014260904878,B,63.03373220079719,A,31.27786785949939,B,1
Non-binary,51-65,A,D,73.71063509024961,D,D,-97.82901342315779,24.480414703262095,281.16530961592736,B,-78.09414257137486,-117.03918700343763,B,-72.02462078186068,A,-33.41692827989844,D,0
Male,65+,B,E,-71.25809620033267,D,C,-7.49857644690946,74.33163315114189,-17.430708347042607,A,2.5979635253579483,-18.857195921634514,C,-21.974171471270086,B,48.595897853617956,C,0
Other,65+,E,D,-109.38046175345065,B,B,-10.682444573986002,59.364340458234786,-101.9592754112731,A,13.303097310120107,163.5865764015167,E,-28.055799108386843,B,-43.13646393382391,B,0
Female,51-65,E,C,39.1475597216521,D,B,122.28755874188512,-29.458098490824476,-53.70599671741919,E,35.894650960619856,-251.17477622210149,A,-185.19270505176527,E,-43.474107428269946,A,0
Female,36-50,D,E,71.03710031255358,A,C,-36.43782137387965,52.63575469783453,4.8331013781532075,A,-82.73494874236678,-78.0024650888948,C,-102.15184207956484,D,-12.92660422863684,B,1
Male,18-25,A,B,21.621634741889626,B,E,167.1211292878518,138.861669909868,-31.81192563097543,D,-33.6016958132676,-62.845678855003825,A,-57.16976359495125,E,-188.121998290846,B,0
Female,36-50,C,E,-68.41397103403492,D,B,107.00811033452928,-162.79827925090336,6.756357944200627,E,-84.21065635339356,104.69189017199403,C,-30.847122030984934,B,80.41792241024507,E,1
Other,36-50,C,D,31.509243198306887,D,D,117.45344804059687,97.35264163441865,-136.53545525288155,D,176.02952789104472,-23.734461444193524,B,86.2580252829742,A,-225.02747569073443,B,0
Male,36-50,B,C,97.64878026944206,D,A,-33.26689503960005,-74.38362487993007,62.08778755506206,C,46.07259021484701,-15.090194583325323,C,-95.24516469076157,D,-88.90756001350101,E,0
F,36-50,B,D,-55.69625700101491,C,C,75.01595566464754,-79.33612950769,25.108730713476117,C,-22.685271890958482,74.72281721133494,E,-36.32437139265417,D,-48.335116726147625,C,0
M,26-35,C,E,83.60905315726306,E,C,-8.021389168247104,181.62729744986206,308.0019761378447,B,30.588417722094274,17.632043402881838,C,22.622179395283073,A,41.079808034758535,B,1
M,36-50,B,B,147.75292046906654,D,C,-219.86988566171294,-248.7399717343882,106.18594463781166,C,-69.55846620497404,21.59779775140597,A,192.73236570254028,E,21.221446469582837,E,1
Other,51-65,B,C,117.22879541557951,D,C,-130.06277129943402,-36.860576258547745,52.51007655032033,A,31.29033910019042,89.09074574836853,D,-124.28615835941524,E,61.0653728827399,C,1
Non-binary,26-35,E,C,-46.53716198197474,E,D,-123.01123690848239,-138.8248358398454,28.277725599185548,E,33.81254469035749,32.805131251785035,E,-123.2000502921154,A,-88.15908368324116,E,1
Female,26-35,C,D,40.771679746360725,A,E,193.56867992601215,-40.347606265608555,202.0968338251029,C,-0.06642108201593622,-90.53004979455696,C,-70.95002004409704,D,41.41080240362378,C,0
Female,51-65,C,B,16.345664090458246,C,E,-19.095847425282233,2.1679009021810987,-33.212742439267814,D,-49.37749246156714,314.2662533196598,B,60.654513566243416,B,-33.78454537964242,B,0
M,18-25,E,E,98.4610319051823,C,D,-51.99989784319917,-32.148714469522744,84.51817889730647,D,-44.85006921662787,-129.51796192397296,B,99.07559660726967,B,248.5060834511288,A,0
Female,51-65,C,D,57.12355124233473,B,A,-62.27303855903884,85.62390385156644,190.67203140993055,B,-137.91170867277296,94.86272756312422,E,-65.37365138030408,D,19.956590475725314,D,0
Non-binary,51-65,E,A,-93.18393630649699,E,A,-3.111445975923907,41.69559883204574,-26.254848714910683,C,189.5966947425516,1.1316833462803024,C,-129.6879829827636,D,-82.74859001483924,C,1
F,36-50,A,D,91.4144668081386,E,E,47.77814303262935,189.78105875655118,165.0077717747141,E,7.7415894946871715,5.839791278607503,D,42.59966182990488,E,49.212799185712726,A,1
Other,26-35,C,D,-11.236294846318755,C,C,-25.281161428841404,-36.85445137278502,14.703929144799346,D,-69.01606021163596,-64.24586814185544,E,-42.658324559882004,A,36.08863447225698,D,0
M,36-50,A,A,-78.36663524392335,D,E,-24.236669014711783,40.629509868274,-190.93632148360794,E,-31.49714743079005,-67.61668789796073,B,65.75880061608287,E,-78.72489080143157,E,0
F,51-65,D,D,-36.83955824808145,E,C,-102.63467132296813,54.741670483443315,-52.422121229452024,D,-79.36586345097648,-111.9035753785157,D,-60.46401883176953,D,58.25362367850232,B,1
M,51-65,D,A,-82.33397905090206,A,D,191.51974221740585,25.07817169687825,99.51210362753909,B,-75.3731619989167,20.868577222230183,D,-19.5102139022768,D,2.435948175898806,B,0
Non-binary,18-25,B,E,50.346277542556436,A,B,-148.61164421851097,-32.274435547322305,-45.079445896713274,A,112.84883369007046,-158.3834429999232,B,35.0172799155097,D,63.85842414988369,A,0
Other,26-35,C,A,-94.87917553922732,D,C,-11.516532612176041,-135.1970788481321,28.772941679592346,D,119.64616026838559,38.41644689020714,E,-31.393930599545953,E,4.4197602085155445,C,0
Non-binary,26-35,D,D,-123.70904329881769,D,C,-121.337341679664,167.6730273510869,-10.305445548265496,D,-8.769030854381212,-167.35558051350094,B,41.649000271548715,B,-63.515762274882405,C,0
M,36-50,C,D,-184.4215454850069,A,D,-63.93160829996548,-113.59719093339125,48.75732107424607,B,116.39519107343128,-90.06477692500916,A,159.42581033452353,E,-52.04522309778324,E,1
Other,65+,A,E,-9.730293363820397,A,D,-236.4075471554113,12.924820379330123,-58.94204108318851,C,27.730098076705772,-47.63224193803194,B,57.35338916364584,A,-128.20729437025597,D,0
F,36-50,A,D,115.37539612666481,D,A,128.19814846893132,74.78268231866141,-56.55273933513213,A,-74.66002441955166,51.59238202116444,E,60.46655075291072,B,127.76226465666134,A,0
F,65+,B,C,-139.5062548272949,C,B,-101.57645412183587,-154.09125052844175,59.3661762309321,B,195.05999827348714,38.647205650690175,C,-41.99980234204021,D,-34.766329964193886,C,0
M,26-35,C,E,145.16292430562473,B,D,-46.56879592924976,15.56590203024452,-235.91325475847634,B,-60.914330928637284,112.4599208772695,A,112.77407876482783,C,42.907864312787325,C,0
F,26-35,A,D,-42.52248659679434,E,D,189.7182516321304,-77.38376695854942,-61.14197205759972,C,6.725450755885806,-91.66017171487594,C,-227.68441874041295,C,197.08638604746548,B,1
Male,65+,C,C,42.45478101864952,C,C,-91.31292470125786,5.774129284976158,102.30037767827682,E,173.45012765004972,149.87977891657914,C,-9.696626924374756,B,73.82476184861979,C,1
F,65+,C,E,-142.13070116399592,D,C,-10.325319804186519,-32.583090068941246,57.90713852325767,D,4.171608278355045,-27.399352305693427,C,-49.65927916693912,B,-149.279305538521,C,1
Non-binary,26-35,E,E,-5.696755867524112,E,B,-40.472055031897774,7.841511193563575,156.0622193581978,B,-33.57424801272671,-75.40818177032304,D,130.26427567740166,E,70.1663884074765,B,0
Male,36-50,C,E,-19.47061643166078,C,A,80.26708589637612,25.497814527803424,83.33188568900258,D,79.84524724201852,258.87182519752434,B,2.986618775948225,C,57.69161103932083,B,0
Non-binary,18-25,E,E,30.908896971327042,B,C,-243.90630260972,-93.26797304779487,150.51293552701173,A,34.61167664831195,-43.469415980376084,E,18.312812888518053,B,0.6244383904773985,B,1
Non-binary,51-65,A,A,58.65331045010147,C,B,-96.45039959859834,11.62398305545112,23.836081909270916,B,46.66658907703193,-250.53671338434899,D,-55.43832836111011,A,-47.07815757769678,B,1
Non-binary,26-35,B,C,-38.8026476371566,E,B,216.85220962531452,49.832777773546425,-51.81295405783549,D,99.01409243043882,203.61242334627917,B,-77.1109391040514,E,159.37632212128102,B,1
Male,36-50,E,C,-26.863780897452266,E,A,97.68225587440469,30.678153225998056,-120.53802930456636,B,-5.248974024357618,-67.65429050118206,D,-82.8659080014947,C,31.74922943920254,C,1
Female,18-25,E,E,-44.27412228063392,D,B,-94.72556698054304,-75.54376528945724,-27.17002992795351,B,-16.536790248538804,-12.032407802539828,D,69.71533656961618,B,123.76777362844658,A,1
F,18-25,E,B,186.39015050182488,B,D,-115.8199473469946,235.39784874428457,-32.79725102023877,E,-51.09716980067888,74.75854136515864,A,-4.041934292364833,D,80.28861556758712,B,0
Non-binary,18-25,E,B,-65.53589414500152,E,E,-170.71740427869207,78.81528858830491,-187.30304464358616,C,52.29262417741859,170.05182613811388,D,-147.5806985716377,A,61.437174851486574,C,0
M,26-35,E,A,-39.28725921856898,B,B,1.1363158657638774,143.38253629064212,31.86210777302024,A,-164.7442482225322,-60.78023339988188,E,79.74163876216448,D,-40.169622309386405,C,0
F,65+,B,B,107.1379511297167,D,C,88.79473020891727,-123.20085472371183,-68.1535613264798,D,-9.598502969965885,-51.80793852287198,E,-32.55683206214331,D,191.0180820139189,D,1
M,18-25,E,B,-92.29291831971987,E,E,86.00762760707036,-152.29373603099071,-32.85171001426726,E,112.36155915786772,22.417985290977427,B,5.571070186745888,C,14.984358422846068,A,1
Other,26-35,D,B,-147.93884915047653,B,A,-47.15625339579304,-16.07277170984001,27.899806498722697,A,21.028279971956323,-134.76024997948446,A,-134.48232447725758,B,-14.730835621903724,A,0
F,51-65,A,C,-38.40090198295573,D,B,72.07563664053563,-116.85051956560201,12.887107711501914,C,-86.14219874285122,109.47789512808164,E,4.248580578543317,C,62.989940491313,A,0
Non-binary,36-50,C,E,102.15821200356324,B,A,12.008598224335177,120.77545030410441,-12.33008108783716,E,222.41411286137813,68.53992547227989,D,182.64060964404095,A,161.31268248302345,A,1
Male,36-50,A,D,-113.54934500641296,A,C,-107.12769901107657,-51.28178611577242,-96.99807418195617,B,32.08148426487467,15.60856638140399,C,26.388968504023282,B,-45.90521353315399,A,1
Male,18-25,D,B,-5.752692029616036,A,E,-146.85954399758756,-157.1320296697905,47.59698477554818,A,-86.76596608332675,90.60672282675456,C,43.05827588261032,A,-84.34775442754841,D,0
Male,65+,A,B,-53.737881110456385,E,A,5.205592765784061,-233.2897480259179,124.1511510693311,B,88.13805925743216,-79.13089888942511,A,3.173848383673529,A,38.99755553083234,C,0
Male,51-65,A,B,80.55449494294,D,D,111.5396910710999,160.75484172378634,-143.01670993427973,E,-62.26369172581695,77.9363056742686,B,21.431468505611555,C,-48.63165767778961,E,0
F,36-50,B,B,-82.70790534158164,B,E,114.64079847831385,-225.07323183521936,118.53809965326563,B,54.43912934550862,153.95555614754738,D,127.02342395647295,E,-15.670496626456435,E,1
Other,36-50,C,B,-82.34380433651162,E,C,-53.62279273392018,51.829271514857545,34.172034707710154,A,-24.948115509989233,287.9427306251341,D,7.868206559487204,E,45.1876476080239,B,1
F,65+,C,E,6.9274989276060515,D,C,-143.72060113756532,66.58644360751246,117.9997340735208,A,56.361199492953375,18.868786398964136,B,55.244737371745465,A,3.383402538368924,B,1
M,51-65,A,C,99.54354791589321,C,C,-170.973782647485,-8.115344974418372,162.34163494023161,B,-71.76182647747456,74.32319300586103,C,116.93983039060268,A,-16.21098379543976,C,1
Other,36-50,E,D,-9.51363074819269,A,D,56.090799233681075,-22.634710317128295,-77.74917173245223,B,-72.27236973967334,113.30449697633912,A,-16.710938175442063,B,95.8374658518214,E,1
Female,51-65,D,D,-98.64875359579763,C,C,46.116933234522094,93.29652099616565,70.60960243448083,B,135.05357088577605,-206.2673209495374,D,-155.62230112823346,C,-109.92765907276262,C,0
M,18-25,C,A,72.78084315000446,A,C,-181.48365822606917,76.21555245047128,92.9361690759861,A,-241.02638235804994,-130.6072089326355,C,1.2056974903764215,A,-39.01404499978232,A,1
M,36-50,B,C,52.53215645155029,B,D,-141.52153526577155,-158.88937571495595,-91.800489156,E,-90.35180766559463,21.178485158221907,A,-9.513712330467119,E,-60.82454892300119,B,0
F,36-50,A,E,167.16050037664684,D,B,84.71406356349586,-21.06447874203501,-1.9162473568867182,D,-80.87217878835801,87.96187286390789,D,-56.95293297992401,B,186.0939302069557,B,1
F,36-50,C,E,215.91816996994578,D,B,5.27468877083128,-146.39722665807125,20.492956851341717,A,-76.5642171890411,31.425444925604477,C,-21.856037939783267,D,168.32473477813076,E,0
Female,65+,D,A,-214.16301750807784,A,A,58.672279025102846,23.22837251985897,7.233842433804543,E,-22.24545917040739,-128.17854358171988,B,-48.38539414606871,B,-58.320873344351995,A,0
Female,36-50,A,A,163.28685017341638,C,D,-12.135376196244058,31.006840670582424,-13.696398816886541,C,213.03186728935586,-83.61186970161779,A,114.4552511220148,C,-103.53038580735378,D,0
F,51-65,B,D,-16.37244546892216,A,E,125.20179200413828,9.189239581025426,208.42668827811391,E,50.22476362836487,1.9731452819558732,E,68.34181429608314,C,-12.754662682246792,C,0
M,26-35,B,E,23.921505864315552,B,A,-57.102883537725226,-42.150400253042356,27.03596087976444,A,-97.71766790863468,223.31515025912876,C,113.28993219332102,D,120.78609371415583,A,0
Male,18-25,D,D,-28.75878494049556,D,E,51.00811362839761,-68.11897870798643,-102.31870548173056,C,89.51854982033116,81.59600057267433,E,7.483373627401665,A,29.57942897265179,C,1
F,18-25,E,D,16.600872948183127,D,E,-186.10519424367283,49.44912979963328,-19.895132468248573,C,-34.06814368276429,-21.747442665550356,B,103.13375558401721,A,2.9724670160603215,D,1
F,18-25,D,C,-137.96388759338163,C,C,79.08312805512026,-48.53249514617371,187.1501789280563,D,-139.03626980134837,19.28007439307747,A,-162.64319326691185,A,169.4831132769583,C,1
Other,65+,B,B,121.51271972650788,C,E,126.81814961617211,-36.903439872555026,-36.103225814366745,B,-24.17720959689059,-73.73082870764776,A,59.31369662685982,C,115.34059450596807,A,1
M,36-50,D,A,-114.30907386495002,D,C,41.42539606829816,104.60078873917962,87.67858326373201,C,59.42191749795441,87.18802725440246,E,-151.21364899006463,C,-83.32576910917395,B,1
Female,26-35,B,A,-69.84465002417653,C,E,-49.81583683388668,10.555316081613615,81.23376610171292,E,-72.38930151595635,-53.191626788159,C,-136.33879808408906,B,-14.674483748012065,C,0
M,18-25,D,A,51.781577454211224,C,B,-43.29442797786224,53.607967221222765,71.89497649775893,E,-60.20375253244799,-102.6332692075204,C,16.550482674336354,C,68.40337857182533,E,0
Female,51-65,D,C,67.68853188436191,C,D,-53.661047369870886,-221.21328748337237,-203.61961938763892,C,220.57799242803037,-24.835374182918823,A,17.96230158389827,C,-129.35128701466135,E,0
Female,26-35,C,E,197.39342023501962,E,C,-66.7139060292879,-41.90361165253372,33.80554078956904,A,-16.14008765253257,6.328339579268729,B,-77.91141707977144,C,-97.69702535876293,C,0
Male,36-50,D,D,92.58073914330797,D,B,-32.85610066573981,-75.59320644058504,-13.673791167897804,B,5.793618622165546,-8.750513406765604,E,26.188879980284263,C,100.81871691642901,B,1
Male,26-35,A,C,-13.017445346137272,C,D,-46.50458587318359,63.59373964758108,10.221030890007665,E,-16.4371761688575,-252.67933525611664,D,-74.69579200025879,D,-153.7735797011877,E,1
Other,51-65,B,C,37.85996974079977,B,A,-61.19135372083192,-97.43749274676958,97.70711481386206,E,-34.058311044053205,49.75737806682599,C,-34.5907151949176,D,-6.592248465840539,D,1
F,26-35,C,A,107.25666142037524,A,E,76.12361328409249,-39.816171497342815,-57.21096766720045,A,-67.70810969229458,-53.56623347946206,E,-122.75035822287657,D,-7.42257618363579,A,0
Non-binary,18-25,C,D,124.63443484675916,B,E,64.63645357076987,25.70127777703125,-81.55161917447002,E,30.952226550460022,20.226135141290776,B,40.795042427762425,C,-20.65519575076177,C,1
M,18-25,E,C,32.32247438554013,B,E,30.961206990721884,-104.03972576868019,-36.28676246982481,E,-76.7944376838614,-0.8683641035014579,D,-155.7128304787838,C,-24.550537209081185,A,0
Non-binary,36-50,A,E,-102.7141785957867,A,C,-101.0718300553157,54.08332798733123,83.9134225277643,E,21.362328663800987,-46.0038914468954,B,85.17364257854595,A,67.72183446021656,A,0
Non-binary,26-35,B,E,-102.04707720180623,E,A,150.03123821068834,47.261750107488126,-13.672949243219817,E,-10.161285973114724,66.25218169143665,A,120.28089824256307,E,-123.83830841961671,E,0
Other,65+,C,B,-31.81209657724559,E,C,-24.930219010614667,-26.137478260750562,93.73793917586156,B,104.98804055565807,-19.787140563989748,D,111.2016831995955,A,-252.06005000298052,C,0
Other,18-25,A,A,167.3099622673657,B,C,-85.13687405814892,-10.348897596953808,-42.39411081831822,C,197.83528861662057,-17.738883479019425,C,181.5111868922199,B,119.62283040364852,C,0
Female,51-65,D,C,-9.396998549213254,E,B,-22.716829883324415,23.542299752011214,-64.5084521072366,D,144.24581530616314,-88.53279615477038,E,120.82345254945824,A,7.320608779085775,C,0
Non-binary,51-65,B,C,-10.54448245420436,D,B,43.15505458401438,-20.74433047021394,-37.59656075724617,C,47.623849239390175,-9.565648454948485,B,88.44689350927929,B,6.272867715355625,A,1
Female,18-25,B,A,247.12814672088368,B,B,-63.84974204242082,42.3800773873473,122.4300241545777,D,145.02938726411304,120.3263807001151,B,55.82823140972546,E,-95.00648116886585,C,1
Male,36-50,D,A,36.634772368750376,B,C,19.694125725799722,101.83757083162097,-11.405198014947224,E,-60.251500083972644,122.59304280951694,D,119.12354591834583,A,-162.4239383890164,A,0
M,51-65,A,A,27.645907927645215,A,E,100.54234833014979,123.85275101765146,79.53100835957508,E,82.84180252072416,-4.474553353380337,D,-51.36828541930786,E,-73.19550297990428,D,0
Female,65+,A,C,85.23626049925174,D,D,-67.88249069491523,106.4818798439549,41.252242940273675,A,210.23731012626916,106.2013928019233,B,-116.66919184465753,D,-33.7422040880886,A,0
Other,18-25,B,C,-165.39182018089534,D,A,127.43081556602962,-9.692247178113035,-105.6130783070967,A,-149.2146103698213,122.71266663056146,B,-60.542646250237794,B,38.19458758872747,D,0
Female,18-25,C,E,57.07654023016262,E,C,-57.40412100578719,-153.64644866857472,-44.01703331783017,A,18.036724478183817,21.080611222570326,A,-79.93300379113755,C,102.23697929242354,B,1
Non-binary,26-35,E,A,65.67458025654334,B,D,1.4852177913331532,-70.1551060233284,-96.48267601158956,E,-9.647846821203764,120.9146917903936,B,-25.08993759782258,B,-40.20814733115218,B,0
Female,36-50,A,A,-44.370392967526435,A,C,52.54957726090874,80.5578694184837,-3.920924335303581,E,7.149614510978434,-121.94525328987685,D,-81.9606267525035,A,-24.323572864980523,D,0
Other,36-50,E,D,-191.53893616995526,B,C,-78.00843769659758,317.1461426913945,3.858111927415576,A,116.70915069065583,98.22057261801864,E,16.4342595121781,E,82.13249224482723,A,0
Female,26-35,C,D,91.64705757143918,E,C,121.38007672931725,15.598196187340799,74.77498456706418,B,-17.79782427380191,-57.1122601838545,E,-60.131067931973426,C,-157.3915656801547,B,1
Non-binary,65+,B,B,39.84594291692023,E,E,-25.971900105570633,35.00916553585529,-42.03165291585791,D,46.17425125614191,-23.926998106233473,E,53.481554518128114,A,-2.855029540793077,D,0
M,51-65,E,B,79.72354067336506,B,C,-34.67027132524362,-52.380826863217386,-43.28477207620816,E,7.773148142430301,-4.907840945634619,B,-30.55398865256176,D,-52.53299473055317,C,0
Other,65+,D,E,79.70785322249571,D,B,-42.65895106168765,39.23975087701435,-177.93324167833998,B,101.52331795907388,-47.061288412922956,E,21.240097904077295,D,-197.7521214579628,D,1
Non-binary,36-50,C,C,150.62194619151023,A,E,-70.58098465610352,0.7466499860688031,-94.46024057553524,B,86.2546409772442,1.840384541537669,A,21.36754168132399,A,-57.21496282828893,B,0
F,18-25,D,B,91.78507227471619,E,C,179.66940816964865,21.756588709229298,-100.59583852805925,A,-69.8347507035367,-40.407657838550534,B,202.34045567327792,D,-62.9081163835427,A,1
Other,18-25,E,E,-11.460911295539221,B,A,57.618696651415824,-57.829041040711985,19.57529318607242,A,-13.543969223520383,47.20564337243259,C,-71.04726984017664,D,21.414849906233925,E,1
F,18-25,E,A,-70.68874327647062,C,A,-100.25837516039564,-45.69769170717415,65.77512721571634,D,85.95759929864568,-14.033190626190647,B,-79.81494936590737,D,13.24609021038957,E,1
Male,65+,D,B,43.41288214652707,C,A,-0.8815584763025424,-50.33846493128667,-230.63255061757027,C,112.79750282579548,278.0194364803699,C,-13.119821378965199,C,68.43548488245061,E,1
Female,36-50,D,E,123.20861708754572,E,A,25.572729815149494,-5.335493567118932,-152.89569432998402,C,-107.42815586796223,-35.8880052246329,C,97.81144534770576,A,101.97973390603823,B,1
M,26-35,B,D,113.05921343799668,D,A,-1.4508637196132481,68.4279849372151,47.19496665684314,C,-68.53820987096087,107.00870655413732,B,-44.51027780817529,A,61.6397502558353,D,0
Female,36-50,D,B,23.630982513722973,A,C,-84.49866798572914,3.4339346096045795,-8.551936255509565,D,-210.46304448614896,124.2196146137372,C,-138.32227462294614,B,-18.324692399815593,D,1
F,18-25,C,C,300.91281327700085,D,E,31.434605238411084,38.68028757530876,40.529657182993645,E,87.02867461688592,24.39787728395256,B,-26.699822567136927,C,208.3764855807903,B,0
Non-binary,26-35,D,D,-138.57771863925498,C,D,139.3947532304196,-60.6818145983348,52.46527184132492,C,-27.552611722693737,-15.99479117120392,B,27.732254109488963,A,-39.65437760456151,D,1
Other,51-65,C,B,-0.3827220529360961,D,C,9.151296993934356,-89.22388294813175,73.63982233007673,A,-69.73476779929217,-149.81327048265914,A,-35.02509068504882,A,54.561356173011724,C,0
Male,18-25,A,A,-142.97783821624154,E,C,20.236122143201303,-70.93616203650646,-82.34989517904667,E,-4.324498101464226,-101.35007592851939,E,-80.19053398900407,E,28.933810419421825,D,1
F,26-35,E,E,-71.63568495221242,C,C,-73.2454884274442,-79.33209450082023,-14.168068154370072,A,-69.27967019942481,-155.52999499555423,D,15.74200512036098,D,-145.38321063532052,E,1
Non-binary,51-65,A,C,-243.1396270414898,D,C,-151.29763521652202,29.42966793610497,7.033910111271268,B,241.01975726148325,87.51185674276931,E,-22.73434690552792,C,66.21322130805642,A,0
Female,36-50,E,C,-25.723394648818598,E,B,-47.607958296389796,-53.08226028401847,-1.887025831755014,E,-79.01308763323726,62.333656301615434,D,54.3210593588139,E,25.120095808645893,E,0
Other,18-25,E,B,171.277810921775,A,C,45.89224944481699,154.3625640466485,-163.69192411561,D,-235.4859481028896,93.73555987073435,C,-120.06119658887022,A,77.07501987534064,D,0
Female,18-25,E,D,46.651256996725735,C,E,-48.76661667449998,-43.48194262924025,-50.69216299567516,C,103.64787998886082,70.25934403486367,D,29.930720193365318,B,88.34968803293562,E,1
F,36-50,A,B,-117.74307380043756,E,E,89.54349786390664,-118.59798068424399,14.384386710631683,C,98.061586215327,-156.13267655764858,E,-6.82923700820601,C,-54.545140294195285,E,0
Male,65+,C,C,-10.688124075007071,C,A,201.67181485343525,-123.18579152275962,330.1812693094014,D,21.910629154783276,58.429593261715105,C,158.18680315071197,A,103.5205316812008,B,1
F,51-65,C,E,27.841661272568867,E,E,-15.25122313655472,81.51563300348629,-110.86243302098542,D,208.07524254324323,72.66370915155916,C,-4.0976207541057015,A,15.209092855106462,E,1
F,65+,A,D,99.25021985443432,E,D,25.99452420813988,21.71159196065039,132.21462072522405,E,-77.9056298648105,6.997306006051532,B,-145.4519849620871,B,-5.020824564696866,D,1
Male,26-35,D,D,17.23484749590152,C,D,-123.52766634951155,24.16772439569767,-74.53012105634286,C,-133.41618052363785,-76.37203184018065,E,-83.77639233305977,D,-37.27625648772234,A,0
Female,51-65,D,C,-164.26284578920124,D,E,88.20689250237722,-40.64468542999921,-16.21226824831382,D,11.027771317310028,-18.545562179883603,B,-4.465192116643086,C,46.100646264647295,D,1
Female,26-35,E,C,-10.397735483610294,A,C,-65.01619919096082,141.36261271035406,15.680413092647601,B,-153.02690021137343,38.240970744964436,D,130.67774995311055,B,166.74784556143572,E,1
Female,18-25,D,C,-76.36243969650309,B,D,93.70513277899983,24.479057528799082,-4.021633446144461,D,24.423274976270584,134.4439076822376,A,89.17816967739435,E,84.25440526387418,E,0
