Veteran,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
Yes,-12.557034882212687,C,A,23.615652641336503,C,C,89.54903022853337,52.52164058398362,1
Yes,33.02097089811627,D,E,199.95071076111648,E,E,167.57896110040497,37.63193998098646,1
No,73.30045724096658,C,E,81.91392293388178,B,A,-154.13953087729547,31.376638896872933,0
No,30.011067937774584,B,D,18.04007351863996,A,C,-27.532439993406783,9.848481902372987,0
Non-Veteran,-74.17732350356438,C,E,-54.17313091282443,C,A,-88.58626446257932,-27.897415397375212,1
Non-Veteran,103.01849885341295,A,C,24.63962065320467,A,D,-151.45779508458642,84.09090026733384,0
Yes,-31.96211726439564,D,D,-25.200028160345774,D,B,155.02096743865903,46.4216912403312,0
Veteran,0.5056292201449698,E,B,33.451944194673004,B,D,-124.58228148998325,-3.9507174542708317,0
Veteran,26.96380042750901,C,C,-47.97189162123684,B,A,-28.033625880822814,137.42853822784818,0
Veteran,116.27766280823109,B,B,-79.66111787756608,E,D,130.652841439924,-140.89990457757693,0
Veteran,-52.21000180033156,B,C,-147.12397826388855,E,C,4.197927199237257,-77.69643908646529,1
Non-Veteran,-1.0230583529331958,A,D,31.87914866726174,B,E,-4.818201503785162,-40.666189316883724,1
Veteran,-24.24807599644678,D,A,-5.864226525957317,E,B,68.71407890818739,191.50620533791556,1
Non-Veteran,52.18681052749364,A,A,0.6336649303557313,D,B,-29.4818998776396,205.18727461339356,1
No,-158.28209120411202,E,A,39.302080451902384,A,D,-61.6026294714755,-89.01555861808333,0
Yes,-213.46303901332905,D,C,10.306351493411501,E,D,-54.19811569497411,-26.06214895996548,0
No,-41.41801387652014,D,E,34.13007608073173,B,A,61.64279184426286,-1.8879745229333573,1
Veteran,92.28941170951379,B,D,-214.46624986594557,E,C,84.3438278906725,-9.056354421357394,0
Veteran,-47.867075217764906,C,A,-64.48515020529794,E,E,28.77681358731317,108.56311830327476,1
Non-Veteran,-68.79516807820644,E,A,-140.85818667407833,D,E,-30.742998318039135,-46.38506940736013,0
No,104.22622858605087,C,E,-97.72125458751194,C,A,59.095612718682524,-118.06288363443413,0
No,141.85814951857333,C,E,171.5047438492845,C,D,110.25369879257556,-78.1931187457838,1
Yes,94.83082317658443,E,A,-172.9816060771023,D,C,12.564625047316028,42.21694305877013,1
No,-182.8521285889383,B,D,-23.32432815880205,B,E,121.73021286170838,-118.65588212175989,1
Yes,-225.58146508759228,E,B,-166.36904213565984,E,D,220.4972440615642,-40.59537130219873,0
Non-Veteran,-90.36270197798149,D,A,59.94415295592987,C,B,-78.8987528449413,-138.91169123950093,1
Veteran,92.27802428759357,C,D,-5.675971743998014,C,A,-201.91724351843598,6.977000727150188,1
Non-Veteran,-75.29655391563959,E,C,-79.64339640290056,D,D,-104.37602115394986,51.24612854922691,0
Veteran,-219.23988416828664,D,D,12.196580989342076,D,D,-145.92303340642837,32.90885066735564,0
Veteran,25.26975556875673,B,C,72.08033032195615,C,C,-13.205539470829256,119.96395398214743,0
No,-175.34291080221334,C,C,-92.95880401931225,A,B,-21.24734823921856,-95.30182647401342,1
No,-74.1963067279502,E,A,57.076350087373974,E,B,-105.3868262526948,79.14367684638583,1
No,-27.384358040112534,A,C,-48.721937786652084,C,A,-61.05957189078374,-129.23508019917344,1
Non-Veteran,-258.48498075729,C,E,95.97808534437107,A,C,-18.66979789507698,15.855805815571767,0
No,-51.50527293797546,E,C,-24.21329734150996,B,A,-69.42612341233796,58.78596183945633,1
No,-14.094208634263005,C,D,-8.636157279754503,B,B,20.90757100793993,-14.504494802348228,1
Non-Veteran,85.6182452297925,B,E,6.872364874342394,C,C,-88.76996647124177,-246.11686236835973,1
Yes,90.92462989386509,E,E,-30.35344780229414,B,C,110.67794132349931,112.27263874150195,1
Yes,-91.11981194585461,A,C,-167.02132242029563,C,B,-121.45667272769425,137.23640189497098,0
No,133.93800480357632,E,A,12.964046406367563,D,E,107.86935558988733,37.01743164918177,0
Yes,-89.70508836822006,C,C,-85.22506307077595,E,C,-21.925493238368478,24.340998809498718,1
No,38.19082024756006,A,D,-120.17884093678425,E,C,-121.2517572736439,85.41595990481453,0
Non-Veteran,-25.35720558172378,C,A,-17.6446213328398,B,E,-63.25133474944433,247.1912811558032,1
No,-158.52680244669148,D,C,-100.94110227580603,A,B,84.96061808847958,-56.02568034085799,0
Yes,16.238292013494878,D,A,-4.114933321662603,E,D,16.04338167977993,-27.164414362223717,0
Veteran,-38.24403836429274,A,D,143.91737700157387,D,D,2.6315243224678664,-105.74439389787209,0
No,-113.80508840830714,E,C,-15.729280771529819,A,A,39.67383827834456,-32.12486446420415,0
Veteran,-18.35009145493042,E,B,24.8156986629542,C,C,107.61443845318833,-70.54940417004907,1
Non-Veteran,56.08805237703278,C,B,-118.94405457901205,D,A,-74.22918340619388,-143.82210964752073,1
No,-0.16294166278110025,B,D,127.63605132835103,B,B,56.31343805752108,-67.37564110289574,0
Veteran,-102.26800747068008,C,A,23.773013857823827,A,C,9.057548706357304,26.950876137715596,1
No,-147.3375353383168,C,A,-32.65877875222479,B,B,-15.253593343839059,52.21228429135471,0
Non-Veteran,-172.99777968083393,B,C,155.7393272705394,A,B,62.567412429087845,59.69681069729488,0
Veteran,1.0122529357247154,C,E,50.14147773357634,D,D,34.85389915076107,-30.31808846620513,0
Yes,154.72835139928597,E,C,-62.46653072042804,E,D,-68.06850776492159,-63.81489498932093,0
Yes,122.981594942748,B,E,-56.99062421467753,E,D,73.94042825728107,110.79503247816098,0
No,109.4659749411282,D,D,-2.240604186209861,D,B,-64.88264819635012,28.069436569996814,0
Yes,161.54665856461463,E,E,-45.077741131940854,B,E,-158.3594517023982,120.33671522324431,0
Veteran,-45.25592464001225,B,B,61.98386340130286,C,C,78.13497124703208,115.05005541618559,1
Yes,-27.034974895450368,A,A,115.98775033486733,C,D,17.681479177715477,0.5201922675189533,0
Non-Veteran,81.83434522620362,C,A,-54.76025870060792,B,B,120.02513624589125,-78.3982800221715,0
Veteran,63.65197219774983,B,D,-60.79065143458251,C,D,105.06588336140598,-39.43209934229362,0
No,68.32273813858914,E,C,36.03920056707313,B,B,107.82807125363014,132.9305193303833,1
Yes,36.68583954984573,E,A,60.11207656919906,C,E,40.519931639785575,-144.69766882072958,0
No,-0.2653142958628491,A,A,239.67632304020685,B,A,9.381153450039301,81.32139085360552,0
Yes,-40.327886406772485,E,B,13.957384797298142,E,D,-51.78241619957614,1.749001004724482,1
No,116.02006796658955,A,C,-82.93837572370629,A,E,6.216817702457803,-3.7652963243748623,1
Non-Veteran,-33.502430616251196,B,B,63.15960045093589,C,C,92.85125606448048,-50.17139189066345,0
Non-Veteran,-103.43888535995194,B,D,248.43704079371162,E,A,16.92478563436531,61.42579848858665,1
Veteran,-18.03219759036479,B,C,49.11269800802436,B,E,-97.32068560963832,-130.35046047508206,0
Yes,-97.62828472823783,B,B,-60.18347685880173,B,D,96.42098199225316,21.339651309745435,1
Non-Veteran,26.306190896769866,C,A,-48.659751704186505,D,B,145.65076422781846,31.51732305060194,1
No,96.7803003011943,B,A,53.397949063089534,E,B,27.503461314755288,229.1154261454991,1
No,24.79089191310491,E,A,33.94603490636101,C,E,65.18853997985605,158.9567680061108,1
No,-28.548034148775216,E,D,87.40913725080375,A,A,2.9185298257983394,-96.60532662010067,1
No,-203.26695690621625,B,B,39.28790618964328,B,B,-54.041180441048034,-161.90191882795082,0
No,-207.76267546667918,C,A,-4.4153772715735,D,C,42.69113837596768,-20.524613302025273,1
No,-143.06728736813125,A,D,18.303112448906255,B,D,-53.222042210235344,-23.55292426557002,0
No,99.28019332910377,A,D,102.2982170797986,C,E,-14.834078718224793,-233.36156763888826,0
Yes,33.098999930164396,B,A,29.744799628282852,C,B,-53.76534562989039,34.21029525921034,0
Non-Veteran,240.4643469322171,E,A,-25.572457937287957,D,C,253.0961177863575,57.34291563165913,1
Yes,67.73438567187493,A,B,-19.84466119269091,A,D,56.93340015103877,-12.141194624027992,0
No,170.20076478113248,B,A,-133.1938571847051,C,A,-27.994404734351146,62.530149684240776,0
Yes,-191.21393751786852,C,A,-59.71929643390435,D,D,-90.23677817729974,-48.86034220175758,1
Non-Veteran,19.196938318171714,C,B,168.88782849405013,E,E,5.984392677603627,100.16759324061152,0
Veteran,77.39556930156915,C,A,-188.77034605014802,B,E,-103.6263308333085,-32.06499689423153,0
Non-Veteran,40.833470526752315,D,D,55.56256647549597,E,A,-186.0496989082188,-21.98168883427183,0
No,-125.25343928060391,B,C,-131.77311506753836,A,B,150.2256541941706,-195.8480275890581,1
No,-46.204195782627124,B,A,-12.879625987995706,D,B,9.987869847439883,-80.50075603239138,1
Yes,-106.89132393789072,D,E,80.64145014436426,B,E,-266.4644801230844,10.637245516834556,0
No,29.11524698675944,B,C,-47.06918837066527,A,B,-73.5342421377133,18.428408229951046,0
Veteran,-28.848833172727613,E,C,51.20542090567526,E,D,-92.91652994829231,-145.3318767952663,0
Non-Veteran,46.698836865729874,A,A,229.01790258229244,A,D,105.18513645290986,-113.92448770618233,0
No,103.25409649117157,A,C,-106.83182474660707,B,B,68.11912911390496,-178.1822800848577,1
Veteran,139.4394270312359,D,A,61.077194962524786,D,B,-52.106014671836675,150.4147522637915,1
Non-Veteran,1.219908218461926,D,C,116.08033730745049,D,D,-100.32252120023813,-187.81742531251678,1
No,131.92563735873165,E,C,2.2803085569297785,B,E,-10.065257128060242,30.52607223843062,1
No,3.3138349332199004,A,E,20.543927474098815,D,D,28.398895276492713,-18.285490514879914,1
Non-Veteran,126.90647701984044,D,C,28.604562476148327,E,E,199.63262635744726,206.70795213377608,1
Non-Veteran,8.207911445170897,C,E,-3.463187632791597,D,D,-46.81672053199163,26.217458009806975,1
Yes,27.17588408925232,B,C,57.315860994062675,B,B,146.66072756939877,6.288343101839586,0
Veteran,36.24369674694955,A,D,30.26357109507175,A,A,-108.4996921482458,31.95372016794965,1
Veteran,55.31594044875165,B,C,-22.841634584616617,D,A,51.96170718725814,73.02984642716854,0
No,12.471214530031217,B,B,-87.86252975708317,E,E,83.96517268168704,13.542713881438637,0
Non-Veteran,44.6105240171714,C,D,59.27801677042758,E,C,-157.43861353413305,-49.136780703374626,1
No,-59.83124304560407,B,C,-38.0402578317517,D,A,-36.548493458425376,-245.47083437968178,0
Veteran,111.53437862951662,E,A,71.34963727199813,A,E,80.6208907551035,60.70551360158024,1
Yes,72.69115399312699,C,A,36.663066569307226,B,C,-22.949403384850953,-106.97471151136759,1
Yes,91.07250005985473,D,A,136.96605211551193,C,B,-54.48626675695364,208.06124377241125,0
Non-Veteran,80.03780272864323,B,A,34.05275467933976,A,D,-56.637779526543085,78.93823892917779,0
Non-Veteran,39.193926118388504,D,C,-74.66705287701174,D,B,-10.580395396972017,-42.43502156810155,1
Non-Veteran,-188.20003382945842,E,B,53.908080726667926,C,E,24.35042594254103,73.18343422748455,0
Veteran,-206.24466699448664,E,E,-120.96879922191042,A,D,38.37214883199064,19.322500879967357,0
No,-37.789981638945285,E,E,-72.73682312869624,E,E,-118.6715871479206,-10.213633976002358,0
Yes,4.800250574806801,C,A,75.71900703161234,D,B,-94.19759615020584,87.82328080828209,1
Veteran,59.077274897679324,E,E,66.26251350062886,B,D,138.19742099827639,-50.54153528953456,0
Non-Veteran,129.3406594791662,C,B,221.45606002761662,D,D,68.67579944723428,-66.83045415774129,0
Yes,-291.3150752172487,A,D,-68.893141071374,A,E,-56.675736174059836,20.469318706323282,1
Veteran,-140.53935918868086,C,B,34.72370066815549,D,C,119.7973324515563,74.53762710313538,0
Non-Veteran,107.10562960694404,C,A,108.01896135702991,C,E,92.87707253181615,14.569348322304007,1
Yes,-145.14287629336107,E,C,-23.8808842801515,D,D,112.91802500775987,-65.29000348889846,0
Non-Veteran,11.895543704067174,A,C,-159.06770884455364,E,A,108.6050907520256,53.945120607286746,1
Non-Veteran,-70.97369372257671,C,D,137.63528786615552,B,D,-24.503163379483478,35.870775895357625,1
Yes,63.785674454275096,B,A,59.96337195267385,D,A,227.73442688154546,40.383175693777346,0
No,-3.887359692334902,A,B,-8.249039042774944,B,E,187.95151332449421,107.61261075838078,1
No,-109.48911949879592,A,D,8.304669473342615,A,D,-124.83692204708228,-103.96127053128596,0
Veteran,-22.405095127375727,C,C,218.06066123054742,D,B,-104.25820032630082,-48.66719332100132,1
Non-Veteran,-29.630584622942376,C,D,28.735966701052547,C,E,-48.51256938342383,-84.6848858968025,0
Yes,66.9959231433378,E,D,-11.531678409469698,B,C,-126.3035610834075,106.30233432454499,1
Non-Veteran,79.08419189989122,D,E,18.466606647845683,B,A,-22.943654514853055,-3.5332708628173446,0
Veteran,82.80999688835979,C,B,15.415081048262222,B,B,-159.3122052656685,16.44442106586034,1
Yes,45.606693227617214,A,D,27.664086303961128,C,D,-32.18288550339012,-31.170993418697712,0
Veteran,-11.090620014690666,A,C,-77.28649160293577,C,B,91.91873228468046,146.78560769486137,0
No,-49.36655592059329,C,B,103.02349129313487,A,B,-157.4441158979149,-298.6998260500281,1
Non-Veteran,-94.7164650829312,B,B,30.408116326047445,C,E,-190.65254071480425,-62.31709031193,1
Yes,-151.7309204974719,C,A,243.4426311837443,B,A,-34.81989116443375,-38.3678223251337,0
Yes,-29.58871018072878,B,C,46.33071829240173,B,A,70.91786344706995,-8.117187168577011,1
Non-Veteran,21.443288855957512,D,A,10.832450950358128,B,C,-5.629263728515337,37.07731044854587,0
No,43.294448146287586,A,D,6.301211089783111,C,E,-165.33557943239444,80.89896966082668,0
No,54.16439712810751,A,C,25.244150919159008,A,D,14.334325829911654,-19.31382846246477,0
No,-74.70020042753202,D,E,157.4447945903999,C,B,-12.17734608826893,-102.79191830441926,0
Non-Veteran,-14.207683087790121,B,C,15.818593576376214,D,E,109.35675547892154,6.846679236989463,1
Yes,20.963547683515355,D,E,-122.17230177695866,D,B,-70.97458537865954,245.86805887395587,1
Non-Veteran,-183.11179004072952,B,C,147.5807374174141,D,A,196.28044479931194,106.73395755674224,0
No,72.05967040137179,B,D,-143.82280648266078,B,C,-4.989439782512798,-190.3233077250048,1
No,-65.28951008064777,D,B,-9.68692475350966,E,E,26.362673255579693,-28.207554792368338,0
Yes,-15.612505083310923,D,C,-78.77354506236216,C,E,45.05379279277818,-135.88437988751974,1
Veteran,-109.02761739841513,C,E,-12.59954397245881,D,A,-11.66381180191809,42.090455003038926,1
Non-Veteran,164.30453528734225,A,A,5.226340380453141,B,D,-59.73792139497087,12.22298579955565,0
Non-Veteran,85.03231070048025,E,C,63.08161746167593,C,D,-29.26357643410162,127.26368975302027,0
Yes,-216.8516531378281,D,B,-194.56701908539938,B,E,87.97517623108564,68.31738018730813,1
No,-26.8039301913661,A,A,157.43161600485917,A,A,-10.506495284050626,-161.47909817354574,1
Non-Veteran,34.251364026004374,C,D,79.73873176219332,D,C,54.941766637229115,44.69910880880255,1
No,61.6197486017638,D,B,7.764583138420384,D,C,120.33338313339321,137.29446540156954,0
No,104.02832454492518,B,B,-15.079184302791429,E,D,-80.60174388055837,-54.464478535301865,1
Veteran,43.589717521903964,E,B,82.43054179215099,A,A,-24.152811875304607,68.07866627315987,1
Non-Veteran,-3.9774467101460105,C,C,-90.85063646151693,B,B,60.554196257434256,11.667867480307692,0
No,55.815771120402125,B,E,45.267940418626296,E,D,132.39603785691415,-96.47480634307563,0
Yes,73.24855188840566,B,C,162.18169281064365,E,E,242.328000450209,-173.11857962660267,1
Yes,-3.343136998540045,D,C,23.97356721828967,D,C,96.71606854574121,-198.82636068128116,1
Yes,-6.558037187568831,C,B,90.02061633111356,B,A,163.69559570319342,-31.189269536222135,0
No,167.85769618413886,A,C,-10.520685678182277,A,E,164.55556959297175,-29.9507928729995,0
Yes,-163.03753265233524,D,A,-103.89587174863489,D,B,-36.502503460235424,52.03703772393919,1
No,114.88906551326954,A,D,-20.3981253252127,A,A,-124.999975029405,100.76837710097375,1
Yes,9.053348502648378,D,B,78.54743523410148,C,D,-139.0034111121405,107.11810082163595,0
Yes,-32.76095052723151,B,A,164.2198726593697,C,A,37.701830407183415,106.60694312791112,0
Yes,-0.5002097561672297,A,B,18.194334713698513,C,B,-99.406702441671,17.784494999987846,0
No,-237.77278286826476,B,B,60.88676886983676,A,A,-34.450982230177694,37.20126853111872,0
Non-Veteran,-44.517348664715556,A,C,22.7218872767241,D,C,42.18212006620617,-250.8313178154591,1
Non-Veteran,188.91074164436142,A,B,108.87717000959076,A,E,-108.15975372252431,-24.549255476777805,1
Non-Veteran,175.74607716375635,D,B,-49.443796749319645,D,A,-3.880211290209995,-108.39123504635069,0
Yes,70.0328405709036,B,C,162.1629031423265,A,D,26.98878316318327,-67.1877231689973,1
Non-Veteran,-123.87826686194228,D,A,26.526681670572632,C,D,60.90548953470953,-60.6085088323147,1
Veteran,108.23036039406708,D,C,-91.08999930750471,A,A,208.59968698730017,-75.20227448001935,0
Non-Veteran,130.36208810634037,C,A,-49.25649567992203,D,A,-98.08508584498155,-85.06837439165838,1
No,-181.3432114639847,B,E,-145.373320516892,B,E,-47.139408128728775,-46.556100883590155,1
Non-Veteran,11.187831657986148,A,A,15.367707361826424,C,B,-17.71424460836161,126.85820661660254,0
Non-Veteran,-15.855207772364622,D,B,-150.26581488515706,B,B,94.41565778919644,37.206169242547105,1
Yes,-200.33972619518084,B,B,131.9270270047113,E,C,-56.71932904243058,89.69367448530114,0
Veteran,70.60516957667392,D,D,52.14001849168531,E,C,-97.71494151077552,-37.90253354491361,1
Veteran,15.802445075753882,A,D,148.34116873901806,E,C,-34.955950444605236,-33.34203797327396,1
Veteran,-18.527094316736076,E,E,262.02318007338914,E,A,172.25815351933147,-86.32865879218268,0
Non-Veteran,-141.67898774618607,B,B,252.38697046134604,E,B,139.48526608297905,93.75659091249085,0
No,-87.23085381060216,B,E,-13.278390916043332,C,C,-103.55026560533437,394.97166898002337,1
Veteran,-23.25143352336272,B,A,-125.27889655477674,D,D,150.59582965547887,67.74875580172423,0
Veteran,194.25128170543672,B,A,146.10440186895124,E,D,-69.55789997052644,-117.8576766846068,0
No,-35.176752080428045,D,C,-3.0847819620232513,C,B,197.0565713427316,117.3472833404982,1
Non-Veteran,-12.505678838396598,E,D,3.4156797637904086,C,D,46.928812493186456,-152.18699348245494,0
No,78.1440730507213,A,B,-0.2922766193590678,E,B,32.6412510481273,-86.18242690956029,0
Yes,-28.928478820479803,E,A,-103.85173827206818,C,E,-106.8100436797779,10.224118138402936,0
Veteran,119.3772466398865,E,C,-90.19151314969984,B,B,77.30738862859114,-17.104604369552835,0
Veteran,-26.557110203281216,A,C,-146.4382540583848,E,D,206.39493202851676,-133.31269863471405,1
Yes,-20.314207077160667,E,A,19.088535906701324,B,B,170.5818170995984,24.399066658558898,1
Veteran,15.551217980432735,A,A,-49.658063848671304,C,D,78.47224996858934,55.19238382550731,1
Veteran,12.31201225413416,C,B,145.3074579789959,E,B,79.3123308785019,70.95987868198694,1
Yes,-223.91221893260217,E,D,17.519761300400436,D,E,49.906678505107344,-118.35345719758821,0
Yes,102.14768597359117,B,C,-15.072638033835567,B,A,-69.88985441328792,62.548398925517205,1
Non-Veteran,81.2278170756205,E,B,-62.11962751053959,A,A,-59.27658437237848,-108.64101042938898,0
Non-Veteran,5.2613241348260615,A,A,-88.10673629009163,C,D,-189.60430532225763,68.42452443577358,1
No,-64.32261878574002,A,C,67.32067847246785,E,E,-44.867890996384205,-130.2917556520026,0
Yes,-102.19689012786503,B,B,88.28821896240768,E,D,175.24370709735996,-26.80065400859307,0
No,6.1701929017057555,A,B,215.56131112137703,D,A,-116.42562786555413,35.33882085386095,1
Non-Veteran,39.18889154064777,A,D,-102.33068853566675,D,D,103.88611416878526,14.461827993963785,0
Veteran,113.06121860189893,B,D,69.83928969788008,B,C,-129.63390143426298,103.88354310353402,0
No,90.55090568384783,B,A,-117.45786620947804,B,A,-30.300181106580293,-211.20098301445006,0
Yes,-30.505062733856807,E,D,-71.76004867983147,C,E,-63.360472618374175,72.62618895224281,0
Yes,-78.86341394970002,D,B,70.95895592042847,C,B,2.729721040209958,133.12557907648318,0
Yes,111.84660632028063,B,A,-59.59204513354888,C,B,98.2694821920321,97.48863442756408,0
Non-Veteran,-42.87103109714835,B,D,34.42052214390772,A,A,66.37569974312291,178.58209222007588,0
Veteran,22.255402022791966,A,E,-113.7579326356998,C,B,4.554350795346766,-42.75049634124055,0
No,-175.216237838608,C,E,74.5351723360157,A,B,11.075895624235029,-25.18903433744005,0
Non-Veteran,321.84401466849374,E,E,164.40363031038967,C,C,-83.89857512709446,-72.55673925658373,1
Non-Veteran,-98.50201301064423,E,B,-100.12768044632551,A,D,-58.0877565343367,47.912587346488635,1
Non-Veteran,-101.97399470372225,E,A,119.82851821069222,D,D,54.36750643435854,-106.61688557410855,1
Non-Veteran,-149.4392035681418,D,A,-189.36665637069785,D,A,28.886022398628036,-69.07731097192539,1
Yes,-57.07257433135639,B,B,-4.494741051160199,C,A,38.709398336001065,1.7192863170999926,0
Non-Veteran,-25.98867204979054,C,E,-58.87810010812282,C,C,12.2228217962168,25.17491702427411,0
Yes,-34.83384641550673,B,E,-187.95925558074458,A,A,-74.6100173843519,130.90504182526743,0
Veteran,40.456985252472904,B,E,81.96268595724115,B,C,17.937963010041855,68.9873925759229,1
Non-Veteran,-98.66019702119112,C,D,56.695403948503184,D,D,-141.96647098998517,-175.5682543298921,0
Yes,94.86301457567909,C,E,-47.45902450518692,E,A,-130.27658509007458,-0.6029536049138051,0
Non-Veteran,-64.35836015341988,A,B,0.4757667444012858,E,C,-88.72351693741088,-28.041267536645393,1
Non-Veteran,189.0600733250704,C,A,64.76491576924806,B,A,86.15901756977239,-84.45955197869328,0
No,-33.981784261519806,A,E,-116.43250611190754,A,D,50.02362946432151,86.60879427528658,0
Non-Veteran,7.016054694389585,A,A,-196.78761867648123,E,E,-21.18032229183965,26.294782226467188,0
Non-Veteran,24.384540202383047,A,A,5.895798503372453,B,E,-49.886325949478994,2.358506817872281,1
Veteran,-138.2364832823053,E,A,-37.736957899798156,A,D,-26.047693876755485,210.37769068032136,1
No,-6.670114067481986,C,B,150.90766407536057,E,E,19.78781946362274,-57.66911933994607,0
No,24.660058717868548,D,B,163.03161845358468,C,B,-0.8101434356359223,23.26374534233949,1
No,-116.94191391302155,B,D,-146.80172213338855,B,E,-83.2693240911186,54.44211874229832,0
Veteran,-191.2077352353052,A,B,220.52770180072906,D,D,3.897692107402179,101.33154040490095,0
Yes,171.8085061928877,E,E,-79.67167723203974,C,A,-101.95433117477302,-29.17971632122655,0
Yes,-53.444269104454335,E,B,-12.889976233965845,E,D,114.93978422053215,-47.217477480621184,1
Veteran,-45.52697400445748,A,C,-88.68845872706132,D,A,98.29999509683286,79.58060716623339,0
No,24.271259522455033,D,A,29.838821838647366,B,C,61.76452747074368,-38.025613864316945,1
Veteran,92.68555868767503,A,E,-36.38354990753441,B,D,112.30585028250768,136.49933825486966,0
Yes,58.78249382963323,E,C,29.65237029782204,C,E,-39.17550054227748,-21.50870462466279,0
Yes,103.27614409555537,B,C,-96.41254376314295,A,A,-55.69487930877898,86.01159315232687,0
Yes,-102.30671787255052,E,E,33.66663071933837,D,B,-112.67381086619883,-91.36004070338865,0
No,112.3327664834657,E,A,11.250641174029717,A,E,68.70954549892288,-79.36037020417868,1
Yes,-85.98076799174662,D,D,-214.97160660025162,E,D,-37.46562535823419,74.2919781749363,0
Veteran,116.71302075927453,B,B,26.181169137296312,B,A,29.073799470398455,-51.13884473569521,0
Veteran,50.082268133501664,A,B,-26.63947941330354,E,D,137.02251094329566,-148.44649356842956,1
Veteran,-10.049150140273186,C,E,34.878502053049374,D,A,400.6163020108411,-0.4991038162915516,0
Yes,13.682775263951383,E,A,-80.14872501925132,C,A,-141.26995153026203,-68.76740091314961,1
Yes,38.176486318815314,B,D,76.5015194372005,C,A,32.540045175139845,-18.145006024323735,0
Yes,-52.95584456914716,E,B,-59.600008587303385,E,C,30.86425862550739,-35.51809719047643,1
Non-Veteran,-83.02744006258166,E,B,19.318808716748144,A,C,99.03193689152849,-33.29616494271394,0
Veteran,157.4358200460988,A,A,94.39229495262038,B,C,83.02217699418654,-134.92274142811675,1
Non-Veteran,15.2693349406084,A,C,71.8938758482176,A,E,-18.523647807196465,-98.3306969687671,0
Veteran,-122.71881822955042,D,B,6.693825628437029,B,A,60.14672080327214,-57.248193128889326,1
Veteran,-208.78295841149787,D,C,-57.27715393165545,A,D,36.46583605783054,-90.58613288211083,0
Non-Veteran,80.3490864796457,A,D,52.75953774602644,C,B,-88.73952376151868,-94.97598003479104,0
No,-48.76359647605661,D,E,-194.6742233149395,B,E,-87.45669033211665,-1.5518766718069252,0
Yes,-80.37177861369914,B,B,-83.59811624298789,E,A,129.1502259237709,89.34289414133359,0
Veteran,124.02282608945016,A,D,-42.54790795071061,D,C,102.2823023611453,144.38801692313228,1
Veteran,-61.07305662182982,A,D,-60.65898833930762,C,B,-30.407650519193492,-8.419182389575443,0
Yes,89.05816562955636,E,A,-29.855143712258826,A,D,5.985285556121232,14.866819652543125,0
Yes,62.079443551642846,A,C,-113.47048477879653,D,B,171.90249526440738,21.060043506001232,0
Yes,-12.834866177987909,A,C,131.211751745476,B,B,-78.82174572363787,-128.95990596067583,1
Non-Veteran,35.48912318840182,C,E,-9.503816756870963,A,A,-57.3647235892507,93.78545477996487,1
Yes,141.30192018874317,B,D,-131.94714209986108,B,C,106.0174182078959,189.71171728885025,0
Non-Veteran,-3.805191791729022,C,E,-44.94832109626765,D,E,12.20500347182615,3.131621675513348,1
No,-19.36191184568438,C,B,-76.47145814550184,B,A,103.29118028362927,52.593475295589755,1
Yes,0.5026842297365764,C,E,-163.22071353407856,D,E,-40.2511137667997,-66.80604147083422,1
Veteran,127.07652166943947,B,D,-10.401789237399855,D,B,-124.9511894339024,-30.599531726765587,1
Yes,-133.08223008891324,A,C,-41.42749094718987,E,C,144.61750850758034,180.9571255795672,1
No,61.23006265442301,B,E,31.33950916135053,A,B,-65.59005665500402,-48.13110916077973,0
No,363.32964272012686,B,E,20.1898148677895,D,A,-117.18898206055104,-64.57121803873979,1
Veteran,95.3708481378047,D,C,-8.662271459158488,D,D,114.76816783278132,297.4401366511812,1
No,-6.719659300434618,D,A,70.79736725335853,E,C,-70.08023184897675,108.27528932108292,0
Non-Veteran,122.85122780792844,A,A,-125.40441835298748,A,E,148.54855626737162,78.87815490790503,1
Non-Veteran,-97.42846723087659,B,D,121.35281490658443,B,A,121.3356368345666,-194.19396805304606,0
Veteran,-136.5467201967759,A,D,-210.1182273556002,D,A,-118.86733932916589,-0.13031492403228057,0
No,150.4985320580776,E,E,-33.01143599135706,E,D,282.28351486930904,-86.17135863364143,0
Yes,231.56043517085396,B,C,-60.984858523207585,D,D,-88.77391175257239,-60.33472054863432,0
Yes,-90.04916977459345,A,E,38.15717530445906,E,B,-4.500598145354865,-122.14338087517405,0
No,11.422878637223771,D,A,181.38486507106327,E,E,54.318936919482255,96.77896708576408,0
Veteran,43.51098147477163,C,C,186.06446293487937,C,C,-110.22535701050322,114.63318716084858,1
Yes,-3.550233035315075,D,B,228.58136215941852,A,C,-0.2595956443284279,140.8575892641265,1
Non-Veteran,127.59643744411892,D,A,-98.12764007138234,E,E,43.28449370584087,-14.335473705128123,0
Non-Veteran,194.35714825465266,C,C,23.70511406517155,B,A,65.830781323781,62.19152620787802,0
Non-Veteran,117.13258627359076,D,D,70.69249862958746,B,D,42.42419418632324,22.203025592324842,0
Yes,-82.2083609137884,B,E,68.91612745565834,C,D,-40.85406803789312,-112.18793790709942,1
Veteran,45.72574610645634,A,E,103.70281411645992,D,C,-97.46145478355406,30.169233009838308,1
No,-36.2608836048939,B,D,-123.89146646640383,A,B,-23.587277682556472,-27.854430141831315,0
