Gender,birth_year,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
Female,83,C,55.43017382061252,D,A,-36.82373865578478,D,C,82.69906295222766,D,A,111.85072571699186,0
Male,92,D,-100.74103819775308,C,C,1.9097689196623895,B,A,86.01432069833992,A,E,5.814138710449919,0
F,83,E,143.23851343514286,E,E,22.638622288463665,A,E,69.26518907879107,B,A,9.968216663391164,0
M,77,C,79.18308215727077,C,C,186.05969915189397,E,D,30.406639148625146,C,D,-135.73132780225697,1
Female,96,B,-33.503146478383684,B,D,36.58954976544826,D,E,-157.59064668168938,C,D,168.77468447193598,1
Non-binary,43,D,43.05590962094099,D,D,-194.8050921315638,D,A,23.57364092640247,B,C,116.10324595845812,1
Other,18,D,-73.31941241691442,E,D,-27.209159711814767,D,A,49.56553496001288,B,A,88.16428923224552,0
Male,65,A,66.81714908539021,A,A,87.20149959081311,E,C,133.46149018616686,A,E,-55.11548487897288,0
Male,60,D,99.3634447385226,D,C,360.28741630415675,E,B,-53.76469750056428,E,C,-192.6446118819348,0
M,54,B,14.144842806536134,B,C,168.39047759342364,A,E,56.249839613685516,A,D,0.9617167582735626,1
Other,35,E,40.291454098379035,B,A,-39.9089221991578,A,C,144.05466403888408,B,A,-29.440353225271636,0
F,23,D,1.8893034203525239,E,C,138.41628405314893,C,C,69.26205361663972,E,A,-77.73959697862844,1
Other,69,A,46.338986784628304,C,D,65.97460455031661,B,B,105.24095735231644,C,D,201.14032400634892,1
M,77,A,-152.47369547442676,B,A,116.8362876670324,A,A,36.96266704725982,D,E,-93.25865211227276,0
Female,53,B,34.9339558699956,E,C,-68.65529613489545,D,D,63.10092818127902,B,C,-13.676261017641824,0
Male,62,D,76.7686792932803,D,C,-136.83785712537542,C,E,-3.924275128859679,E,E,2.217007431111079,1
Other,24,A,43.869046586360646,A,A,144.76914759033573,E,E,149.047046723785,B,D,78.64823856878084,0
Male,76,D,-21.263689432145256,C,A,82.36364843963399,A,C,-67.26310857369867,E,B,-201.41448538655658,0
Male,87,A,13.682807603531739,D,D,-17.339552497623302,D,D,-73.36987799178326,E,D,55.07322454646687,0
Female,35,B,0.4128773002465718,D,D,31.265417035900917,A,B,-10.045708119357947,C,C,153.63234033323747,1
Female,35,E,-38.20060966034237,B,E,-157.16735465220626,B,B,83.41341505661953,C,D,-99.44543100720009,1
Non-binary,87,E,2.275698691407095,C,E,28.853792586449405,D,A,34.35344028796882,E,E,-44.89760787795485,1
F,69,D,-60.312772805247185,E,A,64.7795942636741,C,D,21.386656785714994,D,D,-99.64826999243127,1
M,59,E,-229.06458878871155,A,E,89.32977214850477,B,A,84.30475501360729,A,C,22.55775785797898,1
F,53,E,142.80669309045123,E,C,65.33255774810819,A,C,41.90171027069825,E,B,-114.5955484680174,1
F,20,A,-86.41613326261718,C,C,123.51152646175333,A,C,176.39153134292326,E,D,49.922722523914274,1
Non-binary,95,A,304.8785507001006,B,C,-23.872254450736026,B,D,67.928410239317,C,B,-130.72594545816074,1
Male,32,D,20.838082086133,E,B,62.25437447687652,D,D,18.804617508714685,D,D,-92.64080320043695,1
M,30,A,-121.60922238812475,E,E,140.9148589246809,E,B,146.56468375094693,E,E,-4.495902447266711,1
Female,81,D,-100.18170909456525,D,B,14.987694490577406,E,D,-18.318123127570523,B,D,-71.34454405157284,1
Male,54,C,-8.247010347512768,A,B,-151.07606460492892,E,A,112.09568140132112,C,B,57.106090537363855,1
Non-binary,36,A,90.06029496903753,B,B,-6.483042851827222,D,D,144.4020211570945,A,D,-122.02529310276225,1
Male,71,D,6.118791517308335,C,A,-150.55975751623106,D,A,-119.34593060476107,A,E,-66.25231236201347,0
Non-binary,64,D,141.73385719764536,B,A,21.87428708566307,D,E,1.8017647780714234,D,E,35.456797495002874,1
F,20,C,38.04815694304972,C,B,152.688266696284,E,B,83.7197800714037,B,D,110.32665688730468,1
M,82,C,-116.58425827073206,C,D,3.4148266039819664,E,C,124.9732018719872,E,B,114.06063657143477,0
Non-binary,62,E,24.910968858471602,C,E,-115.11516645830966,E,D,-186.5250898015499,B,C,-85.50883288506364,0
F,43,C,108.17818224960021,A,A,21.632394753937163,A,D,-77.16811545924149,E,B,-164.56505899045231,0
F,97,A,-37.24926673485983,D,C,-6.170990020930246,E,E,72.46203163616413,A,E,-19.344444561937838,1
Female,27,E,151.60531242753902,B,D,58.81140061891252,A,E,14.131369926685315,D,D,-207.0781890773927,1
Non-binary,36,A,29.106061528811754,C,D,-72.36385591652376,B,B,188.39491849576632,D,C,21.88791877560778,1
Non-binary,52,A,-45.620042409641435,E,E,-28.37490523710166,A,C,-14.964631454263627,B,E,-168.12400229646693,0
Female,51,B,78.27777703094695,A,B,-55.22156111530631,E,B,12.413656605615117,E,E,120.45042339865391,0
Male,81,C,-12.128042808365235,E,D,-43.29044606879533,D,D,-50.957906083016134,C,E,8.660217113415829,1
F,34,E,194.39932244205937,A,A,-57.17568917563075,C,B,61.52332174841896,C,C,47.11173946604789,0
M,90,D,2.24090986966946,D,B,205.71313783655722,E,C,130.88154291980166,A,D,-28.664994593913125,0
Other,95,E,118.39907030737784,D,D,171.0664312808946,A,D,-90.02481451478694,E,B,-55.47440910312772,1
Female,45,C,80.62967842448768,C,A,0.8662811676300931,D,B,41.60340334934015,D,B,25.983214966849538,0
Male,39,B,38.311713956209836,B,B,76.29058867499108,D,B,-164.16690622967414,B,A,-28.018375399319908,0
M,65,C,-22.037024696044515,A,A,40.67323455638761,D,C,26.348796867481745,B,A,-37.21029908235035,1
Non-binary,61,A,-76.9682354220507,B,E,19.074488962249887,D,A,-48.29413152105973,C,E,94.26281480407259,0
M,66,C,159.22844114933474,B,A,-7.14615092939064,D,D,-96.18982569346934,C,B,-74.48281017835943,0
Female,61,D,-50.68191027217153,E,C,-65.89829888127485,B,A,34.41419163902908,A,B,-43.23711379782488,1
Female,95,A,102.33843689392705,D,E,88.77423487221645,B,A,15.051811395056514,D,E,-69.99832866520836,1
M,49,E,77.65983183747429,B,A,71.98240416663786,C,B,190.80846737622167,C,A,-94.65153783440888,0
Other,38,A,-79.19252817229871,A,A,-76.92179736562072,D,C,18.804634095137178,B,E,-137.8065562870117,0
Non-binary,65,B,74.35586499596218,D,D,78.82097032570464,A,E,61.6468985382004,D,E,177.49705279347148,1
Male,73,C,80.72812565636632,D,D,29.75032736229137,C,B,14.259062214004453,C,B,-10.093696834311631,0
Non-binary,58,E,-174.39686425523618,E,D,15.78182751964132,D,A,-35.32267076293468,E,E,-210.12351313083678,0
Non-binary,25,E,171.85772142678502,B,A,-164.1910060712042,E,E,26.332533538337817,E,D,15.763818944809623,1
Male,91,D,-37.306823447399985,A,D,33.13726101207714,A,A,75.23464132977831,E,B,36.081347695863286,1
F,92,D,92.04739467382663,D,A,68.93728087630947,C,C,-105.75657940556302,D,C,81.00293060817584,1
Non-binary,41,A,116.51840684435797,A,C,-81.83516330433336,A,B,169.24558783918485,E,C,-39.08006043749201,0
Female,58,B,41.83170271186773,C,B,-58.70638308202785,C,C,182.07477037603553,E,C,-141.87488740956312,0
Other,92,B,3.461058146275929,C,B,-109.00093301362952,C,D,103.82230165730996,B,C,86.14067333695458,0
M,92,B,-80.75453112970843,A,A,240.61303700784157,D,C,28.822819212236304,B,B,3.9204598421447114,0
Non-binary,33,A,51.76334180029407,E,B,11.974707186391216,B,C,-220.84692590043696,D,D,5.311800089566109,0
F,33,A,-60.947669235833125,E,E,53.184579310481425,A,E,-98.25345452560025,D,A,55.07990766652784,1
M,50,C,53.540590121057996,E,B,5.1806815176959295,A,D,38.41467508205236,D,A,-131.6285111847647,1
M,18,A,23.034403170089032,C,B,-15.87188177787734,C,D,-65.17660483398947,A,A,58.92440687493424,0
M,93,E,-11.135746554867,E,E,47.99697817269782,B,E,43.058498129646026,C,C,20.98789137394497,0
Female,90,E,33.01324762986093,B,D,-151.53033413794248,A,B,30.993310918368117,A,B,134.31172913892223,1
Female,82,D,-14.730109321666287,E,C,-166.59218526407906,B,D,149.44767034301088,A,E,87.31549426565333,0
M,67,D,75.45286640958831,D,B,118.76734649724486,C,D,30.04627466548034,E,E,-67.13233387885842,0
F,39,C,-137.1391520342344,D,D,74.77159181323462,D,C,36.60256529399081,B,D,133.37437046231827,0
M,69,C,23.92354775454236,A,D,243.64528801761054,D,A,73.17744503177816,E,A,77.4465727983595,0
Other,20,E,-37.5892499770079,A,B,-104.8816028228341,E,D,39.574602343327676,C,B,46.55318737400938,0
M,53,D,-99.20611455638915,A,B,160.1278086013436,D,B,62.06155978263633,A,A,-224.8666448402626,1
Non-binary,46,E,-68.29332939663595,C,A,-67.97451211674525,B,D,130.1301414871376,C,D,-31.48732453881197,0
Non-binary,99,A,70.80179330224558,C,D,-73.82611673904519,B,C,-49.97481456913914,D,B,-6.823408977718555,1
Non-binary,36,D,-176.3120646778267,A,A,-47.44453920397586,C,C,-94.28161402590167,B,E,101.5757731476955,0
Other,96,E,-42.07965777856182,B,D,-96.12120870658646,C,B,28.459376538973686,A,C,-18.15100991669066,1
Non-binary,94,D,44.23849528186143,D,B,43.51679627981977,B,E,-129.77182801053715,E,D,-87.84491586492643,0
Non-binary,74,D,-195.0993545740874,C,D,112.23220910695169,E,B,41.09087058676572,B,B,-46.107463837581825,0
M,29,B,98.91521244634782,B,C,45.3293217066076,B,C,-39.77857594218469,C,A,-24.263794230223386,0
Female,58,D,99.99591305189345,B,E,-54.915961962635166,B,E,-88.21015849345528,E,C,-103.96513531277516,1
Non-binary,24,C,-89.02039431037564,C,A,92.06946788710088,B,D,-47.36844081905997,C,C,36.521091959997605,0
M,19,E,-23.02010052022959,B,C,131.55021547507303,E,C,10.841586101875556,D,E,47.51549981994461,1
Female,92,E,-133.05662589055657,E,A,-49.774312586156725,A,B,-88.05620844326823,D,B,68.29636911718488,1
F,92,A,47.77338251664366,E,B,-17.757407999370233,D,D,75.44263652651941,E,A,97.27346787416275,1
F,78,D,-148.5246657183843,E,B,12.674289300083375,C,A,41.362370251513035,C,A,129.55832564900317,1
Male,54,E,-99.39470782532973,D,E,185.48314046456198,D,C,8.022292929004374,B,A,-32.080025358174794,1
Non-binary,91,C,19.534058387841085,E,B,0.9100623413731933,C,A,86.49128282110759,E,D,53.910255721087786,1
Other,48,A,121.04425445083322,A,E,-178.8594330369472,E,C,61.4246120847946,B,A,-180.28256352866993,1
M,25,E,249.6998694389499,A,E,-21.12625173986408,D,A,-172.71234240651995,D,B,-8.785599091390134,0
Female,32,D,129.93131230084595,A,A,117.41264879804505,B,B,45.087585425236284,A,B,-133.79321076849774,1
M,19,A,-26.242208106683627,E,A,-27.6655476770249,B,E,-212.03593268948376,C,A,-40.68775050594858,1
Female,36,E,-173.87754011586236,D,C,-78.98806656190865,D,D,92.07253273770432,C,C,-13.337775826129421,1
M,20,D,57.706417192566974,C,A,32.70540026159329,C,D,-125.61397095036074,D,A,-23.658766911909265,0
M,39,B,20.656427418024276,D,D,-60.1110276277985,C,D,-64.94772975993259,A,A,1.5845682873807059,1
Male,77,E,-16.285935301401338,B,E,-45.99318424399272,E,D,-93.5318138206458,D,D,-49.75370860954221,0
Male,94,D,25.316031004550847,E,C,7.39339604684274,E,C,58.619845280554486,C,E,-116.00950746292395,1
Female,64,B,-168.30534812079645,B,E,75.38380781621797,A,C,100.21055850829018,B,B,50.60170157067005,0
F,84,C,19.627897681461008,E,A,-36.09477996370812,D,B,117.1583955602457,D,E,47.70899964786368,1
Other,47,A,78.84464808277029,B,C,-7.151802301425765,C,D,176.49673572765923,C,E,-149.40744600591478,1
F,81,A,-119.61259438291083,D,E,-64.19824260032209,D,D,58.83408849559809,E,B,73.51252818755215,0
Other,90,B,99.92544334708859,C,E,27.594284166548967,C,C,-125.0678677445102,D,A,42.81833509617915,0
Male,73,C,131.46117572019028,A,A,-127.6692413287059,D,B,42.98674515753604,C,A,-131.1704750750724,1
Male,29,B,17.271008614802035,D,B,49.50439969458611,E,A,-95.11481953657254,C,E,-123.66057707452609,1
Female,69,B,104.05424885606959,C,A,-42.68588940967499,B,D,-104.93654557746186,C,E,-7.421267979076572,1
Non-binary,95,A,-7.381614144459836,E,B,20.377991092828992,B,A,-106.04685145767611,D,D,-103.87502647242384,0
M,74,D,51.83316802484597,C,C,-127.112941801183,C,E,38.81558403166575,B,B,-120.37494360543548,1
F,19,D,47.45897525089929,B,D,-115.05628022689338,A,B,-32.15826336728404,E,E,104.5365189089575,1
Other,82,D,-196.75172657182696,B,B,-87.93742694255046,E,E,-60.31692561982859,A,B,-14.557305210475539,0
Other,56,C,86.44475251126593,A,C,-114.23324968766889,C,A,-35.97796237672654,C,A,98.62769212003467,1
Other,82,D,62.33206315548996,B,D,-87.87802708790574,C,E,-82.13970098932197,D,B,135.6443703308002,0
M,90,E,-177.7704671338426,A,B,6.092415269913304,C,E,49.86727076373983,E,C,48.87576073155729,0
Female,45,C,-66.43439988364042,A,D,-107.93881133489238,D,E,-54.541375946029845,B,E,79.35443990523855,1
F,18,E,-54.93376121403208,E,A,-95.2438708102862,A,C,-117.34990911633028,C,E,-128.88219863817338,1
Female,38,E,-1.303551930417309,D,B,27.45608808077612,B,D,220.38848010164912,B,B,-92.26279619119592,0
Male,96,C,158.9324492440009,A,B,-82.65071253374997,B,D,0.5698362059999977,B,D,9.106467100788903,0
Female,60,D,-18.088922257832277,C,A,-77.44434359916347,B,A,141.37224305709978,D,E,-274.3778026170608,1
Male,65,C,321.0208924423477,D,E,12.489984529400669,D,D,98.60948083472904,D,D,-182.76134966230944,0
Female,80,C,-18.924285995266292,D,B,-41.20046885435082,A,C,85.35630823894243,A,C,-91.70196746355582,1
M,58,A,-33.1316384505273,C,E,221.43001541709708,E,B,-157.02703191118485,B,E,25.414240177418034,1
F,89,E,0.9967400617675733,B,B,-97.87592087159693,B,D,13.890369621638888,D,D,73.3610544663036,0
Non-binary,32,C,13.088648200958083,A,A,-25.893263012332607,E,C,144.732034809515,D,C,248.56888653242373,1
F,71,B,-117.83125421292252,B,C,-203.6046587245567,C,D,174.33267483442023,E,D,75.20109129103321,0
Female,74,D,107.72665407747645,C,C,-148.24848088056945,E,E,-74.11917373915927,C,E,82.45935020007387,0
Female,95,C,6.491215818406282,C,A,16.236970282891193,B,B,-26.550752062089373,B,D,42.80636821984253,0
F,42,C,31.986738357796135,E,A,-49.75048211548517,B,D,11.040462405101342,B,A,94.23902953712822,1
Female,36,A,-133.96770720194368,A,C,-114.12904532476614,B,D,47.57139039991974,A,A,52.51056084480794,1
F,84,E,23.22142643112999,B,A,-12.142444529130323,D,B,33.68013546784848,D,C,-135.0801545173057,1
Other,39,A,26.95071626844136,D,D,14.783383949006351,B,A,12.004260918779936,C,E,-88.0522775339201,1
Female,49,C,-128.6106944926558,D,A,-17.8862501401411,D,B,-72.54429408806718,C,E,186.03066262117085,1
F,83,B,165.75936555252957,E,B,-146.44586870941967,C,B,-39.781340637315274,E,A,66.12691882207821,0
Male,50,B,-6.741734207736541,B,A,178.6097587201281,D,C,173.7798916116184,C,D,-195.056664460489,0
F,85,E,9.972322230469933,A,B,2.1601562605449334,D,C,-91.2920940989433,B,D,-243.0961305273383,0
Male,63,C,-119.44005873008847,B,A,-183.4837935263701,A,B,-32.10348580679585,D,E,-83.9474671645528,0
Female,56,E,-21.617736311562552,C,E,-94.0479310020329,C,C,-52.393923630037186,B,D,57.07273529249556,0
F,67,E,108.0957436464494,C,C,18.930200709424884,B,D,-154.4786034039594,D,A,-27.63808016085961,1
Female,49,B,44.646965652144246,A,C,18.02568047655638,E,A,63.068583349789456,B,D,-50.66729486612489,1
Male,78,B,-3.866340151792972,D,B,70.9771945526177,D,D,64.67183317178561,D,C,12.636111047633012,0
F,40,E,-18.33904088703342,E,C,-37.5656094117124,B,D,1.7100994277460166,D,B,100.24502740873113,1
Female,65,B,-58.83482119242922,B,C,63.754319596105745,A,D,-40.346938700502996,E,D,46.22270543822245,0
M,49,B,119.25016967631964,A,E,187.6366547621597,E,B,-53.86044730543639,E,B,8.444189667616007,0
F,81,D,-51.91965641652596,C,E,48.226637598987224,C,B,-163.09849112111218,E,E,-112.30984834934512,0
Male,88,B,10.027435721916955,B,E,-122.8115812460316,E,A,-10.270199834372928,B,C,-171.9163142540439,0
F,80,C,55.500837948100354,A,A,-157.1714786851788,D,C,-134.52599277239514,B,D,-270.2335625535006,1
F,49,B,-30.740700407765303,E,B,-223.61891920804925,E,D,33.956176849622274,D,C,18.33508987840706,0
Non-binary,63,A,-18.61741741862533,C,C,153.5204297878974,B,B,19.27634924825827,C,E,10.213893222296704,0
Female,28,E,17.650244029505227,A,C,-72.12644533081816,B,A,-95.29853429986048,C,A,-60.73636233249449,0
Male,96,B,-56.32775963078842,E,D,-55.819945689163944,D,C,184.12237864069098,C,B,44.39827911552645,1
Female,60,E,-15.810043569658127,B,C,-59.26247511962449,D,B,-6.33361375735878,C,A,117.79840540377955,1
Other,28,D,-141.8239173469399,B,D,63.811691297324415,A,B,0.49764845373796035,C,D,66.59403095979518,1
Non-binary,59,B,-49.02600862747665,C,E,-103.51018216511609,B,D,90.95293763600799,C,E,-36.01354056838385,1
Non-binary,29,A,11.305963595647984,D,D,-109.46064877034527,E,B,-36.35343034054812,A,A,-6.373545119631766,1
Male,76,C,28.914006049587666,D,A,66.5984322511047,C,D,-41.750704590208564,A,D,59.12445735882936,0
M,52,D,186.25858669726142,D,E,66.60720723978527,D,C,-122.25199119423336,A,D,150.09182946456744,1
Other,37,B,-40.298487477893374,A,C,-159.40494495436727,C,A,11.042093806057778,E,A,53.687467041453004,0
Female,19,A,87.34313708177858,E,E,6.955679774272894,B,B,37.07799144838381,E,C,37.23671263769655,0
Male,31,C,193.1255394227949,B,B,54.316810787961835,A,E,-52.48960844831527,A,A,-25.07340591009547,1
M,28,D,80.05869768933525,E,A,202.81840334877947,A,B,131.536263650806,C,A,-44.35660138586551,1
Non-binary,33,D,-20.973710180082833,C,E,-54.5556923617328,A,B,3.1243717402394684,E,C,-43.423472384963105,0
Male,80,A,169.59721989063758,E,C,10.984653921218277,E,D,-30.824851858047843,D,A,80.78579772264484,0
Male,67,B,72.2970726210884,C,D,175.50535600967726,A,B,-129.90235496066123,D,E,-66.93474132014762,0
Male,79,A,-162.33539304650805,A,E,128.56680889457397,C,B,-11.261397807955339,D,A,33.17955690569457,1
F,40,D,-125.35098031151328,D,C,39.972589765982704,E,A,-40.80797492089679,C,E,-93.50379102731038,1
Other,47,C,-23.377053752621443,E,A,40.41457956680346,C,D,41.159571477417025,D,A,56.89807624505857,0
Male,19,B,-40.73170785331937,E,C,43.19524244240095,A,B,37.02488502091714,E,D,-138.9062879117619,1
F,44,B,-29.883076981660402,E,D,-86.86245841848458,E,D,-35.63954472899463,C,C,-147.98895218946527,1
M,30,B,-38.39281940636661,B,A,-104.76918818445895,B,A,118.17115312297636,A,A,-24.56068797189589,0
Non-binary,42,C,128.63971238274354,E,A,17.603735204880383,C,C,-35.86319352953027,D,A,23.261047195537515,0
M,91,D,40.03867522568737,C,E,69.94636665168575,E,D,-45.2158851395649,A,C,67.35616942272182,0
Male,75,A,57.113598202152595,B,C,29.57501280877686,A,E,-53.40125684810529,C,E,125.64972719901448,1
Male,51,A,85.07659678783837,B,E,46.006012872002444,D,A,-64.82600028213184,B,C,-32.55827039306403,0
F,33,D,33.250383933671756,B,D,165.90519390369417,D,A,-121.8622539052792,A,C,-38.72758482017678,0
Non-binary,92,A,66.0971707844772,D,A,135.1875676259834,B,D,-94.96276479760965,E,C,131.59252333213652,0
Female,41,D,151.57282054950593,D,A,96.65532284906104,E,D,139.84307446453786,D,C,-30.06229919615686,1
Other,60,D,-151.90119285986233,C,B,50.30066035059322,C,E,-205.3962016416516,C,A,5.674395796639166,0
Female,53,C,-70.75806583112761,B,E,1.702322487520242,A,B,34.61689402777501,C,D,1.5366660734730393,1
Male,74,D,37.776375828507064,C,B,111.0032994028264,C,A,40.090573293615996,D,B,133.55842355851522,0
Non-binary,48,A,105.47195403279727,E,D,146.90785978967168,E,C,-63.05160579459713,A,A,151.06115474745272,0
F,61,E,-55.34639886523494,B,D,42.63040831320019,C,A,71.89921680956421,E,E,-116.57435478935541,1
Non-binary,27,E,128.0139762762255,E,C,2.6488458235792605,E,A,-42.66618094271246,C,E,-220.02969435285976,1
Non-binary,24,C,-33.01343094291927,C,E,-88.46680683761195,C,D,-158.14275582639857,C,B,-95.90163550180976,0
Male,33,A,18.81829985153778,C,D,56.02974817592051,A,C,-33.42549901401629,E,E,50.96081346972582,1
F,36,B,-72.20929411661716,C,B,62.92244309157966,C,E,32.14960145846914,E,E,24.912445781469568,1
F,42,A,26.56841788434742,A,D,19.68528897846608,E,D,170.71293797227275,B,A,17.104094296639005,1
M,32,A,93.13115505329235,D,D,68.74946966354887,D,D,44.67253317519192,E,C,121.66207533937762,1
F,25,E,55.6950556193383,C,C,-25.737115429519275,E,B,153.58967964597474,D,A,106.27044174048723,0
Female,52,E,54.44227491310099,A,E,-56.770746475939696,E,E,38.68808802826189,E,C,-176.0904286257333,0
Other,65,B,50.48189125142224,E,A,43.24737688300574,E,C,-2.9794311666089612,B,D,110.083579711114,0
Female,36,E,-21.478224274349216,D,C,29.148172153419605,B,B,-31.841310285110424,B,B,209.17148000466943,0
Male,69,C,64.54344856733863,D,D,100.86520307075386,B,A,-69.87318617974023,D,B,113.00817762242403,0
Female,96,E,115.06904914423912,A,E,-40.12473149777448,A,D,-72.39613381265603,C,C,-73.29137674601527,0
F,69,C,-29.427746757743794,C,A,-7.726364749178248,C,A,148.87841142195893,E,D,5.6726395699342715,0
Female,31,B,-52.71172311810361,B,B,-21.43040783462819,E,D,80.65954476271206,E,E,-273.7679144150394,1
Other,34,C,-47.043260930952215,E,D,-113.8140041384937,E,A,10.278165634335842,A,D,-31.718701069184768,0
F,62,B,9.29336991158198,E,E,-144.12641197860592,C,A,-30.54828601730276,B,C,-178.61936539382359,1
Female,21,E,75.14282904549343,B,E,-119.80160382584512,B,C,-181.1596870855308,C,B,127.78313827328932,0
Other,31,C,26.73709242285976,C,B,9.105067796512344,A,E,-82.05199725263411,E,D,-60.63956015629102,1
Other,31,C,-10.348820618560454,E,A,87.93087711282723,B,D,247.51350699079006,E,D,149.4898369124112,1
Non-binary,76,D,-141.26943184277854,D,E,-8.753779859431722,B,B,-125.27839728712064,B,E,29.385899254321945,1
Non-binary,95,B,23.084088838522014,C,A,-34.98382829681549,C,E,131.5096695922418,A,C,-3.6951837862936374,1
Other,79,D,-133.65874035497964,B,C,-18.932709231660468,B,C,135.73209345072516,C,D,-10.931927569804374,1
M,69,B,67.35874149033049,E,A,-67.5256579531433,B,B,-50.109341816341455,B,D,59.965395912331,0
F,56,B,64.27083810812614,E,A,-101.40467210697838,B,C,-115.81667329232532,E,C,32.98549560791275,1
Non-binary,82,A,-43.597085299789335,E,B,103.37075341092385,B,E,48.24017690738458,D,D,-146.99172488514495,1
Non-binary,53,B,26.117216021874164,B,A,-63.84384116593359,C,D,-105.01391756197671,D,D,32.994101770087,0
Non-binary,82,D,84.93814669894253,C,D,-156.02007506369833,D,C,19.092191578405416,B,C,28.52190110901804,1
Non-binary,63,D,-11.233777573736953,A,E,-185.7164081058154,E,B,-0.26074524900216467,A,E,215.7431640719937,0
F,96,D,136.8188963061193,A,C,59.324155997475124,C,D,106.30604333212916,D,D,22.49576058828757,0
Male,70,D,-195.73478910805318,B,D,-107.3332049375761,A,B,108.92887235907658,D,B,68.12996763025063,0
Other,69,B,-21.775753817589347,D,E,195.4601287215358,B,C,-134.04150537603599,D,B,-38.606853820584405,0
Other,22,B,54.95447674865296,C,A,4.737788001262053,A,A,26.95469376588878,C,E,-38.97563603337252,1
Other,97,C,80.39362201061387,D,A,66.93666549502046,C,C,95.86506215110523,D,C,-250.05173788824573,0
Male,63,A,-190.60841817285032,C,C,57.77345005775858,D,A,-57.36693628094238,E,A,-75.52321458643807,1
F,88,D,-130.9069775170103,C,D,10.099993774438467,A,B,1.013061682486383,D,A,-14.314379911602728,0
Male,88,B,-43.59999365633321,C,A,-32.714078586613475,B,A,40.566529890147855,A,B,6.840119646732325,0
M,50,C,46.60800819302605,B,A,113.63076977417612,C,C,-103.86022024685208,B,D,233.60997897516847,1
Non-binary,64,D,-205.62032344424145,A,D,31.270725054491134,C,C,232.66779348276523,C,B,-52.05809772568152,0
F,24,A,-19.46696793609213,B,B,63.27792440580069,C,B,-21.034153369371136,D,C,7.458145844581489,0
Other,36,C,-93.91760990170563,C,A,141.236578526403,C,A,-48.18778823636455,C,D,-9.22370456983182,0
Male,82,E,-71.62108942291957,C,A,92.18376034285546,C,E,40.491390671430224,A,D,165.13903468883447,1
Female,93,A,-30.764445067756963,A,D,138.08474644216662,E,B,79.61546949166028,B,B,65.97204368467517,1
Female,51,B,-139.7641571331727,E,A,215.50300591072568,B,A,-18.259161481017706,A,A,57.567120157629326,1
Male,67,A,313.3909627973918,C,B,26.689614815974394,E,E,14.769412809822946,B,C,7.183103964661094,0
Female,34,B,37.88493417340008,D,E,-68.42003262629503,D,A,26.53373560489601,C,E,11.543521787735795,0
Male,84,C,-157.55367623230612,D,A,89.92096719403114,C,B,91.25011934800277,C,A,-80.46881936275115,0
Non-binary,55,B,-63.460447947525,B,C,-70.18017302752615,B,E,-34.27299784038074,E,B,61.63198315111538,1
Other,62,B,-76.30983953317057,B,E,-9.83301734861436,C,A,-121.61176971682892,D,B,-44.77953692620121,0
F,22,C,28.756700717983502,E,D,170.37747474409866,A,A,-87.86229844847122,A,D,-85.59366476626279,0
Male,91,C,-123.5467791660488,E,D,69.60420006254886,E,E,9.708127651437493,D,D,75.41801139608755,0
Non-binary,91,D,-39.78317151455087,D,A,54.416510114457814,C,D,-118.09123704205781,A,E,-176.59839206080005,0
F,74,E,-13.168121915415137,A,A,133.68388633555864,C,C,114.58093122723302,B,B,122.79517966708889,0
Male,27,C,-234.73732342999756,A,C,-43.07656196401719,C,C,55.58413089532975,A,A,-117.58649846900117,1
Other,46,B,-54.882258801158066,D,E,-77.54800291559967,E,B,229.06392689178313,A,D,140.00248266290782,1
F,47,E,-137.36829262291087,D,E,-90.724457279834,C,C,-75.42955995887812,C,B,-80.17796430383851,1
Non-binary,52,E,-90.83159898222738,B,A,180.08625547930455,E,A,12.73884717779766,E,A,-163.2826685204906,0
F,49,A,101.47535300193371,C,C,73.86889966439969,D,E,-12.681396211432775,C,A,6.696157032469179,1
F,47,A,164.87630834376895,D,C,-38.37944086954363,B,E,6.650544580734848,D,D,6.357398979927121,1
M,54,A,3.1135691854715186,E,C,-13.406455684006897,D,C,86.63538937392656,E,E,-125.37435427129486,0
Other,50,C,147.30130489517194,C,E,-43.88363250716591,D,A,-159.00845724842594,C,C,122.58307883453685,1
Other,65,D,-198.44618737042526,C,A,-41.84805657662684,D,A,-16.491481863799226,C,B,-59.91558846489002,1
F,99,C,41.567623456225,E,B,-26.925020714223187,B,D,-2.639444791485334,C,E,43.594302535466404,1
M,64,B,87.1849801751727,B,A,-12.834659047001603,B,C,-128.93051368714862,E,D,-138.42911949799603,1
Male,78,D,-46.031204854825994,D,B,-19.68145553502552,C,B,12.550874406681675,B,A,-134.35509756766,0
Non-binary,50,D,-47.57976907582842,B,D,5.110693022392176,D,B,-53.06316148739939,D,E,168.6126982242369,1
Female,45,D,-93.03618247154492,C,D,-6.22510577113743,C,D,12.727666656623832,B,C,136.18295603020326,1
Other,49,D,-17.317004057373104,A,A,-78.0918822296906,B,A,81.31762198475774,D,B,123.85566727865687,0
Female,20,C,176.3869061003439,C,B,100.89055560711091,A,E,158.27782923741037,B,D,52.77081339321666,1
Female,56,E,-72.49408972052659,E,C,-26.33471835098614,A,B,15.755555180363007,E,A,-18.376953708193295,0
