nationality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
UK,-49.66990730811726,-32.182140212955304,B,D,-41.602318053116704,-121.86924868136602,D,D,73.19104849074432,-1.9294771982147934,0
US,150.91547332702697,-106.75101453282817,B,C,-196.09475135151155,106.96671761261275,A,D,-218.3815952478089,18.238638002394946,1
India,-9.029993521505645,-233.99912426954924,D,D,-202.06735044095794,-70.66015838355088,B,E,66.93585025456515,-147.93628153747954,1
UK,111.82278051346712,-48.81311162701026,E,C,-32.82782720284897,-38.78261046856769,C,E,-7.250603971388355,-154.3398131318925,0
Other,92.68076370139792,181.8134373061237,B,E,-105.10993585150106,224.75069100277753,B,E,103.3374087121227,87.39347089185361,0
Mexico,109.37439550573822,45.547632663406574,E,E,16.897226629591806,-50.835708129876046,D,C,38.64143531549223,-131.3035249688094,0
Other,142.38050249648222,-14.336027904210495,A,A,145.77238980874367,-91.00210301325114,E,E,43.28748459711317,-149.83749523094536,0
US,101.37235385941928,143.73703668784415,A,E,-24.48904098962669,147.52023977267092,E,D,-69.45227356207943,10.62058423877779,1
US,-85.09183162380464,69.1132822136415,A,C,-77.31077128338632,26.778006172863762,C,A,139.15468453218566,76.5087311482247,0
Germany,-113.17787822224336,-74.3492726909242,B,A,-299.2778157631947,4.623886618022258,A,C,5.819366946581294,27.326252144850542,0
India,49.38179650202213,31.8515690813755,A,B,-31.698864934354386,130.80001366591577,A,A,-16.073517505854127,147.01170489044267,0
Germany,23.93812115374168,45.32320381058184,B,E,-75.38226033234075,-37.25138759868577,A,A,-71.3251439785199,27.460261668254542,0
US,164.65987930283853,143.3726354898071,C,E,-109.27288362376002,-7.1146687434420315,C,E,57.69457898637093,67.56391908474048,0
Brazil,131.91834579969765,-30.965653040534225,C,C,-5.153106163279005,-100.45592984536667,A,D,-92.81999786631253,1.0055328783412003,1
Mexico,-181.86440638313067,-132.89698432625738,C,B,29.29208607523735,-237.87034898682444,B,B,-170.62123479875163,-38.23905698069638,1
US,-131.48981541457135,-51.12428719103257,B,C,67.0043674167098,1.0694584662994226,E,C,-99.3587372313782,134.69273443613926,0
Other,-147.60476218730676,-75.35262379026041,D,C,12.712996723197389,21.329270211919965,A,C,-116.95168526347071,120.67410414315411,0
China,7.533256870364001,91.17705833612025,E,A,50.36573967719754,106.84954698103324,A,A,15.961276308990493,-57.50030037865924,0
China,-23.158248352973974,150.7590762615376,A,E,-100.00479228003725,-88.96928798120223,B,B,-36.360080093039805,130.2745496685646,1
China,-63.71336260403518,-97.1761294959807,D,A,-146.22918874330247,-99.23038885635923,A,C,-24.25274363966604,-65.16860627278373,0
Germany,-49.271786079979265,-143.01488909255932,B,E,-19.500724946899854,-94.97036098692003,D,B,-116.38086883955732,142.51061962394093,0
UK,-1.6650972203725827,108.46315161532027,C,E,-229.52806912360296,52.774885845915676,E,E,-201.87917893149137,14.731980148549725,0
China,28.431987386844703,-84.2869329088024,E,A,105.19295408927178,152.25646684616882,A,C,76.07176655949011,126.34937882906854,0
US,53.51967765144574,166.91692613787856,E,B,40.405948447492285,-34.19466088963644,B,C,75.82426919069218,33.075493994833955,1
Brazil,49.593583222726714,-16.50036020446662,D,E,164.51589865853785,-51.73548817699158,D,C,83.58528302475172,132.1526216937744,0
Mexico,86.85299892398825,147.99398644280018,B,A,-16.692066721915406,-66.96619677892832,C,A,-41.87120623135913,-4.456366686091202,0
Brazil,157.64903636674111,65.07285969259203,A,B,171.10923754456593,-157.91000593532107,E,C,-29.296659009009662,-90.06706958721881,0
US,-57.05894218485813,167.4256931733824,B,D,64.99977687079468,32.44414977743334,D,D,271.22393002459376,293.47151426566074,1
US,57.57031337508727,98.63194279615065,C,B,-44.88600786971546,-47.26906360830114,B,C,160.61513142488263,-33.64734232519735,1
India,-73.19910854064334,-138.6572743900439,A,E,119.65302590763467,-115.98467743637069,D,A,133.3861517276913,141.84244168187533,1
Brazil,-34.93288868416214,-110.77581903873919,B,B,-31.28912685471092,-81.85894308044028,A,B,97.36344357898167,-47.49985339666082,0
Other,134.58507541713828,58.465715480951545,A,D,104.11673785390667,-118.91757058050743,E,D,146.85396011985128,-124.85894832389542,1
Other,162.81535976517003,-27.48584082863591,A,C,16.30355814721057,-154.76663196469565,C,B,-46.742830603123224,6.663933135697085,1
India,-27.797087488683797,-92.23676933089214,A,E,-101.06197469158955,-6.834592481890021,A,D,-88.20272857920422,-51.52151441050875,1
Germany,162.28377753227676,-30.521244858389778,E,E,59.247678359801014,-71.92604463620292,A,C,2.13816960389141,94.57200627045061,1
Other,149.85754286886373,203.30291047570097,B,B,113.55003962040541,123.21785823524134,B,B,-56.72133562721445,-23.096462762488144,0
Germany,-23.468895300630134,24.929465527711017,A,C,12.057784484883136,-81.64809594062395,D,E,80.13611059489877,-47.7546416614418,0
Brazil,-7.110093061099289,-5.641449520513567,C,E,-57.27082006105959,-49.18061483010835,C,B,-185.94184441155517,-57.00504002802474,1
UK,48.983559829545136,194.89754160296738,A,D,-55.75648738963973,-23.834798279881316,D,D,122.85838584455927,-167.20545412334695,1
China,13.159742973366223,198.9068638356702,D,E,39.564701426671085,64.09561999733842,B,C,-1.865222568353669,4.194057266588744,1
Brazil,-102.86311759362302,-39.78616003322547,D,D,36.45852647169486,108.68568398837786,A,B,-122.53649534084998,-163.08417898176506,1
Germany,75.89892313607703,7.946017252132343,D,A,-10.246574022468362,-122.7553078643359,C,A,29.912868773551192,-89.13412282629764,1
China,30.165209127756356,20.249340013987887,B,E,-61.85313360563855,-10.478962710668146,E,A,169.81255668790317,-29.56753778461455,0
UK,-22.737475744661666,-57.48503668591343,E,B,-109.33644658096375,-55.934199791500795,B,E,-66.26641199597998,-67.5579830860243,1
Mexico,-39.74951481461067,42.30763075346275,E,C,-193.94983811980967,102.75103578650806,C,C,-131.2941009480008,325.97921449312145,1
Other,-14.249503650214503,85.93135018412936,D,E,-19.975670752415738,-124.96077358235003,D,D,-73.07315618709536,-42.955202956312085,0
China,-66.37887846784521,94.80336052101784,D,A,-21.62532330946819,82.67099399147824,A,A,1.157272907185794,42.06652579239951,1
Mexico,-39.1133806174388,-74.69526775872805,E,A,-189.21968556125086,-131.04444102422823,C,B,-63.35775688359955,-49.9447980350627,0
Germany,-69.02905994554186,96.49091758125562,A,B,-47.106638214633975,-49.6997310029971,B,E,-28.593932224948787,-14.806643802050196,0
China,87.15299620578998,-88.44983608868105,B,B,80.45239062396668,-28.669878070559268,D,E,122.55566562354826,39.41557124725817,0
Brazil,66.18197065095444,-51.88333173990909,B,D,-207.61698584822628,135.76576393391565,B,B,53.97531547569364,-70.51583754698879,1
US,134.34297854510578,-92.8561652957018,A,A,6.553291370894216,33.76102972785572,E,A,146.63441229398626,-85.4319213083026,1
Other,-70.61507165518786,80.70912144419016,E,D,-94.32172709531896,-89.95886946655185,C,A,-20.745966220309167,-75.06742826236157,0
UK,-47.986236493244114,67.89531522180928,C,B,41.068860252431094,41.87668786398342,D,B,31.664646133441053,-114.84081594400362,1
US,35.755521826487,48.369865715195836,C,B,234.63597134303478,71.8623836835895,D,B,54.98093207686653,-52.13023912731172,1
Mexico,-28.051413797006596,-32.42319008206492,B,C,-82.02668075464932,8.392307944256963,C,C,-73.57322931976954,70.3158921020215,1
Other,-0.908831248057013,8.723392614690031,B,C,69.12758376664931,-42.0197168152605,D,B,-19.393217386991246,-0.28592521236799845,0
Brazil,28.789174825584173,-63.19248351932612,D,D,-37.43888631045752,158.07243100355305,B,C,-275.8409951973464,-15.463697144938005,0
Mexico,-110.18535095604547,153.96366393157982,D,E,-102.27013075642735,71.20089452648418,E,D,130.4417902428342,-168.53243686606567,0
Other,-60.40945060196421,-99.34182275249654,C,B,118.65669171625366,88.55714182431747,A,E,33.95409799538932,128.72197008130968,0
Other,128.78016520350366,152.98067925199078,C,C,-2.1930780489539625,153.0473269262937,D,D,-5.811861534305523,18.99182518348399,0
Brazil,13.739708363003828,-12.775375850976998,B,A,-149.59226612620176,181.39855613284658,C,C,-81.80836987115434,102.09773027931593,1
Other,-23.68487171201653,125.45422309358172,D,A,-58.22865358004289,80.88182131299506,A,E,-46.889151922076046,-73.05511978887755,1
UK,192.07273210710193,-26.11613028236151,B,D,36.117278119877554,277.08151347476854,E,B,14.864715790342519,52.4046745785798,1
China,-145.14279006400795,36.29555362543797,C,D,14.504478987052702,-97.89705257734755,D,B,85.63581064707046,-106.4664812627059,0
UK,11.189484114492439,-22.97448762473407,D,E,-247.62970590601884,169.97430302027496,D,C,-129.67666805374694,-121.56858198208229,0
Other,221.0292976680591,-39.57255526597801,B,B,-24.493806033463677,40.70955107779309,A,A,-176.3411043558826,-6.7558069512189,0
Brazil,73.98697682942715,-19.75183610705134,C,B,-156.56073771861574,-66.66541208153699,E,A,141.58817956279353,-88.90043003911941,1
Mexico,20.467906529910625,-42.3028740477973,C,A,-47.45182991763339,139.08466495770986,B,A,26.162525574045638,80.14197700615296,0
India,-184.37653603903212,91.67086250338104,B,C,-33.07778600417547,16.50515201033925,E,E,-63.8537051199384,-89.7098379604324,1
Germany,20.78372516929994,30.51701472082283,E,B,-145.94570708227133,57.56514250489837,D,C,12.55392863087674,23.067858515475315,1
US,-308.53406429216557,-103.52250028080361,B,D,172.2814046508067,-166.89859520368123,C,B,318.61247845624206,-173.44920428140372,0
China,122.2536560777908,49.903897885964646,E,B,-78.5674277572936,-19.359734308749836,A,A,57.465723993646,146.33179358893685,1
Mexico,-54.75491347746818,-64.23717237891894,D,E,-27.33563342267631,-13.930570917334817,E,E,-8.270592408977025,-135.65817333841292,1
Germany,10.24511492308463,-169.55534426763273,B,C,-72.82759989120797,135.51944482153442,C,B,-97.06117601678851,-173.07652467618942,0
Germany,-173.22991061103718,177.91010593048415,A,B,-73.03497947370451,75.15419813168123,E,B,-13.016707711715,-193.05230128530079,0
India,1.6062614613001458,45.46826997801413,B,A,63.7503883887811,-169.65411343747803,D,A,59.886756851074374,-185.47802000726398,1
UK,86.61322104913333,-123.42191834815839,E,B,142.1362300781538,-127.12307809346275,C,A,88.39753889044515,191.38815735822197,0
US,35.68675419810477,112.25659019646119,E,B,-78.13115293340233,17.869599212587225,E,E,-200.1809075614346,-47.327521184804674,1
Mexico,-55.234439863031525,-82.77168570897258,B,C,216.05735215092542,8.451550129990876,A,C,80.86822250209892,49.01038294904615,0
Mexico,87.40211366787221,62.63379621843313,B,B,37.97509232014063,42.034649384270914,C,A,-81.01623107544728,6.147178939807393,0
India,60.584793984305875,-22.28858876949238,A,C,-73.93866579173358,5.294491135528518,C,D,233.40774619455314,-79.99538981266588,1
UK,-66.92438818205545,-112.00893163712165,B,B,-21.204428935970466,44.243901480795245,B,E,19.598959517969643,-103.85499574400379,0
UK,-164.80479484612496,144.4956887278893,B,A,21.33732744204329,31.48004612370585,E,C,149.96067725726127,137.78316655239448,1
Other,-62.787291995194714,-25.39123122527896,A,A,80.16749088628106,-92.83659565667267,B,C,-148.64016551336067,-86.8367243562675,0
Brazil,-196.94996661582883,-12.17817445082984,C,E,62.139267190203604,57.777322734731165,D,B,132.73576082952601,54.54448306783034,1
Brazil,63.70540291304479,-27.127818706809975,C,C,54.57718872263244,19.844390801274358,E,C,-0.5931379941924139,-12.475694861014992,0
Brazil,79.30435205654688,68.07164600151764,D,E,-33.1808236441946,26.51352404387193,A,B,160.92150857716283,80.84846748565509,0
US,102.1196751263633,95.15818192274757,D,B,56.59908733932665,-52.49692129251694,B,E,137.89491236805094,-68.22090003168037,1
China,30.08514835731245,-33.57126217345553,B,D,-1.0326232799496675,37.67749705006878,B,E,90.91413922254642,70.25664961226354,0
Brazil,38.75200931248787,22.083475977171425,A,B,-88.99855624648907,-127.56737015643935,B,E,-0.3313272340221771,86.09034731597373,1
Other,-26.469981357601174,-75.2527119417316,C,D,32.927112367083836,78.20274426674986,A,E,-94.38720768569476,-120.24863170896747,0
UK,-32.9912287169675,-112.65645710862131,A,C,-169.9680212987417,-121.52319695750128,A,E,12.111311016868147,163.79598881512047,1
Brazil,225.947611256082,65.56865605746437,A,E,115.32033990491992,63.35441259927259,B,C,-19.56848438963925,-170.56648962098075,1
India,97.7182743225365,-95.71648728307474,D,A,-39.7703112668715,92.59821748913087,A,C,-115.75871455702405,-82.11148154513783,1
Other,-77.72317481446154,-97.27520577164651,A,A,-154.2357838712289,-102.12853641509687,A,B,-51.82770741049663,-32.8659781845192,1
India,-41.26795132099714,-29.007006396521255,E,E,7.712536088511376,52.49546650001257,C,D,-20.664212616681755,154.1454018266229,0
China,139.5798461176263,98.57428525773572,D,C,72.72116490757863,8.188619094056582,A,A,107.02535568234659,-27.657721941592822,1
Brazil,6.789612455525007,16.39579851876386,E,D,53.8399668405782,95.42684094505283,D,D,-138.04657321422923,-58.433608897115455,1
Germany,-76.06829435360491,33.05753523054521,D,A,-71.70962498702656,-66.63627266999758,B,E,-168.46957321652246,134.62786607233235,1
Germany,-61.090473233879095,-55.62386166299069,B,E,13.922056660841402,-21.22409447832061,A,D,-206.39660606036236,-143.68169552569907,0
Brazil,151.3654348006152,-109.80002197726955,A,C,2.3719874047163763,133.4785850166925,B,E,96.73381264362979,76.14663797556805,1
US,28.63742850669101,-184.37228136591338,D,B,143.8422227382071,-66.28819344185119,B,E,33.335081133612114,-29.54987342532447,1
China,39.72049648078752,-57.13983359127223,D,A,-161.27513555591867,-52.88986412008515,C,C,6.771812103437232,15.723152901956542,1
India,-12.196768853014095,177.00704987175138,E,D,-152.26114330125938,176.96797143132457,B,D,90.07298857165237,-88.48344322953287,1
Mexico,212.85882080667764,-143.8624611368504,A,E,17.81840752146286,105.19743508178445,E,A,56.8227195924644,114.39907820044553,0
Mexico,179.13325614385315,8.647120137887857,C,A,-6.808522540660144,-12.376073816178277,D,B,-33.34123941947687,143.49361652558665,1
China,-24.54911359989616,-160.82551938830255,B,C,55.801883701752764,-107.04397177467955,B,C,-112.084339976408,20.34885623060013,1
Germany,399.6278566313576,73.33552590680033,D,B,-120.61803350312037,0.05832369091890837,C,A,164.27450612291386,-182.3775170078274,0
US,-155.83296244837732,-35.59445663930233,E,A,8.108725222247532,-76.7511427740968,D,C,25.969865455780194,18.79105487593803,0
Brazil,80.29992106288873,94.32549360802999,A,B,-43.97126626004555,54.38501932199807,C,E,-16.412458023166952,-153.13710637578197,0
India,64.56658362088477,-20.739054154417047,D,A,65.01273552613658,-38.44108439753529,D,A,-88.049374669952,30.607405354388327,1
India,27.293908866572476,-188.33907230466738,E,D,-71.72297282837536,3.781474956896351,A,E,151.2000612329927,-239.80480572437446,1
India,115.56227112426265,-51.15158034957381,C,A,-79.82591128152754,-41.35407662342357,E,C,-67.88591208257866,-193.11333357663815,0
China,-92.67917376604193,-74.2428857107685,A,C,84.87379109260377,103.7733479261423,E,E,97.33026077628706,0.7619351774233153,0
Mexico,29.56652240308401,66.34412502423176,E,A,21.470729468167328,-107.56541411912106,A,E,-31.428069470346703,29.492976856251936,0
UK,235.9730613807292,32.562162014208624,D,B,-87.85903048998065,93.22974740022072,C,B,-140.00400761412112,-126.6183904637607,0
US,16.640701416057972,121.42080937529212,A,E,-179.9022107118588,52.505727084846335,D,A,27.2404458485555,-70.29895632786791,0
Other,-94.04885200037131,52.74255246599458,C,C,-59.32648453828947,-123.44570790478578,C,B,75.19112586813492,44.70573449682954,1
US,42.32730164374121,-19.89940392127191,C,E,129.27176476870113,81.3724563212892,A,B,46.080987845045534,-122.00747421537919,0
Other,77.12579636087705,11.983293401462854,D,D,19.00666126917917,175.49639833603305,A,E,8.380964512055662,-191.61754660825142,1
Mexico,-84.88282140962343,10.232653314869324,A,B,-37.37537058131833,-43.938052397299344,D,E,-103.54198646331909,-28.771463444817837,0
US,-48.97252257869521,108.22042840361357,B,C,29.018932718072282,184.4036141198586,A,D,38.6220001540269,57.57390096143213,0
India,-87.96144260725272,42.67170507963491,D,B,-157.8425734012385,147.35895433994807,A,E,58.862582911270586,86.70799750848428,0
China,6.6273309318741855,51.576692152196244,E,B,112.08665191273597,23.886717301207113,E,B,31.110516774427726,-126.12987016584023,0
India,-127.82511804602197,67.90140362485687,B,B,51.4625816096517,-51.638361099343875,E,A,-88.02959054833184,-53.00016191194123,1
China,55.199149504857715,-60.76726764623185,B,D,31.69426901194745,105.19940275790407,B,C,-42.16554890935936,151.4312800632134,1
Brazil,66.49207615226798,169.7003522439933,A,D,-71.23922358050979,-38.29678797275763,D,E,-123.71789147900829,101.6394616733332,1
China,-66.20836670696497,165.13412186657635,C,D,-91.92948269648,-112.162568700557,E,D,-58.2438382346872,-104.3084786369285,0
Other,127.17491488996924,84.96939211884037,D,A,-79.76191719030875,-8.24666496898581,C,A,55.26363302006849,-191.9996453594162,1
US,-81.7905808035806,175.14545569446506,B,E,118.1553804923689,-26.71893435648328,D,D,74.03114085676678,-69.23034593227379,0
UK,176.5452636782609,237.28151446289854,D,A,53.207098583878675,-53.17056162342574,B,B,-24.935941357317816,38.017018779987424,1
Other,8.179130937948594,139.0237989059711,D,B,93.81648344145616,39.22302953280171,B,D,-17.083878218195558,12.49353028852631,1
Germany,-3.222478094654404,128.95817231170997,A,C,-83.64394245018826,-93.40586706814918,B,C,99.93701894285873,-70.91959241869883,1
Germany,-23.232846857164642,-142.42528532896748,E,B,47.41020965872386,62.39112020189226,E,E,24.37359723410751,200.92224080636493,0
India,-31.122349795087594,176.26556263112784,E,D,150.13570430790188,26.65494624632193,C,E,-150.4742819297584,-89.68012365430417,0
Other,69.22880011013874,19.762811663839976,C,C,40.36104344196899,120.44065615552083,A,E,-121.186996464169,97.33334060814482,1
Other,-3.9185597140912978,91.2788397676245,C,C,114.2071398199666,42.85313782168512,B,E,-40.01255372851426,-80.23350825490157,0
Mexico,26.307454289447097,-48.09647534327761,E,E,-55.897848265653224,-73.82900901406471,E,E,77.92971136837818,-64.04090827511185,0
Brazil,89.0332575796271,-64.98663138876638,E,B,106.19562387600716,19.981702318522466,D,E,-89.73605892968669,-194.34867932564953,0
Other,-128.04021133304605,-11.484241972769729,A,D,28.010486276971484,-108.02898252104123,C,A,33.85902832028875,77.01427738655104,1
UK,80.00655044406695,-133.15430574951841,C,B,27.68990537001816,-74.24974316529452,B,B,4.4375567164948,123.32786211853983,1
India,34.52383755287068,-162.89854013942912,E,D,166.8632865493255,167.15181566850063,C,E,-140.45129015761603,-50.71947935023321,1
Brazil,82.17284209463523,126.83062796245565,D,C,-95.71392976126374,-98.60598002426666,A,D,4.694941891226525,43.25253844390826,1
Mexico,166.11211734352688,13.649079823170466,D,D,4.3174640150456955,56.0203073949255,C,D,172.14463414588954,50.040243587886124,1
Brazil,-66.36210841033677,22.52914285461097,B,C,-166.26932525445227,-25.223951380738423,B,C,70.875714826547,-230.1942254372082,1
UK,-10.66175263291967,134.72388741200604,D,E,-46.34323412328422,-4.362115654230257,E,D,-40.69874962050075,310.04652536736586,1
China,-44.79882868701866,206.01938168097908,C,A,-134.13509845446274,-19.02757292235936,E,A,-44.535175597242905,-9.192333404523472,0
Germany,43.009401937910155,90.14217330190425,C,E,-161.10531704073006,177.07498550931658,E,D,-48.269263558891126,127.98763332505845,1
Brazil,124.03864206750958,-99.30090243072927,B,A,-220.2821589185644,18.47134947557716,A,B,1.8658238896258974,25.61993790177374,0
US,92.55898572723795,98.17774673964796,A,D,-67.31005433549768,-90.920663414046,B,B,-8.28823357181467,84.87950078968018,0
Other,-56.58147344912603,-3.9498063845584754,A,E,61.80584932110885,-69.2576082400691,D,A,21.40637591197616,78.26496697488074,1
Mexico,61.65801784526177,39.565689699231335,B,E,-208.16562776823653,14.302349346594573,E,C,41.039637187842224,17.9975737743086,0
Other,-5.43933118913029,-90.86994865169945,D,C,104.30023173566634,122.76406436399587,D,C,153.61082582535133,41.93199342529474,0
Mexico,136.0773157032375,-69.84327926997467,C,D,8.788789177541927,-7.445192058788503,B,D,-122.90271905423214,59.37115824603401,0
China,-140.97566534613057,154.52470947516704,D,D,50.481073189952966,55.033856695098095,A,E,-81.84099240061585,128.6684826146989,0
Mexico,33.766697855235755,116.99824755957297,B,A,-63.83533685869446,12.638609272638751,C,B,-179.00224410185646,57.574866737828835,0
Brazil,80.36161183307851,-47.15320808685945,C,C,215.04282966165778,44.39438999988662,B,E,-231.76859671481878,-206.1843928314668,0
UK,-5.6259768491519475,218.15225167211213,A,A,-179.8645198978819,41.49690221286822,A,E,140.24228023339035,76.07852664299668,1
Brazil,94.30874667504168,45.34324899885706,C,D,22.515033012445183,-69.51046357186426,B,D,-141.79846509912238,77.19074322033417,0
US,119.14294631792887,-108.21028308913066,C,B,11.60593826019656,-44.979474716056686,A,C,71.32423513462689,60.5099155682556,1
Brazil,-60.35369129450261,162.51109737554947,E,C,73.01046890990554,33.56673777341268,A,B,-97.89047045757815,-98.93763896469959,0
China,-89.87195287341318,96.94970847258938,C,C,-75.13103310540485,-10.13420035414989,E,E,134.619349607754,-121.73225154950957,0
Brazil,-36.45323805490207,7.072678427326139,B,A,-18.372040263281956,70.0962318203449,B,B,91.45421183195921,88.21511971139076,0
Brazil,101.08615188039649,52.13106474434063,D,B,86.85703284535457,4.4281573273896875,E,A,96.4024431394248,49.34946814879267,1
Brazil,38.729116627766366,97.70803648756528,B,B,140.50117121241848,-22.898101817487206,B,B,40.32360986870075,-84.4590352387747,1
US,-16.971819914718946,51.45496671201775,A,A,56.32520461482934,152.77377870345057,E,E,81.61161268072281,84.78610264610403,0
Brazil,-34.09330541727791,-211.7032468502343,B,B,-1.6321161227737888,91.85859465117395,D,A,-122.51460877353793,-116.17201989447952,0
US,81.97126553566842,218.30669761200028,B,C,34.59480595479505,-41.11455994459634,D,B,-60.46612805936816,-21.21784725997779,0
Germany,8.125306012016715,-177.46715965450463,B,B,-94.52813739936245,-307.28558484517225,B,B,144.53160220999501,82.29739459231071,0
Mexico,-69.9413829235976,20.69247930060987,C,E,-108.3660675136958,-86.18387337958802,D,C,-103.41142144958802,-1.5502619984293218,1
India,-42.24576524037242,-79.7466583933018,E,D,42.413392760951844,106.70073746739246,D,A,81.19221722665361,10.30061760478135,1
Mexico,-177.22175035918707,-222.19001532211533,A,A,-29.423547761153856,76.07873643632104,E,E,-65.69603183621261,-176.1304249589287,0
China,-77.70477363119505,240.6775375714759,E,D,-60.89804188767497,-86.99873239648662,A,B,-81.02030005990972,153.2813824156945,0
UK,98.22537977328668,200.61191269817152,D,E,-25.503168454186902,-15.176307771557553,A,D,6.484307325535575,83.23259972686907,1
UK,-17.872939216961917,127.7789167828778,C,C,108.17478448347362,61.519228759149335,D,B,-76.98807557581151,-20.679079719271726,0
Mexico,-15.235600835240673,-37.63322097249486,E,C,49.69064595635505,-15.320893285580311,B,D,-80.57312479328145,-188.04101601848154,0
US,-81.97421692572642,-0.8692965715944037,D,A,1.6946886439888706,8.470956315557133,D,E,133.936004000417,164.33010390665308,1
China,-60.423165496518784,12.382970414066849,E,D,-11.592785806901256,72.71706564505664,C,D,-5.011021919729841,-15.39405574963334,1
Other,-15.247463649957552,-30.54086091640308,C,B,5.158463175811631,15.385651574834085,C,D,156.93054832335474,-72.18185344251387,1
India,-144.31818396027583,70.12004271417604,B,C,-87.59397734105066,54.166633552282484,C,E,138.82250219115343,-35.50762514114892,1
China,-220.7037671979646,-52.19044527973574,E,C,-36.749092164861665,12.326668401138303,C,B,14.53216277292731,122.81021587352356,1
US,35.267257239046636,36.86998991127853,E,D,-22.26865912183605,-7.28187501719608,C,B,52.861828246127374,-42.80279983187471,0
US,-25.114227710123853,-156.35187035896044,A,D,108.80500773664825,278.9613735535295,A,D,15.29721216127762,-81.57890765993557,1
India,-48.930184864979594,89.74600194215574,A,E,-116.77027600390599,11.262110227361267,E,D,-155.2901872982903,-98.28740522370532,0
US,-136.80675951626847,26.531982727638653,D,B,-7.790708573912259,76.03099055151921,A,E,9.832019656233863,20.19377408674073,1
Other,-75.56737691905295,21.84799079764394,B,C,-81.22618054995354,-57.392449219740705,D,D,142.8006239665526,165.62897508204884,1
India,60.57321387785397,118.78529323729931,C,E,23.17296811582691,-147.04879712927058,B,C,104.52526203081287,154.64213174459965,1
China,124.44015216796302,-133.3148134232543,E,A,60.153960569053886,12.790880600164018,B,D,-164.39289996641875,-35.1517152815116,0
UK,46.585938560364475,-23.395093793686218,E,C,146.06204675821746,-71.26047147102268,C,D,-36.86157036949494,59.261454264016166,0
India,-89.8457214243437,-94.16712346203599,A,B,56.33238059219251,111.49277383517028,E,B,15.749700805237973,26.82217004743757,0
UK,-92.59315924632834,-17.577751282124158,D,A,-45.31198258477079,42.58633765315771,C,B,57.35722186300738,-120.46975972570726,1
China,89.43496755958247,67.222755679544,B,E,-90.7779061047579,-175.99919570628745,D,A,58.692180087872224,23.828611503835084,1
India,89.04126767989456,-3.259278967016644,E,E,-68.29193539562624,-23.832769607368064,D,C,-167.63726898407992,26.63214963375962,0
US,48.175051469642895,-80.40376918889156,D,E,-33.931535775207436,-147.03637762409417,D,B,136.0117183079379,-150.25069724048586,1
Mexico,178.10135951721594,18.511426444294457,B,E,-67.46164868901971,-36.69031993595578,C,C,-4.608500885819468,243.5786860701125,1
India,-80.1875234288805,-75.77390950395979,E,E,134.96472864103362,95.06207040670265,D,D,-123.06002032575749,63.4993755280526,0
Brazil,-37.11750961780337,-90.64249296005956,C,D,127.26360760600124,-53.587666922185974,C,C,-2.8499325441097407,115.10726278591117,0
Mexico,7.748181825923749,26.405123757610927,E,A,-65.57879588930138,-40.79535483027147,E,D,-58.27851962514327,-71.44261651678865,0
Germany,-0.40360235280493634,29.217586883819568,A,D,46.64139264523349,-12.305397402679182,A,D,103.42372050736522,105.28368826227133,1
Germany,-114.01638195218122,-43.45168546232251,D,B,-24.987511372588955,-15.738981436805762,D,A,-34.088024854507715,20.149232934392593,0
Germany,-79.12859673994622,-68.23867207934194,E,C,38.5757814152068,-59.478426929081564,A,A,0.6647137907419449,5.178831068361582,1
China,3.4135358665280684,104.35880698412707,D,D,53.897029731723954,-39.17999584359428,E,B,153.39913652390638,194.01322601468448,1
Other,159.9578762795875,20.125616160867132,A,B,48.43223262877181,35.15832828656706,D,B,-2.2630258862963384,-21.19783786043571,1
US,5.431661715603984,8.506461738670488,B,D,-62.41421782386196,-60.44552390421607,C,A,252.55581683427187,-113.89147408281453,1
US,13.065178883942902,-130.43931685046383,A,E,-111.88281767150967,-157.40484868645515,C,B,-90.26777453999195,-22.582459994385538,0
UK,-53.77593897476886,68.73358374495004,E,D,60.31022767517273,0.6667828152365299,A,D,-161.34196514320786,44.60642552397298,0
India,-58.747636241916865,55.88999804296022,D,E,-104.71631810283131,133.81193125901711,E,B,64.15976227472065,36.46701516158846,1
UK,-55.55444476132807,-39.15187769565932,A,D,56.160432172433026,158.88712762154864,A,D,-25.72510240896431,30.31091713803488,1
Brazil,-4.851469569651443,33.096317413889246,C,B,71.23236463878627,107.12337191985443,A,A,-235.9421693656233,85.32538187378103,1
India,-100.98541363922668,110.7229591508026,B,D,11.817019399551237,45.86678054434636,B,E,10.970174515977492,83.57829035620816,0
Brazil,11.363504083271815,77.83101016136703,E,B,-61.56414551683467,67.84724908636943,C,A,-75.9942794472597,-112.88411389343875,1
Mexico,16.290425762563608,-41.968213412857395,D,D,63.062684045706554,-54.64718199341561,D,E,-57.51398693596856,63.12826419715657,0
US,69.80627221292531,22.12837087333909,A,E,-45.78597356232441,108.72202418151527,E,E,90.49324316840057,117.87512775170283,1
China,21.689795589009925,36.52559969637455,D,C,83.30271304517117,51.421329700161444,A,A,13.72515045391402,81.64804681452404,0
US,-28.3792083536891,76.15624286781372,E,E,-16.506127841582863,4.764939651846042,A,C,-77.74111859890799,10.862911507964487,0
Germany,179.98646008908713,85.19099375919969,C,E,39.89387766052353,-73.57923431398625,A,B,48.742970764178615,138.2413626181085,0
