civil_status,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
Single,61.24632787500522,48.79590997382531,A,-66.28889367144764,3.3534673660483807,E,E,A,0
Single,145.75101298033434,46.837402897562704,B,58.333745266290634,54.72883936879551,C,E,D,0
Divorced,44.83689712969882,-62.08245007485426,A,-119.2392451648014,4.305571380969265,E,C,B,0
Married,-107.96507731999473,69.56100345493232,E,60.163696532056285,199.53861425433962,A,A,B,0
Single,-91.87540533665405,97.51393735845278,D,-107.64784510684918,11.900125768210943,A,E,D,1
Single,5.026421059419214,116.141534351153,E,-73.01768055252828,31.525490786517015,E,E,D,0
Widowed,-51.36533889177696,17.242868857995134,B,138.2143016777147,323.41300676235994,E,B,C,0
Divorced,26.662865430524562,-100.65548017724477,C,-208.0845097122568,-171.58359913416064,D,D,C,1
Married,-45.71625066419786,6.441603244858599,C,52.00204703641823,22.607047150542275,E,D,D,0
Widowed,151.55024470689483,-1.0204589807257158,A,112.76376562508341,-157.81823892763202,C,A,A,0
Widowed,22.184641060813178,20.971052072792634,E,-71.98134466916194,-82.59264813044273,A,D,A,1
Widowed,-122.85655718514383,45.43603110015282,E,90.97013287871587,-121.71321592269099,C,E,B,1
Divorced,210.94941727892444,-20.993678297963815,B,70.27027696153426,-34.18468705687203,E,B,C,0
Widowed,81.11995009704029,-65.0111741958767,C,67.68141218628934,-36.41053933880488,B,C,B,1
Widowed,162.27009757983905,9.728184261863277,C,-162.99208126743233,110.26831672571211,C,D,A,0
Married,48.75509783610975,-96.17805222285851,B,-30.27366234320499,-142.1558603481438,E,B,D,1
Widowed,155.49828892388172,89.16469183412036,A,-46.83027506547777,60.32395321936447,A,D,B,0
Single,-54.67719285633198,93.74905793940934,B,-86.12234408968729,47.883431174286876,E,A,E,1
Divorced,167.74884227281447,-158.66287457969767,D,36.408483491670765,-110.18954720141481,A,A,D,0
Divorced,22.06445189676585,77.29825178323455,A,133.46398539430604,40.94361225112786,E,B,C,1
Widowed,45.95574012995191,5.953804742163387,A,-73.91879191095265,17.733984586802155,E,E,C,1
Married,-33.672457158287365,-203.942543829043,E,52.65682176779075,175.77474804023524,A,E,C,1
Widowed,-4.412871022894746,-116.22051664710935,C,-148.01450850655033,74.6992763107745,D,E,B,0
Married,-82.13801741060631,-47.761262968026536,A,-81.11961053268512,100.92558969693472,C,C,A,0
Single,107.0056258197174,21.345001222127472,E,144.41212606890542,-113.29114677770016,A,A,D,1
Widowed,-1.1457368223623614,85.91970673994696,D,59.0679851882507,-311.25839848248233,C,E,B,1
Widowed,7.552898896703709,-80.17604480303055,C,-179.7890418445097,52.5586523372458,E,B,E,1
Married,-58.07444712049136,-113.79856511530136,B,-46.31046635658941,25.57590457191361,D,E,D,1
Widowed,56.56236361497412,-46.97576524501402,D,-17.93737413852878,59.017263398304756,B,B,E,0
Widowed,112.33534527455531,-114.47842439306592,D,93.60122936913062,-84.17828022049794,D,B,B,1
Widowed,102.26310036557695,98.03549927926488,B,-18.144331610545073,75.69437135135877,C,B,C,0
Single,0.9931639062741342,127.76416097855481,D,64.2522020209288,-56.484783391477364,E,A,E,0
Single,-31.41758915747093,2.239300442291273,B,28.22973763485588,-86.15507986484626,B,C,A,0
Single,-141.26878509501077,-30.890262745911755,A,60.497896392548846,-45.769711468867705,E,C,A,0
Married,60.670563972726676,-15.620075057232697,D,126.62212747441033,-170.7397242065566,E,C,E,1
Widowed,2.611495803096796,-147.78707775613705,C,-153.88333580168185,40.872316690430885,A,B,B,1
Married,146.43304538099108,-12.933837867111636,E,-27.69369135944923,-12.437915703286981,C,B,A,0
Married,97.32697763617647,81.71091772768604,E,-8.92073730313919,20.396813835754354,A,D,A,1
Widowed,-51.631633681659885,69.63718267911514,B,-7.356775784591761,27.144976819625207,C,E,E,0
Single,87.83439430884195,-163.93536152612276,A,47.37452438374113,-114.14951080704938,E,D,B,0
Single,67.23724642516524,191.03697417066095,A,-0.06623996690566532,-127.89108247484913,D,D,A,1
Divorced,144.4731087835598,-0.9871143595919457,E,-105.72964897218218,139.920488460698,B,D,E,1
Single,-132.2112431754243,59.96531613019705,C,105.23545534521386,20.750484108565928,A,C,B,0
Married,156.30013553439372,22.882181720804073,B,93.65905319803952,-89.12630541566215,C,D,D,0
Widowed,30.182253528791055,-195.34905565807782,B,-138.84799053686106,-209.5864851933767,D,E,E,1
Widowed,48.6382557704632,-79.21070800807509,B,-73.17959375874892,-18.55313556481591,D,E,B,0
Single,-94.43713917672154,-10.156722460811933,D,-61.1649620593123,30.24272253578099,C,D,A,0
Single,-90.57531531316286,108.35398413308911,A,72.25752414431852,-76.86867229918786,C,A,C,0
Single,-102.64955455263045,-39.22500297193764,E,72.46054375095497,-181.85409926234615,E,D,B,0
Divorced,-219.34142455509124,56.272860201434405,C,-91.96005220321618,27.00582231853423,C,B,E,0
Widowed,-25.289734299290835,116.86209219132337,A,-102.80432837003772,74.79493047590078,C,B,D,0
Married,41.478490303253544,14.918947387394969,A,39.25044382811534,65.19805172200296,C,B,A,0
Single,-172.51500067202866,51.80167665519545,D,102.28471304678011,24.07735646544767,B,E,C,0
Divorced,-72.7697370054206,-107.05114964927711,A,89.50886998971134,88.24775675008398,D,D,A,0
Widowed,-56.82265253883389,126.36275869061753,A,-79.29954514874989,-35.639953137657585,B,E,D,0
Widowed,-90.8669559586357,-93.65687824138868,C,37.140641826105224,43.38825098391674,C,D,C,0
Divorced,-88.08958029934342,57.86880451477758,A,-106.3358286272049,-71.09660384457027,E,A,A,0
Single,-52.10860609240846,60.953896465964384,E,-244.74223655821459,-8.217330247770992,C,C,A,0
Widowed,-76.90862025833106,23.535410402555048,A,7.858455854001938,-91.8684270322217,A,D,A,1
Widowed,-22.58033954916407,-280.0812290464604,A,-81.55077497776014,50.450290985504445,C,A,E,1
Widowed,79.79575224284915,66.15113896627429,B,-122.16718436833862,-95.69453248202007,D,A,D,1
Single,130.69843101722185,-7.795378365325112,C,-37.929377725050806,110.43093219389628,E,B,D,0
Single,25.45771220329866,11.465849715770915,C,156.3985575649103,-45.41013827265717,B,B,B,1
Divorced,-127.19730338721484,-59.630240407852334,A,61.646421381750336,-105.03112318350438,C,C,E,1
Married,16.63108705818692,26.59045692679061,E,18.65864380637321,-116.10243994195845,C,D,B,1
Widowed,86.28037044999009,6.087495864850246,B,302.0558872753642,1.4618321654458117,C,B,A,0
Single,-114.59418386227091,38.18990087985183,D,-133.78399032276974,22.18544868687357,E,C,E,1
Married,143.24980973649426,-14.354637729973598,D,-4.735158933527548,-162.08488811022005,D,A,A,1
Married,-146.34045463456746,-52.68871217958332,D,-26.86336379664553,30.969425105248128,E,C,E,1
Widowed,-107.9268109482906,90.35202853365783,A,-66.62161800938368,36.43454195212923,C,E,E,1
Divorced,8.853114766852304,32.08365425907241,A,-73.66181129408783,0.9152292494609547,E,C,B,0
Divorced,148.1045474880532,-70.85316027902523,E,-47.8400057936905,95.22827102081483,A,C,A,1
Married,-12.85363158136757,-23.87692456135955,E,-104.17426185466118,71.89568926042935,B,E,A,0
Divorced,-2.7149406437104946,-36.00839222227162,D,-60.638410872377115,21.273271533122703,C,B,B,0
Divorced,-28.973113974406534,106.66975606031059,A,-6.428302095364366,-200.40968545787098,D,E,C,1
Divorced,-69.41687932652314,74.78451603432877,D,-102.00469922657965,-66.42521013679722,B,B,C,0
Widowed,-26.610077541647993,-105.36282475579408,C,-38.146076034991175,-151.58574709834488,D,B,C,0
Widowed,160.77742523495232,-49.46419689035057,B,61.14100501450162,-16.468662933640115,D,A,A,0
Widowed,96.24730356667632,98.78254848702746,C,0.3049011947845953,-29.398480998467104,A,C,C,1
Divorced,-85.42458196826965,64.69964989821821,B,-38.4583377180947,-46.24092578054149,D,E,E,1
Widowed,75.5844644116795,-118.53942862729178,A,20.4863808167332,8.042176465116821,B,C,C,0
Divorced,-139.58611869785344,133.60208729784236,E,213.3720629114161,65.03025062745208,C,C,A,1
Married,-124.75015260664404,120.23365863525723,B,-123.0073045198286,-68.62613318382027,C,D,A,0
Single,44.42855144929233,57.0700847181594,D,-86.98040193558106,116.0390342149781,B,E,A,1
Divorced,-52.67535827744956,-22.59153488662254,B,-1.2749864561638862,34.622569508163394,A,B,A,0
Divorced,-49.02458174937271,-104.47723385091112,B,155.3968364404519,5.286007197222475,B,E,E,0
Widowed,-4.62703092947237,-62.58115604603559,A,79.43927883122765,108.15490474541191,E,C,D,0
Widowed,288.7856355549419,0.21055578977878667,C,14.928926213826516,54.63782534885004,B,E,C,0
Widowed,-9.86168229323454,140.3913833414074,C,137.4734511412256,90.41871934891914,B,D,C,1
Single,66.21094745350928,-30.513359888669246,C,176.16001378243516,-87.63851324937085,B,B,A,0
Married,100.88765841085865,109.18631276492523,C,289.1778197614116,71.5531239465274,E,D,B,1
Widowed,-0.44598381079818794,-149.5300270802182,B,-32.96066250526695,-112.61791238685932,B,E,A,1
Widowed,150.78803822154117,101.57264877849288,D,136.81718713704169,160.1306497515809,A,C,D,1
Single,0.9719998068941755,2.8278227203188995,C,-25.188695167179674,5.024711431996163,C,A,D,1
Single,4.383121061626046,-121.96333524563305,B,-141.9578214076623,62.613428676393404,C,D,E,0
Married,-23.569993541765726,12.236699034008236,B,4.474242251032972,-79.01283223569393,E,D,C,1
Married,21.437970033999992,-243.0439928733805,A,86.51493490280157,57.904611522776264,C,B,A,0
Divorced,-65.6618058350469,63.85733386951634,B,166.17303315760807,15.244337116503976,A,B,E,1
Widowed,37.63216678309803,-164.78314935020794,E,-119.40789438456304,79.32282422696846,D,C,B,0
Divorced,-85.65884584573851,-103.30351737135659,E,80.27322474925683,72.26197970223222,B,A,B,0
Single,68.63550380888637,40.9768787612349,D,129.63201547363178,71.06934001689235,A,D,A,1
Divorced,-29.968328233408904,45.31793102997776,C,45.62315937755998,3.0711828671699015,E,D,A,1
Widowed,232.82162243181418,-126.1470104102178,B,-75.59580352037277,-126.29546090687478,C,E,E,0
Single,-60.200843416503446,-184.45793612557065,C,33.07427026677794,81.99112975295625,B,B,E,0
Single,-167.42469432961678,-40.08990119184437,C,-83.48115702711229,54.1701880282516,E,C,D,0
Married,-88.27334187065784,153.04309790610552,B,-183.81952935503733,62.248493815467185,C,E,E,0
Divorced,127.74825104900196,79.86439341548682,D,-68.17461716226741,152.03762222267432,B,D,C,0
Widowed,-189.62335733161206,-187.95903761125547,E,62.30113274915047,85.8991301867235,C,B,A,1
Married,5.269062728943828,6.935771485179066,B,-20.35261900655257,28.45726121196861,A,B,A,0
Divorced,-43.173540264638824,-42.36342576143649,B,86.71132763708856,-45.82452640050892,E,B,C,0
Single,-154.36044199415335,-37.184555004319634,E,85.4175318196666,-39.99825722721988,E,D,A,1
Single,221.78865683727355,33.1084165818604,B,-100.28656134248092,43.188602795586675,E,D,E,1
Single,-168.29355563233352,5.377563589364372,D,-145.45009230031755,-52.65837696038588,C,A,C,0
Single,-132.60997836941203,-43.40001998693373,A,-79.05716824502626,66.59485098635136,B,B,A,0
Married,-14.798836972148274,57.94286652905672,A,163.49423794525933,-10.234607652239019,D,B,D,0
Widowed,-117.29002951359209,-45.6371723279841,B,-11.406370519399431,-65.98705556409902,D,E,A,1
Divorced,-101.78385374766472,154.95805058743693,C,-179.23197357293247,-153.79176929387563,E,E,A,0
Widowed,69.8364331178923,5.760918089963719,E,-111.03532650931673,-55.24371145961575,C,E,A,0
Widowed,-25.81700944753052,57.63438737618264,B,-92.43038183569718,-168.53654967528018,E,B,A,1
Single,197.1937956574987,92.79618893972793,C,144.24531005768765,-112.0329895163746,E,A,B,1
Divorced,-144.09074601192202,71.96721037428789,B,-95.04894297598301,227.2070344093886,A,C,A,0
Widowed,-63.736978744055826,196.16469098464876,A,93.04403108112881,-153.5719518224944,E,D,E,1
Single,12.84520021656334,-130.06408937573758,B,-28.41417763329751,-147.43002310821203,E,B,C,1
Single,-105.59512695232769,-124.2856726287503,E,15.864664623476187,85.35320109604302,A,B,C,1
Married,103.36393973777815,-81.65929772439978,A,-9.49077598908156,85.3872379856931,B,A,B,0
Single,-83.83000875785392,-41.14544879559298,E,-21.479144121747552,88.42311108036502,D,C,D,1
Single,27.375160940741054,-68.64408510514569,C,-127.59974558352924,-70.18401869636355,E,C,D,0
Married,-215.00090930406807,-191.4404721415625,E,-42.14114748705528,-49.653200858753486,B,A,A,1
Divorced,-293.56694792741354,58.330152461703555,B,-78.5976042211945,-54.593616739040954,E,C,E,1
Widowed,-40.85025004722218,41.73311489577111,D,-162.73252890775893,286.3333041718177,C,E,B,0
Divorced,20.54922387200516,29.168363063138443,C,-10.597555904920906,-76.558844664752,C,B,D,0
Divorced,30.120123269836164,43.15771282713238,E,161.0245566569472,20.225852070385887,E,E,A,1
Widowed,-200.21929627517386,4.959271176508605,D,7.772207589518556,-140.8823809904449,B,A,B,0
Single,-97.6524071317241,-14.625405114028279,D,139.2991772276073,122.98537726714329,D,B,D,0
Married,-33.44380722117396,-118.56917807161894,D,-206.71594451049248,93.44356356918233,C,C,B,1
Single,13.894273349900013,21.714082582796582,C,-56.37985779593052,153.2855126909149,A,B,A,1
Widowed,-177.32173304594826,-18.433692374371798,B,110.57667311901716,79.11555263128494,A,C,C,0
Married,-114.62166604750423,21.312303812114823,E,-23.921755879123122,-7.867636472080125,A,C,D,0
Widowed,-0.6099109692659265,59.52840274462581,A,-5.9616125605723616,-19.331294282791,C,C,E,0
Single,225.95479674252044,-9.54189227510851,E,157.21106901274726,-72.11761742515837,D,B,C,0
Married,54.90078762614385,-32.322220445075864,E,112.71650372654798,19.712169437101515,B,A,C,1
Married,-63.58680826872454,-22.16939915123645,B,-45.575937523586724,-196.99927077144983,E,A,D,0
Married,145.28310148246308,-24.930366230714068,D,56.5238789748147,63.833789972781084,E,C,E,1
Widowed,90.63838205759234,-132.40984391166336,E,65.89691706044628,37.45305072481617,B,C,C,0
Divorced,-82.10390584969208,-48.97039814869822,B,60.207138170767436,130.42141404320878,D,B,B,0
Widowed,112.63659728892395,-105.00085057710942,A,27.714943604973648,13.597002740326907,A,E,E,1
Widowed,-18.75055655461451,-130.90670205497136,A,-52.99264678380804,-99.1677117754449,E,B,E,1
Married,24.541585949974767,68.0328158187639,A,113.80299987629212,-103.44610763898112,D,A,C,1
Widowed,-113.7417794628924,-7.164106095238132,C,43.08522683012217,-155.33639859065565,D,D,B,0
Divorced,-141.61680310634895,137.01097732547453,A,30.25905553340263,97.05052897583293,D,D,E,0
Widowed,11.954351682613305,-215.58002117033652,C,-55.87540193038464,-2.4657550728442676,D,B,A,0
Widowed,-160.8461864527943,-22.13842347173502,D,74.279939230142,144.96612065391156,C,A,C,1
Divorced,99.80749116028234,18.480727380956136,E,84.22050229526201,74.05046436197364,E,E,C,0
Married,-188.361405344049,-57.23882373545492,A,-29.647279380341256,151.61424942682092,C,A,D,1
Widowed,35.87011129782361,27.74637209513715,A,-6.189978166234107,85.16336221348652,E,C,D,0
Single,57.90487664087118,-47.24418571888408,C,58.29251868641363,-101.1491849966141,D,D,D,1
Single,87.73585414977465,71.60772640123683,A,-33.9365567089895,100.07979031906736,E,B,D,0
Divorced,-15.155106561402121,-41.75904530493502,D,-31.810576998503304,93.42529818083871,C,C,A,1
Widowed,143.7276343407903,55.83086955625105,A,319.46782986769466,-112.8517092214617,D,B,A,0
Widowed,19.468005997556748,-22.75797450720109,B,26.834269977953202,155.02093960538826,B,E,C,1
Married,-143.2141624923677,91.0894184766396,D,198.6267025614756,-48.565468799935054,E,A,D,1
Married,2.9544052116587336,146.85934469808169,D,112.49191585950949,251.24647819118292,E,A,D,1
Single,49.31641550880322,-53.354061218350324,B,-88.49958788902035,186.29894596826847,C,E,D,1
Single,29.943367291591215,108.67890498398418,B,284.8095275280621,14.600247853831402,A,B,A,0
Widowed,-68.56309022938271,25.883360461111383,E,186.52376021626637,-191.80076840513814,B,E,A,1
Widowed,-188.11505014049825,33.10672011416392,C,47.943521768567685,52.86071187711111,A,D,D,1
Single,10.785934836267657,-71.2128804968294,B,144.28403138588192,27.935775821247432,D,E,B,1
Single,42.853107333550525,93.64259103884588,B,120.52369739447622,-117.21645275408743,C,B,B,0
Widowed,125.04401483342795,-53.685722476037235,D,1.366197213435147,-173.27603011294096,B,C,A,0
Widowed,143.25202849929494,211.5966878698948,E,24.76801502074003,-87.94733424171754,E,E,D,1
Single,51.69990646075656,101.8694410828678,E,139.74408604240628,67.89890992747955,B,C,B,0
Widowed,129.60529214257474,86.47917166161811,B,40.53925956864401,58.384590381937954,C,A,D,0
Married,23.04906030785021,-40.12753916323491,D,47.942406172885676,73.273666232903,E,D,B,1
Single,196.82253008204898,-93.31071976889469,C,27.644773024964593,-119.4622416633515,C,A,A,0
Married,-61.03171834896911,-59.50054590306145,C,72.437639888646,212.36228244148876,D,C,B,0
Divorced,47.74527195412631,17.444224050221408,B,32.598533753349024,-83.13407758862445,B,B,A,0
Single,-133.26554265116778,30.355494077447176,D,-39.25267222581199,184.28197294133724,A,C,D,0
Single,-91.08269885807958,-5.538292221867694,E,60.94740286127104,-264.00230276533546,D,B,D,0
Single,-222.785078796837,50.61996143941126,A,-37.927703941572695,-16.168263326850045,E,D,E,1
Single,-293.28850463092914,113.02187505825603,B,16.817629049972993,144.49272333586543,C,A,D,1
Married,-106.11511117276011,14.139391037810883,D,1.5624606264837597,-136.63649950647928,E,B,E,1
Married,-159.93834366628488,-120.96075611007524,E,31.399522774725742,-131.2843243529678,B,B,A,1
Divorced,11.880197166948003,121.59710242680993,B,-230.5554434766937,-2.778252469135092,D,D,D,0
Widowed,3.4683011189571427,-50.86386957775254,C,-56.68229030983066,-9.491168475468143,B,E,B,0
Married,-36.2627817276897,68.30944625302429,A,-140.31532418214127,-97.75485926111386,A,E,B,1
Widowed,-106.9814403908077,163.89148580069616,E,16.79924005657915,127.42737851606805,B,B,E,1
Married,-110.74250562356688,210.23411810462784,E,148.32719611489838,-95.64351435709168,B,D,A,1
Married,-34.15384106976306,32.300133692121584,E,11.893597595345701,54.72103287333698,A,D,D,1
Single,96.97537959950697,41.999139105456464,A,26.337910102196343,141.76430162543429,D,B,D,1
Widowed,-116.76139448041887,-26.894532918658893,D,-205.0846724256549,63.784477640091616,B,A,D,0
Married,42.21984212445765,-61.01556629364325,D,70.93281351773227,-24.889451447848455,A,C,D,1
Divorced,-159.54652358359715,-59.90181926591842,D,-83.41024232227436,26.298447696321613,A,E,D,0
Single,-62.57062087430171,-61.61175077898544,C,-236.97954030182547,95.513938243212,D,E,A,0
Married,-23.055312571757028,225.07043937771846,E,74.1693776906725,43.42748753270232,B,A,B,1
Married,11.2633167431066,-3.002887325002437,D,-108.47716983779674,8.58738353538269,A,D,E,0
Divorced,-100.53374655257468,-97.36319200650213,B,109.2674843516563,-32.23022674810676,E,E,D,1
Divorced,136.6828311424345,28.314210924096173,C,242.733351135391,-177.06887866464956,E,A,E,0
Single,63.92378695994769,-171.0209643855568,E,132.36634986933578,-36.76530695819517,D,E,A,1
Married,-87.93251964090834,-70.01050306684739,D,-60.22541195543938,-184.97623919574048,E,A,D,0
Married,52.773770533043496,-100.80320205845292,E,52.778562824340995,-139.80466408320123,A,D,C,1
Widowed,36.61730472114109,6.184675626049441,A,-60.8366549130084,-156.18256792694493,A,D,B,0
Married,48.02346509078171,132.5580700843344,E,-3.7333290328654902,-5.129598681185706,A,B,B,0
Widowed,-29.790838861666398,22.912224180145085,B,-24.860056294091628,140.38909721059804,B,B,E,0
Divorced,-67.67746834355012,-66.88218537070125,A,77.66691228200095,67.3836887759361,D,A,D,0
Divorced,-8.68269250571499,61.24473735759043,B,18.059982708348105,-232.80889062489564,A,B,E,1
Divorced,7.568829382533844,19.205207972570097,B,-52.6263175233238,-12.677415288031261,A,D,E,1
Widowed,-87.44454208964694,11.99575798291637,C,74.33306304402197,-30.923170270404892,B,B,C,1
Divorced,-97.59567172406905,0.8280225436371851,B,-32.59358753345843,-49.14564681785634,B,B,D,0
Divorced,-85.95367217759026,-7.837877180311523,B,-41.87910074501168,-11.658295575753241,E,D,D,1
Single,-2.5767620731791077,5.713813904242584,B,116.08190972998914,-70.23935356042062,C,D,A,0
Widowed,166.34425136611418,49.42010417160358,C,-127.1085827213373,-123.17460437678247,D,E,E,1
Divorced,157.041268122965,149.07723000681233,E,-43.96570834597378,-47.14642512828628,D,C,A,0
Widowed,-46.63181557664029,212.89007030195896,B,16.119961318472228,-73.52023623742915,C,B,C,0
Single,114.18551725543466,72.08882369650217,B,-64.54117625038387,-20.535631441615205,C,C,E,0
Widowed,-146.96032151891606,-47.33448888755428,A,-183.49592676750072,112.65523067356699,E,B,E,1
Divorced,-35.28866285513465,-157.80151837570867,A,-54.59216901993372,55.49025023315074,A,C,E,0
Married,-60.09044632813209,21.677991077161025,A,-147.63822311097263,-32.664570669958614,B,E,C,0
Widowed,-4.247205011255383,-3.011948797657029,D,-117.00783285994984,-5.763742736118517,C,D,C,1
Married,-74.1790234283708,-149.6442317310099,A,102.37379436939851,-8.807577193214101,B,B,B,1
Widowed,-26.03860287675358,160.74043954439693,E,131.1095642555948,28.688665422696868,D,C,D,0
Married,25.008547169541508,-108.27100131924333,E,-54.921187516801716,22.22128812169804,C,A,B,1
Widowed,18.159333454821976,74.27676011798233,A,256.59783981550805,107.09127224129466,D,B,A,0
Single,91.41352348409102,73.24379455985513,A,141.2170515391401,-55.25089694501063,E,E,B,0
Divorced,-219.0491879008472,41.456393141931194,B,-192.6802485137353,-218.79545412103414,B,B,E,1
Married,35.33006793300877,-1.4490752360400083,D,-190.77751809943118,-37.64244052388951,A,B,D,0
Married,8.57257462134015,133.9767994294357,E,206.56030944850156,-158.2316888910691,E,E,E,0
Widowed,23.803268171581927,-208.1517340781216,D,-12.146326702731875,9.738383971275418,D,C,B,0
Divorced,-30.49680280877548,165.57221721194188,B,59.817406012764394,196.656722979258,D,A,B,1
Widowed,20.63658619706944,42.124640775658435,B,-13.05622740412028,-99.91580115939443,E,D,C,1
Divorced,-58.515499452413565,26.008225193487306,A,17.361628977741532,-136.90311421617795,B,C,A,1
Single,-186.94376857108765,70.10541064182087,D,-187.47409364862682,5.04963131242411,A,C,A,1
Widowed,54.19253100158235,189.41269775991842,B,-242.8424119136863,-28.93223472226528,C,D,E,1
Divorced,93.05067207310917,-25.67911822846389,B,45.895523601584536,41.82454224997227,B,C,D,0
Divorced,-61.395590897617005,20.35745817521228,C,48.73738280031474,111.42473508333286,B,E,E,1
Single,-26.63680597093636,15.570497101810755,C,-26.79082525978472,-81.16051397334184,D,C,C,0
Divorced,-227.47375825683287,-114.84669761181479,E,97.41051045900896,-124.86776420086456,B,C,E,0
Married,114.47336942234787,-199.41437099495678,E,175.43132877227055,59.17348185346886,E,B,E,1
Single,-192.86412027407738,-11.701710410452936,C,-8.872077463273847,49.13729456928826,C,A,C,0
Single,-139.97053184813183,-116.07773316429453,B,-204.74597535253974,152.70124352399844,B,C,D,1
Married,-8.574643181568991,23.372914918600934,A,-49.62449991192473,-95.38193415564436,A,C,C,0
Married,73.31589396998748,-28.07776103596299,D,-47.49883696679692,-58.74565200370239,D,B,D,0
Married,-20.578060198395896,-146.83719642365767,D,-1.7461944800495006,-101.98784357010469,C,C,D,0
Single,110.79729589500229,-23.437142920049762,A,99.22321801193543,31.963626568472954,D,C,E,1
Single,178.26470866001128,26.827679825925383,C,-9.414747680888858,43.1189189916696,D,C,C,0
Single,20.140843573312807,95.81544275766824,A,9.166024252414084,15.843009490606363,E,C,C,1
Married,-44.102710947746814,36.40242226864123,E,-156.73086018150022,84.0092012445857,B,A,A,0
Single,208.9801572215781,-28.51305184420378,B,31.990448755780793,97.64364540897603,B,B,A,1
Divorced,72.40863916760706,101.05345633203548,E,-24.49766935348418,-154.04810907109348,E,B,B,0
Widowed,27.54729362534735,-79.09641811965402,E,-26.741484214847226,4.900052715772952,C,A,E,1
Married,-113.58808839529826,62.87953959031674,A,-165.30176186322515,-130.13936464595358,B,A,D,0
Widowed,-9.963912896868234,-98.2407137571728,C,17.621501506900984,144.50234634379234,B,B,B,1
Divorced,-161.9233769342785,4.673578695420947,D,-7.342105399504212,34.61237188182793,E,D,E,0
Divorced,-176.53114820881933,-115.96371201100297,B,129.10691470353717,-60.1864515728644,C,A,A,0
Divorced,-41.93650773161068,-87.88967260659292,D,-66.53545815706022,-81.89195912275366,C,E,D,1
Single,-131.7508431663669,-19.29784403453979,C,159.0835590096249,-49.35458861384152,B,B,C,0
Divorced,23.71285714791286,-13.077954553150379,B,-39.71141542995795,-43.018339335436615,E,A,D,1
Single,-79.71731603221063,34.94463018008116,E,81.56971075853275,-15.329978414567657,E,D,E,1
Single,86.10821597461799,-27.285271208721362,A,40.49442059670394,40.163221270964314,C,B,E,0
Widowed,-29.660882791861017,-99.89600406039388,E,-34.537642806829965,-10.606575336727904,C,E,A,0
Single,-116.4989152372723,-14.288143826033451,E,-43.826042256709925,144.74093317863887,B,A,D,1
Single,-11.856768372314502,17.11276416701868,B,-28.27290960448254,-61.56647487438022,A,A,C,0
Single,28.82231793587305,16.09462797683619,D,-96.0689836020585,39.39112402368015,B,C,D,0
Married,-194.38389101732406,187.5292454651132,D,44.11174729033468,-50.25326817477694,A,C,E,0
Widowed,122.22630081525128,10.513417694058283,C,75.07663722580573,64.24237446708435,E,D,A,1
Married,177.39011522713173,-97.94303922327194,B,-109.29984298241004,43.21262978108383,A,E,B,1
Divorced,-24.010393875686397,-16.95489349043116,C,54.823891124424684,-69.12496246084423,E,C,E,0
Married,-80.56453378992788,21.383540882652895,A,44.785723436200385,-80.04154783188474,A,B,C,1
Widowed,88.25636293613422,-23.929238660772185,B,-171.62717633253055,21.812886427476702,E,D,D,0
Single,-165.39189181521158,-70.21159583648013,B,-108.8983236717245,173.03525171474368,E,B,D,0
Married,181.92666770491445,-74.27154001757799,E,-7.257414691002359,-37.60200556066702,A,A,D,1
Single,51.3532220093665,18.913395054579755,E,33.11890548805536,-260.4628935971042,A,E,C,1
Divorced,-59.01095949594685,-3.79042890615623,C,-99.8178755753807,109.90787912810124,C,D,D,1
Single,231.33024754775323,68.52776601930469,E,-1.7353470410546186,-25.045038934609064,A,E,E,0
Single,-217.0844286769122,-92.01499539059499,D,-19.435083271030695,53.59578153737484,E,D,E,0
Single,-21.763308330557233,189.4814798109347,D,8.819045276106143,-192.68450268825492,D,E,A,1
Married,54.12224925894213,10.767603557209545,B,-21.659320690621637,67.14295932504604,A,E,A,1
Divorced,-6.575944811655058,32.434049042890024,C,26.7542644344292,-112.65647929405831,C,D,E,1
Single,-21.992036872851372,32.25509378670118,C,185.81476528829347,70.79428865001194,D,C,B,0
Single,-153.3839425732664,159.64816554015601,D,23.61174750969722,98.8007883446786,A,C,C,0
Single,49.04562828842018,130.8072256655459,D,6.82129908387764,70.9905949933126,E,D,A,1
Divorced,-136.96933538125936,53.3829754127952,E,-10.93458653091808,-55.00195694917787,B,D,B,1
Widowed,113.304601638361,-140.68702414219393,B,161.89652622802328,36.27859302972372,A,C,B,1
Married,56.930519510010356,8.670345651048319,B,18.823686803386728,-63.75446940037833,C,B,E,0
Widowed,65.9993276875014,137.9054820555395,D,-88.14804660151195,18.506033782372782,B,A,A,1
Widowed,29.524770940244256,-178.787554393747,C,-54.26581993577221,-6.913569664195504,D,B,E,1
Widowed,-65.69077055742912,-70.75552659160451,C,121.32605270673074,37.77348094230465,E,C,A,0
Divorced,-21.239497759187344,0.3833886595298471,D,169.20555775823343,16.986175198047476,D,B,D,1
Widowed,-60.505648510736684,139.87409365680267,A,109.71187239422441,-16.16176761246166,D,E,D,0
Married,-86.12306137098659,-62.1819757348804,E,-35.44542807443359,14.473556725297943,A,E,A,1
Divorced,21.935538774263662,71.0578490270975,C,11.259883669380056,-88.85395864764342,D,A,D,1
