nationality,age,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
Brazil,33,66.89272454614171,-183.39023129375158,A,252.16415568246285,81.27748618078627,B,D,0
Germany,58,22.18797138063815,-134.90876710965466,B,-7.364797866965716,-44.44513849309481,E,C,0
US,54,-30.15204623144462,95.5198915828924,E,85.70936583789363,3.617700543873366,E,B,1
Mexico,67,-45.433467191116286,-35.2561331477644,C,8.489847035451149,-39.75198874886466,B,A,0
India,61,-68.81735381164344,26.064065127857877,E,-28.92635861202723,-31.053199499588025,A,E,0
Brazil,73,113.57458589943236,13.649454695843714,E,-139.82425863519842,21.939789704330305,E,B,1
Germany,55,-116.51317145828754,7.674809965390391,E,-58.34240250188801,78.60278546296226,B,E,1
US,72,-37.68381315659961,49.74319527732092,E,3.338953834430515,-40.48575811919225,C,C,0
Brazil,55,52.10485998822351,55.996893713014614,D,-157.16708553881006,-112.90541559016025,C,E,1
US,47,-192.40239450503807,49.88449413748797,E,20.050718531714313,-21.53443740208296,C,C,1
Other,34,181.01602192875134,85.90783006476347,B,-204.51419195887826,39.23799284589402,C,B,1
Brazil,74,-229.51363684121392,23.376140089334886,E,85.84680242778309,152.06361046430735,E,E,0
Other,53,29.544444887475585,27.595449799580724,C,39.14950010096727,157.22024797610953,A,A,0
Brazil,73,25.838274324778705,-17.623528584158336,C,87.48821809926926,6.788724605090871,D,B,0
China,43,-223.79466405582727,55.00578829706245,E,50.98551008821389,3.131623709128529,B,D,0
Mexico,62,91.65411867197861,45.33359365795982,A,8.272921850209624,1.965421032158928,C,B,0
Brazil,34,199.97090515079162,87.63856820012636,E,-183.79458549426164,-144.7321781247889,B,B,1
Germany,73,-51.363123956424936,29.45508343720552,C,-96.39166911081028,25.202707962269844,A,D,0
Other,22,26.29678373445311,-39.389878338146914,E,101.44840326840136,195.95255474380087,B,E,1
Germany,59,-111.20115077284747,107.78794892588479,A,-72.19903668480454,38.90265196060973,B,A,0
China,72,-256.8947519056704,48.752453654297064,A,53.31141295393774,123.71868916600073,A,C,0
India,28,-2.811701058384636,10.4794010069736,B,141.3606968577328,-57.94723195368938,A,E,1
US,74,40.83094208945276,66.54053954784276,B,85.37722917601141,-261.2075531136641,C,C,1
India,69,-93.26879176144918,301.4521271279255,C,3.2841322143289364,-63.2157679321546,E,E,0
US,45,6.107597879798801,106.80842674947893,A,-17.06942176345701,55.890781061891005,B,C,1
China,55,88.71224636445234,39.12418636819881,C,37.177376831286736,-113.81746765516733,E,E,0
Mexico,52,0.36087969350332694,15.721297968801931,B,-134.8604630568794,152.19870299982483,D,D,1
Germany,30,22.243760226753732,-29.592765148504053,A,84.07117748118664,32.38232733460219,C,B,1
China,34,-141.13257941570993,-66.33351700765402,C,126.53684702268055,12.76923741643168,E,E,1
Germany,46,188.47147932762908,-0.5729662952345062,D,102.0721304115896,27.971999497577986,D,B,1
Brazil,77,4.902095189230603,-19.711350895802216,C,-82.9711442214371,-8.011725020617488,C,A,1
Mexico,38,99.1710395674336,-139.35918638249478,D,-126.65030745959187,3.519614755077412,A,B,1
China,28,134.33502549717042,96.91123446743353,A,57.19298605808502,28.186479321927337,B,C,0
China,65,-64.84078538009157,86.76776635806317,C,-58.92705555108264,0.41525419560151855,E,A,0
Brazil,56,0.8278573481102076,-187.91213490294643,A,-187.70647687466214,42.30216406034209,E,C,1
Other,74,96.18106907758983,78.53729548645087,E,19.86533857200912,14.512895941548344,A,B,1
Mexico,39,203.93383766538355,-2.574362602978139,A,72.04533786591404,-96.21724179611132,B,B,0
India,35,34.38522218743279,5.949536151754589,C,-6.551227172254541,216.69675291227088,E,A,1
UK,49,3.0909446763453157,21.70684943877449,A,111.30953049456657,-207.9380358165037,A,A,1
UK,22,-283.55910002842444,-86.52623095904308,B,-18.491511173598322,-217.94302576231166,D,A,1
UK,55,57.337677662036015,-187.965151420282,D,-97.69423637649199,-200.85625003822668,B,D,0
UK,64,-57.407574320397345,-79.49158590762437,A,79.48674975105286,85.47124202164491,D,D,1
Mexico,62,202.41457893841175,-58.876715845133575,C,43.85730028183762,-130.62427103206562,A,C,1
Germany,53,-82.90451754511604,63.4077957663154,D,7.115469471136055,-142.44886827598754,C,B,1
UK,65,92.34721175359098,13.872501296743536,A,4.799602360127043,-107.82639892412429,D,A,1
US,70,-102.49381964581823,14.775704124391487,B,-70.58141938731605,34.84818041365201,A,C,1
US,31,129.19989187741103,-104.1339444432938,B,49.64805817607532,55.884008403854054,E,E,1
UK,24,-16.625608422185014,-205.89769004177342,C,-28.1725138716926,44.625144465825436,C,D,1
Other,34,26.221144873787907,-20.3569355741254,D,174.83828430215559,0.31555640669854634,A,B,0
Other,50,-42.515265344029714,19.270872934797193,C,29.523155697417035,-160.3798092058722,C,D,1
Other,53,-70.14919083653685,56.35368493704396,A,4.271241850872822,113.85164746943357,E,A,0
Mexico,65,12.77854365310604,150.82647444840316,E,-117.13874706062106,223.49033329353807,D,A,0
Germany,73,46.590735247210176,49.94067696914817,D,57.896335386693465,27.952954395800617,E,A,0
US,21,-117.63272216069474,191.1036642347592,A,-152.15452176336143,-104.88210615124369,D,C,1
Mexico,28,33.007005346418424,-35.493841939256626,B,-16.12258360207322,-107.94085624823542,D,B,1
US,29,-37.64535474567388,9.229051741656164,C,-38.52767860396507,60.372750442949815,B,B,0
UK,59,-53.19329754605305,15.239408870408186,C,129.3028911891517,174.9299489298822,E,B,1
Brazil,19,-148.95621356369506,-125.44084570466782,C,-166.35435989147135,-44.93109083616567,E,A,0
Germany,50,34.36100921654772,-146.3771013387759,C,92.09201131308055,213.0319794129442,D,D,1
Brazil,74,48.99148528564075,89.72789266352137,E,-29.113567606731422,-61.250517369218926,A,C,0
Germany,23,191.9233760262278,13.304220157987789,A,54.36553617593025,-24.82051893973519,B,D,1
Germany,33,-141.12767015567968,-6.251680745870049,D,25.196507917115902,135.0297259108314,A,A,1
UK,70,167.70882028245398,-113.18285824601655,A,-102.4691993449946,136.03053074458595,C,C,0
US,53,37.19736008641929,-156.07198626964907,A,32.346178920527926,-130.33808904719945,E,B,1
UK,28,100.03352189973478,-233.5252805965862,A,111.70021567229116,-126.7327116358173,D,B,0
Brazil,31,-18.02182702370245,-191.4875234973819,C,-133.63590959872946,-65.84223305281182,A,E,0
India,52,112.25912698192025,48.48761746479813,B,-52.869557435723316,66.20807278980062,D,D,1
Brazil,42,-57.06876927104183,188.73491891666038,D,78.17524878625589,136.27865379184863,B,C,0
China,18,31.01956593049478,-19.40283122189582,B,-11.602211107783686,-84.9468780883114,A,C,1
Mexico,75,167.47076548772637,-8.275412673336803,C,118.48237453952426,-183.9088920436147,A,A,1
UK,76,-115.94461114530512,-137.55283923663742,C,-73.0547965310358,-17.523823999853818,D,A,1
Other,59,-20.338430327417534,-37.98274902499885,A,133.24862568084328,13.81009593745689,A,A,0
US,65,-34.88787022352706,-14.11118400210741,C,-48.26303909899702,30.45724846804772,B,D,0
Brazil,77,-32.37558695722388,-20.441958778369013,C,-71.05343168105411,-131.47235924813714,B,E,0
Brazil,26,87.89132090878199,-15.721466013661894,B,-62.92223726562965,-102.9678589956236,E,C,1
UK,35,-16.460253609491403,-63.83665170572327,B,-60.51949203392753,-102.02055171724594,A,B,0
Mexico,54,-150.64104475203092,-185.86295249995263,B,112.76833790386287,12.80829226775656,E,B,0
China,77,108.50054934972206,16.82956764015261,E,53.81945965429139,-95.88873429276924,B,B,0
India,68,-148.57044028550888,119.35850116997304,E,109.47889232713182,240.77649763497516,A,E,0
Other,74,156.51693037500704,128.87399037603717,B,-57.372898991876,180.78872520570647,C,B,0
Mexico,78,22.666212960276404,-160.5154719340401,B,81.78713346420979,100.84610836667215,B,D,1
Mexico,53,85.55000210838864,-7.935544438342941,A,153.10530090571592,48.11758953290664,A,E,0
China,29,-61.42010387552013,-105.98661496781905,C,34.78190789422679,87.10722634483228,A,C,1
Germany,40,60.901011115176715,-17.656015872363287,A,110.1209742333291,-18.838730696607044,C,A,1
Brazil,19,-54.453091635598305,-33.936778256154994,A,-14.090367488211788,-26.93987618414807,E,B,1
Mexico,50,-26.468728014523556,-51.2546686848532,B,-1.8874383436794286,-54.63913556439489,B,C,1
Other,50,45.62251614861272,-146.67855348250674,E,124.50924255678805,-13.36172290059549,D,B,1
Mexico,36,101.1566780052426,-118.75569573964016,B,-47.02956803877116,-177.10639556943568,A,E,1
Brazil,44,-26.106591704672933,-71.73627153753223,D,-56.58882813237162,21.451833148599025,D,E,0
Other,41,-243.07716415294078,58.65194251237361,C,-76.70932612364024,98.18428653663969,E,D,1
Brazil,41,-128.1976327480872,-40.155811892402646,B,-56.523807234829206,-214.45058853097052,E,D,0
UK,77,-88.57765246814505,33.83752480633188,E,-258.13596646519863,-45.89348904261104,B,C,0
China,19,-131.9437825781682,214.9231449284295,E,-27.883951963697374,-29.53811544366085,C,C,0
UK,19,108.95155157012495,65.42087674667955,D,-78.0504399576391,55.839104794766826,C,B,1
Mexico,69,10.580168669866756,-91.13476335140291,B,94.91826165897884,-67.92625737479247,A,A,0
US,42,-99.66383930658938,-53.30091905249345,C,36.78922215457848,100.24148711419238,C,E,0
Other,64,11.653742720587507,-129.5200930471085,A,269.94883137487153,41.22687055175774,D,A,1
UK,72,-152.0655497214208,7.4805181577931545,C,-259.8143666232706,-46.33702939213741,B,E,0
Mexico,42,-85.1038682236842,-156.82683576584765,A,-8.852288170086663,-109.64631637295537,A,B,1
US,38,-50.14353729706356,-20.770091986983,C,131.15967728994192,142.76623030197487,E,E,1
Other,46,210.9251145771941,-25.932397278665942,D,-47.79510590755531,-10.210679089769929,E,E,0
Other,57,-49.09621132458869,42.72560946237932,E,-138.37788529356504,44.92243262849775,E,E,1
Germany,33,154.3480140741963,104.465280067155,D,149.66051181958383,-134.00363209648168,B,C,0
US,42,-65.84209077750216,-118.78501874964094,A,102.30964624357621,-103.6905631962147,E,E,0
Germany,70,-69.89731574423163,-112.57262873631203,E,-16.272383399514162,-66.48129666529684,E,E,0
Other,64,-62.74662136738374,-69.13279523775537,A,-133.49625448569847,115.09860805934701,C,A,0
India,26,40.42871812205019,122.00813549901525,A,181.94230770443895,-35.604514506102916,D,C,1
Mexico,70,50.576322309836755,71.8440109027082,A,80.25015936084542,174.18226359201884,E,D,1
Mexico,51,-58.48533283540013,66.78864921874482,B,-13.23062215788953,-46.202348696389116,B,D,0
Germany,77,-18.44745199219201,-13.765421783774217,A,-89.51413835481668,-68.72604325724082,C,A,0
India,28,-95.9172427957119,-86.3225531233636,E,-41.73304950088757,78.26406852350382,D,D,1
India,57,29.22445792754343,50.298413637963435,C,14.587454273409461,-55.89703211814937,D,C,0
UK,73,7.942803160994726,150.94378891694126,A,-41.49592781747703,142.0854037956289,E,A,1
Brazil,22,18.68152983246204,-111.88043416119642,B,43.06513704771207,-1.7525546967450376,A,D,1
Germany,48,-110.29280115620107,-85.40655077436212,C,30.746983508745863,-98.5682300510554,C,B,0
Brazil,63,-5.934514905175131,21.790224921737128,E,-185.22023608024318,9.610366005693036,A,C,0
Germany,59,68.95221004311512,-10.314104948414949,E,-140.2534184748904,38.4462546481173,C,D,1
UK,19,-0.6693448490928324,-14.668222165655045,B,36.20501479465468,-120.92418128265925,D,C,0
UK,22,138.27268377092383,93.60695242122011,B,-13.130110308931437,127.61093596182734,C,C,0
Mexico,44,-166.18498310216629,-7.7517094941472715,E,-3.4218022924895424,-91.7248980340005,E,D,0
UK,63,-3.852481029913293,176.46339915578355,C,-134.07799012099284,-140.09538044828463,D,C,0
Brazil,61,14.703754346403326,-93.8908454515394,E,-95.3132790822535,170.7967003866353,D,D,0
Germany,54,-11.50865901667031,-97.06975374605972,C,216.1022443769602,24.965666998158614,E,D,1
China,52,155.15338454576587,-30.376079993361373,C,219.64393095465243,20.614523393517693,D,C,0
US,78,192.69802146133594,145.7785510873792,B,84.3770912012561,-57.848999957069545,A,A,0
Other,37,-217.04335511158627,86.22175844113352,B,-61.96887279342946,-124.92252308050824,C,D,1
Germany,50,192.52003937604562,80.54457656837226,B,-90.87634764696271,-20.06677664623115,D,E,0
UK,35,68.63056422548175,164.69290784802487,D,215.38236720362983,49.10746764715418,E,C,0
Other,29,202.5557030308775,-134.5180093221269,D,-120.6029254511411,12.507117426400175,E,A,1
Other,22,211.9099204907261,10.668920179569652,A,-56.85107195433411,106.18230550383822,C,A,1
India,67,172.96980270492358,174.56255963598548,C,-148.2696553378747,-146.50975496224225,E,B,0
UK,73,219.4148473374191,60.504034389811565,A,33.41865904593123,-78.84075716622331,E,C,1
Brazil,26,-7.612725564599414,63.54441605081189,B,-11.450930646400755,-180.17062980839995,B,A,1
Brazil,49,-67.56447252031498,-78.33507197807059,C,55.93394995646634,-159.15660362243366,C,E,0
China,74,80.11609907976313,33.02910616734252,D,8.25318987277299,224.3733683680146,D,D,1
UK,69,86.69167749045124,-23.522742044174084,D,104.076168778016,4.274203832170226,B,A,0
Mexico,61,-51.2849965052453,-35.24899982858986,E,8.463487219728128,66.735951909815,C,D,1
Germany,63,55.136241278463416,-16.385289179234874,B,91.82015621404304,75.73415804927016,E,A,1
Germany,33,-56.15296761464307,-47.47488788481071,C,-86.85696941352067,158.34234734762347,A,C,0
Brazil,26,129.1672694612926,-114.20480223193334,D,131.39986829602046,-22.40834135045892,C,C,0
Mexico,55,-5.600876427819259,-97.15567291030214,A,16.527076870513728,-50.224699312602205,D,A,1
India,28,13.427821550846,-75.04557825396408,C,40.01323541793537,127.72098958595737,D,D,1
US,74,-157.48406050693185,-49.806544929707016,B,111.14343423100006,101.12780276876794,B,B,1
Mexico,57,83.63659768763377,-69.3056463016773,A,67.04446223954555,125.67379006459505,A,E,1
Other,29,34.87784006859373,-175.42121985263887,A,-53.88133861021092,-107.30118519364818,A,E,0
Brazil,65,-120.37810652322658,-48.59928367244916,C,-201.6190409660962,-59.93255145616142,B,A,1
US,78,92.35838272386451,-70.87995647935223,A,-50.23402370673593,72.25980960001283,C,B,1
Brazil,38,42.386963216004595,11.957374036783241,B,226.67529872303746,-37.320346337615845,E,B,1
India,53,-78.20522129687714,-214.15230194443603,B,-36.70722337550671,-22.225760448190762,E,D,1
UK,79,-43.75152487330617,45.930717738108214,B,-52.21838755866318,-63.175996854036065,D,B,0
India,23,-37.89019818338553,-201.99913351034428,D,-5.749670304517361,79.46691085463368,C,C,1
India,32,79.38495533452146,163.10263291653655,C,34.35470501508892,140.29531147523184,B,E,1
Germany,51,140.36728067437073,114.12780664278566,D,-196.40936577435832,-144.7625880286654,A,E,1
UK,30,46.5973241571153,-36.745644060794405,D,68.02870836636271,74.91570411306742,E,B,0
China,37,-19.885967588977945,151.91517941353436,D,-19.17288124074692,97.51540732371242,D,E,0
India,63,158.38716019054635,27.322129221261793,A,82.20550835629535,-101.5058884615633,E,B,1
India,43,-125.81895686540057,14.338704624781293,A,-28.838257013117463,-14.261866624246613,C,B,1
India,49,114.6530942630682,5.777491836155458,D,-132.88163235141846,-121.85522657943766,E,E,0
Germany,28,-166.17226545856943,26.873518153145664,A,81.98694657442928,-40.17383869720487,E,D,0
UK,28,48.672978003163756,-95.99860809554211,A,147.1795368501242,-69.35618525900026,E,C,1
US,42,125.17905110044403,-27.856975444821742,E,-76.95697736895406,118.87588460181607,B,B,1
India,79,58.57798301694178,33.596058350113225,A,-10.474195348009834,-239.293432148309,C,D,0
Mexico,54,61.14408321468593,-195.31705999644652,D,86.00888943202747,-98.54517027285164,E,C,1
India,63,-87.65593322257861,-16.775575781866813,E,18.474836766873075,158.96811812291745,C,A,1
Mexico,27,-99.9180521079879,-7.6514479994997835,B,-2.507435975044752,60.64091690037986,D,E,0
UK,43,86.49695669759947,69.33073317187191,A,-12.420258368702976,-33.213079824273926,E,C,1
China,39,-84.35151295387935,113.97028978058003,B,-147.3152246986173,-28.841613839114633,A,C,0
UK,50,166.92801968775962,7.818304773586298,E,-17.008589064755604,-127.06850372312888,D,B,0
US,75,59.4669731076525,65.13694962676419,C,-108.11269524568614,64.17251252030633,A,A,1
Mexico,45,-129.86485299870387,207.72669023723108,C,49.83876101658865,31.386381887391885,D,E,0
Mexico,75,-103.12786708920669,82.31529792564514,B,96.25862442519471,213.4018259615711,A,D,0
Mexico,79,24.823990627039887,1.0443829583730861,D,-49.039382317356605,-105.70753921304974,E,C,0
Brazil,28,-125.95806160121974,-18.999548632312127,D,144.19487285605572,5.005726775036983,B,C,1
Other,50,28.17142818274923,41.15152032815771,E,-12.533065152255485,-123.1634096174777,B,D,1
US,39,24.803603049703216,-77.50365636753452,E,36.93606708199046,34.86106088804752,E,D,0
Brazil,27,-123.15508761131548,80.47233763987165,D,7.3867033586938895,21.903252095541077,C,E,1
China,73,-104.99515792864152,-101.40683839040233,B,-51.75154171350459,-21.47610107854276,B,B,0
US,51,-106.34239470142435,79.12751049281214,B,68.63778655259757,15.168644475346468,D,D,0
US,37,35.06558470882349,77.29060875141045,E,-57.821017639277606,60.73382294516557,D,C,1
US,59,-47.38779552923434,-216.32019982793724,D,-37.73863882712838,-22.942787834284278,C,A,1
Other,48,113.13342551895518,77.93069835538611,A,-51.52036213257104,45.3925270501968,D,D,1
India,33,128.19196614284223,93.28885751232718,B,-0.857543572482222,-14.667593717580882,E,A,0
China,26,-14.292013931165497,-166.4311358500695,E,210.55881386973692,39.36509552393133,B,D,0
China,24,85.43317981620422,-113.36638723842154,D,-37.73282111387458,83.08650755654028,A,B,1
Brazil,40,86.49122106444597,-69.59060243965092,C,55.292901868289356,-59.84965667638929,B,B,1
US,19,20.304893868235602,32.96792932211061,A,33.56655575084366,-85.91031084500707,B,C,1
US,24,-144.43022315294326,115.65385547724169,B,93.63725390080411,69.96513701801922,A,A,1
India,63,-65.11171178735134,-15.718346082911689,B,-180.570551381103,-100.03740724179988,A,B,1
UK,65,-75.37322193579222,71.14834738568764,E,-13.287749351415359,-149.45923837878655,B,E,1
Mexico,24,8.825957238341,-20.995550767358615,E,10.59027413306063,78.95884286184017,E,C,1
Brazil,43,-78.8173331492375,60.90348528400858,E,87.45871246597125,-70.2641498667548,E,D,1
Germany,56,21.27841427374965,7.938756077656596,C,56.82110994320156,136.95763278840286,E,A,0
China,61,145.61383037838579,75.43338465788118,C,92.50253319123306,-81.34259063603942,A,D,0
Other,50,-23.543958626502832,97.23178835693187,B,149.79034132384874,-76.25206056268513,B,D,1
UK,72,26.284056792464504,-55.318657593370865,B,-127.42876596757439,120.06533922499614,C,C,1
India,27,108.4343004906977,-147.16988857734015,D,-115.89517776854056,93.80693767162914,D,D,1
UK,43,266.16847193007294,80.15898591687117,E,70.5128488665428,50.159053231743634,A,A,1
Mexico,62,64.7365297337506,-82.51098826859365,A,22.12759590438249,-171.29646980479473,A,E,1
China,68,102.78925745416562,151.13454592106518,C,-183.74510679506452,-134.46360937008657,B,A,0
Other,60,214.03000648189408,-30.956603450322394,D,-214.9658177250535,-91.82531572780393,B,E,0
Germany,42,-26.50508226172759,-88.17666402533663,E,-171.51860488831485,-67.80745050196907,A,B,1
Germany,67,-271.1184098855423,-52.09924042827273,D,-130.9789593713963,38.350546637392156,C,B,0
Brazil,46,-6.150355208680802,62.23890530727368,B,167.2728136659422,-172.68663487291425,B,A,1
US,22,36.86098439053578,-103.53782197715591,D,96.49367329419964,-109.20830411552846,B,E,1
India,64,105.75520388482877,160.40448602143329,A,-108.25613518668746,106.49348672297485,C,C,1
China,31,-10.329006434981245,-34.24168696486793,D,38.32851013061343,77.3544502629438,C,D,0
US,48,-77.20786973872386,-46.67759415705159,C,-61.842259824136924,104.74806955342157,A,A,1
US,50,-184.3321857140054,162.68194630008765,A,-146.67069476786872,27.041973720046798,A,E,0
UK,38,12.7645518034352,-88.29681367850793,D,-159.39827361432987,96.43808904949661,E,A,0
Other,30,-203.6721423613015,-57.4229509745358,B,-85.17528187739303,106.72277662613459,E,B,1
Mexico,30,100.37209262520288,-86.20224909427533,D,-73.77075371953742,129.06195607688332,A,C,1
China,38,-241.3280026508988,116.74197150986465,A,73.03324887176689,-11.327816304399878,C,E,1
UK,43,-105.13039611547548,26.10084002501984,E,25.740887372872855,139.21892359524384,C,C,1
Other,66,-10.590467522312323,114.56398412473912,C,-195.5133212039231,28.823053119820596,E,C,1
India,32,-84.52662361617519,-102.21405133922956,E,187.85733059903183,36.98025327782507,B,C,1
UK,32,-23.424856967737295,56.36183875583001,D,-154.6603081181821,62.203235780471445,D,C,0
India,50,-5.870218211570996,107.69979467969077,E,35.39751959007649,-59.76571171546,C,E,0
India,79,41.7990568470742,-229.71714740984922,A,18.239679434061856,-76.62556105227732,C,E,1
Other,45,-40.22710111875821,-79.04202649152468,E,17.69249458208812,-146.88728124747678,C,C,1
UK,21,11.42274314925655,77.91067935883125,E,126.34547977930424,6.284241004645278,D,C,0
China,71,74.40946883104077,58.366927504308684,B,-5.815163931093266,-84.56493305807079,B,E,1
Germany,24,-68.83343580992889,147.4124926155647,A,63.17093193135093,-112.17849686637726,D,E,1
Other,62,16.531354699149002,-57.01104239803585,E,-38.7720736697691,-80.02012737020944,E,D,1
US,47,-154.06236548796213,49.55910113790809,E,27.63723105647358,6.9781592314075676,C,E,0
Germany,32,-149.33790543358242,6.9615415289344895,E,-120.80205985074801,70.05095398975104,E,A,1
US,67,143.1351348178574,98.13038984616392,D,73.9288744290882,122.11936472999365,B,D,1
Mexico,29,102.28168153989247,92.34878644737408,A,104.33360460197869,121.27328347079988,D,E,0
Brazil,22,20.168701128074186,59.57130916947685,B,-44.842804441915504,-99.62353474391807,C,E,0
Brazil,51,26.84132936380174,73.14328810467123,B,108.37407623322868,-156.54701160525696,D,D,1
Mexico,48,89.30682284296401,4.586897516379303,D,101.7283631168169,-94.67324795795675,D,A,0
Mexico,25,16.735251281635055,-73.45937212529688,B,106.84597113648431,-87.15658385650778,E,B,0
India,72,-240.63701935616336,-54.24800811038213,C,56.41960912506646,-55.22338539944859,A,C,0
Brazil,79,64.10477372187111,-71.41231956984309,E,70.5294163983179,9.602069115953784,E,B,1
Brazil,57,34.26778479844549,181.26898637836257,E,-247.8151294266931,31.617459090889977,A,B,1
Germany,47,62.23656701035569,28.393108162694748,C,-78.54640494881923,-125.9422613246902,B,B,0
Germany,46,89.56581502715409,29.729031998838533,C,102.41334683557004,-135.26481062157822,A,D,0
Germany,65,-79.76737328848375,-125.66065336887222,B,-16.721093772895916,-152.8592484777222,B,C,0
US,26,-36.1580268050026,-75.1772415612794,C,168.4081640035367,-66.1553907266722,E,D,0
Brazil,69,39.54189547010035,-60.53800863218369,C,-155.33695648275628,112.76112116365702,C,D,1
Brazil,34,170.86243134607685,-110.69300431375856,D,-13.431217638320827,112.27803397788607,B,E,1
Brazil,29,78.0957585268483,-16.76936676253399,E,46.012859639354126,-123.56314272093879,C,D,1
India,63,33.642401710533136,-243.2311158715946,A,1.7600242058302489,-32.500468169915365,D,D,1
China,47,-75.56586037747486,-73.75580201891037,C,-61.166763113228875,128.3051631284209,A,C,0
Germany,19,-67.99994316212894,122.82109994514047,D,14.34581793252145,119.43037923178798,C,A,0
Brazil,64,-107.78754387678164,14.715308485047329,E,61.84461066823255,63.355493616273606,E,A,0
India,26,-29.008545717480388,-216.60853729986792,A,-0.9705634760840222,152.9221689909586,A,C,0
US,65,-24.426352182630712,138.9229823062978,A,-32.18279743997854,-13.466648633065418,A,C,0
UK,38,-110.82170287135642,-98.81849726381087,A,-171.47422883149045,59.05980829885012,D,A,0
US,58,36.60321810489007,140.68943791489,E,-39.153799662612315,-1.544943141860359,D,C,1
Other,54,-135.89583789407948,-134.42834947849934,E,-183.90532851566036,-79.88042534710651,E,C,0
Other,32,-39.26160588535018,6.626051975683887,E,53.49664517937337,34.386491549860736,E,C,1
Germany,25,155.73688984474015,-70.97335057132796,E,115.8976080954141,-54.17500350742116,A,B,1
Mexico,23,-214.37019860536265,-47.542388412930535,E,64.4720560842274,206.09475086450152,D,E,0
Other,52,-3.794872289722987,62.484152927274764,E,98.46197625194581,150.1504497602158,B,D,1
Mexico,73,48.49240102843936,93.46544099365886,D,-194.30870453777942,45.65639034408963,E,B,1
Germany,51,88.0416857212887,45.63271125074173,C,-77.64635542298133,52.3557896030083,D,D,1
China,77,149.2803847832305,-29.357965831144593,E,-7.540297067611859,-109.40139653876535,D,A,0
Other,48,-3.643853478489024,40.09630926431849,B,223.4029641288725,-149.98488072508465,A,B,0
Germany,34,-25.684530104907644,-165.18512270073455,B,112.1028957428772,-213.30840537448773,A,D,0
Germany,51,-192.1289857369704,38.91104139579903,E,-62.91558675792709,-99.57506439524455,B,B,0
Other,19,-130.42527079754066,-74.06762700732126,C,174.9296490466405,-123.85092956245187,C,D,1
Mexico,68,104.06655124782884,-30.75112957817182,B,85.851917925127,134.35819632815682,D,C,0
India,67,109.17761055708456,-114.07223643882216,B,58.20456805878541,-129.23357668337223,B,C,1
Other,39,-66.59326385278631,74.17264513300849,C,-29.874228715812436,115.89128675343485,A,A,1
UK,28,132.93524672420386,161.87329344849962,C,232.70392417347665,-169.32623576884143,A,E,1
Germany,32,-56.938432507271585,24.75136067082785,A,-25.891273166152505,-70.6679532881962,D,E,1
China,25,44.37919444616176,17.039916864879817,A,-36.751181567376406,46.938543709688005,D,E,0
Other,54,-21.309155982349456,85.08640343192356,A,47.939605847408515,-78.26733895168961,A,E,1
UK,54,50.66516636069156,58.78174273615871,C,46.688186108144656,-173.72907152115405,A,A,0
Brazil,35,54.9504024342348,29.420234250104155,E,65.34615730331183,44.847044018409676,E,B,0
UK,60,-21.81562583879286,-1.3275107936242492,C,-224.7129483930381,36.3142178567971,D,D,1
UK,38,-215.58808025908522,10.328521655071334,B,162.92409191100862,-33.505731389017,D,E,0
Brazil,66,208.3082752140641,-18.013039876242594,E,-164.4994996205996,-10.87074638049167,C,B,0
Germany,54,18.229200482023746,196.94897470907824,C,-138.8405270525574,46.123303843183116,C,D,0
Mexico,22,-5.9475097293336585,-51.5507177657517,E,69.15057024270482,-25.746134421075823,A,A,1
Other,40,41.89995523097993,4.09100288937684,A,13.944175306548882,-111.06780629967359,D,D,1
Other,55,38.08384837387728,-96.33720673090457,E,35.22885972077363,-52.32699752797097,A,B,1
Germany,62,-6.251947678566144,-31.072293519145504,A,279.25833463900125,-94.49552927499582,E,C,1
Brazil,29,-20.437386384006484,181.39409997915422,D,33.05317375213658,-96.55053413805213,C,B,0
Mexico,65,83.40540638977374,-45.90190579892095,A,-71.46686827742815,108.88037217193407,E,E,1
India,47,-144.70781638350792,-104.91782239420975,C,-25.13280085287318,38.01976643757001,A,C,0
China,22,2.8975451017993175,-12.759940589624009,B,-61.88056065645854,10.319647973927658,A,D,1
Mexico,50,12.059278171190138,-174.66752374268196,B,-44.368678369125846,40.805063449944484,C,C,0
India,41,-61.654826181452,-43.28658488051877,B,-27.926521569094405,-101.04280231192445,C,D,0
Germany,37,-40.74812807940148,-6.756507920589988,A,7.311329265100437,-271.18773937418473,D,A,1
UK,61,77.5269462315088,-314.0504488242227,B,75.7409337209203,-33.92864386827978,B,A,0
UK,22,26.597052619366018,-44.6075151991312,E,155.1821273927884,31.864680462273515,C,A,1
US,34,59.23014244845473,-55.15512225507629,E,60.15245417355069,38.18512141162278,D,E,0
Germany,71,33.42142073819578,-115.23129367324721,A,56.18996494179148,-0.6158801466457545,A,C,0
Mexico,72,-40.16975243440747,-159.71420397607136,B,-2.9758271673302574,80.74767750858801,E,E,0
UK,67,19.049870011421785,121.23947683056933,C,36.81918215653647,21.636784168254643,D,B,0
China,71,84.18904722155196,-73.40892547352212,E,157.41567519964622,-49.460443133558165,B,A,0
Mexico,43,-52.45541801295761,63.63929070498451,D,-66.90909124349969,92.03502214361347,A,E,0
Other,33,196.21520388278432,36.29930219270334,E,-33.18676305761608,117.53142529134489,C,D,1
