marital_status,age_group,Veteran,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,target
Widowed,26-35,Yes,D,C,B,187.32904654787268,A,-58.68090762548708,-25.96785930204002,E,E,B,23.407093655268277,C,41.92652331457208,27.188616567488204,-14.95681032488641,B,D,B,62.169555761820035,0
Widowed,65+,Veteran,A,B,E,9.84927817976019,A,-9.715080755467294,90.36357525388087,B,A,A,-114.74417958166931,E,-64.07277705503834,234.89381190684733,9.170563788660843,D,E,B,113.41446394932464,0
Single,36-50,No,D,D,A,47.59851691110927,A,82.15336290572036,4.404720772291087,E,A,D,155.03725743679146,B,-55.208661448386174,145.96306000623588,-117.72454643588574,E,D,D,-120.19227895054362,1
Widowed,26-35,Yes,B,B,B,112.99450763426053,C,177.78472054363877,-17.158212055954138,E,C,A,-29.56000645883487,C,-80.8594203060862,-40.63440807184372,-25.580530731204455,D,C,B,-172.01516729071443,1
Single,26-35,Veteran,B,A,B,28.21336249315814,C,-48.892554645645895,158.83468153163383,A,D,A,-115.18996796124654,A,-26.41515693873659,-155.87623700351276,185.67217873753262,E,D,A,-5.699856967131121,0
Divorced,18-25,No,E,D,D,-177.23540800403157,B,131.29492694833164,-25.414909777260515,A,C,A,-95.39240418020619,B,-45.13752270604684,193.30867225613576,32.72458158577803,E,C,D,97.9956970060165,0
Married,51-65,No,D,E,D,177.2662593293437,D,-36.223616902253994,79.93368917333157,E,A,A,173.08872766407305,E,103.65645363830123,-79.97668270062684,-127.80976125953043,A,E,B,157.1484674227395,1
Widowed,26-35,Non-Veteran,E,B,C,-61.91088179896737,E,-43.16413773742806,-144.1976788767498,D,C,B,39.310299926465795,C,-22.65059693662299,-52.838383940491994,114.21812331440304,A,A,B,-27.193608780473483,0
Divorced,18-25,Veteran,B,C,B,-43.710558934361984,C,-121.10513724879056,-21.81238722675476,A,A,B,34.147362385987265,D,-156.0779936397513,21.667357885802225,-33.757954969866084,C,E,B,-61.80407991229496,0
Married,65+,Yes,E,E,C,8.829737300411196,D,-65.48872014699904,1.9164103480674894,C,A,E,1.765944837685589,A,-80.03550079559552,-24.82761255735039,-144.57851409277603,C,A,D,-34.99775973665276,1
Divorced,26-35,Non-Veteran,C,A,A,60.32406527846855,E,68.64106790087988,5.690858181837101,B,B,D,170.80329699714096,A,45.731791974741476,37.43897967155916,-27.759215846073037,A,C,B,45.01564011749733,0
Divorced,51-65,Yes,B,E,C,-49.05215995154206,C,-18.61760370699136,94.32990316105256,D,B,E,-100.38308063339569,C,119.41487365140702,10.760100799447496,-92.7296807984746,A,E,D,-143.4715459155638,0
Divorced,36-50,No,D,C,A,-7.4152026388615715,B,113.64430881128584,-67.30335643063732,E,B,B,83.47880004601025,A,9.678272830069574,149.7840001733252,-34.25820821080934,E,B,D,98.541946233743,1
Single,65+,Veteran,E,B,A,-66.4058889341213,D,94.10019959682386,-165.7227840645299,E,A,D,-6.764541703450458,B,49.18923332662658,-44.44366781971855,120.04024476344097,E,D,A,31.86737584066111,1
Married,51-65,Yes,E,E,B,-76.7204752689898,E,94.02471602644931,177.5322784662077,B,D,E,48.21559842461884,C,23.995187332373256,41.616933877124694,-77.75340850909073,A,A,D,-49.37829549105384,0
Married,36-50,No,D,C,D,-247.9246595501375,C,185.66411775819446,10.701746856298636,B,B,E,79.40935756974233,E,-84.91165453230897,20.711090952465224,60.34061559834919,B,C,D,-41.361257070336386,1
Single,18-25,No,C,D,A,-183.44378265814825,B,0.4040805081631338,57.702807142471016,E,A,E,12.171613763481457,C,35.42931079340763,65.89511578462098,-104.85329709822555,D,C,B,184.29491393890228,1
Single,26-35,Yes,C,D,B,-9.397890654750405,A,72.71438458827973,-16.72811640284219,A,D,E,163.98885640457752,C,95.04554783013886,177.25932829804128,-168.581288728188,D,B,C,-23.489762520763353,1
Widowed,26-35,Veteran,D,C,E,149.49279712381883,D,49.338757811208964,21.09659693439792,C,A,D,-286.9974681288546,D,-92.34213217993916,-118.47910880809822,-108.89299401798867,C,A,D,-174.9192940536512,0
Single,18-25,Veteran,E,C,A,-72.46681075241783,D,-63.538918148808975,117.94222562913659,B,A,A,-25.472682964175657,B,12.69418984388454,31.23844953034627,80.25833000248925,B,D,D,54.83053693842517,1
Widowed,26-35,Yes,E,D,D,-67.87858717357183,B,51.59035374534044,-23.568158085120743,E,E,D,-126.00094337886605,D,128.6804427791914,-60.892199686426395,44.602307805054764,B,C,D,30.535515217827154,0
Widowed,36-50,Non-Veteran,C,E,E,34.00439643635854,A,335.8245165444932,-101.09954280132652,E,E,E,85.67185651586405,E,55.63395018613865,73.46683062779235,109.46867176515211,D,C,A,-60.74276088313238,1
Widowed,18-25,Yes,A,A,B,-59.245692098285105,A,127.61627444851749,23.522616590489438,E,C,D,-126.76824975014036,B,102.79869814358472,178.23172572226994,-39.215424140059554,D,D,E,55.34425610430941,1
Married,36-50,Yes,E,C,D,-97.68284972229597,D,-69.79584786324983,-61.96897969640703,B,B,E,19.905819953218305,E,70.07264390537395,42.511779986843315,281.4162293862801,D,D,D,-58.3354985981421,1
Married,51-65,Veteran,D,D,E,-187.55048342065467,D,-112.5000326511129,134.73647295893244,C,C,B,-147.10329400492256,A,67.27619961365464,-215.2049738676889,4.715455193025482,E,B,A,97.76505420755186,1
Married,18-25,Non-Veteran,B,C,E,183.98265375667705,D,-6.468869626235361,209.10694435057349,B,D,E,156.04141839249277,D,122.66665067719573,-45.70776251469824,33.90194980719069,B,D,C,115.69346160205667,1
Widowed,65+,Yes,C,C,A,153.91814144158698,A,-28.315342458268688,-31.515236868761026,A,D,E,-3.9623530785565055,A,27.48411430460139,63.554244539753505,146.52841613615144,D,E,E,-101.50730675525756,1
Married,65+,Yes,B,C,E,68.06926764800906,B,-75.87923267418718,177.1319148983192,D,D,A,-148.14687643554413,D,-252.64853505654435,78.86505716591779,66.35160092013165,A,A,E,83.01985029172857,0
Married,65+,Veteran,D,C,A,58.98165043387857,C,-39.56531225090619,162.2602152713429,E,B,A,82.7339427418273,D,165.4281261199146,-58.375488175422895,-229.04064220127117,D,E,D,101.3086462522946,0
Widowed,18-25,Yes,C,B,B,3.3873615488081077,B,46.01859310940523,-19.649160995896125,E,D,D,-30.311566614988035,E,106.6578546731898,100.03463641213064,23.537758260581032,E,E,D,-63.87431874882057,0
Divorced,18-25,Yes,A,D,E,45.36494966989484,E,127.57376759641016,-231.5361610444008,E,E,B,60.371106478796676,E,6.786477318095632,-91.62741630633522,104.56689905839312,D,D,B,90.38360297445074,1
Single,36-50,Yes,C,C,A,37.851441464143534,B,48.1480861529732,-34.23439807514846,B,B,E,-50.658667777225716,C,51.46003148179478,33.24991296903407,52.08868867483608,A,C,B,-161.52825205921496,1
Married,26-35,No,B,E,A,124.10976178523174,D,88.49568729604329,-123.25432429270154,C,D,B,-109.10541068816657,E,49.002545012289104,115.19353564342849,73.25775883751375,C,B,C,-349.59450320642543,0
Divorced,36-50,No,B,B,E,-56.03146458735767,D,-151.49921392208068,-61.43704353560844,C,C,D,16.493159631367423,A,-39.01188309827287,-113.3180595234101,7.117071532636214,C,D,D,-13.748527200372788,0
Single,36-50,Yes,C,A,B,4.0357092012278875,D,-13.052622925654891,-89.81757913993319,E,D,D,-69.16877442336065,B,64.20812985780981,43.34004231728142,68.58840527750381,D,C,D,110.19616242711967,1
Single,36-50,No,E,D,D,-56.616984858344296,D,-7.485621940950462,-154.95522937940476,D,E,A,-14.025186338046502,A,102.37976307977385,6.4556385790154085,39.573853174709356,A,E,C,18.714698109103583,0
Married,36-50,Non-Veteran,B,B,C,-20.68653254733731,E,-91.01579359241597,120.59663804476422,C,E,E,-91.24122803126068,A,74.12754859326328,98.50764772697555,3.711105271323346,A,C,E,-112.45053429416392,1
Divorced,36-50,Veteran,B,A,B,-22.009153206728868,C,-8.306010538203571,-36.41241693989619,C,A,E,14.159615106771714,D,-112.42159622017833,-88.57312032877898,-53.317994560042024,C,E,C,-119.68732608374052,1
Married,65+,Yes,C,A,B,-39.982630875635685,C,-16.284482035963684,-65.76746832830453,D,D,E,13.584852698895492,D,135.312645080354,70.46606142571295,-5.384519497998818,C,D,E,15.778458294910976,1
Divorced,65+,Veteran,D,A,B,65.0625206335799,E,1.3520131416401049,-82.42658922694389,D,E,D,76.52982080729942,A,117.20629671938167,-166.35439012027234,66.95823917430984,B,E,D,154.67477761871336,1
Divorced,18-25,No,D,C,C,41.480301589899916,C,-65.71262055590779,-61.59823868596028,D,D,E,53.78703635913211,A,133.0144154247747,51.871181927111046,118.55946052549311,C,D,A,42.83120143954497,1
Widowed,36-50,Yes,C,A,B,18.797475719027172,A,-32.837942199395236,146.17252471218035,D,D,D,-20.71094335690602,C,-64.22484912573653,32.467590283210654,-29.67692791421778,A,D,A,-52.88457356921745,1
Widowed,36-50,Yes,C,A,C,55.78563528450439,A,48.30232071123999,97.19909408811233,E,D,E,-57.73895958743312,D,-53.801976783909424,-151.94597806957913,-28.795078509309384,B,E,A,-139.6254358682891,1
Married,26-35,No,D,A,B,-48.31397300710025,C,-6.9332904997401466,104.00927349811472,C,A,B,117.11612952118881,D,53.442297843039256,32.65893023819188,17.41400756187602,A,B,B,172.19999612919958,0
Married,65+,Veteran,B,D,C,18.425357045531214,A,-127.51250138901268,-179.66975326842115,A,D,B,-56.13834903156595,B,14.211356353216834,-10.269569293591285,17.955007399160326,B,B,D,31.67632980298026,0
Widowed,36-50,No,D,B,E,56.736826183445345,E,-61.20274323784677,106.48991202545344,A,C,C,130.77172266813548,B,22.001470477142128,8.370106668978343,-49.473429053350635,D,C,D,20.49732984660479,1
Divorced,51-65,Veteran,C,B,B,-116.49677293978597,C,-81.2688419858853,-110.71607540446942,C,C,E,-57.49582296253904,C,-38.9312082958677,-156.39202193337437,10.51666827685887,D,B,C,-73.86473463620656,1
Divorced,65+,Non-Veteran,D,E,E,-52.16317173594872,E,-87.16196435426858,-49.50223751938066,C,C,C,-35.429004473636006,A,50.28189973139604,-71.19036778112503,-166.95145953829226,D,B,A,-127.12908959878146,0
Single,26-35,Veteran,E,E,C,-159.7890627123548,B,-58.59103450275387,-1.8405867321703244,E,D,D,-103.57151698304092,B,-29.216302431892128,7.373386558775907,127.4433808126318,E,E,B,34.977033462485416,0
Widowed,26-35,No,C,E,E,-38.15905611509059,A,9.288184164128852,78.22620955282228,B,D,A,-160.09183167612548,B,35.181946851214754,-219.61929179927625,73.13730443719474,E,A,D,68.65115897883042,1
Widowed,51-65,Veteran,A,D,A,138.55704581989812,E,18.4624108586181,96.91118013156216,B,B,E,159.289616750477,B,-183.6497319731524,-101.24662456757892,-230.94300978890124,C,D,C,-71.61564959840567,0
Married,18-25,No,D,B,A,-10.199632059188113,B,31.61362992092645,-124.40130638423614,A,D,C,-39.145362445370424,A,-31.120551342380963,34.72657229226858,-109.97822563922601,B,C,C,11.515522419476753,0
Divorced,51-65,Veteran,C,A,D,87.74832557848029,A,1.3575639376033157,-162.83220578368525,A,B,D,-170.47601128532085,A,48.7110597986213,104.05346843518673,-14.460315247324163,D,D,A,250.24397747580443,1
Divorced,51-65,Non-Veteran,E,C,B,127.04682320082907,B,-95.73625720497483,-82.24781521446064,D,E,E,53.71514744231347,A,-6.7121395633676615,-92.65099057000211,-2.988551581927332,D,D,B,-60.61321555810865,1
Divorced,51-65,No,C,A,B,-35.300760788181364,E,-109.69402895051508,61.616729531773075,E,E,B,-24.53107543595867,C,58.24442837967807,-95.65018871190712,95.76415998131306,B,C,E,58.62910900696855,1
Single,36-50,Non-Veteran,C,A,D,28.642976094643114,C,-48.12007851165801,-9.11636262127526,E,D,B,-82.8551692934458,E,8.490081163798328,-28.466900713809878,-40.092597247413906,C,B,E,-199.37801798296388,0
Married,18-25,Veteran,E,E,C,-8.047191270272556,B,-89.18836779506499,20.150581960761023,D,A,D,-97.0513495336582,E,-218.88952476563256,-186.84350186055363,50.245285323021434,A,D,B,81.39352615044406,0
Married,65+,Yes,A,B,A,-201.3738483575762,C,-11.971943779229866,55.67836249539469,D,B,C,-216.4668476981732,B,-131.85352414533264,-82.27373769835084,-53.38779037344703,C,B,C,-121.19144647524394,1
Single,18-25,Veteran,D,E,B,125.03849191328493,D,97.20993987366683,61.752075987101385,B,B,A,115.97001396768685,C,-65.31412363368759,121.98068901565865,87.19883849529053,C,B,A,-106.05974522178869,1
Widowed,65+,Veteran,B,E,E,-152.6181182862847,A,115.90268312132423,-23.787343259119105,B,B,B,-42.447163759314975,B,-62.55260753663132,-93.33772268125324,146.92633909439255,E,C,B,-23.322299925810594,0
Married,18-25,Yes,E,A,A,-28.253178226773194,D,9.368728911688512,60.20128277369301,C,E,D,100.53553189596222,D,-129.19866941727682,-74.93655892030561,103.98737572544967,E,E,D,-70.97286506938386,1
Single,65+,Veteran,E,A,E,218.06243635730578,E,-74.96288844305778,-1.860489993994957,C,D,E,-179.1465685532647,E,48.505672394788505,-57.78607423091826,152.20683024565037,C,A,B,-38.9430472297728,0
Divorced,36-50,Non-Veteran,D,D,E,42.832644541105964,A,-10.572527879428566,-97.59995239774155,A,E,E,184.01513443306058,D,-139.52596140095793,-16.720872440955066,-110.27146389719158,D,A,B,103.10294112307183,1
Divorced,65+,Veteran,B,C,A,81.49285104657349,E,-19.45092891508636,55.994267257081255,A,C,E,-45.25095388171289,B,-85.89361769581957,61.968096284401675,252.61895396487733,E,A,D,-23.476948558833925,0
Divorced,36-50,Veteran,A,C,C,-35.45135981807153,B,9.69845773197339,122.1218569136894,A,C,D,-38.79710718513149,A,131.8788927519672,38.2904958166221,-204.94491548506574,A,B,E,-43.335620193557666,1
Single,26-35,Non-Veteran,B,D,B,91.72462557623862,D,-26.1432387424202,75.12945608814347,D,C,D,-48.84858165278408,B,78.56680686458144,155.0210276177051,-37.76906045576932,C,A,C,-110.71467169137247,0
Widowed,26-35,No,A,E,E,-97.84742448960849,E,33.29938595747385,-85.2474818423845,D,A,B,-40.20055063277446,B,-73.18399538408678,49.27475659010502,-125.07858337051903,A,C,D,-87.37687538822576,0
Divorced,26-35,Yes,C,E,C,-154.88861046967043,D,54.12948984143725,-2.6452049955390318,B,E,D,70.89957028822236,D,-31.75579948102477,-19.72193023583489,44.983371210502874,C,E,C,-37.651168091254675,1
Single,18-25,Veteran,D,D,C,-22.43251004522436,B,-95.93843917119756,-143.33822477900318,D,A,E,-153.28307756601873,A,-14.77477926986292,-51.25201725093626,-29.886638613964422,E,C,D,-14.565168299793838,1
Single,36-50,Non-Veteran,A,C,D,-197.2209525790865,B,-97.8285872996263,112.26020634528058,D,E,A,-201.79288784932172,A,10.127984797806143,-108.93784936660718,140.83756748533364,E,D,D,-77.23216538263638,0
Married,26-35,Veteran,B,B,B,63.14383290870356,C,52.91191144774318,11.677117476616772,D,E,E,60.7319458897995,A,38.05008145903832,-50.06408691748276,-74.42182383369675,C,E,C,-113.14876335291326,1
Widowed,51-65,Non-Veteran,B,C,B,-125.26097297157155,B,79.8029629663339,-163.65037179751693,C,C,C,-3.341429391337715,E,62.00379756140323,-132.5893821031025,-87.57375970000415,A,E,D,68.99642194297968,1
Single,51-65,Veteran,D,D,E,7.390655391793464,B,-211.3483782379951,162.67455972723016,E,A,C,55.367956829002,D,44.772079236403705,47.56097748672673,17.771148765054555,A,C,B,41.96970064955805,0
Divorced,65+,Yes,B,C,B,31.317634902557913,D,-50.20619043228304,-51.05250165192379,E,C,D,-22.255703153056995,B,-108.40246166190015,-166.37902946914286,208.1524460163121,E,B,D,108.6580617262884,1
Divorced,65+,Non-Veteran,E,E,D,-173.31972308494286,C,1.2820212207342938,-57.20670803498159,D,E,E,144.4316664909427,C,7.510289113571536,115.72734479130212,1.4147330800366862,B,C,D,128.35802446715127,0
Divorced,51-65,No,C,C,B,45.979041356932,A,-191.75332404093942,-71.15632301432032,D,B,A,-9.124208047614342,D,184.6686426976887,-37.054972827443734,-23.50079790459543,D,D,A,-113.6801034991577,1
Married,36-50,Non-Veteran,D,C,D,-24.100750502645678,E,-132.6492384078699,9.703615803748544,D,D,E,157.29943936282243,E,-43.68357155180043,-24.82196707823826,-24.06067486730916,B,B,C,1.9450593661026865,1
Divorced,26-35,No,A,A,D,14.734678228149015,A,-3.9264827044246116,-75.28804191098506,A,C,A,-61.140012187044235,D,-135.93488051032523,-60.96944355797406,72.42956508002398,D,A,C,-7.006387312494823,1
Married,36-50,Veteran,D,B,C,56.68500936239509,D,145.2125438899731,-95.63633482904899,D,E,D,73.5037392682784,D,40.166894267835254,-77.7704890539109,-125.2101383809454,C,B,D,117.02444264012091,0
Divorced,51-65,Non-Veteran,D,E,C,-83.57489602313119,E,-103.00960499567739,81.8285464925719,E,B,C,27.19543287804224,B,-38.833236476593285,166.43790439007458,-16.662336426476855,D,C,B,-94.77837742592294,0
Widowed,26-35,No,A,E,C,8.590496093954195,B,-119.7266654562753,50.76121124556264,A,C,E,66.62442003138787,C,55.045161790066,-44.023429460470894,4.041826344627267,C,C,D,-48.565920778494345,1
Widowed,65+,No,D,E,C,-16.577702578367067,D,-121.52669841292511,-141.03222193848876,E,A,D,193.3467070212766,B,-134.57627450621032,-12.582470540596418,163.6037155254913,A,A,A,-144.57113458214633,1
Widowed,51-65,No,B,B,C,47.76444772860244,E,149.00026505150993,97.09296301307542,D,E,D,-177.9594764335781,D,-86.50214081052505,-225.52042215795248,2.3934418291393484,D,D,E,-121.12210400286693,1
Married,18-25,No,C,D,D,134.1142942042288,D,127.39486852730701,-47.91086868522962,A,C,B,-117.94539587583124,A,-88.29800476104509,-27.084872119334168,11.274102796696884,B,D,E,10.722040461059533,1
Widowed,36-50,Yes,A,A,B,-48.862446316743885,A,36.917032370439465,79.10303921335745,C,B,B,-10.39925446348086,E,-68.6361782249001,-120.91194837961032,56.79629179239354,C,A,D,-87.49970944744977,0
Divorced,65+,No,D,B,D,83.20819996170086,B,-150.5690079967963,24.112134572300402,C,C,C,228.56849055518435,B,-86.2812867761086,90.93846412254662,16.926066864208103,D,D,C,43.094058600553346,1
Married,26-35,Non-Veteran,D,A,A,40.197129915117266,C,-97.78528777227791,10.816220418297622,A,A,D,-16.996258551077858,E,197.2482874952368,-67.665583777026,200.4834796932466,A,C,C,-56.00726064224625,1
Widowed,36-50,Veteran,B,B,B,-147.61000281458004,D,-83.28246041105173,-64.5606304081678,A,B,C,91.72394840013052,D,-106.29034182542914,-32.890672030575224,122.59878152777802,E,B,C,83.85992392866306,1
Married,51-65,Veteran,C,D,C,109.8956551683915,A,69.85950544623708,-40.337869505148625,B,E,A,170.3864592847708,C,58.878065274500294,-116.69901252479113,4.2415521432039265,C,E,C,-69.9562723656273,0
Divorced,36-50,No,E,C,A,166.50677522093952,D,121.20131826337905,86.38321179940095,D,A,A,-92.73434407476311,B,-17.904231666191222,34.310047729329,-51.59056177325743,D,D,E,157.56369720632844,1
Single,51-65,No,B,D,B,-202.42896571775032,B,44.705890663424455,-12.676212461126813,E,C,C,-44.443712774596165,D,133.8202457715563,-86.83986936848497,-24.90935059623912,A,D,B,-35.25110245000968,0
Married,18-25,Veteran,D,C,E,-0.9038302977873662,D,82.22791759404116,-140.3821642828697,A,E,D,61.8813621097882,C,31.471622671121413,-161.02568625535022,-273.12456224838064,C,E,B,12.094751721824638,1
Single,26-35,Non-Veteran,B,C,D,-117.59053501844745,B,39.298838751277586,-31.879831460886436,A,B,B,61.78097099670793,A,96.81313166752926,-60.48837650814263,-24.761201245437412,E,A,D,-62.901263397629805,0
Married,51-65,Yes,D,E,C,-153.0559444330448,A,-113.79116429871318,117.84696463118611,D,E,D,-213.40415822301986,E,205.73252385346018,14.729702114389037,-165.97617225376212,A,E,E,114.33563496223695,1
Single,18-25,Yes,D,D,D,-153.68349821769698,C,-159.14030959917474,48.83110799405082,C,B,A,-68.0047081089309,D,145.05959074098476,-34.529875199706986,-31.66226171284789,E,A,B,-111.90933872915592,1
Single,18-25,Non-Veteran,B,C,A,65.34945245934145,C,93.26046910418968,-15.777026235064277,B,E,A,35.39673211009558,E,-77.45198718696547,-124.31663433403335,-126.41292035561963,C,E,D,-61.930590031786416,1
Single,36-50,No,C,A,B,38.57624277337516,A,-57.88451937561988,142.98138662836996,B,D,B,28.87871462650412,A,37.08790462938018,64.64866101949379,-200.78382536986155,B,A,A,29.545250505771353,0
Married,65+,No,D,C,D,-218.01903697988246,A,95.91143104544302,-62.427829700873474,C,E,C,-14.951103966993246,D,-121.63554782584896,-124.72724933111459,-127.37127889336321,D,E,B,101.95538377783268,0
Single,26-35,Veteran,E,C,B,-45.99753062050338,E,179.13415980809805,-25.767764475111505,C,C,D,49.796030008119644,A,28.326392390488163,104.83278855049929,-40.40384524886942,D,E,A,-216.94914382577778,0
Single,51-65,Non-Veteran,E,A,C,101.08175483255796,B,71.71697514294317,1.9387982875793401,E,D,D,-123.10527502122906,D,-83.23609197641166,-141.19550749530293,-87.14902603489436,D,B,C,-17.25303701855894,0
Widowed,51-65,Non-Veteran,D,E,A,30.25286476446868,B,-80.62646062379125,193.25287803987047,B,D,A,122.14075988771825,D,-82.12180628779583,143.52328054869815,-85.11058890898094,B,A,C,-91.05061402561579,0
Divorced,65+,Non-Veteran,A,C,D,18.23553866700588,D,-24.720358756031683,-28.15883898254083,D,A,B,16.694332526185914,C,-176.2131347588703,-23.686289874135948,-47.54288040768818,A,E,B,78.20126176809761,1
Divorced,65+,Non-Veteran,D,E,C,24.17640436237495,E,-83.89374326624664,-178.47424246229465,C,B,B,23.534805168053925,D,-60.92607886082547,18.149639100567455,1.0656381422485026,A,A,A,7.781960747972569,0
Single,65+,Veteran,E,E,B,56.16137249841184,A,-46.46257096109946,1.9626179160492547,A,E,C,-181.58469214776892,D,116.10856999370849,-71.97447307992488,13.439859132924722,B,C,C,-214.95860522285102,0
Widowed,36-50,Non-Veteran,B,D,A,15.514142639682305,D,23.789363487387906,-124.10893170911497,E,B,D,-172.49591033092963,B,99.72692136318591,-94.74335045819412,163.75908443612462,C,D,B,-92.88768609074202,0
Single,26-35,Yes,D,D,A,-58.02999083825979,D,123.97956648707105,-100.90335219187901,A,C,D,116.05912917225815,E,145.45033011592878,84.16763396625745,-167.67592383644202,E,A,A,-84.9548025249389,0
Single,51-65,Non-Veteran,A,D,B,23.3574172468354,B,148.4298674012605,36.06549438094761,A,E,B,-7.947706370557301,B,-93.6883359478208,-214.55527354019108,16.815131352074125,D,D,C,-83.42575711192838,1
Divorced,51-65,Yes,E,D,B,-82.79451764044275,A,187.24265558643413,3.493432604109762,E,C,D,140.21786867293474,D,104.25904068586473,-17.141151325621955,-0.4571077110357461,A,B,B,3.8998255767254464,0
Married,51-65,Veteran,E,B,B,-92.7606871849369,E,107.22142708835474,178.17474328425473,E,A,B,147.80830506880628,A,-25.717550133062073,-0.7405489114700572,-38.887391572728454,E,D,C,122.18686454881811,0
Divorced,51-65,Veteran,C,B,E,159.07777429892545,C,161.31067187128957,-212.35882691389952,C,C,B,-77.10776429486226,A,24.482749669588788,-87.37377761926575,143.4160419351165,E,B,E,35.156603062906406,1
Single,65+,Veteran,D,D,A,-96.76781380704479,C,70.52105182668397,225.36101504761626,D,D,A,61.26079368711028,D,-106.54570882595904,86.56691158452286,-4.1176029665929414,D,C,A,-252.22217248922925,0
Single,65+,Veteran,D,C,A,8.446708647441058,C,66.40388086202871,61.328186473173886,A,B,D,23.399359061268875,A,-107.32218931031457,-125.13449959799554,38.24482549919131,E,C,C,-201.54248801070764,1
Widowed,65+,Non-Veteran,A,A,D,75.4036116328737,C,111.4763113999592,-66.97524390756855,D,A,C,-59.37180949428811,C,322.8503685082703,-119.97068550603377,-74.38747347613234,D,D,D,65.84755118802826,1
Widowed,26-35,No,C,D,B,-98.73112208038903,C,-48.10887207343907,-77.91171960783201,A,E,B,-70.31624649570993,D,-266.8658536560824,103.32643537010786,210.71344439518006,C,D,D,-224.39167063633417,0
Divorced,51-65,No,A,E,D,-99.76686922117928,A,49.8508028830545,145.10577775230507,C,C,C,32.80948315178479,C,44.299976106679715,115.29780918376294,2.7559599635180785,A,C,E,50.974961021131016,1
Single,65+,Veteran,B,C,E,-152.91377199843578,B,109.88731617105165,-72.6061493408915,A,C,C,-42.34311917677322,A,-45.94051460455881,101.40087353881526,-12.05147344251333,D,A,C,-150.14327365936407,0
Divorced,51-65,No,A,D,E,-94.3260608714332,A,-168.36893868322565,-155.743551164695,B,D,E,81.43750117003323,E,64.91093337965046,19.15834115556853,-56.03114078572351,C,E,B,-92.69629947373397,0
Divorced,36-50,Veteran,C,B,B,-63.71123022306286,D,19.752821959545464,-59.19409975952814,C,A,C,44.764325058267026,E,157.47925844581482,-64.90897119474394,43.36361267391671,A,D,E,-93.68944387956748,1
Widowed,51-65,Veteran,A,E,A,-0.6531070332587301,A,-8.497068337100796,-130.49824506647226,A,C,B,-101.31153358518587,E,43.55812216386897,-26.229067632050985,-79.92894187487525,C,D,C,-5.068101081409775,1
Married,65+,Veteran,E,E,C,3.2957538410009026,A,2.145901955478855,154.710735524695,C,D,E,-65.10066894529636,C,159.45719425870456,-79.3887164490027,-20.018468540983974,D,E,E,-58.91252843054461,0
Single,18-25,Non-Veteran,A,E,D,-156.04672626246918,E,58.88422166873608,-85.39939512703756,C,E,B,-0.24957201672021234,D,95.77672421743286,-5.436590110071677,12.594406029701075,E,B,A,67.44081875629784,0
Single,65+,Non-Veteran,B,A,D,-157.2414665574577,D,-66.95721892846638,-89.20913814179333,D,B,A,-44.43474556514332,A,78.43325277998592,-100.11793981133168,-95.64313382029013,B,C,B,-113.78723726997664,1
Divorced,26-35,Veteran,B,E,C,-30.320294755208625,B,63.10052218512885,32.68273502344817,E,C,D,-19.055677312553502,C,-139.3901304958416,-163.87347842936666,72.57690510032897,B,D,D,-61.484380138902125,0
Married,18-25,Non-Veteran,A,A,D,-25.733926765012207,A,16.70170196768379,90.08371085356315,B,B,D,-51.56920924993804,A,32.118583943184056,-125.75559320987458,-17.276056387269872,A,C,E,-108.48278703815168,1
Widowed,36-50,Non-Veteran,D,B,E,-87.92994606647932,B,-11.1337044651982,109.58702117083283,E,A,E,-20.813842713563773,A,-37.9390282141861,18.828823051010403,68.70900117774012,B,C,A,44.05762160583798,1
Divorced,65+,Veteran,D,A,D,33.592043585238024,C,106.58073369134202,103.95309208275796,C,B,D,29.05842796468677,B,151.918833425263,170.08449551947245,28.04868819039938,D,B,C,-36.88169625168078,0
Single,26-35,Yes,A,E,E,-30.315546128063133,C,26.5373251886592,32.86796960519297,A,E,B,-36.52237928436522,D,55.60605332966387,-130.34559325146776,66.95466603277735,B,C,E,26.272867244764715,1
Widowed,65+,Yes,D,A,A,66.18880810466223,C,-37.493762859525994,81.66458873141207,D,B,D,120.82296901541018,C,40.84208680901405,22.736297671735606,-36.88368082831832,B,A,E,-71.48806064819527,0
Widowed,26-35,Veteran,D,E,D,-7.11070952447784,E,60.517531275666684,-9.134728408529009,A,C,B,234.87516479425548,A,61.611884905823864,-90.93874710424778,-36.042187177158915,A,C,E,15.90348264466803,1
Single,36-50,Veteran,A,C,A,-17.92636537681536,B,-217.35342424760057,-80.17109103196182,D,B,E,-67.02735484037838,C,-93.89246134129195,16.504427216149622,-138.27884966849618,B,A,E,50.96863580343195,0
Single,18-25,Non-Veteran,D,A,B,55.23464848056201,D,-151.61285938078044,18.761004860786603,A,E,D,36.408545191374415,A,141.55653380668133,-6.348373277877162,2.8493138661187527,B,C,A,-62.83468087949237,1
Divorced,51-65,Non-Veteran,C,C,C,-187.83787201823412,A,173.12355683597562,60.63522061813336,D,E,B,45.64464512769352,B,78.60939368965066,-69.91792709600551,98.98635721639761,D,E,B,28.565706673857377,0
