anos,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
74,E,91.06777864739848,-25.93899070113154,E,19.925551424695396,E,A,120.78240923150926,-111.56653849464715,B,3.819253397558916,-158.61297638949475,A,-80.52462820614227,A,D,-21.98002351160874,0
44,A,46.02104352160754,-80.02030238990884,C,4.3423075798433635,C,E,-130.02448299244296,70.10540788255622,E,3.813278574865998,-25.421757481035968,C,-138.01729802234968,B,A,49.50681517262781,0
18,C,-67.15747110056681,57.012408866666405,C,78.28089207383728,C,E,-75.2807763794345,10.156936391668173,E,84.38058722684836,-36.34068713000093,A,-24.949065439743674,E,A,-28.27023857770863,1
25,A,-69.11954060354522,-32.109535873027255,B,41.62639792653076,C,C,17.50337345747753,-199.63227491571504,A,78.07661046961424,66.19248029728928,A,-58.917014114610645,D,A,37.43070763650289,0
81,D,90.92041876805126,-62.27493728713161,C,51.86895464863033,E,E,-186.40154924046993,-35.869803631148066,B,111.22145473253642,1.337039165106831,C,68.94337593132042,B,E,55.492609107862755,1
98,A,40.217450715041316,83.85255281973768,D,-51.16539114371867,E,D,0.5560007342021684,-140.78388348868575,C,-121.49552575403624,-73.42255681320874,E,-6.1783519690028355,C,E,-73.78900395774622,1
25,C,73.90717145272825,-19.603689151117567,A,-36.007182544694395,A,E,89.2797685558143,-137.06752121663774,A,-61.92747869251236,97.30754655559866,B,-45.20026896942254,B,A,-246.93158628089208,1
51,A,51.09007981063345,57.51095598805881,C,64.24613717281682,A,C,-70.97460045721476,-25.978914819221604,C,101.32046469995603,16.493167370682176,B,4.153279220369039,C,E,-21.06921842165595,0
20,E,184.4351727021385,-62.84057829301561,C,-134.79540632071084,E,D,-5.737130902478701,122.56525152315953,B,-53.39074023385994,56.27155025795052,D,34.554118090753036,E,A,145.28914690150043,0
40,A,-157.56943189542554,-76.68690846860135,C,32.27186389602769,A,A,66.51713005678562,25.591620483827683,A,-69.87663824146219,-53.543787309774274,C,-62.31134865626791,C,E,-164.4205695108301,1
66,D,26.932155039351326,-65.23363649562455,E,48.70347005956209,E,A,-73.3699553808503,-118.09889506378543,E,141.54743796854535,-59.36198744977775,D,-21.486065232376983,C,E,38.826299807138795,1
18,D,76.5252444675665,28.560154833683587,A,105.5936185006487,E,C,139.04840311678294,22.64743192269351,D,9.318433200997314,-49.40503776964369,E,-51.92544406278444,E,D,3.1870756618303977,0
78,D,-110.57600712294733,95.762114379351,C,-61.740705354264,D,A,-89.6685525865269,163.8650068272255,E,79.82500904749837,-132.192033256325,E,-21.999284694021597,D,E,158.94260825759162,0
78,B,127.42086038226712,81.84167123986354,E,-61.926246127820605,D,D,136.9802695925094,-138.52702967267447,D,-103.30668367689117,187.39054783711723,D,31.486892648868636,A,A,-175.66876736086337,0
62,C,-171.09225825332808,18.085374880166782,A,-66.23551616099928,E,D,6.644861556978313,-49.87484726980178,D,-166.0993098457944,16.53084285406446,A,-48.592979823944994,E,E,-0.18943676758231756,0
27,B,-4.349688923428969,-53.92029447242167,E,-173.84555261221473,E,B,52.38898198517654,22.68744529849495,D,-24.24398268807502,-32.94793103984959,B,-44.5707151647734,B,B,39.894281952712554,0
59,A,-163.61711540062316,-31.158126304025885,D,-149.3715377383233,D,A,72.70107855472854,-110.64985461000023,E,-110.54035524670628,194.00008271760245,A,-130.49517626315912,C,D,26.491953177537585,0
85,C,-36.24112970481771,-20.403076413049824,C,21.98866677651036,B,B,30.71840861296015,-77.41570484055508,D,86.13721221772,82.06101534831572,B,-0.34630125243194526,D,D,117.7487473188324,0
27,E,241.10600602692534,60.4987917631143,B,87.38854158752915,A,C,22.955409170438347,-129.06941226590774,B,77.53450184397653,-238.6384634467436,D,-70.04324159022327,B,E,143.02039779361985,1
30,C,11.487303565794218,-52.73224741091433,C,232.96748252961126,E,D,-104.37415981417548,-113.9289508902515,A,174.90475839669102,145.3229031126982,D,21.507515432789337,D,A,-98.39649154294712,0
92,C,63.73278818167903,-35.366131477242476,D,102.45788251612422,D,D,68.64210457978518,64.65201673729992,B,26.16253533767196,-138.49188642384956,B,-60.764339017729164,C,C,72.20016817397848,1
41,C,5.4622513041752825,126.9490818597154,C,-119.7975352684812,A,E,184.507027448076,-86.48266151147138,B,1.4284019812863973,-67.8193601716772,D,52.52836789472944,B,B,244.55951192436606,1
77,E,-99.02136285866303,-22.292196027286508,E,255.22532098087058,B,D,-53.13083985280627,-28.167180799173085,A,-54.9789967780309,220.46473219633725,B,139.5729991658568,D,C,60.37443237156267,0
53,B,119.3332927687778,-24.97167472617072,C,-14.918268126840495,A,B,-8.060740591477071,-20.04248400710778,B,28.437893104856794,-43.99913196354553,D,-83.4425709574661,E,D,50.873393287814174,1
62,D,42.99639198715376,6.788743152533256,D,1.0649131613158964,B,C,-71.53547885956398,116.08693876406535,D,138.76721198019564,138.93217140442565,A,14.485130140036636,A,D,121.95123804022326,0
87,E,-36.66042474084843,-6.0998580214650895,A,-134.94391467851526,C,B,-107.07920118055812,-121.7898125819093,E,-49.9763235730392,-81.23090772543235,A,12.684882895833876,B,C,55.8107381889975,0
51,E,72.8302918243981,7.841002804251529,E,108.23290347610653,D,C,-80.21579307402584,45.184264573525326,D,-134.56085979247732,104.33274696482195,E,-21.18067554705232,D,D,144.2579745865258,0
50,C,-3.2706762675649563,-79.43652907788085,E,89.68222201802624,C,B,-185.68826689686304,95.89518417087066,B,-162.1688419267519,-99.12713211139177,D,-40.806475829540894,D,D,-19.06615688819862,0
57,C,-26.865896622990803,106.34209717514993,B,-8.510405614407512,C,D,111.67575712209408,-64.18603627025918,B,-50.70968466160004,159.32203281805016,A,-103.91458280957274,E,D,-158.66374639904544,0
96,D,34.07348715930242,-138.57028722916945,D,-56.61069492560782,D,D,24.353696158853506,102.95569644191353,C,243.47738077054274,-108.53751684278186,D,161.28309299285547,A,A,-184.22218941346605,1
69,B,105.74112993661262,-106.06678752813391,A,51.1083637957546,E,B,105.09625595983402,-54.09068850171831,A,122.44788977800786,-3.1783185947281454,C,-129.08906578067382,E,C,112.50541643095528,1
82,B,187.98072752025635,-122.64391252043734,C,46.8568972356374,D,B,123.35199394614295,-44.590353134336596,A,-115.5227023782373,-60.41466696384797,E,-170.51575143243673,C,D,88.96284837269508,1
76,D,197.12897954790765,-196.33337381480166,E,14.5425486345217,A,B,187.6804211949885,87.55756539949944,E,-52.691513492285736,-62.9726800048135,D,172.5065989449529,E,B,-1.7408509155900438,0
54,B,-105.08502114809846,12.911137446573068,A,105.15962357559003,D,D,27.463452170918778,-57.1906122220769,D,-182.3589452086224,246.7647632144116,C,-75.03591666807573,B,D,109.4153206447401,1
33,A,26.801261465907455,-227.74953637238983,A,42.96479192173054,C,E,144.8421788806008,84.33879065779614,A,-10.696347648023238,28.98103106701938,D,-46.6318061370612,D,C,-67.22814973140258,1
35,E,-76.50731315330522,24.00049830991094,E,57.125571657077515,E,C,32.04211014975483,-25.455169582887788,B,-73.8280848537532,-82.7004157793169,D,30.504348195915938,A,B,-121.74207366401558,0
64,E,-166.69077605484458,2.206402372159632,E,53.28228994645852,C,C,-37.87311880178779,22.666537816186793,C,-37.595229321250955,-75.45823397828595,C,-23.78219254676906,B,A,-138.2051712923613,1
53,A,-242.96818644964208,-138.13952586724173,E,-46.18234341360495,E,B,-12.960131215071069,66.20787359748628,D,179.1549000364234,14.374784496044924,B,-71.43366045623179,D,A,-84.03776822230694,1
84,D,138.9111261029524,-124.55576261016714,E,14.632527325201568,C,C,-68.7557108660635,17.530880621890592,D,-73.35614343703942,-143.48771596935694,B,-132.43974505070662,C,A,-1.350572047615833,0
22,C,-72.86092856224701,-12.642319955540977,E,-9.520965294671642,C,D,33.86184262693648,-131.69067510620658,A,4.279999029333741,-142.52651128481227,C,130.22129756119904,B,A,6.788426049265069,0
44,D,-79.36807880822849,47.58952996165315,A,108.45066496428022,C,A,-14.494039694858424,-37.29959187969451,A,183.53385712623077,119.46860787331745,D,121.43170018034684,C,D,-233.65700285566905,1
98,C,-63.706267512227086,4.728695160678191,C,-95.83489680529618,D,D,-141.53874122298274,189.89730282095098,D,193.27732838293093,35.22164759103946,A,132.19983296744084,D,C,2.4826752116615878,0
60,C,53.925648726831646,-103.97906869940907,B,-164.98664869424178,D,C,71.25487494776291,-74.65977393181234,E,71.01445788435477,-61.11538693094931,D,153.2571476454411,A,D,58.83497937839975,0
53,B,-3.8967902557705636,78.10757104552317,C,-47.414354976966564,C,B,106.14912834125892,-4.78339255232466,D,174.17116074388065,-30.602227951624155,A,-89.50182953392776,D,A,-87.45475001488472,0
63,C,116.65043117402489,66.97087847695647,B,14.188903649954266,E,E,-212.01694897202472,-128.10966385762998,D,-20.809956781897156,119.95708424428283,D,-68.22813748137169,C,E,33.22053172097595,0
80,E,60.17314747609087,22.798253188993495,A,178.04024815592203,A,C,-24.403430096273127,-218.2439879505222,E,115.45028690872883,-20.09949184938963,C,-31.335283633675086,C,D,95.24072401227492,1
66,D,66.40932344400059,-87.9484859578778,B,37.22046978916788,B,B,27.39912493324726,-65.38982440770873,D,-35.56533760392242,85.4775223165939,B,60.54280864542362,C,C,117.93261840046125,0
60,D,-117.42553810057824,79.49275206332071,C,-87.87942237212117,D,C,100.02365400889097,94.0008614055292,D,36.38501930155535,-218.1998939159745,D,169.77913061130903,A,E,11.091053863922323,1
96,D,-71.53605750995553,40.75984927068567,E,-96.73055996570635,B,A,82.28259078151284,-8.659071882791459,E,68.21568385275152,-144.28458113269156,D,-71.95007120246736,E,C,-67.78877049102162,0
54,B,95.9982377191345,-66.70906922187004,B,-94.46913550145794,A,C,-117.8898101156437,-20.497882623683385,B,-90.07833595549761,-5.385617658384948,A,94.53565738516383,E,D,112.25402123160646,0
59,A,-59.62576747045926,-72.80464407698301,A,76.35179485883134,A,B,131.53261792856227,184.68578635866405,C,100.0661101691245,-59.13448681107063,E,70.08761620080092,C,E,56.349532494390544,0
50,D,29.872293862251105,-48.18511343980881,B,-12.047639146139772,E,C,-227.4602675049637,-155.76338545926774,A,73.14911956496641,-176.36533435852434,B,-0.4913665653284404,E,A,-81.89578268276678,0
22,D,-28.53471918740265,-11.420041361615056,E,46.70675937852508,A,A,102.6861454026326,30.5138654191148,B,-108.59398984495768,55.39899696104368,D,-70.44975341141561,D,E,75.43051931029724,0
41,C,27.066904045445924,-27.1351640950167,D,-242.1185135634524,B,E,-274.29684463051814,-22.469714260228937,B,-14.414047564247825,46.28785330842655,C,24.166022026835105,B,A,6.508854897107944,1
98,D,31.304026937302186,43.64266145720132,D,53.50043483087976,C,C,-106.19486238579152,101.65782649455647,A,-114.42623653411128,75.33221785682612,A,49.71617418994836,B,D,79.5840524194421,1
80,C,15.893203480863228,-92.72525213045535,E,268.7918514079313,D,C,192.16614648252795,-168.41337496655507,A,31.29374412868944,111.52226563800814,E,-56.853451823861946,D,A,-1.2567944014900145,1
36,D,-17.455540270116842,75.01276657937525,D,-129.31173941208064,D,E,-90.38969137249389,49.185259077078236,E,233.0171841663149,15.828633479842846,B,74.3887536688036,A,E,-31.26917492225269,1
22,C,-65.92893489877925,-125.72023822641161,D,156.8474012228386,E,D,95.48827922391519,30.964720677194563,D,-119.28805530975173,45.10721628335859,A,95.16117426439384,B,A,-26.262652524527823,0
68,E,-92.60613536445078,120.14848478711473,A,52.19154799045502,E,B,221.17686330441205,-42.07062826139561,B,-23.87277612166644,-41.206638953974824,C,-193.54852319994063,D,C,52.45430443947077,1
47,A,-71.55926093271778,54.47773701965336,A,-6.918718186982345,C,A,-17.575154321028865,-166.6386805602141,E,-41.90432142171249,-76.88978463790389,C,120.70324957825815,B,B,26.84130000458994,1
42,D,55.028739692129804,-22.030937776050354,D,-192.29316874655186,A,B,-173.06761249876436,-96.83190642382,C,117.23204805785883,75.49692220293677,C,50.667128074662806,D,A,70.5996195815046,1
33,D,101.443817446812,192.30696321772874,D,-23.320022874388357,E,A,132.40201384560498,-31.36063770366887,E,150.72604995579488,127.37358243052792,E,-109.34649810070684,D,E,-88.73653723043185,1
27,C,112.49046626381288,126.63582424440524,B,-58.97209791363787,A,D,-158.7541304743265,117.385040312218,B,46.17851458457043,-235.7843819160309,D,11.618365543917156,B,D,-18.135278834505936,1
43,A,5.20104278784584,-61.91964281288084,C,27.352604279369118,B,D,-72.09737688148027,-2.968281319405743,A,92.55061053966385,33.149743218459484,D,-29.88959176514743,A,E,-81.50738492332667,0
80,A,9.41547354720168,32.946571143294335,C,25.021917957090068,C,C,60.658236886488915,-16.407733012621843,E,-91.39622837893012,-70.70312764702963,A,99.39710863177856,C,D,27.731669565911265,1
84,B,181.63076702525174,22.888881737883807,B,-13.117662144489184,B,A,69.68235081477945,110.88987511087241,A,55.76583776108222,-137.0831690712818,B,72.21900163030257,A,C,114.99060698287992,1
45,A,-74.39493023525118,-23.923871590899836,D,91.02570333873055,D,E,0.8751032714414279,-51.35302669900425,D,-25.780192752631848,-57.509498007066995,C,98.80997521609271,E,E,-50.31981042244406,0
83,E,103.48526563051396,79.64893606854663,E,81.71069495875261,D,A,-10.507162133385082,-83.13914488929758,E,-184.12839071998988,102.62606651148101,C,-60.26480970520597,E,B,50.441218424196066,0
68,A,-143.74071184300718,10.58391542664682,B,29.689809845463845,C,C,-146.88587054330492,-63.57110206293288,E,-55.77929242780475,-211.5614072641134,D,-84.90065574418537,A,D,164.1745561644611,1
90,A,-117.21792563903001,20.02955276119635,A,24.39613680835069,D,C,46.16845632172175,57.99642458646428,D,-32.46750304391273,70.77356403435455,C,-125.75171993023812,C,C,40.56053867200505,1
50,D,-77.63656538032248,156.0263866926119,C,2.8604840816568045,D,B,-17.147342519038748,150.98430744804912,D,-123.94980926045494,-179.7370852491752,B,-41.15757674754374,B,E,-151.7229160666289,0
97,B,-11.544122873530387,-65.13065025970047,D,113.33891057484936,C,A,84.45600782966581,-144.0755667055401,D,23.898928604659943,115.31809087790015,C,76.2189600312244,A,A,-32.29613965229825,1
44,B,68.76911850027567,-145.08705084079494,C,-56.70598706389251,D,C,261.31654764327925,-126.27412587438913,A,126.11941260114004,-35.28388374155564,C,184.25937847168456,A,B,74.77533023275834,0
83,B,-137.84199231148975,-76.10891793123321,A,98.98470998400943,A,B,141.99739662606783,-176.50510729458188,A,-53.225665612881734,23.602612875698572,E,-15.809807700075709,E,D,-38.11587230407565,1
44,C,4.572885177072151,-84.4731901428108,D,-94.2497649811403,C,C,180.40162811868046,171.79630257673008,B,-78.87335149662361,-69.7937700636763,C,-78.62386744539846,C,E,-27.684443092627433,0
58,E,141.36387571778562,120.57827709540952,A,-19.233137176502723,B,E,75.4888782564571,-82.51386065071011,B,-129.86225609159445,-249.28547842303038,B,-75.17342143461387,C,C,-100.96864625099235,0
52,C,100.20918135765665,-121.66955173886636,D,-0.45906447107519216,C,D,61.40725778808969,-42.862874900896756,D,-190.02102254536925,99.59847836131758,D,-18.78253987640387,B,E,-121.3840220861513,1
41,E,7.822274278520419,3.9114210273620804,D,14.71121180046688,E,E,33.10794783826371,-47.13359844495214,B,-18.40170757350372,56.18767652133021,B,178.12469963968283,D,E,-59.21788205875052,0
89,B,3.7161547663226906,54.80874275784898,E,108.83304230737872,E,B,-18.251486485451775,224.21590761221276,C,-255.7718769300529,-51.02945460026883,A,125.08866869251223,D,D,-143.75855574868132,0
59,D,-89.64345287180174,-62.081224478863184,E,-82.65589515907679,C,A,17.917203936408864,-30.54241032513695,C,58.81069255389764,-142.41679843181706,C,-80.87699428190007,A,E,-60.20987157377372,0
97,A,11.645003878370035,-59.43538950303603,C,36.16403344246774,C,B,-90.57775715351451,45.047642139103225,D,32.80487406287201,-64.04145390046203,B,77.74137363566315,D,D,182.2585049040696,1
39,E,-67.63671292669382,28.00853659626093,A,83.23548950655754,E,D,-129.27668461533816,-247.4433327875155,C,-20.85388126399723,4.743379168379282,D,68.28374515049448,D,B,58.740320690124726,1
73,E,44.00326419764488,-23.816553790468138,E,106.58476940270592,D,C,-0.9615962743294866,105.76496285021446,C,89.7457647663833,234.18665674274877,A,-41.41273626647218,B,D,17.999757430515483,1
36,B,-26.133824864344874,-136.09102072523484,A,36.14797788551526,B,C,209.09951318397583,-30.92315669435538,D,167.49629786098907,58.56907346030823,C,9.723612636672033,E,D,26.305655621017205,0
44,A,-44.65567304394942,-52.860108954072956,D,98.1268782061932,E,B,150.34588049918972,-203.23140622310441,A,71.94941695717483,28.326792466698393,A,-107.85855251985932,E,E,-155.8707902821329,0
56,B,7.337222347337981,-13.694028704368556,E,106.88731140695546,D,B,68.06901735116566,-69.49224346973256,D,-152.85187418867804,31.05494248437008,E,5.865267926011779,E,B,-6.592415781095102,0
18,C,-54.46364711095389,-132.1348167512492,C,81.51379242660484,B,B,109.8577188529003,-129.57312009286804,C,6.616104962708581,-72.47867827527602,A,-171.59304616502834,D,A,93.35304059656464,0
75,C,159.6643230921077,29.57221281628128,B,-14.169137190347817,B,A,-22.244341334051544,-226.52254873714725,D,-27.636446689397726,52.08143227601,C,-36.81676932542034,A,C,31.77221007231406,0
75,B,184.88324007679293,-83.65391378775104,B,-22.07707396742799,E,E,-42.148928574478134,-26.37126928594682,E,27.957425953948245,111.29469151969151,C,30.540514896330762,B,E,35.040167737393915,1
87,E,75.43780897778572,77.5956682677051,C,-39.13253451315861,C,A,71.38815994600994,8.65276831135923,C,-41.945129181216444,-48.04999903613578,D,9.576419672526054,C,E,32.4064696994927,0
81,D,50.692581070645204,24.892587193135824,B,34.85883559556759,E,B,28.64692003586174,23.12495065829092,C,144.96399359387468,115.98855373609173,E,-88.25930301831595,D,E,-16.779813077300236,1
52,A,-55.016559220256845,-42.86220664293369,C,-74.33120921713567,E,C,-27.740122092922164,173.6350168175783,C,-156.1338821513581,71.61566595716613,B,148.75672375190732,C,A,-63.04954798451323,0
98,A,63.363868840102455,132.8406714744218,D,112.62324668200642,B,E,165.80494503632096,126.23561166324893,A,-26.060995661111136,71.26331218217557,C,-150.3131687291057,C,C,-62.72381144703528,0
59,B,52.8006667559813,-82.57529174667637,E,-33.52711377891751,A,A,0.4926967759693945,-79.33328396452553,B,-47.2990909164784,-76.24954162515515,C,-2.3778825779102006,E,E,-166.1386436825026,1
74,A,79.45576634920558,-45.687675915268365,C,-28.921043123851796,A,C,-87.9489425213407,-70.2556255894376,A,-161.04767616321666,167.02632013432063,A,62.235289009453055,C,A,161.74785629856794,0
51,A,206.1181562926968,37.370600870044235,B,-108.3706546213605,E,B,34.89705797671066,11.363244319463746,A,-36.447424963756596,72.74521244371482,C,70.43638170392502,E,D,16.435939852726243,0
49,D,-50.43832583555068,14.68293213339959,A,-149.64721906086314,D,B,190.6924462263403,79.53071304927548,D,-24.49147070887342,-38.005965711272424,B,-120.56201132302012,B,C,125.82844902642907,1
34,A,42.04804841495603,-85.54315383968488,B,73.56179661660464,D,E,131.1809158905294,-65.88072686047087,C,96.42302622983713,-53.950482545926015,D,-204.97725066738596,D,E,-162.6841948716047,1
55,D,-12.791018656411257,-23.983862846499537,C,-62.81996740483293,B,C,38.76543630235385,2.4484488791980104,C,38.18600799073071,17.53213227917071,E,60.57287142435642,B,E,114.36589503261365,1
86,E,-56.44335495424939,51.52238374328082,B,-113.08977584843107,E,A,-80.05480303363285,-51.6802227342113,D,-19.33582340392028,15.722677874283402,A,-208.07537656215152,D,D,51.0436222744897,0
42,C,-148.39338519812387,-124.83073832044991,C,39.41275879628201,E,C,-43.997725427788325,16.414984390432963,C,201.6799953264291,235.94540963212353,D,142.5556304847251,C,D,117.94877867710196,0
99,C,5.954566335265231,-72.9788880082517,C,72.48898117668921,D,A,3.3246132467770235,91.84039639756405,D,6.9689709809066445,-115.69288806046146,B,150.61004150308935,A,E,189.6550273140886,0
47,C,119.46508028193314,148.2269620783801,C,-3.8096966813852875,E,B,-30.971286436156937,181.1100997218031,E,72.6826000473409,198.25664506245667,D,-210.00687841732756,E,D,-21.432301741130654,1
41,A,257.38424485264744,-112.98924417226812,B,95.77149580993101,D,A,-51.495334750208976,27.211144155912514,D,-120.3447109876622,85.06332377851972,A,-19.855203606041663,A,D,6.672497739546385,1
72,E,52.50628106348416,-39.53071595543604,D,73.6529535466744,E,C,-177.5888455489842,-12.78944716556866,E,-0.37165339289048477,44.349578585534864,D,74.16457988332986,B,A,-157.7412378417413,0
22,D,3.1411853982275986,182.54968299515645,C,-32.02037942326202,E,D,6.661257610048704,-42.50442648879323,D,125.81126020615481,-166.1384226096476,B,-139.28462993902838,C,B,239.06454728762046,0
53,C,63.09745435013853,14.237963159629086,A,106.48524952441223,D,D,-23.387359153854593,-33.95919794704406,B,35.48172629768141,-17.805999452876737,A,129.73009857979986,C,A,67.40487255867907,1
21,E,33.23907875125326,55.556751530345096,B,24.537383733296156,A,B,-129.37041462909397,-63.97783084393893,C,106.59917969973178,55.01141275821292,D,-88.13963600097861,E,C,-13.911846058150376,1
64,D,79.30927225084397,11.554399759695611,E,64.42807765514621,B,A,23.806795973353008,-26.81141084243317,D,-313.08819426662967,-62.70680768361727,A,-117.43738624961837,B,C,11.073526734149992,0
91,C,-116.04625632785756,-32.42472414453367,A,-115.68865949562888,E,E,75.11023148948055,-233.64434573447528,E,12.245678267313199,17.642262978232726,B,50.459185600374255,B,A,-24.74880232353483,1
89,D,-28.032111789014923,78.5224010829101,B,-10.23150702724347,B,B,-208.62886673681484,131.1762445325523,E,18.082728154906636,59.03799107367467,B,-36.58357752173438,A,A,-28.143937580469284,0
44,D,-86.17969775209481,84.93261993141452,E,-23.632085711406813,C,D,-43.13539413649355,-22.94727042786102,B,-48.60195036521046,81.27333708326651,D,24.039188692781806,A,A,28.83141479884212,0
76,E,161.530858020694,131.39283505572757,D,131.55767193501205,C,E,-10.316918590623066,82.4041029746542,B,67.59802513935533,-172.47468855213958,D,56.88703080266918,C,A,16.25571431205134,1
84,D,-25.99496117635054,9.037237133428063,E,76.94399715252574,D,B,-49.94422639320476,47.293587577683,E,-99.36047980798428,-51.23687642335173,C,113.42762856340526,C,B,-27.62288948690237,1
58,D,37.414463270146605,43.28199401403264,C,-159.53266463488058,D,C,-102.23337008659898,56.711119734870316,D,-101.81304920740712,-3.0513686340400623,A,-233.36417487826733,C,C,-53.2177245223443,0
26,B,-25.2311465496474,120.95139076017752,B,1.1094913441403464,E,B,65.60384759598222,-19.315244472354642,B,119.18471873215044,350.2360410222312,D,43.497389832167535,D,B,-75.65880038698248,1
29,D,-37.137246778417214,118.23652532959701,D,2.8058910565150055,E,D,21.32754026845129,-89.39350224617773,D,65.7306468108278,-110.11083867458473,D,-87.99149265708189,E,C,110.82463207171205,0
75,C,-104.0233347489965,-19.574903707836395,C,-126.69571762267589,D,B,-26.529884295441363,-186.41792276911224,D,-82.79615062983443,127.18922706661009,D,127.10842929861978,C,C,-105.30370600316137,1
61,B,30.84179661340144,-40.92162531934962,B,90.4904707413854,C,B,-197.094287844082,13.991453040498703,D,-119.61239856896356,-85.11746206060926,B,-51.78238529189099,A,A,-28.40503807560994,0
68,B,70.68098138665783,-55.1956503537424,B,53.3136908397699,D,C,9.844407139595138,14.51333925541453,E,-71.1925840252548,-89.58666792244259,D,16.467032175801236,A,C,-144.14463715662203,1
36,D,-47.575023484472496,61.86550294103199,A,13.113274274041537,A,C,-87.2090762283308,164.26934587514438,D,-85.93909178290905,142.57707500004219,C,-175.7368115995446,C,B,-23.7035801900341,0
57,A,-45.3711180703079,-187.89061517570963,A,25.380810796907433,A,E,86.15736907175761,-1.6015306512993175,A,-20.730987161515344,-170.02811965151693,C,103.2913019252103,B,A,176.77366571700864,1
56,E,133.83911236688454,55.18877031053435,D,25.828931573365676,E,C,45.14888296573499,-127.21770385016076,E,73.81454780913697,-9.838497182032556,D,0.1282972806947671,C,C,-103.084244236642,0
85,E,-167.25540012838837,-116.97659697827314,E,-0.7185053088876696,D,B,-66.48771339047762,27.70451733218269,A,-40.81657388727927,7.766419243623292,A,-169.95437816391532,B,A,-139.9330971761733,1
44,A,-43.931514367028726,-118.39915044997853,A,-59.77471833126108,D,C,-9.011060981998263,48.15523172590904,C,-96.72429546976791,24.16844265809184,E,52.973003360134776,B,A,144.65799150702924,0
63,B,-129.5377178532432,55.80793556061149,C,105.31846956784838,D,A,0.3521974405180412,-102.59855985355884,A,-69.16361610082349,106.33013369294557,D,-10.821990678678144,E,E,75.57604568184505,0
58,D,-159.49401658564986,-48.778550017311986,D,-8.319842096935753,B,A,-33.30307920176115,-129.2853506232825,B,-52.24231126046972,93.60930963740056,C,-29.729243226775363,C,C,187.34646381381424,1
90,D,90.82280415713345,-253.0831842700267,D,-186.1037185537739,E,E,-12.469763874322561,39.56494478815672,A,-106.96865725558276,-79.24120641128552,B,-28.89282928430162,A,D,28.94641429183682,1
27,C,-74.8700888710296,137.6443974093579,E,154.99941808342496,C,C,256.46889753157495,139.71918993804536,A,-17.813070322643853,190.06059017907845,A,96.63808748187411,D,A,-34.7961239903544,0
73,E,64.44443719951418,131.35572576276476,C,42.51117876707747,B,D,102.88799226923233,-215.15635870094675,A,-80.47067848616865,-38.30906057631174,B,-49.23772987933636,E,E,58.272870295380365,0
96,D,-61.39788300033441,-30.64374242979435,D,-63.1133079789531,A,A,-147.89986994060314,89.76167962359962,E,-35.60811303985152,44.420001156323316,E,126.7178538019716,E,B,18.756676931870228,1
47,A,5.958191920580903,-92.89107057848678,D,48.26359473870105,B,A,23.05697103361268,-46.58805703956265,C,-132.87367764991907,-14.622154513231541,B,-38.3170009123526,B,C,-25.87613598059506,0
26,B,130.31071168613897,125.66303853876354,A,-94.2805750812743,B,E,-127.109204148283,30.473340217965344,B,69.8268544747499,-169.02651801062777,C,-38.02364053731776,A,B,35.87669845238175,1
28,E,-129.79629516127503,128.8636941338555,A,36.808251634647334,A,B,-13.10529328068121,48.19126413311105,C,57.623410964809565,-114.74050566496756,A,-0.25902222515921386,A,E,168.32524612179955,0
34,C,172.67771655257172,-1.0158885039955587,E,-175.07675630589944,A,D,-9.801422873803856,28.36356428464864,C,-86.71497485240197,20.717246025145513,B,-143.7534584810606,B,C,-4.596057512697308,0
53,B,195.9721541039331,136.00877764713272,B,-48.859550419865656,B,E,26.623835423660786,-7.954632071455471,A,-15.551501792163416,-34.8765240154282,B,58.30347478640775,C,C,181.6987557908177,0
50,D,-60.64881064026427,-97.72331247071394,A,62.25903950368485,B,B,161.5039569029229,86.97071385144507,A,-110.01271577370034,81.04337668167292,C,-8.464538341442521,D,B,-82.89296644738289,0
82,C,65.7568793797789,-26.670757808008283,B,27.921432191352235,A,B,-297.4866321689984,-6.689030219861482,A,-80.34951541811023,48.50984592266682,A,-95.09733413207296,A,B,-56.044237662005195,1
67,B,63.94084622370288,-1.303715022894707,C,4.355418883820086,A,B,-107.19747272677076,107.16959732915213,E,49.18434954069929,103.42249512869041,E,-91.66135167272782,C,C,137.36119519217922,0
57,C,-57.58731245055767,25.575401852989266,D,-33.260839373883485,A,B,-173.16674684041493,42.79946276024012,D,67.84454171965962,-86.4521183274073,A,-205.95971041571198,A,D,-4.062630658931937,1
38,B,-67.44234650695311,40.31082083381713,B,15.98609745369444,B,D,54.10488104225646,89.20572097723856,B,-118.97769023060985,151.56526623864085,C,33.003461480108626,D,A,58.299364085657004,1
52,A,121.26015589826456,144.2646150710148,E,-25.60899289680355,D,D,64.64334830670853,84.08224532399149,A,-44.041337999009336,126.89388487380253,B,103.00653248582614,A,D,-146.05061886872375,1
72,E,35.53734699390091,-124.51370140571176,D,-55.23910555574406,B,A,-67.08718146253369,147.43994513462079,B,-67.132819337318,69.80317528180507,B,35.446527136695735,E,C,153.55374500766524,0
