civil_status,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
Divorced,C,-74.86196827642767,D,B,24.737475134696744,B,-34.83950859035943,33.1012396131601,C,78.29346020000605,B,0
Widowed,E,-73.02077365077871,C,B,37.28879017807592,C,-33.641541130226486,-91.99117420191621,D,86.04887975488778,D,1
Single,C,-108.68801397272773,C,B,-102.73459702947767,B,52.89271853961204,49.67326590734956,C,-80.35273333827324,B,0
Married,D,124.79007744685087,B,A,-79.50401683591973,C,-132.31294724541328,-55.46970670588518,B,-24.708368659118022,B,0
Divorced,C,-64.35985559474747,D,E,69.12531252145229,A,-96.3311789537855,-83.30024244850492,E,-57.33377462751702,B,1
Divorced,E,98.73073795348101,C,D,-35.56003411688718,E,180.1601169636296,41.62250214748049,E,-4.383388135241895,C,0
Widowed,D,20.056727281446218,A,C,-9.041686615467798,B,41.168136046260614,169.47658522173833,A,17.501199877097118,B,1
Divorced,C,147.02448406542038,A,A,-32.459049585014895,B,190.6371660474384,98.31091730058725,C,31.422937473476605,E,1
Single,B,84.36119420597605,A,B,139.0009320835197,D,-205.2195120270493,-106.26611916557998,E,36.00737937247527,C,0
Divorced,B,7.187224609573989,C,D,-21.75909401285722,A,-35.30672836177038,21.30217098492045,B,-15.963076688750045,A,0
Divorced,E,15.735433861495189,E,A,56.14923634963206,E,121.95777362397939,26.697807142917622,E,34.46172056202518,B,1
Single,C,-0.35814696284083414,C,B,53.590395203423725,D,-37.04335594937684,-68.99146919219945,A,76.41118024621699,E,1
Single,A,17.39583026803187,A,B,-103.58969414901904,E,86.93024230910534,128.67212532002574,E,180.21565511476362,B,0
Married,B,-6.654559163201423,A,A,-53.99164687488093,A,154.96975089872433,-97.81739889532061,B,-13.465395131878136,B,0
Married,E,-184.56270740108474,E,C,-27.05697679681314,A,-95.88920197746911,-150.45701205868002,B,-38.95972116425051,E,1
Widowed,A,71.26933351676075,A,E,-159.5628033217075,D,-54.284330198450206,17.41071789234225,E,-85.34659967597432,A,0
Married,C,-119.03450191920999,C,A,120.75351590059947,D,-114.3735309439227,49.54330331917241,A,-218.32857784432142,C,0
Married,A,60.85364668233713,C,B,-10.864895176246096,A,-27.659126020266555,-31.412276191151435,A,-11.15066836612979,B,0
Single,D,-128.51740337355707,C,B,-23.21497653953466,E,122.84104446030517,-39.74250187688831,D,113.0828467316118,C,1
Married,D,18.720826468410188,B,C,-31.672745916966573,D,-221.14719336509046,-58.47366440693263,B,248.9295202531655,B,0
Married,A,51.30069314480132,A,B,11.796721511147652,E,9.81210069739177,76.04348936565842,D,-90.70246275031587,D,0
Widowed,E,62.20146913239617,D,B,-151.51989926186187,E,-25.44823268174764,-172.5852396134026,E,13.72043472567367,C,0
Widowed,B,-49.962373155323824,D,C,-36.45468634108972,A,2.4887697186196047,37.815988145909635,C,6.947016841576328,B,0
Single,C,90.32838847419077,B,D,128.42624819763813,D,-31.591462160910126,43.56890118209861,D,-28.32886072497872,C,1
Single,D,-113.33509026362245,A,C,52.221726084735955,E,23.092525382411715,13.783112237332803,A,224.14044798684026,C,1
Single,A,40.59588193124958,D,B,-0.3285491740385074,D,26.772429253739986,20.594134248480987,A,125.50465743304913,D,1
Single,D,57.70126194879735,A,E,-143.06526636365697,D,-113.35598589061479,-43.81113868126142,E,-15.452500509441164,C,1
Married,C,70.04256312521133,A,C,-142.27854502724188,C,14.958433459597401,-126.02603634747815,D,116.1860192948058,D,1
Widowed,B,43.04710029614404,A,D,208.54553014555583,E,-93.5050869575931,-70.94268357907013,E,79.05780113896998,A,0
Widowed,B,-56.306858442437004,B,D,88.79652854579476,E,-46.43806688676715,-69.6270319000291,E,-180.4350179348805,B,0
Married,B,86.36507097594898,A,E,-172.16087203016383,A,74.93412004741144,43.735419292819046,C,-89.54981810704578,C,0
Widowed,C,-135.42778635679153,E,E,110.02930788196248,B,53.9858359155048,93.79256318157341,A,-123.53567908690941,D,1
Single,B,-201.38036637031868,C,B,1.178320684369869,D,-18.48325144221659,89.38236790723279,A,186.66473169050417,D,1
Divorced,E,-12.120714913553506,C,A,116.02563054881938,D,-182.81962560586865,104.42897308678208,E,5.694402748944235,C,0
Single,D,-134.6926165057654,E,C,35.482481229728585,D,-159.515151949166,30.80288926118204,C,-79.25380363995053,D,1
Married,C,-29.461698685148086,B,D,37.258806885212415,A,163.79331368471145,-131.88276570992753,D,6.123742372411769,E,1
Divorced,A,93.7510974644685,A,E,-8.135867714712449,D,58.85638080574782,104.83259730143166,A,-188.27783911669061,A,0
Divorced,C,-37.13641096126216,E,B,110.24993733058577,D,-69.36575308415095,-52.224115031362984,C,-57.40622684858876,B,1
Single,E,-55.09128560641873,A,A,24.813766651776778,B,-3.0762691568695284,115.34665904843808,E,-73.39138965694647,B,0
Single,D,-30.008890748379187,C,A,255.2853479827728,B,-105.66617891652943,36.85604132620431,C,-81.23233223327038,E,0
Divorced,D,19.256019857649072,A,E,-15.624935470314044,C,-89.76525826971633,-114.22419520992801,C,98.1020113530184,A,1
Single,E,-6.691671055812577,D,C,17.937959619066863,A,-38.23608870521279,-8.317778540946845,D,-32.03892484124526,E,0
Single,E,-177.10109886340464,A,B,19.081200068669137,D,31.25473556837159,101.48750437793905,E,92.5268414809263,B,0
Divorced,C,-197.87841475652138,E,B,-57.56299173252748,C,44.18748825990613,21.077314357496274,E,-146.60012141044635,E,0
Married,D,24.215266246540246,D,D,-16.46491411559121,C,26.592905947855833,-7.680255291083639,D,43.51554270530599,B,0
Widowed,B,-21.70193159033399,D,D,-18.80355988656571,D,-1.3449405541906763,-61.87360519142909,D,-10.789648083997953,E,1
Divorced,D,-131.7762852136146,E,E,130.27482437550168,B,-94.46782619166989,21.083298470068396,C,-88.93659929485484,B,0
Married,D,92.33761045564023,E,D,66.19955021241162,D,-15.783549208854206,2.043110786660269,B,-94.36338303722684,D,1
Married,A,-6.273116980265744,D,B,-61.02706346419474,B,128.7269473092385,-28.24201234221674,D,-36.032673412397315,D,0
Widowed,E,-101.69437029156138,A,E,-30.52699094543556,A,132.5805720532533,75.14780544788435,E,-26.838745758285548,B,1
Single,E,-100.13496166045582,D,A,-10.598581523591152,B,-80.8205728236634,-153.7378244230875,D,-170.17821836289335,A,0
Widowed,D,-30.687679764863006,B,A,-43.23104114112066,B,36.545031476711216,43.842822103074724,B,55.6286400449532,A,0
Single,C,-138.21842789348142,C,C,-14.010291852033404,E,-99.96034526319094,61.78989138221343,A,-17.233978714328213,A,0
Single,C,-11.294956906020156,D,A,75.32473851694917,D,62.907411154966496,-107.38520813460855,B,191.78936846401356,D,0
Married,C,-117.24886099960081,B,E,175.86822326530103,A,228.4201793819928,87.99115685569512,D,18.351555926091788,E,0
Widowed,C,-15.78605233452115,E,A,64.30150384258822,E,131.7683833255071,47.67287862335221,C,-77.75060614505115,E,0
Single,A,-127.68748656138933,E,B,-152.1621674955496,C,-50.79783018494767,76.56986599860332,D,-35.520531878691955,A,1
Divorced,C,-79.42935406182845,E,E,-29.58983470911817,E,-110.96376216228818,-21.28627554918762,D,181.65400615984657,C,0
Widowed,D,134.86092197676797,D,A,-101.63395938237329,D,79.76932291907998,-27.027267737564898,A,99.65388586652799,A,1
Single,B,47.63556639858743,D,E,12.990942142951104,D,126.78951524410395,-201.26480106889227,D,97.73399798554084,B,0
Married,A,-44.9195547859186,E,A,27.051899429396414,E,-106.68603289848828,-75.80144845564206,A,-10.363089480476964,A,1
Divorced,B,4.970744589444802,E,A,-30.213158348638107,D,43.46503421599301,-199.40392692032842,A,-318.4139886698973,C,1
Divorced,E,-45.92490204628128,A,C,8.284209889787581,B,69.41046860170422,-67.92888927911824,B,-46.42028137583452,D,0
Widowed,B,15.587988527110252,E,D,-185.5836572548247,E,7.949144640899187,194.26581802753898,E,67.30978342097825,A,1
Widowed,B,190.12369403366037,B,A,-19.25946179971218,E,-66.24655928354545,-49.03533577358538,A,-62.62103571391437,C,1
Married,D,-24.303324921199625,A,A,-101.07817789894189,D,173.6181928756687,-124.16411578962565,E,142.15451352124856,C,0
Single,E,114.75796836145702,B,E,45.30892009019381,E,0.2239456708015862,158.59033410556725,D,-66.96019047547847,C,1
Married,E,131.49033458812883,C,D,-41.46956410378265,C,-55.0438762545463,37.0601753786253,D,217.50669131989633,E,0
Single,E,95.8923531488649,E,C,-86.91585313117007,D,-129.81725171862163,139.18257652815996,B,-31.258993930156663,A,0
Single,B,-90.67359517138685,A,A,-57.603285131153456,E,80.24012218662786,-89.79498967224416,B,-28.39440288862957,D,0
Divorced,E,-14.659504932137882,B,E,-90.96480946539452,A,-43.60302579432126,-85.96501585481312,E,-82.93046697089919,D,1
Divorced,B,-4.983946045612271,E,B,38.11592795582899,D,-28.126868013330004,116.71028843500122,C,14.551137452331083,B,0
Married,A,112.37000110288432,B,D,-0.8337283110455493,B,-77.81630296482646,86.45137051032195,D,-120.05329603453467,D,0
Widowed,C,112.94498409170804,C,E,-36.75301188887888,E,-76.7865386460912,-124.91301212193027,E,35.71328555460758,A,1
Widowed,D,-53.9497710487032,B,B,28.8354420835205,E,-48.36675867153667,-49.477695459549174,B,128.20912366940584,E,1
Married,B,-178.66612917393888,D,B,-85.48465979900685,A,-25.490063765451925,-168.78223661215685,C,29.446682245286365,A,0
Divorced,A,268.8930722644028,B,D,104.59223785214185,A,6.259529942048574,0.3248485034654912,E,-102.43209534737244,A,1
Widowed,D,110.80335651530386,E,D,-128.50765977185583,D,122.76354353267223,-56.35156937194971,B,13.318253496442308,E,1
Divorced,C,32.00157720204444,E,A,3.1022491432915364,D,-54.57056038581748,-155.16974924907413,B,-34.87537330579874,D,0
Married,C,21.123607623689885,B,D,13.418528927782686,C,24.484191344180665,140.0845143208225,B,33.212547268099556,A,0
Single,D,105.06978490964678,A,E,-14.86303602461405,A,53.155460026353104,41.9196636511815,E,113.75417899637812,A,0
Married,A,-68.27624136801926,D,C,0.5664611166871688,E,-55.11281542463134,-124.72893309113122,B,-50.24677328099454,B,1
Single,A,10.190577763080997,E,B,122.69240158712947,D,9.894040159206485,-45.386510111533816,E,216.4910109904222,A,1
Divorced,D,-108.70535451551882,E,C,-107.44765690738866,D,-52.03830673967704,44.694400476729406,C,105.96679922468502,D,1
Widowed,D,150.76567542383566,C,C,169.37610795890393,C,-50.41084658713471,98.52785996782387,C,25.208272510484537,A,1
Widowed,D,89.12969270761197,E,E,-26.32211605378128,E,91.91224630922333,118.94719438803702,A,-180.23353651295096,D,1
Widowed,D,15.15303857702179,A,A,-57.42366421277922,A,-65.88733548255034,107.46299710872067,D,42.85383578377397,A,1
Divorced,C,122.6233570010876,D,C,-43.5542035314451,A,-75.25097459976408,174.46030923856563,D,35.22408033313339,B,0
Divorced,B,21.50968373266201,A,D,43.629388664759375,E,155.22321901777588,4.48264471238491,D,32.26076584900318,A,1
Single,A,-96.58071394220717,D,A,85.66537075866069,A,-81.04583302360507,-32.89800955588498,A,-18.155750170486417,C,0
Single,B,-90.33380667269117,D,C,-107.63901960206806,E,47.23436676458881,73.71670718162513,C,-15.627180386759832,C,1
Married,C,43.99494120945937,D,A,114.31178610135133,E,-75.39755686828462,-158.18695726757534,A,45.15216109617754,A,0
Widowed,B,52.09723763575131,A,D,15.649074772364207,E,-25.026889983033268,-67.90912347402907,A,108.54186689886927,D,0
Married,A,-6.0972162730490655,C,C,-39.65456104165946,B,37.15280024752831,46.63194570407519,A,-116.34686152773557,C,1
Divorced,C,-298.751324547425,C,B,121.38672231447636,A,-35.54433227192009,-82.22276677596258,A,1.1572861629007998,B,0
Widowed,D,18.32791403969822,D,A,-79.6906029560702,B,-85.86432897538694,75.12802252114722,E,-187.80553568314394,A,0
Married,D,121.2147797957775,C,D,-17.194706468373518,B,31.86077054298816,-2.697443313443525,B,88.31774156661537,D,1
Widowed,C,-60.32409630203538,D,B,97.56751520635673,A,44.786404427939196,-36.81620642262401,C,-67.48784015107395,A,0
Widowed,A,-109.71648168096517,E,E,-116.17339919426402,A,61.387539402246716,40.86201339437785,B,152.85158835497506,D,0
Married,A,-27.182750028265474,B,E,129.62156783971014,A,2.445799274723116,-78.9829988956829,E,-29.662662662685058,A,0
Divorced,D,-44.45006427885963,A,B,-37.432671583477514,B,114.67156614070903,17.370029903428197,E,117.51632921321486,B,0
Married,A,55.40909370873616,E,E,-42.49159109224513,C,112.8472693789877,-3.8315941583400277,B,134.97225408391313,C,1
Single,D,-50.42794368216694,D,B,-108.37720483999288,E,-34.64753749149187,80.67866062987507,D,-57.82398962332914,A,0
Single,E,-54.99845817906347,D,E,-130.50567846170384,D,75.58480718372144,8.043467615433366,E,-44.25662341242938,A,1
Widowed,B,148.3002567820879,B,E,68.35405016751366,A,55.54617712434159,70.67354984814529,D,-35.529916514672635,D,0
Widowed,D,26.05236457666042,C,E,-158.92611426345113,E,-82.47460996634172,-30.33945963717609,B,200.1338865857327,B,1
Married,E,12.306936500608193,E,B,-75.99537227748186,C,-49.49889820545842,-39.178764021052345,B,-128.96846681549317,B,1
Widowed,B,24.555264558750054,D,A,-29.034455314151437,E,-113.53519832825543,-136.4287748635154,B,28.401336561726414,D,1
Single,A,15.903341660548037,C,C,-13.324803259647497,C,-28.143997980619034,173.93601506579387,E,-97.8322333344703,B,0
Single,C,-54.52909151435369,D,A,-4.249952017745652,E,-283.8253593933076,-30.0142622645901,A,-28.033850642796715,B,1
Married,E,45.097069276470705,A,B,230.28086411808437,D,-93.17920715718829,-75.95861662403722,E,80.47465248903528,B,0
Married,D,-13.86554073285616,B,D,76.86419413124923,E,71.68769860043517,177.6866708082891,A,-48.34568988304092,B,0
Divorced,B,85.62443640508519,A,D,27.464569296830405,E,6.010335418798133,-78.31689330457613,A,-121.18120664310503,A,0
Married,D,90.19412848122481,E,D,-107.81311289008116,B,-186.0742257006452,-201.26584618527258,C,81.26329378438896,B,1
Single,E,-88.52943745478206,B,C,0.9437481924505646,E,28.68068411089429,105.58645593260098,B,252.77016692943099,B,1
Divorced,D,33.754276905787144,A,B,47.93925058841407,A,75.35886264735862,-21.399846273175143,C,14.256105970794378,B,0
Widowed,E,-29.969862009441606,E,A,-11.78296876560244,A,-65.68070499845724,-113.13355715582574,A,15.512374023087686,D,0
Married,C,-0.3405441438449828,D,B,121.0802361031704,A,131.4667711597467,-111.27363587015246,C,24.84277183896525,D,1
Married,C,41.505422265736556,C,E,-71.50786648695161,D,-92.58649670911609,-11.170917203804459,C,-133.0655031882929,A,0
Widowed,A,10.688822592893423,B,B,-92.9974504577722,E,-86.91150845469768,-96.69530050244376,E,132.97804678555215,C,1
Divorced,B,25.84633382492529,A,A,169.14030184089683,C,96.24619503991852,-82.45248074305123,B,-41.575299138788694,E,1
Widowed,D,-27.88051311886724,E,C,-65.79296946030871,B,-116.27356102365471,-51.11312738412238,C,-117.04632225706058,C,0
Single,C,43.933280436078256,B,E,178.8301520381688,E,43.14509529151774,-38.747929051980186,B,79.58174141595576,D,1
Widowed,A,-20.471439413331293,C,C,24.124410040158196,D,-106.50506714085044,-40.30359602165775,E,-145.32359440687725,E,0
Single,D,141.89264568108348,E,A,-115.03675558843456,A,151.36893554922906,-96.94310386090899,E,30.52770277904336,E,0
Married,D,-93.34824703693077,C,A,145.61928285137716,D,-20.40595194473731,89.74579453411276,C,11.288374364759028,D,1
Divorced,C,18.188546513379716,D,A,82.47470255994861,E,-44.56186172160958,-112.34145579364696,D,-98.98824427154348,B,1
Married,B,-65.10270853787561,D,E,-141.34649944992532,B,15.291622755234608,-9.353187405286572,E,-1.723046689479947,D,0
Married,A,-260.7429232875057,C,C,-21.858549557830177,C,13.278243337282056,160.88024082124664,A,-64.54111303383374,A,1
Divorced,C,-133.15472521617286,A,E,23.91728669937899,C,88.28821193088756,158.48566523796407,A,-176.1379397682299,B,1
Married,C,-51.34381039470076,A,B,-33.055797434700445,A,41.07361364956667,142.29276872498667,D,-112.14758729132821,B,0
Divorced,E,19.917376860998115,D,E,43.17806684186899,B,122.32254918038382,-78.1690747254621,A,121.84882259409264,B,1
Divorced,A,101.94933073020584,C,B,-66.01784953088942,E,-97.21390542340875,9.119531115106627,A,80.2056455898431,E,1
Married,A,75.08500604698895,E,E,-40.22707692267826,D,21.794992035470013,-103.42562984135131,D,21.650262648915692,A,1
Widowed,D,-1.5704904550444412,D,E,-72.11846639634703,A,68.88325392813873,-108.84246456520899,E,-8.147126923632197,A,1
Married,E,-105.7716431303696,B,A,24.899720581035638,C,47.68164184704994,-137.48960269222874,D,-117.0301660291357,D,1
Married,B,58.16907536837774,C,C,-69.72429946209944,D,17.522175008920886,10.294069284000042,B,86.30009143880987,B,1
Divorced,C,16.305281174299207,C,B,129.7974951129067,C,23.019034457673673,-4.882452654635146,D,19.242759548944612,A,1
Divorced,B,212.78301972322674,D,C,-80.40505568462599,C,-34.71606700401868,-111.73122264415515,C,-66.08260608609326,A,0
Single,B,-48.067969774348384,B,E,-90.42740691923544,E,-13.754423850883224,-147.8932043307361,D,49.510647962005464,D,1
Married,C,-121.33747497492615,A,E,140.48754546143775,D,-15.837414405356634,-24.66530228042324,D,76.29499317239011,B,1
Divorced,B,42.06890121780524,A,E,-177.79054974388967,E,143.65213957206166,76.71589149320738,D,-89.43271758446913,C,1
Married,D,171.66875296696355,A,C,-105.74159790084494,C,98.48796092541663,24.383353645768395,B,13.618456048129184,C,0
Widowed,D,-182.3717968827383,E,D,-125.86925119437645,D,32.24551449260494,68.61352328775156,B,204.6218882227731,C,1
Divorced,A,1.3591090691759136,D,E,-167.86590831190924,C,44.224780177612885,95.86065113699888,E,116.42493447729578,B,1
Divorced,B,-36.938983764255,C,D,48.647563523594734,C,76.43333608617051,-85.93467812148228,D,-12.431725059089791,C,1
Married,E,7.110539193283018,A,D,-6.315786804761152,D,51.55187208452525,125.96241587995453,E,46.72826092276492,E,1
Widowed,D,143.0977477230362,C,C,111.6735046838207,D,-32.17491972590217,20.70168077819263,D,-114.48292146759742,C,0
Divorced,D,96.56244447137915,C,C,-25.312912020896267,B,-93.25541674782635,47.736369312137036,B,6.333764719951457,B,1
Single,B,-93.7187725377931,A,E,113.8917224436269,C,-22.22853153152938,-5.807319283800793,E,46.290240262064714,E,0
Widowed,A,16.570394323943876,B,D,-17.332252177786877,E,-123.58709809413551,-101.10388693561502,E,-100.34272476240818,A,0
Widowed,A,-66.27242907737254,A,C,22.11167164168263,E,42.13196932081013,2.786678267735939,A,86.65232384498043,A,1
Married,A,-72.25646749435273,B,B,-41.595142181514255,A,-211.6325021571083,-34.13256276069672,C,33.023389888797574,E,1
Widowed,C,142.96797627718138,A,A,79.87066088678031,A,-38.89464868823958,-34.219933605689654,C,-45.440988648955965,D,1
Single,A,11.824799241899768,A,C,82.9406566716124,E,20.041099279019097,41.945834316631256,B,21.130946898771867,C,1
Widowed,A,2.0942605503523817,D,C,53.43654989358089,C,-31.514961102675443,23.586254571137015,B,-22.679487724534,A,0
Single,C,-116.305585883856,A,B,9.112840420685123,D,239.60590382852308,-89.30196107493916,A,4.514136336936143,C,1
Married,D,29.466499799077706,A,B,72.56799971950575,E,-167.36411106142967,87.72446753315182,C,53.44561962216474,D,0
Single,E,-80.76502737344731,D,B,-12.091444051628097,E,-99.34692245226081,-295.8199896270024,C,224.2084651250816,A,0
Widowed,D,-19.957743451484937,D,E,233.6472235334434,D,135.75507338310388,37.87178075291651,A,-201.7161444926849,B,1
Widowed,A,31.798225451578986,B,B,131.22216586589388,A,-224.35916796877052,-33.832703316532445,D,-19.088766668472985,A,1
Widowed,E,33.11798928719885,D,C,129.62180517932512,C,124.1912514235998,-51.915028351824475,B,-38.06617477689717,E,0
Married,B,-30.05923945952936,D,C,97.20531654670586,C,174.68401099522333,26.649251754417662,E,184.03686999270423,B,0
Married,E,80.10972272185337,C,B,-43.13554605741157,E,225.27262007389513,8.901636662706553,A,-91.8182752410285,C,1
Widowed,D,-67.99908346543755,E,D,-4.494923101837521,C,119.17317914529504,74.04605992642455,E,1.7557906455260155,C,0
Married,A,80.58789575475087,D,D,-7.997161312314859,A,96.60382253166385,-99.55543128183346,A,-74.30865311124882,E,0
Widowed,A,53.20849422548212,B,E,-53.45152821449164,C,-70.98812024760547,-3.8051901971636597,B,89.31794729943469,B,1
Divorced,C,51.858462544572326,C,B,53.677376321591886,A,-13.686434824929208,129.48731286067195,B,86.50071281170166,D,0
Single,C,61.86629009328545,C,D,76.97179149546206,E,22.54510645907129,-21.418220826162663,B,33.55053996581789,A,0
Widowed,D,171.01826417461177,C,E,84.4224762536278,A,-69.10026779216317,95.59681807810595,E,-8.40949309934378,C,0
Divorced,C,109.93493568985795,D,B,-46.462626397983875,B,120.99827114437677,-86.17995922450629,C,-8.978906572023076,D,0
Married,A,-149.3846249273277,C,C,-95.69878888642825,E,153.63373623930354,89.66958121959026,A,45.184740098602425,B,1
Married,B,77.48561759831293,A,B,-57.75873404383242,D,115.51022715739381,-76.14265408435634,E,32.56360584120015,C,1
Widowed,E,25.248029835828156,B,A,-71.3485748014218,C,166.26819189593144,64.87672258110135,A,-98.77532596617856,A,0
Single,C,-106.23459907294345,A,C,150.37280216730147,C,66.21560082183348,-115.77072227686054,C,-88.3588833137613,E,1
Married,D,99.2462285125407,D,A,134.21959000864837,A,-137.23959496798298,157.24810516740916,B,-99.2313669641808,A,0
Married,B,-120.06136067251312,D,B,60.62024780374073,D,-26.2848593035388,178.87879834626915,D,-98.14678350018757,B,0
Widowed,D,-50.13133420848348,D,A,27.21176558900663,E,177.77269815458493,-127.76812026120821,E,66.45857857576713,D,1
Single,B,12.0314637665018,B,C,14.806142736936053,E,-30.849959653570973,-191.64877878690976,B,-36.326770377460285,B,1
Single,B,4.228491260667964,E,B,173.7486333500542,C,28.380096689736007,-143.02133140146321,A,-32.76024257424244,A,1
Widowed,C,-16.242271071194843,B,B,74.0934976553033,B,28.751707278845235,-64.51579683231668,A,-20.66314221302747,E,0
Single,D,-62.904366335002614,A,A,-9.800185846487548,C,97.46677741441742,22.15230407973562,A,-16.71875326389258,A,0
Married,C,-62.64871999043174,A,C,99.80487919300387,C,-17.411564782617404,-62.237509671208024,D,-114.21516141647226,B,0
Single,C,-91.17836428905312,C,B,-17.343681517662848,C,60.2812800195988,-87.10741123361635,A,-48.65955796833772,E,1
Single,A,12.037046790149484,C,E,-152.3637479977269,B,157.73307083163385,102.43240860158484,D,6.8769038208827435,D,1
Married,E,64.46617040401304,C,A,-1.9304498358324997,A,132.5434835789042,10.393017098688999,A,-19.182685647326114,D,1
Single,A,121.22288991043966,A,E,-52.692623869455325,A,-13.297707691077477,63.67073411427215,B,-67.43217184516564,B,1
Married,D,-23.048278635258008,B,A,85.37315197873039,A,74.97269315396852,-158.4251053377906,C,-316.73673802987764,A,1
Widowed,C,146.9799725405215,D,B,40.50557237451483,C,-42.55337556757912,-85.1147408005729,C,-18.699181328059254,E,1
Widowed,B,10.493614145980542,E,E,35.18536614756312,E,65.81666677180209,50.395735746387324,D,10.227088928900017,D,1
Single,A,-34.88670209770017,C,A,-19.518179070142363,B,-45.53253837513233,65.98484179590042,C,-92.35418491100918,A,1
Married,E,159.41647474646555,A,A,122.0191408759057,B,36.02398034645341,-44.590909369793216,E,3.6723690514217053,C,0
Widowed,A,194.41928158930432,A,A,30.553280990353098,E,-104.14755784965301,79.39233214733011,D,149.75482622065047,A,0
Married,C,33.36350297790928,B,D,51.30045365625142,D,57.62666041375428,57.54853143562957,B,159.6536597820162,A,0
Married,C,-64.69192281117809,E,E,132.54397794459908,C,61.16542737933707,84.74462315335661,E,-115.12937980500435,B,1
Married,D,22.105795761041538,C,C,179.52636199489612,C,151.30179804587033,-258.5686558831127,D,-29.443562172355648,B,0
Single,A,-22.850264470410746,A,C,69.74541201048035,A,-62.71002881756365,22.23489696988424,C,78.32731643381926,E,0
Widowed,D,48.28424624833204,B,A,-135.64780524692225,D,-124.87938022123994,39.72254761255018,C,105.834090069342,D,1
Married,A,22.740016178480445,B,C,-93.67490529514714,E,-13.904985011670187,6.1637587525262925,B,-17.00677710307364,E,1
Married,D,-97.70302963200044,B,E,169.4453493148481,D,161.42777146578462,85.96477980417527,C,218.66230671037735,C,1
Single,C,5.698968821509059,B,A,13.353162829283086,D,31.679042571743558,68.48951767646642,E,-168.0628577440963,B,1
Widowed,E,-236.32824767961074,C,A,134.4741425069036,D,-114.54245377755268,88.0936974579988,D,74.30219540680324,A,0
Married,E,12.734540895698768,D,B,36.39833048084248,C,0.5213998029922116,-74.68068963843957,D,169.5682747264466,C,0
Married,A,37.8912132284357,B,E,-80.18011375188841,D,-77.47025689481497,151.519902221844,D,64.59465251202352,E,1
Widowed,D,2.2888596737115168,D,E,74.82120611773776,A,-76.09538254350076,0.23089722965131998,B,-63.34266826800858,B,0
Married,B,48.79857309211645,B,D,-0.14694130717494505,B,138.37057320724398,-62.03043953626776,B,-66.76082981744229,B,1
Widowed,D,10.752732990512458,B,C,-128.18892071246424,C,34.80658035080836,22.849885572723842,C,94.45670069511573,B,1
Widowed,D,-105.7648030239235,A,D,170.96225535976953,B,-116.24730049671943,-37.80394521533612,D,158.48564752224246,E,1
Single,B,-35.016619714413395,B,B,-119.63841728316424,B,-73.35313183419325,171.85915788179383,B,-197.91319240614186,D,0
Single,B,255.67325302318454,B,E,82.37694326989977,B,-102.79037728872433,109.51699313001797,D,-139.93107604621216,E,0
Widowed,E,-78.90866618939805,C,B,-60.003120817226296,A,-16.870157639265805,-13.897814472785708,E,10.622258182013569,B,1
Divorced,B,41.4714217473214,D,D,-46.25832762133843,A,7.655832603916787,-52.279504964386845,B,-67.83435818714425,A,1
Married,A,-8.332577737271981,E,B,-152.61413120844367,A,-20.049209967758046,-97.17882916375507,B,-18.38419920209906,D,1
Divorced,C,12.85220078070733,C,B,-202.99760815656617,D,51.36977317542328,186.37202962930004,D,-110.55823751649257,C,1
Single,E,40.37927622086138,D,C,-85.6466453393724,A,179.7298274819611,-164.55187554285814,C,57.40057804953943,D,0
Widowed,D,-38.229519351439045,B,A,18.126076604128293,A,113.57444931307003,-31.220633114355135,A,28.80193460095104,A,0
Divorced,E,-155.96524521064242,D,D,50.30271796741109,E,2.0842050662154445,65.32456956045645,A,287.15982905007195,C,0
Divorced,A,31.371369767185158,E,B,158.1756509498238,D,-96.06058655146039,-37.249994669982236,C,-178.4641790572487,C,1
Divorced,E,8.73829666652709,E,A,4.962001263751195,C,90.15527125614207,-92.2748441640873,E,-3.0649571759037237,E,1
Divorced,B,-23.133337953536785,A,E,37.949159891782465,D,15.991102477357073,48.627477199724716,B,25.53627069548188,A,1
Divorced,C,150.8782519364383,C,C,48.347123691647084,D,-22.380640540756456,154.4571727182292,A,30.78402912227417,E,1
Single,B,-0.44176823814733834,A,B,-70.66414379025152,C,36.8963945265993,150.28347848091784,D,205.24388709523674,A,1
Widowed,D,137.20273943690628,E,A,-119.27584966994216,C,86.73724311515491,209.68641923848347,C,-71.2308001514329,B,1
Divorced,E,-44.711076220772526,D,A,84.34750197021546,A,-5.521329671885577,-54.160084956370426,B,110.80016222710401,D,0
Married,D,-97.85738815800738,E,B,152.7082573282849,A,-0.678425311455902,-125.13768311296876,D,133.78717630135435,E,0
Widowed,B,131.1612395793737,D,B,62.23014039647803,C,49.5540847268152,6.655124535237508,E,15.92743555855018,C,0
Married,A,-118.66102852149771,D,D,-98.48321601981415,E,69.04535208192303,-139.93212395710995,E,-9.57085450224769,A,1
Married,A,80.12326450513747,B,E,-47.01133268245621,E,34.38693869755776,104.29432780253285,D,71.08242622250299,C,1
Divorced,D,82.0170627581773,D,D,12.242589769041452,C,-72.70827454413981,17.50356624660916,A,-16.687304861637806,B,1
Divorced,E,-60.7058215347397,A,A,-81.82624264475302,D,-44.50131023628979,-118.6796107128375,A,-2.6067761140494405,C,0
