country,orientation,age_group,ethnic_group,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
US,Other,26-35,Asian,200.87202788170956,-9.783250387276897,16.220734916231,55.46156415853335,D,-13.249843103856811,A,B,-44.2549645187866,-188.90304570532774,C,C,0
India,Other,51-65,Hispanic,16.042587663941703,68.04520083923524,-11.916295338025451,-20.470251449297656,B,-222.50716816119876,A,A,-37.64744375150437,123.64998527801556,E,C,0
Other,Homosexual,65+,Hispanic,-13.724196750405762,69.44335161551963,-152.66743059273412,-31.950531952693634,D,14.525501271852558,C,B,142.41329317418806,66.04685633958553,D,A,1
China,Other,51-65,Other,-95.97828231167888,-20.486235176910522,-254.17184413610076,28.998527000329315,C,70.75894859776423,D,D,79.6871712327765,-79.21888845791304,E,B,0
US,Bisexual,18-25,African American,-108.44105505984807,-162.82881790496413,-193.9021923534751,152.42108731270645,D,18.785033716956377,C,B,-75.38925975681491,12.322460896291785,B,A,1
Other,Heterosexual,51-65,Asian,17.59491618993218,75.2512361180011,-180.08975170490277,-69.15406944092179,A,6.506126334357293,A,A,-108.12604229362745,-153.77833541370137,B,B,0
UK,Heterosexual,51-65,Hispanic,-35.902496788332385,-45.00414539544643,94.02864009440106,155.6149680906492,D,-15.257199010692283,D,E,42.17281759186517,128.08617882832652,D,D,0
Other,Other,26-35,White,-98.09562482848447,253.0712717232009,-53.45843788650592,52.44982254400242,B,-133.18878454333355,B,A,128.09173367020662,28.096322893579618,D,B,1
China,Homosexual,26-35,African American,-56.07081032083778,40.82376300190324,233.29035471919192,-48.197764756326144,E,-22.697857865088714,B,B,-83.35445329966923,-34.925738200044975,D,B,0
Mexico,Other,26-35,Hispanic,91.79755948049892,-35.708342707510084,-128.01307255784832,-38.15339247066814,B,72.35511499566502,C,A,-58.537225409961,-130.45528777617346,A,C,0
Germany,Bisexual,65+,Other,16.3636246432368,-0.6533083482717943,-161.36526125384648,-205.8986227307127,B,89.6575355781418,B,B,-140.31783270489257,25.492881344371487,D,C,0
Germany,Homosexual,36-50,Other,-10.103862236597127,28.185011356694112,9.24005271540625,-136.46189683392896,C,-24.726276063673737,C,D,28.776493033649576,-87.65344405246219,B,A,1
China,Other,65+,Asian,-35.58367560690749,-104.43339737412157,54.074578562812384,65.24431435369861,B,65.41406443397666,A,D,-54.43335828942607,38.0994879902526,A,C,0
Germany,Other,65+,Asian,90.75753669504051,-9.901230530439516,-116.14733360512895,37.72813057685763,A,-85.92639891082221,C,C,-59.160015149351466,67.00682417773066,C,C,0
UK,Heterosexual,51-65,Asian,17.55314254668008,36.92458618789776,74.84373660446832,-101.12975929360199,A,-93.9884028145957,D,D,5.254019544597596,-111.50787786178218,B,A,1
Mexico,Bisexual,26-35,Black,68.79752848579965,-64.13190701138176,39.08581392759365,141.5211447181726,E,75.38437912946927,B,D,-73.27358732230219,-20.820928193678345,B,D,0
China,Homosexual,51-65,Hispanic,-114.64488261410864,-166.97732301314144,96.5378189472096,-208.85324558956154,B,-257.9642564881147,D,B,-69.62129170096837,59.33541402506165,C,C,0
Mexico,Bisexual,36-50,Hispanic,-94.69269895452427,-296.5148696583332,183.03254297928862,-6.497709446644574,B,155.3185955042334,D,A,143.50033471411604,-11.197005044701458,E,E,1
Mexico,Heterosexual,51-65,White,23.15776478187212,-88.06019425327675,-207.10656018608472,-42.59636083561413,B,71.89750794720588,E,C,-178.17596440901846,-26.150109656719707,B,D,0
US,Homosexual,26-35,Hispanic,-145.99962843781648,54.5138680217017,21.706315839047498,50.645535193647184,D,-17.780319202209636,A,E,-1.8053969690631797,-220.12551556075803,C,C,0
India,Homosexual,51-65,Other,-266.6720343802458,117.29934306714172,90.5769383587656,103.42714289382062,B,4.7070230901946255,C,B,-4.308023124091047,-24.896648379216487,D,C,0
Germany,Other,26-35,Other,107.41544390162127,-2.0916955962472747,-68.50769524248115,-1.805657495015885,A,-67.9490468669856,D,B,-21.49587049470493,40.62906814938861,E,E,0
US,Heterosexual,26-35,African American,109.64253807302941,183.18381326476216,-15.48811376539891,-148.06111877319944,D,95.9012871405572,A,B,139.14450938338797,-41.405734079548296,A,B,0
UK,Heterosexual,36-50,Black,-79.75539232375309,14.318495700362387,20.845146468194457,69.14422529235401,C,73.52308537804743,B,C,-88.89120295663979,73.38051117934029,D,B,1
Other,Bisexual,36-50,Other,17.226903624111408,60.54535999594219,103.05655808505585,50.576979094640095,D,-90.22690151021344,A,D,12.789435805549187,94.67197937731368,D,B,0
India,Homosexual,26-35,Other,182.64860511945028,32.84450239811431,55.484436535396995,10.660195074838706,D,-18.69397807400884,A,C,169.4243275085067,98.07369997223087,C,A,1
US,Other,26-35,Hispanic,-33.47865041044449,-58.08031402384288,1.9313803543628736,-95.06659402421622,A,83.74106122573846,B,A,-232.97493842122358,-171.40286636602636,D,E,0
Germany,Heterosexual,51-65,African American,-82.17422826351186,149.82208329038284,-51.09491006762602,30.114265284536884,D,157.44917549166374,B,E,-82.91302720024166,172.7149672354173,B,C,0
Other,Other,26-35,Black,-33.20002250859031,63.206423693183254,-114.18673333467619,90.14396783040996,D,-6.996989927345265,B,E,-72.4249337563545,72.17261666673016,E,D,0
US,Bisexual,65+,Other,3.297860409012777,11.708916295750091,-126.58012336640189,101.14501161819351,A,-14.623650222450003,D,D,75.36296781043265,24.27540722953589,B,A,1
Mexico,Bisexual,36-50,Hispanic,214.63137787172587,115.25187346868665,11.260361248174796,-43.990240098969906,E,60.833660372386674,D,C,65.47606292293263,113.27367410940259,E,D,0
Other,Heterosexual,26-35,African American,-49.29584837593657,32.32962602091262,-23.747395403047346,-67.12609100932593,E,-43.725473658999135,C,E,-140.65011474005425,-82.69560515683439,D,B,1
Brazil,Other,36-50,Black,-129.1461851555742,-86.2807539841733,-128.86549225771728,-61.72554019171189,D,-14.514112852932037,D,A,3.134666736493542,217.152203597211,B,E,1
UK,Bisexual,65+,White,63.86340657876068,39.13532999844854,28.50105191787753,-10.750701773998037,E,-0.2754534835916201,C,D,-41.881580534734496,140.87444545302913,B,A,0
Brazil,Other,65+,African American,-151.61229500589272,-93.60654544956346,-66.01531402792911,140.42115971178546,A,97.62778396952196,E,C,-66.39566827295185,59.26177889123565,B,A,1
Germany,Homosexual,65+,Asian,104.26405266733786,18.271919689123877,35.906631379199496,-90.63467925899072,E,53.44240464673044,B,A,24.319981113326016,171.84275890065334,D,A,0
Brazil,Heterosexual,26-35,Black,-76.82873620698052,-70.15714206113552,-81.87181232754774,-180.12511996886263,B,76.09786203637056,B,E,15.149557172230093,46.98820236824105,C,C,1
India,Homosexual,18-25,White,-85.8202467493083,-61.36123521989917,-143.41806119538967,152.6470597800354,B,14.67134285076617,A,B,-49.11338703599203,153.65633730772578,B,E,0
Brazil,Other,65+,Hispanic,-75.90505322300696,33.84775963747062,208.3980799927568,37.655659381808604,E,-107.68721064661297,C,E,-132.70949700116057,31.666048989002483,C,E,1
China,Bisexual,18-25,Other,70.50283462930135,-41.31387833033065,57.62438144024716,18.148956024786145,D,105.91566872680949,D,A,-153.71650624733317,-17.00633617053272,C,C,0
China,Bisexual,26-35,Asian,23.432767206337466,-60.083708017799644,-14.61366887308872,134.1570798312361,E,-81.4363475588871,E,D,-117.55689477271251,-97.63726448974127,C,C,0
Mexico,Bisexual,26-35,Hispanic,34.813944253505994,-233.63159586710543,59.13590968452319,116.6788710140524,D,96.57620602696221,E,A,-43.19327804945692,35.364069675589036,C,B,0
India,Bisexual,51-65,Asian,-14.806244678327573,28.061041318228714,-73.79614747605252,-37.45165949208192,B,77.16752153967596,A,A,-125.41182369507251,193.73343372729047,D,C,1
China,Bisexual,18-25,Other,54.95254936087027,-47.8862064167535,-102.94634630080581,85.8434613923398,E,29.416055972597505,E,D,-29.98683459948646,-249.53120961539753,D,B,1
China,Heterosexual,51-65,Hispanic,35.16202087584983,1.9129308706792703,-77.63071215623837,141.7111028268057,D,-48.30431841439059,D,B,-60.27568167284601,-55.95625982179943,C,B,1
US,Other,18-25,Hispanic,-32.37646467748434,-15.477075424778741,-25.297494476921536,-60.82539034980117,E,120.56066655080751,D,B,97.72754907294993,-4.177768777601758,E,D,0
China,Homosexual,18-25,Hispanic,88.34628771825261,-239.1276006634365,254.9738459400413,-178.7124967202387,B,-32.716654502371,A,C,-40.0622793562675,94.82368768773007,D,A,0
US,Other,51-65,African American,197.8728543602873,-27.366759229253447,63.78759083017902,100.53629882426176,E,18.947421166580007,C,A,49.756382851628814,129.2028457734616,A,E,1
Other,Bisexual,51-65,Other,-76.5455476910024,23.374126946570975,-44.7338769399948,-66.94624225264404,D,41.081906148257666,E,E,122.45903883023257,-100.113493868594,D,A,1
Germany,Bisexual,65+,African American,81.49749895185423,-177.8446581444121,-2.071848035171265,49.25371299481759,A,-28.067972200967183,C,A,-30.488570068730592,-23.348675192160698,E,D,0
Mexico,Bisexual,18-25,White,78.31192060785267,-19.186867470313057,-198.05994403128403,12.547502247177835,E,55.72813961055096,D,E,194.31015685319494,152.30686715795022,D,D,0
Mexico,Other,26-35,Other,-82.75307337549215,-52.68462543709644,-66.25916584917573,12.195226695522564,D,-110.15595318865066,B,B,125.1026666248139,67.98987618448842,D,B,0
Other,Heterosexual,65+,White,-90.45378286344743,-175.53672054569623,-44.636861906712994,32.06204324201528,C,-51.39127992125597,E,B,-104.07709875274054,-210.81473529338757,D,C,1
Brazil,Homosexual,26-35,Hispanic,-23.96957787758227,25.630521761005486,-266.282702575862,-117.37672635417529,C,-105.2814360807895,D,B,-39.12881084403475,0.239814522995505,C,B,0
Brazil,Other,36-50,White,46.27766713154485,62.09452218448942,53.969513163973694,22.75145372654876,C,37.09571068655772,E,C,52.09340155281846,28.238723888173638,A,B,1
Germany,Bisexual,65+,Black,97.82161518528703,-41.31299959349003,-187.43049817491269,70.4658290161224,C,-148.2561746935764,A,E,-3.1210852529168345,92.24497379990862,C,E,1
India,Homosexual,51-65,Hispanic,56.75501325391246,11.926177909059918,66.11648304831486,79.79957827772907,D,37.74170636849655,A,C,114.25589955429993,-25.306541266579774,D,D,0
China,Heterosexual,36-50,African American,-128.13508375736603,33.86199292594437,-41.42836637922166,69.8115004970754,B,75.9014888630385,D,B,-34.9149211868394,45.6499359509373,B,A,0
Mexico,Heterosexual,36-50,White,2.8646186082354816,206.10434965040315,-24.78939646220491,34.53283383681664,D,-32.04305332817009,A,D,-83.94464926884245,119.98129825803088,D,A,0
UK,Other,36-50,Other,37.42012661600556,43.65294500351757,33.657052133169465,124.02669997506439,B,-73.1820214798584,D,C,100.75928918477423,51.61082112608712,C,A,0
Mexico,Bisexual,36-50,Black,42.144579822153005,-11.154920986881004,-36.29862161872669,9.442949300710461,B,35.30931938097921,A,D,47.039355923080315,-25.194468962684404,D,D,1
India,Bisexual,18-25,Hispanic,-117.09286157101037,29.234748449917358,-211.14948061010267,-115.13890298809908,B,177.96383700103425,E,D,77.141786388811,-46.86002401005541,D,C,1
Brazil,Homosexual,65+,Asian,-17.79826815610333,-56.119459069098184,89.65855100405051,-68.25222979247533,C,54.591006248092334,E,D,-108.40102488301436,-22.094064692013834,A,D,1
US,Heterosexual,18-25,White,15.242677120572923,-111.41105655530687,33.74095635418342,29.435736162713198,A,-39.0316904144438,B,C,-48.550253089353006,39.5876148757566,B,A,1
Germany,Other,36-50,African American,-135.39540056586313,91.36038189675756,153.40822274988972,-13.428167177466177,A,-73.94936665252216,E,D,69.44284758435508,49.85427260908543,C,C,0
India,Homosexual,36-50,Hispanic,-68.9960751983946,157.27512163488163,-49.75351031392117,-33.96248232081621,B,-46.94962204874142,E,E,-51.6509825196305,-164.65021002723506,C,E,1
Germany,Bisexual,18-25,White,119.27300652123887,80.95621643112483,36.90235999229901,-22.260369895337227,E,10.141035912773553,C,E,60.34633010245193,-11.55630852288055,C,C,1
India,Heterosexual,18-25,Black,73.98600490836425,76.15419747991399,-76.86650673959011,19.86106552833039,A,-104.17733025485944,A,A,152.3819690369327,-153.75156552318433,E,E,1
Mexico,Bisexual,26-35,Asian,-21.771794873570354,61.220318364188586,-43.80732672081808,-64.02136306964971,B,32.088515381531494,C,D,55.94655170556173,164.39167540820668,D,E,1
Germany,Homosexual,26-35,Black,-143.43623372413475,216.94083392815685,122.96342766031403,-102.49617068124293,A,79.29280285724893,B,E,35.329582346665404,-72.952578406895,A,C,0
Brazil,Heterosexual,36-50,Other,-60.59357018280389,136.7726046762475,34.6808200226464,-47.9544081794934,B,-8.92764112044194,C,D,-57.57644216198196,45.22719874737456,D,E,0
Brazil,Bisexual,36-50,African American,77.1079115756915,-150.47403967847941,-64.06561559628503,68.4337411560059,C,-136.3588205509986,E,E,-17.852253644787325,-74.03990035036378,E,E,1
China,Heterosexual,26-35,Other,-121.90518905493781,-59.73742786335242,94.02971596865162,71.12415957404053,E,61.552829375429255,C,A,88.56788797577677,8.868712301994124,A,C,1
Brazil,Heterosexual,36-50,Other,237.26083007955577,103.17626934502312,37.707994392202814,11.919229364224968,E,51.322282921832056,E,D,-35.738032216896094,-20.078666344245367,C,B,1
Germany,Heterosexual,36-50,Other,-43.504622563182345,-86.73262738476537,-107.21636032435991,134.78906902359324,D,-35.16657861607609,D,C,-96.33152243599208,-48.56852974970369,E,E,1
China,Homosexual,18-25,Other,30.21175857549323,-81.25974529719437,-159.76517231560226,138.9939574853687,D,86.22503436334013,A,E,-32.60728898633252,73.24791712083103,E,E,0
China,Heterosexual,65+,Hispanic,-0.6217262246130805,-99.75222704076191,3.394066795360734,-101.89096730502723,C,-113.78318189377255,E,A,-158.52536582343433,92.2629517454115,E,C,1
China,Other,26-35,African American,-11.06167079497418,129.8646275251021,32.05128326200754,69.65462439463471,E,124.7293309098108,E,E,-184.14371145199306,103.45640433121721,D,A,0
US,Other,36-50,Other,-44.3637461125086,-26.529782972699977,7.861650276330086,-100.66188000656027,C,15.79269924203407,D,D,-38.183589446695265,-67.23876754970348,C,C,0
India,Bisexual,65+,Asian,-32.92687147979003,107.29894465243184,91.18366035962853,-110.23132929994131,C,-102.52650931795584,D,C,-133.6131702177744,-25.2700533908991,C,A,0
US,Heterosexual,65+,African American,-172.95728916109817,-200.69152954523338,195.4631325955676,-30.55111806120906,E,15.81905024001718,B,A,-37.99700832565568,49.37435222576907,E,C,0
US,Homosexual,36-50,White,-29.452564416743765,152.36518123851212,-19.46773860684836,40.35537184324621,A,-26.95660029842727,B,A,17.24469392540639,173.79785624401094,D,C,1
US,Other,51-65,Hispanic,10.845208167643538,-2.394623463819333,-44.95544778277532,169.5826831148701,B,62.131119386815634,E,D,67.11110006386866,-156.1327041755231,B,C,0
Mexico,Other,18-25,African American,18.323938650614668,-17.329734984098575,67.02705856419851,33.68929953200859,A,111.966063938661,C,B,17.70092513085648,-92.43931820058776,D,A,0
UK,Homosexual,18-25,White,48.14738300724831,-66.17912075835166,-101.53410736133787,13.030614164828508,D,-63.474062906339576,E,E,-65.24609000812085,-22.645666398573926,C,E,0
UK,Homosexual,36-50,Black,9.737325217222871,97.46472340759811,-74.97218302782346,13.320161696800902,E,-103.13744858111143,C,E,-55.17973809109707,-72.95634440430915,A,A,1
Mexico,Other,51-65,White,-97.09717692085877,-57.09065644740519,-208.17636940256122,-66.91492930041221,D,-72.29436294138598,D,C,46.10994263105435,61.025614475570364,E,B,0
India,Heterosexual,65+,African American,-189.91073634444766,-9.105952095324541,-6.697536759044419,-33.31327422019739,E,-33.36598076597108,D,B,49.56670100819269,42.31776759134409,C,C,0
Germany,Heterosexual,26-35,White,-0.1857231779571633,-85.23382000798678,-31.514980602326396,-129.7886055733806,A,-36.62715300248202,A,C,44.69197910581727,-11.741449250751515,C,D,0
US,Heterosexual,65+,Asian,34.81763768494109,39.56769539960706,315.2849215777242,-44.60138681427389,B,69.11223445380827,C,A,4.692161722934592,-100.064702597388,D,A,1
Other,Heterosexual,65+,White,-100.90665916733866,60.470701843198185,-40.14841886281049,-177.39059930118216,E,-112.4040780379507,C,E,31.222484387154836,59.28630759221545,A,D,1
Brazil,Bisexual,26-35,Black,161.73530807167273,32.48739678168401,16.591112839967717,-102.81942015063059,E,37.126734789654485,E,C,-42.62288863682447,-94.45221998557393,D,A,0
US,Homosexual,26-35,Black,-78.96727880950182,2.9147410525276434,41.880425135342634,19.92788194167471,C,123.0711449825015,C,C,-202.61513465395905,39.52961291858522,C,C,0
UK,Homosexual,18-25,Asian,125.03578152787583,47.14119597194697,47.437329861347536,-112.86786416940431,E,30.200337512391794,A,D,-62.51211607336777,83.88125628596768,D,B,0
US,Bisexual,26-35,White,44.840919030328834,-43.69498401975373,-160.044447936649,-84.973682798789,E,-82.2960268965167,B,E,97.72072256019015,66.38939005992059,C,C,0
US,Heterosexual,65+,White,-211.06205706434787,179.4155807246765,-108.58051633125667,-55.829206048733106,C,40.07473049202364,E,C,83.50257393582127,-40.01743654785062,C,D,1
Mexico,Homosexual,51-65,Hispanic,-52.93313762145993,-320.5401581742769,27.365777810487934,167.44972394249612,C,147.16908659678302,E,B,12.75768697759186,50.16050432463079,C,B,1
Other,Heterosexual,18-25,Black,-27.892451030186994,78.48772843138214,-47.37262976470842,90.809418987232,D,60.43273591576897,E,B,112.77640979628043,61.02700794980651,C,E,1
India,Bisexual,18-25,Black,-26.97570477613237,-78.62891125342465,-136.22997098274513,-12.3099292834529,C,112.31943747455941,E,D,-45.38188928619074,59.840728557233426,C,D,1
UK,Homosexual,26-35,Black,61.36196686767772,-45.521080112392994,-8.366677438032058,3.4774448790327463,D,195.2922263755036,B,D,7.246750807219842,-221.0862700607843,D,D,1
Mexico,Heterosexual,36-50,Black,84.09163284288566,-139.96488470477425,-246.45822243305165,143.9323057710531,E,-71.5247156769891,D,C,-179.26146129804727,39.430072956369344,E,A,1
China,Other,51-65,Asian,-152.05689152982976,122.64462661313583,3.968661090263386,52.78730281188718,A,185.46516657809133,B,A,44.18936927398551,24.271316235148944,E,D,1
Brazil,Bisexual,18-25,Black,-93.28963799191143,-120.48306750862805,141.99457546147733,-26.223471261563024,B,-76.75196451867978,B,B,129.75289400978184,184.51359268851226,E,C,1
India,Other,51-65,Other,33.594196104038645,13.950481815566066,39.48594820310197,145.6048340580123,B,58.19479038689232,A,C,-41.086647547470584,-105.83165605606028,E,A,0
India,Other,51-65,Other,-29.750992007117244,51.76171508392887,145.4545331156009,80.26502691543385,C,-106.4962867557471,B,B,98.38054286948862,-112.7909908150434,B,B,1
Mexico,Other,26-35,White,12.531435470239035,18.616912977317444,-172.2374474218195,-4.664100354860173,C,-39.92104234397296,E,D,54.216498638192014,56.58478504661409,E,B,0
UK,Heterosexual,51-65,Hispanic,-91.0261433140218,-51.356251970135546,-117.95549056744015,-140.36306152239317,C,95.0112883129288,A,E,-0.8215566976215659,-149.1325361248013,D,A,1
UK,Heterosexual,36-50,Asian,44.30560825723413,-250.74111099956386,95.06920873560428,112.99548820629697,D,82.97897602929325,D,D,137.87509859819832,-12.914517733243263,C,A,1
US,Other,18-25,Hispanic,89.465586537551,58.61219717185059,-14.371095180200696,115.34507027117596,B,-65.36611898490531,A,D,-130.5927375862998,-45.52832336254081,A,D,0
China,Bisexual,51-65,African American,118.65336190016737,3.3007404892938466,24.46787224277898,49.659415167258445,A,74.55779922523047,D,B,121.43921522270202,-64.57839025620929,C,C,1
Brazil,Bisexual,51-65,Black,192.95333647101705,85.19953794674366,110.19360649190533,-133.52865306303326,D,26.025241344852457,E,D,-58.44685796985208,-205.81496385271402,A,D,1
India,Bisexual,18-25,Asian,147.64537021170057,-49.61299603112904,-44.268425192227284,44.56124066482221,D,-37.11952884647342,B,E,-78.92042783726903,122.83130971778584,E,D,0
Mexico,Bisexual,26-35,Black,129.18075438311922,-55.77469040601477,-54.60352713431086,143.17705852836895,D,-27.268405119142297,E,D,59.85060138795417,0.32428896536950874,B,C,0
Brazil,Other,51-65,Black,53.197338310570544,41.79422567768052,-20.70214387733348,-87.24330518542122,C,-80.24411037942252,D,D,-226.96511692736644,-75.96343147829045,C,E,1
Brazil,Bisexual,26-35,Hispanic,-160.51770287051176,-79.3903004541105,18.327531982337103,97.8345626071497,D,228.95599443448637,C,E,83.61777447173434,-99.68282800733542,A,B,0
Germany,Homosexual,36-50,Asian,90.69550984874601,-98.19527590042163,5.705099106966684,79.24048855295655,E,27.601573159520935,A,A,-146.66248714301346,-135.1550856415482,B,B,1
Germany,Heterosexual,36-50,Other,138.72477334928496,-26.698302054796436,33.82970902981478,53.26075270097499,D,60.56380622663475,E,E,170.81084866968206,-10.495275073536192,E,B,0
Other,Homosexual,26-35,African American,-15.594389472596653,17.339230628822307,86.57160171179824,-70.68551819353578,A,-154.43995581445446,E,C,-41.176216313139555,60.092482518111346,B,B,1
US,Heterosexual,36-50,Other,-14.153938225417992,41.74150846915867,-125.02801543486642,84.96963229033848,C,-93.21052211583432,C,B,66.79083296333246,119.19172276436443,B,A,1
India,Heterosexual,26-35,African American,57.19020682226573,-44.6456369944972,-111.18646723795436,19.530954195455056,A,-151.1889342900548,B,C,106.48439582471087,-8.471442431337831,E,E,0
Brazil,Heterosexual,36-50,African American,-31.50725846280894,156.3338114380642,115.94488144239929,-186.6233886591677,C,-60.74824904859284,C,A,62.202107823984576,-92.80889609903743,A,A,1
India,Bisexual,36-50,White,106.70992439475395,-4.716469060003617,101.14714315378393,-37.61509598115508,B,-178.10862816917697,E,E,67.44260115002673,292.8206317895273,B,A,1
China,Homosexual,26-35,White,-17.535931749791374,47.60232997079596,202.0708695214415,119.45705739066359,B,51.61499356017757,E,E,81.01276615808771,-189.32227438115956,A,E,0
Brazil,Heterosexual,36-50,White,-78.2438950919694,16.51473225082208,81.42067188667532,55.41108406726718,A,53.614678566223404,C,E,48.25463488212286,92.1704975125085,B,C,0
Other,Bisexual,36-50,Hispanic,-86.62669036719622,-93.90970273765214,-83.63416344176441,77.73364381768137,C,-13.42987174593909,E,A,56.27804408863993,-48.749793623366436,C,A,1
India,Other,36-50,Black,-53.02920585269496,34.873055566952495,-257.93322813172665,-95.70163389441258,D,-39.304726771705774,E,E,-84.24946134841281,86.09541483377888,E,C,1
Brazil,Heterosexual,26-35,Other,93.73033940088762,180.85091602692694,4.549589848649757,-172.80060601600022,C,-111.99720589388255,E,D,-26.401222017225066,16.99946071794849,B,A,0
Germany,Heterosexual,26-35,Black,57.96029758659414,54.72910411265849,-85.23360898432819,197.2265413904348,E,-145.2356516614893,D,C,-127.63563994531081,-84.38869007015663,A,C,1
China,Heterosexual,18-25,Black,92.86342176101778,14.61494368454579,-292.61424627780303,111.80846927939005,D,9.229870746635353,C,E,-44.85986119427352,39.281275937532556,E,C,0
US,Bisexual,26-35,Black,23.83422352363019,251.90935305886325,-6.007391016928757,23.54077823318405,B,62.05988239719134,A,E,-135.76818365528226,-52.33408832957268,A,A,1
Other,Heterosexual,18-25,Hispanic,16.56280924083384,123.20933968872225,-196.82076005475403,84.76755762915754,C,-202.13237877153767,A,E,44.301726398600024,31.640019968466515,D,E,1
Brazil,Other,36-50,Other,129.48501355480602,-77.37398280751513,-7.379620409163952,-35.57233848949872,E,-125.78178616717341,B,A,-71.3197079260648,-147.82363733096952,D,B,0
China,Other,26-35,White,35.22093490679842,119.75571629913162,14.940462342783514,59.78977593461836,B,-70.36792869171848,D,B,-11.7118465656273,-62.24257038141023,A,A,0
Brazil,Bisexual,18-25,Hispanic,130.82752109205785,-33.97260550981262,-43.84072183551181,76.48946557383923,B,180.98143100881435,B,D,-5.945448074557453,-37.75984828089548,B,C,0
Germany,Homosexual,51-65,Black,34.013999583658475,-81.53653641093456,-154.7350637824779,95.52339928885061,C,27.116709160833025,C,D,-76.48784373765845,-115.77146166162125,E,A,1
US,Other,51-65,Black,-45.11712577269596,-46.16699059729118,-51.81126139219982,144.31833854446867,D,26.760064232847373,D,C,2.8355116939451173,-130.74738842270418,A,A,1
Mexico,Bisexual,51-65,African American,-87.71718459278517,78.95769910624861,4.224649507482157,86.59535680886704,A,-135.37302180805153,E,E,-79.04653680537197,34.52845601773478,A,A,1
US,Homosexual,18-25,African American,85.02225038779827,14.521622755098576,59.99976200450043,-69.9678646388877,E,66.70189360287316,D,D,-102.932232130105,255.24452040434272,D,E,0
Germany,Bisexual,18-25,Other,-171.9847035836183,8.89644361538166,97.36822344243015,123.24281023143895,B,113.75135895496702,E,D,-2.1207185908282935,72.36441254499228,A,B,1
UK,Other,18-25,Other,126.96807570386244,-147.7282442146042,51.242500563008406,124.72667175764676,A,-82.8514218102662,D,C,66.8748643429547,-161.106054297246,B,C,1
US,Heterosexual,51-65,Asian,21.80102387311991,51.86294578139311,5.606908928685488,93.81556137453089,B,-196.17599334014412,B,E,7.864513704397299,13.396443320131038,C,E,1
Other,Other,26-35,African American,21.114442725038803,-58.16314743090294,51.907234148009685,-9.538981683518575,C,99.76461380127425,B,E,120.93366698724788,-130.80943118170802,B,B,1
UK,Homosexual,18-25,Black,64.86989200799096,-194.53164085808677,125.22698242760045,21.145921938024138,A,-165.92955323602422,B,A,49.46898926824404,-40.88069494636502,C,B,0
China,Heterosexual,36-50,African American,-57.94588029129748,-66.02687903722837,106.9434160672892,-32.37417552664017,D,46.98468769624786,E,E,52.66691910559144,-78.45590765479086,D,C,1
Other,Heterosexual,65+,Asian,127.76943788521295,82.07111962330423,12.000168864599923,-107.07226655621702,E,172.46097298287276,D,D,-29.50648363340885,-89.55153769555251,B,D,0
China,Homosexual,26-35,African American,140.66008184711623,-141.0983479784856,61.80038789605897,77.18588757581696,C,69.28877872236727,D,C,-163.2469823500068,-129.07901036120785,D,C,0
Brazil,Heterosexual,36-50,White,136.0585257228418,198.5682967811607,-31.182709605105565,-221.6950105671882,E,-74.00580895574153,E,D,-13.552257347656246,216.20294225860795,B,D,1
Brazil,Other,51-65,Hispanic,-86.80178797156809,1.8220308010829498,123.629141477568,-42.524770291467526,B,-57.086201420647285,B,A,-80.44741424090212,-70.37159066600586,B,E,1
Germany,Other,26-35,Hispanic,21.431964822027844,-32.13142251221721,-29.645239037437953,-48.9188351612396,A,-176.27938206698195,A,A,74.40772136474024,55.70510358066847,A,A,1
China,Bisexual,26-35,Black,-44.25744198748763,23.723121628394757,-183.47873601394937,116.72683214068704,D,-45.175943007112565,A,C,101.36145826749137,54.76013018410367,E,D,1
Other,Bisexual,18-25,African American,48.07418090445545,-19.300621770561744,-92.98477385514884,-116.0917451332352,A,-153.49627828059596,B,E,-123.05109351345133,-116.66802208252693,D,C,0
Brazil,Homosexual,36-50,African American,-118.43872330902987,94.26935086041284,-18.444515726455823,-123.51432746009345,B,21.149434038892945,A,A,61.89043831510628,39.92003067224921,E,D,1
Other,Heterosexual,26-35,Hispanic,45.01176594631915,-102.75670593150063,89.65529979201199,40.54179786455371,E,48.91156412503489,C,E,20.68869100998333,-27.22542678513437,B,A,0
Mexico,Heterosexual,65+,Black,10.290333313654571,-128.956874436989,-39.94468285727905,-28.449748652817487,B,-7.57060494553777,A,C,-139.10989931402395,170.3921553398263,A,C,0
Mexico,Heterosexual,65+,Asian,-57.25708911077329,-7.79823390522415,-88.73573190662205,124.44901904599097,B,-162.33998772105934,C,D,94.41710034706581,16.176115597532352,B,D,0
Brazil,Bisexual,65+,African American,-190.88670683137903,-126.7034352405457,-21.400344265283444,39.33031546233911,D,-50.31225810374407,B,E,105.9144566777872,27.418754920258937,A,E,1
US,Bisexual,26-35,Hispanic,4.151540829279145,99.15458865170973,-45.4739196433606,269.45598930313525,A,-60.036338887068815,B,D,-41.83305494502385,20.57519918980638,C,C,0
Mexico,Homosexual,51-65,Asian,-274.28136601131985,80.70476280534376,-119.53056364182868,-60.31931280028352,D,76.60849065626212,C,B,-13.283947301130036,95.83530515105353,A,A,0
