anos,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,target
54,B,E,B,87.41836156352397,15.830766963216348,-65.00133724604986,71.70006438508051,E,A,D,6.401916698766011,74.92984191263004,39.13434341514597,50.11360426217628,D,0
76,B,C,B,-179.12426548799837,24.92492500717032,-84.75612369956796,-13.775933282748621,D,E,C,77.43309844138695,85.38022846205791,5.374418522845438,-75.877488922719,C,0
19,B,C,C,100.0380024683533,-129.85865500579933,-139.13200214341524,95.52600104682281,C,C,E,-5.638703228701025,0.919627156677429,47.67259405621306,-23.22533580373198,C,1
27,C,E,A,-111.89750418596776,7.983721840178386,103.87243265873292,84.85861543800564,D,E,A,76.58853429615607,204.60463835334554,125.01661317335055,127.06677982693557,E,1
27,C,E,E,-140.64625731758844,64.90872463437618,74.93686891852789,-3.032565532457096,C,C,A,-78.14698713543034,18.360898964345733,-50.92739073065374,-52.44402583838581,B,0
75,D,A,B,-33.58181437410548,248.52451392616044,62.826489493345505,-0.8745727707912916,A,E,A,47.96896600132495,24.643463723276348,44.171227790509484,39.29117774312247,D,1
31,A,E,C,132.00379494745482,15.125688148213667,87.0004561392984,-8.47652472593381,A,D,E,164.9444516605566,-104.2626974343776,3.9723529833620326,-131.98845626688404,B,1
38,B,E,C,-34.58789295564035,25.029198527485807,131.60363615420624,-214.66063929754057,D,D,D,46.54498850704794,-87.78352854368964,-26.239852137564316,-20.886074099239817,B,1
45,B,D,A,1.6359497278777395,144.81477326341496,-3.844018794101604,-31.48922267118415,D,A,D,-44.26866096721359,83.87844216037989,-72.55343583908524,-12.629549189046893,B,1
39,C,B,B,-93.06705663348662,-76.43744079292519,-36.689420467393084,-41.14469473577391,E,A,A,54.43869651600224,89.0804089644559,6.016061539698879,29.648427471868168,C,0
53,D,C,D,96.94067245299154,-154.45474517110554,-110.77427458164205,67.96756019037554,B,B,D,-2.505766799730092,132.15437946449683,-98.3691635820225,-49.88079283758169,B,1
57,C,D,C,-48.397238504131835,-89.15964057262414,92.7145653006994,-3.1952169936270827,D,A,E,104.9763967556406,-131.53558936038968,158.71953542178534,-121.45128396525455,B,0
74,B,D,B,211.77289259754394,-61.438781017738755,10.395020593620497,-9.177837379350589,A,B,C,-145.26803348198908,23.08859201755974,223.03572471018333,40.3009616801573,A,1
26,B,C,D,-12.734958359879023,-89.84853889478205,58.97179761112673,114.12015319131604,A,A,B,-10.63458131455954,-35.043119937606434,-120.62359037265948,134.22138708708394,A,1
63,C,E,C,111.25477811589069,-145.9984510711848,-61.704042233520205,-28.61968248806032,C,A,A,-67.8430652005799,148.7671337813298,-38.533248508034234,-33.91903991421676,E,1
46,B,A,A,161.4268867287909,-92.79221523823529,-1.1408968386735705,40.25108205085754,A,A,D,123.87274903860983,16.620486731080966,70.10886724076192,-220.92556948807695,E,0
41,C,A,D,96.1278787300424,81.92635717492793,136.27536333407028,93.07062709939102,A,B,D,-130.90144996106835,40.18392042688616,116.36252252559859,-138.08367076754416,C,1
48,E,A,B,-165.7884272845394,-124.85528473285525,-48.22200251411344,-37.98313944067028,A,A,A,-57.3199006619842,-179.8279257067183,-15.584022106876175,-146.25985741277512,C,0
27,B,E,C,-75.21392525409809,-71.35635764498691,194.98187045802047,90.06637732871444,A,C,D,122.49874144674371,-24.99340170182071,58.17715848530733,5.825779313271825,B,1
43,D,A,A,-34.197467549532334,-75.93188010508413,11.620601763791624,-172.2668931002113,E,B,C,132.54353741396895,-85.74546574312063,-130.93426393233594,-133.08780950007008,C,1
74,D,E,A,-25.181917850712736,-37.85731621705763,-66.90036132914723,208.79611800626674,C,C,C,-68.21409009907039,72.27913521457862,-34.52228825628124,-224.46605488576324,A,0
50,D,D,E,-42.79038755757898,113.40033549164497,17.00886446679552,31.579707810192627,A,E,B,-69.93383505186415,17.83556298964694,201.47820824737207,-16.207139905215815,E,1
75,C,B,A,-91.23591919105222,11.284647666088267,-59.346894636957735,192.51118960622173,B,E,D,308.4253748254395,225.92100587137588,68.0231387234542,-12.264005699280329,E,1
19,D,C,B,148.5542701989623,-68.23570191670923,74.95908926802854,36.064195147866855,E,B,B,182.47466831723585,-38.64825979810364,-32.02212603642515,-149.87626548125706,C,0
49,D,A,A,-52.13775383063041,96.56912863339414,124.22843717153968,56.78812012239456,E,A,A,-46.87482588173568,191.71315388381413,77.84224662497353,66.578640673967,E,0
33,D,A,A,-24.156952430722967,126.84077473314505,-128.48639897899312,-5.276448290490295,D,B,C,46.64100295983971,4.820059808402169,101.14464107611903,-142.55144850197686,C,0
36,A,A,C,-123.7537997556406,102.1680907818227,-136.41263305649156,-26.745712789614807,B,C,D,-171.44739591925548,-68.37985029786864,104.5280141666854,-42.57384600841602,E,1
68,C,E,A,-7.457184960895398,80.65685797293995,24.68208628942822,-66.56037111140508,D,B,B,104.00932629708954,-103.10868893142455,-29.592421247157873,-2.55578799803062,C,1
74,A,B,E,-47.05914255761597,82.93334851583002,53.7035467800827,107.70203171379387,A,E,B,39.54639636575808,2.1738653087944404,3.758144102183613,40.68962245714659,B,0
38,B,E,E,-111.30807803143396,-99.22177662816333,91.768637844931,61.19832942392932,C,E,D,-11.382886907770875,28.556000151118944,-97.3764632339712,101.60050552760582,B,1
44,D,B,E,96.45147926336156,-43.18835810113356,-65.15795394413423,60.06619485074965,A,C,D,-31.677422159199452,-164.78126714679803,25.013708802965073,-72.26340507421054,A,0
75,D,E,B,-16.97231072051395,-30.045113806674568,-101.54880205355983,-20.92545681025117,B,D,B,-14.985331987062747,-90.46292941461606,-67.07006256148298,-69.17141670842322,C,0
61,B,A,B,164.24898997851497,20.79456267682505,-25.736588517931057,-1.343425370938988,C,D,E,35.244992949027065,-24.96811956824203,-39.95759556732635,-49.93289152623809,E,1
41,D,A,D,-33.38052227199931,26.45296671853023,-208.44794268532686,-161.17314795353667,A,E,E,99.2005847808411,-24.55035407807193,147.2145961131811,98.66707340755406,C,0
59,D,A,D,133.32659755518438,61.6899242642395,9.421502540293336,-10.615637563468038,E,A,C,20.96074230183095,67.83958039978344,6.97720700593518,-9.978815390554887,D,1
27,E,E,C,-37.89081165868651,89.75055678484833,58.25141951471602,67.18573652377474,E,B,D,277.5912640616566,20.103542072476106,139.17466383006266,122.01226026703682,D,1
18,E,C,E,25.379773642160902,25.04508730533982,59.978420850688366,41.398209100523566,C,B,D,-54.78899669177593,131.45890200711156,-110.57768791482138,8.806752664503609,A,0
69,E,A,C,36.48618753865704,105.59469371759613,-159.07855072840638,7.599406908699182,D,A,A,3.7081285276846634,62.70101215099017,42.85346044779256,-55.50550623117283,C,0
57,B,A,A,255.08825043242948,-45.675959773520304,132.18924954060353,-142.20137007844,E,A,A,162.05868937324053,-26.11786326872257,-81.50694132870296,-116.72339728111231,B,1
65,D,C,A,109.49731944793972,72.3142047707239,-98.68192592458499,136.03695739555738,A,D,C,-195.13758993416883,-45.67460666922781,-110.9409142170451,60.70535340728684,B,0
33,B,A,C,-54.38802142070368,-102.7077714016046,68.05359663425747,31.34794537016905,A,B,A,-7.078074336290581,112.57877320263268,-22.028621447104353,-49.764157269685576,E,1
76,D,C,A,185.8815998300765,-18.258056375025436,-160.0634235189292,63.52481216724401,B,E,A,-0.4486082126214788,-22.404509215649764,-52.337646372557124,-107.24601648125389,C,1
55,C,E,A,196.1688539595212,109.4795707161585,-112.00072024888279,-162.7657544588667,E,A,E,180.06978998598507,118.26332571427986,161.56099089850136,-127.87017481988019,E,0
29,B,C,A,39.475208872271786,-202.32489278829922,-121.85829901371925,7.202811293423992,C,A,A,70.16179196431474,164.598127957525,33.308443090490044,152.66807718954237,C,1
65,E,C,E,10.223423001559121,-71.54060424602025,194.8856072872934,84.99850406889233,B,E,A,-44.63534861036188,-81.25559504771728,23.127499009199767,95.7623377632771,B,0
34,C,D,A,56.36942148331252,11.18061702627421,-76.41034465865718,-280.6881192339979,A,E,B,-96.18745410337219,47.097142328815494,-194.1227581782497,-14.146889840047972,D,0
19,A,A,A,-144.44942548589,-42.45387096912798,219.8185961489575,-109.49302289593923,D,B,C,-116.17654413014257,-184.07465894438158,-22.87971219273101,-152.34496855124377,A,1
79,D,E,A,-126.496292734806,10.176981271131098,-152.4037103441889,-47.39085491601751,E,B,B,-45.68777521049597,370.4615100443682,-66.84251948507627,-76.08571246089136,A,0
53,E,A,E,-10.56184575525738,4.607758078433214,80.27467612308993,-119.53733707974499,C,C,B,-58.07902185391257,155.30464013364565,-203.40233325318988,-78.26624085167995,C,0
59,D,E,C,32.73242108911998,270.9007786756584,-82.70531731711343,-13.115081333568796,A,A,C,101.58031471834022,139.62495431194307,-142.17878004128025,-21.650304258081942,B,1
53,A,A,B,15.064069847513572,-72.99854388020968,95.4305020205217,-37.19853920210138,C,E,E,31.76726790814946,9.782723756077404,89.57530826657512,-100.15149189265291,E,1
28,D,E,C,-110.90719993663313,-204.50119232962405,-116.47682326935991,-99.4910437952058,B,C,A,-103.19450027898847,38.73775633214216,36.547309909090885,-173.78118520941652,C,1
55,B,E,B,-55.862063220604306,59.12832871450801,44.94510369585923,21.972016678818466,A,E,E,171.95346983536152,-120.18521604501711,-16.14295742686896,75.2634240177558,B,1
78,C,A,D,4.900513151530154,-156.74655314446508,181.60812051977382,24.187940703960827,E,D,D,-25.850049001275877,-42.577689337730554,-4.6853067101935135,-51.4302283480739,D,1
61,E,A,D,127.41646443943193,54.997931225862594,88.15964957528037,-33.231264988646956,A,B,D,131.48954556706536,-125.32949232508976,-47.64719070413238,157.33116751528397,B,0
69,D,A,D,-34.884231950502276,1.9026324414632934,-43.04943641239211,-196.08993872097466,D,C,D,164.90448751781582,55.259889134897776,-8.685322847771767,-60.19623346847155,E,1
27,D,D,B,-63.72731243862799,-148.56436088510802,-232.57035684231084,71.57585058274582,E,D,C,72.426639770677,67.13190690653042,-131.29520940505168,-123.57048346835056,E,0
27,E,A,E,-10.938264676186867,104.2658296627702,-62.517685812428724,-34.2782364211223,E,B,A,-171.43235744218723,92.01931206364104,-28.6531740311379,11.202684342353272,A,1
32,B,E,C,-60.02715635064584,-250.3155315403352,60.45453571724286,-84.660946860553,A,D,D,72.17242113326384,47.04664993014405,-162.05149085617964,-4.010430271994579,A,0
48,C,D,E,-38.72392578448323,-50.96345797080125,-19.944790261431685,-28.45743278599442,E,E,A,48.34760751059183,179.88690666834069,-11.596677000858346,133.53872939076393,E,1
54,B,E,B,-125.8717458171885,45.91272960756868,-128.1780470386441,13.639857961538448,B,D,E,101.88589650231914,197.18723361897693,-51.69908814751065,207.34845872120098,C,0
58,C,D,B,7.4781160306189,-125.62185377089372,36.251319401948486,75.80045642807465,B,C,D,-6.552422128846793,83.66778555480361,64.23531765796608,122.28146445169695,A,1
56,E,C,A,-46.36233392156866,-165.72100946353655,-13.041440952050213,35.835714685260875,E,E,E,-34.28156685145278,16.33523121382378,16.57088180280849,78.42090694732445,C,1
35,A,E,B,-72.26118015110742,24.70205301719903,2.843679289760555,66.99119459950691,C,A,A,-198.524975314096,-83.40274353058813,169.2635613760111,-155.11226283129307,E,0
73,E,A,B,124.27202654624712,-162.62687808165055,19.028195659216035,-91.14656215289662,D,B,B,4.348246303507749,-22.046887871465344,278.2219585823033,-30.452714793039913,A,0
38,C,B,B,-183.1035946173563,13.640635875807906,37.42127439641686,-33.907011735189094,E,D,C,38.266377236635506,56.71006896762998,7.965302698508039,-125.40854581315331,D,0
46,C,D,E,-5.8140983952294345,138.09430209708557,57.854754274913624,52.77025513429866,B,C,C,-167.40893887843515,2.5658601722081786,12.404628627448536,134.49125266446657,A,1
26,C,E,E,13.712204670875952,-52.7443473674668,-120.44627014692438,-15.675861418191914,E,E,A,167.26603295229484,-123.97771821015036,4.063813712094541,131.2233849077884,D,1
45,E,B,E,80.00106141937783,-8.028177738370077,28.659456692766796,-177.24539513625945,E,E,B,69.35221965504526,74.54871603202939,-1.959825778253574,232.76740252222098,C,0
63,C,B,E,-29.96796420897081,-289.670335734554,-60.341755097318384,-41.84558747601034,D,C,E,-154.92056989459218,6.171351601061689,228.3544785710068,66.52050000139222,B,0
67,C,A,D,-107.83624017718503,62.31351385531357,-64.72152297266105,89.11768090635023,A,E,E,32.830762469278135,45.16710058077059,-28.93031172076438,148.41572913607354,A,0
44,B,E,B,16.14058735314461,-142.69561684284713,53.52834411418438,167.66208879205234,D,D,B,-144.7390149055024,137.49627212533738,-113.19464210956798,-132.79456652135102,B,0
63,A,C,C,9.915057544485565,246.80395324317467,32.318136673732454,-57.293587119635205,A,E,D,-40.92751179752307,98.30193171944242,61.805791318061196,-158.21745632867695,C,0
31,C,A,A,-19.91998361025583,-56.92076405029345,-16.61580582191771,38.83222140536427,D,E,A,163.30561112047369,101.39293513221357,253.42533091278986,91.12186655206158,C,1
62,D,E,C,261.9632638020821,138.8208063961961,56.08370059649989,4.156777737397528,A,E,E,-30.68365618356973,97.23393594213351,-14.63492357842792,-16.669776837511826,D,1
52,C,E,D,-12.257755367654944,49.868133351673,-69.83125686310326,-102.98296577617323,C,B,E,2.8014679435073226,-54.8669091115308,-154.29677616484813,-47.68227088754354,E,0
34,C,E,D,45.20633155143017,-122.6218145825257,-63.74944932087286,98.07604236318478,C,A,B,-110.50720949144686,-134.0251349819717,153.95934144150857,97.20240606852445,D,1
75,D,E,D,-198.95238056224918,99.48155696446729,-62.938633343097635,-184.97889938466705,B,E,C,-47.290770558823,-94.26883657670821,56.367903248925884,119.67991357422805,A,1
53,D,D,A,100.65672120189055,-77.08047065207163,-102.9373313367071,113.98985137751924,E,D,D,6.430698308442697,101.92403350895844,-46.07132803774246,-79.43364546745539,B,0
67,E,B,D,118.91230204608019,-40.162933605718315,39.294311249912695,198.47411146858065,A,D,E,-9.3863449930458,67.90951313082837,-38.792409089639484,130.70414937452804,B,0
43,C,D,B,126.4190762384996,-89.4555977067056,120.89375091186014,53.25554772606449,C,E,A,-33.75291514759776,204.07454847531145,41.23862116727898,-51.400022970731996,E,1
72,E,B,B,-226.48433460492706,-284.15214992032014,42.26405331885332,5.565607723204031,A,A,E,-97.09552344498469,-75.24077670645786,-44.56726625311004,-125.16003869164875,D,0
34,E,E,B,78.53457127422814,30.309929682561904,58.158133265397524,67.95202110119106,C,B,A,-54.534265949898106,10.798757279812119,-122.89793032505598,82.25366053663473,A,1
56,B,D,B,59.30708753382004,-68.94118583179637,60.81552291602165,-21.92364597438346,B,C,E,-125.35084025363021,40.26911130713783,146.66701728010284,-86.66700851039877,D,0
75,B,A,C,14.707039190894843,-33.394270801747275,-65.94559286730453,74.11202142039619,D,A,B,87.4295726640334,-246.35382601412346,-43.69705644727136,118.10912632139559,D,1
18,E,A,B,200.22160228025047,-57.88719220470704,-100.71470681671958,19.780638856923154,A,A,D,14.524501876295194,-32.09791698779351,-24.347573044373274,-92.40883783119021,A,0
69,D,C,B,-49.03069817051963,-71.99426493808564,221.37819318915484,22.645624612868477,E,E,B,-4.398273585508498,-45.20651348979571,112.03844494610662,59.204734470608244,B,0
52,D,D,B,31.296042097255395,60.994412641219796,21.08024777006327,44.51665389464748,B,E,C,-0.7800573088013395,111.73408893044343,15.815647113689616,52.48624190586047,D,1
72,C,D,A,177.69689713759124,-90.89779773422843,-266.3239015313602,-89.75953063920666,D,C,A,64.93529090257921,21.932548123838323,153.76399723982402,69.9555832034578,C,0
52,B,C,E,-146.76983910425022,-218.97035512146329,168.57542647979662,54.296339480406296,A,B,E,-56.750372705463036,-196.11840477562933,49.80411988099451,95.92772221268268,C,1
42,D,A,C,-29.864567222006073,0.04174144475285435,61.66989272968534,42.96217935219701,B,C,C,-153.4218436750835,217.61961662977086,-228.78798014286681,-75.20660217710085,C,1
36,B,E,A,-177.8932368754123,61.48698987324644,-24.258520227059037,-48.812389854923,D,C,A,-91.68472593884161,-73.47725502925556,201.4439905849769,199.24647202712723,E,0
59,A,E,C,-75.70881657129873,104.72796464710557,-117.91420939797209,153.15249697467627,A,B,D,111.47346887238005,103.20693494076578,109.37204084091532,-26.910479037564656,C,1
67,A,A,B,-55.502998724090304,-32.32617506376343,-40.21346112505178,-60.294681051706355,E,E,A,122.52962680510193,-25.939026204955972,149.68739065291396,93.13309782206206,E,1
18,E,C,B,-37.76877020640088,-154.5772448763287,-216.6765896977076,28.531416193183873,C,A,D,-172.65871233352323,51.135393143807775,-112.05533438037915,28.841830868301894,C,0
63,E,E,B,-118.99919572616679,-153.31386809559783,40.61440483758322,217.53694371999944,D,D,A,-57.393773199106754,-76.32745376440589,-56.60830379267732,-237.57749559859764,A,0
52,B,B,E,42.68162779815631,-49.63924664270177,-62.87135792894287,8.08281312281227,C,B,A,110.8032435505532,25.233872718153112,-7.557429429921873,-36.640495028828006,B,0
32,A,B,B,4.692407749528421,-45.02684342434229,172.93664836151507,19.952665658357805,C,D,C,130.09057148351656,19.66433756261827,-91.57410990815231,77.089798170664,B,0
25,D,A,D,31.256756986142314,132.81919572895671,-23.139655000326588,118.75031072378535,C,D,C,-92.55921537231936,15.472106886769257,36.17158199775182,31.112222596625973,B,0
45,B,E,C,-54.96583061988548,107.81818676869968,63.581935023264556,-19.00883977371846,C,D,D,-119.64767964508016,32.410668237977724,-78.16551629918564,-185.85108120350162,A,1
79,A,B,B,-56.796527684284015,70.77417323235758,59.13587948099522,-67.49460563428082,A,C,E,44.397888103418516,-31.723155821358606,9.74386388835383,-20.245023332779297,D,1
32,C,D,D,25.660453875381695,-88.15480280305842,100.44015690171071,19.657936482008896,D,E,B,145.09330166944244,110.6683357493911,-130.92536217794165,-184.48700008675976,C,1
39,E,A,E,-86.5306724462287,109.88412166373851,83.17417123861517,82.1426091250028,B,C,B,-72.6230585219117,-44.86035863688661,-64.4162560908917,53.61706415835242,C,1
33,A,E,B,-3.200676881164065,-2.3261940189349217,-41.82815938152796,-62.10714158623658,E,B,A,-8.461259945271134,-119.48782276873418,67.34364704091293,222.20026114863262,B,0
30,D,E,D,-130.89091086439913,-160.18456679684556,146.17094324803242,40.16578082799238,E,C,D,-28.208839016294352,46.25064753661165,-21.467566601277515,-117.64059074510646,A,1
19,C,E,B,61.91839957411004,66.51362993146525,-74.82311865710233,-12.007540789154923,D,E,B,17.67531621743366,-22.1584857013731,-243.22267601026567,-41.93916566736849,E,0
26,E,C,A,6.5960614169212715,-190.16031546462295,-14.231824564164382,-99.47395903098032,D,E,E,-138.47642466903895,34.72114746794635,-99.13853751650538,60.073166689497704,A,1
45,E,D,D,-60.2656390726881,-165.59857394870667,26.550508475352895,-50.92221607883708,E,C,C,-57.68961552387002,-74.77555889162983,-32.88007050271618,-81.79660952030613,B,1
51,D,A,D,-41.3498260003055,-62.23840553092482,-48.72127998487626,-28.721103381486497,C,D,E,0.7511872065668742,25.5869472301401,-34.50002266946734,115.42168086569345,C,0
25,A,A,D,-64.38211240540322,-44.51348002423327,-160.9146209408651,41.407614910734,E,C,C,51.209896813381675,51.45069358907895,73.68219219287569,-32.87018991655399,D,0
64,B,D,D,-17.50231631226866,-36.13155143749921,116.95235922122649,-82.28176671397901,C,D,E,63.88454432201341,-123.63174397179498,97.93625910056087,81.50173257752182,B,1
57,E,E,C,162.41405431420506,4.201834757328569,-224.71089915588377,-61.001697558334115,E,D,B,194.9175600489337,171.6532277113412,35.59744563186224,99.7828843927263,C,0
46,D,E,C,149.38474138674792,117.46512088058235,-16.57575459705799,235.95582036313064,A,E,B,-198.22506352462597,-159.88814781234518,-0.7051379666735701,-88.90406500468293,E,1
56,A,E,E,217.69998198829322,-138.09176444120953,-9.329710702821444,-47.54221403989363,A,A,E,73.14357089854391,-66.22269958733152,-202.0368148417972,-273.65825929880674,B,1
66,E,A,A,-21.834301253772107,99.02371528290188,168.69276503042963,-104.98242773994293,B,A,E,18.70246896837146,13.397723780699891,-63.084552870473146,-8.180152809142527,C,1
32,D,A,A,-38.853759674894484,121.01658609685522,-88.26978156670636,25.771009991304194,C,C,B,58.49367001244008,-36.63184722369029,-123.16092203610167,8.309331814980697,D,0
31,E,B,B,-4.903419340212648,139.95155345928038,-117.32677600908659,164.3032099132302,A,C,C,-12.599504865080515,-0.7073931720908812,-50.1340704328568,-24.14757229824952,D,1
40,B,D,D,202.52932300440932,101.15358665800147,-116.85123421079896,38.617604289739674,D,B,C,-97.03242605932165,-29.439298939741228,21.133210607131016,-51.80147077977196,B,1
18,B,A,E,-56.76373779267764,-36.4790354705571,176.875376300951,-123.1255053802589,B,B,A,-3.8651296477686024,-41.7764438478113,-57.97564094162663,-8.62257281240907,C,1
31,B,C,A,-103.94240414631138,-88.98671056061414,40.60935116103552,-39.52704651499365,C,B,C,-157.4476980006157,112.68789156578154,154.15733801977083,-113.08488471894536,A,0
58,B,B,D,-70.98103455447551,30.92535420429882,45.392485327401175,27.852010112053883,B,A,A,-106.46716511529108,-71.56628474675645,102.33523924443443,-41.96504776726485,B,0
28,E,C,D,80.25242716863904,66.87009787445804,48.017811544667765,57.708616391156,D,B,B,19.377281133359,35.30142063211744,-247.63142285102094,77.41881105825178,A,0
28,E,E,C,211.12205763798465,172.12727427263565,-45.756903364260445,51.44161290622273,E,D,A,13.538638745595726,125.35913590747228,153.4002656487898,-50.20856000668352,D,1
52,C,C,A,37.50280860661256,14.385111624712769,4.146550232186696,-52.24808173803134,D,D,E,12.140290039778263,-91.69536354633908,-200.64756413186507,-3.760316575488687,D,1
72,D,D,D,53.00153823086718,-68.21405552579658,-89.61247294039758,226.74864565199542,A,D,B,-89.72302316191218,-124.29804627287042,-28.318648763012337,-116.3373502323363,D,0
41,C,C,C,-234.5696401410421,-64.5276268823015,28.776859045440066,65.38294893202279,B,A,C,16.915893930316535,24.837662813980074,3.746335750343283,11.98568326851199,E,1
53,E,D,E,184.97900954261758,-44.43665815894022,-76.67250195815204,39.1082212020728,D,B,E,41.042469246035225,76.9860822430291,54.50659779887661,13.985430301019983,B,0
54,C,A,A,-166.02799945210361,-101.40743839583135,-154.36239760489835,-147.15667376884738,E,A,A,76.41506298528088,62.610740858386634,15.272569972266009,209.16024053873755,B,1
35,E,E,B,-106.25057339784732,-49.72694992769017,31.215436491176824,31.507039888961906,E,C,B,102.35952515531221,-136.52078198479452,-62.808984593784615,-95.58594169929825,A,1
24,C,A,C,-34.218039659317455,-56.97515348212351,9.921199907574255,171.37643964162584,C,C,C,101.30981636882908,96.79402951147547,-24.53256926832148,30.69586808613225,D,1
34,B,D,B,-131.7027659328853,-60.162049424360106,128.51165228899652,28.44139532269598,C,B,C,177.12504962674507,42.054302329575606,-83.18764453333273,38.065483761831516,B,1
62,A,D,A,-12.766538046932615,58.34624066407371,53.218854824345264,-58.94305276266374,E,E,C,-186.85952870497613,44.83273623290279,32.26011638314223,-172.93810756515626,D,1
21,B,D,A,2.270752448375802,-97.34822163385087,-95.58895837872691,193.46277237727563,D,B,E,-67.82890297440564,-138.1050229078074,-171.35191383187043,95.23470729539905,C,0
48,E,D,D,-132.35399273827494,140.92152158051866,-132.07704582908576,3.138691448723905,C,D,B,-8.833743192435255,187.44548058818455,199.27587777206955,-35.675266985609824,E,0
25,A,D,E,187.05838762093651,-40.55745184510811,-82.39312585039347,63.23856680728771,B,B,B,157.08983261495015,-136.25608177824648,-147.61142719464192,149.60735576995285,C,0
70,A,C,C,85.32181731070065,111.72415194766134,-74.93611279930165,90.6244097719864,A,C,E,-123.35200122724707,-14.58470834189059,24.59100864245385,-173.44180115141262,C,0
53,A,E,A,-29.220980693207725,-64.79981209546705,-234.89149064161734,-78.22180948593697,A,A,B,-84.53705890768369,-107.13877622864014,-131.34030591068674,16.666406690546907,E,1
61,C,E,B,39.4899264128839,60.9473813856227,191.46766554815997,-114.70795799837805,A,A,A,40.196577528519995,135.58815704426493,13.253152188477038,200.85688715023045,B,1
55,B,D,D,-53.309628852195104,-112.43054792896814,-44.59353647685127,-26.846379696949647,B,A,D,0.5589913659196714,14.594516121459158,-3.0993982137552947,136.34317356372486,B,1
36,C,D,A,-124.5004855449195,65.88700532973914,-11.664607709115966,-58.183960090411325,D,B,C,27.11297368132925,49.56438870680817,85.46874776679971,-80.07482508979938,A,1
42,A,B,E,75.04002777643854,94.74845073364321,24.035535616886943,18.610778849689353,E,B,C,-215.5651094819008,187.71123987840895,-58.269479707588026,-123.35925122572891,A,1
23,D,D,B,-66.6782892810956,5.710696939971979,130.40699243547408,-50.11957888563637,D,B,D,-34.34316289964125,106.10504413737209,-142.5852446806554,167.66476336573967,C,0
26,E,C,B,-111.82281532576212,21.75356223204815,45.03875587565238,-13.424149022632301,C,D,A,82.08640418007799,-85.49673320341256,-31.29756581015364,-12.751976853219338,C,1
21,E,E,D,107.67232080924917,32.14838588264716,-202.0573075381035,8.238052007857638,D,B,C,-73.75003780619231,-128.29710805563198,70.76796541052089,4.81386236587805,A,1
68,B,A,E,-50.777529083836,169.97061457266798,-38.12137135024786,-17.309327501807115,A,B,D,-125.29402791455205,2.281386263268022,-102.12848335706907,-109.72103996295131,D,0
27,D,D,A,-59.78181504259567,52.01377917003895,213.4289392387029,-21.888651348959858,A,C,A,-160.90564204133446,-105.12285634268304,-6.0084906001386775,36.02855763164807,C,1
58,A,E,A,-56.900998378082924,-36.37596727887378,-85.39323156464272,69.79043919441497,E,C,A,-56.0158782629522,-65.78883524391507,36.78521013548727,-147.40222898281021,E,1
25,E,B,D,-135.38756431396666,68.74923801580513,-6.129453879249809,34.40374938225063,E,A,E,146.3176043940866,-53.6779121196563,-108.05005643185001,142.24460986196715,C,0
19,B,E,B,-39.13738512489727,19.25725309539552,12.47843972642156,-101.31013282727561,A,C,A,48.234207173674015,160.0556493671061,-27.515091340622256,-82.83205177731234,E,1
49,C,A,D,-52.833025590919306,-59.62922697933855,-82.70463072788606,189.90457707167104,B,E,A,9.463845467975188,-225.5662739559923,151.21407774867157,-156.69578433365248,E,1
28,D,C,C,-189.22078326590028,39.46460640918569,-84.25908355109209,-38.107622692212274,B,D,C,109.529698307501,-99.94796497349336,175.3603932039938,-60.29981394308109,C,0
78,C,E,A,28.90194463567397,-26.24799635281748,148.61688054872468,-21.503445347520817,B,C,A,17.209388255537387,-23.586503554957776,-126.96097864481474,-153.57692263367002,E,0
24,B,B,B,8.809421178509638,-25.160433165236217,-39.73626221597289,-42.65447177061176,E,B,C,-136.52889388564898,271.7185491515805,-115.02675460542888,90.79312444822261,E,1
28,E,C,E,-163.22590297420643,61.47793488405047,-180.23346449860676,-129.83779362632498,A,A,E,-170.4494870733183,113.47425048331903,56.20030027846353,-91.49105394344737,E,1
73,E,E,E,91.4766956837982,96.2079182826021,32.996335447969614,143.14047435730018,C,D,C,-37.799278393095875,-10.637804253648877,-30.491923423749146,115.19990146855793,C,0
45,E,A,D,58.08186735339028,-60.14440125742616,65.36188773275332,-89.32019099407474,D,D,C,152.65996250860482,69.95980247347812,-28.300934155965706,-216.503695310052,B,1
46,E,B,E,148.64077232373427,62.382942486144856,-58.385096910899414,-43.14497948302981,B,D,A,-108.6272181027319,-88.72897577903927,19.094198397635413,42.33949473346289,E,1
26,E,B,B,-39.05905895808775,119.93942787541681,106.84176454118679,20.863808875690808,E,C,E,18.53216134789172,-129.77623105422376,57.841070458530716,107.14542864872598,E,0
40,E,A,A,-9.552703708093382,-144.87747143562976,-28.616239858032337,149.06849676192067,B,E,D,-54.501141463128874,-107.07197533941803,-28.588996302415794,-77.64045847270089,C,0
70,E,A,D,73.62601184727583,21.61846121675079,2.684436192232365,-9.90453466284507,E,C,E,80.97513708238363,-36.817270386932684,-16.016978022758867,-191.09505371291763,E,0
58,B,D,E,16.19764140428459,27.78697093894587,122.0055815179182,-49.374594854901616,E,C,E,-33.53673897934815,43.69638068740779,-24.423046221108272,128.5372246371767,B,0
