Disability,birth_year,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
Physical,22,B,D,-66.68800206698201,B,E,E,135.4487301182668,-85.70058681109379,C,B,273.5939488850073,B,C,D,C,5.085103755992365,0
Both,66,A,A,161.4708590407188,B,C,A,61.19067350588131,-87.99079619824506,B,E,182.30505424264936,A,E,B,B,36.605196060944806,0
Both,46,A,B,18.412671353673268,B,D,C,40.57139516363057,113.50342261183222,A,C,-96.54409230082436,B,E,A,C,-86.13121770914846,0
Yes,34,E,A,75.6671259547386,E,C,C,-161.3956094524111,-34.39164491931718,A,B,-53.40760923108513,E,A,B,C,118.19395602577684,1
None,35,A,C,-68.12073489479931,E,C,E,8.846599536746302,205.0099336485753,D,E,-118.41693607695987,E,C,D,A,-15.87177025230472,0
Both,71,E,E,34.45755878211186,A,C,B,49.031218756822994,24.993834156440858,D,A,-78.42443186778713,A,B,A,D,20.69822756899982,1
Yes,29,E,A,50.62871758291917,A,C,E,32.92318321456998,100.14871588382601,B,A,-62.446908015047576,C,B,C,B,-53.59058427055891,0
No,51,E,C,-47.0078322668828,D,C,D,15.08969430066331,-88.55698895938694,E,D,43.20757348099455,A,E,A,D,326.6135948446619,0
None,59,C,D,53.97445376725969,C,D,E,81.55358631584694,-2.5807967636049334,C,B,51.28253038248466,B,E,B,B,-98.87829888733255,1
None,36,D,E,-296.4152586431525,B,B,C,95.94299706267317,39.50483348706566,C,C,-10.932740098553136,C,D,B,A,74.34013195532098,1
No,71,E,A,-60.43529295353118,B,E,D,-70.02343621237071,89.48263739301812,B,E,-29.70396556163616,C,C,D,E,89.33185000420826,0
Mental,38,B,A,-173.4750892586695,E,B,E,-86.38199071760106,-57.719384917880475,A,A,-12.336320371121655,D,A,E,B,-39.94742915198283,0
No,22,C,E,-66.08805149316362,D,D,D,55.72874375362,11.548045487040525,A,E,-148.0561839470699,B,B,A,E,-20.803801665642162,0
No,58,A,D,-27.057370129145802,A,E,B,-123.95172034502613,157.89195869078893,B,A,-175.05484929826605,D,A,D,A,178.45370630710931,0
Mental,77,A,D,-73.6458600715806,A,D,C,-6.169593239537476,-154.63399323786192,D,C,103.83040769844929,B,E,B,E,5.226605667908626,1
No,46,E,D,5.553689811232614,A,E,A,-13.62743146098422,2.535825093822852,C,B,57.81321075808744,E,E,E,B,-13.541097197561422,0
None,56,C,E,-110.6000291498991,A,B,B,136.239906631622,136.46109049965983,E,A,172.1428992963071,C,E,A,B,-1.5097889623549539,1
Mental,79,B,D,-88.94068483520552,B,A,A,-96.27562864239644,-194.87801999215236,C,D,29.94976660273256,C,B,A,C,-19.648227461751134,1
Yes,76,D,E,-131.64849093131633,E,B,B,93.02303877808271,43.52438432701069,D,D,-46.937261154747176,C,A,D,B,17.225325273164177,1
No,39,A,D,-61.99293235468484,C,E,B,176.5588156515406,-19.66863157979047,A,C,72.06983469803596,C,A,A,D,-123.45976697962757,0
Mental,75,E,A,110.89871987170787,E,E,D,20.795829660068176,17.501322368260254,A,B,41.75936001070247,D,D,C,C,-250.84253291694694,1
None,45,D,A,-86.2942259567081,B,C,D,41.527007509534975,-23.519197713227058,D,D,-151.47986710503508,E,A,E,B,-166.14791085928152,1
None,28,E,A,-48.43541855717484,E,E,C,-245.50521644042811,-182.10381012434428,A,C,-49.640057744502116,C,B,E,E,-41.70496385499942,0
Both,58,B,C,49.01052741342049,B,E,A,-25.350358825151385,-97.58328764369942,E,D,-163.71185806442762,C,B,C,E,177.33935930290463,1
None,47,D,D,0.06900130182120573,E,C,A,132.32470289395673,7.028539421068951,E,E,-42.882436473173684,E,D,C,A,-48.74340510665966,1
Mental,20,D,B,84.3521116214609,B,E,B,-128.1068036426239,51.140227903953594,D,C,-183.86997192235708,C,C,A,E,153.47172486534802,0
No,45,B,B,0.9560856976473889,D,B,A,10.550427233061846,18.416506784912123,E,E,115.44832260056934,A,D,B,E,-96.85116948841313,1
Both,42,B,E,91.97453733001922,C,B,E,-17.810712174698658,32.38548169094399,A,D,133.2718599397725,B,A,D,A,-65.91587560358076,0
None,28,C,D,111.19536880138534,D,E,C,-202.41955708946958,31.046941526623158,D,C,-34.1149307660025,B,D,D,B,-99.84898162880708,0
Yes,55,D,A,-221.83061940622542,E,E,B,21.605617955298683,20.931276682829598,A,D,194.72786921398512,A,E,D,D,-153.65177213120623,1
None,31,B,D,-105.60191893368238,E,A,E,25.273624318565428,-14.79067454391105,B,E,-154.4806031595225,B,E,D,C,-66.10868210924819,1
No,32,C,D,-159.62424286120213,D,E,A,73.58731791351397,265.1415251641071,A,A,-69.87946285205643,A,E,B,E,87.63703164749344,0
None,62,E,D,100.8617063242569,A,C,B,87.8929736218425,31.131806041116768,B,B,103.03956763278069,B,C,A,D,-7.295024510174701,1
Yes,61,A,B,-75.20147821488811,A,B,B,51.45241965803263,-34.60371698590815,C,D,121.65533190869976,A,D,A,B,99.3077900777238,0
Yes,56,D,A,88.70412884931423,C,A,B,104.14922613354729,72.27050387420584,A,C,27.59176801444126,B,E,D,D,-74.34825852431113,1
No,31,D,B,58.95644960168387,A,B,B,-93.77039451614935,-69.09451936524307,E,C,-4.2932623800572225,B,B,E,A,-90.21044897371881,1
Mental,47,C,B,79.76771664398854,B,E,A,61.57484983135839,-37.087834333407834,B,E,144.2801024445584,D,A,D,C,83.84712319168412,1
Yes,73,B,D,-70.61739215527687,A,C,C,-7.8627559705233745,194.07676630347132,D,A,-108.12336677920413,A,B,D,E,88.37286021826523,1
Physical,53,A,E,65.07362958338965,E,B,D,-0.37579520704687674,-9.70766579135378,C,B,193.96781244305282,A,B,D,A,112.05214169573685,0
Physical,28,E,B,35.65767107917731,C,B,D,138.24043177549774,86.03163997050567,A,B,-118.60015860869937,C,A,D,A,126.94975162888456,1
Both,37,C,A,-56.7057790536017,D,B,B,29.632118093155636,-126.30992335241177,B,E,-132.4391328042783,B,D,D,A,-62.7086783993263,0
Both,58,B,D,20.201829047513208,D,D,D,18.707602995675956,-2.2798117330338883,A,E,-192.4164189332645,B,B,B,D,97.76488409777745,1
Both,21,D,A,-120.49160993584526,D,B,B,195.77586000211443,-87.15701140332371,C,C,-46.243555920230946,A,B,A,C,65.29660034352806,1
Yes,52,E,C,24.253702557844846,E,A,D,179.21237779133688,-29.82086521069091,E,B,167.26147286877006,C,D,B,D,215.1040935096523,0
Mental,43,A,A,-105.04890710479175,B,E,C,-56.97405991086203,119.79897381684567,C,C,7.706457618971077,B,D,C,D,65.57764210653654,1
Both,73,D,C,-241.93818153935197,B,E,D,130.0376409692639,4.648406417447033,B,E,-87.24730329184176,C,E,E,A,-199.08423610180165,1
No,34,C,E,128.28015093922255,B,B,A,-58.267871740168744,49.55345036831967,A,A,105.87845451404078,A,B,E,A,62.4601637111974,0
No,77,E,B,23.89805383507747,E,A,B,-23.002889677426317,66.44351730676654,B,D,185.74648607957965,C,D,A,D,-42.347128391970465,0
Physical,26,B,E,-14.593926299829674,E,E,D,-69.91795559821202,60.825579878243566,A,C,-20.815268628721963,D,D,B,D,102.72732711933163,1
Both,55,A,D,-56.99266699627227,B,D,D,63.77043284096351,-85.08056640799077,E,B,-14.89231853560416,C,B,B,B,9.632602454229037,0
Physical,78,A,C,-61.723709477867494,C,E,D,90.81226930514762,20.1765143100677,C,D,141.00546169911533,B,C,C,B,242.194650514808,0
Physical,49,E,A,-168.1210909681244,A,C,B,48.23862742554773,41.34357603216038,B,B,-14.673883099357028,D,D,B,E,113.90534610619984,1
No,25,B,A,40.80935717582828,B,B,C,58.63591146738402,-20.790779037166672,B,E,100.41316939195563,D,D,E,C,-22.989580826583307,0
Both,51,C,C,-31.109846103618306,C,A,D,-0.9171937122656055,-90.8075927200333,C,D,15.013636248105405,E,B,E,D,86.03233459482759,1
None,45,B,D,-82.56316729863372,D,D,E,117.83817462820289,-112.51469570259538,C,C,-93.89866282688818,B,E,D,C,128.5609061109477,1
Physical,77,C,C,-15.28325376027279,C,E,D,187.68537808248408,-77.07398331870803,E,E,-64.50677599630471,B,B,B,A,-100.30574037127577,1
Physical,47,B,E,113.86148310471025,B,C,E,29.597792981840648,12.208409436083041,E,E,77.70817876329173,E,A,D,B,-93.20687579908629,1
None,21,A,B,34.39666171177596,D,B,E,-59.79044802365054,34.668053421330264,D,C,-90.61372475523125,A,B,C,D,75.35358461328576,0
No,27,E,D,-145.5607958616499,C,E,D,99.95522495161806,44.79863763566729,E,E,22.97543023753061,B,B,E,B,-78.08949546243531,1
Physical,63,C,D,123.05566999719686,D,D,D,-93.9354411031097,-33.522321358100925,B,A,59.53459951483563,A,D,B,E,27.393599049259226,0
Both,37,C,B,-86.61982688852906,B,B,E,-93.67684004019736,25.43708196404102,C,B,186.14260874247745,D,D,A,B,92.72554596692137,1
Both,19,E,B,-98.38856657329916,A,C,A,-92.80320734279404,178.65388067560096,C,E,-132.41825989002535,E,A,C,C,-14.125820047334242,1
Mental,79,B,A,-71.67776554550045,A,A,B,63.189066683298165,-57.430297345280756,E,D,55.35394417546655,D,D,E,C,19.100909391151518,0
Mental,71,A,C,209.136845876074,B,C,C,-240.57244542703557,148.78436460299847,C,B,70.03364139595334,E,B,C,E,-36.34960488710421,0
No,22,A,D,76.28894194924136,A,A,D,126.45365500692596,-134.28662104216758,A,D,245.5197417440134,B,C,C,C,103.62998538538228,0
Physical,67,A,C,34.06152335622206,E,A,D,-83.29796705531515,-53.95353636689438,E,C,-230.6968404816966,D,A,C,D,38.214843092742015,0
None,59,A,A,-45.14734712624276,D,D,C,67.0031050277868,-38.99202749397139,C,A,9.217615182088412,C,B,C,B,-25.6590837213149,1
Yes,59,C,A,196.39465521154978,E,C,D,26.870848687766795,-81.25538626086461,C,D,57.07560316380518,B,C,D,E,-60.652990316852616,0
Physical,38,D,B,106.28601970395881,C,C,E,-35.92654675005719,31.517034803448684,E,D,142.45411611469933,D,A,B,E,88.44046940910955,1
Mental,73,C,E,-5.470881616460745,E,D,A,104.26179092810828,-64.92120431172084,C,C,47.08563324335151,C,E,D,A,90.52143051392981,0
None,34,A,D,-139.3441946279608,D,A,D,-79.0064361486971,-30.975735021255634,D,B,-46.57722822534259,A,D,B,A,-144.0289592325886,0
Both,49,A,D,-106.50670066694283,E,C,C,60.49189651230776,13.025883198538912,A,E,-72.69641331835074,B,C,D,A,142.25294007435588,0
None,79,D,A,-115.48019849354789,D,B,B,25.92004996036181,-35.693328235547554,A,C,-11.125752401188677,D,D,A,E,109.00988774350999,1
Yes,46,C,C,66.96885847810601,D,B,B,96.93459821052852,212.72777039694822,D,E,-49.85376637625475,A,C,B,C,-27.566747228728893,0
Mental,30,A,A,-108.8168203176998,A,C,B,107.20304358735173,150.2358597474452,E,D,-69.71178187095659,E,C,C,D,-46.843823596628404,0
Yes,19,E,E,95.48314073064147,B,A,A,-62.972472809035686,89.11493862980635,A,E,67.49989659086404,D,B,D,E,26.514131818742143,1
Mental,47,C,E,40.11620044211929,D,B,C,-104.20445869756524,87.4374405013565,A,E,198.0454482741546,A,A,E,C,-44.91127664766263,1
Both,78,A,C,203.94455526309366,B,B,C,-26.21379940292689,52.58707104924646,D,A,69.64685983081594,D,E,C,B,145.06901524366654,0
Both,65,C,A,-104.33178873454052,A,D,D,101.81216222024918,-4.05506780791798,C,B,24.97254306205648,C,A,C,D,-128.817000541373,0
No,79,B,E,-40.84475701061277,D,C,D,-36.13992153777042,-16.238928064888935,E,A,89.84643614372509,A,A,E,E,-15.936791374489104,1
Mental,55,A,D,-15.01015105019668,E,C,E,191.40013343984674,-156.99022493531035,E,D,51.97943457206563,E,A,E,B,-144.6096632759844,0
None,45,D,B,75.77102401859169,D,B,B,78.00137891952406,95.17577571893491,B,C,-7.501971660185595,B,A,D,C,-65.94055705778213,0
Both,75,C,A,-5.1838640118771195,A,D,C,-40.9005464484027,-19.76927781249175,E,E,-177.173561516878,C,C,D,A,49.61910483610091,0
Physical,63,C,E,70.12267590997897,C,B,D,-68.72902552353418,-173.2023104870731,C,B,138.47902300393082,B,D,C,D,163.0801481131881,1
Mental,43,E,E,35.94693528605385,D,C,D,2.35818309404009,149.10514471195015,E,C,219.5241263715854,C,E,D,A,52.958567401277634,0
Physical,45,B,E,-109.41872433406556,A,C,E,33.65118172743856,-17.122598536357014,B,B,-149.33466040590494,A,E,B,A,47.50386120237669,1
Mental,70,A,D,137.3935601461462,E,C,C,-53.86086600583491,99.45045718208276,A,B,-95.05606382414884,B,D,A,C,10.176765309669356,0
No,78,C,A,-140.45240957127442,B,A,C,-29.478485016574897,-114.5819645264379,D,A,-3.3441597311049702,A,E,A,B,-50.74164662751357,0
Physical,38,D,E,-40.353765838719845,E,A,A,-143.1548456949565,-10.726236726246944,A,B,26.111597123259777,E,C,E,B,-148.9776406960921,1
No,79,A,E,-89.56226496183785,E,A,A,-37.483613841311765,-146.96050673374867,B,C,-102.22838642396803,B,E,E,A,-117.43455100336844,1
Physical,76,A,C,-4.624969920607176,C,B,C,-39.09110768226498,67.9515143003812,A,C,121.49612625806077,A,E,E,E,109.27577315894024,0
Both,28,D,C,-32.34884242397957,C,E,C,66.96540861903928,-34.396050834931195,E,E,-171.32284284280627,E,B,E,E,-26.956706567477262,1
Physical,39,D,C,100.99864662900305,A,B,D,3.2564124032461303,85.3683665701509,B,E,55.07293298331175,C,E,A,C,123.25555810033578,1
Yes,71,A,A,11.645936003135667,C,C,E,-55.245252501456136,20.58915274853293,E,E,-118.42944505318769,D,A,B,D,-49.684074493295356,0
Mental,40,C,D,-158.02863893705222,E,D,A,-74.6981086429453,-4.9071937755965775,A,C,16.23461302659342,C,B,D,C,76.26308020629537,0
Mental,58,B,A,-33.715303111102436,A,C,B,-96.58884778946077,-150.610327679265,A,C,-34.31030393623423,B,E,C,E,-129.26614991938646,0
Mental,79,B,E,-5.534186042083599,D,D,E,18.35690917947443,-143.24623654751886,C,E,-27.36819219936249,B,A,C,C,49.74015956386852,0
No,61,A,E,187.03720240583516,B,A,D,-117.94108539817454,57.15614353845506,E,E,173.67560900162098,E,C,C,E,87.39161874662099,0
Mental,61,C,D,137.9148253741776,D,E,C,105.89356153536846,20.20496909605662,D,E,97.04035886718847,C,D,D,E,-83.89829533325036,0
Both,41,D,A,-12.296201492058245,A,E,D,193.40990541654313,45.393987254767374,B,E,-176.44188042512846,A,C,B,C,99.47056528486206,0
Both,25,B,E,-55.01605257345445,C,C,B,105.89061928751771,147.94023250480808,E,C,157.6150785832008,A,D,B,A,-90.52423850031653,0
Mental,36,D,C,-14.170353629041617,C,E,A,109.90314032339063,123.6145934062096,D,A,189.5559290232111,A,C,A,B,54.13492706674747,1
No,19,B,A,25.935011336515245,D,D,A,10.284338325317526,3.9186567832242147,A,B,-39.07944848485052,D,C,C,C,-129.58986715096188,0
Yes,40,B,E,-197.0655784163984,E,B,D,7.8789520000212026,81.0667186372052,D,E,15.146895886522982,B,B,B,E,34.596766121247285,1
No,50,D,D,-159.4786802638927,B,D,B,-52.41591844676176,-136.1773339239523,D,E,85.7104431535843,A,E,D,E,-55.67372038102002,1
None,28,D,A,176.00241707976116,A,C,A,103.88454110713508,-43.278534848642195,A,A,79.5308601232867,C,D,C,C,-8.885909040957362,1
No,57,E,E,20.197026449195718,E,C,E,-97.34731912974584,-68.36751723298508,D,E,-28.406675148519632,E,B,D,C,13.397314498529331,1
Mental,38,A,C,-50.556167829143384,D,E,C,66.91308439955527,129.9517188382647,E,C,86.27364229315317,E,D,A,A,120.05089133949835,1
No,77,B,C,-114.31709478565804,D,D,E,-27.626762015948238,-89.26260438923605,B,E,-26.110669821955995,E,C,C,B,47.821785651945646,1
No,35,D,C,9.731793695102926,D,C,B,-2.8565105588219097,233.9439981587324,D,A,55.32363927067404,B,E,B,A,23.988305237418345,1
Mental,52,A,D,-55.739130516174406,C,A,D,-141.03002928034186,-79.86560020419566,A,A,90.24380272703625,C,E,C,B,151.48213815105288,0
Physical,45,D,E,0.09180814801768564,B,B,A,-80.13286431535079,-19.07227506963774,A,A,-85.01120871092634,D,A,E,A,19.970929394580523,1
No,24,B,E,9.191519720463507,E,A,C,55.55851326833003,-45.27469611534122,B,E,-44.40312455996208,E,C,E,C,-14.35430337173395,0
Mental,77,D,D,-5.9217815951913435,E,E,A,-79.24146855730649,97.72324531560805,A,E,-47.43197552715154,C,B,D,A,-209.64952990428372,0
Both,32,C,E,-223.29522414150418,A,B,B,27.020321559920752,49.66565312245976,E,B,-76.5046547696485,B,E,D,E,243.6764644574739,0
Physical,70,E,D,6.08336718903531,A,D,A,134.48371713498204,67.09912813219559,D,E,-100.79114247837705,B,C,A,B,-98.56643250932288,1
None,37,A,E,210.73534146825185,D,A,A,118.45394002374002,100.85944906720663,E,B,-16.850770191986637,A,D,E,B,-51.99009159507785,0
No,24,E,C,-21.945524394990308,D,D,C,-214.0997194338996,253.1484826802215,C,E,-41.2646341065868,C,E,E,A,57.347375076347795,1
No,69,A,D,-85.69160759647639,D,E,C,265.30615950037935,-84.25933876754763,A,D,30.70126842427765,B,A,B,C,216.01727984182753,0
Both,73,D,B,23.40045933894698,E,E,A,-39.721004237529975,-110.85621472348957,D,C,14.50068692384818,C,D,D,E,146.1855601282408,1
Physical,27,B,B,-98.42373641639439,D,E,B,-79.58985797697976,47.81570925970387,A,A,106.58171030231549,B,A,E,A,-124.80413988772617,0
Both,56,E,B,27.746478366149653,C,E,A,-47.76491333884618,-142.06925029719926,A,A,-208.41444228617596,D,B,C,D,-19.251224902084946,1
Mental,79,E,B,151.31856583757607,B,E,D,75.72787814267508,-38.52956809059873,C,B,-98.11343983982871,A,B,B,D,126.34253310836645,0
Mental,63,D,C,-3.3356435953364905,C,C,D,64.56244332035645,129.3816815240674,B,D,59.77570860954976,E,C,B,C,-17.12034421382186,0
None,39,C,E,27.763237196107593,B,A,C,-31.157280895284046,0.6331423564436417,A,E,-12.001759563368324,D,D,E,C,-19.495970159385077,0
Physical,61,B,E,-11.80226534827199,A,D,B,-34.86594038594463,-30.37014479528742,D,D,-294.1112855722029,C,B,C,B,67.92808938172064,1
Both,26,C,C,69.52375273600366,A,B,C,-143.4152708150575,101.74280581393549,E,B,-141.09804133071236,C,B,B,C,29.711327458413596,0
Mental,39,C,D,130.14731179494453,E,B,E,-146.99978566716018,-127.38329051117685,B,E,-138.09305849662547,E,A,C,A,-156.50573976443016,1
No,40,C,D,60.814361982440026,A,C,E,90.6159556685559,33.88466138992923,E,C,52.08316702945933,D,A,A,E,61.21651178879729,0
Mental,62,D,C,59.8856543316062,D,A,D,-58.22552247309451,-33.574522342721494,E,B,120.70723659473774,B,C,B,A,-189.09154501552723,0
Physical,75,A,B,192.23950113409055,A,C,B,59.06633472532554,76.15298553057157,E,B,-9.247256291061117,D,C,E,A,75.75436075909539,1
Both,60,E,B,85.96048026786659,D,D,D,266.81233017383516,42.8554536711888,D,B,-57.29532047186662,E,C,A,B,-78.59109840400683,0
No,71,A,E,-184.63009064183217,A,A,A,17.369018696371313,-134.91658779496782,B,E,-4.092458604173984,E,E,C,B,139.94336398450227,0
Yes,74,E,B,5.218340086804642,C,D,E,-113.40590111050588,170.19469924163596,B,B,-17.245586921231133,D,A,E,A,-176.5116073485844,0
Both,35,C,E,41.788806957824285,A,B,B,-111.81483487456822,85.78724431420322,A,D,-111.69487453876508,B,D,C,B,-171.3331672426886,0
Both,52,E,D,92.60232785608554,C,C,B,93.27337452781887,4.1904953180623625,C,B,-25.436482163323948,A,E,A,B,84.86375162233388,1
Mental,18,D,D,-0.7863546616740786,B,C,E,-121.80975079990257,67.23242463195143,A,C,78.93841308697766,B,E,C,B,-85.10036478821426,0
None,52,D,D,-28.56431631080984,D,D,A,58.37839757727763,5.775433629692979,B,C,-42.38623803333305,D,A,E,D,114.73791973852514,1
None,52,D,A,-8.965952530945405,B,E,E,102.63339346785692,54.90606707096967,D,E,87.50052826403395,E,B,D,A,-117.71691078410755,1
Both,42,A,E,-136.6692482294028,E,C,D,70.37350554748247,-111.19088779331472,B,E,-12.100406988124254,E,D,B,C,-170.97088994580295,1
Physical,49,D,E,24.302663205056472,A,D,E,147.81905306502526,25.60217375347365,B,E,-87.31122750861529,B,E,B,E,-34.95175342315445,1
No,40,D,B,-69.52836688451414,C,C,D,-46.0388429906747,13.743689213807928,D,C,92.2030173121191,A,C,C,B,-161.52068046396593,1
No,40,E,A,-131.28614526080452,C,A,E,-129.33880966750115,-144.62860398310244,D,E,17.0743430469221,C,E,D,C,1.555210948372817,1
No,36,B,D,30.775365865796324,B,D,B,-14.343975698057005,-91.43153343153489,E,E,-55.47150671724827,A,E,B,B,40.88555745674817,1
Yes,35,A,E,75.93733246615157,A,D,E,-0.15222361897781106,-209.1002696572792,D,D,-23.972373166143615,B,C,B,A,33.26442699767879,1
Physical,70,B,E,-95.33031526377107,C,B,A,-28.25044740661188,18.658430133265043,B,B,-58.67466055656505,C,E,C,B,-129.89905382806035,1
Mental,38,C,C,-205.32699967141772,D,D,A,134.88608983882077,-72.86777811017582,E,E,15.194697677338034,B,C,B,C,173.0185805836527,0
Yes,18,D,C,-92.55114446569152,E,C,C,126.48656079245455,-98.81035944652685,B,A,-42.348331982398065,C,B,A,E,36.37654680185263,0
Yes,28,B,C,-32.6108296923943,D,C,A,60.791591065284386,-11.528359507772269,E,C,83.72401022929937,D,E,A,A,-11.205786891882564,0
Mental,38,B,B,-55.762320395318376,B,B,D,-181.65772034706887,84.02736148426618,E,A,-120.33934055790252,E,B,A,D,42.213847597319194,1
None,56,E,D,165.25845579860865,A,D,C,-49.28774937050513,274.71518184771753,B,C,23.371770406794916,A,C,D,D,15.813294311884205,0
Yes,32,C,D,141.05861438153298,B,D,B,-71.48246000303985,116.4929045993937,D,B,52.33932266974344,C,B,A,C,-180.17049286196553,1
Both,56,E,A,31.075833924872658,A,D,B,-73.57987886357701,77.67233607583344,C,C,-51.96385483242939,D,C,E,B,111.77756838155386,0
Mental,54,D,E,240.94300988647274,B,D,A,5.434453659879977,-77.88273932301533,B,C,215.86626438856342,D,B,B,D,-7.8758188700108045,1
Physical,42,C,D,-87.55799171513343,D,C,E,143.22007574991133,39.53397893130165,B,B,-158.5913204067988,B,A,A,A,-82.71760716719328,1
None,56,A,A,-40.27883049322451,C,E,B,-176.7634349369163,-27.055229431812144,C,B,-55.47213176779703,E,C,B,D,157.3865249213361,0
Both,62,A,B,-205.4669931844492,D,E,B,12.815810807103137,-36.112719974242175,A,A,-261.44273464710903,A,E,E,C,80.6430864370032,0
Mental,42,D,D,196.2165468770307,B,D,D,-255.5632544786599,129.95290094490846,B,E,-3.0645248890042556,A,E,B,D,68.39299056550881,1
No,24,A,C,32.081080143548824,B,C,B,57.39390135134184,22.819842013569435,A,A,-134.0187498833074,E,D,C,B,48.285966810040634,0
Mental,68,D,D,-100.7838905463346,D,A,B,-48.836670636309215,-17.93130920430007,B,A,103.71379440225117,E,B,B,A,-24.93411997426054,0
Yes,33,B,E,-30.301241406095137,D,A,A,78.77832115676446,125.06761501615202,E,B,-5.592300317987071,D,D,B,B,-42.45163985886459,1
No,40,C,C,-125.40481624639013,D,A,E,143.66986767804428,-0.32186176503100106,D,E,93.45339918915796,D,E,A,B,66.40776973030728,1
Physical,51,A,E,84.56771488674642,A,B,E,162.53939961878783,115.86914284239813,A,E,-99.09046872470188,A,D,E,E,62.51955898082184,1
No,64,A,A,119.20296181916805,B,A,C,22.936382955789945,92.52014648098971,D,A,120.68067542455721,A,E,B,D,-25.86240793450269,0
Mental,41,D,E,-97.86200806949157,D,C,A,1.164645446196434,-156.6299082763303,E,D,-63.9266502014626,E,D,E,A,7.105597889152264,1
No,65,D,C,59.172176146721554,C,D,A,-186.84946967247504,86.68979548976922,D,E,-120.5498105138899,C,E,C,D,59.190340338192925,1
Mental,75,C,D,-109.45683807852802,C,C,D,78.4261538537049,-44.39399769618869,A,B,6.618238870297397,B,B,A,A,-88.99691398744505,1
Both,49,E,E,303.9853413275047,E,E,C,-270.47099379999355,-108.74137083795084,E,A,92.7565088160521,B,E,B,E,-121.27334269413464,0
Physical,47,A,D,-115.50324759784706,E,B,A,-5.20904023960393,69.57185202962125,D,E,46.92438483883854,B,C,E,B,53.44851011320011,0
Mental,79,A,A,39.23938828093061,D,C,E,54.818991497656064,-3.411296289616946,B,D,42.74543336833715,A,C,A,E,-20.25630815445177,1
Both,38,E,A,149.1050287526213,E,A,A,-7.123298872373003,-81.06848479013098,D,D,127.04491550785227,D,B,E,E,14.316359889650029,0
Yes,56,B,B,89.86853985950962,A,C,B,65.77153762178925,-16.079292789353936,B,E,-153.8854884190578,A,A,D,C,-49.46157671120267,1
None,28,A,E,-7.95594381173005,A,A,B,-66.3210012267588,129.84340436772646,B,D,-64.51093100970463,E,A,D,E,-22.16983607994643,0
Yes,51,E,B,-47.12451795949339,D,E,A,131.32937905763325,14.661841113141941,A,D,54.36298228205945,A,D,C,A,20.197086422605732,1
Mental,59,A,E,-96.92835508930605,C,A,B,108.74081206687526,-52.811012556117866,B,B,-156.66445433895888,A,C,B,C,-41.94940684048302,0
Mental,70,B,B,199.00245627476744,D,A,A,-79.46392550363085,56.40561416617423,E,B,-5.7318574475449084,E,E,C,E,10.457166435423696,1
Physical,74,B,D,10.92767802851324,D,B,B,101.14274194804833,100.78280842390683,D,C,29.115280776151963,B,E,A,B,-6.455342016986385,0
None,35,C,D,-13.135370904386301,D,B,C,-91.19859795982006,14.709070731284424,D,B,-134.7789264801357,E,B,E,D,-175.60081077206524,1
Physical,22,A,C,-34.98394868571224,A,B,B,59.16482289593916,-30.47735301802237,D,B,126.19406017704658,D,E,B,C,-8.905121179596227,0
Physical,77,D,B,79.17899281684232,E,C,C,-70.85052157996631,-3.5561720078867194,B,E,-244.55334741128038,C,D,A,B,-72.80654538896599,0
Both,30,B,E,-37.338802011520166,C,B,D,-111.62170209814133,123.44835709831807,B,C,-81.82341395309194,B,E,B,A,184.7547416276961,1
None,51,C,D,34.01851435959502,D,A,E,5.191388060793843,107.5004933678962,A,C,-2.691910522540652,D,E,A,A,-8.10087394248935,0
Physical,28,D,B,72.22699935711205,C,B,D,-80.49810299176636,-47.21409609804919,E,B,-153.43141152394386,A,E,D,A,7.367374011595522,1
None,26,A,D,-12.286914006541858,D,C,D,-152.7748495919279,-76.88477365277986,B,C,77.59776530367937,B,E,A,D,116.94144685248773,0
None,43,C,A,94.51113760740733,E,A,D,-9.021299030451416,-216.7705072626664,E,D,87.46934991340318,C,C,E,B,46.96395768168728,1
No,75,B,A,55.722310423589036,B,A,E,-34.42481841611957,-108.84174039167196,B,E,-40.97259421802566,B,C,C,A,-140.47279152670868,1
Physical,57,C,B,-66.14609761062498,B,A,B,93.06154749019491,25.48375962029235,B,B,-35.22348288255375,E,C,B,B,-67.59130864853307,1
Physical,43,D,E,-84.93936905343791,A,C,D,-157.58751826593442,-63.83004577445467,D,C,51.09215346732678,C,D,C,A,11.428804716337291,1
Yes,26,D,A,-11.665219097761486,E,D,A,-104.34490383192731,76.87240021402685,D,C,-204.50057719613662,D,C,C,D,-77.43454334183406,0
Mental,37,A,D,-58.71655872206068,C,A,C,-168.95188620464867,4.504056253601291,C,B,-201.80427133478847,A,C,A,C,-73.90424197140977,1
No,54,C,E,-202.85650171803877,B,E,B,-206.26862719631092,-64.6616786602997,E,B,-22.443749583377596,A,B,E,B,-23.19635937855541,0
Both,44,B,B,37.6346333838335,C,B,D,-66.56126150184511,90.46818757564876,B,E,-175.94495625000013,A,C,A,C,171.79931636220192,0
Both,35,A,B,-195.92506824903347,E,E,C,-80.36213284443096,55.080867752447894,A,A,-24.75185938362249,C,B,B,A,-23.791021887877367,1
