faith,RACE,sexual_orientation,married,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
Other,White,Heterosexual,Divorced,46.52209456163558,144.1853463240855,A,-123.35312920197377,D,B,-96.96272278755706,D,E,93.73103035293296,133.85963757126504,8.543667346562875,0
Muslim,White,Heterosexual,Divorced,-126.42705725663245,134.67945949558654,C,262.79762340465345,C,B,-27.214972338158596,D,C,-67.13094532796632,97.47418263481367,62.31168911929043,1
Buddhist,African American,Bisexual,Widowed,7.909799416076775,-14.383772033909423,A,-130.72623947693552,A,C,3.8144001201048208,B,A,132.89170198092867,-58.95910607398406,-0.30626902048191984,1
Muslim,White,Other,Married,-73.4018314307402,34.22452982459051,B,91.40405841309584,A,B,14.959137031393741,C,C,-203.25835304232274,77.95327800794207,-130.2106075895521,0
None,Other,Bisexual,Single,-146.59162143746275,100.49914358572636,C,-43.69135337236462,D,E,128.17986328413176,C,E,-17.46100318292192,44.72736792002728,-77.86328507795999,0
None,Other,Other,Single,-55.414475410692724,-177.57704739395507,C,-103.22337284036789,E,A,-130.07851430549354,A,B,190.04891495167487,76.79453765314204,-9.762173380989086,1
Other,African American,Bisexual,Single,21.661266159829047,-17.744406636811288,E,-114.90549982060936,D,A,-1.6383623621866854,D,D,-17.878485596010034,-31.733422173664888,78.27531111309615,1
Christian,Asian,Homosexual,Married,79.44501650428447,-57.59496714361115,E,-38.67923484419041,C,D,-100.66561440093824,A,B,-55.126237896048636,-122.40574367580494,-72.8218083535747,0
None,Black,Heterosexual,Single,-2.0706292966525894,105.19765381537903,C,90.43555985903156,D,A,32.069722663342176,E,B,46.239339336233165,-86.36069182985854,-34.822631515725455,1
Other,Other,Homosexual,Single,-107.45317447576244,34.60150788034184,E,10.362345580221966,B,B,8.59708206646396,D,E,-45.286490309602335,101.20698855981807,158.8024476612641,0
Hindu,African American,Homosexual,Widowed,140.67181423940212,61.57624218425237,B,-102.44255090257082,C,E,-17.949422135524067,D,C,-59.47642920538344,46.39662746006679,-13.035386652569574,0
Muslim,Other,Heterosexual,Divorced,27.328339057783325,-139.6914325376685,D,199.82088591231286,D,A,122.56864638116265,E,A,-119.8643380127291,-88.49793930628718,-17.050915629790715,0
Buddhist,Hispanic,Homosexual,Married,20.941038759140447,46.67990700033056,D,117.17232591323234,B,C,-87.75674131071507,A,E,38.35147427580735,-114.7315502580222,39.51406321122867,1
Buddhist,White,Bisexual,Married,82.70932239062897,49.208107013994784,A,-46.32042243361356,B,B,-38.47059038163254,C,B,-91.87197308240125,18.982356028423713,-51.89203529674958,1
Muslim,Other,Bisexual,Married,58.276249990340204,305.6571586808358,D,-25.864208167261243,C,C,-138.38220777949743,B,A,30.632820033209786,27.47873975341256,-81.61310989029627,0
Hindu,Asian,Homosexual,Divorced,26.38006969729097,7.451780890986489,D,27.29483647779764,B,D,56.347165679730516,E,C,-52.57476343518287,-122.30899977751271,-8.11431087708637,1
Muslim,Other,Other,Divorced,10.02800032345261,-80.48843554023252,C,-79.90034049248827,B,B,-254.20095853874344,D,E,67.1953283800149,-75.45042315187695,113.97898679592072,1
Other,Black,Heterosexual,Divorced,-175.40549966609296,127.16518638501132,A,-4.018363315148026,E,D,49.28604888039227,A,C,-85.50778434552984,45.7871628270567,-87.44111904510292,1
Buddhist,Hispanic,Heterosexual,Married,-2.102206236436613,50.73766532787792,D,-45.37222675584128,B,B,54.30815957958281,C,A,61.29514284896814,-68.44901217450035,26.745673164909345,1
Hindu,Asian,Homosexual,Married,-145.41940907132798,153.3732188353311,C,-27.052233886751747,E,E,-58.0737551079874,E,D,-158.3356294235265,66.25635661567942,27.161738480338027,1
Hindu,Hispanic,Bisexual,Single,-54.24869014977243,37.25064230769931,C,117.38157043260063,B,D,90.80055131707574,E,A,-38.67179276903895,-49.57437627068862,-71.71985502767288,1
Jewish,Black,Homosexual,Married,-61.62287306947343,139.39563205558093,E,-173.0456431908213,C,D,-171.51915011581198,B,E,-183.99088119938767,-12.247129240868864,75.91822825625529,0
Christian,Hispanic,Homosexual,Single,-8.658636471762517,-63.805784980543535,C,-124.76420550927314,C,E,135.82878852074424,C,E,10.265765842402681,-132.13882246936745,-38.64162271246617,1
Christian,Black,Other,Married,-67.76085825301973,-71.64176820018129,D,-116.26120338995456,C,D,-32.40219551823987,C,E,109.50386140968298,13.88422364275275,156.79123308331828,1
Hindu,Hispanic,Bisexual,Widowed,1.0387690992719312,-48.49128431568248,D,-98.17112072308599,A,C,-52.58030466950846,C,B,60.04381980085767,101.9579613227616,21.332361137286572,0
Muslim,Other,Bisexual,Divorced,-3.882279813157187,70.42037009388797,C,74.20272524999642,D,B,-54.83240987481304,B,C,-41.48828397263998,2.4540150471718163,-136.52533086826267,0
Muslim,Black,Homosexual,Single,-45.661501473892784,61.57874821892986,D,249.93091141481685,A,B,41.42509975173007,E,B,107.97554529708704,180.32417373538433,0.10192158802591945,1
Jewish,Black,Heterosexual,Widowed,199.39229030303792,-232.1565252947564,D,-14.86097975805427,C,A,-15.844703954111916,B,C,-62.61606738057684,-34.29987062053684,45.015534470514446,0
Christian,Hispanic,Other,Widowed,113.36151334037163,202.04566512448258,A,-48.981733738611474,C,A,68.33886514100209,E,A,24.191883805968214,-52.61112930333833,36.88284756961274,1
Christian,Asian,Homosexual,Single,0.3319930242156386,230.5673872596562,A,12.174612827113348,A,E,6.325395514189738,E,E,14.929011333056103,47.50175303046497,-133.57206597133563,0
Other,African American,Heterosexual,Divorced,65.47926920007099,55.4060479692575,D,-120.80326995131345,B,E,-196.85955744800816,B,B,254.20487053814637,-135.13534001648338,-166.53047196156868,0
Christian,Asian,Other,Widowed,91.73099353746615,-123.203581748012,D,-22.740592601949867,B,C,175.46217707905944,D,E,-30.0182049622279,97.15882646638225,107.96735233974397,1
Hindu,Black,Heterosexual,Widowed,69.80539075850693,-76.26811377134372,D,93.82683752768042,C,B,151.5718692179111,E,C,86.8345008656889,11.20706734121978,3.095976641788825,0
Jewish,Asian,Bisexual,Single,-91.84998442571288,-8.117698783091962,A,-85.65597377506731,E,C,93.21405521848583,E,A,-18.12239554467034,9.906106826859249,36.98159101019982,1
None,African American,Bisexual,Married,-98.63262918681481,4.525992858483113,C,-94.89372822639488,D,D,8.937939121926654,A,C,-27.82109980974437,129.61454996946983,-88.40189929310354,1
Hindu,Asian,Bisexual,Married,52.41248079632273,203.58440062599098,D,29.722043822384407,B,A,-127.14020910519328,D,C,59.257448291530345,22.04334706115466,52.30876942802356,1
Christian,Hispanic,Other,Widowed,-18.9768548588406,89.85268967388377,E,20.46712673631255,B,D,-10.57514244512967,A,D,-177.68588910802882,4.635331474344374,-14.552377945304876,1
Buddhist,African American,Other,Single,-32.923419665746046,2.071247259684031,A,-25.52437512448668,A,C,-3.1755566060896285,B,D,82.70901098106798,114.55597133839395,117.90851508724116,0
Other,African American,Heterosexual,Divorced,-101.43452745794906,-96.84368110007038,A,66.95851168058813,B,C,122.79035437187717,E,C,29.605349168391555,232.75966782895358,13.742259382340874,0
Jewish,Asian,Bisexual,Single,-7.292064528981214,74.42514701867218,D,84.34881930169517,E,A,78.38845513739578,A,C,-158.65733553838874,-122.00730503625772,62.95768077781532,1
None,Black,Bisexual,Single,57.699042859244564,59.011530540848966,E,9.957931687686541,D,C,-7.326660693742613,D,C,98.29286135206827,150.19666962360785,-75.23949627771042,0
Jewish,Black,Bisexual,Widowed,-89.02683512175209,-20.10890521585216,E,-173.48257699929127,C,A,-206.13239844239487,C,D,24.1230781945202,-2.9519139283080063,11.322271731428039,0
Other,Asian,Bisexual,Divorced,-52.42686061055407,-8.213812358416327,C,142.40839190102227,B,E,-178.44196186341188,D,A,68.9993190399108,-81.14571144166811,-19.77227516519089,1
Jewish,White,Other,Married,-83.49460378354078,-121.50889990388185,A,10.819778252333812,C,C,84.69670011908191,C,E,164.7930086204184,-154.34418470966577,6.306091288276167,1
Christian,Other,Other,Widowed,-69.89644946065727,-23.08258796451888,C,-8.87423924946484,C,B,-109.29587079836529,B,D,-168.45900358319918,-66.10223996055153,-29.437890048372495,0
Christian,African American,Other,Married,-5.636295248064225,5.055610431134867,C,-9.11783740545623,E,E,130.0188779299045,D,D,138.16372088595895,47.53964630398389,223.8808284916486,1
Buddhist,Black,Other,Divorced,97.46019079311816,-38.45542786527721,E,-127.36744316282808,E,A,-277.7666983409808,B,C,-117.09843639219648,68.58265225475932,-19.95786960224979,1
Jewish,Black,Heterosexual,Widowed,149.59309940470203,81.64793886706286,B,-42.87153078237603,E,B,117.52066891536306,B,A,42.290566377807416,101.98179176220388,-55.04426736771809,1
None,White,Heterosexual,Divorced,7.410311427074036,108.30414218918536,E,64.97197839234991,E,C,15.458909723567757,D,A,-28.434684125212495,-90.38581824621004,110.74909073252887,0
Buddhist,Hispanic,Homosexual,Married,113.0603768511902,65.09864280202056,B,-73.88620784943039,E,D,197.395204221761,A,D,32.96768245788061,-20.153869801388293,-42.40430354737158,1
Jewish,African American,Bisexual,Divorced,18.188522376621773,2.3360369490202575,D,107.88579077882288,D,C,-233.7225746030652,B,A,39.637934750908315,49.891156519936416,-200.4249366827532,1
Muslim,White,Heterosexual,Widowed,32.55727032325439,-195.74087783079918,D,-191.34656484434026,D,D,64.50652230431348,A,B,-99.50923150016352,45.569574052254474,66.12752238469992,0
Other,Other,Homosexual,Married,97.90713255421875,123.60039915038085,B,-123.93436973264707,D,E,-62.76158751833633,E,A,-78.86788737687068,-2.655964350519561,-58.067664630490626,1
Hindu,White,Homosexual,Divorced,8.182092139322426,-16.244036287090427,A,109.92824258267274,B,E,204.63649057713087,D,E,-45.105082232624945,109.54088908241823,-17.66606365517226,1
None,African American,Other,Single,126.72235285987503,29.397264128718874,B,-160.23767919473852,C,B,213.55450968307056,A,B,56.61072246935104,58.43638329201447,184.34700457841294,0
Jewish,Asian,Other,Divorced,-131.18532822236878,149.3424300856107,B,116.65316939379493,B,D,83.53444247428737,C,A,-69.86831283130641,-56.092169438538505,-30.493581229226358,0
Other,Other,Heterosexual,Divorced,8.349648363883718,-81.93147853004008,D,-161.384736974892,C,E,66.69009015736182,A,A,25.164152352150648,-2.4467532702480423,230.81453413924802,0
Jewish,Black,Other,Widowed,14.58807695383232,137.96696834788506,D,205.4000814291136,E,D,153.29259424565086,E,D,-93.15709674609455,-43.26464018242723,50.48760178949946,1
Christian,African American,Other,Married,-137.5747653011564,-89.89247484999669,B,66.57166078369463,C,D,27.456097725970867,A,B,-137.5921909803965,69.50355888621695,-6.838846128221432,1
Other,White,Bisexual,Widowed,55.59701434505517,20.605654121936716,D,28.355201432283422,D,E,86.31538669476228,B,C,-105.7503174327147,-38.280820790210406,15.730031198436656,0
Christian,Asian,Homosexual,Widowed,-10.883788041503127,-96.24873764656374,E,51.96631746203807,D,D,21.637895416489865,D,E,-102.15857054687764,-60.499350364998826,112.21104023622692,0
None,African American,Heterosexual,Divorced,-95.09526726354196,26.090001806032443,D,15.870071403729098,B,B,-62.72746659915441,C,D,-24.36575443927405,25.918251917530878,-36.6777831196019,0
Christian,White,Homosexual,Single,-182.42984050464784,-91.11765764765399,E,17.805110527013465,C,A,71.36121387855431,B,A,4.56441062779249,-62.39442502406079,-32.87521460001226,1
Buddhist,White,Other,Single,149.73443878765136,-149.27379598243058,B,104.63418109298705,C,C,109.46435231098721,A,D,-93.89381912831911,-130.45466878019062,142.8188123053662,0
Jewish,White,Bisexual,Widowed,-28.462025237684728,-41.4947376804357,D,60.6094755059156,C,A,-50.63347785743232,E,C,-186.69217478545804,102.65572391044545,178.33807050945123,1
None,Other,Bisexual,Married,-46.05026770959847,71.48758321671605,D,-121.25965718572225,B,C,58.80139694461361,E,D,-59.524556697770784,-44.79126935138929,-87.67219180994536,0
Christian,Hispanic,Bisexual,Married,-120.86562503996066,-148.1345574584001,C,132.02575726032643,B,D,181.65839541846566,D,A,33.665631907727374,-54.72836568980928,-86.97035267018165,0
Hindu,White,Bisexual,Divorced,-24.158112730353285,-22.855220177578907,B,-192.5089145998519,A,A,-90.58751841273308,D,E,118.1590246574335,158.93685254423383,158.42774591281568,0
Hindu,Asian,Other,Widowed,-82.97097872434009,-125.83028910520862,E,-147.00591742326307,B,A,15.01011680012166,D,B,64.64321077409602,57.851061477901276,-81.23650479876173,1
Hindu,Black,Other,Divorced,-21.922301761542904,-61.07002219472135,C,47.170670849687134,C,C,-75.39736697836766,B,D,115.66800910401984,-7.684612644915541,-119.9986312075884,0
Other,Hispanic,Heterosexual,Widowed,53.24508901667227,-312.4140060114388,C,173.1240290019424,B,A,30.126163221264928,C,E,22.028728604871066,-0.44380250243919794,192.8637239000736,1
Jewish,Asian,Other,Single,-70.30780772518321,-40.25589540245477,A,55.80075183594479,D,E,12.376064741593991,C,C,-50.952256761040985,16.962000529959536,92.19627238544183,1
Jewish,Other,Other,Single,-72.10898195193177,115.97310403547971,B,59.82984850271171,E,E,-51.73003777550805,A,E,89.16832568974505,-54.44307241022327,-21.88447993163439,0
Other,Other,Heterosexual,Divorced,110.0617155255663,-116.4724178647991,B,4.485387713359283,D,D,-5.080208131994475,A,C,58.67024004963246,39.498149673070685,-82.91628215916998,0
Other,Asian,Other,Single,-66.75484862071778,-55.66873271971081,C,-65.62728621301277,D,D,8.99285882031702,D,A,139.17546490357645,177.47543466131316,-115.87649752994595,0
Hindu,Other,Bisexual,Married,27.652327708416408,-59.50178519333493,A,-17.299424182072542,A,D,58.09294371737711,D,E,-117.41421714246599,39.646238285865095,93.88400062958794,0
Muslim,Asian,Homosexual,Married,-69.42074423446475,146.00710089880587,C,7.622015019974109,B,C,5.2450674608842345,E,D,-40.06009826796295,109.92287663850774,31.112257282365853,0
Other,African American,Bisexual,Single,103.31430949252017,134.63300346410296,C,-7.094324904124173,B,C,11.9897008353734,B,A,-151.19266965512742,-81.95633615276839,-190.2653139290551,0
Jewish,African American,Heterosexual,Married,-148.03728912479514,-44.88956386158014,D,-17.577682108807664,D,D,51.66532798182578,E,A,-101.0140003888143,89.5334892097809,26.866323352712662,0
Buddhist,Asian,Homosexual,Divorced,72.53204800530452,87.85768504200394,B,-74.30140336915568,A,D,84.94895206571283,C,A,194.81407926525083,-50.48704352294572,-123.89966754044504,1
Hindu,Other,Other,Divorced,6.494651434347848,164.1498521602993,D,12.565767585611507,E,E,142.81479587173882,A,E,17.64183750814561,59.17470154890854,-29.76549438871256,0
Jewish,Asian,Other,Married,-72.09696924560313,-2.6789015381258237,C,31.223045352626755,C,E,-37.766133194369466,C,A,88.05749971163894,-88.39791826229616,5.58277847019008,0
None,Black,Heterosexual,Widowed,139.80546301770212,43.376718714728504,B,82.4998146661838,D,D,-77.07851706997687,B,A,110.81887097473131,-28.84350172501386,-104.08110118134873,0
Muslim,Black,Homosexual,Divorced,11.540550880911725,50.0248843999093,A,20.05721342257809,D,E,-62.556743696213765,E,C,17.767214055413465,43.78559597043849,104.25803589048488,1
Muslim,Other,Homosexual,Single,-137.54664547445327,-158.73262661073773,C,-170.69699800030395,C,B,-175.3875514058092,A,A,-76.40073302262189,35.6593397180125,-22.35426419890933,0
None,Hispanic,Bisexual,Divorced,146.3322367832693,23.163584827038342,B,66.53683373126518,B,A,-190.4260260587128,A,C,10.772710068997197,-3.864481571755625,-159.78207870745857,0
Christian,White,Other,Divorced,-42.19993818545685,48.752348035473425,D,-80.5498195109054,D,D,-46.95125115648265,A,E,-92.96391384108111,-57.78954874513812,6.181538635317073,1
None,Asian,Homosexual,Single,28.643528945888242,57.629228949297875,A,-111.50109504163832,C,A,-45.02270032791797,C,C,-135.17798729509568,113.66887084732295,-142.2199375086298,0
Hindu,Hispanic,Other,Single,25.914822725090396,-51.9395043286096,A,-191.64790636201718,C,B,-129.44876029318422,C,A,117.63032357111767,48.61289579618561,-80.60299226888336,0
Jewish,Other,Bisexual,Married,-47.70862264440013,-24.706072871539376,D,85.72972575834439,D,D,-125.28610873155873,A,E,134.3295879056643,-124.37550057991618,205.5570658131006,0
Muslim,Asian,Bisexual,Widowed,59.53708547089881,-99.52543666526965,E,13.246741900642004,C,B,63.279765021489055,B,D,227.72685292477215,54.79855828780359,-58.7257440502656,0
None,Other,Other,Widowed,-35.57138678980805,-58.237734365752104,B,30.347748426422562,A,B,-13.959097138725424,E,C,-9.621607510827824,-25.799269974970297,-29.955336984348275,0
Hindu,Black,Bisexual,Married,-86.57596350113543,131.38339304325336,D,-111.14309371785689,D,D,11.68874619922406,C,B,-166.12185332247478,-36.35126306056769,256.9693906572169,1
None,Hispanic,Homosexual,Widowed,-89.1655392093981,-55.398634066658246,C,55.47805318623965,E,E,-15.738756170441249,A,B,-144.52637696790595,-96.65868469442597,13.572828087006613,0
Muslim,Other,Heterosexual,Divorced,-103.05890996685095,26.119416492792602,A,-101.21199985889335,C,E,107.81351284257073,D,D,32.157348308425085,-88.38923281803949,-150.05939435152527,0
Hindu,Asian,Other,Divorced,180.0516583975169,57.90164684858462,D,23.65217667643783,E,D,115.30480626140019,D,A,130.65821744857197,-20.428040907025462,116.52855326654145,0
Christian,African American,Homosexual,Divorced,180.40731461971652,43.9025866971844,E,-42.83083733239603,A,B,-151.0981164520395,B,E,53.63192223030199,88.00421749936405,-167.72627546571505,1
None,Other,Other,Widowed,10.17155925608994,-48.461500994359746,C,1.03018746264087,C,D,-39.528450249062,A,C,-34.93761013907224,25.32633877513947,42.90816028458636,0
Hindu,Hispanic,Homosexual,Married,-6.200428410439965,34.54789295084381,B,-19.643169097140802,C,B,24.620166219917643,B,B,-83.74694575211721,4.929658747658425,-13.648641856823247,1
Buddhist,White,Bisexual,Divorced,123.77834887428199,-98.63137413288123,C,-3.4193208391014593,D,B,-128.37914023523612,D,D,40.8719039989893,77.83738018959963,46.62358566364834,1
Jewish,Asian,Heterosexual,Married,17.192066462731088,-147.56060196014548,B,11.333356079091548,A,E,-33.60162110870471,D,E,-39.810900324071845,50.24925346919381,-38.826228000908365,1
Christian,Other,Bisexual,Married,-90.3937220650821,4.792715950334985,B,45.5247001146898,C,A,83.5915818958894,E,D,32.26525773871578,83.21795579018669,-63.13221675958638,1
Buddhist,Hispanic,Homosexual,Divorced,99.96914073851465,142.4167984759362,C,100.92235523132753,A,D,-15.760861241525287,A,E,46.16094141106596,-157.38767211672356,-91.61965740059054,1
Christian,Other,Homosexual,Married,-45.89130588945341,-36.135652336191384,E,126.02434599589232,E,D,71.84341759687084,C,C,37.96385131582632,70.28822393081569,-30.03258601886471,1
Buddhist,Black,Homosexual,Divorced,13.02067176778424,-51.555475794763005,C,154.44921699701612,D,E,-245.6475127140012,C,D,18.481532072869737,2.775162609856893,-172.44555722064223,0
Buddhist,Asian,Heterosexual,Married,-50.196703548975464,101.46613542193619,A,-80.11822472828872,E,E,79.87863789271611,D,C,-35.88825916255688,54.72964118304273,135.8850307468956,1
None,African American,Other,Single,-74.79175867757638,-59.82475191055593,A,-277.2027958263186,B,E,17.600338587062243,A,E,59.148450166998614,-164.69763505521965,111.21286322918782,1
Christian,White,Heterosexual,Widowed,39.10057394525216,-54.19247729295883,E,-171.3125234899877,C,A,120.38441223587859,B,B,-28.09323538569735,-1.283502517118609,-24.910619267374805,0
Christian,Other,Heterosexual,Married,54.41902626380365,-48.148125661534145,B,80.12538787656794,A,C,-35.729284864451294,A,B,-26.329011637275173,74.209030630701,-100.89631663214288,0
Jewish,African American,Other,Divorced,76.71328487312495,160.16965052127878,B,-161.56170515229854,D,C,183.3254259313237,E,D,-19.28491378607562,-30.02340144687364,37.818513629746256,1
Jewish,African American,Bisexual,Married,-28.922117025324525,74.66556584630406,A,57.46961359238079,A,B,25.71026279991403,A,E,40.95085131223878,40.91062935705331,-40.53007085093901,1
Jewish,Black,Bisexual,Divorced,78.83981228953057,128.77114700448857,E,12.604022286372965,A,E,85.81052362822538,A,B,-73.1757028113975,27.4685443277099,-11.575391463868227,0
Other,African American,Bisexual,Married,44.763957723852,-52.52755286760213,B,154.9787802164451,E,D,192.30327484215377,C,B,-4.742938204301583,68.38189840449296,22.45552411633325,0
Other,Hispanic,Bisexual,Widowed,-59.51314531867001,-171.14877418517466,D,-24.650232266357396,B,C,-36.08999505941103,D,C,128.89696715040407,-61.64527282129833,-6.231359484500974,1
Jewish,Asian,Bisexual,Married,67.054768082685,60.17014778843996,D,22.18522473801019,D,C,89.65210216231357,A,C,-59.74521427816295,-55.302269987999765,-35.37221450702897,1
Christian,Black,Bisexual,Married,-104.969653979349,-6.338336385313551,A,29.00300527571018,B,C,103.97325782842688,A,C,-47.3767651415952,-142.57515728258673,24.15403557394283,1
Jewish,African American,Heterosexual,Widowed,5.775050504675089,3.2821010145630756,A,-42.93610462720665,A,C,38.399659506031,D,B,56.76085426702997,-71.65061410849425,-103.34794673877543,0
Buddhist,Asian,Bisexual,Married,-131.43779493090065,-66.88909457319583,C,18.576989455161158,A,E,164.22681268991053,B,A,-60.19200104422953,169.8021469289969,-23.237338593310238,0
Hindu,White,Heterosexual,Married,78.22761983713562,-185.26142850559,B,55.59791500125514,E,D,-86.49955816142072,B,D,-9.407368328192051,83.4538661522278,128.09915547286852,0
Hindu,Asian,Homosexual,Widowed,153.00446654045103,29.25175678719333,D,31.918648915100917,B,D,-8.129839468965262,C,E,140.99917151103458,-70.34015595616364,41.466657252275354,1
None,Black,Bisexual,Married,188.2709637988108,-48.697577651131326,E,-74.33478392976356,B,D,-183.85886834567458,C,D,-112.9756337509003,147.92000607289103,40.61928197142525,0
Hindu,Asian,Other,Married,129.7047332381113,173.47250556424248,C,-66.05127581877433,A,C,59.6315642574539,A,C,-82.4090092527449,59.875765824310754,-129.54334000370972,1
Hindu,Black,Bisexual,Married,180.6023176458638,28.50111086468285,A,136.12860143436507,D,C,-18.08911729047113,C,C,-48.616946485669295,-32.34632150320796,-141.19616542489263,1
None,Hispanic,Other,Divorced,-62.35632039510578,-111.76518919395231,B,-209.0598693396524,E,A,-203.56248357633802,E,B,-10.385582041576306,-202.672121155409,-21.479084073580548,1
Muslim,Hispanic,Heterosexual,Widowed,-239.1507187260939,64.8876049261906,C,31.51843828826947,B,D,93.86752224714554,B,C,63.459550088098084,15.538483513048751,-182.88514616573116,0
Other,Hispanic,Heterosexual,Married,-166.97493189942335,189.76214884277286,A,189.1235384351609,C,E,66.56674310053424,D,B,43.849576714124275,-38.785661306917554,18.66847663778028,1
None,Black,Homosexual,Married,10.281508204406,-82.40760053214963,B,132.1283763244236,C,D,157.4035176153548,C,C,-81.39332381715195,37.75515215414253,-163.61652046082412,0
None,Hispanic,Heterosexual,Divorced,-61.15585227984156,147.1355632826543,E,-6.96993564648046,E,E,57.883287566894694,A,B,58.82622335202722,-13.956102303692136,-138.82039765564608,0
Muslim,White,Bisexual,Single,5.973451909185034,127.97996209358689,A,-216.787403267601,C,A,-167.62651092606342,A,B,92.42830541612308,-148.3971299821082,-129.5566095688028,1
Jewish,African American,Bisexual,Widowed,-156.48065811868847,38.327860480291726,C,-143.34858716873188,C,E,19.18891110135704,A,B,14.055145151257578,-116.69545271824393,-103.92971014390397,1
Christian,Black,Bisexual,Single,-10.599689856725485,40.493566280022655,B,-90.83821556724524,E,E,-27.886265265867706,B,D,150.58149247425834,-128.69705046547708,57.74310582584037,0
Muslim,African American,Homosexual,Single,-35.281879687923364,-32.75101409464203,D,-55.49147655087311,E,B,-42.50732755583906,A,E,110.63596803328284,-104.69168537923339,47.25706617716639,1
Jewish,Asian,Homosexual,Divorced,34.187125568343625,35.8463648798005,C,-131.04999485249724,E,E,-94.84685436360886,E,E,71.18802183828448,-97.8872865439952,-135.95404492776674,1
Buddhist,Hispanic,Other,Divorced,175.18067010820755,73.965039007682,D,-120.70682613202024,B,D,-121.34520169479863,C,D,68.17407900961796,-83.88539783806762,-173.02928735907335,1
Hindu,Black,Other,Widowed,72.82758977478976,5.856026516214068,C,152.69119600685468,D,E,138.84666631582166,A,B,-95.2984715737503,-54.41107609494906,21.377051680512942,0
Buddhist,Hispanic,Heterosexual,Married,-18.950437603800804,-13.009362569433641,C,91.6922445467673,A,C,174.1077787035397,D,B,-31.52125104032026,-18.7070354432966,152.2744203155458,1
Christian,Other,Homosexual,Widowed,88.69009371671322,-62.82640908206353,C,-61.74838925143925,C,B,-76.65716980678742,C,E,-2.365167077252498,16.49575926029598,75.67394516234114,0
Jewish,African American,Bisexual,Single,86.80399686727864,76.12974378248943,A,82.74304446006673,D,B,135.18032948445503,B,E,86.9806594649049,-3.68716756414185,-149.8881533812434,1
Muslim,Asian,Other,Single,-90.02713351010794,-59.83903319376355,E,-46.170484447800355,D,E,57.526439615593446,A,C,-40.012825054763326,-32.3192027011409,-109.13174328686033,1
Muslim,African American,Bisexual,Widowed,53.8260700522192,-54.37791686065109,A,68.36820810714379,C,D,21.157595205766622,C,A,-49.95836954402406,33.58120322042654,-141.8827389292973,0
Hindu,Asian,Homosexual,Divorced,190.75356725573522,-151.7763898079931,B,34.557180608598834,C,E,280.5519655023877,C,C,-0.6709125518658112,-202.095103784978,20.562325724498983,0
Buddhist,Hispanic,Homosexual,Divorced,-24.65070947139603,-38.82915853841188,D,9.211323827006188,D,B,282.3949554396044,C,B,87.17542798487379,109.6795057253906,18.536950705840564,0
Muslim,African American,Bisexual,Married,121.24110223321556,-31.216384922754138,E,92.54950247524305,C,A,5.951651226597347,D,A,-95.99651820965599,-88.54935361576575,62.25142812706997,0
Christian,Hispanic,Homosexual,Married,59.56492279330973,-64.84945271952925,B,37.14379472231619,B,C,35.579144877587574,E,D,44.29508947272474,-2.109144169447621,25.729177474293856,1
Christian,Asian,Heterosexual,Married,-44.240498910875345,46.389157409589274,C,147.41992490694577,B,E,214.8492291204636,D,A,-152.29464936342302,-87.15666372535158,-154.81779620975504,1
Christian,White,Heterosexual,Single,-81.06941990901326,45.62789128364072,D,114.70366852235682,D,C,-130.46853301599504,E,C,-67.37585132690369,-124.65782647984696,-194.85323846468887,1
Jewish,Asian,Bisexual,Divorced,-39.778263743512184,7.562747695755815,D,45.92220711356649,C,C,-15.9382297488873,C,D,167.43970331314134,-142.3021251639022,-111.62355330671281,1
Christian,Asian,Other,Single,129.52760917487055,33.17132141195611,E,195.26193291433688,E,D,-185.60219017598703,E,E,-83.33379135041143,-118.44919282794666,158.5539664158714,0
Jewish,Hispanic,Bisexual,Divorced,-46.37080036035064,-37.47324508271205,B,-91.36599564359338,D,B,40.88385532558556,E,D,-90.7160425951256,-15.591134039149843,-103.16004732018023,0
Buddhist,African American,Homosexual,Married,88.23993765088186,96.1725321137837,D,55.2402177562602,E,A,-26.197487359636877,C,A,-9.382710277218886,-180.35934715519502,-92.57045174213248,1
Buddhist,Hispanic,Homosexual,Married,2.922558525653353,-150.2056673537829,E,78.54364683757056,C,D,-24.654598897882607,D,D,304.67439912759727,-83.71501499605215,-17.714363114389776,0
Muslim,Black,Heterosexual,Single,42.463107220033855,-170.90242990645405,E,-293.6964255112107,D,E,45.046755056911564,C,B,111.303916105654,7.367765969185348,-1.2416371550404992,0
Christian,Asian,Heterosexual,Widowed,-9.905992060292283,-5.355549238135426,C,98.0964587639624,A,D,28.218311917080847,C,B,37.381900889698635,206.38698380280377,-107.7042798852208,0
Jewish,White,Homosexual,Widowed,9.265613872088636,-144.09695307993067,B,4.987360810889941,C,A,-108.68248107713836,D,A,30.907818983358776,-96.81290101997861,-3.901154671930187,1
Buddhist,Hispanic,Bisexual,Widowed,-42.731996525412,74.10672431386288,D,209.41219059577486,C,C,47.357641759939526,D,B,38.03470385857112,71.53535246464237,-103.78560825504961,0
Buddhist,Hispanic,Other,Married,73.06897053215661,21.500935411300784,E,-2.001503324756137,E,A,84.68324135681615,D,A,91.57776225438826,23.83076628401433,16.390536763832202,1
