nationality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,target
Other,-38.26716074186365,D,72.91457634452338,E,72.23342479436972,19.490620473290864,E,D,-157.72930297732805,1
China,-23.235603223163885,D,-201.18781620393852,A,-185.3680824305925,-34.99910443478629,B,B,-69.32681213795094,1
UK,290.58549428371896,C,-79.8782472594555,D,-29.48588731962681,34.22579070948683,D,C,-13.005457845013954,0
UK,67.18998857289455,C,-153.40181442922537,E,-117.78053854342308,94.41807751137917,C,A,6.321707541208274,1
Mexico,-143.4899013308245,A,-144.86300883512854,B,-20.323352515756678,-206.98664195072678,B,A,-162.50000341412795,1
Mexico,-68.14993827619573,D,-15.332380631410524,D,108.74619811129081,147.93904595566838,E,A,-52.54336850035105,0
India,13.048690001302795,E,-25.934033244492415,B,-33.05492874095631,-66.53668423150597,E,A,-150.51102250200975,0
Mexico,-30.14235027867628,C,171.55262057274672,A,6.580878818870857,-115.90109616330719,D,B,-129.52204420789354,1
Germany,89.52131494483147,D,112.2311207301371,E,8.960320681043346,93.69672585551703,E,D,67.3229518493804,0
India,-106.56632454903017,B,77.60687100696477,A,-176.91951701013102,24.196016039133035,E,A,-88.66769392947134,1
India,-44.48564345349275,A,70.84276734007095,A,-45.523215921681356,6.211182675098061,C,B,-12.339683207286384,0
Mexico,39.931519623323005,A,-91.07175802119818,B,-156.58796727118877,-42.09451198835082,B,D,-99.22655831069717,1
Other,-33.13717729843334,C,-26.538692337916974,C,94.51360573920024,7.611302524357888,A,C,101.81523091463154,0
Brazil,-35.51931424370091,E,22.75356227119137,E,-233.88456831778473,-197.69779487709906,B,E,-151.5970723035124,1
US,-174.29182166505203,A,-33.12087928949388,E,125.21519719123513,80.4947852138173,D,A,-199.6954585143159,1
Germany,44.81957852038763,A,150.12365843013907,D,-103.13644605656087,-60.68606974241083,D,B,36.929733770429245,1
Brazil,61.61288648255232,B,-46.372380072395686,E,-69.63015164972572,100.26620782057529,B,D,-92.8865491927237,1
Brazil,-23.406060988649678,D,-191.81910071647664,D,-13.550555264079717,-70.83474641114219,D,A,19.617345656449032,1
UK,16.72544233993332,B,-135.13830392341063,C,80.60354874671162,32.140698681701416,D,C,91.33743560258974,0
Mexico,-8.058842170793715,B,2.005729980072171,D,84.8898513890556,51.179485574294844,B,E,71.70748676506227,0
US,-30.260436770887434,E,157.2851037989166,A,-25.427545395639406,30.53362458864593,B,A,-92.72002983441614,0
China,7.840898563323042,E,42.02990912767408,B,96.62370719582646,250.34859457546713,A,B,7.526701410484554,1
China,123.73635545334263,B,226.1950677148107,A,-119.03078841935991,119.50521477542115,E,A,68.35007256741486,0
Mexico,-64.0398599096771,E,-17.553193399888592,A,-170.80083191991298,75.64948839517164,D,E,-26.304732318431157,0
India,-65.1535031504808,D,18.89618550441252,E,8.74681644479674,35.672641734515466,A,C,-59.77446745794565,1
Other,26.153601612580513,A,203.303409092829,B,39.64858066096731,-128.29970622165683,C,E,35.48989926878587,0
China,-78.96247718231685,A,28.217805745445894,E,125.87068573915418,21.655119544039188,A,A,16.245340322562765,0
US,-230.9818909343384,A,-17.164780134070426,B,33.93017177868355,89.23191823159722,A,D,51.57954605887942,0
Mexico,52.242266595962626,A,14.20143350379329,A,-114.78561823587219,-90.90100293579778,E,C,96.73375048506561,1
Brazil,-177.82905243826872,D,-17.87489126180247,E,-25.87764662169498,63.12361371348,E,D,97.62983768606662,0
Germany,118.0447336890307,B,-143.30302547119638,C,162.89380987457338,75.91184748837124,A,E,-64.23340159739574,1
UK,121.65742565216726,D,70.67652286271512,E,-60.29874313465069,80.6798362827241,D,B,-1.1355613875685324,1
Other,139.96662617207798,A,91.82329820282624,A,241.1659548700766,85.06968403888322,C,D,99.53703016070895,0
Mexico,-133.27540462183416,D,-14.082828956052095,B,-147.74723061105144,-65.90436554294904,B,E,63.28390111935628,0
Mexico,-185.4760969762195,C,190.0927686690003,B,-245.8240486478756,-29.753294385689227,E,D,-113.90933737281152,1
US,-27.594763855613813,A,-112.84753415878816,C,-103.72375974400802,87.27085564985451,D,B,-71.42374690483723,0
UK,36.36293175683541,C,248.86112284736944,A,72.69487389984778,12.574292621157968,A,B,-6.6662960186867615,0
Brazil,208.6048245223227,C,-115.97009132952938,A,-116.83955443220162,-66.26307146011106,E,D,-62.41544257097286,1
Mexico,32.961045465379954,D,189.67431504511543,D,-0.1892684301479044,-49.62499883100258,A,C,-27.81270540952821,0
India,108.58757019624016,C,71.64371199520514,C,175.41403602289353,-106.97101325518756,C,E,52.052311352411294,0
China,22.71991097022747,B,149.1342756467925,E,-99.96337977406745,116.92545268662822,C,D,60.010288999905704,1
Brazil,90.98405437319327,E,66.73691211884079,C,-81.30241412788351,-109.6151224882043,A,A,-101.71277387212658,1
Mexico,-18.73821715661949,E,-178.4880233214374,B,138.94409785471845,-88.66687131587895,B,E,-79.64258772447135,1
Germany,69.83415044973043,E,-59.25378544366438,D,58.79529165070745,-24.80701247524264,B,C,49.74396308502984,0
Mexico,-140.02958431461923,C,-110.49452755597655,E,117.5035753305598,191.3004454306949,E,C,-264.35826902874686,0
China,-99.51374362078175,C,-118.32924115529589,D,-22.472552056831365,71.41160890672778,B,A,-211.17982872698363,1
Other,41.61376240054304,E,-172.88181176415586,C,-110.99098603753082,132.58990913013778,B,B,65.95983887900431,1
UK,131.11047724530948,A,-8.96228131678624,B,74.23138590938294,-123.66063966047783,E,E,-30.305310708699107,0
Mexico,-105.66789807683412,B,12.497659016243547,D,109.7816670113815,-64.03333458952332,A,A,-9.225078545602956,1
Brazil,-17.642988840267325,C,38.970102364506296,C,-131.10340814546183,-7.301355921460506,A,C,-58.122920208701366,0
Mexico,36.22300229690355,A,-151.2053774230405,B,-66.02505143973684,166.0629026232472,E,B,-29.503104022487854,0
China,-77.7644900537062,D,71.52188509823168,B,152.53462321845765,-145.02440707606604,B,B,-164.02767225305683,1
China,144.51770797229815,E,177.3826890233567,A,-124.62707396728914,-20.052221965301793,D,B,-159.94741161939837,1
Other,36.24216490390499,D,-108.56920528207432,C,190.75941404606448,-72.60047224864114,C,B,-31.025455471976553,1
Brazil,7.932050706663056,B,-14.106684921048718,E,22.845175998967267,-118.68447044279384,B,C,159.67352436458788,1
China,-140.18772736064363,B,129.33951026465056,B,25.183648586083184,27.666371715249756,C,A,43.349468174335186,0
India,9.590902810233237,B,-163.64780257942027,C,-30.633149670250315,-157.77604123771638,E,C,-64.40272752085998,1
India,-50.41694719483086,C,26.53603149030111,D,14.31546853239044,63.732806833386235,C,E,-26.49357844468902,1
US,55.42451706603886,C,-24.37212121725995,B,-76.76782061476086,86.88068558687404,A,B,96.33874118803124,0
China,-41.28394378145443,A,91.59980629372258,D,136.0262624119576,-4.824939905418177,E,E,-45.717957815928095,1
Brazil,-4.352020801222741,B,108.48923200831406,A,-28.832045883787206,-9.446585426751293,C,C,-5.705958425000317,1
US,-29.9645080822022,C,-204.28405452702782,B,-12.75390156456645,-54.81097706630088,B,B,38.74684374514614,0
UK,-28.849791791854095,D,102.2347501843328,B,90.6560040482226,-3.722806469435308,C,D,108.04034347275329,1
UK,-153.46873076467259,B,83.33766282636506,C,-72.16159751605527,-38.06304739808432,B,E,205.6714367273722,0
Other,-39.64378742051688,B,80.20368770274597,E,-146.34359747022384,1.1554335935664488,A,E,40.96042912337876,1
Other,44.51087501914755,A,60.765071728642425,B,14.271238886699834,86.81355490968167,D,C,99.96208090806626,0
Germany,49.12013453575555,E,-227.1921308272208,E,-73.26592474868619,61.12094675609403,C,E,71.18838542777826,0
India,-98.75697899781757,C,118.60129351703925,A,48.108774364462356,146.43817205433947,B,B,-240.68842841759778,0
India,-62.23401829322685,C,-2.522145867057783,C,-92.93585025193104,-92.17137595839631,A,E,118.17931123189729,1
Brazil,-70.27270988654291,D,55.19192385592542,D,-86.04850131094352,-137.3329872308687,A,D,11.886995765014467,0
Germany,1.5938192147054968,E,-66.34217058795305,E,-39.0448100694788,94.97136911433498,C,C,-234.88729646341548,0
Germany,121.39495484852472,D,109.3579732462317,C,-47.795608451413194,-343.7656636955662,C,C,55.76775621287753,1
Germany,-158.72173236756336,A,-115.45642987653137,A,-108.9689490354294,-103.32839383938473,D,D,-18.5305383253755,1
India,-170.11015288104528,C,124.71961830951435,D,88.11302357659127,-155.44674704436073,C,A,79.37417972140851,1
China,14.255650105013315,D,56.220486137039785,D,64.39810515464598,174.51705199049695,A,E,0.24761671542868946,1
Mexico,127.83968117600679,C,-23.458775169234087,D,60.49221106979654,146.32810866629066,C,A,159.17270709383277,1
US,34.06984686159116,B,-8.496759068055272,E,32.760645215676995,40.359030923191,C,B,39.1422761685146,1
UK,-157.40215117213216,D,83.20928431038612,A,-94.52473158191003,71.95106499084605,D,C,228.28672229754318,1
Brazil,22.550102504148896,D,50.630341404720966,A,72.23451479592818,-0.3520491212653239,E,B,89.0962952368989,0
Mexico,165.6185614330357,D,25.12542224986728,A,56.01427965245642,-3.5706287895663595,D,C,-61.71233833927613,0
China,235.33455429601688,D,46.791871094234075,B,66.39410437133331,170.43447511178528,D,D,22.557156101784457,0
China,-140.02414128880557,E,29.405157601620065,E,147.7721146181489,-48.757657499762594,A,C,-44.633751996052304,1
Other,-69.53032137377,A,-7.517490310799854,D,-88.11196740155702,11.671001037635325,C,C,19.61267395551538,1
Germany,-19.216911708652912,E,16.71620165633479,A,134.1974192693386,29.221885011916953,B,E,16.256504668952058,0
Germany,54.87327171342624,E,39.34725352512218,B,163.5061810136252,-4.491569428777602,D,A,64.1934637798771,1
US,-6.00876664752313,B,190.91379015934655,A,145.9324090587544,-305.73124205083445,C,E,45.42703623070196,1
China,-1.1159398327083536,E,-25.732369681142252,D,52.28488522852849,-129.42500927229628,D,C,-94.51437442200074,1
Germany,220.4918141872489,E,-3.004444237216675,D,-187.27816424789594,142.04895441147673,C,A,-98.72317217452095,1
Mexico,-115.22068601604165,A,247.76094462432562,B,252.05408752363408,99.88378298711066,B,C,-53.072236426404174,1
Mexico,-115.7559808600522,B,34.81322481442069,E,-170.30179392352034,110.51492266595069,D,D,-88.96460767664779,0
US,-130.81169612516393,B,-36.875709247696115,A,-120.13982437178382,-19.106598039800744,C,C,4.188548440846184,1
India,-66.92490758179278,B,-72.48442628940978,B,-209.98548734106603,16.829888203590585,B,D,-97.33239301084524,0
India,-10.1914006422062,A,34.14699339993661,C,-171.29812719397145,-72.15527865381264,D,B,-57.65218258163595,1
China,-190.0003400794119,A,-46.38105572815595,A,-6.074188289977168,-73.31210252489284,B,B,-8.903556224028371,1
China,196.7392288216791,B,155.36842175285824,D,15.910176958232396,80.3370194841073,A,B,7.370112114681536,1
China,133.7610753719638,C,-51.60491812232601,B,-13.708809319763263,108.46073539996868,D,B,-34.398077680632596,1
Mexico,-134.43274388976175,C,19.144531239689158,B,74.07389152330256,111.43523352946822,B,C,-67.08039452758364,0
India,108.08816748300913,E,-98.91804350990596,D,50.63009297723619,-84.19348334340252,E,A,139.42342768070432,0
Brazil,-47.070131717930984,C,-97.41165596143917,D,73.60858760098367,150.05911950355832,E,A,111.4731133823104,1
Mexico,91.0105507515471,C,-52.042708406405765,E,3.1361977694611562,-115.91200836938955,C,D,102.26330530284464,1
Brazil,-87.55147922869926,E,-127.50769626450338,D,-2.3525325201350893,-7.066624766499688,C,C,-175.01359818888656,1
Other,79.13228219869907,E,100.98436992011237,D,-26.07298934854223,223.39323205692358,B,D,30.791105658687464,0
UK,-102.18849220396041,A,22.02730050719578,C,107.04304323349704,92.86733657180389,B,C,129.5082299544518,1
China,154.00164329716313,B,-45.98595480994414,E,-45.95647278801545,-54.84066712475354,E,B,29.961234521223286,1
Mexico,-94.53687468507565,B,46.10007048123296,C,97.51244392228587,-38.76752330601872,D,A,12.024831084909106,0
Other,-74.05200496257461,B,41.54492247448644,C,-37.6325133814505,77.14601007650427,A,B,114.15717226820657,0
UK,-99.00971818490179,C,-64.78828923592317,D,120.799283817658,-157.19398952889722,A,C,108.84924702225753,1
Mexico,112.97359475321885,A,63.71424499754151,C,-40.6903344273864,46.02557199163895,A,A,-23.552345481573802,0
Mexico,32.40476651452566,C,-44.81992982288966,B,-99.82522771717936,-148.970719044854,B,B,251.02326415884218,0
China,2.819868432616031,D,-126.6170636480228,B,-97.89283607585281,-87.33332492267247,C,C,83.84102857593932,0
Germany,86.66791768899039,D,-40.48248482123625,D,16.393886260889452,63.92782835240809,A,E,200.34289759886815,0
US,-103.95355660861935,E,41.97793326280623,A,-19.62008640336305,-14.710270689663684,B,B,-2.9371482689489143,1
UK,-98.69043623252122,D,-7.045391380747748,D,19.98618963454032,-98.49522146836829,D,A,166.4427076956139,0
Brazil,-201.75162953457973,B,121.1659948346397,D,-200.6718379710115,41.2303680336044,E,C,33.52609918189329,0
China,118.1962906403517,B,-121.11483809269619,B,111.12655369576471,-92.72557591503904,A,C,-40.97139314124219,0
Other,124.69223449676869,C,181.09213038646106,D,-101.26538245338925,75.83450453843749,B,E,118.20485051768867,0
Brazil,-37.317131976867245,E,173.90746868843172,E,16.2719406310412,-81.20588122888563,E,A,-130.8665629233955,1
Other,-148.68062186787338,C,-39.5338593513013,B,-100.54225375262331,-128.37660637320744,C,E,93.3352959528576,1
Germany,214.13102301156493,A,-8.592209665990726,D,16.79935456920721,-55.393709436579016,B,D,-157.28696199306535,1
Germany,-81.2471966709111,D,58.921353949574616,A,36.66214736173517,-19.207335459721296,A,E,51.73807765876498,1
Mexico,200.96829000764268,B,-17.58854254707665,C,-74.0583671553862,239.7700066079717,C,B,-17.33920207290824,1
Mexico,1.3764855862341756,A,-70.77178284491914,D,-47.22209491225138,216.5433584504027,C,C,5.725713044490734,1
China,-54.45988517411244,B,11.388526569218287,A,6.1242677259653835,143.1074553593284,D,A,-144.58697721438537,0
India,35.288498348822046,D,70.29062197698079,A,-78.03696757149038,-29.145221669707915,E,D,94.5783127320644,0
China,-37.10961369974337,A,75.70622597489788,E,-21.95256200094678,-51.526817566427574,E,B,38.5448923225349,1
Germany,40.76622609766333,D,-90.25318323858961,E,-159.6558323613835,87.89326048991238,E,C,-61.961046612415984,1
US,-132.9868835908436,D,-30.10978468016171,B,-131.00226891416045,112.03632354145641,A,C,-194.5494063577468,1
India,21.144133704157397,A,1.2379198868675512,D,-125.1627052364787,-206.73414271767948,C,C,-58.76850417582355,0
India,-75.1159847817881,E,10.661121834015438,E,187.7349580033783,102.60204157012123,A,A,121.60319380007853,1
Other,52.17269894407907,B,-83.15791322662254,C,78.0342560278353,42.59678607736149,A,C,-180.35663414461857,0
India,148.4641588062434,D,20.71217171225129,A,40.696544773438006,19.73421879409548,A,A,-60.96866048096457,0
Mexico,53.301478013479766,C,24.502573358393047,A,-174.66593743826098,-16.389723950475553,D,C,-88.65704688423956,1
India,127.17932280175104,A,10.450247035865722,D,-40.172914707486605,139.83539081876762,A,D,94.05010430500298,0
India,-24.00128724604761,C,-127.94826165564943,C,147.52284537870716,-75.89213818317346,B,B,61.47858658856749,0
China,163.1468651357388,E,-221.6873608915252,A,-25.227431400448232,112.60426960479712,E,C,12.868829826842523,1
US,38.515694818187214,B,-53.71916992834951,A,-20.251154084295376,183.0660374736131,E,A,-61.68947205364793,0
UK,93.6941680077926,B,-75.35345992144347,B,26.994382964731546,125.63610742756384,E,A,98.3791483708286,0
Other,21.95623600014396,D,-152.02173865729628,E,-87.56184603905565,17.13961598453256,A,B,-83.56930449785168,0
Other,92.21038114401135,D,136.87544539687872,C,185.88835411796222,-96.3523613688687,C,E,13.487589475781078,0
Germany,226.80034042203897,E,20.367185220740787,D,3.1239179337884373,-115.38389997741622,A,B,-64.13710711727248,1
Mexico,-182.24068839004093,A,146.31910840405098,A,34.680034682947515,34.691375882344246,E,C,-21.246276520156325,0
Other,-60.791738031138465,D,37.80637316524235,A,176.65117666200769,-15.637651038474829,C,D,26.982546858574512,1
India,70.40711492723389,D,-150.92180965621887,B,156.42232214206064,113.71417592999538,B,A,-125.47495559319735,0
Brazil,77.78465903938093,C,159.37156567899598,C,-19.21420739721909,150.29224362570167,E,E,-18.265367340489654,0
Germany,139.32044159506404,D,-7.507360167461464,A,-147.4752567421531,30.29765774349937,D,D,-29.963734411390508,1
Mexico,19.92959352529324,E,-26.055909928090593,D,93.44727951335075,78.52365503107063,D,E,55.53641345678278,0
Germany,222.94916779736917,A,-49.203145454755315,A,-86.34282921553653,91.32990483882651,D,D,-72.35988762058294,1
UK,-108.44013453119817,B,-115.11185392664885,A,243.9391913996405,94.36683852167663,B,A,61.40267888502318,1
UK,47.42323919111405,E,15.02747263276532,A,-260.2468768902024,-98.36781368183868,D,B,-66.83220918815819,1
China,35.81567334348845,A,124.32036989423247,E,-141.04987586374128,303.83776334034934,A,D,103.5948694073622,0
UK,-97.74239675386593,E,-95.33798439405966,A,-76.28201425238957,36.92652454292203,C,E,-176.2387895893654,1
India,159.37292160188935,D,-112.67594401141923,C,47.6946542778628,-190.1766427087629,E,C,58.88080819632313,1
China,-54.17524247326651,E,121.43976107786702,E,-118.6858560547426,143.59023087506316,E,B,-1.3231161636583513,0
Mexico,-211.64451195464653,D,-42.68845082518939,D,-6.821602407889217,87.50323451710068,C,A,83.00411012517861,0
China,-98.87634565410906,C,-124.45740470141129,A,8.374176610629007,103.08752904949485,E,D,-38.1056833353856,0
India,99.87076585954416,A,-118.87000650864594,D,62.12243648228187,-171.12225378398637,A,C,-133.66092229478448,1
Mexico,162.1070440798488,C,-15.096315243938413,E,72.58068028592287,-65.70184138224681,B,B,-147.05232551247335,1
US,11.45860007282832,C,79.50610430743926,B,105.53070945228464,152.67429795677478,E,D,-20.450566671443024,0
US,74.84824124660557,B,99.71879977035155,D,-47.220943823702946,15.104048036733783,A,D,-14.044181433899428,0
India,-103.11147469147888,D,57.62966885486388,A,-91.62313647559571,-75.93069111283381,E,B,7.129040301265244,1
Other,-4.596421818975421,B,-28.437415503026497,B,61.19130582599321,-98.52697584144163,E,A,-43.442885271343684,1
China,-53.40130431646375,E,-97.65625339716453,D,-143.77270708138764,-208.38100166220568,C,B,51.218638089936604,0
Other,49.671914999187095,D,-18.765584930771464,D,-29.871160434147185,26.061793574002568,D,B,-96.62989130499777,1
Mexico,-81.70823137940403,D,56.42254112940152,E,130.23538474406857,-82.1450944770613,A,C,92.12413809519586,1
UK,32.51462402999506,E,-128.833266796255,A,7.910568108204102,112.59266934720569,C,C,45.695810822030474,0
China,80.28396298358213,C,-62.93817054693993,B,66.35840725162066,51.43046709749427,D,E,-115.65688621593738,0
Other,-32.03581724005851,B,-74.9690448093289,B,-87.70350260127296,-75.55417973712089,A,D,7.070464552099939,1
US,-25.03728031491309,C,-312.6218041145743,E,154.8372512960567,-107.83099533356429,E,E,145.60470477003796,1
Brazil,-112.82011853835586,B,-50.35135131973924,A,-64.60254806357784,-89.16147221866176,A,D,42.28341394760209,1
Other,-165.28854614580567,A,37.51877104213075,E,-128.794895118159,-185.53684042685913,D,C,-78.381945629421,0
India,-5.792394010368806,C,-62.14055658249398,D,-5.752523924782878,124.86100955292403,D,A,13.365943780063539,0
Mexico,108.5619997375894,D,-93.21098593023748,E,7.781704908983958,195.09780602013,A,B,-19.330420519595943,0
Brazil,42.44719803360791,E,-84.61927494748767,D,-50.530987209530274,242.37784033796257,D,C,51.612018930799266,0
UK,-161.18402320220355,B,198.80335331437973,C,145.74837424626756,-161.92586061024898,B,B,25.53225900273907,1
Other,79.04899046828314,E,122.19641361385771,D,-11.840766568021495,-13.654222985574096,D,C,85.35696819079774,0
UK,33.6421028332452,B,33.18340361877689,E,49.46200215192635,-25.432539650111362,C,A,138.6086674442866,0
UK,-223.11044375239413,A,48.687280335227534,C,151.83071022120615,-20.273915126975673,A,D,-48.96435613111203,1
Brazil,92.78492635737781,B,43.523194581910985,C,-89.19285696156774,20.097022839944568,A,D,-34.59188658929852,1
India,123.86729062248598,B,-27.98244650324002,B,71.98239745012515,122.64153215419356,E,D,-134.6983451480891,1
UK,-91.79891174144873,C,-69.62550485116567,A,96.755182093249,-21.037473550868565,D,B,-9.289036697854417,1
China,-155.45379145736447,A,-30.279599810282292,A,-83.25705652163057,-46.14888736676631,B,A,58.76393729584024,1
Germany,-59.95503917186197,E,-168.0427947698488,B,-28.575280491432352,-9.086275914370594,A,D,14.224427450302347,1
China,-259.54561599284654,C,-31.474274950877845,D,-0.347070455212675,-148.0072815638332,A,A,-51.4231141922829,0
US,187.36381728953174,A,13.420499058734874,D,-204.320036698799,-41.384111726570296,B,B,-188.58347243091637,1
UK,-62.630767796275556,C,30.9588234677312,E,59.499348956430374,-67.1755898595056,D,C,-18.475988092009587,0
US,33.567376497490706,E,-116.7950708719524,C,-162.85402026232802,118.72423745468264,B,E,-97.46524011725205,1
China,-87.36729403814172,A,-122.51773539130255,D,-68.06146399962348,137.70120396606313,C,A,-150.3689955019404,1
Germany,272.2973893413525,E,-73.37331665149853,E,28.209568474088766,-23.715571810453632,B,A,-60.112359268070605,0
India,44.75531001411406,C,-96.59166016473682,B,-104.43376134811251,67.54888717064419,E,E,32.47027928744594,0
Brazil,-105.31665170385405,A,72.5219440773841,A,100.15752550061754,-133.77918278240153,A,C,167.0045445389473,1
India,-16.792972976920613,E,91.68925452572857,D,43.361704918930265,-46.540711220031454,B,C,-90.2750154508285,1
Brazil,171.55299561191964,B,-123.00469669324379,C,-187.88589827022716,117.46886726735255,B,B,-47.02834713771318,1
Germany,308.7338030876411,D,-6.036976684290922,C,138.9327074049897,155.6787704076953,B,E,-32.986544038697446,1
UK,-33.07650453130966,C,57.85243801765026,E,18.090818116881902,-178.72295502124345,D,C,-172.3737613930679,1
Germany,100.50342456536438,B,-4.720894750513661,E,-57.29054924643092,-10.402488671832335,A,A,-135.5546181154429,1
Germany,-114.623999913428,E,104.17045701390583,B,-69.78251167921853,-88.347940509678,C,A,-19.45301955319664,1
India,183.3802379023116,C,57.18504887947439,A,-44.03558750657976,0.04946836007878383,A,E,-47.27049664701002,1
Germany,148.99032974066074,B,20.465906984598135,A,-84.7605290146752,-120.2505146192627,C,E,-100.12690180556798,1
Other,-14.172582383847828,E,-55.98530945648673,C,65.83209520599246,-33.60901476034372,A,A,-136.84859005395035,1
Other,-193.7475201013162,A,203.65288727374775,D,-72.5342202384396,29.253203694176342,B,A,-0.4256477600594762,1
Brazil,156.23531131955036,E,-122.00722981228478,B,-130.2414661095462,32.803011235196564,B,A,7.6052558974579725,1
US,-40.38726084727467,A,29.755520277980786,D,-81.76369811479161,105.33905489989772,B,A,-149.96215592396786,1
China,31.857717867618053,E,-33.437551795529416,C,22.962216681382742,63.7464402439575,C,D,98.86683290065734,1
Other,158.81755487619895,B,135.51510500401437,B,41.77433904774903,100.10688816041005,D,C,73.24664943761798,0
China,-192.14281839689292,A,-97.03107639453548,B,123.15641269346962,18.332510084802667,B,A,66.355393356228,1
China,155.65283938633436,B,86.09353052843346,C,153.15306536237426,167.74227228262566,A,B,88.05737176473139,1
Germany,-69.81146912692087,B,-78.4170791482223,C,66.6417961815869,-76.08555712881557,D,E,-9.855390547273817,0
India,49.71433956122408,C,82.16117403545206,B,-91.41356499663263,-58.9247282254572,B,D,-138.14177808632462,1
Brazil,-48.551597711787345,A,158.1506527978979,C,-40.562816775036964,94.51357210337432,D,B,75.60337237312386,0
China,142.8210094973762,E,192.72394009483443,C,60.00742463230804,-99.46699828930039,B,D,32.469280258336816,0
Other,-85.6845443515561,A,-77.66553511459475,C,-86.54333581922592,89.97724580631538,B,D,99.16886310498,1
India,34.13525611350269,B,15.662915311805637,A,8.441465463849772,18.043280032124688,D,E,0.9665445468656197,0
Mexico,-63.26293992796694,D,103.78111336188205,B,105.2600158373861,-57.95203861374214,B,A,-56.20815899864673,1
India,-200.82352726303716,E,27.250214751944647,D,-85.9673608729999,-183.6146921602727,B,D,-44.722092274399515,0
Germany,51.94750812374426,D,-148.8701093559058,A,86.8817588939024,82.99811211291849,A,E,19.669528808119942,1
US,-143.65272145109472,A,107.11085178746131,E,-72.74486586261212,103.08288726329455,C,B,-73.40004228216873,1
Germany,-141.57455210682917,B,44.55279314378454,A,122.83086526119129,-74.38824188225827,A,C,-14.382953733719994,0
Other,-3.4121640630671317,A,144.0764760748747,C,70.44859386419283,18.466571050795103,A,A,-164.7976099780577,1
Brazil,123.76694568021611,C,58.1809112645353,E,-133.75804803509698,16.309890302133347,A,A,201.40297302960101,0
US,109.61612626799966,B,-57.458553770378465,E,78.49886450100475,25.11812022042991,B,A,32.44063678925879,0
US,37.876959234763746,C,-12.851467230802333,A,-6.965930109273367,-9.991237783595674,A,A,-1.045470010052299,0
US,-137.84300029357712,E,-110.77756580164757,B,7.5142621675161765,-136.86548023633193,A,C,34.447609678007254,0
Mexico,70.3220643599609,A,-145.06688332341665,B,-52.40812908355061,59.40926411838491,B,C,-8.075599013451267,0
Mexico,31.351283923255945,A,38.48089749945689,E,1.3903010372508084,95.65701716151813,C,D,6.877322920688171,1
China,-20.299417130737012,D,-7.815587695175416,E,-71.89704270176085,-20.61308189062989,C,B,-182.87590059660292,0
India,-102.36125565324494,B,-84.6841650178262,C,-44.45028236337315,-38.88837162111041,D,A,-153.8865411279433,0
Brazil,-88.98933876983915,E,154.10644970846684,C,13.324221221259695,-2.9175139581839606,A,D,-285.4542903419401,0
US,205.93132556746247,A,-35.03036821130895,D,143.21667078002952,-243.05370720347642,C,E,-63.86091690544916,1
UK,123.90846827760447,D,33.38177938890022,D,59.52003160386102,32.170457371820014,A,E,23.26994833513246,0
Brazil,-25.971840717717093,E,-4.233079998022964,C,-108.51188426952612,212.62007858401947,A,A,-58.42197978621707,0
UK,32.38721917495606,A,50.961611653321214,D,-54.559848001108215,79.6102276679328,D,B,-130.53880561727638,1
India,-56.899743388197024,E,-90.71011412250364,A,35.38879828130259,-119.48021916422415,E,C,-161.90599077842964,1
Mexico,-36.58286069778819,B,-171.48830395568538,A,54.361486166874364,40.685927983347156,E,A,42.13831116349276,0
India,42.45920457649971,C,76.63140082670395,B,-51.82146310945023,-28.623193067425095,A,C,164.0087452695664,1
UK,-74.90894714082341,C,24.183116418539527,A,40.175273726119116,-304.9206392323522,C,B,-98.70224696890236,0
US,65.63209568105593,A,-200.89560982823588,A,8.040282269047944,-29.082855844470185,A,D,56.73621782510051,1
Brazil,-112.06504145616559,D,-22.52321603370479,E,-26.102933889791107,28.805876615668986,B,B,40.93930712980713,0
UK,23.597577036155243,D,-115.45616251315099,C,-180.08188534119307,-11.692354850668368,B,D,-29.296330208218524,1
US,-82.27296671551689,C,65.31500254082671,A,131.58906571308017,-43.94245066578124,A,A,104.55704908659118,1
India,142.72748987437507,C,-111.21964126380601,A,20.969358374573233,-86.28912593721545,A,E,124.92476775647579,1
Germany,-21.30180113260026,E,-292.0040249335896,E,16.259868416000362,66.87575171095106,A,B,-18.46718159411396,1
Germany,-41.84650055326463,E,24.095027472404144,C,104.03797591605301,-142.0123647608873,E,B,-59.836566900194924,0
Germany,-95.83459320240132,D,143.66297718475144,C,52.73253016070861,75.48170097203705,B,C,-75.56448833897123,1
Brazil,30.925895996833397,D,-90.26944408215773,A,74.67589560039723,-38.67382235808458,C,E,-224.67975527040505,0
UK,58.95047857352489,E,111.09021819517153,A,-44.47723559812729,-23.973636682375243,E,A,-21.84858520098057,1
US,-7.822381387692963,C,-191.85102448110766,B,-35.672928594648546,160.0646134186214,C,A,47.22049088751896,0
India,30.276925035143364,D,78.71061707693318,A,53.40786224695739,-161.13303540438443,E,C,11.095084949272534,1
Other,96.0038804488245,B,-10.928191790610297,D,6.699805931785755,22.90115221140209,A,E,125.01008950789698,1
India,-54.19610999644231,A,-25.55431521363773,A,42.73295507784407,18.075136200096708,C,E,99.33053663711105,0
