age_group,AGE,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
65+,79,18.09569503032362,-167.03770833562413,D,A,D,-29.314915137011145,E,63.764906826542834,D,A,-110.83347312673777,C,0
51-65,61,37.86834105699909,-66.25054538268347,D,E,B,-161.19360416094582,E,76.43043216460217,C,C,-87.8051029608658,B,1
51-65,87,-139.90310605183677,-56.565648633442336,D,D,E,-14.92092985777618,A,51.73982205866252,D,C,54.40764515566512,E,0
18-25,84,133.9845804851289,-38.23339610194931,B,B,E,4.3900940026413,C,2.0297274083697103,B,C,99.94698971775463,E,0
51-65,99,15.779171743192022,-233.68738751571274,C,E,B,100.37998741060147,D,181.54321755715307,D,A,-50.750705170571976,E,1
26-35,98,88.47453544336229,30.570768241394003,C,A,C,5.165240725311291,A,-65.96399694546527,A,B,88.28083345098395,A,0
36-50,30,189.68675555985018,21.15717584372708,A,B,D,-139.11116379040394,A,27.144632886972463,A,A,52.32506733377802,D,1
18-25,90,39.1560389821052,68.344058099748,E,D,C,-2.619344210465764,B,115.11513850270659,E,D,-36.70586528231235,C,0
51-65,50,39.84869224372977,57.42055982561995,E,C,A,74.6092606828463,B,57.332714689060474,E,A,-66.49781469671807,A,1
36-50,28,9.278207627718828,86.96097492068985,D,B,E,85.44150631118829,D,-112.22356062901471,D,D,-138.4903199194981,D,0
36-50,91,106.27011583233408,61.755898066116146,D,E,A,47.79956377468112,E,-70.02684176119386,A,E,-2.8965105591908005,C,1
51-65,51,-203.4901826933457,-155.24030533999507,C,E,D,-154.5672325904262,C,47.366957974933314,D,E,-69.74358342969394,A,0
36-50,71,83.92115666370502,69.4529634701194,B,B,E,-103.15339722594206,D,-43.61897677067611,A,B,-70.22810994551043,C,1
65+,55,-50.3582335837817,90.50494809047314,D,A,E,-15.656267190521046,C,20.546342955218208,C,B,-38.04300938709047,B,0
51-65,40,-78.12615543578254,-253.23251173443055,C,E,B,89.85961777265535,C,27.56867588270535,E,C,-110.12984104831011,B,0
51-65,65,-156.73325649204816,72.4634312410207,E,C,D,-177.576809531141,A,-77.01471634713984,B,C,120.4545553610777,D,1
65+,99,-51.65996018421994,-35.30625115219349,A,A,A,-119.79060289577004,A,0.3396211455873517,D,B,-175.76923839317152,C,0
36-50,57,97.62182507388395,-39.8048842135998,A,D,A,72.24895088714317,E,-60.944509283779965,A,C,81.98468108751253,B,1
51-65,58,136.0521882643516,105.47694885244655,A,A,E,100.11170581601993,C,-6.563169130537036,C,C,-127.79544889269476,D,1
26-35,36,153.46360631761658,-168.62016006906907,B,D,A,142.24390897595757,D,-3.6932633467434646,B,C,-41.557942300718985,A,0
51-65,63,-193.14923749018064,-55.04439097142577,C,C,A,51.20817682741311,C,-48.06990541055855,A,B,59.20925554127202,C,1
65+,69,-104.64710919586635,-211.80111197929165,C,A,A,-132.92337801459206,A,-35.8382221258567,D,E,80.81661795413939,C,0
65+,87,-100.2475258218424,-119.43588836263173,A,E,C,-41.476519369919544,A,52.76897120515791,E,A,-174.5687260762462,B,0
36-50,95,126.93167629054705,20.994172435214555,E,E,A,71.95944723875793,A,13.650527830520986,A,C,153.2073386800542,C,0
65+,60,-111.24081808366645,-66.32249001172042,D,A,B,-10.991217660089367,C,105.56197036341896,E,E,100.38599012674207,A,0
65+,84,19.264966054843818,-75.85167323650364,B,C,B,67.04557632799211,E,-107.80501240547655,C,D,-18.818073113906504,C,0
18-25,74,-161.27949434772714,89.46929839964399,D,B,D,56.62941736218555,C,-257.5702578434618,E,B,123.24417989309993,E,1
51-65,43,-56.767219113477054,-86.52905823976157,A,C,D,102.57295921775673,D,-102.1924887352069,E,D,223.97055593443292,D,1
36-50,27,109.62176569470286,85.97380985497306,B,A,A,169.29336374320994,C,88.02025297644154,A,C,29.704708398746355,A,1
36-50,32,-39.824709530446945,-146.67109920586358,C,A,E,82.47548074020399,A,-74.54311530732838,A,D,-32.70057655193178,D,0
18-25,80,-8.812631706867906,-75.18011682531329,D,B,D,-62.03207790921499,B,71.79461950967254,C,B,34.769544437045916,D,1
26-35,22,106.72111917482614,20.118235339342206,A,D,E,153.75240673580444,E,-28.046109371215206,A,D,-9.37995120745248,B,1
18-25,79,-65.53973605565037,111.76235845571307,A,B,C,39.069390734315576,B,-74.37701014813018,C,C,-4.515761586873798,D,1
51-65,43,-52.211632695218015,80.00709203088286,B,A,B,213.28003040641184,E,96.37221879840487,E,E,124.9902387508403,B,0
26-35,35,79.71850747378497,33.002837403534286,A,B,A,100.09615831317275,C,-25.179374206048273,A,C,125.10773731590102,A,1
51-65,19,150.5745152664158,45.261728777745994,D,B,C,135.55721190935512,E,-58.88096453985882,E,D,3.19175810065515,C,1
51-65,29,-20.47227688032122,-15.589439638614556,D,D,E,-19.395154005748658,A,-115.02266184854977,D,B,166.39658056796196,C,1
51-65,87,-67.6653737632343,-29.97105816609763,C,E,A,119.21901303283316,E,15.136273969665334,D,B,-42.73485424131909,A,0
65+,50,-64.44641844603906,-203.44199289255798,E,A,B,-90.1887466947968,C,-180.62743346792388,A,A,125.75003217043677,E,0
65+,60,69.14445492301988,24.155836661352033,D,A,E,-112.64973213334386,A,-8.06476213867673,B,D,-41.0011576052575,E,0
26-35,92,91.78324186069692,38.045183481166426,E,C,C,98.23642867566032,C,14.0036485204316,D,D,43.31037290383073,C,0
65+,38,103.70485852289761,58.29409782457046,E,E,A,49.94262941125074,D,68.6480430955761,D,B,-83.77850972536656,A,0
36-50,59,112.62454326782971,45.65733523637498,D,B,A,-95.52839908756583,D,57.55478765619786,A,D,146.20694593425054,A,0
26-35,76,-80.54247665743925,-19.55805443511182,E,B,B,-14.679878761761056,C,-16.077008148029705,B,B,54.02623289860182,E,0
51-65,56,81.23528501765658,-9.37867359020464,C,E,B,20.763007901666956,B,-146.87039637584132,B,D,70.13750176843544,A,1
18-25,72,-117.71730687859349,239.74773423757762,B,E,E,-101.24348609076954,B,83.17718856630128,E,C,85.86533587311257,D,1
26-35,74,7.773125932913786,58.70779140085488,C,A,E,-18.682935300883905,E,-21.024715253380243,B,B,-5.149557259578565,C,0
26-35,20,-129.000357737071,-29.11155686678403,D,C,B,-57.21964964418843,B,-112.1274691913715,D,B,-63.87122390815817,B,1
65+,52,-191.06283998840382,189.85622391769923,E,B,A,28.474615582319124,A,-5.624469015561346,A,D,-122.76069737875812,D,0
65+,24,-171.70698305665815,-27.207704503718848,E,B,E,157.76214347322687,B,-22.86056026386181,D,D,58.03211139481249,B,0
26-35,77,11.449314777446448,88.93538872232729,E,D,B,-61.80143614898734,C,19.45470526383543,E,D,37.43999437908303,D,0
51-65,75,55.38748399248404,-53.7834570807563,E,E,C,-51.63168525925769,B,31.752079296281043,E,E,42.998383986583505,B,1
18-25,42,27.94792325565436,-99.02105804263158,A,C,C,30.902100280327733,E,-30.736643259376507,B,B,-139.86275666892345,B,0
51-65,74,94.34688131811606,-98.48384745523192,C,D,A,51.35944823950468,A,-107.14229800354754,C,C,193.03134343800465,C,1
26-35,54,-27.69118201894272,74.63919666743301,B,B,A,-53.12031053080517,B,222.10904030273787,D,E,-44.631117835633574,A,1
36-50,56,66.0649681471925,-142.46776257397363,D,B,C,124.94354570253994,D,-72.42070608145592,A,E,104.77994644830552,D,1
18-25,22,-36.70287868201908,98.7003619752419,A,C,B,26.32413244859682,D,-239.8019120787972,B,E,-202.57937713865292,A,1
36-50,19,81.25667965108718,95.12175158251064,C,B,D,-200.16114148909872,D,111.57454228674439,C,B,35.441511660860044,D,0
36-50,73,-344.68146402244895,96.07138626401729,E,D,A,-55.0083523054021,E,-121.64956899911148,B,B,30.733137849480464,C,1
36-50,22,-195.95942853205628,-57.95489449911763,A,B,A,28.924298362399043,B,118.97313110629935,A,E,-74.20139561458137,D,1
18-25,94,-48.313797760487326,-68.16546056654249,C,B,B,-107.38485095560493,D,-69.50111151919613,D,B,-105.56362111697204,E,0
65+,37,-6.543489428614972,25.116240552869073,E,C,C,-72.86089710574235,D,-124.48192923922979,E,B,10.754182226843923,D,1
18-25,53,-160.53041976367808,-13.021619727766776,C,B,A,149.09179165404345,A,-56.43499879581556,E,E,-57.29108036338647,D,0
36-50,20,-108.84772362183095,-57.417328261145926,D,D,D,8.347658672657388,E,41.90692872007135,C,D,-88.74767831239974,A,0
51-65,26,100.52792066845136,88.16973730792932,A,C,C,40.33885910445033,C,-128.92961230269682,D,E,-37.21251777746243,C,0
51-65,25,-35.07175112618309,-92.17840165744217,B,B,C,10.796569903124377,C,22.252298896941305,E,B,-199.4178192245006,A,1
36-50,47,-26.841311210235524,-92.82535757558543,A,A,A,108.62760273661827,A,111.43927502225175,E,C,8.088055872487988,A,1
36-50,62,244.13048959780315,60.50144941051702,B,A,C,-102.22955019315583,B,-11.762942522574686,D,B,-102.79736731354996,D,1
36-50,42,-160.2892834948427,-16.744252501932817,C,B,D,100.12606634900543,B,13.265969504380958,B,B,38.831629413202315,A,1
26-35,92,-66.35587040875124,32.27156135705268,A,D,C,-56.3254238836991,C,48.68228373655473,D,C,-80.535342748669,C,1
51-65,21,170.03939335717715,-14.288480000460227,B,E,B,-94.23527550127488,B,2.329871638079187,B,E,-50.19933785539301,E,0
18-25,50,-78.56488099549681,-103.7129847926631,B,A,A,-102.46849888791888,D,-161.53591613145824,E,A,-149.14920931554917,E,1
36-50,37,-17.005863164948344,-91.2806729479771,A,A,C,32.78855803544309,D,-51.07042679279124,E,C,-82.67997786794102,C,0
65+,99,80.4477678736717,167.78657271334185,B,B,D,47.5836750121823,C,-17.061839977803025,B,A,-65.63643148474202,A,0
51-65,84,34.222819851468685,34.93359776321424,C,B,A,2.5837200015658213,B,82.85113362103209,D,A,93.67165137673011,C,1
18-25,46,-82.00850860189615,38.53879566744252,B,A,A,-146.7795399480881,D,-82.56590982843005,A,B,175.60477290494072,B,0
65+,81,-53.83976525990669,-6.650225106060639,E,E,E,113.66424122912666,A,-102.68397166383865,D,B,-115.70841004951421,D,0
65+,52,-43.43152958445896,-106.77084222909723,C,D,C,66.52029720736272,E,58.48719554859565,C,D,126.86260305351847,B,0
36-50,48,-6.4626453481324635,-189.9685651880556,B,D,A,95.12897200371933,D,-65.59919229673437,D,A,48.40057506217774,C,0
18-25,90,28.66318192985685,-238.9085091500139,A,E,B,-118.89459882912614,D,223.27026116162904,C,E,-61.644502608206885,C,0
65+,32,-110.11280144857996,-137.52636365001013,A,B,E,59.85896512794372,C,33.93048453155798,D,B,6.485030360606875,A,1
65+,41,-5.092568455477023,42.70829587434619,B,D,E,92.55348127359814,A,-115.24176356424695,C,A,22.075620742155625,B,1
36-50,30,20.026250892445557,22.645754429043947,B,D,A,-137.39190586653166,A,-24.89691169679568,C,E,-77.98211811828783,E,1
51-65,58,-43.74292861330649,95.01675313236342,D,A,B,-83.5186164706966,A,302.38057101813956,C,A,-129.03486732536857,C,1
36-50,34,76.46903093968837,56.20184405329385,A,B,A,-99.00179482733687,A,-193.4782099563522,B,A,116.34338403177658,A,0
51-65,36,-109.45979155395172,-124.57651723811519,A,D,C,140.8480890424329,E,-41.85691521910395,E,A,45.138151355023346,E,1
18-25,63,11.715633752308891,56.34255650019506,D,B,E,172.20686223417243,D,150.16724870263377,B,C,55.0261876084767,B,1
18-25,85,18.96974722337768,-82.92558824533934,B,D,D,26.446339495678494,D,-48.32789040809392,A,A,-132.17354481102853,B,0
26-35,32,-35.902452687380666,179.42582742152928,D,C,C,36.62635355753733,A,-23.587580759961998,C,A,72.76913472970728,D,1
65+,75,-90.77864741957458,262.3213176647025,E,B,A,52.98770893354071,E,-7.169110145581375,C,E,-10.05964692206839,E,1
51-65,26,9.941769693082003,-48.42926619438659,A,B,C,24.074182303470923,D,-198.42397686069003,A,E,18.07531749360193,C,1
65+,68,-98.11241121692868,84.95634328189679,D,B,D,-128.2807103663082,B,31.80935343040785,C,A,-63.52700555116406,A,0
36-50,44,42.02471843323361,-23.888470976549616,B,B,D,-110.40289413158581,C,18.104197491214858,E,D,-32.29232357989295,C,1
18-25,31,-22.61881952299532,68.64406628680703,B,A,D,-68.87679064292284,D,170.6385890443925,A,B,145.10310203502505,B,1
36-50,80,20.576674998818937,19.752007243167398,E,A,B,7.7453543405928515,D,-98.24927942994836,E,A,72.19879621963075,E,1
36-50,18,-43.54344401489934,-67.53050965819463,D,D,B,-73.04772375631774,C,-39.629909049502906,B,E,65.31427782354771,D,0
36-50,54,-122.34725439701188,-67.92795880014853,C,C,B,-177.48854004423984,B,99.7660753916741,D,C,-97.60306885105486,B,0
51-65,77,-94.60365386309788,82.12141235483796,B,B,E,-36.58549495681935,D,78.32843679396599,A,A,-4.889982109103997,D,1
26-35,85,54.915825256675724,96.9908705585809,B,D,C,-62.07084859992248,C,204.16430327532046,D,B,139.27718247234054,C,1
26-35,97,-212.3727235603235,125.32578707122539,B,A,C,26.78798537110979,D,-48.29721172366151,C,A,-10.438691179700516,E,1
26-35,70,-40.8186163015349,63.78536134235504,A,C,D,-135.24408255464314,C,-157.4999493616648,A,B,52.12408154247584,B,0
65+,68,136.14324069072075,-83.7756593257111,D,C,D,57.400463987418135,A,-164.05580666178895,E,E,33.247392669419064,B,0
26-35,48,-20.413895581731822,28.253418599459113,A,E,A,17.658582607956237,A,288.3507314581992,B,E,133.75124065005437,D,1
65+,75,23.668428415803625,-110.50605785200484,D,E,C,-120.7982997353533,E,-105.66081954384845,B,D,103.69756289131298,C,1
65+,26,71.64181296836126,-24.38775821954404,E,C,B,-26.408460647601768,C,203.85266758304343,A,C,-98.55321818584383,A,0
36-50,41,-8.567672229406675,93.55709263534386,D,B,B,17.16754414748379,D,-49.15146245491081,C,A,-18.64879438390169,E,0
36-50,72,-86.64992055968256,185.5077928761519,C,B,A,-77.42010269117344,E,-86.88684205444811,C,C,-37.75817570853192,B,1
51-65,64,-38.27150735598329,225.83102443253162,E,B,E,5.740779056751059,C,7.59116417922482,B,D,56.35431861926586,B,0
36-50,55,-116.49995941856714,43.93592132994049,C,A,C,81.89436282642355,B,58.13171023413235,B,C,130.9805678190725,E,0
36-50,41,-34.03123504341493,-3.9660636241033456,B,A,B,-187.5224240105355,D,-14.970038426749706,D,D,-92.65627496992465,A,1
18-25,47,45.14800171383479,18.659677279408974,A,C,C,161.92972434596652,A,-36.03664602949691,D,B,188.74055774750508,E,0
65+,39,106.50521215508955,22.761252256807214,A,A,D,-151.35009294615955,B,-121.26670282244734,D,B,14.889883829905129,C,0
36-50,42,-145.70516694358605,-45.43345396152772,A,A,D,67.91152262207942,B,-21.703488801104207,D,A,233.6776687656664,D,1
36-50,53,119.7646172173367,-49.30035488402786,B,C,C,-61.902717409788444,C,62.87187780235099,C,D,-46.94711591070184,A,1
36-50,44,-54.07209520673667,-35.53345908112378,B,B,A,-63.74172053517365,A,-56.659134712997925,A,A,-4.015320912452138,E,0
36-50,86,-127.37410352970106,-91.8160599571816,C,C,E,-197.33395719874508,C,-33.461647519740026,C,E,1.2850023968635247,C,0
18-25,39,78.39317706100091,2.7165185244928187,D,A,A,-244.57680436067974,B,-156.66749033346068,B,B,15.728754003857958,A,0
26-35,98,1.5301160561027627,34.35269264738121,C,B,C,-39.82380148859538,A,-132.21228703512332,C,E,105.86310145985425,D,1
65+,18,173.71093886254755,115.85479445273077,C,C,D,84.23840540469033,E,67.3121600249169,D,A,-143.60747125282296,B,0
65+,43,-11.065606108362408,-58.0578800877103,C,A,A,26.75157982169882,A,112.75279061738497,E,D,90.57107326977592,D,0
51-65,85,143.268720245777,109.82575443554371,E,D,D,-5.565798059426508,B,50.52186992426915,A,E,-133.80808042378297,C,1
51-65,58,47.714675000606306,18.5286136398908,E,E,B,186.11455386040222,B,166.10145903144232,D,D,13.070428135878359,C,0
18-25,23,55.64419747297282,-10.839896736078227,B,B,B,-142.95451849707902,A,-36.28277567974206,C,C,-59.843074726488425,A,0
18-25,76,-2.6297487730640134,-76.64783930816826,D,E,B,-180.32082291977187,B,107.66258153705326,C,E,11.732792683888226,B,1
36-50,93,-73.96828489733181,43.53051889138844,E,E,C,73.40062106730933,A,22.87436078247461,D,A,33.50285718369458,A,1
36-50,37,12.296221306869663,-79.02732383365236,E,E,B,-25.116919284595944,B,-168.15657370937905,A,E,8.92646353251721,B,0
51-65,76,-55.24890309631345,82.683416647366,A,E,D,20.30331924263006,B,103.56461204060068,C,C,-2.5727695901430883,E,0
36-50,69,127.82674923836585,-9.179729834753005,A,A,B,62.043412445504266,B,-163.24886408422822,B,A,-205.06306916471772,C,1
65+,92,73.33348022115499,80.2551028967235,C,D,D,11.634283466104698,D,-6.712573002635253,D,C,-51.19094914878157,A,0
18-25,65,-15.300856101559319,24.357514902196353,C,C,B,145.8454187867235,E,94.97118618102144,B,A,19.641197512760392,C,1
36-50,78,-148.13812492759413,204.4535341529778,B,E,C,6.285937564072802,A,71.36696087037043,A,C,-135.36176315169251,E,1
65+,44,104.55473326811932,61.29729771109192,B,C,A,147.5513541952878,E,34.777624382528586,B,B,-36.64542718876586,A,0
36-50,47,-15.280955514718128,134.40541058338482,C,C,D,69.78446276778921,C,51.83799945160838,D,D,66.64152016853045,A,1
65+,80,-96.55768771895869,-23.57945005994428,D,C,B,-34.15012954761931,B,50.253443092499204,E,D,69.28851529285947,D,1
18-25,40,63.73214234673189,153.3715052222018,E,A,D,-124.82572682868198,D,183.95941991455865,B,C,-12.485712076028124,D,1
65+,66,65.20670688264569,-86.60374878140185,C,E,C,22.894335861723526,C,-69.4564052007357,A,A,32.35130416848289,C,1
18-25,36,102.41078221021323,84.29236280183314,D,A,B,-129.92577917976269,A,-79.53735934282487,B,B,-84.18797408600517,A,0
26-35,58,-178.57561327488568,-9.666837339731247,A,A,D,-31.06441749605176,C,81.45563762364252,E,D,-190.99338654906333,C,0
26-35,67,-196.58015540876585,169.15621310175152,D,B,E,46.31240594314968,A,-90.34920637794684,B,E,-2.5763135199402343,E,1
18-25,99,4.491311723570187,25.125653636263483,C,C,D,101.62829517651755,A,-22.60804341469065,D,D,53.63257718050474,E,1
18-25,83,-110.14548813893872,-151.16915941109878,D,A,B,1.8207351855785912,D,36.18469048807507,E,D,175.6469532865317,D,0
18-25,70,65.57772423137315,-28.28860599149246,C,C,B,0.12039603159909722,E,58.39058371132465,E,E,4.4261530113041525,A,1
65+,23,-123.4877526749915,45.3003215587249,E,D,B,-65.61234610325822,D,94.60258257994,E,C,-25.561644536658356,E,1
18-25,77,-61.951500414990456,-98.60095292295864,B,E,A,104.38931367877495,A,-34.98702301530165,D,C,-118.83898819311098,D,0
18-25,61,60.05754541813823,-8.449636443208837,A,D,D,-25.168471764974065,B,-128.04737386101792,B,B,13.947563374859593,A,1
51-65,44,-230.58648460745093,11.642692208490491,C,A,D,100.16520683225998,A,60.90414809265311,D,C,-71.99311694553894,C,1
36-50,81,118.14416036261987,144.34323955070997,B,C,A,17.953179178967336,C,-161.56091047494044,A,A,27.523563508403182,E,0
36-50,38,-93.4379789834193,65.95244224892741,A,D,B,-31.48584550575089,D,-49.340534874997275,A,A,56.14146848606959,A,0
18-25,23,5.045279374043285,142.5711138209786,C,C,B,4.131688582401208,C,27.666151627105904,B,C,-119.66600853151252,C,1
18-25,28,21.780439219372415,1.1641500271538656,B,E,E,74.74399291090172,A,13.505470304485396,C,A,-78.0476713672083,D,1
36-50,68,-121.3616159016043,58.95602648029434,E,C,B,68.48353519718856,A,58.76796127273217,A,B,-144.23444649850256,E,1
51-65,89,-171.19538503156411,10.716824936875607,E,D,C,10.255346155238088,C,-168.25098282123088,E,E,-112.55928578580428,D,1
26-35,42,30.593482508698493,-90.44563258116374,B,C,E,48.82953318757309,D,-38.20915777820969,E,C,-143.90483196162856,E,0
36-50,94,98.34794392462979,86.16240654964088,A,E,B,-32.401304725779376,E,61.44846027178302,C,C,22.652877158328632,E,1
18-25,93,83.28552811534868,113.06961963577275,B,C,E,-114.59113861475487,D,20.84680817344913,C,D,-274.29309543869937,D,1
26-35,28,-56.59867693304026,4.721722280119879,E,B,A,122.34878893895534,A,221.7582123167058,E,B,12.735543160256025,D,0
65+,63,165.93199180363175,-33.954778669411915,E,E,D,-71.28278612309474,C,44.39495795520495,A,C,-150.48426776147306,D,1
51-65,28,137.625478650977,75.93899834283073,E,D,D,229.2945775012948,E,92.08664516384873,E,E,79.23545775106602,B,1
26-35,80,-55.9936763852702,-32.92553938508412,C,B,C,23.450590487012857,B,29.904794044080198,D,A,2.214072478826364,D,0
65+,31,7.575548964510348,-7.681614796502437,B,B,E,82.03675230186721,D,-112.45282727635441,B,A,-0.36044599388042775,D,1
51-65,59,100.94021740751575,-160.45553220330663,A,D,D,65.63473130756374,C,-123.98137249891239,E,D,50.710261349873,C,0
18-25,78,35.79618041891333,-107.29002039110583,A,C,C,-236.00054923987074,A,-2.405647519082518,C,B,-112.99731744972613,D,0
65+,25,72.51340709437551,-30.78299813199536,B,C,A,1.6972699100286797,A,-13.994004513892417,E,C,2.4198370808467407,B,1
51-65,79,224.69523505114367,-110.12874296810003,D,C,A,7.69362814874414,E,118.50629224220192,A,E,-68.1497106364202,A,1
26-35,73,-150.99289768992855,-24.393024024658907,E,A,B,-60.900691913668744,B,90.43859602253892,D,D,-57.74961957449213,D,1
51-65,85,146.83068201685333,-79.31937954228107,A,E,D,190.43022596925692,E,-207.3195335316729,D,E,-230.68283290330533,A,0
36-50,88,-176.8739815081426,191.16786324486583,E,B,B,179.16968181817583,E,18.32264203361279,B,E,-135.79615027932428,E,1
18-25,36,-103.21463171021638,-87.90088720907508,A,D,A,-6.50350349920144,B,6.561641765776632,B,B,-109.45571214895358,B,1
65+,69,51.835898141336024,-51.11985810821884,A,D,A,-100.28093637489232,A,-106.37047577375178,C,C,-167.24783079274857,E,1
51-65,62,-88.61286678912073,50.931904865488676,B,E,D,31.015935383875316,B,-143.07186235513814,D,B,-122.45541144542871,C,0
26-35,28,-37.87576695570799,-211.21134701195112,D,B,D,-26.383861177896566,E,16.368713900595615,A,C,113.05794728076617,E,1
51-65,32,185.02708230880472,-186.07582323168455,B,A,E,235.0757528864318,B,-11.3100029553916,A,A,-48.61655171494787,B,0
36-50,44,122.40540092600362,-3.808194698807119,E,D,D,88.457835209835,B,2.001904605610891,A,B,281.65741271051934,E,0
51-65,73,-147.1513130013234,-50.889701658254296,E,D,A,239.3494119294483,C,-72.72486759952338,E,D,-235.73418980632957,A,0
18-25,81,-162.37183008471473,104.00354206820441,C,A,D,150.1681914020205,E,106.69517199112917,B,D,71.0571022953715,D,0
51-65,66,29.34422168541954,-87.7124104973339,B,B,B,-1.6384032494645067,B,-93.3257624546403,C,C,170.16472471274116,A,0
65+,26,35.76011989204764,-87.97627849247405,A,D,E,-168.9596780114466,A,-48.64845903720409,C,A,-38.557050372274176,B,1
36-50,20,95.67903966218216,-79.133216331396,D,C,D,-6.96514558611359,D,36.374082089760826,C,B,-24.8629278015036,D,0
36-50,93,76.7482197008618,140.6738798694645,D,E,D,-61.42367520852696,E,55.37870663728788,C,A,-191.2133736922748,A,0
51-65,31,95.72466542161268,-2.3002890462932664,D,C,D,15.681820767911567,A,10.112157212203096,C,D,87.36319746785539,C,0
36-50,60,-30.63842629636937,-185.1023414698565,D,A,B,-16.488011303654066,D,264.85918214628737,B,D,-65.66379325504839,B,1
26-35,37,-99.82536120945991,142.01004522842692,E,E,A,-37.853710802189525,D,-146.90175116453622,E,B,106.22917495572143,C,1
26-35,88,181.2310681695378,72.4624043419224,B,C,B,-150.6187559188456,C,-168.1581005789314,B,A,-63.149372213095525,A,1
18-25,91,-194.55976794508038,53.442453843286266,D,A,C,-166.84580634637888,E,12.697225302317927,D,B,55.47598572375333,B,1
51-65,92,-67.02845856276602,37.65406433364695,B,B,B,-90.0651991414599,C,-54.805830003482605,D,A,176.96638162112,B,1
51-65,74,-157.59087512226463,118.99980991003068,D,A,B,214.93262929331922,C,221.86217916372004,A,A,-233.58988716693472,A,0
36-50,56,-64.50659988305368,-169.7738312583021,A,B,E,75.8231022658665,A,229.9522553934574,B,D,196.85127004794037,D,1
51-65,26,-178.88452601576685,126.47184741611646,A,B,B,18.431913652618164,B,238.85456493953697,D,E,342.426062354219,D,0
18-25,47,88.5575944908147,-146.26465425830105,D,A,E,-0.1049552183482427,E,143.2987518804537,E,E,146.50582865703976,D,0
65+,41,26.119368611287204,154.06067574008418,A,D,E,77.52899980532091,D,161.84984314590955,C,B,-24.988534181273963,A,0
36-50,27,-18.337090520024073,-303.9321699925492,E,C,B,119.76598625319,D,-100.19924042023311,D,A,-50.84112294850368,B,0
36-50,63,145.27984626612164,170.68160471213017,A,A,B,-3.071646350956754,C,-20.501564346877224,A,E,7.187752467568558,D,0
36-50,36,27.495144233810038,71.88404777412191,D,D,E,4.51174343989395,E,157.79322612571303,B,A,81.24779005002358,D,0
36-50,99,70.44201538595975,-56.041341191067836,B,B,B,223.53037234359596,D,-117.97580314670522,C,C,-120.78439312342746,C,0
36-50,39,-207.68834703881876,-18.647958247439178,E,E,B,-92.84210986772626,C,1.9130496117719424,B,B,-9.781338969615584,C,1
18-25,54,82.37613087050494,-265.0207797733517,C,C,C,132.0098746396458,A,-131.21905377605688,E,D,-24.585805619737293,E,0
51-65,79,2.718347675115781,55.88663412228415,B,E,B,-141.07494346722342,A,-39.15828114201181,A,E,-90.08377101347745,D,1
51-65,29,4.89269697116442,-67.31464322180514,C,E,E,81.44831991693722,B,-13.847074896643832,E,B,129.42521899700756,D,1
18-25,49,-243.20642546018863,48.034673876848785,A,D,B,-26.317173490712392,B,13.08022118657509,B,E,68.78734114073313,A,1
51-65,43,7.938509370560573,-54.38738680454711,A,A,A,-25.114588982699843,E,14.394946460138328,D,D,-57.421314852546764,C,0
26-35,88,-97.49881133587157,111.59730700065033,E,C,A,90.78872194664636,B,200.78222180556367,E,D,133.5601747502295,A,0
65+,43,-49.456761280783745,-59.507029233672036,E,D,B,-27.279569286573057,D,-78.84435063779345,E,C,88.41770230476708,D,1
26-35,98,-46.86904061226742,-72.74647730913982,C,B,E,-2.231918632572176,E,164.53439095624285,B,A,88.873680539472,E,0
65+,92,-15.013721222972286,-35.9794352204561,A,B,A,-48.76725261645885,B,56.143736336251095,E,C,11.665493611582587,D,0
18-25,39,19.36821813677994,51.400937940082294,C,E,E,42.83535997161187,D,-84.3707102481674,D,A,-11.102617358775918,E,0
36-50,45,-223.18937513641956,-149.34047300760872,B,C,E,-111.53600610534468,D,-65.2391628103406,C,D,-19.13827295100998,B,0
18-25,77,14.095846818548777,-10.90593137994397,A,B,A,-123.40735006940804,A,77.429733236468,D,B,115.3737649166366,C,1
65+,45,-27.062373391676026,23.973721825654597,A,A,A,-30.548315100863693,C,-90.11224299272655,B,D,179.93102059133633,E,1
65+,27,-113.14116962915368,15.583115080181678,C,D,B,233.12398175497023,C,53.851824544244984,A,A,-64.67983765811722,B,1
26-35,80,41.52852195587195,-11.553020655658878,B,C,B,4.775213362576741,E,20.0079479748476,C,A,-34.09983120595454,B,0
18-25,82,161.23247017230474,-80.0113472687085,B,E,A,-213.90687741181762,B,26.396205631382447,A,B,90.95743233660808,A,0
65+,89,47.149017179509435,-43.710920782446195,B,E,C,111.66426444900704,D,-47.18599914924258,E,E,11.608292322141475,D,1
65+,95,49.09993181768349,-64.6777349611103,D,C,D,71.24130328066973,C,203.0469462658588,D,D,69.16080328356097,B,1
26-35,39,29.461968152977235,-44.37747866619291,E,D,C,-149.41396689401043,E,169.25574283756305,E,E,-21.938841059645686,B,1
65+,81,-91.49441998623561,-117.85430203590137,C,C,E,-85.61691187723532,A,65.25354386209115,C,C,-145.4826231118673,E,0
26-35,45,-54.85274851755791,75.25962934633662,C,C,C,-0.9843020828198009,C,-59.74662578683012,C,C,22.7133624443364,E,0
