nation,age_group,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
Brazil,65+,-136.5857820655158,-121.47784467695573,16.951931397732668,B,-80.45764888922362,58.03404749672393,B,-24.950974442131983,164.91472534508793,275.8454243158333,1
Mexico,51-65,67.13154897839043,18.947400701263582,61.66251900888007,C,213.1134670964347,116.13582134612182,B,115.37193743587221,-127.05661969005642,-117.02652630049575,0
US,65+,-41.55674720870285,41.04081651606213,86.67396386148889,B,-44.2033728799768,31.206459458023673,E,92.57195898821458,27.7374872696918,0.4090583384122153,1
Mexico,36-50,125.12401486523974,13.208185865375654,166.931880952369,B,-147.39031675543794,-66.74350478077143,E,-113.70627796943329,-3.1201361265963348,-117.05502646797545,1
Germany,65+,68.51933223542214,61.40412947395111,32.48985465669345,A,-50.074869932467415,-34.3869179520167,A,-103.68888554333984,118.82908329329811,68.33792641229086,0
India,26-35,23.85382891284932,23.719687739017928,-13.44978016631497,D,-28.43241215952404,-14.93251963900191,A,-55.85447159248533,21.3316621854302,-107.4655415650406,0
China,51-65,-75.47826257364835,39.32092402550086,-28.05055430177073,B,-74.3217505377316,-195.90170484974618,A,294.01410613682395,-126.74483762527859,-71.674115290203,0
UK,26-35,77.36926005083754,25.986792568698704,-19.4469520302948,E,86.27613399362268,-94.97078768617651,C,-110.22183148671655,-202.06190770839285,21.191339888426995,1
US,65+,58.095817460000085,-3.5784100379833506,-154.81279763925346,C,0.5599360547678943,47.44757044223724,E,-5.095777450222112,77.15355483374321,48.578835644847715,0
China,51-65,115.24944019701509,-160.3763321674409,-205.79418985888714,E,33.81450882720974,101.62431946107088,E,3.92943596436124,-16.97191940454174,-101.29915078864668,1
Mexico,26-35,41.61417789569497,114.76636994397178,-30.61943954326122,C,-231.0511086208856,-109.66430028164602,C,52.753618631785336,235.47090691034583,48.05015561116953,0
US,65+,-106.80293070872342,-73.44261426553129,93.35948002137779,A,23.801891026268564,-51.191495403927256,A,0.5924610495849241,-177.0165531623008,-122.51915183728683,1
Brazil,36-50,-86.25942993804517,-106.26537456825646,-181.8249692431702,C,136.84883263229003,-178.93764302575332,C,-91.05172806021413,-159.85166748227502,-158.4119424416917,0
UK,18-25,65.68474348327766,-13.746547635381207,99.79825890109453,C,-143.66323899080027,-55.77389951320573,E,161.49523745289102,225.60850765035232,26.191543108626682,1
Brazil,51-65,-157.9531832136857,100.75748896361654,-72.41055390858578,B,-171.2643566025099,-178.80424070726397,E,81.91305513331419,55.63928681778256,89.9109991102147,0
UK,65+,-270.6957959411011,-35.70513916841691,67.47945070668355,B,3.3531080285076205,47.307170106934954,C,-133.82026077674473,-50.73891092838896,-205.8246314111138,1
India,65+,-51.92170883600268,7.74176212079626,-87.66696725348702,D,-139.23120223503676,169.1874935823932,C,-74.73744749126404,-43.58443289733527,-13.702688918917291,1
US,18-25,161.32767197169636,-32.13910166665448,175.6863243800256,D,-43.58046699086607,-209.41304773861117,A,-5.398216982066389,9.952080656415419,158.55792002054224,1
Brazil,36-50,3.1671936465192485,14.925391091045444,21.777862206506327,B,45.87980878497569,-126.18322347432493,C,123.14488371216301,-176.94435739387905,81.25047375751522,1
Brazil,51-65,-206.7871018260633,-34.67932119289858,-89.5376438350338,D,37.96623432797263,56.98090719849959,E,253.9616084389524,-138.49627330034042,-112.98315902912192,0
China,65+,-83.38645027897887,-38.10587774875341,-64.53214848231946,A,-51.812613348627345,-69.77239918713899,D,-81.8421724038693,58.02515310978781,-63.44175666655113,1
UK,18-25,-54.58184190064438,2.665267240514684,-45.21909642243573,B,84.41719748581082,-61.517103886863666,E,-20.30468349198468,-79.91791204842133,-28.45963205944687,1
India,36-50,87.80928555612294,-153.4020223204792,67.794778423081,E,-13.44422749090417,31.39392209364663,C,-5.248716789325766,-178.06054730733143,-0.2104753208813493,0
China,26-35,49.15126272541872,2.8523143485796942,-134.23237359612824,C,28.576622047793094,-10.007461489898947,E,-54.94844431634881,-112.5764152659014,-34.480016963038324,1
Germany,65+,37.22768055753162,27.19611454627128,-33.87683393437976,B,-67.45400779825427,125.4040039630342,C,-25.641724556818062,-33.55168084578762,117.8565159088888,0
Brazil,36-50,16.186832570485173,-37.39583456861874,-19.644750426219318,C,21.06202404871991,131.6493078722017,D,24.312012789446253,12.967876209316136,194.55584309017883,1
US,36-50,-84.28268771314166,33.58303041986927,19.26332738360906,C,75.98731352728309,-74.29597558245193,C,67.61852786975601,67.95800541021755,107.01204853549436,0
UK,36-50,1.4866349643100767,-118.03041494780678,-35.461144927809855,D,-41.693033260728804,-68.18086627022754,D,-99.47622252762359,-42.88583812944854,73.99793781663159,1
China,36-50,-52.872425585908786,-160.950927638242,12.45699053046978,A,56.710043741603315,-115.6445070813509,C,-76.47454766660333,10.908231448971396,-116.38287965982288,0
US,18-25,-60.168690514317724,-16.588831516620353,-82.36826282963062,B,-108.93872090943404,30.527318568658075,A,32.92339262486973,-32.77485571138497,-97.80227395510198,0
Mexico,18-25,67.43907154621895,128.34934748701076,-82.08615221130349,E,-40.01969169379399,69.71053825795285,A,87.11951722878017,-36.64939568059092,-132.58669526708715,0
US,65+,-98.93590779701017,43.83360051845408,-268.36079779078636,E,-19.875720501723787,-9.80954115153061,D,13.002513095222051,14.754806158423511,65.48782558282127,1
US,18-25,20.849712108775673,43.05495353830231,28.076907396687616,B,41.308084761004885,98.99598984994081,B,38.98281022128038,-70.71929302289381,77.76581068188548,0
Brazil,26-35,76.79360342669877,12.961662888989256,-192.03208662520456,A,99.83368975846403,76.61345016038148,E,-18.388917241864196,74.17263379356955,57.47929230048593,0
Brazil,26-35,131.41150181531614,-2.409802950322014,-110.99044602209342,C,49.4145501265078,-228.58475281639542,E,-46.52031916005279,-81.85608354531588,62.684664286737544,0
China,36-50,-125.76882592711911,-73.46026474354206,-45.121984773164264,D,71.03719615534116,-60.517183923642946,A,-133.85538848836075,201.25583594767878,-50.454847349500284,0
Mexico,18-25,171.81952159002049,41.83715794838008,93.70416273996645,B,32.082414532799866,-55.30704968459516,A,33.49907007966532,93.75374170713512,2.123879394531129,0
US,18-25,63.54067710633189,16.805780182377298,-183.45114131693,B,86.23366906194865,46.73435722395991,C,-31.662721061043086,33.70794315992931,-77.94462541740918,1
Brazil,18-25,60.790191985239176,-72.89933043886026,-20.516514049378625,C,63.53394463133418,138.44817201693235,A,7.331313119300187,78.88952875303437,77.58769356904173,0
Brazil,26-35,-89.39217028416702,27.828507790937508,110.18647921699502,C,-31.183196779434752,49.93294166340993,A,60.63221165605134,-127.86308581127253,3.480955698513414,0
Brazil,26-35,12.286924484466521,42.89488797879252,-32.68211997024128,B,25.11448931024118,-5.11127967454355,B,-106.23640897590884,-87.09617921728474,112.91568157649078,1
UK,18-25,233.69154844226796,-147.45149373864862,-108.43333420811176,E,2.497487293964152,-117.841530844539,A,-27.57869684451663,19.90290100782132,-26.08853739024003,0
India,36-50,-24.999389632797385,-32.6403982258633,73.40152996370706,C,68.19344476997607,19.534990482157944,B,-42.587986073492964,-43.1291294000573,-47.677905034735886,1
China,26-35,-106.38266804961813,184.9216880611096,-119.19295085612424,C,-13.630629073538975,84.43111406501212,E,-60.304904442688844,123.77797969953473,102.09044028896076,1
India,18-25,72.62533269520159,152.85302446302532,65.20611401864473,E,227.04778281614475,-60.97254040538145,D,-83.17235479693164,48.991527559405476,-16.394397267732536,1
Brazil,51-65,-94.3636372013317,87.83108878217635,-13.508223967139314,D,62.64585019317593,-100.15663000039805,C,38.05914856536658,143.8366143918054,96.4324453859846,0
Germany,51-65,13.963745053092502,-49.66544265532547,-31.78149329197946,A,-160.57397802522024,38.232015721802455,C,157.51335414220836,-128.1816237405905,-70.09168068280349,1
US,18-25,-80.54844799040053,-82.27238922133331,-71.48675884807064,E,42.40178100852179,-81.99249605330553,E,108.4261967913719,60.75623336455771,-57.76333191140426,1
China,18-25,195.61805297243293,12.707510757168485,22.836635588476906,D,162.82083715715737,97.86319064843187,C,243.98490495703498,172.18526900495849,15.054590904080808,0
Brazil,26-35,-50.21507135529069,170.7556633441624,75.18539454225633,B,-105.34424126224977,41.64826042210278,B,-25.03225591493675,90.53969804079723,-14.21487724845992,1
Brazil,65+,-116.10709662912726,-46.96582785402402,-187.74488115631635,A,123.0958863407803,-52.327429882630874,A,138.2222594213167,41.22281302562697,-7.756094691080502,1
China,36-50,-10.523760637700958,95.02367015865005,-109.22096100750008,E,112.01473619249525,29.014959931121826,A,78.21719556949574,-114.66418254057069,-192.95816472814337,0
Other,36-50,69.81660690753698,24.345043736439138,97.48882788373164,A,-287.20027530782573,43.96359865378282,D,-145.15456151783948,62.61356279706376,-102.85526891831755,0
Brazil,26-35,11.985621716299818,-112.0791215816098,-50.92597866512136,C,129.47426408670987,-83.10396022150977,C,-19.582118589699466,-57.8530372636737,-131.0617903958311,0
Germany,26-35,70.7992222147345,3.673397120095554,-35.03545155635217,D,73.57267761184383,-182.46767686788303,C,99.0502708990768,-79.05294407653074,108.78996910583491,0
India,65+,47.041084458852104,-58.64547732981518,52.672977461531026,C,-77.87089454182124,-56.57862704932075,C,7.277026125131619,-15.05507527087399,141.7708963068371,0
China,18-25,98.94223804520007,-48.85974078112652,297.2571943745215,A,25.258693627808952,43.6335476736914,A,-104.61508550546952,-24.907589815734514,-71.67175473503445,1
Mexico,65+,10.60914835872149,196.42045403329433,-75.41430355244691,D,-50.16613368444068,-7.3384870084324065,A,35.877558018310445,-66.53304264153324,123.01333647272834,0
Brazil,26-35,46.748513819509824,127.99471536141182,-83.15685060228301,D,-66.0397615335367,-30.160493087133066,B,-18.41532142672799,-119.24062691522546,-111.53164252490129,0
China,51-65,18.341948807008347,-23.842983601214097,-23.466363003464814,C,94.32540630673402,1.8848627421524617,C,-111.04697726191534,-105.62606069081556,111.1740912646963,1
Brazil,51-65,90.17550756747865,82.86309152472106,6.462356276573102,C,6.4056094507772166,222.48600937294566,C,133.28023131205896,-34.404896160783835,128.96771615543662,1
Other,65+,103.9029174585915,119.7388901674216,-34.63065897946569,C,-37.95262980924169,-13.788089642519829,C,29.950503391485718,-33.044854384191225,-56.16504133024714,1
Mexico,18-25,-105.74117148804858,45.62125204065669,98.37008782298714,B,-147.00106574997866,38.24958388798041,A,3.6324741846008215,-4.974217154969408,-58.465249546375844,0
Other,36-50,50.87476730655235,-42.69085545609786,-208.76952301404418,E,264.719815683319,-78.69144685034777,A,-122.96657038782742,-19.040809825508727,32.865344335653404,1
China,26-35,-42.42917128238635,91.80333175987333,-19.5569267018276,B,103.67751204512811,45.137373846973354,E,-88.19332314804068,-85.99122391453675,10.148831839159712,1
Brazil,65+,-132.32722547443782,88.33236467803283,-36.0653037310626,E,-24.259430270431988,-150.82133737171753,B,-204.92083514588776,65.97949844355001,79.68842261154545,1
India,65+,99.47612740740152,185.74782065510297,-118.62640909953276,B,-29.81015537565172,196.80411113113416,B,-80.10600136778935,8.82901491233303,-41.46375807537184,1
India,26-35,58.580818872414795,6.121151850829952,-110.11949663448497,A,-18.614636957402432,59.894720148704195,D,7.322067869370215,144.39353109504606,-108.2309055484197,0
Germany,36-50,-16.741886532536235,79.9619013129489,96.68717528472146,E,9.029544392533584,28.60221085904511,B,105.57351397086123,-126.71994798018922,29.586298240135683,1
US,65+,110.2796334169156,-42.0854740897683,31.20028012600844,D,-21.326789771834047,56.93762020344785,B,-5.217985377866138,180.45604863756813,-96.90473952351071,0
Other,18-25,-69.93481250738652,-16.62426149213217,-134.65568323769486,C,147.56597136447192,-107.99559009023308,C,-89.64739785306021,-78.53691695081608,2.810307648693461,1
China,18-25,-25.837930148022892,-22.243432740959488,18.043455402433008,A,52.699894264430945,-61.48045229300128,E,161.18070446008323,36.08899120459552,60.15949919219351,0
Brazil,18-25,-51.37881186953391,-87.0749393612601,-74.09142967817779,C,102.19564079618657,-45.349968167354795,B,-73.91830075754152,-145.54634764545642,-35.32753657996715,0
Germany,65+,21.697905849659417,-138.85709361479815,43.71548403277533,A,-90.26177540579906,70.44269356265525,C,-20.57056222750033,76.09701840435325,89.26865071418247,1
Other,51-65,-138.04502295061693,87.74019959909455,39.88428742040819,E,104.08576115921026,112.21801843207666,E,-66.22605843436538,54.18508497936434,-135.82373332176863,1
China,36-50,-8.353907576527977,-106.66150532904948,49.114218428682804,D,-61.114094945738714,-66.79188799722814,A,-68.9433193355635,13.889731721615266,-219.17027092620148,1
China,65+,65.90971440336789,-2.579125321402403,-111.40779280572659,D,-51.793760408066916,5.646406055181798,C,-104.98054991784824,122.41947507169786,-48.239200223138454,1
Mexico,65+,33.60199622512893,-127.16546233016184,-52.484945627890454,C,109.62892412814689,204.60767591804583,B,-9.800273038206324,-212.79532560780083,39.277081874428546,1
Germany,18-25,-123.4825183505642,-10.88190710769587,32.83801047616222,A,117.4216061439158,-29.581530758438795,D,120.0548849476979,23.72060806579163,112.44592158265657,0
India,51-65,3.7017663882409133,39.03672056940998,107.40325949711833,C,179.25598221559974,97.34119745063136,A,74.47287068590865,-48.94317338360044,-131.36516113004438,0
Mexico,18-25,29.078115960285402,-12.440255340485033,-61.64853161620242,B,33.080565125216744,46.70274674381837,A,-222.58466032948166,326.8111686908231,-16.931328293714458,1
Brazil,26-35,-61.25492517549205,-0.872214694631716,84.44341885150396,E,100.29739987931703,13.166780557113386,E,57.05923299994947,106.95721530767939,-107.57414824100854,1
Brazil,65+,15.985404348173413,67.92746252938775,135.94210806072007,B,0.9851074300801572,-126.99170866700014,E,-48.385571869628414,-3.9176272724049515,8.155165233720087,0
China,18-25,-47.398564442648635,30.196875066237933,-190.76098606501287,D,-72.98458665981093,39.151979879671224,A,-276.4634241371761,-2.2309598511069466,-16.73643860781889,0
Mexico,36-50,145.65760784823703,-61.39958991818768,-17.364393236948704,E,-77.47272299950042,76.27497578589029,E,-117.95397785121406,-99.79883908075703,-195.715051628079,1
Mexico,18-25,72.69387157808983,-57.02101756510428,-6.020217395364688,B,-67.69776776624384,-62.22191826299378,A,91.09781606786045,188.06318207715933,-87.53820855665909,0
UK,65+,109.80820981251527,-162.74619266094646,-4.983171349100353,C,-133.35286242816068,-158.3414586248715,B,102.85855348580561,139.88914801720048,-65.15547970652452,1
Germany,18-25,-12.06714984608917,200.23400792082722,-3.003211898672374,D,7.135350027756855,-167.39474330160337,C,-207.90785547540028,137.29866275511353,42.979347224958275,0
Germany,36-50,152.64316158523798,-7.371387176105842,-103.18564093326042,C,51.4037049982629,147.82387086167404,A,-186.38309856404095,-112.76358362626688,-15.23390522635299,0
China,51-65,78.84976782638645,-261.2956509336132,-122.08317050592366,B,131.60790687539347,26.748964316631934,A,-7.222440116721954,71.89159621886027,179.97171207079947,1
Germany,36-50,171.9157340624967,-64.04211966613993,-7.9434051699430785,A,-48.33785658085066,-9.45762832063568,B,229.13575325759413,-90.68362014957667,12.88491279896681,0
China,36-50,-195.96587547173792,-16.777897181206207,-131.14924570286186,C,245.69630835104724,-139.63493180635106,C,64.47895755858039,1.4880058311629036,-144.68272330117992,1
Other,36-50,178.47427251223368,83.37205032578994,106.31953980708822,A,93.1591866061262,-86.8510328641882,E,96.80029693344626,93.76711805148491,-221.68389499592993,1
Other,18-25,153.36873386157268,-0.49892048647873743,-134.99044090154734,B,175.8448037377598,-53.01017478570872,A,-57.17033121575773,-174.63276056381733,86.33704625095997,0
US,18-25,79.69502804543734,-50.44860891833617,-0.06240505784072528,C,85.7904652452764,-10.033010087307824,A,12.407152676980765,104.13531563077156,-103.58598748026463,0
US,18-25,-97.691364726769,11.68986369337882,-29.62210254498005,D,71.94467676205998,42.78309443016974,A,54.20432997796756,209.78624802223655,-18.132695206801046,0
China,36-50,-25.309748113257008,-79.29899427798321,-191.65290692565554,B,50.26639982433392,8.597554783133775,B,203.07547797016517,-40.705262346608926,129.3564423269721,1
Mexico,18-25,-34.06826603508848,60.91799745413557,80.59662812727578,E,-27.204963722545212,79.9217582315784,B,113.54872640331237,77.48967672802058,146.58218152233448,1
Germany,51-65,-75.04123859349673,8.297631437607532,0.01889591565103047,C,-19.493061782320858,-51.81689232829483,E,162.98005591711885,-41.77187793146686,-222.39381528166703,0
Germany,51-65,19.755842456120476,73.38831570242252,122.70970929807525,C,10.856546852279513,1.6380631606728095,D,129.08071950950136,5.447973133030763,95.17868259870069,0
Germany,65+,-194.75942028676343,38.5863652058937,-257.00119702829596,E,57.5487804645799,57.224240826022985,E,45.3007946663007,21.095877839091663,-66.98120883982163,1
India,36-50,147.22990293627007,39.871168858489874,33.25347680626164,B,21.0790986365908,17.230244124266033,E,-82.99933925974288,22.004926079457125,126.27282894812642,0
UK,18-25,-160.041686025962,-112.67254512104019,39.50539598387988,D,45.75773331929336,-177.27724493280434,D,17.415497919628095,-109.8197703530105,-88.77195740659123,0
US,26-35,-140.33311730408633,86.95320658752355,-85.60765294938992,B,120.21786177896625,42.6057919131598,A,127.56007933585629,-2.9137354207284734,-70.1476816784199,1
Other,26-35,-110.24604724881024,45.15896172210716,-39.6767927214696,E,-152.88058733071523,46.01809210636442,C,85.82148560007562,-63.20206154766781,-96.5101450090108,1
Other,51-65,-160.83716432053836,-42.446008820602536,224.30308644831044,C,97.56041677020141,-10.951194554681491,B,-138.796844783177,-34.96239609045648,4.551975032754959,1
India,65+,-163.40791586449842,-40.149670335129386,86.42322159221104,B,32.93742600385216,-24.847986591366027,A,-12.14161519613621,1.056572991558342,156.81379519206342,1
China,51-65,-22.85906598594309,45.41915010069002,4.091178755852903,C,-24.446053930915937,-20.478126058939516,A,89.1386704357331,-25.307820698157606,84.73957957659407,0
UK,18-25,-54.58215498657849,-179.38986989137555,136.5852889642416,E,76.08012432130077,63.58722620833501,C,-158.13134375284335,78.56681552899879,73.59770100559318,0
Other,65+,-61.652928289083356,-9.053853841636153,35.4689735531872,B,85.23592305032665,25.758819321479624,B,-39.317669362909555,81.64644654691018,15.259164145767738,0
Other,26-35,-39.65203894213663,7.605274401155045,69.57691771833551,D,50.06679109950365,-8.723710831902608,C,-2.523576215740583,137.75682026589487,-58.07727280200077,1
Brazil,36-50,16.422176142824284,24.07685857279782,23.820388223132422,A,-164.14170587126546,-4.783981334451327,B,-58.060680444056366,-47.54151129626522,87.33641100940353,0
Brazil,51-65,59.17166969980221,26.669122011046092,-79.66228437408004,D,-136.8684723775145,-185.3203496102777,E,76.36278813572461,144.92987855710032,-59.21563486241226,0
Other,18-25,-92.98414964152595,18.745513857492384,28.703049645951715,E,-53.99021828080342,126.40886959732838,D,126.04504084891424,-40.81223155226764,15.147373501676627,0
Germany,36-50,154.5856108563886,-86.34449527002724,162.58532163494445,B,157.21494823570023,-90.32726101520043,A,23.545437228098358,-22.923501776870427,-99.08190136683585,1
India,36-50,-42.43705717584787,11.187957414488036,1.3485903060995068,B,-41.140121124736176,-190.28256352755673,C,-108.86014887974247,223.8330661011192,-83.498372623125,0
Mexico,36-50,-115.85185473081505,95.21080331019486,118.20762365944186,E,-30.96643698091186,185.39334873916414,C,-45.71210219033056,147.46491346728652,-82.03689138991194,1
China,65+,-98.70948626632006,-121.26911760966823,5.229149796469298,B,-28.85119749866838,-16.09741857680321,C,128.75863922627414,104.76755598826566,-76.07735477189262,1
India,18-25,-152.5418502600764,-31.946205032917952,76.1369943523647,D,120.2563010446973,16.898389022862517,E,19.16889277407098,78.9401609950899,14.03395658740789,0
China,51-65,-108.55685989540564,95.83123677601084,-114.30691156743006,E,115.23703951486968,56.963123678641395,B,0.6414779043036994,-40.6220563501957,53.70748019983749,0
Brazil,26-35,107.57479630742888,-125.8266823170388,-85.60948382918863,E,-43.71222752812465,71.27451696233487,D,-91.29474762094793,212.16499416411784,60.786281464486336,1
Mexico,18-25,-114.88835254980667,220.11237742374172,7.575637202743033,D,-191.32518649575076,-20.404121712644812,E,71.6440558570754,109.80846098957224,-162.21921772035117,0
Mexico,51-65,83.48521775671904,-26.59666630010249,-168.28681444845833,E,-33.533446181648216,84.3697228216359,A,74.46215441188693,84.87708829777284,47.96894664260053,0
China,65+,-135.18607700718982,-6.671575051784514,22.436510271216555,E,14.23433241216683,34.71012820682303,A,85.98680778825113,102.33764577285274,60.98616312955819,1
US,65+,-49.44666341488543,110.8467216977916,-146.77467494647868,A,-47.54956815646937,-110.10599458563071,A,22.607044035011413,52.53260091949391,-0.8794671385464053,1
Germany,51-65,114.69492250369655,45.0880698847458,-58.089417713996184,B,-94.5037446154759,25.312972704484725,B,-77.67789501475768,-41.49751364960358,113.24129936921035,0
India,26-35,-15.975814625020273,-26.353387612585188,-133.38203033664894,D,46.74427037966618,-9.576471645475195,C,-243.9789213141525,58.535947338781504,120.70697242500437,0
China,18-25,181.1557417016519,150.27747866740106,92.70012537564989,A,42.73445210370749,89.07873538737577,A,138.4278363362769,-43.66473244201238,32.75995642280209,0
UK,36-50,-99.56634511196009,5.073989318927532,-12.012540358494912,D,-150.29253579540284,54.62695078316191,C,-14.30930032097047,-181.8675297938917,-104.55256764717342,1
Brazil,51-65,-24.676664123311618,-140.1199015615372,-16.30559078343787,E,-4.621446198556278,-40.28613478186335,B,-16.88302458312089,-15.230275104987806,81.60490698503482,0
Other,65+,34.44118364064681,-16.464416723743412,99.95546916396066,E,-117.53864683661241,137.15423685501818,A,190.84204128760965,91.59854246378893,113.01341772449895,1
Germany,51-65,-113.01178850806197,-120.21454398268678,24.61713922138264,B,80.61580416730592,-164.4826099316668,D,111.95438143635829,141.75733398273266,-148.04288436907612,1
Mexico,65+,-96.41018571643146,-103.76619382659011,75.10870565489572,D,197.8293288905922,122.62086174937043,E,153.11710156336733,-15.152994883346777,8.181195449666163,1
US,26-35,-27.70262388920901,-15.344615283141632,-124.74106525002419,D,-120.29169284048749,-4.045931128103794,B,10.652783185700843,-140.4187516407787,-27.939691983870308,1
Other,51-65,-77.36523759561595,-133.29915319332665,263.3490562829834,B,107.75824086965586,51.212766059783476,D,-78.09764565236802,33.98352815752608,-83.99325296711979,1
China,26-35,183.77077924160983,-29.63859843366734,-11.164174695052138,B,77.55713502534361,-61.22108141310212,D,-23.294949578277944,11.50330168564245,-25.34660055873249,1
China,36-50,-54.43216518371137,-43.92412185588396,39.94295560429602,B,143.5771163769824,-43.10629554157902,E,9.680107632753543,163.4643197427108,-80.22981126821603,1
Germany,36-50,33.23664475269653,208.78644416678503,-44.76433308175828,C,-2.348052619326374,158.5516609867382,B,-223.96340373345035,-86.54717641337453,-7.2527321328763845,1
Other,18-25,-30.946894949759272,6.062410194770594,99.68771955645379,D,25.794188550224728,-66.72325459276726,C,-66.53692739440086,173.17197656533082,72.78184340431156,0
US,51-65,49.78088660654807,114.92071420750452,22.914392219881023,E,201.10299904379167,-43.67407321852928,E,69.77000368040154,210.2929601746697,61.541729460598084,0
Mexico,18-25,90.23173485899964,73.57925526454842,-128.38130534630184,C,-4.197358257224422,97.37658930843237,B,-90.4710852552877,-133.78672250013824,-68.51317690380647,1
Other,26-35,-140.99066318766026,25.896284664549214,139.28635451811257,E,64.06343426178252,68.01569457059017,C,-20.492281127546928,12.923244956235228,103.69878098158578,0
Brazil,18-25,108.06078001814426,-221.81354765533777,-139.68682213611362,A,-97.25999795110967,7.36425117614866,A,-104.78864184613998,196.68606628269416,70.3059620700128,1
China,36-50,-108.52367381412668,80.31693263418012,90.11523797170517,B,6.018545717660325,46.45829022408694,B,-63.996102520378486,48.36974234452829,-44.37178971495819,0
India,26-35,95.53057449139254,38.46243344001719,15.289427374021239,E,-62.78034337649407,13.917145152405789,D,-80.48762886950475,-172.67573176890716,34.2124819053112,1
US,51-65,74.39657603338084,133.49711323413874,118.20172959158155,E,35.07325124328633,-48.731608331164814,D,-27.96328861174414,-92.86385232987232,26.494638682286325,1
India,18-25,135.2523327471209,-42.17029045264651,120.98056637878854,C,39.90489996365877,45.2328871960569,A,-191.35939070920264,-93.93969794159682,-2.636689848476877,1
UK,65+,-161.7523979217573,-62.677229558560164,-39.07516235874963,A,158.047032766493,29.080006960234208,A,-21.868569727423953,-81.40544462058169,-1.6645991476870057,0
India,26-35,67.68150536639396,136.68775401471066,46.92131121681868,B,-119.88009696173441,232.02133615424617,E,194.71076242546513,1.023393111647185,8.055917860804552,1
Mexico,26-35,48.338829138667045,-101.26315547907087,-47.58001783902408,D,45.76731708506121,5.160921666882421,B,21.121989149469936,94.66263944812951,50.83291109514303,1
UK,65+,33.35919639681885,-72.28854901480891,-62.31045153343756,C,-24.592892666224753,-229.44868461454422,A,-89.33898560878723,140.52227225645478,-73.05351383093702,0
UK,26-35,-11.182313888409025,-4.610739928577367,-52.21161605290968,D,-54.91741132640112,13.697125307081217,A,-87.40067112539764,68.82900122467282,124.26835089731252,1
Other,36-50,167.62125498328393,-79.91467891375535,-17.225580608297786,A,18.305528772942157,-30.628171474365395,E,-59.18350572572373,215.3882004353252,-79.01103880474844,0
Brazil,36-50,-142.50594397783308,-44.56408165721521,-51.21831732939827,E,-43.80645035978358,-46.82637866572072,D,-188.28415127204858,-20.164897280379552,-98.26870772913274,1
Germany,26-35,76.50145794053633,167.35101048690692,31.742065215670035,B,34.3314954539134,6.144881264111736,A,94.27874156687419,53.66039468428144,56.42834189509948,0
Germany,36-50,-123.90110474434972,74.23888798424451,-51.94081821705758,A,139.8314133148811,-115.75649593720402,B,-146.2660847550152,-29.721874816465863,215.67047699816433,0
Other,51-65,8.887975174942623,-170.97859001386223,8.094409992514063,A,86.71569992761358,49.44450600444884,A,59.4967174884909,-56.45778723860357,-45.734222418726006,0
US,51-65,119.09711389592775,46.82085457167667,-129.18249962996381,D,71.20941301296331,-33.0551663452323,D,48.39990418866716,-126.45643065255318,-107.37280420303918,0
India,26-35,-17.156701960235576,16.612279136768045,-106.35693071870219,D,-192.35278941317182,-30.132816598473553,D,119.83903679552992,-57.71401571618902,49.17263231886527,0
China,36-50,21.20877121397561,-147.46163860951063,-92.1739283212894,C,-3.6205333369961923,136.51354291114617,D,-89.91915621134116,-17.326674581345276,142.28872855097407,1
Other,65+,91.88789854402201,-7.573414276217598,-47.61477146043938,E,-13.520847092014007,93.0655448349615,E,105.67958178397335,-206.4113052294821,-64.2963676378858,0
Brazil,51-65,76.58002354220625,-62.315279417236816,-160.7133809450461,B,-2.45368460333612,-153.38457194417222,C,61.3954618040097,-74.1734644983613,105.2316826791121,1
Other,51-65,-79.57467527271088,97.3469290436774,251.5435832274634,B,69.89130697899942,-121.24709864552499,B,-46.36324481795218,136.15675343221196,43.284925863691086,1
Brazil,51-65,40.09843529219751,7.116621520504609,-58.85115067685811,B,54.59360046879673,5.756412070618266,B,-68.52845071369308,73.76304530418916,202.29939128771926,0
Germany,51-65,166.7541185002292,-43.48463133452138,-94.7253453274434,A,140.7855885131073,36.17575787456452,D,23.76710152089112,85.07899269483771,26.931482702813614,0
Mexico,18-25,-65.89317796603893,228.2958604527416,24.31218932310213,C,143.39571616211987,7.866660060392682,C,132.85234284063952,18.303907752605262,-33.07732839888185,0
China,36-50,91.4797128075993,157.53978620900634,136.88792416709325,E,-89.41963484363087,8.60751964200499,B,41.85640102489279,-31.262968002808528,13.190695632719695,0
China,36-50,279.9051907342529,-116.12717157020597,129.8414793683552,A,-14.601688992095822,6.126403591847851,A,-12.54208896006343,18.190349216112477,-5.227957304700083,1
Germany,51-65,138.81188915920688,18.189858157840547,94.65867791558826,C,62.58278642554871,156.39847520867264,A,-157.24228146321718,-9.928939177985303,40.42029906885341,0
India,26-35,65.09606694034075,21.848268043370044,5.434239948465677,B,-246.09640228000922,149.28492204489473,A,43.0789762090606,-33.04725085563785,9.121287201130123,1
Brazil,18-25,-38.992034777584465,40.7154325364962,1.941281970742225,B,118.57014969362321,102.11855709754174,D,-35.05934602971131,1.6226319419332664,32.02488065532277,0
