RACE,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
Asian,-57.20607558911822,B,B,-71.53984982038544,E,-20.281477014052967,0
Black,21.720568229816006,A,D,-0.15373755631403946,A,48.78038965015758,0
Asian,5.247463806542507,B,B,-96.55309999971156,E,-141.8390064615514,0
Black,-53.585667019513764,E,C,-18.29222240788839,E,14.33175478179963,1
Black,-187.61142808646315,A,C,19.083676756696793,B,33.29914483341939,0
Asian,84.42122902006417,D,C,-92.54736529204007,D,-33.65052627413503,0
African American,54.766553413043226,D,C,143.13569255459095,C,65.63702677400455,0
Other,56.39130032897558,A,A,98.62407806653819,B,-54.46824526759067,1
Other,197.3952009863014,C,E,-42.37303401009539,E,-1.415791293440567,1
White,164.70005692352134,D,B,47.69875759219823,D,97.85225426947096,1
Black,-34.554793435489565,B,D,-130.7445921577828,C,-0.26501649638607794,1
White,-64.59210134280742,D,D,59.23574270097816,A,59.55241402982755,1
White,-132.50759183371997,C,A,-49.96369670210638,E,37.67749749522229,0
Hispanic,84.69072965363449,E,A,16.778334227949223,C,-109.18621256239777,1
Hispanic,-30.9276998308669,B,C,-83.63121659343335,D,-131.51962813525353,1
Other,-123.60375823033132,C,D,-25.600001711614496,E,130.1445572064071,0
White,77.53857474422055,E,C,-49.702711170482,A,7.292546517051804,0
White,-43.12251584702031,E,D,-82.77556866713829,C,27.89036756179422,0
White,14.255433439921768,C,A,241.27439722996874,A,72.0869920207167,0
Black,-18.011876791053666,E,E,54.136986201631764,E,8.334082503212406,0
White,238.82666884638292,A,D,-34.12998940131007,D,-51.59568144607828,1
African American,129.34168512245222,B,C,-54.18858454658103,A,77.78670110651741,1
Other,-99.18202441382564,E,C,44.06951638932144,B,36.30179435113441,0
African American,153.8114166761964,D,B,55.49982933507693,E,124.54917666805751,0
African American,157.63956798052183,C,B,-33.09602208681195,D,-88.68235833635039,0
Black,-88.51382490061614,B,B,25.791924051097997,B,27.117642082554806,0
Black,71.05764060623243,C,E,-74.51563176664033,E,24.19479726237078,1
White,5.67514877172257,C,B,50.40210643769662,B,-93.91945055295857,0
Black,-66.33614785929925,D,C,-42.114817820707806,E,39.51902879166034,1
White,-109.6335127089144,A,C,-51.43492963001447,D,-109.99513924597896,0
White,23.924786358290024,A,C,64.27783291440028,A,-60.35927808671756,1
African American,33.43252694021586,D,A,-44.98752511546883,D,35.21620707261508,0
Black,15.872285445357587,E,B,78.71104653464656,B,36.87551593318598,1
White,99.56761092541979,E,B,-217.79409266456997,E,16.99389307388112,0
Hispanic,-286.94680195287026,A,D,-36.92140474885981,E,-97.84389749254059,0
Other,-17.977671979191655,B,B,156.44936605210196,A,-63.881321870327966,0
Black,-6.049164616809563,A,E,-123.4879310141444,A,7.9701762113271055,0
Black,-110.59956372717366,E,D,-64.6618183025861,D,38.389972064991014,0
Asian,-70.92676347192412,C,A,-9.0792992037551,C,-79.72511796034168,1
Hispanic,118.50378572480464,B,A,29.239329701331496,E,-26.873944886277958,0
White,-84.54768471811718,D,A,-72.07229942093501,E,-187.99204215038458,1
Other,69.71509968691699,A,C,101.56041286562623,C,49.631285073767316,0
African American,-202.66380010979236,C,E,-75.26869667707965,C,-84.35408051598316,1
White,39.883111892755196,B,B,-63.43800910787621,E,34.25639491914957,0
Black,81.35477685104246,E,E,84.36655578188945,B,28.545064501638677,1
African American,66.91591213749562,B,D,26.91598693709596,B,-106.05796983938944,1
Other,28.554162437122883,C,C,-100.5561210543357,D,-15.91905515144064,0
Hispanic,3.2650927943989814,C,D,81.93722066309319,B,47.37177857106409,1
Hispanic,-89.70503235167712,B,E,119.78668148285223,C,113.370816270591,0
Black,117.5731732932382,D,D,-23.89412697125543,A,-177.7251119069018,1
White,-27.236628432883414,D,D,-87.84819576424312,D,47.39317098970805,0
Asian,-179.6315417833093,C,C,11.167727143398631,C,2.596221858172558,1
Black,29.42174923070391,E,E,31.644986746338503,B,64.57655901173294,0
White,33.66744238348123,B,A,-42.104152927443764,D,-93.91449519648478,0
African American,32.207332208201734,B,C,-56.28530778993534,A,86.58649344595078,1
Hispanic,-22.0700323636105,D,D,177.78286427126517,B,-68.50151741356967,0
White,-56.08187763839854,C,D,-27.65195879261585,D,-19.44698587730217,1
African American,116.83041862648795,B,E,102.92890450630239,E,82.90186566507512,1
Other,-79.55950855402274,D,C,168.63111860750496,C,210.37501788677062,1
White,52.65111693981347,A,C,-21.01660218776861,D,-105.51280092148613,0
African American,160.28687024552647,E,E,-54.72740336464158,C,130.4696418050244,0
African American,87.60725052882574,C,D,106.62418530810686,C,51.384498605993414,0
Hispanic,263.9773224088941,C,B,-63.71998457507571,A,76.80354311251756,0
Other,-28.487893447989975,A,A,19.011305868633798,B,0.08251433029394485,1
Asian,26.069031413297832,A,A,-52.23872345327381,D,168.41260108465107,1
White,-12.069349139041256,A,B,-83.69634120711035,A,-223.8317134625042,0
African American,47.24870679112333,E,B,69.78863558689396,A,61.15039926806672,1
African American,-14.621664434397658,D,C,54.53702852201698,E,-25.683426819940802,0
Asian,53.258440301846946,A,D,-38.28289674798587,A,71.78633064881082,0
Hispanic,190.63662889111455,B,A,2.9380690537440453,E,-51.84210668421494,0
African American,-34.88460112870265,B,B,-198.50841733030535,D,65.00444560090857,0
White,-167.24566558408668,B,E,156.45660254987575,C,-109.7763042580042,1
Hispanic,106.15020284303596,C,D,12.90631552067035,B,54.57296455404872,0
Hispanic,2.420756347222042,C,A,-129.36931322841488,E,2.1270396386312527,1
Black,-49.666479822586865,A,E,105.53855658894413,B,55.8334135285158,0
African American,-60.752884438561274,D,C,134.6802226831747,D,22.15772683025813,1
African American,83.21497464321585,C,A,-136.10082630362476,E,42.56168431200081,0
Asian,33.87014945122341,D,E,-14.480991638416029,E,76.86329643664746,0
Hispanic,45.4551834025147,E,A,-41.8361220407113,B,172.37671806942325,1
Asian,-125.425504459681,C,A,105.95422663237251,A,-37.92624097047288,1
Asian,79.40301755860192,B,A,-45.911610543597206,A,56.953104079323445,0
African American,9.82392103985664,C,C,27.43430630725689,C,0.35321527373254763,1
Hispanic,182.64579261152366,E,D,178.84569566158166,C,58.66366689983494,1
African American,-142.05123549472268,B,A,-50.69863474385462,B,47.214205713970564,1
Other,58.44014233127726,A,B,21.1177313868099,E,69.144139252489,1
Hispanic,-26.145441138619336,A,A,43.549181628643304,B,-249.6326039000683,1
African American,154.0771206853437,E,C,77.57808040080391,D,-11.525525370180306,1
White,-75.91550942646991,B,E,-103.36032536373187,D,4.988091166273233,0
African American,45.16390645617332,C,A,-125.52737470606267,D,28.876856668451257,1
Other,95.49259928112815,E,C,152.37870745967334,E,186.01007561402164,0
Black,112.60323303877125,C,C,72.95719608281259,D,46.212385345420735,0
Other,91.77622234343393,E,D,-7.793744339688474,E,-67.22122571126664,0
Asian,-22.682755080002618,B,C,-82.25231600046664,E,-142.3408742480047,0
White,-59.659080829886435,C,E,-174.60829890881166,D,8.19911796125104,1
Asian,12.716940881641946,A,E,154.66925592252653,A,4.057346716090081,1
Asian,-200.05931769295583,D,D,-61.47080868722762,B,-119.76646748890813,1
Asian,94.58967756984977,A,B,-53.964924995562434,B,-62.40651727722184,1
White,-11.22449419945461,A,E,-7.251192604352378,B,43.86131990779777,0
Asian,-115.93131358355552,D,D,16.756330200836388,D,-114.35076447632699,1
White,93.77416100510322,A,D,-91.47504949426548,D,115.23427706524569,0
Asian,-17.64642155464225,E,B,-93.00318876130717,D,-103.06297582804535,1
Asian,3.11271713157639,D,E,-0.05894413867696639,B,193.425221981249,1
Hispanic,-152.30059100806025,D,C,75.74661166886142,E,-41.39925696484235,1
White,-35.67521450885836,E,B,-125.59012395068993,E,-7.2638995110741265,0
Asian,78.8237087944853,E,E,-36.302949499799155,E,-113.56023190911706,0
African American,-148.46908950271532,C,A,-16.494366953358544,D,-29.812874908174656,0
White,48.26012921077273,A,C,109.90202528458362,D,256.38004708853003,1
African American,20.987260825723673,A,C,85.92769228330893,D,-146.50753775057018,0
Other,99.2745816221149,B,E,60.206701970599816,C,115.95048157441276,1
Other,-114.2973519724481,B,B,-311.9108819144794,C,-29.44530064001502,0
Black,41.84465660585685,B,B,81.17148863589388,D,-23.866431606052934,0
Other,-161.11408759561138,B,D,114.57056802227518,C,-32.68310403285283,1
African American,-80.82412721724138,E,E,80.51646531940047,C,91.50071862722116,0
Asian,-6.015859348763635,D,C,-52.596301069900086,A,-35.67586216098373,0
African American,44.87586592211855,A,D,-74.70343495403084,D,31.35608923684571,0
Black,-29.906312698568136,C,A,-22.408075786395067,A,-78.52863318365114,1
Black,-66.01088073301106,D,C,38.832282993272486,D,-56.6723580736236,0
African American,-84.3504412635297,E,A,9.497696293315347,A,-47.23202234120965,0
White,-63.74879721963709,E,C,61.81853338937544,A,86.57883025332782,1
Other,-31.972053991878745,E,A,0.40419512711883177,B,35.31267678216579,0
Asian,-180.66424385114007,C,D,72.46703980271451,E,-19.27089417699592,0
African American,14.225181321862628,C,E,-2.238749499102819,E,-158.7744345799372,0
Asian,10.858593103614078,B,A,123.79618497616957,D,29.62888475994694,1
Hispanic,-61.28005989237935,B,D,-31.048272182019293,D,15.188056217874363,0
Hispanic,-10.594975246818597,E,A,-201.6404694696544,B,-4.953740784030755,1
African American,28.91329543676401,D,B,-279.60663273975405,A,5.871096564725424,0
Black,-242.06789028605317,C,D,82.77122563830977,A,-254.61538676100562,0
Black,50.642504475608796,B,E,16.700371284424538,D,16.6458263862521,1
Hispanic,124.41253605932036,A,C,8.114694703811642,A,96.92657152047516,0
Black,-16.561317631058465,E,A,96.28600494368075,A,126.28478808631041,1
African American,23.583761260365538,E,C,40.85391368754138,E,47.62485153841416,1
Black,34.762146888448456,C,A,26.44189041293482,D,-113.59031106589181,0
Other,11.431273288370551,B,C,-1.6296192783123675,A,46.433710944140465,1
African American,38.571363571419106,E,D,58.95367684050691,A,-45.99215638508944,1
Other,-173.20331679611226,C,C,138.27449728833713,C,-255.82265969210272,0
African American,-134.68898012692432,E,C,32.82495746002136,D,-28.612814037019497,0
African American,-64.42636644747974,D,B,-107.44300043221307,D,-14.04809118297787,0
African American,3.078883450926636,E,E,-148.3755379985717,E,50.3078797934591,1
Black,-82.75441343720136,D,D,-22.53924426938108,D,34.91509144133851,0
Asian,86.67641361334269,B,D,-47.56946491369324,D,-5.88092564700507,0
White,-96.25714362129436,A,A,68.76174420940734,C,-100.74629564138947,0
African American,-0.6751955911037765,A,B,-57.16181679343245,E,-126.82032473383377,0
Other,-35.06627377676901,B,D,-102.51185876671268,A,-38.76960596948299,0
Hispanic,113.84924242352423,A,D,111.0197076317304,E,-22.136024916780435,0
Hispanic,89.145621261354,D,D,51.52154028591471,A,38.95938806214209,0
Other,-2.966724934016909,B,C,-3.574933050282711,D,-176.58460337272388,0
African American,-78.72373475082132,D,D,-32.85851748249327,C,18.441629701326953,1
Black,-23.27270314579074,B,B,50.6649871912622,D,-231.28359849580997,1
White,88.54814553742084,A,B,71.01063471945169,A,14.787019978179753,0
Black,-87.191351636475,C,D,-178.10487455705461,B,-35.274613655335145,1
White,81.74528767265306,A,A,145.84388146332537,D,-43.27963613271707,0
Other,87.7571562497248,B,A,49.473568695247465,A,-10.944003732538548,1
Black,77.91741023613106,C,B,202.2174000700226,A,82.71391909440126,1
Asian,27.51785285821627,B,E,55.34994436859778,E,174.5178876715838,1
Hispanic,175.74116923174884,B,D,154.91980289045216,E,-28.554819618929457,1
White,119.89798103739756,C,C,-58.30645475675959,E,-101.20667443369464,1
African American,42.097111007041505,C,B,-45.6024298084176,B,7.196141753547752,1
White,-89.54083144772405,A,A,-57.697027767103606,A,116.14133993454668,1
Black,-173.31250992395022,A,D,-4.824314700388199,C,-147.81426510690892,1
White,-198.76335771569111,E,B,125.97296040309875,C,-21.481638205117022,1
White,-44.691152636940956,B,C,-14.218847203483156,E,44.129869575225285,0
African American,-51.23405857374611,C,C,165.62196559369968,A,100.6872524807048,0
African American,-81.78706973837623,A,E,-72.07266703882368,E,65.87486091475847,1
Other,-7.32444004404817,E,D,-28.292726455726353,B,-165.85492165833637,0
Other,-34.59753616283439,E,D,151.51033028239536,B,63.248674738657286,0
Other,-88.4786496824509,C,D,42.51195537794843,E,53.65221555990946,1
Hispanic,-88.9112794913475,E,E,-9.670527746514049,C,37.075947623626924,0
Hispanic,-89.61156173981028,C,A,16.44671678388172,A,72.4652922897734,1
African American,17.765494447243796,D,D,127.00165883254127,C,216.87321030124994,0
White,-27.864803232847656,C,D,175.47911106551206,A,-151.61342373019158,1
Hispanic,-23.805884523312905,A,B,20.6021596194525,D,77.19786885937965,0
White,-26.66265839332253,B,D,10.902461105117988,A,-130.33834412526204,1
African American,18.56127028401307,A,B,56.41522115113852,E,26.183248924719205,0
Asian,40.22502904453699,C,A,63.0917611017904,D,3.9861036240707115,0
Black,-177.2909647576602,E,B,-146.91113862475137,D,-134.53002584597857,0
Hispanic,-48.62917658113155,E,E,75.68473024613519,E,-112.55883851643138,0
Other,-48.73108217146491,B,B,75.45155192753055,C,42.25062355243763,1
White,67.02844395749077,D,B,-32.47987915158759,D,-68.57381335865689,0
Other,114.40073779951894,D,B,-3.5825330317911104,C,-107.17235294952445,1
Other,12.14483514494672,E,C,37.91247986327706,D,-305.53197558287275,1
Asian,61.826552662975054,A,D,-209.3246804937432,B,0.9060566155783408,1
Black,148.86610457877947,C,A,89.8899402444887,B,15.000159592605725,0
White,151.50736094295945,B,D,-15.977013598975898,B,53.546614233522774,1
Other,-113.15360315381133,B,B,-7.481334185130815,B,-151.1211110912954,0
White,-5.531288850288596,D,A,141.00153414949602,E,6.12562055698697,0
Hispanic,-88.23474741789829,D,C,-122.36353541759722,E,-119.38338038812346,0
Asian,53.7004362756211,D,A,3.094717618990507,C,190.25760670937413,1
Black,83.03827283665719,E,C,85.8831502805688,E,-36.22606579527146,0
Hispanic,-129.79811833430654,E,A,-211.2141587082529,B,104.14427936478181,1
Asian,-64.5020980743338,E,A,171.63752311663,E,137.68775860075863,0
African American,-22.691312376789703,A,A,104.29544694695461,B,-60.958876344308536,1
Hispanic,158.69590573238477,B,A,-8.99608886727415,E,18.90120096429239,0
Hispanic,36.022181915749,C,B,35.38945043638449,B,-59.169256326660125,1
African American,-100.79575726150003,B,D,-114.54781018794374,D,-247.11242459536268,1
Other,23.130885192178816,E,B,20.996627845381457,D,-89.97793731558652,1
Black,-80.49667707011605,D,A,-77.45626197019232,D,34.90544351066517,0
Hispanic,-63.23507909611328,D,C,261.2618639353654,B,-183.01267746389064,1
African American,106.87453982605516,B,D,72.95018933939492,E,-198.65710638999798,1
Asian,-136.0057452904184,B,C,135.0529491108323,C,3.5281487410735113,0
Other,117.37669688586531,A,D,-134.538835415466,E,25.56283856046793,1
African American,41.8087551632462,A,C,-74.40257949322407,A,-54.226740365717276,1
White,7.065659940422446,C,C,320.076588028512,E,100.57696885439897,0
Other,-132.26969486035046,D,C,-208.5644122695271,D,5.417130239591632,1
White,19.657369724648515,B,D,-217.00386495518478,E,-110.34176255670111,1
Hispanic,-49.820019643155675,C,A,21.284323093735296,D,95.57455284753836,1
African American,6.822468565818409,C,E,89.84464261734468,E,50.49406091619474,1
Other,116.45058300544618,D,B,182.62080498905925,B,28.38389855986925,0
White,47.88965623238089,E,D,105.96399310919962,B,-0.5219431168021876,1
Hispanic,73.27661156642856,C,E,-57.51782384209796,C,26.15138876207888,0
Asian,84.79505447188923,C,D,16.524541247987237,B,-77.75040142413017,1
White,89.84324232902897,B,B,-156.14299795075596,E,-27.044752743486804,1
Asian,83.70716198670559,E,C,-113.48258513266371,D,-85.50604349340387,1
African American,-58.214203587113055,B,E,178.84507361203936,E,88.31828832912146,1
Black,28.57643680568956,E,B,152.8084701433025,E,66.75696714315923,0
Hispanic,72.66911669736174,E,D,-26.93648389757349,A,53.68841911352125,0
African American,189.77883444488265,B,E,73.21168543789315,C,175.01685700447277,0
Asian,-55.54627988345743,D,A,137.2033355463961,D,37.58835483039747,0
Hispanic,-110.29959806104182,E,A,-141.5483157315504,A,125.81084821235564,0
Black,51.190077675086364,C,B,22.379666509363197,C,101.17497363775723,1
Other,-127.5354094228075,D,D,-15.315231177129842,D,61.97951059739233,0
Hispanic,-31.02044198140555,A,B,-105.4608327127174,E,-24.947336266829712,1
African American,165.55581356106376,E,E,-54.454064491177434,B,22.418064292768115,0
Hispanic,236.25737182831102,D,A,-68.2104711437433,A,-92.61186450387466,0
Asian,-170.3188336892565,A,E,162.6032417984186,A,142.7762630554027,1
Other,-218.2243783044858,B,D,138.86682764896017,B,-76.84303535923051,1
Asian,-7.335727771676508,D,B,198.7851000035403,A,-141.56758518759645,0
Asian,111.03847701408102,B,A,1.5172892836047407,C,-188.845486106879,1
African American,260.4358704734837,E,D,-70.46033573371943,B,81.00363193034946,0
Other,6.420487490565882,D,D,-71.18363926326181,D,-49.57933587668721,1
Hispanic,52.35423000273512,D,E,-56.86826482849866,C,45.60441966178133,0
Asian,-51.39917681561917,A,C,64.51320588695371,A,85.64726369646233,0
Other,138.3623211175304,B,A,167.09916703718105,E,-168.00919821145698,1
Asian,-9.838805191069925,C,A,-0.33921072509992617,B,20.639647070137954,0
Asian,-19.05286103535006,B,B,-64.3459772306905,C,-81.3963601879519,0
African American,-14.903983083740604,E,B,-56.96770425026697,B,79.05459136664203,1
African American,-170.96023952454738,D,B,61.87104377373115,E,35.024148230221954,0
Black,-86.63237034660955,C,C,73.51069337801005,D,-17.776755398478443,1
Hispanic,-37.65284059848803,D,E,118.17123115029572,E,-15.427863909905938,0
Asian,-93.84476000390907,A,A,-94.95616837868383,E,26.116135347755225,1
White,16.359975964538584,C,B,102.7058449800431,A,-186.1123408266198,0
Asian,175.3565457774583,C,C,-56.63866887264562,D,38.83708082586318,0
Hispanic,108.56653044991272,D,C,-81.76737202081652,B,18.279065443658773,1
African American,96.91541199446625,B,C,8.859316817343418,D,139.7987572995923,1
Asian,208.39165592213487,B,D,-46.07510153954098,A,-86.11825018747791,1
Other,87.44458985478727,C,E,-8.938750720535882,E,38.41753977813082,0
African American,37.34368401104659,B,E,67.10727542362781,A,151.13649312910462,0
Hispanic,-213.04010137675263,C,A,-45.26618241187944,A,-51.863442865311825,0
Hispanic,76.25028470459105,E,E,80.74612948926348,D,97.82742267051458,1
African American,39.50103232239683,D,C,-113.5403161085377,C,-89.53634207765153,0
African American,29.570801704041816,D,E,-19.467101296277868,E,-136.88325915417605,1
Black,-184.97130936521071,A,C,-43.02774009930646,C,57.587137802531466,0
Black,108.74979863552848,A,A,87.678714943315,A,-164.81462109051978,1
White,2.0504965275108007,A,B,-13.028496135359372,C,-129.53019997712008,1
African American,-123.19951556237552,C,D,-22.8062677233582,B,-51.85007311010167,0
Hispanic,221.56469141175577,C,C,32.00662510533696,C,-0.3427450014602749,1
White,61.598080391692136,C,A,-140.6561291018437,C,-4.970281840090983,1
Hispanic,-55.57530359487636,E,C,114.18447483819638,A,-15.494625919554949,1
Asian,3.7210158989375617,C,D,-27.299378199452523,B,3.0920772505035807,1
Hispanic,-33.56697239977298,E,A,-28.513134472744696,C,-77.52283159203938,1
Other,-117.53390224911493,E,A,46.853269373096886,D,-64.53417587574789,0
White,79.82160942966154,B,A,18.017872560515016,D,-16.19517588355815,1
Black,-104.4694423710023,A,D,-120.17442805560583,E,-80.92162128289576,1
Asian,123.08806365419483,C,C,-8.118675976000695,D,-20.741923664673966,1
White,-31.62224087875545,D,D,-81.85428748880882,C,-98.00703246051685,0
Black,1.260499590878882,A,C,-96.3458203727778,B,-45.40513635710035,1
Hispanic,-29.860690354356745,D,E,-38.2924986202732,D,154.01149797903335,0
Hispanic,99.25063537870948,E,E,112.26366930804656,C,29.326093315379847,1
White,10.782864883736163,A,B,-133.87717383676602,D,-75.7338046816394,0
Hispanic,21.660475549946515,C,D,-0.08806900909720612,E,-107.15356954590894,0
Other,90.22452477138413,A,A,81.22966902980086,A,-156.5207384862634,0
White,30.585276465382126,E,B,-47.27629042718205,A,-195.03522895632796,1
Black,-113.45815418545979,C,A,-145.7622387737356,D,-115.69443675452173,1
Asian,-20.60658674448578,A,E,-56.53551109456912,B,-31.414844186559886,0
Black,-7.903900688656903,D,E,-159.36538479931656,D,113.93022635819115,0
Asian,-40.464063888969534,A,B,-54.74778614433357,A,-2.817329134733223,1
Other,150.78831534788984,D,C,123.42804859485159,E,54.939276826830394,1
African American,-44.776933278251136,D,D,-38.61931437754149,A,-140.2125688412702,1
Hispanic,24.81641093076332,D,C,99.09420006370922,A,12.719743251451588,1
Hispanic,98.60978379965741,A,E,163.21440148999557,B,-119.94264921882798,0
White,-73.40392881439668,C,C,27.715291077745196,A,151.51426018703987,0
White,-60.438623447210574,E,C,139.79128308230682,A,-37.15560168978407,1
Hispanic,-86.0030563400382,D,C,227.03599213667727,C,-92.70764508513534,0
Hispanic,37.234773444826224,A,D,3.505427606237282,C,-190.42095139053507,1
Hispanic,-74.54299380376841,A,D,-3.6408401734758096,D,-61.666621141862485,1
Asian,-18.79523264661432,C,C,91.93654421174173,D,-72.38906263659783,1
Hispanic,-119.75557012256314,E,C,-11.767544665814716,D,102.99658707291701,1
African American,-43.88777771710164,A,E,104.10275313931767,A,-57.070113603193995,0
Black,-230.62130312879137,A,E,-100.0105968505706,A,61.42973711838018,0
Other,26.431265388673065,E,D,-10.646952861820267,A,22.83142477127692,1
African American,47.75734468486954,A,A,-7.369232048868712,A,40.36696301631335,0
Black,-93.84462610729794,A,D,27.803864378255906,B,61.48589486828535,1
Black,29.92133656174803,B,D,117.93472354939591,E,85.07148048168486,1
Other,-12.584181801903268,B,E,106.91535303496266,C,-3.9917818900445856,1
White,-67.91312025311179,C,E,113.35739679524863,C,91.50131838954765,1
White,-124.2518699334215,D,C,-111.31909535036478,B,-31.512400899126376,1
Asian,217.08475882076561,A,C,-70.50237035766614,A,-52.807894989789276,0
Black,-150.93763913844427,E,A,-12.121355595600921,B,-100.9261457641801,0
Hispanic,175.1126401133604,B,B,-63.17994120003297,C,-120.0188456172227,1
Asian,224.76842609018505,B,D,-4.969307195039977,C,6.516764231022084,1
White,24.19811358176573,A,E,20.11934028164081,A,-81.79092681667287,0
Other,75.12789600234582,E,E,-27.21489231106599,B,8.046600809986991,0
Asian,68.03712467408698,C,A,100.10810498982667,E,12.966179955422149,0
Other,64.48247916390699,E,A,-66.9431424717341,E,34.57396626651367,0
Hispanic,-51.731172465991826,E,D,41.86096314799918,A,10.153676148057565,0
Hispanic,43.89324209809888,B,A,-115.93411405562,C,-37.386141266819536,0
African American,-47.28778854045982,D,B,130.75749950808054,C,-80.273463807573,0
Black,11.804080818568629,A,A,79.70761665177669,A,-22.333647843791464,0
Hispanic,-30.722645112803683,D,E,43.46932991404219,D,-39.40150219973164,0
Asian,205.4203169981748,C,E,-167.84868229824892,C,13.690642253372133,1
White,19.52611528168104,C,C,-82.0975218262199,C,-51.08438772386354,1
Hispanic,127.76345171416543,B,C,-196.29407347318963,E,-40.207151141345,1
White,111.85040340503771,D,D,-13.658996844177459,A,-69.7156477197923,1
Black,-12.908339844940317,A,D,-124.57079862258651,C,73.83795555129531,0
Hispanic,-78.83966766067843,A,D,-102.3510405011641,B,-3.4372453940015464,0
White,-15.577333606919709,A,C,-37.42730406080831,C,-60.82277502462722,1
Hispanic,-155.61408413546053,C,D,-32.973014775831,A,-136.223779495472,1
Black,-9.436719554330976,E,D,-69.63927368793314,C,-54.730359994371156,0
Asian,-60.09303634461385,E,A,-150.61744790639312,B,-51.055483574349125,1
Asian,10.491060705428563,A,A,99.08737415932552,C,-66.08297499172583,1
White,117.22385151620689,E,C,-78.15988071417776,A,-5.581670890567101,0
Black,11.566714742796574,A,B,-26.569261428965298,B,-80.17473084029685,0
Hispanic,-29.842915634144102,A,B,-120.45770931306727,C,21.991074061898157,1
African American,-67.8673812607784,D,A,-139.91589882640938,E,-100.84900862105928,1
African American,161.6502952569814,D,C,-152.84295208931317,D,-170.4215862702585,1
Asian,-88.55619761522101,E,A,43.530754010964706,C,-24.524639416377745,0
Other,7.957888136069324,C,A,19.835550421246836,D,55.34404314466519,0
Black,43.07705761494599,D,E,41.72105430340144,B,109.64306626562524,0
African American,-60.045314301539364,C,B,78.28515606739255,A,-70.84877790502769,1
African American,-64.54422340882324,E,E,-46.38367212582561,D,-133.9537518969535,1
White,-172.01880390148057,C,E,-26.80372577229637,B,23.268765759351567,1
Hispanic,14.700094205299399,E,C,-93.26020305280264,C,3.9980255308570136,0
Asian,-1.6298589249876947,E,C,-294.7118539138317,A,63.722969209443114,0
African American,-36.70228026888846,B,D,111.31904868586071,E,12.044451968433508,1
Hispanic,6.300170263779391,D,B,-51.42281715728917,C,-149.8982730223167,0
Other,132.54104645213658,C,D,-46.370202425076926,B,77.377403495062,1
African American,-11.603497594749337,C,A,-51.19060216000981,B,-60.80050759041447,0
Hispanic,-15.040017000819054,A,E,-117.33973150763129,A,-97.96196591814028,1
Black,-64.65611461692141,B,B,124.51626992448908,E,103.89756501747307,0
Asian,-102.09141020751306,A,C,104.492538049533,C,15.810784538793964,0
Black,89.70608964619288,E,A,17.99453804074882,C,34.45917395541057,1
African American,35.27767122246337,B,C,132.3015504844131,D,-52.69360399186428,1
Black,-93.27288656476817,C,E,63.44626826977821,B,18.64073579943707,1
Hispanic,10.747372576501842,D,B,-119.09208281661694,B,-15.492439075904862,1
Black,-108.29484143758827,D,B,29.480567614007125,E,151.080358665168,0
White,-149.40833294948317,A,B,39.948588617199036,B,-25.12635636989667,1
Asian,-209.48325482329432,B,E,-120.611199993988,C,169.70680572968743,0
Hispanic,-99.81841194033693,D,A,45.50685882155705,C,189.7679078284185,0
Black,-94.17026488570451,D,D,-130.95483934429535,D,60.75097971710998,0
African American,-78.68021331628727,A,C,90.40275864174092,D,-35.77902991306801,1
African American,127.4214019624561,D,C,155.28346977442257,C,-160.09340383726328,1
African American,37.146256680215075,E,B,9.19392031477447,B,-67.61453482023849,0
White,116.57637866692167,C,A,2.727560106743952,B,94.07520841105614,0
White,-89.510997295684,B,D,-0.6124947428427849,E,51.325993765301384,0
Other,19.907507249160133,A,C,69.73354387061941,D,126.53768090734063,1
Asian,30.53221294404468,A,A,99.82313797789098,E,91.90834624350211,1
Black,35.55692402232854,D,D,-33.056036172796965,D,0.8715938299864304,1
African American,65.66775903367682,C,B,99.23141553509186,A,73.281129373929,1
African American,-77.1904106593195,C,C,139.8045608927953,B,-3.6108622044739818,1
Asian,-149.31356598415243,B,D,22.808357050173097,A,17.311390939534498,1
African American,134.23811237608194,A,D,58.819768565733646,B,-107.01443427542267,0
White,47.548251393609,C,E,187.60800533084753,C,200.71018225227584,0
Other,-16.610710052723324,E,A,-70.44019561327603,A,-113.3178401948435,1
Other,19.751746686815054,C,E,142.2553611937741,B,-47.92140590464179,0
Asian,-14.192152405806514,C,C,-168.5894262910013,C,-11.03053688433741,0
Black,-102.32177268062247,C,A,-105.43327479461499,B,86.54190723787052,1
Other,-100.46243660691798,E,C,103.86961453867049,D,19.753666557655382,1
Hispanic,101.08236369556174,B,D,-26.88281805997842,D,28.097171202963032,0
Asian,-3.0750215231761127,C,E,47.85836744548269,D,122.58393427604581,0
Other,-193.17160043610113,A,B,31.52096043583754,A,-193.73291734824284,1
Black,-179.89818065708198,C,E,146.32644199695076,A,16.881146292254606,0
Asian,41.174127477274205,D,E,-216.19838379263342,D,34.16347754982513,0
African American,26.236698872104164,B,D,-51.43442272322486,E,-22.01492899051088,0
Black,66.87217156852563,C,C,149.6293893820538,D,-84.61633429353358,0
Black,-6.3874397220750625,E,D,-87.40439987099425,B,23.160732594992652,1
White,48.60539261210145,C,D,105.64388069740498,D,-45.03047939494896,1
White,100.29029656666428,E,B,-88.55508832349379,B,-41.43886312297646,1
African American,59.260473922018654,B,E,-44.56164261043789,D,-81.32844128695577,0
