faith,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
Hindu,-5.734176351335921,B,C,C,E,C,D,C,E,C,118.04252635919852,C,D,0
Buddhist,-112.13041437482157,E,E,E,E,B,D,C,A,E,50.02634227323338,B,C,0
Hindu,121.68731851844097,E,D,D,E,C,E,B,C,C,22.372874595641466,C,B,1
Other,-143.72684562380533,C,B,E,D,C,B,D,A,D,-28.471471902395972,B,C,0
Christian,-68.30705668295101,E,C,A,E,C,E,A,A,E,183.55969811039427,B,C,1
None,-48.311654885228684,E,B,C,A,A,B,A,E,A,-3.7099910426058313,D,E,1
Hindu,-13.495593360787254,D,D,A,B,B,A,A,E,A,19.431510267797343,E,E,0
Muslim,-63.403444066546044,A,D,A,B,A,C,C,D,A,-116.66209618435187,A,A,0
Jewish,77.28668820496225,A,C,A,A,C,B,D,D,B,-37.442600518988186,D,D,1
Jewish,-165.39119463121716,B,A,D,B,A,D,A,D,A,130.7593784097297,A,B,0
Jewish,35.655693401334396,A,C,D,C,D,E,A,D,E,-26.07439039615947,E,E,0
Jewish,-19.762548661756053,D,C,A,A,B,C,A,A,B,-99.20890415066569,A,E,0
Buddhist,-47.58088998762343,B,A,A,C,E,E,B,E,E,63.95925724190501,C,D,1
Buddhist,-13.532555801126927,C,A,A,A,A,D,C,D,C,-32.48982955317587,C,C,0
Muslim,91.50369786396622,E,D,C,B,E,D,C,B,E,-2.838499820212408,C,D,0
Hindu,39.26669621796645,C,A,D,A,B,C,A,E,D,-51.739360764162065,C,B,1
Buddhist,-220.81760777813577,E,B,A,D,A,D,A,A,A,55.74139606796227,C,A,1
Jewish,-77.2724667233022,D,D,A,A,B,B,D,E,A,150.2522266013137,D,D,0
Christian,-123.9396180626778,E,E,A,D,A,D,B,C,E,127.30524722593779,D,A,1
Christian,50.66361655369994,D,E,E,E,D,D,D,C,B,-1.4133277508775717,E,D,0
Other,31.420095917351787,D,E,A,C,D,E,A,C,A,-35.05366595920307,B,D,1
Hindu,144.19008830060136,E,C,C,E,C,C,D,C,C,13.626684679897844,A,E,1
Other,139.69228081254576,C,E,E,E,A,A,E,E,A,186.85062530513719,B,A,1
None,87.70545194986794,E,C,A,B,E,E,A,A,C,65.04663806656153,A,D,0
Hindu,-22.365798836482455,D,E,B,E,A,B,A,E,C,-28.110725120089832,E,B,0
Hindu,-30.205682300524007,D,D,C,D,B,C,B,D,B,6.982440508619045,E,D,0
Christian,-0.5987522538024809,C,D,B,C,C,E,D,D,B,53.68503395124723,C,E,0
Christian,46.16526174879427,D,A,C,C,A,D,E,B,E,-72.30324734310301,A,A,0
Jewish,-0.9204943034550797,C,D,C,D,E,C,D,A,D,-151.70911969596077,D,D,0
Muslim,-57.33735708071991,E,C,D,E,B,E,B,A,A,-38.810193113607596,D,B,1
None,17.968522680187576,A,B,B,B,E,C,D,A,A,-82.0949004876319,D,B,0
Other,-13.537226035881247,E,D,D,A,B,C,A,C,E,-5.795343610146542,E,D,1
Jewish,50.3126468667311,A,B,C,C,C,D,E,C,D,-130.43778006129384,B,D,0
Jewish,168.13490443391342,D,C,D,D,B,C,E,D,C,74.87391855457058,B,B,1
Other,212.1574257334064,A,E,D,E,E,B,D,B,A,-104.36652631187701,B,E,0
Jewish,128.67489963884714,D,E,B,C,B,E,D,A,D,171.1767616673583,C,E,0
Other,61.71400133774488,B,C,D,E,D,B,E,C,A,-140.58153975031703,E,B,0
Christian,67.50017625961321,B,D,D,E,C,E,C,D,D,73.9140637835907,B,D,1
None,-101.7529957727259,B,C,D,C,C,A,E,E,A,-97.19907437904884,C,C,0
Other,160.5711775244482,A,D,E,E,E,C,E,C,C,-33.625129537453844,B,C,0
None,-183.10979812087197,C,B,A,C,C,A,A,C,D,102.47224012525425,E,A,0
None,9.511631077026319,E,E,B,A,D,D,E,E,D,-19.55858588744615,B,C,1
Buddhist,-116.54063969573394,C,E,E,C,C,E,E,B,B,-88.55615534725369,B,B,1
Jewish,-14.098318751403543,C,A,A,A,E,C,B,C,D,104.5207359714149,B,B,0
None,86.25832357645338,C,D,D,B,C,B,E,B,C,38.939095325086306,B,E,1
Hindu,-57.93521012039945,E,B,B,E,D,B,B,E,A,10.43010249148461,C,D,0
Buddhist,-135.98211017011593,E,E,A,B,B,C,D,A,A,-26.232505716677533,D,A,1
Christian,-187.17481899142695,C,E,A,E,A,E,B,E,C,-138.0351378624395,D,A,1
Buddhist,-81.98467467933895,D,A,B,D,B,E,A,B,A,-77.48316489017468,D,C,1
Jewish,-17.627501295263322,E,E,B,D,D,E,C,D,B,23.381993271453673,D,A,0
None,-15.575365846940137,C,C,C,E,E,A,C,E,E,-124.76500116726027,B,A,0
Hindu,-43.42700888144572,E,E,B,A,B,D,A,B,E,160.253912768923,C,C,0
None,162.67832040766726,D,A,D,E,B,D,E,E,D,240.5728202608454,D,D,0
Buddhist,-44.40604459207292,B,D,A,E,C,B,C,C,E,146.16782123198166,E,E,1
Jewish,-52.34120347013024,C,C,D,E,B,B,C,D,E,41.10211225488401,C,D,0
Hindu,112.2428354446341,C,C,E,D,A,E,E,D,C,102.08985278618479,B,D,1
Buddhist,203.4537339145623,D,C,E,A,A,B,D,D,E,59.74834914344235,B,D,1
None,-89.86968181947013,B,A,A,D,D,A,D,D,B,103.80280616499505,C,B,0
Buddhist,136.6822892348885,D,B,A,E,C,C,A,C,D,89.52442280610211,B,C,1
Christian,-55.884295052365886,C,A,C,D,B,B,D,E,A,35.23712977922302,E,A,0
Jewish,-103.80100252073592,A,B,D,D,A,A,A,A,C,40.63816300341034,E,D,1
Buddhist,64.58602932811388,D,D,A,E,E,C,C,E,B,-25.871075825823574,C,A,1
Hindu,27.018431260270848,E,E,D,D,B,A,D,B,C,-128.43485534970932,B,C,1
Jewish,17.58291993216097,E,E,C,E,C,D,C,B,D,-91.57663907770987,E,A,0
Muslim,-47.605346949436566,D,D,E,A,A,D,A,A,A,-175.76365234307158,E,A,0
Christian,-57.703161875000106,D,A,E,C,A,E,A,B,C,125.05146446701683,B,B,1
Jewish,-90.17784222394008,B,B,E,A,E,A,E,D,E,98.55688283281229,D,D,0
Other,7.73202263368823,E,B,D,E,E,C,E,D,B,54.62260322815421,A,E,1
Muslim,109.52058290253122,C,C,C,B,C,C,D,D,B,-115.09790766427932,D,A,0
Christian,-40.49206307057498,C,C,D,A,C,B,D,C,A,46.534048908491584,C,D,1
Hindu,-16.387266639213234,E,C,A,C,C,C,D,E,C,-190.81222508227006,B,D,0
Jewish,-5.119686956148692,E,E,C,A,E,A,A,E,C,78.98234428528745,C,C,0
Jewish,84.55754641311262,D,A,D,A,E,D,A,D,C,182.93519998907172,C,E,1
Muslim,-220.36730473156885,A,D,E,A,B,D,C,A,C,-81.28206584239112,D,E,0
None,-73.6715794928563,C,A,D,C,A,B,D,A,D,62.85452320037139,E,B,1
Christian,22.912686572987674,A,C,E,D,B,A,D,D,A,-187.49337068534422,B,D,0
Jewish,30.83403520416766,B,B,C,A,D,B,A,D,E,57.37163643404563,E,C,1
Muslim,0.41121556473422843,E,E,C,C,E,D,B,B,A,-41.06947486991381,C,A,0
Muslim,114.32682543494077,D,B,E,A,C,C,A,D,A,-95.6088039497319,B,D,1
None,144.86687588268052,B,C,D,E,A,E,D,E,C,11.676662433927497,D,B,1
Muslim,69.47425231864877,E,C,C,A,B,E,D,B,C,36.69601934425237,C,B,0
None,24.925943422739074,A,A,B,A,E,A,D,E,B,38.189524360019625,A,D,1
Jewish,-50.70158664134172,C,B,C,A,B,E,D,A,C,-91.08787886962344,D,E,1
Other,71.31717988664009,E,E,C,C,C,C,D,E,D,-13.111624666141028,A,A,0
Other,201.76442370526922,D,A,C,E,B,E,B,B,C,-15.716123820965159,E,B,1
Hindu,-81.7589838732638,A,B,B,E,E,C,C,B,C,-89.01512442689693,D,A,1
Hindu,-152.15619037739546,B,D,E,A,D,B,A,A,E,-24.43502259946121,B,A,0
Jewish,136.69879625873048,A,E,D,D,E,D,B,B,D,66.72329296096461,C,D,0
None,-56.90296720181066,C,D,B,B,B,D,E,B,A,123.87773485163649,B,E,0
Jewish,-46.332663600937266,C,A,E,B,B,C,E,B,B,-13.210827647019622,A,B,0
Buddhist,-20.211230028358365,E,B,A,B,A,A,A,E,A,-62.90417809387403,B,B,1
Hindu,-23.785218322229195,C,A,E,D,A,D,A,A,A,162.04757543703576,C,A,0
None,105.04542192765156,D,D,C,C,C,C,B,E,B,106.02740720628745,B,A,0
Buddhist,-53.278876971123864,A,C,C,E,A,D,A,D,D,-186.99636359463787,D,D,1
Christian,84.9431476482718,B,D,A,D,B,D,E,B,B,-131.66921454523606,A,A,1
Buddhist,88.30769867517067,B,D,D,A,D,E,A,B,A,-52.2963621081938,D,D,1
Buddhist,-23.968360961685782,A,D,D,D,B,C,B,D,E,160.09820822237975,E,E,1
Hindu,28.9115730066882,C,C,C,D,D,E,B,C,D,-44.44945473886071,E,B,1
Jewish,-214.63139358109578,D,A,B,A,B,E,B,C,B,166.073220485381,E,C,0
Muslim,30.084077930467007,E,B,A,E,A,B,E,E,E,84.12338642052968,C,D,1
Other,41.20170199500292,B,D,D,D,D,C,D,B,E,-80.16427924809794,E,D,0
Jewish,14.26112004470396,A,E,C,C,C,D,A,E,A,92.08313286876324,A,C,1
Jewish,-5.611591363299527,C,E,D,B,D,D,C,A,B,-36.24697024074965,B,C,1
Muslim,13.949966501491392,B,E,C,E,B,D,A,E,D,10.731778945739277,A,D,1
None,35.28219963017039,A,E,A,D,E,E,B,C,B,151.4440445483737,E,E,1
Hindu,36.72488705282399,C,C,C,A,E,C,A,E,D,103.53627810504604,D,A,0
Christian,-111.6290711728108,C,C,E,E,E,B,D,C,B,134.02854001427352,B,B,1
Hindu,59.625713022543,D,A,D,C,C,B,B,C,B,-75.06783812139416,D,E,0
Hindu,65.92489099011586,E,E,D,E,A,D,A,A,B,136.25208891784172,A,C,0
Buddhist,-38.882751026734724,D,D,C,C,E,B,D,C,D,154.60634503213436,E,C,0
Muslim,41.268173461619185,D,C,B,C,B,B,C,E,E,-29.638016777176325,D,D,1
Hindu,-158.6440172111628,E,D,C,A,C,D,D,A,C,-12.18683829446669,E,A,0
Jewish,48.814662717412205,B,D,D,A,D,B,D,B,B,-113.55010024246492,E,B,0
Christian,-122.52844832339484,B,A,D,A,D,B,C,E,A,-128.53893310959324,C,A,0
Hindu,80.78653340735701,B,A,A,D,B,A,A,D,D,16.993972401571806,E,A,0
Hindu,20.403679314877387,A,D,A,A,E,D,E,D,A,62.70689780107151,A,D,1
Other,-89.46942731544974,C,B,C,D,E,C,C,C,C,23.60838511681718,C,D,1
Other,-43.557360848496494,D,D,D,A,D,B,D,C,A,93.82300700155851,A,A,0
None,80.7867616672945,A,E,E,D,D,D,A,B,B,-98.25027910438355,B,C,1
Jewish,144.95066354464814,B,C,D,B,E,A,A,C,D,-122.95023497319033,C,A,0
None,-47.25041602313847,E,B,A,A,A,E,C,A,A,-230.68143947320524,B,D,1
Christian,-7.620666833467949,A,C,C,E,E,E,B,A,C,54.24982243357501,B,E,1
Jewish,32.69336556877917,D,B,C,A,E,D,D,D,C,-107.58411442547062,A,D,1
Jewish,-39.81725705698788,B,B,E,E,B,D,D,E,D,45.62621776062499,E,B,1
Jewish,30.135597526856593,B,D,E,C,E,B,C,C,A,104.24439589862197,D,D,1
Christian,36.646337356989505,E,D,B,E,D,C,B,B,A,193.19605082736186,C,B,1
Buddhist,73.56389134260056,A,C,C,A,B,A,C,E,A,-10.72877929426317,E,B,1
Buddhist,157.1923011611056,D,C,E,B,C,E,A,D,A,73.95701040943827,A,D,1
Muslim,120.05067012816602,D,A,E,D,A,A,D,A,D,71.70371987242284,C,E,1
Muslim,71.23626265429507,A,A,B,A,E,E,D,A,C,-4.554818556721173,A,D,1
Buddhist,-65.75908184273003,A,E,C,E,A,A,B,C,A,119.48273887245384,C,C,0
Buddhist,28.24107964020265,A,D,A,A,C,B,C,A,C,-57.1658689418872,C,D,1
Hindu,20.403046557875292,E,A,E,C,B,B,C,C,E,21.810168180711127,C,E,0
None,-183.5426973033874,B,E,E,A,B,D,C,C,D,150.17973758754232,D,B,0
Muslim,-15.325948126288413,E,A,D,B,E,D,B,C,D,211.68865964756932,C,B,0
Christian,77.82702880629535,E,B,D,E,E,E,D,E,B,114.70888553252495,A,A,0
Christian,144.0614388669774,B,E,A,A,C,C,B,E,C,-121.34025774069465,D,D,1
Hindu,165.89343197905905,E,C,A,E,D,C,C,E,A,-15.907089433897672,A,C,0
Hindu,-135.36186159374347,C,B,E,A,E,B,D,B,E,12.201049652072296,B,C,1
Buddhist,88.1884386931562,C,D,D,D,D,B,A,A,B,-139.06619509888475,D,B,0
Jewish,-75.17204379377498,C,B,D,D,C,B,C,B,B,16.618538749522006,A,B,0
Jewish,-192.496680027892,A,A,E,B,B,D,B,E,C,-111.2704030485262,C,E,0
Jewish,-33.65081541898377,C,C,D,B,C,D,E,A,A,-118.19039350531766,B,A,0
Jewish,30.580053843803277,B,B,C,B,A,C,A,B,E,80.12296488311328,D,E,1
None,83.59210639607346,D,E,C,C,C,C,D,D,E,187.15797877674828,E,C,0
Muslim,-62.838903999226545,B,B,E,E,A,E,A,A,B,107.25623885580042,A,D,1
Christian,88.48068129460785,B,E,C,D,E,E,C,A,E,-51.086418558224835,A,B,1
Jewish,29.015658010811112,B,D,A,D,E,B,D,E,C,-35.172898016165824,C,C,0
Other,-53.4806095202635,B,A,A,A,D,E,C,D,B,-128.61390135476302,C,E,1
Other,-145.70119749520214,C,C,B,A,E,A,C,E,D,-66.46643987058081,C,E,0
Christian,2.1479137503780907,B,B,C,E,E,A,A,D,B,-48.32170196057229,B,B,0
Other,106.77841693157615,A,B,A,C,D,A,A,C,A,-4.760686299610163,E,C,1
Buddhist,-25.493079916046163,C,D,B,C,D,A,C,A,E,32.63558399946102,B,E,0
Jewish,24.889141705078462,C,C,B,D,D,C,B,A,A,-157.7297442182913,D,D,1
Jewish,-63.332229570789714,A,A,D,E,C,A,D,A,A,-90.4306627687797,A,D,1
Hindu,1.0164795306604635,A,E,C,B,A,D,C,B,A,-8.231646095062798,D,B,1
Jewish,-10.901162979980237,C,D,C,E,B,A,A,B,B,260.9159379180653,E,D,1
Buddhist,-35.234026526773235,C,D,B,C,B,B,E,C,C,-66.17292675498071,A,B,1
None,-43.981544290994194,D,E,C,C,E,B,E,E,D,-3.677817585795038,C,B,1
Jewish,-45.276947969318805,B,E,B,B,B,A,B,A,C,-32.00967452791473,E,E,0
Jewish,21.207014075867004,D,B,A,D,E,B,B,E,C,27.197224467292617,C,C,0
Christian,-91.13394457945259,C,D,C,A,A,E,E,B,E,-200.32243287799994,E,D,0
Buddhist,23.63311243756585,D,A,D,D,C,A,C,C,A,90.39277664739917,C,C,1
Christian,178.24032551884758,E,D,C,D,B,C,C,C,E,15.614174889465726,D,C,0
None,-119.27979055629491,C,D,A,E,D,B,D,D,A,26.408337453167903,C,E,1
Hindu,140.8159580009519,B,A,B,D,A,B,E,D,D,-27.824941399767315,D,E,0
Muslim,216.2187697618147,A,A,B,A,E,D,E,D,B,94.0355524066286,E,E,1
Other,96.04381640370373,B,E,B,A,D,D,C,C,B,-19.975872274237393,C,E,0
Jewish,-21.507737714461975,A,B,D,B,A,C,A,D,D,-122.69709458054172,E,B,0
Hindu,115.29857006021642,D,D,A,D,D,A,B,C,B,54.108770510672365,C,B,0
Christian,-167.9201144382384,D,D,D,E,C,B,D,D,C,54.46036400830058,D,A,0
Hindu,147.54278211446925,B,C,A,D,C,D,D,D,D,-36.472568897856796,A,A,1
Hindu,-89.70741209374837,A,A,A,C,A,C,B,E,D,-196.08829586176176,C,D,1
Hindu,7.988030974282867,C,A,C,A,E,D,A,A,D,88.53498136488541,D,C,1
Other,9.74311297888304,D,D,A,A,B,A,A,B,E,206.54224390303173,A,C,0
Jewish,86.54524331057416,E,B,C,A,B,E,B,A,C,-39.080416013098606,A,C,0
Muslim,-49.34550443859201,B,D,E,A,A,B,B,D,E,-136.99516280171284,A,C,1
Hindu,82.44038147321848,D,D,B,E,B,B,E,B,A,100.39544718908515,D,B,0
Jewish,117.67096963917811,A,E,B,B,E,D,E,A,A,50.3535364374626,C,D,0
Jewish,-28.50280095740118,E,A,B,A,B,B,D,C,E,95.57622771547756,B,B,0
Christian,70.22737030166982,B,A,C,E,A,B,E,C,C,-60.67293782136428,C,A,0
Other,71.94876617285932,A,C,E,B,E,A,A,C,C,24.832370737690503,D,A,0
Christian,77.24349001676904,B,D,B,C,E,A,D,E,C,90.96209733885462,A,B,0
Buddhist,5.205963292937828,E,D,E,E,E,D,B,E,C,109.7727577308586,A,B,1
Christian,218.01855105444315,B,B,D,D,C,B,A,C,E,247.95525235869263,E,D,1
None,22.965050831898825,E,B,A,B,A,D,D,E,D,83.5188826999019,E,A,1
None,55.775906321482694,E,A,A,A,E,D,D,B,E,147.21278673492716,C,A,0
Muslim,-2.9167871012479902,A,B,C,A,C,B,D,B,E,43.38739664439318,D,B,0
Christian,63.95023770485035,D,E,B,C,A,E,C,B,D,27.755227370584954,C,C,1
Christian,-143.98109776125833,D,E,C,E,C,B,D,D,A,8.660722404505792,A,B,1
Jewish,104.83341879886055,C,B,C,C,B,A,C,E,E,25.271580980538804,C,C,1
Buddhist,114.08191757134823,B,B,B,B,B,C,D,B,E,-133.26075718962554,B,C,1
Christian,-62.52905218852466,B,C,C,A,B,D,C,E,B,46.48968754291672,B,B,1
Muslim,37.53402774737978,C,C,D,A,B,B,B,B,A,2.0914789145790604,C,D,0
Christian,-21.812542310078648,D,D,B,A,C,D,B,B,D,90.46998332251033,E,B,1
Other,-140.79519812894046,D,A,B,B,A,B,A,B,D,-69.81844881402179,B,B,1
Buddhist,43.697393898108274,C,D,C,A,E,B,D,D,D,-23.453850162315653,D,E,1
None,-132.95354462680893,D,D,C,B,E,A,C,E,C,-94.93593425973546,E,A,1
None,41.23167143922288,C,D,A,E,B,A,D,D,B,11.497782187797581,B,B,1
Hindu,9.70206726696231,D,B,B,D,D,C,A,D,E,245.37736406524365,C,D,1
Hindu,137.04041536126147,E,E,C,A,D,D,B,B,E,69.74551765829976,A,B,1
Jewish,-132.59658732338787,E,A,C,C,E,B,E,C,B,149.96576091830207,E,A,0
Buddhist,-35.934361079410074,C,A,C,B,E,C,D,E,D,-10.321513731518447,A,B,1
Christian,66.47017370412725,B,E,E,C,E,D,B,A,E,-54.344261895515245,D,B,1
Christian,52.94464213058132,D,A,C,D,A,C,C,C,D,163.0337895623925,D,B,0
Other,44.819204092898026,D,E,E,A,B,A,A,B,E,100.49293109802797,C,E,0
Jewish,-83.68576704698819,C,A,A,B,C,A,A,B,E,31.78787030519925,C,C,1
None,90.9871989720712,B,D,C,C,D,D,C,A,B,67.44957624622705,A,E,0
None,24.35960195893805,D,E,D,A,D,B,B,C,D,-171.4176241139794,E,A,1
Hindu,-185.28873142697236,D,D,B,A,D,E,C,C,A,73.47361684665069,B,D,1
None,182.40513925255487,D,C,B,E,C,E,D,D,C,165.20350713445012,A,C,0
Christian,-58.163933622369946,B,E,E,A,A,C,A,E,A,65.96576978858504,C,E,1
Other,229.66239654496943,E,B,A,E,B,E,D,C,E,-237.94517016028186,D,C,0
Christian,81.69261384781315,B,D,E,B,A,A,E,A,A,-130.46361598962847,C,D,0
None,116.59770264884968,D,D,B,B,C,E,D,E,C,11.827952951839466,A,E,1
Buddhist,-17.920796035696622,E,B,C,E,D,D,A,A,B,53.41385574384787,C,C,1
None,140.7009796039862,E,C,C,D,D,B,E,D,A,-51.34432494092871,A,A,1
Muslim,72.34748748713679,E,B,B,E,E,C,E,B,A,171.64328541305935,B,A,1
None,200.13109755371775,D,C,E,D,A,D,E,E,A,15.119742985026535,C,A,0
Jewish,18.291680551354734,B,D,D,C,B,A,B,B,D,47.809199297875956,C,A,1
Buddhist,-76.7825842717362,C,E,A,A,D,B,E,D,D,61.11268342810972,B,A,1
Hindu,-173.72745826930245,B,D,E,C,E,B,A,E,B,-113.1316716819911,D,A,1
Buddhist,-137.3772819207692,A,C,D,C,A,C,B,C,A,31.753125842571773,D,A,0
None,-93.53981059443545,B,E,A,E,C,B,E,D,A,131.15659162842272,A,D,0
Christian,-13.72400913487304,A,E,D,D,B,B,A,E,E,272.9413862369447,C,C,1
Hindu,92.38266105187279,B,C,E,E,D,D,D,B,D,83.22151966960465,D,D,0
Christian,-173.48567916902243,E,A,B,B,C,B,E,B,D,-46.22934068973234,D,B,0
Other,-98.52041709148736,B,A,D,D,C,E,C,B,D,59.36627215755702,E,A,0
Christian,197.57588818013835,B,B,E,B,D,A,E,D,B,-9.392164108550425,C,E,1
None,32.83373825924568,C,E,C,B,C,B,D,C,B,-79.63163482266124,B,C,1
Buddhist,3.655751509613076,E,B,D,D,E,C,C,B,C,28.692018757731493,A,E,1
None,-52.5177494749419,E,B,B,D,A,B,B,A,B,83.24641783481627,C,B,0
None,-44.160667529726155,C,E,C,D,A,B,B,D,A,-90.0538699479716,A,C,0
Buddhist,49.03257702075503,A,A,A,B,C,D,E,A,E,-121.23719253889588,A,D,0
Buddhist,-5.438469555771271,D,C,D,E,E,B,C,D,A,183.1896768422215,C,B,0
None,114.09467407424974,B,C,A,A,B,A,C,D,A,-210.50323439674065,A,E,0
Buddhist,153.84861232078308,D,E,B,D,E,A,D,C,D,-107.57240727330075,C,B,0
Muslim,12.695162292593665,E,D,D,B,A,E,B,C,D,-5.8904764551031885,A,E,1
Christian,8.871422822630441,B,E,A,A,A,A,B,E,B,35.60462268149442,A,D,1
None,-27.806050492101814,B,A,C,D,E,D,D,A,D,-86.63384816386738,B,A,1
Hindu,173.89234522543012,D,A,D,B,E,B,A,B,B,-53.586775610466695,B,A,0
Jewish,-190.77940131652625,A,E,C,B,E,C,E,A,B,142.31049432784536,C,D,0
Other,-258.33900027900427,D,E,A,E,A,B,A,E,B,-26.805026017771088,E,C,1
Buddhist,50.70629640984331,C,E,E,E,D,D,B,A,A,-112.17535314564738,E,B,0
Buddhist,105.39906688525767,C,B,E,E,A,D,D,B,A,20.91304857780628,C,B,1
None,-9.301797634108508,D,E,E,E,E,A,E,D,C,75.70990216193304,D,D,1
None,-26.393847977768292,E,B,D,E,D,E,C,D,A,16.409443463337666,C,B,0
Hindu,98.91308917901723,D,A,A,C,C,D,B,C,E,14.297827021171683,B,E,1
Buddhist,21.30301693387265,D,D,D,C,B,C,B,C,E,-24.613296940500188,A,C,0
Hindu,-65.97823764458104,D,B,A,C,B,E,E,C,E,0.5104478302121706,B,C,0
Hindu,74.51998228157647,B,B,E,E,E,C,A,E,C,83.50934985409731,C,A,1
Hindu,149.59553552815458,D,B,C,C,C,E,E,D,D,-12.391370771315767,D,B,1
Other,43.681927898607476,C,A,B,C,D,A,E,B,D,90.49623877035967,C,B,1
Muslim,173.45636064803406,A,E,E,E,E,A,D,B,C,-97.92549280344699,B,B,0
Jewish,-21.21871665964267,E,C,E,B,E,A,D,E,B,41.854764365173615,E,B,1
Christian,7.699289469927106,D,B,C,E,E,D,A,A,D,-6.869550589221241,E,C,1
Other,159.53245624875655,B,E,C,A,D,B,A,E,E,-96.34881554765198,E,D,1
Hindu,-207.74429597064184,C,A,D,C,C,B,D,A,E,-134.46844831960857,E,B,0
Buddhist,-98.33984354630776,B,A,B,B,D,A,B,A,E,92.71827533098026,B,B,1
None,-43.55492249027318,C,C,B,D,B,D,C,E,C,-135.3250464640537,B,C,0
Buddhist,54.22023208025669,D,B,E,B,C,B,D,A,D,-27.76451181156846,B,C,1
Jewish,13.378304190588109,C,E,D,C,E,C,C,C,E,-108.80265202482333,E,A,0
Hindu,46.09591692717575,B,B,B,B,E,C,E,E,D,-127.3049054847339,D,C,1
Hindu,63.20296510265361,A,D,D,A,C,B,A,A,B,-113.13211541304509,E,B,1
None,-27.42477774341751,C,A,A,B,E,B,C,D,C,63.03110074219034,E,B,0
Christian,52.727056900195514,C,A,A,A,C,C,A,E,E,38.225203720858175,D,D,0
Hindu,155.35161961341007,D,E,C,C,C,E,B,E,C,-119.971177270889,D,B,1
Other,24.371493951363735,A,C,B,D,C,C,A,C,C,-137.27272913293686,D,D,0
Buddhist,26.51018939209266,D,E,B,C,D,E,E,E,C,-14.22288621518878,C,D,1
Muslim,144.08092366099405,C,E,C,C,A,E,B,A,C,112.35673344503232,E,C,1
Jewish,187.5428416731944,B,C,E,B,B,E,C,A,D,40.910761747187934,C,C,1
Jewish,11.798578768664445,A,D,B,E,E,E,D,D,D,-69.1868049795264,D,C,1
Muslim,15.763559086267506,A,C,A,E,D,E,B,B,B,-35.51895755961934,D,B,1
None,11.93495009514285,D,C,C,C,C,E,A,B,A,-103.71183102034564,C,C,0
Jewish,20.686573327210084,E,D,D,D,A,C,E,D,C,-113.54024680039,C,C,0
Other,-66.31454046937182,C,E,A,D,C,D,D,A,D,83.70696500815707,E,D,1
Hindu,18.3416854718368,D,A,C,C,D,C,A,E,D,-97.14454468474759,A,B,1
Muslim,113.259454201753,C,D,E,A,B,D,C,D,E,177.5549788339487,A,A,1
Hindu,-65.98118938377733,D,E,C,B,B,D,D,A,C,-193.69448694003717,C,B,1
None,88.01384531357277,B,D,B,B,D,B,A,A,B,-11.663441689938953,C,E,1
Muslim,88.73221134198957,E,B,E,D,A,C,D,D,C,-29.41532135029644,A,C,1
None,109.92755270469566,D,E,E,A,D,A,A,B,D,89.32780596616243,B,E,0
None,-6.385332699138462,D,C,B,B,A,D,D,B,E,-149.59515268722944,D,E,0
Buddhist,-168.87001919939902,C,B,E,E,C,A,B,A,A,-67.43268345728646,C,D,0
Muslim,-44.96984381352413,C,A,C,E,C,B,B,C,D,2.45194843096298,B,A,1
Christian,-102.16152523669304,E,E,A,B,E,A,B,B,E,136.92360361812982,A,E,0
None,-11.63572319123315,E,C,D,E,C,C,A,C,C,99.99866026896646,C,C,1
Other,4.973387941611205,A,A,E,A,A,C,C,B,E,-44.6040366630506,D,B,0
Hindu,57.950051720608364,B,B,C,C,B,A,A,B,E,-22.647755689361503,C,C,1
Muslim,167.98143924699855,E,C,A,B,C,C,D,A,A,-33.410587908604164,E,B,0
Hindu,74.79570246755759,B,B,A,E,C,D,C,D,C,40.97853511173866,B,B,0
Other,-97.48961777725944,D,C,C,C,C,A,E,E,A,66.77131817249925,E,D,0
Hindu,-255.10833571310476,C,A,B,C,C,E,D,E,E,234.61594575624613,C,E,1
Other,3.8226958084380223,E,A,B,D,E,C,E,D,E,50.45143707403089,C,A,1
Muslim,31.306913425361245,C,C,D,C,B,B,E,B,C,-72.85855275671759,A,B,0
Christian,6.487231287701438,A,D,C,C,D,C,B,E,A,123.73666580683613,B,E,0
None,-79.58798036292451,B,B,B,D,E,B,C,A,C,120.42021895388592,E,A,1
Buddhist,148.69133957269938,E,A,D,C,D,E,E,B,B,68.34422236473094,D,C,0
Jewish,-66.67605411934854,C,D,C,C,A,A,C,D,D,5.028747967626796,C,A,0
Hindu,-78.8348068891623,A,C,D,C,D,C,E,C,E,-8.710155929852514,E,E,0
Other,63.58408413082479,E,A,B,C,B,D,D,C,B,166.0649374145522,E,A,0
Muslim,-235.52834846814125,C,A,A,A,E,E,A,A,A,60.481653722771064,D,E,1
None,-150.6379897531873,D,C,C,D,E,C,B,E,E,98.51857640867931,D,A,1
Other,-157.32935163814733,B,B,C,C,C,E,D,E,C,-106.4547815364332,C,C,0
Jewish,150.26148014189337,B,E,C,C,C,B,E,A,D,26.110005270699364,B,C,1
Christian,3.9412609672011447,E,B,E,C,E,A,E,A,A,-85.68485861567227,A,B,0
Hindu,34.420906536257604,E,C,C,B,B,B,A,D,E,-43.660766759956786,E,D,0
