birth_year,disability,age_group,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
77,Physical,51-65,C,B,-233.58012559388067,76.43181469527607,-21.971218644979135,-19.812433051681086,C,-38.256921045150165,A,-8.316343086305784,D,A,D,0
31,None,36-50,E,C,-53.535142576253556,105.11162135243642,206.80463138034932,33.32966081166759,A,-107.29468866097409,D,-76.49944564963566,D,D,B,0
48,None,65+,E,D,87.84042289118625,134.35897913099058,171.15524494521816,-49.471421469241605,B,-99.67457936903973,D,22.74065494972183,D,D,B,0
25,Mental,65+,A,D,38.53356408425566,-8.726714849552819,133.39810577595222,10.651328854413714,B,-11.368829759632728,D,107.58269674247096,A,A,A,1
28,None,18-25,E,A,-69.10520465984149,-107.79054496961244,60.536879174716105,15.458515156823644,B,80.85135109520701,C,17.273477578087025,D,A,A,0
74,No,18-25,D,A,-103.43475474871498,52.973750088896644,13.797054442982326,76.04587656727885,B,-135.04278629875003,A,-71.6833006575309,E,A,B,1
39,None,36-50,E,A,-149.5343119194435,40.298809477865156,-108.75314474003022,24.016652215134762,C,-242.42447342599291,B,-80.2540350578746,C,C,D,1
60,No,18-25,D,B,71.43341824152635,43.975828468008096,-116.11629695941946,-59.51605535225016,D,45.554280653019106,E,71.83312349518664,A,E,B,0
23,Physical,65+,B,E,115.94894881680563,-146.76061633622624,-30.10618816188621,77.21576784468508,B,31.545155558190498,E,-11.462605208034022,D,C,D,1
58,No,65+,A,C,107.48614074369517,130.26031866457996,165.35617826452096,56.527372362471965,D,-54.9835877487411,E,-38.67527215417878,C,A,D,0
25,None,36-50,E,A,-98.36881912054112,-71.8680532056799,21.64067266158861,9.244929782060106,D,68.59760679536868,D,231.5004218124931,B,A,B,0
29,None,18-25,B,E,31.87453287819912,118.59866683413998,-93.66135399913603,46.57109204100154,B,120.87300740735839,B,-29.437662466696874,D,A,A,1
23,Mental,36-50,C,D,96.16173881029307,-9.144495078667923,-43.87201313755712,35.48696213485514,A,-214.97350341940154,A,0.8036123842641114,E,D,A,0
50,Mental,18-25,E,B,30.474126147890452,122.57633545240532,211.55461255599252,86.17474877679618,E,71.3422822459883,C,82.12304028545012,D,E,A,0
65,Yes,65+,E,E,-169.63971702425926,-123.76143104644603,84.76655151634962,-22.740928327083466,C,53.86574315022419,A,-153.13697512311103,C,A,D,0
70,Mental,65+,C,B,-16.429302159814977,22.26809815494018,47.78863078260024,62.81896543163196,E,-26.039201942090095,E,42.92749868046846,B,A,D,1
37,No,18-25,D,A,-77.27747818322732,95.57017246558827,-16.231658667184682,-196.02316759510094,E,-96.96786724428284,A,45.781417653604464,D,B,C,0
54,No,36-50,C,D,281.4813611893368,114.08703055117877,13.514160806375594,37.02809463206165,A,88.7290626067233,A,-93.4639075372462,A,B,D,1
64,No,36-50,C,E,146.82935317293433,-14.114105345497322,-27.323414003032926,87.39820873542403,B,117.6407291611594,D,197.63853657474692,E,B,C,1
64,Mental,51-65,E,B,67.12182805860814,83.25987374637064,-27.57716656748829,54.89813047438108,D,153.95951540259918,A,-21.59500218158742,C,B,D,1
73,Both,51-65,A,E,-168.97592512956047,-31.513902390345276,-34.363424536013476,167.29164011310476,B,129.6400012680973,B,-8.862346734292139,E,D,D,1
42,None,26-35,E,E,-14.003632638280838,-93.78592196837965,0.4439009986428385,-110.77718682726108,E,-43.68872886874971,D,201.14420098125757,A,E,C,1
69,Physical,18-25,C,E,-25.444946328605923,-101.76084315958856,-313.2972925402842,-35.59864861685104,E,-139.5311845375111,B,114.69887665915046,E,C,D,0
48,Mental,36-50,B,C,-12.068834055079936,159.3915561298395,94.12512556750445,-189.13044706256684,A,-256.26556423643484,C,-5.316039873929789,A,D,D,1
42,Physical,26-35,E,C,-45.546426817156934,-10.439548520630646,-22.571478986583898,66.07316806297926,E,48.17495711488609,E,-127.85814718718585,B,E,C,0
48,No,36-50,A,A,-146.67959587044342,142.19204003066886,84.64075284117534,-57.55515607463245,B,263.0894607801663,B,-14.346051369499765,D,D,E,0
27,Mental,36-50,D,D,160.6949797264099,-108.6426423247802,112.64490731528045,-104.55265772176536,E,-62.03419811218976,A,-50.20633092325427,A,A,E,1
32,Yes,36-50,D,A,-43.11376060001188,17.971385430242666,8.233207774194046,191.77338108062833,E,97.97533007430128,E,44.955584217651335,C,A,C,0
30,Mental,26-35,A,B,98.90598962510373,-88.4863970769474,-18.930466387400184,199.0101726073029,A,-34.356326210377645,D,39.64746670436107,D,E,D,0
72,Physical,26-35,B,E,-269.65589504060665,59.228446522145994,-55.73633713748086,-22.57698538392655,C,191.03693494590283,D,1.168130428884628,D,A,E,1
71,Physical,26-35,D,D,123.03746742924129,-0.03375454657323066,19.924694533701437,7.036119430002725,A,-85.41627034266753,A,209.03916494993834,B,D,E,0
55,No,51-65,E,D,-168.80544431439716,36.8001504010511,-90.85115778676527,79.77836892591303,C,-238.9336140841007,A,135.79384439009786,E,B,A,0
67,Both,26-35,D,E,144.26266549277338,160.81569482320558,-2.3050077857679643,-52.726544924370046,C,-33.22403459199603,D,-9.737336794826067,A,D,B,1
57,Both,26-35,C,D,-49.87977042501063,-81.45853061139285,-22.365193285208555,105.71957921486614,E,88.88773352857343,A,-162.8394806916393,C,B,E,0
39,Yes,18-25,B,B,-21.342834868321514,162.71039088609763,163.67733903741214,187.36653923845043,A,-120.80315530777568,E,-33.1809947779395,B,B,D,1
48,None,51-65,D,A,-33.435170334015766,-135.84538234915294,-15.451040224613182,29.96155303272743,C,131.41526820710925,E,165.40282793890336,B,C,B,1
77,Mental,65+,A,C,-232.92153119771947,-78.33947883947513,-47.845117182817646,-173.53376478280978,A,112.84479802508396,A,-4.219391117460825,E,B,A,1
65,No,65+,E,B,18.976927782162438,12.790444923336391,98.14125083733204,48.98737728955776,A,12.468250919763985,A,83.7707898449727,A,A,C,1
78,No,18-25,A,C,147.2338044668912,55.53163412810258,136.51856449088007,113.95887525388757,D,-94.34024292478814,A,-108.33767804170532,A,E,C,0
34,No,18-25,B,D,-53.990957153473595,79.21351086004859,125.707164065557,-20.47158721669731,A,-104.60258781959679,D,63.21231009057413,B,B,E,0
42,None,26-35,B,C,-122.31212640548436,-80.22184889408693,-97.06703505807164,104.50244112805996,A,103.95773418910845,C,161.74197293630164,A,B,D,1
49,Mental,18-25,C,B,141.99972965973387,-116.68081801338606,-153.96120492858105,18.455081973828385,E,236.7903457590071,E,66.91635247852824,E,E,B,1
51,Mental,36-50,D,D,24.491580146284,-162.33716824622323,-114.59215692406057,-178.3072532767068,B,-76.14728131366513,D,146.65973011160412,E,B,D,0
19,Physical,65+,B,A,-81.46098930988734,254.8000598416705,97.91705171087489,-121.28309188604456,C,-36.749786772710394,B,-51.65808956359036,A,D,A,1
58,No,18-25,E,C,97.59605542474105,97.12075311532496,134.11760596516405,122.54378295252945,B,149.61814683743785,E,48.69425860480512,D,D,A,0
58,Mental,26-35,D,A,124.88361657748194,-74.01343797584067,-39.50581746576322,53.958644441269065,E,101.46871757707478,C,4.261503729804446,E,C,D,1
79,None,36-50,A,A,36.95746542627554,36.093706298360104,39.7509376531378,2.6686643851354126,D,-20.592057654644496,C,-53.36574580305945,D,D,E,1
52,None,36-50,B,A,54.90478028385415,36.081303401764224,-30.783353294475504,-19.493943433209797,C,25.41194207516626,A,-93.117718616191,C,D,B,0
56,Mental,51-65,D,C,-94.26654202261757,27.18700913170397,8.126788544949761,-117.36353445851775,C,89.58215084559083,E,-8.141844267812857,D,D,E,0
25,Physical,51-65,E,D,-111.06900102345662,61.228888459854794,140.0800420440153,-110.91992878197613,A,-75.49328179606117,E,32.836290692424406,B,C,B,1
43,Mental,51-65,C,B,233.00954538444438,103.7948754662207,-77.40273560937186,42.63795161000335,D,89.13501585687533,D,112.30114022318564,C,B,C,0
26,Both,18-25,C,B,105.79842113732273,203.06193983074604,5.406014432921793,-10.604817878492472,D,69.6546944927543,A,-138.0820759619655,D,C,B,1
56,Mental,51-65,B,B,30.023026443729,-180.17056587334474,77.68112426580306,-75.22491156826922,A,-32.29233571615381,E,81.01093794716306,C,D,E,1
26,None,36-50,A,E,-40.292416345871516,115.48388932677528,-17.15883116953195,103.22738038869419,D,30.48759080075633,E,-97.3285777794442,E,A,C,0
34,Physical,51-65,C,C,-3.1827374257574856,24.582373355743893,82.60249181754705,72.60462909460263,E,236.64876219451384,D,-33.501054705361085,C,A,A,0
31,None,18-25,E,E,-36.59564082875047,-107.92105118441361,-54.10719249690619,-55.400426978692806,A,-47.17357451115831,E,129.9654921066183,D,E,D,1
44,No,65+,C,B,35.86098487476041,43.527543642465524,-40.8674734797449,-7.373029446770817,D,98.94851832794606,D,-179.76818442311247,A,B,D,1
29,Both,65+,D,D,30.068246804788963,15.116820227935465,-73.5914967431673,-32.14272617197783,A,-65.08748265927757,D,-40.75378505380669,D,B,C,0
72,Physical,26-35,E,E,-48.32202106061425,-79.84271982195034,-81.31531707248797,-54.4881759976071,B,27.859069579449567,D,-9.388557042649898,E,C,D,0
76,Mental,65+,B,A,-148.41725538185187,97.04680609730349,75.38163262422823,4.058442853387323,D,-52.07098691898591,B,-95.67195605450927,C,E,C,0
49,Yes,18-25,E,A,54.273530387207515,-45.1352675304539,-69.82481078945968,-33.792814958233265,A,-149.62317344355276,C,1.0345418404859448,C,C,E,1
35,Both,18-25,E,D,42.744272985187806,79.18829189545504,-81.16984806940994,-131.68203234832632,B,104.327267990639,A,74.43688747345874,E,E,C,1
26,None,18-25,D,E,-61.156380883658855,-65.89220237740287,-93.3953649380091,-22.64170505800203,D,0.2134494434064057,B,-42.802763049027675,B,B,D,1
44,Mental,36-50,E,E,-94.93935444821938,-120.90155154082596,191.96604733115458,-115.66165620651545,B,76.69313019302926,A,23.03205126591231,B,C,D,0
55,Yes,36-50,A,B,7.953146204989654,-85.24905312412798,-43.66684757055649,-29.987610855682085,E,139.10336345839133,B,9.696362772295787,D,B,C,0
60,None,65+,C,A,14.169093842047154,-68.50457443805739,37.53926114939986,-128.97235042850627,E,16.32497376856163,E,-206.57621680443987,C,B,A,0
50,None,18-25,A,A,-0.11078709191366222,-173.4786072895317,-96.00763632669145,50.97855273388527,A,50.87448940456832,E,50.42724325878607,C,A,C,0
22,Mental,65+,E,D,-193.6921194417823,85.95432325695707,32.09716693004216,53.70747329833547,D,91.37850701364248,E,59.1459504804158,E,E,E,1
29,Both,51-65,C,D,-17.279165338558304,44.69751247520283,32.64874896281427,-207.35643301408788,A,-129.93427032648697,C,-49.771082193254436,D,B,E,1
61,Mental,26-35,D,E,-79.60656747737686,48.64750261489387,65.51852051219423,55.0277728562427,B,30.844477766778382,A,-105.86978891539324,D,E,C,0
68,Yes,36-50,E,A,21.864008361540296,129.2160787929087,-17.19964501603661,-93.0079825289986,E,-118.20948128989563,D,34.70549912123599,A,D,A,1
48,Both,51-65,B,D,19.837406894416432,-14.458175170843568,-2.8491526446750894,-123.30134226064118,D,-61.58077525946184,B,17.63733226743015,A,E,B,0
59,No,36-50,A,C,115.64308673234494,-76.87082767347661,4.540557924295823,133.15842666025898,C,0.7533673298387354,B,-141.1162697342606,A,C,D,0
56,Yes,36-50,E,B,-20.304579836795174,-186.98259320340009,-9.149729249907661,-48.84272011404123,C,143.725800656853,D,123.59802364860674,E,D,C,1
63,Both,51-65,A,C,13.96087830984927,37.66428268933106,124.36436613173612,-90.22093203723536,E,-18.595375584630755,C,-54.54344670706723,B,D,E,1
19,Mental,65+,A,E,30.872781714280347,-119.92399888301803,-13.904007785489853,45.44460129077977,B,68.17338091320566,A,61.985023044363096,D,B,C,0
66,Both,51-65,D,A,31.65658421011698,-96.98480207508338,-197.1090363362768,-70.5369129197173,B,-121.99856841235979,D,-91.09863832605656,B,B,D,0
41,Mental,26-35,D,B,-78.5558279836448,-15.346714182989707,37.84690469146976,18.094018883564488,E,32.59964399704668,D,-216.59913340507427,C,D,C,1
45,Both,65+,B,C,178.8648314773251,-179.48461690274831,24.384381200619757,57.39781522043326,A,-22.769376248334385,A,-49.61623605731865,B,B,B,0
69,Physical,36-50,E,C,184.40363097607926,-24.981982592163366,-192.30186570041155,82.38095594143728,C,140.73007880021325,B,196.0628370970133,A,C,A,0
78,Both,65+,D,A,-103.51150107366685,-46.400446923432845,60.566565656512715,-70.15742309544501,E,35.229275746563935,C,15.69381871496427,A,B,A,0
58,None,65+,E,A,-65.60207536619778,71.32599928725503,-83.50923024917411,206.72797661108305,D,-116.53515104368456,E,-24.479944767422563,E,E,B,0
71,None,36-50,C,C,-34.89232769011104,2.6840697534725235,74.75077439554842,46.58534459851385,C,141.58889842433456,E,-20.52618363279212,C,C,C,0
42,Physical,65+,A,B,-117.2324388160449,-170.36253775928446,-21.674328819253645,3.2069466953158416,B,10.55083345373241,C,44.97582898079139,D,A,B,1
66,Yes,18-25,C,E,86.12823436611053,53.42333365164904,-110.223291179141,18.159151155989818,E,-51.33869033178956,C,-60.71080183511279,C,C,B,1
54,Yes,36-50,C,B,5.309862347568467,125.0495770351117,-131.9306388537138,10.601630557987884,A,14.388321129466656,D,-49.388037830784995,D,C,D,1
67,No,65+,A,B,198.79775327032178,-94.15602114928643,32.17532143592927,-22.867988680152944,C,-131.78833584856105,D,73.61792190968777,B,A,E,1
32,Mental,18-25,D,E,-164.48959991965657,60.65389571764766,29.92711304891208,-90.47841887350239,A,65.42636972482346,A,-158.0689288447348,D,E,E,0
46,Physical,36-50,C,A,7.960516599041753,13.031658051224587,-61.99506690297682,63.028263639202244,C,34.701104431868174,D,84.71231294265787,C,A,D,1
30,Physical,65+,E,A,-27.272128844734215,-8.048329370796655,60.090932556945454,-62.7905174854066,B,48.872298047726765,D,-3.386755508904418,D,B,A,0
33,None,51-65,C,B,106.32649115191572,-41.49559855501473,69.70867025878229,-59.828332840248976,A,147.52049735231986,E,6.756398561681058,B,D,E,1
34,Yes,26-35,D,C,-105.58514495618991,144.0568783870114,-27.55680322435239,14.53609732427873,B,161.99608206701782,A,9.545547623311728,E,C,A,1
36,No,18-25,C,E,-137.38716621372706,2.8475578001406445,-29.266514022716354,106.6706947627786,C,74.31579827921199,E,-64.60294588702678,B,E,A,0
66,None,36-50,C,A,-27.106075030616328,171.54742612158805,57.99073739532228,77.67349515331011,D,30.03043180071779,B,50.577607118413525,A,E,B,1
58,Yes,18-25,E,C,-30.80828085366213,-103.00588092588367,-15.110681321119976,-110.92917783970913,A,48.77439430301648,B,-19.91872310428309,E,D,A,1
42,Both,26-35,E,C,-117.63485886487635,-43.13025614808251,-0.6823419034768724,53.14887635104394,E,-89.65960634775503,A,-99.73120340196765,C,D,B,0
21,No,51-65,C,E,35.34818152989632,113.54797852529173,-89.14456298881842,108.33093938727853,C,-33.5780201035504,D,-71.39975184929187,C,B,E,1
75,Both,36-50,C,E,-26.95427100017521,-106.49184932224559,36.405584727127454,-65.21619524757295,D,82.08060783061748,D,38.680012171554665,E,A,C,1
53,Both,65+,B,A,35.29526359578601,-49.00758606052843,-120.23612407306436,-97.06315054599474,E,-3.4498744159612342,C,-27.040198477005916,D,A,A,1
66,Mental,26-35,C,E,94.17485124538723,47.25310388132474,118.36843752691051,-45.21341862795889,C,50.95316950776378,E,60.67529967514756,B,C,E,1
77,None,26-35,C,A,128.39726644499345,78.16519615637915,-74.46395071724224,59.743376565339446,A,129.70696969884563,A,-34.65807032745622,B,B,A,0
44,Mental,51-65,C,C,-114.05672224088697,-19.58097202626585,95.51447511477849,74.35210146980332,D,8.246576845579666,E,-67.63324111053225,C,B,E,1
65,Mental,65+,C,D,-1.0852448801999512,-172.63500705326805,-162.3604049047686,46.029808877731014,A,180.8792416575186,E,58.71194479534921,E,A,E,1
38,No,65+,C,B,-101.15838141214155,-20.632079124512828,115.14135405668175,-9.342326616663962,E,90.4163754189549,B,-45.91708681936992,C,C,D,0
69,Both,18-25,C,B,-188.02389448093493,-85.476657230429,143.71767267823293,53.83020001404339,A,77.18249280151144,D,-45.973357217802835,C,B,D,0
76,Both,36-50,E,B,-78.00085423801715,-36.48010803221814,-153.21416630153087,89.7553257791316,D,-73.42889458066728,B,-273.9248808502048,B,E,C,0
70,Yes,18-25,A,A,-5.297379281288273,6.006010631007296,42.4319173016724,-130.00609131697905,B,100.96896399108289,D,45.98919171647604,A,A,A,0
21,Yes,18-25,D,D,-81.72653671501979,121.11373616897487,-185.80507736221568,-17.477172254682383,A,212.02222184490975,B,19.173248616866683,E,E,D,0
19,Physical,26-35,A,D,-50.71125873688994,-76.916225827038,-149.63016874460337,228.90977401590104,C,96.52545234907944,A,-18.367077198374815,B,A,E,0
53,Physical,26-35,B,C,27.122998945163978,70.5192855642677,-85.99821841952586,-56.629698656286564,A,16.412301823905228,E,44.53329700113405,E,E,C,1
56,Physical,36-50,C,A,-49.13640605308332,-24.679504663749388,90.72823089300685,-50.63666311804971,E,229.89464797000144,B,65.77738264054184,B,A,B,0
32,Mental,36-50,B,E,-41.446861120115834,63.58292950951145,-133.86020951545535,97.54323044457028,C,-63.11507818645063,D,95.00555154142654,B,E,A,1
73,Both,36-50,A,D,79.98669919209999,-141.51591328871157,88.19716628664341,-87.65623874212268,D,-42.11469959344395,A,-132.2828684647122,C,B,A,0
46,No,18-25,E,E,-163.04074240070503,202.27486897514711,-234.58030995291102,4.187221571586176,E,-278.2933871184026,B,168.94531670742953,A,C,B,0
35,Mental,26-35,A,B,17.849969488312986,138.6389668274482,-2.639347325964279,-215.26626990815078,D,-60.769404760848154,E,-79.26411474766456,C,E,C,0
77,Both,51-65,B,E,75.99083996762091,91.40936312064096,31.162096613652608,-110.49245814657978,D,5.606978768952919,E,72.84718006908594,C,B,C,0
41,Physical,36-50,C,B,-157.1028955356812,-118.31912374540019,52.98813216185055,-137.02132419970002,B,-26.579321179924214,E,-36.50427547334819,D,C,D,1
21,No,18-25,B,A,103.41516671023268,-53.44395690351797,24.450966886852825,217.81610302365445,D,-19.590833114260786,D,23.481604990635162,E,A,A,0
19,Mental,26-35,E,E,-4.47571283190911,-169.10361985539518,-60.51996132626047,172.42469066985493,A,64.33237669890032,E,0.3654908138875092,E,E,B,0
29,No,36-50,C,B,-129.1073042623814,6.357496825441753,96.10043931719746,40.32103084106018,D,78.87792889408772,E,-43.735870286191144,E,B,C,0
25,Physical,36-50,A,A,-134.45939294154837,-132.00564967381007,144.12322599758215,-108.97176996678117,A,213.3273022577832,B,-5.3526224322909455,C,B,E,0
48,Mental,18-25,D,B,36.682428920338026,11.328677380727656,-13.880543282899477,123.03413072989304,D,13.852228054954512,D,-8.51569063508967,B,E,E,0
34,Both,51-65,E,D,-82.11221047258373,61.38113229326157,137.93794578624053,15.225023129194778,E,-207.999478126216,B,11.702793908561453,E,A,E,0
72,Both,65+,B,C,127.9382913127529,2.937041298834714,91.75313814918417,-40.111836920242546,B,59.95428283078993,A,92.23510251164538,B,C,A,1
33,Both,65+,E,A,97.86664198660796,-30.3925013766333,-70.44312918709952,34.19044045129539,B,171.52004993685148,B,150.52260941562483,B,E,A,1
20,Mental,65+,E,E,-0.8271393247189106,9.072648697327686,29.621755922933602,-260.5698552144004,A,-69.71329783560408,E,-9.292951227137006,C,B,B,0
73,Yes,26-35,A,B,71.9421884583826,8.345008444510292,-320.17086025646455,-34.04798522960576,B,10.914663969854823,C,-37.30398837563901,C,A,D,1
78,None,26-35,D,A,96.04600284746566,80.56334641552496,-31.590837137272278,-45.6724793705621,B,119.29613884079325,E,77.26149626520065,A,A,C,0
34,None,18-25,A,C,3.80905399905054,-132.32945395466714,18.775414180499432,11.213955968512924,E,123.59613261958432,E,-51.31761246215277,E,E,C,1
44,None,51-65,C,E,125.54950111748762,182.64657244828072,29.203206038342273,152.50682748095258,E,-20.287412035611307,B,-81.74284073624791,B,B,E,1
61,None,65+,E,A,121.49832261068534,-122.95168442368593,-17.566018476516565,25.901009986252983,A,-48.66243731460189,C,-25.57594681055565,C,B,E,0
44,Yes,65+,E,D,77.50859968493322,-2.0997085727479146,-202.78804620094354,130.27152625625865,A,-71.51327580660322,E,117.26999931632704,D,A,C,1
74,Both,18-25,B,C,69.26219823711793,-46.13660529205827,-55.170283259019115,55.44827506613823,C,110.71627755111196,D,47.851335397129674,A,A,A,0
74,None,51-65,C,E,11.653338344086094,-147.06010002930967,36.83727749034919,-58.01104937384193,A,56.04400264483969,E,211.94058123680958,A,A,C,1
23,None,65+,D,C,27.873722916397536,62.66646758341825,4.4496829957073105,101.82530189588567,B,-63.93556641433699,B,-11.645146648346195,C,B,A,1
67,None,65+,B,A,-141.6601790527529,56.638437707019705,-239.20606721166746,3.010889599625006,B,25.15890364123604,B,83.12932310396877,D,A,D,0
70,Physical,36-50,A,D,-45.96598484770147,-72.2976660086528,-109.7846014599534,-56.919577507488825,D,186.0493372238048,E,-24.7540953635921,A,B,B,0
52,None,51-65,D,C,-37.047327618456286,41.840402320741475,28.45946777270726,-154.0206974130085,C,76.42536506113058,E,-44.614963034043235,B,B,D,1
35,Physical,26-35,A,D,-67.85604384549205,162.43979090996197,184.24284903243986,-132.70400255155266,D,60.17588173686923,E,40.58511029519991,C,D,E,1
54,None,26-35,C,E,48.29271614974353,-84.55787921179011,119.49893434799834,-88.63705978075842,D,25.806478839385598,B,-64.39107432605552,E,C,E,1
23,No,26-35,C,C,44.30332869156169,-70.49297195650044,161.95498159873688,18.925989701528525,A,-157.74558990687,E,-38.95569979156137,C,B,C,0
41,Mental,36-50,A,D,-0.21996343716211458,-64.78051367622598,90.63018496191049,-72.90925398864697,C,-62.39457803440022,D,-78.77918596056233,C,E,A,1
30,Yes,51-65,A,E,-146.46754151652374,117.6200574305983,-178.17085407263846,152.14125606521276,D,-19.18807939148216,C,7.437497650040738,B,D,B,1
67,No,26-35,E,A,92.56384772901659,-185.6888534632192,-99.03684637415515,59.74901934910359,C,-78.07908617407638,A,-130.64425754504822,C,E,A,1
29,None,51-65,B,A,-37.685258917055705,-185.92530764506714,-16.908886172178462,-50.489781100780306,A,-113.02987325576595,E,102.7025362085079,A,E,C,1
57,Mental,18-25,A,C,-8.413950582701636,45.932628209657736,-18.714753621568324,-168.91939347017865,C,-2.2539760706101917,E,-54.24880696135044,C,C,C,1
33,Physical,65+,C,A,103.65465394924307,25.210470105457006,-81.55627005648918,62.43540287137327,A,133.9725925652764,E,-35.85738052696136,C,B,A,0
19,None,18-25,B,A,53.83072712096055,-61.89131982569226,83.91309119118027,4.540401976180862,A,-26.62624688126464,C,-102.73041237378942,A,B,D,1
19,Both,26-35,D,C,-136.42879808929797,-49.41676526100547,10.054856696455703,-93.08656927736294,E,-49.36648486984591,C,57.36805925541459,B,D,C,0
59,Both,51-65,D,A,198.38394154610316,74.59188414768524,-60.312399438056005,-57.83392300472676,D,26.729363327588906,E,-6.38998075658215,D,A,D,0
35,No,51-65,E,E,98.36034883901448,-38.44928692828601,35.61987204297212,107.85602278945738,B,157.08941166068774,B,-57.55785127783844,B,D,A,0
20,Both,36-50,A,C,128.9105999607776,33.170181928155465,-25.450432825290743,-72.60949230152326,B,-42.60523661794693,E,-26.57930826966537,E,A,D,1
70,None,18-25,C,A,159.75441764058377,-140.13352502727102,-63.6070491956862,-60.53734404380099,D,63.85596789454541,D,70.96198858323429,B,A,D,1
75,Physical,51-65,A,D,-14.651324405423422,-86.7029285587125,9.340575564933816,39.740252926122814,E,3.9635788281726168,D,-135.6302317258858,A,C,C,0
72,Both,65+,B,D,-177.05738022767522,-119.79605330670215,179.39268275536594,-246.41797044005972,E,123.18445138357849,B,19.571924099624237,E,E,B,1
67,Mental,65+,E,B,133.38073835095832,140.88352538085374,4.426573620409282,82.92372092303361,C,24.601730730643663,D,160.02203763157718,B,D,C,1
20,Both,65+,D,C,-56.124353994055454,-122.18747023615195,-39.53585411835236,-55.91533268701998,A,129.72184341168222,C,134.00486944273112,D,C,C,0
61,Yes,65+,E,C,66.07730959115182,-24.208554946841407,3.2266873973231824,72.01740824709884,C,-212.5480688398619,D,208.52558302360893,E,B,E,1
28,Both,36-50,E,C,-106.18262716305316,-5.0042040742257266,8.018152180184849,130.7495331372588,E,93.6843182125237,C,-79.19408030994929,C,D,E,1
79,Physical,26-35,A,D,-113.60133912618342,-58.89947675344141,-45.743226672684344,5.139198223750285,E,-162.9965983528037,C,-104.14926517851777,E,C,B,0
42,Mental,51-65,D,E,121.90214924093819,-81.88730683683472,-61.53722560234917,24.554654360385708,B,-102.65175218215894,C,18.608632991360803,E,E,E,1
47,Both,51-65,A,E,-37.987360853689204,-34.45655481164023,-74.33560855875199,-50.29551123953898,C,-49.9437021642397,E,-208.6569523477239,A,D,B,1
32,Yes,18-25,D,A,-130.62937416983746,-69.85040277559312,20.389227721336344,81.91312166444196,D,79.56943064432039,C,88.6615909717764,C,A,C,1
19,None,18-25,A,C,40.50908740902275,-145.83662106002032,-25.074333368591123,-73.49489054382954,E,-41.379474517623784,C,31.794796609420278,B,D,A,0
39,Yes,36-50,D,C,68.07771208810249,25.71006986184675,-40.06881278678408,-105.71770453833768,D,41.56240692351131,E,224.1359468138096,B,D,A,0
28,No,51-65,A,C,263.7846751149525,51.210968446481985,-11.606869917895901,88.06642145260928,E,60.08874516999738,B,-7.424952134541951,C,E,D,1
19,None,36-50,D,B,153.76846845516937,-16.201841576913065,-26.29710771839334,39.43957114772545,A,11.218125821978225,B,126.92977477922636,A,D,B,1
49,Physical,65+,A,C,293.4740438439648,11.494586720138365,113.0304692996415,-157.86357262747856,E,-135.38980852311198,D,-44.930298558128264,D,D,B,1
57,Yes,18-25,A,A,-87.87941100225434,3.5651884189901484,-80.62338337692654,36.034843405962256,B,-5.197045246485681,B,9.904789874525484,C,A,A,0
22,No,18-25,B,A,17.560025183979167,86.74224421715206,89.24471246145252,-55.252670930271854,C,11.984610559525331,B,-82.58314813163416,B,C,D,0
32,No,51-65,D,E,63.792731145934276,97.30314760232413,192.15906073335526,34.512679436850505,C,6.382910848669265,B,-39.26565848476836,A,C,E,1
25,Physical,36-50,C,D,102.4589989597682,131.21048234699725,-1.8421513317340523,134.39694394227277,D,-176.83973836966777,B,181.06593792087503,D,B,A,1
63,Both,65+,D,E,21.004595351364554,-46.85238417688887,122.0853794433171,-28.613323101314563,A,-16.266312116800453,D,56.873112776024456,A,C,E,0
26,None,18-25,C,E,85.60402676046094,-68.7379271227954,-26.00979914653965,88.74255961515797,D,50.00516993635522,E,-86.63163629782711,E,C,A,0
22,Mental,65+,A,C,85.30513831010148,85.7616368204488,104.88053090632476,225.49857953408093,E,132.44636959673207,C,1.4104942571400534,D,D,B,1
20,Both,36-50,A,A,-13.820632988932955,-98.8067394538101,-135.0718486187398,46.01089184301972,C,36.64751305781847,B,-62.11575959045713,B,D,C,0
56,Yes,65+,B,E,201.22696983305465,118.84576675581637,-9.444083983173018,-29.65634639345087,C,99.5985312657711,A,-137.82999919327537,C,D,C,1
38,None,26-35,E,B,51.92118425684797,-78.69257891282754,-91.99050275839579,53.33973118025261,A,133.88740927144806,C,-47.763368228381395,A,D,A,0
68,Mental,36-50,E,E,174.78184806758134,-129.02070615819667,-87.37537345163099,75.83867194977535,A,13.080669233423855,A,-106.22140917087157,B,A,C,0
52,No,18-25,E,A,-189.7826896064059,92.00357816151705,103.45450186964065,-116.62900060650534,B,-70.12263488653814,E,-35.16584459103853,B,B,A,1
21,Both,26-35,D,E,141.85400252961975,-55.117091760221314,-21.62740844897796,92.1193439471312,C,18.370334742884364,A,-118.59606048788129,A,A,E,1
79,Yes,65+,D,C,-133.69503833559907,36.273199842563656,-12.558597152389254,-59.70073868520068,E,-132.3175887624845,C,-93.72003080790098,E,B,D,1
47,None,51-65,A,E,190.22840455475438,-46.18764356686248,-77.39312950920957,-66.4236668336537,E,48.80579518963557,A,24.06543923393264,C,C,E,1
