disabled,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,target
Both,E,-98.98138425648487,C,A,E,E,-60.93376743871708,C,163.18681658353054,1
Both,C,-165.68390809205292,B,B,A,C,168.02047587972075,B,-132.73603250984542,1
Mental,B,-17.051580787534114,E,E,B,E,-36.02730405329524,B,-46.21740433916364,0
None,C,38.277800056660524,D,E,E,A,43.67029123782029,E,20.554523928255744,1
Yes,E,-67.38033373259492,A,D,E,D,-185.8003725044422,E,-165.1803892263973,0
Yes,D,-111.60454821218518,D,B,D,A,-93.16565394555944,A,35.27570634797921,0
Both,C,57.950090983735734,E,B,D,E,-47.98364907459276,E,15.441706060496035,1
Yes,D,113.57257698257584,A,D,B,D,-14.542971471322577,B,-67.36959619336284,1
Physical,B,13.437871760414216,B,A,A,D,-104.05496257144833,D,34.08917748247419,0
Physical,D,62.48137358716556,B,C,C,B,-8.648213669008294,D,-37.43020018557831,0
No,A,33.69529975951156,A,C,D,E,46.542927794024465,C,-1.0055762556048968,0
Both,B,-37.39699287321781,D,C,C,C,128.88968736484196,E,-185.10304198136583,0
None,C,-131.68624858001414,A,E,C,C,-87.78143064924704,A,143.17339095938215,0
Yes,D,192.23280121372977,E,C,B,E,-121.99348086510045,E,47.766976158255204,0
Both,D,198.12338055874878,A,E,C,A,105.63700633704379,E,-92.33245025951992,1
Both,D,10.497252038264568,A,E,E,A,38.27685496105351,A,-55.06872434596016,1
None,A,-179.16468697628034,E,B,E,B,66.69499734848755,D,-65.00257228631112,1
Both,B,121.74926805501008,D,E,E,B,31.95211990194483,A,83.1958949458511,0
None,D,-264.8095353680831,E,E,C,A,-20.95464424924179,A,-37.125045615341776,1
Yes,E,40.07302239980137,E,E,E,E,245.31826761104773,C,38.450727759377514,1
Both,A,-76.3426442754563,D,E,A,E,95.0695338201675,B,-46.089849818505016,1
No,B,13.02463755843084,C,C,E,C,-22.797272283027965,A,-7.290281235896787,1
Physical,A,-20.573937479444037,A,E,A,B,9.039167057512964,E,-69.66313329282052,1
Physical,E,147.20476481158485,E,B,D,C,-37.617088562157655,E,-216.9047701122784,1
Yes,B,-109.3328602313983,D,B,E,E,-31.619834835756365,E,67.28682174381584,0
None,B,-24.915253029760265,A,B,E,B,150.7639719099023,A,-54.206657466405396,1
Both,A,84.50383051163857,D,D,C,C,102.83035170522787,E,-6.8590968463470885,1
Both,A,0.8495940067442852,E,E,B,E,-69.78250371185595,B,61.61083961409762,0
Yes,D,10.35756199823185,E,D,B,B,-36.195897090811,A,60.90263159711061,1
Mental,D,4.514679459241799,B,D,B,D,-193.0096207122819,B,-18.10791958556646,0
None,A,119.84897238498804,C,D,B,D,44.98586539461872,D,-13.514209743233675,1
No,E,167.30273013391496,D,E,B,A,206.5049863115648,A,109.28696414066165,0
Physical,E,55.55693437646793,C,C,A,B,87.0545228827265,B,64.41896454970544,1
None,E,232.53588115797353,E,D,D,E,69.00055404940089,B,-13.579561947891596,1
Both,E,-4.886526066040233,D,C,C,B,-119.82097758685322,D,62.288445883920055,1
Mental,C,-144.37948903204364,B,C,E,C,102.9891929832295,D,165.56933211308268,1
None,B,169.1330670190346,E,B,E,B,55.03206839033251,B,-12.38424742279993,1
No,A,-203.4996482264964,D,E,C,D,-51.13631928396697,B,-110.73704624496507,0
Mental,C,5.103680848253395,B,D,E,A,61.70825791401673,D,45.36481309201997,1
Mental,B,-107.85005332696016,C,E,A,A,-67.48163405825008,C,62.70962740422675,1
Yes,C,-39.21605115517981,E,D,E,A,96.54102110704817,E,-35.64870439821706,1
Physical,D,-17.84581381420392,C,A,E,C,-100.42656813447127,B,-29.328245190992842,0
Mental,A,-86.46743701284066,E,E,D,B,98.12977137132128,C,-99.36287619522017,1
Both,D,-115.5339595572859,B,E,A,B,-115.68667725950623,B,-49.0033848634409,0
None,E,16.270628913536687,B,C,B,D,222.0766401883973,D,-5.885011672767391,0
Mental,A,220.46991263512265,E,D,B,B,45.07767420658439,E,19.272552993873816,1
Physical,B,-94.16334793180096,D,D,A,D,-8.618413681966365,C,65.09569447162684,0
Physical,A,195.02667296959442,D,A,C,D,181.4275383654071,D,-36.46262249781137,1
None,E,38.691929728031795,E,B,B,B,49.206715612193705,E,-50.890629797207396,1
Mental,C,152.21788118363168,B,B,A,B,80.62398583308568,E,-37.637898836766816,1
Physical,E,-16.148936941628943,B,E,B,A,47.07951055907242,C,129.4208276525169,1
Yes,A,214.73287792329688,D,C,B,C,97.55934111978557,C,-114.12041845494498,1
No,C,45.1958494947967,E,A,C,B,-24.383066090542407,C,-21.972833967554905,1
Physical,A,-34.30098577908958,E,C,C,E,51.714433631704324,B,16.636833347298214,0
Mental,D,-15.983489862203468,B,E,B,E,-14.000637462297636,B,11.380683662494388,0
Yes,E,-30.89804954203333,D,B,A,B,64.4338289050718,A,-32.48735384110792,1
Physical,B,-47.22982754289219,A,E,E,A,-112.94870199558493,E,142.81974738333727,0
Both,E,-122.14793379384805,C,E,D,E,188.03109981222153,A,-128.86576276325806,1
No,D,-50.54463699445918,A,A,A,E,-4.948186966788244,C,-144.234013975998,1
No,C,-35.59425170507992,A,E,D,C,95.7546167622226,D,-110.21790822723423,0
None,D,90.2746403181439,B,B,A,D,-81.9420589443631,E,-11.701407052780194,0
Physical,C,69.73289936245922,B,D,E,C,10.340264262125991,A,-39.47168918485955,0
Both,E,-60.56881745501445,E,C,D,B,95.82355993104785,A,36.671720820143236,1
Mental,D,55.951770826132204,B,B,C,D,-4.225715318414809,E,-24.949017109461902,0
None,A,-14.378723336954527,C,E,A,B,99.56020544700647,E,-96.50636273679484,1
None,E,-274.240112163658,D,E,D,A,121.79629648601261,E,39.584739962980294,1
Both,E,-53.13018008920879,C,A,A,A,-94.86870620748495,B,-123.42826077854521,0
Yes,E,111.80574611710159,E,A,E,D,65.49424592285492,C,213.8895122722588,1
No,E,137.1341662619038,E,A,A,B,44.5698889179383,D,-24.67299091803541,1
Mental,D,88.86845919175232,C,D,C,B,-160.7481436643389,B,-12.80613577564029,1
Mental,E,60.60367214349785,D,E,D,C,-66.24422408115097,C,-346.5112396535071,1
Both,A,125.96065118700372,E,D,D,B,-132.27906229882797,C,276.736756046714,1
Yes,D,22.202905584755943,D,A,B,A,126.50574962750414,E,160.34678816039818,0
None,A,83.02818962969951,D,C,B,D,13.819772641524875,D,-26.128779427080715,0
Both,A,108.55698459538574,B,A,A,D,112.39689231249972,B,41.50695708326579,1
None,E,-27.900794171966623,C,B,C,D,71.53478394605379,E,-0.12740013274525433,0
Both,D,4.672371687439067,C,B,E,E,82.19367360822585,C,-39.136016862950356,0
Mental,E,-85.1043887418247,A,E,D,E,-22.499729964945132,C,3.917584532327794,1
No,D,-29.92162548785336,E,A,B,E,-149.6644929241303,D,-172.9359794449898,0
No,A,-0.3921468727573898,E,D,D,D,110.85359667267498,A,-3.7404823045242113,1
None,B,80.27824516151603,B,A,C,A,-164.3534586883979,B,22.351925097872556,0
Mental,A,-131.08303126792373,A,A,C,D,-193.28821071606598,B,-85.43941292425393,1
No,A,24.279469640576966,A,E,E,C,-45.12095218991561,B,-4.767193709198631,0
Yes,A,243.6961976638056,E,A,A,E,93.64721408510711,C,-53.14302180668027,1
Mental,C,170.4855830788348,A,E,E,C,22.145845113529585,B,-159.11211323538373,0
Both,C,104.45743708549782,A,E,D,D,17.85491960520713,B,72.1943330366964,1
Yes,B,-41.47962663574591,B,D,A,E,-61.70226604371026,E,15.357837109513731,0
Mental,B,129.8009136459116,D,A,D,B,-165.15663146849658,C,93.59003657818457,1
Physical,B,47.826287813302116,D,C,D,D,-66.27622101175055,C,52.23791179880056,1
Both,E,-114.01868375242464,C,E,B,D,-47.19673906642045,C,-35.16537911058774,1
None,B,15.849660145452566,D,C,D,C,48.4106241462375,C,-11.543881499575816,1
None,A,-74.88435976887708,C,D,A,B,-120.58606594578032,B,-97.0314996415506,0
None,D,14.96424612086264,A,A,E,B,-159.71951457891174,A,-26.536488777891687,1
Both,C,-0.6978201283892709,C,C,A,D,-14.243920312087887,E,7.48492168001372,0
Mental,A,20.272642788230204,A,D,A,D,-84.3584473420304,A,-115.71081675852722,1
Physical,E,72.73785472189729,B,D,A,E,145.9772413445441,A,47.68064303897482,0
Both,C,13.126223251129323,E,D,C,D,-31.83939742474953,E,-46.751509181934956,1
Physical,B,49.44319528157433,E,D,A,B,-31.0043053345398,E,-89.77548780344343,1
Mental,B,-94.28353412145346,E,B,C,D,12.52835741881424,B,36.90448367930179,1
Physical,A,-8.477573771512596,B,E,B,C,-78.64380213073316,C,-122.70281205463623,1
None,C,-36.98748301886338,B,C,C,D,29.02197037288999,E,167.72571192176719,0
Physical,B,1.1908160993781483,C,E,E,E,-12.954036175277551,D,-226.12933865021589,1
None,E,81.67721153491368,A,B,B,B,-30.23296615839518,D,65.97407938994576,0
Both,E,-196.6506447273525,C,D,D,A,50.458178031706424,C,35.31971142425753,0
No,C,75.7118931208006,E,D,B,D,-67.1052570459791,D,39.34998496300244,0
No,E,-17.362006052888084,A,C,C,D,-142.03000081561834,B,-109.4563889423872,0
Physical,B,36.42386718640699,B,D,E,B,-11.9912380978706,B,-100.38825678720981,0
None,E,31.09915739836554,E,A,E,D,-112.67522638651171,B,-85.43792411709845,0
Yes,E,5.165655964448957,E,D,E,C,124.80272209900973,A,48.389530728489774,1
Yes,C,14.132652459903513,B,B,A,A,99.67413998834552,C,30.296894653897727,1
Mental,D,32.133552678578376,A,E,B,E,23.503443107815823,D,90.28944684028481,1
No,B,-169.43852997522094,A,D,E,C,-22.02987294794177,C,78.69690043468073,0
No,A,107.63786629560659,C,E,E,B,-101.63104156575433,D,-97.33555826243006,1
Physical,A,-106.40696004089307,C,B,C,B,8.581655480187331,A,-72.56929575209912,1
Yes,E,56.19197245561691,B,C,C,A,150.18519709097401,E,-87.74579664924487,1
Both,B,-65.10001667722739,E,C,D,C,-11.27033144565625,A,-68.00142402671554,1
No,C,-206.6050385762419,D,C,B,B,118.52132675177592,E,69.00542922998807,1
No,E,-61.181538208494516,D,D,D,C,75.74365767006135,B,-20.076677240575325,0
Mental,B,-79.00059849609492,E,D,A,A,187.85707051936998,C,136.28416055235056,1
Physical,A,-185.61440737888307,B,D,B,E,20.979022255972904,D,-32.893625550942694,1
None,E,30.33145799919424,A,C,A,C,-23.280497189341574,B,-22.575606337942084,1
No,C,68.0559848288247,B,E,A,C,62.233929166636514,D,-165.64136625717936,1
Mental,A,211.96203120798432,D,C,B,C,-185.83258797954724,C,0.9694232334538668,0
Both,C,26.894439438632716,E,B,A,B,-3.983103140949114,B,23.731089286983185,0
None,E,-32.005037628706695,D,E,D,E,-74.56348356170483,E,-17.371951957700496,1
Mental,B,-91.69393647867146,D,E,D,D,-117.13199737852872,D,46.55494989078662,1
Physical,E,126.08806897138905,C,C,B,B,-111.7794369925079,E,-69.10300145361738,0
Physical,B,124.48129159869643,B,E,C,C,14.457176527572505,A,-129.54246060313258,1
Mental,E,146.60612153929117,D,D,A,A,-46.59304401227,C,95.928804216981,1
None,D,5.7041660334624416,D,A,A,E,96.98664773350146,D,-3.484732851554702,0
Yes,B,152.10436433836975,A,B,B,A,-132.3912553731321,C,-26.56193119618649,1
Mental,C,63.23213611885089,D,E,B,C,-16.3153262472162,B,46.40255201221614,1
None,E,182.11370507464406,A,C,A,D,-8.247052404079009,C,47.1598500320008,0
Physical,C,141.47561438702772,B,A,B,C,-46.86901000791565,A,-242.13293992964782,1
None,A,36.455251886608245,A,D,E,E,-85.18603985280139,B,77.58360060133798,0
Both,A,-63.85063218952798,C,D,E,A,52.40296496314745,A,-44.98460094891013,0
Physical,E,73.59752931551485,A,C,A,C,85.07474552286916,C,148.44103893373077,1
Mental,C,40.15405987112636,D,A,D,E,-122.53884927808842,B,-49.11569096109977,0
None,E,121.85867560908777,C,D,E,D,110.9372186061577,D,63.06660640295423,0
Physical,E,254.44781285652658,B,E,A,D,-155.80636094940118,C,-68.91592406605726,0
No,A,-59.923232998107544,A,B,C,D,104.91085274851082,A,-163.84995490737745,0
No,C,8.11624953531281,E,A,C,E,-80.40288125107435,E,-23.962231638732195,1
No,D,15.392661683749001,A,B,E,C,-51.85471933258987,A,110.7752547926749,1
Both,B,-179.80402161168595,B,B,C,D,99.06127837641739,E,-148.90912099688828,0
Yes,D,-63.775428359988936,D,A,B,E,162.47699499684703,B,104.05962374683398,1
Mental,D,-16.207762165538547,A,E,C,C,53.907687403843354,A,140.04080890551828,0
Physical,D,-102.10667893406702,D,B,C,A,-193.13428114129505,A,14.876996499393243,0
Yes,E,146.01606034511124,E,B,E,B,55.089706064549034,E,70.55260889446359,0
No,C,-49.70430729397875,D,D,A,B,-121.46795850327561,B,-38.652951391620114,0
Yes,A,-25.534214896655165,B,C,B,B,-197.87344842959052,B,30.18875057303872,1
No,E,61.56853933864963,A,C,B,E,-95.87309827515163,B,38.25356422931024,0
Physical,B,82.40699750838768,E,C,C,A,99.47968169600689,D,-11.713830790892967,1
None,E,-79.7172612440002,B,B,E,D,1.2773322937918627,B,-109.4925740665195,0
Mental,C,199.4455612841964,C,A,C,B,236.30473313163245,B,78.14005917710494,0
Physical,B,-89.52044013560338,E,D,D,A,-73.08977614103999,A,-170.23652474797166,1
None,C,53.85564100736369,D,A,E,A,-83.81947294390764,A,-20.500967484458915,0
Mental,E,37.55827776740395,A,C,B,B,88.33346006866508,C,-176.6744155827243,0
No,B,108.62662303592413,E,C,D,D,40.71240232854964,E,-119.56680059125637,1
No,A,242.2265637534133,E,A,A,B,69.3156853408827,C,-10.825885261868056,1
Both,E,-39.75433254565894,A,D,C,C,31.173653733039963,C,-90.89499601951324,1
None,E,72.63614272440465,A,D,D,A,31.618637877477614,D,-48.97153565395477,0
None,D,-77.9126161687156,A,B,C,E,28.256030183997776,C,12.11053268254206,0
Mental,C,12.983460518972157,A,B,B,B,-56.86385114910889,E,-240.18733645341393,0
Both,E,-111.40440114802735,B,E,B,B,-84.95581543001126,C,101.19918630968728,0
Both,E,184.44535130398918,C,B,B,A,-14.71727196906791,C,-90.13213327164118,1
Yes,E,196.49480916951853,C,C,E,A,-169.03434991866447,B,-97.19319143979357,0
None,B,70.85900870797866,E,D,B,E,195.0622312550112,B,181.08941278231717,1
No,A,90.8404283864719,D,A,E,C,21.02650101472974,D,-9.134963721894076,0
None,A,7.988295080812849,D,D,C,C,130.87478878542512,B,33.5552408262898,1
Mental,E,6.666058738157001,A,C,B,B,30.766490922704104,E,27.810822415620223,0
Mental,E,173.30061819138672,C,E,D,C,130.00651013395967,A,70.60291255102857,1
Both,C,79.95488131443157,B,A,D,B,86.97016547069228,D,105.30836439824382,1
Physical,E,-51.94359034032772,B,A,A,B,-202.28190122283308,A,-97.54758535088382,1
No,B,-211.85040287009613,E,A,B,B,-43.26291569735594,D,-9.200328148505365,0
Physical,B,-274.2357978878921,E,E,A,E,23.15617779544084,A,25.970745860432302,0
Both,B,55.305964220851536,E,C,A,C,160.52745874544573,E,-75.51708950017051,0
No,C,-33.86200300415098,A,E,D,A,49.04481219031346,C,53.6620642547177,0
Mental,C,69.7461628090669,D,B,E,B,15.696632981864841,E,87.37982773720573,1
Physical,E,-75.80439874054711,E,A,A,D,-18.31937558281738,C,2.4134564129324443,0
Yes,C,107.29406602198912,B,B,E,A,46.17725610033185,E,-153.59872597472747,0
Both,D,81.09535991053507,E,C,B,D,-2.7397993981788127,D,-74.59540534299222,1
No,C,105.90062796310026,D,B,A,D,1.786451456864813,A,-44.66590688041985,1
None,B,162.53130224080235,A,C,B,C,-17.01672573518423,C,-61.975737984633994,0
Yes,C,-155.57755259895077,E,C,C,D,-137.3172906220464,C,-149.19420939240158,0
No,B,-105.07841661416883,E,E,E,B,83.18621135810537,B,6.113434250429981,1
Yes,A,26.399165091126314,E,D,E,B,86.84167031768001,C,56.85539401866956,0
Physical,C,143.50716495536702,E,C,E,A,90.77477631397514,E,-24.55041002633299,0
No,B,-87.92521383454695,B,B,B,D,59.87067278008197,E,-182.3089811852523,1
Both,C,30.02248221910308,A,B,B,C,45.77740205376507,A,-45.58788567578611,1
Both,A,-203.38221920875364,D,B,B,B,189.8702077983561,B,-47.073836430038526,1
Both,D,114.76757397923525,D,E,B,E,-175.396619213227,E,32.79345531203509,1
Physical,D,-215.88438106929715,D,A,E,E,125.54294933780743,C,5.169244446534158,1
No,C,-138.30714129259061,E,C,B,D,-3.6248012328600474,D,-46.613851363139084,0
Mental,E,-25.148002716868774,B,C,C,A,-170.0463353677485,A,-73.17655826927314,1
Yes,D,-118.51541010891017,A,C,C,B,-34.219288750601144,B,-31.936723482048844,0
None,A,-118.36296702520511,B,C,B,B,-97.97957709317639,B,69.14037769066279,1
No,D,-99.92046296068793,B,E,A,C,-121.19693167059735,E,84.01602667725714,1
No,D,111.4560479283921,C,A,A,C,114.19035356986309,E,15.067847490499576,0
None,D,186.0737974724325,E,C,B,D,56.2479561596317,E,-80.9897482431086,1
Physical,D,159.23251078128746,A,D,E,D,-86.7823130352263,C,60.019749054599394,0
None,B,50.80268834656994,D,B,D,A,87.89715968179178,E,10.546760941869167,1
Mental,A,-150.30508817752477,E,C,A,A,-100.94039902081886,B,56.2806401862621,1
Yes,D,138.37699216966237,E,C,E,C,-150.41849063314768,B,-79.0559758074418,1
No,D,-92.87918118746245,D,E,A,D,-29.05739398516538,B,-96.33594473805988,1
Yes,A,-141.33484474408573,C,B,E,D,-89.31325777484663,B,-45.002234888863185,0
Both,A,41.35611405801286,E,C,E,E,25.772411630039755,D,-95.02915699782334,0
No,E,-2.740790564473671,B,C,B,C,87.29957993599055,C,-150.306008184983,1
Both,E,16.488175467226213,D,C,B,E,26.100780331717623,D,-123.48465445902373,1
No,C,-21.351750551097027,B,D,D,C,14.999233420951871,A,19.82081042928439,1
Yes,C,10.33133995093108,C,B,A,C,-12.312633568306639,E,128.9873150567746,0
Mental,E,-88.53450764674658,C,D,A,E,-66.70254513062284,A,111.70156414563198,0
Mental,C,25.326009043273324,C,B,B,C,134.21420736819346,E,123.90938557340326,0
Mental,E,-69.78123295922877,C,A,C,D,24.50142043731844,D,8.718743236911077,0
None,C,-143.86364911306083,E,D,B,A,41.312731890806035,C,106.5609402536017,0
Yes,D,-48.37056659165771,B,D,B,A,-42.51459496563149,E,2.289771287577899,1
No,E,-59.936894474734196,B,E,D,B,-71.51486755482178,B,-111.49101930956257,1
Mental,C,-64.98933366015302,E,E,D,A,-61.813393178256206,E,18.96613934150588,0
Both,E,74.33273909580724,A,C,B,D,-133.56188656261074,B,-64.33068085383596,1
None,D,-44.49140645888311,D,D,B,B,202.01325868779264,E,-181.18048400570706,1
Both,E,74.7264072253243,E,E,C,E,-36.078034851722094,B,119.91025636892915,0
Yes,E,44.14814402766506,A,A,C,B,30.22566568721048,D,9.102974653469644,1
Both,A,-20.193294355833842,E,E,B,D,-64.02115451634069,E,-47.48411431813058,0
Mental,D,146.82582155014074,C,A,C,E,-143.9463846871983,C,162.23282618275675,1
Both,C,-192.56757929071944,B,D,E,B,-210.0679088588708,B,52.33987006301355,1
Yes,B,-100.46909570401424,C,B,B,D,-33.3784563395307,C,96.14328003851713,0
None,A,66.93931097301146,D,E,C,A,-12.657754170065196,C,14.202612684144608,0
Physical,A,-70.62337479272075,B,D,A,D,-156.6393467315378,C,-42.19913054893831,0
Yes,E,21.066433792027617,B,E,B,E,194.62804882194257,D,172.12355209967473,0
Mental,C,152.052039579132,A,E,E,E,-216.49845346975815,B,-207.60688151813332,0
Physical,B,67.2587561576347,A,E,B,C,19.460760238135066,A,-13.225227114234588,0
Both,E,132.89843430933465,B,C,B,D,-71.02681005889438,A,-170.69646491975044,1
Physical,A,-16.129016302199535,C,B,B,E,-90.56745722058926,E,-121.42744243588335,1
Yes,D,-52.93396497922566,C,D,A,A,-33.037420649154306,B,-14.061587019564973,0
None,D,95.24440754858678,B,A,D,B,-174.71395153637388,B,136.8303702152994,0
Mental,E,41.76092393609101,A,B,E,D,112.41082383214176,A,16.743236469141433,0
None,A,-91.59952319663951,E,A,B,C,-65.48964505916788,E,-33.12912138861797,0
Physical,E,-138.81253481106756,E,E,B,C,114.28429920145066,E,-107.56857353625644,1
Mental,C,9.032661640194675,A,B,E,D,48.00155234865215,C,-222.28827617430275,0
Both,C,-63.251088739495046,C,A,A,C,3.964553716514179,E,8.671235859600657,1
Mental,A,-86.23252282478944,C,A,D,A,-261.1345307888001,C,89.95187271356747,0
Physical,D,-218.91806742078649,A,B,C,E,-64.89079372623102,A,35.02827931882386,1
Physical,D,201.8865987951515,E,C,D,D,-74.32498792171612,C,75.42745702590653,1
Yes,D,-188.99472501046765,C,A,B,B,69.33630427726914,C,107.34247000290095,0
Both,B,-43.73713035351045,C,D,B,E,-26.765160585130985,B,68.43120274635442,0
Both,C,129.95106532071253,E,B,D,C,-40.13734483853037,A,-51.63065525620688,0
Physical,D,118.53999397558685,E,A,B,A,-184.57523886700537,C,59.63142403642673,0
Physical,D,-92.72683034217923,E,A,E,D,-39.07782620488819,A,37.09692415966408,1
None,C,-44.594622997529484,A,E,C,D,102.26836012808396,C,91.53906458606711,0
None,D,-0.17959861063563826,B,B,A,C,225.11550863204462,E,-162.4155944048154,1
None,A,-71.95704050718284,C,E,E,C,124.49971741067962,A,-14.193947200547848,0
No,B,75.99624047072184,C,C,D,A,60.90302964563862,C,122.8542461752649,1
None,A,73.35857922146926,C,C,D,A,-125.444981560623,B,57.19746020639514,1
No,D,160.84441953668102,B,E,C,E,-97.05319041354244,C,1.7940333793451946,0
None,A,48.11913681812731,C,D,D,E,-134.91550604545574,B,-176.07442701809975,1
Yes,A,-121.25237634408275,A,B,A,E,73.339760252007,C,11.641402362791835,1
Both,B,96.47688293417461,B,E,A,E,-116.7581224587823,B,-12.16920616010414,1
Both,A,52.94650627535279,C,A,A,A,-4.236802624347603,B,29.700421634656838,1
Physical,C,-20.61437532643619,E,E,D,D,186.5482004974545,A,-24.178230567557492,1
Yes,B,-65.86534815546366,C,B,D,C,-34.718732544590665,A,-25.951209257204226,1
No,D,44.968887034507496,E,C,E,D,-1.315850902965022,A,-22.74163782573082,0
Physical,B,12.593172015827015,E,A,D,E,-3.521497233471231,E,-41.954390426153786,0
Both,A,49.59012807327986,B,C,B,D,165.00549722532858,C,131.4792332902711,1
Mental,C,-116.15593932281915,A,E,C,B,-166.63097392050238,E,-0.39531359195501775,1
Physical,A,124.88962241663744,E,B,B,E,163.38290469732613,A,-117.5711865381591,1
Mental,D,83.58330596698566,D,C,A,A,-46.38441065280242,C,-5.500417042018005,1
Yes,C,-205.51989822292148,E,B,D,C,35.36542145305974,D,107.90557529896174,0
None,C,72.51821351195734,D,B,C,A,135.28237629333182,A,231.90224174389112,1
Both,E,10.899621131466697,D,B,A,A,-193.46706565858898,C,94.32037689737146,0
None,E,-111.64676680516375,B,E,A,D,56.10244826940834,D,-84.94561146246365,1
None,A,-78.19947982812229,A,B,A,E,-97.27358454377311,A,19.252711416949428,1
None,B,-84.90118339688836,A,B,D,A,142.9233195380451,C,-63.853340427474116,0
Both,E,-127.81455289739208,C,E,B,C,-6.302452517203654,D,70.23071689913581,1
None,C,14.239096901283874,E,D,D,D,-38.05373392057531,B,-9.41283872260514,0
None,C,-48.702466726870334,C,B,B,E,-36.07692703026723,D,-4.359690007997093,0
No,E,-91.16195747079064,C,A,B,C,82.57327997879538,B,-18.030194067811905,0
Mental,B,-60.44459246180583,B,D,A,E,-158.8212368819985,C,-87.69524845922916,1
Physical,D,21.073281774057513,E,C,A,B,-139.08736802974087,A,112.6601248804852,0
No,B,-100.48748803818488,A,E,A,E,-79.89332909590622,B,-185.68933753241504,1
None,A,15.936162569761539,D,E,C,A,31.410659266803908,B,70.37311107131494,0
Both,A,2.972040105645326,A,E,D,E,26.89269246593976,B,52.9638919209056,1
Mental,A,18.560877458915506,B,B,E,C,7.225434672848663,D,27.752929525771243,1
Physical,D,86.79338132524073,B,C,E,B,141.9722974378416,C,42.92691820442236,0
None,C,171.0243546151139,A,C,D,A,-178.7162548737286,B,89.8314893713032,1
Both,A,31.382774476093722,D,E,C,C,163.13591574330252,D,169.0644624675915,0
Yes,A,-129.15862948041593,A,D,C,D,68.45645709772664,E,107.84744060987288,0
Physical,E,31.294828049937102,B,B,A,C,20.122710919282987,C,-97.01642722587516,0
Physical,E,187.84890245028603,D,A,A,D,-144.74249628435936,E,57.560661911002995,1
Yes,C,79.18166356229378,E,E,C,C,19.354377074038208,E,-98.52930708286493,1
Yes,E,-55.1323412660929,C,D,B,B,-3.5332712086169393,A,-36.175306324389965,0
No,E,-122.84657541762635,A,A,B,D,-71.74190410357228,C,179.75873690603092,0
No,C,29.19611139223608,B,B,C,D,74.56003886037136,E,3.109459860164663,0
No,B,-75.26092435071521,B,B,C,A,130.11653916367408,A,-71.74280155436557,0
Yes,D,125.8831277867896,D,E,C,E,-132.36393897673355,B,23.468123415671915,0
Yes,C,151.57994427758717,E,B,E,B,-101.16596619235514,A,-47.44901722414342,1
Both,A,-23.24297071803193,C,B,D,A,92.39333543129555,C,-100.65177914538222,0
None,B,-97.38349067914864,B,E,A,A,-77.07794465363136,B,14.514318134189322,1
Yes,D,86.0314616593335,D,A,D,A,83.23110857032596,A,-136.95154357288183,1
None,C,-84.68518417000163,B,C,D,D,-36.18618682119955,D,-88.02996706400054,1
Yes,D,-84.92656122777208,B,C,C,C,-71.7582134734797,B,73.63668961985692,0
Yes,D,14.69744608421388,B,B,C,C,-29.970731801378392,D,91.83502377744782,0
No,D,13.422096441987552,A,C,B,A,-72.77122668598514,C,-120.97957585924108,1
None,A,15.241084302057164,B,A,B,E,-96.32336126818916,D,22.679342614258864,0
No,A,91.44267612585544,A,D,D,C,118.51379857178767,B,55.82136882311025,0
No,E,33.791637881013344,E,E,D,C,-198.2117448801624,A,113.65885474910766,0
Yes,C,56.079879975488865,D,A,A,E,158.47304139684553,A,6.963898848972478,1
Both,A,-175.59267681584302,A,D,D,E,140.74905741086664,D,77.96211898411795,1
None,C,18.189270294917613,D,B,B,E,4.028842377710064,E,26.612662386104148,0
Mental,B,-69.40451852292547,C,B,E,B,-9.438703550999824,E,-15.988780053255283,1
Mental,E,-199.2087933925897,E,B,C,B,-2.2649668846584934,E,129.4723101065712,1
No,D,-49.20950983960555,D,C,E,C,-17.23151410681264,E,-21.519182071787306,0
Physical,B,-210.33524563372117,B,C,B,D,90.71463305592779,C,18.863082653200504,0
No,B,78.26749424465602,C,D,C,B,-11.812683304222857,B,113.12050657727517,1
No,E,103.66181258856055,D,E,A,E,-221.64181549110228,D,14.075615827276147,1
No,E,-118.86250376388816,B,D,D,B,-349.0682815945687,D,78.87822979053021,1
Both,C,-7.126380463915946,D,B,D,A,-79.58364801387002,E,-2.2226428581947895,0
Mental,B,130.3134252722963,B,E,A,B,35.97382477605659,A,4.031249859396717,0
Physical,B,113.56035507140867,E,E,D,E,38.243430899698076,A,-103.2584689544701,0
None,C,90.2764570296615,D,E,C,C,-10.46470683435278,E,-106.45037068755809,0
Both,E,60.41390634325552,B,C,B,D,-114.87653198117644,E,198.84665415219052,1
Yes,A,106.38454763509988,D,D,D,B,22.296801664049546,C,77.59960143652826,0
No,D,-78.18808480248227,E,C,B,D,45.55695385554563,B,-13.835270571676213,1
Yes,E,-139.0331201804613,B,D,E,D,-0.18137273972748294,A,-182.14967939645805,1
Both,C,-76.80076302791497,E,C,A,E,89.36786985633401,C,-11.334246442733715,0
Mental,D,57.60271926218501,B,B,E,B,-100.35005727264314,B,27.40275674985912,1
Yes,D,70.1473345511786,C,B,B,E,-32.425909666385756,C,-47.123474882500055,0
None,E,56.90001487301273,B,D,C,D,-45.52487382298539,D,-162.00295638688021,1
Mental,E,-24.960134529163096,A,C,D,B,180.18839987486797,A,-164.49920790630094,1
