disabled,Nationality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
No,UK,131.57535336796423,-220.3406005419668,7.14159450071096,A,D,30.157774483853554,1
None,Mexico,47.385115328590935,26.663361842988838,135.08710813149656,C,A,-84.46974028684929,0
No,Germany,59.19927447022737,-17.81759114610025,43.93961195954437,C,B,-148.89362300576403,0
No,UK,-59.614714387467046,9.207595187280855,-19.66487128648624,B,D,38.27561239330794,1
None,Mexico,60.031742133005,21.435881068899317,79.15506881425,D,D,103.45185557327628,1
Mental,UK,240.2151456875609,-188.73653921583983,135.17539084194087,A,D,-261.8993055460083,0
No,China,-43.09779360216476,23.68434432342411,-58.39892506345454,C,E,-46.97604493435316,0
Mental,UK,34.533855320147815,-62.52750933504488,-226.11948093242543,B,D,16.749658201605044,1
Physical,US,49.22635856064958,17.35754310935916,-113.70667597196828,B,B,176.730433116004,0
Physical,Mexico,-18.533090281485038,9.497591685104027,92.89111057466913,D,B,190.569857370768,0
Both,UK,-48.081276785676806,17.875582385902305,84.72958941711846,C,D,4.3942562378247665,1
Both,China,154.73498523329317,6.484598304419335,192.37511687373484,E,B,-42.98897202212011,0
Yes,Germany,36.55421629155199,-63.496227043045906,-76.55018997388193,C,C,52.610087134292606,0
None,Other,-76.591821079254,-8.39180706730242,51.29439152630096,A,B,59.900199105044436,0
Both,China,117.76023988785754,-147.70645996997138,45.065420517663966,C,C,-125.234883123489,0
None,China,274.30684858228733,-42.14295927786935,114.1584203837279,E,C,-22.500916720247044,1
None,Mexico,9.233627409915858,-39.401205102507944,-0.11336332883819163,E,B,1.3519087827204535,1
Physical,China,-23.592520161902772,-176.23369237259777,234.6331044592583,C,E,-19.434718698474953,1
Yes,China,265.36954261838235,115.7376242975622,-233.85687860546605,B,D,-122.05481396709679,0
Physical,US,187.66248633839587,4.955341419943244,222.24893131055748,D,A,-60.6953398796269,1
None,China,54.696102297334605,17.285693302158506,48.792817055967305,C,A,137.12023131540184,1
Mental,Brazil,14.024101043023935,146.23259105588448,34.14554830589192,A,A,91.6722407827477,1
No,China,129.52661838734275,104.82869346239512,48.484039117644286,C,D,36.37611045293874,1
Both,China,-46.412911093301126,-43.779734908246795,111.13152983701286,A,B,-196.41699201805818,1
None,Mexico,46.42308331863597,5.7915565860029865,160.49826430181668,D,A,57.52658333566857,0
Both,Brazil,-176.58803722487337,45.95852288646653,77.35604400827974,D,C,40.89784785580483,1
Both,Brazil,-73.63263294189663,-16.50313402912598,52.251917742166974,B,C,-121.53762579436203,1
Both,Brazil,-12.42587279140033,183.89826286519266,78.28768351333089,C,C,73.59870160788743,1
None,Brazil,-60.125764342304535,83.74761980124913,-13.31496037355579,C,C,-88.55485586989117,0
Yes,Germany,-18.313818388326084,18.80418696935434,-1.9033285424618271,C,E,9.079692174266036,1
Both,Other,9.18708145832172,-8.594317182735171,9.48246635798172,C,C,154.90129101694598,1
Mental,Germany,-30.142716736442594,-163.53443835919308,47.83348267076244,B,D,-39.075189291394,0
Mental,Other,-124.98985890336098,58.806586146892336,-67.45801700465564,E,D,-69.74306930732517,1
Both,China,130.10532259407333,12.081888061351162,32.436290269632714,C,C,-153.79665868435376,0
No,Germany,-34.6457320188879,-43.02016854863746,59.50810471832104,A,E,202.81599489737414,1
Mental,Brazil,17.21383998708326,17.67768661516511,-25.74558001418105,D,B,55.30536832516291,0
No,India,90.33599016996577,-116.63255010218127,22.080919343069308,B,D,92.00400862388064,0
None,India,85.34215804883961,17.596005602770294,68.85714293957008,B,B,63.961044575738704,1
Both,India,-71.02160829095553,-113.52640315295668,41.645500776807964,E,B,-38.29738997861869,1
Physical,UK,5.763272870716367,-27.103188851981386,24.708137742294177,B,E,19.475028820752822,1
No,US,-147.80563556071533,35.82311268554333,-57.54924111174924,D,A,-83.77214139853515,0
Mental,Brazil,-212.35466099573753,-13.69489628974971,-23.13990433344453,E,E,114.3519890753486,0
Yes,Germany,165.33308854228952,-96.2224314686874,61.554434568381446,C,B,-69.986552680199,0
Yes,India,-141.12236608625858,113.53752844872926,51.08076963873788,E,E,77.289146926582,0
Mental,UK,-39.53497322154058,-121.80555067520562,-54.40909942042109,D,E,46.4216215939908,0
No,China,-57.45813295858604,-17.140217730175035,-18.697440778128936,D,A,-27.0380096608766,0
Yes,UK,-126.85681638404809,-83.51523846333563,155.33164660513944,A,D,-29.972557582580855,1
Both,UK,-26.25066412884735,59.77338784476309,-232.04628968475816,A,A,148.56057790074416,0
Mental,China,-32.59310341341478,25.716419706360426,-107.59653859812421,C,A,28.09659145441766,1
No,Brazil,-35.694898673651096,-169.26736767800244,86.52983557227435,B,B,-80.68845506359771,0
Mental,US,-26.847394230301706,2.826970524537297,79.16105065890241,B,B,-40.75892415176953,1
Physical,US,-7.370450866580624,54.8138057043578,43.19182518614754,B,C,-73.46520609797025,1
Both,Mexico,43.39687125319857,28.946830586918953,46.60214437326498,B,E,-27.04738173109372,0
Yes,US,19.424507143253205,23.477609545352855,-26.470771130737,D,D,53.02148750856075,0
Physical,Germany,7.260411558805173,83.55083288235929,-46.5437420183654,A,C,-153.6040319422966,0
No,US,-47.15730699846573,-18.446713638979876,-106.64771279981444,A,B,57.55365477835508,1
Physical,Other,-108.78180542840512,32.25101732638884,-116.42680170884351,C,B,33.54139981990145,0
None,UK,21.375662170787635,-37.419379451405106,-0.319648576708068,B,B,-79.76847308794125,1
Both,Other,-37.99215807108481,-112.768304241165,158.9009195091907,B,B,-140.08531551883294,1
Physical,Other,52.6592979561864,-54.15705925820325,24.53484990652963,D,C,129.62987598356344,1
None,Brazil,-149.83407970076723,-250.93969985555808,64.0340834025864,E,C,35.505755263074704,1
Mental,India,13.99074709165697,-104.80489224548745,-81.49540089275,A,E,157.84006188829525,1
Mental,UK,-17.037306468434377,-98.59311486742534,-68.88606373929015,D,E,133.63607513410003,0
Both,India,-116.54777718339177,-92.24671201360066,-169.4554273993455,D,A,-119.72900749024467,0
None,China,-32.26115960225304,-101.95800656836052,32.557754279648464,D,A,-78.90835459760187,0
Physical,Mexico,28.71633957209223,-5.536464708978675,18.374730624089064,D,B,110.3649068938831,1
None,UK,-26.285422593954262,161.78384127138452,82.42629364720129,C,E,-88.68590122612417,1
Mental,Germany,-236.57866849028656,-96.30491490076889,-59.837941135962836,C,C,-90.75080064951038,1
Yes,Germany,3.8326830555192877,-1.6862418751892945,-83.58478619473797,A,A,-3.8648124138606783,1
Yes,Germany,-144.98946744674683,-39.90743457136187,-74.90028602530003,A,A,-119.90445207817551,0
Physical,Mexico,-9.527843709539134,-61.19972122454761,-19.06614283866406,A,D,48.395668368854636,1
None,UK,-56.951903038656525,-98.31059790889144,57.194243289462044,B,D,76.78577081244855,0
Mental,Brazil,77.96065128064872,-14.58681050373675,-88.51055648471859,D,A,52.90812569737165,0
None,China,-162.23289235805376,29.213869571229733,-80.27913094161578,A,D,35.25440090328218,1
Yes,Other,-96.68656913872141,93.43361531912193,195.91611184491708,E,A,68.03510952582063,1
Both,Brazil,93.39135581304467,64.18706026797277,-23.143101126874743,D,C,18.067216247653658,1
No,US,213.9468842535707,65.41234056697648,40.74937180926372,A,C,-176.51607834455402,1
Yes,Other,-127.88397772031999,-46.22679466796365,-53.07340564681081,C,B,59.07196338319345,0
None,Germany,43.79946030679252,170.48988883536003,-135.62455826091005,B,D,4.294658097283064,1
Yes,India,-106.85972087314835,-113.28578760103845,-43.333404216182906,C,E,-176.29835918377,1
None,UK,68.69206539179318,85.2291930164403,-19.8737294926479,A,C,11.211430577761334,1
Mental,China,12.050519434553692,-57.7574554382725,-195.39405487768968,E,C,-25.43557150274587,1
Both,Mexico,-141.54994414597576,-92.54570527540129,59.638512454806744,E,E,103.15746224776036,0
Yes,Mexico,-148.83348561819076,75.5171857957109,6.209541334815317,E,B,108.51289729209412,0
No,India,21.536086848443876,-99.14663449344697,-126.6934013256821,B,E,-98.99000866224128,1
Physical,Germany,-18.48703208583922,-12.735945808502,86.74758967378828,A,E,-112.48202001353202,0
Both,Germany,146.23017596812647,39.53340914215996,-7.00537128990471,B,D,-15.71361288746209,1
Yes,China,82.3484202618593,27.34549461968293,123.1509829598122,A,E,-154.3972085815103,1
Both,UK,13.292595559671478,-45.30200651240068,75.83312016580946,D,B,-120.8291015734246,0
None,US,-89.00561506460676,73.09623725894483,-42.27283198142808,E,A,39.76608159871489,0
Physical,Other,18.309122467077657,82.14768172294832,-102.42180727223855,E,C,42.03492008076369,1
Both,Mexico,-126.04650855439084,110.21807062988707,138.95047656211133,E,D,-110.61646680905024,1
Mental,China,-38.2118763928717,-72.72454744351217,-176.55611605670097,B,B,-29.068157826301437,1
Yes,US,-34.35038085163571,-8.269125036331818,-55.22219978778406,E,A,118.60861359078709,1
No,Brazil,133.99073779981927,21.821683199008508,-152.14391285956316,C,A,-100.5019236848089,0
Mental,Germany,-232.1058383061069,100.38432150779934,102.43365995666952,D,C,-78.46938090351009,1
Both,China,133.78979868895124,79.6082876116112,-84.61041743058887,D,A,-42.472327618009466,1
Mental,China,-7.720113064844688,-52.18196111103875,125.25185417015851,E,E,29.35075852295438,0
Physical,UK,-1.6394264506520257,-64.76572883638563,50.070024108130006,E,D,1.1300079263337248,1
Physical,UK,49.092277382297226,-113.75319106116135,76.19627704972332,E,B,49.09711234886752,0
No,Brazil,-156.18967072656528,-154.40319961878612,-193.89088287048833,B,C,-4.002527941842376,0
Mental,India,-61.348404990162464,170.18792930544956,-8.22443983251006,E,E,79.48836036934027,0
None,Brazil,67.17027181148516,-60.30906993223745,-78.92572855410025,A,E,22.16373892024888,0
Physical,Other,169.6973885012265,188.9367337954383,46.55180584816091,E,C,-4.320141590424982,1
Yes,Germany,253.36970680901976,-9.150604869783583,-46.52849681880283,C,C,-14.245367455096158,0
Both,Germany,-46.18417272071499,-26.6320184149683,127.8557944581153,C,E,10.772718327497028,1
Mental,China,-11.147119936240964,-50.31250157259929,-141.55619333191615,D,D,-70.0984331582979,1
Physical,Other,12.501376848836113,77.94751426225753,-151.68098920229585,D,B,9.352734885785392,1
Mental,US,-178.67658494245177,1.003441834248811,73.9076786618997,D,A,14.670919495769748,0
Both,India,49.54436911980807,56.64782378215803,9.79660816293636,E,B,-15.760658868778052,1
No,Germany,2.7755893890894994,54.562503535356065,111.34013437420857,C,D,41.632963172538275,1
None,China,10.304570056505764,148.1442739486363,65.859776692936,D,B,36.964455990189975,1
No,Brazil,-38.75573009938676,102.54638047406566,97.92484683328443,C,A,-11.879506600016848,1
Physical,Brazil,34.054915601283255,92.35152718898597,101.54090436755278,B,D,41.631964157073696,1
No,India,59.32629169911162,35.67028735176614,68.98899269108306,D,D,243.7028073891708,1
Both,US,-2.3604029515993203,-35.77620965619787,-103.66834465196347,D,C,-157.97469523235864,1
Mental,India,111.37572035137553,-120.44842019455385,-124.18975084683544,B,E,72.30357350562579,1
Mental,US,-18.505841945336385,26.390924691181905,127.71994518918486,D,D,-60.390527780839854,1
Mental,Germany,-40.165561724567034,60.66701846474316,4.010805237221373,B,E,179.0698583066096,0
None,India,-8.738595768641371,155.16977887344746,-85.7268717257268,E,A,104.3209336148132,0
Physical,US,174.30270660068282,101.32798369603864,-2.6137351307249084,D,C,-56.17652348300356,1
Mental,India,76.38038116014648,53.47636375719132,92.72052616230519,B,A,84.40301795829075,1
Both,UK,50.24687724811236,92.53239516439824,195.49494669698814,D,C,-15.126825855201343,1
Yes,UK,77.61879774421774,54.273407893139314,-58.103742334974726,E,D,-205.47422966641352,1
Mental,Brazil,89.38035972154601,103.44022497048533,49.770736159010895,E,E,3.4030809142208263,1
Physical,Germany,-190.95388796892755,-67.13070638976627,-13.961536464671198,D,A,-112.68834332756433,1
Yes,US,-161.9085067545761,103.88415763642065,-0.7121506572689038,A,A,287.4777532893123,0
Physical,Other,-53.23697381147203,35.874781189132996,-82.39121090816055,D,C,-107.22925109054768,1
Physical,Mexico,22.836054750031646,180.63703233738738,-43.88089360708847,B,B,-73.79416135255472,0
None,US,-6.180859906273794,-36.84568348490685,-80.51268366485318,B,B,-140.92546829962635,1
Both,Mexico,233.36517229151963,-87.67792521111424,129.36263374512984,C,D,38.82788807786029,1
Both,UK,90.29825715220494,-56.437867302336876,98.30944340748647,D,C,-120.50123857231753,0
Mental,China,6.078986808878631,202.37663181533355,82.87591027165804,B,C,148.94332196106436,0
Physical,India,172.61112217979365,-29.777700562446725,25.561049138927523,C,D,-0.7258959253693932,0
Mental,Germany,-168.68683423090903,13.727901766040912,67.40879261354472,C,B,-137.73094243243224,1
Physical,Brazil,38.21382505830807,32.9622067613297,-116.78098467409804,D,E,-36.17091126427763,1
No,Other,43.0873066909456,72.78988920561763,-85.487539576102,B,B,-28.728909846971533,0
No,Germany,119.12807600350948,182.5209262988591,19.615218273991935,B,C,5.604620526490164,0
Mental,Other,-209.49201291382872,75.46369938881047,37.2433415644937,D,C,88.96763979836417,1
None,Other,-0.9429133844121971,169.80545654827046,-44.57100531314817,D,A,-30.282289949671764,1
None,US,-189.97914916029322,78.93788151108473,-71.07205029200558,D,E,149.5125714297264,0
Yes,Germany,-21.301234145608333,77.57513147602495,-53.795765952639684,A,E,-2.9552546600164358,1
Mental,UK,-85.06819425223378,-96.99008158886053,-58.97256497893591,B,A,-93.00350651749886,0
Physical,China,-13.711180891400614,287.60263097392436,101.03273651280898,B,B,91.34155764048799,1
Physical,Other,-87.0496914721451,108.562579179265,59.32093871134166,B,D,-91.96109295075658,1
Both,Mexico,50.38977615366713,-49.085661599435156,20.99245932941845,C,D,-30.336832955049353,0
None,Other,-59.46326164942361,187.57509182953882,-91.41741747548635,B,A,121.29476957618341,0
Mental,Brazil,-126.38944875743839,106.53624578877077,89.41767402042237,A,C,96.00416000243997,0
Both,UK,66.37579502314675,-88.04106371787448,-87.53793043484103,A,B,259.6205810901256,0
None,India,143.16878021988992,11.661691368046695,240.09706845298462,E,A,-32.0115080878728,0
Both,US,139.24757603024958,-80.91480116935766,42.038121429630316,D,C,-66.47658098987188,0
No,Germany,172.54406657918628,0.023541403927111088,34.303455659766946,E,C,-102.08889106943167,1
None,UK,165.35131668641878,80.60936635198638,175.13380404356457,A,C,-143.70107719928424,0
Mental,Brazil,201.39943849850422,84.27306624334388,28.771420266084984,E,B,-39.30916914424884,0
None,India,-8.23688359901195,46.16364245093738,60.16221594146245,C,A,77.22894123511303,0
Both,Mexico,-13.599599774492413,-10.571778867424525,87.25868810364189,C,B,-47.70287257242043,0
None,China,2.0282852975666823,-107.52319974529563,31.00775917281407,D,E,85.17252601088148,1
Physical,Mexico,-26.351211193471748,-40.063643900755864,161.2951051418427,D,D,-7.244538063429204,0
No,US,-3.880831140007205,222.46151073244368,-163.69504350872398,D,D,-131.73807340669455,0
Both,Germany,7.335296381702951,-114.21908079467175,94.04211593220577,C,D,113.86801901552002,1
No,UK,-106.0281516416644,-137.49219131192967,-42.646977383713555,A,B,-137.12868977145553,1
No,Germany,84.68091287350038,-98.0140724664989,-26.471104088223367,B,B,189.59999468575032,0
None,China,10.362396097957308,-173.39714182644698,-85.23523961817283,C,B,-61.33297758599051,0
Physical,India,64.42870134864481,-176.04342346636693,-56.62683989718131,E,E,48.719165409689595,0
Both,Brazil,-31.217465800398216,129.2205427500085,189.06891319132376,C,D,243.17999963603057,1
Both,UK,70.87227640366855,56.277231720881694,-70.7523145347925,A,A,14.275374212307643,0
None,Mexico,-31.056919402225237,-72.04262758865458,56.00306768564219,D,E,-23.885214530740846,0
Physical,US,123.06341407384029,30.33059413110245,-31.013902633859793,C,A,-89.30122165785666,1
No,Mexico,-18.660040682098284,10.562510143068105,-155.1891328337917,D,B,-50.63679810986742,1
No,Germany,-35.02494154623118,-57.71968636088284,-134.1768697075437,B,A,133.33600756933438,1
None,US,-67.40428745115013,112.39132689407809,-166.01804599513804,A,A,-9.273924646782563,0
Mental,China,-59.98884139804209,74.43523592176244,-213.4694551277656,C,E,-224.68339285615048,0
Mental,China,74.01083301738176,-97.62965450925503,-173.91413807787612,A,A,103.91153119231682,0
Yes,India,170.2406993064642,168.42150326572656,-61.96541217988148,B,C,-43.551144735282946,0
Both,Brazil,-140.03149710298732,1.9301307090014992,-97.15410169463446,B,C,69.31192833944131,1
None,China,-67.49710570040128,42.242077263663916,-50.8345267622914,E,A,-108.99871937191541,0
None,UK,-39.28276149085932,-118.15507591331375,235.67927295456332,C,B,78.49432267887723,0
Mental,China,-133.87626807854843,59.42377772189543,-46.06822191068846,B,C,55.62637150097692,1
None,China,-45.74913127771868,110.37054067112994,-64.36544971473984,D,C,-192.3412462617479,0
Mental,Other,-238.0644153070794,-119.06814369272116,-33.007459348042474,B,A,30.953536950095717,1
No,US,-40.92236991145189,-108.03990629534523,62.900293290195656,C,C,102.03874191392029,1
None,Mexico,3.57157147942987,50.76176935398629,53.719139197497,E,B,-3.6315119372459064,0
Mental,US,79.40513610503098,38.617261141589395,11.598594946365806,A,A,-111.38598301983984,1
Mental,China,125.43073946050976,-63.67328622002078,-197.6989848646216,A,D,36.71138520699845,0
No,India,9.129895093109882,-26.428912929116,37.884162506664666,A,B,-136.14805606561472,0
Physical,Mexico,-47.44771682636389,-42.93390615299478,212.75720377065852,C,D,160.0459083268484,0
Mental,Other,199.10537704684847,-28.64545515414821,-45.631322099480556,B,C,-163.2804392705372,1
Mental,Brazil,40.31708926446621,-54.98626962161376,87.1664119348281,A,B,22.4712907562864,1
Physical,India,10.862607854247786,99.45175582422245,-124.41886933070975,A,E,-37.48988407022299,0
None,India,-5.26571266138628,-86.26586558766532,59.29138769738056,A,D,40.369354805214705,1
None,China,40.42556133694381,-67.7807859238485,-41.25547330096321,A,C,-19.062715679198806,1
Mental,Other,-26.928454742303646,62.481578832859775,-94.49345285411924,D,D,97.8284690199682,1
Mental,India,-23.369038401301864,-69.40021899436816,41.932129597105856,D,E,-40.62250160884607,0
Both,Germany,2.1763877371989473,45.59571579131037,-45.39048518144349,C,B,-35.829047168095215,0
Physical,US,44.78318776567776,28.236331627024843,139.99653073731335,D,D,76.34476231918738,0
Both,UK,-142.45273024258677,-35.24573032735192,27.156348343912622,D,E,65.29275839133804,1
No,US,199.05211402210944,74.13146309042044,0.2719016381695165,A,E,120.51489044040846,1
No,Germany,46.598134502494325,48.4670033790594,-5.969788642199323,A,B,-43.8913330339353,0
Both,China,-54.393552924295975,-23.152479434841293,144.02899876334342,A,A,-100.13866612987192,0
No,Brazil,-4.546862004676135,65.39746953834718,-96.76522956829233,D,E,-23.682432749857334,0
Both,Other,16.65347055961415,73.49147848363262,-68.33848907797896,B,A,-62.95703500133081,0
Physical,UK,95.32711443444202,-172.2600929554989,-52.07119911736754,A,E,22.945271224334316,1
Both,Germany,-131.08731071373947,-96.64239133282416,75.73996710042074,E,E,41.93259028469877,0
Both,Germany,-65.80678208580053,-39.62656380082666,104.84930450864101,C,B,-47.629449935761606,1
None,China,-33.57867330350028,99.58731444553116,143.95255518540412,A,A,42.22485527134991,0
Yes,China,-13.702823910659607,96.8667174832163,-160.43622680051197,C,B,-35.7266403431764,1
Physical,US,89.43357515706587,34.03509775811881,112.62032487682605,B,E,51.73202759072245,1
Mental,India,-83.52188015153034,-102.61487974045815,249.65266485183676,B,A,3.1183000094807056,1
Physical,Other,17.4398617651375,121.03988314171332,75.40019328207276,D,C,174.634451363582,0
Physical,UK,113.45407910948569,2.0472743409125185,157.89666741313343,C,A,-3.356880918042819,0
Physical,China,119.07902711944655,-46.681586914953456,-20.547742966429034,C,E,-10.294889341889514,1
Both,US,-136.0055516954563,-61.60176927171599,6.743395209610882,D,A,-125.93153136617326,0
Yes,US,17.034594345477668,-134.75366693552886,159.9444301270767,E,A,-11.920311434142059,1
None,Mexico,-159.5092259521625,9.442832811798912,-82.8647020671821,C,C,-8.794726401876298,1
Mental,Mexico,-63.88311668694754,-45.52622502626594,54.81295920458826,B,A,23.798517689034075,1
No,Other,119.96601560521505,1.4199539419935747,122.84939511663664,C,B,-36.97899800517697,0
Yes,Mexico,47.7122951752678,86.28208795857682,-116.8996625765149,A,E,91.43799542810405,1
Mental,Other,72.59742150928209,-54.22594567467264,-163.4193381389804,C,D,-40.39316964485545,1
No,UK,-6.7623303321300705,157.51301040294385,-46.477509669268144,A,C,-241.13712553018516,0
Mental,China,142.60658706367283,-203.63929772924863,-50.582492873175966,E,E,135.1771864347544,0
No,Brazil,44.570418001911456,159.43270177761053,-17.04963652972868,A,D,-210.97569993153164,1
Mental,India,160.91254089011795,-13.840845179579608,-179.98426650727853,C,D,-86.360931431522,0
Yes,UK,83.64496835785698,19.354541847310465,89.72451690385085,C,C,13.651606046703124,1
Physical,China,26.29702401632006,-36.133602222430824,219.51806244890224,C,E,-30.148294210930178,0
None,India,24.64717785568412,167.82204089217598,20.416689765102454,A,E,-142.61637630046368,1
No,India,54.7377543369593,122.49542910286007,50.04000923970611,A,D,71.846007186871,0
Mental,UK,92.93311086172852,-79.34841973796894,9.6198193684084,E,D,-26.307589763854516,1
No,Other,1.6490563751221283,-5.608319054008824,17.449704437161532,C,C,-63.282664120223764,0
None,India,21.655166984168865,108.35046575068694,118.25526774017727,E,E,-6.35480348473829,0
Both,India,-90.83815785670728,-116.97630637996316,17.84833623418181,E,E,-142.49873234696096,1
No,Brazil,-84.62437882969476,-116.23706565264878,43.288007109228076,C,B,-82.86446893051169,0
None,India,-95.16396094687471,-104.08131799474963,56.52180959646941,D,C,120.48240831773822,1
Physical,Mexico,124.31693448380948,42.0046988344024,-39.97975723571456,A,A,121.16551992240892,1
No,Other,15.536017782661046,-255.71047004788738,-108.84275735232087,B,E,58.15748899692748,1
Both,Germany,64.82095887994193,53.908869595557604,15.627349656673664,C,A,152.7121376710145,1
No,India,-0.9380305627495036,-73.38682181776208,0.7934601522438917,D,B,202.0051657871927,0
Yes,Germany,-60.450260759345866,-58.796281150163075,100.42023189702498,E,B,10.969525461613742,1
Both,Mexico,166.86467941781592,81.46968884584001,135.32563642438086,D,C,100.6843472785933,1
Physical,Mexico,-59.34482465386927,11.447175223933618,-94.61280875514073,D,B,-69.97549521172286,0
None,Germany,-155.37279687529107,93.05427896767205,-85.05834603300968,D,D,-261.34793500989224,0
Mental,Brazil,16.982271265565302,42.935467453084385,-8.617807345266591,C,C,102.97794879478343,1
Yes,US,-39.360203707774936,-60.57248646359792,-22.75967653731498,B,A,-50.64452708171635,0
Both,Brazil,-132.574550765535,-20.298359087179257,-103.50724111937852,D,A,57.707686767487196,1
Physical,UK,-5.5784109443999395,115.08799488487271,-74.81643144309962,C,D,-111.10480766168862,1
Mental,Germany,6.110171045257947,-79.78029734909151,49.3410533784688,A,E,-44.690518428578166,0
No,Brazil,134.14679739460286,99.56703707473451,17.511751647180816,A,B,-2.944328760029801,1
No,UK,-77.7658006092835,61.738787438551256,104.83495835691889,D,D,65.13706607918652,1
Physical,China,168.5112654634009,-126.544911662572,58.046065285069496,E,C,17.84375182358984,0
Mental,China,59.248874955450624,-69.05808646122124,-120.26950957153066,B,A,-79.50307501845465,0
Mental,US,-112.9624784756452,0.44866195672500636,-2.58333770427731,D,C,-111.57404142647486,0
Yes,UK,96.08682246546122,142.06162482037539,17.130546269569564,D,A,165.79108219280178,1
Physical,US,60.70947904496955,88.57326616944808,61.3057097859395,B,C,-193.1181964635969,1
No,UK,78.53954745789513,26.948873224603638,113.66165430622324,D,A,-130.274004111656,1
Yes,US,4.267603490393887,97.7576816614785,275.7875916060208,D,B,27.082369790323806,0
Mental,US,-83.50779990412653,146.22834943497693,-75.45687120142982,D,B,21.89537632111126,0
None,UK,52.43535142589592,36.39444275271019,-100.08932838631586,A,C,-177.73453989899326,1
Both,China,82.18693537837402,35.83300130627755,187.15509123452355,C,E,-67.14253871821934,0
Yes,Brazil,-58.66720544827958,202.73045264076282,91.93626193543027,B,E,-71.4356158701252,0
None,Mexico,286.3820871658708,-159.76245405234252,45.72012019648901,B,E,-113.16834156753224,1
Both,India,38.609837730837,-123.49114245007486,-127.36989617389283,D,C,-88.2077276382305,1
Both,US,-77.04236196022728,-11.75439993061531,27.140062137403696,D,E,2.3917024903773667,1
No,Mexico,-16.934206333903077,-0.7614977254018926,205.88491961825025,A,B,-21.949201961422133,0
None,UK,-81.14601406274068,-101.62566009429477,79.18562832139375,A,D,-3.546851588689886,1
None,India,-131.1218807849904,31.033552124578158,215.69395545789192,E,A,-18.085252155024616,1
No,Germany,83.73764737943263,-48.337067507818446,88.57918391656521,D,E,82.83314162380584,1
Both,US,135.04651644807552,14.95149773597125,-129.4321127264198,A,A,70.6449158657459,1
Physical,Brazil,74.45718071987508,-26.597795225722678,88.50634611810581,B,E,24.588754204201873,0
Physical,India,-137.9025462109213,-32.52560469592025,99.15182312938641,D,E,-75.75910898422879,1
Mental,China,115.43221535233343,-90.34418966747099,-45.73385077086267,E,A,150.03493505618422,0
Mental,India,203.63844946817315,225.8637977597659,-1.574904274814791,C,D,-91.72702337143768,0
No,Mexico,113.14486137540472,320.1823177970191,81.55448593404844,A,C,-216.01089968505423,1
Yes,Mexico,183.36081087264654,82.12821760826607,21.829200048727213,E,E,-90.99488348564496,1
Yes,China,-20.181665472113906,63.48669467519935,-3.2937116872779635,A,B,-43.276254193019284,1
No,UK,2.784712181916434,108.2245374646697,-12.957609818363009,A,B,-74.23726912961591,0
Both,Brazil,68.27549596517407,-245.6156042831284,72.07587621302987,B,E,84.93872807633677,1
Both,Brazil,-58.574461868561336,25.163651895058507,-1.4508969416932969,B,C,23.99078634884317,1
None,Germany,-20.0002760947569,-20.0195084727538,-242.49140282798902,C,A,-68.22803905431203,1
Yes,US,127.13288804590499,-149.84785751362878,-13.818433528529352,A,A,-224.84565911977884,0
No,Germany,-6.156843341614263,46.02598225370599,4.262461955192267,E,D,86.97062427305742,1
No,Brazil,-2.4517080919388623,-33.99777241543997,115.85110996953696,E,E,-65.6186953184632,0
None,Brazil,-7.751717588794088,216.4281312647732,-46.18615625721964,B,B,92.86747216652152,1
Yes,Other,104.91081226684413,68.81306275063997,156.09225276061332,E,B,-84.00803302197959,0
Both,US,18.00528490673662,56.485829785479226,40.99913441657745,C,D,162.44945800300994,1
Mental,Mexico,34.27236123226853,-26.767174669391597,-141.08962143174,D,C,-18.481798948587453,0
Mental,India,-2.5826780691619193,-33.21800613833979,81.21407237668788,B,B,77.04692807681445,0
Physical,UK,-10.50616696546178,37.53814362066882,33.679240044637965,D,C,201.6590513268103,1
Both,Other,90.2024503365767,-46.74668168071957,-119.83709797026074,C,C,-4.512381167467196,0
Both,Other,-154.12739846065557,129.12928415041716,-122.4334683032762,D,B,113.61137387087774,1
Physical,Mexico,50.934045375898506,-89.624940872839,-59.20978366270949,C,C,117.33520167489515,1
No,UK,47.228939818109126,-29.297837404474187,-13.08540290652056,B,C,87.77055837752191,1
Both,US,-9.732070412464166,43.25573911370867,-99.14904855472267,D,A,-23.355277911302128,1
No,China,-46.600654042835075,96.48310554629104,-41.518178125967154,D,C,-91.02896567712455,1
Yes,India,111.26543903955076,-126.35596768173806,110.9798715143897,C,B,-106.76124940451518,1
Yes,Brazil,-66.36302094282455,21.034874189140556,40.87324538682649,A,A,-126.37318359209931,1
No,US,53.13675554845545,56.03067019402265,19.819595895666552,D,D,-58.561868669018544,1
None,UK,80.74132218427754,-51.97693217038337,84.3048500188472,E,A,75.19683126732905,1
Mental,China,87.31777507221175,86.88955481179384,14.712867196453871,D,E,25.95820964631156,1
No,US,84.03833582313874,-38.973527818019505,11.292165671481015,C,B,114.89349121815904,0
Yes,US,55.30065922572675,-18.53453837082597,87.50229023300713,B,A,-65.11182264045019,0
None,Other,-136.45838462232095,-56.52908260975293,-15.788206909438832,B,E,228.881537559371,0
Mental,Mexico,-45.57499759372028,79.17097349680633,-26.777561568777823,D,A,0.7038186315295151,1
