Nationality,anos,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,target
Brazil,90,-112.73679508470124,3.9626520643680254,E,D,E,A,A,-25.536559092839195,B,B,27.840785815047646,E,B,-161.58526236269165,C,B,-42.685684646538384,-114.44293702512662,1
Brazil,65,-54.26013209517083,162.2848859693111,C,B,E,E,D,-32.68204308671579,D,D,10.23545051486274,C,A,53.82888701759258,E,A,153.19036286816578,-174.3841119188386,1
Mexico,37,1.687377877210322,81.87784048446336,D,C,E,E,D,78.84309295617672,D,A,-67.66448070642707,B,A,-19.26150036442399,B,A,52.00121420845333,147.69455731515788,0
UK,74,-57.08963516385277,232.7647504389917,E,B,D,C,A,29.924939614657337,E,D,159.77214333204387,E,A,197.398198422497,E,E,-52.412215361240555,-41.693243584153684,1
India,83,45.6323776271906,-71.15534573255256,D,D,C,E,E,-94.5573981269437,B,D,173.9495750238301,D,D,72.6596854465636,E,E,-126.74747264349034,40.902663427777014,0
Brazil,79,48.574348053403654,17.91740155525112,A,C,E,A,C,-138.29530694566992,C,E,-205.3392424889069,D,B,-164.11327873785234,B,E,-124.57454254622786,57.60175829435491,1
Brazil,78,229.83202763834606,315.85929830376693,D,E,D,B,C,-2.150064685428575,C,D,-128.5880375096393,B,A,39.7888829435627,C,D,205.06536824735608,125.40133978347217,0
Other,39,51.65196614783386,16.232049316717944,E,D,D,B,B,100.88737489427946,B,E,-113.4096265790284,E,A,-46.08875178221414,B,B,43.73457537899885,72.96091479962195,1
Brazil,58,-8.866599838797985,33.51274219385727,B,C,B,D,B,101.98172863014616,A,E,105.77147125020015,C,D,-10.449925144565126,C,C,124.34721462637101,25.089357750441575,0
China,24,220.1382468773576,-74.63801156895707,D,C,A,E,C,51.28669578125138,C,B,59.913135378623814,A,A,-101.7860643323696,B,C,63.16989956309782,-54.01618190049683,0
Mexico,90,-8.0072692901527,42.91485288415443,E,A,A,B,E,170.01824762391803,D,B,97.96226191179436,C,B,99.36972962822166,A,D,-0.21094574078590428,-106.62163685138005,1
Germany,85,77.54733657644803,80.16560533459268,C,B,A,E,C,122.7513918319063,B,C,-103.53695859488545,C,A,2.1687051864248597,C,A,38.82663356917357,-44.15469296199952,1
China,94,293.2453664676289,51.89977542806605,C,D,C,D,A,-140.92886732109585,B,B,56.66915858146877,A,D,75.10385087498474,C,B,-223.16965750619246,-121.47016723066923,1
India,61,-12.835846803538908,-2.2663767193862245,C,A,B,C,B,52.593844169083184,D,D,-140.6907912773754,E,D,-130.42026057675088,E,D,-163.6808397388699,42.05426075147103,1
Mexico,93,-55.52187482124636,21.91642938724721,E,C,E,A,A,-98.45024956562683,A,B,-148.91068303792764,C,E,125.79634200148986,C,D,56.935438210620916,95.78156631068275,0
India,57,-32.06379309216507,-35.19800941292735,D,D,E,B,B,206.00056525659954,D,D,-92.21826522753202,E,B,58.31563095237525,C,B,-100.89195570008253,-2.508535709806124,0
China,59,61.52616603309992,86.45062778441844,E,D,A,C,E,105.07130430719143,A,E,-130.9429477444311,E,D,176.4680330936417,E,C,29.21952459495913,-80.66512162368959,0
Germany,34,-115.52958340936212,164.6300382783637,A,B,B,E,C,31.1894233665325,E,E,-262.9372066905148,B,C,-46.16134025577481,A,A,-13.090687163887987,38.19620396968665,0
Brazil,30,-67.90954560237535,-85.89546515376608,D,A,D,B,C,-275.8613710269209,D,D,118.98178733287772,B,D,-148.77769185950237,B,D,18.583391164897613,15.216222187419257,0
Germany,55,-163.89545329238211,11.067264143569943,E,A,B,D,B,11.401620299962929,B,D,32.21804771377562,B,B,-63.813343480277474,B,D,-127.29067939049001,-2.274724736565992,1
India,77,4.54902991450128,-89.97045763132309,C,D,C,D,E,-120.21064746634305,E,E,46.44836649857252,A,D,-199.10323710060294,C,D,94.08133238323454,82.29761383082891,0
Other,85,-6.541259462849657,101.32455686920537,A,B,C,A,C,33.32438815830381,B,B,-26.895604877625434,C,D,-18.53515460537635,C,C,-12.008178867034811,-27.927562143295447,1
Brazil,90,44.81423764836716,-150.16866249932679,A,B,E,A,D,-81.90604894214917,B,E,41.59829235547851,C,C,80.72946663369427,B,B,-8.315534646278573,-33.98217775510433,1
Other,90,110.29394689911184,-20.838678052746992,D,A,E,E,A,55.35939966109191,D,C,-187.2970355154167,C,B,-106.60274703361597,D,B,120.14468503776227,-114.14850809621473,1
Brazil,87,6.714436937193069,17.785137366263708,A,A,C,C,E,57.76322348578717,C,C,50.174891396210796,C,C,78.55906964507753,C,A,80.33186450854981,84.08372542020355,0
Brazil,28,-20.2548305827605,-137.70362585407386,A,C,C,D,E,-64.68442640970676,E,A,179.83552024015296,C,A,165.94392745736297,D,A,-90.33509507980885,-34.97838247083933,1
Mexico,84,-75.85820441152563,21.292424255160665,C,C,E,A,B,88.50567930876838,A,C,134.128940066464,A,C,-64.16251666185036,B,B,-30.15672525448567,-29.890916602952682,1
India,67,-60.68738168013337,4.912100900712832,C,A,B,B,D,-5.03429783376528,B,B,-146.09418229986298,C,A,-88.83259439262221,C,E,70.21857390240085,46.46881364865086,1
India,72,73.22842114908678,-166.7564915965085,C,E,B,B,B,-107.90476467165216,B,B,36.332452569911815,E,C,13.110563754867682,E,E,28.650369727709656,-61.852597938209975,1
China,20,81.28533922804597,34.23003795009147,D,A,B,C,A,-64.35013815573582,E,C,5.318896561885748,C,E,69.52086323092553,A,C,42.25798194160306,-33.30029221422054,0
Brazil,62,-170.58759691498074,73.90606536193567,A,B,B,B,E,-72.23532802758939,E,A,-26.60064762182038,D,A,181.16531032434608,D,C,-108.12381753481178,-37.28306650958203,0
Mexico,44,-12.295824175336396,28.949399266072128,B,B,D,E,A,56.02209515637821,E,D,-91.32618887084753,E,E,-103.67684468429388,E,A,-91.16726782260581,3.164635007564367,1
India,91,-170.82622931418132,49.196607206048206,E,A,A,B,A,-25.649215025448168,C,B,-209.30226303728256,A,E,18.4652560585619,A,B,-113.8630593787744,-121.53359873356371,0
India,97,145.56545751469648,-93.11896898258696,A,A,C,E,C,-75.81504374924052,C,B,86.4494103051094,A,A,-20.138017942399248,D,A,-84.98198846900233,-53.99953420728032,0
Other,36,-6.747270444177634,-170.02372592425758,B,B,C,A,C,-61.76707635983919,A,B,117.56760392724131,A,B,50.841187701418946,B,A,65.60940924576988,34.5088963483377,0
India,83,107.58044693668968,56.977432100561984,D,C,E,A,B,-81.32638351254168,D,C,-14.525456164490308,B,E,-126.467603285143,C,B,-126.6563909524088,52.894459785788996,1
India,77,117.49038152321643,27.53199557201025,C,E,A,D,C,-118.09363855021033,C,C,109.43334369230773,D,C,-102.99901139966074,B,B,84.96601116843019,-91.50212969701398,1
US,57,69.22341952914758,67.90950535113302,C,E,E,B,B,-35.863504024619,A,C,71.75686730008854,E,A,-83.10434243740698,E,E,-42.34065804835857,163.71070243381013,0
China,21,17.654136152479545,63.912516297134914,D,C,E,E,C,193.09074393565007,D,D,55.876990583049015,E,D,92.37083653675926,D,D,23.887127879433432,48.466961014429415,1
Brazil,98,-104.61244993770202,104.68573162880277,C,A,E,C,A,73.77996403462231,B,A,84.47518002905721,C,A,89.53960876707157,B,B,-81.72134317290786,198.99183152439394,1
Germany,77,-147.3705960196347,102.44772667614379,D,E,D,A,B,-18.797737042797674,E,B,96.26367903809607,B,D,62.10597027547389,E,D,-87.24358327855573,-156.58182782139178,0
Germany,74,102.9902764011396,-52.57468483431793,A,B,D,D,E,-34.713545810986936,E,E,-93.32744036737901,E,B,-104.52123887400482,A,A,-30.986388936074444,27.542418263121633,1
India,21,77.69936671503346,122.07840180939951,D,B,D,A,E,87.59522421096054,C,E,-3.882829172799531,B,D,-85.43065721168766,A,E,51.871216606128435,-11.984546316034493,0
Germany,72,-116.73860406331904,-139.09219320323234,A,B,C,E,D,-57.50127888615215,A,C,-37.45786190130723,A,C,-49.125098689713084,C,B,-83.3140854211478,-205.6725150457725,0
China,27,-186.2300771615355,33.015657462185594,B,C,B,D,A,-96.34839106573433,B,A,81.18930027138764,E,D,-84.7147731464458,D,D,169.41253304302046,17.544137323510615,0
Other,33,-10.378799775568595,-33.144290942164695,E,A,E,B,B,35.06857683070226,B,D,58.23542967135238,A,E,-130.09578227225077,A,B,-31.57468217945036,29.677965669959494,0
UK,35,-63.11416298594922,-25.73660869561888,A,D,C,E,E,124.24580845947533,A,C,-2.086542433032037,A,B,-13.95456105409971,E,B,-39.36067782896856,147.84416380593578,0
Brazil,70,-19.578373921652435,-10.7510815988182,D,E,E,E,D,6.698647618804314,E,A,-23.739414306650637,E,C,-35.85920983354047,B,E,114.56143052092006,-250.98008399868777,0
Other,34,156.51092208227337,38.78783429746431,C,E,A,C,B,33.36267875300823,A,D,40.224680650571194,E,C,13.827834451059577,C,B,-14.954319588862006,14.921500079302467,0
China,92,43.178265038741074,-25.65933283789092,B,C,C,A,C,44.59561980682559,A,C,30.946241986155492,A,A,-36.958611917438226,C,A,35.88852518754882,-93.16283289067322,0
Other,56,65.63611332739464,41.808283373295026,A,A,A,A,A,-20.486705325160845,E,D,47.221358871413216,B,E,-85.61374292299068,D,A,101.64079778742841,183.65187490521896,1
Other,76,-13.230894188933979,-51.15915936829458,D,B,A,E,B,-40.40438337878515,B,A,24.285069902964402,D,B,-90.60664819310121,E,C,-30.59581465678265,59.80808634293896,0
Germany,22,65.87054273788495,186.435666376373,E,A,C,A,E,117.56210914169938,A,D,17.040351328817334,E,C,-44.58023577944817,B,C,-34.18686757376908,25.595117732156826,0
UK,21,-85.84817119222772,-23.397960170984394,E,B,C,E,B,62.375972934906386,B,C,35.042764070721276,C,A,118.87965487457049,C,A,-81.17670183180529,24.32375908913739,0
Brazil,37,-108.87703078771276,-78.66978709600293,C,A,A,D,A,126.77310063792315,E,E,-204.5833809326493,A,A,42.36618526566632,E,A,-98.05558231181809,57.133068253057374,0
India,19,148.229695860788,-65.0965783844389,C,C,A,C,C,22.559611921818323,A,B,40.51484577905388,B,A,115.1791977449403,A,B,-92.33378509549215,-61.836710385508844,0
Germany,49,-109.51279829121383,63.89276841038484,E,D,B,C,E,-16.829562925009352,A,E,-19.9827134432934,C,A,-102.46234616238894,A,D,67.61887145448443,-110.52478422631597,1
UK,75,171.0615774686708,-90.91048162154821,E,A,E,B,D,71.79767784995005,D,C,-112.79573219797892,E,D,-22.505732256688464,E,D,-48.04257813231229,102.10696423684354,0
India,51,-75.45230830511657,155.3471070236549,B,B,A,D,C,25.187060095293212,C,C,41.48274934095686,B,E,24.53954660444063,E,E,-41.60626256493932,143.3984594027898,1
India,74,77.89382995744154,257.5887932122031,D,E,E,A,A,53.412878136815465,C,B,-79.28755023869773,B,B,42.64746215145334,B,A,99.77857902807672,-116.87236360136828,0
Germany,20,-74.1860957021915,129.50481091895182,E,C,C,E,C,177.33050378889027,A,E,-14.912576451175083,D,C,-137.55707853267555,B,D,71.33609761567334,-18.782102903165367,1
China,96,54.05740865162317,-31.516493054813356,B,E,A,B,D,-179.64376212894123,E,D,152.7031329984305,D,A,-79.90306786198302,D,C,88.41224960407416,92.09274468595467,1
Other,80,-44.443713135705224,128.79492574075783,A,D,B,E,A,5.166894899799558,B,B,29.374992295082887,E,E,202.6886835764679,E,E,-72.58490935945949,100.02814488798424,1
China,40,-49.7854462383552,-70.65827820650993,A,D,E,A,C,-7.78465628927965,E,E,-93.73697593811792,A,C,2.400661604901467,E,B,85.66022957673908,-2.0760360877289514,1
US,41,-117.36722418540151,150.40316209107007,B,E,C,D,A,5.677247723192481,E,B,62.61068787182297,C,E,66.19145331757082,D,D,77.89353693151718,119.1797771920684,1
Other,41,65.10984816707214,-67.73685187484249,A,D,A,A,D,-85.18613818412821,A,E,109.78909051828072,D,D,-73.95008208081732,C,D,-52.20317223689541,73.21850688087943,1
UK,87,-17.816485926072197,-11.8737435215559,A,E,E,A,B,-62.2308405408855,B,B,-78.65448847189936,C,C,-68.30208079034173,B,C,-45.933024207220704,136.94015787503088,0
Other,47,-65.59587688083377,5.536615117298959,D,D,B,B,E,34.724803395283054,E,A,-29.40606820540117,D,D,-202.69105237488395,B,B,-230.1721730776685,121.72522940966195,1
Germany,97,-151.34236609883757,58.71300304825634,D,C,C,C,D,187.3260951418061,A,E,54.18165057346385,C,E,-24.65384700574305,D,E,-91.10291354999795,-197.3970141460219,1
Mexico,66,10.448274626613467,-23.556325453463636,B,D,B,B,B,-146.06588186615636,E,A,-136.1199036946901,B,B,47.86949042793974,B,E,61.368961158208535,81.50789841923857,0
Mexico,92,-195.34817586364278,124.5459841108912,A,D,D,A,E,-35.471066531142405,C,E,-24.71143000276334,E,C,-65.16673172100838,C,D,106.20645140661762,66.70553301116199,1
Mexico,43,14.609589407913786,43.309064400530794,D,E,A,A,B,-45.028130914317714,B,D,-0.7039381866083072,C,A,-119.51925328446207,A,A,-101.70657924004738,-68.61143081815378,1
Germany,52,58.587090705738,87.49258744179417,E,B,E,C,D,-248.82891920022155,C,E,127.43074499820439,E,C,12.986763774502055,E,D,106.08422156646265,19.63597278309642,1
Brazil,85,29.63003151126855,-13.155690559247088,C,C,C,E,E,-100.67986688396479,E,C,-117.14031495870832,B,A,-18.21122969204055,A,E,-17.069690414383025,0.20978831378261725,0
India,91,174.94367414631697,-132.7748271944038,D,A,A,D,A,-23.995106230226618,E,E,-144.44846993803387,A,A,-49.73771559355565,A,C,-112.39765008932687,-56.345582996208535,1
UK,53,146.07850746466127,-204.2546859314844,E,D,C,A,B,-195.88766346175393,E,C,145.95606331419083,E,E,237.90963940908645,B,B,-7.214507594525567,144.0498676769469,1
US,94,69.17996597038153,-168.86838829107955,A,B,E,A,C,82.15531526269868,E,B,-62.03976835301114,D,E,-35.37118828726311,E,A,68.3685501490568,72.02119866341398,0
India,50,-120.32867256366471,87.11535360382918,D,D,B,A,D,17.3006260963769,A,C,-183.5082842012189,A,C,-149.46447857286384,D,D,-23.428720108934776,-118.08862074632603,0
Other,60,91.23989339603192,25.9221285909924,B,D,E,B,C,16.54611365567694,C,E,10.556632168389628,E,B,4.411488830055839,C,E,35.797809378959556,-132.1540791522884,1
Brazil,39,-32.07117848561574,-30.826737873958876,D,C,A,E,B,2.679330325444546,C,A,0.8653877916065452,D,A,121.1864053925874,D,A,48.83230886301009,-139.97205360265957,1
US,33,-97.07052484290865,60.73169671962396,A,C,B,A,D,128.25723137476658,C,B,-45.92576504254285,D,B,-70.93180770489964,E,E,20.102245422874017,113.67775751755525,0
China,78,136.1234618642156,104.68834776755706,B,B,E,E,D,-20.405873967860337,C,D,23.635675597526127,C,D,-144.98699703056025,D,A,-47.29126448547014,50.478374998092065,1
Mexico,66,9.248605283573935,-126.56224655865458,E,C,A,C,C,17.57372732369906,B,B,112.23359811563805,C,C,-183.91309073460067,E,C,-122.07625872078383,131.77738336460342,1
Mexico,49,92.78134476692806,-42.759238052835364,C,A,A,B,E,-106.67696514479157,C,D,-40.65124749261696,E,E,-221.85735052241847,A,E,-113.49008735705056,50.97345471691233,0
Brazil,45,-61.52782735211241,199.8295545415672,C,B,D,D,A,-34.41795587456925,A,C,27.557339704270344,C,E,58.39844708179262,D,C,-42.87683460353603,-97.9845247203276,0
Mexico,70,142.83578556931434,68.44073392808102,E,D,E,B,B,2.5523837699493823,B,A,-109.84704129317299,E,A,-27.519740062263665,E,B,64.55342997584114,0.9826902122340818,1
India,74,-120.49642371807833,88.79816255847575,A,D,B,E,E,204.48724560171132,E,E,-91.44287816171189,A,E,50.76584971101129,E,C,37.45394252796976,-107.1799539362621,1
UK,85,30.50485433644012,-86.49577306977756,B,B,B,B,B,-71.50003008794017,E,A,-152.2208949887102,A,E,131.39127252631124,B,B,-25.444299748354837,1.534290735711327,0
China,94,-72.25307093657104,173.477582491543,A,C,D,B,E,25.955076326566285,D,A,7.235874239247547,C,B,50.52159554576815,D,A,-136.39765316288114,-257.5521352007624,1
China,70,-92.74045734857943,-66.72053286569295,E,C,E,E,E,-26.036313334365886,C,D,-7.718709344470949,E,A,-132.78951285923603,C,E,-121.33342278059736,51.05437314420686,1
UK,79,-11.528539427857512,8.032287332373397,A,D,A,E,B,-128.49607163864937,A,B,-31.6792525814124,A,B,51.3685160728964,C,D,192.4010036432881,138.0832714941567,0
US,84,-29.89081724718428,-19.366620097159977,D,A,A,E,A,-50.11584722356357,B,B,143.89859404703896,C,A,97.08130141913107,C,A,25.978541475836447,82.45919373000623,0
UK,37,148.15789907841662,-42.09332831032967,B,A,C,E,D,-166.12558842761635,B,C,-45.6036150840341,D,E,-128.9560310117087,C,E,-57.35179915496577,-81.70906788508621,1
China,43,-121.65726985948208,40.78746839480692,D,E,D,A,E,-2.6112823377287615,A,A,60.174105128981594,B,A,19.36407919052391,C,E,56.27685786869715,7.264953453647735,1
UK,20,18.446572099115922,80.3615023231395,C,A,D,C,D,-52.714167494367736,A,E,-44.54464478867678,C,E,62.54750722641336,E,E,-226.4876532628689,-31.1065903716507,1
UK,54,-39.02093519538721,-88.61662968894856,B,A,E,C,E,106.46868758094486,A,A,48.22133675147566,B,A,-62.617708905719006,A,E,-15.755060744606444,9.108303364210718,0
India,91,-164.5735866940764,-32.214486070546236,B,B,E,C,A,177.48285728909585,D,D,-252.9313678637163,B,B,124.64290231825328,A,E,-228.10113066627378,110.35178004435122,0
UK,72,-86.06862590602759,-56.73431505402954,A,B,A,C,E,-240.6658614067011,C,C,-23.089955328118684,E,C,71.30734710938037,B,A,149.77229915176991,-109.82052553476879,1
Germany,65,56.7272017075264,-161.5512933566646,B,C,E,E,D,-20.64463560873583,D,D,1.282723325732301,E,D,36.87214064192357,C,B,129.81443509069058,44.879294455488214,1
Brazil,65,-189.4925772983061,-81.30992412225653,E,D,E,A,A,-109.85912188228386,D,C,-103.88924121776526,D,D,97.94028939653967,D,D,-26.21991875643494,-106.0817070383376,0
Germany,28,49.47230709927556,106.1447479652508,C,B,E,E,C,-91.53735906909034,A,D,-23.972788340600744,E,B,97.93437694435386,D,C,-190.05003715637687,177.0614180933785,1
UK,60,-79.01391219756574,59.865010958000106,C,A,A,B,B,-68.90587284434146,C,B,-22.998621543142445,A,B,-120.50201076462402,A,D,251.37334018467445,11.125278680750949,1
China,43,-0.3791687680366712,-108.23635114762038,C,E,E,B,B,148.21426327204043,C,D,193.55365765559344,C,E,-40.28199411661956,B,C,-62.907276788609046,106.90152501709373,1
Germany,44,-221.26451918759028,-124.3355635280017,C,D,E,A,C,162.2363929498989,A,E,87.13217780931393,A,A,-196.90601890539466,B,E,103.38469260421397,-91.0736993303304,0
Other,51,-42.19983930985678,57.28458581888536,B,B,D,C,C,-30.282015007895644,D,E,124.68190620197073,B,D,131.8054671331678,E,D,136.0712576822307,-160.3951775870214,0
Mexico,76,106.73806352164345,66.39710495835429,A,A,D,A,A,38.36158184545593,A,C,61.771505807179075,A,A,-39.798755891412505,B,A,-25.424986961053463,75.63534183256844,0
UK,83,154.60911859064865,66.13958236585368,B,C,E,C,E,-67.38485306654195,E,C,-99.27676162953405,B,C,-39.06813457936033,A,A,-72.75133643157801,22.074285012890055,1
US,71,-11.518039606579036,-74.09202557708682,D,E,D,C,A,106.98045519095257,E,E,-136.52859933941625,A,B,85.1139768118311,A,B,10.966936208778982,-23.90135804961689,1
US,50,48.28441299396003,34.79368101192809,C,B,E,C,D,121.57934493158926,E,A,38.719769955679304,D,B,98.0937041769978,E,A,-54.838129340633955,-151.68977867227744,0
China,89,-92.16221281412854,10.912997791504674,E,B,E,C,E,22.768261616708646,D,E,-2.290967387964154,C,C,-66.645161305208,D,D,7.118301752933272,-97.19987304611053,1
UK,36,86.11995834820573,59.41016145362972,A,E,B,A,D,-48.46881275632204,A,E,131.62586186823714,C,E,-57.475867508518,C,A,60.29936679464649,116.14637601805245,1
Other,67,-30.625474343152636,99.49071737643497,D,D,C,D,E,11.590461389059984,E,D,-193.7563174146867,C,C,72.10594887820918,C,B,-7.793392189069747,-135.75110266920166,1
US,46,10.05649275608871,-123.14236296039473,C,C,E,B,A,-81.44145663492007,C,D,58.33018332219373,E,A,-78.37162009119393,C,E,114.774027229554,-46.49480118611885,1
Brazil,33,-155.7155699764879,-84.27093025404928,D,D,C,C,C,-103.22577146247458,D,C,44.422592429112925,B,A,-19.541704874413014,C,A,-75.32440068415323,107.20032142081959,0
Mexico,46,-222.5194821133203,-1.2575006945331764,D,A,B,C,C,-56.85166498227555,E,A,139.34901345236597,A,C,38.813482946333316,D,E,-113.20151986763956,-133.76272767638065,0
China,96,34.595418809279906,-114.25467051176028,D,A,B,B,E,223.80686406410558,E,C,-0.14534484939864098,C,E,48.89281274850288,C,E,93.74640753646922,-41.68153979112881,1
Brazil,31,110.92487764322951,2.0945120645539825,A,D,C,E,C,44.99293508352946,B,B,49.11648738627036,A,E,-5.4722965141383675,A,B,-0.5551813493222295,-95.05264415796275,0
Mexico,71,-38.200796726579654,195.49446960182,D,C,A,B,D,28.750630608170603,D,D,103.43937934039273,B,D,-51.73533561081938,D,C,20.777641805755394,179.95478463181877,0
UK,51,10.736518151809669,-10.019392162530607,D,E,E,A,B,152.24792349101816,E,E,59.2002852863323,A,A,7.783555628248619,A,C,134.65266102377416,57.146163771990054,1
Mexico,39,70.16804301967284,59.40222024857816,D,D,D,E,A,-42.34413248757124,C,C,-41.81660727096617,D,B,170.8649705730575,B,E,186.89609954355518,-25.766753410366512,1
UK,49,28.539160388877594,-50.000059091365245,A,C,D,B,D,-49.72617505760654,E,E,-41.724780574284566,B,A,-44.86747088558186,C,E,-37.72836110938742,-97.9583365748864,0
Mexico,90,-9.39903969432218,112.14111465600185,A,A,C,D,D,-41.71905290328409,A,B,84.75886732246822,B,A,-28.159962040165244,D,B,-205.08001659857555,137.89397184806828,0
Other,47,-170.8198293681924,-47.979692187314186,C,C,A,C,D,-18.92577363171684,B,D,-252.46297747724506,D,D,85.19155652550204,E,D,203.0223943370562,-152.79763351570918,1
UK,36,127.73828361400905,-23.45001826711548,E,D,C,E,B,6.4676562632562105,E,B,-94.05315948326192,D,E,-66.63806828458213,D,D,-15.368542086755838,146.3289327051315,1
UK,70,-43.89211176235058,52.04260371454814,E,D,A,E,C,-171.75033559843592,B,A,-48.1756165208911,B,D,13.454530446720108,B,D,96.99911491723975,-106.76198549580984,1
India,64,-77.99688209286664,-39.34432698245484,C,D,E,D,E,34.31718335661913,B,B,31.921390957693678,E,A,67.9227150766438,A,D,-25.007031677064912,-47.93913491365328,1
China,80,93.67339346525912,-78.71789326499909,E,A,C,A,A,-33.2149740233992,B,C,36.5160799513423,B,E,-39.999396471376194,C,A,58.43538802237508,-71.57035637508483,1
India,62,70.63818825224753,-99.44212566686717,A,B,E,C,A,-22.27560599305835,D,B,-116.1423754717174,A,B,152.61043310267252,E,D,-54.31434099623039,47.677299737898835,1
Brazil,35,154.89960511820914,213.1346974475181,D,C,E,C,B,147.26438509043237,B,C,13.238490371072837,E,B,90.78161693335083,D,A,-123.91195717762248,-55.61833278427959,1
Brazil,32,83.77867791734485,129.08745730085107,C,B,E,E,B,97.43355256536968,B,A,-41.848569307342515,E,B,7.575256719965901,E,E,92.20677186335814,50.05890423397492,0
Other,65,-21.876859117896906,159.9889800395697,C,D,E,B,C,234.63444435119953,B,B,71.35585632257569,E,E,-45.0005336205835,B,D,-18.14800973497753,-37.685154028661636,1
China,55,-48.38422341609237,101.01466497120374,D,B,B,B,D,-136.45228563559337,D,C,-101.43679300944237,A,D,-97.64018638010981,D,D,109.77943574062469,-80.94780881762773,1
Brazil,82,172.58212276263518,-22.257473112431946,D,E,D,E,E,-137.7449713050056,D,D,143.4735635542055,A,A,-57.49835829375072,A,D,188.79255689099313,170.39815427704178,1
Germany,84,14.643517985143573,65.8520993838198,B,D,A,C,D,63.09093256754925,A,E,-88.67863218621426,B,E,-129.74799725524232,A,E,34.3805008095782,1.9552376002007366,0
Germany,69,70.08771911085213,-124.64386740633194,C,E,D,C,C,-16.75991597915566,B,D,75.89553149104339,E,C,-11.420208368074473,B,C,86.5328092973512,-75.5578170008276,1
India,47,-54.9539487215748,111.19652174488739,E,C,D,B,B,-79.05632755320146,D,B,-115.66225274808532,A,D,54.88492487626503,A,D,-14.430634493235296,-80.40629763333752,1
US,85,25.300875472177992,65.63016302545867,C,C,D,A,C,80.2970691762865,A,E,77.11311884433663,C,D,-7.622313844641797,D,E,59.34784185922148,-15.37348991714487,1
Brazil,69,112.10303876560697,19.381901196148306,D,D,E,A,B,34.141239871654,A,D,-55.9969219536169,A,E,84.54814870417756,E,E,-40.41844815946223,-108.7605643236219,1
Mexico,33,5.522516756776854,107.22783798238366,D,C,D,A,E,76.7194296327298,A,C,-40.808621347382115,A,E,-72.22439821850224,B,C,105.31864683871606,-16.31861109745845,0
Other,63,108.36897073788982,17.126122267751104,E,A,E,E,A,20.882766424150052,A,B,37.174617795683126,D,C,65.4121393360639,D,E,69.74893894467542,42.21478461445472,1
China,60,-54.82825005267602,-23.784375988866426,A,E,C,D,A,-7.954007215887263,C,E,32.239055948055686,C,B,95.8845870392429,C,B,-78.66200940305546,118.75876303278685,0
Brazil,78,-70.3277854174138,115.06726635672887,C,C,C,E,C,-168.26124883868383,A,E,-137.13326065894816,C,D,81.49473018841658,A,E,-238.30362144606684,-42.36722641932517,0
India,34,-53.263417298474224,-20.908912572975062,B,C,C,A,A,-213.7955995334623,B,B,-31.284746040734518,C,C,79.13722875205013,B,D,111.2709429886993,129.1947751372045,0
UK,78,-151.77048300166496,196.8390002911141,C,C,A,D,A,1.1612444407121507,C,E,-60.52951932952627,E,B,104.05437195067184,C,B,-237.48614383944346,-89.37715910956523,1
Other,80,39.55521541083117,131.19355535295648,C,E,B,A,D,108.26475928299332,E,A,4.276075596737056,A,A,47.149614230377786,C,B,172.6978868208598,-52.01143053223291,1
Other,70,41.16006858242307,12.809239997208872,C,C,E,B,B,113.76620029607042,D,E,10.70973731334212,B,B,77.53181006427006,B,E,-24.01953383130007,23.836841518577145,0
Germany,38,92.0930721504792,-0.03992442286806847,C,B,E,B,D,31.249466988118197,A,A,109.63549366056971,B,E,26.638370988941336,A,C,-67.9370270057289,-106.19194649210928,0
India,40,-133.59381325935442,57.4955409388586,B,C,C,C,E,101.00836433427021,C,B,10.164137775098919,D,C,-12.544255859490999,E,B,130.6516322852993,147.72459427901072,0
Mexico,98,-50.24149267447059,-103.36286728115012,B,A,E,A,C,-76.08115563571559,A,B,43.127560284185215,C,B,11.955001445074215,E,D,103.23989790595496,-68.05418912804203,1
Brazil,91,55.679661605394024,-27.92497791017307,E,B,C,C,E,122.41703326371058,D,C,70.71219774917475,A,E,-19.737618635406523,B,E,-68.56375321555748,57.010456821359014,0
Brazil,31,95.71202462643068,75.34680462511265,E,E,A,D,C,46.57568074390878,C,E,118.7684462264882,D,C,-29.063330977296882,C,D,92.99303762459841,-42.71690334998478,1
US,67,52.65734465083355,63.053881037612584,E,D,E,C,E,72.8439707293489,D,E,-202.5495540936856,B,A,-109.38751230722379,E,E,3.3663886799074385,90.94603486572358,0
Other,22,-66.44183919864324,-45.89695712500479,B,A,C,A,E,44.01734957786274,E,D,96.12268393595217,C,A,-54.74314532654295,D,D,-2.539792627654189,151.96347326575946,0
China,18,84.63016585216758,90.0013066056058,D,D,B,C,E,183.81581292451472,D,B,-55.61581150595602,D,A,92.39925240118623,B,D,44.02912895598079,219.5874606084763,0
UK,48,97.00787750365244,53.03787485850451,B,C,E,D,C,248.1241279368089,E,C,26.014182466422685,C,A,-173.16398649814624,D,C,-24.307958273675435,-149.6215634570818,0
Brazil,18,-133.43954158765382,29.499679350176798,A,D,D,B,D,10.310343914339983,D,C,-5.1123109295658296,A,D,121.81448148430876,B,D,-68.48463853873066,-50.39963438521068,1
