AGE,Religion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,target
75,Muslim,C,-150.1317784148809,-252.94243617233104,E,C,-21.373552714377883,C,E,180.57075993275802,E,-126.27631685250029,64.66720022682705,B,D,E,E,-0.8044770336387823,-123.2740501016579,C,0
75,Muslim,D,-81.89503121069687,170.53019525671408,A,B,48.05477841775871,D,A,-58.0585182357125,A,1.247371102574219,-99.72982965330957,C,D,E,B,-4.144425516253734,68.82429620081184,E,1
55,Hindu,D,-167.32781636061893,-38.64783881322032,B,A,104.34973012124074,E,D,-176.66974663657086,C,119.58343527698496,139.38852526641935,D,A,D,A,-47.77918812039285,-55.14431324794683,C,1
54,Hindu,C,-95.03270559694599,-89.61621111071645,D,C,-122.18289280990318,C,A,71.31030348981925,C,33.904226470314505,-0.8261375243105632,D,E,D,B,106.31887608688757,-50.145357596808694,D,1
54,Buddhist,A,56.70909780050777,58.14098851320132,B,A,-118.98199917679848,D,E,56.13725910815076,B,138.12048418008828,98.58644434200944,C,C,A,C,-105.47682896446622,-147.3506961639391,C,1
73,Other,A,139.81278193270245,-120.8331516548306,E,A,163.55794459203824,E,E,62.03778873753784,D,21.438227720512337,99.49317088940528,E,B,A,D,124.91706693854714,86.11877042900275,C,1
64,Jewish,B,-33.27347120185654,-3.9621847489172133,C,C,-61.09303615257326,C,C,142.46455098989998,A,-41.23508314549802,-145.6108617092841,B,A,D,B,47.65530761918574,11.853659384735984,C,1
66,Hindu,D,198.37662623287505,40.29626138010371,D,E,-6.889436879964822,E,E,385.7365699013671,C,-71.39359863168256,-15.146363143911287,B,D,C,A,-48.04628151219754,100.04145905002085,A,0
19,Other,B,-209.40522936269193,199.0718542515946,A,D,-114.26447393677786,E,E,65.67998887129086,D,-61.00545536228342,102.61564183911906,D,B,B,D,66.92721455218489,-95.98466024313194,E,1
73,None,A,-58.266266419819566,-141.19368751681301,C,C,-63.71789611788985,A,A,138.9290797326271,B,12.978858376043162,28.455017782790737,A,A,E,C,-111.76434672696836,-124.94415245793455,C,0
79,Jewish,A,49.75951019323527,171.20641362114134,A,E,-41.19183856026363,C,C,-148.510297557667,E,10.9371246926539,140.77342891870174,B,B,E,C,-117.76220179482948,-148.64127875324158,A,1
30,Hindu,C,-87.77512943707818,-9.690508173406974,A,E,-2.272759174234931,E,A,54.48637210837123,C,-70.15128713629495,-178.2916070767801,E,A,C,A,9.241120484845052,52.895520961748055,E,1
54,Other,A,-95.72285337896088,138.5810497213323,D,E,152.2382801861749,C,D,19.377182277759182,C,-9.608736636575344,62.294128282877615,C,A,C,B,14.269846103309044,6.003329176425732,C,0
21,Christian,A,150.3804225484809,14.221732435721593,B,D,4.045238876154086,C,C,35.003336183231845,C,17.571951863455187,87.85740690668874,A,D,D,E,-91.51229045049291,14.679991758669011,D,1
31,None,A,63.887689025895156,-41.61407042642675,A,C,24.802081237706883,A,D,-187.60875159286522,D,-6.103934909338179,-19.263024696099237,D,B,B,A,-81.19813843325143,68.37757131300181,C,1
35,Muslim,E,-137.43706897788815,-52.31449843456226,A,B,101.32812849519917,D,B,-9.794902485176047,C,124.75400987775429,83.98510409765464,C,E,B,B,13.785220372264128,40.26085768539369,C,1
78,Muslim,C,-68.9691083868721,19.674468156629153,A,B,43.457957644610424,A,B,4.422070594951985,A,137.51647497779618,-153.25624220849485,B,B,C,C,134.95845339410252,73.61871253472606,A,1
33,Other,E,-11.434211407429611,205.65109225647427,D,E,-26.982570936232403,D,C,163.62614745198977,B,70.52860371479433,-114.1301313543909,C,C,C,C,208.1291535077374,-212.00072647930693,C,0
18,Jewish,A,-111.9064230120192,109.32717685616251,E,E,-177.51961387829516,E,D,48.07669156532127,A,-16.768986359869313,-58.50712930594132,E,E,B,A,61.62201631841069,92.41202650766279,A,1
78,None,B,-47.29053826146176,42.279041864088704,B,D,-76.02181466247193,D,A,-39.10446096923611,B,42.065902752231125,132.4644259625471,E,A,C,D,9.256826597041366,-94.1504084947087,D,0
76,None,C,112.51649530390257,48.342875639966465,D,A,-77.12537847622954,D,B,-111.21170794179234,B,270.4985993921053,31.668965708697254,A,A,C,D,-135.5443375540654,-51.61460960520989,B,1
49,Hindu,A,100.89332490832123,19.179027686292745,E,D,39.62837764524803,E,C,50.81808738180761,B,-81.26008799575035,-4.8505443206870735,B,B,E,B,-25.303472498347833,-58.119753182335835,A,1
47,Buddhist,D,-25.84367185718799,-169.16014173692105,A,E,-33.508269025449714,C,E,-219.54511169814813,E,-27.56852364610982,-77.70164438046847,E,A,A,D,3.7412358578468723,-11.177157323189611,A,1
43,Muslim,B,-44.84142347794638,126.88803884793754,B,A,-120.89908840091854,B,C,5.76268157628582,A,51.278106573853286,-40.18887102348906,D,A,B,A,-16.778273085325797,66.67678351425751,D,0
63,Muslim,C,118.61877521309812,-23.363206618298122,C,C,-88.90303566701566,C,E,-71.20175921849307,A,149.06317963162329,61.41352282916587,D,D,C,A,49.732599155604426,103.61327895803696,C,1
19,Jewish,C,112.21268796656132,-39.79990244541147,A,C,121.00986987909874,B,E,9.285535749024488,B,172.3215193213589,77.20662785598635,D,B,A,B,54.05054457515905,-15.063170020943403,A,0
60,Muslim,B,38.76924782150054,39.78452042859067,A,D,-13.42411284294538,D,D,196.16150563606848,E,-112.24404810115855,-3.112041477362493,B,B,A,E,37.20330044764923,19.10945929213039,C,0
68,Buddhist,D,-122.62909186019071,158.87229348903426,B,A,-61.87518257561078,D,D,0.19279862974865686,E,-46.86109540291213,-61.73580336957579,D,B,D,B,141.33827109362105,119.8322916092704,B,0
47,Christian,E,13.923646059034258,-2.5801103930980176,C,B,-47.40065806147988,C,B,-61.768307740492624,C,-94.43519251846482,-30.948096282998037,E,C,E,A,56.765671420407685,-88.09543070567611,D,1
72,None,C,-25.146753274223666,67.32848128743004,C,A,-157.49916795427987,D,B,172.92969418092122,D,83.39402554781286,-97.90277275889842,D,D,D,A,-12.514951783065529,-43.13498402960514,A,1
63,None,E,32.6826946114353,24.99118197152617,A,A,-7.182987261516535,A,E,138.36621256660845,A,44.05678682360603,-137.64744634603946,B,A,D,A,-64.23942404801484,117.27774317347472,D,0
33,Jewish,B,-50.82299482789777,-86.91176575021181,E,E,-107.36164009061662,C,A,-14.1814571420805,C,24.046414530681005,-14.997969872822669,E,D,E,D,-8.33802937026918,-48.470357353474796,E,0
67,Jewish,D,65.70462377452473,161.28851490645354,E,E,38.08155931152124,B,A,-74.6772270818567,E,41.82924881521895,-19.44779623814626,E,A,C,D,171.00942215524532,20.15963642309876,B,0
46,Jewish,B,26.4721229363013,38.28053161826138,C,E,16.993372970345614,D,D,79.49241435849673,D,134.74514897061397,-46.488954016895256,E,B,E,A,100.25256557378646,-77.96950234519802,C,1
55,None,E,-12.234364545328855,32.31669812619491,C,A,-31.69592277324627,D,B,131.89180865804926,D,12.798376809387953,28.668660847008027,C,E,E,E,50.74876856885708,8.01007899802754,E,1
41,Other,E,-121.5968122877759,-89.78643974889695,A,B,98.50331046326279,B,B,-23.026255091965126,B,-83.52089338040878,-63.597930359360866,A,A,E,C,0.11668568299996204,-156.53357599991233,C,1
79,Jewish,A,124.62176168059227,3.1400494930201965,A,B,30.181888170125674,A,B,-38.716675069869,A,-177.28613077816186,-76.79581090143634,D,C,C,B,27.82320622936332,11.476684022424639,A,1
56,Hindu,D,-96.08120974238629,-166.41410405589286,B,D,-207.68390985023385,B,E,134.8132423116555,B,167.24314730879485,35.66174048303047,A,E,D,C,-9.146190520032016,64.15628025659626,D,1
72,None,E,-23.55726810112494,-69.82870830365694,C,C,116.68828543384713,A,B,-124.32602185000754,C,-61.69953824489023,-38.47348795611099,A,C,A,D,-147.7443457575436,31.458239800583343,C,1
36,Other,E,0.35323144339076185,-6.885140973344764,B,C,-70.22105315949804,D,D,3.4219806857414206,D,31.919117389214115,57.78183583405014,A,B,B,A,-22.005125689352244,-46.71765517106136,B,0
75,Buddhist,D,34.44328458692002,80.35986929742648,A,A,-78.54653091761715,C,A,-80.58867456552112,E,202.02162347495093,-20.622366591255943,A,C,A,C,77.63341806152991,36.32474394379944,C,0
69,Christian,D,-0.383184095095136,65.47623074374714,C,E,-232.2984573481961,E,A,-152.40177664902447,D,-7.33381765079997,42.93701331293477,D,A,A,C,102.77606657878182,-21.313041823329097,B,1
40,Christian,C,137.7707317717935,-54.96114614607739,C,C,79.87637979978308,D,E,-32.03721074003722,C,-2.3888331310018853,-58.45130503833621,D,D,A,B,2.499045661958563,-2.075433819809187,A,0
67,Christian,C,-22.400819767307095,-151.71761298697257,D,C,-115.41568605367705,B,A,-112.28865352780097,C,-164.2194293089563,-45.89927506078465,B,C,B,D,-121.22120194920596,-97.59873948730674,A,0
24,Buddhist,D,-56.473326088908074,-75.68775913501908,D,E,85.69386856797227,A,D,-243.83238557230052,D,137.4573374768495,-13.381258470401235,D,E,D,B,29.550755948052547,97.99241193858717,C,1
33,Muslim,C,-25.35435640663333,82.65883838996076,E,C,-146.8024666681545,D,C,-39.99982208084646,B,242.39319152076345,-89.8878361940213,D,A,D,B,-93.34925151045286,9.668147204060123,C,0
40,Christian,A,-77.78921432330212,-32.98316865450366,E,D,-164.2236482883319,B,D,-117.57839071165033,A,74.62413170910278,21.15652610528747,E,E,E,E,43.85543293926463,-47.48864347429399,A,0
69,Hindu,A,189.67277702801576,4.252714766196993,D,C,-15.953909606685068,A,B,113.85372659609617,D,-116.09947587282102,-52.335644811521895,B,A,C,D,-69.57060656900076,-10.128931715981835,C,1
32,None,B,171.30037694898587,150.3751633436836,E,B,18.54482768357994,B,B,-98.86044234522868,A,5.368711451656524,-10.927285901346927,B,E,D,E,85.21270396551131,168.79119695929563,B,1
25,Buddhist,E,-138.19016697523296,110.84570695027978,B,A,-162.00504016354637,D,B,-13.542521818534533,B,-326.0897135609523,127.12240693667485,A,D,A,E,-64.67952986733714,-71.91952714487499,E,1
48,Other,B,32.49646663820515,56.90471581767048,D,E,168.7216004515536,D,C,48.82587203073181,B,24.78781474042754,112.69107540114396,E,E,C,C,18.390659357410687,45.27978445829617,C,0
24,Muslim,D,109.57337557441222,-58.157451590448986,A,E,-46.03032523311663,E,C,140.012435186034,B,30.08332191236885,149.06498142644014,C,A,C,B,90.64644018139808,-100.26212570962889,D,0
49,Jewish,E,-60.731674580314476,-86.16973431117748,C,E,60.731259719894105,D,A,-113.72041162758175,B,103.32778148713126,16.031013708570253,C,B,B,A,-67.31394639669452,-94.38408151829753,C,1
37,Other,E,226.55404158064988,-190.08341750103935,B,C,-9.061168286070597,E,E,-40.19891078551374,E,33.699610025290575,-47.16020488914029,E,C,D,D,151.52192982936384,1.8538607254061041,B,0
49,None,E,-32.47493853296095,28.404727586234692,C,E,154.99145231167824,D,D,192.31229189482738,A,29.593175915112692,112.60899091448988,C,B,D,C,-152.9916796717409,-130.05984640742565,D,1
33,Buddhist,E,52.37056426776204,-143.9272193431848,D,E,15.122412513313638,D,A,52.548370837876654,C,-167.04040340981956,90.12510717824152,B,A,E,A,148.71229967307275,-73.69581242195662,A,0
38,Buddhist,B,-104.9352428958169,68.68169172316385,D,A,-10.1282549597394,B,C,112.36109725092136,A,-2.559871618567833,-82.7228524661491,A,A,A,E,-85.83828735180768,0.05338143855948226,B,1
24,Buddhist,D,-132.62097149339567,-66.8432600564588,C,B,-115.71892503030088,E,B,47.89310751525828,A,-3.643518378910313,-13.087368320134152,D,A,B,A,54.90652302384886,94.75397543042071,E,0
64,Christian,E,158.88955702404422,-64.69718184414667,E,D,46.816808365590816,D,D,283.11991779697195,D,-170.63329982782423,-41.60395359094057,C,A,D,C,20.129865399296317,-38.33224499194194,D,0
66,None,D,27.245926255192266,91.42087429762901,A,C,116.31156151855868,E,D,-46.09861314441289,A,-64.25841055392154,-59.269099845883076,C,B,C,C,-121.41313486220251,66.28054414954309,D,0
69,Christian,D,-28.959758211513353,-18.28075534724347,A,E,-101.10864794977755,A,D,-52.45864155089575,C,103.36644714812122,81.2351326354171,E,D,D,E,79.85858383778046,-66.00739942092018,A,1
39,Jewish,E,69.39947254397104,10.557471527003628,C,A,-88.97687310351479,A,A,-38.829540712224734,D,-116.08833747704954,-36.06443736052035,E,B,C,B,-13.80650150276945,-30.811115920160454,D,0
43,Muslim,C,27.26742181418937,57.57502533885962,C,E,-58.72548469540606,C,C,76.03015209351447,E,16.062055983313513,-85.58177192192731,D,C,C,A,61.09525330096389,113.4449900040821,B,0
20,Muslim,E,-2.3355721213850456,20.497857671908758,A,A,-11.033466450038107,D,B,-189.9407649046199,C,98.60940514115683,-28.116092120382046,B,D,E,E,-31.1098187978352,36.59872663014916,D,1
37,Christian,E,143.04355551916643,-7.475756089650407,A,C,-98.68402470108302,B,B,95.27290282450205,D,64.24129488251774,-167.35079776431485,E,B,E,B,-25.548107773310452,-8.99788666022559,A,0
67,Jewish,C,-66.18328136260845,-96.83704347225141,A,D,-33.94197564616262,D,A,-111.02859273447203,D,-11.2585536228856,56.695406508425386,C,E,A,B,-14.317727464634848,153.31075940538767,B,0
78,Buddhist,B,-144.97622049310752,30.036514685618666,A,E,-104.1316279138385,E,C,73.10634519498505,B,21.296491625386228,-71.6594186341509,B,A,B,B,181.74729204269568,43.21430653829126,C,0
28,Christian,C,112.50451025559123,-45.1055752406132,C,A,-229.90776646280585,B,C,147.47673654679863,B,-92.7725970921571,35.538805085887375,A,D,A,A,-126.92276044738308,-5.362085494768398,D,1
66,Buddhist,B,-1.18233602945299,14.781643670352596,E,B,78.51498459712336,A,E,-80.73161681274577,A,43.50464768416318,-27.67864017806108,C,B,D,B,-62.21704795384575,58.01055465732612,C,1
29,Jewish,D,120.22332422719444,116.81428276214822,E,B,55.8942067579414,B,E,-38.15418854538663,C,45.159884534220765,-65.8667096715048,D,E,C,D,-211.66902934689782,36.04999702615416,C,1
78,Buddhist,D,-104.34181627042307,39.88522677144837,A,C,-4.668584468045482,B,C,44.139575407711604,B,-0.38998725251674665,168.22364447569512,A,C,D,A,137.998798081265,-131.91957022676047,B,0
71,Hindu,C,-99.41623413422708,24.081582221349567,C,A,167.9075475675714,C,D,91.6782015340455,D,-18.33217222604603,-99.86032576588528,B,C,B,E,-76.01470253043584,69.34047143343265,C,1
48,Hindu,E,-55.13734115621235,-77.92025742792987,C,A,79.22855219751513,B,D,-89.49269933362044,A,-146.139664535542,-191.65200408125466,A,E,B,E,-72.03811265368265,-32.5632429110988,A,0
35,None,C,71.78514124932866,-117.03994293374546,C,E,3.040158245306447,A,D,-179.2601765381869,C,82.17455437042376,44.368522433311306,C,E,A,A,-165.71150309423678,78.79071853133752,B,1
47,Other,E,-63.31799955065311,63.4942044006751,A,D,-100.88248609495427,A,C,71.12640122658885,B,55.70546690099106,-42.0111336343019,E,E,C,A,65.24005115796753,-134.5560695761863,E,0
79,Hindu,E,96.36099737894345,-34.310074797122525,A,E,-18.584346842226473,C,B,135.44995678744948,D,-49.30463796784517,118.01196629497366,D,A,C,D,-62.87636613740153,-64.30497944425443,A,0
63,Buddhist,E,133.00605831360045,-98.98213982617482,D,D,-11.697901646654016,A,B,23.626078616309506,A,183.09780378573373,37.597964061961505,D,A,A,E,-56.20387969935676,164.61594461842327,B,0
72,Hindu,D,-77.98779650197895,95.86023686625286,D,B,-52.7297704760347,A,C,-100.977440071274,B,-135.2966852100585,97.04944105942663,B,C,E,B,117.71119446370177,-56.889663440782876,E,1
31,Christian,C,-70.86187710225201,-11.550319005297458,D,B,-178.54353541572232,A,E,-182.58373748221845,D,11.06410948074604,-91.07359425360954,C,D,C,D,-154.47830436910564,-28.16430171733157,C,1
20,Hindu,E,223.8115531399669,95.67793860827906,D,B,213.48721653457696,E,D,-94.12586465721989,C,102.40780673846814,18.04969686771196,D,D,B,E,-30.675291508425605,-124.83493880131198,C,0
22,Buddhist,D,94.99779732872224,9.039204458310467,B,B,-1.9866880043609074,B,C,84.87973616017666,A,134.17057432680295,15.756663944302673,B,C,D,B,30.44891721625609,62.90153864746376,E,0
55,Buddhist,A,26.150536479487947,-114.07977623327976,E,A,80.78057265043216,E,E,10.064371619604698,D,113.02484169370864,-42.862614312764926,B,D,C,B,52.16548642162273,229.37965565541086,E,0
52,Hindu,E,18.657598803442518,-0.7822344711806536,C,D,-16.171543601517293,E,D,150.31012849372868,D,-88.66209405193784,113.99532763638493,E,A,C,B,-47.69409283120153,-38.2254910481903,E,1
57,Buddhist,B,-92.82872991742819,-20.68849522302327,E,D,89.97752190363023,B,B,-38.46556337944257,C,-57.871103957222644,-86.33251400317621,A,A,E,D,-29.368716409436217,29.490859219678388,D,1
39,Muslim,A,-16.32645675594639,22.31594189314927,A,E,259.5424609756576,D,C,-95.18449958591873,C,67.02260961859983,-35.64200872515269,D,E,C,D,135.85687733370153,-71.79646099018663,A,1
66,Christian,C,1.2445004572030505,-47.75153170844776,C,C,-0.8176655742581529,C,A,131.38403291291343,E,95.01849540633694,100.58619778092606,E,C,B,D,44.53501470091264,73.22627618198823,E,0
62,Other,C,111.34958923433508,29.721622421591054,B,C,25.169022789342797,A,B,10.544558107044718,B,91.58665942698894,-70.377299847404,B,A,C,E,224.4008064435351,-170.55986698724251,A,0
37,Jewish,C,-60.96267710118498,99.71061227264663,B,C,-134.62561065099416,E,A,14.685218852816337,E,103.58134989641665,-112.48713602623471,D,A,A,E,209.25183485550232,-51.59077940390016,B,0
52,Jewish,B,-50.26137883795451,73.67682361079623,B,E,-132.2272050530592,D,D,67.2104787160692,E,-56.353295698072955,-15.794331619634159,E,B,C,B,-125.604839138601,-81.89216759929604,C,1
56,None,B,-150.63692652317573,-144.36604993230674,B,A,-99.45543876651875,E,C,60.5350552708653,A,-148.52862811605894,-52.094496767430854,D,C,C,A,130.82280967792985,-60.57256535393217,B,1
33,Other,A,34.18401398030803,-219.1329523673955,D,E,-225.64172810703184,D,C,15.162586690179333,E,-246.7141178352739,120.707336665979,C,B,D,A,-79.17595146118072,129.02469051911626,A,1
62,Hindu,D,-98.27412584137831,73.17159543609095,E,A,22.269010716963482,B,E,-45.32836157184937,E,44.06476521772852,132.74805171128148,C,C,D,D,-111.94387434637612,3.8278331302742026,B,0
78,Christian,C,49.606763671659586,121.90682894990499,B,E,-160.5421871221799,A,D,-21.831606516662163,B,34.16773524904491,-12.380377387278896,B,A,D,A,-36.371791231971464,-133.96738979064696,E,0
50,Hindu,C,-202.42094578713915,-39.62321343110793,E,C,-143.17869942191177,E,E,-84.25624642109365,C,-43.81284473103652,-13.201143564689527,E,E,C,A,12.860796902750653,-135.9317928706941,E,1
20,Muslim,D,82.1541703401676,-99.92123090508397,A,D,28.921615866051315,B,E,-6.863486732376275,D,-56.75786917006832,-46.58061981918002,C,C,A,D,-165.6108118756646,-69.08978030888872,A,1
30,Christian,C,-151.4397423918289,-74.07373151420408,A,C,51.52415217064173,C,E,-58.08974802167938,B,122.93451456170506,-104.31228845439986,B,A,A,D,5.922834399106154,44.37264260123278,A,1
57,None,A,-72.51054228913706,-157.86905543992376,D,D,101.69254969189154,E,A,6.112799332690149,E,-28.55330575841507,100.82451874164695,D,B,B,E,180.5705634004673,-75.03043543324061,A,0
31,Muslim,D,-57.05567166254669,6.686010867777519,E,D,-25.436038774848885,E,A,-6.598024962422089,E,48.27324645874897,56.56660376028584,D,D,E,B,8.31924077805904,34.802425733916905,A,0
18,Muslim,E,76.90540229410153,146.20291272598703,C,B,-49.44284364084719,E,C,-105.6652863296875,B,100.38985879576809,221.07126964509715,E,E,B,E,39.173082552087905,-22.580058229941866,C,0
35,None,E,125.19386055382644,-222.24741119568628,A,B,185.96622025077295,D,B,-73.88506562408551,B,90.55775165134648,30.57394011441642,E,D,E,D,55.85846105203054,11.874805891777468,E,1
48,Buddhist,C,45.38205717781475,157.45327250296478,D,A,-107.89865874958306,E,B,61.01939980260433,D,53.23108080003318,-4.011931419309644,E,E,C,A,-42.411743890681755,34.52464063089858,E,1
57,Muslim,E,-158.0495983870579,-19.543268467371323,D,B,-89.91586993382288,A,C,73.37387883701287,C,-197.44486157547288,260.0490047489648,A,C,B,D,-64.97963484405346,55.02161501334588,C,0
66,Hindu,A,-39.99213571306825,30.072115024656597,C,E,-29.285031167582975,B,C,27.796223611167758,A,-62.22629698059413,99.70413260219068,B,E,C,C,11.55836796812909,56.3272066488917,D,0
58,Buddhist,E,121.20179869245685,54.57462475350593,A,A,-120.70642660259598,A,E,-131.7785320252257,D,106.00178597843875,-30.391028721507723,E,B,E,A,-156.07714919722378,61.01889944592892,B,0
20,Buddhist,E,99.90008519949087,-53.792560320005066,B,A,-19.915211243474847,B,C,-197.82309162697706,D,-110.67168489640054,18.9373532762176,A,C,C,B,-86.42586831006696,-56.96215714784025,A,1
27,Christian,C,-228.18742608522956,163.55765747055528,E,E,-130.557805709272,A,E,-74.84222700123932,B,60.334508220691895,-6.971986671211951,E,A,A,C,-145.08291038847565,56.447225992874806,D,0
73,Hindu,B,-14.261193786838202,-27.516587651950342,A,A,71.62980981045311,D,A,-52.43539779077735,D,61.226848382394394,73.38290609307792,C,B,D,A,-73.97291633515913,-13.175618918019033,A,1
55,Muslim,E,-68.5542438741996,27.005996903501263,A,A,144.08552716505264,C,A,81.44954968605842,D,-116.27044782740796,-132.24392388709435,E,E,D,C,-95.37552540967982,-24.738012408805467,B,1
60,Christian,C,185.9311152702594,68.47224108237664,D,B,141.90971146699184,E,B,30.99630270389936,A,39.277270963097884,-40.86623332118183,E,A,A,E,-159.16620854945614,-97.96375013080551,C,0
76,Buddhist,C,-117.51293624875015,27.06588611678839,C,B,-130.75155467760905,D,C,-30.06118435988273,D,-300.38598723714193,-77.44425985689261,D,A,A,E,65.28405077630222,105.75009625731946,B,0
64,Christian,B,18.476974800632888,59.268997121921615,C,B,-59.98764851414744,D,B,-203.36104601888277,D,-0.09785247380472782,1.4955588971116767,E,D,B,A,-114.12275198292905,189.53916080006994,B,0
56,None,D,52.37312871536158,29.918357519223772,B,C,-6.166754256870757,D,C,-50.08466638964796,C,146.66984855978464,-90.51926758967377,A,D,E,E,-41.54967531263004,54.63331242324373,A,1
67,Jewish,B,182.97607764050733,-59.42695387751319,C,C,-15.912855349358235,A,A,13.394799422655963,A,-88.50063511853737,185.11271565267037,B,E,D,C,-1.7273077816157567,39.07119990009013,C,1
24,Christian,A,5.980442824803728,96.78544620058031,E,C,37.92738129402292,D,B,-40.30537937107669,D,-122.53540957923326,53.46974708442133,D,A,B,E,65.28846850155327,-86.0307451098456,A,0
30,Hindu,E,-64.56601756262195,-25.527655617906902,C,C,-17.780726420772957,C,C,34.07635317364872,A,-72.03241799095838,-30.906509893357192,D,D,B,E,149.03435497220192,85.04919172042348,C,1
77,Hindu,C,107.92467525790452,85.6255066307565,C,C,124.34897530145508,A,A,128.65187126506802,A,-4.617612323008361,16.37185320733377,E,E,E,A,-23.583698654950307,77.43664063923713,C,1
49,Other,A,61.474910446910094,-46.56069482534218,E,E,9.011827660876834,D,B,-222.75818476794876,C,41.98078424460712,-42.831237900459804,D,C,D,A,-93.23936069804623,-14.088940009623627,D,1
74,Hindu,C,54.989849505927914,-40.92933958430381,C,A,-12.97559625946612,A,C,-75.52005648994496,C,33.829218321436414,102.92598057142148,E,D,B,D,20.208473285781377,125.24906947685793,B,1
37,Christian,E,6.016328939736355,29.334476646132224,E,D,25.26097318002955,B,C,-57.55315374711958,E,19.26702432162342,-23.194326912609643,A,A,A,B,-108.64180722920219,109.93419734757678,D,1
74,Buddhist,C,-266.51120370951173,6.89467800093669,B,B,-31.673481166253715,D,A,-123.97260039587789,B,-16.87121172353437,-57.39583333872182,B,E,D,E,-55.009833442089636,114.37873908139838,D,0
77,Other,E,63.686077441601896,-106.66164770522741,B,A,15.437414820061356,E,D,143.29522380928256,E,63.87544970487665,-107.23105550403076,B,B,D,C,-82.4354845491745,-186.6708533031077,B,0
64,Christian,D,-46.86981575216878,20.740959221368385,B,A,-43.58615497550951,B,E,-134.41838356924438,D,89.16896157218287,-39.571073270016115,D,C,E,A,189.7793557153195,91.38095971846018,E,1
40,Hindu,D,-95.05605878925361,2.509431513338971,D,D,95.61433519053354,C,A,-169.85798586832692,B,60.90713337852123,69.28871711346193,E,D,D,D,-180.31580145474396,74.50417944431936,C,1
34,Hindu,D,52.48814082466764,-45.913058389118355,E,A,22.153948632911888,C,D,33.691141501821335,B,-110.69279633203877,-60.027690421792755,B,C,D,A,-51.619095272561864,18.90902596047074,E,0
27,Hindu,E,38.63865937771339,159.83046817178314,B,E,-53.64171904683616,E,D,-7.935226043618508,C,-191.39956323946922,139.03047263986107,E,A,C,C,-52.959391398036004,103.91478440986258,C,1
54,Christian,B,173.00199082898664,111.39790907804293,C,D,152.99635197530546,E,B,116.6749023974772,C,13.191049119352401,-70.25706821057125,B,C,E,B,90.68662015924227,-112.9158663660798,A,0
23,Christian,C,74.7951355021254,-167.3265359836148,D,E,-59.444497992919665,E,C,120.96041513995822,D,-110.47650951374,-40.69506637513156,E,E,B,E,143.47449592035554,228.36203593995214,C,0
45,Hindu,E,166.4997483058979,-24.363271082507058,A,C,-229.1226148035897,E,A,-6.12397313625007,D,2.3977860278736562,61.89746842389248,E,C,C,A,-91.07954369364111,-57.485234667180016,D,1
28,Other,C,-48.08955083735299,225.5052644043308,D,D,-73.4331725142967,D,A,-79.18795069543863,D,66.7278234988541,-84.05149499257452,A,D,E,E,-120.71363087726105,149.1896192247417,E,0
49,Christian,B,-89.10383779827704,151.04043472052513,C,E,28.180905951061696,D,D,103.39886818938804,B,-123.21813144521272,122.36221723695881,D,A,A,E,-82.89848108335022,32.117957930621316,A,0
39,Other,D,128.4067082174747,121.68780813213802,A,A,-73.51559844069098,E,A,8.61641153590683,E,-151.44820806814357,189.61586255598942,C,E,A,B,143.41398696210217,19.004936710411712,D,1
18,None,E,170.6678433504818,32.44077642949693,A,B,197.56836361506552,C,D,137.6227934149159,D,12.17805859173854,-8.345240306087833,E,D,D,C,-56.033215200528794,394.9700613606313,A,0
20,Jewish,C,-163.81188074511977,165.47441974802143,A,C,52.23468596003684,C,D,-18.533843308882357,A,-90.83368520759218,-64.81949336526672,C,B,D,E,-31.82471399690769,1.7840162852607229,E,1
45,None,A,24.269473323349487,29.11158755941914,C,B,-8.979028486591531,A,C,103.92050057859387,A,-65.20970328850304,128.6819596424095,E,C,C,A,-160.35990921046874,200.10415543582084,B,1
26,None,B,11.3955386059646,-15.616752457771806,B,B,12.029340181118595,A,D,53.24395787591736,D,3.174492286268586,14.290012903590043,B,A,E,D,-72.97615766474927,-113.67508456221191,A,1
77,Buddhist,B,13.985144117252906,100.09425994772086,B,B,88.2813783010681,E,C,-95.46055231293057,D,13.319636703920077,-84.43628262151597,D,C,B,D,-125.03497886559633,26.011110169560453,A,1
56,Buddhist,D,70.2705266200297,43.376308283124,B,E,135.69445610340117,D,B,25.588509464999916,C,-60.92214154847161,-92.28811033115477,B,A,E,B,-106.84764811170633,-92.75702586296799,B,1
39,Christian,B,-93.9152781015624,69.93959164524102,B,B,-31.17435357072525,B,B,-66.66567924701293,B,4.298484600935155,50.691410473231144,C,C,B,D,8.678292560999486,15.176242728356218,B,0
76,Other,D,140.16248818356948,-111.13847075357064,D,E,57.92267628071892,D,A,146.43805117343257,C,-185.0045122891653,-210.73549370655417,D,C,A,D,-71.17725189052078,57.86137014382236,A,1
25,Muslim,B,217.60386692872044,121.49990235400978,D,B,98.21353237456239,C,B,24.657882401731552,B,48.50542090924927,-28.368470737397494,D,C,B,E,-91.59206756324068,60.79892169881239,D,0
38,Buddhist,E,-34.27448020782683,167.51055448324803,B,C,-187.12356842152565,B,B,-142.40336705391985,C,85.32811136343183,15.582545143916397,D,C,A,C,175.33214064080337,-8.34120444524333,E,0
