Gender,religion,disability,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
Other,None,Both,-108.17570627496484,40.33388941852862,D,-61.307503163841744,23.263417125816847,0.01740904974500753,1
Male,None,None,-0.9230553014488125,65.57818591508627,C,169.12334264349238,-97.4631264982176,9.924772932661686,0
M,Christian,Yes,89.95294594509463,-12.995667376636163,E,-13.19923055082394,-47.73645470133051,17.42539606017331,0
Male,Muslim,Yes,96.07813005507639,48.609244538553156,B,21.533106271625005,-9.211153268357318,-73.6233958953467,0
Non-binary,None,None,99.04349872648794,82.7584388310592,C,38.51721764460292,91.87571635600227,132.43192017458503,0
Other,Muslim,Mental,43.95178954930874,82.59604655246761,B,48.72905223392415,258.9865685889471,-65.51303537246687,0
Non-binary,None,Both,-57.71908575708632,54.93390124102289,E,-13.96935703926469,134.08400203136986,-37.48357409291277,0
Female,Buddhist,No,-30.666376478403368,12.140031580636238,B,-10.122331911711967,22.395604433033867,297.65893776978044,1
F,Other,Yes,208.62137299253965,-23.785716974622428,C,-13.562469874150427,237.56284719489918,-138.75842595929615,0
Non-binary,None,No,50.25475610106,41.24776165703082,C,6.41896669867878,12.81002528332245,48.06930229194676,1
Female,Buddhist,Physical,-1.410564574756438,-55.52925269813753,D,-51.82040305068594,38.10399792236442,88.8960414788747,0
Other,Hindu,Mental,-99.72028741920485,21.788849366247824,A,17.05142842157287,-58.99022139799205,-75.48384238432088,1
Female,Hindu,Physical,104.00907486882684,-48.635950530053535,B,61.393415047863655,-15.950678737597077,258.07636789656374,0
Female,Buddhist,Both,-41.21308223136289,-77.30019205460721,D,28.267655773346632,41.03914411216081,-17.572104776913985,1
Female,Buddhist,Mental,157.11879625063156,143.19539062469616,B,-44.12633625637504,-112.45530899593399,140.19590634040736,0
Female,Christian,None,15.117932565119593,-73.22159267929128,D,-42.18234674490635,116.7438551751931,16.377546102764338,0
Male,None,Both,-182.51246606951904,66.95155698482176,E,5.517356044071602,-71.69013368724006,128.7136114596771,0
Non-binary,Muslim,Both,69.5096090535181,-93.74915019995183,C,-149.07203115003952,56.83022077538814,-103.1157712562706,1
M,None,Yes,-127.88027233640766,-41.9354343606811,E,60.20530960685914,-96.98935258942947,-26.04105502753648,0
Other,None,Both,70.19590907528243,-145.26645676540605,A,-63.33156607093441,-2.363222682612824,54.579497028609836,1
M,Buddhist,Mental,79.61514869058047,-61.13917038428177,E,-20.83087735235649,38.189469988495375,27.297601549690913,1
Non-binary,Hindu,Yes,32.693840306790094,-16.298820209001423,B,15.386493209975935,-148.12160708742402,198.61632401906223,1
M,Jewish,None,-69.94750091253958,116.07329670703372,B,-137.21278165855685,168.4606662746748,-90.65815984641465,0
M,Hindu,Yes,104.5685553379105,-24.842287079624978,E,230.00634109269046,-177.78455596039092,-34.4628907578354,0
Female,None,No,125.74492201086582,110.40942949039217,D,-43.8802517150752,134.7653700502477,-70.5719772095729,1
Non-binary,Jewish,Yes,-126.86329248872022,118.62142729709859,A,-43.905675098317445,-8.504375390712067,18.321943904016816,1
Other,Buddhist,Mental,-85.31437696228409,-111.43418390364258,B,-27.903951228571124,56.0638367698384,-22.608377567146285,0
M,None,Mental,-123.21015724740194,44.37720929552965,A,-54.82236521263447,102.79666324563684,-95.41755722021793,1
Male,Muslim,None,232.32294303945181,138.41470504789731,C,200.69815821211233,177.59228046372857,224.9730038811497,0
M,Muslim,No,41.44867884920452,-18.862433979661674,D,175.11709441024584,-93.41871714742152,-60.45708712860743,1
Non-binary,Jewish,Yes,134.32812849521451,-158.71730599831878,D,114.4989971045003,61.76060228998621,37.29572400838972,1
Other,Hindu,Physical,-17.725754761893036,71.30237809420733,B,42.818015635321245,-77.64544385044262,-41.543244630459746,1
Non-binary,Other,Yes,12.85664682777644,-22.015243506609217,E,99.2529553183957,109.44141011878565,-68.61081044226776,0
Female,Jewish,None,-38.91780198687806,-37.41118560898678,E,91.87284294037114,122.95815996298415,-27.732270652367276,1
Non-binary,Other,None,-41.994061456121536,109.8259624101208,E,-46.463317154577425,67.32872566701117,27.01351761275731,1
Male,Hindu,None,138.26443603207773,32.891272194315675,D,-27.812285670897552,-142.45630036120133,58.333031542813686,1
Non-binary,Hindu,None,-25.129194719097566,40.82025521817397,C,55.85270732033172,-28.110051255389536,-45.939800107373976,0
Female,Hindu,Both,-174.02202016151426,105.31652552444577,A,-98.86984254262845,-78.19607033597016,40.85879219803768,1
Other,Muslim,Both,241.46537263074222,-82.71559618774496,C,37.214019477667215,-57.709750698575405,-10.912309831557879,0
F,Hindu,Mental,29.184239911539418,126.92033188247332,A,-54.78949212899506,98.35773615432225,-51.81107244169038,0
F,Buddhist,Yes,-39.69964472740684,181.88427898069946,A,-27.3540189090039,74.52649139968031,39.31852177985748,0
F,Other,Physical,-25.123518209422347,62.72838065603653,B,177.46015279005218,162.80107847073637,15.628620587455549,1
F,Jewish,Physical,202.75668124024625,-60.911545210761965,D,12.39280786605727,-61.97701905055673,50.47212403941842,1
Other,Hindu,Yes,-5.858492977999243,25.214520187080364,E,22.65013049092775,-79.01372302968193,10.800615957862412,1
Other,Buddhist,Both,114.52348277808669,0.0884280258437862,A,72.7296946497844,3.375822579513652,36.72924522535303,0
Male,Other,Yes,15.598717895688303,-29.923018596673444,D,19.31260603108497,-169.57551056629467,-24.04699819557347,0
M,Jewish,None,-86.73245032006967,-123.76842982076002,E,177.27909366751518,-71.75620478333934,15.47641315221365,1
Male,Buddhist,Yes,36.988886606865194,-57.02201491378277,D,73.81977181391414,-61.27937020182015,-42.76188036886195,0
Non-binary,Buddhist,No,184.28952015713085,-42.40279572388989,D,-58.38570436368977,97.3111707315937,-155.59443830716387,1
F,Other,Yes,1.353100639840624,2.262469379131159,C,101.3321866015666,91.89553069924877,98.39824553977203,1
Non-binary,Other,No,66.89056060581963,-54.52807769296291,D,119.50255821629759,138.05071274977462,16.642031250840564,1
Other,Buddhist,Both,-111.93474990099317,15.406994290861215,E,139.03282166217141,-0.525025741430811,-165.50039579094621,1
Other,Jewish,Yes,85.15618861184558,92.0768697683874,C,33.55458265034107,-80.34242828902869,10.722028724561694,1
Non-binary,Other,No,7.424940856160787,80.58940329615282,D,40.7388589885522,-8.343959409362375,-124.62116779285637,1
F,None,No,23.83544536070405,33.702528782718296,B,107.3864312273188,-34.68060476978567,18.730877757665564,0
Female,Jewish,None,102.02440987173549,-43.77324507365732,B,192.36941186890596,119.42910728424947,141.62446604443466,1
Male,Buddhist,No,-31.294966313864826,-47.08866192265147,C,80.26858652989583,18.99701232107523,35.20777915271044,0
Male,Christian,Both,-14.869861365884915,4.221898528263074,C,-98.35767849929319,128.38253120401785,-71.72505220306084,1
Other,Jewish,No,48.44303921596405,115.8978638583622,C,151.08759469087357,-91.93184969432264,-122.19736187605368,0
Non-binary,Hindu,Physical,88.77776295284943,-169.68795482833,B,-102.17724049362033,107.36130026414877,49.56694813450353,1
F,Muslim,Yes,41.6022939478529,-225.74863365766907,C,115.73716544857753,58.52411040632104,-86.28235482435433,1
Female,Christian,Yes,39.96968037565068,-149.35826971236955,A,-32.575268629364366,74.77047198700375,53.37078772602559,0
F,Buddhist,Yes,50.2246963322564,-9.64557075159659,C,27.24092735920469,-17.083388841389457,-19.78025273307357,0
M,Buddhist,No,211.97188986922143,-112.61274545673558,C,-5.220278255614091,-71.07425430834854,-213.91597110740733,0
Male,Muslim,Yes,-100.22400465821151,-126.35473377081325,C,-212.22476230641482,215.8936870149624,-72.62200105426348,0
M,Hindu,No,-43.41859822947191,-218.9112245366805,D,159.48659531783719,73.66874690908135,196.22357341112036,1
Other,Christian,Yes,41.07317104860119,92.27751801100995,D,30.726735872368955,-62.43203110243696,-3.0384434787036723,0
Female,Muslim,No,145.79227251211776,-244.77162131050653,C,28.4293442616426,35.557733743472994,10.687107216758804,1
Female,Jewish,No,180.30863084990773,111.42882381917838,D,46.4982262680193,-56.03597552785008,44.64594264204829,0
Non-binary,Hindu,None,-98.606864265754,154.5640433011562,E,9.556670692242498,69.36470388046135,28.432911470981125,0
Other,Other,None,-73.14148693391174,-141.3542146666367,B,-136.02743860850362,-25.327662389498794,72.18214519781905,0
Other,Hindu,Yes,43.56720912593718,-84.63158086803209,E,-124.13854010809504,93.22602716520161,139.2095320666254,1
Non-binary,Jewish,No,-108.24399864561573,31.8901791839646,A,207.15188831304968,87.04021316982323,52.19005924278014,1
Female,None,None,172.37485521558585,-73.42892250344552,D,-173.8472201391947,56.4890817083262,-39.95151974422299,1
Non-binary,Muslim,Mental,4.414572718190199,6.710696583542913,A,81.55092236399912,-39.68412277919596,67.55822762716137,1
Non-binary,Christian,Both,-158.1384827119913,34.691046828068615,A,54.276255988621905,31.663833581335034,19.194528852363458,0
Male,Jewish,No,23.478492322241966,-64.58498376706324,B,-49.42165761945239,-75.38253401322686,40.13174937337767,1
F,Other,Yes,35.22608900551907,-36.921838592996295,B,-141.63826721183653,35.344582578745374,-9.537247460065295,0
Female,None,Both,135.8224166930902,4.154024434545027,E,10.397215131399038,-91.79364962171005,-185.47356024073352,1
M,Christian,None,77.50455964539941,-130.9705645677479,B,-77.05382462160709,50.33220765885916,143.56145839376177,1
Other,Buddhist,Physical,118.12009466498552,79.04636045519531,A,35.821539374891124,-104.86821067669601,47.20745204035308,1
Female,Jewish,No,-93.03178180357673,87.67537925117992,D,85.00134610967397,59.199047816303576,2.782514979065605,0
F,Buddhist,No,-65.23958915754642,-164.38952318976666,A,-73.94786055256255,9.97291572796853,62.40456061730506,1
Other,Muslim,Both,21.674216345218568,-9.592681442884833,B,9.268258261093438,9.066413559534402,6.714084074499787,0
M,Muslim,No,-141.4653525288888,42.47439424710048,C,216.10979212559,246.86906169088255,88.04963289551786,1
Male,Other,Yes,179.26247271185312,79.25338954004918,D,-244.91358440098048,-19.598221758743193,-148.48455585416627,1
M,Buddhist,Yes,-30.313258628191114,-23.62538358183984,C,85.29804222584563,-90.44634352868553,62.132837053133194,1
M,Muslim,Mental,-1.855400936663117,-61.710243473903105,A,-139.76230505621282,-45.576040514427035,6.310277996601762,1
Non-binary,None,No,-63.91135112088475,-26.112597706946833,D,73.94267711192906,66.87303372531342,-132.81911240227026,0
Female,Christian,Physical,-50.35922243462725,-37.98619123199061,B,43.072075343618,82.22525572982308,18.895437569575467,0
Male,None,Yes,86.5243629952007,-75.45473789490973,B,176.93510173349705,168.2619634870801,-122.78885517419695,1
M,Christian,Mental,-72.066692576131,104.09759689030129,D,24.779731387459037,20.80249892162551,107.30821641811741,1
M,Other,Physical,77.64103564128082,98.9943640876812,C,171.86142426434338,16.74641860177382,53.52392958587193,0
Male,Christian,Both,59.600174581812674,97.49851242882868,B,109.10265408626752,59.161299532001685,-36.120171839241635,0
Non-binary,Buddhist,None,128.89274280512865,-6.486639875907084,D,-108.75323729739732,-160.9784955075073,-159.0350764578555,1
Other,Jewish,Yes,-23.646480502983117,-96.456891190245,B,-72.43277426611202,22.84586795792501,69.68269005258307,1
Male,Muslim,No,-22.547064559318354,-30.838701518564726,E,-105.68182548873395,10.156996788816453,127.3783104671999,0
M,Jewish,No,-29.87111428205186,-95.93339146824913,B,-75.20040361830381,121.413123421438,157.4371319680509,0
Male,Jewish,Mental,138.64971943549298,-82.75311252228408,B,-115.17886255002662,-182.20070312053355,199.13751863533656,1
Male,Jewish,None,104.9687202665173,73.73101897213643,E,-20.250694588417417,69.03537685326276,-45.09091919945717,1
Female,Buddhist,No,-13.998874989700091,144.28285744732335,B,16.206593007355554,21.070793131312676,-183.46907042961533,0
F,Muslim,None,53.87613883976295,-22.993596807976754,B,102.55124647179042,-146.24761869167898,28.578091242122028,1
Female,Hindu,None,64.89758819690017,-3.0225252678628323,C,-157.51296316568872,-5.035873519461099,-60.32401571765259,0
M,Buddhist,Physical,-11.773945757603638,-140.1316368714686,E,34.8200422234251,29.717359812046006,63.76990872151871,0
F,Hindu,Both,114.34985354781824,-29.214446530734083,B,15.26136856983096,32.27692730121743,-14.073251025539449,1
M,Christian,None,79.18408785012994,-165.58747636284014,E,-29.235907463011472,5.51890040396399,-136.2998511492134,0
F,None,Both,34.63922155622161,-92.13625025361127,A,-92.00544060782236,51.96613733984642,-143.3542448968297,0
Female,Muslim,Both,17.669083808102606,-133.5129243375732,B,-114.62348442451018,-34.57838331475857,119.82417212038166,0
M,Buddhist,Physical,23.418050407098985,-122.8834570343043,E,43.72933731464769,112.35883619447151,56.58252353263508,0
Female,Buddhist,None,-130.50632995241097,116.67645574022603,E,-46.14343242997626,-21.167830924782578,-83.5050150607194,0
Female,Buddhist,None,-68.64548853166494,-186.85428093365573,E,-74.06641415362877,31.837919524952735,-140.08780141415096,1
F,Hindu,Physical,96.12242584907547,127.93406820099993,B,-80.10715596509151,43.70805202153419,-216.46844085837552,0
Male,Muslim,Mental,-16.275824061584014,-283.8353855705557,C,96.28762081555674,-175.1777728910537,-163.52052439622923,1
M,Buddhist,No,1.9050744397693762,71.65307226786187,C,169.40083989573904,-38.28258240519589,58.7168997657749,1
F,Muslim,Mental,-0.9182598947002032,114.54069563465966,E,22.782929136577067,76.70417336324667,10.478280945560803,0
Other,Christian,Yes,-66.13391430654839,147.47073141638379,B,184.3476442637353,33.175181059335436,1.914765493255309,1
F,Hindu,Physical,-115.62438637503377,23.496638499886156,E,-97.02875318436296,100.93446488745616,83.09804360440447,0
Male,Hindu,Physical,-131.00722209162484,-54.3909507632512,B,29.3876314352906,89.65556066879891,60.46507715208435,0
M,Buddhist,No,41.167589273579694,11.042510366048203,D,-53.27282902591717,17.60781817197014,-145.48424890317585,0
Other,Jewish,Physical,232.2022526917487,-33.10148053937449,C,125.90041477754752,138.2360183752213,-25.748039247731423,0
Male,None,Yes,128.69907597032562,-93.02197135196852,E,-149.9981003999246,-55.07082202206524,88.85639511618778,1
F,Buddhist,No,18.769944002970743,16.876737012908798,D,-9.286694177752926,-3.350136345900856,-89.39360776144373,0
Male,Jewish,Physical,54.674873026791374,-23.443623904266023,A,-99.73307446786241,-59.008128503991344,32.23340028589637,0
Other,Jewish,Mental,-31.846516363995736,-73.58530815641096,A,-194.76109028905856,69.89918002810745,163.8620416472161,0
Male,Buddhist,Physical,-15.712760963186254,-63.50908772583564,B,161.3784377943017,-101.6317567378459,-32.69710915783763,1
Female,Buddhist,Physical,-86.78134873963789,-103.48629033215397,E,-5.381621336070305,87.618839253282,16.16966849395985,1
F,Jewish,No,-80.49935855569524,14.882589441569857,D,-81.19230049358906,3.045709177800757,-31.815032355622318,1
Male,Jewish,Physical,-197.28146238397954,-110.62853293001358,B,26.87394669799182,8.660496141720163,-143.30054888478975,0
Male,Jewish,Both,-138.91287436810026,59.22154820059611,D,38.664091753299815,-116.16085910528766,61.971054981758,1
Non-binary,Muslim,None,-42.25750423713375,174.76631306167033,E,245.19321515720512,30.079532923850472,-26.59651434753429,0
Male,None,No,53.8553142493995,10.049331703377712,E,-98.60054520102324,-77.20504226892587,-40.938694850344454,0
M,Jewish,No,79.54053324149743,5.546562381730107,B,-41.40123945383666,63.72254411208641,-159.23773644188057,0
M,Jewish,Mental,32.952504125142596,140.1432269987581,D,-63.2588519047564,72.52131548309423,-32.07587261775709,1
Female,Other,None,-54.73399151126613,135.13513009290546,E,42.099225588083,-46.84795816640879,33.78782065011687,1
Male,Other,None,92.42517354980242,30.71487042623507,D,-79.99769995176852,55.280589975277586,42.396222667052456,0
F,None,None,32.34978584719001,-101.53844602110611,E,29.520946518627834,49.1307540806812,-80.39356521196129,1
Non-binary,None,Yes,-221.7903337649974,-82.9700474161597,B,121.5476443252846,34.738184222815136,56.61196774397004,0
M,Buddhist,None,4.076714117637754,151.57577345897272,D,-303.50504094368955,16.33038372106154,223.83601946274987,1
F,Muslim,Physical,90.27796877124379,-101.59946882871016,B,7.4476091684567844,-115.58310903768209,-100.64170889970067,1
Female,Jewish,No,-12.44527977148884,8.145190510916825,A,23.19656945386031,47.83209679639348,-58.78384297154624,0
Male,Jewish,Mental,196.7945403205648,-24.8150086534796,E,165.12276007210872,275.8766923406739,60.964757040623574,0
Male,Muslim,Physical,160.29287467468805,192.38604084136492,E,23.177241175323037,-199.5596131683082,188.10096060477505,1
M,Christian,None,-57.42288258869247,-74.75321717972768,B,-120.51946740385821,-151.4857953054849,122.89504348987639,1
F,Other,Yes,-32.379395727903365,-61.28911330305781,B,-118.12460657396309,-165.9611396981725,30.4614270626583,1
Female,Christian,Mental,-36.226698759798786,-74.55936451701838,D,-164.82059470432472,20.406114658712703,-134.25696297166874,0
F,Hindu,Yes,18.789506078981468,-15.48159462500589,B,-90.25327939741918,-147.5827311953664,-58.77085098353548,0
F,Buddhist,Mental,67.52754158462018,3.2448790736135553,E,-74.66407865857929,-166.84722219867663,71.88893126446693,0
Non-binary,Buddhist,Both,35.37260056938202,-44.569250252754614,E,58.653303198746464,-31.090397627210535,-25.49919285734998,1
F,Muslim,Mental,2.280582016667558,27.72006952243473,D,26.617662915909,-0.6174947972938204,134.41539691512423,1
F,Muslim,No,-47.40528410427584,46.97813506337354,C,-160.34057830168376,5.741321391737185,-78.40218262175314,1
Other,Christian,Yes,-88.44961257967427,187.8720247075898,A,95.05751922225349,130.63869528904868,68.40149340951993,1
M,Jewish,Yes,12.604119251780299,113.74906394559852,C,-227.06543471214258,-89.1528027014688,-121.18787786275121,0
Female,Muslim,Both,131.75493230833385,56.68201959089131,C,-162.8956854829602,68.15924427338047,-15.02589502077206,1
Female,Jewish,No,13.461211802366229,-9.627164615406121,A,46.837111939309644,-6.279171190664146,-109.73322080020445,1
Male,None,Mental,-10.435456226160355,-6.7087257109191185,B,7.866910139943927,-23.10159255243196,-131.6312305633199,0
Female,Christian,No,88.35554325976095,15.161364494585827,E,84.97718878739644,59.84978334869563,1.6842750688773414,0
M,Muslim,No,83.1331729664482,95.45498795880106,B,6.881863202597906,-60.8039877514182,-14.3008355716315,0
Female,Muslim,Mental,-121.63685749171162,90.56285382773932,A,50.56316651920603,-53.59543239691552,71.71216212264217,1
Female,Hindu,Both,71.55571308393955,-12.413805224292894,E,99.56390902147629,-137.37072623419868,179.22009410316574,1
F,None,Mental,-85.09861623825536,-31.993226423325044,A,54.773991562411226,137.3007377224133,-74.95988969721671,1
Other,None,None,-65.83753522920637,-44.81987868947426,D,-13.355510556477224,-48.037487586923746,-76.3253833042798,0
Other,Christian,None,53.46212247284166,49.42442018951741,E,-25.044565806563913,-180.97805321508048,-86.07902201808545,0
Other,Jewish,Physical,141.01574953587738,81.2249452086189,A,19.10627489088349,-94.00216532960702,22.618701864425137,0
Other,Jewish,Both,31.533734383880326,85.75957634478866,C,8.766701724819814,-163.34109096415415,-131.66391380324634,0
Other,Other,Yes,73.78216780964098,-152.77740934699986,E,-129.57763419890543,35.94962201903028,-28.207532281813176,1
Non-binary,Jewish,Both,-114.50226977515172,-132.39068440162248,E,-149.56846953110102,-11.780279694830385,-65.04291605070514,1
F,Muslim,Yes,120.343702356616,-148.72875040482322,E,268.30178227483594,-93.37318056917519,114.16700279706085,1
Other,Muslim,Mental,52.86830271978776,18.35872156609362,D,161.71998101723568,44.31467276522715,-55.1344294752926,1
Non-binary,Hindu,Physical,109.7021348796349,5.333982838731707,B,24.222497606941914,-129.74248221056587,43.845334567069905,1
M,Muslim,Yes,-142.55597763773147,-26.455607263992942,C,123.05629427047973,94.84083480197991,-77.92412925290803,1
Female,Muslim,None,-28.158759809559676,-61.31853462091148,A,109.02944841853213,-36.535111223593205,135.57125251805851,0
Other,Jewish,Physical,-42.445019854735584,210.28655892989084,B,-129.38901210624581,54.7399684813208,63.03276893885046,0
M,Jewish,Yes,-18.7628398683252,-46.008627341864255,C,-65.03868883559332,-101.2635668570029,-106.41923229927318,1
F,Other,None,111.3986354065135,36.97764525933672,C,103.56064539867553,65.58411643754033,-52.23543989190169,0
F,None,None,-32.04868792713528,15.968606464339413,E,11.555949477041453,-13.995129577360208,42.56776060291493,0
Male,Hindu,No,124.0913198977534,-32.07801625493107,D,28.565236230662965,-77.59625701062038,-68.36849017766406,0
Other,Other,None,-24.451039955241175,20.730688354179758,D,-128.89941994123652,-39.86109661040278,43.10190587719467,0
F,Jewish,Physical,-35.270496565428424,156.21270134051792,A,-13.812977172710085,178.52715293500498,83.69567910377478,1
M,Muslim,Mental,36.39453423956232,129.15140635865876,C,-110.00458155320443,26.64733771949922,29.529557827906704,0
Male,None,Yes,-44.380975235029865,-57.745693771563126,B,-1.9583667012035282,147.20526074071648,-184.45301086217634,1
Female,None,None,25.885689601861152,-190.7232379278914,E,98.77648800736895,-33.99215167692024,57.84421465359906,1
F,None,Physical,26.02167788833884,63.191277449973846,E,-93.6780238783515,-201.1745229099617,-131.9409970694809,0
Other,None,None,-83.97617793392051,-11.94327805495529,C,10.95536613367499,5.680268277859663,-120.00421835346667,1
Non-binary,Christian,Both,-35.7906893339612,-69.07115054669075,D,84.82158941811736,-23.471910587283272,21.818353951283555,1
Female,Jewish,No,29.49940001655349,-3.2188700015130647,B,101.84176100356035,-132.69281585741618,1.8413157294079674,1
Male,Muslim,Mental,-89.78530009265936,-121.29647163574278,B,43.91635294641203,52.615035438314486,156.54891266088106,0
Female,None,Physical,84.85986756968337,5.60756129887766,E,-18.561976391716417,-157.22215600980175,41.3006783327107,1
Other,Christian,Physical,-84.39351341359928,125.7525427695658,A,-11.322448891846042,-102.55962133063,143.24542401584452,1
M,Hindu,None,-73.66289907040644,12.678355637407671,C,-214.61498189995808,-112.89013893511519,10.673202736343992,1
Male,Buddhist,None,33.4529560446135,75.39992153439795,E,-195.095247361271,110.50601104173316,67.40717843180497,0
Non-binary,Buddhist,Both,76.34577205606627,45.300314192039856,C,195.85541279790937,-146.6995841027304,-9.774762310582867,0
Non-binary,Other,Both,96.23383305901307,31.693975599740664,A,-70.09167171053106,-89.89018465764097,103.42692854039754,1
M,Muslim,Yes,-76.18608621569145,-3.9668541750091553,C,86.13031565076543,-78.81885393437317,98.7164477928721,1
Male,Muslim,Yes,-51.76187800433332,82.14494899489459,A,-58.326034255765414,84.81659594751896,194.3955573351542,0
Male,Hindu,None,-55.62353806680539,-64.32069904950376,C,31.864998550352112,50.44029428909877,-139.9680836010573,1
Male,Buddhist,Yes,-145.57147860810818,60.88698660050365,C,15.310476672901904,-43.407764867324545,-30.52539851177419,0
F,Muslim,Yes,-38.2146110479537,-125.21079251584905,B,-93.47551080059104,122.82294316090389,-85.95807756840392,0
Female,Muslim,Physical,-2.3295382937968645,-10.347600291951418,B,38.55299123777406,98.58018208763308,-142.71563494008365,0
Non-binary,Christian,None,-53.740825762726985,114.55736339311267,B,33.75911757609975,86.3125612532958,-212.53257985358852,1
Male,Hindu,None,27.91880342497528,-85.04001431197206,E,-75.1096302204256,81.16668493630267,66.0347267686624,0
Other,Hindu,None,-3.1146092460190262,-314.94749193095146,E,-84.90849839316176,149.1547300164556,3.9231290204747937,1
F,Muslim,None,-236.5263871487705,22.36751124876536,E,86.23701941454694,-36.1975583736395,-82.64106439472029,1
Male,Hindu,Yes,-73.65013386435497,-49.10750563866512,B,20.579788790700118,34.076500601991036,18.736176762346762,0
Non-binary,Muslim,Physical,-60.326458603719615,147.97604939458216,B,98.92210998345755,6.274847365400819,136.934872977068,1
Male,None,None,257.88144845637714,149.446270914211,D,-38.52634419550227,116.4395479475175,0.20924413949341392,1
Non-binary,Other,Both,11.354564343107832,-28.664531924353753,E,-23.120132174797597,-159.2848300261541,232.39697730476817,0
Male,Other,Both,-100.56415640153496,-55.72292222093701,E,-135.41124953613263,21.969126712699605,45.216089785595145,1
Male,Hindu,No,123.07199280935659,-9.715406358158043,A,152.05275781022144,158.82325085865108,-101.48499763687578,1
Non-binary,Jewish,Both,8.958741905678092,-17.978158411025078,D,61.16277619865913,-118.8451041649,-106.23726658747286,1
M,Muslim,Both,82.32020822119416,179.57258745169585,D,-13.858973158439328,89.95917776902402,-41.61116916811201,1
Male,Hindu,Both,12.61139953020175,-134.13697600172844,A,72.56995495342956,61.78046343017497,-45.124063610825665,1
M,Other,Yes,107.92770608245006,-18.164658489492645,E,-0.12594630620825492,-7.499370815241038,-72.20371451080304,1
Female,None,Physical,30.591879895392204,-120.1248380631134,B,40.67649061599884,21.073183028615418,46.82918476777262,0
Male,Other,No,67.77717530042997,103.65539084582531,D,173.2027625268959,-59.19678939109565,-82.86072180752886,0
Non-binary,Hindu,No,-23.999385541257524,13.394866151860422,D,-12.221540473940461,151.31489088276524,-7.806467719138833,1
Female,Muslim,Mental,-0.221095612958941,-99.52334849515535,C,-108.26808182781924,62.76696142376023,168.64241309793863,1
Non-binary,Other,Mental,65.83105912221018,87.71233339015345,E,37.444699824734265,-18.411584747382026,-42.217656973187026,0
Non-binary,Hindu,No,169.54105289629516,-166.01396870892654,A,-116.02996003931455,31.967788074279685,145.8185405920722,0
Female,Jewish,No,144.26311330275666,-51.29147806522646,E,64.16271502439865,418.0573963603218,125.94600621244831,1
F,Other,No,124.2426415845149,-154.65647048694854,B,-214.89892090529827,3.0763269318341377,20.404404642662804,1
Non-binary,Muslim,None,-66.16252318624318,-108.93667417523913,E,72.17918011244346,-31.38020470721704,74.28183792322726,1
F,Jewish,No,47.776480213349835,114.02443547389758,C,-38.64490801554965,29.70449568692931,-18.693706802273525,0
Female,None,None,101.46702940179864,-1.897470467951449,D,11.866366875878551,-5.3107095932150035,-69.06806413675308,1
Other,Other,Yes,-167.27600966888645,-43.704262070177634,D,17.164491208300728,75.22534546039132,-145.5862663419005,1
Male,Other,Physical,-14.583409479707848,55.155751228208004,B,61.584106632651014,7.248071428029972,-100.52685547654248,0
Male,Other,Yes,64.35542233184503,55.37669694556024,A,-12.643920226392394,97.38521859731507,153.10054664378922,1
Other,Buddhist,No,13.384812595666517,131.1416804166946,E,170.70973956708164,-164.9336018383707,38.76842262953348,0
Female,Christian,Physical,-66.20362296092046,133.7219843280238,C,82.45586988933995,73.32276465326267,-132.4768802661037,0
M,Christian,Physical,20.522345143484987,30.38406612013401,E,88.47954775726667,25.191191515183135,-218.9671316216446,1
M,Buddhist,None,88.2986635234954,-32.70059863517024,A,206.77295967623337,-67.69472701149557,61.843237310650764,1
M,Other,Mental,45.31647381362406,132.53226746811845,E,-5.102735923531078,-211.69651113831648,-122.48610544506222,0
Non-binary,Christian,None,211.64515756741355,-182.56138898113232,A,-13.395501055618695,-91.99595155101214,19.245635076697525,1
Other,Other,No,101.27368487794486,-53.063267136374606,B,-76.17589276500567,-18.257069273356766,34.78647994590402,0
M,Hindu,Mental,13.699485678743976,236.54121748836837,B,54.921193522233494,52.913445972995085,-74.18092408761406,1
Non-binary,Christian,Mental,-38.596679418189815,-145.24480327137502,D,108.55186938266179,12.138398685226983,-7.726927110051072,1
Other,Jewish,None,75.62094971723758,-106.34816873215243,D,-264.47291619645273,49.51848278925202,-51.177269483422435,0
Male,None,Mental,70.29235379379057,-15.505934841182794,C,-17.04035124453116,114.55508114592277,-65.64784587607734,1
F,Jewish,Yes,212.86145302696772,4.681050812893284,A,40.913744030594906,-96.04108184067283,-16.18544801538995,1
Other,Christian,No,-49.84515092784401,80.03089261413182,C,-119.82666301814871,108.27678181920636,-2.1328659786886326,0
Other,Hindu,Mental,24.662804775206638,-34.448433586554685,A,-43.688249310839424,-73.11633515288085,100.55028301574396,1
Other,Christian,Mental,113.46736839777796,122.38763583251881,C,-113.44063559503678,6.677842948934759,21.623411542940822,1
Female,None,No,205.8574547043452,-27.75721874639571,D,-96.79692268351626,44.2258357518371,59.88819687009788,1
Female,Hindu,Mental,54.95362483619128,80.40600911216144,A,-18.184811704824767,47.041283638233935,-98.77175994332396,1
F,None,Physical,106.67569065852376,16.375216814469084,B,105.63296532261954,41.682251265323636,-74.08402818277492,0
Other,Other,Mental,-143.52837557853294,63.822955660384636,E,150.84646864511174,159.52657327978227,73.57531468902026,1
