SEX,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
Female,B,-135.52100977811307,E,32.02652496583541,-18.024570498981795,C,52.053124555825626,B,-97.71347507140236,111.54365927341385,D,A,E,D,8.589648785886004,-0.912308578953346,-84.85542303010347,0
F,B,-118.07191349692519,A,-73.49614690906235,0.559944305595535,B,-3.3346832990170467,C,-238.7831860770276,8.855031454142766,A,D,D,B,-268.35742864677957,-57.16686152136962,-58.37098938587477,1
M,B,-14.529216151156662,D,-19.706162795000758,-63.62989263471711,D,-94.97799152100811,A,24.414812948304917,21.689613514026387,C,A,E,A,53.471510949071565,55.6876582479897,53.31204157701759,1
Non-binary,C,-35.93169072720679,C,75.7647005382475,-203.31631733038967,E,46.367707771716546,D,-176.55650295123615,62.973652209964484,C,E,C,B,164.67869777712025,6.788135075044395,-20.66629711184253,0
M,E,-118.21720968771837,A,6.153268660638108,-106.69327857853752,C,58.32029130022375,D,-174.5500108804481,29.43070751412718,C,D,E,E,-237.75174884062747,-209.10465341163837,67.76897144444136,0
Other,E,137.67858654186972,B,82.33630649780666,-22.67843228474912,C,33.295690647128474,E,170.49256790380574,92.24669177431016,C,E,E,B,-10.190885737279915,177.68553546494314,-146.80677647283568,1
Other,D,-64.71817004286982,C,84.01817820841862,135.51260356182325,A,39.821642562889345,E,-103.43446014672814,-240.04248174786733,A,A,D,E,52.890463813165425,-69.02234787673339,-28.336590357968312,1
M,B,300.65729677645845,B,-62.23204217561412,127.2128876615351,C,26.806879447852317,D,199.0660662139309,-66.75468795989802,A,B,B,D,172.83000552279256,-116.89739471966388,-3.2625407174074397,1
Other,A,-36.88783686830414,B,201.69401057054674,-8.040906148572656,D,184.40669114839923,C,19.749572299526115,-67.72837867769184,D,B,A,A,-17.22170763023806,103.64402999049358,-72.21620245395243,1
F,A,123.41855807024795,E,-44.4870626897741,-118.12264465916653,A,151.65067058473662,C,-30.967895958442345,-23.419571619136427,E,E,C,D,-85.98592899066327,-10.28904815835724,140.1154476671708,0
Other,D,175.19858800969212,A,-183.3359261220639,-70.35596898249703,D,-48.363364790483196,D,-215.69750217250476,-37.27856342558152,C,C,A,C,142.9666728101447,-152.00981493316624,-31.17193426362806,1
Male,E,144.58731752249508,A,72.45107713228902,97.58193375603675,D,90.58623192591138,C,-37.278322894166905,-152.21690399001076,B,E,E,E,-91.65911222283137,-65.92318876162173,17.496968246684546,0
F,A,-74.29405064193972,C,-77.73617827292901,-113.24432915831525,E,36.85578380702418,B,-155.6293708136407,87.22949885488288,A,D,B,D,-7.69936640053923,17.775693106404788,-166.51459666914576,0
F,E,-33.74379236445467,B,107.45460553067498,70.47352118915072,D,85.82590750204609,C,-63.33904805173305,3.7455664484390714,D,A,B,D,11.406400163981631,-63.53452611433493,0.6521512125981589,1
F,C,76.26329717531438,D,-42.01582929270211,-110.64825579919453,B,235.9860784175099,E,-81.00065739758958,-24.070709786267162,E,B,A,A,-87.64466871599735,104.68415494329841,-72.81678127023784,1
Non-binary,A,111.240232434091,B,-0.7661662685129639,129.81900192809508,B,89.93449766323067,A,100.30682255571112,87.15112192022616,E,A,C,B,-198.64510419249356,5.7585262004946065,-91.43463512630335,0
Other,C,-119.89510444100165,A,30.40496327171871,44.130960557836694,A,-219.74612149990514,C,141.51077886954226,-64.24982644716916,E,A,B,B,-86.06037252488548,-136.44818686247373,12.238754843097588,0
Male,D,168.96157684600755,E,24.718999946219366,-182.3883619005804,E,59.298487825024296,A,-105.11962711085721,-19.806910656660598,A,A,A,A,-108.18243491593063,-86.58864211536194,94.23367281102941,1
M,A,-212.89634783730534,A,-232.4344556856965,40.392241103339046,C,80.99649678377922,E,-110.79569540704685,-13.397521620759534,B,B,C,C,-6.229955982665977,-17.006789147905803,7.922798173802089,1
Female,A,-288.3103892730752,D,-99.6805140631564,-86.5056018528873,D,-10.296795170911322,C,216.68722470105175,-87.3710630709759,A,B,A,C,-9.697625701824014,-8.615832730373537,38.58708466172719,1
Non-binary,E,82.29651234795351,D,-19.72905182877769,24.549556936614056,D,-123.03190585788859,C,-114.22863451356125,-104.19273667608992,A,C,C,B,-101.31135631172701,-56.55507640779288,-144.0113849239675,0
Male,C,-69.00995949865909,D,-140.9636272211692,-89.12296209408639,A,-68.67663629128687,B,74.77261124297361,101.41106832604918,B,B,A,C,-47.77265555369023,-207.03234269106156,69.58846054003192,1
M,B,-9.875903394920819,B,83.55340095465046,-90.40033438632004,A,193.69844651169234,A,-88.77385219172879,-12.638981144994837,E,A,A,B,109.86433591726612,117.42251549044424,27.97844833530319,1
Female,C,127.78025394763961,E,-8.186756655709093,-274.48825243967747,C,-106.24417483814874,A,22.680206027632355,-70.65122932845486,D,E,C,C,20.74256713246547,-63.273932996979035,-52.70068299943686,0
Non-binary,C,52.543232274772045,D,120.45594401426717,7.875765627194839,D,23.34056291321919,B,-22.195052269472253,-65.35057409592852,B,C,E,A,7.922403186220718,78.0072660327993,-77.08813874609598,0
F,C,24.818968990046823,D,-59.996591329485106,97.70958374870214,C,32.459695497540054,B,11.504509817814839,26.86233000569147,C,A,D,B,-30.14077970960613,-80.38186110613543,-42.46339788060649,0
F,C,-102.55251336637339,E,-7.590166292735303,-75.21974526922783,B,93.92373485293422,A,16.514204962949695,-62.95359138925305,B,D,A,B,12.226596422576673,21.1278494197808,134.16392996526096,0
Female,E,-22.042429305767925,A,-81.53623321664554,176.03747846266847,C,10.189082098663285,B,-97.81203849995151,-8.858411056585506,D,A,E,C,103.87328814189661,-17.065140121270492,39.01148466101809,1
F,C,-138.07979605046782,A,-48.03995674442906,33.32440215224209,A,-53.41170300682955,E,-14.006563037014965,-25.345921931117417,D,A,A,C,60.91770875257756,-24.291152020770472,-9.496978695999072,1
M,A,-19.115372828362396,B,195.86654369099216,31.2994810199832,B,-30.991491182551716,B,76.5413980630469,-41.55185999768929,C,D,E,D,-15.844891466612781,242.79236232469233,109.84993587655435,0
Male,D,32.38746470637141,D,-12.866298756249492,1.967590905167798,B,43.87536638836378,C,-22.877999367739324,-22.402289273738145,A,D,D,A,138.47119822667673,-1.7415533932085108,186.31548102192735,1
F,A,17.127117140542115,E,-38.13572011300606,95.40162524792812,C,-17.045246156353105,A,-142.88836205868475,-47.41791538735241,E,B,E,E,56.12044783186357,49.888002980533244,-185.69113321873354,1
Male,B,13.70326544334446,E,64.30469527018035,299.4159747630327,C,-49.33183997754986,B,98.53042305452365,25.09454941387725,A,B,E,E,-3.283618704841525,-60.63898837116407,-66.30625701582127,0
Male,C,32.782779132225336,D,-13.608120952520883,-96.42260619705239,B,45.1506548654836,E,-82.43737529813603,204.4513370222367,A,E,A,A,-47.890926094690705,46.20588994208053,-12.604639672175047,0
Non-binary,B,113.71361018328383,E,30.815091120610965,42.265063301245654,B,-53.86806144128975,B,5.841491149652177,122.71902759505187,B,A,B,C,5.810439964187697,258.78731575859473,45.264584771759466,1
F,C,-56.151802012529295,A,4.264529093310199,-28.145083279824735,B,89.88993345720712,C,-137.33066505520515,-153.59757319570562,D,A,C,C,-3.528575738720302,-59.68421135474424,-50.6533721678442,1
Female,B,-45.698943355330805,B,-19.26425097337343,7.634131088851827,E,-1.651919215476247,B,-40.01596671748383,25.640296262732914,D,A,E,C,26.33822860993543,-102.14740047501347,-24.057417156250818,1
M,B,35.653301332772465,A,241.51920913567636,75.72166359427341,B,39.38133455138097,A,10.748449933445675,21.501641817436496,C,D,A,A,-3.4700244947231034,230.7454222422392,-215.72436465264317,0
Non-binary,D,-133.92299896730466,E,-86.58207155524374,-90.65719121446595,D,-178.907361234959,B,-112.23416912706156,61.57547398011859,C,C,E,A,9.30668247672039,-120.52238598801002,-22.975378748829296,0
F,A,85.50984909147708,E,-25.822427731662945,44.681722705913515,B,86.4381077663482,B,118.28665547263888,-2.352111878757901,A,A,B,A,18.12235776836647,-82.17461134450814,84.69316635078525,1
F,A,19.072230213006016,B,74.38085747503902,80.49944576219603,D,104.92984465413922,C,-42.453016707755005,6.799145760660133,B,A,C,E,-11.262444942726137,72.66151944893136,11.394061879882123,1
F,D,-17.16384669743343,E,19.157159141936354,-144.4477742562508,E,-192.89369334942256,C,-80.24201433188442,-138.86318483435207,D,B,C,B,-233.4484428897536,-176.98465674595664,51.33630578145291,0
Non-binary,D,24.71420797988253,D,123.45175236039383,81.23676152642376,C,-126.75571468081795,C,81.87546294164038,-31.8788222033038,A,E,D,A,-7.772713441278357,-107.9179713051619,7.324598446840559,1
Non-binary,B,48.09309027530046,A,-1.0560084943651342,-12.424184002652241,B,-70.89372407821564,A,-164.50118468059753,-117.2776516212209,A,D,E,A,-80.50664444074467,260.7395966681266,30.398293771668712,0
Female,A,135.87024155599465,C,-19.396836648283507,-91.62266583893744,C,20.732054528979177,D,23.200176520162504,42.62731878952496,B,B,D,E,-108.26724334606838,140.73195480327982,220.8703250926693,1
Other,D,181.45233971810265,B,-67.25669492668516,-29.642979865481255,B,-87.1131278583244,B,-137.56789215652964,42.93351559991198,D,E,D,E,-210.66629516466392,183.20365697547757,-23.663291496132704,0
Male,B,15.173551941086986,A,38.7137790988387,72.24031893101083,D,3.2141400280055112,E,209.2887967667389,18.045799130932373,D,E,C,C,-115.06649747176712,-21.072613996168762,-81.79279425092605,1
Non-binary,C,128.05834231781765,B,-57.59567867786423,5.593151396978338,A,-154.53651234612914,D,120.67698971211715,-34.15598886046284,A,C,C,B,-70.46642061267875,-31.659951538846187,16.491343725752774,0
F,D,141.2070503099426,E,-58.47700632907904,135.08409845682675,E,-28.87181321689693,E,-147.97878507142573,58.46959085757708,C,D,E,D,100.48415174944863,6.5606742444569655,-130.06194817409883,0
F,E,-18.010641184560328,B,-99.24668224514652,5.427295264795681,D,-42.37776825531533,A,27.032272778882373,41.94621032872887,E,B,A,E,119.65723794340803,87.8035309459894,22.108292913734847,0
Male,E,-48.14821955675811,B,86.96199607848976,-154.76112477124855,E,-169.28096871717983,A,-172.77756200464498,-138.10835640032278,B,D,D,E,54.4709834240643,84.79827125882699,-130.3665156491998,1
Other,E,35.58754996764533,A,-122.67364636305314,51.59197374034712,E,-26.502371824087945,A,108.05068576298251,-149.35680562447345,E,C,C,C,184.72991402372466,-74.1567009209551,-114.10523705865474,0
Female,B,-108.8661912853144,E,-47.40606912158877,-50.267397807943595,E,-39.70272908737937,A,111.36499278016032,110.57806356563142,C,A,A,D,8.776672488155922,157.18515907025912,88.05593298045123,0
Non-binary,B,72.09442779917738,D,107.68005884564849,89.28308018041682,D,-28.862151341737707,E,23.634869465147474,-118.86473115262571,B,D,C,A,-22.381312180250383,-100.80072217257606,-115.39274147369139,0
Other,E,-97.62191924103898,B,-53.888955035195565,-109.0971033959719,E,48.03114639072943,C,-193.02385936643404,58.717664235831535,B,E,B,C,-220.24020926391526,95.5387884854266,-15.062845536384575,1
Male,C,-44.71449935241385,B,37.629304664553864,46.42044164303913,D,213.18150326160347,D,44.11326867927677,-95.42947287242565,D,E,B,C,46.82800715886109,44.09522518889415,-175.3284293582248,1
M,B,-68.94774050636698,D,16.342095354533402,-195.9689394128706,E,38.68476637148006,A,-22.37534972303189,-56.62577037400972,D,C,A,B,-246.01422065184684,-7.1158920105032815,-34.709617925118955,0
Male,A,-77.5100484075616,A,-14.249182065361813,114.0411022506019,D,148.59532105787045,B,-13.51395465479867,-75.0707738611165,E,C,D,E,-124.03439661267859,59.24510064917523,92.51096256207767,0
Other,C,-94.53484807173209,B,3.1792007243518743,5.356494355768612,A,60.76997064526726,C,13.452750451434017,-24.310338076009366,E,C,B,B,-121.41874679811748,-36.23468652079548,-36.87698886021528,0
M,A,-129.66133563854385,E,161.8315263826214,-12.15113206935713,B,-21.243917239949752,E,-39.67308089747568,-120.1454309429781,A,A,E,D,-17.929259384430964,2.723319597583224,-48.13546101104662,1
Female,A,38.97386946856991,E,64.38689963432144,224.97948568046385,E,-156.70943393886444,D,73.26078452392014,-50.47750786617512,A,D,C,E,-60.13040134126209,238.70443341507973,-11.393019776669341,1
Male,A,-66.9083495048416,B,42.743692890097805,-69.83367119610506,E,-40.72986505512572,B,157.78851904950434,248.50921842378085,A,E,D,C,38.09307237579025,57.243346384788595,-7.034421862113001,1
F,B,-54.94352725045791,C,-39.874976068414135,-2.225622711943159,C,-158.45312505458188,B,-11.610710137271871,92.36182206296043,D,E,D,D,-42.698469465704356,-6.783493083089959,126.94458405479364,1
Other,A,-17.475676808175102,E,12.919962094639963,-157.38375882773298,E,-209.59795118239458,A,-24.137471556913063,-16.130133667265063,D,D,A,E,-32.21913084217038,-65.52151717163508,84.08659160996183,1
Non-binary,E,-97.0755496025537,E,182.39625336438183,58.68086437881688,D,134.11351701030517,D,-17.904613693352786,62.88956508458396,B,D,C,C,-29.08114122726747,166.8722132914018,135.70959372160866,0
Other,D,-90.32277488692453,E,12.468922045747442,34.833871644483,E,122.34257717510053,B,-8.779411957502841,-132.1617792273733,E,E,A,D,82.07636914331043,-40.732300518308904,-73.22754199286668,0
F,A,41.552234223947934,D,-159.97197524565857,-164.15573679705037,B,119.78961031412396,A,48.97533262467315,-88.12447683926517,D,A,D,D,33.80595721329787,56.11979867935102,24.91860265953279,1
Non-binary,B,108.6272529233408,B,120.27089507167187,-24.50266414892117,C,90.46166550484999,B,97.45102070109236,48.99067848340384,D,E,C,E,-100.91110262751744,134.98441966283767,-22.847524916037337,1
M,E,-140.32302801576415,D,105.19165604153183,82.24784528295035,B,-163.63020189281377,D,24.990377944016544,98.2970319443476,A,D,C,D,4.0615682094593275,39.253591210548706,76.09374552694148,0
Other,D,-118.54432696078206,C,-138.17163237412436,166.9312969797247,C,24.601451096545272,D,110.93549835863699,63.146953617391375,E,A,D,B,71.52214983422975,61.73937975549067,176.40302865716916,1
Male,D,62.31613816499137,B,15.608576121101974,12.059281606340338,B,-29.583061013190626,B,77.806551609553,-57.858818573412485,C,C,A,D,103.87102395540681,-96.95550903462198,66.64063275934177,0
Non-binary,E,-48.189403804372326,D,-126.82798306610528,21.094594606413413,B,-157.07041041575496,D,33.843976468018674,77.04966869455896,E,C,C,E,60.33824230985771,123.68570647453434,41.38011685457691,1
Female,C,-108.42235719737855,E,-12.113601740364496,-21.23296106334757,B,82.40790642432025,C,-38.58568815482218,45.980470505537966,B,C,C,D,-120.97365914818981,-174.52445000736782,80.08837394019179,0
F,D,42.097373637172865,D,3.7860626419810814,153.37864879975913,C,-45.04202302396975,D,151.15209101284483,15.560813540812685,C,C,E,B,-77.06992524989424,79.0476435038364,84.14912389949437,1
M,E,-105.88584552253089,D,83.9785382703928,107.67263192716965,B,-83.87164168902443,A,130.7611917512336,-17.017204944853795,D,B,E,C,-25.815529327593556,128.06911540378889,21.904372171369975,0
Male,E,17.58221427190213,C,-143.36365331089996,68.28125158529814,E,89.86587067035464,B,228.0951452351192,-12.74458030669203,A,A,E,A,-4.707417344548745,10.530564474318167,2.3950069019605826,0
Other,A,-38.43256278693684,E,-38.011208156028985,14.875161203893384,D,-176.41455504757297,D,35.755980111099284,60.11095099345049,C,C,D,A,105.58722353030498,268.68925287937554,-2.6119150541834544,1
Female,B,11.286025926219624,C,-13.675539099443867,-140.70255873586385,C,274.3214819118692,E,-112.34470703453398,107.43824527197481,C,A,D,B,83.68311861665754,-134.43779557817984,37.26749506861782,0
M,B,9.497082183773644,A,95.69352011548882,-188.80666445223886,E,112.51925666848932,C,59.13859153111285,2.7794389010202667,E,E,E,A,2.6564377471271965,77.60468909563356,6.072698234300139,0
F,C,166.6692200296985,A,-106.82118587779922,23.281543126514137,C,-114.38295491751185,E,50.6807671598205,93.44009526397541,E,B,E,C,-143.98321911236434,-41.552549288524354,-110.82215700829494,0
Other,D,-176.80479402341987,A,11.490047161246245,-39.93280773500157,C,95.65247566372528,D,-182.4361791585885,-42.54771709408861,B,E,B,A,278.24679113701814,129.9810437845386,52.85395581908973,1
Male,E,57.49013915891009,C,11.040062769571941,-9.585814576391142,A,39.972797647228944,A,49.8526035092813,20.518781071377365,C,C,C,E,115.59184127958304,-6.616221238574971,38.278635211276104,0
Non-binary,D,171.88975394548655,E,61.31524820396164,-9.252622210273524,B,195.97455408133214,D,-247.29340587058618,50.95606237415918,D,A,C,C,-88.18578632795912,109.34704547054646,37.13310063735935,1
Male,B,-105.31235293942358,B,-27.733004454128313,28.859984851133564,E,-51.95879399285869,B,-19.641308693549664,-42.797522087648524,A,D,A,B,-28.55883361811594,27.942723211722324,19.822422147397987,1
M,C,-36.22572758675049,E,166.94856627384056,168.39124362256155,E,-0.9173908266188571,C,-27.989577728454094,-106.46505042569588,B,C,B,D,-38.01718270672314,54.746351118580336,-110.77004384878275,0
Non-binary,D,-69.99524494767931,E,71.93980638909623,34.96353568453199,C,-45.76777137944586,E,29.17677933588806,18.754583864850414,E,E,B,E,-212.44954352866117,-139.0881822075598,-36.976067330619905,0
Non-binary,B,120.4479132470183,D,10.19379890122564,30.31161195807971,E,91.37204536740275,E,44.502909640622065,-146.75705222247572,D,A,D,C,49.44767317080893,-129.14969743262014,-77.29596571626838,0
Non-binary,A,-14.548311044924963,A,-77.391847439526,27.89736712139279,B,123.86930701902953,D,-133.21721257177302,12.394477024703479,A,E,E,E,108.83999698924553,67.45411448952586,3.3936399965519186,1
Non-binary,C,61.71446066303462,B,-75.96887433436177,0.725757530668378,B,-18.3273471406799,C,-100.78180812069459,21.748530716642346,D,C,D,A,12.11960095756363,-149.23284054447961,-14.292143020132036,1
Non-binary,A,79.35932885341843,C,-194.06896380287256,82.42153564749071,B,154.579615025252,A,85.00294442518552,86.99588750220207,A,C,E,D,-116.30576431817181,-16.89491789566502,-3.8590943566666205,1
Non-binary,E,100.29427709432998,C,-31.95084946987764,27.037216855201795,E,138.04426481974696,D,141.3484926540865,19.701412690642737,D,B,D,D,36.982530901090826,-61.196638284431536,-7.028127978363109,0
Male,B,6.291303405024948,B,-44.17365480311544,-239.74627728931472,D,53.56131354285635,D,-140.21522970011185,154.7019149268337,C,E,D,E,-54.809462093170936,-5.392067725991138,39.06641221092474,0
Other,E,-7.701187304828324,B,-50.121626412317696,2.524137517839395,A,-126.63678561253447,B,-41.15316151393942,-202.82818178623634,C,B,A,D,84.08579703477726,36.69004319976178,89.7988247044387,0
Female,C,-19.138958863161065,D,33.58123388735695,-74.15139688105556,B,-63.22301909897586,E,-62.53823630470738,92.8596247142189,A,E,C,D,142.93322304062613,53.40351841765033,149.71634753825143,0
M,E,50.281219542225074,A,132.10063603562133,-117.47782924586714,D,-109.97067796086175,D,-82.17705587166424,-110.14437770809555,B,B,C,D,198.30978078977955,-73.4697011962883,-53.76953804326874,0
M,D,-60.60516814611911,D,19.58582974965854,102.3881495640338,E,206.0722538628491,A,79.71370265866238,-89.26117508472821,A,C,A,E,142.4322761555581,-31.41670813136606,20.046164399001704,0
Non-binary,A,-185.05933006789544,C,16.05815053518978,-11.148465586300233,E,37.25539636658107,A,-77.29001806118677,2.6536552069515067,B,B,A,A,1.34846505594451,-191.02003708537222,52.96571363058186,1
M,E,-81.0952903197798,A,-90.74377347214727,23.923785345600674,B,44.653985272917765,B,128.49127151639456,29.64812005290529,D,C,B,C,39.437552442197685,133.26785354149771,-13.136664309000215,1
Male,E,-84.5412056087171,D,21.457576842116175,14.215554963248934,B,-229.42942370838023,A,-8.015538641007058,-54.84893645491466,A,B,A,A,95.10937495655762,111.9848113678203,132.53518541021117,0
M,A,53.05083243859815,E,143.02658645907132,-61.64613520039299,D,75.73693743226953,E,-122.10140322311507,52.21271739725803,E,E,E,E,37.12178175325028,-17.27788005748694,-74.94823977362702,1
Female,A,-2.133829773003836,B,-170.7704825476031,124.44773188359545,C,29.112783533912236,E,92.0006403802937,37.112915846979064,B,D,D,D,-137.8377777491118,-27.594609403722348,-123.6125384947243,0
Female,D,104.80413880355526,D,-49.03798935791267,45.29297464275297,D,-12.367344174585499,E,-123.76823961141226,-41.82104291746047,C,C,E,B,54.47125494390783,-115.84748138203915,-11.570843190741762,1
Female,A,102.10969136986314,D,-6.104430895769865,-26.756273904951595,E,184.32748489766976,B,-0.15911283933662193,7.511462660607843,E,B,C,B,6.703021220482684,80.11120977548131,47.88383297218656,0
M,E,-132.81214286345076,B,-70.4331814109747,142.05439754999563,B,21.81337631280788,B,-65.69234953998541,8.046081107672778,D,B,E,E,-33.86937239176753,43.989048153349394,31.393982619034354,0
M,A,160.49039715616547,E,-55.17452596671464,16.789694204754284,D,96.07710302723439,B,-46.221569287080996,-139.03690958488474,C,A,E,E,-124.32703997898315,7.137406215012822,118.58487361768653,0
Male,C,-70.68924060468468,B,74.99995319478317,18.27948421459879,B,3.6575915094553824,E,-98.70937334300763,91.34573487292079,B,A,C,B,-48.44919365582028,-29.32506791805323,160.776839902001,0
Other,D,-17.42152113016705,D,-64.7737461628226,80.6025477299243,D,112.21558558775016,E,-102.69424427021141,-76.69367044680226,E,C,C,D,-90.79548114093907,56.649785016518074,72.69692373916726,1
Other,B,-37.849438076255616,B,-232.9013523828296,63.688120270500434,D,-23.5242066273641,A,40.982822686125324,-189.21781120593423,B,A,C,D,47.098798491973874,-92.76265485513636,-122.13168769540164,0
Male,C,-76.807612936877,B,159.6347122110392,39.99164877288454,E,144.11897307122462,B,6.871460789356852,138.07602100972082,A,D,C,B,85.05316161685698,49.64233617553856,25.130233677137536,0
Other,C,4.209983850582144,A,-81.15721024712211,11.523151437995267,A,-3.501428441947373,A,-69.07596735651478,-147.9974599697173,C,A,D,C,1.3218433955614501,16.44709493177143,-77.67306253903593,0
Other,B,53.2736631567049,A,-79.62747039122232,-9.71949107053313,B,19.131122286574122,B,-162.26789602670488,-52.63675809262632,D,D,C,B,15.721611281673962,86.36339793038847,211.17136815344483,1
Non-binary,A,181.026566168087,D,-83.75295241219224,-63.568321812628334,D,-77.19828035628363,D,-116.81109138575843,-20.188208662724414,A,C,D,B,13.109922378890431,10.350464572475616,133.28942796672314,1
Male,A,-134.45412154837425,E,46.559952657923446,88.21846882359591,B,-15.118335549643025,B,90.528953570943,42.05338069938406,B,B,B,A,44.86618507834113,42.42903183972728,41.014060600948575,1
Other,A,85.59918609145731,B,-16.74931556368861,-43.05141789064316,E,101.43027471605626,D,32.84173771753874,48.31364154190477,D,A,E,E,143.14651321943091,-60.60741524615687,31.280892341769835,1
Male,E,-46.11089536145046,D,21.253920377313037,15.707668231912894,E,91.54327781577133,C,-3.605505973196186,-70.86268720284102,D,E,A,B,160.52274729995867,139.306086930798,139.48185355832067,0
F,E,-210.2521332589781,D,74.32527465780593,179.51404363808263,B,-28.530915320898014,E,34.58967428056255,58.55870394073761,E,B,E,D,59.11989535341304,9.578877617197538,-168.95113002372986,1
Other,B,122.01061176489942,A,-118.48932611901093,-42.72065922966791,E,-193.99887726596776,B,-66.62496125372216,-48.1367920620999,C,B,C,D,99.91493227283492,-34.96496012385647,86.9684980096597,1
Female,D,59.8479285111977,A,-112.39145480302393,1.3673996199257648,E,-89.37653029614063,A,-22.805771721367222,-38.911384237015305,B,C,B,B,-192.41675303640298,12.350955820165524,-115.86804907872337,0
M,D,7.505884843956569,A,-0.34415878171718867,124.6012566552495,A,-37.137911146359706,C,-59.83462699919539,-79.19276065377484,A,B,A,C,-36.03865317372028,29.000271740543887,-15.996922913987138,1
Other,C,120.43683871328604,D,-155.81392756889642,-248.96049024253549,B,-110.19248930875524,D,130.05963302704913,-208.56468494606273,B,A,D,A,-77.87561617673506,80.55992372599559,-65.03838334556795,1
Non-binary,E,21.789927847240982,E,57.97651638552409,56.85932942047908,D,-65.47583652169483,D,24.136516187202428,-21.438583968688018,D,A,B,D,72.19247504176093,-32.474982461372065,-75.39134527319918,1
Other,E,-78.01006190299985,B,-5.047453640152933,-14.01324285208672,B,-131.22376648869934,E,-40.79668957306405,-79.18306428250054,E,C,A,B,-188.89651224908516,-68.16122205565198,-88.79777176180312,1
Male,E,-29.93564411909711,B,67.77051735487991,-107.36472358837008,D,-226.40133382198619,D,159.75404844854432,117.59144045577452,D,C,A,C,-80.92793229531823,194.0997519639525,56.809205744700265,1
M,C,16.809385981769232,E,2.192378439118875,-37.385832283768785,A,165.4090807016599,A,-121.46129913131011,50.410866504683916,A,B,B,E,-80.46930470618602,-138.68047371973685,-20.406148612290878,1
Other,A,185.09333207892885,C,8.103911542894988,19.76288231656666,E,-119.26760228856533,C,109.14202144585391,-83.56680972490523,B,C,E,B,-62.23083294190004,150.19052730875936,31.123249511111766,0
Non-binary,A,-5.22170139280746,B,-7.073631887868778,-103.86299931848586,D,-103.57381018897614,B,206.31381482749097,-14.85765390038366,A,E,B,B,-32.56985203902947,22.906582640251205,193.62048728485263,0
Male,B,-53.21122742712918,C,99.90705116125568,45.543950495744376,D,-20.97871045914131,E,-189.86600391837126,70.18683465063863,D,E,B,B,-25.33697281600933,72.76132201520636,-141.85108910098913,1
Other,C,-11.074065593770158,B,-12.776500324752508,-72.34468755609005,D,-129.8929596570223,E,28.593913005335192,-103.71686862349792,B,D,C,B,-32.868458474437276,-65.92253150673851,39.07818454290863,0
Female,E,-175.7484862340092,D,-11.012616909466058,-40.05069972667232,E,-70.52121476597586,E,-8.439730616021453,24.17881722026481,E,C,B,D,-103.63722194888096,-209.79912100065127,-85.32702966814388,0
Other,B,-79.06667745845371,E,-99.2628667074345,-63.042413723497795,D,39.012780254795295,A,94.50132830339167,1.9917280019547619,D,A,B,D,38.04517469144146,-31.883610314386328,76.44108891234951,1
Male,D,-57.334637791755384,A,-43.418383985366525,-23.84648364065208,B,-39.83175739322562,B,89.62359937340563,29.561664890528032,C,A,B,C,-51.13603566437346,1.0461781794996685,80.72312349758145,0
Other,E,-13.930760439660055,A,72.835187142704,75.22330317651054,A,-39.49357526461023,C,-106.94246610882439,-102.31813940851526,C,B,A,C,28.03154948451808,121.70689520944774,-49.885481709090215,0
M,E,-149.06054954459464,A,-120.00007176887517,-109.98649704474404,B,-22.3966706551748,E,-8.702434638509304,-44.218204071374295,B,E,B,B,90.94690957022661,93.86635279604154,-103.69351640095654,0
M,D,46.73603166047927,C,100.3261247080584,114.06827575193974,A,-36.793431037336376,A,-197.7072307520543,-15.400690991409045,C,E,B,C,73.85565050319238,-68.92199635945315,38.394610938447435,1
Non-binary,C,35.246063328734564,E,-11.673400020991632,-70.07052187371772,A,158.43483232669243,A,60.58639946602917,-1.5711762151936297,C,D,E,A,-0.6561499168530536,-60.741173499067656,-192.67772607850605,0
Other,E,-116.58353454285053,B,75.1528613160637,-32.3281725789173,C,230.7203253206376,B,-60.747990288704024,54.01164677139324,B,E,D,E,23.126908583018828,-41.389365469235024,-11.061941521805316,1
Male,D,-106.4258653455881,B,-82.06485862315948,-105.16138635902796,C,-58.98814106420941,E,-51.10221207586424,-42.07464592754237,C,B,B,A,21.17704015068971,1.288627340408613,-97.74366136687898,0
F,E,83.31338963797229,D,59.043873959837946,12.31412535719331,E,233.8660508305355,A,-215.12356452750808,161.09065061740432,D,D,A,C,41.95187935886476,-86.4147205974192,-115.44890463731485,1
Male,E,75.98278613346422,E,28.185741662575264,94.79022169909176,B,84.36212673484724,E,111.68399623933422,97.05777293254799,A,E,C,A,35.66252479907738,-137.33603573490714,-76.53160340850175,0
Female,B,54.38634285367565,C,-146.11508470636886,91.52909856101371,E,87.33077953893559,A,42.43419291319914,-23.22831838893544,B,D,C,C,70.32163521516566,124.28360309186087,-134.43318120110683,1
Male,B,-74.25818090987094,C,95.67002173095317,-124.33413311520287,A,33.44299578208931,E,44.012319992392555,-79.71528016165678,A,D,D,C,60.55226237052385,224.94777179704562,-99.91870704230202,0
Non-binary,A,-99.13891065628829,E,35.38997937892105,26.340243983666074,E,-29.40984010129944,D,85.2272560749743,-39.968288381451146,A,D,D,D,-11.775751530469064,154.0413504464731,-89.69583321675148,0
