Disability,SEX,religion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
Mental,Other,Other,-118.16109701109706,B,E,10.7653391241035,E,D,-28.135171258431797,C,D,-52.43513082483361,E,91.69441895871019,179.15350588239,-3.3914356514567285,156.75053243207844,E,D,0
Both,F,Other,123.1988068440405,E,D,-34.84054973005487,D,A,65.61833043316715,A,B,89.1665154230557,E,88.93356829671369,-132.7288068615049,197.5741309400268,-75.52182954856671,C,E,0
None,M,Christian,31.34767380574855,D,E,156.46699255612097,B,A,-123.51440848075235,D,D,55.03875419319482,E,-27.091041830900814,-5.796779120729498,74.49511820698368,37.50333803648563,A,D,1
None,Non-binary,Jewish,53.839953164516686,B,C,-88.14179408729923,E,B,89.68387072101321,D,B,103.23915625488962,D,33.37170351993824,73.37120659950057,53.91609002965885,-63.25815763846343,D,C,1
Physical,F,None,100.32955561740053,B,D,33.45425543165336,A,C,71.8597331000625,D,D,-7.078738169697027,D,1.2813578790115328,69.37644004574972,148.4587242736194,-130.57052407846066,D,A,0
No,Male,None,-212.7008519963172,D,E,-27.418695471584847,B,C,245.7271358627238,E,D,86.05079744887708,E,-90.57792710615864,64.38952132934142,-93.00546702314314,207.2024520923063,C,E,1
Mental,Female,Buddhist,121.77339651558037,A,D,-6.756223402359969,B,A,-130.81606957598075,C,C,48.83330382651556,B,145.51779176369539,151.67240735107603,-161.12335201231537,13.4103305368698,D,C,0
None,Male,Buddhist,93.60148356065018,E,B,47.624163603294676,C,A,-50.02502695288151,E,D,-32.60410113226651,A,-117.4848021658539,-9.643286896769316,48.38203917519919,-45.63985131129439,B,E,0
Mental,Female,Jewish,29.707431895329208,E,D,-80.39979047461374,A,C,-21.905133897724568,C,C,-192.18812124131557,A,37.98944334328203,-142.4695440205261,-126.19776859368905,-77.32504888653567,C,A,0
Both,Other,Hindu,-43.45852856480727,E,E,-39.00223569347233,D,C,-100.47565703226071,A,A,54.79994459013601,C,42.27952393222022,-44.87226693415959,210.370891215558,-150.6670215270427,C,C,1
Both,Non-binary,Jewish,-35.216640083672026,E,C,21.06472343248053,C,E,110.4040481641811,C,E,-9.921621610930332,A,28.26498498968294,-119.2519932220725,236.98668900483432,-142.77312311495115,E,A,0
Both,Male,Other,19.785707053951494,E,C,48.80750342050491,B,D,88.90237243165812,B,D,214.11717284597432,D,154.9329319813664,-102.07908432188452,-11.8382247890629,25.2214035053675,D,E,1
Mental,M,Buddhist,75.65903333164566,B,B,267.3720761167398,A,E,103.50022628103133,B,E,-52.4743190773873,A,-156.58002018353216,172.61413532384424,-81.58287650942897,57.136311208950396,B,E,0
Both,Other,None,-56.998181398614264,B,A,147.97700638213664,E,A,-56.05644373703073,B,B,22.968380244674446,C,11.758762220480593,200.74633859508003,3.864318627812062,141.7659776024673,E,A,0
Physical,F,Muslim,57.737368956333825,E,A,-15.72831576383675,D,A,-43.75800664079007,C,B,15.15027672251758,D,-66.48801156846805,-163.03619420645612,-23.51458739549113,191.61020640160876,D,D,0
None,M,Hindu,160.40286479453127,C,E,78.41755868383812,E,C,26.08978549209296,A,C,-53.6817573985327,C,159.0580919124985,-66.2766952924235,69.3022986157039,40.00596367793452,B,A,0
Physical,Male,None,172.82361007995905,B,B,48.961427672216935,A,C,125.13648254096952,D,C,-34.76974411223912,B,90.53376783908568,-128.98185652510398,-123.28535521152162,52.607893879534,B,C,1
None,M,None,110.2184085988845,E,C,-17.376597125290957,D,E,-8.486786215732216,E,A,128.94623838682745,B,11.131585808642972,128.949051107723,-6.017522277462378,35.97857958524255,E,C,1
Physical,Non-binary,Jewish,-60.56973699660559,B,A,-160.72087578709053,C,E,4.0430478970075825,C,B,14.29959531138254,E,-18.217840036616888,-0.5939951109354096,-70.90499163847231,94.91468003235872,A,D,0
No,F,Muslim,-39.06280047683603,A,E,-79.69461342508586,A,D,189.37848539414352,B,E,-90.09981540604446,A,18.954372913584745,77.29599111287548,-142.60068532147753,-32.108834526985,E,E,0
Yes,Other,Hindu,-20.472832865153052,D,D,146.75824285764142,A,E,-132.74829989262824,B,D,199.02334507666387,D,184.9483768615551,33.57935384743253,41.05832104868863,38.877017699193814,B,D,1
Both,F,Jewish,93.5927542482884,D,E,-189.26856892211495,D,B,279.9161465020793,E,A,-37.172287308118044,C,-96.10982861932187,19.276517960388368,-26.02339456064311,97.6113786444086,C,D,1
Both,Female,None,156.90784677597745,C,D,-160.28104640770832,D,D,90.8441740215763,E,B,125.86872584326284,A,-76.1327505498194,78.09539839763563,-105.48713468579373,194.9137194775622,E,C,0
Both,Non-binary,None,-7.41917249792578,A,D,-181.69579342241832,D,D,96.94773137214084,D,B,98.62288048146888,D,42.45352416008309,27.39532856427082,-88.63798518632791,48.811261228645364,C,C,1
None,Female,Other,40.63107857800507,B,E,55.491172211712666,B,C,210.0996521839042,D,A,7.735769969540857,E,-120.0222324742696,-22.564217572825797,104.1850163011877,-63.19098220253782,B,A,1
No,Other,Other,71.4875444204423,D,C,9.368274188724705,B,A,-85.04869019295296,D,B,91.4116524652038,D,-32.94384941876718,-144.49366047203222,145.3827699677037,-75.70755424226557,E,E,1
No,Non-binary,None,146.75662871699998,D,D,-26.208288628369043,B,B,104.13811513113302,E,E,-127.0352935683444,B,-138.5189046162605,-40.478717170350535,93.94823587364421,-26.8733376460473,E,C,1
Yes,Non-binary,Other,140.2642527047306,D,E,42.15595846229075,E,E,8.588004939546252,C,D,-21.592858533852844,C,161.74904597192432,-62.873173518740856,106.25228262280044,-45.340462974424355,A,C,0
No,F,Other,-87.20749468204086,A,B,210.27839556964193,B,D,129.00433819907968,C,C,85.80722088117187,C,85.93308600743069,-37.45818563251025,152.8120636175054,-191.30130824935634,B,C,0
Mental,Female,Jewish,59.37354610496879,D,A,98.321209783883,E,C,-16.79828078284597,E,C,268.6595492263217,E,-51.382591486041996,-73.95719025654851,85.39152269211041,-78.74653393648651,A,A,0
Physical,Other,Christian,41.78137618324113,B,E,-97.14389661262418,D,B,-19.323679663574573,C,E,-204.2377909514396,A,-93.47510115705462,178.35648469187402,82.38807988627683,-121.06342024198729,C,E,1
Physical,Other,Christian,-11.99616801949572,D,B,108.2753483061175,B,D,138.03936310510923,C,B,92.35963779630184,B,85.53228907444581,-10.16071658609825,118.65799451482155,-3.906876957855539,A,C,1
None,F,Other,-71.93405385120815,E,E,66.81290889826757,A,D,-221.07244351044804,E,E,165.78988339833828,E,16.44869816856624,16.592009411337084,-100.39359829247378,-51.31628059931103,E,D,0
Both,Non-binary,Christian,5.918419617352067,B,B,-177.18698089160605,C,A,80.63147808608817,E,C,-13.635907918476178,D,63.85763204300764,43.49681026163071,-13.714498337995842,42.66042456072324,B,E,1
Yes,Female,Muslim,110.70997592529545,A,C,33.2966089375034,E,C,93.17748400711466,E,D,101.64885399186983,D,246.20602784301795,56.63143588759547,57.22941252563369,-57.61268387554278,B,B,1
Both,Other,None,-22.77412435257141,E,C,-119.39933111362235,C,E,70.30736324139083,D,E,-202.099507501699,A,-176.25806873102897,41.768448830417185,72.78824863416085,-39.06088905323571,D,B,0
Physical,Non-binary,Christian,-78.31757530576566,C,B,8.717045131302319,D,A,91.49156435638133,A,D,-95.44638163708647,D,-150.9385498610026,166.44295229384153,100.07096745672035,-115.07476839897193,D,B,0
None,M,Buddhist,-51.0854288924251,C,E,75.55604760890591,A,B,-102.01421176121117,D,C,77.36561059272414,E,42.39644158260107,-5.887526552223488,-1.0276963495024125,-114.84346702294779,D,D,1
Mental,F,Hindu,7.697240923761144,C,E,203.11660641727426,E,D,107.17126441428178,C,B,-154.8758556710764,A,-87.48998664584383,91.9191601538816,-71.8413349711536,163.90698706889964,A,D,0
None,F,Christian,-70.41389975083614,A,A,160.1409007571551,A,E,-78.39879700988777,A,A,-92.68252534142117,A,-66.89110005163096,-202.81029968634,-50.70177474050573,-38.35066065180215,A,B,0
Mental,Non-binary,Hindu,169.81168527230707,C,E,-121.59637098147671,D,B,49.165844141659655,E,D,-60.27301151355009,C,68.93676404059957,-114.34379686965282,3.782863580266461,-32.41313421618635,A,E,1
Yes,M,Muslim,119.22860908842345,A,D,-71.42060029025251,B,E,65.314332190389,B,C,142.86647494007744,E,-43.993686464479794,23.279160545938062,75.34819703255768,29.647537798344498,A,B,1
Physical,Male,Hindu,-116.7515473126159,B,A,-10.688283029582017,B,E,-21.44129446191256,B,B,26.271119312426745,B,78.79934774567741,-131.0721152791033,49.57565128702472,2.8807897128790034,D,B,1
Mental,M,Muslim,183.5260339265017,D,C,-65.8214512525054,B,C,38.32640443622503,D,A,-17.816650254003477,A,95.88119626371844,6.971486937832122,-12.866154289442235,22.247373768955654,E,D,1
Both,Male,Christian,131.93187404555684,D,E,46.66500528814742,E,B,101.82235643855215,C,C,16.878151625168492,A,260.7431635178452,-44.09088307158876,-7.127945527275134,-71.16450909569075,B,D,0
Mental,Female,Buddhist,-0.15545003050513462,D,B,69.53833564373174,C,C,101.65255133408057,A,C,-130.89962407312325,D,-40.79952965491999,-126.21658066848174,93.34693633291369,-75.14136095779061,D,C,1
Yes,M,None,44.84262733543555,C,A,-135.08515253672522,C,D,-2.539473324841473,C,D,-81.23862369047947,A,111.78470420586481,69.17490430686914,36.986424545768784,-140.61511231606383,B,E,0
Physical,Other,Jewish,-22.33590632318472,E,B,108.38784445589435,A,B,-91.88269940522339,E,A,103.6226902174085,C,-32.79346997350403,64.93047969995368,95.39985448156258,-235.56025450688605,E,E,0
Mental,F,Jewish,-76.39850542491156,B,A,-138.19027504119285,A,E,-54.3547115856167,D,D,38.5498072576261,C,75.14908529342719,-43.2429907733273,-126.34451746534907,27.003396294305375,A,E,1
None,M,Jewish,4.026583833469342,E,D,147.0111196148789,B,A,-93.30462695686921,A,D,78.45683162894791,D,-146.86453404062743,94.82036537246276,-94.56855627806591,51.741442139351534,C,A,1
Yes,F,Buddhist,-132.99109504964642,A,C,-83.02617942877193,A,D,-66.67784416862771,C,E,65.31526479025874,A,-31.183321882601838,-217.68373658164427,-82.06285078358889,38.38795151995063,C,A,1
Physical,M,None,-125.83966267927207,B,D,144.17158848558458,E,B,86.29110901725687,C,D,6.89266305079,B,-46.19438218253811,-111.09676925385317,77.05425935367937,-2.7083167233699292,B,B,0
Mental,Female,None,66.74524802787425,C,D,35.414421187383105,E,A,19.0900844770363,D,C,-46.19723342295948,B,36.0341547422039,33.463103133041635,87.10473564753431,419.73266381800494,B,E,1
Yes,Other,None,159.86462103699012,A,E,-121.56706915781812,B,A,1.4282513168733089,E,B,-43.21027256384703,E,103.14411301237058,16.804111338839945,-115.01795423989267,-38.96181144116452,A,A,0
No,Other,None,24.317870430469096,C,B,59.91707112645286,A,B,223.0883714159738,C,A,-1.8022117300763756,D,-60.0538229543234,6.943906723060862,11.010938659858557,195.88270086455003,D,B,1
Physical,Other,Muslim,-11.220212467439698,D,C,-37.22112555319572,A,A,-195.281476506201,D,B,-106.1159042104126,E,-76.90658182469767,-9.019042926995583,-11.741626868037491,-56.13815429866737,D,E,0
Mental,M,Christian,-78.79634533146408,C,C,-145.06147665136422,E,C,-45.380675599338055,A,D,11.856067434928939,C,152.99291536284622,-37.24911225380872,-88.58290834478493,-42.30994734496882,D,C,0
Yes,Other,Buddhist,50.51109585928376,B,B,-33.56717900093538,B,A,-26.444815620097383,A,E,139.4964685998577,B,-133.237153675549,33.67105183000615,-10.208624294793314,-24.6047813470732,D,D,1
No,Male,Other,-5.028240748316186,B,D,-24.216787372151096,C,A,8.357313523552184,D,D,225.05609684169846,D,-57.28269744801029,49.54643250131377,-49.28408478506536,109.33099595080378,A,B,0
No,Female,Buddhist,3.1211073309972566,D,C,117.27521675223723,A,E,24.201036061558316,B,E,15.890145911814574,C,195.34451068702617,-208.71978742535958,176.15980969641416,155.5033112869008,B,C,0
None,F,Muslim,-74.10299723911078,D,A,11.161290900485284,D,B,165.03652541887607,E,C,13.155629933462935,B,-121.33303347594548,-144.55193866869558,98.0063210769044,32.69907758963754,D,B,0
Physical,Male,Jewish,2.430198742607809,D,C,-33.2177234485919,B,D,-89.25311521913584,A,A,50.64375857389882,B,-46.486728885772024,100.5005441405796,86.01875179225145,-35.034765803273096,C,A,1
Yes,M,Buddhist,-98.45185396059492,A,A,1.1508063967750422,D,A,200.9413961274211,E,A,-39.87997361340227,B,20.967317123421893,-126.14402057231464,6.415423885262688,-127.52976343250072,E,B,1
Physical,Male,Buddhist,12.405898674053212,A,A,50.88405867073041,D,E,-117.1450095782532,B,B,-111.51593408039999,C,158.0855976564833,-278.82928036532155,98.69089333904861,-66.70750761024581,A,B,0
Physical,F,Buddhist,197.192507668962,B,E,-223.2455653469089,D,E,-19.576815883132223,C,D,23.864221887657386,A,95.24037995194507,0.16100349474825415,5.920785589773235,-33.27685353299753,E,A,0
Mental,Female,None,-51.852566208867955,B,E,18.779778571746935,A,B,-81.15534816601453,C,E,80.96654575633116,B,-96.69731177667748,59.2303780348335,123.24859153353201,16.986543467853167,C,E,1
Yes,Female,Muslim,-104.14540094932224,A,D,-251.68323100384606,E,C,37.16214196087363,A,B,-45.544569698973824,B,-80.6306525515659,58.57292259595274,45.45069597266122,-190.68913921549034,A,E,0
No,Other,Buddhist,18.96916612057027,C,E,104.63468867239763,B,B,-58.237352628501604,E,A,197.58514103026485,C,-65.0982970753582,-155.98380257335592,42.32066959971895,-30.694412617345932,D,A,1
Yes,M,Christian,114.5838957644909,D,E,83.63595571435715,D,B,84.8151247206212,A,D,2.2808708505592477,E,32.022611661452494,32.998266397467205,100.28804172309627,83.70572034949676,E,C,0
Both,Female,Jewish,169.52259975651333,E,C,-140.53801125565704,A,C,37.20520172091858,C,C,106.53280198855495,B,31.870404434138077,-5.880139937958127,-101.69316177904433,-1.9442602108058193,D,D,0
Both,Other,None,-18.936507526164274,A,B,-123.72094664195915,D,D,15.57441848495966,B,C,76.58330768084465,B,16.448074978030437,-51.47598132030491,-55.09913959020294,-33.5823077349167,C,A,1
Yes,Male,Buddhist,-5.6247035979137205,E,C,152.47375262272797,D,C,127.65197821770099,B,A,85.31954515388271,B,-43.40566137315044,33.19125923441462,-53.10568154567466,59.079829482201006,E,E,0
Mental,Male,Hindu,46.70612583602503,A,C,-259.02690796984945,B,A,-14.110328834792615,D,C,-32.66534828820915,B,90.13074887637674,-29.62166019679522,-57.78791215765033,-138.25788396495852,E,B,1
None,Female,Buddhist,-114.03084375063976,E,D,-22.674647247924383,E,C,-4.56909075205389,B,B,-47.041576790263264,A,-93.78365440882433,-44.16529551411505,-1.0808777833494174,-29.92787408618916,B,A,1
Physical,Other,Other,-82.01851608544246,D,D,145.6336892715697,E,B,-32.63852502532704,E,B,-31.708834946759,C,-80.62863554269349,-53.2877527673236,59.46864621770689,-142.81404115692195,B,E,1
None,Non-binary,Christian,16.368449915839676,D,D,-108.66684131903304,E,D,-204.96385652847616,C,D,-247.9017297039126,C,-49.99632875973904,-50.895010856275825,-133.02412925301337,29.860246329668044,C,E,1
Physical,Non-binary,Jewish,-112.39105356590218,B,B,-17.03801388163947,A,B,-65.72557405124414,C,E,11.251419796450115,D,77.24111315005412,14.57946499624499,-92.15887974702441,-327.9435326867945,E,C,0
Physical,Non-binary,Christian,10.461688388559832,C,E,8.078506021745717,B,C,-12.550477500772967,B,A,97.55280698951516,E,19.62095871843866,-43.00398425112258,66.60637304807472,-26.268826531939787,D,E,1
Physical,M,Buddhist,117.85675143187493,C,A,53.21629851669729,C,A,85.9832130687028,A,A,71.55858120503747,C,54.179550475718855,-236.40419489655596,5.550347005408113,75.06890345209442,B,C,0
Mental,Other,Muslim,-101.87654100614137,E,E,-23.90756216588349,C,D,44.5636775607829,C,D,53.56603636472907,E,128.87003411172034,-163.90598859415832,28.697301968428107,-64.1361416371651,A,B,1
None,Female,Hindu,114.73681250706207,B,A,176.24681531004617,C,A,118.00217690709027,D,B,-117.3197909996577,E,-39.86032216194529,17.168034931740632,-81.87225101137533,-58.43352825303547,B,D,1
Yes,F,Other,25.770334334165828,E,C,-18.27824965269368,E,C,-84.7355847551022,E,B,-48.03486758990662,A,-43.10782364888551,22.701630813321266,-34.86007780355848,107.65701865905592,D,C,1
Mental,Non-binary,Jewish,70.76486911694411,D,E,-46.05003732762878,C,C,77.30809300305896,C,A,-68.76060894293407,D,-77.50807453460304,149.52427165167379,101.99431564900483,121.92660203437869,C,C,1
Physical,Male,Other,-35.1576947031865,E,A,13.47807838227521,D,B,-76.33749124705437,B,D,124.27001196979464,A,-27.056888617817282,-23.65823319848165,-64.8416394350473,-0.5279992135847146,B,A,1
Physical,Non-binary,Buddhist,30.407768617996872,D,B,68.9379668207821,C,B,-158.89458669230442,B,A,-70.94233510429093,E,-181.19035905110024,96.58346065251735,-11.141085863366227,85.4038634988674,B,E,0
Both,Non-binary,Hindu,101.74136216873481,C,A,61.99425188608332,E,C,125.13241688444315,C,D,-251.7157933806121,B,-81.78224110176491,93.77321807262463,89.5033322968549,-51.374202588843346,D,C,1
Both,Other,Muslim,71.11906406929671,D,A,-160.04864140139833,A,E,-52.75554453257121,C,B,-59.02998675321973,C,111.68639083475928,170.5126444835,46.9741807199879,15.305749150017963,B,D,1
Both,Male,Other,8.759899023090163,A,C,-242.43730843839836,D,C,142.2791698977005,D,C,-97.29350103058297,C,-19.41467828400385,-142.24007533682786,-83.68419960072508,91.65837313296612,C,D,1
Yes,Male,Jewish,-52.9886116681379,B,A,-33.108967945253205,C,B,269.77269131986986,B,C,99.65746961441856,B,2.7783098036700786,164.099125930705,22.277872947629806,14.151857074542537,D,D,0
No,F,Hindu,-121.894176370976,D,A,243.06710633410108,C,E,-5.587481312546989,C,C,-113.01064814889897,D,60.060810348484054,160.26474391135108,7.787196069163526,156.22000399645592,C,B,0
Yes,Other,None,-19.07361921528635,D,E,135.50119201802937,A,E,175.59688356909874,D,D,133.95876055854464,C,87.54603543572334,253.81877726192684,35.9262466645112,87.30624057539958,D,A,0
Yes,Female,None,22.38938258979959,D,E,59.2111483159554,B,D,-99.87020067853865,B,D,33.793199932321,C,-67.20747519003694,-101.86091281287395,43.32905389827147,50.188542027709715,B,E,0
Both,Female,Buddhist,-99.28768899873684,A,C,42.87198727275104,A,B,112.54508948994663,A,A,187.72719265534084,B,111.80493892358385,-10.911580252580364,-97.49918684797976,-71.94620053570159,B,A,1
No,Male,None,-59.445746893483,C,C,42.687894730887216,B,E,100.18468232069344,B,A,84.29832500650552,D,-215.77178478439407,60.286648661117596,110.78168888735911,142.0006019374742,C,D,1
Yes,Female,Other,-62.8604951990734,D,B,114.78428649279908,B,C,-103.35863456684893,A,A,38.56339199132564,A,35.39624933618343,-51.747357882217756,-26.808491675425767,-41.70014778785602,A,A,0
Physical,Non-binary,None,42.4567282239596,C,C,13.97317840167329,B,C,58.02236381787434,D,D,22.901514938319586,A,-85.63193647088211,-127.98435513958756,-329.3246865573166,180.12129369860517,C,C,1
No,Female,Jewish,-43.150852446366635,D,C,44.280482645484064,E,A,63.91593398040069,D,A,15.347463484117648,B,-30.782564709593984,-9.222525788200247,-77.31576107094793,-52.17664992442506,E,A,0
Both,Male,Muslim,-46.30805974917189,C,A,48.146691103336245,A,A,-166.88522613161882,E,A,-36.46440021905698,D,58.76748030302252,-3.3778886779330746,-43.01225089380729,53.323302381883266,A,E,1
Yes,Male,Christian,-14.167701287662762,E,D,-47.442708351128644,A,D,-83.80903169594109,D,E,-175.5201849856243,D,35.69349495826495,129.08842295022322,1.2322427215534626,-45.292944190775465,C,E,0
None,Other,Hindu,-56.204427811665646,B,D,-4.279966812690808,A,B,-158.61340105020201,D,E,62.21682962980864,B,104.19110129602372,-31.477674795849175,118.94335694105595,71.72259672758297,E,B,1
None,M,Other,184.76770982394177,E,D,194.70238140832402,C,A,5.117970431730339,D,A,2.3334475831754493,D,-154.98649996226638,-117.2233326388821,39.30479460878962,-11.862279998873932,A,A,1
Both,Male,Hindu,-236.1592119441671,E,E,260.8382199540928,B,D,-58.29277805415689,C,E,67.8862053323724,A,-42.2193439866994,30.623559206713484,9.934985288086352,105.3871747203206,A,E,1
No,Male,Muslim,-51.352384436314814,B,B,-120.62515621207753,D,D,-19.129709604640915,E,A,-12.090162844334507,A,129.7742838649818,106.29003367428993,106.13798405952718,-13.785132829640576,D,A,1
Both,Male,Christian,26.92511850186674,A,A,49.53236783810356,C,E,6.581727492553038,D,A,-287.44783134716937,A,74.84899250522766,-17.375016737107206,-2.1000518530185297,-258.4814404542311,A,C,1
Both,F,Buddhist,153.67849794661473,A,E,14.461292718111926,E,D,-21.74590696235637,D,E,-59.65184665368886,C,53.93214078574433,-83.46215490730386,-133.68222867512515,-18.446930019973067,E,D,0
None,F,None,34.102089273807614,B,D,-143.99525859942196,E,C,101.2991510861085,C,C,-85.37541767687449,A,-52.023095560272516,-166.90136533738539,19.66558993563658,-125.50810352360145,A,A,1
None,Other,Muslim,-5.390170957668585,E,B,42.758711594902124,D,E,35.84745835779602,D,D,95.04347593857729,B,-54.45114764120157,-189.68117284845854,16.44188839357327,-168.0571868359564,C,C,1
Both,Non-binary,Christian,-41.222414628758166,C,C,56.94781301775629,C,B,-7.139370351711893,A,C,-81.28283772793064,C,-130.59805184929058,142.64014861414358,-186.1821012722999,157.79594307672932,D,B,1
No,Non-binary,Muslim,-90.4059462245166,C,B,145.7624259547465,B,C,-84.4254365097495,A,C,-25.02130345013019,E,35.186816633732754,-52.65371405220078,-33.33484667054745,68.50194982420459,D,A,1
Mental,Non-binary,Buddhist,62.33636328613728,A,E,-37.25368543065006,B,E,34.10812117713345,D,B,115.56738711984285,C,60.21930296779878,-69.1323512610312,-60.113121050869445,79.83736461182693,C,B,0
Both,F,Muslim,-131.69052850165573,E,C,90.12038848573205,E,C,-9.647578366617031,D,C,-8.291268404397831,E,85.60559904248201,-203.99351950772083,65.40005584751613,-144.77280428754895,B,C,1
Physical,Male,Other,-65.8510307162235,E,B,73.55511590732242,B,C,101.0586858891334,B,D,32.50804632798352,A,8.135508455258444,-238.50739590062187,39.1050142099845,-90.1475128438591,A,D,1
None,Non-binary,Other,173.79873486352903,A,D,-110.95579254606294,B,E,73.4325514779588,A,C,-164.86861945757764,C,-52.411058344488204,25.694159955600938,60.392186245892034,-14.0395970052803,B,C,0
Physical,M,Hindu,261.892335221088,A,D,49.877306205483094,C,A,-14.314980412257627,C,A,-148.40809961081808,E,-66.24422944358678,-94.46743737633724,184.91527320165608,111.83655101226908,C,E,1
Physical,Female,Muslim,-10.922580921422984,E,B,-20.126056023086573,D,C,-23.592174996141967,A,B,128.6593864129134,B,84.71568925931507,-94.69297622689493,-63.362523871109374,6.942423021620339,A,E,0
Mental,Non-binary,Other,-109.16318553959286,D,D,-60.09992072785156,C,A,-101.83313861319469,B,D,-178.00145366100966,C,-103.58931069497605,21.309153739870915,-42.508104836107506,61.32756103053409,E,D,1
Physical,F,Jewish,26.341054214689958,D,C,-111.33932097190295,B,A,179.31616807044156,A,E,-179.93024290054922,C,-25.74793390898883,109.99291369067772,65.14427426878636,-75.57289070463537,D,B,0
Physical,Male,Christian,24.29457109746476,E,A,118.89341497283571,C,E,-0.13883458241222668,D,C,42.8515025084712,C,-140.48754845515333,-80.3156748543452,3.3047657436471845,109.12294034085947,A,C,0
Mental,Other,Buddhist,16.51350031803656,B,B,-8.056765530579746,D,B,-34.182112693564896,A,B,-107.99343787342133,A,-3.531587354523771,0.953320764893485,-20.34248326181387,-26.95341596757285,A,C,0
Mental,Male,Jewish,53.08441440493667,E,B,-65.74923880526866,A,A,212.5499174754544,C,E,29.09356025769994,A,-80.539951327013,166.1967912193801,113.33898264580544,4.971931569494022,B,B,1
No,Other,Buddhist,90.40761673212943,D,E,-104.79805093694792,A,B,-8.325009031511442,A,D,-61.09391878247084,A,43.834117332638,30.89799661348081,-56.71944615752642,-147.67196772000327,D,A,1
Yes,Other,Hindu,-46.62663101156493,B,A,128.2264566200674,C,D,121.50941203467008,D,B,142.0543768050965,E,187.7651046599857,-0.7995696199707611,228.23802723454568,-99.54510757395421,D,D,0
No,Non-binary,Buddhist,52.46727856912433,A,A,-69.91281476626618,B,A,150.8382813906073,A,B,34.406592298052026,E,-24.641799836678377,-29.18810624660883,-55.25287761169515,19.3493347402246,E,A,0
Both,Other,Christian,-16.70541770994668,D,D,17.127705278914288,C,C,-185.0127444800273,A,C,-43.67105007520406,C,-155.34832703520402,70.92633948517017,-121.97032516468394,-33.626630722176024,B,E,1
Yes,Female,Other,187.08978198933025,C,A,127.91239396189589,C,E,106.48381857453668,C,B,217.30601142555835,C,-127.0707352721075,-141.77514195052274,128.01634076951694,-43.810877546999954,C,E,1
None,M,Christian,-193.45589851948276,D,C,141.3782472159096,E,A,29.203020979495815,B,C,5.265030792634349,D,-85.8808348014327,92.66834641903309,40.502938897146585,32.2450141929815,D,C,1
Mental,Non-binary,Muslim,-10.740903874059992,A,A,-87.07689915095648,B,A,-111.31540644946168,E,A,-87.09636347310465,B,-53.10556333327023,-264.8141541347479,-72.20026300005296,24.00885083350287,E,E,1
Physical,Male,Muslim,38.46677255134212,D,E,-218.83468974384007,E,B,63.990324610841384,B,B,17.091022163557554,D,-59.65296945385804,-111.57249739207052,55.5566696942867,-5.947680432244871,B,D,1
No,Male,Christian,153.13332034686832,E,C,50.15388814699523,B,E,-10.69521954965528,E,B,122.05426295518535,D,38.01659466200825,-110.88739756213515,-48.76024105788286,-93.89226001025483,B,A,1
Both,F,Other,158.66648788271655,A,E,188.75268887102678,B,C,-332.72697632879573,D,E,-3.931342488687411,B,109.76224389377609,148.28493124125615,62.49304054308038,-140.45684618909482,A,D,0
None,Male,Jewish,-150.91200186432414,B,C,148.65272384174332,D,D,212.94725117385119,A,D,-53.22732914680436,A,44.43612117540576,-37.28157911277522,55.699446390264896,187.077861660038,C,A,0
Physical,Male,None,145.06390862296135,D,B,-15.26361479048397,D,D,112.25121434935473,B,A,-52.9699720184796,D,-24.554721384129017,21.307432499748792,107.48145380469201,-36.66075275582033,B,C,1
Mental,Other,Hindu,-93.72315818089972,A,B,10.475079745956847,B,C,-32.489259226019506,C,E,-13.986518649063424,E,-52.97255085813691,-108.99956985499637,147.43259162291181,215.03638964081074,A,B,1
Mental,M,Jewish,131.83004253526693,B,D,-6.492997254477848,B,D,-83.15874913800367,A,A,-141.2479341083015,B,-66.3981107601809,-106.56853836485745,14.822392259601827,-68.91796635962446,C,C,0
Both,Male,Other,-159.15492870465536,B,C,-56.805988913219764,E,E,82.70155571116828,D,B,-106.36565551866606,C,35.301946220840684,-0.05289914780554708,44.98953672836307,218.4894039731661,E,D,0
Physical,F,Other,-36.56832002395952,C,A,22.475824513098296,B,B,206.35514877634083,B,C,-114.0255864410281,C,238.66047453819604,70.18025033207826,98.79265602884354,-146.58352997942893,B,C,1
Physical,Male,None,-197.1193185667045,D,E,-26.53607986191246,A,E,43.21827663912109,B,C,24.95282818958265,E,73.8362928925099,-157.97909766057535,-15.930754737003713,4.4802462020708855,C,C,0
Yes,Female,Hindu,-128.66639199363087,C,E,78.1677083586109,E,E,12.477527239993137,E,C,184.60606908721618,E,-95.41947414385128,-6.892201841720301,173.07307099191388,44.88725234828277,D,A,1
Mental,Other,None,115.72520185253991,C,E,-146.68527239857815,A,E,58.67950165278592,D,C,-24.048273205467687,B,-72.14369819567399,88.68085550674624,104.14143625809949,-41.250237164317134,D,B,1
Physical,Other,Christian,-66.30479954047426,D,A,-129.20428434815628,E,A,-125.10083321974228,A,D,-129.07692077292862,B,-34.082053558877114,-92.47916186426966,13.03478998154182,44.27438788175691,C,A,1
No,Other,Jewish,-26.989312741990034,B,C,45.11970664323749,D,C,103.08785555697087,B,A,65.79159217355594,B,80.94390876775932,-214.82321394112125,49.214754975102,-27.490655306468533,C,E,1
