age,nationality,sexuality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,target
29,UK,Heterosexual,-65.04129631258867,E,D,E,D,A,C,B,-128.86576399946918,1
55,China,Bisexual,-68.90491612562454,D,E,E,B,C,E,C,-31.763722332576737,0
77,Brazil,Other,-153.41679567896688,E,E,B,A,E,B,C,0.19030237764211874,1
48,Other,Heterosexual,-26.236432470877467,E,B,D,A,B,B,E,51.43312534405779,1
75,China,Bisexual,99.10204206859753,C,A,B,E,B,C,B,88.59175467311938,1
29,Brazil,Bisexual,-98.96799566264154,C,B,C,E,A,E,E,104.45269872327275,1
23,UK,Other,87.34224496675527,D,A,D,C,C,C,E,-29.97600715597331,0
35,Mexico,Bisexual,127.9590540315634,A,D,A,E,A,C,E,-100.76984729615785,0
57,Germany,Heterosexual,39.8000204104904,A,A,C,C,B,A,C,39.29133514819678,1
37,US,Other,-39.91719189165165,B,D,C,B,B,B,E,3.1013408085259027,0
23,Germany,Heterosexual,85.64702496213107,D,C,B,A,C,A,D,55.13278621852162,0
19,UK,Homosexual,-80.78705960121938,B,B,C,C,C,A,B,4.926949742533548,0
26,US,Homosexual,63.913706452285666,E,A,A,E,D,B,B,268.0977019557435,0
61,Brazil,Heterosexual,93.82989342566336,D,B,E,B,E,A,B,-76.47358482504613,0
33,Mexico,Bisexual,30.84451745172352,B,D,C,B,D,D,A,-22.0851599428007,1
26,Mexico,Homosexual,123.38947128612668,C,D,D,E,D,D,E,-17.058171624930864,1
36,Brazil,Other,122.09350032159037,E,B,B,C,B,E,C,-31.04763157405759,0
58,Brazil,Heterosexual,-90.93604669072006,E,D,E,C,D,D,B,-26.03045994102116,1
65,UK,Bisexual,-59.64412007765867,B,B,A,B,B,A,A,12.724077374310921,1
31,India,Bisexual,-53.80689980182576,D,B,C,C,C,A,E,27.85102906955041,0
36,Mexico,Homosexual,86.72571784912138,A,B,E,C,D,B,C,4.462392986259129,1
29,India,Other,-127.34455050189435,E,B,D,D,C,D,E,77.31277035681529,0
70,Mexico,Heterosexual,229.31318900661748,E,D,E,A,E,C,B,42.680472574477704,1
68,Germany,Heterosexual,43.837498817025114,B,A,E,B,B,D,D,93.23227531008045,0
44,UK,Bisexual,-128.8561863127553,C,E,B,A,E,B,D,-211.47901081648297,1
47,Other,Homosexual,53.543352572820034,D,A,E,A,C,A,D,93.44037822630463,1
54,UK,Heterosexual,-64.46836752797194,B,C,C,E,C,E,A,92.68360580095639,0
21,Brazil,Homosexual,-83.52303348220124,A,A,C,D,C,A,A,35.15263876436245,1
70,India,Bisexual,0.8816022740632291,B,C,E,A,D,D,D,47.08153739686489,0
63,India,Homosexual,-142.32317653987565,C,D,A,A,A,E,E,89.45721580258382,1
62,Mexico,Heterosexual,120.17181864264819,A,B,B,A,D,C,D,-9.216149570226102,1
71,UK,Homosexual,1.2406194642715467,A,E,D,B,E,B,E,70.53847938190319,1
75,UK,Heterosexual,90.60707647029767,A,E,D,C,B,B,E,65.2868676025118,1
49,UK,Bisexual,105.34891771548986,E,E,D,E,D,A,A,-122.82606848769639,0
65,Germany,Homosexual,30.265889133594854,D,D,C,D,D,C,C,-39.790773130541545,1
58,UK,Homosexual,-131.9974692439714,C,E,D,C,B,B,C,113.49037479964753,1
54,China,Homosexual,46.77212292271178,B,A,B,D,A,E,D,-124.65992152236562,1
20,India,Other,108.73589096162164,B,A,C,C,A,A,E,-14.726590685862734,0
65,China,Homosexual,60.72081178244814,B,E,D,E,A,E,E,22.431871000445593,1
51,Brazil,Homosexual,-27.140793719242605,C,E,D,A,B,C,C,-101.31156927890589,0
25,Brazil,Other,132.71886108758213,D,A,B,C,B,D,A,27.68675763752016,0
32,UK,Bisexual,147.76493550103916,D,A,B,B,E,D,D,102.05089560729317,1
58,UK,Heterosexual,-66.84692348467982,D,A,B,E,E,D,C,127.0805585176731,0
27,UK,Heterosexual,-3.5349837393244132,C,B,B,D,C,B,D,38.79335354617712,1
70,India,Other,-68.72889697556893,B,D,B,E,C,D,E,-21.086156214268943,0
53,Mexico,Heterosexual,-28.860297309681716,B,B,E,E,C,A,D,-70.36676320925865,1
53,Mexico,Bisexual,-27.887899570492465,D,C,A,D,E,D,B,-86.77822211143771,1
38,Germany,Bisexual,-1.0041713854614576,E,E,D,E,C,E,C,-71.91160205755355,0
54,Brazil,Other,-46.725658103363806,A,E,D,E,D,B,D,-37.097826742446685,0
39,US,Heterosexual,-60.60087138464038,A,C,D,D,A,D,E,65.97166057929404,0
53,Brazil,Heterosexual,106.38238785521177,C,C,A,B,C,E,B,-40.502091645599386,1
27,Brazil,Bisexual,-106.22073535618838,B,E,B,D,D,D,A,-101.10379329865322,0
42,China,Other,30.2223123915813,D,D,D,C,B,E,C,-132.92481696554793,0
54,US,Other,171.6726728548548,E,E,A,B,A,D,B,19.19088306305985,0
21,Mexico,Bisexual,60.368074219205326,C,E,A,D,B,B,D,114.35100064575865,1
42,US,Heterosexual,23.366851077469235,A,B,E,E,E,A,D,2.3787938564267126,0
63,Germany,Bisexual,112.62220525010147,E,E,D,D,D,B,E,152.4243583971137,0
59,Other,Other,56.30851095625597,E,B,B,D,E,D,B,119.36468930693276,0
44,Mexico,Heterosexual,-10.253388570208987,C,A,C,D,C,C,E,95.35350944627056,0
41,US,Heterosexual,74.73276007321714,E,B,E,C,B,D,B,31.41689069276393,1
38,UK,Other,130.9772642160628,A,A,D,A,E,D,E,106.80352998646126,1
73,Germany,Heterosexual,69.52756922418342,E,E,C,B,A,C,E,-25.43747710682759,1
23,India,Homosexual,-171.76267829195822,B,E,B,E,E,A,B,-32.86685924479868,0
59,Germany,Bisexual,-216.998447352176,B,B,E,B,D,C,A,-92.17442061351143,0
31,Mexico,Bisexual,3.199583097346865,D,D,C,B,C,B,B,-22.679147886147152,1
41,India,Heterosexual,-9.325775745457562,D,E,D,B,E,A,C,-78.5743070890353,0
52,Mexico,Homosexual,-62.0266253466197,C,C,C,B,D,D,B,-122.82461586340709,0
50,Germany,Bisexual,-79.01116879776995,D,C,A,A,B,A,D,15.673726725625661,0
36,Germany,Other,-34.370527582385414,B,A,B,A,E,A,E,130.72558959209982,0
75,Germany,Other,273.5458184302794,B,B,E,E,C,C,B,-84.5596585087925,0
58,UK,Bisexual,127.48598695577856,B,A,C,B,B,B,A,-12.353260302850325,1
25,US,Heterosexual,-18.368144240369105,B,C,B,A,D,E,E,-61.89570348842103,1
36,Other,Homosexual,129.64552123269686,C,A,C,D,E,B,B,-56.21472379744138,0
29,Germany,Heterosexual,121.23319859537183,A,C,B,D,D,C,D,-32.679543384049,1
47,Germany,Heterosexual,-81.2372095156222,E,D,B,D,C,C,C,112.71747927321196,0
37,UK,Bisexual,-118.04803417452565,C,A,D,E,C,C,E,-128.16877963393324,0
63,US,Bisexual,-42.05053006526415,D,E,C,B,A,C,A,-115.02100212148211,0
75,Brazil,Bisexual,-90.49603507746532,A,C,D,C,A,B,D,20.336711118348163,1
31,US,Other,-11.91545988506523,D,E,D,B,C,C,A,107.14277538343553,1
62,US,Heterosexual,73.35957469540502,B,A,C,E,C,D,E,-176.58848253680694,0
78,Mexico,Other,-103.17815608564706,E,D,B,C,C,B,E,215.81440398378734,1
51,Other,Other,-114.08257174220321,E,B,B,D,D,C,E,-166.05177001854756,0
42,Brazil,Bisexual,-9.964950668086558,E,E,B,A,C,E,A,14.527300119210304,1
47,India,Other,-56.590170041972286,B,D,A,B,C,D,C,58.23355545664792,0
37,UK,Other,56.11527839668471,C,B,D,B,D,D,E,68.81138504770202,1
19,UK,Homosexual,-23.607783572344225,A,A,E,C,A,E,B,2.1332154911310424,1
28,Mexico,Heterosexual,-3.6661162196004793,E,D,A,B,D,A,E,20.17421379796357,0
31,Brazil,Bisexual,-92.73690767054451,E,C,C,B,A,B,C,80.40231582718928,0
51,India,Other,5.757054863392543,A,C,D,D,A,E,D,1.3661263177577125,1
32,Other,Homosexual,-55.57058649244419,A,B,C,D,A,B,D,-7.216215782279065,1
27,Germany,Other,-122.27654016023325,E,E,E,D,B,A,A,161.7682625796428,0
49,US,Bisexual,72.05829188883732,E,E,B,E,C,C,B,71.49623834929356,0
66,Germany,Heterosexual,-82.59209532254906,E,B,D,A,D,B,B,-120.40738063391483,1
60,US,Heterosexual,12.6352392349149,C,D,E,C,A,E,E,136.04135182299783,1
78,Other,Homosexual,-116.17002432682304,E,B,D,B,B,B,A,127.95885804189635,1
70,India,Heterosexual,2.9761881936632006,C,A,E,B,A,C,D,137.54172358997937,0
34,China,Heterosexual,-50.14736433663383,A,E,E,D,A,A,D,-46.796163838538554,1
63,Other,Heterosexual,-104.35752384500579,B,A,D,E,B,D,C,127.39760162846787,1
44,Germany,Heterosexual,58.464652467101445,B,B,C,C,D,A,E,-25.420239440209347,1
62,India,Homosexual,212.9758824477697,D,E,A,C,B,B,E,-179.5981232552074,0
70,Mexico,Other,-126.66916334841518,B,B,D,C,E,D,C,-153.23135151662348,0
27,China,Homosexual,-9.348110960745485,E,C,A,B,A,B,A,30.326084223570625,1
50,UK,Heterosexual,-46.91711340045713,A,D,B,D,E,E,B,-1.6416419511926332,0
50,China,Heterosexual,-43.711989968045046,D,E,B,E,E,D,D,-53.26629297436036,1
71,Brazil,Bisexual,92.9085074370064,B,C,A,E,D,B,C,56.215461230208,1
22,Germany,Heterosexual,-103.662216036426,A,C,D,E,D,D,B,81.19004825494694,1
35,Other,Heterosexual,90.55029105610728,D,D,D,D,B,E,A,135.5356027228621,1
31,China,Heterosexual,-17.54829946706305,A,C,B,B,E,C,A,-45.17745915898006,1
51,Brazil,Bisexual,-104.51252554581933,D,C,A,C,B,D,B,-13.596382756200587,0
47,Mexico,Bisexual,113.09474431475293,D,B,B,E,A,B,A,-50.26113779450137,0
52,India,Bisexual,-92.5981418647576,B,B,A,B,B,D,C,43.52417140582135,1
29,US,Other,-86.28736853225942,A,A,D,B,B,C,A,61.37447481924318,1
54,Germany,Other,-71.78242176546938,B,B,E,B,C,B,A,56.36532621795668,0
77,US,Bisexual,51.76444535646716,A,A,A,A,A,D,B,35.30322659908456,0
41,US,Homosexual,9.531728803768974,C,A,C,A,B,E,C,7.894194491972736,0
53,Brazil,Other,303.1442435740485,E,B,C,A,C,A,D,-74.87948977118661,0
72,Mexico,Bisexual,-74.46357164332976,D,C,C,E,A,E,D,-75.38956754834906,1
39,Mexico,Homosexual,37.76104671388136,E,C,D,C,E,E,E,41.491907054039466,1
22,US,Heterosexual,-37.608704372575744,C,B,A,B,D,B,C,-111.5777522766961,1
49,UK,Heterosexual,40.330876122794976,B,E,D,B,C,E,A,-110.27618065752942,0
69,UK,Other,0.8591208646424906,E,B,A,A,E,D,B,-115.16093449074614,1
75,US,Homosexual,-38.08658101682536,B,C,B,A,A,A,D,28.6833025673946,0
73,Mexico,Homosexual,98.69760823700861,B,A,E,B,B,D,A,61.711546059756586,1
19,India,Other,49.91464356381128,C,D,B,C,D,A,B,104.13248280714589,1
30,Other,Bisexual,102.45850433006605,E,C,B,E,A,D,C,-84.1131276144521,1
48,Brazil,Homosexual,-245.03508871436844,C,E,D,E,C,C,E,-74.27236025465068,1
40,Germany,Bisexual,231.8901158151788,C,D,E,B,E,C,A,27.751131817880363,1
63,Mexico,Homosexual,-248.5390540849789,A,A,C,D,E,C,E,262.5611016716564,1
49,UK,Bisexual,-9.273227292332688,A,B,C,E,D,C,B,-75.45732379746791,1
69,Germany,Other,-34.96550104181909,A,A,E,B,B,E,D,58.9891274887161,1
24,Mexico,Heterosexual,50.29958749771455,E,E,C,B,C,D,A,151.3341976127058,0
77,India,Homosexual,-99.43649681197842,A,B,E,B,C,B,E,11.720949739118325,1
37,Mexico,Homosexual,-68.01095221912577,E,A,D,B,B,E,D,35.50114130863783,0
46,Mexico,Heterosexual,120.62525465607463,C,B,B,B,B,A,E,74.28591555809041,0
35,UK,Bisexual,44.246646958426524,C,E,C,D,C,C,C,71.34375112797635,0
51,Other,Heterosexual,-93.99675065877409,E,B,A,C,C,A,C,30.02841295806825,1
39,Mexico,Heterosexual,118.29625726417807,E,A,D,D,D,E,A,45.49136670513317,1
33,Other,Homosexual,12.915628175028726,E,B,A,C,C,D,D,174.9993089511151,1
20,UK,Homosexual,116.52158329510054,A,C,E,B,A,D,A,191.14951954951326,0
71,Germany,Bisexual,192.30874147088724,C,E,E,B,A,C,D,-31.79609584429054,1
60,Germany,Homosexual,61.25793707853469,D,A,C,C,A,C,A,-178.7054010773344,1
36,US,Other,105.88314961385537,D,C,B,E,C,A,E,-7.933598869481571,0
53,UK,Heterosexual,-21.996246358442427,D,A,A,E,C,E,C,-154.34060768396287,0
71,US,Other,-16.920105705620124,B,E,D,E,C,A,C,115.74230706731178,0
33,Other,Heterosexual,76.1619298478954,C,C,B,B,D,A,D,10.006907084341016,1
48,India,Other,34.4662479356255,B,A,A,D,E,A,B,-59.86427914581037,1
35,Mexico,Bisexual,-25.346505894348443,A,E,E,D,D,A,B,-121.43814473464846,1
63,China,Heterosexual,-21.484431804745363,A,B,E,B,B,D,E,-130.82614426009684,0
23,Mexico,Homosexual,-14.459783790104586,B,D,A,A,E,C,E,-82.59207124440377,0
18,India,Other,7.884907098351827,E,D,C,B,C,E,D,-97.92562549941786,1
72,Mexico,Bisexual,75.65502901593909,A,A,B,B,D,A,B,-142.57738683113055,1
61,US,Other,3.2818590386939337,C,A,B,E,A,D,B,-46.44503293357056,0
30,India,Homosexual,166.05733648433505,D,D,B,E,D,A,E,173.99489879776786,1
32,Other,Other,39.399413280043696,D,E,E,B,E,D,D,109.58894559798857,0
61,China,Heterosexual,-211.90315213059029,D,D,E,D,E,E,D,-2.0066941832890826,1
70,UK,Other,14.423852543570485,A,B,B,D,E,A,C,63.24269828904612,0
67,China,Homosexual,-149.58684026848928,D,A,A,E,D,D,A,47.02240370240294,0
30,UK,Other,54.57143688116507,D,D,D,D,A,C,D,-18.151091661734153,1
44,China,Other,98.82588986134738,A,C,B,A,B,D,A,-17.632519758490055,0
23,UK,Heterosexual,-112.91842319093615,D,D,E,D,D,B,B,-14.595397131597029,1
55,UK,Homosexual,-44.38016435708341,B,A,E,D,B,D,C,75.86243723084687,1
74,China,Bisexual,-27.896326757399514,E,B,C,A,B,B,C,-46.673645016888415,1
20,Other,Heterosexual,-20.687184488232084,A,E,E,E,E,D,D,-91.45417262449891,1
54,US,Heterosexual,7.1649820695274204,D,B,A,C,B,D,B,-31.657633346808804,0
58,US,Bisexual,-71.21241117992156,E,E,D,B,D,D,B,-132.0400769643578,0
23,India,Heterosexual,165.35001860937845,D,C,A,D,A,E,E,-120.6309148342771,1
45,China,Bisexual,99.90684606789863,E,D,E,B,D,C,B,-247.15556899804358,0
23,US,Bisexual,68.54595435897714,D,D,B,A,D,D,B,-219.77578827791646,1
73,Brazil,Bisexual,87.34845634923893,D,B,C,B,C,D,B,171.83499021426886,0
43,UK,Other,-7.814207472315496,E,B,B,C,A,C,C,-29.00768292362499,0
24,US,Heterosexual,-141.49742802555815,E,C,C,E,B,B,E,71.37617248378089,1
75,China,Other,-33.825866149117694,A,C,E,D,B,A,A,113.38651209522968,1
35,Germany,Heterosexual,-40.3395414847955,E,B,E,E,E,A,A,136.84958213903306,1
30,US,Other,22.78617858672106,B,C,C,B,D,E,A,104.66341274548572,1
76,UK,Other,-5.799249085816186,C,E,A,C,C,A,C,-52.145879265212,0
41,China,Heterosexual,77.36977837987043,B,B,C,A,B,C,B,-145.62592989819632,1
42,India,Homosexual,196.60441572251753,A,D,D,D,D,A,A,68.81933659952583,0
44,UK,Bisexual,40.24343775057152,B,D,E,E,A,C,E,62.417929898144834,0
68,Brazil,Bisexual,-67.52724516708784,A,E,E,E,D,D,B,-152.06837608093784,1
43,US,Other,75.09824224345641,C,B,C,C,B,C,E,-58.47769705481222,1
18,Germany,Homosexual,-246.99090037826207,B,C,B,A,A,B,D,126.37708846384874,0
27,Other,Other,-207.2972909861195,A,A,B,C,C,A,B,-46.97378077906048,0
68,Mexico,Other,10.288867862954246,D,B,D,A,A,D,B,26.961401159134983,0
68,Brazil,Homosexual,-95.05845724892382,C,B,C,B,D,D,A,39.398997540155875,0
41,India,Homosexual,35.82514148628623,B,B,A,E,E,C,C,-73.6928844004721,0
61,Brazil,Homosexual,-24.43682577163746,B,D,C,B,B,D,D,117.6486122086745,0
76,UK,Other,-125.78709076085921,B,D,D,D,A,A,C,11.961184689073058,0
62,India,Other,-36.90361678637407,E,D,D,E,D,C,A,66.38400781047747,0
63,UK,Bisexual,88.42798787459323,C,A,A,D,D,A,D,63.32802608353173,1
43,US,Heterosexual,-113.70995930782885,B,A,B,C,B,D,D,-34.5038888876615,1
58,Brazil,Bisexual,-28.62893581268805,A,B,A,D,E,E,A,-58.7595563154652,1
36,India,Other,228.51098482166856,D,D,D,E,D,D,C,-51.383140834502264,0
39,Other,Other,119.14290359164514,D,E,D,A,E,B,C,-60.925861369924974,0
37,Germany,Bisexual,2.6869332282964025,E,E,A,D,B,E,D,-1.8826117395817663,0
79,India,Homosexual,81.16633904202841,A,D,C,C,C,C,C,113.67861464582589,1
78,US,Heterosexual,-3.0637146590905813,D,C,B,A,A,B,E,50.529355505974216,1
77,India,Heterosexual,46.2355672225412,B,D,E,A,C,C,C,-133.1636888547389,0
37,China,Heterosexual,45.07207024641321,E,D,A,A,A,D,A,85.83065389797963,0
54,China,Bisexual,46.102690736206874,B,E,C,D,D,A,E,-93.65805873369789,1
26,China,Bisexual,93.67059064087799,D,D,D,D,D,E,C,-10.659975938877624,0
41,Germany,Heterosexual,191.96479470529138,C,B,E,C,E,A,C,-48.97109260185766,0
54,Mexico,Homosexual,-3.0333918183928845,D,B,D,D,C,A,E,-112.94302093973931,1
47,Brazil,Heterosexual,-10.372528361531268,B,B,D,A,C,B,E,-24.72797558433774,0
41,Brazil,Bisexual,3.0663523468736194,B,C,B,C,A,B,B,29.039182454124994,0
64,UK,Heterosexual,-74.7238062078082,E,E,B,D,D,B,D,73.57644581486879,1
76,US,Bisexual,194.92069065070444,E,B,B,E,B,B,C,-30.193701080078068,0
31,China,Other,-17.169836639438827,A,D,D,B,C,A,E,101.0500608639427,0
35,India,Heterosexual,182.2355363444888,C,A,B,C,B,C,B,60.22602702876979,0
20,Other,Bisexual,186.837346631302,A,C,D,E,A,C,D,-37.64886823835973,1
43,India,Heterosexual,11.269727034633501,D,E,A,A,E,C,B,33.105199240219285,0
23,US,Heterosexual,14.150603140639962,D,A,A,C,D,D,C,-83.95481471913324,0
55,UK,Bisexual,87.37586023428537,C,E,B,C,A,C,D,88.94116019738993,1
36,Mexico,Heterosexual,-44.118329983911295,E,D,C,E,D,C,D,15.698957605961569,0
48,China,Heterosexual,-35.03797064688386,A,D,C,C,A,B,D,-34.880556518731964,0
76,China,Heterosexual,57.42553012722327,B,E,A,E,A,B,D,-154.65588474612716,0
77,China,Other,-5.718114020450504,E,C,D,E,A,D,A,14.170612925961843,1
49,India,Bisexual,160.1809015365083,C,B,B,B,E,E,E,33.81282088363253,1
34,Mexico,Heterosexual,-47.96170579741945,C,B,E,D,D,C,E,50.99122373674005,0
43,Mexico,Homosexual,12.676434702631006,C,D,B,B,B,E,C,-74.52505319596705,1
66,UK,Heterosexual,40.5122181074178,A,C,E,E,C,D,D,-161.1764864532309,0
29,UK,Bisexual,69.13140014653307,A,B,E,A,E,D,E,-328.2824121267693,1
27,India,Homosexual,-47.7021622330435,E,E,C,D,C,E,D,-166.27205184310148,1
54,US,Bisexual,-53.09842506174544,A,D,C,D,D,D,C,23.321566819068202,0
18,China,Heterosexual,104.73661566312913,B,A,E,E,B,C,E,131.34414901744725,0
70,India,Other,-232.09442124346515,B,C,C,B,E,A,A,94.98669293006127,0
63,China,Heterosexual,-33.79859722917135,B,A,B,C,B,D,B,-82.24635683646545,0
19,US,Bisexual,-39.26838248642978,A,B,E,C,D,E,A,73.13027727131323,0
61,US,Homosexual,148.0574549417242,A,B,D,E,B,B,E,-255.7510367260989,1
41,UK,Bisexual,18.39021586252367,D,A,A,A,B,A,B,31.404936501878883,0
51,India,Homosexual,104.62452419383104,C,A,A,A,D,A,B,75.87494050645209,1
28,China,Other,187.19253470797375,E,D,C,A,E,E,A,-5.514203608536347,1
55,Brazil,Other,-34.66337842614151,E,B,E,D,B,B,B,-49.06129664221583,0
59,China,Homosexual,167.9579789389867,A,A,A,A,C,D,D,-52.768896616307906,0
35,UK,Heterosexual,-3.8229665040762404,E,A,E,B,D,C,C,76.15247742255245,0
56,China,Homosexual,-50.241599010113404,E,D,D,E,D,E,E,-28.10665022108963,1
73,China,Other,2.5028393297750684,A,B,D,E,B,C,C,-30.014262731225056,1
69,India,Other,-18.820483066217037,B,A,D,D,B,C,C,-168.98084720999228,1
54,UK,Bisexual,-165.1301703558089,C,A,A,B,C,D,A,-34.13709084219025,0
49,US,Homosexual,-86.75891867971507,D,C,C,C,C,E,A,-84.38465205752537,1
30,India,Other,-257.21315012067134,D,B,B,A,A,B,B,10.177921209418843,0
63,Germany,Bisexual,-65.48013137721436,C,A,A,B,C,A,D,92.97516223094003,1
22,Brazil,Heterosexual,97.21829160966027,E,B,E,B,D,B,C,25.429377581641617,0
59,Germany,Bisexual,8.359834896552032,D,A,C,D,B,A,A,-48.37418467318009,1
21,Other,Homosexual,-0.11158664113509527,C,A,B,A,E,C,E,57.82768804906233,1
52,Other,Bisexual,-34.284909713160225,E,A,A,A,A,B,E,-39.25446799134419,1
34,Mexico,Homosexual,94.92659179569266,B,A,D,C,C,D,E,-85.57929059801555,1
39,Brazil,Bisexual,105.91638950095394,D,E,D,A,A,E,E,-38.987743139102946,0
44,US,Homosexual,-11.467849955957746,B,D,C,A,A,D,B,13.782091153510557,1
47,China,Homosexual,-171.2842227342438,B,E,C,E,A,B,A,-44.960628721136025,0
67,US,Heterosexual,98.89680674826856,B,A,D,E,C,E,A,-149.7660484986228,0
36,Brazil,Homosexual,-46.51623512765292,C,B,B,C,D,A,C,13.229109202206713,0
54,UK,Homosexual,132.5970015412162,A,B,D,C,A,C,B,237.58654729854493,0
66,Brazil,Heterosexual,-115.72157614446108,E,B,C,E,C,B,D,140.22339598883914,1
34,Brazil,Homosexual,50.9712471724712,E,E,E,A,D,D,B,-71.54756561672838,0
62,China,Heterosexual,79.01514295878135,B,E,A,D,B,C,D,-66.18730218812173,1
72,Germany,Heterosexual,76.22982256389477,D,C,D,E,B,E,A,-42.81836690175958,0
23,Mexico,Other,41.71881197749075,A,C,E,D,C,D,A,-80.83907435451265,1
50,US,Homosexual,192.28432596061583,C,A,E,C,A,D,C,77.24282978471733,1
50,India,Heterosexual,11.621957994708392,B,E,E,B,C,C,D,-146.58394428496104,1
24,US,Homosexual,-168.64157468205698,C,A,A,E,C,C,C,-116.71315384543817,0
65,Brazil,Homosexual,12.242138258475087,C,C,D,A,D,E,D,46.67549969414673,0
75,Germany,Bisexual,-116.55450133258523,D,A,D,E,B,A,B,177.74320501680847,0
45,UK,Homosexual,66.35718206882767,D,E,B,D,B,C,B,124.53927185253025,1
22,Mexico,Bisexual,22.233902106078236,A,A,B,B,D,E,B,1.4869971522743561,1
49,India,Heterosexual,141.17518748943985,B,A,B,E,C,D,D,-40.89272728046402,0
43,India,Other,198.38000930392002,A,A,A,A,C,E,A,33.87493696441238,1
31,China,Other,-63.65459823425452,D,B,B,C,E,D,E,-1.2433335599477586,1
57,India,Homosexual,4.326796361892356,B,C,D,C,E,B,B,87.00214441363451,0
30,Germany,Bisexual,-58.606212935217705,D,A,B,C,C,C,C,-36.57565303134686,0
20,Brazil,Homosexual,41.723125408014276,C,A,E,A,D,E,A,-38.865080549100554,1
25,Germany,Homosexual,132.00246234680495,C,B,C,D,B,A,E,-41.2532150193156,0
66,Germany,Bisexual,-161.13085237225323,E,E,A,C,B,C,B,105.43396901351704,1
52,US,Heterosexual,-9.99911317483322,D,C,B,E,B,C,C,78.55655234494229,1
36,Germany,Heterosexual,42.145896481682,E,E,A,E,A,E,E,31.557196928398017,1
79,Mexico,Bisexual,-8.172038717739497,B,D,E,A,A,D,A,48.12133927086016,0
33,China,Other,41.677593127935445,A,B,B,C,C,C,E,-139.29350416597106,1
36,India,Homosexual,23.73476855584049,A,C,C,A,A,E,A,176.66192459747586,0
69,US,Bisexual,-111.17847751605754,C,E,A,B,D,E,B,-35.6069651851455,0
52,Brazil,Homosexual,-99.3885706477774,B,C,B,A,C,C,E,160.96551534532847,1
60,Other,Heterosexual,-152.0961291815029,A,B,B,A,B,D,E,-224.84583164627585,0
33,Other,Homosexual,11.56460382583947,D,D,B,E,D,E,B,-93.66356246115156,1
49,UK,Other,-20.289220785363923,E,E,E,E,D,B,B,-139.0912536094251,1
28,India,Homosexual,-264.0994856132184,B,E,E,C,B,C,E,99.36029215562176,1
37,UK,Bisexual,160.85668057986635,E,D,E,D,A,E,D,190.1928776042583,1
58,UK,Homosexual,-51.622664099700664,B,D,D,B,D,E,B,-51.00645594578963,0
49,India,Heterosexual,4.826318134467018,D,A,C,B,E,E,B,200.25266476201983,0
54,Brazil,Homosexual,-67.90951778300885,B,A,C,B,E,C,B,180.6717606169068,1
34,UK,Other,53.3360946457431,B,A,E,C,B,D,E,-121.67880657211624,0
76,Mexico,Homosexual,33.954174912904186,E,D,E,E,A,B,C,31.49657953945969,1
57,UK,Other,162.18723207033074,C,B,E,D,E,B,C,-217.59374377207504,1
19,Other,Heterosexual,-91.93212217861202,E,C,A,C,A,A,C,-35.27853705541877,0
61,Other,Bisexual,-7.9483551983840455,A,B,A,B,D,A,E,-57.38527137025364,0
38,Mexico,Other,71.81035615989258,B,A,C,B,B,C,E,64.2900495801235,0
60,Germany,Bisexual,-92.0416559593715,A,B,B,A,A,A,D,58.942260669257074,0
39,China,Bisexual,-36.39089977706875,D,E,B,A,D,C,E,5.253170532425136,0
38,Mexico,Other,-5.044093218999624,C,A,C,E,A,C,B,-224.8675923304504,1
79,India,Heterosexual,25.573191748063778,E,E,C,C,B,E,E,9.125862969373452,1
18,India,Homosexual,-22.859177752100088,E,E,A,D,D,C,E,71.38122438289679,1
51,India,Homosexual,-67.26941987904473,E,C,B,D,C,A,D,103.54831812510432,1
74,Mexico,Heterosexual,186.11271750872663,D,C,A,D,D,C,A,-160.7896154476396,1
79,Mexico,Bisexual,-37.629603144495185,A,E,C,B,A,B,B,53.57829813325444,1
53,US,Bisexual,85.28824335864427,C,C,A,A,E,B,D,1.378988208315925,0
22,Other,Heterosexual,-43.436345728939365,A,E,D,A,B,C,D,32.01385967513632,1
67,Mexico,Heterosexual,-151.13693230403499,A,A,A,A,C,D,B,61.89526530167411,0
43,India,Homosexual,-4.005094790100767,E,A,B,C,E,D,A,57.785307099538265,1
76,Other,Bisexual,17.971150178463226,D,C,B,B,A,A,E,2.6993745736714647,0
41,Germany,Homosexual,-26.02732207752111,A,E,B,D,D,A,E,-35.648075805384295,0
18,Germany,Bisexual,-5.8306926848522265,A,E,A,E,A,A,E,116.03750197301837,0
76,UK,Other,130.3583110109323,D,C,B,B,E,E,E,-93.88225461738156,1
58,India,Homosexual,-156.43884070102126,E,A,A,D,D,E,B,109.05194226520494,0
59,Brazil,Bisexual,23.97213480302014,E,C,E,D,A,C,D,-35.32423933076517,1
68,India,Heterosexual,48.35037632928414,C,E,C,A,A,A,C,32.44786508317149,0
77,UK,Heterosexual,0.6540581276296801,C,A,B,B,B,D,A,-4.77627740566069,1
57,China,Bisexual,23.9596586444973,E,C,D,E,A,E,C,50.600089861114085,1
71,China,Bisexual,91.53257776384761,A,A,E,C,C,B,A,143.81086155320637,0
54,UK,Other,9.934446425705515,A,C,D,E,D,C,D,-79.5647885911695,0
66,China,Homosexual,34.90948246456221,B,B,C,D,A,C,A,-55.97465778187828,1
