religion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
Hindu,58.05034492537803,29.956625336149894,E,-61.88537994074832,D,-59.60333573135353,A,12.354908021380147,54.556768512951834,-12.196079708830759,25.609803544639075,1
Buddhist,42.02092775694262,-94.06667253767054,B,-177.18003144099285,E,-37.896378178336846,E,106.54088470086573,84.70309874563917,56.46363901168866,8.10012081784588,0
Muslim,-78.54549600100272,19.008591590085423,D,-57.42006447392255,E,43.10358078826989,D,181.23649629588863,-157.32265028260767,119.66426846591447,-8.496148700815066,1
None,10.143364063382345,58.66847139547578,A,-74.63784506607722,B,-56.0636053348015,B,36.287555707043616,-54.74753188127396,-209.79679394561853,86.27250944378996,0
Jewish,34.53566688915053,104.80148237308062,E,-105.76077978700542,D,65.83706321822334,A,51.65333334507499,-53.77977910603359,18.590121892601587,-104.49647240920154,0
Jewish,89.27086235065742,-202.29924920444753,E,90.91430302515755,D,71.67998319065093,E,110.6305239322163,153.46025430162607,-68.67033304040939,-162.01855037230052,1
Hindu,-54.54417798612402,34.626551007640124,A,-29.5626015777242,E,-25.716257797278395,D,-45.92092967153744,-136.37738010788095,-77.69254530725014,-166.20678104648462,0
None,-45.9725551592031,-152.18250984489748,B,-6.916726880110923,B,-2.8317961323016467,C,58.27900013855031,-3.4500781858606824,-15.75350799651926,18.190995526510907,1
Jewish,129.062678386059,-124.9702183737386,C,-73.71261219648324,C,75.71468355346596,C,-117.13792710650566,-127.87497684605607,110.35469279353916,-116.13678013801187,1
Other,-37.936720996677344,56.23350566296208,C,71.68013182277073,D,4.671771224212478,C,-16.109748268510298,40.1146572394417,141.5562803656877,26.139181996657474,1
Muslim,-108.16516891630954,39.04006123042171,D,94.46563165904548,B,-52.85827835498225,D,-68.71702003755236,-69.9837085598134,43.643156936192696,32.1695819976278,0
Christian,-89.23115246974046,163.7606016604664,C,-86.51330591421801,E,79.43925814397785,C,37.30209364108136,-10.044464626364485,16.41462222282595,-131.57758377335617,0
Jewish,113.40239381337518,44.83595142807859,D,38.55432140513286,C,-62.185647091932864,B,67.26978089058922,-18.368345200582915,117.76013026134322,-78.17433159811229,1
Hindu,49.74289246501126,191.69025535814848,C,45.1468386088759,B,-58.288203822557925,A,8.733828047637566,4.211200428329516,120.36521802606765,-115.52721611896739,1
None,-21.185903296264268,110.99502207501413,A,6.661301750609503,E,61.07999179374853,B,21.86199268000937,-49.04269205199058,84.59372603770755,11.650087055983867,0
None,-24.039248954805043,160.79584621873997,C,73.42937979736341,C,40.824190557552114,C,-175.08195118072047,-124.09097514848395,10.501520297810911,-28.3969964683916,1
Other,75.2407615241068,23.698136423656127,E,121.72798418922208,A,9.213865478956903,C,187.2681819231045,124.9084508449954,54.95703712967334,27.79767846500188,1
Buddhist,135.2450269435336,-9.942173922403725,A,271.62169544828834,C,140.76220289748727,A,-70.25928054483157,-1.205791488505999,177.46304866860578,76.45424565462761,0
Christian,-258.6600607421303,-44.085686924310444,D,220.89181069778635,C,-2.1728913364252294,E,191.63116022239396,162.8045011846301,-15.577723534244505,-205.56192520331393,1
None,-145.8119520380504,11.934983867722758,D,74.62584320280538,C,-4.475599202505364,A,-58.15586519667881,-123.55392510320193,-102.80169566294963,263.4191009550757,0
Other,-150.92561326335223,76.39885192938729,C,-135.48518374919604,B,147.81439274121811,D,124.40315783620576,81.75221211635878,152.33874184193007,12.606068265717779,0
Other,42.825192123752664,24.20214050647526,C,33.365877466657764,E,-122.21990747402012,D,69.4061643782065,-2.982637055690388,165.67952204996618,-18.954176006787314,1
None,-36.49163050773232,78.6601476830481,A,-27.16701921641488,A,-185.1595866192111,A,72.42133985948634,47.417865897405186,30.76575171452906,-154.9927583942189,0
Muslim,-109.23105106622751,146.14559018189692,C,-102.97028322123836,E,-15.820449299519993,B,100.19680229731453,-57.510014308628385,110.17863284913152,-95.00706777720522,1
Christian,10.89097006882558,54.537420369030066,D,-67.05913974441384,D,-61.24124362444762,C,49.86151726921712,125.24935210008157,-73.12946096064304,-71.45838224843197,1
Christian,-183.74363142551024,-35.558874910952234,D,244.4814300188529,A,59.26149667226923,D,-112.90232931758372,-208.91188324631523,38.14296437235482,-42.56482459066145,0
Muslim,74.71729856874349,-87.36765418841807,C,32.01221158935997,B,75.64711405601237,E,58.408938842178884,-1.3426932345160214,-133.83572788514303,91.02644322116933,1
Muslim,-1.6407207131228614,-24.05641238523658,A,1.876305130163273,A,-72.93913147792811,E,-167.22038612079706,178.53820238717338,-18.539231377270017,325.0959987884276,1
Jewish,75.58607213232568,1.719602041523855,A,109.75182237701506,D,-136.1297175331474,E,141.355029703752,65.35789873687283,-112.65245374860345,5.836458912644167,0
Christian,163.36213144915214,-24.28788260245505,C,-159.82814705712138,D,27.608309824088185,B,144.98288659479087,-70.33178483266227,53.568305798181015,-51.83085795724137,0
Christian,-14.722423810589985,-14.5138364277878,B,-22.777963876676,D,198.43439348580787,C,-39.04490599382754,10.676121355604808,92.09420772735284,-158.0335405089764,1
Christian,-87.58549300098379,-5.427304608924823,D,55.1447022382353,D,-61.43738094839163,E,-136.50021703194696,107.56521758776823,-67.18541875897462,-134.30998194644656,1
Buddhist,-70.786534189977,88.09194851034074,B,-5.667184755386627,C,43.22617234504732,D,-40.83114947876824,-8.132703255280722,56.34583671628881,-8.1967067149937,1
Muslim,94.81307510372288,-47.198557538013816,E,26.48418493314675,E,-91.24537936996879,D,95.4703522217628,-58.72864839134847,149.48043950583445,-124.76108395726091,1
Jewish,78.90549225362847,-89.8937169036416,D,137.52540035364473,D,165.9171175746347,D,-28.653923448448353,-15.700070725139812,-252.90404524311492,56.82879779377012,0
Jewish,21.920737214312197,-70.82920994802812,D,16.47576074426882,B,17.24785511136106,C,25.782095548607707,10.155546548820531,240.916114059049,-127.27077250691379,1
Other,-139.6085556727975,-268.49051309407594,B,39.08298273771656,D,-93.44803550207213,D,24.428376049153034,-124.12803623720382,-65.90516361658541,-128.178853608394,0
Buddhist,94.23139552113055,62.79857188413311,C,-74.25563640005028,C,172.7037329091,B,163.64757579272265,-89.51544696083147,5.955268284548286,-17.015746188455243,1
None,75.94069001440604,-104.84567153330322,A,272.98244389052974,D,3.795814615684668,A,118.53924885203368,54.241656304650164,23.49301440578758,58.91166638401947,0
Muslim,13.36646511077548,109.22147809721085,E,124.44712884380237,D,88.45010259375114,B,23.188288834659172,-138.32767500211656,31.62113022170266,107.04717176881098,0
Jewish,-51.49113685170966,74.99891678882017,C,68.85088754243179,B,101.46197876085239,A,0.7344609910148734,10.670954884312593,-105.48621609512475,186.12213139630572,1
Buddhist,17.131098016440095,-10.687251623344133,B,181.18735474452285,A,20.38115703818398,A,-41.39595267768919,71.14124911826258,104.22263201140784,-2.677228159594654,1
Jewish,-135.22044712024717,39.32383838387888,C,11.842833506670923,E,30.068051476337416,D,120.73215402462112,-25.8452522330902,138.29764456909444,-60.90768877737,0
Other,33.08112706362505,178.89367765321686,D,-2.848814603538535,A,35.979559466982714,E,136.36607386683286,2.5410645483596213,33.01322735821651,226.7771394313933,1
Muslim,38.75541920316867,20.70629610797666,A,-96.97100349940695,D,-51.73183146080809,C,20.508894510837457,14.848821211200324,-85.78535100596258,-84.36624588544517,1
Hindu,6.800276417151496,-95.99805805060375,B,30.576592102124284,C,80.29771188996048,A,-224.40998904010786,123.74520066603208,19.45936294583445,6.057977881787912,0
Hindu,-14.603166176577334,-150.63598353754523,E,124.88759267418594,C,-30.613524180118535,C,195.82557514145188,-108.60488678883897,-101.63718635093035,19.36565059002184,0
Muslim,12.663846659824102,19.793566252394942,B,-8.563430148727244,D,25.58091383290214,D,48.56674117011369,-104.34174327628669,189.89006680436154,129.88287319015598,0
Buddhist,84.5600258792214,98.06479719708204,D,1.9685590145544358,C,50.438048003310264,E,-29.042989492749992,-113.99250112934062,206.62743302431545,-12.051612952948577,0
Christian,35.851821951038026,124.13065608132226,B,59.97428670782761,C,-87.13569375857836,A,-124.61902030243697,-131.64143543785568,-68.56390535901915,101.88107349844071,0
Christian,-50.61115813411643,0.8612818552569611,D,25.189864681452377,A,23.180975007602537,B,-131.85746645210986,-9.384124975369474,-3.6201194057752164,27.83310587752276,0
Buddhist,-84.71425600394991,-24.864050543602552,B,65.50262698019455,E,-10.292628467664684,B,150.61890774074655,136.02995329312438,-56.244067259835404,178.81628922681418,0
Buddhist,-90.25461677722318,-25.266020515820365,E,63.85724258654919,D,-207.1197131546268,A,-84.99079319643258,-50.27889953855404,-99.8567886848434,-148.8471288138847,1
Jewish,69.97830352392806,-200.09974329311518,B,16.842349215446756,D,-55.73493305324273,C,32.986304734634025,51.38388271849823,9.993097272850115,60.11492739684776,0
Christian,-97.14817913686524,55.15947574352402,A,-84.68671561042778,B,-161.19245121144655,D,74.04150431741542,-152.160287975712,-3.513377891296765,-236.45513026333296,0
Buddhist,-44.62331627380841,9.052858278474991,C,182.66688848510225,E,68.49407758196455,E,184.66895478428177,-1.016096913047351,10.348085218966743,107.84901523536112,0
Christian,42.40702448418038,43.12638177740041,D,-170.57619277819867,C,-8.994632326704226,E,-169.52315033417577,-126.52865454309179,-34.49643660355523,84.65197201404024,0
Christian,32.11095013250712,25.67690703484471,A,64.16850452509028,A,-28.823553108843925,E,92.42170808109805,-39.19823187866043,100.28674701932387,46.22273245198351,1
Buddhist,65.14906799639971,-53.28039590767789,B,126.14714730117815,D,-82.25472080827225,D,-71.57255597593407,76.64721680744539,73.19950055405924,6.15338806647695,0
None,-78.38963385146882,14.575330336020203,D,0.9142934096209983,D,-160.87562581039393,A,-179.0432462320617,29.021211862187673,41.98690672616284,-233.79249976734565,1
Muslim,2.264502855313173,95.06834611807624,C,151.11549719163702,D,72.74621724497534,D,-38.773524770765995,35.34595492833235,-74.5147240798605,-176.83796979310725,0
Christian,151.10230000860784,222.08171800190345,E,-8.04183312065842,A,124.11800203186507,E,-77.73703952681701,-14.224796042504897,93.72701750429313,149.08562820387766,1
Jewish,72.82477460106509,153.35688699270494,D,-139.8901254133403,C,-29.357344655878663,C,19.146100144847583,-54.96595441814133,17.441559474890447,144.70693922925338,1
Muslim,6.479187677546994,-70.59100331887562,B,8.801778183494616,E,46.834908202781605,B,50.627239642989,10.45139183308559,-196.72854529007657,114.98166491127495,0
None,17.98356750755649,76.32583996549323,B,147.29081928461812,A,63.802267637308795,C,96.5029731899042,-57.203112877957096,-9.467222855803078,-76.8512070785262,1
Hindu,10.4563690816468,31.51149364347461,D,82.87325715883686,D,20.61600119614987,D,-52.48337248542173,-19.765471654955622,-10.346099043978619,-84.05443878547068,0
Muslim,-96.40788627327828,73.21610151254023,C,-55.801827991978826,D,274.2515412990667,A,-25.946825976051674,135.28426239283831,-191.60150718648381,62.72140145874102,0
Buddhist,-33.22762257439832,-126.13886805710153,C,-106.2485143921968,A,-86.02083302586723,C,68.59619513981696,-111.40705487371541,-32.68730968953356,-66.77409797216345,1
Muslim,36.70645139729846,141.20336977608875,B,-125.77513131306293,C,101.25760993461756,A,-106.78910992720783,25.95284699818256,-152.82332630646417,51.256728303699525,1
Jewish,-35.83692022247925,-101.31026304678272,C,26.82940261905416,D,17.502079308223923,E,30.053783295272545,-13.170529481020443,17.253962917828996,40.54961306177023,0
Muslim,-204.36460320477482,-57.300136311605996,C,-55.04978603459658,E,-151.99738826190568,B,-136.17067505517866,158.82454066707854,12.203789985827054,-32.249971756879106,0
None,69.307916928114,-46.59511963278221,B,-53.055581007145605,A,4.141503290198209,B,63.109225259062654,-78.63537151110701,309.7000232970497,32.249730685388236,1
None,90.57864084014082,-117.18352543973003,D,-131.45707133532213,D,-115.55290319409606,E,-9.741621183194546,-21.776451736126077,23.125807892267865,52.162104365491416,0
Jewish,22.463844275484675,-61.60631390261299,B,148.66481033464666,C,40.83018816042846,A,-86.18277619655069,30.564734864907138,-65.3173992814492,-151.5384088264583,0
Jewish,8.250943694449331,-84.46554471894238,D,-8.491116738919608,A,-127.56712854393616,E,-59.85659537550806,-0.4348017627614227,-203.17409474919305,-3.750289510584475,1
Other,58.52649791595864,100.24067453738921,A,-0.05141256273439623,D,-110.23628998915646,C,6.223626345125766,159.01243831466834,-120.46592933329667,-47.1778342264657,0
None,-14.604136899800798,64.94749650402002,C,118.25777890697313,D,-41.0752714196581,A,61.06669758205027,-43.55220009898266,96.80653150187301,-116.12959783973781,0
Buddhist,-151.83695651896016,255.85795902767873,C,-180.7503727714146,C,46.685863691747834,E,-98.13015179711422,-32.16530339974856,-29.313460553292625,-36.59327738857828,1
Hindu,111.83894475749625,76.97067409757746,C,-59.315122867341415,D,58.801155287782436,E,99.1661732689545,51.979044463965515,185.7174846546977,-162.2796140498672,0
Muslim,99.57607531597652,92.16767279918892,E,-61.38122026537442,A,54.526660655274604,C,-79.69575221759165,69.15269716918388,10.46072596157835,-63.66884254383238,0
Muslim,13.897043102609038,-81.62374287653466,A,-178.26033109304913,C,125.21347779897796,A,-43.33983482219305,-74.79056687367222,-35.90794871948469,49.448969309733656,1
Muslim,-83.6225651028364,198.47257688331734,B,136.96473089003717,D,221.0017115265508,E,-37.34095718138979,-49.02687412351456,34.51038850660679,81.71095326983739,1
Buddhist,-132.42375562207042,45.51929086864973,E,-29.78837673123319,E,130.13092472203533,D,-12.450957141309223,31.93646927158717,-115.41913061028626,-49.52492112332351,1
Muslim,129.21878524774988,31.238664268298216,E,47.15657185044601,D,-6.444439402980517,A,-182.31517601493502,-267.3021097653911,-56.764876156458385,6.713018775413096,0
Jewish,67.48474953779296,144.83986108540077,C,-218.82228801578412,B,124.61675185889665,B,-66.29919436201602,45.9490293250479,-194.9540080255688,51.167425074418524,0
Buddhist,96.54975428683703,148.45762633937417,B,100.43268343913311,E,-55.87338259230022,C,-132.97040913386863,-29.075951104423087,-14.425801379094919,-65.70487361608927,1
Hindu,42.368630579867606,-185.27527786846875,C,57.119517397351736,E,-30.240647391759513,D,-200.95758086799432,-96.9952085048058,236.2103250076566,-23.560945612386437,1
Christian,-20.482023657433977,94.02031822418995,A,138.55027501141845,B,-152.06864042356173,D,4.386893214756901,37.7081148828409,39.29195042394568,0.4848918634007342,0
None,-156.72340001249663,69.0800456531367,E,60.859496774499135,C,-15.731257037074084,E,-187.73546771972536,119.61525474443721,0.2663288232140791,-1.6673007768876067,1
None,-88.15131393490053,119.67487038948023,A,38.665628952505244,E,-58.64288493095485,E,-178.8666178009954,155.9225666296084,-105.62588725520799,-129.71539444941737,1
Buddhist,9.834575797799323,68.2307284773469,B,110.76262097137754,C,-64.57788006442284,D,-87.37682179696012,38.967643237475826,-68.44988121765631,-143.94376101040797,0
Other,-39.1847449270343,169.732960931774,C,-6.692048764174957,C,-18.634829032950055,D,-39.05589561617098,-15.57070009838599,77.75697792151284,-4.430891481304629,0
Buddhist,70.43989563501974,-147.81287168821407,D,78.33857952084145,B,-12.346653729969772,B,-242.872286847241,65.46084394925043,-83.5810682133949,36.75260363176191,0
None,41.798735849304094,225.0982196803264,C,-51.314182150086076,E,-12.038648725703402,B,115.38962136856642,-19.767781948864897,130.14289706894985,48.00626904261085,0
Jewish,7.948602796090183,-7.461394748950187,D,14.004137624993243,A,-135.3917847859749,C,-91.65630617214649,-25.59461074490097,55.70691060643688,-13.56940417765046,0
Buddhist,86.03451676703786,-49.09036139033543,C,14.604043199186433,D,14.227997687413204,C,-327.83922050423985,-293.13314958028764,-28.523234009693628,-56.67422386066028,0
Jewish,164.7175545231111,-68.67688319186254,D,-44.31365400964657,B,-167.92044819896742,C,-52.640168503182935,120.64884891551264,-157.7055511177805,4.687066080678432,0
Buddhist,-35.6265740252535,-228.76026110506317,D,-197.2683013231772,D,-24.290318280674335,D,156.3860057405463,50.96235781911308,-124.51123745185345,-131.84590383549798,1
Buddhist,78.76395596021173,10.006008664842593,C,22.00349357224596,D,36.02610223426851,B,-35.38054298356165,156.89783438897786,25.751486302811266,235.60567154072095,1
Buddhist,206.90112069760985,-53.06570663192029,E,-61.60573345416848,C,126.71247305121393,C,-134.5263111299548,-26.769490071094925,-129.95003971123788,45.01452488341119,1
Other,4.133979631790043,-85.2062224674642,C,-100.33989470819836,C,51.633014422863575,E,-98.7577725413309,22.32341988326169,-211.77708820915967,73.8264594472206,0
Christian,54.27920046722623,-41.58748438181538,E,63.86748292657573,B,204.65209196138622,E,-25.322296220785027,-45.037020369431424,54.92310257875403,121.21154784613732,1
Christian,-23.955433620556818,-121.53943832914766,B,-178.61820127213198,B,-120.28620914638812,E,112.82190247252508,-229.41150420844542,-4.299853501647022,-127.20565831374384,0
Hindu,16.85623607937251,-61.36136135533119,C,-48.17879851803127,D,19.731414758787754,B,-161.54062060207005,2.4712983235620194,113.44044220219001,-275.44983882002197,1
None,116.5521887788433,32.745405886657565,C,-42.38830563812698,E,51.86542784352758,B,-86.31355006194248,-174.55984686874265,-54.22242297881643,83.93192369174105,1
None,-41.10016366904278,-95.15578844501059,B,-72.24065246180494,B,-117.0446262614827,E,115.20587960300128,-96.8740292079846,28.014003524694463,67.64018096597422,0
Jewish,82.99044106004378,-32.7147828524821,C,-244.6437817099412,D,23.130181632145973,E,-36.280147537657584,35.829420252664576,67.0696537407428,1.890893285784136,1
Christian,-166.72110961889314,65.93074106241194,A,-105.29899283021847,B,-88.52001735384431,E,-79.93103054156117,-57.81903615038944,21.320082958346656,-162.32804574228967,0
Other,77.41663858106298,42.911515145291695,B,137.25061272844198,E,11.9926617694921,D,15.111660948420955,-84.18589256777986,99.32034850628514,-170.20143567920658,1
Muslim,88.90399417394099,108.72803442288487,C,84.57617778638384,B,63.22033227312708,B,69.43593834105698,119.02198958080119,60.38318596307731,42.794643277591554,0
Hindu,105.86699855594888,-66.65032692351454,D,-44.486685387793166,C,-60.32008307992067,B,-1.5847381637871856,4.389202020584404,-193.10309364357633,123.91062402378967,1
Other,11.152620953704663,82.10682082182048,E,133.0215464356431,A,-19.951276326314765,D,-22.61069817303184,-93.07609434855036,143.05216676869244,-97.98913723297656,0
Jewish,179.3880736672639,29.82536277487158,C,3.5898176818092598,B,-57.72581691343893,B,22.04891172372282,-195.2155665568685,-21.375100320991336,-89.94842872538197,1
Jewish,-205.96723819318572,183.21883314904576,C,71.0055849364709,E,109.21335977608528,E,-5.508520659757135,24.2888450886734,-206.7231958039357,-77.3569743662663,0
Jewish,-105.18664916863953,26.250996442670626,E,35.581716001154525,E,23.94151186839853,D,-122.5036269699395,75.91862266493523,147.03587104660085,5.0834236532817645,0
Jewish,-68.52197140965896,-24.49096352586591,A,125.29336030142599,E,-62.627139811593544,B,-42.374129552324945,90.31033345068205,-50.178328198646504,-71.41025506734535,1
Christian,50.75562080247035,1.5359595967242166,A,18.04003672430411,D,-5.233902887049006,C,88.80428112931064,-71.35593475699189,159.8330240498818,227.30899048140904,1
Hindu,-203.26734989163236,16.026239115077193,E,188.69164955551145,C,-3.650122074012976,C,36.98903117475542,74.5571953858864,125.30432111756346,121.46705604956887,1
Hindu,-105.75205228268076,-35.888760411977984,E,-106.13623386033105,B,-1.4409628422545708,E,-77.64186943269411,-208.72324763925948,-8.03907911841485,82.358243117516,0
Muslim,-17.83594656446001,26.37794277544419,E,-13.38115082836269,C,37.648496420136205,C,-8.107688946948986,-201.44238579563174,-31.568128144619926,-55.25544163765226,0
None,9.81602597898199,-246.71502486494396,D,-194.2109360086483,C,181.76584886918022,A,-90.04874845478534,111.00381492110738,120.39451775711656,42.107251538107626,0
Jewish,88.29694755642525,-43.79948024809159,B,211.91035601432412,E,-9.818011174566879,B,264.6145027537353,203.24119614130396,116.15619964792026,187.4322013844211,0
None,-96.99878394824847,-117.54162544648025,C,-81.985242339419,C,59.80731035331398,E,-61.029860477415845,52.870229754296915,-37.074348033337536,-12.43744798181878,1
Christian,-90.53601174482033,18.604527902757365,E,78.82905797043531,A,12.931585244763122,A,37.07609081237095,-74.88419692414745,-81.04107830220673,-25.131749245488326,1
Muslim,-53.29621769993245,33.52396622928225,C,75.90713714891587,C,30.901641467882595,B,-21.83603108427565,-42.395433431354434,9.833564362822706,148.9740971439879,0
Hindu,-96.46603978263656,-18.462651724443273,C,0.040228001201991846,E,51.17254119511059,E,16.796339454204457,156.78354169657922,-64.98764858314934,-62.64234811892524,1
Muslim,-109.69072388324537,57.28282434304063,D,3.2891640306187764,D,16.105537775083842,A,-39.385055178728976,-29.535964284643683,-201.88298960892448,-77.96917926227565,1
Muslim,-50.02805973500849,173.49761605494112,C,237.3034377842614,D,211.27176328534043,D,-73.38225544335633,248.08697020955083,-59.4694057449053,106.59907534695354,1
None,-90.4997334400267,124.2204041988414,C,-149.3231930274047,A,-14.024820994549408,C,123.5359674933635,80.54437155314373,154.70848088076536,22.40798271734498,1
Buddhist,-38.7619533483883,-218.77192635056585,E,-4.6140808096249355,E,-23.67661706355287,B,85.52348332104968,97.10129444090553,-126.45753004290619,-95.06725012309055,1
Christian,32.36629784947872,-16.866381954777534,D,-39.950485923591756,A,107.51953418156222,D,-30.707412034132837,8.911165953543685,15.290461572826015,76.30117050463632,1
Other,134.45136283541396,-114.0558507143306,B,149.89075386508196,A,-12.529086800634046,D,-223.74525112893568,-18.421034464569928,-159.4723278724502,-94.0698677440169,0
Christian,158.88209884240314,28.521510081999104,A,81.83384222736562,E,-39.17766740469403,B,111.06887172180966,226.74964838970476,-204.77383984674321,68.0668416255973,1
Muslim,70.6306598294631,-171.25294991320544,D,74.86365650453565,D,-68.65889760287988,B,89.29449741765121,98.91619625046711,8.4656565796348,-3.1713119669749155,0
None,-3.5638793196189678,-130.37301910237596,D,215.28485516572852,E,-55.00821126394864,C,-48.63297655658806,54.850438844640024,107.5708396452339,-7.008987412188139,1
Other,-137.29995483407234,95.14856493519595,B,149.06280679894317,A,9.039561166065251,B,87.2793937593627,-46.98762542684532,55.43006550037647,12.823295862408592,1
None,187.12972579295555,-20.870954951737684,E,-26.46351401702123,D,-136.88786765239124,C,26.23881843900278,-136.33920010682775,-36.18737054828621,-69.4569377738851,0
Other,-37.07474620628452,144.3249942316355,A,-192.79994151260246,D,-105.22294125583123,D,81.89531772735168,224.00903302616234,120.76092644876508,-225.76767871633115,1
Buddhist,163.06818637307842,60.92224603320372,A,23.586852734370577,C,-89.65032254365211,E,24.177670468942154,-105.85389952945512,13.019948783010232,-9.839194549323226,0
Hindu,15.519470941566718,-68.6453323741363,A,-29.667767292187243,D,21.846283720372977,B,-21.397970116567876,40.47232976094007,162.96204417430366,-103.55652166205114,1
Christian,18.78715936194765,-19.643547862482194,A,83.30522025734275,B,5.942850354841901,A,31.218092490501743,-123.6140698707445,-171.53131342646176,-40.226671138684736,1
Muslim,-205.7713458008939,79.03323023789535,D,68.57027342737338,B,-66.19547495610743,A,-46.67402011894185,68.39894287746189,-86.15729484312575,-102.58533922405803,1
Muslim,87.87444911854291,137.3139876679528,D,66.24148958373159,E,-98.85222891243642,E,25.841088501366304,56.55307045091518,-99.68969619913018,82.9358357836735,1
Jewish,-72.1239149198072,99.1890650446543,A,-9.104394625996694,A,98.24267105831946,D,-117.52879040928408,-75.88316310966879,68.0678615469084,137.9859258206813,0
Christian,9.76320762361713,-34.59579489871446,B,31.20684563115924,B,41.20189104827744,B,143.9764751362455,96.47839677238585,98.66095958305947,-44.26059656291522,0
Other,39.244204945997616,-18.408210183472487,C,-152.53458202986684,E,133.88781964382764,E,-5.79341843502761,15.005219742196852,-55.10808795445578,54.027726631475545,1
Other,-1.8085555853002084,-85.93570604318145,E,-95.12767606756793,A,-98.52648108903888,D,-56.03987207410193,135.9446990675213,-210.34780180148104,34.88453976575548,0
Hindu,111.1036869677454,33.452238135191855,C,-18.997573462005267,B,22.51774459453113,C,225.22245608589148,106.3092198617823,-149.85208018197648,69.91676435588232,1
Other,213.1466279349969,-15.261352935321618,C,-261.2337289647572,E,-94.02964761897779,D,-37.85885152926684,6.177093182250931,-48.317385164361006,-138.6621934221614,0
None,-107.49933183439528,87.17640826425324,E,9.038623213660731,B,68.48344004232032,C,-104.52061178034397,-116.30614849800618,20.711478228050588,-136.08836168759908,0
Jewish,-124.37637014042781,21.95430440994698,A,-59.86914827299129,B,-36.421940295010366,C,23.523368476351145,-187.78155151902064,76.15585385853069,-2.3070249160726677,0
Hindu,-72.04652219907985,-57.539896402719585,C,83.52583626209456,C,-73.35296048267568,E,-24.05526195672881,-15.173185394092483,-54.37086840707006,21.39957970171037,1
Hindu,-60.13881762561329,44.54493164872942,C,-7.872440037154249,A,-131.19263499192832,B,2.2949531327377657,-20.155015652804014,-34.03569618398053,13.05968701179426,1
Muslim,24.66714752046033,-2.1716220956025776,E,64.98295291106591,B,68.67938028516093,A,33.29321883424012,150.8764588104111,187.80365370440134,68.73911827424921,0
Muslim,32.38310061942215,53.76616799466662,A,-12.934708903753272,C,33.476233962033156,D,76.63193700768544,152.2522726168547,35.183735323660144,-77.25192040305711,1
Jewish,78.10203311089226,69.82112794492728,B,56.16217540305893,D,157.47989210074263,D,21.75888268691208,-1.574454865366831,-0.9439376353057612,-178.59155388806997,1
None,-64.21971794253494,-24.389576265475203,A,69.71911937461806,B,64.04509894028428,A,-92.9961425472489,41.20438186816436,10.471464633958947,-204.41799785940717,1
Other,66.02119284955475,-74.50245105682278,E,-163.66100567718368,B,18.26215876888293,E,-105.1242345973214,-239.85456329368856,-11.2514086000813,21.414410087589786,1
Jewish,-16.536823527856683,-84.92313256543554,E,146.29418499494938,D,-9.953497005508053,C,44.985814573392084,-184.29734537066304,-21.66344758698373,85.86092307494903,0
Buddhist,172.4183321379175,36.18623839205297,E,-111.97618749402774,D,17.59848493186883,E,116.41140516957607,-38.251449997506455,8.867384363816276,-36.11082609898655,0
Hindu,-30.47622204518493,116.61798195683826,D,48.52393665931127,C,-56.85162057268551,B,18.29740766670966,38.81350660356836,-40.08497681670805,18.224184890661345,1
Hindu,128.19152254718475,30.43759585449397,D,-223.96278346950234,C,80.45194425659112,C,94.2359841763734,-56.140230992781326,21.42529171290851,33.1647418124972,1
Christian,-73.75189927737051,-27.865672530903673,D,-109.975415177004,C,-126.12825548864667,C,-34.06568461181772,-31.75611334850424,46.99329377267774,-165.03538009523018,1
Hindu,-19.717708245216507,-29.038245795972788,D,5.510284971343844,C,19.680257442482688,B,25.958301572191566,107.02399158998806,58.624806812298104,11.722356240536948,0
Hindu,-100.29332348341894,-11.863076395871527,A,-62.62089866455928,E,76.21475739780361,B,-25.632071372154208,-61.51405024144807,-53.36297374050981,24.037658104582665,1
Muslim,-176.58377273433445,-76.68654881482267,A,15.654840527284092,D,23.71197322030433,C,56.685574893665105,-65.56274652046406,73.66209659559584,-65.18045504315377,0
Jewish,-100.35841854964988,-57.3679441251923,B,119.08162703708199,A,-108.54204621177719,A,-45.060775045720035,-9.193409962961121,1.6388006016680643,144.66943133981854,1
Hindu,187.03609498608705,-59.76546387039784,B,18.985250566971214,C,188.59745256564898,D,77.79106302143435,96.01604017885958,-92.65391733562348,-23.58544026213723,0
Other,-65.6991711982521,-53.84143940070442,E,195.95058504930424,C,-6.80712882154567,C,34.05223120631353,-155.66217829898287,135.88330367504742,-19.990986432574424,0
None,141.57835371380804,-17.098596959929697,B,84.57458786349055,E,56.98472381755998,C,44.81678536949501,-133.42210673774161,-23.450282324786528,-153.54760802936036,1
Buddhist,13.529824634213503,-26.14465629822472,B,75.30417456149328,D,55.700873924148844,D,-65.66816276410013,-75.55953030010491,81.05860719982711,-173.01476911429467,0
Hindu,-69.07529586503159,0.823046301555086,C,9.468882481114353,D,-73.82548961647863,E,46.18897297232945,18.52857681439717,158.83319390190314,-99.57374420847714,0
Buddhist,-100.47794629508869,-34.18642686530962,B,20.30716826582231,C,90.63504904401373,A,97.29931914395125,25.64117708167,198.4604389244576,-168.7707334978994,1
