religion,married,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
Other,Widowed,E,B,-75.89642449597875,E,-88.03341938478927,D,-143.40092839824612,E,A,-86.10408910430462,E,A,63.415976593120185,A,0
Muslim,Widowed,A,B,-109.66503184471699,C,3.578082938746953,B,111.6379439820425,C,A,-33.24763109023389,C,A,12.400147561450039,A,1
Muslim,Divorced,C,E,-26.516066973951485,A,-213.35168830010258,D,45.723965528546,A,C,-23.372420419732382,D,E,-128.87168826158947,C,1
Muslim,Divorced,B,E,-53.23020119047015,D,18.892070955865712,A,-222.64760140874085,C,C,204.23426528381677,D,B,75.44970161525777,D,0
Hindu,Divorced,D,E,-75.33676016845061,C,-137.71212334894193,A,98.36005388599321,E,E,139.3049909161021,A,D,-31.48871301751522,C,0
Jewish,Divorced,C,B,41.04704970370492,A,-149.35423405605883,A,-5.4731432367667265,B,B,51.900362165508554,B,D,29.121753506028586,C,1
Christian,Married,B,C,28.576108716266514,C,-4.287245048756165,A,-2.7392155931750595,D,B,-3.634055986010593,E,A,-153.13674663497864,D,0
Hindu,Divorced,E,A,-81.32042163501367,D,9.87487498045258,B,18.13638808349993,E,D,-5.128966835739173,B,B,36.59989686043771,B,1
Hindu,Single,E,E,-30.250616979940947,E,74.94716871316027,E,-60.79328578994135,E,E,23.524882862984857,B,E,18.358011541961908,B,0
Christian,Divorced,D,D,134.28184353513842,D,-66.72017248101919,A,-0.4734498536961369,E,E,-47.14469871535038,D,D,-59.39559377598601,C,0
None,Single,A,C,38.83924642436654,C,-44.09110432118345,E,-62.28429833078335,B,D,-132.89497635492816,C,D,-39.98675101154382,B,1
Buddhist,Divorced,C,D,13.0862212514579,B,40.2787228480249,B,95.82437456682176,A,C,21.22256237896138,C,C,-69.03195001278259,B,1
Jewish,Married,E,E,125.79305755475562,C,-86.56135863092359,B,-16.89563735072113,B,B,141.47391599960707,E,C,274.5541272966529,D,1
Hindu,Married,D,B,63.477851337120526,B,-14.17015881696858,B,-23.16208922940296,D,B,112.65751328136477,A,D,52.4952165984105,E,1
Other,Single,B,D,-36.485201828052325,D,-141.9729813306836,A,-31.178965654273515,D,A,84.78836550814735,C,D,-223.12294984492982,A,0
None,Widowed,C,D,47.02514844594077,D,-107.78704934204852,B,-88.22941569746884,A,D,-156.70362409346876,A,E,-8.147400907082694,A,1
None,Widowed,B,C,-32.226687262092156,A,133.0911004580322,D,62.27825621770013,E,C,123.36907990341317,A,D,100.30677164156243,A,0
Buddhist,Married,B,B,92.51042444936695,C,110.97361498726535,E,83.08104994943281,C,A,-73.7879129087039,E,E,108.58224586162729,E,1
Christian,Single,D,D,-162.14473841233257,C,9.606684216238985,D,-31.987843522271252,E,B,-17.211759538089506,A,B,-93.89868451645197,A,0
None,Widowed,E,D,30.210613846792562,C,-12.722373250157181,D,71.04810213578958,D,D,15.475783576225533,A,A,52.29764264328782,E,1
Christian,Divorced,C,A,104.49764788363494,C,18.52865853518378,A,14.225748622654743,B,D,179.3837131911351,C,D,-48.31372989493165,A,0
Christian,Widowed,E,B,-78.93663599563814,A,80.67233737233217,B,-23.216250042123317,C,B,89.47645527242523,C,E,-14.775169438926525,E,0
Other,Widowed,A,B,-86.43575035033373,A,-38.313808924580975,D,24.06382621361769,E,B,18.636980071902098,E,A,-42.79222128899301,D,1
Muslim,Married,C,B,-155.408080461862,B,-12.99463152814819,D,61.70022494805371,E,E,-23.865872905289347,D,E,84.15917407799732,C,0
Hindu,Divorced,E,D,-22.703238752924147,B,124.79382740558478,A,26.442915456089285,A,C,-3.8222821605792197,C,D,133.44626418440305,C,1
Jewish,Divorced,C,A,71.68188521493867,A,5.757135555578904,B,128.1922938774555,E,B,39.612198613366175,C,D,-37.02841426174159,B,0
Muslim,Single,A,E,-90.09917973590339,A,93.8173204149527,D,51.08278068796513,D,D,-114.57631530933998,E,A,135.82973711890452,A,0
Other,Single,C,D,-11.657741391838373,B,265.15388616664166,E,-115.9884265605025,B,A,87.88437315211392,E,A,-184.38984919574065,E,1
Buddhist,Single,E,A,104.63542129339866,C,34.42535500406577,A,-20.97101263188392,B,C,-30.644886375086976,E,E,81.85738958720843,C,0
Christian,Widowed,C,E,32.887197777827055,D,126.92820444063868,B,154.67832897706833,D,B,28.17894006015181,C,D,-18.362906054406775,D,1
Buddhist,Married,B,E,63.99790358458893,B,16.83455343394297,C,129.5757647846165,A,E,-50.97275025031441,B,A,-25.93978544515116,B,1
None,Widowed,E,A,9.871490855208858,B,-156.02350336122112,C,94.36264097882764,B,B,120.1546964223099,D,D,-51.46485447342256,C,1
Hindu,Married,D,A,-43.321348415806206,A,33.51400006412326,B,151.58857913580866,A,A,33.34557936805962,B,B,-13.07988312349023,C,1
Muslim,Married,E,E,-257.8523495267284,C,101.72300919508037,B,65.33660919827639,B,B,-5.868445290138613,E,B,-96.92277039543812,A,1
Muslim,Widowed,B,E,-18.054693983204913,D,139.138494614477,C,98.95033350001012,C,B,-46.10874072523008,C,C,70.06089351619462,B,0
Jewish,Married,A,C,96.53158485100907,B,65.64895229726048,E,-115.33505750769561,A,B,5.795517307161411,C,E,23.55407443923529,D,0
Jewish,Married,D,A,-101.81046520160182,A,149.88039165345168,C,1.3315617646318574,E,B,91.56152015753989,C,C,-38.56358742476462,B,0
Other,Widowed,C,A,-50.453886407627294,B,-10.845648351429139,D,115.25204795599802,E,D,-108.0877794813155,C,A,-0.6757879109154856,C,0
Buddhist,Divorced,B,B,3.4303144534958903,B,-126.78733664618271,B,-18.53240394041322,B,B,-179.17928171920948,B,E,-109.07560115681822,C,0
Jewish,Married,A,C,-161.92223974095498,A,-40.11332214547822,C,-60.74530306593782,B,B,-155.52033676904136,E,D,168.2447171365625,E,1
Hindu,Married,C,E,-6.673212652600938,C,-56.43301372217995,C,-270.5956339799781,C,C,-147.2448098759429,C,C,-103.94780315869312,D,0
Jewish,Divorced,D,E,-64.69354559447756,E,-15.583779569998352,D,19.4602504429227,D,A,41.54052417447419,E,D,158.9561485737336,E,1
Buddhist,Widowed,D,B,-168.871306213283,B,-32.16389766459049,C,-1.524357567111003,A,E,109.49770912365551,B,B,-45.27084917794603,C,1
Christian,Divorced,D,E,-122.57407741280689,A,135.46375326168055,B,-10.352416398487463,C,B,152.23878973215707,D,E,-40.131406179533364,B,0
Hindu,Divorced,D,A,245.3270441802726,D,-118.9411684059734,A,-159.88904762761763,C,A,-114.23072047780309,D,A,85.37744849644962,D,1
Other,Single,D,B,166.22509063137812,D,-37.798721459854995,A,17.571473620420335,E,E,-12.088469788949915,A,C,28.393712874815364,B,0
Other,Single,E,B,-136.77886303063536,A,-31.35243415559793,B,203.39153361054252,E,E,117.25153092057458,B,B,-155.55986751042036,A,1
Buddhist,Widowed,D,B,12.788553251239717,C,4.50680403669233,D,44.38274859141208,B,A,18.536973695419643,D,A,52.82192584435587,D,1
Hindu,Widowed,C,B,189.3344763665837,D,18.997024584666438,D,81.32875872183939,A,B,25.374801375366946,A,E,21.504107948848294,A,1
Christian,Married,C,A,89.08577417582954,B,44.875404564794735,B,-147.18284721627947,B,C,88.46882679969951,A,D,-42.429967283464556,B,1
Buddhist,Widowed,C,B,51.206344917904424,C,79.70517846388975,D,-196.58505695339022,A,E,66.58125549867847,A,E,-130.0507360519331,B,1
Hindu,Single,D,E,105.16657861831177,E,-63.232916659439894,C,-124.92419997054449,E,E,24.187206956744784,B,D,24.062051137368545,E,0
Jewish,Single,B,E,-71.21962413075777,C,154.89145648443267,D,145.78130866669156,D,E,-130.6877688612442,B,A,80.65680298647369,E,1
Hindu,Widowed,D,E,-47.624964941585695,C,89.88854223837107,D,-139.99629719736777,B,D,48.582410227715144,C,B,65.45063226978532,B,1
Christian,Widowed,C,E,154.9413584068593,D,7.606092480257799,E,100.11744471815562,E,A,-119.62602285816746,E,B,-37.8729248374945,D,1
Buddhist,Divorced,D,D,-135.8625533664184,E,-17.18538071045549,A,181.96692297855316,B,A,-108.07493976101368,E,A,50.33433848356624,E,1
None,Married,D,B,-2.8951769236697027,B,-89.34145602454407,C,79.34054619238364,D,A,164.37404331790773,C,B,-21.922781245204153,B,1
Muslim,Divorced,E,A,68.16414133359018,D,76.23045951944003,E,-93.74217060611625,D,E,6.188568227549066,E,A,65.77516279637715,E,1
Other,Divorced,B,A,-69.52262054683655,A,75.59411539166817,A,111.84634644762126,E,C,164.7961119327598,D,C,41.76936315597945,D,0
Hindu,Married,C,E,15.103676366810776,C,-45.42636331970806,A,-169.56980978567432,A,B,213.93198533253562,C,D,-145.88740827261833,C,1
Buddhist,Single,A,A,210.36372427812182,E,-213.56313311574507,D,53.56027723866447,C,C,-18.986508806178513,D,C,17.61740393347956,D,0
Christian,Widowed,E,B,-91.55538856064987,B,-129.02326426674395,E,-21.837461863368475,A,C,-87.1012158482564,B,E,64.94879527541175,C,1
Christian,Single,C,B,79.02649247975623,C,60.1435739734277,C,161.07589080953807,D,C,266.7502474852649,A,B,-43.70429940511197,A,1
Christian,Married,A,A,41.37701078904948,A,13.791925143517183,B,-69.77511202796246,D,A,148.4208926969836,D,B,179.87082082889216,A,0
Buddhist,Widowed,A,B,267.2199488361708,D,48.03340834312608,D,-54.50028506361839,E,B,-81.81542387062574,E,A,16.613067085366822,A,1
Hindu,Divorced,D,C,-130.19910898302,D,-238.28730028323187,E,-137.83431525203045,C,B,121.49863344913116,C,C,-31.149606713054162,D,0
Jewish,Divorced,D,A,-75.33633750772462,B,11.760016234226438,E,34.81631793303806,A,C,41.929567442798025,E,B,-78.78725919270983,D,1
Hindu,Widowed,A,A,-93.65473576547,C,-113.5604868786245,A,-17.673098883268416,E,D,46.57208651043284,A,C,20.402909221504288,D,1
None,Divorced,A,C,33.931087353576935,C,70.15213737298357,C,-147.33605492868423,D,B,48.90065099057477,A,E,94.4077721748413,B,0
Other,Married,E,A,216.01796989280876,C,200.79131014401787,C,-75.61976706546318,D,D,108.33424147006347,B,B,20.562365274347595,C,1
Other,Married,C,C,-149.9285241702148,E,-54.907683617409965,C,37.957119011785416,D,C,43.196607257956444,A,D,41.10017351183148,A,1
Christian,Single,B,B,-3.139816942737332,B,23.92660512423944,D,-57.993364299275896,B,A,-56.47282248650692,B,E,12.046163765547277,D,0
Other,Married,C,E,53.13899615548424,E,-95.99209277649801,A,33.419235226129274,C,C,-85.804027631504,B,D,-135.786518273607,B,0
Jewish,Divorced,C,E,84.81564710168027,D,-14.92635225435291,E,-114.36472558655333,B,D,-21.774267210904355,B,D,-163.88772951151125,E,0
Jewish,Widowed,E,D,-22.806245608810983,E,16.91730493766379,D,-45.86898184005094,E,E,-32.24548674179779,E,E,-155.3792968870485,A,0
Other,Widowed,C,A,99.67596456200835,E,-218.48378962198095,C,82.54917104765079,B,D,-161.04288186256963,E,B,108.85867417853375,A,1
Hindu,Single,B,E,1.4514087408227248,C,63.61997273654818,B,61.80389859367803,A,E,21.032780263528966,A,D,83.32589429903786,B,1
Jewish,Single,D,D,-157.24013825270123,A,11.596545007367132,E,38.67047988644444,D,E,-48.50544810254972,D,B,119.23615859604591,A,1
Hindu,Married,B,A,-42.520182496727784,D,-13.643570206172248,C,103.68863564251834,E,A,-80.88838965610896,D,A,6.822897388796144,B,0
Other,Single,B,C,12.18527921596073,C,-59.272220968879765,E,-20.020191916015882,A,C,257.3533222684127,D,B,2.755956724339912,E,0
Other,Single,D,E,78.42980779748481,B,95.45056789628538,B,-33.17767113501387,D,B,-98.22127554365605,E,D,45.32347055828588,B,0
Other,Single,A,E,-264.3750379372705,D,-100.196416929649,C,95.16673327910293,A,E,-98.38963661521232,B,A,-227.12071735360203,C,0
Other,Widowed,E,E,-23.84510335587996,D,-50.17119023764533,E,31.364636289097103,D,B,-75.43707591580417,C,B,117.69564024471491,B,1
None,Married,B,B,-101.03630667476719,A,58.479840322088215,C,-171.70133710644632,D,C,123.29540765307061,C,B,-55.12432936373472,E,1
Jewish,Married,E,C,59.24121412655049,A,51.567718536851594,C,24.739362756761167,D,E,-73.63287961982029,D,B,23.157613914081608,B,1
Buddhist,Married,A,A,-14.108878174603717,D,-35.584517410681556,C,12.333302331510474,D,D,-106.19283952520739,D,A,-43.44062867311455,D,1
Jewish,Widowed,E,D,-84.58828479535026,A,-20.98152189955283,A,31.160044960692897,B,E,44.73035824137556,D,D,34.64749327406923,E,1
Muslim,Divorced,E,C,-162.57656402238962,E,-85.88557027457382,A,-83.87927516826107,E,A,91.53224116581376,A,B,63.973947882793446,A,1
Buddhist,Single,E,D,131.71551206988295,D,-131.13064849848013,E,-92.72305756059184,D,B,74.44616944599291,A,C,15.978901719523481,C,0
Christian,Widowed,B,C,-186.9813075583155,D,26.459290455982128,B,49.6062831929071,E,D,76.12782743765364,B,C,-62.088039471759004,C,1
Christian,Widowed,E,C,-16.170969945032788,B,-2.012994175762873,D,-73.4136499748815,B,A,-11.69525062953003,E,A,-136.64031056084585,B,1
Christian,Widowed,E,E,-96.25103067704273,C,115.41640719305104,D,239.89467628320065,E,E,-6.392102180030931,E,D,134.9552918001806,B,0
Muslim,Single,A,D,0.7104427413523764,C,169.24327174628587,E,-63.40099929875377,A,D,-70.53265019049763,B,A,64.48975809911165,B,0
Buddhist,Single,C,E,8.421137035001081,C,30.5066170097755,D,81.18615827884483,C,E,236.2017504417374,A,A,-56.30972882147286,A,0
Muslim,Single,E,B,-201.22380666499575,E,30.994746880649927,D,-79.61465910852348,E,E,-33.991933712377005,A,D,67.86341156917143,D,0
Hindu,Divorced,A,B,35.986442870957376,C,20.11755234282127,A,98.58316796387213,B,C,-40.752239775158266,D,B,-374.0630708319618,D,0
Muslim,Divorced,D,B,106.66356953937333,E,-20.06954772531484,D,21.62601287661926,B,A,-169.52575364997148,D,B,-148.6360509761784,E,1
Other,Widowed,B,B,83.7596992457628,D,115.53618445952122,E,-85.28662786269096,E,B,1.2037642982442371,C,B,-76.73681019277169,C,0
None,Widowed,D,D,-39.27834358900735,A,201.86638746025233,D,-75.136207457591,B,C,-107.69932605320523,E,B,51.09664366419522,B,0
Muslim,Married,A,D,-158.93127256660787,A,-117.19789203360811,B,-79.98982474949824,D,E,102.04808245183247,C,B,-128.05797479145588,D,0
Christian,Married,E,B,47.72056843805487,B,-76.81515828835668,E,-117.97180082034401,B,B,116.30844668086142,D,E,-16.858248439022454,D,1
Other,Widowed,E,B,-95.3369767831984,A,-81.85962741637577,D,-152.4575809766708,E,E,-19.47941393186262,C,E,149.0733011144293,A,1
Jewish,Widowed,E,D,32.84083701620488,E,64.09895433624996,E,-0.6592870384331327,C,D,205.53762360265657,D,B,97.50709577451407,A,0
Jewish,Divorced,B,B,-65.5383606338761,E,10.462614313455479,E,110.71351316359804,C,A,68.8405196699932,E,C,257.5081115244604,C,1
Buddhist,Divorced,C,D,78.97805661754226,C,25.81864587429612,B,91.55134324782166,B,D,-64.62117061248787,E,A,22.283966873652673,D,0
Buddhist,Single,A,C,-66.47897903628433,B,94.85308828646008,B,94.16362018992245,E,E,90.58858267153268,C,C,10.931522344237997,E,0
Christian,Single,B,C,11.049119531634098,C,110.19680453206328,C,97.7943772082511,A,D,44.57416011000773,E,D,-156.30211642651602,E,0
Buddhist,Married,E,E,27.94703683343471,B,-4.536511900364591,B,73.29853198709493,D,C,-109.86358750638416,C,A,140.0972854084593,D,0
Muslim,Divorced,C,E,-46.39537189780413,A,19.188859604918825,A,33.89163725516074,E,E,-23.618704446192922,E,E,-113.1117159068181,E,1
Other,Widowed,E,B,-104.34769258304937,A,-98.79450281916432,A,-56.51442857467484,E,E,-155.0778282470922,E,C,26.69677401187242,A,1
Muslim,Married,E,E,220.8387366168966,E,42.07653875566136,C,-37.931381467457214,B,A,88.85014999727998,D,A,80.56541197978781,C,1
Jewish,Married,D,A,187.78999666498143,C,-148.01541309239826,D,-11.81009852161234,E,D,-100.53145996578283,A,B,49.9036614339379,D,1
Christian,Single,B,D,38.305106983703205,A,-60.16672682024935,B,-83.999061257259,C,A,48.98092573441306,B,A,193.2673684791603,A,1
None,Divorced,E,D,-71.6755904887224,E,-68.77181029649563,B,51.94357020322135,D,A,47.090806026592944,A,C,32.013035777338736,D,1
Buddhist,Married,A,E,140.8182772373844,A,-107.06543061296796,E,201.17375905818798,D,B,-19.19405215483013,B,D,-70.699244804042,E,1
Jewish,Widowed,B,B,-63.88644587771194,B,85.37249998746591,C,-73.37423911015622,D,C,124.04886261719916,D,C,174.7294318466691,D,1
Buddhist,Widowed,C,B,-22.660944180612866,D,-115.34037706961382,B,40.583944574952554,E,A,110.60407732465013,E,E,39.41597651698968,D,1
Other,Widowed,B,C,-83.45635851240047,A,-25.389992035995657,D,-27.60208851545108,B,E,-50.535693757110366,A,E,-23.560784058471043,E,1
Christian,Widowed,D,E,153.34223511463344,B,-126.25738529389288,B,61.19454967209662,D,A,70.43245928693214,D,D,75.10009991951254,C,0
Jewish,Divorced,C,E,47.769462944626234,A,122.2379515906025,B,14.871910733858865,A,C,154.30272432979868,C,E,-112.08785743291605,B,0
Christian,Divorced,B,C,-31.08489898814244,B,-134.6706940657257,E,-115.29926792249331,E,C,155.88661764360043,E,B,-11.484367011345832,B,0
Christian,Divorced,B,E,-125.47012905148667,D,-93.15536781650358,A,-51.582836869096504,D,D,-189.00682600364425,B,B,97.50930437874044,C,1
Buddhist,Divorced,D,D,-160.32469515710477,D,80.65574490582995,A,-105.45108587482588,D,D,6.011264785044244,B,A,57.39473005419548,C,0
Buddhist,Single,B,D,-136.70056328510955,E,-104.51493281742867,A,4.754559489340303,E,B,121.92106452375859,B,D,-43.445035271074346,B,0
Other,Married,B,A,69.8817272862604,B,-39.3698058951175,E,-93.2217443575144,A,A,36.84464917382422,A,E,-110.51068429439874,C,0
Christian,Divorced,D,A,30.750116489719066,E,-93.08023708768454,E,102.09453558789738,C,C,93.74142612454168,C,E,-122.60223750884185,D,1
Hindu,Single,C,E,114.23327980456631,D,135.5272126683238,E,107.65372375386212,A,E,87.95067304504519,D,E,-129.00688692263546,C,0
Hindu,Single,B,D,-97.30159037829313,C,-114.44764426645557,A,-62.384830338314934,A,B,-66.45114204185813,A,C,-16.47105226132412,A,0
Hindu,Widowed,D,A,-151.05977408125918,C,-14.367759857359868,D,-68.32955817165403,B,B,-33.50157579509986,A,C,66.61673761142625,D,1
Christian,Widowed,E,B,-168.6380725779762,D,-136.28927171988053,D,-79.05650811314256,A,B,-46.81189289593771,A,A,-47.403370986310144,D,0
Muslim,Single,C,B,-79.36085365925754,B,-73.63455591849677,C,-134.78464817921028,C,D,-87.19443710441843,B,B,-74.16433127214191,C,0
Jewish,Widowed,B,B,150.28879217102838,D,-18.763452676316906,E,-64.51382463887542,E,E,-77.33049768412249,A,B,-6.489101062748441,E,0
Christian,Widowed,B,E,17.011408856161516,B,18.576964312265535,C,-126.33702885493199,A,D,97.00897865760332,A,B,-13.590668491112554,B,0
None,Widowed,C,C,105.40245183404917,B,150.88491289806655,A,-50.70027981112833,C,D,316.7498334252823,C,E,-87.20769664357421,C,0
Christian,Widowed,A,E,79.001641854324,E,-12.04041207393947,C,105.14355463925469,B,D,8.65897773930588,A,E,83.6154785577886,B,1
Hindu,Single,C,A,122.72993525547142,B,3.828581169848358,B,-13.610964149642063,C,D,-50.21581969008325,D,E,12.592302048999118,E,1
None,Single,C,E,-243.0252169240736,D,191.173317444183,A,78.41112144512522,C,D,2.606427111542834,E,B,-7.813480345191476,B,1
Christian,Widowed,E,E,-41.20649370330295,D,-4.613727217874822,E,-29.858013896172498,D,D,204.76186986341833,B,A,-0.10715272822016107,B,1
Jewish,Widowed,D,C,103.17800753960753,A,83.25892190912674,A,-40.03616607645843,A,C,66.52584857668371,D,E,154.28893046893057,D,0
Muslim,Widowed,D,B,46.11695441464562,B,172.61202521923417,D,200.1378053588856,E,A,-58.68973618379828,C,A,-4.857854917196067,A,1
Jewish,Single,B,C,97.69036015470137,D,-88.44634234567471,E,20.484319705939516,C,B,244.69787202877203,D,D,-39.88038396626138,D,1
Buddhist,Divorced,E,E,53.18772065943952,C,-18.464275807619625,E,-13.012553139652955,E,A,15.382917024496507,E,A,74.65711085010173,A,1
None,Widowed,B,A,-47.570999859796665,E,4.640174575716533,B,72.36548538232859,E,E,24.40717519743283,D,A,-45.85111510394072,A,0
Christian,Single,C,B,104.6601244038927,B,-78.08816998619496,C,-15.419084893234853,B,C,15.558801452982335,C,C,176.70328881652114,B,0
Christian,Widowed,C,D,62.71941796903828,E,136.69119295018646,E,59.993021851361746,E,E,-95.7274466957192,A,B,-38.95810198277778,E,1
Buddhist,Single,A,C,-72.71667007013286,E,-20.604806496529186,E,37.464806678382004,B,C,64.05785220094225,B,D,-84.42697259694516,B,1
None,Divorced,D,A,-103.70549526417496,C,-53.768516914678,D,28.07869831395633,B,A,28.63269514546965,E,C,92.54651486480752,B,0
Jewish,Single,C,A,56.38626732484185,E,-133.69149848982374,D,-215.54464674662,D,D,179.38073128133354,D,B,8.74518709844062,E,0
Other,Widowed,E,C,90.80200001271457,B,0.9318059356363181,E,-107.30459789304822,C,D,-54.29908852043345,C,D,-50.62663177612977,A,0
Buddhist,Divorced,D,B,-100.93169102190427,C,-109.50035518625903,A,14.488357201353919,A,E,-54.27265054016156,A,E,0.7023051988773631,D,1
Other,Married,E,C,63.03001320428193,A,0.7656520205750308,A,112.49794519274641,A,D,-54.75320063516239,C,B,-51.48543377939245,E,1
None,Single,D,A,6.719253648268378,E,-25.27398814380723,E,-81.39279512851782,A,E,-237.99625833116664,B,C,-72.65465209191436,C,0
None,Married,B,D,-63.26377485850577,A,25.94686338134271,E,142.09155274491206,D,E,-2.2355840872628403,E,A,32.52383449802516,A,1
Hindu,Married,E,C,-173.6403728140886,A,1.8681339677112232,C,-0.6787886029297453,C,E,18.833009935969685,A,E,220.84988856371677,A,0
None,Married,D,E,82.70312298672931,B,46.28317916950272,D,21.905884893774214,E,D,-111.3661402591015,D,E,19.830696166574526,D,0
Christian,Married,D,C,114.4501908784352,C,32.37019041979692,C,-101.00868722529984,D,A,-151.64368030728755,E,C,-1.2931682316936235,E,1
Christian,Married,B,D,41.27932457500086,A,2.311880139448968,D,139.94011452365507,E,D,31.519670173982643,D,D,45.71093057960258,E,0
Buddhist,Widowed,C,D,-117.5614072273067,B,0.5025615562790822,C,106.2412663536273,E,A,8.267960054306124,A,C,-25.93014357197213,A,0
None,Single,D,C,103.54175575234001,A,-20.85038654061335,B,-38.571370373991854,B,D,-2.362612380766794,C,E,-65.99751071615104,D,1
Other,Widowed,E,A,64.46006023582683,B,-144.06843736376328,A,60.39710288876914,B,D,141.34568073246726,B,B,96.10556970789274,A,1
Christian,Widowed,E,E,100.7987784343868,E,-66.32943385000144,A,-45.97530334416835,B,D,83.14324636387593,C,B,1.7041422137684485,D,1
Buddhist,Single,B,D,100.43427036017533,D,39.93211875735819,D,-24.85650823631329,A,B,-61.399123923814194,C,A,35.73625777608679,D,1
Jewish,Married,C,A,-20.264780190363112,C,-3.1107593529226483,C,-23.624330060946093,A,C,67.12117203318655,C,B,37.205973691792074,D,0
Jewish,Married,E,E,-225.51071403351344,A,112.99690954991249,E,-75.99901247330428,A,B,116.2085535782436,E,D,54.02773500317769,C,0
Buddhist,Widowed,D,C,28.074629349330806,A,-107.94637198977708,A,-50.968980589946,E,C,-125.74756172304062,C,A,12.444701823681953,D,0
Buddhist,Divorced,B,C,46.31470970588932,E,-114.81957783296417,E,-184.05677554222203,B,A,-138.18681324200213,A,D,12.723068475417085,A,0
Other,Widowed,B,A,54.27746989637235,C,-114.96699043123341,E,193.08856478443346,D,B,113.90954066634225,B,C,-103.46107071613334,C,0
Jewish,Married,E,C,95.29286171466995,B,132.9637330259847,B,-86.55117414834469,E,C,56.267093253228765,D,C,75.32631284753097,D,1
Muslim,Widowed,C,A,16.150843450714316,D,-19.312379326406102,C,-98.01576088217544,A,E,156.39064933175527,B,A,63.00673521195691,D,0
Buddhist,Single,E,E,-46.86569449585786,C,3.449582399189434,D,178.7001226390018,B,E,46.21972776638981,A,D,-81.89468487301855,B,1
Christian,Divorced,A,D,14.472465299782813,E,139.85217083832535,C,-114.48720996088548,E,D,-27.087346308138287,A,E,-73.73955673204485,D,0
Other,Single,D,C,-84.13407976505133,E,-51.97376669846114,B,-22.896086334834937,D,D,15.098585971799555,D,E,-67.24355444766415,C,1
Christian,Widowed,B,B,-15.279153497531137,A,-57.625718149158935,B,7.457062317994256,D,E,76.22632639229795,C,D,-184.12773635698164,A,1
Other,Married,A,C,13.593246544677301,A,32.86399660174879,A,7.915704559861318,D,E,-206.92203747278492,B,A,-215.2157127013887,B,0
Muslim,Divorced,E,A,61.83431648107026,D,-19.706199950767548,B,-99.27462249635498,A,C,-59.38675435498308,A,A,54.04044060320011,A,0
Muslim,Married,D,C,122.19486679294928,B,-36.0982869129722,E,8.210123900961941,E,A,56.46049916385395,B,D,0.16893480715659723,C,0
Other,Married,B,C,-163.83605606987717,D,185.6258455635097,B,-69.82728259064524,E,E,10.620464083499462,D,E,-60.50509869004061,D,1
None,Divorced,B,C,10.45746314549787,C,-101.08807045521037,D,194.59373332491154,B,C,3.791179468542685,E,D,17.459524469187986,E,0
Muslim,Married,C,D,-49.35423348190768,D,262.98528602639414,A,-164.13290194450937,E,D,-120.4901360551655,C,A,126.65995129816933,A,0
Christian,Divorced,E,A,70.2119457548958,A,-99.33916402995489,A,55.09579500773325,E,C,-32.6095580541504,E,B,71.18694782452881,A,1
Christian,Divorced,A,B,187.6150347347212,D,-102.06833054817545,C,15.315386933345618,D,E,-165.5680329669073,B,D,230.15834845550182,E,1
Other,Divorced,E,D,55.996922575032634,E,25.510275727312926,A,165.60648969389675,B,E,31.9075916012164,E,B,-2.1457848645108526,A,0
None,Single,A,E,2.2087270928710128,B,-34.18322013132474,A,128.53982086433214,E,D,-75.91817673125577,A,B,50.208349178688316,A,0
Buddhist,Widowed,E,B,118.48519474318404,C,-3.053139110757088,E,-17.680831455205293,D,D,84.23228578592828,B,E,-3.1895796462261656,B,1
Buddhist,Married,A,A,-72.2084008950233,A,-164.75116095283502,A,-25.409010185879268,C,D,56.566972960864646,E,A,-55.172312234601364,E,0
Other,Married,E,B,-35.06799545995024,E,-147.67259587366595,B,-10.796636425297763,C,E,74.98829318061712,A,B,-148.95007695748325,A,1
Other,Married,B,B,-168.0498975004249,D,-124.38343567097098,B,-51.7878070889134,A,A,87.03691722085888,A,B,53.85596071351751,B,1
None,Widowed,E,D,-134.51064986212208,A,-79.69389008288614,B,134.88263552381204,C,C,-36.023500285722854,C,C,-125.15334061761611,B,0
Jewish,Single,B,D,60.0236636591735,D,110.06886369427072,A,63.200774411804986,D,A,-20.45290239557475,B,C,-263.07396150439286,C,0
Christian,Single,E,E,-66.28325074018012,A,45.46394091440412,D,-4.974599942552888,E,C,188.42874702626423,A,C,-29.408390685237872,E,1
Christian,Divorced,E,C,-3.8354825472720697,D,48.96203172576759,A,81.95604775622265,E,B,-12.030565298788822,C,B,110.04846667834983,D,0
Christian,Married,B,A,39.88387198384002,E,39.299134172050934,B,-122.77910485488512,B,B,-5.8432282702357785,C,A,111.59564062247536,E,0
Other,Widowed,E,B,143.41119790979283,B,3.6991885367463806,D,142.8351321258706,C,B,-56.198626700610255,A,D,46.308573053868095,C,1
None,Married,C,D,-57.07793678471289,B,-68.7674568208825,C,53.198471320925975,E,C,303.87237251270454,D,E,0.6332867413037911,D,0
Christian,Single,D,B,-132.42863096682063,E,-47.88448661306771,A,-141.60848578386359,A,C,61.33840472892058,C,E,-92.45646066575702,E,1
Buddhist,Widowed,D,E,73.11304979306273,A,124.74802131059988,D,-103.09320561172845,B,D,-68.9720282979524,E,C,171.39081396249543,C,0
