nationality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
US,121.81776015635373,-35.3557780173929,81.99514581519018,-9.30885676561983,12.392283345824792,-113.21765968550517,-64.04892372786226,62.54255808537642,-45.63520485476478,A,0
Brazil,-49.0380605425996,-68.19128360124718,107.8713181245392,83.63391878876998,126.22165559784173,-95.89078789832018,-43.649151583434445,-19.377160774948564,-214.0044117464262,C,0
UK,44.056546016902146,8.974371990222462,114.58150797006428,1.9486209927160991,-100.67273897268048,5.7505999908858705,180.62348084691,-11.54549492154663,-121.78566829750419,E,1
US,-34.722220011953894,-9.129379527856491,-68.55301780588798,-56.3196547162539,-1.5532292137917523,-79.52394523256932,89.04035496974356,-49.84348815826628,-90.61742885939455,D,0
Germany,78.35885708998852,1.212504499871802,-32.93013498164816,50.716748606477765,-51.91988452356483,49.69031873351678,-104.4838389383822,53.61608955917936,17.365105516817085,D,1
Germany,-10.98379432989419,-22.30189625042565,5.4607045239925265,120.1470387021839,-46.86921598947352,-50.3002355804391,134.77670293554394,5.271311756296343,21.790977931040466,A,1
China,-33.427068805340205,-89.0200634128265,181.9534218933259,100.60323016613475,100.34573956034127,17.05164948923647,142.32496459863393,-33.067968399055246,12.516491895767604,D,0
Mexico,11.043068546433178,-9.681287518960206,35.24152443958788,-69.17601774566894,98.03606754245348,155.36120123625037,191.23056775609678,-200.99751879833482,-28.28376741249346,A,1
China,-95.57073785831575,-280.6961565199102,10.414534705092434,-28.89004252557954,-89.20261486141916,4.4367237943907405,-36.62563379761693,112.38016278610769,-145.25869630424322,E,1
UK,148.89598338116875,45.429352281683414,30.920312215706165,-19.72801551547059,-13.294836968774899,68.13873725736202,-72.64313582817373,-23.950199789868808,15.880850519121998,E,1
Brazil,-70.82409824298071,70.75725495398547,14.374562425130541,-17.423965258415272,-113.86716570765047,-38.338828205576206,-73.57637941719922,4.839394028234125,-82.16865265667099,B,1
Mexico,-140.9263278515817,39.49832943472257,30.261731901132716,-139.30993861664845,-126.9181762681782,-82.45358008003343,-80.49274397122275,126.39889341828545,-24.821747612153704,B,1
Mexico,-53.276672124588906,20.906285314997255,105.37062166953741,68.79725976541424,36.03394480923234,-27.075559954773055,-87.48820456525175,-125.02281815950673,-85.0772298357545,D,1
Germany,13.782631543673752,90.4125513307809,73.19987159318968,64.65708538117708,-66.3576244965932,49.4611334322893,-148.64020633604667,-89.06268147909408,8.483932996517478,C,0
India,-209.38129756935803,55.49441835665881,80.71201293781345,137.06817045144263,-51.65708597810399,-8.662252197082749,-117.9137197651109,68.39731979936553,25.259189349757662,B,1
Other,-182.59881436146662,76.40863955842806,89.84942336216103,78.50560509387874,12.613067874387502,145.16424641881397,125.67089680063378,41.508498986157086,139.749196599406,C,0
Mexico,-7.32455593769309,-93.69682948861175,-87.69463318443272,97.7203363556641,-35.23130855034531,104.50367042329528,-57.15508612975714,-49.750374935335174,52.37694028920114,C,1
UK,-130.15310749770998,55.770947743466536,50.825064830939326,-147.89313290218257,-177.49091259811073,97.84279841871245,108.49130886535072,196.19180261630675,149.68545653162522,E,1
Other,139.28850852514495,-111.10687070431433,65.26148938450909,132.0605351735446,71.78850281465292,18.130925708111587,-119.76037843604944,-17.055624542480157,46.794567572516385,D,0
India,101.79195180024558,70.11213957678483,-120.84802861835959,-93.07718249953535,53.93730167187589,241.93245291897873,327.281571156346,-35.44780659083636,-52.45445514293503,B,1
India,-3.0846115067036877,110.96145525726706,-33.13139325819394,-110.71507714911823,9.375751975118108,22.280840449855805,-15.500475878012054,64.03279741425703,-127.9353144142916,A,0
US,-81.75783968351105,96.04800486518897,-14.923454529845765,161.92304940880166,-143.91181107518483,-57.11462987487359,-22.647487899271194,137.96438349779686,174.37943778733683,B,1
UK,-6.452790404212375,164.05647323481833,-52.005799307559876,-38.87662088134422,130.56067111479527,-56.231563985547496,188.7753424556834,-71.07566201756777,31.493523216417767,A,0
Brazil,-29.904678203192287,-8.958281195193496,-206.46389849044127,-26.40896724033283,-71.76211259179485,-82.69437524258272,7.458121015026101,8.79729555782654,-7.710963570944214,C,1
US,-189.31891864637421,12.749546772781672,51.742797708431986,29.120244615652602,60.84515169032103,-171.26446582201385,-98.06756470141464,14.744969402637034,92.82034986023707,C,1
India,-190.32955916421574,56.84686200821353,-79.3243197529845,202.02917926319387,107.00438176497553,-55.51383157279008,-38.830116954327366,-12.854333890458685,-154.95963865134564,B,1
Germany,-142.86186334388475,-12.419858785030847,-5.998012072668835,183.06873054138686,-88.54602245404364,-56.99254440542476,-77.98710088020943,-76.22875949758877,93.55102320545963,E,0
Other,-174.58226615234125,1.651817090097892,-77.23529734142494,-43.20212023856213,72.23812415907801,111.39584820682865,-12.112422998284817,38.27802410942737,102.67904881939182,A,0
Brazil,62.78897434461499,-105.09820377767367,89.24899392764605,123.21937679251408,-108.75551868389466,170.67726986664857,11.526794194609472,-47.50500594540637,71.57349260991043,B,1
India,55.07785413269559,21.34613946688048,47.82361686782166,-106.17010238254882,-41.878122349920545,40.75175980062751,155.50792284721925,1.0084147934547227,-28.8898846298212,E,0
Germany,-22.918210941812248,-9.96347279517931,-153.08083029387132,15.196767637992606,-3.7142566552965635,-97.0239219690994,-26.97258977586994,-33.21624976949993,-114.24540207123644,E,1
UK,-55.002475691683095,89.43436292911065,140.08345749657073,-22.703226965512105,-54.286958368892925,-23.585460024320668,131.7817905422258,-13.084341072977992,-13.728698652183802,D,0
China,173.24339768102445,-79.2713428517713,-50.45893191639167,58.70988089540163,78.89545787704046,-11.509433281074655,-8.243354558032276,-48.39785827633298,93.07362884264744,B,1
China,-58.95236916851751,208.03303529264124,20.954832393576112,-138.32426905614258,145.574636441017,61.973096537660396,-3.734047338375103,-75.15378592266,-32.39218003693366,C,0
Mexico,-116.29673990675877,-2.701502581412373,38.42739512823135,-96.16993740211768,26.088038214440356,-21.64193365362504,-8.76968574260817,7.02975519472306,122.31732115533931,D,0
China,35.06821782078853,4.789942778379161,115.73946962699173,-66.76579274844376,-83.25688090176348,3.994706668375935,-4.648612590295151,82.7930756575941,-37.28723175601484,E,0
Germany,14.21669949043565,-34.058169351629395,-42.45619967232641,-89.68701072979538,89.13575678157758,64.23045973022005,5.4214176057023655,-52.27256656105118,5.1071290500363595,A,1
Mexico,-30.97884629108339,-98.92691183340612,-6.166389542697944,75.57819117936319,-93.66990613576782,-86.43474115949827,22.6347534143364,126.91603460575391,118.44209788787407,E,0
China,19.575148435955622,172.02114110248564,1.6620775128103777,-142.68609298857075,-71.84608039548085,87.77322836176307,6.049604596451228,-150.9324802984763,-98.12194189121907,C,1
UK,-53.820421223820105,9.232475614571348,-116.4380481343124,-90.1235733851785,-176.8146967686957,-109.45696446735238,-194.48971386708405,-45.72127618968098,26.437319568204725,C,1
Other,-123.82661454603922,59.184054275133505,-2.9608290064556413,0.3571490411532517,9.475513666506446,28.42847222372483,-22.084507188906834,115.8875066517406,-20.27547115628372,D,0
Germany,-5.668996323458326,-27.248367504347048,-112.1418414183935,91.14811487875248,51.454845546037134,37.169714944743326,-3.3634243502037386,-106.38608859411835,70.96617024130238,E,1
Other,-21.086766094942515,-104.67296100946616,-56.35789529095416,35.028401058663064,-3.5333865568498437,118.89468193379089,-78.09758275913613,49.52312463338647,173.77912739283028,D,1
Brazil,-151.6867015851763,20.40093070421382,49.73429998958047,110.60179171454674,-106.5033110793362,147.81324683863176,-19.99530304031299,-55.60386573949575,-4.733881234510692,D,1
UK,-85.52445158230623,157.89947807207392,62.807400652481924,0.7500042321102489,-27.440694958508605,-48.03000740610393,98.14399104679232,-57.532437347396815,-100.27457648582696,C,1
UK,188.806754305023,-240.85444141158337,99.66576425760482,-108.88755104416288,13.123703034499846,-61.11273098990356,78.75390730018471,-13.662409981693765,-5.23978022311302,B,1
US,-235.44103216513963,55.51384069546533,96.4166661544074,-25.2670088232561,-155.53214826933322,19.83532759673443,-172.9469812142574,-15.160105072159064,-69.0760514352217,B,1
Brazil,116.10115370283746,-51.618001603672504,62.8455140516034,-72.71604428045461,70.87315360931441,-71.21542238622656,-71.06370620717762,-67.65325639555624,-79.19374847476288,E,1
Other,-161.43231073185663,60.69026068926369,-26.451869224628982,-65.72929934971276,-31.794002725845104,-0.04615218183119644,-16.268663211297667,-63.65396148099238,36.9357590972887,A,0
Mexico,-52.18587944755891,-59.4128032624635,31.464790332882416,142.0486224775214,-98.01252539563025,282.726435434878,31.173109154039878,-131.18794221944177,-137.5539154824771,C,0
Other,56.606433973068135,-55.63395981060836,14.10147600908045,16.874462744038617,126.205561252144,0.861644935119772,61.87468809063792,-116.9164861582499,50.2178443586211,D,1
Germany,-116.2651757094948,-20.642668198229625,-71.00717042668352,-143.83807016705262,-60.30757847315121,13.284340506036143,120.51653446155382,58.19168216291014,114.28111261410324,D,1
Mexico,-14.265479270000956,35.771165893802596,68.97926537729215,8.787148736358166,-50.14373880846753,16.873763656186533,-138.1800923100228,-50.60579327796035,-144.14149789403942,B,0
Germany,-123.1991960202145,-3.3624597750605294,-20.875729341348297,153.27200025188776,-68.8136597524381,21.788932288086865,-217.20674413330562,8.940495067877077,-45.06827764960343,B,1
Brazil,-27.45941638680333,66.98507568047212,193.63086763415518,-73.09541743523015,139.92424453436712,-126.80293085779306,-78.83792933677967,23.66956914904115,-44.91683816142762,D,1
Germany,-39.8583259008081,29.55229459787177,55.821364265771734,-156.14127144983934,56.08649213848997,-107.46879215194186,161.71326607807342,216.45406046931592,62.55253124161021,A,0
UK,59.63713975938497,41.10548663081468,25.541143596558324,-199.09908626862918,2.579899892402672,-29.08596189384725,-41.50417912573893,269.06911247497646,-158.2731888219249,D,1
Other,-47.76795293423648,17.700064256321145,-151.48460142552895,132.64207823881048,13.14596305691168,-37.78428655961581,151.09393466466094,192.98678602543035,-65.58010298624704,A,1
Brazil,-84.24447530093343,11.958751387812901,187.28752201156874,-115.860319254136,68.84123899914243,12.525865773352907,-99.43069618248023,-23.38118156153323,-65.13271200774817,B,0
Germany,-16.202262125271066,-19.363558089201202,116.43071504122395,-12.526744660662247,-161.79098319810782,155.74332838121745,117.76726116251038,-28.55003536855461,-55.00675072302765,E,0
Germany,0.09744268007979957,-35.16437928694274,-18.49965831768035,92.50694035690995,180.43776712546733,1.120020985313827,-50.92047051837698,68.05318451651287,172.8942932339944,B,0
Mexico,112.75667963072344,3.5430374680996293,65.95113437098321,-23.815993616050964,-144.61125975355017,0.5310175261237479,-29.851754553513715,39.43644851555629,-5.658697606861578,A,0
China,27.36097465964398,-102.82550694163959,139.63920572409143,49.08825744288022,-155.35033906340928,-135.54910898232956,-17.90578011407908,-33.810970106286085,68.39123797150513,B,0
UK,-114.59172516141953,-28.578447923380544,-43.1232593326437,45.06409580061924,58.16463840554464,128.76474760673972,-191.49924236892272,-22.391236730170128,-148.68946154345872,E,0
India,86.54351594931687,54.25852150900046,155.6266901804492,81.74824432441709,-24.163841183069184,26.86394402178063,13.058858978758739,1.199493077932021,42.19222763085781,E,0
Other,23.829679846687576,65.30723618122093,141.18966753250214,-179.16557846351466,-5.449216365986905,13.10305471695276,-38.193354104331576,11.310943044397721,-6.272853457646704,C,1
Brazil,-58.123608394291615,-86.79995086186317,-70.78814196024138,-29.13360924558305,-44.7260335817831,-165.609016710888,-155.13132214911332,6.784893598330098,183.93315158828315,D,0
UK,19.99771991384635,-133.1757712998819,70.61580750220946,159.799477487477,-93.67236576604961,51.09850751984214,106.63713194677626,-36.87613218385914,86.64030110580289,B,0
Brazil,127.27197911483287,-133.47255275908668,-33.79361409462815,42.84918016474522,28.1578602567307,-96.2141286726567,85.3240391332376,103.71901176651434,-9.980097849749946,C,0
Mexico,79.71934256067829,42.48229264341638,38.9080931378888,-163.52271123401061,68.24104827208329,145.97943348295615,4.988621817453685,-15.020816243671058,-21.177637691307012,A,0
Mexico,-20.962094166245603,217.11879182659288,151.55269630513686,-50.419222821627784,91.54017007625282,9.582522597693407,167.2599715628135,126.75098195327794,-72.47046267542116,E,0
China,14.254575920381818,5.398235540064901,-102.11086501657172,157.39010739674768,52.67093462027442,63.47910220668391,40.84395870603345,56.51493486050476,-65.88699466780844,D,1
Mexico,-14.884834785452144,94.7611176784338,-9.493613670558608,-100.30938151980575,-86.65963192724395,-27.505587545760683,170.87862744215437,-95.1016944676602,-49.749469291139256,A,1
UK,73.88587093295892,18.99830633477184,52.82842897220937,85.30554865074264,-11.891217730899234,-172.0902838729883,65.53843921417119,114.77902971796577,-9.126522403184996,E,1
Other,-172.691275258261,-57.77442388512058,-111.50367045769649,75.50701918834876,-9.072397178928844,42.39685294621226,-72.6579333664024,126.02530418572861,-122.4157275705884,E,1
India,111.14611474864388,-119.43303025685874,85.35549979368916,-80.22308180256299,-183.13093608429855,107.80759797393304,-60.603485826070404,1.354836912263335,104.3499143802529,B,0
US,39.46972236524497,-57.59902077886993,120.02077364799304,8.723325581038557,-313.90970610263486,-88.6961768276006,80.1460733079569,-14.59602357248845,-71.62374970474436,E,0
India,52.405524318158506,173.8438148572355,42.170825498793235,15.535259954632123,54.37796041508577,65.9883161465279,216.8452791388682,157.088554042103,-89.30547884634795,E,1
Mexico,-113.38361558774912,87.12690061692358,-16.674244841126647,-212.7965985355215,67.82125762127797,44.14144143220529,-34.82474249165677,18.352080577639835,0.07003403454664733,B,1
India,-110.9431025209914,63.314601333525566,-2.7569196189035385,135.6912421552766,82.3681634582902,-53.862864069024575,135.17026864023106,-23.85344168599802,16.049301822435222,C,0
India,83.28194718641805,-146.63723357772503,89.88214783976677,-81.49552823398572,-18.95222121419374,-73.74959001622288,-5.476850654022684,-76.74688873087125,-30.375647958077472,C,1
Mexico,-64.63275362308309,34.014274653593006,8.5585937004983,-16.037726203740654,178.10925633630438,-52.700620349179516,16.728525167172876,135.07576446512127,326.19261168306866,C,0
Mexico,-169.60565322454832,33.28608396321698,-117.95683834689996,-41.21095191216311,15.88108596935447,112.76056611897374,5.645914913694098,141.79220448750948,-9.721673732743461,B,0
China,2.5109780028945385,-5.328744454424426,-164.0194187866071,-66.84773820889785,49.98562263233063,-8.614197216545074,78.23922349696194,-87.18666265890018,-8.528017038733088,A,0
Germany,-82.70566863713921,35.47531798268205,-47.403670603069784,-33.84817702944346,62.632921255822325,-113.79401698680513,-25.384352331125807,18.139518005447435,56.456060650035155,C,0
US,40.874192354097836,70.86463539444227,-39.99962940087688,13.204508267923988,12.332268130136255,-75.21714057247988,-4.311052781848967,102.10219928189387,-90.8897239210658,C,1
Brazil,-45.68650693223035,15.5029963553745,243.36817632723964,-79.69359669706579,-226.03350592710112,126.51972264085212,-71.54943472120951,-12.4760798831064,23.66194083032534,D,1
Mexico,91.11128911160637,-117.6450274490271,36.62802907044344,176.31777076722872,-17.393895343702624,-11.64600223419378,-13.561022560000438,-56.652042438168095,-19.81386856563681,C,1
Brazil,89.75062556003934,49.70150098876069,-94.20208827415081,-111.97054271796583,-181.8707377604886,-167.33086283538591,208.16356900510468,-79.20830648761387,-95.38856878198959,D,0
Mexico,-24.44868709743047,-101.65477994466849,4.750779472037427,81.21055804665092,-8.930889710584886,-196.2296592342555,111.24812962765655,34.49187150354481,92.36497609913292,C,0
US,-62.66022551040814,-43.61679814189618,-132.47670208271177,322.95150933563923,93.37425815793291,161.5165132279255,26.62285464003945,66.80714873200273,-85.84235505331694,C,0
Brazil,33.63648059519024,158.27569583748016,-33.53653918034648,-63.49129161701259,128.83134867236882,7.4919215003797595,-169.95614499214977,2.935125659883544,-84.96513688562497,C,0
US,-101.0952011040623,-10.410065286229727,-129.10257424538617,-65.8517531140027,55.102275921426255,93.5598421166799,-167.7831532827129,-1.646398401267942,-95.10700625866502,B,0
US,127.69339321827158,32.49405870856702,31.67966502253924,-36.09912484870922,-9.572412745136653,93.13832433189039,-24.422865261886137,95.56692565713445,126.63332986937787,C,1
Other,-59.752863024902226,10.340289523390515,-95.41939838038736,69.34541386327038,-58.59253224582635,-68.56769328215594,-175.5097120113744,-103.00477624504137,-67.77680942678074,E,1
China,54.28722091319539,5.108740538642731,-7.696973144795294,85.75543330296162,-207.00215287108378,-65.20779094854942,-137.6173577954694,120.00114410054768,16.110389063823018,A,1
China,14.531403773199067,-192.78275811605224,45.306139530699554,112.49053097848628,-24.724481925514553,-194.4306482562692,-105.10633766588073,-109.72726484943063,-58.26339570704426,D,0
China,71.9319937548679,-48.74214906622056,191.61547373762605,-79.67613484514995,-11.151435011130928,-38.71133846920528,-210.05605922572838,11.115282514069113,110.40747738909793,A,0
China,24.535848113513246,72.23248441709782,10.849401765785084,-83.58967083739137,-50.55667177543529,-67.93231688626345,-112.61877023837825,25.461152529314717,1.1736064197936962,E,0
China,96.72445629308956,-34.11561718393483,-126.50614556168043,97.31866120593476,2.473884785937177,-99.18965061936468,147.38629131786803,45.369368933423566,25.035411836133353,E,1
Germany,-82.67006000630185,-34.34039947769954,121.87608075066703,-46.88337900902887,-167.54144798468585,-151.96135702504742,-136.23875199268014,-66.70174624155571,216.13846813910462,D,1
Other,146.72828710905287,-58.09606550125154,-36.98879266696807,-95.2410829655951,-62.63712740723234,-107.89972915898163,10.483954590798927,-54.081162384875206,-55.760421249748916,A,0
China,17.184490962241526,88.37405386569733,-5.102052221033991,0.9716134767561382,-199.39415559493239,17.686595786041682,-139.7313844833586,-8.526562141517898,-117.93182962204926,C,0
India,-50.55971021054351,-25.70007983133485,-183.51732939004222,61.65854326274519,-17.07420078702605,-33.32475947441361,93.02830524406855,-108.80363750796384,-67.06617268173206,B,0
China,97.0574725099848,-5.630949961924371,-44.81766500409789,-118.82786027040024,18.9485978619956,77.31763735087306,-122.47308303231239,140.79535562725846,-79.39747264400675,D,0
India,-71.06632297688827,-67.05291305650375,57.452089659748964,17.263121056046156,-46.297116553629806,95.18297991947202,-8.391690375086327,-64.0790407139456,-249.33342872142074,C,1
China,170.30049023411505,18.640701211153374,-6.639265909934167,-86.00436950573044,34.689607345997544,196.38701478633766,-31.04794882112317,47.344575900506506,-154.95153238328197,A,0
Germany,-25.617416683274545,5.507652841175989,48.712516343128236,-11.003932489559636,72.82222103611865,-5.272447864157312,-220.39651504494336,87.68614820565156,-3.499281110670074,B,1
India,181.24077876652566,-188.79585748604785,44.30458961583724,-103.84748122978694,193.3119437255933,-124.8950568996537,23.40481657327374,107.88696917208536,-72.33151884441645,E,1
China,132.013233664182,-154.08885828212706,26.858307043235456,-85.22080184300104,55.858239641213395,-73.59751928960947,-47.870323073340074,49.15467014001372,58.79814312977372,C,1
US,-89.78303680026626,-118.26322661505566,67.83054261030168,-140.46450187581067,97.31150389374287,25.167151568545123,-60.981640815249264,-0.3584812092964523,99.86146820855379,C,0
India,21.76827201794865,-124.50217186917804,152.00716631814083,-51.998928075330895,125.53174984262473,-12.199031440511316,75.58054577794887,-60.86444828530446,-185.61868581134397,E,1
US,-74.69252794727116,171.3741592075978,-98.62827889883256,44.81703292571805,-43.39156220508118,157.34819721288358,155.22538484426852,167.83336674734775,62.85138706565919,E,0
Brazil,18.90532448952965,-13.756078480839271,-54.30191525006431,42.1502699243039,95.9727590506772,-8.11868019988703,-4.301749823324358,-53.045227396195706,-106.22690726451023,A,1
Germany,-108.91392145089695,119.3834142190349,204.04564538877864,-120.56689659929269,-20.119045505489243,-111.71461862340495,162.19023699715055,-158.46093121891047,-13.376975641350294,B,0
UK,81.57804511119889,-107.37603256607473,-132.74419804398082,58.800157045835974,-30.48835566408704,-61.27705640158665,91.34489790625459,-292.91229844345435,23.408853012946924,C,0
US,18.10901411571534,-40.33396578320117,38.92078777246105,64.15603960858633,243.58861981620618,-23.108694580173164,35.059830318721154,22.02918125551057,37.287022961844386,C,1
UK,7.474558472046583,62.458228712539075,-100.94642305102035,-1.5728308345737265,-29.21330251307459,-126.77923712831469,16.592886754007647,42.85342124080482,-20.352973645129328,B,0
Mexico,-154.14024922990117,-128.9993509692516,-80.85617889511525,36.08448500918776,182.17043906616982,-178.35342580231767,189.75727269973976,44.71931181840183,52.24364255816973,E,1
US,-67.53032583632837,117.37714192221596,-184.8110542637691,124.61330522339216,0.9672240923207875,23.612570416873265,-123.86059808996941,-22.665053259792405,-63.42506374451147,B,1
US,-51.89009993208226,-20.178384993126496,-46.131023793502465,88.13203618703872,-33.708060316071595,187.11774157815896,64.60062775728714,7.9592261027044895,67.0396720108769,A,0
Other,1.427195150089832,-46.67855241404726,-6.6915184992870635,175.12641242765423,-99.9012848817917,-123.33293152018183,8.763269988803115,-102.85979252609184,-222.60232326544033,D,1
UK,130.029758845524,-85.86618932093442,160.32915488760895,-203.40361452544707,28.348740075504697,14.343672608644534,57.046450929755146,-116.44520001558207,68.38903241396528,D,1
US,-75.24500093102519,209.5377822470065,-54.20102195943153,94.22749229961775,109.59837034750251,38.28116397181738,-169.12216233668372,61.55978152230119,-32.73009976286843,E,0
Germany,18.84124647302838,-78.28681687453732,-154.58827285097468,63.83301420652212,-71.19920360013757,-42.65010733079687,-88.49245696305105,-90.5616493399595,-129.05439631097946,A,0
Other,32.69167063538286,241.7245027066427,151.37938246170987,-16.834694519811606,-129.4446018345501,160.64733860898608,56.94432930572491,1.1063002858137876,-98.97392790870092,E,1
China,36.97199795951063,165.79928560319195,-22.641413942349526,-37.82928768693096,-143.42633412354985,-41.416225530917245,56.85264787862758,20.76390374527109,-18.5389778727427,C,0
UK,-18.905614611179573,52.37724652700971,150.17932546829815,-63.39298151204448,-35.90511616969544,87.63241223641377,69.80281907245636,-23.645957577478764,56.99661060353788,A,0
Other,-42.97393937990679,-4.831190618518223,55.11223930511583,77.26195742316361,-72.4936680995625,245.55122801302275,108.17595766465853,-62.12200819925009,-124.38216131708239,A,0
India,38.68432318034575,-88.9433759619309,-76.36504981802736,-12.001679383258551,12.74425670177974,100.72255606383695,-111.75654237679309,-11.495490031353519,2.6104736769814387,E,1
Other,162.08626966725063,-88.10981371682635,142.92158524093512,31.4523149473077,-39.38121561782656,95.4586102398131,-7.899601810328721,-3.745006541821293,-126.3694829031543,A,0
Mexico,15.299045959365145,-128.50197471076115,-63.34950283115531,27.691872155873725,-84.13727394674997,90.49056941614919,62.93782788001084,-80.60890716685007,10.784803240832996,C,1
UK,-37.996670051212114,-213.03859440442386,66.95463428852328,-10.159190576153264,-195.46195394544662,-47.86516092965162,-88.16887896778844,51.05996928860726,25.734441837466388,A,1
India,53.98271467220553,-2.3986797674308447,149.71899663213443,-108.48422902494046,44.71628859814187,122.77322440639895,-78.28318751454877,-119.42707231669544,44.38148379623379,C,0
China,-20.112774857716246,-208.85709333888767,-106.44856536572046,-131.72021529587653,144.10031003090887,-60.96232496223604,-173.22401920520014,8.063681018801239,-3.9536680099006896,D,0
US,80.07984363715035,-99.12491509104817,103.80526074862837,-92.67751373109628,123.6407071587953,22.363591640934587,97.55393577803042,-75.02424313496545,-49.075046967478656,C,1
UK,84.37988575108707,73.23114574893368,-51.99873981705999,-4.600991924735309,39.52222137176115,166.065452744956,3.68652450212646,-212.87411383555383,28.82712825409954,C,0
India,84.97612986256561,-10.864943012450215,-44.767302106505284,-170.3147555814189,-199.8979405902886,28.33585694447878,81.94670564588,-107.49214865569638,50.95149183212001,D,1
Mexico,110.80494052647352,-111.95168836869375,-127.4573915502387,-69.45777523183307,-90.90067916740628,-88.2062858148578,130.18445651027614,-130.37804522629352,26.865270776436144,B,1
Brazil,11.41513705720288,71.90221165097905,28.85816218053503,2.811902010976866,-41.746046822261654,55.365717040751775,-65.8336535252048,-54.87320346148194,-119.11308219712515,D,0
Other,-36.45070369063224,-85.73261867871109,17.91741487223861,-11.692989097465063,130.1925729988732,74.54246300318195,-125.43255598712146,-10.85670807812111,79.98059063979237,A,1
Brazil,64.24679203841916,-153.28379927022186,-53.60164048558767,137.9411689393503,-236.49463619023257,-140.54625661557478,94.0657745434511,70.4991941727288,-106.03581221656123,C,1
Brazil,94.96849912422064,-77.7202412591574,-66.71885654109832,105.32764343820259,-170.20757195794442,-52.69229461704609,-147.4191023514256,-33.5932222942936,52.46877002146453,A,1
US,128.32362542912696,20.117872603346658,258.58736571184716,105.49699784609703,-148.6743652802495,-45.83567863082347,-133.16163802963058,-43.172006442793815,174.37126378474025,D,0
UK,-7.914018182320308,-80.03242573070487,89.39226652314238,0.29243539047348954,102.8229362853914,-77.9272303909259,-152.25348982546345,75.0318465251819,49.114638162038474,C,1
Mexico,-14.076223247110981,47.768677458740925,119.01604254134217,-196.94769777215473,29.755560226905224,-178.62994895571322,-114.10244514258956,141.9902679437936,-35.913638270454996,C,0
Mexico,135.15419996689425,181.23014270149017,-9.849426855042077,95.54210840180983,-168.01911808425407,19.271637419425993,41.61009823712934,-194.53067610534367,-74.26642857638467,E,1
Mexico,-58.32386995257268,-25.182585961606936,78.12488876377482,1.5674545724045048,-159.42185705906607,168.37263917314016,-11.151926945160895,19.61473281303614,66.2768051838719,E,1
India,3.0845275053178276,-47.692119185602614,66.70298760573846,-172.92942222831113,-168.5582242651758,-89.32104892552387,-1.8214537896719136,-81.72615956907039,212.51904240536464,D,0
Germany,53.83820661968137,-81.00006935024756,130.01225172329612,102.46645631777011,-56.08238383030329,137.28506066323155,26.189914516311987,91.74546674554497,32.61656607915342,E,1
Other,-57.14787404207007,48.00617045940629,146.79216357109365,-107.6047639484802,180.2119596773244,-158.58381191671143,134.63418479817093,59.82822415589312,-64.19666805726007,D,0
Mexico,-135.3908586859217,-15.555576821903037,14.10571327819399,101.8476552028647,-37.360253156406124,-158.11495193813056,38.840432128313765,-152.3229123427247,-44.83163929728578,B,0
Germany,-99.06574557995975,111.83022020808902,-23.01861200582358,54.36639806865475,26.428329239425207,-17.91348038231602,-17.840989492935275,-33.189145468599406,-143.27708526494058,D,1
US,-74.18339823084828,-99.85969477938218,45.868975127845665,-106.24449052987077,-22.272354723425885,43.8457160169531,-48.51317652099817,-102.92507127025856,104.67265237132617,B,1
Brazil,65.04137968180372,-118.66995105886124,55.419071626823005,176.6529631578317,-8.569308469819283,-85.62614205107585,-186.65812692846714,-59.07414217706691,-40.944809366822504,D,1
US,19.81775583553631,61.371466978002765,35.6366567620371,138.0072397734638,-97.58966085978304,31.604775608226817,45.614869643439185,-48.28676039276565,-108.30733022192334,A,0
Mexico,32.25300740059929,46.45500756960217,-13.716872217061832,-120.92962690643192,99.00392479230065,108.0109524082133,-66.32213037288133,-38.06176551816773,-159.66639833381777,C,1
US,-139.50000007612434,80.01766174919536,-61.28910908620264,-2.15700790682868,-16.92432974594918,-144.10301566694145,130.72235542362796,-177.22695687776266,56.52815599604835,C,1
India,133.54807105008646,26.299072264022683,22.170535778998506,23.888871773649413,-97.92400695369517,-1.7462639889383174,129.2399558909564,-69.54610596086096,-113.63663284701913,C,0
Mexico,-152.38489550403182,49.99759429414342,85.08689035141103,41.167121511593386,-18.798499701083443,-84.48521240786877,20.77087228904405,5.751536598741489,116.13331021004353,E,1
Other,-59.78879370463376,36.97990971878235,-217.8219224312352,-131.69984029711617,54.66536513295252,126.89947056144119,-255.3681900415138,10.72102422202135,-2.8984952723687227,D,0
UK,120.06334047995055,-160.33067199483068,16.86879638433237,24.059226678557632,107.09016491986874,-203.03816727042107,-65.6315000078967,-68.60323659691065,-79.35175419250913,B,1
Germany,159.17528113798676,279.97406052319354,-78.7915193867775,182.9330765813435,-26.954183428287777,-42.824511460592205,-139.40074465657503,76.02860204613415,-84.47245041817607,C,0
China,-101.52044262845035,-127.4526744146454,-99.78981675183032,39.429469317209524,-126.9149334938312,83.25070734180139,-62.42048034494139,-42.04159110965448,30.858964654585208,B,1
Brazil,114.19619781800428,-113.13531867631363,-49.95525589000823,-77.76153445377389,-80.93013915801718,-108.79792527374524,15.478399131481908,77.54627425185409,-43.22015260565632,A,1
