handicap,AgeGroup,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
Both,65+,E,98.0116247411774,-157.87772160986248,-33.51828794419942,C,D,249.8846765437476,C,-131.71822639725147,B,1
Mental,26-35,A,43.0419316745644,-82.96995738949072,210.74762675351155,D,E,93.60037406568247,E,62.666101167664536,A,0
Physical,26-35,E,-68.9667469610319,-148.84753421005027,-44.236124653258464,E,B,-50.831209660179624,D,139.7024013980761,B,1
Physical,26-35,B,89.09067961363752,-11.550550077173009,2.549967120083558,B,A,49.195676679576856,C,-50.29146519442463,A,0
Yes,51-65,A,-14.42145887060325,26.4228167381756,-112.41935888180268,C,E,37.78252285801463,C,-124.80423035917852,B,0
None,65+,B,62.13746003788404,-209.721678764768,72.26286765673186,C,E,15.760962507782889,B,-98.2875140480132,E,0
Physical,18-25,A,-62.46108944370712,19.20533380437189,-183.35234139321264,D,C,-29.872052891241474,A,-111.37842775260513,C,1
No,18-25,B,-19.28178133111259,67.96740922975114,292.1371312468489,A,A,-25.267531322797645,B,85.57321123459607,D,1
Mental,51-65,B,-73.38039886715384,66.97490179929136,45.21320279113556,D,E,-73.7620915926676,B,-221.1925299478112,C,1
None,26-35,A,10.197751539126244,144.3707579501541,-75.73282589758261,C,C,-17.558780193771824,B,1.9254512843277585,E,0
No,18-25,D,-24.972221145552396,-49.00451117605794,-33.45121946735672,B,C,-149.15227116687493,C,-29.864191045699563,D,1
Yes,51-65,C,-128.47794670010478,122.12834024381975,-99.23401893311828,A,D,73.53307967661087,C,112.25525075419552,C,1
Both,65+,A,-143.28148166337246,-18.069482648048226,183.10585407912674,B,E,-76.64768830581487,D,-175.91874477873438,A,1
Both,65+,D,-141.8197363299851,137.0023639252586,-135.19183673752738,E,D,-101.91746598833365,B,40.50826596615703,D,1
Both,65+,B,9.223821738358158,-237.32573843036602,44.912976197594496,C,B,-34.462563891858345,D,-40.13206774955737,E,0
No,65+,E,81.1657880367919,-89.52994215311156,-31.334727247287482,D,B,-64.48422347353015,E,-183.18756170479352,E,1
Mental,18-25,E,-210.72351707887313,18.232112717622815,-62.483888435325476,B,B,7.404279938019939,B,-72.72907129619354,D,1
No,26-35,B,-103.58438715722218,19.249627866492457,70.1078020662092,E,E,-33.556397860157695,B,-8.764072967705125,D,1
Physical,36-50,C,-0.7997463929776242,131.13807801653655,250.62263438739646,E,E,24.290253205695265,C,-77.93571036090805,A,1
Mental,26-35,C,103.79507677221851,75.55473481785776,-36.18233265697609,B,E,42.557583071336936,B,254.56952159645985,C,1
Yes,36-50,C,83.24158523314514,-162.13204278062113,-179.88781099937484,E,C,62.43200173511251,A,8.234247992406456,E,0
No,36-50,C,-47.68896836917862,35.79645725995418,-138.40773698210657,A,A,48.30729894815266,A,180.88180359305275,A,1
Physical,65+,C,97.95221944835126,75.9752034492299,-78.33523319040715,C,B,50.84389436587152,C,-43.10009255720465,E,0
Physical,18-25,E,75.67990157609063,-7.274693376632649,2.7639877708807155,D,D,-51.89773681284677,B,6.496424176024654,E,1
Mental,18-25,A,90.69898695066074,-178.61065708775828,-76.21801026595244,D,A,-41.36536341959099,D,-31.398478148591373,A,1
No,18-25,B,87.75964753500892,-78.67175306699744,-71.33612056896746,A,A,-30.15178846818919,C,134.01916347433928,D,1
Yes,26-35,B,21.996563521128962,-31.663873784443236,30.210485295370752,A,A,145.4234409741622,B,70.48150374516734,A,1
Yes,36-50,A,-15.001258878122433,108.15658640116106,-11.775871923402569,D,A,-47.28894809327332,A,0.21494578996816005,B,0
Both,26-35,C,-22.022571134968633,-22.764407768413818,91.6252537134599,B,B,-45.930448924599894,D,33.86656315352183,A,0
None,65+,B,-104.98987831252875,89.93308129758859,38.12976243804375,A,E,-99.14877268374217,C,-48.60918482168644,A,1
Yes,26-35,C,-296.54642492627084,102.25177663091547,-17.81980104315762,B,E,115.2712992591864,B,-26.147945488143254,B,1
Mental,65+,E,12.193506192279521,103.74097877204656,-14.249943163251336,D,C,97.47543505494683,C,109.66633653852031,D,0
Both,36-50,C,-187.92545248740723,-6.728739509862557,37.741318570423424,E,D,-108.3646060377073,A,-72.40414926324674,A,0
Physical,36-50,A,114.8658777515372,-83.69886164914581,-64.68411523969326,A,E,-79.14718713940545,D,-37.244047132190936,E,1
None,51-65,E,-21.3444058593003,41.168489245388514,-132.20046409469475,E,D,4.77115595963454,D,-42.57984950197117,C,0
Yes,51-65,A,55.261994204716004,-127.84382119761788,-116.02658425921611,A,A,-49.64341883109045,C,158.54541823581005,E,1
Both,51-65,D,159.31139051672463,120.85543547746195,11.746636326284907,D,A,-87.3977338761936,D,153.40954674038767,B,0
Physical,26-35,B,-17.21689515926006,-130.95029644104628,5.807305928948197,E,B,84.02171107871979,D,-127.0800693515238,B,1
Mental,51-65,A,-30.549806106812245,47.47148650659875,155.44596891610948,B,A,5.39528535755325,D,-171.81874480564025,B,0
Yes,26-35,E,28.20784550803936,-83.94046195104707,-33.522364988335454,A,C,-97.6640384969564,D,-52.35742510151151,E,0
Mental,36-50,C,-20.567246779340998,-118.9150463342219,31.480702099226992,B,B,-49.4630036691205,A,-115.8693106784464,E,0
Mental,18-25,C,98.56060838047317,73.02939210483184,-124.54363664114379,A,B,-173.73905195381982,D,98.11447608686173,C,0
None,51-65,B,-131.0155660665924,35.38581577350431,30.50524515827378,D,C,86.35789275630592,C,198.18651133271,A,0
Yes,36-50,A,-89.56333317364349,56.677607699369744,79.28262520612923,A,B,105.4499647537933,D,50.41639917729436,D,0
Mental,26-35,B,140.49518386468114,-4.107981280172361,37.98156067615978,D,C,-240.76439877832266,B,-28.946953949327607,C,0
Both,65+,C,-122.5043693272142,41.8069278677018,-0.2037277755223992,D,D,-176.0578383988077,A,134.86300931813346,D,1
Mental,26-35,E,-30.746802867335276,112.87812189173681,47.64564113929989,E,B,-164.4052595976196,E,-52.84507287471507,A,1
Yes,65+,A,81.31604205617306,17.37442314356507,26.47809978525002,C,B,-109.06011155346201,A,143.2299858144702,E,0
Yes,36-50,D,5.888998232235931,128.8404246316317,-53.903050682607635,C,D,-86.0957090597735,D,9.049020256927607,D,0
Yes,36-50,A,-69.91942430096275,-250.3776140343482,104.18919576022955,C,A,-85.82813536113049,D,-46.29232522998921,A,1
Mental,65+,D,91.42214295281951,-149.60239985294643,55.16216550831042,E,E,102.94799480452185,D,-59.16101257280162,E,0
No,65+,B,-67.00894594394155,53.363701003964024,307.7003797428608,D,D,103.46462874398196,A,-50.27608134587229,C,0
Yes,18-25,B,-53.564292669706774,-7.36706642310365,32.74182787697987,A,E,70.25707530624155,C,31.654756155013036,E,0
Physical,51-65,E,32.71300202059997,-17.005694713339537,49.81404043357484,C,B,33.651223011485406,A,-55.23434714652969,A,1
None,36-50,B,230.98000987561522,-12.510785880395145,-41.516772527491646,B,E,51.93420573524406,E,-36.460718879978245,C,1
Physical,36-50,A,93.83274484330776,64.58755904737764,13.327073505139204,E,A,27.279800652292867,D,34.58638088447272,C,1
None,18-25,A,-155.59247479412412,63.122961497355,-20.926030804871264,C,E,-82.39845597680366,A,-18.20232277555994,E,0
Both,36-50,B,15.15024204342765,-184.89479032611385,83.57863545073737,C,D,-54.97772523369569,C,197.22739868195637,E,0
Both,18-25,C,-107.06082186940229,-25.02203427541406,16.101028194484808,E,C,-30.0884693002889,D,-175.99464860192867,B,1
Mental,51-65,A,91.42632204895516,15.086970654498424,-87.68486850617477,D,B,364.0056043060254,D,-217.15722526922136,B,0
None,36-50,C,-176.67005627821672,-45.35043018987722,12.905876563982236,A,C,71.39546057705581,B,-51.94553242194833,D,0
Mental,36-50,D,57.327553311375326,-33.893751406753395,-45.50217683209748,D,B,-16.53594366871956,D,62.101234690840165,C,0
Mental,51-65,E,9.171001864268765,-135.4026393745925,-20.02510869569479,D,A,-256.9898702782295,A,-13.701666063062333,B,1
Both,18-25,B,41.22677329686802,3.27089187710708,-109.67275153125169,C,A,38.10847267418198,D,56.71908850534637,D,0
No,18-25,B,-68.55351709543524,96.24577874660562,106.2460980313919,A,A,43.2386453428416,A,-19.762656298381724,C,1
Mental,18-25,E,172.15972887923544,-11.782991638949532,-65.90893224519793,A,B,-170.91038682571497,E,18.31964313290541,A,1
Physical,65+,E,-118.66185591596512,102.43467833652824,27.10221715629514,D,B,-6.386928272724993,B,-105.7507487881238,D,0
None,26-35,E,139.51141463243653,5.967213201629694,148.34440918335133,E,D,-31.378418837168965,A,-96.23470605690632,E,1
Mental,65+,B,34.909238600332046,220.01769696791698,39.3799603432522,C,D,27.7563251380252,C,50.41510660977158,D,0
Mental,26-35,A,-27.182127748928693,14.407246779691068,37.413157321498595,E,C,-78.62251931518173,C,-49.43362380885462,D,0
None,65+,C,27.00287401706812,40.32982865059373,22.588779434905355,A,E,-21.028524381213796,C,-48.96592158971046,B,1
None,51-65,A,-59.53740763357989,74.71656318882049,8.58260631141511,B,E,-126.45929088533303,A,35.131018173761234,A,1
No,65+,E,132.05187086023085,14.806202261980703,-175.00032270338787,E,C,143.1188408199045,A,-84.80953827557428,A,1
Physical,26-35,B,-24.68191109272828,99.40655893837477,-87.29096673822005,A,D,-25.57095425832391,C,-115.47984857893894,C,0
Yes,51-65,A,-39.078015209864574,-169.545710987956,-50.83729882339107,C,A,80.0092983480174,C,-119.55338611139956,D,0
None,65+,C,9.506167720847854,37.4805710931036,1.369086833582339,B,C,-82.06222605177882,A,-24.96965490484408,A,0
None,51-65,C,-67.75546653572876,-17.67534093471789,-75.04422678490755,A,D,50.832451559547444,A,245.7076220764885,D,0
No,51-65,A,107.55263711940266,88.41136070799469,1.4554304192018486,A,A,-69.59532173170007,E,73.12354802795971,B,0
No,51-65,A,192.2166085986471,-26.724515156806817,188.44559556977643,A,C,66.09992201199933,A,-70.92245859773828,E,1
Physical,26-35,A,-67.47630110780763,-47.61499446393343,-72.01664538286609,E,A,155.39466406241215,E,49.48972494296765,A,1
None,18-25,A,18.380049645557932,73.61818850023498,-131.94416895086954,C,E,-35.62414552943192,C,-67.67821373986312,E,0
Mental,51-65,A,37.78761894693339,-116.74287661283881,-76.56766075275002,B,D,-4.401545610026023,C,64.55319674871946,C,0
No,36-50,A,-64.64730035043377,8.429444805480436,115.13415138070435,C,B,1.7735183414263425,D,-6.848212252990191,E,0
Yes,18-25,C,107.88611895757127,148.3906049931197,139.4572647246185,B,B,68.27930724267671,C,-27.67287135690242,C,0
None,51-65,A,-14.631133151288832,152.5362876233807,115.73929799751555,D,E,49.074587485536085,D,-42.86809407023608,A,0
Mental,18-25,C,48.3053559482682,-173.06848696262256,-111.63274727260028,C,D,-20.87295204960362,A,116.70189734432452,C,1
Physical,36-50,E,-51.4156140417329,53.71634473659266,87.38831467033042,B,D,129.7983448919444,E,94.97967933395118,C,1
Physical,18-25,A,-41.941208468223664,89.56528893075165,-166.0687373286323,B,C,-88.57617037160736,D,-4.643658465380317,E,1
Yes,18-25,D,180.04161823702495,110.04738578046833,174.93354409631746,D,A,-92.37052178390873,C,-114.93080285954451,B,1
Both,51-65,C,12.068615067861954,-99.6841216224677,6.744157805067498,C,E,-164.43881617338022,E,35.45717908605461,E,0
Yes,26-35,A,23.327999829688586,-7.493438414879597,-154.71000225334913,B,D,-286.0958529362671,C,-44.48649050622836,E,0
Mental,65+,B,297.59776801015386,-50.36302616221875,-87.6401865614046,A,C,50.650343853744126,E,-7.941139347126095,A,1
Mental,51-65,C,-130.6557725914424,-33.23683421219024,152.74188872585856,B,C,-51.182015888065,A,55.6334573850365,A,1
Mental,51-65,E,-60.32917555375482,24.892844646093863,-36.430369708185786,C,A,88.14564143030171,C,-64.91171020754783,A,0
None,36-50,E,-24.27539079073318,-33.868448682464496,-211.16816817880527,D,B,-51.00429909626535,C,-44.96067331519833,E,0
Physical,51-65,D,-109.99031100289697,128.4443743351817,-156.41042236906583,A,C,133.34880600334412,C,107.65216433345404,D,0
Both,36-50,D,-171.19654709401405,7.309361376258081,-10.139982337459987,B,B,62.20628705304792,B,-20.446903202565693,A,0
None,65+,D,-74.33489038564474,-62.14542366261283,-23.79846614026791,C,B,-147.87953191745754,C,212.2422859241869,D,0
Both,18-25,C,-153.05617668081,-53.50235105350575,-21.63517478103628,A,C,113.00692783008436,C,45.28995821659071,C,0
None,65+,C,32.487799726191504,-6.423684587522358,-189.24219927773186,C,D,-70.80845186659243,E,31.077769793474108,E,1
Physical,26-35,C,149.94671708122172,49.83763824101413,-85.16452675372878,A,D,-20.278747946416438,D,243.68094516712137,C,0
Physical,36-50,B,-59.408325334535185,66.5715915422714,-29.112045244709865,C,A,64.71296097578659,D,203.81186702101894,B,0
Mental,51-65,E,88.07349387236559,-144.1268822361741,18.513226581524002,A,E,318.97352397223074,B,-7.477007011270352,C,1
Physical,18-25,A,182.90210800540137,-109.0290421005472,54.443868287460404,C,B,12.74398985041129,C,-4.140197300110471,D,0
Yes,36-50,D,-5.875083162828015,100.34171302091757,109.74544041740589,A,E,-141.72353461276293,C,-49.404806005859385,A,1
Both,18-25,D,-5.010834722954895,-93.57343269608457,-20.757957572093108,D,C,-163.4942538033401,C,-143.37405822240814,E,0
Mental,65+,E,37.50803660494693,-16.281461143156545,62.37323869822262,D,A,5.311054997241439,D,-108.09760253255116,D,0
None,26-35,D,86.13110754515795,-111.90836088363056,-39.974276600146084,A,A,89.95796596811252,D,114.62319354310151,D,1
None,51-65,A,-109.11063651537216,174.55701006419514,48.23605347482298,C,E,-128.52820280497542,B,103.12610533999234,A,1
Mental,18-25,D,25.109918851020257,-17.27050265686679,-30.260815043386714,E,C,-60.733338362934354,B,-130.94664308881022,A,1
None,51-65,E,-226.64709388976877,-32.554016957681654,-13.166540611765404,A,B,123.6600120725904,C,-2.0343609476953453,D,1
Both,36-50,C,-104.90261173054157,-77.30564441091873,22.33091678886578,E,A,103.59691716798409,B,31.417249955826254,A,1
None,18-25,A,-44.435343333408724,94.03879141124773,-36.9472379087863,E,B,98.9119637072517,B,-175.4700398339119,D,1
No,51-65,C,29.009214100652397,-154.57084383423845,-114.18040585176922,C,C,-19.54021880533303,B,-52.472393769211955,B,0
Both,26-35,D,-27.13402101652275,-47.250614190763,-48.47829832723615,A,C,15.139939928956514,A,154.02149714445102,D,1
Physical,65+,A,41.151895924683394,-10.229251571700887,-22.241021544477196,C,B,4.012429082876886,C,-90.72871111797589,E,0
Mental,36-50,D,4.802137054452839,-2.3487773129365443,-53.630406934304055,D,D,-3.37361580893589,B,231.86594904845174,D,1
Physical,18-25,E,-41.71695080095829,-29.75765159389735,34.035177829983226,C,E,-45.95373757796802,E,-79.56394600390999,E,0
None,65+,E,27.090037258051485,-112.92016511052606,-84.01347307914865,B,C,44.98943606628903,A,-75.40156841159322,C,1
Mental,26-35,A,-37.75046734853412,164.62272971767862,50.449015048783686,C,E,-127.22827615823853,C,-3.7494141872063436,A,0
None,18-25,C,114.2370981296796,41.933940187096844,-6.067108905823456,C,C,69.95253575576672,B,14.769934062342593,D,1
Both,18-25,B,33.96268248983876,151.61924156886784,81.33351358459848,C,C,-222.40882719985913,E,52.861119257339,E,1
None,65+,E,-2.210368314635833,-61.427812970562165,-1.019800340970653,D,B,-71.31785589586542,C,36.37929904945483,A,1
None,18-25,B,-197.8453571309821,40.71229701172294,-119.21263656551287,A,D,-104.95108878621018,B,-72.69370568064977,D,1
Yes,26-35,E,82.18242597174604,131.55641278644282,68.97328254056757,B,A,81.4972062874763,A,71.1902814334257,C,0
Yes,51-65,E,265.22821894153816,85.27239336378838,-171.36056051199503,D,E,-105.92098677618984,E,-90.32082739465265,D,0
Mental,65+,B,102.28625487026439,13.933898573413012,-27.335504382467114,A,A,-104.88448568400361,A,141.2428271557632,A,1
Physical,51-65,B,-58.755351702216515,-51.262729133397286,5.690602903920481,C,A,82.2117104300755,B,-80.10731124971502,B,1
Physical,51-65,B,-163.2884327208492,-15.542478239431928,-48.972489648785675,E,B,213.7476065642271,E,-107.02934514181861,E,0
Yes,26-35,C,-8.989982329674715,-91.13616873399086,56.47190103405176,C,B,164.06781055052107,E,-4.1087782976012965,E,0
Mental,36-50,B,-68.95389414479345,-60.659760313715715,93.53052830855094,A,B,-66.99832716748092,A,-11.834886710267373,A,0
Yes,36-50,D,67.4651582292437,-54.75088315813701,14.447788132106986,B,B,-161.3798772693037,B,10.437167278009207,E,1
Physical,65+,A,-25.228355859117496,-127.83136861576124,-87.72665866242339,D,C,-8.727663412009704,C,-92.96580049469839,D,0
No,26-35,E,-1.6787237641407937,-97.99842203481805,-57.67391272278599,D,D,38.03916504205541,C,37.72261350777214,D,0
Physical,36-50,B,62.74118066912065,-59.94780165695085,182.99574493704716,D,E,51.4232436276134,D,-141.6955189846235,B,0
None,65+,C,80.20223783392207,-0.6377146879184198,-21.239532208416303,B,D,19.66793880558268,A,93.70248775184822,E,0
None,18-25,B,-53.51852920443668,-15.844014913207404,20.385506092269033,E,A,-4.320639566765034,C,18.72306261106432,B,1
Both,65+,D,-40.679835881116894,-98.77123955838685,-192.98157316551976,A,D,105.19765353294459,C,57.02286401134926,C,0
Mental,51-65,C,-12.840753163095384,-4.720293945769113,-57.64294498732666,E,A,37.5877265889908,B,212.17740000207516,B,1
Both,51-65,D,-142.94799905789228,10.603738909521308,187.9521331789924,B,B,-210.51404685564142,A,28.077346010199918,E,1
Both,65+,C,160.72501043801063,-95.54388296519517,-14.474799667459015,B,B,-111.16764430783195,E,27.418675208049308,E,1
Both,65+,D,-121.98175486609513,127.15315409224858,117.36870854030788,E,E,-115.15710887421963,B,-75.49566251925631,D,0
Physical,65+,B,5.0497991147263415,79.75561878295636,36.17876713493827,C,D,-27.80459671462604,C,-34.566963321525954,D,1
Physical,26-35,E,-101.98379997298407,88.94912736918216,-122.75836846814178,E,A,-9.92247229146635,A,-3.306252695555264,A,0
None,65+,E,-85.52975053742531,51.14664929133732,-69.01624163169146,A,B,-63.630458344103346,A,-41.714557784303096,C,0
Physical,65+,B,41.935779333176185,33.4957628704472,92.87316671390596,D,B,143.94240528044108,C,120.39058152712776,C,1
Physical,51-65,B,40.371426282717714,151.2749732808713,-72.95013725784722,E,B,-95.31901565492943,A,-30.262520827976484,A,1
No,36-50,C,-96.30383651261457,12.92641862782416,-42.46922237954722,C,B,-84.75775874624773,E,194.64760819141705,C,0
Both,18-25,E,-118.58889898294977,-39.569160663829265,-12.734554678063162,C,B,0.479990432468364,A,112.30481739248633,B,0
None,18-25,C,-91.61576945834612,-53.1281012938581,-118.38977462323808,C,E,68.71253110116427,E,130.19472614166492,D,1
No,36-50,E,59.0016295090525,-71.50841521258174,-5.475646000042453,B,E,-96.40115139941982,A,-113.82916355616932,A,1
No,36-50,C,-88.20269788719453,125.05310851338731,-53.86381929058324,D,B,-95.65084417815373,E,-7.2040021091448265,E,0
Both,36-50,B,41.10580818555217,205.54066409504134,45.5982047396746,B,C,-89.13263140557198,C,-58.65320848607403,D,1
No,18-25,A,110.6616643159622,-109.3617326805088,-27.201355677718624,A,C,-81.78644099873968,D,156.6014744116648,B,0
Physical,65+,B,102.2909441496332,-79.28991853326309,25.411147406124435,B,D,-122.33104397780758,E,-33.195582056992826,A,0
Yes,51-65,C,-145.58012728514137,-90.69981420722013,70.45392713296594,C,A,-13.030347221281824,A,2.5083677814276886,E,1
Mental,18-25,C,-29.393948719536194,9.855938638670784,-58.26146021105739,D,B,98.82245470265111,C,-58.4230017043577,E,0
None,18-25,C,-146.3907459982486,-134.1021053203601,-74.32976425288616,E,A,44.84906886483149,A,100.55084394863007,A,1
Mental,65+,A,33.38157995981143,105.85755954135001,-100.00992722838504,D,E,35.4020561856736,E,-94.65135470080192,D,0
Mental,18-25,D,-47.692292515490514,75.6788441674922,-20.274056495662133,E,A,165.4315478263748,D,-29.430857056886722,E,0
Mental,65+,D,48.915641693555365,-97.88802430972298,148.9380005269473,C,D,-120.41426141820367,E,-95.36632252190634,C,1
Both,65+,E,23.221802663333026,-188.03567893224732,26.87099343496724,E,A,102.95409064608776,C,-16.37286440985805,C,1
Yes,51-65,B,172.0317116464751,-18.30897957798038,75.50523527929737,C,E,156.9162326672269,D,4.699133566666429,B,0
Yes,36-50,D,15.986816179770017,0.4711906481199464,18.622677842359643,A,E,-173.5487531494368,D,57.98540747505062,A,0
Both,18-25,A,-109.93209910955603,172.15222781126857,-77.7323925610888,C,B,-10.794164661152054,D,82.11666058870283,B,0
None,65+,C,34.85382727999808,-78.36035446701638,66.6022530808897,E,B,-69.50389468524291,A,-36.21706609622833,B,0
No,18-25,E,-59.823082489210044,-104.83566525148684,-129.6739488562792,C,C,170.3774430279347,B,-6.773664054786716,D,1
Yes,26-35,A,-44.60723084467781,40.23491974590746,-4.197756594946105,C,B,85.7414357418775,C,-41.84856545800186,A,0
None,51-65,A,-25.09070646190898,-55.888541888091005,6.482322358317619,B,A,21.899488462824383,D,-154.69382812043932,D,0
Both,36-50,D,99.64715036502331,-57.895308944800675,-82.23449790873262,B,C,-166.71616997742518,C,-123.1955545194374,D,0
No,51-65,A,-60.38247833648946,-74.21092140398666,163.38286536041602,A,E,-103.40981128855353,E,40.47259390770412,B,0
Physical,51-65,B,-262.02479890013615,177.10418358930875,132.34618894068916,C,E,100.98462569837416,A,-84.48184573543672,A,0
Mental,26-35,D,5.686110629231695,34.89096333185312,19.042557722818945,C,E,-80.62136721495169,A,-28.498715739878968,A,1
None,65+,D,-138.19329749909085,110.29151297432671,-25.443610588057563,E,C,50.31084782975137,B,-22.849887891326677,B,1
Physical,65+,A,-32.23228085720137,-28.21104647105066,-21.44377010065184,A,B,29.617504600871534,B,-260.39045812829585,D,1
Both,51-65,D,4.5067239276843605,-160.61852832771825,-35.185761291786285,C,C,-11.501303453650165,E,308.5514699980198,D,1
Physical,51-65,E,-65.57851209138279,-61.18715851752772,-64.19247635698223,D,E,17.638322325845646,D,245.4678312724382,B,0
No,26-35,B,-115.84091246496484,189.01830069738233,-52.804515861075764,E,E,95.58814824376077,D,143.72417863780714,D,1
Both,36-50,A,60.98838646534033,-134.33002482447299,-113.53948155179884,E,C,-77.90980427034468,B,-21.252181260764676,E,1
No,36-50,A,12.171430122499245,100.53583619260185,0.6813348946762068,B,E,-97.61607190175951,A,118.53113628525081,B,1
Yes,65+,C,-197.23996355377292,-175.8415341830037,-159.68177219163348,B,C,-99.44875220027346,C,8.42692368831219,A,0
None,51-65,E,-84.52475110109046,31.419173412408725,-108.58366045986574,B,D,188.02279451378118,C,142.47335083680633,D,0
No,65+,E,-122.02716147575161,-102.54388368219098,-21.22282514185078,C,D,79.53968181701431,D,-58.586531169520896,B,1
Yes,36-50,C,96.26291449059254,42.98684608983023,1.6693250520230056,C,B,-133.2980701069455,D,-12.784330003835906,E,1
Mental,18-25,E,56.77857476510157,-93.37098973851987,-27.011086073440723,A,B,-60.33293593450117,B,-38.448049301778504,A,0
Mental,26-35,E,38.18671979608685,7.278359338138839,35.4193172217691,C,D,200.6510925890283,A,-91.78830672409333,C,0
No,65+,D,-51.430276323873834,81.35683193651954,-109.61633148509836,C,C,51.78920440562534,D,-83.06737815873262,A,0
Yes,18-25,A,-117.65052454138485,-63.05294800741525,99.79745394879436,A,E,-69.20996338879463,B,39.31215391510442,B,0
Mental,36-50,C,59.860778352185505,-9.001657556276722,25.14723856096392,D,E,-74.7653032093458,C,-18.94823314614233,E,1
Both,26-35,E,-29.527467071643255,74.73455198491462,-74.67750925568203,D,E,-149.52740782246292,E,-93.28645817509181,A,0
Yes,18-25,D,45.34380663950642,-104.95532849903968,128.29561978900733,D,A,-131.34670949355,D,-291.49619338340364,E,1
Physical,36-50,B,-100.54004416709394,-162.63150122779197,-25.19638445785058,D,C,-126.12934895053091,A,15.834495129888829,E,0
No,18-25,E,231.14883644555047,-137.66845092598174,-83.0453579335869,D,A,94.26514484307914,D,69.09911676845334,E,0
Yes,65+,C,5.755933583670313,-60.24538022922455,27.295419251991106,E,E,-57.91439419740508,A,86.61924949408548,E,0
Physical,36-50,E,168.21893453096735,-68.19772263776251,-32.35665545505073,B,A,-26.818328465685504,E,142.60709395254818,D,1
Yes,18-25,C,148.1599834444318,-60.70760370737278,-153.71297039005736,E,E,138.3476185442317,E,85.1581635369378,E,0
Mental,36-50,E,-55.87618897030043,-104.5358980320313,-0.7175668109557136,E,D,5.738316762830243,B,-124.84691619342246,B,0
None,36-50,B,152.1865415815631,-4.76696573142891,34.61269332473386,C,E,112.35721420885778,B,46.63142145659922,E,0
Yes,65+,B,-93.05077581558788,278.6314612104085,184.87290472960424,A,E,-15.1202595549144,A,41.18452409001153,E,0
Both,18-25,C,167.49330924037903,45.0062345940076,-134.6861894648191,A,B,-227.61921701561553,E,-100.1068911577623,E,1
Physical,26-35,B,37.37111113012094,94.88287981400985,138.10943123593967,B,C,1.310391611601333,E,-75.5895172878615,B,1
Both,26-35,A,-124.54209095444422,-133.98525451357924,15.730452086010082,A,C,-106.21065070653755,E,142.12762660277852,C,0
No,65+,A,117.89172546218694,-0.3151461891268156,-22.36674577466189,E,A,92.82679069322208,A,76.3004964564083,A,0
No,18-25,C,23.37726518278606,147.0358772933602,-13.272399680023849,E,C,27.89632744135662,E,22.572890887345284,B,0
Physical,26-35,B,-12.868269793888457,-170.0493314817008,-87.21644752020529,B,C,89.8103921916483,C,10.551144512372433,D,1
Both,36-50,D,-58.038654756937056,93.85590144419503,-84.36211151627032,E,A,76.48222997706957,E,-4.410609989928802,C,0
Physical,36-50,B,-4.664386392734101,-95.43608987805283,-14.446298021928705,B,E,-55.22433496830714,C,-27.8314723072049,D,1
None,51-65,E,-24.51788839114453,-5.53972982264401,-119.05239864028727,E,C,-85.41414364823719,A,-32.00004030427264,C,0
No,65+,C,-27.96095281966816,-60.9428396195701,58.04344606019618,E,D,239.6497555632469,A,108.42098126615707,B,0
Yes,26-35,B,-111.31328562576823,-1.4591559831041905,-37.31644406157124,C,A,-243.8582749702751,E,116.59346531054256,C,0
Yes,18-25,B,103.47705977773703,-23.53123827177061,-7.087671408999421,E,D,-94.36912919746463,D,7.146325977373085,C,0
Both,36-50,C,-45.159576986294006,51.28434362351967,-82.00464299163201,D,C,93.35108720101285,E,-197.6524458387517,B,0
None,18-25,A,43.584303703229246,-0.3857134461927132,-169.49313736394845,E,B,28.548448840081953,E,166.58845058462617,D,0
Mental,26-35,E,-50.118141707867494,-181.72716819386835,-12.46740441937424,E,C,99.30759705044038,A,-18.404527100906478,D,1
Physical,65+,E,21.740543896743233,-8.969267051103373,-38.13488415313363,B,D,-110.56792002826832,A,180.0812609255542,A,0
Yes,51-65,C,56.05805855861667,24.290087344613966,-12.711518028052296,B,C,117.07326931926727,E,105.13931553691546,A,0
Physical,51-65,A,10.402128595786683,-14.965899598488717,-140.35256750681938,A,C,33.75539145274398,B,-104.0493033323173,B,1
No,51-65,B,-7.594147862708843,-77.6138134589744,-60.175031756586506,A,D,8.987686207623783,D,30.67987689695183,D,0
No,26-35,B,-241.4406328417166,-53.37998366568709,-13.451113124620088,E,C,166.04810693095743,E,-72.09125896858784,C,0
None,26-35,D,44.34004883629563,125.4671201810938,21.384897607861564,E,A,-90.48425245717911,B,71.83742977068921,D,0
Both,18-25,A,-169.78489246412198,119.59936231142152,107.04531922224606,C,E,-36.92374013850944,C,122.23034382219191,E,1
Yes,18-25,E,121.76383767567197,-25.079728191483763,-22.636329748154974,E,C,149.18460266567098,D,-116.27911234333821,C,1
Mental,26-35,A,23.76041653865683,-160.0763257188768,34.10449754100081,D,B,115.52392192038927,D,-218.8312257113152,A,0
None,36-50,E,69.86070209810647,47.138339220092796,65.86690064723216,D,D,-92.38879280748733,B,-59.39657929403073,C,1
Physical,18-25,D,1.9881382437977868,68.79724392879471,70.27000318781586,D,A,-71.11521925897819,D,-104.54264053035477,B,0
