ethnic_group,age_range,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,target
Hispanic,65+,D,E,D,-86.80793017289943,E,A,-123.45811424139082,-167.29820695873786,70.47396007992924,1
Other,18-25,A,D,C,101.16144511957965,D,B,101.28104547997678,104.73253523959347,-175.1387194336465,1
Other,18-25,D,C,C,-17.426072209739136,E,A,160.1218640941218,-91.95881458209523,-14.905685803411211,0
Black,65+,E,B,E,-90.29000369595003,D,B,-80.7989345825186,-5.850340560378651,95.83597682021447,1
Black,65+,A,A,C,38.98930644427001,E,D,178.45103693185064,-95.4813832759718,26.554080632187205,0
Asian,18-25,C,B,A,75.31187325991789,A,E,-47.65280288918167,183.7816600911644,58.785757820445674,0
White,51-65,B,C,D,32.292241177510626,C,A,-8.786218536863204,22.149084696242426,46.57113524264944,0
Hispanic,65+,C,A,D,67.558253504379,C,D,91.82296486146416,23.226804683182493,-140.75153577303067,0
Hispanic,65+,B,A,B,-28.710790583875173,C,D,31.9708711983823,-12.741701071405334,113.85223386846349,0
African American,26-35,B,E,C,-82.9564040194749,B,A,99.78384025095664,-139.7883531505097,-36.56600354687541,1
Black,18-25,B,E,A,-74.94447471060542,C,C,29.84016280178815,49.66230225406642,-7.284722213836442,1
African American,65+,C,C,C,43.92257437225758,B,C,128.13289932534934,162.22712026746692,-71.8690243809408,1
Other,18-25,C,C,A,-31.394017947575186,C,A,-62.020773288462415,-57.48555731602758,147.0100994235222,1
Asian,18-25,C,D,C,135.43809621425982,D,E,4.160377225184944,2.7564505190103654,148.17012443458717,0
Hispanic,51-65,B,B,E,-17.08322676894227,B,A,-130.80910234983529,-124.28192503270989,-18.270834543067487,1
Hispanic,65+,E,E,A,135.28504473406818,A,C,90.92900568399226,-23.656791334184387,-138.98371172417885,1
Hispanic,36-50,B,C,A,-10.743937225133838,B,E,-177.18173832855558,-23.910647008068327,97.6889492602989,1
White,65+,C,B,D,-43.64140939741111,E,D,-14.73600862176955,106.8844749898185,-3.7823724512473955,0
Hispanic,65+,A,A,B,-78.84181199280277,A,C,-114.01780268235271,203.3758105073239,-120.01484671295177,0
Hispanic,26-35,E,A,E,-111.38060756273622,C,D,37.309970728160714,33.54805713609043,37.40562282414719,0
Asian,18-25,C,C,D,133.198967622354,D,C,-26.19595791714061,63.40305866053962,-95.84751104194376,1
Hispanic,26-35,D,A,B,70.89377127836083,A,B,-67.01876220307994,-92.35044968243692,43.296150867581176,1
Hispanic,65+,B,A,E,-5.019645604822967,E,C,183.6978076872924,-45.51789977997794,73.47591931864635,0
Hispanic,36-50,A,B,D,168.004673482834,E,B,215.32018465088473,81.65966181316313,51.26750078252105,0
White,18-25,C,B,E,59.588849595384715,C,D,99.85878229193341,-74.69108600986708,31.234224955340245,1
Hispanic,65+,C,C,A,23.095279639318882,A,E,106.76568498646301,-145.69323606850512,56.122292027507214,1
White,51-65,D,D,E,12.291660773712437,E,B,-107.91545147148207,-99.19839764224034,-30.590265401495465,0
African American,18-25,D,C,D,81.50533100343745,A,E,18.9701749850773,-51.14213277616548,119.27626910451845,0
Hispanic,65+,A,A,A,170.49746634599964,B,A,-29.90867554860642,-39.839033147057286,-155.54049320978368,1
African American,18-25,E,E,D,45.30527836419753,A,C,85.16829677652564,106.30040126895068,-58.3186329650022,1
Asian,51-65,E,C,A,-110.38801085698697,D,B,50.48943518614164,98.34900529167352,-67.9773577042232,0
White,18-25,B,D,B,-64.82495931042862,C,B,-111.9705088467552,-60.47795895048643,-116.08676813543046,1
Other,26-35,D,C,A,-102.67569352545141,D,B,73.48862938577166,-12.80839118779396,20.60946400125994,1
Black,36-50,E,B,B,-52.863773930620894,C,D,51.93251929690539,-328.51484678863653,56.83603404144502,1
Black,36-50,E,B,D,-62.00070803228714,C,B,-182.95425722777026,-148.38941450221122,245.13176763674326,0
Hispanic,36-50,D,D,A,-135.73909238276545,D,E,182.65702319716607,-34.83188370083109,16.895989561505896,0
Black,65+,B,E,E,-5.614516511681922,D,D,69.82421158141038,-18.235455186259603,-18.0238553279016,1
Other,51-65,E,A,D,80.67360067368826,B,C,2.0003974536256144,116.42809591603825,87.8371382800283,1
White,26-35,C,E,A,-29.864767241406625,B,A,-135.3404437661013,-35.994943680142086,-38.56780895762662,0
White,51-65,B,D,C,-54.87717047398514,E,C,116.33486274832892,-47.00673284906953,-36.149707607399726,0
Other,51-65,B,A,A,-42.493636194329234,B,D,55.832801031718596,-12.304218360048035,211.09226040831763,1
Other,36-50,A,C,D,-32.97844403268503,C,D,-148.1606243693726,-184.29951752550159,-38.45913747038106,0
White,26-35,B,A,C,-102.52821733725033,B,D,-42.8394247839633,-15.930077415484051,-12.418237437282702,1
Other,18-25,E,C,C,33.690912378031726,B,D,-15.350005883732715,18.893232657000738,-25.757865429363008,1
Asian,51-65,E,B,B,-217.59337071534065,A,A,188.41688203403623,-84.1256294193117,-19.544711617936148,1
White,18-25,A,A,A,-26.22935403792188,A,E,-103.06281027194373,-118.1596636770486,98.58463956705916,0
Hispanic,36-50,A,B,C,-139.49142057419402,D,B,-130.41473050256954,97.44466126928025,58.88783673835578,0
White,51-65,B,B,A,54.7498953119658,E,E,172.83192655707415,-14.209930936203019,-65.93526437177671,0
Asian,51-65,D,B,B,-46.49915095094796,E,E,-162.7147866958338,66.62752649634689,-85.98010870213304,0
Hispanic,65+,E,D,E,-131.62618991145908,E,B,-55.928424021802726,-10.723417224794435,-141.19782162233358,0
White,26-35,E,D,B,15.583752253401666,A,C,186.07236048625631,-88.0272472677037,-152.35013657591395,1
Asian,51-65,E,E,C,-56.3623003581296,E,D,22.951986410209006,-44.96628152673163,13.851049198649989,1
Asian,26-35,C,D,C,-115.73963804884302,D,D,6.101476882721091,37.44792935522086,-51.267716664932635,1
Hispanic,51-65,E,A,A,-14.205350726312282,E,B,115.41413572857715,116.57352226233984,101.02656456736565,1
Hispanic,51-65,A,E,C,-222.72343437593065,B,A,-195.8725271405102,-79.241416861227,2.58226645907576,0
Black,36-50,E,C,E,-18.443858532535458,E,A,0.6175529876042253,-129.23075444566638,-222.56846507360493,1
Other,36-50,C,A,B,-102.9782035390972,B,D,11.739130409251658,22.496771817795715,75.18556071389825,0
Black,51-65,B,E,A,38.58337299884804,B,A,112.23110110557377,91.88499074843644,-22.65502901823864,0
Black,36-50,B,C,E,-1.6458239446964376,B,B,-139.59580662174073,-198.15548170320122,14.526767845782256,1
Asian,26-35,D,D,C,48.413509871165125,D,B,-82.89544864499557,-57.809125717774656,109.77976117120572,0
Other,36-50,C,C,E,-26.25442213598752,C,A,19.257750641150963,-145.3370530376455,66.86106756013179,0
Asian,65+,D,B,A,-145.94172932163298,A,B,81.81197385305649,74.64536397244575,-162.64261357577504,1
Other,18-25,B,A,D,-59.64925799950809,B,E,54.812866515447624,-81.4198870345003,66.96515547021421,1
African American,51-65,A,E,C,51.09971889778144,B,B,11.43851625584989,-54.36094721214608,121.72825141502335,1
Black,65+,D,B,E,-274.75743253728285,E,D,3.9599960160251864,-2.9132603460636757,-44.934495635414905,0
Hispanic,26-35,A,A,D,161.1014910090301,A,C,-83.15343496409113,42.00880765663011,-32.482155547557525,0
Asian,36-50,A,D,C,97.16680935586956,B,B,-160.6409524247976,-83.45652960780103,-6.504992359925002,0
Other,18-25,D,C,C,-155.46597896130055,D,D,100.33863376585252,-20.657565240404512,53.26279722833907,0
Hispanic,51-65,E,A,B,-98.4364634230993,E,A,-93.02698521250639,49.630999439298876,38.961854205849164,0
White,18-25,C,B,A,-44.473150671056175,A,C,-33.474395439222924,-66.37976541821371,31.702165286972527,1
Other,36-50,A,C,E,49.34865653230616,C,C,70.56616150366112,40.07228415866331,119.31704806230081,1
African American,36-50,D,B,D,-25.797685819945276,C,E,105.05748884908674,-74.67614343520772,-193.48893694373942,0
Other,65+,C,B,D,-188.85563475662616,C,E,50.03318933650134,-157.25101340536227,6.4291554966377635,0
Other,36-50,A,A,D,120.6447278771077,A,A,15.675157398932694,-111.20404009992986,-37.048051589233175,1
White,51-65,A,A,E,31.834394640070958,D,A,-10.743217712027814,-57.372329218903076,246.47944095164118,0
Hispanic,18-25,E,C,B,-77.20042688065246,A,C,63.12220383248089,0.8018139261864513,43.44696490525206,1
Hispanic,18-25,D,A,D,-150.77916563949313,E,E,206.1124668937533,45.40503927204498,-16.33474790672241,1
Hispanic,36-50,C,A,D,75.71278385661225,A,A,189.97319266939832,-133.13325981824335,89.97402345574031,1
Other,18-25,A,E,D,-35.78365829723501,A,A,54.056609133319775,100.06733261000677,-112.72933195667578,1
Black,26-35,B,C,E,325.4074400851744,B,E,-57.570392500325376,64.65509035141828,124.25583177442729,1
Other,51-65,A,E,E,31.295586497245203,D,A,84.62836334884388,-110.71679483631966,-82.46889643893543,1
Black,51-65,E,E,C,33.93852498293764,D,D,-94.21418782226408,28.418768676644845,-56.853107171522865,0
Asian,51-65,A,D,B,1.5274986399146593,A,D,-31.651760579607686,57.78314780050182,167.45381324999244,0
Black,26-35,B,C,A,-185.4267701500807,C,D,64.0997958646473,60.746808481622864,153.33483600815686,0
Other,26-35,E,E,A,-27.663260200663757,A,C,66.18837073034932,-96.07251531789169,-20.37525886826599,0
Other,51-65,C,A,C,14.257649631610109,E,C,-74.63999208165012,74.55392935679458,-1.6440633816611028,1
African American,51-65,E,D,E,-38.74785519386968,E,B,-76.82595298420054,3.184085770473372,-68.2109674117819,1
Black,18-25,D,D,D,1.490905574768749,B,A,105.51125736718726,17.141978022656783,-88.51146401755202,1
White,26-35,C,C,B,63.38123815308967,D,A,-151.4337098763676,179.58331930934327,63.9874279085207,1
Other,65+,D,D,D,-22.755126010348388,C,E,20.459966882501597,109.04553269181012,-6.293124829550716,1
Asian,51-65,B,A,A,-94.56917625774157,A,A,-70.31951352788349,169.9433479262121,20.57345194479293,1
Asian,26-35,E,B,D,-0.035986046116257144,E,A,12.942357713560796,101.20469177364284,-19.000838876650448,1
White,65+,C,D,A,50.561642778740094,B,E,-102.41360116262813,-66.00397274442857,55.69750517485853,1
African American,51-65,A,E,B,136.83660144912778,A,D,-19.16247275114117,-28.741176746978937,-78.09821867189417,0
White,51-65,C,A,B,92.0912049244986,D,A,71.82175771869882,-6.3003614961927,180.85570754211696,1
White,18-25,E,B,D,107.06465655999754,C,C,-24.993637323332436,24.348458045183968,173.90105736834533,1
Hispanic,65+,B,B,E,-81.56151146514142,C,B,-213.4308030358874,-95.93488109854977,-96.73805983144455,0
Asian,18-25,D,D,B,-149.95966954720092,B,B,-176.64316217994784,-92.16201882328417,-4.85205104072454,0
African American,36-50,B,C,D,-81.12240880442492,D,D,-160.29961025803703,5.7313110898880115,-41.4592398708585,0
White,36-50,B,C,D,-9.462707729130425,B,C,-30.65084546292051,24.30458774012453,-121.56869820663505,0
White,65+,A,A,D,19.785592355329534,E,D,-180.4332659511849,-19.125300099596636,-116.32871404149174,0
Hispanic,26-35,E,D,A,220.1829867322651,A,E,-48.589620835660014,145.85409132789394,-97.83630744139661,0
Asian,18-25,C,A,A,-14.58257878793522,C,E,-145.08343770264787,-55.3473965455665,81.08792384499765,1
Asian,26-35,A,A,A,-12.635803296544537,A,B,-81.08793818326954,-33.19584718508016,-92.30331338942752,1
African American,18-25,A,D,B,-143.25864762963204,C,A,-124.90093222396543,27.515962133916865,62.34409306832468,1
Asian,51-65,A,E,A,49.14551081047402,A,E,110.62169750773225,28.32342405423732,-189.93089765449218,1
Black,51-65,D,E,E,14.285337693059056,C,B,78.88675378444485,-203.58357424394913,-74.13401209231493,1
Black,36-50,A,A,A,152.0078060755443,E,C,2.5858747859380653,21.02238041741515,124.76310756157748,1
African American,18-25,D,E,A,-193.40115009122806,B,E,102.32381300037716,-95.55798887164171,-232.44373909696657,1
Asian,51-65,E,E,C,61.36961871173633,A,E,112.32954387834535,-73.23669575187459,167.701040230353,1
Black,26-35,A,D,D,69.25859881792377,B,B,-120.67487241971722,-168.96774742509118,6.882401093880153,1
Hispanic,18-25,B,A,E,-180.70608269744108,B,A,-101.86091947233133,-96.69002966762658,-79.0277799474377,1
Hispanic,65+,A,A,E,110.48717596576584,E,A,-8.267407146080098,-132.38846045729537,90.02399851688301,0
Black,36-50,B,A,A,32.39806343687098,B,D,-50.57924096184746,-87.47220910837854,-73.21213028584854,0
Black,18-25,C,A,A,-144.14953586820536,C,B,21.779974298268343,89.55575066953347,-48.54299136722995,1
African American,26-35,B,E,E,-68.07058737953088,E,D,125.73829550485769,20.769143510045932,-175.3223146885804,1
Asian,51-65,D,E,C,49.40393374342242,A,E,153.01371836450613,-108.68515863232713,46.47010995146606,0
Asian,36-50,D,B,B,-157.87501377793708,E,A,-115.09969585991402,-123.61158185633265,44.238126929265746,1
Asian,18-25,A,B,C,-32.26524888544031,B,C,-141.4644280800263,-53.75013272213584,-75.62433806231778,1
African American,51-65,E,C,A,21.849411945259696,B,C,-81.51140244285222,26.910516367463323,68.67884396385433,1
Hispanic,18-25,E,B,B,51.25818538587538,A,C,218.13109290705734,1.6265007835299181,-186.1501154540974,1
Asian,51-65,D,E,C,169.4531986833986,B,D,-113.67498270754596,-71.45023271819619,16.67592313576913,1
White,26-35,D,B,A,-26.69655275671936,E,B,134.17614930834964,-166.63889528617403,20.923980028279484,1
Asian,51-65,E,B,D,-53.39997319408957,E,B,97.46206736846264,80.526515059576,5.627466867066217,1
Asian,65+,D,C,A,83.7631375163742,A,A,-55.84153179322732,-27.099650378453706,98.84101446418437,1
Other,65+,D,E,E,-125.13043493038631,E,C,49.09698989160287,70.12298750149047,-126.25246666617231,0
Asian,18-25,D,D,A,-70.16278298923002,A,A,41.97562896644053,39.44117908434048,-32.807609768126454,1
Other,18-25,E,E,E,155.34839701372834,A,A,-150.60926909722926,83.5150707026823,-21.53185361369338,1
Hispanic,26-35,E,D,C,37.845247112570185,B,A,70.03979946985949,51.943027083300095,15.379579882538879,0
African American,36-50,A,C,A,-247.55651420819075,A,D,-67.61393961825627,-23.384282494160015,-32.43369679688167,1
White,65+,C,A,A,-152.26332673727225,C,A,-77.45599165878531,-64.8040235148503,-50.86696547546775,1
Asian,26-35,C,D,C,21.5874245652106,A,E,-91.40458426383591,76.47738032877201,-87.03017351097158,0
Asian,18-25,C,B,A,106.78180127836441,E,A,31.176629142301287,64.70064395682523,-33.65937578724251,1
Black,26-35,E,E,C,-114.65612371940712,B,B,-43.37772419154655,-76.71383732400187,42.37553471819901,1
Asian,65+,D,A,D,47.46194527170916,C,C,-131.462135529616,-95.46072279850053,-40.833448839581656,1
Other,36-50,C,E,E,13.94826683069078,C,E,64.5709600186587,64.94818772082016,141.37016244965983,0
Other,65+,E,B,E,-52.114490392939786,B,A,-166.70611811874622,-16.475053570052015,122.47400187358424,1
Hispanic,18-25,C,D,A,-11.552916891983745,A,A,237.43261611440468,-13.729040786827776,56.15855139173676,0
Black,51-65,E,E,B,205.9252982282223,A,D,-161.7384494125751,4.928016277814454,45.3547945283304,0
Asian,26-35,A,D,D,-196.08872011431083,D,B,-44.81327349850556,31.39820888210642,-48.17232537429908,1
White,18-25,A,A,D,39.22321506169078,A,D,-66.41280615521062,-122.28292658277292,-296.8431113659571,0
Other,18-25,D,D,E,-28.58097243190671,B,A,41.57707847288659,27.157744218790032,-34.50255050558253,0
Hispanic,51-65,D,A,E,100.8319897752943,A,E,146.6683235406468,29.166174549635066,72.20253182213513,1
African American,26-35,A,A,B,128.9781038588944,C,E,147.07751251587055,99.38143786196501,-54.84363085191144,1
African American,65+,A,E,C,17.188662435840342,A,A,-172.2638124241471,-143.11945198925847,132.42178822332468,0
Hispanic,18-25,E,C,E,50.100874145174714,B,D,66.52595804019975,-77.35627633314466,83.45955887021346,1
Black,26-35,B,D,E,-27.5405375043199,D,B,-149.38872053923805,-69.79706645175933,209.34115562616972,0
Other,51-65,E,A,D,-117.96732223838988,A,B,65.4966892656218,43.26716283802793,84.24718367087941,1
Asian,18-25,A,E,A,106.20195746778123,C,A,-112.55437268362674,-77.27157896559703,-61.066133975098516,1
Hispanic,65+,A,D,A,78.55920489430036,C,B,38.390499865055716,-27.452757334777328,-30.749688370656592,1
African American,65+,C,D,C,-123.89675817007746,B,B,-40.215190392445926,-34.31527971182926,-240.60328698148794,0
Black,18-25,C,A,A,62.66527123172471,B,D,164.62576046086832,235.29179371010147,49.972877658539886,1
White,65+,E,A,C,-68.2679094821323,D,A,94.16328793280283,115.83989232117273,-48.723800070772164,0
Hispanic,26-35,B,B,E,-53.656615110954455,B,A,17.520408480526886,-194.9549004100812,-2.1546464322709067,1
Asian,18-25,D,B,E,-27.217328879080565,E,C,-0.3384874161365367,-103.1767879270987,133.13102280414927,1
Other,18-25,D,B,E,156.33702597331128,A,D,3.2330988016828663,-75.6850900688901,30.52493712200907,1
Other,51-65,A,D,E,-160.83689111825367,C,E,14.207571075898892,-323.60207855540585,11.393433887135227,0
Asian,36-50,C,B,A,-85.58700554532228,C,A,11.594173960455475,137.15053486519272,-179.6062106992266,0
White,26-35,D,D,C,-45.78156942655544,B,E,-239.6800272363957,-8.127959732196528,-82.19614607082313,1
Other,51-65,C,D,B,41.73450476265962,A,B,77.68688699734727,101.70086638665703,3.134638425634581,1
Black,26-35,B,D,A,-10.43956609394229,A,E,-27.631723958916442,-41.095910668219304,121.87354924009502,0
Other,26-35,A,C,E,4.336080145686138,A,E,-154.79489287187604,82.56560176451308,-128.22161800858674,0
Asian,36-50,A,A,A,132.94074662940966,D,B,-65.3762285230041,-19.052366328662632,15.559400274380883,1
Other,26-35,C,E,E,-83.4888521249531,E,D,60.45641304283323,156.03735154892365,-131.78315425549383,1
Other,65+,E,C,D,83.69839468389236,C,E,6.401262232145266,61.00786107597368,92.06612143385146,0
Black,26-35,E,C,A,51.92601616158514,C,B,76.64755067139896,56.40228159179791,46.22882024693813,1
Black,65+,D,E,B,-167.6264813955727,A,E,178.33622584465394,-57.865026901192664,-0.9507498377286415,0
Other,36-50,B,C,A,-79.57566589477258,E,D,-131.73589486784095,171.19656192111853,152.64758286726195,0
White,36-50,E,A,C,-169.69530661222265,B,E,161.12967623115497,81.23574407518582,-6.744007750714435,0
Hispanic,18-25,B,C,D,60.19740475682273,B,D,-109.5848972159498,-101.9455157448078,-89.85683754961575,0
Asian,18-25,D,B,A,-25.28803986172531,C,A,-70.8236525721783,41.25446554013224,96.57477994712896,0
African American,26-35,E,E,C,-5.692952714485338,E,A,-37.68500603309447,47.62642942627475,-14.72371030958487,1
Black,51-65,B,C,E,-59.81207543708271,A,C,-10.849898054253996,-37.891739959643445,34.792420970350776,1
Black,18-25,D,C,A,-157.9932088160458,A,E,-46.70193692952616,28.340209402340093,98.60551615134648,1
African American,65+,D,B,E,-2.2117811173920647,A,D,-91.76459975063469,200.75082395082316,120.65090412504118,0
Other,26-35,D,B,C,-5.006319123016985,A,B,-67.80764437305122,-131.07662415711695,31.840376036595412,1
Asian,51-65,A,C,B,-10.112720793734727,A,D,283.867745183801,97.63553270300726,128.26491145144203,1
Other,65+,E,D,B,54.13403102158464,E,C,50.61341752215201,-51.005516773673364,108.09971136256544,1
Asian,65+,B,E,A,-24.637028563640982,B,D,-112.31955481385545,89.87474901007592,126.2232341202092,0
Hispanic,18-25,D,B,A,-54.38959676640779,C,A,-111.4978478079537,-29.31855948149387,-95.16346200127167,1
African American,36-50,E,E,A,-92.98206246925942,E,E,-18.456221955250086,-164.5135770076797,-130.7580352485617,1
White,51-65,A,D,D,82.11420676878404,A,D,-31.58478026057729,-202.34515915196928,32.64133266921358,0
White,26-35,E,B,B,40.179205473687276,B,B,107.29915736802556,-232.9589312026576,-1.500543134590854,0
Hispanic,65+,C,E,C,76.85847266143551,D,D,39.66345394751746,-38.00369732697695,-13.775122632391387,1
Hispanic,36-50,C,C,B,-2.040868499345987,E,E,-164.90503197368474,-24.075072835283034,-54.990803821728164,0
African American,36-50,C,B,B,-50.09629592346765,B,B,142.73367950992017,-80.48448895370075,-44.3093089704152,0
Other,36-50,D,D,C,32.44188681691642,D,B,-168.164382637704,-31.157594797967143,134.14800279217786,0
African American,26-35,A,C,A,16.28474487253202,C,C,32.65829293434981,142.19022166303796,114.78906811199671,1
White,18-25,A,B,C,-83.27890812426479,D,C,-84.7410677232564,37.425614370824036,-161.42674955402293,0
White,26-35,A,D,E,-13.879372875302426,E,B,15.595555044591263,28.285942523441925,-71.68768581444718,0
Black,36-50,E,C,D,-31.30466418285306,A,A,-188.86279654226314,-262.36688563288726,162.55985553972357,1
Hispanic,36-50,D,B,E,-13.161185661049895,E,B,-136.89637867904435,-26.72077924439468,203.6394142207898,0
Other,51-65,D,A,A,2.4708324137234388,D,A,151.42528332197676,-228.9245451929312,100.8531326891634,0
Black,36-50,E,C,A,-30.030276482812535,A,E,-165.51755302385288,-62.12117222487743,-6.064931903904648,1
African American,18-25,D,C,D,34.28905572173177,A,B,-9.804768583596642,27.223526125687325,73.45906582678624,1
Asian,26-35,A,D,C,35.2982852124268,D,D,-20.994349248715018,-29.792801769729056,265.5577899724876,0
Asian,65+,D,B,B,-115.63025669950011,A,E,-248.16645366040905,-84.94962392190642,-21.226670651463813,1
African American,36-50,C,E,C,100.62191724887242,B,A,194.56246238197483,94.30497132871056,95.77791400974485,0
African American,51-65,B,B,D,26.49482284736566,A,E,-8.5742102929019,25.31970596770406,80.07626958032283,1
White,51-65,D,E,D,-100.04492246040921,A,E,-84.15893517688731,-116.42433669853003,28.494609489883537,1
Hispanic,51-65,D,D,A,-17.093037992223127,C,A,-12.905731235961548,-102.47175206213981,-20.722379420155033,0
Hispanic,65+,A,A,E,-29.611938010191068,E,E,-59.16238645954228,20.997799477799724,-109.51497422751271,0
Other,65+,C,B,B,-119.13957819769199,C,E,-21.689722045500094,61.552287986385046,-94.42123111003461,0
Asian,65+,D,D,E,79.21233165476454,E,E,-105.38725143350547,-91.77472988068001,-63.71181225830025,1
African American,26-35,B,D,C,42.57932659738454,B,E,71.97969700596325,-13.17391963448529,-185.9953512701917,0
Hispanic,36-50,D,A,D,-118.95895582236034,C,C,144.03012516872846,-104.51285933203059,-14.800315254976004,1
Black,51-65,D,A,E,-6.857483323557907,A,A,-142.41961531218325,60.13054134777149,-35.948776647762834,0
White,36-50,D,A,A,-109.78203534929105,B,B,-26.67901602513108,24.182859909517905,4.679044892407025,0
Asian,65+,B,D,A,116.67485757077777,E,E,26.03244406006161,62.734997834584696,23.200637873222142,1
Other,36-50,E,A,A,-6.846497465530516,A,E,-5.6570221935335185,-190.78115304949137,-53.98972576672888,1
Asian,26-35,C,A,B,-128.69888848200745,C,B,-165.13316430364657,-45.665618397566256,64.15226106084852,1
African American,18-25,C,C,A,-106.74644230905892,A,A,-40.945259733138236,20.622607904855222,-195.19463104553225,1
Hispanic,26-35,C,A,E,93.57760571576442,C,E,134.74846877681924,40.63411022180643,-48.47871026408176,1
Hispanic,18-25,B,D,B,5.64991189956825,E,A,-67.51766693139881,-32.44918895560157,89.6839005458177,0
Hispanic,65+,C,D,C,-23.11709388763089,E,E,118.87068494980059,-19.02991536007627,-36.833034472392605,1
Asian,26-35,B,E,D,20.01526016023766,B,C,-22.90322387298937,-90.57268699219664,41.596496509852486,1
African American,36-50,D,A,C,-183.3670608812737,E,B,-79.37424380706724,27.214773278398148,-64.65546871316758,1
African American,26-35,B,C,A,76.8423297586503,B,A,-161.74248646061997,-104.42096261516127,99.60677504026769,0
White,26-35,E,B,D,84.74652097870936,C,A,108.95323734377878,107.67591012118838,68.82546470671818,1
Black,36-50,E,D,C,-37.96973501510473,E,C,-33.496662353802705,49.71450080803569,23.690464277056872,0
Black,26-35,E,C,D,-5.955736878509692,B,A,-106.2230218621936,88.71321582576954,87.37239015398904,0
African American,36-50,E,E,D,193.22955758371359,C,E,14.965119458908136,43.91444442831019,172.80450853589903,1
Asian,36-50,A,D,C,-51.76781758696601,C,B,4.73956019031723,58.19659163224644,-44.064906547225696,0
African American,36-50,D,C,D,128.5453770170686,B,A,129.11960198239268,160.8337222952917,76.51209290542825,0
Other,65+,B,B,C,91.11020327556211,C,B,64.39534746892167,177.36449106555915,22.64892312983543,0
Hispanic,26-35,D,E,D,-153.16610606592508,A,C,-54.1606856737874,115.74179559426629,-57.09255437872607,1
Black,65+,E,B,D,-42.588983010874685,B,D,-67.55610633442033,135.84966847191203,-15.024414566100724,0
White,65+,B,D,E,62.3764425098553,A,E,174.24217259065992,85.70748700930935,-53.63592371328202,1
White,36-50,C,E,C,197.00819309798092,A,A,-62.56302659878875,34.15185411450697,164.0200725779016,1
Other,65+,B,A,A,-45.054636359069164,A,B,32.269795393967094,195.31638336602845,-129.71796562208533,0
Black,18-25,C,B,E,-126.08818890714583,C,B,-20.881238064676726,-58.94687001150345,56.583026934036305,0
African American,26-35,E,D,E,53.26130143333474,E,D,49.63936622660082,-103.25025983626178,20.644771780368323,1
African American,65+,E,B,C,-134.227501722603,C,B,27.492595328513815,3.7411688976396302,43.30994396791815,0
Asian,65+,A,B,E,108.41074183259805,C,B,-10.716602923965493,62.84086692147197,-178.74611922326164,0
Hispanic,51-65,E,A,C,-13.658428791702654,A,C,-75.3343560511303,71.00599520149967,-31.925338294004757,1
Asian,18-25,D,A,E,115.38980279110717,B,C,-137.18331356688137,-110.0777660064489,82.94934653068773,1
Hispanic,26-35,A,A,E,-48.41734623006145,B,B,82.00463961710611,-216.74239077494727,31.24616845373898,1
White,26-35,D,E,D,-12.002229742515388,B,B,20.04739229738987,35.82352375084669,-205.34863720336253,0
African American,36-50,B,C,C,-156.1136394352318,E,D,29.559179905484452,-63.86201910333435,57.61583011896766,1
Black,18-25,C,A,B,105.34517212087513,D,C,58.72286262489076,-67.81669574284524,23.555778600139064,0
White,51-65,C,B,B,-58.34970939211795,A,E,2.224520710293071,-92.35459307728777,-51.2965290562692,0
Asian,18-25,C,A,A,40.21251365062392,D,C,-60.06952297938874,-60.45540052188816,-93.05948151988161,1
White,36-50,A,A,E,24.06117283059002,D,A,-5.045450574078878,-43.08586901378,-69.75580878595437,1
White,26-35,D,A,B,-140.5463400429943,E,B,26.08112408427543,278.2016659937851,155.07665141024697,0
White,26-35,E,C,C,23.26131404247423,C,E,83.0967024198669,-3.7957125244320946,-223.2007247903208,1
Asian,26-35,A,C,D,54.3379763680021,D,D,56.53173776788354,-43.52157828324953,-57.315433505735,0
Black,26-35,C,E,D,127.58746391020692,B,E,-24.876713857158347,25.888783928505465,11.702211202557008,0
Hispanic,26-35,C,B,A,-64.63190388280462,C,D,-59.332952267860726,-292.66798959864366,41.88270184079009,0
Asian,36-50,B,C,A,-69.10355613516725,B,A,69.3884075405851,12.970332166331463,114.92996999849458,1
Other,36-50,C,C,C,66.9861296697391,E,D,-16.591012546939805,66.57660602217732,-90.59526452083571,1
Asian,36-50,C,E,B,-75.15388866378639,B,A,-18.32599021931266,-148.90503239698012,6.915420085802126,1
Hispanic,65+,E,C,E,-66.39183974936228,E,C,252.28434742293845,-157.8885790418818,30.40200485525773,1
Black,26-35,E,C,E,29.657320314555303,C,A,96.40761676280702,-17.997705021347844,-26.280762570279208,0
Asian,18-25,B,C,E,-36.71871467344058,C,C,77.70028929116425,-78.2470572880535,-276.60833567706504,1
Asian,36-50,C,A,A,-143.58737191936456,A,E,139.0023552301229,86.84435212064757,-165.38292827768743,1
Black,51-65,C,A,E,-2.7583686582116265,D,C,-96.72324921374828,-15.940262020452323,-24.209817189710396,1
Hispanic,36-50,E,B,C,-78.62454365739137,A,C,-61.283985357814096,107.2272816278381,-59.67516778380414,0
White,65+,C,A,E,-31.87066693140067,C,D,-101.16519507091193,-238.76950375306575,87.94284520442346,1
African American,51-65,E,B,A,-213.59293403480137,B,A,-26.669733114668738,74.68330744598804,-99.51830091727216,0
African American,18-25,B,E,B,0.006202817747973723,C,E,43.51309552784806,17.830874085889892,45.32780838907787,0
