genero,AGE,Veteran,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
M,85,Yes,-27.330571805533012,B,C,-143.98536498208418,B,A,-12.940572114320581,B,-153.13491473695177,28.72264628891686,0
Other,59,No,59.594050483887074,D,B,186.05875936400193,B,B,48.370050380429916,D,-65.11644872141909,-105.76117363109849,1
Male,31,No,87.84446473710832,A,A,119.64839906775195,A,B,-15.60983285626773,D,138.0658992337593,102.923822586597,1
Female,44,Veteran,-17.82246409691581,E,A,-202.013856221622,C,A,0.8705537388324863,A,46.233871318938505,144.56314777600426,0
F,18,Yes,47.337293804899616,C,A,3.8131981426531145,C,C,84.5157398837562,A,120.75163712995696,5.849153299846766,1
Other,24,Non-Veteran,256.11607670457295,C,A,-92.67057328858036,B,E,-74.78066013618776,D,-42.57130884552661,53.11240217494163,0
Non-binary,43,Veteran,112.68378110627306,A,E,-24.699163769984615,E,E,-17.866429294281872,B,-29.53030435738665,4.243280071544361,0
Non-binary,41,Non-Veteran,-41.31802240529212,C,E,78.38578456329796,E,E,12.131825049712909,D,69.94762746819548,-13.143652352536265,0
M,36,Veteran,142.87497967272046,B,C,-126.55000138420651,B,B,206.61383942647586,B,14.928727507287917,21.360599354694735,1
M,50,Veteran,39.99891776306911,B,D,-7.385696535127696,D,D,-144.0416374213662,D,-56.45500209034541,65.23585379362274,1
Non-binary,49,Veteran,12.857133079774277,C,B,78.84357498346671,E,B,153.47901786939184,B,-80.29044421997695,165.4186109929242,1
F,26,Non-Veteran,-183.47200888893508,B,D,-85.06121432719877,E,C,136.57460878631315,D,141.1477689169008,1.123568922451676,1
Female,91,Non-Veteran,86.41985072417285,B,A,12.35536715975061,B,B,115.647278232451,D,-144.87699994167443,47.96880585007759,1
M,92,No,62.69447169543715,E,E,62.956916942165094,B,D,9.54515301656806,A,-44.699904591168774,26.018244316202026,1
M,21,Veteran,-71.2545728432172,B,B,-192.8668613017269,E,D,-77.35840281875937,A,-84.78831925036506,23.006236708829338,0
M,99,Veteran,42.25557076818862,C,A,-31.561246747084905,B,E,-46.66014291612496,A,-173.37863199207962,-62.74962724223773,0
Female,34,Non-Veteran,20.729156709617538,A,C,80.06441750408315,D,A,23.855116355018016,B,97.44597493011088,-93.03246442935344,0
Male,82,Non-Veteran,-142.9968297110685,B,D,46.614763421732,A,D,27.94263787648618,A,57.91368836408515,83.92316045195533,0
Male,40,No,11.733904858363848,E,A,-204.522390669309,B,B,55.76096400618221,C,-30.634667179474384,-98.23720372656754,1
Non-binary,42,Yes,41.57401781641531,B,E,81.57983279364042,E,E,38.13297847676768,A,-166.83051149644328,-169.30348023327466,1
Other,34,Yes,-74.68860928077157,E,D,-31.886139715784456,D,D,-51.40326788776528,B,-190.51805777768155,7.883951413737597,1
M,78,Non-Veteran,-41.12498790450754,C,A,151.18403124651067,A,E,205.68954979483826,B,156.33895060795615,-7.024725825846792,1
F,38,Veteran,123.71151191991119,A,D,58.49481786741507,A,D,-29.654162382235903,B,139.39044582782861,-45.38658052824651,0
Other,86,Veteran,77.31845941697433,C,B,-34.996183018320686,B,C,-111.01126929337102,C,64.37066949665451,-131.30069436378332,0
Non-binary,87,Non-Veteran,254.42771553160307,B,D,81.93054390468737,D,B,67.4026256911805,E,19.673774435135012,-38.48371132507635,0
F,67,Yes,0.27051599712461505,C,C,-73.40202081866472,B,C,47.96902959879622,B,151.204284635123,164.8324164960761,0
M,85,Yes,41.14872722540111,E,E,31.327613436726104,B,B,-105.90649937040043,B,252.8303550155616,53.24444074920663,1
M,29,Non-Veteran,-27.250328892696196,E,D,80.30528899073543,B,A,-21.754290224685054,E,-132.91558276519905,15.494969670185457,1
Male,87,Non-Veteran,111.2666401456759,E,C,81.60342051783786,C,C,20.30101954971684,D,-148.65166519166138,75.68193271870987,1
M,69,Yes,38.69030629921146,D,D,-88.96920944691728,B,B,-43.001248516421484,A,-78.87528703270746,27.187529835457898,0
Non-binary,59,No,16.226064211755723,B,D,183.24519458315717,D,C,-57.37122285878219,E,-149.42531336065977,-41.88177886066226,0
Male,36,No,133.48806331530142,B,A,-240.2621566518036,B,D,80.07190068277939,D,136.55463440721,149.1315433525467,1
Male,63,No,-28.902041110451794,C,B,104.23154455006613,D,A,-119.36238925800198,D,-19.538649822761972,-11.25179728084369,0
M,86,Non-Veteran,88.21377356173613,A,E,-127.40010354792146,B,A,-33.461566645086,A,-35.18818375930397,31.75459479893208,1
M,34,Veteran,-127.9571123489359,B,A,94.49818627094272,C,C,-79.23596218802149,D,-85.58037601360937,-99.90290316392297,0
M,88,Veteran,-11.135499545913962,D,C,-33.6087462575861,C,B,207.92469567660703,A,68.93880475353077,-62.7342038431855,1
Non-binary,49,Veteran,185.3721519299494,A,D,-6.101855789751765,D,A,9.498529434850015,A,-107.21467239830903,2.4905866041070217,1
F,52,No,49.373035134896675,D,A,-57.53089140118228,E,E,-44.97756098169509,D,-0.9885126722711086,-149.34021054473433,0
M,80,Non-Veteran,45.33783232354543,A,D,240.60095188170897,E,D,107.79353015770863,B,22.583959889824417,-13.376987342881389,0
Female,61,Non-Veteran,-129.39134734173658,A,C,15.469353748683389,E,E,152.76741012725813,C,-21.881280488956246,-96.65777871229045,1
Non-binary,66,Yes,55.27366763011206,E,D,170.88943877521592,D,A,-212.54172106257303,E,162.92003188512675,-229.17054098071702,0
F,44,Yes,-40.142798079667486,D,D,-2.4827464111746718,B,B,77.08689498558917,E,-138.0377365166626,38.89318257881998,1
Non-binary,74,Yes,-61.59182694188626,E,E,-56.83158524653569,B,E,-12.370240473934913,C,131.3146406449589,45.256172650479954,1
Other,64,No,0.39308586355522684,C,A,66.66240082517906,B,C,41.59275274680529,B,140.32666592864484,115.09369920350663,0
Male,48,Non-Veteran,-108.25729274513598,C,A,33.02453508288122,C,C,-82.4029303792981,A,38.66250262512126,-51.990882732419344,0
Non-binary,89,Veteran,-119.93030260712774,B,D,98.75377340164381,B,E,-53.41730639651523,D,-24.281435251438896,107.7994421846547,0
Female,18,Veteran,153.83114637604518,C,B,-189.6493246881932,B,B,70.81161472392435,E,27.160796250571668,121.52579208642764,0
M,97,Yes,106.32229290962263,C,A,-133.5463106314776,A,D,-15.389072164394133,C,185.77987148607554,187.86333881457858,1
Other,96,No,93.56077066890501,A,B,-26.227101785203093,B,E,-96.77228388567292,D,41.528526135079495,-63.89866205856808,0
Other,77,No,-171.65064366895697,B,A,-53.4935590708535,C,B,-57.345255254319014,C,-78.35366968861605,-62.48501639213031,0
M,91,Yes,-22.791628854045502,C,C,48.00587821302425,E,C,-32.7786001691605,C,-176.503733719053,110.45309971023198,0
Male,81,Yes,-11.590919902107117,B,D,-116.42756708802635,D,B,-90.20737911213953,A,90.69657808888226,2.02051661412425,0
Female,56,Non-Veteran,57.23784609988244,D,A,-83.69333748812122,E,D,115.74675436728987,D,-33.038390155874225,82.49827519613157,0
M,75,Yes,-93.64364619821443,C,D,-92.78922440387231,D,A,-127.88845004124548,E,178.33729177473583,4.424724524478768,0
Other,94,Yes,54.355425491544665,D,B,-111.95242763371611,B,B,-16.49455367187475,C,4.869993991844241,-75.82397719655802,0
Male,73,No,-42.5897307673368,D,C,50.424878990750365,A,D,-43.740054129586575,B,-0.8523687130351805,32.3035138915599,1
Female,88,Non-Veteran,-43.42679103122127,D,E,-68.78959535535557,B,D,44.9665412007862,A,-226.10551055652812,18.988021219600455,1
Male,53,Yes,33.755097883820476,B,D,-163.1610708338851,C,D,40.7001001142116,A,-163.07324275035432,65.76078947942091,1
F,76,No,-105.60320587032052,A,C,-21.132436937694127,C,A,-14.166959701254436,D,-52.83224038672518,-183.39108924052988,0
Female,33,Veteran,-47.38290497901225,E,B,-13.328805272119007,A,B,65.00806278603685,B,-2.9391626570911304,88.95756722601837,1
F,40,Non-Veteran,104.9027643470292,C,A,3.3052169301732666,E,C,-171.6524209761079,E,18.57280602390179,72.07010689045586,0
Non-binary,94,Veteran,2.36656551282901,C,B,132.5379989376764,D,B,111.85941881128724,C,109.52463618676585,137.64656010168943,0
F,80,Non-Veteran,7.315699359483569,C,C,35.6669311105976,B,B,90.68469970610076,E,75.25983258216054,-80.01837822200703,1
Female,44,Non-Veteran,-15.023544675194017,D,E,-72.89791368919403,B,A,-70.0909793556409,E,-17.76453767247122,-158.0889285316836,0
F,50,Veteran,19.04728524785723,C,E,-56.57211186557228,A,E,-129.64077411644496,D,-159.14343533254876,-39.98830284239336,0
Other,29,Yes,-109.04196618636142,D,C,35.58370041676876,C,C,-21.12531567461597,D,88.50586197052074,3.2690866794533044,0
Other,37,Non-Veteran,13.749575604247125,D,E,102.1155362762497,B,C,-40.23490592793053,E,42.52082041839226,-176.59492203221316,0
Female,74,Non-Veteran,-12.219658290857929,E,E,-48.80852791719368,D,B,-46.348969455174526,C,130.06926999932037,102.44540922321006,1
Non-binary,52,No,-88.73902282516248,C,D,-107.35247819507808,E,B,104.56325739618404,C,-26.542707545558425,13.937755470481122,0
F,78,No,119.28341101594438,A,E,-19.109240397970314,C,E,-127.19206690996583,C,-170.96995522348467,-200.30254432903365,0
Male,73,No,33.80506410675703,A,C,20.47683062202718,C,C,-74.6834878560901,B,-29.255219796966927,103.78943582200925,0
Female,63,Non-Veteran,51.0543020879336,B,C,197.1823792922067,B,D,206.79808421044902,D,-110.80634252112303,28.53873030715733,1
Non-binary,29,Non-Veteran,-98.35380795057624,B,E,-66.51518120115212,D,B,56.62086208901715,E,156.4249385515281,57.764602379111764,1
F,47,No,2.5172573221347503,E,C,59.68914893656032,C,D,110.15833347598287,D,-70.60045427450467,-68.1264897352132,1
M,45,Veteran,66.77018456167949,D,E,41.46023417489207,B,B,-58.34317732878815,E,-34.53907940799702,-111.50010388274482,1
Non-binary,97,Veteran,58.15869657147032,E,E,-42.52603019477213,D,B,-106.3974307978182,E,-166.08740730908835,-20.02867103152275,0
Other,39,Non-Veteran,134.54331876921754,E,B,5.862741273659346,A,C,85.1249789197638,E,-29.82214718834635,81.34355765225561,0
M,21,No,134.75067816174467,A,A,-43.57758649426034,A,E,36.771127985063416,E,-139.3217466211396,-47.478770113112475,0
Non-binary,53,Veteran,-134.46388933224415,D,B,58.79793597147246,C,D,47.747592834527794,C,-152.08779890047387,67.73407315780129,1
Female,77,No,-81.97021740343195,C,B,29.049008410453737,B,D,58.701556759197096,A,96.0030631349593,-203.75625590461541,0
M,50,Veteran,-69.87503324086627,D,D,-20.8534572594696,A,E,14.712432570271197,C,-149.04473066225626,-38.508755786760275,0
Male,79,Yes,13.27208553065668,C,B,52.974141640043705,E,E,3.6165137940347614,E,-202.48388700803534,-66.95233084445206,1
Female,20,Veteran,70.2850601777975,D,E,16.021057528810246,B,C,-6.38943258557598,A,-134.6202924150644,-25.259023471117132,1
Female,24,Yes,-92.29589135546891,D,C,45.40368785678003,B,E,-22.475912617993973,B,-54.14281367427003,73.05670826539479,1
Other,79,Non-Veteran,-116.36595788539117,C,C,3.745241898288155,B,D,-10.362826389516842,D,-53.862205054420656,-126.16976627866924,1
Non-binary,77,Non-Veteran,22.264975280010084,C,A,-29.65711301257448,B,E,-5.515455198238965,E,-2.519784503184975,16.699453035609736,0
Male,69,Veteran,95.44096717477866,C,C,16.50399976212379,E,C,-110.61374462472659,A,5.322871466219096,71.49026997286327,1
Non-binary,18,No,-121.37195204736828,D,D,-135.57678617956245,A,D,50.2312671300257,E,-142.84561085656537,-15.456402823384915,0
Non-binary,93,Non-Veteran,-46.881738215545056,D,D,109.11781132153013,C,E,-18.619194586684568,D,-133.8046186439172,-86.13152946158942,0
Non-binary,93,Veteran,-35.69502862686939,D,C,37.90516858534316,B,B,-18.92686761289618,E,-118.50842801418389,47.04665290185615,1
Male,60,No,71.60996858725733,D,D,5.196500349479687,E,C,-49.246116497287886,E,55.19298737726488,2.530940260986504,0
F,44,Yes,-8.242721787298708,A,C,88.25925101423405,E,A,-139.3897112178701,A,62.91231201010312,43.49864132240275,1
M,90,Veteran,49.13986671262016,D,D,12.758127555928278,D,A,164.55284601409716,B,-0.6467368243074948,73.83347932222823,0
Male,95,Yes,-19.033024774983033,A,A,-336.5844957764599,D,C,-2.1617067199744144,B,-16.381479641030914,125.82067932503904,0
Male,94,No,214.91017750549526,C,A,-41.95860621614719,B,E,14.81352255287037,E,169.2065874085826,-33.67023626919919,0
Other,69,Veteran,-11.449011967816462,D,B,27.382075657509354,B,E,39.03867366485648,C,128.32542254233016,30.10440361442154,0
F,50,Veteran,-125.5881620115403,B,D,12.226819707845364,B,D,-43.617220628655204,B,-36.55780890184633,-163.8260263065036,0
F,40,Yes,82.550598102068,B,E,-89.03515633012994,A,C,114.13017560201386,C,-88.45713834884305,-153.5837749679161,1
Other,85,Yes,54.08455713525674,D,C,81.98449455203625,D,A,-23.32613108047619,B,-104.75155371216212,87.46082195128868,0
F,23,No,28.00545235901282,D,C,-3.688047974854351,C,B,-42.805911250454024,B,-167.15400947523523,98.77733373904934,0
Non-binary,38,Non-Veteran,11.05769759834423,C,D,-139.6782829251146,A,C,-139.01689492346384,C,29.692496016402632,-168.25229923363545,0
Male,20,No,-112.33155242904742,D,A,-43.839371932514425,A,B,54.31577878527205,D,149.55312978001757,-42.71662689581347,1
Female,60,Yes,76.93203603740658,A,C,23.400424189030662,E,D,-104.40481573355433,E,76.76700354395199,52.691597595326876,0
F,61,Non-Veteran,19.555475112245503,A,C,-72.24747101975326,E,B,74.52795152656255,E,-47.88834151978047,210.47214163429672,0
Non-binary,39,Veteran,-139.11829454404355,E,E,64.16691722586408,A,A,140.9081559406741,D,103.36847320350361,-122.93264605013994,0
M,62,No,-240.08605739740534,D,B,-26.46756823929292,A,E,50.19184312552226,A,-39.071344782416475,-0.7485293152572565,1
Other,58,Non-Veteran,26.755059763274076,B,A,-51.22536165159919,E,C,-214.08306048503488,E,184.82963129841025,94.92318962429786,0
F,86,Non-Veteran,-30.83368827349294,C,D,-50.35794371183889,A,A,14.012535099578358,C,-17.988221086435065,-32.57073367911365,1
M,48,Veteran,-152.32115023366768,B,E,-49.29435345134458,D,E,27.444841561600242,C,200.86019417663312,-26.520070757034176,1
M,34,Non-Veteran,4.496904618683411,E,B,33.15606668120783,C,B,133.39247315292855,A,-18.073517886997152,118.0472265485532,0
Female,49,Yes,-25.888214505755812,E,B,73.14088974854639,B,C,-114.48255138695049,D,132.37404143859078,193.53513243930797,0
Other,97,Veteran,-213.5024910959535,C,B,-61.607234368850186,D,E,22.22732897524179,C,28.977302145944133,-110.96827768789277,1
Non-binary,91,Veteran,188.73553447605823,D,A,161.3376882937852,A,C,97.60369369841932,D,-5.766825390407469,6.6179228173518165,1
Female,34,Veteran,-61.43555591862208,C,E,-74.45561204765396,D,A,-99.78430049132594,C,66.22200585849583,61.54977468669306,0
Other,39,No,-177.32951478993257,A,B,-13.303402095913311,B,B,-51.50951997267098,C,67.29213461688512,60.26100274563978,0
F,81,No,-16.282351925685624,A,B,110.9150354886808,D,E,25.464322628858692,C,-44.66715350794992,128.00198420542165,1
Female,26,Veteran,-42.734380531666766,E,C,-44.7264740971483,C,A,-16.367660213623193,D,39.27535505404309,12.986282523513113,0
Male,79,Veteran,-245.25783277655307,C,C,46.35441419934807,C,C,21.155373998894994,E,17.619565265347127,77.23269316143819,1
Male,83,No,-48.600186709425785,A,A,-0.3153696646205189,D,E,-131.86906670171535,B,115.8506896110465,-168.6136316373463,0
F,36,Veteran,-137.40379697737512,E,C,75.33146866622609,B,C,114.76484642463322,E,78.3076913521661,-89.69105392413753,0
Male,19,No,124.54633415273389,E,C,-1.5518159624536394,D,E,-59.53115644757842,B,-14.07287660812929,-103.07306782545199,1
Male,21,Yes,47.6816061173187,B,E,115.18373469677844,B,C,-1.9239976003135224,D,40.20781229762451,40.318359373500925,1
F,28,No,-126.29710803082956,D,B,-61.449508014393004,D,A,-195.99985457746655,A,-157.31542460582332,-67.4376915837926,0
M,25,Non-Veteran,242.47979107547008,B,D,66.554278857421,C,B,-73.10542462871146,E,20.216917568512823,161.59002712488234,0
Male,67,Veteran,30.53342084368651,A,B,-11.038462676655442,E,C,-122.811521033515,C,-33.2452229802017,25.474321059482367,1
F,24,Yes,8.760308058271553,A,B,129.02660593385755,E,C,-27.165986121374075,A,-112.4152083130495,78.60695294350242,1
F,52,Non-Veteran,-34.617192455814056,B,A,84.16165094600171,D,C,-102.20297478124998,C,-13.388167968251082,-39.909010921475904,1
M,50,Yes,-20.016417351469666,E,B,156.96346762504302,C,B,77.91383379397912,D,60.47250251029631,25.482204552579198,1
Non-binary,41,Yes,24.176969603877144,E,D,39.41309863789312,A,D,-245.68417594018212,C,-112.68516129899058,-67.10635775830838,0
Female,61,No,-128.88624739747047,E,E,-75.05232441514804,B,C,-26.5185617213232,C,14.38098572862474,171.4661599374238,0
M,52,Veteran,46.821989217628236,D,D,30.798281835997187,E,D,-89.72123862266675,E,-125.90233871350421,-97.43267132449422,0
Female,76,Non-Veteran,-24.638899448483905,B,E,-73.77623155235791,D,E,-102.50399073911163,B,76.85443734844097,-41.01136737627233,1
Male,70,Non-Veteran,-134.93518377003332,D,D,88.43387556544816,B,D,-44.551797768879496,E,310.51187691376947,88.12204145312181,1
F,85,Non-Veteran,16.37049650435954,D,A,71.77363713689215,B,C,30.272820291394297,C,-27.813623177859796,-60.924197945561545,1
Other,30,Yes,-176.90401918445426,A,C,33.82783025058808,B,D,-51.802900824529395,B,-31.585084632018994,-42.74921683440111,1
M,55,Non-Veteran,23.36926157741857,B,D,67.15145483547862,E,B,-159.22487113249576,C,-23.368902287569572,175.84719704474244,0
Other,35,No,76.82034854337745,B,D,105.15274076750269,E,D,-22.812620714605377,B,-4.241609141859846,128.823761116571,0
Male,32,Non-Veteran,10.534160488077038,C,A,5.689310844686134,D,B,-153.20436391555148,E,-9.103822571551772,-28.935946806587054,0
Other,50,No,37.40846235660473,C,D,-176.29114629839918,D,C,127.87254743089007,A,-294.8780929933612,-13.40406541548887,1
M,76,Non-Veteran,132.65024451268863,D,E,53.083136799935694,A,A,57.391622842992284,C,-7.705113534895036,65.45973661965694,0
M,33,Non-Veteran,75.87571917678041,E,D,6.780076709367664,C,E,86.81902971771277,D,-98.10074809276527,167.6171772609739,1
Other,32,Veteran,0.32424593868589585,C,D,51.066138781646885,C,C,117.201298416796,C,-42.415541068845926,68.94591959630677,1
F,88,No,-59.45400671130997,A,C,-22.286509983087118,D,B,50.87505842307367,E,-17.51973223061529,-191.78247515424673,0
Non-binary,39,Non-Veteran,5.11484881561471,E,E,113.89467247786813,C,C,-143.1994363621618,B,157.792786002343,-111.28366246002686,0
F,25,Yes,26.705124456502542,E,E,-154.7918568954329,B,A,3.9188257748490383,D,-149.21526865534202,3.288568283559775,0
F,66,Non-Veteran,-29.975788291790423,B,B,-122.53019981423499,C,B,143.62722451354335,B,97.54212288694237,8.337336021735211,0
Other,49,Yes,6.658042264390921,B,B,-139.41737586235058,E,C,-120.13434457260517,E,-44.68331735036749,-82.05566925307107,1
F,82,No,108.5003556264867,D,A,-99.19335425171231,C,D,5.408615410790038,D,-108.33405025978335,24.423902712016517,1
Non-binary,32,Veteran,1.8742547300653802,E,E,11.065544005447912,C,E,10.275745561866476,E,100.7029498570673,73.54410443445144,1
Other,68,Yes,39.286002155800986,E,D,44.52663370794199,C,E,-18.215624864994272,E,-57.07090786188967,-41.16363616633264,0
Non-binary,75,No,48.7986137801669,E,E,-49.27986391198637,C,D,185.8151456558791,A,83.29541008424783,39.21470506035142,0
Other,39,Non-Veteran,200.26262483559503,D,D,29.105165295794173,A,D,29.829432347751084,E,7.58216617673924,-82.57174977726717,1
Female,40,Yes,-97.92078931094966,B,D,-176.8395082445121,D,B,-140.90992728559146,E,27.071988665059425,-8.028660659083277,0
Non-binary,18,No,100.27987163877616,E,D,-58.46924631604607,B,A,128.73487979131102,D,38.45481307464547,205.7377007852589,1
Female,26,Yes,61.65898485194078,C,B,90.50303430729645,A,B,-169.71275967232796,B,25.22247257185019,54.16783622130995,1
F,22,Non-Veteran,-81.05197881303975,A,E,-1.7949242258586038,B,A,77.31494614146676,E,-37.54519759470369,142.85484917589753,1
M,89,No,-55.31486977290632,B,C,71.2522129507128,C,E,-257.97365999508486,E,139.71020912163496,22.54626959472935,1
F,34,Non-Veteran,215.95124089853925,D,C,-34.93876903786346,D,D,-34.48472525117759,C,57.64430635587382,-114.97107589902109,1
Non-binary,94,Veteran,172.21243475736628,A,E,204.10112646389447,D,D,-104.29219048869103,B,73.86003372734406,-20.371365591337195,1
M,19,Yes,-167.11165910351014,D,B,86.88882870893477,C,D,110.18525684115833,B,-73.19330183021886,252.6468251728782,1
F,67,Veteran,-136.55870201006746,E,D,-133.53880298410516,C,C,-55.37157488963569,C,68.17116503212625,-72.21217586489944,0
F,39,Yes,36.13356041770396,C,C,-63.48015659361986,B,B,-6.406202321849462,B,-67.07010409095938,17.53470483833572,1
Female,32,No,-78.23399133459905,E,A,-140.16987191871263,C,E,-135.30738449783365,A,69.00175667042116,29.650840516955178,1
Non-binary,73,No,-1.5447512865865978,E,D,115.5496197891099,D,D,280.96448267036294,E,-36.68345353451419,-65.03644442232257,0
Female,23,Yes,129.97742734679315,A,C,-218.6631973584639,C,A,-59.153723899819234,C,43.69758973039251,-152.47406171406823,1
F,35,Veteran,-30.988214940258374,D,D,-155.26463240529264,A,B,49.569776954607214,E,-147.1071237343804,134.88683232451598,1
Non-binary,29,Yes,-164.42807937283953,E,A,-172.24798622348817,B,C,-172.2671682994576,C,-43.48011053997172,44.61704717150546,1
Male,19,Yes,52.67530015531573,A,D,17.852537791974154,B,C,103.53415128594786,A,-90.60794347289219,-7.399591001322367,1
Non-binary,69,Yes,121.76424123808658,D,D,-104.57139431486897,C,C,44.38064244763426,A,-163.2418792227618,158.73477549591988,1
Female,64,Yes,-217.8408584973769,E,B,44.3386881048636,D,B,40.789042527318756,B,46.07266092490189,0.5957255014522367,1
Female,74,Veteran,198.66370322130717,E,D,136.98893301213425,C,D,9.48707075274694,B,16.917044903415075,-28.233263305062756,1
Other,53,No,-41.34371930487972,D,C,90.13963672480332,C,A,139.88239654213135,A,-82.1637413547531,-92.52120998415135,1
Male,82,Yes,-18.517312702715255,C,E,-17.887842414665982,A,A,85.13444426457974,C,7.200498312337709,59.10715750319546,0
Female,86,Veteran,77.90312502159351,C,B,-141.73657157939653,A,D,-10.129650181821052,A,51.884548106681,105.35823020433584,1
Female,19,Non-Veteran,-87.52473319358526,E,C,108.48349073505292,A,D,-89.64805525669709,D,33.92189543193123,-112.97692136023694,0
Male,78,Non-Veteran,80.58461897599885,C,B,20.43875849863756,C,A,-108.44079521689176,D,174.1692772861904,76.35637848025691,0
Female,23,Non-Veteran,-71.085106261011,C,D,-30.413266930385163,C,E,76.26418291095749,B,45.73011866756561,152.19061775604516,1
Non-binary,82,No,-15.72242076101631,B,C,-57.473552220599345,C,D,31.09900745620788,C,-212.91796512813286,-39.61501500619454,0
Female,78,Veteran,-61.50964230653876,D,B,39.1695446128272,A,D,21.11972614552377,B,-16.528426538649423,91.70856939441586,1
F,48,Yes,37.6391811418959,E,B,-109.29686990464482,A,D,112.94261764299645,E,16.411609821002273,-58.21277592786146,0
F,51,Yes,-29.835982801469633,E,E,-7.688864201292849,A,A,-17.453019892171334,C,27.4680424007326,75.79545869157978,1
M,26,Yes,-64.46351105699104,E,D,36.68024379891811,D,C,13.413920376205327,E,40.23528581375301,6.207600946929571,0
Non-binary,45,Non-Veteran,113.25133737042749,D,D,22.73837006371007,B,B,46.760747560107085,A,-53.31652759275548,43.31764352843685,0
M,20,Yes,-134.30132314911438,B,E,-38.81487873407196,D,A,-97.75017171767077,D,-120.72535682536237,7.336431795338062,0
Non-binary,62,Yes,-172.00372723565,D,E,69.03918755659107,D,B,115.39224588817811,A,217.9068158791145,-228.73520593693328,1
Non-binary,63,Non-Veteran,111.8354188768673,C,B,101.36660087895484,E,E,-9.913062021801169,B,-13.171441141242099,154.4337823604228,1
Male,90,Yes,-5.751645142136985,E,B,84.38187592378522,C,B,19.148830643743565,D,-4.561826084748698,60.25362579005238,1
M,56,Yes,79.10097334250221,E,C,27.043803803426968,A,D,94.8359824236018,C,23.526107557061216,-54.17488267156667,0
F,83,Non-Veteran,-16.795625680628234,E,E,-161.37452509973338,A,A,-80.96036355153655,E,138.10758168235395,-75.62730564101089,1
Other,66,Yes,0.6311698695447876,B,A,-69.34368607060728,E,B,146.7933218506142,C,-16.158367995944943,-239.66800517054332,1
Female,63,Non-Veteran,58.98437274929781,D,B,177.19588967655076,C,E,24.84871794973604,B,-73.10725663846324,-17.23728810921173,0
F,18,Veteran,89.79570419856846,B,E,151.12866276631186,B,E,-39.27757368855497,B,50.51185426182035,121.49091778651402,0
Male,85,Yes,184.12838255685915,D,D,-1.3196941867104441,C,E,-16.328816292029032,A,-2.278286939603298,-60.40866391679967,1
F,49,Yes,19.28799551740591,E,E,29.54813217635816,C,C,64.16980701317986,D,28.44573751857393,108.6638769948188,1
M,60,No,39.98953757296459,D,A,41.94343700532764,C,E,-90.72787090338366,A,185.89622036639562,-59.35714583443067,1
Other,49,Yes,-27.612232453022585,B,A,-70.1601978643244,A,E,-39.22241845343461,E,140.63145403665357,-63.79709301353449,0
Female,31,Veteran,-155.02218164843396,D,E,-90.51812249819683,E,C,116.78553252532868,C,123.70631093146933,67.40302058465315,0
Non-binary,99,Veteran,-79.10568015799497,B,E,61.51382598763541,D,C,-45.139004588582516,E,-117.88742785153761,-121.03829196347853,0
Female,89,Veteran,-54.44704441075462,E,A,107.2653973588975,A,D,-84.17198795999884,C,-67.53958552845917,-147.11111355698,0
F,51,Yes,32.36969579774021,E,D,-164.45448144975674,A,C,93.46055234251087,D,86.10056904108423,-71.75552562010856,0
Other,63,Non-Veteran,38.68210587200417,C,B,-20.08193553173076,E,C,118.281935000632,D,-40.85671580526637,-101.08495272790401,0
M,88,Veteran,-91.97973226664871,D,A,47.359205426913064,C,B,-57.63059987049765,E,37.91764592241073,158.82010110160732,0
Other,57,Veteran,-21.582892238112713,B,A,91.74645815635297,B,C,-53.75143106477858,D,111.98641296323703,-8.023424061309663,0
M,42,Yes,106.13521117332655,B,C,70.1095234090916,C,C,52.063736009690444,B,67.54442158262351,-67.64277135024558,1
M,48,Yes,-110.30638106816149,E,B,233.66201241269206,C,A,105.30944126628279,E,-53.206185587831754,-10.134818862845226,1
Other,45,No,-61.36531107908373,E,B,29.728569339848143,B,D,-229.44302363251157,B,112.9168269172758,4.692081338012056,0
Male,35,No,-92.07765121978203,D,C,-34.94030635522888,D,D,-40.1209756708982,D,41.442433014913355,252.52630521038952,0
M,87,Yes,-66.28551173042351,A,E,-143.6159896837052,C,C,-189.1382323987105,C,97.9573804717222,79.41896255988759,1
Other,96,Veteran,6.230098688165937,C,C,-0.9884063709423787,D,E,-88.79782868894999,D,17.399269734860944,-91.36898114948424,1
Other,56,Yes,74.44307053896047,A,A,-11.600622227393172,D,E,-12.91416188497113,A,-16.468346935509352,-22.602340308441736,1
Non-binary,24,Non-Veteran,-65.66591924580814,C,A,-24.15476301161234,C,E,51.982558427939765,E,112.87371942074198,-156.0714784488396,0
Male,76,Yes,235.7873692303385,B,C,30.44907735513413,E,D,-100.24899346745941,B,-45.59275810661483,23.238844941660506,1
Male,96,Yes,112.37497521487462,B,A,-74.87935205639529,C,A,-40.91318733168556,C,-8.797025888362107,-43.468190474750784,1
Non-binary,58,Veteran,-48.55520129376008,C,D,54.75632270992676,E,C,-120.58683043845248,D,35.799161066515424,97.05699699155885,0
M,89,Yes,20.404325005491454,E,B,-10.941148661527404,B,B,-78.63951625253566,D,213.11612724491783,-98.09100860848852,0
