age_group,orientation,Veteran,Disability,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
36-50,Heterosexual,No,None,40.42336758997913,D,-87.0025273195014,144.7644215817351,B,57.25138311881265,1
65+,Bisexual,Yes,None,-21.29651387231038,E,-42.50873365308981,85.54510505333502,D,64.32159289860184,0
65+,Homosexual,No,No,102.36251204093698,C,177.5550807155211,279.7728605109062,A,-41.792852683863984,1
26-35,Other,Veteran,Physical,-20.317170034355367,D,8.047473307487547,-96.4882848281774,B,-38.384178045809215,1
26-35,Other,Yes,Mental,38.94587813929769,E,-242.17277039315394,-44.369409793506605,A,107.20067321140947,0
65+,Bisexual,Non-Veteran,No,94.49999525259564,B,28.241638365993026,-151.44557526743893,D,26.574937360850363,1
18-25,Heterosexual,Yes,Physical,-229.52127926015987,E,-182.1716095187795,-82.88137886791644,A,24.722939481323525,0
51-65,Other,Yes,None,5.095152584165806,E,-163.6359615112914,-92.66625375290832,B,39.07463736263709,1
18-25,Other,Veteran,No,-8.976158456150705,D,-103.25458274337207,-138.58881938371957,C,193.1780504382641,0
65+,Homosexual,Non-Veteran,None,64.03769941608567,A,49.694889199979436,27.247039574172188,D,-97.11705964921484,0
18-25,Bisexual,Yes,No,-131.25621800703976,A,-46.92816088139595,3.0005089763390917,E,-98.30642250764107,0
51-65,Homosexual,Yes,No,46.14957658813303,A,-85.51649376416276,25.400252236750436,E,-33.74135638436428,1
18-25,Other,No,None,76.53345231174913,C,36.570202502325685,-0.10647032656885629,D,25.051611789037697,1
51-65,Bisexual,Non-Veteran,Mental,84.0465151771892,C,-45.05207407410555,32.72309723408379,E,-49.71090351871441,1
26-35,Bisexual,No,Both,80.64529747765987,E,-47.036755085964046,71.65561027878523,E,33.25676563521222,0
18-25,Bisexual,Yes,Yes,-90.4905238349277,E,-2.77583238050675,57.97697835888065,A,-81.96935597461797,0
18-25,Homosexual,No,No,-57.5142570666791,D,-107.97876259418948,116.08458165208977,B,118.35543572984206,1
36-50,Heterosexual,No,Both,-44.05448958612258,B,-36.643567567585,66.74532767268157,E,-5.531393955816641,0
36-50,Other,Yes,Both,-73.146174768921,D,-60.774158986957396,-94.74243781574148,E,49.42371845132481,1
65+,Homosexual,No,Physical,-73.5442598712081,D,-137.25075693282238,101.5040747639942,B,245.94175066170268,1
51-65,Bisexual,Yes,No,-27.24950224465123,A,50.91878390188778,-4.297682459164558,D,-64.74858778659063,1
51-65,Heterosexual,Non-Veteran,Mental,-5.159304961028491,D,-71.35307477442389,-78.63800318908167,D,68.61961486703099,1
36-50,Heterosexual,Veteran,Both,-61.97038336228226,E,-45.52793321523153,-81.07965498795008,C,9.324623093637511,0
51-65,Heterosexual,Non-Veteran,None,-78.97650810106444,D,-196.4562237166444,-37.42736149457448,C,74.31668648852347,1
26-35,Heterosexual,Non-Veteran,Yes,-1.702021299329791,B,139.73277298284225,66.3839392483054,C,61.843518320160975,1
65+,Homosexual,Veteran,None,-180.27560626447084,B,-121.84003698212422,-38.65969177206413,E,48.448868097244045,0
36-50,Homosexual,Yes,Yes,120.51048603468342,C,-43.08259532429771,-72.75133428004894,C,66.89547895775493,0
26-35,Heterosexual,Veteran,Yes,-81.59964575245189,C,-173.7112455421642,-11.693769274599337,A,62.441965632852416,1
36-50,Homosexual,No,Both,43.59095733711789,A,-79.55154962742948,-79.12442267238572,B,-134.13766475283288,0
26-35,Homosexual,Veteran,Both,-200.32328779592063,D,-91.26222062058716,2.8326096033020223,A,-172.7972210066486,0
36-50,Bisexual,No,Physical,69.46469480762316,D,151.9691483296545,-61.69182150564809,B,106.61159150811481,0
65+,Heterosexual,No,Physical,-124.43482889794586,A,-192.34576444210083,-204.9918695362038,D,54.53285283982158,1
26-35,Other,Yes,None,0.007531189225756053,C,-82.01865095482225,47.32210385184133,C,39.88012797890497,1
51-65,Heterosexual,No,Both,-83.9165609468391,A,-176.94887452624585,-6.316543292698613,D,-143.39576379225042,0
18-25,Other,Yes,Both,34.05807325211751,A,-14.25372854781751,-7.727473221766464,A,150.12477404678776,1
51-65,Other,No,None,-59.00400137755376,E,7.346412996199628,17.24295283607659,B,-241.87499805825126,1
26-35,Bisexual,Veteran,Mental,-78.00515046237034,A,-53.27507149172964,-47.84825303310096,D,-80.35382854334856,0
51-65,Heterosexual,Non-Veteran,Physical,-121.80228354662204,D,-26.641102379970366,-22.399826470040917,E,-35.37124099733748,1
26-35,Other,Yes,Yes,32.076371607462356,A,-29.963314436367565,46.498495623182976,A,22.566191819812015,1
36-50,Homosexual,No,Mental,73.92569885382966,E,23.981710270347705,-63.5395060568888,D,14.504880797925098,0
36-50,Other,Non-Veteran,None,-40.233727092896345,B,-27.6405031952555,-60.69511225560872,B,71.43624105470212,1
36-50,Bisexual,Non-Veteran,Both,-23.543700114680462,A,-141.3793878607013,-80.71581828604616,E,69.10041050892023,1
36-50,Homosexual,No,Yes,-41.05941858696063,A,-10.455514310514836,-164.91015797130976,E,-178.22423531020166,0
36-50,Heterosexual,Yes,No,215.04087453484604,E,-170.5153578785475,-104.08594573994733,A,43.221373136433016,0
51-65,Heterosexual,Yes,Physical,-24.62567002238175,B,-116.30438726885497,-167.8034905724735,C,-119.27764558410605,0
36-50,Other,Yes,Both,67.56407412288421,C,150.53342017295742,166.7998065140784,C,-72.7963467126854,0
18-25,Other,Non-Veteran,Yes,-156.82919420301533,B,164.06821875912698,45.11854496224773,C,-152.95155600811955,0
51-65,Homosexual,No,Physical,75.20114957784273,E,108.08284763150557,-26.546966648958602,D,-332.8081915119606,1
18-25,Heterosexual,No,Mental,38.70680906009885,E,113.11551907148596,-46.73471903892265,D,120.86913166706601,1
36-50,Bisexual,Yes,Yes,-17.69701118163186,D,15.532220342529335,-91.77398548530535,E,-93.81031230462258,0
51-65,Bisexual,Non-Veteran,None,2.3183019628398385,A,145.80553608236966,131.2671022034809,B,104.17119279403953,0
26-35,Heterosexual,Yes,Both,178.85095342186912,A,-224.03703425687175,-167.9246982996289,E,92.01388852174685,1
26-35,Homosexual,No,No,-63.03471689305374,A,-4.280789540024956,34.82038544826677,E,35.01464840157666,1
26-35,Homosexual,Non-Veteran,No,-114.18672140977945,C,34.56397283591709,-84.18160961298653,E,-2.9501084057073768,0
26-35,Heterosexual,Yes,No,138.794540822255,C,47.827127721188326,186.66695387186593,A,49.72312261323953,1
26-35,Other,Yes,None,-81.56746181483287,C,26.331091164594994,-12.052370778431902,B,40.92691367716581,1
36-50,Heterosexual,Veteran,Mental,97.24727392540727,A,61.24608258885896,-173.8174475889101,E,-201.00833645236497,0
36-50,Homosexual,No,None,138.40971485662394,C,-46.600018024979754,-29.04502420565644,A,29.18200203552466,1
36-50,Heterosexual,Veteran,No,-69.30215388782916,E,-133.11219086825085,-40.78722873915638,C,-73.70758231724005,0
36-50,Homosexual,Yes,Both,44.370784242017244,B,-62.728658610549594,144.31758171596698,D,-96.22336103486951,0
36-50,Heterosexual,Veteran,Both,198.24275364910255,A,156.58748374498668,-15.814783990774487,E,-1.1540609390612957,0
36-50,Heterosexual,Veteran,Yes,-62.033955264114006,E,-65.28817832658285,93.58085140575837,E,105.32596158791962,1
65+,Other,Veteran,Both,-74.11711761374666,C,-60.35843492484253,-14.368489819752334,D,-85.15983266632546,1
51-65,Heterosexual,Veteran,No,111.99269422822562,B,11.741220208764872,15.16286975207351,C,-47.65024529441255,1
36-50,Bisexual,Yes,Mental,-86.50585763136984,B,-4.458778745953133,211.5116526094141,C,-122.54433737774634,0
18-25,Bisexual,Veteran,None,-189.881992784107,E,-76.50640373864735,-101.03979300226527,E,5.8604704817510545,0
36-50,Bisexual,No,Both,82.00054951958512,E,71.75573600265434,-56.327963323263354,E,-34.17071575214866,1
51-65,Bisexual,No,No,-102.57943309131659,A,-12.891137423972326,-182.02552371956926,A,-42.636162288709464,1
26-35,Bisexual,Non-Veteran,None,-84.55534316976393,A,28.99343119098069,-105.9000906116281,B,1.8954561643528125,0
51-65,Homosexual,Non-Veteran,No,42.19938228303281,D,47.237206952476555,-151.94192486703986,C,3.7900705427709513,0
26-35,Heterosexual,Veteran,Physical,102.35471844373633,E,46.092197446753644,-3.2026399100682474,C,-176.38503161757305,0
36-50,Bisexual,Non-Veteran,No,-182.65255548468625,C,23.978683621817005,-179.2053854323048,B,-19.218730816400416,1
26-35,Homosexual,No,None,17.252696684348333,D,-64.29092031860148,30.378448862814867,C,-2.445911337458861,1
26-35,Homosexual,Non-Veteran,Both,-78.93111534959124,C,108.60653963469751,186.16552145388795,E,161.00680732399582,0
26-35,Heterosexual,Yes,None,-89.99535462129133,E,207.44599318456017,-206.02194508599578,D,-47.31002031363299,1
65+,Homosexual,No,Physical,40.809478846308394,A,70.73384629902625,-307.11845873190424,A,119.6085565083649,1
18-25,Homosexual,Veteran,Yes,-226.9612492373502,A,2.5559577668743705,-74.87778580990964,A,-14.94844376073798,1
36-50,Homosexual,Veteran,Mental,-82.0766495408383,C,-136.1327503019034,122.67668857375537,A,222.35771804307603,0
51-65,Other,No,None,-1.1977180626301078,D,-198.2020089520449,112.86227410535636,E,-91.72227902942944,1
65+,Bisexual,No,Physical,-145.130023548345,A,192.2666420738367,54.46180900758905,C,100.65224540024826,1
65+,Homosexual,No,Both,-29.871939828162493,B,-7.945442424874062,-49.18387734627305,C,57.92461786908122,1
18-25,Heterosexual,Non-Veteran,No,218.77555393437262,D,70.94140568553566,-8.65490352994546,C,149.42671186910107,1
26-35,Homosexual,Yes,Physical,20.93062195851976,B,-182.56005520561612,34.42193571996943,B,-19.669661422350345,1
26-35,Bisexual,Veteran,Mental,129.27116365416936,C,-47.60267106192494,108.0581324983468,E,-8.720922698835695,0
51-65,Bisexual,Non-Veteran,Mental,-5.136258378461845,E,33.38010685989186,5.146501101674712,C,-122.73758024917947,0
26-35,Heterosexual,Yes,Physical,-0.7527884936242821,C,-66.97137860756087,-215.33744348588164,E,-70.81992861549003,1
65+,Heterosexual,Veteran,None,-48.148435771517796,E,-83.99739814961899,55.972602677300124,E,-106.03562753401519,0
18-25,Bisexual,Non-Veteran,Physical,101.22537236421101,D,-205.58582580372212,70.6188501399585,D,-83.3243499531871,0
65+,Heterosexual,No,Physical,54.866361141363626,D,3.701698537375743,-31.625978789758157,C,62.09444224251352,1
65+,Bisexual,Non-Veteran,Both,-114.43497091021106,E,-141.5467915704292,-312.95568072237023,B,-76.65699373614623,1
65+,Other,Veteran,Physical,40.82390335080354,D,46.09119111910162,111.9067311520919,B,277.74158894189003,0
18-25,Bisexual,Non-Veteran,Yes,-28.650505430409485,B,26.00021558747435,107.16996137686228,E,96.17511529146519,1
18-25,Bisexual,No,Physical,160.20118730473718,A,133.1803725468975,-109.56839144331603,E,15.359178253532201,0
36-50,Bisexual,No,None,44.571562212141046,C,56.59312305693387,22.25504861950419,E,104.25276988789327,1
51-65,Heterosexual,No,Mental,21.82016327591273,E,89.55543855399527,-17.89941294692012,A,-278.1698207159454,0
51-65,Heterosexual,Yes,No,89.6279481424635,D,-133.130876873578,130.95974898041044,B,-123.37232010963028,0
18-25,Other,Veteran,Both,21.649719048071944,C,-51.49651772227751,8.100438072517942,E,117.42969083015673,0
36-50,Other,Veteran,Mental,-39.48151766853009,C,72.27049570255159,54.76490979873532,B,84.78747495647794,1
18-25,Other,No,No,-188.6538302817589,B,-24.73182269069458,72.47302696120764,D,-56.66091797782066,0
26-35,Heterosexual,Veteran,Both,-41.48849401129514,B,100.07217002711644,-185.59680849930422,B,-48.266538807742776,0
36-50,Other,Veteran,Yes,55.24025852830753,E,-72.55421209991046,-176.6652230909121,A,-66.83603940588276,0
26-35,Other,Veteran,Mental,-119.511794071936,D,-49.132265098863556,-53.50006431752148,B,27.2152860898478,1
36-50,Heterosexual,Veteran,None,-127.3544344764709,D,-136.01278424853066,-64.46044493594519,B,24.472525694338323,0
26-35,Bisexual,Veteran,Yes,63.82270568459272,D,10.128855709665554,-80.55477873602455,E,94.93731641731222,1
36-50,Bisexual,Non-Veteran,Physical,-66.08704592585731,B,-53.871189384688186,-240.31088448315992,A,-210.74232108615476,0
36-50,Homosexual,No,Both,128.06399462657768,D,-35.05005672801015,-48.04939413481596,A,-5.728171502039159,1
51-65,Homosexual,No,None,-109.05338100088026,C,64.41716595480378,-165.42168170084986,C,29.97610515696808,0
26-35,Homosexual,No,None,137.3738713800647,D,92.82994749186464,-114.4935891561524,A,-47.75898280684219,1
36-50,Other,Non-Veteran,Physical,72.48508497905229,C,49.80380711530546,-61.94761679978987,B,-92.24905382590734,1
26-35,Heterosexual,Non-Veteran,Mental,33.98977680376995,E,57.85615975919829,-52.85367640710476,C,66.47056054440401,0
18-25,Other,Yes,Physical,105.4228097511185,E,24.736760846785756,0.4268438718009912,B,64.13012764359436,0
36-50,Heterosexual,Yes,Both,-111.9337234664168,A,131.36901216436038,26.208534095832515,A,-19.670686116415727,1
36-50,Other,No,None,34.716095749543555,D,93.2555176164703,17.949992724736706,B,382.12548561960705,0
65+,Homosexual,Veteran,No,-81.12980040309145,B,-91.90525043653106,-56.75370432755928,D,-25.63141349389535,1
36-50,Bisexual,Veteran,None,104.5887898202573,A,1.3817790532260097,169.77232826765248,E,-88.0125033333263,0
36-50,Other,No,Physical,138.5777125106487,A,33.74491017697289,-85.60887398030505,C,-86.36967515149867,0
65+,Other,No,Mental,134.4735103743917,A,13.326595022411848,-62.9656665841531,B,-125.08894682415614,0
36-50,Heterosexual,Veteran,No,-25.26597110176308,C,80.42917494583743,-87.40870405674697,E,-64.06089645636068,1
26-35,Bisexual,Non-Veteran,Yes,158.04419029029026,C,-227.21005486629772,101.93346842979514,D,-34.309547540834934,0
65+,Bisexual,Veteran,Yes,76.91855723535926,B,17.715295392589507,-152.04302640262236,A,116.01385083931754,1
18-25,Homosexual,Veteran,No,-3.818385099925117,A,-8.921227699978436,18.906021745611834,B,129.8918836165986,0
65+,Other,Non-Veteran,No,53.264015059272594,E,61.85849522085145,-151.9961090940955,B,3.3199449185556404,1
51-65,Heterosexual,Yes,Mental,-105.16281394004908,C,0.9626282334222752,-98.34582808561088,E,29.081640122722092,0
26-35,Other,No,Yes,-211.35989950378274,C,-201.84287632268135,53.61921148289825,D,-109.71116405735957,0
26-35,Bisexual,No,Yes,196.09974512522064,D,-24.887752756748093,150.45700673995015,B,-48.957486859679136,0
36-50,Bisexual,Yes,None,-76.28441142291848,D,-76.09885079666567,12.982199043084059,B,17.388773919883754,0
65+,Homosexual,Non-Veteran,Both,208.92869597473856,A,-134.849882577091,69.76627862312432,D,-75.0417399400518,0
51-65,Other,No,Physical,170.56557102008517,A,-138.01975656175685,-10.040493240210562,B,-156.03600582765276,0
18-25,Heterosexual,No,No,-21.784394218894832,D,-37.5871247113947,-119.76987164734778,C,15.051275570016106,1
65+,Other,Yes,Physical,187.28024629774734,D,-92.80768774352221,29.553486513956727,C,-73.68404275489151,1
65+,Homosexual,Veteran,Yes,208.75873372938457,B,-4.1825809706512835,-67.59347352096208,B,136.93182611119374,0
18-25,Heterosexual,No,None,-49.15752611796066,D,92.9208798929716,-140.92089830169238,E,74.60522203414686,0
26-35,Homosexual,Veteran,Physical,-74.87419248025674,B,-193.62405855843792,79.74227270884325,D,118.54780541015637,0
26-35,Homosexual,Yes,Yes,-5.562450222574238,E,-108.27543746249928,-132.96238203127294,E,9.364276045752513,0
18-25,Heterosexual,No,Yes,-10.169224159747365,A,-39.1691358625226,-66.85330905458075,C,-73.61842510742866,0
65+,Bisexual,Veteran,Mental,-67.3428422593069,A,2.137830772579871,69.2480145961655,A,113.11377856930034,0
18-25,Other,Non-Veteran,No,-71.63927357357329,C,61.56010609885516,-4.092871961635648,E,39.17360163863924,1
36-50,Other,Yes,None,-38.79544134612989,D,-75.76263125268686,-22.54524274955727,A,72.4517644813572,0
36-50,Other,Non-Veteran,Physical,-81.85075898321398,B,9.892268985075855,-129.41937810721947,D,38.94681391984139,0
26-35,Homosexual,Non-Veteran,Both,-48.09400498931481,B,-206.77640679219618,8.503105697629467,B,173.78808875012987,0
26-35,Other,No,Mental,153.61869105195896,E,-14.676809607723532,106.31549332992361,D,87.15807471536434,1
65+,Other,Non-Veteran,Yes,-155.8318647974738,D,89.224788385999,-38.787922204712864,D,31.76183108230334,0
65+,Other,Non-Veteran,Yes,-137.9215964414484,E,26.883360395946497,-289.05565295296094,D,-27.716172339378247,1
51-65,Other,Veteran,No,-108.1098422758823,C,-152.07364329155453,22.55980328623938,C,51.259453375665885,1
65+,Heterosexual,Veteran,Physical,-20.299821553227606,D,-102.51352998579493,-130.25686890790124,D,140.24881381873857,1
36-50,Other,No,Both,6.674830493378633,D,60.81110280717867,-66.78058023793129,C,-229.78082674617815,1
36-50,Bisexual,Veteran,None,-88.5212114852268,E,-61.53894108170341,69.80512738677514,E,30.051217800627768,0
26-35,Homosexual,Non-Veteran,Yes,-23.73300305064584,C,74.0642701827867,-18.647005276517543,A,33.082873653262645,0
51-65,Heterosexual,Veteran,Physical,2.1407174167250806,D,-28.442855132868534,-110.8592939490647,E,-52.606255185063766,0
26-35,Other,Veteran,Both,-58.52496675607392,B,190.11082362100726,17.24693422876745,B,127.78756566146374,0
18-25,Heterosexual,No,Mental,49.78786428738795,A,-51.44980759937887,79.9461235726803,D,-104.2239015776904,0
18-25,Other,No,No,39.73936084191546,B,14.71340297217154,-137.61714409687488,B,-72.60940321538993,1
36-50,Homosexual,Veteran,Yes,39.63539299520948,C,48.34050888331895,-103.49178075207239,D,32.30526241964636,1
26-35,Heterosexual,Yes,Both,-81.28100444038354,C,24.001739516782685,-48.21007776813266,E,53.09326890224422,1
65+,Other,Yes,Both,-68.0985043350129,B,-83.80005658926287,-96.40766155150746,E,137.41548159097746,1
36-50,Homosexual,Veteran,Yes,-140.44031688170693,E,-127.34313448618579,-36.80820991881985,A,37.831787967650236,0
51-65,Homosexual,Yes,Physical,53.926257087008544,A,45.45513940210586,-69.90420763168392,A,-63.59493689617286,0
18-25,Other,Veteran,Mental,-18.27364975932318,B,26.41831584897572,-29.267608363949865,D,-13.92510225259668,1
26-35,Homosexual,No,Yes,-30.838104621105707,A,-85.02642457268473,-81.36114455321315,B,88.36070797601701,0
65+,Bisexual,Veteran,None,80.36098651634573,A,-108.32039231766318,-71.6447972922323,C,22.79079011224308,1
65+,Bisexual,Non-Veteran,Yes,-49.033953414250114,E,-13.21415952523563,-209.30557183366872,B,-134.28834825108171,1
18-25,Other,Yes,Mental,81.24278870363425,C,-64.33627840514288,125.45555670721544,E,-29.5612682940653,0
36-50,Heterosexual,Veteran,No,160.53229625490292,D,134.43850146221743,-158.87965382804754,B,26.552365207702387,1
51-65,Homosexual,Yes,Physical,-83.4342568331853,B,74.98476389392137,-30.279520753988642,A,59.978990042636404,0
51-65,Heterosexual,Veteran,Yes,-60.16269273092891,A,-196.85128385119248,106.9616880027197,E,-311.8739436768626,1
18-25,Bisexual,Veteran,Mental,9.364816066300294,C,-16.424204667604766,-198.26605567731949,D,142.8092029203024,0
26-35,Other,Non-Veteran,Physical,18.01730871640012,E,-56.28003207647817,131.92616135520117,D,138.26786346622617,1
51-65,Bisexual,Non-Veteran,None,123.35253498655298,D,68.66022471964727,74.3107733512806,E,128.68113443601888,1
51-65,Heterosexual,Non-Veteran,Mental,-173.78990030596518,A,125.02357767208107,-61.065566063654565,E,73.07302258220464,0
51-65,Other,Non-Veteran,Yes,160.06153000155496,B,137.3188238645284,139.19163602934896,C,72.60561561515956,1
51-65,Other,Yes,None,-113.59467431950398,A,38.65621745041462,164.78891382740454,A,170.91572544502225,0
51-65,Other,Non-Veteran,No,-58.31856512876473,E,-43.95589867187417,-5.682442251217792,B,33.20917283947431,0
51-65,Bisexual,No,No,62.43877852275189,B,82.70030317954468,-93.99216206153305,D,-34.0943376498777,1
36-50,Bisexual,No,Physical,-74.02740660905096,C,-31.18199952535406,-36.59645944562989,A,75.55134472796307,0
26-35,Bisexual,Veteran,None,163.86049237833592,C,-43.99206098607728,-35.50668391587122,E,-80.9478655382627,1
26-35,Bisexual,Yes,Yes,117.46800878694197,D,-2.5896020240341038,-120.81413225451496,D,11.472884196396995,0
26-35,Other,No,Physical,-55.14230318884833,D,-107.34762030013611,-32.209107725263635,D,-90.76593076776919,1
65+,Bisexual,Yes,Physical,-18.089833299784395,D,133.12439913161003,-3.9426483787583426,C,176.12858317757934,1
65+,Bisexual,Non-Veteran,None,60.3494868187159,C,56.79786008705226,-150.38106895295397,C,95.25712950232791,1
51-65,Heterosexual,Veteran,Physical,60.539270201705754,B,183.31358618076635,-49.74773086099443,C,-119.5863407795298,1
26-35,Homosexual,No,No,81.80323531186939,A,187.1300312352004,50.16169156071616,B,-70.81942420976708,1
65+,Bisexual,No,Yes,0.4188442166277099,A,-56.08739463234629,61.58736620640157,E,-70.7741705250912,0
36-50,Other,Yes,Yes,-39.64570115436689,A,-29.73014629105203,-124.63657219554811,C,-25.028790867736628,0
18-25,Other,No,Mental,-67.30019829276695,D,-28.37183629107053,-158.88958655479527,B,-67.40266717026402,0
51-65,Heterosexual,Yes,Mental,-35.490522594027354,B,-162.17014592111775,119.77717657484447,C,202.21767814296814,0
36-50,Other,Veteran,None,85.70363903276946,A,39.63499492125169,140.1043166629102,D,60.430777662308934,0
51-65,Other,Veteran,None,129.38434570211527,B,-46.46118655652944,205.0653317536556,C,155.88040471314417,1
65+,Heterosexual,No,Mental,2.4860432519372333,B,-66.9708805721794,29.832297715760802,A,8.986836406908242,1
65+,Heterosexual,Yes,Yes,-34.148111025493336,C,-245.40787071247775,-52.084706688658,E,-3.297148021870909,1
51-65,Other,Veteran,No,-75.0144761328275,D,15.967538746023507,108.62465575698607,C,14.297779642009283,1
36-50,Homosexual,Veteran,Both,5.973916448325049,D,-41.490249290627155,85.8213188131422,C,170.7237598719633,0
18-25,Heterosexual,No,Yes,-182.5899541464567,B,-18.3920501802446,102.51625726179803,E,-55.55387488333291,1
26-35,Heterosexual,Veteran,No,125.08557439394714,C,-94.1264435338801,-57.4449462972508,B,25.3795644113407,0
26-35,Other,Yes,Mental,-93.28782985592251,A,-107.56740391702763,-63.15574742587188,C,62.61613903912553,0
51-65,Heterosexual,Yes,Mental,110.2799360962312,D,113.72211577762825,-88.97139022441387,B,-35.962453351159965,0
51-65,Heterosexual,No,Mental,132.67528021602783,B,-106.184073693787,-24.057977865985727,C,15.586295813981227,1
26-35,Bisexual,Yes,Mental,13.261260579911859,E,124.07620959871454,103.4806366366889,C,10.744804558588033,1
65+,Other,Yes,Physical,-10.46772586115963,D,80.87116923027658,-56.57196136864505,D,-182.9636510836172,1
51-65,Heterosexual,Yes,No,-25.656950172653332,D,46.28077847841585,-15.306523305354297,C,149.2827587492107,0
51-65,Heterosexual,Yes,Yes,-135.12363846248857,D,34.7157561313637,-3.2421646569326787,C,61.94795411555602,1
65+,Bisexual,Non-Veteran,Both,-25.227611314897246,D,-84.89293757492405,128.57470999786938,A,-7.420060748434075,0
65+,Homosexual,Yes,Yes,94.6436949124156,C,-64.40408871015863,-55.83909022071967,A,-35.259038034952866,1
26-35,Bisexual,Non-Veteran,Physical,-17.817707053056242,B,118.68278569792126,95.2124089045072,A,-23.66472079746371,0
26-35,Heterosexual,Non-Veteran,No,120.51321380914676,B,96.77211735218194,119.99656759918282,D,154.06328696522235,1
26-35,Heterosexual,Yes,None,-31.285725232619534,E,170.85812855205054,42.027339960617724,A,-71.6095993442781,1
65+,Heterosexual,No,No,-46.793921546478614,D,-67.96311112567054,-50.7066320304113,D,-18.001185736507004,1
36-50,Heterosexual,Veteran,No,37.98204005712289,C,164.38346136812655,12.748947837254466,C,19.709436177000843,0
51-65,Homosexual,No,Physical,28.597084148823313,A,27.912738411665195,102.6782761792948,A,-105.63846753704107,1
18-25,Other,Veteran,Yes,116.73208415016052,C,63.167893911092385,70.6014223383172,A,-37.547055902769635,0
18-25,Bisexual,Non-Veteran,Both,-14.064368717684841,D,-3.0971659326479757,109.02386200421795,A,-19.88353306494006,0
26-35,Other,Veteran,None,24.748550920674642,E,92.43913719365852,46.214411940287,C,9.011767289641906,1
26-35,Other,Non-Veteran,Mental,18.79112765300892,C,-52.09066570428802,40.56914774902966,A,50.52877305734687,1
51-65,Heterosexual,Yes,Yes,-123.5601352506968,A,-26.96731128796846,65.16843380000253,D,88.9809579935908,0
18-25,Other,Yes,No,18.390758642313312,B,113.05407119245751,-110.03527257628176,D,-19.4805321981387,0
51-65,Homosexual,Veteran,Yes,-0.8439922340538204,B,149.4610269378186,152.23676922864283,D,-15.685827937169153,0
51-65,Homosexual,Veteran,Mental,-185.6186693293574,A,-17.74550687779259,-0.3297090610425127,E,-16.39129205339261,0
65+,Homosexual,No,None,60.98280175546474,B,169.27527875872877,-84.76991600844475,A,31.0636085955316,1
36-50,Homosexual,Veteran,Physical,-81.87587657442499,D,-63.46992547677577,-4.0214104884182,A,-87.13859522168134,1
65+,Heterosexual,No,No,-179.0210439039768,B,5.663988439962688,-51.65775634230633,D,-104.41250136981184,1
51-65,Other,No,Physical,-65.54216288473086,A,-66.44530622375142,137.06359174875345,B,12.320010596727814,1
26-35,Homosexual,Non-Veteran,Physical,-113.69730762001562,D,56.23210251399187,-95.72629280013257,C,-43.7970269521792,1
65+,Heterosexual,Yes,None,-236.67577741642046,E,-91.45119177982666,-57.332669045629494,C,-47.78824977662639,0
26-35,Other,No,Both,11.31225832166138,D,-83.39523914522711,-75.03198270262693,B,-52.96421359065313,1
18-25,Bisexual,Yes,Physical,-67.24238997685656,B,25.191163670373594,130.91829022473974,B,29.573997504801053,1
18-25,Heterosexual,Veteran,Mental,-143.71235030914264,C,-129.97249681681177,75.4949816744893,C,91.99799249722501,0
36-50,Bisexual,Non-Veteran,Yes,114.95263220902923,D,100.53644049649328,-87.38409847919776,B,20.930631983777445,1
18-25,Bisexual,No,Physical,-100.71557985911063,A,138.95961841998928,-97.19148298904338,B,19.316342529519506,0
26-35,Other,Veteran,None,70.51473218039821,B,117.49277027178412,-63.348596319490305,C,-183.63755941032048,0
51-65,Bisexual,No,No,-63.072393066201094,A,-168.03557761408823,-155.42203185611086,A,-19.878611412732695,1
65+,Heterosexual,Yes,No,26.862875837615803,E,56.457364343260586,15.186766579250952,E,51.68246716951934,0
65+,Homosexual,Yes,Mental,-142.92340644487143,E,-83.17484348493494,-100.66409195734866,D,91.37153569408711,0
65+,Heterosexual,Non-Veteran,Mental,36.30790847141897,E,68.53505039802295,49.49237376251204,B,-15.520689001576171,1
51-65,Homosexual,Non-Veteran,No,11.016854917839732,E,67.20907103464799,-44.58632981125696,E,19.80994827923932,0
26-35,Other,Yes,Physical,67.79372970891963,A,-102.64352521952165,-46.509932799115944,C,51.51389034649889,1
26-35,Other,Veteran,Mental,-133.1097389694105,D,-11.59519276235534,-76.55109145825095,A,-64.19188222297542,0
18-25,Homosexual,Yes,Mental,-49.89373763781732,D,-88.54585752138789,-107.32580681876573,A,-3.6016556936733655,0
36-50,Bisexual,Yes,Both,-23.967023822005213,E,-108.70234310617528,-43.09677532350932,D,70.19144450993855,1
26-35,Homosexual,Non-Veteran,Both,106.31235182011743,A,14.53277294533866,-273.05916862891945,B,-3.0770700948093923,0
36-50,Bisexual,No,Both,15.543482430803795,C,49.12569644762153,-37.02725661497118,A,21.071695814470555,1
26-35,Bisexual,Non-Veteran,Mental,67.2007896965157,C,-55.96782231468849,45.493635332598444,E,27.152926104667696,0
26-35,Other,Yes,No,38.53617410556542,B,67.54335791423487,-114.5018390092692,E,-21.773154665470734,0
36-50,Homosexual,Non-Veteran,No,109.38870371572627,A,-32.10958475380961,-155.11190431602918,A,0.5951209974299067,0
18-25,Heterosexual,Veteran,None,-2.842731702139151,A,-96.15392524235219,86.97138407832932,C,-51.809494991861385,0
