AgeGroup,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
26-35,D,149.23254193456188,C,7.014385868609349,A,-117.14869017610658,1
26-35,A,-84.5029576231365,C,-191.43045315529093,D,-215.63489212447547,0
65+,B,120.35406423754782,A,12.879384155969895,A,11.833438185958968,1
26-35,B,-157.15004734870374,B,81.27218620138592,E,-57.52195805745258,0
65+,A,-221.22326848288006,B,105.18361441472139,D,16.150350664279557,1
26-35,E,-27.0546402856377,B,-201.47789546790875,C,55.559475960999436,1
65+,D,-19.728756173273982,E,31.64270109640057,C,96.68530583114764,0
18-25,C,-25.721314918077493,D,114.96244052836072,E,175.9950895116251,0
18-25,B,-38.8679286275527,A,82.94838718663186,A,-61.863575860874086,1
51-65,E,-18.38861285771116,E,-122.23148492619309,D,-46.087523957726795,1
51-65,A,-87.96788409629657,A,122.29830417538554,D,75.12753103980367,0
65+,A,-13.079943193924334,A,64.17431571986465,A,107.50954248546324,0
51-65,E,197.22627626057297,E,29.028893702466714,B,-128.7381367734055,0
36-50,E,42.29254087065312,B,139.35322644083138,E,-60.64898284752754,0
18-25,A,134.65547462058973,D,61.464958757939826,B,-91.56952672014515,1
18-25,A,-34.02165347011931,A,-125.63499262991009,B,64.95150854318685,1
26-35,E,-57.743660909682404,C,-40.80111736715158,E,0.6637622584159062,1
65+,C,95.30752122483828,D,34.14495678994405,E,143.82024993072358,0
36-50,B,-22.163114075203477,A,-11.99003471655371,A,127.94569112600229,0
51-65,C,166.9610743186751,B,-38.59656524773182,D,165.20202804648773,0
51-65,B,-139.2722225976351,E,-153.11622689560826,C,-80.93436864260312,1
26-35,C,23.15636071330694,B,-140.91751347933595,B,12.83614852037284,1
18-25,D,103.16639843171941,D,-37.052929613101185,C,23.43818054474564,1
26-35,E,-6.698619116190588,C,-5.772857081886888,E,-169.80794248446534,0
36-50,C,-31.31244208006078,D,77.64894224956709,C,-24.567935265488448,0
18-25,E,-43.154855105527105,E,-55.93124304121393,C,158.61103908084527,1
65+,A,-54.50633431473092,C,60.84626184162624,D,-166.82225152657156,1
18-25,A,-233.1273060828098,A,9.13023183457132,E,15.883202876121416,0
18-25,A,97.37604124456894,C,144.0903079946412,E,-83.60350239265124,0
18-25,D,-134.3431309795659,E,-33.88316313992089,C,-220.3283116208258,1
36-50,B,44.7463981935079,A,-309.17018662672535,C,104.39841867960082,1
18-25,A,57.458209915882584,B,71.6975105817405,E,47.44704325415155,1
36-50,E,110.9262137869415,D,23.92149574163183,B,-18.896099544348306,0
36-50,D,-41.81869238940594,D,-131.2950081253391,B,-6.771565562416808,0
51-65,C,-64.00644908869714,C,54.01326527031212,C,-94.75785138188736,1
26-35,E,-1.0437580582558483,B,-97.71534483138508,B,85.70191017157688,1
18-25,D,90.51545505196745,A,83.50174235025347,D,-84.20506517388937,0
36-50,B,40.43426912888046,B,-30.344051004669215,D,-47.84566274811263,0
18-25,C,146.31583586416448,D,-65.83439855963216,B,-66.21829213042514,0
51-65,B,12.885871981633718,B,-5.619844895552573,D,-100.52388939496772,0
51-65,E,106.22352017583705,C,-12.65809318850191,D,76.05787268327191,1
65+,E,-113.38404071911381,D,109.38520793573878,E,-32.98610020410294,0
18-25,A,51.18909448419456,D,-124.69497858292755,E,-27.574417414973862,0
65+,B,199.75590471171043,B,43.19564154330424,E,38.48778212208541,1
36-50,E,37.15806754633354,A,-22.490804534239995,D,-9.383455499132497,0
51-65,D,-211.72815935934275,E,29.715766033800755,A,-22.889859134608116,1
26-35,E,55.309348935011805,B,12.06637107270457,D,-167.91812855561412,1
18-25,C,-195.5887254632386,C,-151.56003147726273,D,-18.78895779842328,0
51-65,C,-3.0378296823700013,B,-51.44179395759812,D,137.98114213862817,0
65+,B,204.89116261201195,C,76.83387767927344,B,69.86876374747727,0
36-50,A,-4.68301308801872,E,-9.519126036452894,C,117.17182144829566,1
51-65,E,240.19944358362613,D,-73.32625696502402,B,-20.78839301718527,1
65+,A,-79.07714786379888,D,-23.591409890445362,D,-84.99764888334465,0
51-65,E,89.42998782990776,E,-257.6480732839469,E,193.42714501211924,1
51-65,C,-44.32689586889536,C,40.39413959027902,E,26.226401608008004,0
65+,A,40.91928944619207,E,50.70268425301663,C,106.82129052640192,0
51-65,D,97.92421850930782,E,63.85128875714404,C,-18.15024283928757,1
51-65,A,76.10537914839,B,-116.3569821315311,B,-0.1421776126083112,0
51-65,D,16.707894414016778,B,-122.17747021813989,B,-51.80308436416456,1
36-50,D,63.41671615144302,D,-42.67802445096223,B,-160.75060399111234,0
18-25,E,-85.61217251637075,C,61.00828385796021,A,51.40275415598268,0
51-65,C,-37.145138027328066,E,-137.4787965435911,E,-129.6897380113278,1
26-35,A,63.47748937787529,E,-106.9857736725953,D,-33.87015700230596,1
36-50,C,131.01333714050526,D,45.380980245186024,B,46.48674154094024,1
51-65,E,24.047843076756614,A,27.68585662923576,A,39.54525979108857,0
36-50,E,-11.588141403250674,B,130.0149206969344,E,131.86381671404936,0
36-50,C,27.789572836998822,D,-113.71483495829666,C,-27.777734596139,0
36-50,C,-258.8319446535472,B,-48.7412925922259,D,15.260458874956074,1
36-50,C,104.39075461479202,D,-76.35039958304777,E,-65.41674088952635,1
36-50,B,-71.25462199623146,B,60.63761190837841,D,-161.82108151528493,0
18-25,C,86.00142492906122,E,27.800738921710217,B,-125.94163169430091,1
51-65,D,104.07244134969443,E,-94.59725676214282,A,-26.696303015402297,1
36-50,B,-24.179793521093114,A,123.5385025249879,D,106.44994462588767,1
18-25,A,-171.3652883395496,B,97.46999980758306,A,40.9501765901912,0
36-50,B,58.79067661863113,E,-62.76351378741334,A,61.11193055152378,1
51-65,D,133.6911342293288,D,-107.97471507409367,B,-15.400196193425492,1
51-65,B,-9.272623924878431,B,-15.393949881149416,E,171.46894600431068,0
51-65,B,-92.00776745155494,C,-105.00148741223751,A,-60.20519721397529,1
36-50,B,33.121872858455,C,-206.16584979237024,B,145.84179888259746,0
26-35,A,-13.414802998263816,C,-93.55243352803872,C,6.690730863804919,0
51-65,D,-41.638951082742324,C,93.49441207606645,E,204.49548215491572,1
26-35,E,157.8303638120043,D,-83.95729165371074,B,9.49292869993401,0
26-35,E,-130.18037122820027,A,52.94637762827236,E,96.24663252582279,0
18-25,B,24.59326520434771,B,25.143164632122172,B,-28.99563098864637,0
36-50,E,-15.77705361158674,A,23.701302646948,D,-111.16805166858201,1
36-50,D,9.579772954593974,A,2.526301891853633,B,80.22437857492639,0
18-25,B,-61.233651810028455,E,-44.81417777795492,C,37.58519927523943,1
36-50,C,59.37128145418965,C,-89.84995574554914,A,-131.1996978003391,1
26-35,E,102.24960842089692,B,69.77675577282551,E,50.48410654373412,0
65+,B,200.7017307125971,E,19.97697188688912,A,92.18825498627687,1
26-35,A,85.2421049686529,B,42.517480503035486,B,118.42978729254168,0
18-25,C,-2.0392817716386102,B,50.32442309270725,D,-179.31756123798883,1
36-50,C,-102.08060989102808,D,-31.65906466768002,E,-1.8730913677575414,0
36-50,E,18.985501426518265,C,82.17092078085176,B,32.22794780234715,1
36-50,C,120.5517230124117,D,-166.15893942983314,C,69.14163627534411,1
18-25,E,-74.10189937908632,A,-37.49710653107597,A,-29.760375614712935,1
36-50,D,-108.70067257241331,E,95.3947613045515,A,-2.4903661356419153,1
18-25,B,-34.21419189796816,C,118.38483264201417,A,234.0759292557395,1
36-50,C,55.86819152257162,C,-24.014362754650026,E,45.67502291780195,1
26-35,E,6.8249061084365055,D,35.206383749303505,A,71.61541625322936,0
51-65,B,-76.46340575603853,D,15.189931926396202,D,109.28262170030798,1
65+,A,13.017026433697076,A,-15.822723789174775,B,62.77578997016376,0
18-25,A,119.5898423758744,C,-25.314815871056833,B,-93.88656285274254,1
26-35,E,63.32299784419365,D,-21.489154821756156,D,34.787422280976806,0
65+,E,-20.712567784725696,C,11.617077776320869,D,-58.55988894351246,1
36-50,D,19.63969434963847,D,97.10536101380401,D,-93.31422952207969,0
26-35,E,-26.515899435368507,E,62.670694532294725,B,-79.17092521568068,1
51-65,E,-28.840759305271472,C,-40.33279744168153,D,-31.514370150151098,0
36-50,C,-45.968341402727425,D,38.37159316903297,C,289.74343224107264,1
65+,E,66.16430606542423,A,212.60348740590223,E,-3.4894149014527156,1
65+,B,41.90401243765155,A,-78.39851471334372,C,-20.508755105049612,1
51-65,A,66.62033683983154,D,36.681907337040144,D,-5.434307031245917,1
18-25,E,91.63174882901001,C,60.93539793802071,D,8.73197051071268,0
18-25,D,67.05890718775468,C,-111.59306043657176,C,106.53564435453946,0
36-50,A,-128.77057557880403,B,18.51318670618272,C,125.43638558299082,0
65+,D,-132.61246535634973,B,-94.70501324871388,B,120.07052231666012,1
36-50,E,38.45362028838613,C,-43.519826522394865,B,25.924738445857535,0
36-50,B,-62.98685293571364,E,-117.44287721389766,A,86.95668689410438,1
36-50,B,-174.30584979668322,C,15.371084348506445,A,30.762547921122703,0
65+,A,37.265869690323235,E,62.41330480437032,A,38.267243845353086,0
36-50,B,-80.14876639920362,E,21.53646963167038,E,85.90738090863174,1
65+,E,35.78884066914907,A,-3.3649075308471548,A,11.708543869983014,0
65+,E,8.665241951882816,B,-78.3771964184607,D,119.49579197471436,0
18-25,C,191.28557063960804,B,-93.43865463484018,D,145.5082204274956,1
65+,C,149.51092500764435,A,-109.78112447459627,B,-92.70137804048257,1
18-25,B,-0.4659522678660889,C,-98.28713800125259,D,38.05841092888419,0
65+,C,168.09312683237738,E,116.98545690057452,B,169.4284797575908,0
51-65,B,23.335074938652724,E,-70.87803123361202,D,-39.62661981015545,1
36-50,C,41.99185881172444,D,69.65935333534212,E,37.14250502211283,1
51-65,E,2.295387516032214,E,223.67570891054248,C,-131.2626888119591,1
36-50,C,20.42734004421945,E,-105.40623230290768,A,21.27779858866819,1
18-25,B,54.359603877288876,C,-70.73730930481005,E,-28.807920603274162,0
36-50,C,-132.70830953442177,B,64.27206411890863,C,-3.736710196739362,1
65+,B,46.1894233333423,E,52.65835882730436,B,-65.05110901463094,1
18-25,A,-103.31118591596365,E,-127.05045314015169,A,-51.53707306319825,1
18-25,E,9.72042556852645,E,130.7200151444813,D,36.45777346010563,0
18-25,B,-0.03130613528500805,D,-140.68437666712353,D,45.969227481182145,0
18-25,C,-74.19346964250956,A,-20.843598419989064,E,-34.35768035883345,1
36-50,D,98.496562347447,E,-59.16360634987249,B,71.96802193077343,1
65+,E,87.85284220930049,C,118.45885876260063,D,-30.072844154407203,0
26-35,B,173.79485798580433,A,188.0390725444027,B,157.31246932074998,0
36-50,D,-57.25019644841727,C,68.29999247870853,D,18.899331527948714,0
26-35,D,10.225202513888352,C,-146.0200072343361,A,107.2822305403451,0
65+,D,32.671050291164256,B,145.40898768404878,D,33.8824321197776,1
18-25,D,123.73118693513081,C,-34.5567492022807,A,-11.594335722727285,0
36-50,C,111.12992287443029,B,40.53619101726949,E,25.448326515071763,1
26-35,C,22.776009717290048,B,27.281366530436728,B,-28.194912358581313,1
51-65,C,-106.21624193193722,A,141.81521063458646,B,-81.65483800222434,0
18-25,E,58.02907382799909,A,-26.363203075861414,A,86.22501403298939,0
36-50,A,-131.58570916690212,A,138.97324219182374,D,80.09993978253539,1
51-65,E,3.7997803500244793,C,157.5644243891386,B,-113.00456134834162,0
26-35,C,-41.35189932437161,D,-79.63320968342835,B,-119.926668174,0
26-35,E,-14.221359536076337,A,-46.2912649702682,E,3.939534939304703,0
18-25,B,-111.48967167032784,D,-134.01347285859674,D,-80.19521437105617,1
26-35,E,17.288475657244035,E,-36.94863794450953,C,-64.55541101418369,1
26-35,C,-84.49682359188067,A,141.44287656136032,A,-110.85431910169339,0
26-35,D,-26.19516544937217,E,229.49965309918022,C,251.17073854460475,0
36-50,C,82.50389077873183,E,-84.94816606507679,C,20.67893166674481,0
18-25,B,-138.34593619486932,D,6.816679654727581,B,23.567356869365078,0
36-50,D,-24.9812931442653,E,-105.9155931783321,B,-11.950821794063216,1
26-35,D,122.24049781916118,D,-76.8324404884091,E,5.175829824286522,1
18-25,D,-17.590735127956396,A,-45.77666200744882,D,177.6118315191237,0
18-25,B,57.382324784481376,A,110.73247668296344,C,44.837549257126774,1
26-35,B,45.84632607490446,C,8.398781126938742,B,25.83103398804152,1
65+,C,-117.48755280870056,B,129.29946851349325,B,-88.4345884785053,0
65+,C,75.91946576098363,B,-173.98059960376995,D,54.04063973193743,1
18-25,E,-139.3537718317569,A,-64.25542794926254,C,97.78547529103359,0
36-50,E,168.8940126242198,C,124.7659151819484,A,-30.887862664061096,1
65+,B,20.35986405815873,B,-2.139193478046691,A,50.446297446051105,1
65+,C,-26.536658939524106,E,16.89522543470244,D,21.938029040775824,0
36-50,C,-77.09549540544815,D,75.68862494882484,C,69.70853305058732,1
26-35,C,-41.53018799715991,A,-46.50112489897623,C,-54.3239617921232,1
51-65,D,222.78395125748415,B,16.87691286195289,E,-49.13686692622615,1
26-35,B,-94.96672931407517,A,-53.10898698289043,A,162.53553833947066,1
18-25,A,194.3240156210519,A,119.88101597919609,C,100.62065185323247,1
65+,E,59.311139694248595,C,48.521658061569724,A,-99.93518658878388,0
65+,E,139.31999872920852,A,-1.1414488844348416,A,-78.33069783991262,1
18-25,C,-37.80431883541128,D,69.11377904037809,D,36.25206250694926,0
36-50,E,31.201722815537643,C,-12.611062566914324,A,123.84723725963329,0
18-25,D,-42.684815032499365,E,-13.009598702398911,B,35.52740203393919,0
36-50,B,5.189054654037829,D,-139.11902173195676,D,-64.8752551741891,0
65+,A,-98.42125648478338,C,-41.196174326052635,A,-12.97701132646677,0
51-65,E,93.9932382130734,D,67.70625874066867,B,82.33211776139687,0
65+,B,77.42628799594927,B,1.3140076117307826,A,-15.782459028292331,1
36-50,A,87.12001771979337,B,18.59610544891207,C,-47.02702491670626,1
51-65,E,-86.72016634907894,B,-197.96884505251654,B,-59.380248990052124,0
36-50,A,-78.56208472080732,E,62.23405901364815,D,116.79636146202925,0
65+,B,58.29877982918038,A,31.854807024181,B,-44.26816661797328,1
18-25,A,-115.3540232220251,B,26.233663044296257,C,87.25206633365971,0
26-35,A,99.522526143097,C,142.33110163196974,C,107.66677869831558,1
36-50,E,-17.73532948289356,A,42.25438251530612,B,57.011435208341155,0
65+,E,100.93606680558453,B,-206.47163727881627,C,119.86015692086949,1
36-50,E,15.194244016738043,D,39.38215576432012,C,11.93510694096199,0
51-65,C,-90.20606397539879,E,-26.59574074402408,C,47.13547071073253,0
65+,A,92.37259851740203,A,14.410447140706662,E,-42.058059101256475,1
18-25,E,9.780981012878788,E,26.03433781161546,B,155.49721800992998,0
51-65,B,146.74101135518333,E,-4.35096640216754,D,236.3497956323403,1
18-25,E,230.02672900711883,E,-53.03242835732007,A,137.73782974250548,0
18-25,B,35.23607634809979,E,184.80495559492974,D,50.23429789268869,1
36-50,B,-77.0981672495811,B,-171.9875220936116,C,-68.26652905415781,0
18-25,E,-80.50784157133857,A,4.263970971004438,E,47.852110473717275,0
65+,C,-80.58678235009923,C,6.719992624201559,C,44.78394038755807,0
18-25,E,-103.78929280162832,A,-24.611541090810597,C,-100.95617991489165,0
51-65,C,-45.463282780142436,E,28.53183755580456,C,-59.157802378761545,1
51-65,A,19.61402877088342,A,-23.113813538563328,D,174.58514008886428,0
51-65,D,182.10919297534852,A,142.82283119980028,C,67.29209454356788,1
18-25,C,59.37702340055871,E,90.67474338591637,E,-50.51212936241243,1
18-25,E,82.8749759777917,E,-0.5663316209180717,B,123.82765080018254,0
26-35,A,17.233679044459507,C,5.038598050466836,B,137.0433943013043,0
65+,C,158.17780329593103,C,14.997413396342536,B,-84.07917933253727,1
65+,A,-101.68148087613716,C,-95.4288078448918,D,-267.9238088251185,0
51-65,E,-44.15207075035832,E,-67.23787602203538,E,-35.115750115175324,1
26-35,D,-136.78971079007408,A,-46.010049751922296,D,72.36865784465137,1
18-25,B,-20.31184599553872,D,-122.90977157173408,B,110.55111064687667,1
51-65,B,50.16013477355191,B,2.4353728885434127,E,-29.366024554014803,0
18-25,D,-42.86470034668162,E,-200.29147427303081,A,-115.56265282178002,0
36-50,A,11.701053878528155,D,-6.114960268900097,A,65.96051002013003,1
36-50,B,-188.3670131722775,A,79.27122287402129,E,-77.23403983780925,0
26-35,B,70.47439848492336,C,-41.44104466983257,D,98.95094685680039,1
65+,D,156.20412722339668,B,12.696803219082215,C,-54.318192768705984,1
65+,C,29.223764218430215,A,-88.89806485072769,E,-27.325347841664477,1
26-35,D,-44.49945504354735,E,35.62798944229762,C,-60.5323893263575,1
26-35,C,175.77791359855698,A,27.18231985169349,D,-20.286123823551687,1
26-35,D,-127.57404386392646,D,55.80133287584048,B,17.587952305037795,1
26-35,E,169.02642765840127,C,34.88686481744681,C,49.981301402332406,1
51-65,B,-14.440758297726964,E,34.70080063394186,D,146.16708128132595,0
51-65,E,-138.60743014468773,A,-126.31376303802833,B,71.27304506044324,0
18-25,B,-78.25525771375035,B,-161.76026179947644,E,2.973091072474479,1
18-25,B,23.940205145115566,C,-52.419064559471536,B,-119.0989623113931,1
18-25,A,-86.66310091505039,A,15.165534024878363,E,-69.65342071356717,0
36-50,D,241.14984737509965,D,-48.940960178218376,E,-87.75393798159044,1
65+,D,63.18695966866843,D,-12.933695159372913,E,-62.86883162328193,0
51-65,E,57.13316628564623,D,-76.44192641940894,E,-191.8077217807141,1
26-35,B,-110.25722687098194,B,-296.54296779238194,E,0.4775484973439619,1
26-35,B,142.89123905688152,D,-38.441611139022115,D,33.94188338049663,0
51-65,B,-1.5054431070100756,C,-68.24353373650207,B,87.60616915580873,1
36-50,C,-43.589241242166004,B,-75.67357966632765,A,56.63219630659122,0
51-65,B,15.792695983898582,C,91.75620705951476,B,33.62550335251612,0
65+,E,3.8440091627333675,A,-119.92704792425752,A,209.28019732751025,1
18-25,C,219.74978179243217,D,-332.1888985493529,A,-39.617192308976264,1
51-65,D,191.89122006273033,D,-140.95143928693335,B,-27.10743179759928,0
18-25,E,-174.7064607657991,D,-102.9531212524309,D,-208.54818524927924,1
18-25,B,2.0455413224735994,C,-191.31887362951448,D,-258.19967988194986,0
51-65,C,129.83558575550848,E,-1.481177419263178,B,-177.7706183533164,1
65+,B,-200.83841288776293,D,-79.59041471088318,D,-20.229911521091363,0
18-25,A,83.73353323859057,D,-96.41304107539601,D,85.06382927442017,0
18-25,D,93.91810995345146,D,-254.73308738804192,A,-216.43030681695282,0
36-50,C,1.6159115976400664,C,-83.21983023228626,B,76.51973174747282,1
26-35,B,0.16008598494206475,A,-111.00568764729213,C,-60.278697167681415,0
65+,B,-148.75842307057917,C,54.58721482574581,D,-156.59951654611933,0
65+,C,-54.21753217059244,A,125.93769699993287,D,278.072085143657,1
36-50,B,24.849691606319077,A,-115.94468617345974,C,-74.73253806841265,0
36-50,E,86.0796120210432,D,25.652422850814382,D,-66.16688651779315,0
36-50,E,150.62337101019082,A,-62.50584135934593,E,91.31808484733659,1
36-50,B,-15.786534393085413,A,-45.55116561378744,B,151.10215301108119,0
18-25,B,75.03304851447639,B,-4.937600730643981,E,-15.689462686987712,0
65+,C,126.55929263709567,E,117.24263583265714,C,-26.77987550408112,0
65+,A,20.716021364376285,D,-62.185590120879176,D,101.02558623426789,0
18-25,C,-131.5530057603174,A,-126.64446383812096,B,106.8514652391876,0
65+,B,104.94618190075799,D,-139.8099288111202,B,250.90288696637697,0
51-65,A,-103.6653938583053,D,-34.341912772499214,B,-8.73341701243954,0
36-50,A,-193.25672195970225,A,-77.31198685270373,D,110.69356450349899,0
26-35,E,-43.8024988688144,E,2.8434636716342223,C,-71.48066029861715,0
18-25,E,-85.03747537958255,C,109.17713058292715,D,91.50383687000469,0
65+,C,-15.997150593236572,C,122.95098000222475,C,86.22044587271598,1
26-35,B,-167.5317243173817,E,13.010151944439743,E,-47.260216305294264,0
26-35,D,-65.38504984657311,B,-82.63346944877227,D,-91.75140835873142,1
18-25,D,37.67648146394893,D,41.61725665627134,D,-85.9477874353047,1
36-50,E,239.23836383490794,A,-53.93191340263927,B,31.084753373558005,0
18-25,B,111.81207770900075,A,96.90881687193134,A,-167.93421610661076,1
65+,E,116.20805091110095,D,-217.71745984710918,C,19.033140230743975,1
51-65,C,-12.470917649455918,D,-12.949183962411162,C,15.944982218249018,0
65+,A,-54.73307552809173,C,55.43612664275336,C,-2.6766708398462016,0
36-50,A,4.858694887196188,E,69.57348119967527,A,-40.49354686703298,0
18-25,A,-60.18106364696381,C,-17.453843060576634,E,-8.433685996499136,1
65+,B,131.08293376504986,B,-251.27548113303467,A,143.97826389215362,0
36-50,D,-30.077709941362897,B,59.81690750449725,D,-43.186795316546466,0
51-65,D,18.232447401463535,B,168.53743793623144,B,36.256318171515375,1
26-35,B,34.03185210425506,B,-66.74335819020354,C,30.879486977007982,0
51-65,D,57.680277667817414,A,-125.212904633827,A,-91.04082332163226,1
65+,B,-158.6825934223952,E,-159.59798694457396,E,-2.9549513390169166,0
36-50,D,-276.33990367776227,D,94.25225279991903,C,11.501543013732665,0
36-50,B,-116.68805005633018,B,-63.616410148616154,D,-7.282345715534023,0
65+,E,-61.2486779809389,E,66.4343447734385,B,80.22204409518473,1
51-65,E,-1.8596176094230306,D,-131.36609431815432,D,-93.34477833065415,0
36-50,E,146.74404556310347,D,94.92833766250955,E,27.4172337264476,0
36-50,D,-9.959194305227836,D,191.37777793269336,A,-131.06618735202414,0
36-50,B,-89.69002565525665,C,67.99774119171896,E,219.6280769537756,0
36-50,A,-6.717799059270521,B,162.72533836791195,D,-29.453028488231674,1
51-65,D,16.56131989400205,E,-134.2894803307329,E,-141.68049869150013,0
51-65,E,-162.58257541411282,D,-20.197518262762042,A,23.745084860196794,0
65+,B,48.376325694934984,D,-15.708335083597758,A,100.95025043402642,1
36-50,A,-14.735741571447235,B,19.617564277366192,D,-26.413944416027626,0
18-25,B,-18.368900552979422,C,59.67374194954645,B,-10.092592021140502,0
51-65,D,78.60515260314259,B,-7.337475062644868,E,146.62472636720173,1
51-65,B,67.16072841906664,E,39.802682090974095,C,-97.15747491213527,0
18-25,A,-105.07029705628588,D,61.67447584322131,B,188.88574167732244,0
65+,B,-7.3436760295341905,E,64.39757273434013,D,-81.25484158805357,0
36-50,C,-6.242365471974651,D,58.80652267284443,B,2.3102205193232366,0
36-50,B,25.309468033654703,C,25.530008460369046,E,-112.99990804697218,0
51-65,A,-70.037505223821,E,191.41463697017397,B,-51.849658981155734,0
18-25,C,-46.121670279660755,E,69.16619270869276,B,-155.51587679710485,1
18-25,E,-68.79054428716724,E,-68.31561337732506,A,-29.149199493661058,0
26-35,A,-8.181054057786099,E,18.47878662874374,B,82.47660690137069,1
36-50,A,-126.12716698877205,E,-226.0658660373584,D,-84.25920482513558,0
51-65,B,-72.04330220631235,D,26.92526195559403,D,-102.74591613063062,1
36-50,B,71.45986593776786,B,-171.5176440341665,E,-35.10251933816321,1
51-65,A,62.03699086720221,E,31.624915391456877,A,-174.76319426861662,0
18-25,C,-81.19545784371046,E,93.38547711297431,A,55.6569355623029,0
18-25,E,-201.16076018674863,C,49.641878462301186,B,24.38664457277341,1
26-35,B,2.9865033015811453,C,-40.02501208398384,C,58.66996572255792,1
36-50,B,-0.7654679386386694,B,110.59269653252393,B,39.80925961763078,1
18-25,E,-74.51841659865175,E,-23.40291254852896,B,-174.70550582963705,0
65+,E,220.93410507131418,A,24.942135038014726,C,77.96842844347984,0
36-50,D,-53.704698410393114,D,53.67302490443452,A,-22.1479010943805,1
51-65,B,78.93867622141505,A,-99.70107274298167,D,-105.3541121405458,0
36-50,B,28.55829615147931,D,35.27761220312363,E,26.516189310595134,1
36-50,D,-49.73377085054151,B,77.99631383484216,E,0.12127968057746974,0
26-35,E,-78.51527744457604,E,238.51090685988635,E,-29.304727119673036,0
65+,A,-4.048440981418764,D,-101.93619328069536,D,71.19159380661671,1
18-25,B,112.16049330517922,A,141.51648716817206,D,16.708150422803445,0
26-35,C,-72.30887387526315,B,-104.716158939435,A,125.36584438795622,1
51-65,C,-109.66677771623561,B,270.5714589621198,D,44.571027953035106,0
26-35,E,102.09932360086815,A,70.31468311040237,D,-93.04385792011044,0
51-65,E,137.18801088152176,A,90.91156967508749,C,116.80919076269791,1
18-25,B,-73.01960059853792,A,-5.784486504098477,A,-118.99252099115651,0
36-50,E,16.44685448887902,E,93.64603593575387,B,56.532927147524795,1
65+,E,14.557184145973759,B,37.1282696420286,D,-47.180646147996555,0
36-50,A,109.71937257362825,B,-106.54104871561623,E,-56.85488288845446,0
26-35,C,19.145808323236952,B,33.6943819700396,D,25.40280255844771,1
51-65,E,-21.010928767873892,C,185.95724393568992,E,92.19057382873098,0
26-35,A,-9.658449149525822,D,95.65908596823756,A,-0.8174943915914439,1
18-25,B,119.68107893854632,B,251.8715817429162,A,-69.99672438660836,0
18-25,A,-55.004227203996756,E,105.8968854557212,C,53.14028728837275,1
36-50,E,-62.09824962169599,A,-34.20032301266915,A,62.03539591817879,1
65+,A,42.0395451174503,D,93.46882565140974,A,-69.87110565572588,0
51-65,E,-63.386537579183866,E,29.399403499618426,A,-1.8905347504130139,1
36-50,B,-9.667556208179715,A,101.97707714900098,E,15.663424344738496,1
65+,A,94.86131524232677,E,15.964668932694833,E,166.1923731409468,0
26-35,C,-25.797913773062948,D,228.91121145269335,A,53.26669189104294,0
36-50,D,-157.52335104977476,D,71.9419191356733,A,-8.512031085950612,1
51-65,A,37.706681946974236,C,-71.75281938930395,B,145.8610547216946,1
26-35,B,64.54638109504916,D,56.3838578804087,B,-84.25538346151625,0
18-25,E,-81.0929235096253,B,-18.576299241136496,E,-20.58355747488508,1
36-50,D,173.18031757208107,E,-104.32275364511784,A,-41.44499184684645,1
65+,D,-131.34174429075262,A,40.04599278936835,C,-167.93973554207344,0
18-25,D,35.413916451414664,B,5.463439316500337,A,-206.53221470565254,1
51-65,D,138.34154017633514,E,-21.033564190942577,E,52.59298724963789,1
26-35,B,-75.66998133131625,C,80.81694919082591,D,118.06825377805083,1
36-50,D,200.66194637723308,B,-77.72820857160777,B,-10.164796842699046,1
36-50,B,84.63668296434554,C,13.149406655936763,A,-134.93445547254342,0
65+,D,-30.43600187700333,C,-101.0457085348458,B,76.03826603019225,0
65+,E,179.28465667235315,A,56.06705479060593,E,-113.41032234961523,1
18-25,A,-163.12419195395506,E,2.558031221095754,B,81.94491523084643,1
36-50,A,195.76796840244742,E,-56.629502912501614,A,-75.52923329244933,1
18-25,B,121.33886503123819,A,-23.148709149575808,A,-24.281666622416616,1
18-25,B,-2.792244276439058,B,-42.29061963615733,C,73.34401127584943,1
65+,E,-161.35666557856655,E,-180.9743378888159,D,94.59547793182085,1
18-25,C,147.2049729848798,D,-37.5863655067077,B,-60.726205404538725,1
18-25,C,172.6058489392763,C,116.53841636220889,D,22.108619506557854,1
51-65,C,112.99108374569312,A,-7.1620386043051845,C,-51.26459464709555,1
26-35,A,-43.12237353264271,C,119.5554036626616,A,177.2647983816173,1
18-25,D,-86.44076023972924,A,68.53243081278126,D,5.380544026730048,0
65+,C,99.47336621690285,B,-115.80570511638078,D,-51.05187343563172,1
18-25,B,42.694451259819004,C,123.08292687617852,A,20.653796487224447,0
26-35,C,50.772820065104604,E,-139.8107336701156,A,-15.720665348525168,0
51-65,E,111.1909254914633,C,-48.09614582440414,C,23.338414842306978,1
65+,B,-8.022638989070323,A,-82.27339024678392,E,-130.26429206522337,0
51-65,E,74.68377014504233,E,19.369982425847855,A,15.03714020008087,1
26-35,E,-21.70071260648813,C,-302.1722934550844,A,-144.38668494383552,0
36-50,A,56.76592206555109,D,-47.33164401137531,E,-84.55272048160953,1
36-50,C,-20.08520039980169,D,128.65752921750152,D,-9.408660202826374,1
18-25,A,71.45311125619018,D,-5.0791450438780466,C,-115.96194034051692,1
18-25,A,20.874229121905955,C,96.86899167082797,E,12.913153006602633,1
