SEX,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,target
Other,C,163.33310916076573,E,5.50679652744312,A,B,50.997672269642514,E,B,1
M,C,37.69245418579066,D,20.721436078410537,E,D,-45.005289251582234,E,A,1
Non-binary,B,116.80467880868612,C,27.132830618350418,C,D,36.1261858490791,B,B,1
Other,E,-22.183169762230033,C,40.81761471835333,D,D,2.25750784990353,C,E,0
Male,B,4.784004815048289,C,-107.00327154734939,B,A,13.70027099237985,B,C,1
Female,D,-81.31105507237532,B,25.313382186259602,E,E,85.5364462096759,B,D,1
Other,C,44.22848212625824,A,-1.2731043430343794,B,B,-99.44801010015486,E,C,1
M,D,-20.316393825650273,B,-15.327498354551333,B,B,38.25759089944496,C,C,0
F,A,25.1081829373564,D,217.15840708518522,D,C,-86.21427977411945,B,D,0
M,C,-27.68191985688252,D,-67.74330984320413,B,B,219.37794872130127,E,E,1
Other,D,103.23063726115728,B,-61.45059713600806,C,A,-179.49830381137832,A,D,1
Other,B,-143.1959729027173,E,78.31402169609014,D,D,-121.7531138895753,C,D,0
M,B,57.581842525509494,B,87.25772690323691,A,E,-80.35577282844507,D,D,1
Male,E,25.80447956786535,E,-167.83156044528408,D,E,127.42797253299274,D,E,0
Male,C,-39.036209457787365,B,68.17598713533731,A,E,-51.82809000165245,A,C,0
M,B,-60.19157513787741,A,-72.70764278344674,D,D,40.61314101101508,B,B,1
M,E,10.463706229232749,A,-100.72115709929825,B,A,-12.253195064416653,C,B,1
Male,B,-61.459698665281934,C,-43.64268874560926,E,A,-6.151871475166685,B,C,1
Female,D,-0.027840183396150554,E,-11.323176380830324,D,D,91.34857083219373,A,D,0
M,E,-201.4333732991588,A,-103.76157162357036,A,C,-27.99975296227778,D,A,1
Other,A,121.96314088872538,C,-86.33633023652773,B,E,-92.74106254797478,B,E,0
F,D,128.61090575076736,C,-148.50322701337572,B,C,-148.14437235896648,A,C,0
Non-binary,A,27.96671708035034,C,-47.73078441059597,E,B,-14.06427042252588,B,D,0
Male,C,38.8163475089949,E,110.00866410667179,E,A,-56.537162706434785,E,D,1
Other,E,133.0204964886025,B,83.41173938227398,E,A,-90.23066130923611,E,C,0
F,D,-299.27541931255905,E,8.304211675757944,C,A,-31.607548894658187,E,A,0
Other,E,237.14462381587,D,-34.24415403432127,C,C,-62.65910821063123,A,B,0
Female,C,116.38390991995564,A,-144.95640969366045,C,B,95.28543561306196,A,E,1
F,E,1.6435147455293482,A,125.03768086904702,B,C,34.52016659323014,C,E,0
F,D,60.541779955037626,B,14.963855877662985,D,E,81.19855672976408,C,E,0
Female,D,-131.5202722467415,E,-0.18557349732224185,E,C,76.31104311619957,C,A,1
Female,E,-158.40120034241815,C,43.753358916870866,E,B,39.2891395678514,A,E,0
Non-binary,A,-42.84750766574662,E,50.900389720952475,A,B,-52.719674577401484,D,D,1
F,B,-57.369451370069136,C,43.28402672453676,D,E,-7.800610872045061,D,A,1
M,D,2.1984112215013574,C,49.305274098075344,B,E,116.1387162283747,A,E,1
Non-binary,D,20.944426257922423,E,-9.919100491327008,D,C,70.44397029770926,C,B,0
Other,C,125.60307099539003,D,-47.13108827849508,E,C,-2.872796671293544,E,D,0
Other,E,35.87612619981795,C,81.91401943535371,D,B,103.81789144482616,B,A,0
Male,B,-32.063738416671775,D,-175.40490864170138,E,D,104.99701547505447,B,D,0
F,A,-10.895206732030633,E,-117.79677475444214,B,D,16.19227943461431,B,E,0
Female,E,-38.66357915245643,D,-25.52565410224215,E,E,102.95674981085025,B,B,0
Other,C,-20.922373928689737,B,96.06613836267566,E,A,62.54674146634359,B,A,0
Non-binary,C,95.18437921836569,A,155.08483330060014,A,B,-11.011455049971481,B,A,0
Non-binary,E,118.00164132170711,E,91.8449685122471,D,D,-115.96813901206038,E,D,1
Male,B,-60.12345513223136,C,80.83698714484255,B,B,-110.73263593592002,E,D,1
Non-binary,C,-2.9875031926489526,D,165.15566042865052,C,D,-22.462640368326994,D,C,0
Other,C,31.2420467245022,B,-70.98624166507811,A,E,49.05236971810325,E,D,1
Other,C,-13.713789183773292,B,-90.31827784317696,D,C,61.78270603005159,E,D,0
F,E,164.2294707830088,E,43.317514657756796,A,D,-83.63135887502723,B,B,0
Other,D,206.82631668584062,E,75.0205396072846,B,A,124.4843840864786,D,D,1
Male,D,-131.38290345662614,C,-150.13099272258725,D,B,-1.0680820090523961,D,C,0
Male,E,-24.25462918482449,D,68.33696416659083,D,A,36.45335808618507,B,B,1
Male,C,-89.31386870066652,A,60.70966458075514,D,D,49.78546974650385,A,A,0
Male,D,33.549087829230544,B,118.15848118715229,E,D,51.79423023664419,B,D,1
Female,E,-100.35789158747441,E,-5.247472189275671,B,E,66.15426908523968,A,D,0
F,D,-11.445771771222372,E,-75.82482753991778,C,E,327.9731704476555,A,A,1
Male,C,-78.51150962135023,B,209.90495412923158,E,E,-19.56217392664799,E,B,0
Male,E,217.1701014996517,B,-59.236682845319244,C,B,35.428796248804865,C,B,1
M,A,124.96338135941649,E,106.39322800022984,B,D,35.72447974253089,C,D,1
Male,C,40.89187415919413,A,-22.591459256076178,D,C,3.0207532282504745,D,C,1
Female,C,45.188098446375555,C,-205.45160640292863,E,C,13.051428447041676,D,C,0
F,A,121.90510536630659,D,158.91676736686918,A,A,71.52356216417132,C,D,1
Female,B,36.513841316702745,D,68.705120532743,A,D,41.21046886588661,E,D,0
M,C,33.697402187753326,E,56.4485420527249,C,D,33.413395564280655,D,E,1
Other,C,64.20218389595927,E,-141.9482360513096,D,C,6.818727684380244,C,A,0
Female,B,9.675408677952303,B,87.374421747073,A,C,-100.73492390215971,B,E,0
Non-binary,C,-35.26646865758024,D,45.84107430370622,A,E,-30.302366471057574,E,C,0
Other,B,16.160632536999536,B,-148.32756719163604,B,B,-35.39726278685077,D,C,0
F,D,-79.2169255027448,B,-5.241415508551617,B,B,46.09855026363089,D,A,0
Female,A,-123.14819145109992,A,-106.9777950151016,A,B,105.96799520969525,A,E,1
Male,E,59.39386046849662,B,29.432388963869826,D,D,51.96732834056961,D,C,1
Male,C,59.17314887600965,C,155.2294237085653,E,E,63.1895641610238,E,A,0
Male,D,23.92874503389474,D,16.109750507581083,A,E,-24.62947090990099,A,E,1
F,B,-182.02498476087504,E,196.2126470595024,A,A,-114.27212557811868,B,E,0
Female,B,340.0395963824869,C,-56.53464705008652,B,D,-20.7548496190411,A,C,0
Non-binary,E,8.913561125049895,A,-8.103569957327164,D,B,-149.96120613415377,B,E,0
Non-binary,A,78.81816417567946,D,-53.8238875739109,A,C,51.62869792018344,E,D,1
Other,B,-21.383937541720133,A,73.68139439298912,A,B,1.152769245147433,A,C,0
M,C,53.796581756680304,C,14.37138660978424,D,A,-62.242912524881056,B,C,0
M,C,-39.09667463122792,D,10.12456848075689,C,D,254.0453746180341,C,C,1
F,B,-185.93692385109046,C,67.19265856234618,C,D,-30.558668771449398,D,E,0
M,A,-87.22043539295028,E,112.66389168614175,D,D,88.64613890897809,D,A,1
Non-binary,D,-26.580873981527624,B,-97.30845751743162,D,E,-150.06891075514073,D,A,1
M,E,-66.19194763637293,E,13.237765084456601,B,D,98.20040772444982,C,E,0
M,D,-45.94964144549414,C,43.94681797215676,A,C,-8.521669155212765,D,D,1
Female,E,-239.67747428147499,A,-118.40584878715752,A,A,34.98069915907326,D,A,0
Male,B,-73.73613747128427,B,-169.1573444806321,B,E,122.3670143155215,D,D,1
F,D,126.09378430417667,D,-61.91077433904382,E,A,-26.28569602364388,E,C,1
Female,D,-173.05471605674353,C,75.54941096249156,D,D,87.77344626079788,C,D,1
Male,B,-147.4233047642717,D,12.630288554541636,C,A,103.58295133135475,E,B,1
Male,C,-108.17550084274762,B,33.697294743327575,E,B,89.12806810734928,A,C,1
Non-binary,C,36.356474848704465,C,-15.236556567255613,B,A,26.751701563069037,C,E,1
Male,D,118.13092840057561,E,172.59191804424222,C,B,43.042579039343416,B,A,1
F,B,-89.27344651530198,E,28.003662210214785,B,E,-111.75601769615669,A,A,0
F,C,-60.10258657996693,E,-11.236912475561939,A,B,-127.37742657053504,D,B,1
Female,D,92.02744171432596,A,74.85798250551983,C,D,-82.89141622529,B,A,1
Male,C,70.57439331011598,C,-122.6570604237005,E,D,-57.46841397652229,D,D,1
Female,C,100.8361487981205,C,-41.22941045566942,A,D,-19.99240782179425,D,A,0
Female,A,34.60575587513813,D,-85.37190340859155,B,B,170.78428612004623,B,A,1
Female,E,-92.40717686085377,E,5.45304824542007,D,E,82.44857823103348,E,E,0
Non-binary,D,143.32241894894813,C,-93.10868371301557,C,E,32.491356700768215,A,A,1
Other,A,109.62347074061007,E,-175.37733429145192,E,E,179.841813247929,C,B,0
M,A,39.304532825448604,C,75.31506363008236,A,D,112.2783241771121,C,E,0
Female,A,-138.9622350644474,E,121.51549132936088,B,E,46.273884727714865,A,B,1
F,E,-198.43963361466768,A,-218.99986373146706,D,B,-8.351548611378915,B,B,1
Female,D,-40.981326473976125,D,45.589116417421636,D,C,-3.6091511746510596,A,D,1
Non-binary,D,17.773501192306536,D,104.87433080307996,C,E,-110.46187994145565,E,E,0
Female,E,-73.15599032822679,E,-58.01220713698437,A,B,-66.64729102941995,D,A,0
Male,A,-104.17339240914933,D,144.45673113127705,B,A,103.41122162310117,E,C,0
Female,A,81.62405987275241,C,-184.1268871720163,E,A,46.642033038796235,C,B,1
Other,B,-193.14645366186514,A,-51.09666233980423,C,E,163.9665972858256,A,A,1
M,C,-54.703081264699115,C,95.28491266816778,E,E,127.68222259697302,E,B,1
Other,A,-27.013117887295294,D,19.577274517710308,D,B,3.7079651518236862,C,A,1
Male,A,-37.310290028129955,E,22.838589442945644,C,A,-38.446320666291065,A,E,0
M,B,-72.13399655125426,C,30.155602797116593,C,A,19.214819199602616,E,D,0
F,A,-82.59759703521034,A,20.055817908649125,B,C,55.65044906212131,A,C,1
Male,B,-68.44477353798275,D,-10.42498205203947,D,E,104.23402055196102,E,B,1
F,B,5.448280060676744,E,60.480596531942375,B,A,-137.15499274384416,D,E,0
Non-binary,C,105.9680587027628,B,51.52710029172258,A,A,85.80670903947005,B,A,1
Other,C,69.55101900416541,B,-22.272120292650413,D,B,70.06767784177676,D,C,1
M,E,-120.39272423147376,D,25.41476978680465,E,A,41.63334643496106,A,A,1
Male,E,71.02252992804637,C,18.19171890359011,A,C,-44.97579559449284,A,C,1
Non-binary,B,-14.456335747307026,D,-20.8401443026273,C,D,33.87526116895169,D,D,0
Male,E,-27.112711229067916,E,-78.852332530627,B,E,13.545735830344551,D,D,0
M,D,-157.0315430787666,B,93.46103249982902,A,A,77.93884856798564,A,E,0
Male,A,36.964401261903994,A,66.79049446930838,E,D,-34.14850091609584,C,B,0
F,B,-213.34624696019904,E,-1.9144248678612574,A,C,-31.36808073748559,D,A,1
Other,D,-32.661330231357546,E,-65.30845121464209,B,C,4.926629173476191,A,A,1
F,D,117.40842540606764,B,64.52834420134351,B,B,-87.69485280474004,D,C,0
F,C,-188.78673660507252,C,140.21076478527394,C,C,6.171854209730608,A,B,1
Female,B,199.02334401960573,A,-76.60938024484753,E,E,-107.8432124075573,D,D,1
Other,D,-88.38982223568004,C,-206.9006770775602,D,D,40.00110736510337,A,B,1
Other,E,-118.31707491707253,B,174.5699974542865,A,C,162.32298941089476,C,C,0
F,E,131.84062905934292,D,1.9772667039873546,C,B,-195.84278013363698,D,C,1
Non-binary,C,22.81638477073275,B,-97.42406577205529,C,B,95.30815999982994,C,E,1
Female,A,-16.766171360843835,D,37.32163251003072,B,D,-124.6230471557656,D,A,1
Female,B,10.530445529327212,C,-11.617221646943596,C,A,81.60935038867947,B,A,1
F,B,12.829331338933327,E,57.55342148793727,B,A,55.73715688534078,B,A,1
Other,C,-158.41008326819988,B,174.21849807715114,A,B,-39.78173410200121,A,D,1
Female,E,27.303356593288164,A,-100.66946303844479,E,D,63.99529682914709,E,C,0
Male,D,7.739391951747401,A,-25.310405531718168,A,A,94.40693766555488,D,C,1
Male,D,-93.58100600462778,C,24.407926817751786,D,A,-41.76074774884566,E,E,1
Male,B,127.88607298307406,D,84.63668766184018,E,A,32.357615155220344,A,C,1
F,E,140.31422778551806,C,90.15974668622802,C,C,187.19859724593283,D,D,0
Other,B,-0.11536788783849178,A,-189.01707467117845,B,D,35.129706279477226,E,C,1
Male,B,56.00362631499537,B,55.231056119119984,C,D,152.12983420974797,D,D,1
Female,C,-38.12510530305717,E,-156.02219305587818,A,A,32.68011439163533,B,A,0
Male,A,-101.88717874059216,A,101.24204188757444,B,B,-77.36544074894933,E,A,1
Male,D,148.93984428672732,D,21.987846054143517,A,B,-85.91082768002161,D,D,0
Female,E,-56.23604154056737,B,-57.80560695416832,E,E,25.234217101658395,A,B,1
M,D,-189.632914600942,C,22.099593562567563,A,A,3.528295779257231,C,E,0
Male,D,-11.15311354054226,E,-49.42010585035509,D,E,-93.7513033374667,E,E,0
Non-binary,A,-16.373742667448965,A,95.94225507000309,B,E,-155.46463293080092,D,A,1
Male,E,68.1694651489389,C,129.76203524764364,E,B,51.12871392211608,A,B,1
Male,D,48.81123788491269,E,65.34397177595737,C,B,-50.883752971071836,B,A,0
M,C,-15.12557679944222,E,20.822479430511596,D,C,129.00959479352468,E,E,1
Female,A,-0.877758294686602,D,-15.907368219857807,B,A,243.99961605178763,E,B,1
Female,E,-88.92653543914835,C,-71.81690801394454,D,D,-48.85006062629566,B,D,0
Male,D,-96.8616280938366,C,-221.4312596120457,D,E,28.341904294625582,A,B,0
Female,B,51.12578168600093,E,-169.60282840410287,E,E,-63.74247820426968,C,A,0
Other,B,177.1922271057336,B,30.577826074000626,E,A,19.96142017691777,B,A,1
Other,C,7.631846185089178,E,-62.861348765855965,E,D,130.29333509022422,E,A,0
M,A,-133.3625707053001,C,126.21877037592033,E,E,-170.79061622400113,B,D,0
Other,D,48.60311608927483,C,-38.3162206809218,E,E,-78.42737591283537,A,D,0
F,E,-124.79934468038508,A,130.61287024645955,A,A,-28.431893508519767,D,D,1
Other,C,-73.35441111237384,A,-23.19439206711644,D,B,116.86779404633315,A,A,0
M,B,13.84978125252111,B,34.0295463685409,B,E,11.391581836340858,D,C,0
Other,B,-69.20039566231004,A,-68.9832317230454,D,A,-42.34480961918796,E,D,1
Non-binary,A,157.19430651039204,C,-104.38586770944902,E,C,229.23316424387087,E,C,1
Non-binary,E,98.46490896394312,A,23.391811003873173,E,D,-53.25267970132702,C,E,1
Other,B,-183.9758290048862,D,24.461243166319026,D,E,-18.343970956757573,B,E,0
Non-binary,D,-98.41154806785674,C,10.467985985358528,E,D,11.046474902021563,E,D,1
M,D,39.42489585988531,C,-9.946668510585345,B,D,32.643287870404855,D,A,1
F,D,14.934634959945653,B,-76.88499716346861,C,B,-63.029001766438554,D,D,1
F,E,-57.84157114312719,E,0.584538137529457,C,B,106.52588726426171,B,D,0
M,A,-244.65598076838043,E,20.2481880520911,D,B,-0.6534634047894856,E,A,1
Female,D,-32.511896715272854,B,-0.43981845848099654,D,B,-4.979531657679799,C,E,0
Other,C,53.895104932292924,A,63.35093858975769,C,B,222.73389649580673,E,E,1
Non-binary,D,97.4006819604751,E,-20.535319272639256,A,D,190.32422149787544,A,D,1
F,A,41.61924499993386,A,-70.53377764278207,C,A,-16.146233230621643,A,B,1
Male,B,-60.280382744910895,B,127.47312419185523,A,B,97.41793181875573,E,D,0
Non-binary,D,53.96302238452457,D,37.89661990161867,D,B,-18.28094084308757,C,D,1
Non-binary,A,-171.26644917187005,E,-20.939259036926146,A,B,94.21842418075744,E,E,1
Male,B,-11.934830732164178,E,-69.83409356096055,A,B,-27.85341089303463,B,D,0
Non-binary,E,-1.4642766506628089,E,-46.1578773641575,B,D,112.7934869400155,A,C,0
Other,C,-61.63984321384953,E,-129.016498971065,C,C,-140.23184036409708,D,D,0
F,C,-44.839255327966185,D,-58.630024346583575,E,D,109.82417324098279,D,B,0
Non-binary,C,-248.30795157774946,A,-211.7426935084582,E,E,55.99718272845943,E,A,0
Non-binary,B,108.99783295052019,B,-170.6516764953578,A,A,-171.22642469480405,E,C,0
Female,D,9.406829003450659,E,-63.32808553568678,B,D,185.6565977987421,E,D,0
Other,B,6.150720381317998,B,121.07511170242493,C,D,-21.214072515294387,B,E,1
F,E,35.72724830165662,D,-28.605292273085396,C,C,65.54132131811559,E,A,1
Male,D,46.542135827482234,D,-59.76264017116113,D,E,91.17388957122856,D,E,1
Other,C,22.385454668192313,A,10.546789595332882,D,E,-70.42453928707634,D,E,0
Other,B,38.93879395382997,D,46.833832954864214,B,C,-21.76043772300556,B,D,0
M,C,116.01258938154405,C,186.60517826828848,B,A,32.84314788556848,E,C,0
F,A,209.89553322823954,A,-96.85374536378428,A,E,-138.264023344967,A,E,1
Female,D,-54.17118028361785,A,200.8033188412821,C,A,-81.75333225110325,E,E,1
Male,D,-13.352332551527073,C,212.76709054126505,E,C,-134.90732567059683,A,A,1
Other,D,222.06898871823012,C,-135.5008461775623,A,C,-244.16141737860215,C,E,1
F,D,243.4884117386985,B,9.145258096039763,A,D,14.301947635103348,C,C,0
Other,D,33.09549669318799,C,98.40184910910823,C,C,38.12257017932911,B,A,0
Non-binary,E,-36.874081818215956,B,-101.34956505514464,A,C,-49.35009117857655,A,E,0
Other,E,2.7487025204715305,B,-69.62773736956056,E,E,8.688746631462688,A,D,0
Female,E,-61.66849538768576,E,85.92320689552054,B,E,-60.54671030981714,B,A,0
M,C,46.751207221237856,C,-21.478999626214122,C,D,-25.810748879498735,C,C,0
F,B,-51.864692190640035,A,85.24009860586281,C,D,-16.565190340769206,E,D,1
Other,B,-91.81851873306125,A,-118.47240496993801,D,A,9.902587818410302,E,A,0
F,E,-90.44080566087898,B,-142.95474732466303,E,A,50.195137391659664,E,D,1
Female,B,-158.04705608025876,C,66.1530863797022,E,B,91.20855470537239,B,E,0
Non-binary,E,-79.7970542392255,C,130.45366474193608,C,E,-39.04303859335373,E,B,1
Female,C,-42.063200542673655,B,31.43888624377619,C,B,103.21559014126049,E,B,0
M,B,-83.84164001396461,B,-2.6350567590591334,E,B,-7.744503019842078,A,A,0
Female,B,-277.1588424558145,C,-27.73678753487583,B,D,-3.634603998431002,A,C,0
F,C,-45.12147853814953,A,126.8614834522237,D,C,94.05176449316308,D,A,1
Non-binary,A,87.85049824918063,A,-137.87567607444308,B,B,124.17858581841541,A,E,0
M,A,-141.07959855023228,D,163.946702492497,B,D,18.57138886098126,C,D,1
Other,A,-43.45174658874493,E,-209.9235816829482,A,D,47.533421134219786,D,C,1
F,D,27.51774044005531,D,-61.60788729889571,E,D,-33.47864011858343,C,A,1
Other,C,-116.6691510778203,C,-107.80294359485964,D,E,108.44283364987051,D,D,1
Female,C,-99.26996750113474,B,47.608585198299,A,A,82.94677186789497,C,E,1
M,D,176.98115375224177,E,-79.55173690724764,B,B,-23.785176567003173,B,A,1
Female,E,-8.633796736929341,A,-159.99753197074114,E,E,-251.87488909268677,E,C,0
Female,E,-135.36214936256528,C,12.497480906304704,E,B,-133.75136107731234,B,A,1
Non-binary,A,49.37940444110837,B,-55.711854572847706,E,B,61.628463938125655,B,D,1
M,D,-48.12043175674797,B,-56.055106192119005,E,E,164.9982707337618,A,D,0
F,E,36.03361042027929,B,100.57219524984029,C,B,19.593592802481215,D,A,0
Non-binary,D,-236.80242648752278,D,23.573849779834376,C,D,198.58840729263804,C,B,1
F,A,307.0217441165662,A,-25.155323305015276,E,A,-73.92421500320499,D,A,0
Male,E,-13.483572270025906,C,-73.27997677076816,A,C,111.24088679093637,D,C,1
Other,E,73.91707593041902,B,71.12925992949761,D,C,263.06111000610986,E,C,0
Other,C,15.386030292214942,A,38.119890827035064,A,A,-203.24196232982695,A,A,1
F,E,115.00054216838524,D,115.87567345650776,A,B,-111.60729895783288,A,D,1
M,A,113.22588675447969,B,65.19399844992682,E,B,30.891936947684773,E,B,1
F,A,73.9089582460896,A,171.71460580869612,D,A,10.976838626292194,B,A,1
M,D,68.40090808229026,E,-75.1247422209376,E,D,-82.26898277583962,A,B,0
F,A,35.07179016383379,A,-40.440752391316146,C,E,-114.72631772841801,C,D,0
Male,B,-61.642453054541434,B,25.73461248853618,C,A,-96.09236546545453,E,A,1
Female,D,-56.89925164480437,D,13.1085729343379,B,D,206.4457707573225,B,E,1
Male,E,-162.92107882847247,A,117.27216774605655,A,A,76.14506296655637,A,C,1
M,E,67.76105968244437,B,-122.89236190977807,D,B,196.4041871057038,A,E,1
Other,C,49.37625429787364,D,38.60309693320473,D,B,132.02618141670263,C,C,0
Other,A,74.24711169505211,B,30.015852957086807,C,A,-50.97807934860913,B,A,1
F,C,-14.747840718482738,C,81.46707921741867,C,C,-75.21201407553538,C,A,1
Other,D,-28.85132578571328,D,0.4617508950301016,C,D,-67.72266212918261,B,A,1
Other,D,106.83199266765364,C,-15.81819276034165,E,B,141.30217980531518,D,B,1
Non-binary,A,37.464656855335775,B,136.58992438396137,D,D,-43.48952845284684,B,A,1
Non-binary,B,-18.97407916724608,C,-1.3380070544818303,A,B,264.56750632218575,E,D,1
Non-binary,A,-13.01473277997172,B,26.089350831763703,E,C,1.547883858623144,D,A,0
F,A,-92.27427848635556,C,161.39825343621666,A,C,-97.23834674810968,D,A,1
Female,A,-82.74528808599828,A,65.53781195732248,B,E,-25.87661010583459,A,E,0
Female,D,29.341814678063134,D,-117.2904376482214,E,D,25.308671486347663,B,B,0
F,C,-68.58924593214381,C,345.10647189921684,A,B,-12.981284565740559,D,C,0
Non-binary,D,70.809516832097,E,132.47159788105074,A,B,-41.68440968878039,E,D,0
M,A,22.415838397617136,B,72.70523148989709,A,C,13.192689224389099,B,C,1
F,E,23.751002201232733,B,-83.24398810738874,C,B,-269.5657964464826,C,B,0
M,B,214.4481848884408,E,68.57556888625545,A,C,-25.81295076268224,B,A,0
Other,B,-71.77918219690423,E,100.54015091100068,A,D,139.6014482209171,C,E,0
Non-binary,D,-196.8498580065764,B,4.817234511317063,D,E,17.172516634508604,A,C,1
F,C,-13.025562626202852,D,-47.77596661619008,B,B,-66.81993800103814,B,E,1
Other,D,108.5178032023722,C,-85.89074185019115,B,B,-7.189375319570981,A,B,0
Male,C,-43.48947137540825,B,-123.26907115070895,A,A,105.46002064670994,D,C,1
Other,A,-59.65770845854364,C,-17.680792368719526,E,D,-74.64791155806594,B,A,0
Male,C,141.4045672404229,E,29.863883956202496,D,C,19.95658667431633,A,C,1
Female,C,-6.205274967323949,C,-31.981021968002,B,B,17.44167142409228,D,C,1
F,B,-80.05908036757458,C,99.64434337348752,C,A,53.45785537849403,B,D,1
M,D,72.86797261213005,A,-208.24491422016317,E,C,-161.3528821153655,D,C,0
Non-binary,C,127.67667935106869,A,-35.00066531758972,D,C,-151.87978992396975,B,E,1
Other,B,-12.04577299767961,A,0.7948191517894536,E,B,45.64002433347218,A,D,0
Female,B,46.55370812692688,C,39.99370586046293,D,D,-113.56591628466288,D,B,1
Female,D,30.795888322462318,D,155.02235895561134,C,C,-1.1016959304848462,A,C,1
Non-binary,E,-44.960244462435455,C,-113.4721724922298,C,D,35.504028570155896,C,D,1
Other,D,-45.08911024918253,A,91.4189981404435,B,E,71.62497028167148,A,E,0
Male,E,-102.53382609376598,E,-71.71562663056918,B,B,97.56271443084479,E,E,1
Female,A,29.33598918769864,D,77.38092013835592,B,E,-6.196940685217972,E,B,0
Non-binary,A,-26.862095015461723,A,-18.30342780777681,E,D,92.252564168339,D,E,0
Non-binary,D,84.40154950567803,E,220.55380256978938,D,A,-162.161628501159,D,E,0
Non-binary,D,-47.99343923881106,E,-23.9582409028287,E,A,212.83785517354826,A,D,0
Non-binary,A,168.1650299825738,E,52.17446850566777,E,C,20.51947602421745,D,B,1
M,B,-60.42874982840502,C,190.0017867886263,C,E,138.1311940828462,D,C,0
Other,A,142.32730699517435,B,68.55559509804925,A,E,4.2211504858294076,B,C,1
M,C,-2.8579511628810454,D,76.06409536256822,A,A,-31.01912613293216,D,A,1
F,D,17.52074353690177,B,108.35844593863693,E,A,81.81996692201908,D,A,1
Non-binary,C,-3.317396982026382,B,134.63789859631706,C,E,-131.79357036817692,B,D,1
Non-binary,E,20.61584963993089,D,-4.734693464001223,A,E,38.35080293915114,C,D,0
Other,A,3.7194541270045747,D,103.27649475118439,B,D,166.051304141801,A,C,1
Female,D,14.448357204068408,A,6.875443696958944,B,A,31.313979081545433,E,D,0
Non-binary,E,-14.652934689482535,A,-66.96298686405454,C,D,-274.82428112414084,B,C,1
Male,B,-90.87693105949525,A,38.85760975265666,A,E,-68.00437686502615,A,B,1
M,A,-110.47029452845341,A,13.251529546521576,A,A,-87.27859467292899,C,C,0
Female,A,2.5125769302079393,A,-6.456445047849932,E,B,93.82983412392585,D,C,0
M,D,-17.70364868388391,E,-37.64381028737425,D,D,95.28967792651876,E,B,0
Non-binary,B,38.37765222535717,D,150.8502760597429,D,B,-5.097986737733857,E,C,0
Male,C,59.55573975929618,A,148.31216908832172,C,B,-128.75644335705877,D,E,0
Female,E,0.9761494659792943,D,150.8988864687014,C,D,-33.64752524278771,D,A,1
Female,B,-80.69556945496012,C,7.605998635041633,B,D,7.307465015565261,C,D,1
Non-binary,B,-164.62793038535054,C,-47.02848126361848,A,B,32.1176632255959,A,C,0
Non-binary,A,-117.62581740026037,C,-52.49122484563657,C,A,210.09922648382,B,A,1
M,D,-94.95816529157143,B,39.77474927121057,A,C,-54.25731572166445,A,A,1
Non-binary,A,101.23012080364373,C,76.51531304149864,D,B,4.77775387123101,C,C,0
Non-binary,A,-43.38235567200129,C,-42.99342556473274,B,C,-88.73700860795185,C,B,1
F,C,-63.285801724457556,A,47.01971023533345,E,E,-47.83812586861277,D,D,0
Non-binary,C,-74.45357026994861,B,7.347931712006547,A,D,-43.869091360256355,D,D,1
Male,A,-35.920700785128204,D,100.67433724561224,D,B,98.04609642312926,C,C,1
M,D,46.566598520690356,C,-117.68407905589417,B,B,109.34665181642724,E,C,1
M,A,-59.85799631533622,D,-21.34305739894071,E,E,-121.01584512564305,E,A,0
M,C,-118.8800766545258,A,32.79834603962215,D,B,30.09444444184963,B,E,0
Other,D,-21.944231612200348,E,100.55077063207926,C,A,47.10434709244112,B,E,0
Male,A,153.4375350299478,A,-143.23803027846228,E,D,-141.54020897321925,B,A,1
Other,C,-10.60619548285769,B,-128.25696800386564,A,B,-144.4371199078886,D,B,0
Female,E,-16.5668276608562,E,78.90626651040522,A,E,221.70767200357147,E,E,0
Other,B,16.303997663457213,E,-41.14549896982326,B,B,48.44252304209241,A,D,0
Other,C,37.2730975303828,E,117.96216998989193,E,A,131.53685214678532,D,B,0
F,B,-32.79674940352088,D,52.991905262524675,E,A,118.1784748444303,D,A,1
Female,E,109.00884390404335,E,11.729671886484464,B,A,-82.0622452908279,C,C,0
Non-binary,E,119.41810959936439,E,-39.0794272483745,E,E,27.67225590100379,A,C,1
M,E,-180.63350892271083,D,99.42869667278485,B,E,153.33513446681815,C,E,0
Female,C,67.85418339041728,E,-125.01666603069918,D,C,172.23310317476304,B,E,1
Female,D,82.67244907260289,C,-134.24514946784814,C,A,-8.338778025413509,A,A,1
M,B,96.48484902838015,B,-48.24376191693414,E,A,51.46900168862992,B,C,1
F,C,184.6821108285419,B,-56.618065675682,C,C,-94.62938370629342,D,C,0
Other,A,-45.2595841235765,A,-34.45493483467375,E,C,-38.93088185085248,E,A,0
Other,C,139.13319642163995,A,-50.486977430750066,E,C,86.58891546963685,C,C,0
M,E,-223.7690965650927,D,90.05975713389654,D,D,17.884170987672615,E,E,1
F,E,62.185448374608264,D,-54.33870255259391,C,E,230.08202774419567,D,B,1
Non-binary,A,-314.8225632470888,D,98.23570137482476,B,D,110.14187081008895,D,A,1
M,C,-170.73260300797068,B,93.23364102574354,A,B,50.28167651630672,D,D,1
